energy_ev,total_up,C_s_up,C_p_up,Fe_p_up,Fe_d_up,Ru_p_up,Ru_d_up,Se_s_up,Se_p_up
-5.81990995,3.86446816,0.02764242,0.49395700,0.94183932,0.51855623,1.81837301,1.07888348,0.04151791,1.65965500
-5.81390695,3.83393450,0.02685257,0.48907979,0.93648586,0.51207790,1.81033560,1.06936686,0.04114479,1.65013382
-5.80790395,3.79272939,0.02593220,0.48327248,0.92829513,0.50389776,1.79756979,1.05750687,0.04057904,1.63542245
-5.80190095,3.74185709,0.02489712,0.47664629,0.91751635,0.49422737,1.78040468,1.04355071,0.03982989,1.61592972
-5.79589795,3.68237898,0.02376443,0.46930774,0.90441732,0.48329568,1.75918267,1.02774705,0.03890929,1.59210224
-5.78989495,3.61538979,0.02255213,0.46135732,0.88927711,0.47134333,1.73425356,1.01034214,0.03783161,1.56441245
-5.78389195,3.54199644,0.02127860,0.45288896,0.87237931,0.45861698,1.70597035,0.99157725,0.03661336,1.53334729
-5.77788894,3.46329985,0.01996226,0.44399023,0.85400582,0.44536392,1.67468676,0.97168717,0.03527280,1.49939781
-5.77188594,3.38037990,0.01862105,0.43474319,0.83443144,0.43182696,1.64075622,0.95089966,0.03382948,1.46305000
-5.76588294,3.29428344,0.01727217,0.42522566,0.81391946,0.41823978,1.60453223,0.92943574,0.03230387,1.42477692
-5.75987994,3.20601532,0.01593167,0.41551296,0.79271813,0.40482282,1.56636978,0.90751034,0.03071684,1.38503240
-5.75387694,3.11653207,0.01461426,0.40567971,0.77105829,0.39177970,1.52662753,0.88533333,0.02908923,1.34424621
-5.74787394,3.02673798,0.01333303,0.39580175,0.74915188,0.37929432,1.48567038,0.86311052,0.02744140,1.30282068
-5.74187094,2.93748305,0.01209937,0.38595787,0.72719144,0.36752847,1.44387230,0.84104455,0.02579285,1.26112881
-5.73586793,2.84956240,0.01092282,0.37623133,0.70535043,0.35662013,1.40161884,0.81933542,0.02416184,1.21951337
-5.72986493,2.76371663,0.00981108,0.36671107,0.68378417,0.34668225,1.35930931,0.79818057,0.02256504,1.17828721
-5.72386193,2.68063267,0.00876999,0.35749235,0.66263130,0.33780214,1.31735816,0.77777444,0.02101734,1.13773410
-5.71785893,2.60094467,0.00780363,0.34867699,0.64201556,0.33004124,1.27619562,0.75830745,0.01953165,1.09811010
-5.71185593,2.52523459,0.00691439,0.34037301,0.62204759,0.32343543,1.23626715,0.73996440,0.01811875,1.05964519
-5.70585293,2.45403218,0.00610315,0.33269370,0.60282675,0.31799561,1.19803198,0.72292239,0.01678729,1.02254472
-5.69984992,2.38781423,0.00536937,0.32575623,0.58444263,0.31370871,1.16196028,0.70734837,0.01554375,0.98699078
-5.69384692,2.32700292,0.00471135,0.31967967,0.56697631,0.31053899,1.12852949,0.69339630,0.01439258,0.95314307
-5.68784392,2.27196355,0.00412636,0.31458267,0.55050105,0.30842960,1.09821945,0.68120434,0.01333627,0.92113943
-5.68184092,2.22300163,0.00361086,0.31058077,0.53508265,0.30730450,1.07150672,0.67089194,0.01237555,0.89109586
-5.67583792,2.18035973,0.00316069,0.30778354,0.52077931,0.30707056,1.04885832,0.66255723,0.01150958,0.86310618
-5.66983492,2.14421454,0.00277124,0.30629156,0.50764111,0.30762001,1.03072488,0.65627482,0.01073620,0.83724148
-5.66383192,2.11467442,0.00243763,0.30619353,0.49570927,0.30883316,1.01753372,0.65209413,0.01005216,0.81354940
-5.65782891,2.09177797,0.00215487,0.30756351,0.48501524,0.31058131,1.00968190,0.65003841,0.00945339,0.79205369
-5.65182591,2.07549413,0.00191800,0.31045847,0.47557989,0.31273005,1.00752962,0.65010455,0.00893525,0.77275395
-5.64582291,2.06572399,0.00172219,0.31491629,0.46741280,0.31514265,1.01139415,0.65226383,0.00849278,0.75562606
-5.63981991,2.06230468,0.00156289,0.32095427,0.46051196,0.31768371,1.02154439,0.65646345,0.00812096,0.74062325
-5.63381691,2.06501549,0.00143585,0.32856826,0.45486388,0.32022296,1.03819636,0.66262892,0.00781492,0.72767807
-5.62781391,2.07358602,0.00133723,0.33773241,0.45044422,0.32263901,1.06150946,0.67066716,0.00757015,0.71670520
-5.62181091,2.08770621,0.00126364,0.34839957,0.44721906,0.32482313,1.09158362,0.68047026,0.00738266,0.70760524
-5.61580790,2.10703796,0.00121212,0.36050231,0.44514656,0.32668279,1.12845730,0.69191951,0.00724916,0.70026914
-5.60980490,2.13122755,0.00118024,0.37395448,0.44417925,0.32814498,1.17210604,0.70488966,0.00716718,0.69458337
-5.60380190,2.15991836,0.00116600,0.38865322,0.44426648,0.32915897,1.22244156,0.71925307,0.00713515,0.69043533
-5.59779890,2.19276303,0.00116791,0.40448129,0.44535714,0.32969864,1.27931111,0.73488344,0.00715243,0.68771891
-5.59179590,2.22943434,0.00118490,0.42130959,0.44740230,0.32976402,1.34249696,0.75165904,0.00721939,0.68633969
-5.58579290,2.26963389,0.00121629,0.43899966,0.45035762,0.32938202,1.41171585,0.76946498,0.00733734,0.68621960
-5.57978989,2.31309811,0.00126181,0.45740619,0.45418526,0.32860634,1.48661825,0.78819460,0.00750848,0.68730065
-5.57378689,2.35960088,0.00132147,0.47637914,0.45885518,0.32751630,1.56678762,0.80774968,0.00773581,0.68954734
-5.56778389,2.40895255,0.00139559,0.49576565,0.46434567,0.32621479,1.65173953,0.82803950,0.00802300,0.69294776
-5.56178089,2.46099523,0.00148467,0.51541153,0.47064298,0.32482522,1.74092104,0.84897889,0.00837418,0.69751303
-5.55577789,2.51559448,0.00158938,0.53516229,0.47774006,0.32348748,1.83371052,0.87048526,0.00879376,0.70327510
-5.54977489,2.57262790,0.00171047,0.55486381,0.48563438,0.32235320,1.92941835,0.89247490,0.00928614,0.71028296
-5.54377189,2.63197123,0.00184875,0.57436271,0.49432509,0.32158026,2.02728888,0.91485885,0.00985547,0.71859747
-5.53776888,2.69348279,0.00200497,0.59350646,0.50380952,0.32132680,2.12650422,0.93753860,0.01050534,0.72828486
-5.53176588,2.75698741,0.00217982,0.61214339,0.51407930,0.32174499,2.22619007,0.96040201,0.01123845,0.73940945
-5.52576288,2.82226085,0.00237380,0.63012271,0.52511642,0.32297469,2.32542410,0.98331986,0.01205632,0.75202577
-5.51975988,2.88901580,0.00258726,0.64729482,0.53688942,0.32513731,2.42324698,1.00614320,0.01295897,0.76617061
-5.51375688,2.95689062,0.00282023,0.66351177,0.54935003,0.32833011,2.51867617,1.02870201,0.01394462,0.78185543
-5.50775388,3.02544164,0.00307250,0.67862825,0.56243048,0.33262117,2.61072215,1.05080510,0.01500949,0.79905945
-5.50175088,3.09413971,0.00334346,0.69250294,0.57604178,0.33804527,2.69840692,1.07224164,0.01614756,0.81772392
-5.49574787,3.16237153,0.00363214,0.70500045,0.59007305,0.34460084,2.78078405,1.09278409,0.01735046,0.83774784
-5.48974487,3.22944581,0.00393717,0.71599358,0.60439196,0.35224817,2.85695956,1.11219264,0.01860739,0.85898539
-5.48374187,3.29460426,0.00425673,0.72536607,0.61884653,0.36090898,2.92611270,1.13022078,0.01990520,0.88124531
-5.47773887,3.35703698,0.00458858,0.73301551,0.63326795,0.37046744,2.98751585,1.14662192,0.02122846,0.90429222
-5.47173587,3.41590154,0.00493004,0.73885636,0.64747455,0.38077251,3.04055220,1.16115656,0.02255972,0.92784995
-5.46573287,3.47034508,0.00527801,0.74282290,0.66127664,0.39164180,3.08473078,1.17359978,0.02387981,0.95160676
-5.45972986,3.51952832,0.00562901,0.74487194,0.67448211,0.40286655,3.11969765,1.18374856,0.02516827,0.97522234
-5.45372686,3.56265057,0.00597920,0.74498506,0.68690241,0.41421778,3.14524299,1.19142865,0.02640383,0.99833625
-5.44772386,3.59897468,0.00632445,0.74317037,0.69835881,0.42545331,3.16130359,1.19650058,0.02756498,1.02057759
-5.44172086,3.62785094,0.00666040,0.73946350,0.70868863,0.43632544,3.16796093,1.19886473,0.02863057,1.04157561
-5.43571786,3.64873913,0.00698255,0.73392794,0.71775117,0.44658898,3.16543482,1.19846504,0.02958045,1.06097077
-5.42971486,3.66122786,0.00728632,0.72665460,0.72543319,0.45600937,3.15407343,1.19529151,0.03039610,1.07842599
-5.42371186,3.66505073,0.00756721,0.71776066,0.73165371,0.46437056,3.13434017,1.18938126,0.03106126,1.09363765
-5.41770885,3.66009884,0.00782083,0.70738775,0.73636799,0.47148234,3.10679846,1.18081841,0.03156243,1.10634605
-5.41170585,3.64642926,0.00804308,0.69569954,0.73957050,0.47718694,3.07209527,1.16973268,0.03188941,1.11634479
-5.40570285,3.62426935,0.00823021,0.68287893,0.74129692,0.48136445,3.03094433,1.15629703,0.03203560,1.12348891
-5.39969985,3.59401687,0.00837896,0.66912481,0.74162487,0.48393703,2.98410995,1.14072435,0.03199832,1.12770140
-5.39369685,3.55623566,0.00848662,0.65464866,0.74067357,0.48487159,2.93239193,1.12326350,0.03177887,1.12897771
-5.38769385,3.51164711,0.00855115,0.63967095,0.73860216,0.48418097,2.87661222,1.10419467,0.03138257,1.12738816
-5.38169085,3.46111739,0.00857125,0.62441747,0.73560677,0.48192337,2.81760333,1.08382425,0.03081853,1.12307795
-5.37568784,3.40564047,0.00854636,0.60911558,0.73191632,0.47820020,2.75619858,1.06247933,0.03009941,1.11626465
-5.36968484,3.34631722,0.00847677,0.59399055,0.72778709,0.47315234,2.69322375,1.04050164,0.02924098,1.10723322
-5.36368184,3.28433068,0.00836355,0.57926175,0.72349604,0.46695498,2.62948990,1.01824126,0.02826160,1.09632843
-5.35767884,3.22091798,0.00820856,0.56513888,0.71933305,0.45981117,2.56578651,0.99604978,0.02718165,1.08394499
-5.35167584,3.15733930,0.00801443,0.55181813,0.71559215,0.45194440,2.50287455,0.97427320,0.02602282,1.07051547
-5.34567284,3.09484451,0.00778443,0.53947838,0.71256206,0.44359051,2.44147884,0.95324436,0.02480752,1.05649653
-5.33966983,3.03463850,0.00752245,0.52827730,0.71051615,0.43498919,2.38227922,0.93327528,0.02355814,1.04235374
-5.33366683,2.97784596,0.00723284,0.51834756,0.70970225,0.42637548,2.32590045,0.91464928,0.02229646,1.02854565
-5.32766383,2.92547710,0.00692034,0.50979323,0.71033259,0.41797166,2.27290067,0.89761331,0.02104303,1.01550783
-5.32166083,2.87839551,0.00658989,0.50268640,0.71257445,0.40997975,2.22375888,0.88237066,0.01981673,1.00363729
-5.31565783,2.83728959,0.00624658,0.49706432,0.71654179,0.40257509,2.17886178,0.86907447,0.01863429,0.99327835
-5.30965483,2.80264911,0.00589545,0.49292709,0.72228843,0.39590119,2.13849083,0.85782227,0.01751008,0.98471034
-5.30365183,2.77474816,0.00554143,0.49023631,0.72980315,0.39006607,2.10281050,0.84865219,0.01645585,0.97813800
-5.29764882,2.75363573,0.00518922,0.48891465,0.73900715,0.38514031,2.07185849,0.84154085,0.01548072,0.97368504
-5.29164582,2.73913489,0.00484316,0.48884663,0.74975410,0.38115683,2.04553917,0.83640356,0.01459117,0.97139129
-5.28564282,2.73085104,0.00450724,0.48988074,0.76183308,0.37811235,2.02362092,0.83309690,0.01379124,0.97121372
-5.27963982,2.72818946,0.00418499,0.49183290,0.77497428,0.37597060,2.00573831,0.83142372,0.01308267,0.97303138
-5.27363682,2.73038181,0.00387947,0.49449126,0.78885763,0.37466689,1.99139935,0.83114074,0.01246528,0.97665419
-5.26763382,2.73652069,0.00359328,0.49762227,0.80312390,0.37411400,1.97999822,0.83196837,0.01193724,0.98183512
-5.26163082,2.74560106,0.00332858,0.50097793,0.81738803,0.37420897,1.97083308,0.83360253,0.01149544,0.98828533
-5.25562781,2.75656669,0.00308706,0.50430378,0.83125402,0.37484044,1.96312860,0.83572802,0.01113592,0.99569149
-5.24962481,2.76835956,0.00287009,0.50734750,0.84433090,0.37589623,1.95606234,0.83803284,0.01085418,1.00373444
-5.24362181,2.77996991,0.00267866,0.50986774,0.85624894,0.37727070,1.94879377,0.84022268,0.01064552,1.01210818
-5.23761881,2.79048439,0.00251351,0.51164266,0.86667533,0.37887157,1.94049482,0.84203510,0.01050537,1.02053823
-5.23161581,2.79912999,0.00237515,0.51247793,0.87532856,0.38062577,1.93038033,0.84325234,0.01042948,1.02879829
-5.22561281,2.80531124,0.00226393,0.51221378,0.88199083,0.38248412,1.91773707,0.84371238,0.01041412,1.03672428
-5.21960980,2.80863879,0.00218005,0.51073066,0.88651769,0.38442450,1.90194991,0.84331730,0.01045619,1.04422494
-5.21360680,2.80894784,0.00212363,0.50795337,0.88884447,0.38645340,1.88252388,0.84203873,0.01055324,1.05128828
-5.20760380,2.80630509,0.00209470,0.50385331,0.88898915,0.38860575,1.85910111,0.83991977,0.01070345,1.05798346
-5.20160080,2.80100388,0.00209319,0.49844892,0.88705136,0.39094301,1.83147192,0.83707339,0.01090553,1.06445790
-5.19559780,2.79354760,0.00211893,0.49180404,0.88320761,0.39354962,1.79957962,0.83367713,0.01115857,1.07092960
-5.18959480,2.78462204,0.00217164,0.48402455,0.87770287,0.39652801,1.76351900,0.82996449,0.01146185,1.07767508
-5.18359180,2.77505797,0.00225086,0.47525327,0.87083896,0.39999236,1.72352865,0.82621330,0.01181460,1.08501344
-5.17758879,2.76578596,0.00235589,0.46566340,0.86296022,0.40406146,1.67997777,0.82273156,0.01221578,1.09328727
-5.17158579,2.75778558,0.00248579,0.45545092,0.85443720,0.40885102,1.63334820,0.81984163,0.01266382,1.10284154
-5.16558279,2.75203167,0.00263927,0.44482632,0.84564927,0.41446583,1.58421280,0.81786345,0.01315637,1.11400144
-5.15957979,2.74944042,0.00281467,0.43400585,0.83696679,0.42099220,1.53321118,0.81709767,0.01369012,1.12705044
-5.15357679,2.75081816,0.00300990,0.42320311,0.82873398,0.42849104,1.48102421,0.81780964,0.01426064,1.14220982
-5.14757379,2.75681561,0.00322243,0.41262096,0.82125317,0.43699200,1.42834843,0.82021511,0.01486224,1.15962074
-5.14157079,2.76788997,0.00344926,0.40244444,0.81477133,0.44648906,1.37587157,0.82446833,0.01548790,1.17933002
-5.13556778,2.78427694,0.00368694,0.39283477,0.80946946,0.45693768,1.32425030,0.83065340,0.01612934,1.20128046
-5.12956478,2.80597436,0.00393161,0.38392490,0.80545546,0.46825397,1.27409099,0.83877913,0.01677707,1.22530633
-5.12356178,2.83273826,0.00417903,0.37581662,0.80276065,0.48031574,1.22593426,0.84877794,0.01742057,1.25113457
-5.11755878,2.86409175,0.00442469,0.36857929,0.80134030,0.49296565,1.18024379,0.86050874,0.01804846,1.27839150
-5.11155578,2.89934629,0.00466388,0.36225033,0.80107790,0.50601616,1.13739941,0.87376376,0.01864887,1.30661520
-5.10555278,2.93763427,0.00489182,0.35683722,0.80179306,0.51925631,1.09769465,0.88827888,0.01920972,1.33527267
-5.09954977,2.97795117,0.00510378,0.35232087,0.80325246,0.53245983,1.06133833,0.90374704,0.01971908,1.36378121
-5.09354677,3.01920511,0.00529524,0.34866011,0.80518329,0.54539435,1.02845971,0.91983388,0.02016560,1.39153281
-5.08754377,3.06027090,0.00546200,0.34579701,0.80728846,0.55783116,0.99911660,0.93619475,0.02053886,1.41792035
-5.08154077,3.10004586,0.00560033,0.34366261,0.80926267,0.56955506,0.97330559,0.95249225,0.02082976,1.44236429
-5.07553777,3.13750403,0.00570710,0.34218278,0.81080853,0.58037384,0.95097350,0.96841307,0.02103085,1.46433821
-5.06953477,3.17174585,0.00577986,0.34128370,0.81165175,0.59012677,0.93202930,0.98368333,0.02113658,1.48339217
-5.06353177,3.20204050,0.00581695,0.34089684,0.81155483,0.59869168,0.91635550,0.99808145,0.02114357,1.49917217
-5.05752876,3.22785834,0.00581753,0.34096288,0.81032816,0.60599030,0.90381824,1.01144771,0.02105069,1.51143506
-5.05152576,3.24889178,0.00578162,0.34143458,0.80783840,0.61199143,0.89427556,1.02369006,0.02085910,1.52005774
-5.04552276,3.26506325,0.00571008,0.34227821,0.80401336,0.61671177,0.88758324,1.03478562,0.02057225,1.52504036
-5.03951976,3.27651982,0.00560458,0.34347370,0.79884344,0.62021443,0.88359805,1.04477795,0.02019573,1.52650329
-5.03351676,3.28361501,0.00546754,0.34501331,0.79237957,0.62260502,0.88217816,1.05377009,0.01973702,1.52467797
-5.02751376,3.28687862,0.00530199,0.34689912,0.78472777,0.62402565,0.88318113,1.06191385,0.01920527,1.51989238
-5.02151076,3.28697668,0.00511153,0.34913938,0.77604092,0.62464711,0.88645958,1.06939597,0.01861089,1.51255175
-5.01550775,3.28466372,0.00490011,0.35174409,0.76650804,0.62465954,0.89185521,1.07642197,0.01796523,1.50311578
-5.00950475,3.28073041,0.00467197,0.35472009,0.75634206,0.62426231,0.89919176,1.08319867,0.01728015,1.49207365
-5.00350175,3.27594950,0.00443143,0.35806602,0.74576653,0.62365341,0.90826774,1.08991650,0.01656762,1.47991815
-4.99749875,3.27102337,0.00418279,0.36176754,0.73500226,0.62301911,0.91884964,1.09673256,0.01583934,1.46712043
-4.99149575,3.26653628,0.00393019,0.36579306,0.72425466,0.62252427,0.93066635,1.10375564,0.01510641,1.45410670
-4.98549275,3.26291394,0.00367748,0.37009051,0.71370226,0.62230396,0.94340568,1.11103397,0.01437901,1.44123813
-4.97948974,3.26039285,0.00342815,0.37458519,0.70348735,0.62245669,0.95671319,1.11854652,0.01366620,1.42879489
-4.97348674,3.25900089,0.00318524,0.37917902,0.69370888,0.62303958,0.97019406,1.12619843,0.01297572,1.41696513
-4.96748374,3.25855031,0.00295128,0.38375128,0.68441813,0.62406580,0.98341792,1.13382082,0.01231395,1.40583920
-4.96148074,3.25864327,0.00272829,0.38816084,0.67561722,0.62550420,0.99592677,1.14117500,0.01168587,1.39540946
-4.95547774,3.25868940,0.00251777,0.39224974,0.66726044,0.62728117,1.00724561,1.14796094,0.01109512,1.38557512
-4.94947474,3.25793431,0.00232068,0.39584809,0.65925814,0.62928468,1.01689549,1.15382950,0.01054415,1.37615204
-4.94347174,3.25549728,0.00213756,0.39877994,0.65148295,0.63136995,1.02440818,1.15839771,0.01003435,1.36688636
-4.93746873,3.25041581,0.00196850,0.40086984,0.64377786,0.63336683,1.02934191,1.16126638,0.00956628,1.35747143
-4.93146573,3.24169473,0.00181324,0.40194977,0.63596559,0.63508804,1.03129713,1.16203906,0.00913992,1.34756669
-4.92546273,3.22835701,0.00167123,0.40186604,0.62785875,0.63633828,1.02993169,1.16034130,0.00875486,1.33681765
-4.91945973,3.20949364,0.00154171,0.40048585,0.61927016,0.63692332,1.02497441,1.15583929,0.00841056,1.32487581
-4.91345673,3.18431021,0.00142378,0.39770313,0.61002286,0.63665908,1.01623644,1.14825704,0.00810656,1.31141751
-4.90745373,3.15216776,0.00131644,0.39344334,0.59995927,0.63537990,1.00361965,1.13739102,0.00784262,1.29616087
-4.90145073,3.11261621,0.00121868,0.38766707,0.58894904,0.63294597,0.98712176,1.12312190,0.00761888,1.27888004
-4.89544772,3.06541889,0.00112953,0.38037221,0.57689541,0.62924941,0.96683779,1.10542262,0.00743589,1.25941635
-4.88944472,3.01056737,0.00104806,0.37159459,0.56373970,0.62421893,0.94295783,1.08436262,0.00729470,1.23768578
-4.88344172,2.94828614,0.00097346,0.36140711,0.54946386,0.61782281,0.91576117,1.06010814,0.00719673,1.21368289
-4.87743872,2.87902727,0.00090502,0.34991744,0.53409117,0.61007026,0.88560714,1.03291843,0.00714374,1.18748098
-4.87143572,2.80345570,0.00084217,0.33726438,0.51768505,0.60101105,0.85292311,1.00313842,0.00713768,1.15922881
-4.86543272,2.72242605,0.00078446,0.32361306,0.50034611,0.59073361,0.81819007,0.97118800,0.00718050,1.12914422
-4.85942971,2.63695227,0.00073155,0.30914929,0.48220786,0.57936162,0.78192671,0.93754857,0.00727393,1.09750502
-4.85342671,2.54817167,0.00068321,0.29407328,0.46343110,0.56704929,0.74467247,0.90274737,0.00741926,1.06463778
-4.84742371,2.45730493,0.00063929,0.27859305,0.44419753,0.55397570,0.70697036,0.86734037,0.00761711,1.03090496
-4.84142071,2.36561402,0.00059971,0.26291774,0.42470272,0.54033823,0.66935034,0.83189429,0.00786721,0.99669120
-4.83541771,2.27435957,0.00056444,0.24725128,0.40514891,0.52634551,0.63231376,0.79696862,0.00816815,0.96238910
-4.82941471,2.18475944,0.00053346,0.23178641,0.38573781,0.51221010,0.59631949,0.76309809,0.00851729,0.92838530
-4.82341171,2.09795009,0.00050676,0.21669953,0.36666381,0.49814128,0.56177220,0.73077645,0.00891058,0.89504724
-4.81740870,2.01495191,0.00048430,0.20214639,0.34810778,0.48433796,0.52901313,0.70044189,0.00934251,0.86271117
-4.81140570,1.93663984,0.00046603,0.18825872,0.33023167,0.47098228,0.49831347,0.67246467,0.00980612,0.83167172
-4.80540270,1.86371991,0.00045184,0.17514203,0.31317411,0.45823390,0.46987068,0.64713736,0.01029307,0.80217341
-4.79939970,1.79671254,0.00044157,0.16287442,0.29704707,0.44622512,0.44380738,0.62466781,0.01079377,0.77440424
-4.79339670,1.73594269,0.00043499,0.15150653,0.28193368,0.43505721,0.42017302,0.60517511,0.01129757,0.74849167
-4.78739370,1.68153710,0.00043183,0.14106237,0.26788726,0.42479780,0.39894789,0.58868855,0.01179305,0.72450078
-4.78139070,1.63342835,0.00043174,0.13154113,0.25493137,0.41547948,0.38004921,0.57514960,0.01226832,0.70243481
-4.77538769,1.59136532,0.00043434,0.12291968,0.24306105,0.40709963,0.36333900,0.56441655,0.01271136,0.68223778
-4.76938469,1.55492942,0.00043918,0.11515566,0.23224492,0.39962147,0.34863326,0.55627192,0.01311040,0.66379912
-4.76338169,1.52355591,0.00044579,0.10819101,0.22242812,0.39297619,0.33571211,0.55043195,0.01345431,0.64695997
-4.75737869,1.49655919,0.00045366,0.10195570,0.21353589,0.38706612,0.32433034,0.54655818,0.01373296,0.63152088
-4.75137569,1.47316123,0.00046228,0.09637160,0.20547766,0.38176873,0.31422816,0.54427037,0.01393756,0.61725058
-4.74537269,1.45252197,0.00047111,0.09135624,0.19815140,0.37694146,0.30514159,0.54316058,0.01406096,0.60389537
-4.73936968,1.43377065,0.00047966,0.08682640,0.19144806,0.37242700,0.29681221,0.54280769,0.01409791,0.59118898
-4.73336668,1.41603702,0.00048744,0.08270140,0.18525605,0.36805903,0.28899615,0.54279215,0.01404521,0.57886229
-4.72736368,1.39848133,0.00049400,0.07890598,0.17946540,0.36366808,0.28147175,0.54271021,0.01390180,0.56665272
-4.72136068,1.38032231,0.00049895,0.07537277,0.17397161,0.35908740,0.27404619,0.54218738,0.01366883,0.55431299
-4.71535768,1.36086235,0.00050193,0.07204429,0.16867909,0.35415865,0.26656054,0.54089063,0.01334954,0.54161897
-4.70935468,1.33950897,0.00050267,0.06887452,0.16350396,0.34873722,0.25889360,0.53853890,0.01294914,0.52837640
-4.70335168,1.31579243,0.00050096,0.06582998,0.15837630,0.34269697,0.25096429,0.53491181,0.01247463,0.51442631
-4.69734867,1.28937878,0.00049666,0.06289051,0.15324175,0.33593437,0.24273287,0.52985602,0.01193448,0.49964912
-4.69134567,1.26007840,0.00048972,0.06004966,0.14806243,0.32837183,0.23420094,0.52328944,0.01133838,0.48396729
-4.68534267,1.22784980,0.00048013,0.05731483,0.14281728,0.31996006,0.22541061,0.51520294,0.01069688,0.46734654
-4.67933967,1.19279901,0.00046799,0.05470725,0.13750181,0.31067969,0.21644281,0.50565966,0.01002100,0.44979574
-4.67333667,1.15517468,0.00045343,0.05226185,0.13212725,0.30054169,0.20741509,0.49479211,0.00932196,0.43136551
-4.66733367,1.11535933,0.00043666,0.05002702,0.12671940,0.28958706,0.19847905,0.48279710,0.00861077,0.41214575
-4.66133067,1.07385730,0.00041792,0.04806443,0.12131691,0.27788545,0.18981754,0.46992883,0.00789798,0.39226210
-4.65532766,1.03128004,0.00039750,0.04644884,0.11596951,0.26553306,0.18164189,0.45649043,0.00719338,0.37187172
-4.64932466,0.98832925,0.00037572,0.04526796,0.11073588,0.25264978,0.17418922,0.44282434,0.00650582,0.35115848
-4.64332166,0.94577876,0.00035291,0.04462240,0.10568152,0.23937571,0.16771988,0.42930189,0.00584300,0.33032773
