energy_ev,total_up,Mn_p_up,Mn_d_up,N_s_up,N_p_up,Rh_p_up,Rh_d_up,Te_p_up,Te_d_up
-5.63381691,3.76843585,1.02713749,0.72812975,0.00930328,0.43766156,1.47382359,1.46036806,1.42158336,0.00000000
-5.62781391,3.67476935,0.99182056,0.70499539,0.00865844,0.42417673,1.42291532,1.44229323,1.37160700,0.00000000
-5.62181091,3.57803544,0.95608058,0.68103838,0.00802470,0.41033678,1.37222383,1.42246325,1.32086028,0.00000000
-5.61580790,3.48004959,0.92053952,0.65670358,0.00740958,0.39633691,1.32254406,1.40138951,1.27020157,0.00000000
-5.60980490,3.38252886,0.88577849,0.63241556,0.00681967,0.38236921,1.27459634,1.37956469,1.22043138,0.00000000
-5.60380190,3.28704065,0.85232123,0.60856679,0.00626056,0.36861664,1.22900839,1.35744546,1.17227050,0.00000000
-5.59779890,3.19495846,0.82061989,0.58550740,0.00573676,0.35524737,1.18630067,1.33543754,1.12634167,0.00000000
-5.59179590,3.10742623,0.79104384,0.56353690,0.00525169,0.34240975,1.14687537,1.31388334,1.08315538,0.00000000
-5.58579290,3.02533195,0.76387156,0.54289787,0.00480766,0.33022802,1.11100939,1.29305277,1.04309990,0.00000000
-5.57978989,2.94929125,0.73928581,0.52377189,0.00440593,0.31879893,1.07885124,1.27313726,1.00643591,0.00000000
-5.57378689,2.87964101,0.71737217,0.50627767,0.00404676,0.30818944,1.05042197,1.25424713,0.97329546,0.00000000
-5.56778389,2.81644263,0.69812076,0.49047130,0.00372948,0.29843541,1.02561983,1.23641215,0.94368525,0.00000000
-5.56178089,2.75949448,0.68143103,0.47634845,0.00345260,0.28954146,1.00422846,1.21958512,0.91749368,0.00000000
-5.55577789,2.70835262,0.66711932,0.46384843,0.00321391,0.28148194,0.98592829,1.20364803,0.89450151,0.00000000
-5.54977489,2.66235862,0.65492874,0.45285980,0.00301062,0.27420294,0.97031071,1.18842056,0.87439531,0.00000000
-5.54377189,2.62067331,0.64454118,0.44322723,0.00283945,0.26762523,0.95689447,1.17367035,0.85678333,0.00000000
-5.53776888,2.58231502,0.63559074,0.43475940,0.00269679,0.26164811,0.94514387,1.15912452,0.84121314,0.00000000
-5.53176588,2.54620099,0.62767829,0.42723758,0.00257879,0.25615385,0.93448811,1.14448223,0.82719033,0.00000000
-5.52576288,2.51119039,0.62038659,0.42042463,0.00248152,0.25101277,0.92434122,1.12942743,0.81419769,0.00000000
-5.51975988,2.47612753,0.61329547,0.41407407,0.00240104,0.24608853,0.91412197,1.11364179,0.80171424,0.00000000
-5.51375688,2.43988411,0.60599652,0.40793900,0.00233354,0.24124361,0.90327314,1.09681711,0.78923359,0.00000000
-5.50775388,2.40139899,0.59810694,0.40178054,0.00227541,0.23634463,0.89127959,1.07866703,0.77628099,0.00000000
-5.50175088,2.35971447,0.58928205,0.39537571,0.00222333,0.23126749,0.87768450,1.05893771,0.76242861,0.00000000
-5.49574787,2.31400817,0.57922602,0.38852432,0.00217430,0.22590192,0.86210343,1.03741730,0.74730872,0.00000000
-5.48974487,2.26361953,0.56770066,0.38105487,0.00212574,0.22015546,0.84423566,1.01394392,0.73062434,0.00000000
-5.48374187,2.20807049,0.55453185,0.37282932,0.00207552,0.21395667,0.82387249,0.98841210,0.71215721,0.00000000
-5.47773887,2.14707987,0.53961362,0.36374661,0.00202192,0.20725740,0.80090245,0.96077758,0.69177289,0.00000000
-5.47173587,2.08057138,0.52290976,0.35374479,0.00196371,0.20003424,0.77531319,0.93106045,0.66942300,0.00000000
-5.46573287,2.00867521,0.50445303,0.34280202,0.00190009,0.19228892,0.74719009,0.89934656,0.64514471,0.00000000
-5.45972986,1.93172373,0.48434209,0.33093626,0.00183070,0.18404790,0.71671197,0.86578747,0.61905760,0.00000000
-5.45372686,1.85024160,0.46273642,0.31820379,0.00175555,0.17536108,0.68414397,0.83059884,0.59135830,0.00000000
-5.44772386,1.76493118,0.43984956,0.30469676,0.00167502,0.16629974,0.64982823,0.79405748,0.56231309,0.00000000
-5.44172086,1.67665402,0.41594097,0.29053989,0.00158982,0.15695399,0.61417266,0.75649729,0.53224916,0.00000000
-5.43571786,1.58640944,0.39130704,0.27588646,0.00150088,0.14742967,0.57763857,0.71830424,0.50154470,0.00000000
-5.42971486,1.49531107,0.36627157,0.26091382,0.00140935,0.13784509,0.54072757,0.67991054,0.47061852,0.00000000
-5.42371186,1.40456260,0.34117618,0.24581861,0.00131653,0.12832758,0.50396839,0.64178833,0.43991954,0.00000000
-5.41770885,1.31543331,0.31637109,0.23081189,0.00122385,0.11901016,0.46790411,0.60444298,0.40991659,0.00000000
-5.41170585,1.22923445,0.29220651,0.21611426,0.00113277,0.11002830,0.43308022,0.56840615,0.38108890,0.00000000
-5.40570285,1.14729686,0.26902499,0.20195126,0.00104479,0.10151711,0.40003388,0.53422881,0.35391745,0.00000000
-5.39969985,1.07095037,0.24715486,0.18854893,0.00096139,0.09360875,0.36928466,0.50247423,0.32887743,0.00000000
-5.39369685,1.00150509,0.22690490,0.17612986,0.00088402,0.08643031,0.34132664,0.47371097,0.30643178,0.00000000
-5.38769385,0.94023450,0.20856015,0.16490953,0.00081408,0.08010206,0.31662212,0.44850584,0.28702577,0.00000000
-5.38169085,0.88836020,0.19237901,0.15509306,0.00075289,0.07473611,0.29559659,0.42741678,0.27108253,0.00000000
-5.37568784,0.84703778,0.17859115,0.14687226,0.00070172,0.07043522,0.27863485,0.41098555,0.25899918,0.00000000
-5.36968484,0.81734343,0.16739634,0.14042301,0.00066175,0.06729200,0.26607783,0.39973008,0.25114341,0.00000000
-5.36368184,0.80026061,0.15896385,0.13590276,0.00063407,0.06538807,0.25822000,0.39413636,0.24785009,0.00000000
-5.35767884,0.79666624,0.15343212,0.13344819,0.00061973,0.06479331,0.25530677,0.39464992,0.24941775,0.00000000
-5.35167584,0.80731609,0.15090854,0.13317292,0.00061967,0.06556498,0.25753182,0.40166659,0.25610449,0.00000000
-5.34567284,0.83282892,0.15146922,0.13516521,0.00063477,0.06774670,0.26503393,0.41552283,0.26812335,0.00000000
-5.33966983,0.87366949,0.15515838,0.13948564,0.00066581,0.07136725,0.27789339,0.43648567,0.28563688,0.00000000
-5.33366683,0.93013057,0.16198749,0.14616484,0.00071348,0.07643911,0.29612771,0.46474244,0.30875103,0.00000000
-5.32766383,1.00231446,0.17193410,0.15520123,0.00077834,0.08295685,0.31968706,0.50039069,0.33750856,0.00000000
-5.32166083,1.09011494,0.18494026,0.16655896,0.00086084,0.09089536,0.34844936,0.54342879,0.37188205,0.00000000
-5.31565783,1.19320062,0.20091094,0.18016621,0.00096123,0.10020809,0.38221568,0.59374761,0.41176726,0.00000000
-5.30965483,1.31100111,0.21971243,0.19591392,0.00107958,0.11082540,0.42070620,0.65112409,0.45697695,0.00000000
-5.30365183,1.44269731,0.24117105,0.21365520,0.00121573,0.12265315,0.46355732,0.71521721,0.50723608,0.00000000
-5.29764882,1.58721743,0.26507249,0.23320562,0.00136923,0.13557179,0.51032058,0.78556699,0.56217878,0.00000000
-5.29164582,1.74324008,0.29116195,0.25434457,0.00153934,0.14943598,0.56046374,0.86159716,0.62134771,0.00000000
-5.28564282,1.90920557,0.31914549,0.27681776,0.00172499,0.16407513,0.61337461,0.94262196,0.68419639,0.00000000
-5.27963982,2.08333641,0.34869271,0.30034099,0.00192475,0.17929468,0.66836803,1.02785731,0.75009485,0.00000000
-5.27363682,2.26366737,0.37944092,0.32460537,0.00213684,0.19487853,0.72469608,1.11643643,0.81833891,0.00000000
-5.26763382,2.44808499,0.41100097,0.34928364,0.00235909,0.21059247,0.78156160,1.20742986,0.88816298,0.00000000
-5.26163082,2.63437592,0.44296460,0.37403776,0.00258898,0.22618857,0.83813486,1.29986932,0.95875639,0.00000000
-5.25562781,2.82028281,0.47491316,0.39852742,0.00282366,0.24141067,0.89357289,1.39277472,1.02928279,0.00000000
-5.24962481,3.00356581,0.50642758,0.42241919,0.00306001,0.25600049,0.94704094,1.48518352,1.09890181,0.00000000
-5.24362181,3.18206736,0.53709909,0.44539594,0.00329468,0.26970451,0.99773514,1.57618093,1.16679237,0.00000000
-5.23761881,3.35377730,0.56654030,0.46716621,0.00352414,0.28228103,1.04490550,1.66492985,1.23217646,0.00000000
-5.23161581,3.51689534,0.59439614,0.48747290,0.00374483,0.29350732,1.08787813,1.75069897,1.29434224,0.00000000
-5.22561281,3.66988759,0.62035410,0.50610104,0.00395319,0.30318650,1.12607553,1.83288739,1.35266533,0.00000000
-5.21960980,3.81153406,0.64415324,0.52288406,0.00414578,0.31115373,1.15903410,1.91104458,1.40662709,0.00000000
-5.21360680,3.94096420,0.66559136,0.53770827,0.00431938,0.31728147,1.18641755,1.98488406,1.45582880,0.00000000
-5.20760380,4.05767831,0.68453005,0.55051522,0.00447110,0.32148358,1.20802579,2.05429003,1.50000084,0.00000000
-5.20160080,4.16155302,0.70089715,0.56130171,0.00459843,0.32371789,1.22379845,2.11931612,1.53900629,0.00000000
-5.19559780,4.25283000,0.71468640,0.57011749,0.00469935,0.32398725,1.23381295,2.18017589,1.57283848,0.00000000
-5.18959480,4.33208792,0.72595429,0.57706055,0.00477239,0.32233884,1.23827692,2.23722530,1.60161266,0.00000000
-5.18359180,4.40019872,0.73481417,0.58227035,0.00481663,0.31886191,1.23751549,2.29093760,1.62555189,0.00000000
-5.17758879,4.45826985,0.74142779,0.58591913,0.00483177,0.31368386,1.23195390,2.34187177,1.64496806,0.00000000
-5.17158579,4.50757540,0.74599484,0.58820189,0.00481811,0.30696506,1.22209637,2.39063570,1.66023891,0.00000000
-5.16558279,4.54947940,0.74874085,0.58932534,0.00477651,0.29889246,1.20850234,2.43784608,1.67178226,0.00000000
-5.15957979,4.58535513,0.74990413,0.58949668,0.00470837,0.28967243,1.19176118,2.48408679,1.68002894,0.00000000
-5.15357679,4.61650475,0.74972255,0.58891242,0.00461556,0.27952309,1.17246682,2.52986792,1.68539596,0.00000000
-5.14757379,4.64408337,0.74842064,0.58774822,0.00450035,0.26866664,1.15119345,2.57558765,1.68826124,0.00000000
-5.14157079,4.66903154,0.74619791,0.58614991,0.00436532,0.25732176,1.12847355,2.62149893,1.68894161,0.00000000
-5.13556778,4.69201983,0.74321892,0.58422652,0.00421326,0.24569677,1.10477931,2.66768277,1.68767503,0.00000000
-5.12956478,4.71340834,0.73960562,0.58204531,0.00404709,0.23398353,1.08050815,2.71402974,1.68460823,0.00000000
-5.12356178,4.73322320,0.73543234,0.57962937,0.00386977,0.22235252,1.05597307,2.76023064,1.67979022,0.00000000
-5.11755878,4.75115133,0.73072371,0.57695764,0.00368420,0.21094907,1.03139789,2.80577709,1.67317214,0.00000000
-5.11155578,4.76655357,0.72545552,0.57396745,0.00349315,0.19989108,1.00691755,2.84997213,1.66461330,0.00000000
-5.10555278,4.77849528,0.71955852,0.57055938,0.00329920,0.18926795,0.98258307,2.89195037,1.65389293,0.00000000
-5.09954977,4.78579287,0.71292469,0.56660407,0.00310468,0.17914090,0.95837063,2.93070692,1.64072699,0.00000000
-5.09354677,4.78707346,0.70541586,0.56195068,0.00291167,0.16954445,0.93419404,2.96513373,1.62478890,0.00000000
-5.08754377,4.78084459,0.69687387,0.55643645,0.00272193,0.16048886,0.90991969,2.99406170,1.60573303,0.00000000
-5.08154077,4.76557027,0.68713192,0.54989685,0.00253692,0.15196342,0.88538299,3.01630648,1.58321944,0.00000000
-5.07553777,4.73974949,0.67602626,0.54217576,0.00235781,0.14394028,0.86040537,3.03071601,1.55693869,0.00000000
-5.06953477,4.70199314,0.66340771,0.53313518,0.00218550,0.13637857,0.83481067,3.03621751,1.52663515,0.00000000
-5.06353177,4.65109570,0.64915235,0.52266394,0.00202061,0.12922864,0.80844035,3.03186174,1.49212759,0.00000000
-5.05752876,4.58609827,0.63317077,0.51068503,0.00186356,0.12243619,0.78116654,3.01686277,1.45332613,0.00000000
-5.05152576,4.50634020,0.61541551,0.49716112,0.00171457,0.11594598,0.75290240,2.99063134,1.41024457,0.00000000
-5.04552276,4.41149708,0.59588635,0.48209825,0.00157370,0.10970519,0.72360962,2.95280061,1.36300765,0.00000000
-5.03951976,4.30160388,0.57463311,0.46554726,0.00144090,0.10366610,0.69330259,2.90324328,1.31185299,0.00000000
-5.03351676,4.17706245,0.55175612,0.44760332,0.00131603,0.09778818,0.66204943,2.84207955,1.25712767,0.00000000
-5.02751376,4.03863383,0.52740418,0.42840330,0.00119888,0.09203948,0.62997009,2.76967585,1.19927994,0.00000000
-5.02151076,3.88741613,0.50177037,0.40812147,0.00108920,0.08639734,0.59723171,2.68663460,1.13884642,0.00000000
-5.01550775,3.72480959,0.47508597,0.38696361,0.00098672,0.08084853,0.56404175,2.59377593,1.07643574,0.00000000
-5.00950475,3.55247100,0.44761273,0.36515997,0.00089117,0.07538879,0.53063952,2.49211209,1.01270928,0.00000000
-5.00350175,3.37225985,0.41963418,0.34295745,0.00080228,0.07002197,0.49728644,2.38281615,0.94836032,0.00000000
-4.99749875,3.18617895,0.39144613,0.32061126,0.00071978,0.06475882,0.46425576,2.26718638,0.88409225,0.00000000
-4.99149575,2.99631231,0.36334710,0.29837666,0.00064342,0.05961547,0.43182232,2.14660786,0.82059716,0.00000000
-4.98549275,2.80476297,0.33562899,0.27650099,0.00057295,0.05461195,0.40025261,2.02251306,0.75853541,0.00000000
-4.97948974,2.61359330,0.30856834,0.25521628,0.00050813,0.04977050,0.36979582,1.89634283,0.69851728,0.00000000
-4.97348674,2.42477004,0.28241868,0.23473287,0.00044873,0.04511406,0.34067603,1.76950935,0.64108708,0.00000000
-4.96748374,2.24011583,0.25740407,0.21523411,0.00039450,0.04066489,0.31308587,1.64336215,0.58671044,0.00000000
-4.96148074,2.06126873,0.23371410,0.19687234,0.00034522,0.03644333,0.28718171,1.51915836,0.53576491,0.00000000
-4.95547774,1.88965061,0.21150050,0.17976614,0.00030064,0.03246685,0.26308059,1.39803788,0.48853414,0.00000000
-4.94947474,1.72644498,0.19087521,0.16399906,0.00026051,0.02874930,0.24085875,1.28100400,0.44520555,0.00000000
-4.94347174,1.57258426,0.17191011,0.14961951,0.00022457,0.02530048,0.22055165,1.16890969,0.40587142,0.00000000
-4.93746873,1.42874610,0.15463800,0.13664194,0.00019257,0.02212586,0.20215554,1.06244958,0.37053296,0.00000000
-4.93146573,1.29535824,0.13905498,0.12504904,0.00016423,0.01922664,0.18563012,0.96215741,0.33910716,0.00000000
-4.92546273,1.17261081,0.12512376,0.11479487,0.00013929,0.01659988,0.17090231,0.86840846,0.31143581,0.00000000
-4.91945973,1.06047494,0.11277784,0.10580864,0.00011747,0.01423888,0.15787079,0.78142651,0.28729626,0.00000000
-4.91345673,0.95872648,0.10192625,0.09799904,0.00009849,0.01213363,0.14641108,0.70129452,0.26641343,0.00000000
-4.90745373,0.86697337,0.09245865,0.09125887,0.00008210,0.01027134,0.13638098,0.62796835,0.24847241,0.00000000
-4.90145073,0.78468545,0.08425050,0.08546973,0.00006803,0.00863706,0.12762611,0.56129271,0.23313138,0.00000000
-4.89544772,0.71122527,0.07716823,0.08050671,0.00005603,0.00721423,0.11998536,0.50101859,0.22003411,0.00000000
-4.88944472,0.64587881,0.07107407,0.07624281,0.00004587,0.00598527,0.11329610,0.44682130,0.20882191,0.00000000
-4.88344172,0.58788499,0.06583048,0.07255301,0.00003732,0.00493213,0.10739893,0.39831865,0.19914442,0.00000000
-4.87743872,0.53646319,0.06130409,0.06931787,0.00003018,0.00403673,0.10214197,0.35508837,0.19066922,0.00000000
-4.87143572,0.49083784,0.05736902,0.06642656,0.00002425,0.00328140,0.09738448,0.31668456,0.18308987,0.00000000
-4.86543272,0.45025984,0.05390952,0.06377933,0.00001936,0.00264919,0.09299975,0.28265253,0.17613226,0.00000000
-4.85942971,0.41402420,0.05082199,0.06128928,0.00001536,0.00212413,0.08887733,0.25254181,0.16955936,0.00000000
-4.85342671,0.38148386,0.04801628,0.05888358,0.00001211,0.00169145,0.08492448,0.22591715,0.16317418,0.00000000
-4.84742371,0.35205975,0.04541641,0.05650397,0.00000949,0.00133763,0.08106694,0.20236744,0.15682111,0.00000000
-4.84142071,0.32524706,0.04296073,0.05410684,0.00000738,0.00105053,0.07724900,0.18151240,0.15038583,0.00000000
-4.83541771,0.30061810,0.04060152,0.05166265,0.00000571,0.00081935,0.07343298,0.16300733,0.14379371,0.00000000
-4.82941471,0.27782217,0.03830422,0.04915507,0.00000439,0.00063461,0.06959816,0.14654589,0.13700726,0.00000000
-4.82341171,0.25658272,0.03604630,0.04657963,0.00000335,0.00048812,0.06573933,0.13186124,0.13002245,0.00000000
-4.81740870,0.23669243,0.03381592,0.04394225,0.00000254,0.00037284,0.06186495,0.11872561,0.12286453,0.00000000
-4.81140570,0.21800665,0.03161036,0.04125746,0.00000191,0.00028281,0.05799509,0.10694878,0.11558327,0.00000000
-4.80540270,0.20043570,0.02943440,0.03854666,0.00000143,0.00021303,0.05415929,0.09637554,0.10824803,0.00000000
-4.79939970,0.18393652,0.02729874,0.03583631,0.00000107,0.00015936,0.05039434,0.08688247,0.10094279,0.00000000
-4.79339670,0.16850408,0.02521839,0.03315619,0.00000079,0.00011839,0.04674211,0.07837430,0.09376140,0.00000000
-4.78739370,0.15416295,0.02321120,0.03053781,0.00000059,0.00008737,0.04324750,0.07077999,0.08680309,0.00000000
-4.78139070,0.14095928,0.02129659,0.02801296,0.00000044,0.00006405,0.03995661,0.06404884,0.08016846,0.00000000
-4.77538769,0.12895338,0.01949431,0.02561247,0.00000034,0.00004668,0.03691505,0.05814659,0.07395591,0.00000000
-4.76938469,0.11821321,0.01782354,0.02336524,0.00000027,0.00003386,0.03416648,0.05305182,0.06825874,0.00000000
-4.76338169,0.10880860,0.01630202,0.02129740,0.00000023,0.00002449,0.03175147,0.04875259,0.06316262,0.00000000
-4.75737869,0.10080646,0.01494552,0.01943178,0.00000022,0.00001775,0.02970646,0.04524336,0.05874377,0.00000000
-4.75137569,0.09426679,0.01376733,0.01778753,0.00000023,0.00001299,0.02806298,0.04252237,0.05506745,0.00000000
-4.74537269,0.08923943,0.01277794,0.01637998,0.00000027,0.00000975,0.02684704,0.04058915,0.05218695,0.00000000
-4.73936968,0.08576155,0.01198490,0.01522058,0.00000034,0.00000769,0.02607863,0.03944254,0.05014287,0.00000000
-4.73336668,0.08385570,0.01139267,0.01431706,0.00000045,0.00000657,0.02577138,0.03907887,0.04896273,0.00000000
-4.72736368,0.08352832,0.01100264,0.01367368,0.00000061,0.00000626,0.02593223,0.03949040,0.04866064,0.00000000
-4.72136068,0.08476866,0.01081314,0.01329148,0.00000083,0.00000670,0.02656122,0.04066405,0.04923727,0.00000000
-4.71535768,0.08754812,0.01081950,0.01316877,0.00000113,0.00000787,0.02765129,0.04258026,0.05067981,0.00000000
-4.70935468,0.09181979,0.01101418,0.01330148,0.00000153,0.00000986,0.02918817,0.04521218,0.05296215,0.00000000
-4.70335168,0.09751848,0.01138686,0.01368375,0.00000207,0.00001278,0.03115032,0.04852498,0.05604500,0.00000000
-4.69734867,0.10456107,0.01192458,0.01430840,0.00000277,0.00001684,0.03350894,0.05247548,0.05987634,0.00000000
-4.69134567,0.11284724,0.01261193,0.01516755,0.00000368,0.00002231,0.03622811,0.05701208,0.06439188,0.00000000
-4.68534267,0.12226084,0.01343119,0.01625326,0.00000487,0.00002953,0.03926504,0.06207494,0.06951584,0.00000000
-4.67933967,0.13267172,0.01436264,0.01755822,0.00000638,0.00003895,0.04257058,0.06759659,0.07516194,0.00000000
-4.67333667,0.14393830,0.01538474,0.01907646,0.00000831,0.00005112,0.04608981,0.07350290,0.08123478,0.00000000
-4.66733367,0.15591073,0.01647455,0.02080414,0.00001075,0.00006671,0.04976297,0.07971446,0.08763151,0.00000000
-4.66133067,0.16843479,0.01760807,0.02274037,0.00001379,0.00008655,0.05352656,0.08614833,0.09424393,0.00000000
-4.65532766,0.18135638,0.01876072,0.02488801,0.00001758,0.00011160,0.05731472,0.09272020,0.10096093,0.00000000
-4.64932466,0.19452654,0.01990783,0.02725449,0.00002224,0.00014304,0.06106082,0.09934688,0.10767129,0.00000000
-4.64332166,0.20780689,0.02102525,0.02985259,0.00002794,0.00018222,0.06469919,0.10594894,0.11426674,0.00000000
