energy_ev,total_up,Cr_p_up,Cr_d_up,Ir_p_up,Ir_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-5.48374187,2.23384842,0.84036799,0.34850200,0.53783498,0.87230856,0.00045946,0.25108849,0.00536902,0.79740031
-5.47773887,2.19625508,0.82667607,0.33950144,0.52241698,0.86540865,0.00045411,0.24525424,0.00489169,0.78386569
-5.47173587,2.15633724,0.81292333,0.33033421,0.50725898,0.85671055,0.00044981,0.23945239,0.00444819,0.76936900
-5.46573287,2.11365322,0.79893547,0.32093851,0.49230949,0.84598961,0.00044604,0.23364959,0.00403999,0.75375499
-5.45972986,2.06784885,0.78457273,0.31126091,0.47752956,0.83306485,0.00044232,0.22781945,0.00366814,0.73690902
-5.45372686,2.01868069,0.76973778,0.30126029,0.46289608,0.81780961,0.00043821,0.22194460,0.00333331,0.71876395
-5.44772386,1.96603378,0.75438116,0.29091097,0.44840398,0.80015998,0.00043333,0.21601796,0.00303591,0.69930491
-5.44172086,1.90993324,0.73850417,0.28020505,0.43406700,0.78012066,0.00042736,0.21004345,0.00277619,0.67857166
-5.43571786,1.85054895,0.72215902,0.26915374,0.41991716,0.75776788,0.00042006,0.20403593,0.00255426,0.65665850
-5.42971486,1.78819344,0.70544635,0.25778768,0.40600311,0.73324919,0.00041123,0.19802050,0.00237024,0.63371167
-5.42371186,1.72331290,0.68851034,0.24615632,0.39238731,0.70678025,0.00040077,0.19203125,0.00222421,0.60992448
-5.41770885,1.65647222,0.67153171,0.23432630,0.37914236,0.67863868,0.00038865,0.18610942,0.00211634,0.58553042
-5.41170585,1.58833461,0.65471894,0.22237907,0.36634684,0.64915541,0.00037488,0.18030126,0.00204681,0.56079458
-5.40570285,1.51963712,0.63829830,0.21040783,0.35408066,0.61870385,0.00035957,0.17465563,0.00201586,0.53600389
-5.39969985,1.45116330,0.62250311,0.19851397,0.34242049,0.58768752,0.00034286,0.16922143,0.00202375,0.51145666
-5.39369685,1.38371427,0.60756276,0.18680322,0.33143526,0.55652669,0.00032493,0.16404511,0.00207067,0.48745183
-5.38769385,1.31807966,0.59369213,0.17538168,0.32118225,0.52564457,0.00030600,0.15916839,0.00215673,0.46427851
-5.38169085,1.25500968,0.58108162,0.16435198,0.31170373,0.49545379,0.00028634,0.15462613,0.00228187,0.44220622
-5.37568784,1.19518943,0.56988843,0.15380963,0.30302439,0.46634359,0.00026620,0.15044465,0.00244574,0.42147609
-5.36968484,1.13921646,0.56022930,0.14383985,0.29514968,0.43866823,0.00024584,0.14664044,0.00264763,0.40229356
-5.36368184,1.08758232,0.55217496,0.13451479,0.28806509,0.41273711,0.00022553,0.14321934,0.00288639,0.38482250
-5.35767884,1.04065865,0.54574641,0.12589152,0.28173629,0.38880671,0.00020551,0.14017618,0.00316031,0.36918106
-5.35167584,0.99868800,0.54091314,0.11801050,0.27611014,0.36707476,0.00018601,0.13749492,0.00346706,0.35543931
-5.34567284,0.96177947,0.53759332,0.11089486,0.27111646,0.34767653,0.00016723,0.13514917,0.00380362,0.34361841
-5.33966983,0.92990917,0.53565572,0.10455022,0.26667037,0.33068334,0.00014934,0.13310311,0.00416624,0.33369151
-5.33366683,0.90292490,0.53492334,0.09896518,0.26267515,0.31610324,0.00013249,0.13131276,0.00455044,0.32558599
-5.32766383,0.88055489,0.53517859,0.09411236,0.25902542,0.30388357,0.00011677,0.12972747,0.00495101,0.31918698
-5.32166083,0.86241993,0.53616971,0.08994989,0.25561040,0.29391531,0.00010227,0.12829158,0.00536205,0.31434197
-5.31565783,0.84804829,0.53761820,0.08642331,0.25231734,0.28603893,0.00008903,0.12694623,0.00577707,0.31086622
-5.30965483,0.83689285,0.53922714,0.08346777,0.24903474,0.28005146,0.00007708,0.12563120,0.00618909,0.30854882
-5.30365183,0.82834981,0.54068998,0.08101038,0.24565542,0.27571450,0.00006641,0.12428669,0.00659078,0.30715923
-5.29764882,0.82177825,0.54169961,0.07897277,0.24207935,0.27276292,0.00005700,0.12285512,0.00697466,0.30645398
-5.29164582,0.81652017,0.54195747,0.07727357,0.23821604,0.27091386,0.00004882,0.12128268,0.00733326,0.30618356
-5.28564282,0.81192014,0.54118239,0.07583091,0.23398667,0.26987596,0.00004183,0.11952087,0.00765935,0.30609916
-5.27963982,0.80734427,0.53911898,0.07456474,0.22932578,0.26935828,0.00003599,0.11752772,0.00794612,0.30595914
-5.27363682,0.80219797,0.53554525,0.07339901,0.22418245,0.26907902,0.00003126,0.11526886,0.00818744,0.30553522
-5.26763382,0.79594196,0.53027930,0.07226356,0.21852125,0.26877348,0.00002761,0.11271833,0.00837801,0.30461806
-5.26163082,0.78810622,0.52318482,0.07109576,0.21232259,0.26820130,0.00002502,0.10985916,0.00851353,0.30302226
-5.25562781,0.77830158,0.51417528,0.06984179,0.20558281,0.26715278,0.00002349,0.10668362,0.00859089,0.30059056
-5.24962481,0.76622867,0.50321671,0.06845764,0.19831380,0.26545402,0.00002305,0.10319331,0.00860822,0.29719728
-5.24362181,0.75168393,0.49032874,0.06690973,0.19054231,0.26297091,0.00002374,0.09939886,0.00856499,0.29275072
-5.23761881,0.73456282,0.47558428,0.06517514,0.18230885,0.25961191,0.00002565,0.09531952,0.00846201,0.28719465
-5.23161581,0.71485993,0.45910739,0.06324159,0.17366638,0.25532938,0.00002888,0.09098239,0.00830140,0.28050871
-5.22561281,0.69266632,0.44106981,0.06110704,0.16467865,0.25011982,0.00003358,0.08642151,0.00808651,0.27270783
-5.21960980,0.66816410,0.42168599,0.05877901,0.15541836,0.24402269,0.00003994,0.08167678,0.00782180,0.26384063
-5.21360680,0.64161859,0.40120701,0.05627369,0.14596510,0.23711817,0.00004819,0.07679270,0.00751273,0.25398689
-5.20760380,0.61336841,0.37991353,0.05361480,0.13640325,0.22952387,0.00005858,0.07181708,0.00716548,0.24325413
-5.20160080,0.58381383,0.35810803,0.05083234,0.12681981,0.22139063,0.00007143,0.06679965,0.00678685,0.23177364
-5.19559780,0.55340397,0.33610666,0.04796126,0.11730221,0.21289760,0.00008706,0.06179072,0.00638398,0.21969577
-5.18959480,0.52262329,0.31423106,0.04503999,0.10793631,0.20424686,0.00010586,0.05683988,0.00596415,0.20718500
-5.18359180,0.49197779,0.29280026,0.04210914,0.09880448,0.19565758,0.00012823,0.05199481,0.00553459,0.19441479
-5.17758879,0.46198153,0.27212321,0.03921010,0.08998398,0.18736024,0.00015459,0.04730025,0.00510225,0.18156240
-5.17158579,0.43314386,0.25249186,0.03638385,0.08154556,0.17959072,0.00018540,0.04279709,0.00467364,0.16880400
-5.16558279,0.40595770,0.23417524,0.03366989,0.07355238,0.17258476,0.00022112,0.03852173,0.00425472,0.15631006
-5.15957979,0.38088922,0.21741456,0.03110528,0.06605934,0.16657273,0.00026218,0.03450561,0.00385073,0.14424130
-5.15357679,0.35836919,0.20241941,0.02872395,0.05911264,0.16177489,0.00030904,0.03077497,0.00346616,0.13274525
-5.14757379,0.33878606,0.18936515,0.02655613,0.05274980,0.15839728,0.00036212,0.02735081,0.00310466,0.12195354
-5.14157079,0.32248078,0.17839144,0.02462801,0.04699988,0.15662819,0.00042178,0.02424904,0.00276905,0.11197993
-5.13556778,0.30974352,0.16960181,0.02296157,0.04188408,0.15663530,0.00048836,0.02148080,0.00246134,0.10291911
-5.12956478,0.30081190,0.16306425,0.02157455,0.03741647,0.15856343,0.00056212,0.01905289,0.00218274,0.09484627
-5.12356178,0.29587074,0.15881260,0.02048066,0.03360499,0.16253296,0.00064324,0.01696833,0.00193374,0.08781733
-5.11755878,0.29505315,0.15684869,0.01968978,0.03045250,0.16863868,0.00073181,0.01522698,0.00171418,0.08186985
-5.11155578,0.29844241,0.15714489,0.01920834,0.02795790,0.17694913,0.00082783,0.01382612,0.00152333,0.07702444
-5.10555278,0.30607478,0.15964714,0.01903979,0.02611730,0.18750630,0.00093117,0.01276109,0.00136001,0.07328659
-5.09954977,0.31794260,0.16427815,0.01918502,0.02492503,0.20032557,0.00104160,0.01202590,0.00122263,0.07064886
-5.09354677,0.33399767,0.17094056,0.01964288,0.02437470,0.21539581,0.00115874,0.01161370,0.00110935,0.06909325
-5.08754377,0.35415459,0.17952013,0.02041065,0.02446002,0.23267955,0.00128210,0.01151726,0.00101810,0.06859364
-5.08154077,0.37829381,0.18988867,0.02148454,0.02517551,0.25211316,0.00141106,0.01172928,0.00094671,0.06911829
-5.07553777,0.40626441,0.20190671,0.02286010,0.02651708,0.27360696,0.00154487,0.01224270,0.00089296,0.07063220
-5.06953477,0.43788639,0.21542575,0.02453260,0.02848236,0.29704530,0.00168265,0.01305085,0.00085462,0.07309928
-5.06353177,0.47295248,0.23029022,0.02649739,0.03107092,0.32228655,0.00182340,0.01414754,0.00082954,0.07648431
-5.05752876,0.51122949,0.24633892,0.02875016,0.03428435,0.34916305,0.00196602,0.01552705,0.00081567,0.08075457
-5.05152576,0.55245927,0.26340613,0.03128715,0.03812610,0.37748115,0.00210929,0.01718415,0.00081107,0.08588116
-5.04552276,0.59635944,0.28132233,0.03410534,0.04260132,0.40702139,0.00225193,0.01911397,0.00081394,0.09183992
-5.03951976,0.64262399,0.29991467,0.03720249,0.04771645,0.43753885,0.00239257,0.02131191,0.00082267,0.09861200
-5.03351676,0.69092394,0.31900713,0.04057725,0.05347880,0.46876409,0.00252977,0.02377349,0.00083578,0.10618402
-5.02751376,0.74090832,0.33842070,0.04422905,0.05989600,0.50040441,0.00266208,0.02649423,0.00085194,0.11454785
-5.02151076,0.79220554,0.35797342,0.04815811,0.06697541,0.53214600,0.00278800,0.02946948,0.00087000,0.12370008
-5.01550775,0.84442554,0.37748064,0.05236524,0.07472341,0.56365676,0.00290604,0.03269433,0.00088893,0.13364107
-5.00950475,0.89716256,0.39675550,0.05685167,0.08314471,0.59459008,0.00301475,0.03616344,0.00090783,0.14437382
-5.00350175,0.94999900,0.41560963,0.06161884,0.09224154,0.62458951,0.00311270,0.03987097,0.00092593,0.15590249
-4.99749875,1.00251001,0.43385445,0.06666804,0.10201287,0.65329445,0.00319855,0.04381038,0.00094256,0.16823081
-4.99149575,1.05426919,0.45130279,0.07200011,0.11245361,0.68034659,0.00327106,0.04797438,0.00095715,0.18136032
-4.98549275,1.10485492,0.46777108,0.07761506,0.12355378,0.70539718,0.00332911,0.05235479,0.00096920,0.19528857
-4.97948974,1.15385749,0.48308200,0.08351156,0.13529777,0.72811476,0.00337176,0.05694239,0.00097830,0.21000734
-4.97348674,1.20088658,0.49706761,0.08968654,0.14766359,0.74819320,0.00339821,0.06172683,0.00098411,0.22550091
-4.96748374,1.24557883,0.50957269,0.09613467,0.16062234,0.76535968,0.00340790,0.06669648,0.00098635,0.24174459
-4.96148074,1.28760528,0.52045845,0.10284783,0.17413765,0.77938226,0.00340048,0.07183830,0.00098480,0.25870333
-4.95547774,1.32667825,0.52960610,0.10981465,0.18816546,0.79007680,0.00337584,0.07713775,0.00097931,0.27633078
-4.94947474,1.36255732,0.53692047,0.11701994,0.20265388,0.79731265,0.00333412,0.08257870,0.00096978,0.29456859
-4.94347174,1.39505408,0.54233310,0.12444433,0.21754337,0.80101708,0.00327574,0.08814334,0.00095619,0.31334617
-4.93746873,1.42403542,0.54580492,0.13206381,0.23276715,0.80117793,0.00320135,0.09381220,0.00093856,0.33258077
-4.93146573,1.44942515,0.54732821,0.13984942,0.24825182,0.79784440,0.00311187,0.09956414,0.00091700,0.35217807
-4.92546273,1.47120370,0.54692766,0.14776706,0.26391834,0.79112595,0.00300844,0.10537646,0.00089167,0.37203313
-4.91945973,1.48940607,0.54466050,0.15577736,0.27968314,0.78118907,0.00289240,0.11122501,0.00086277,0.39203171
-4.91345673,1.50411784,0.54061554,0.16383570,0.29545945,0.76825230,0.00276531,0.11708439,0.00083061,0.41205194
-4.90745373,1.51546965,0.53491124,0.17189238,0.31115882,0.75257948,0.00262885,0.12292816,0.00079550,0.43196619
-4.90145073,1.52363014,0.52769267,0.17989297,0.32669259,0.73447156,0.00248481,0.12872908,0.00075783,0.45164319
-4.89544772,1.52879790,0.51912764,0.18777876,0.34197342,0.71425740,0.00233504,0.13445943,0.00071802,0.47095024
-4.88944472,1.53119253,0.50940193,0.19548740,0.35691668,0.69228392,0.00218144,0.14009123,0.00067653,0.48975536
-4.88344172,1.53104556,0.49871402,0.20295370,0.37144173,0.66890598,0.00202587,0.14559651,0.00063382,0.50792942
-4.87743872,1.52859120,0.48726938,0.21011052,0.38547283,0.64447651,0.00187013,0.15094755,0.00059038,0.52534810
-4.87143572,1.52405780,0.47527455,0.21688984,0.39893987,0.61933733,0.00171594,0.15611705,0.00054669,0.54189359
-4.86543272,1.51765993,0.46293134,0.22322390,0.41177865,0.59381088,0.00156486,0.16107823,0.00050320,0.55745603
-4.85942971,1.50959177,0.45043130,0.22904640,0.42393090,0.56819332,0.00141830,0.16580490,0.00046037,0.57193456
-4.85342671,1.50002176,0.43795068,0.23429373,0.43534391,0.54274917,0.00127750,0.17027148,0.00041860,0.58523811
-4.84742371,1.48908890,0.42564609,0.23890628,0.44596983,0.51770751,0.00114350,0.17445295,0.00037824,0.59728580
-4.84142071,1.47690061,0.41365098,0.24282961,0.45576481,0.49326002,0.00101711,0.17832479,0.00033963,0.60800699
-4.83541771,1.46353228,0.40207308,0.24601564,0.46468795,0.46956050,0.00089897,0.18186289,0.00030302,0.61734117
-4.82941471,1.44902840,0.39099282,0.24842371,0.47270017,0.44672607,0.00078949,0.18504350,0.00026861,0.62523753
-4.82341171,1.43340512,0.38046280,0.25002152,0.47976321,0.42483951,0.00068890,0.18784320,0.00023657,0.63165446
-4.81740870,1.41665412,0.37050826,0.25078586,0.48583876,0.40395283,0.00059726,0.19023897,0.00020699,0.63655903
-4.81140570,1.39874753,0.36112847,0.25070327,0.49088789,0.38409154,0.00051446,0.19220831,0.00017992,0.63992648
-4.80540270,1.37964367,0.35229902,0.24977035,0.49487088,0.36525948,0.00044025,0.19372952,0.00015535,0.64173981
-4.79939970,1.35929343,0.34397483,0.24799401,0.49774746,0.34744392,0.00037429,0.19478205,0.00013324,0.64198968
-4.79339670,1.33764695,0.33609370,0.24539142,0.49947755,0.33062056,0.00031612,0.19534703,0.00011351,0.64067447
-4.78739370,1.31466044,0.32858039,0.24198981,0.50002258,0.31475838,0.00026524,0.19540793,0.00009605,0.63780071
-4.78139070,1.29030292,0.32135092,0.23782601,0.49934719,0.29982403,0.00022108,0.19495125,0.00008073,0.63338384
-4.77538769,1.26456262,0.31431698,0.23294596,0.49742149,0.28578567,0.00018305,0.19396740,0.00006739,0.62744926
-4.76938469,1.23745289,0.30739036,0.22740391,0.49422355,0.27261615,0.00015055,0.19245161,0.00005587,0.62003365
-4.76338169,1.20901740,0.30048711,0.22126163,0.48974218,0.26029545,0.00012300,0.19040479,0.00004600,0.61118652
-4.75737869,1.17933453,0.29353144,0.21458747,0.48397981,0.24881240,0.00009981,0.18783443,0.00003762,0.60097180
-4.75137569,1.14852066,0.28645905,0.20745535,0.47695522,0.23816565,0.00008046,0.18475542,0.00003055,0.58946950
-4.74537269,1.11673230,0.27922005,0.19994369,0.46870607,0.22836390,0.00006442,0.18119067,0.00002464,0.57677704
-4.73936968,1.08416685,0.27178108,0.19213439,0.45929099,0.21942548,0.00005123,0.17717158,0.00001974,0.56301042
-4.73336668,1.05106184,0.26412679,0.18411165,0.44879103,0.21137727,0.00004046,0.17273830,0.00001570,0.54830472
-4.72736368,1.01769264,0.25626051,0.17596091,0.43731041,0.20425309,0.00003175,0.16793966,0.00001241,0.53281410
-4.72136068,0.98436839,0.24820420,0.16776769,0.42497637,0.19809151,0.00002474,0.16283282,0.00000975,0.51671093
-4.71535768,0.95142626,0.23999755,0.15961648,0.41193812,0.19293328,0.00001914,0.15748261,0.00000761,0.50018405
-4.70935468,0.91922408,0.23169641,0.15158957,0.39836473,0.18881840,0.00001472,0.15196046,0.00000591,0.48343619
-4.70335168,0.88813136,0.22337049,0.14376590,0.38444207,0.18578288,0.00001124,0.14634314,0.00000458,0.46668033
-4.69734867,0.85851896,0.21510052,0.13621994,0.37036887,0.18385545,0.00000852,0.14071103,0.00000354,0.45013524
-4.69134567,0.83074776,0.20697493,0.12902049,0.35635185,0.18305408,0.00000642,0.13514628,0.00000276,0.43402024
-4.68534267,0.80515658,0.19908611,0.12222959,0.34260029,0.18338283,0.00000480,0.12973072,0.00000218,0.41854931
-4.67933967,0.78204989,0.19152658,0.11590141,0.32932006,0.18482875,0.00000357,0.12454360,0.00000178,0.40392483
-4.67333667,0.76168584,0.18438507,0.11008129,0.31670741,0.18735940,0.00000264,0.11965931,0.00000153,0.39033112
-4.66733367,0.74426509,0.17774268,0.10480476,0.30494281,0.19092083,0.00000194,0.11514518,0.00000142,0.37792821
-4.66133067,0.72992106,0.17166942,0.10009687,0.29418494,0.19543647,0.00000143,0.11105931,0.00000144,0.36684590
-4.65532766,0.71871221,0.16622107,0.09597160,0.28456532,0.20080679,0.00000105,0.10744870,0.00000159,0.35717869
-4.64932466,0.71061668,0.16143671,0.09243151,0.27618361,0.20691011,0.00000077,0.10434764,0.00000188,0.34898164
-4.64332166,0.70552988,0.15733683,0.08946772,0.26910389,0.21360440,0.00000058,0.10177643,0.00000234,0.34226749
