energy_ev,total_up,C_s_up,C_p_up,Mn_p_up,Mn_d_up,Os_p_up,Os_d_up,Se_s_up,Se_p_up
-5.73586793,2.20408808,0.00609338,0.31936190,0.55500843,0.33542907,0.64291730,0.75513437,0.01727249,0.76538920
-5.72986493,2.16089298,0.00599041,0.31408941,0.54100526,0.31800370,0.61925398,0.75506740,0.01674362,0.74149062
-5.72386193,2.12677797,0.00590917,0.30971061,0.52986964,0.30225900,0.59859066,0.75729446,0.01623805,0.72207704
-5.71785893,2.10179939,0.00585406,0.30615251,0.52157025,0.28833949,0.58081507,0.76168375,0.01576777,0.70734383
-5.71185593,2.08585107,0.00582911,0.30332476,0.51603343,0.27635257,0.56575647,0.76806325,0.01534349,0.69741616
-5.70585293,2.07868567,0.00583782,0.30112545,0.51315077,0.26636909,0.55319889,0.77623056,0.01497437,0.69235225
-5.69984992,2.07993692,0.00588305,0.29944672,0.51278644,0.25842469,0.54289470,0.78596282,0.01466790,0.69214704
-5.69384692,2.08914131,0.00596695,0.29817969,0.51478376,0.25252175,0.53457775,0.79702605,0.01442963,0.69673590
-5.68784392,2.10575815,0.00609080,0.29721884,0.51897069,0.24863193,0.52797545,0.80918356,0.01426316,0.70599808
-5.68184092,2.12918703,0.00625499,0.29646523,0.52516407,0.24669891,0.52281931,0.82220302,0.01416999,0.71975989
-5.67583792,2.15878243,0.00645893,0.29582890,0.53317269,0.24664146,0.51885366,0.83586210,0.01414956,0.73779743
-5.66983492,2.19386510,0.00670101,0.29523013,0.54279905,0.24835657,0.51584218,0.84995241,0.01419923,0.75983919
-5.66383192,2.23373069,0.00697856,0.29459979,0.55384013,0.25172265,0.51357243,0.86428202,0.01431438,0.78556847
-5.65782891,2.27765597,0.00728790,0.29387888,0.56608751,0.25660272,0.51185820,0.87867650,0.01448848,0.81462608
-5.65182591,2.32490340,0.00762431,0.29301737,0.57932699,0.26284754,0.51054003,0.89297887,0.01471328,0.84661354
-5.64582291,2.37472488,0.00798213,0.29197265,0.59333818,0.27029870,0.50948414,0.90704870,0.01497902,0.88109704
-5.63981991,2.42636541,0.00835483,0.29070781,0.60789436,0.27879167,0.50858015,0.92076065,0.01527461,0.91761237
-5.63381691,2.47906752,0.00873515,0.28918982,0.62276291,0.28815871,0.50773780,0.93400289,0.01558797,0.95567110
-5.62781391,2.53207695,0.00911523,0.28738802,0.63770653,0.29823171,0.50688337,0.94667552,0.01590631,0.99476788
-5.62181091,2.58464995,0.00948679,0.28527293,0.65248534,0.30884492,0.50595574,0.95868931,0.01621649,1.03438897
-5.61580790,2.63606226,0.00984134,0.28281555,0.66685992,0.31983751,0.50490285,0.96996485,0.01650541,1.07402159
-5.60980490,2.68561959,0.01017043,0.27998715,0.68059518,0.33105583,0.50367838,0.98043224,0.01676034,1.11316393
-5.60380190,2.73266914,0.01046582,0.27675969,0.69346500,0.34235551,0.50223922,0.99003114,0.01696933,1.15133536
-5.59779890,2.77661146,0.01071981,0.27310658,0.70525711,0.35360312,0.50054350,0.99871125,0.01712158,1.18808626
-5.59179590,2.81691195,0.01092538,0.26900395,0.71577827,0.36467742,0.49854950,1.00643291,0.01720778,1.22300713
-5.58579290,2.85311104,0.01107646,0.26443215,0.72485906,0.37547019,0.49621524,1.01316777,0.01722041,1.25573632
-5.57978989,2.88483235,0.01116812,0.25937730,0.73235819,0.38588652,0.49349870,1.01889915,0.01715396,1.28596604
-5.57378689,2.91178801,0.01119673,0.25383287,0.73816590,0.39584460,0.49035865,1.02362210,0.01700519,1.31344631
-5.56778389,2.93378080,0.01116004,0.24780108,0.74220624,0.40527501,0.48675588,1.02734294,0.01677315,1.33798665
-5.56178089,2.95070277,0.01105730,0.24129392,0.74443811,0.41411966,0.48265465,1.03007815,0.01645930,1.35945543
-5.55577789,2.96253031,0.01088924,0.23433383,0.74485486,0.42233025,0.47802433,1.03185273,0.01606740,1.37777699
-5.54977489,2.96931620,0.01065805,0.22695394,0.74348264,0.42986662,0.47284102,1.03269801,0.01560344,1.39292685
-5.54377189,2.97117898,0.01036731,0.21919771,0.74037743,0.43669495,0.46708908,1.03264911,0.01507543,1.40492534
-5.53776888,2.96829048,0.01002181,0.21111828,0.73562118,0.44278597,0.46076243,1.03174224,0.01449310,1.41383008
-5.53176588,2.96086256,0.00962744,0.20277722,0.72931706,0.44811341,0.45386564,1.03001200,0.01386767,1.41972797
-5.52576288,2.94913377,0.00919094,0.19424314,0.72158432,0.45265272,0.44641471,1.02748906,0.01321142,1.42272717
-5.51975988,2.93335698,0.00871968,0.18558988,0.71255298,0.45638019,0.43843755,1.02419838,0.01253734,1.42294950
-5.51375688,2.91378889,0.00822142,0.17689472,0.70235868,0.45927253,0.42997413,1.02015808,0.01185875,1.42052388
-5.50775388,2.89068179,0.00770410,0.16823655,0.69113798,0.46130702,0.42107631,1.01537927,0.01118891,1.41558096
-5.50175088,2.86427818,0.00717555,0.15969405,0.67902420,0.46246208,0.41180737,1.00986676,0.01054063,1.40824923
-5.49574787,2.83480825,0.00664330,0.15134420,0.66614424,0.46271827,0.40224129,1.00362070,0.00992594,1.39865262
-5.48974487,2.80249026,0.00611442,0.14326093,0.65261607,0.46205965,0.39246178,0.99663897,0.00935579,1.38690964
-5.48374187,2.76753325,0.00559531,0.13551415,0.63854725,0.46047537,0.38256101,0.98892033,0.00883976,1.37313363
-5.47773887,2.73014176,0.00509160,0.12816910,0.62403425,0.45796133,0.37263824,0.98046786,0.00838589,1.35743409
-5.47173587,2.69052184,0.00460809,0.12128607,0.60916242,0.45452173,0.36279829,0.97129264,0.00800049,1.33991859
-5.46573287,2.64888757,0.00414867,0.11492042,0.59400666,0.45017050,0.35314987,0.96141735,0.00768805,1.32069502
-5.45972986,2.60546762,0.00371632,0.10912295,0.57863240,0.44493235,0.34380394,0.95087954,0.00745115,1.29987371
-5.45372686,2.56051106,0.00331314,0.10394049,0.56309698,0.43884351,0.33487208,0.93973428,0.00729051,1.27756934
-5.44772386,2.51429208,0.00294040,0.09941681,0.54745095,0.43195192,0.32646491,0.92805625,0.00720499,1.25390227
-5.44172086,2.46711336,0.00259862,0.09559355,0.53173958,0.42431706,0.31869077,0.91594094,0.00719172,1.22899928
-5.43571786,2.41930792,0.00228763,0.09251135,0.51600407,0.41600935,0.31165457,0.90350513,0.00724615,1.20299373
-5.42971486,2.37123957,0.00200670,0.09021102,0.50028278,0.40710915,0.30545694,0.89088660,0.00736229,1.17602517
-5.42371186,2.32330216,0.00175466,0.08873467,0.48461221,0.39770557,0.30019373,0.87824314,0.00753288,1.14823864
-5.41770885,2.27591793,0.00152997,0.08812680,0.46902786,0.38789509,0.29595583,0.86575109,0.00774955,1.11978383
-5.41170585,2.22953533,0.00133082,0.08843523,0.45356501,0.37778014,0.29282935,0.85360349,0.00800315,1.09081431
-5.40570285,2.18462659,0.00115526,0.08971191,0.43825940,0.36746779,0.29089606,0.84200793,0.00828394,1.06148709
-5.39969985,2.14168531,0.00100125,0.09201343,0.42314802,0.35706852,0.29023408,0.83118437,0.00858187,1.03196263
-5.39369685,2.10122431,0.00086676,0.09540139,0.40826978,0.34669524,0.29091869,0.82136282,0.00888685,1.00240537
-5.38769385,2.06377356,0.00074977,0.09994231,0.39366637,0.33646247,0.29302316,0.81278111,0.00918902,0.97298492
-5.38169085,2.02987825,0.00064839,0.10570729,0.37938314,0.32648579,0.29661943,0.80568251,0.00947898,0.94387751
-5.37568784,2.00009652,0.00056082,0.11277132,0.36546991,0.31688135,0.30177861,0.80031335,0.00974805,0.91526789
-5.36968484,1.97499671,0.00048542,0.12121209,0.35198188,0.30776551,0.30857098,0.79692045,0.00998846,0.88735105
-5.36368184,1.95515342,0.00042069,0.13110857,0.33898026,0.29925436,0.31706558,0.79574813,0.01019351,0.86033376
-5.35767884,1.94114212,0.00036530,0.14253907,0.32653273,0.29146317,0.32732918,0.79703493,0.01035777,0.83443529
-5.35167584,1.93353185,0.00031806,0.15557904,0.31471361,0.28450550,0.33942466,0.80100977,0.01047710,0.80988721
-5.34567284,1.93287572,0.00027793,0.17029857,0.30360350,0.27849201,0.35340869,0.80788747,0.01054874,0.78693188
-5.33966983,1.93969901,0.00024398,0.18675958,0.29328851,0.27352882,0.36932888,0.81786376,0.01057129,0.76581940
-5.33366683,1.95448512,0.00021542,0.20501296,0.28385884,0.26971542,0.38722042,0.83110977,0.01054472,0.74680303
-5.32766383,1.97765939,0.00019156,0.22509551,0.27540685,0.26714218,0.40710237,0.84776606,0.01047021,0.73013295
-5.32166083,2.00957151,0.00017180,0.24702698,0.26802455,0.26588748,0.42897375,0.86793651,0.01035007,0.71604867
-5.31565783,2.05047693,0.00015561,0.27080724,0.26180060,0.26601456,0.45280962,0.89168220,0.01018758,0.70477023
-5.30965483,2.10051831,0.00014254,0.29641354,0.25681695,0.26756829,0.47855739,0.91901555,0.00998680,0.69648865
-5.30365183,2.15970776,0.00013218,0.32379824,0.25314517,0.27057193,0.50613361,0.94989508,0.00975241,0.69135612
-5.29764882,2.22791081,0.00012418,0.35288680,0.25084277,0.27502418,0.53542122,0.98422094,0.00948947,0.68947638
-5.29164582,2.30483306,0.00011822,0.38357621,0.24994954,0.28089666,0.56626778,1.02183159,0.00920323,0.69089592
-5.28564282,2.39001025,0.00011402,0.41573404,0.25048418,0.28813197,0.59848442,1.06250168,0.00889898,0.69559649
-5.27963982,2.48280246,0.00011135,0.44919784,0.25244140,0.29664258,0.63184590,1.10594139,0.00858187,0.70348944
-5.27363682,2.58239290,0.00010996,0.48377528,0.25578962,0.30631058,0.66609170,1.15179722,0.00825672,0.71441226
-5.26763382,2.68779154,0.00010967,0.51924475,0.26046933,0.31698843,0.70092813,1.19965428,0.00792799,0.72812764
-5.26163082,2.79784368,0.00011030,0.55535652,0.26639246,0.32850078,0.73603139,1.24904000,0.00759961,0.74432517
-5.25562781,2.91124332,0.00011168,0.59183454,0.27344248,0.34064722,0.77105166,1.29942920,0.00727497,0.76262576
-5.24962481,3.02655095,0.00011366,0.62837874,0.28147556,0.35320605,0.80561784,1.35025031,0.00695689,0.78258861
-5.24362181,3.14221542,0.00011613,0.66466788,0.29032259,0.36593886,0.83934308,1.40089269,0.00664757,0.80372062
-5.23761881,3.25659911,0.00011896,0.70036296,0.29979209,0.37859571,0.87183081,1.45071484,0.00634866,0.82548770
-5.23161581,3.36800604,0.00012204,0.73511114,0.30967391,0.39092095,0.90268112,1.49905334,0.00606127,0.84732771
-5.22561281,3.47471186,0.00012527,0.76855014,0.31974353,0.40265921,0.93149744,1.54523244,0.00578602,0.86866453
-5.21960980,3.57499541,0.00012857,0.80031315,0.32976700,0.41356157,0.95789331,1.58857416,0.00552310,0.88892261
-5.21360680,3.66717087,0.00013185,0.83003423,0.33950616,0.42339149,0.98149914,1.62840889,0.00527233,0.90754159
-5.20760380,3.74961996,0.00013502,0.85735399,0.34872408,0.43193058,1.00196886,1.66408618,0.00503325,0.92399044
-5.20160080,3.82082361,0.00013801,0.88192575,0.35719061,0.43898371,1.01898632,1.69498600,0.00480515,0.93778069
-5.19559780,3.87939233,0.00014075,0.90342182,0.36468767,0.44438363,1.03227133,1.72052993,0.00458714,0.94847819
-5.18959480,3.92409486,0.00014317,0.92153998,0.37101440,0.44799470,1.04158528,1.74019255,0.00437825,0.95571334
-5.18359180,3.95388437,0.00014519,0.93600985,0.37599175,0.44971586,1.04673619,1.75351247,0.00417744,0.95918923
-5.17758879,3.96792174,0.00014676,0.94659914,0.37946658,0.44948259,1.04758308,1.76010306,0.00398365,0.95868774
-5.17158579,3.96559524,0.00014781,0.95311945,0.38131507,0.44726803,1.04403950,1.75966237,0.00379587,0.95407337
-5.16558279,3.94653610,0.00014831,0.95543152,0.38144529,0.44308307,1.03607631,1.75198205,0.00361316,0.94529484
-5.15957979,3.91062936,0.00014820,0.95344961,0.37979902,0.43697556,1.02372323,1.73695476,0.00343469,0.93238447
-5.15357679,3.85801965,0.00014745,0.94714498,0.37635265,0.42902863,1.00706944,1.71457984,0.00325973,0.91545545
-5.14757379,3.78911124,0.00014603,0.93654808,0.37111716,0.41935816,0.98626292,1.68496673,0.00308771,0.89469714
-5.14157079,3.70456233,0.00014395,0.92174946,0.36413723,0.40810956,0.96150851,1.64833598,0.00291821,0.87036863
-5.13556778,3.60527328,0.00014118,0.90289928,0.35548950,0.39545381,0.93306473,1.60501739,0.00275097,0.84279069
-5.12956478,3.49236886,0.00013776,0.88020527,0.34528005,0.38158303,0.90123935,1.55544538,0.00258589,0.81233649
-5.12356178,3.36717484,0.00013370,0.85392922,0.33364111,0.36670552,0.86638375,1.50015130,0.00242301,0.77942127
-5.11755878,3.23118931,0.00012905,0.82438209,0.32072731,0.35104060,0.82888622,1.43975309,0.00226253,0.74449127
-5.11155578,3.08604956,0.00012386,0.79191773,0.30671133,0.33481312,0.78916435,1.37494216,0.00210476,0.70801229
-5.10555278,2.93349533,0.00011819,0.75692561,0.29177929,0.31824802,0.74765673,1.30646827,0.00195011,0.67045810
-5.09954977,2.77532961,0.00011211,0.71982254,0.27612596,0.30156498,0.70481419,1.23512253,0.00179910,0.63229909
-5.09354677,2.61337821,0.00010570,0.68104383,0.25994993,0.28497326,0.66109078,1.16171937,0.00165227,0.59399138
-5.08754377,2.44944943,0.00009904,0.64103410,0.24344892,0.26866703,0.61693494,1.08707801,0.00151022,0.55596682
-5.08154077,2.28529514,0.00009223,0.60023807,0.22681536,0.25282112,0.57278088,1.01200410,0.00137352,0.51862398
-5.07553777,2.12257455,0.00008534,0.55909162,0.21023235,0.23758751,0.52904073,0.93727225,0.00124273,0.48232053
-5.06953477,1.96282195,0.00007845,0.51801336,0.19387012,0.22309256,0.48609744,0.86360999,0.00111838,0.44736704
-5.06353177,1.80741928,0.00007165,0.47739709,0.17788309,0.20943508,0.44429872,0.79168382,0.00100092,0.41402250
-5.05752876,1.65757445,0.00006502,0.43760515,0.16240760,0.19668529,0.40395230,0.72208765,0.00089070,0.38249156
-5.05152576,1.51430577,0.00005860,0.39896308,0.14756025,0.18488480,0.36532233,0.65533400,0.00078800,0.35292349
-5.04552276,1.37843302,0.00005247,0.36175549,0.13343700,0.17404736,0.32862727,0.59184820,0.00069300,0.32541293
-5.03951976,1.25057481,0.00004666,0.32622326,0.12011289,0.16416063,0.29403904,0.53196548,0.00060574,0.30000227
-5.03351676,1.13115217,0.00004122,0.29256211,0.10764241,0.15518864,0.26168348,0.47593099,0.00052620,0.27668545
-5.02751376,1.02039780,0.00003616,0.26092245,0.09606041,0.14707500,0.23164198,0.42390247,0.00045422,0.25541307
-5.02151076,0.91837013,0.00003151,0.23141043,0.08538346,0.13974659,0.20395414,0.37595523,0.00038960,0.23609857
-5.01550775,0.82497150,0.00002726,0.20409002,0.07561171,0.13311770,0.17862128,0.33208914,0.00033201,0.21862509
-5.00950475,0.73996926,0.00002343,0.17898601,0.06673089,0.12709433,0.15561071,0.29223713,0.00028109,0.20285282
-5.00350175,0.66301894,0.00001999,0.15608770,0.05871465,0.12157859,0.13486036,0.25627467,0.00023640,0.18862656
-4.99749875,0.59368837,0.00001694,0.13535318,0.05152689,0.11647289,0.11628382,0.22402998,0.00019750,0.17578309
-4.99149575,0.53148180,0.00001426,0.11671389,0.04512422,0.11168395,0.09977544,0.19529430,0.00016390,0.16415823
-4.98549275,0.47586320,0.00001192,0.10007936,0.03945823,0.10712629,0.08521539,0.16983198,0.00013509,0.15359329
-4.97948974,0.42627789,0.00000989,0.08534201,0.03447775,0.10272527,0.07247452,0.14739002,0.00011059,0.14394074
-4.97348674,0.38217202,0.00000815,0.07238169,0.03013090,0.09841945,0.06141893,0.12770676,0.00008991,0.13506896
-4.96748374,0.34300947,0.00000667,0.06107011,0.02636688,0.09416237,0.05191413,0.11051957,0.00007260,0.12686605
-4.96148074,0.30828583,0.00000542,0.05127472,0.02313761,0.08992355,0.04382874,0.09557139,0.00005822,0.11924255
-4.95547774,0.27753943,0.00000437,0.04286239,0.02039899,0.08568895,0.03703768,0.08261615,0.00004637,0.11213323
-4.94947474,0.25035941,0.00000350,0.03570234,0.01811207,0.08146072,0.03142479,0.07142284,0.00003668,0.10549783
-4.94347174,0.22639102,0.00000279,0.02966885,0.01624381,0.07725648,0.02688506,0.06177861,0.00002882,0.09932106
-4.93746873,0.20533833,0.00000221,0.02464321,0.01476770,0.07310807,0.02332611,0.05349076,0.00002250,0.09361172
-4.93146573,0.18696480,0.00000174,0.02051534,0.01366410,0.06906002,0.02066944,0.04638780,0.00001746,0.08840127
-4.92546273,0.17109182,0.00000136,0.01718489,0.01292038,0.06516765,0.01885096,0.04031981,0.00001348,0.08374186
-4.91945973,0.15759583,0.00000106,0.01456188,0.01253087,0.06149514,0.01782123,0.03515814,0.00001038,0.07970396
-4.91345673,0.14640416,0.00000083,0.01256694,0.01249658,0.05811334,0.01754525,0.03079464,0.00000800,0.07637369
-4.90745373,0.13749007,0.00000066,0.01113127,0.01282480,0.05509772,0.01800179,0.02714068,0.00000620,0.07385002
-4.90145073,0.13086706,0.00000054,0.01019621,0.01352845,0.05252633,0.01918247,0.02412586,0.00000490,0.07224176
-4.89544772,0.12658296,0.00000046,0.00971260,0.01462537,0.05047777,0.02109036,0.02169679,0.00000402,0.07166448
-4.88944472,0.12471364,0.00000042,0.00963989,0.01613730,0.04902936,0.02373837,0.01981580,0.00000351,0.07223740
-4.88344172,0.12535678,0.00000042,0.00994516,0.01808884,0.04825542,0.02714728,0.01845981,0.00000334,0.07408013
-4.87743872,0.12862560,0.00000046,0.01060187,0.02050620,0.04822561,0.03134355,0.01761938,0.00000350,0.07730943
-4.87143572,0.13464258,0.00000054,0.01158870,0.02341581,0.04900342,0.03635683,0.01729793,0.00000403,0.08203588
-4.86543272,0.14353350,0.00000069,0.01288817,0.02684282,0.05064475,0.04221733,0.01751112,0.00000496,0.08836041
-4.85942971,0.15542137,0.00000089,0.01448537,0.03080951,0.05319652,0.04895306,0.01828654,0.00000638,0.09637084
-4.85342671,0.17042083,0.00000118,0.01636663,0.03533367,0.05669541,0.05658699,0.01966343,0.00000839,0.10613837
-4.84742371,0.18863258,0.00000157,0.01851834,0.04042693,0.06116667,0.06513422,0.02169266,0.00001114,0.11771409
-4.84142071,0.21013831,0.00000210,0.02092572,0.04609315,0.06662292,0.07459930,0.02443669,0.00001481,0.13112561
-4.83541771,0.23499598,0.00000278,0.02357192,0.05232693,0.07306325,0.08497373,0.02796961,0.00001965,0.14637388
-4.82941471,0.26323571,0.00000368,0.02643708,0.05911230,0.08047230,0.09623376,0.03237710,0.00002595,0.16343041
-4.82341171,0.29485627,0.00000483,0.02949774,0.06642168,0.08881966,0.10833873,0.03775621,0.00003406,0.18223497
-4.81740870,0.32982252,0.00000630,0.03272639,0.07421507,0.09805954,0.12122979,0.04421497,0.00004442,0.20269399
-4.81140570,0.36806366,0.00000816,0.03609128,0.08243975,0.10813075,0.13482939,0.05187159,0.00005754,0.22467976
-4.80540270,0.40947254,0.00001050,0.03955651,0.09103039,0.11895704,0.14904139,0.06085335,0.00007401,0.24803068
-4.79939970,0.45390615,0.00001341,0.04308233,0.09990959,0.13044798,0.16375192,0.07129482,0.00009452,0.27255253
-4.79339670,0.50118710,0.00001700,0.04662574,0.10898901,0.14250024,0.17883110,0.08333565,0.00011986,0.29802101
-4.78739370,0.55110616,0.00002140,0.05014133,0.11817097,0.15499936,0.19413537,0.09711758,0.00015089,0.32418552
-4.78139070,0.60342584,0.00002675,0.05358230,0.12735058,0.16782199,0.20951067,0.11278080,0.00018860,0.35077405
-4.77538769,0.65788462,0.00003320,0.05690167,0.13641828,0.18083863,0.22479608,0.13045958,0.00023404,0.37749931
-4.76938469,0.71420179,0.00004090,0.06005362,0.14526276,0.19391660,0.23982806,0.15027717,0.00028835,0.40406574
-4.76338169,0.77208258,0.00005003,0.06299492,0.15377418,0.20692339,0.25444493,0.17234013,0.00035271,0.43017730
-4.75737869,0.83122325,0.00006076,0.06568632,0.16184748,0.21973006,0.26849156,0.19673211,0.00042833,0.45554576
-4.75137569,0.89131595,0.00007325,0.06809390,0.16938581,0.23221475,0.28182390,0.22350721,0.00051643,0.47989913
-4.74537269,0.95205298,0.00008768,0.07019034,0.17630371,0.24426593,0.29431338,0.25268335,0.00061818,0.50298997
-4.73936968,1.01313028,0.00010421,0.07195597,0.18253018,0.25578548,0.30585072,0.28423557,0.00073467,0.52460312
-4.73336668,1.07425007,0.00012295,0.07337956,0.18801117,0.26669129,0.31634924,0.31808994,0.00086683,0.54456260
-4.72736368,1.13512238,0.00014403,0.07445888,0.19271176,0.27691934,0.32574730,0.35411811,0.00101543,0.56273742
-4.72136068,1.19546567,0.00016751,0.07520090,0.19661748,0.28642515,0.33400985,0.39213301,0.00118095,0.57904582
-4.71535768,1.25500658,0.00019342,0.07562171,0.19973514,0.29518455,0.34112907,0.43188604,0.00136360,0.59345795
-4.70935468,1.31347896,0.00022173,0.07574606,0.20209276,0.30319372,0.34712399,0.47306600,0.00156319,0.60599681
-4.70335168,1.37062249,0.00025235,0.07560659,0.20373882,0.31046851,0.35203914,0.51530011,0.00177912,0.61673729
-4.69734867,1.42618119,0.00028515,0.07524280,0.20474073,0.31704312,0.35594227,0.55815733,0.00201033,0.62580343
-4.69134567,1.47990220,0.00031990,0.07469971,0.20518265,0.32296813,0.35892139,0.60115396,0.00225529,0.63336403
-4.68534267,1.53153497,0.00035630,0.07402639,0.20516265,0.32830813,0.36108108,0.64376184,0.00251192,0.63962664
-4.67933967,1.58083137,0.00039399,0.07327432,0.20478942,0.33313890,0.36253830,0.68541862,0.00277766,0.64483041
-4.67333667,1.62754674,0.00043254,0.07249568,0.20417861,0.33754439,0.36341802,0.72554028,0.00304946,0.64923773
-4.66733367,1.67144211,0.00047146,0.07174162,0.20344895,0.34161361,0.36384861,0.76353528,0.00332382,0.65312540
-4.66133067,1.71228744,0.00051018,0.07106068,0.20271821,0.34543752,0.36395743,0.79881997,0.00359684,0.65677524
-4.65532766,1.74986591,0.00054813,0.07049721,0.20209939,0.34910604,0.36386652,0.83083467,0.00386434,0.66046474
-4.64932466,1.78397895,0.00058466,0.07009010,0.20169692,0.35270535,0.36368881,0.85905985,0.00412192,0.66445801
-4.64332166,1.81445167,0.00061915,0.06987162,0.20160337,0.35631540,0.36352469,0.88303164,0.00436510,0.66899717
