energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,Fe_p_up,Fe_p_down,Fe_d_up,Fe_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.87993997,1.40672731,-1.40671221,0.00332994,-0.00332950,0.07088079,-0.07087982,0.38276749,-0.38276072,0.09846414,-0.09846759,0.40694176,-0.40693572,0.20280242,-0.20279844,0.04318041,-0.04318014,0.74251566,-0.74250566
-5.87393697,1.45593164,-1.45591701,0.00322226,-0.00322164,0.07174143,-0.07174073,0.39417520,-0.39417017,0.10276315,-0.10276661,0.42728558,-0.42727986,0.20844514,-0.20844085,0.04387295,-0.04387262,0.77141672,-0.77140678
-5.86793397,1.50267993,-1.50266592,0.00319455,-0.00319377,0.07239059,-0.07239017,0.40451298,-0.40450967,0.10720963,-0.10721314,0.44748616,-0.44748079,0.21344307,-0.21343847,0.04433463,-0.04433425,0.79920208,-0.79919226
-5.86193097,1.54620732,-1.54619403,0.00323872,-0.00323778,0.07280014,-0.07280002,0.41363142,-0.41362981,0.11171742,-0.11172101,0.46721830,-0.46721332,0.21773042,-0.21772554,0.04455678,-0.04455634,0.82544661,-0.82543695
-5.85592796,1.58583533,-1.58582282,0.00334682,-0.00334574,0.07294901,-0.07294918,0.42140584,-0.42140585,0.11620331,-0.11620701,0.48616332,-0.48615875,0.22126112,-0.22125596,0.04453642,-0.04453593,0.84976457,-0.84975510
-5.84992496,1.62098655,-1.62097486,0.00351111,-0.00350991,0.07282336,-0.07282382,0.42773868,-0.42774021,0.12058882,-0.12059263,0.50401677,-0.50401263,0.22400957,-0.22400415,0.04427643,-0.04427590,0.87181837,-0.87180912
-5.84392196,1.65119645,-1.65118561,0.00372403,-0.00372272,0.07241668,-0.07241740,0.43256119,-0.43256410,0.12480176,-0.12480569,0.52049611,-0.52049240,0.22597088,-0.22596523,0.04378539,-0.04378482,0.89132612,-0.89131713
-5.83791896,1.67612236,-1.67611238,0.00397825,-0.00397686,0.07172943,-0.07173040,0.43583443,-0.43583858,0.12877779,-0.12878185,0.53534808,-0.53534479,0.22716054,-0.22715471,0.04307728,-0.04307668,0.90806779,-0.90805908
-5.83191596,1.69554934,-1.69554022,0.00426664,-0.00426519,0.07076876,-0.07076993,0.43754953,-0.43755474,0.13246168,-0.13246586,0.54835561,-0.54835274,0.22761361,-0.22760763,0.04217101,-0.04217038,0.92188987,-0.92188146
-5.82591296,1.70939321,-1.70938498,0.00458231,-0.00458082,0.06954778,-0.06954913,0.43772729,-0.43773340,0.13580845,-0.13581274,0.55934408,-0.55934161,0.22738347,-0.22737740,0.04108978,-0.04108913,0.93270855,-0.93270048
-5.81990995,1.71770063,-1.71769330,0.00491865,-0.00491715,0.06808493,-0.06808644,0.43641731,-0.43642414,0.13878416,-0.13878855,0.56818654,-0.56818447,0.22654034,-0.22653425,0.03986036,-0.03985970,0.94051134,-0.94050365
-5.81390695,1.72064641,-1.72064001,0.00526932,-0.00526784,0.06640315,-0.06640477,0.43369646,-0.43370384,0.14136657,-0.14137105,0.57480786,-0.57480617,0.22516951,-0.22516347,0.03851228,-0.03851162,0.94535708,-0.94534980
-5.80790395,1.71852825,-1.71852284,0.00562837,-0.00562694,0.06452899,-0.06453068,0.42966699,-0.42967477,0.14354540,-0.14354994,0.57918754,-0.57918622,0.22336946,-0.22336355,0.03707694,-0.03707629,0.94737441,-0.94736761
-5.80190095,1.71175908,-1.71175472,0.00599028,-0.00598892,0.06249174,-0.06249347,0.42445422,-0.42446225,0.14532237,-0.14532696,0.58136100,-0.58136003,0.22124996,-0.22124426,0.03558682,-0.03558619,0.94675880,-0.94675254
-5.79589795,1.70085721,-1.70085398,0.00635006,-0.00634880,0.06032257,-0.06032432,0.41820394,-0.41821209,0.14671094,-0.14671554,0.58141938,-0.58141874,0.21893005,-0.21892465,0.03407455,-0.03407394,0.94376811,-0.94376243
-5.78989495,1.68643459,-1.68643256,0.00670331,-0.00670218,0.05805370,-0.05805544,0.41107947,-0.41108763,0.14773571,-0.14774032,0.57950766,-0.57950732,0.21653620,-0.21653118,0.03257219,-0.03257163,0.93871685,-0.93871183
-5.78389195,1.66918339,-1.66918265,0.00704637,-0.00704540,0.05571761,-0.05571930,0.40325865,-0.40326672,0.14843167,-0.14843626,0.57582120,-0.57582115,0.21420044,-0.21419588,0.03111052,-0.03111000,0.93196932,-0.93196500
-5.77788894,1.64986123,-1.64986183,0.00737635,-0.00737556,0.05334633,-0.05334797,0.39493053,-0.39493843,0.14884305,-0.14884760,0.57060086,-0.57060106,0.21205855,-0.21205452,0.02971838,-0.02971792,0.92393165,-0.92392808
-5.77188594,1.62927522,-1.62927722,0.00769122,-0.00769064,0.05097088,-0.05097245,0.38629208,-0.38629973,0.14902213,-0.14902663,0.56412658,-0.56412701,0.21024833,-0.21024488,0.02842219,-0.02842179,0.91504299,-0.91504019
-5.76588294,1.60826524,-1.60826865,0.00798984,-0.00798947,0.04862070,-0.04862219,0.37754473,-0.37755208,0.14902773,-0.14903215,0.55670996,-0.55671056,0.20890774,-0.20890493,0.02724548,-0.02724515,0.90576599,-0.90576397
-5.75987994,1.58768645,-1.58769124,0.00827196,-0.00827183,0.04632328,-0.04632467,0.36889100,-0.36889800,0.14892364,-0.14892797,0.54868567,-0.54868639,0.20817316,-0.20817100,0.02620863,-0.02620837,0.89657671,-0.89657545
-5.75387694,1.56839155,-1.56839765,0.00853825,-0.00853835,0.04410380,-0.04410509,0.36053107,-0.36053768,0.14877694,-0.14878116,0.54040234,-0.54040311,0.20817735,-0.20817583,0.02532859,-0.02532841,0.88795416,-0.88795361
-5.74787394,1.55121273,-1.55122002,0.00879014,-0.00879048,0.04198491,-0.04198610,0.35265935,-0.35266551,0.14865624,-0.14866034,0.53221284,-0.53221359,0.20904736,-0.20904647,0.02461875,-0.02461866,0.88036957,-0.88036966
-5.74187094,1.53694368,-1.53695197,0.00902979,-0.00903037,0.03998659,-0.03998767,0.34546118,-0.34546686,0.14862987,-0.14863383,0.52446450,-0.52446515,0.21090220,-0.21090189,0.02408887,-0.02408886,0.87427562,-0.87427622
-5.73586793,1.52632185,-1.52633090,0.00925992,-0.00926073,0.03812605,-0.03812703,0.33910958,-0.33911473,0.14876410,-0.14876792,0.51748941,-0.51748985,0.21385026,-0.21385044,0.02374502,-0.02374510,0.87009567,-0.87009665
-5.72986493,1.52001104,-1.52002055,0.00948361,-0.00948464,0.03641774,-0.03641861,0.33376206,-0.33376664,0.14912139,-0.14912506,0.51159499,-0.51159512,0.21798647,-0.21798707,0.02358966,-0.02358982,0.86821328,-0.86821446
-5.72386193,1.51858474,-1.51859435,0.00970411,-0.00970534,0.03487335,-0.03487413,0.32955759,-0.32956153,0.14975861,-0.14976212,0.50705532,-0.50705504,0.22338937,-0.22339026,0.02362167,-0.02362191,0.86896209,-0.86896326
-5.71785893,1.52251033,-1.52251965,0.00992461,-0.00992601,0.03350193,-0.03350260,0.32661369,-0.32661695,0.15072540,-0.15072873,0.50410316,-0.50410234,0.23011784,-0.23011889,0.02383644,-0.02383675,0.87261619,-0.87261713
-5.71185593,1.53213456,-1.53214317,0.01014800,-0.01014956,0.03230993,-0.03231049,0.32502372,-0.32502624,0.15206257,-0.15206573,0.50292302,-0.50292157,0.23820796,-0.23820904,0.02422603,-0.02422641,0.87938135,-0.87938181
-5.70585293,1.54767060,-1.54767805,0.01037664,-0.01037833,0.03130135,-0.03130181,0.32485438,-0.32485611,0.15380069,-0.15380368,0.50364546,-0.50364328,0.24766984,-0.24767078,0.02477929,-0.02477972,0.88938715,-0.88938690
-5.69984992,1.56918713,-1.56919299,0.01061218,-0.01061395,0.03047787,-0.03047822,0.32614352,-0.32614439,0.15595874,-0.15596155,0.50634270,-0.50633969,0.25848468,-0.25848535,0.02548206,-0.02548254,0.90268038,-0.90267916
-5.69384692,1.59659987,-1.59660373,0.01085531,-0.01085715,0.02983895,-0.02983919,0.32889827,-0.32889825,0.15854300,-0.15854564,0.51102563,-0.51102171,0.27060231,-0.27060255,0.02631741,-0.02631792,0.91921985,-0.91921746
-5.68784392,1.62966612,-1.62966759,0.01110570,-0.01110758,0.02938194,-0.02938207,0.33309369,-0.33309275,0.16154618,-0.16154867,0.51764244,-0.51763756,0.28393919,-0.28393886,0.02726589,-0.02726642,0.93887306,-0.93886929
-5.68184092,1.66798263,-1.66798138,0.01136189,-0.01136377,0.02910225,-0.02910225,0.33867189,-0.33867002,0.16494682,-0.16494917,0.52607888,-0.52607303,0.29837728,-0.29837626,0.02830584,-0.02830638,0.96141483,-0.96140951
-5.67583792,1.71098742,-1.71098320,0.01162124,-0.01162309,0.02899336,-0.02899324,0.34554182,-0.34553901,0.16870897,-0.16871120,0.53616016,-0.53615332,0.31376382,-0.31376199,0.02941378,-0.02941431,0.98652820,-0.98652123
-5.66983492,1.75796581,-1.75795846,0.01187998,-0.01188178,0.02904699,-0.02904674,0.35357978,-0.35357605,0.17278234,-0.17278447,0.54765448,-0.54764670,0.32991213,-0.32990944,0.03056479,-0.03056530,1.01380791,-1.01379922
-5.66383192,1.80806096,-1.80805043,0.01213333,-0.01213506,0.02925317,-0.02925277,0.36263071,-0.36262612,0.17710277,-0.17710484,0.56027834,-0.56026968,0.34660371,-0.34660010,0.03173302,-0.03173348,1.04276640,-1.04275600
-5.65782891,1.86028895,-1.86027529,0.01237563,-0.01237726,0.02960031,-0.02959977,0.37251040,-0.37250500,0.18159320,-0.18159526,0.57370325,-0.57369381,0.36359144,-0.36358689,0.03289216,-0.03289257,1.07284258,-1.07283054
-5.65182591,1.91355846,-1.91354184,0.01260054,-0.01260206,0.03007532,-0.03007462,0.38300851,-0.38300240,0.18616509,-0.18616717,0.58756402,-0.58755394,0.38060407,-0.38059861,0.03401602,-0.03401635,1.10341322,-1.10339966
-5.64582291,1.96669458,-1.96667530,0.01280133,-0.01280271,0.03066369,-0.03066283,0.39389260,-0.39388590,0.19072024,-0.19072239,0.60146821,-0.60145767,0.39735187,-0.39734555,0.03507907,-0.03507932,1.13380675,-1.13379188
-5.63981991,2.01846642,-2.01844487,0.01297109,-0.01297234,0.03134960,-0.03134858,0.40491289,-0.40490574,0.19515313,-0.19515540,0.61500667,-0.61499587,0.41353328,-0.41352618,0.03605704,-0.03605720,1.16331932,-1.16330340
-5.63381691,2.06761762,-2.06759431,0.01310310,-0.01310421,0.03211610,-0.03211492,0.41580785,-0.41580041,0.19935349,-0.19935595,0.62776479,-0.62775394,0.42884230,-0.42883454,0.03692743,-0.03692749,1.19123254,-1.19121590
-5.62781391,2.11289898,-2.11287450,0.01319106,-0.01319202,0.03294521,-0.03294387,0.42631041,-0.42630285,0.20320936,-0.20321205,0.63933413,-0.63932347,0.44297657,-0.44296830,0.03767007,-0.03767001,1.21683244,-1.21681545
-5.62181091,2.15310205,-2.15307706,0.01322938,-0.01323019,0.03381813,-0.03381663,0.43615458,-0.43614709,0.20661015,-0.20661312,0.64932410,-0.64931388,0.45564558,-0.45563696,0.03826752,-0.03826735,1.23942904,-1.23941211
-5.61580790,2.18709250,-2.18706771,0.01321343,-0.01321409,0.03471546,-0.03471380,0.44508241,-0.44507517,0.20944992,-0.20945323,0.65737331,-0.65736379,0.46657891,-0.46657012,0.03870551,-0.03870523,1.25837574,-1.25835930
-5.60980490,2.21384204,-2.21381819,0.01313973,-0.01314026,0.03561740,-0.03561561,0.45285090,-0.45284409,0.21163058,-0.21163428,0.66316013,-0.66315155,0.47553401,-0.47552524,0.03897317,-0.03897278,1.27308796,-1.27307244
-5.60380190,2.23245769,-2.23243552,0.01300614,-0.01300654,0.03650410,-0.03650217,0.45923868,-0.45923249,0.21306496,-0.21306909,0.66641214,-0.66640472,0.48230329,-0.48229475,0.03906324,-0.03906274,1.28306014,-1.28304599
-5.59779890,2.24220718,-2.24218741,0.01281188,-0.01281216,0.03735585,-0.03735381,0.46405232,-0.46404691,0.21367954,-0.21368412,0.66691408,-0.66690804,0.48672021,-0.48671209,0.03897211,-0.03897152,1.28788056,-1.28786819
-5.59179590,2.24253963,-2.24252293,0.01255763,-0.01255780,0.03815350,-0.03815136,0.46713182,-0.46712733,0.21341680,-0.21342187,0.66451408,-0.66450959,0.48866404,-0.48865652,0.03869980,-0.03869912,1.28724334,-1.28723313
-5.58579290,2.23310057,-2.23308753,0.01224547,-0.01224554,0.03887874,-0.03887651,0.46835525,-0.46835182,0.21223711,-0.21224266,0.65912782,-0.65912504,0.48806321,-0.48805647,0.03824978,-0.03824903,1.28095718,-1.28094947
-5.57978989,2.21374084,-2.21373196,0.01187878,-0.01187877,0.03951445,-0.03951217,0.46764234,-0.46764005,0.21011993,-0.21012598,0.65074064,-0.65073966,0.48489708,-0.48489126,0.03762873,-0.03762793,1.26895049,-1.26894555
-5.57378689,2.18451916,-2.18451486,0.01146215,-0.01146207,0.04004511,-0.04004279,0.46495674,-0.46495566,0.20706452,-0.20707104,0.63940737,-0.63940824,0.47919598,-0.47919120,0.03684620,-0.03684536,1.25127277,-1.25127081
-5.56778389,2.14569832,-2.14569886,0.01100116,-0.01100102,0.04045709,-0.04045475,0.46030711,-0.46030726,0.20308987,-0.20309684,0.62525001,-0.62525274,0.47103974,-0.47103612,0.03591420,-0.03591334,1.22809226,-1.22809341
-5.56178089,2.09773518,-2.09774073,0.01050217,-0.01050199,0.04073901,-0.04073667,0.45374675,-0.45374814,0.19823408,-0.19824147,0.60845345,-0.60845802,0.46055467,-0.46055226,0.03484677,-0.03484590,1.19969000,-1.19969431
-5.55577789,2.04126534,-2.04127591,0.00997215,-0.00997194,0.04088203,-0.04087972,0.44537201,-0.44537459,0.19255309,-0.19256085,0.58925927,-0.58926559,0.44790913,-0.44790797,0.03365949,-0.03365864,1.16645061,-1.16645805
-5.54977489,1.97708282,-1.97709830,0.00941835,-0.00941812,0.04088013,-0.04087786,0.43531940,-0.43532311,0.18611892,-0.18612699,0.56795801,-0.56796596,0.43330805,-0.43330814,0.03236903,-0.03236821,1.12885026,-1.12886074
-5.54377189,1.90611603,-1.90613620,0.00884818,-0.00884794,0.04073029,-0.04072808,0.42376158,-0.42376631,0.17901743,-0.17902575,0.54488022,-0.54488964,0.41698649,-0.41698781,0.03099270,-0.03099193,1.08744239,-1.08745573
-5.53776888,1.82940076,-1.82942528,0.00826890,-0.00826866,0.04043265,-0.04043051,0.41090232,-0.41090796,0.17134573,-0.17135423,0.52038661,-0.52039731,0.39920266,-0.39920515,0.02954802,-0.02954730,1.04284165,-1.04285761
-5.53176588,1.74805146,-1.74807989,0.00768747,-0.00768723,0.03999051,-0.03998846,0.39697077,-0.39697716,0.16320944,-0.16321806,0.49485773,-0.49486950,0.38023056,-0.38023414,0.02805237,-0.02805172,0.99570689,-0.99572518
-5.52576288,1.66323176,-1.66326359,0.00711038,-0.00711016,0.03941036,-0.03940841,0.38221491,-0.38222190,0.15471976,-0.15472841,0.46868352,-0.46869612,0.36035264,-0.36035721,0.02652266,-0.02652210,0.94672366,-0.94674393
-5.51975988,1.57612524,-1.57615989,0.00654352,-0.00654332,0.03870170,-0.03869984,0.36689479,-0.36690220,0.14599056,-0.14599918,0.44225305,-0.44226625,0.33985268,-0.33985813,0.02497513,-0.02497465,0.89658690,-0.89660879
-5.51375688,1.48790737,-1.48794424,0.00599208,-0.00599190,0.03787680,-0.03787505,0.35127544,-0.35128309,0.13713562,-0.13714415,0.41594490,-0.41595845,0.31900909,-0.31901528,0.02342511,-0.02342472,0.84598437,-0.84600749
-5.50775388,1.39971947,-1.39975792,0.00546047,-0.00546032,0.03695039,-0.03694875,0.33561984,-0.33562755,0.12826606,-0.12827442,0.39011823,-0.39013189,0.29808887,-0.29809566,0.02188693,-0.02188663,0.79558126,-0.79560520
-5.50175088,1.31264520,-1.31268460,0.00495233,-0.00495220,0.03593921,-0.03593768,0.32018207,-0.32018967,0.11948799,-0.11949614,0.36510503,-0.36511857,0.27734237,-0.27734962,0.02037383,-0.02037362,0.74600633,-0.74603071
-5.49574787,1.22769018,-1.22772993,0.00447048,-0.00447038,0.03486153,-0.03486009,0.30520087,-0.30520819,0.11090060,-0.11090847,0.34120347,-0.34121668,0.25699895,-0.25700653,0.01889797,-0.01889785,0.69784003,-0.69786447
-5.48974487,1.14576502,-1.14580455,0.00401701,-0.00401693,0.03373653,-0.03373519,0.29089375,-0.29090064,0.10259449,-0.10260205,0.31867267,-0.31868538,0.23726355,-0.23727132,0.01747041,-0.01747037,0.65160455,-0.65162872
-5.48374187,1.06767196,-1.06771076,0.00359328,-0.00359322,0.03258373,-0.03258247,0.27745181,-0.27745815,0.09465054,-0.09465776,0.29772877,-0.29774082,0.21831425,-0.21832208,0.01610115,-0.01610120,0.60775621,-0.60777979
-5.47773887,0.99409524,-0.99413287,0.00320000,-0.00319996,0.03142232,-0.03142114,0.26503544,-0.26504113,0.08713903,-0.08714590,0.27854246,-0.27855373,0.20030073,-0.20030851,0.01479924,-0.01479935,0.56667993,-0.56670267
-5.47173587,0.92559506,-0.92563116,0.00283731,-0.00283730,0.03027056,-0.03026944,0.25377093,-0.25377588,0.08011924,-0.08012574,0.26123781,-0.26124820,0.18334366,-0.18335129,0.01357277,-0.01357296,0.52868602,-0.52870771
-5.46573287,0.86260506,-0.86263936,0.00250487,-0.00250488,0.02914515,-0.02914408,0.24374812,-0.24375228,0.07363931,-0.07364544,0.24589242,-0.24590189,0.16753486,-0.16754227,0.01242902,-0.01242926,0.49400897,-0.49402945
-5.45972986,0.80543300,-0.80546532,0.00220193,-0.00220195,0.02806073,-0.02805970,0.23501920,-0.23502255,0.06773643,-0.06774221,0.23253879,-0.23254731,0.15293817,-0.15294528,0.01137445,-0.01137474,0.46280824,-0.46282743
-5.45372686,0.75426449,-0.75429474,0.00192739,-0.00192742,0.02702939,-0.02702840,0.22759856,-0.22760110,0.06243735,-0.06244279,0.22116669,-0.22117429,0.13959092,-0.13959769,0.01041480,-0.01041514,0.43517084,-0.43518869
-5.44772386,0.70916923,-0.70919740,0.00167991,-0.00167995,0.02606037,-0.02605941,0.22146380,-0.22146555,0.05775894,-0.05776407,0.21172654,-0.21173326,0.12750594,-0.12751233,0.00955511,-0.00955549,0.41111539,-0.41113193
-5.44172086,0.67010951,-0.67013569,0.00145799,-0.00145804,0.02515982,-0.02515888,0.21655780,-0.21655883,0.05370907,-0.05371392,0.20413348,-0.20413939,0.11667388,-0.11667988,0.00879974,-0.00880015,0.39059756,-0.39061283
-5.43571786,0.63695053,-0.63697487,0.00125997,-0.00126002,0.02433069,-0.02432976,0.21279182,-0.21279220,0.05028740,-0.05029202,0.19827215,-0.19827734,0.10706586,-0.10707146,0.00815236,-0.00815280,0.37351647,-0.37353060
-5.42971486,0.60947198,-0.60949470,0.00108415,-0.00108421,0.02357281,-0.02357190,0.21004947,-0.21004930,0.04748636,-0.04749079,0.19400179,-0.19400639,0.09863625,-0.09864147,0.00761597,-0.00761643,0.35972196,-0.35973509
-5.42371186,0.58738056,-0.58740193,0.00092879,-0.00092885,0.02288306,-0.02288216,0.20819146,-0.20819085,0.04529201,-0.04529631,0.19116173,-0.19116587,0.09132556,-0.09133042,0.00719279,-0.00719327,0.34902228,-0.34903458
-5.41770885,0.57032292,-0.57034324,0.00079217,-0.00079222,0.02225565,-0.02225477,0.20706092,-0.20705999,0.04368491,-0.04368912,0.18957690,-0.18958071,0.08506326,-0.08506779,0.00688425,-0.00688475,0.34119196,-0.34120364
-5.41170585,0.55789854,-0.55791815,0.00067259,-0.00067265,0.02168256,-0.02168170,0.20648912,-0.20648800,0.04264085,-0.04264502,0.18906325,-0.18906688,0.07977058,-0.07977482,0.00669091,-0.00669143,0.33597971,-0.33599097
-5.40570285,0.54967220,-0.54969143,0.00056844,-0.00056849,0.02115400,-0.02115316,0.20630141,-0.20630022,0.04213150,-0.04213568,0.18943300,-0.18943659,0.07536306,-0.07536705,0.00661236,-0.00661289,0.33311594,-0.33312699
-5.39969985,0.54518565,-0.54520483,0.00047815,-0.00047820,0.02065895,-0.02065813,0.20632300,-0.20632188,0.04212493,-0.04212916,0.19049943,-0.19050311,0.07175296,-0.07175674,0.00664711,-0.00664765,0.33231972,-0.33233077
-5.39369685,0.54396811,-0.54398754,0.00040028,-0.00040032,0.02018574,-0.02018496,0.20638467,-0.20638372,0.04258598,-0.04259031,0.19208121,-0.19208509,0.06885137,-0.06885498,0.00679249,-0.00679305,0.33330510,-0.33331633
-5.38769385,0.54554543,-0.54556538,0.00033343,-0.00033347,0.01972266,-0.01972192,0.20632780,-0.20632713,0.04347658,-0.04348104,0.19400606,-0.19401025,0.06657002,-0.06657351,0.00704457,-0.00704513,0.33578646,-0.33579804
-5.38169085,0.54944773,-0.54946842,0.00027635,-0.00027638,0.01925841,-0.01925772,0.20600894,-0.20600864,0.04475585,-0.04476047,0.19611377,-0.19611835,0.06482286,-0.06482626,0.00739803,-0.00739860,0.33948301,-0.33949505
-5.37568784,0.55521548,-0.55523708,0.00022786,-0.00022789,0.01878271,-0.01878207,0.20530345,-0.20530358,0.04638020,-0.04638499,0.19825843,-0.19826346,0.06352722,-0.06353055,0.00784609,-0.00784667,0.34412216,-0.34413477
-5.36968484,0.56240399,-0.56242658,0.00018688,-0.00018691,0.01828660,-0.01828603,0.20410825,-0.20410887,0.04830339,-0.04830838,0.20030993,-0.20031545,0.06260472,-0.06260801,0.00838050,-0.00838108,0.34944209,-0.34945532
-5.36368184,0.57058648,-0.57061009,0.00015245,-0.00015247,0.01776288,-0.01776236,0.20234366,-0.20234478,0.05047656,-0.05048175,0.20215474,-0.20216075,0.06198197,-0.06198524,0.00899143,-0.00899201,0.35519332,-0.35520718
-5.35767884,0.57935602,-0.57938061,0.00012368,-0.00012370,0.01720622,-0.01720577,0.19995411,-0.19995574,0.05284830,-0.05285369,0.20369599,-0.20370248,0.06159087,-0.06159412,0.00966760,-0.00966817,0.36113961,-0.36115405
-5.35167584,0.58832645,-0.58835191,0.00009977,-0.00009978,0.01661339,-0.01661301,0.19690802,-0.19691014,0.05536481,-0.05537037,0.20485304,-0.20485995,0.06136883,-0.06137207,0.01039627,-0.01039683,0.36705819,-0.36707314
-5.34567284,0.59713271,-0.59715885,0.00008002,-0.00008003,0.01598321,-0.01598290,0.19319667,-0.19319924,0.05797015,-0.05797587,0.20556049,-0.20556778,0.06125878,-0.06126199,0.01116341,-0.01116395,0.37273976,-0.37275509
