energy_ev,total_up,C_s_up,C_p_up,Cd_p_up,Cd_d_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-5.84992496,0.48719995,0.00074799,0.05001893,0.24490650,0.06186525,0.00566189,0.21445873,0.14121763,0.06786960
-5.84392196,0.46616631,0.00060427,0.04982320,0.24407541,0.05877430,0.00497119,0.20494885,0.13530163,0.06428624
-5.83791896,0.44649513,0.00048607,0.04951721,0.24264992,0.05593346,0.00434448,0.19605981,0.12982532,0.06095127
-5.83191596,0.42784338,0.00039012,0.04906464,0.24046679,0.05329141,0.00378076,0.18764587,0.12467004,0.05782435
-5.82591296,0.40990074,0.00031347,0.04843678,0.23739817,0.05080141,0.00327798,0.17957455,0.11973063,0.05486688
-5.81990995,0.39240005,0.00025358,0.04761317,0.23335470,0.04842261,0.00283323,0.17173132,0.11491839,0.05204365
-5.81390695,0.37512525,0.00020827,0.04658189,0.22828716,0.04612117,0.00244303,0.16402326,0.11016334,0.04932415
-5.80790395,0.35791667,0.00017580,0.04533951,0.22218656,0.04387089,0.00210348,0.15638157,0.10541553,0.04668354
-5.80190095,0.34067363,0.00015480,0.04389084,0.21508280,0.04165354,0.00181054,0.14876289,0.10064557,0.04410329
-5.79589795,0.32335457,0.00014433,0.04224824,0.20704208,0.03945893,0.00156013,0.14114959,0.09584444,0.04157149
-5.78989495,0.30597480,0.00014383,0.04043089,0.19816307,0.03728456,0.00134833,0.13354899,0.09102254,0.03908277
-5.78389195,0.28860236,0.00015312,0.03846373,0.18857233,0.03513508,0.00117149,0.12599171,0.08620827,0.03663806
-5.77788894,0.27135223,0.00017240,0.03637635,0.17841896,0.03302163,0.00102631,0.11852931,0.08144610,0.03424398
-5.77188594,0.25437934,0.00020222,0.03420177,0.16786885,0.03096085,0.00090992,0.11123144,0.07679429,0.03191212
-5.76588294,0.23787084,0.00024347,0.03197523,0.15709890,0.02897395,0.00081991,0.10418251,0.07232243,0.02965820
-5.75987994,0.22203791,0.00029736,0.02973294,0.14629121,0.02708561,0.00075434,0.09747824,0.06810883,0.02750111
-5.75387694,0.20710756,0.00036539,0.02751098,0.13562767,0.02532299,0.00071176,0.09122211,0.06423794,0.02546192
-5.74787394,0.19331465,0.00044935,0.02534428,0.12528495,0.02371466,0.00069118,0.08552188,0.06079772,0.02356296
-5.74187094,0.18089435,0.00055123,0.02326572,0.11543023,0.02228959,0.00069201,0.08048629,0.05787721,0.02182690
-5.73586793,0.17007525,0.00067320,0.02130536,0.10621750,0.02107631,0.00071406,0.07622190,0.05556419,0.02027594
-5.72986493,0.16107314,0.00081758,0.01948992,0.09778465,0.02010199,0.00075744,0.07283031,0.05394293,0.01893109
-5.72386193,0.15408549,0.00098671,0.01784234,0.09025134,0.01939174,0.00082250,0.07040549,0.05309215,0.01781152
-5.71785893,0.14928666,0.00118291,0.01638149,0.08371753,0.01896791,0.00090976,0.06903155,0.05308308,0.01693408
-5.71185593,0.14682380,0.00140839,0.01512208,0.07826260,0.01884945,0.00101986,0.06878059,0.05397760,0.01631290
-5.70585293,0.14681326,0.00166511,0.01407463,0.07394515,0.01905139,0.00115343,0.06971088,0.05582655,0.01595907
-5.69984992,0.14933769,0.00195470,0.01324560,0.07080318,0.01958434,0.00131101,0.07186527,0.05866807,0.01588043
-5.69384692,0.15444359,0.00227834,0.01263750,0.06885467,0.02045400,0.00149301,0.07526978,0.06252612,0.01608150
-5.68784392,0.16213943,0.00263662,0.01224921,0.06809854,0.02166086,0.00169960,0.07993247,0.06740914,0.01656347
-5.68184092,0.17239440,0.00302942,0.01207622,0.06851582,0.02319981,0.00193067,0.08584264,0.07330883,0.01732427
-5.67583792,0.18513789,0.00345584,0.01211094,0.07007104,0.02505994,0.00218571,0.09297035,0.08019933,0.01835878
-5.66983492,0.20025975,0.00391407,0.01234313,0.07271389,0.02722439,0.00246387,0.10126644,0.08803663,0.01965920
-5.66383192,0.21761169,0.00440136,0.01276021,0.07638105,0.02967038,0.00276385,0.11066312,0.09675854,0.02121549
-5.65782891,0.23700978,0.00491393,0.01334771,0.08099823,0.03236931,0.00308397,0.12107514,0.10628506,0.02301606
-5.65182591,0.25823840,0.00544700,0.01408968,0.08648248,0.03528711,0.00342216,0.13240182,0.11651951,0.02504855
-5.64582291,0.28105569,0.00599482,0.01496919,0.09274478,0.03838475,0.00377606,0.14452985,0.12735027,0.02730086
-5.63981991,0.30520060,0.00655071,0.01596881,0.09969286,0.04161897,0.00414309,0.15733695,0.13865325,0.02976241
-5.63381691,0.33040153,0.00710724,0.01707113,0.10723428,0.04494322,0.00452062,0.17069644,0.15029517,0.03242552
-5.62781391,0.35638658,0.00765632,0.01825935,0.11527977,0.04830884,0.00490609,0.18448259,0.16213743,0.03528706
-5.62181091,0.38289500,0.00818942,0.01951780,0.12374669,0.05166637,0.00529723,0.19857673,0.17404067,0.03835018
-5.61580790,0.40968967,0.00869783,0.02083257,0.13256251,0.05496704,0.00569227,0.21287375,0.18586975,0.04162620
-5.60980490,0.43657010,0.00917288,0.02219206,0.14166829,0.05816439,0.00609016,0.22728900,0.19749901,0.04513648
-5.60380190,0.46338543,0.00960621,0.02358747,0.15102182,0.06121585,0.00649082,0.24176504,0.20881759,0.04891432
-5.59779890,0.49004663,0.00999007,0.02501330,0.16060037,0.06408437,0.00689537,0.25627809,0.21973452,0.05300655
-5.59179590,0.51653744,0.01031757,0.02646767,0.17040280,0.06673990,0.00730630,0.27084353,0.23018327,0.05747505
-5.58579290,0.54292301,0.01058295,0.02795259,0.18045082,0.06916064,0.00772773,0.28552038,0.24012557,0.06239765
-5.57978989,0.56935576,0.01078174,0.02947401,0.19078925,0.07133412,0.00816544,0.30041408,0.24955413,0.06786865
-5.57378689,0.59607757,0.01091101,0.03104170,0.20148512,0.07325780,0.00862700,0.31567729,0.25849402,0.07399858
-5.56778389,0.62341791,0.01096943,0.03266896,0.21262542,0.07493938,0.00912175,0.33150847,0.26700260,0.08091317
-5.56178089,0.65178735,0.01095735,0.03437213,0.22431364,0.07639664,0.00966070,0.34814792,0.27516779,0.08875146
-5.55577789,0.68166635,0.01087682,0.03616978,0.23666488,0.07765682,0.01025633,0.36587124,0.28310469,0.09766289
-5.54977489,0.71358914,0.01073148,0.03808187,0.24979983,0.07875549,0.01092231,0.38498012,0.29095057,0.10780340
-5.54377189,0.74812319,0.01052646,0.04012858,0.26383765,0.07973511,0.01167311,0.40579066,0.29885834,0.11933051
-5.53776888,0.78584449,0.01026820,0.04232912,0.27888810,0.08064305,0.01252350,0.42861948,0.30698882,0.13239742
-5.53176588,0.82730959,0.00996420,0.04470037,0.29504315,0.08152950,0.01348799,0.45376807,0.31550198,0.14714636
-5.52576288,0.87302535,0.00962274,0.04725551,0.31236854,0.08244495,0.01458017,0.48150588,0.32454768,0.16370119
-5.51975988,0.92341752,0.00925262,0.05000269,0.33089561,0.08343777,0.01581201,0.51205285,0.33425619,0.18215958
-5.51375688,0.97879961,0.00886282,0.05294380,0.35061394,0.08455163,0.01719313,0.54556217,0.34472910,0.20258516
-5.50775388,1.03934349,0.00846219,0.05607340,0.37146510,0.08582314,0.01873008,0.58210404,0.35603104,0.22499970
-5.50175088,1.10505319,0.00805918,0.05937786,0.39333813,0.08727973,0.02042564,0.62165133,0.36818257,0.24937606
-5.49574787,1.17574343,0.00766157,0.06283482,0.41606679,0.08893785,0.02227822,0.66406792,0.38115484,0.27563197
-5.48974487,1.25102419,0.00727622,0.06641301,0.43942918,0.09080165,0.02428131,0.70910051,0.39486620,0.30362522
-5.48374187,1.33029250,0.00690893,0.07007238,0.46314966,0.09286211,0.02642313,0.75637458,0.40918109,0.33315062
-5.47773887,1.41273235,0.00656426,0.07376468,0.48690332,0.09509686,0.02868640,0.80539491,0.42391133,0.36393900
-5.47173587,1.49732330,0.00624552,0.07743436,0.51032279,0.09747045,0.03104837,0.85555109,0.43881994,0.39565853
-5.46573287,1.58285795,0.00595469,0.08101997,0.53300733,0.09993534,0.03348095,0.90612805,0.45362719,0.42791861
-5.45972986,1.66796804,0.00569251,0.08445571,0.55453386,0.10243333,0.03595120,0.95632147,0.46801892,0.46027621
-5.45372686,1.75115861,0.00545853,0.08767341,0.57446948,0.10489754,0.03842195,1.00525775,0.48165663,0.49224489
-5.44772386,1.83084902,0.00525125,0.09060458,0.59238511,0.10725481,0.04085262,1.05201782,0.49418898,0.52330596
-5.44172086,1.90541948,0.00506832,0.09318267,0.60786953,0.10942838,0.04320032,1.09566406,0.50526429,0.55292183
-5.43571786,1.97326135,0.00490668,0.09534532,0.62054332,0.11134076,0.04542099,1.13526924,0.51454332,0.58055082
-5.42971486,2.03282907,0.00476281,0.09703644,0.63007213,0.11291669,0.04747073,1.16994635,0.52171191,0.60566305
-5.42371186,2.08269174,0.00463293,0.09820828,0.63617848,0.11408603,0.04930715,1.19887806,0.52649293,0.62775671
-5.41770885,2.12158197,0.00451321,0.09882310,0.63865192,0.11478642,0.05089078,1.22134455,0.52865684,0.64637413
-5.41170585,2.14844003,0.00440000,0.09885452,0.63735672,0.11496573,0.05218632,1.23674857,0.52803062,0.66111680
-5.40570285,2.16245131,0.00429002,0.09828856,0.63223709,0.11458401,0.05316389,1.24463646,0.52450454,0.67165885
-5.39969985,2.16307541,0.00418051,0.09712414,0.62331946,0.11361504,0.05380008,1.24471438,0.51803661,0.67775819
-5.39369685,2.15006573,0.00406939,0.09537314,0.61071192,0.11204735,0.05407874,1.23685896,0.50865444,0.67926499
-5.38769385,2.12347865,0.00395538,0.09306003,0.59460082,0.10988461,0.05399160,1.22112190,0.49645465,0.67612692
-5.38169085,2.08367205,0.00383810,0.09022104,0.57524470,0.10714558,0.05353855,1.19772850,0.48159976,0.66839109
-5.37568784,2.03129346,0.00371811,0.08690294,0.55296598,0.10386345,0.05272771,1.16707011,0.46431289,0.65620239
-5.36968484,1.96725836,0.00359701,0.08316147,0.52814064,0.10008471,0.05157512,1.12969106,0.44487058,0.63979859
-5.36368184,1.89272005,0.00347737,0.07905959,0.50118660,0.09586768,0.05010425,1.08627065,0.42359404,0.61950224
-5.35767884,1.80903235,0.00336284,0.07466541,0.47255111,0.09128060,0.04834521,1.03760124,0.40083937,0.59570985
-5.35167584,1.71770715,0.00325806,0.07005021,0.44269795,0.08639963,0.04633382,0.98456339,0.37698718,0.56887893
-5.34567284,1.62036875,0.00316867,0.06528634,0.41209474,0.08130661,0.04411047,0.92809924,0.35243210,0.53951342
-5.33966983,1.51870697,0.00310128,0.06044524,0.38120097,0.07608689,0.04171890,0.86918538,0.32757264,0.50814818
-5.33366683,1.41443108,0.00306343,0.05559565,0.35045727,0.07082712,0.03920496,0.80880626,0.30280175,0.47533341
-5.32766383,1.30922646,0.00306352,0.05080203,0.32027601,0.06561333,0.03661531,0.74792935,0.27849849,0.44161932
-5.32166083,1.20471538,0.00311079,0.04612320,0.29103376,0.06052910,0.03399630,0.68748275,0.25502103,0.40754205
-5.31565783,1.10242339,0.00321524,0.04161139,0.26306553,0.05565406,0.03139280,0.62833622,0.23270104,0.37361106
-5.30965483,1.00375199,0.00338752,0.03731146,0.23666100,0.05106271,0.02884728,0.57128586,0.21183976,0.34029856
-5.30365183,0.90995831,0.00363882,0.03326060,0.21206254,0.04682347,0.02639899,0.51704300,0.19270545,0.30803120
-5.29764882,0.82214165,0.00398077,0.02948816,0.18946498,0.04299811,0.02408335,0.46622704,0.17553234,0.27718419
-5.29164582,0.74123689,0.00442523,0.02601586,0.16901688,0.03964142,0.02193147,0.41936239,0.16052078,0.24807792
-5.28564282,0.66801394,0.00498411,0.02285819,0.15082306,0.03680111,0.01996991,0.37687889,0.14783839,0.22097685
-5.27963982,0.60308269,0.00566909,0.02002296,0.13494806,0.03451792,0.01822051,0.33911542,0.13762199,0.19609061
-5.27363682,0.54690220,0.00649137,0.01751210,0.12142023,0.03282588,0.01670042,0.30632595,0.12998000,0.17357695
-5.26763382,0.49979321,0.00746131,0.01532236,0.11023629,0.03175262,0.01542221,0.27868749,0.12499505,0.15354621
-5.26163082,0.46195271,0.00858810,0.01344623,0.10136583,0.03131976,0.01439410,0.25630923,0.12272659,0.13606683
-5.25562781,0.43346961,0.00987937,0.01187275,0.09475579,0.03154329,0.01362016,0.23924213,0.12321327,0.12117167
-5.24962481,0.41434033,0.01134081,0.01058830,0.09033457,0.03243388,0.01310067,0.22748850,0.12647490,0.10886460
-5.24362181,0.40448373,0.01297581,0.00957737,0.08801570,0.03399715,0.01283238,0.22101096,0.13251400,0.09912699
-5.23761881,0.40375436,0.01478510,0.00882317,0.08770094,0.03623385,0.01280881,0.21974038,0.14131675,0.09192387
-5.23161581,0.41195392,0.01676646,0.00830820,0.08928290,0.03914000,0.01302056,0.22358253,0.15285340,0.08720938
-5.22561281,0.42884037,0.01891452,0.00801468,0.09264708,0.04270688,0.01345552,0.23242324,0.16707826,0.08493133
-5.21960980,0.45413476,0.02122065,0.00792492,0.09767345,0.04692107,0.01409915,0.24613199,0.18392927,0.08503480
-5.21360680,0.48752581,0.02367295,0.00802154,0.10423768,0.05176433,0.01493468,0.26456392,0.20332730,0.08746448
-5.20760380,0.52867246,0.02625641,0.00828771,0.11221205,0.05721366,0.01594331,0.28756055,0.22517533,0.09216595
-5.20160080,0.57720465,0.02895314,0.00870720,0.12146630,0.06324116,0.01710443,0.31494910,0.24935771,0.09908586
-5.19559780,0.63272291,0.03174285,0.00926451,0.13186833,0.06981414,0.01839582,0.34654100,0.27573949,0.10817093
-5.18959480,0.69479694,0.03460338,0.00994494,0.14328510,0.07689518,0.01979392,0.38212954,0.30416611,0.11936621
-5.18359180,0.76296381,0.03751138,0.01073460,0.15558354,0.08444233,0.02127404,0.42148719,0.33446349,0.13261242
-5.17758879,0.83672609,0.04044308,0.01162054,0.16863175,0.09240933,0.02281069,0.46436281,0.36643846,0.14784284
-5.17158579,0.91555028,0.04337516,0.01259083,0.18230041,0.10074603,0.02437789,0.51047894,0.39987986,0.16497980
-5.16558279,0.99886597,0.04628557,0.01363464,0.19646430,0.10939878,0.02594957,0.55952954,0.43455999,0.18393098
-5.15957979,1.08606570,0.04915440,0.01474249,0.21100416,0.11831091,0.02749991,0.61117841,0.47023658,0.20458592
-5.15357679,1.17650605,0.05196461,0.01590638,0.22580846,0.12742332,0.02900378,0.66505838,0.50665519,0.22681270
-5.14757379,1.26950981,0.05470271,0.01712002,0.24077529,0.13667499,0.03043715,0.72077151,0.54355195,0.25045529
-5.14157079,1.36436926,0.05735920,0.01837905,0.25581411,0.14600356,0.03177751,0.77789037,0.58065650,0.27533155
-5.13556778,1.46035081,0.05992888,0.01968126,0.27084731,0.15534581,0.03300423,0.83596044,0.61769520,0.30123211
-5.12956478,1.55670061,0.06241086,0.02102677,0.28581139,0.16463819,0.03409895,0.89450371,0.65439429,0.32792035
-5.12356178,1.65265124,0.06480837,0.02241811,0.30065769,0.17381723,0.03504584,0.95302331,0.69048311,0.35513348
-5.11755878,1.74742926,0.06712829,0.02386035,0.31535267,0.18281992,0.03583188,1.01100928,0.72569722,0.38258479
-5.11155578,1.84026339,0.06938048,0.02536096,0.32987747,0.19158399,0.03644701,1.06794515,0.75978127,0.40996709
-5.10555278,1.93039326,0.07157681,0.02692964,0.34422681,0.20004824,0.03688422,1.12331527,0.79249175,0.43695731
-5.09954977,2.01707833,0.07373013,0.02857803,0.35840731,0.20815271,0.03713960,1.17661264,0.82359933,0.46322210
-5.09354677,2.09960679,0.07585306,0.03031922,0.37243499,0.21583895,0.03721224,1.22734696,0.85289101,0.48842426
-5.08754377,2.17730428,0.07795669,0.03216712,0.38633227,0.22305021,0.03710412,1.27505267,0.88017176,0.51222985
-5.08154077,2.24954193,0.08004939,0.03413569,0.40012435,0.22973169,0.03681995,1.31929662,0.90526592,0.53431572
-5.07553777,2.31574369,0.08213560,0.03623809,0.41383519,0.23583082,0.03636688,1.35968511,0.92801805,0.55437705
-5.06953477,2.37539259,0.08421486,0.03848567,0.42748324,0.24129762,0.03575425,1.39587001,0.94829352,0.57213482
-5.06353177,2.42803572,0.08628101,0.04088692,0.44107707,0.24608506,0.03499326,1.42755370,0.96597851,0.58734272
-5.05752876,2.47328787,0.08832167,0.04344646,0.45461103,0.25014952,0.03409666,1.45449264,0.98097980,0.59979330
-5.05152576,2.51083363,0.09031805,0.04616397,0.46806140,0.25345135,0.03307838,1.47649949,0.99322408,0.60932308
-5.04552276,2.54042814,0.09224508,0.04903335,0.48138288,0.25595542,0.03195322,1.49344360,1.00265699,0.61581640
-5.03951976,2.56189638,0.09407193,0.05204187,0.49450600,0.25763175,0.03073655,1.50525007,1.00924204,0.61920790
-5.03351676,2.57513133,0.09576278,0.05516974,0.50733540,0.25845616,0.02944395,1.51189743,1.01295926,0.61948348
-5.02751376,2.58009122,0.09727800,0.05838971,0.51974935,0.25841092,0.02809101,1.51341415,1.01380401,0.61667970
-5.02151076,2.57679623,0.09857554,0.06166720,0.53160043,0.25748542,0.02669301,1.50987428,1.01178583,0.61088183
-5.01550775,2.56532493,0.09961252,0.06496058,0.54271767,0.25567676,0.02526473,1.50139261,1.00692765,0.60222047
-5.00950475,2.54581098,0.10034694,0.06822191,0.55291011,0.25299036,0.02382029,1.48811962,0.99926538,0.59086706
-5.00350175,2.51844033,0.10073951,0.07139798,0.56197158,0.24944039,0.02237295,1.47023671,0.98884796,0.57702850
-4.99749875,2.48344928,0.10075535,0.07443165,0.56968692,0.24505023,0.02093501,1.44795192,0.97573809,0.56094106
-4.99149575,2.44112362,0.10036567,0.07726351,0.57583909,0.23985275,0.01951773,1.42149655,0.96001354,0.54286403
-4.98549275,2.39179892,0.09954918,0.07983367,0.58021716,0.23389045,0.01813125,1.39112274,0.94176904,0.52307318
-4.97948974,2.33586193,0.09829329,0.08208383,0.58262476,0.22721550,0.01678456,1.35710228,0.92111874,0.50185453
-4.97348674,2.27375299,0.09659501,0.08395925,0.58288870,0.21988964,0.01548552,1.31972637,0.89819899,0.47949838
-4.96748374,2.20596900,0.09446145,0.08541078,0.58086724,0.21198383,0.01424083,1.27930653,0.87317142,0.45629416
-4.96148074,2.13306666,0.09191000,0.08639672,0.57645773,0.20357781,0.01305616,1.23617611,0.84622585,0.43252582
-4.95547774,2.05566541,0.08896811,0.08688450,0.56960322,0.19475946,0.01193614,1.19069234,0.81758299,0.40846816
-4.94947474,1.97444956,0.08567271,0.08685196,0.56029757,0.18562395,0.01088451,1.14323837,0.78749655,0.38438397
-4.94347174,1.89016891,0.08206933,0.08628841,0.54858899,0.17627272,0.00990420,1.09422493,0.75625443,0.36052196
-4.93746873,1.80363755,0.07821090,0.08519511,0.53458156,0.16681236,0.00899746,1.04409131,0.72417888,0.33711545
-4.93146573,1.71573028,0.07415638,0.08358543,0.51843476,0.15735324,0.00816601,0.99330514,0.69162533,0.31438169
-4.92546273,1.62737632,0.06996915,0.08148453,0.50036093,0.14800807,0.00741114,0.94236075,0.65897970,0.29252160
-4.91945973,1.53955021,0.06571540,0.07892855,0.48062076,0.13889033,0.00673392,0.89177596,0.62665423,0.27171991
-4.91345673,1.45325987,0.06146243,0.07596351,0.45951694,0.13011261,0.00613526,0.84208697,0.59508180,0.25214550
-4.90745373,1.36953200,0.05727702,0.07264380,0.43738632,0.12178492,0.00561611,0.79384168,0.56470866,0.23395175
-4.90145073,1.28939509,0.05322388,0.06903043,0.41459077,0.11401299,0.00517755,0.74759130,0.53598605,0.21727685
-4.89544772,1.21386066,0.04936429,0.06518916,0.39150733,0.10689651,0.00482088,0.70388059,0.50936055,0.20224399
-4.88944472,1.14390311,0.04575485,0.06118847,0.36851779,0.10052755,0.00454776,0.66323703,0.48526381,0.18896126
-4.88344172,1.08043908,0.04244650,0.05709758,0.34599841,0.09498897,0.00436020,0.62615944,0.46410174,0.17752140
-4.87743872,1.02430685,0.03948378,0.05298457,0.32430996,0.09035295,0.00426068,0.59310621,0.44624368,0.16800121
-4.87143572,0.97624663,0.03690420,0.04891459,0.30378857,0.08667969,0.00425207,0.56448391,0.43201185,0.16046083
-4.86543272,0.93688243,0.03473799,0.04494839,0.28473764,0.08401631,0.00433768,0.54063660,0.42167151,0.15494276
-4.85942971,0.90670608,0.03300789,0.04114105,0.26742106,0.08239585,0.00452114,0.52183623,0.41542219,0.15147083
-4.85342671,0.88606407,0.03172924,0.03754103,0.25205801,0.08183659,0.00480635,0.50827463,0.41339031,0.15004918
-4.84742371,0.87514763,0.03091015,0.03418949,0.23881926,0.08234156,0.00519733,0.50005738,0.41562352,0.15066123
-4.84142071,0.87398642,0.03055179,0.03112001,0.22782517,0.08389824,0.00569808,0.49719973,0.42208702,0.15326891
-4.83541771,0.88244594,0.03064881,0.02835844,0.21914519,0.08647863,0.00631235,0.49962490,0.43266191,0.15781209
-4.82941471,0.90022901,0.03118981,0.02592312,0.21279890,0.09003951,0.00704346,0.50716462,0.44714593,0.16420837
-4.82341171,0.92688098,0.03215783,0.02382523,0.20875828,0.09452298,0.00789403,0.51956215,0.46525635,0.17235333
-4.81740870,0.96179878,0.03353087,0.02206938,0.20695114,0.09985730,0.00886572,0.53647749,0.48663518,0.18212114
-4.81140570,1.00424338,0.03528244,0.02065419,0.20726544,0.10595797,0.00995898,0.55749468,0.51085650,0.19336585
-4.80540270,1.05335537,0.03738208,0.01957303,0.20955421,0.11272905,0.01117273,0.58213100,0.53743572,0.20592303
-4.79939970,1.10817324,0.03979586,0.01881476,0.21364101,0.12006473,0.01250416,0.60984773,0.56584046,0.21961213
-4.79339670,1.16765376,0.04248688,0.01836444,0.21932549,0.12785111,0.01394842,0.64006208,0.59550283,0.23423916
-4.78739370,1.23069393,0.04541574,0.01820395,0.22638905,0.13596812,0.01549848,0.67216007,0.62583261,0.24959999
-4.78139070,1.29615394,0.04854105,0.01831264,0.23460032,0.14429155,0.01714491,0.70550984,0.65623101,0.26548396
-4.77538769,1.36288049,0.05181979,0.01866779,0.24372034,0.15269525,0.01887581,0.73947505,0.68610447,0.28167789
-4.76938469,1.42972982,0.05520783,0.01924507,0.25350735,0.16105325,0.02067681,0.77342809,0.71487810,0.29797026
-4.76338169,1.49559003,0.05866036,0.02001888,0.26372114,0.16924195,0.02253104,0.80676261,0.74200843,0.31415557
-4.75737869,1.55940201,0.06213230,0.02096264,0.27412686,0.17714216,0.02441934,0.83890526,0.76699488,0.33003872
-4.75137569,1.62017871,0.06557875,0.02204900,0.28449838,0.18464111,0.02632045,0.86932623,0.78938979,0.34543933
-4.74537269,1.67702223,0.06895549,0.02325010,0.29462112,0.19163420,0.02821136,0.89754856,0.80880672,0.36019584
-4.73936968,1.72913855,0.07221937,0.02453769,0.30429451,0.19802660,0.03006766,0.92315603,0.82492674,0.37416936
-4.73336668,1.77584972,0.07532885,0.02588343,0.31333401,0.20373461,0.03186408,0.94579949,0.83750272,0.38724708
-4.72736368,1.81660337,0.07824441,0.02725905,0.32157285,0.20868679,0.03357501,0.96520182,0.84636162,0.39934526
-4.72136068,1.85097950,0.08092901,0.02863670,0.32886352,0.21282469,0.03517509,0.98116132,0.85140470,0.41041161
-4.71535768,1.87869470,0.08334861,0.02998923,0.33507904,0.21610349,0.03663984,0.99355373,0.85260603,0.42042711
-4.70935468,1.89960373,0.08547253,0.03129061,0.34011412,0.21849219,0.03794630,1.00233295,0.85000924,0.42940704
-4.70335168,1.91369867,0.08727389,0.03251635,0.34388607,0.21997362,0.03907362,1.00753042,0.84372296,0.43740144
-4.69734867,1.92110574,0.08872996,0.03364393,0.34633566,0.22054418,0.04000361,1.00925335,0.83391510,0.44449465
-4.69134567,1.92207995,0.08982249,0.03465333,0.34742773,0.22021334,0.04072131,1.00768181,0.82080627,0.45080417
-4.68534267,1.91699762,0.09053792,0.03552744,0.34715162,0.21900290,0.04121529,1.00306470,0.80466254,0.45647875
-4.67933967,1.90634692,0.09086758,0.03625248,0.34552128,0.21694609,0.04147807,0.99571461,0.78578789,0.46169559
-4.67333667,1.89071659,0.09080779,0.03681840,0.34257497,0.21408651,0.04150623,0.98600156,0.76451641,0.46665690
-4.66733367,1.87078284,0.09035982,0.03721912,0.33837458,0.21047696,0.04130051,0.97434567,0.74120449,0.47158563
-4.66133067,1.84729455,0.08952986,0.03745267,0.33300440,0.20617808,0.04086573,0.96120864,0.71622322,0.47672057
-4.65532766,1.82105693,0.08832879,0.03752123,0.32656935,0.20125702,0.04021063,0.94708420,0.68995082,0.48231080
-4.64932466,1.79291386,0.08677196,0.03743099,0.31919252,0.19578599,0.03934754,0.93248738,0.66276554,0.48860955
-4.64332166,1.76372892,0.08487881,0.03719188,0.31101228,0.18984084,0.03829201,0.91794296,0.63503875,0.49586767
