energy_ev,total_up,Hg_p_up,Hg_d_up,In_p_up,In_d_up,Se_s_up,Se_p_up
-5.06353177,0.23020972,0.06457123,0.02035440,0.02081230,0.00041886,0.07992485,0.05088375
-5.05752876,0.23997651,0.06866224,0.02170396,0.02104712,0.00045114,0.08171221,0.05185339
-5.05152576,0.24959288,0.07285707,0.02312934,0.02123108,0.00048466,0.08316835,0.05264795
-5.04552276,0.25911231,0.07714764,0.02464356,0.02138214,0.00051929,0.08429786,0.05328812
-5.03951976,0.26861010,0.08152604,0.02626206,0.02152420,0.00055490,0.08511338,0.05380310
-5.03351676,0.27818180,0.08598409,0.02800268,0.02168689,0.00059133,0.08563500,0.05423026
-5.02751376,0.28794126,0.09051283,0.02988549,0.02190519,0.00062839,0.08588948,0.05461454
-5.02151076,0.29801810,0.09510226,0.03193269,0.02221887,0.00066587,0.08590921,0.05500772
-5.01550775,0.30855477,0.09974102,0.03416826,0.02267185,0.00070354,0.08573111,0.05546741
-5.00950475,0.31970327,0.10441626,0.03661765,0.02331132,0.00074114,0.08539541,0.05605604
-5.00350175,0.33162153,0.10911366,0.03930733,0.02418673,0.00077841,0.08494438,0.05683955
-4.99749875,0.34446954,0.11381752,0.04226422,0.02534869,0.00081505,0.08442108,0.05788612
-4.99149575,0.35840516,0.11851095,0.04551500,0.02684763,0.00085077,0.08386814,0.05926471
-4.98549275,0.37357973,0.12317623,0.04908535,0.02873249,0.00088528,0.08332664,0.06104353
-4.97948974,0.39013352,0.12779511,0.05299900,0.03104912,0.00091829,0.08283508,0.06328854
-4.97348674,0.40819088,0.13234926,0.05727674,0.03383883,0.00094952,0.08242845,0.06606179
-4.96748374,0.42785538,0.13682057,0.06193531,0.03713673,0.00097872,0.08213748,0.06941982
-4.96148074,0.44920480,0.14119154,0.06698620,0.04097017,0.00100566,0.08198799,0.07341203
-4.95547774,0.47228619,0.14544548,0.07243444,0.04535724,0.00103012,0.08200037,0.07807906
-4.94947474,0.49711107,0.14956667,0.07827745,0.05030539,0.00105196,0.08218922,0.08345125
-4.94347174,0.52365102,0.15354035,0.08450388,0.05581021,0.00107102,0.08256315,0.08954717
-4.93746873,0.55183381,0.15735265,0.09109264,0.06185447,0.00108723,0.08312464,0.09637232
-4.93146573,0.58154037,0.16099039,0.09801211,0.06840752,0.00110052,0.08387011,0.10391800
-4.92546273,0.61260286,0.16444082,0.10521963,0.07542496,0.00111088,0.08479015,0.11216046
-4.91945973,0.64480407,0.16769135,0.11266133,0.08284886,0.00111830,0.08586981,0.12106038
-4.91345673,0.67787849,0.17072928,0.12027235,0.09060837,0.00112282,0.08708914,0.13056272
-4.90745373,0.71151518,0.17354165,0.12797750,0.09862081,0.00112451,0.08842387,0.14059704
-4.90145073,0.74536268,0.17611521,0.13569238,0.10679334,0.00112344,0.08984628,0.15107830
-4.89544772,0.77903596,0.17843659,0.14332501,0.11502499,0.00111969,0.09132615,0.16190824
-4.88944472,0.81212539,0.18049272,0.15077787,0.12320924,0.00111338,0.09283199,0.17297724
-4.88344172,0.84420765,0.18227146,0.15795038,0.13123692,0.00110460,0.09433233,0.18416679
-4.87743872,0.87485819,0.18376252,0.16474173,0.13899934,0.00109348,0.09579708,0.19535242
-4.87143572,0.90366494,0.18495862,0.17105396,0.14639174,0.00108014,0.09719900,0.20640706
-4.86543272,0.93024271,0.18585683,0.17679515,0.15331661,0.00106471,0.09851514,0.21720476
-4.85942971,0.95424770,0.18646003,0.18188259,0.15968709,0.00104735,0.09972818,0.22762460
-4.85342671,0.97539150,0.18677841,0.18624593,0.16543006,0.00102822,0.10082767,0.23755465
-4.84742371,0.99345377,0.18683088,0.18982985,0.17048887,0.00100749,0.10181101,0.24689587
-4.84142071,1.00829313,0.18664640,0.19259649,0.17482568,0.00098540,0.10268418,0.25556559
-4.83541771,1.01985543,0.18626487,0.19452721,0.17842315,0.00096216,0.10346204,0.26350072
-4.82941471,1.02817895,0.18573782,0.19562376,0.18128548,0.00093807,0.10416831,0.27066010
-4.82341171,1.03339621,0.18512846,0.19590869,0.18343880,0.00091343,0.10483503,0.27702626
-4.81740870,1.03573199,0.18451135,0.19542504,0.18493075,0.00088857,0.10550164,0.28260610
-4.81140570,1.03549765,0.18397141,0.19423521,0.18582942,0.00086388,0.10621354,0.28743071
-4.80540270,1.03308177,0.18360234,0.19241917,0.18622159,0.00083976,0.10702026,0.29155412
-4.79939970,1.02893744,0.18350464,0.19007188,0.18621039,0.00081663,0.10797334,0.29505097
-4.79339670,1.02356684,0.18378297,0.18730035,0.18591240,0.00079493,0.10912386,0.29801339
-4.78739370,1.01750352,0.18454326,0.18422004,0.18545450,0.00077510,0.11051986,0.30054690
-4.78139070,1.01129330,0.18588952,0.18095121,0.18497032,0.00075758,0.11220373,0.30276578
-4.77538769,1.00547472,0.18792044,0.17761497,0.18459663,0.00074278,0.11420965,0.30478796
-4.76938469,1.00055958,0.19072611,0.17432948,0.18446972,0.00073108,0.11656128,0.30672964
-4.76338169,0.99701481,0.19438477,0.17120636,0.18472187,0.00072283,0.11926983,0.30870005
-4.75737869,0.99524617,0.19895994,0.16834734,0.18547799,0.00071831,0.12233249,0.31079644
-4.75137569,0.99558452,0.20449784,0.16584151,0.18685261,0.00071775,0.12573157,0.31309963
-4.74537269,0.99827527,0.21102532,0.16376300,0.18894707,0.00072131,0.12943409,0.31567025
-4.73936968,1.00347112,0.21854838,0.16216936,0.19184715,0.00072905,0.13339216,0.31854601
-4.73336668,1.01122852,0.22705116,0.16110048,0.19562099,0.00074099,0.13754395,0.32173989
-4.72736368,1.02150758,0.23649555,0.16057823,0.20031742,0.00075703,0.14181528,0.32523951
-4.72136068,1.03417531,0.24682137,0.16060656,0.20596453,0.00077701,0.14612181,0.32900753
-4.71535768,1.04901188,0.25794702,0.16117227,0.21256859,0.00080070,0.15037168,0.33298324
-4.70935468,1.06571926,0.26977050,0.16224607,0.22011325,0.00082777,0.15446844,0.33708495
-4.70335168,1.08393185,0.28217093,0.16378409,0.22855900,0.00085783,0.15831426,0.34121325
-4.69734867,1.10322838,0.29501025,0.16572961,0.23784288,0.00089043,0.16181315,0.34525486
-4.69134567,1.12314456,0.30813523,0.16801495,0.24787856,0.00092507,0.16487407,0.34908694
-4.68534267,1.14318587,0.32137963,0.17056345,0.25855663,0.00096118,0.16741391,0.35258144
-4.67933967,1.16284016,0.33456657,0.17329150,0.26974540,0.00099816,0.16935994,0.35560962
-4.67333667,1.18158954,0.34751101,0.17611045,0.28129208,0.00103539,0.17065200,0.35804617
-4.66733367,1.19892142,0.36002240,0.17892856,0.29302453,0.00107220,0.17124398,0.35977317
-4.66133067,1.21433861,0.37190754,0.18165283,0.30475352,0.00110793,0.17110487,0.36068337
-4.65532766,1.22736837,0.38297357,0.18419075,0.31627577,0.00114190,0.17021911,0.36068308
-4.64932466,1.23757051,0.39303127,0.18645196,0.32737749,0.00117346,0.16858645,0.35969436
-4.64332166,1.24454468,0.40189849,0.18834993,0.33783869,0.00120196,0.16622129,0.35765668
-4.63731866,1.24793695,0.40940388,0.18980353,0.34743809,0.00122680,0.16315151,0.35452800
-4.63131566,1.24744593,0.41539078,0.19073862,0.35595846,0.00124741,0.15941699,0.35028535
-4.62531266,1.24282831,0.41972117,0.19108956,0.36319246,0.00126329,0.15506791,0.34492499
-4.61930965,1.23390410,0.42227976,0.19080072,0.36894852,0.00127401,0.15016277,0.33846227
-4.61330665,1.22056140,0.42297781,0.18982788,0.37305679,0.00127925,0.14476650,0.33093110
-4.60730365,1.20276059,0.42175683,0.18813958,0.37537478,0.00127876,0.13894845,0.32238335
-4.60130065,1.18053777,0.41859175,0.18571817,0.37579243,0.00127242,0.13278058,0.31288801
-4.59529765,1.15400735,0.41349354,0.18256080,0.37423642,0.00126023,0.12633580,0.30253021
-4.58929465,1.12336320,0.40651095,0.17867999,0.37067344,0.00124232,0.11968644,0.29141019
-4.58329165,1.08887844,0.39773141,0.17410391,0.36511226,0.00121894,0.11290301,0.27964209
-4.57728864,1.05090337,0.38728082,0.16887626,0.35760439,0.00119049,0.10605320,0.26735261
-4.57128564,1.00986147,0.37532217,0.16305572,0.34824340,0.00115748,0.09920104,0.25467955
-4.56528264,0.96624332,0.36205303,0.15671492,0.33716271,0.00112056,0.09240628,0.24177014
-4.55927964,0.92059838,0.34770185,0.14993905,0.32453202,0.00108046,0.08572399,0.22877915
-4.55327664,0.87352490,0.33252322,0.14282394,0.31055252,0.00103804,0.07920425,0.21586682
-4.54727364,0.82565786,0.31679211,0.13547386,0.29545103,0.00099418,0.07289201,0.20319653
-4.54127064,0.77765560,0.30079741,0.12799898,0.27947333,0.00094987,0.06682697,0.19093236
-4.53526763,0.73018524,0.28483484,0.12051264,0.26287697,0.00090607,0.06104361,0.17923635
-4.52926463,0.68390760,0.26919954,0.11312846,0.24592385,0.00086378,0.05557119,0.16826572
-4.52326163,0.63946192,0.25417858,0.10595747,0.22887291,0.00082396,0.05043387,0.15817001
-4.51725863,0.59745099,0.24004364,0.09910525,0.21197311,0.00078752,0.04565079,0.14908818
-4.51125563,0.55842727,0.22704404,0.09266935,0.19545715,0.00075528,0.04123622,0.14114578
-4.50525263,0.52288029,0.21540042,0.08673687,0.17953592,0.00072798,0.03719978,0.13445226
-4.49924962,0.49122588,0.20529929,0.08138240,0.16439406,0.00070623,0.03354663,0.12909855
-4.49324662,0.46379753,0.19688848,0.07666642,0.15018656,0.00069049,0.03027780,0.12515483
-4.48724362,0.44084014,0.19027374,0.07263402,0.13703665,0.00068111,0.02739051,0.12266877
-4.48124062,0.42250634,0.18551657,0.06931421,0.12503476,0.00067824,0.02487863,0.12166411
-4.47523762,0.40885544,0.18263332,0.06671962,0.11423871,0.00068190,0.02273314,0.12213984
-4.46923462,0.39985519,0.18159553,0.06484670,0.10467491,0.00069192,0.02094274,0.12406981
-4.46323162,0.39538602,0.18233166,0.06367640,0.09634055,0.00070802,0.01949444,0.12740300
-4.45722861,0.39524794,0.18473000,0.06317523,0.08920650,0.00072976,0.01837433,0.13206442
-4.45122561,0.39916972,0.18864279,0.06329680,0.08322089,0.00075656,0.01756825,0.13795657
-4.44522261,0.40682015,0.19389139,0.06398356,0.07831318,0.00078779,0.01706263,0.14496160
-4.43921961,0.41782115,0.20027248,0.06516900,0.07439845,0.00082270,0.01684527,0.15294406
-4.43321661,0.43176226,0.20756487,0.06677993,0.07138190,0.00086052,0.01690607,0.16175421
-4.42721361,0.44821624,0.21553707,0.06873903,0.06916329,0.00090048,0.01723780,0.17123184
-4.42121061,0.46675508,0.22395513,0.07096741,0.06764120,0.00094182,0.01783671,0.18121049
-4.41520760,0.48696625,0.23259055,0.07338721,0.06671709,0.00098384,0.01870308,0.19152200
-4.40920460,0.50846822,0.24122807,0.07592414,0.06629887,0.00102594,0.01984153,0.20200116
-4.40320160,0.53092502,0.24967303,0.07850982,0.06630405,0.00106763,0.02126127,0.21249033
-4.39719860,0.55405904,0.25775792,0.08108394,0.06666226,0.00110858,0.02297603,0.22284397
-4.39119560,0.57766142,0.26534799,0.08359602,0.06731722,0.00114862,0.02500372,0.23293266
-4.38519260,0.60159975,0.27234554,0.08600684,0.06822793,0.00118778,0.02736595,0.24264664
-4.37918959,0.62582223,0.27869272,0.08828941,0.06936926,0.00122626,0.03008714,0.25189856
-4.37318659,0.65035816,0.28437274,0.09042935,0.07073175,0.00126446,0.03319335,0.26062535
-4.36718359,0.67531434,0.28940922,0.09242485,0.07232069,0.00130296,0.03671095,0.26878901
-4.36118059,0.70086740,0.29386382,0.09428598,0.07415463,0.00134248,0.04066495,0.27637642
-4.35517759,0.72725197,0.29783210,0.09603352,0.07626312,0.00138387,0.04507714,0.28339783
-4.34917459,0.75474516,0.30143772,0.09769720,0.07868405,0.00142809,0.04996414,0.28988437
-4.34317159,0.78364765,0.30482531,0.09931366,0.08146038,0.00147610,0.05533535,0.29588448
-4.33716858,0.81426219,0.30815219,0.10092383,0.08463672,0.00152888,0.06119097,0.30145944
-4.33116558,0.84687044,0.31157932,0.10257025,0.08825556,0.00158733,0.06752014,0.30667821
-4.32516258,0.88170901,0.31526195,0.10429415,0.09235354,0.00165224,0.07429926,0.31161186
-4.31915958,0.91894601,0.31934036,0.10613255,0.09695784,0.00172421,0.08149077,0.31632781
-4.31315658,0.95865927,0.32393113,0.10811555,0.10208283,0.00180361,0.08904226,0.32088421
-4.30715358,1.00081749,0.32911950,0.11026386,0.10772718,0.00189055,0.09688621,0.32532482
