energy_ev,total_up,Mn_p_up,Mn_d_up,N_s_up,N_p_up,Os_p_up,Os_d_up,S_s_up,S_p_up
-5.60380190,1.84896882,0.53351514,0.40078514,0.00001243,0.14620534,0.36064859,0.36829792,0.00812032,1.05130988
-5.59779890,1.80155769,0.51243005,0.39270361,0.00001028,0.14033577,0.34335286,0.36109909,0.00824294,1.02537921
-5.59179590,1.75278912,0.49113264,0.38445123,0.00000867,0.13421395,0.32573127,0.35373143,0.00830941,0.99885337
-5.58579290,1.70282747,0.46973989,0.37603973,0.00000749,0.12787827,0.30788943,0.34621899,0.00831797,0.97179304
-5.57978989,1.65184902,0.44836948,0.36747740,0.00000667,0.12137114,0.28994009,0.33858697,0.00826816,0.94425987
-5.57378689,1.60003378,0.42713534,0.35876807,0.00000616,0.11473809,0.27199982,0.33086038,0.00816079,0.91631203
-5.56778389,1.54755889,0.40614393,0.34991059,0.00000592,0.10802676,0.25418589,0.32306323,0.00799796,0.88800087
-5.56178089,1.49459406,0.38549127,0.34089893,0.00000593,0.10128582,0.23661327,0.31521813,0.00778294,0.85936891
-5.55577789,1.44129890,0.36526088,0.33172296,0.00000619,0.09456399,0.21939211,0.30734639,0.00752005,0.83044916
-5.54977489,1.38782234,0.34552251,0.32236967,0.00000668,0.08790906,0.20262543,0.29946859,0.00721454,0.80126578
-5.54377189,1.33430383,0.32633185,0.31282491,0.00000743,0.08136694,0.18640731,0.29160545,0.00687239,0.77183590
-5.53776888,1.28087600,0.30773089,0.30307542,0.00000845,0.07498085,0.17082144,0.28377904,0.00650009,0.74217248
-5.53176588,1.22766860,0.28974909,0.29311105,0.00000975,0.06879060,0.15594023,0.27601406,0.00610449,0.71228796
-5.52576288,1.17481302,0.27240505,0.28292701,0.00001137,0.06283203,0.14182420,0.26833913,0.00569252,0.68219833
-5.51975988,1.12244715,0.25570860,0.27252598,0.00001334,0.05713653,0.12852197,0.26078792,0.00527104,0.65192740
-5.51375688,1.07071990,0.23966316,0.26192000,0.00001568,0.05173083,0.11607048,0.25339993,0.00484663,0.62151099
-5.50775388,1.01979510,0.22426817,0.25113197,0.00001842,0.04663685,0.10449567,0.24622090,0.00442545,0.59100069
-5.50175088,0.96985441,0.20952150,0.24019662,0.00002160,0.04187178,0.09381343,0.23930263,0.00401307,0.56046695
-5.49574787,0.92109889,0.19542170,0.22916102,0.00002523,0.03744831,0.08403079,0.23270223,0.00361439,0.53000142
-5.48974487,0.87374905,0.18196993,0.21808450,0.00002935,0.03337492,0.07514737,0.22648081,0.00323358,0.49971830
-5.48374187,0.82804351,0.16917159,0.20703804,0.00003396,0.02965644,0.06715689,0.22070151,0.00287400,0.46975471
-5.47773887,0.78423608,0.15703758,0.19610311,0.00003907,0.02629454,0.06004884,0.21542709,0.00253823,0.44027004
-5.47173587,0.74259167,0.14558503,0.18537012,0.00004468,0.02328846,0.05381017,0.21071708,0.00222805,0.41144439
-5.46573287,0.70338113,0.13483778,0.17493653,0.00005076,0.02063563,0.04842688,0.20662479,0.00194453,0.38347619
-5.45972986,0.66687540,0.12482640,0.16490468,0.00005730,0.01833242,0.04388569,0.20319413,0.00168804,0.35657908
-5.45372686,0.63333941,0.11558781,0.15537953,0.00006424,0.01637483,0.04017540,0.20045668,0.00145835,0.33097837
-5.44772386,0.60302587,0.10716477,0.14646639,0.00007153,0.01475911,0.03728826,0.19842904,0.00125474,0.30690709
-5.44172086,0.57616967,0.09960497,0.13826868,0.00007910,0.01348238,0.03522099,0.19711070,0.00107604,0.28460185
-5.43571786,0.55298278,0.09296006,0.13088594,0.00008686,0.01254309,0.03397560,0.19648260,0.00092075,0.26429875
-5.42971486,0.53365023,0.08728444,0.12441201,0.00009471,0.01194139,0.03355996,0.19650653,0.00078714,0.24622928
-5.42371186,0.51832701,0.08263404,0.11893348,0.00010254,0.01167935,0.03398793,0.19712532,0.00067329,0.23061638
-5.41770885,0.50713621,0.07906491,0.11452845,0.00011024,0.01176106,0.03527929,0.19826405,0.00057722,0.21767075
-5.41170585,0.50016812,0.07663191,0.11126552,0.00011768,0.01219256,0.03745917,0.19983209,0.00049691,0.20758734
-5.40570285,0.49748034,0.07538715,0.10920302,0.00012473,0.01298157,0.04055723,0.20172599,0.00043038,0.20054201
-5.39969985,0.49909849,0.07537856,0.10838851,0.00013126,0.01413716,0.04460635,0.20383299,0.00037573,0.19668839
-5.39369685,0.50501757,0.07664829,0.10885830,0.00013717,0.01566914,0.04964111,0.20603513,0.00033117,0.19615484
-5.38769385,0.51520339,0.07923116,0.11063716,0.00014234,0.01758746,0.05569580,0.20821362,0.00029504,0.19904154
-5.38169085,0.52959403,0.08315299,0.11373805,0.00014668,0.01990138,0.06280233,0.21025331,0.00026585,0.20541763
-5.37568784,0.54810106,0.08842906,0.11816184,0.00015010,0.02261865,0.07098781,0.21204705,0.00024227,0.21531854
-5.36968484,0.57061036,0.09506245,0.12389706,0.00015256,0.02574461,0.08027210,0.21349972,0.00022314,0.22874336
-5.36368184,0.59698242,0.10304260,0.13091964,0.00015403,0.02928127,0.09066536,0.21453169,0.00020746,0.24565259
-5.35767884,0.62705226,0.11234399,0.13919263,0.00015449,0.03322648,0.10216560,0.21508168,0.00019441,0.26596623
-5.35167584,0.66062894,0.12292498,0.14866607,0.00015399,0.03757310,0.11475655,0.21510874,0.00018328,0.28956232
-5.34567284,0.69749489,0.13472709,0.15927685,0.00015256,0.04230840,0.12840581,0.21459340,0.00017354,0.31627627
-5.33966983,0.73740524,0.14767450,0.17094888,0.00015030,0.04741350,0.14306344,0.21353805,0.00016478,0.34590097
-5.33366683,0.78008757,0.16167415,0.18359338,0.00014732,0.05286311,0.15866104,0.21196630,0.00015667,0.37818789
-5.32766383,0.82524204,0.17661627,0.19710950,0.00014376,0.05862546,0.17511149,0.20992172,0.00014903,0.41284928
-5.32166083,0.87254246,0.19237546,0.21138528,0.00013979,0.06466239,0.19230931,0.20746591,0.00014171,0.44956149
-5.31565783,0.92163823,0.20881229,0.22629897,0.00013561,0.07092978,0.21013163,0.20467597,0.00013468,0.48796941
-5.30965483,0.97215736,0.22577548,0.24172057,0.00013141,0.07737814,0.22843987,0.20164168,0.00012794,0.52769204
-5.30365183,1.02371055,0.24310442,0.25751384,0.00012744,0.08395341,0.24708191,0.19846238,0.00012155,0.56832882
-5.29764882,1.07589611,0.26063217,0.27353840,0.00012392,0.09059796,0.26589486,0.19524381,0.00011559,0.60946679
-5.29164582,1.12830565,0.27818864,0.28965203,0.00012111,0.09725164,0.28470807,0.19209493,0.00011019,0.65068800
-5.28564282,1.18053014,0.29560383,0.30571298,0.00011927,0.10385296,0.30334648,0.18912485,0.00010548,0.69157710
-5.27963982,1.23216595,0.31271108,0.32158223,0.00011863,0.11034028,0.32163397,0.18644002,0.00010162,0.73172867
-5.27363682,1.28282065,0.32935013,0.33712545,0.00011944,0.11665294,0.33939670,0.18414156,0.00009874,0.77075384
-5.26763382,1.33211787,0.34536976,0.35221479,0.00012194,0.12273232,0.35646618,0.18232293,0.00009700,0.80828622
-5.26163082,1.37970131,0.36063006,0.36673010,0.00012635,0.12852273,0.37268205,0.18106778,0.00009654,0.84398652
-5.25562781,1.42523731,0.37500407,0.38055983,0.00013286,0.13397222,0.38789437,0.18044817,0.00009747,0.87754604
-5.24962481,1.46841602,0.38837887,0.39360138,0.00014163,0.13903311,0.40196551,0.18052290,0.00009990,0.90868868
-5.24362181,1.50895123,0.40065607,0.40576103,0.00015281,0.14366242,0.41477140,0.18133620,0.00010392,0.93717173
-5.23761881,1.54657892,0.41175170,0.41695349,0.00016649,0.14782209,0.42620244,0.18291658,0.00010958,0.96278544
-5.23161581,1.58105494,0.42159565,0.42710113,0.00018273,0.15147903,0.43616383,0.18527603,0.00011692,0.98535159
-5.22561281,1.61215214,0.43013072,0.43613315,0.00020152,0.15460516,0.44457568,0.18840943,0.00012594,1.00472151
-5.21960980,1.63965759,0.43731143,0.44398465,0.00022284,0.15717720,0.45137280,0.19229436,0.00013659,1.02077363
-5.21360680,1.66337030,0.44310282,0.45059595,0.00024657,0.15917664,0.45650440,0.19689137,0.00014881,1.03341118
-5.20760380,1.68310009,0.44747925,0.45591223,0.00027257,0.16058959,0.45993381,0.20214463,0.00016251,1.04256021
-5.20160080,1.69866805,0.45042353,0.45988350,0.00030062,0.16140673,0.46163824,0.20798325,0.00017754,1.04816833
-5.19559780,1.70990893,0.45192629,0.46246529,0.00033047,0.16162334,0.46160882,0.21432317,0.00019375,1.05020432
-5.18959480,1.71667571,0.45198591,0.46361973,0.00036180,0.16123947,0.45985080,0.22106969,0.00021092,1.04865884
-5.18359180,1.71884636,0.45060882,0.46331736,0.00039426,0.16026016,0.45638399,0.22812071,0.00022886,1.04354607
-5.17758879,1.71633263,0.44781033,0.46153930,0.00042748,0.15869576,0.45124347,0.23537059,0.00024731,1.03490648
-5.17158579,1.70909044,0.44361590,0.45827996,0.00046103,0.15656239,0.44448037,0.24271455,0.00026603,1.02281022
-5.16558279,1.69713136,0.43806264,0.45354982,0.00049451,0.15388226,0.43616273,0.25005352,0.00028476,1.00736102
-5.15957979,1.68053440,0.43120107,0.44737835,0.00052751,0.15068415,0.42637630,0.25729927,0.00030325,0.98870014
-5.15357679,1.65945735,0.42309685,0.43981662,0.00055964,0.14700367,0.41522506,0.26437957,0.00032125,0.96700995
-5.14757379,1.63414660,0.41383229,0.43093953,0.00059055,0.14288343,0.40283139,0.27124312,0.00033854,0.94251675
-5.14157079,1.60494473,0.40350762,0.42084736,0.00061994,0.13837301,0.38933579,0.27786403,0.00035493,0.91549235
-5.13556778,1.57229489,0.39224157,0.40966641,0.00064757,0.13352872,0.37489592,0.28424558,0.00037026,0.88625404
-5.12956478,1.53674136,0.38017138,0.39754868,0.00067329,0.12841303,0.35968503,0.29042284,0.00038442,0.85516275
-5.12356178,1.49892567,0.36745197,0.38467036,0.00069704,0.12309377,0.34388964,0.29646407,0.00039735,0.82261913
-5.11755878,1.45957799,0.35425420,0.37122919,0.00071883,0.11764305,0.32770651,0.30247064,0.00040903,0.78905753
-5.11155578,1.41950381,0.34076234,0.35744065,0.00073879,0.11213588,0.31133896,0.30857528,0.00041949,0.75493804
-5.10555278,1.37956597,0.32717061,0.34353316,0.00075713,0.10664858,0.29499267,0.31493857,0.00042883,0.72073663
-5.09954977,1.34066263,0.31367900,0.32974228,0.00077415,0.10125702,0.27887108,0.32174387,0.00043718,0.68693384
-5.09354677,1.30370183,0.30048848,0.31630434,0.00079022,0.09603477,0.26317045,0.32919050,0.00044471,0.65400245
-5.08754377,1.26957357,0.28779573,0.30344955,0.00080578,0.09105113,0.24807504,0.33748561,0.00045163,0.62239454
-5.08154077,1.23912055,0.27578770,0.29139503,0.00082127,0.08636932,0.23375230,0.34683491,0.00045816,0.59252859
-5.07553777,1.21310868,0.26463612,0.28033793,0.00083720,0.08204470,0.22034853,0.35743256,0.00046454,0.56477709
-5.06953477,1.19219873,0.25449225,0.27044904,0.00085403,0.07812321,0.20798502,0.36945084,0.00047099,0.53945529
-5.06353177,1.17692032,0.24548210,0.26186710,0.00087222,0.07464006,0.19675499,0.38302978,0.00047773,0.51681163
-5.05752876,1.16764943,0.23770236,0.25469410,0.00089214,0.07161882,0.18672131,0.39826747,0.00048494,0.49702014
-5.05152576,1.16459049,0.23121713,0.24899174,0.00091410,0.06907073,0.17791525,0.41521137,0.00049276,0.48017529
-5.04552276,1.16776391,0.22605573,0.24477922,0.00093831,0.06699454,0.17033624,0.43385116,0.00050128,0.46628958
-5.03951976,1.17699980,0.22221154,0.24203253,0.00096486,0.06537667,0.16395263,0.45411349,0.00051054,0.45529376
-5.03351676,1.19193806,0.21964213,0.24068508,0.00099372,0.06419180,0.15870351,0.47585891,0.00052050,0.44703998
-5.02751376,1.21203518,0.21827046,0.24062990,0.00102471,0.06340383,0.15450140,0.49888131,0.00053107,0.44130748
-5.02151076,1.23657746,0.21798728,0.24172311,0.00105753,0.06296717,0.15123579,0.52290984,0.00054209,0.43781076
-5.01550775,1.26470029,0.21865456,0.24378862,0.00109174,0.06282829,0.14877739,0.54761354,0.00055336,0.43620988
-5.00950475,1.29541270,0.22010983,0.24662393,0.00112678,0.06292759,0.14698278,0.57260834,0.00056459,0.43612230
-5.00350175,1.32762650,0.22217130,0.25000660,0.00116200,0.06320133,0.14569949,0.59746637,0.00057549,0.43713607
-4.99749875,1.36018861,0.22464349,0.25370140,0.00119665,0.06358365,0.14477112,0.62172723,0.00058571,0.43882355
-4.99149575,1.39191570,0.22732325,0.25746770,0.00122993,0.06400866,0.14404245,0.64491074,0.00059491,0.44075541
-4.98549275,1.42162962,0.23000590,0.26106684,0.00126100,0.06441241,0.14336419,0.66653080,0.00060272,0.44251408
-4.97948974,1.44819241,0.23249123,0.26426930,0.00128902,0.06473475,0.14259744,0.68610976,0.00060879,0.44370648
-4.97348674,1.47053965,0.23458930,0.26686138,0.00131318,0.06492097,0.14161747,0.70319276,0.00061282,0.44397535
-4.96748374,1.48771091,0.23612563,0.26865108,0.00133270,0.06492323,0.14031683,0.71736153,0.00061451,0.44300883
-4.96148074,1.49887631,0.23694583,0.26947321,0.00134690,0.06470164,0.13860775,0.72824708,0.00061363,0.44054823
-4.95547774,1.50335831,0.23691939,0.26919332,0.00135519,0.06422510,0.13642363,0.73554087,0.00061001,0.43639344
-4.94947474,1.50064813,0.23594259,0.26771058,0.00135711,0.06347177,0.13371975,0.73900396,0.00060353,0.43040620
-4.94347174,1.49041626,0.23394045,0.26495940,0.00135231,0.06242919,0.13047321,0.73847394,0.00059415,0.42251102
-4.93746873,1.47251707,0.23086772,0.26090993,0.00134061,0.06109413,0.12668201,0.73386936,0.00058190,0.41269401
-4.93146573,1.44698742,0.22670886,0.25556727,0.00132198,0.05947214,0.12236359,0.72519149,0.00056686,0.40099963
-4.92546273,1.41403965,0.22147718,0.24896978,0.00129652,0.05757679,0.11755274,0.71252350,0.00054919,0.38752568
-4.91945973,1.37404937,0.21521303,0.24118628,0.00126448,0.05542880,0.11229905,0.69602714,0.00052910,0.37241696
-4.91345673,1.32753881,0.20798136,0.23231254,0.00122626,0.05305489,0.10666414,0.67593698,0.00050686,0.35585767
-4.90745373,1.27515647,0.19986859,0.22246710,0.00118236,0.05048659,0.10071859,0.65255268,0.00048276,0.33806317
-4.90145073,1.21765392,0.19097909,0.21178667,0.00113341,0.04775897,0.09453898,0.62622953,0.00045713,0.31927128
-4.89544772,1.15586087,0.18143124,0.20042124,0.00108008,0.04490936,0.08820487,0.59736757,0.00043032,0.29973365
-4.88944472,1.09065930,0.17135343,0.18852914,0.00102316,0.04197608,0.08179606,0.56639995,0.00040269,0.27970729
-4.88344172,1.02295766,0.16087993,0.17627221,0.00096342,0.03899729,0.07539004,0.53378077,0.00037460,0.25944677
-4.87743872,0.95366605,0.15014698,0.16381122,0.00090170,0.03600995,0.06905986,0.49997292,0.00034638,0.23919719
-4.87143572,0.88367313,0.13928907,0.15130170,0.00083881,0.03304884,0.06287234,0.46543633,0.00031836,0.21918815
-4.86543272,0.81382535,0.12843553,0.13889028,0.00077553,0.03014586,0.05688668,0.43061709,0.00029086,0.19962877
-4.85942971,0.74490910,0.11770761,0.12671161,0.00071261,0.02732941,0.05115356,0.39593754,0.00026412,0.18070392
-4.85342671,0.67763619,0.10721607,0.11488594,0.00065075,0.02462398,0.04571450,0.36178792,0.00023839,0.16257163
-4.84742371,0.61263266,0.09705919,0.10351738,0.00059056,0.02204989,0.04060175,0.32851939,0.00021386,0.14536161
-4.84142071,0.55043124,0.08732147,0.09269276,0.00053260,0.01962321,0.03583843,0.29643892,0.00019069,0.12917482
-4.83541771,0.49146722,0.07807277,0.08248123,0.00047730,0.01735577,0.03143891,0.26580581,0.00016899,0.11408400
-4.82941471,0.43607759,0.06936801,0.07293431,0.00042505,0.01525541,0.02740954,0.23682988,0.00014885,0.10013505
-4.82341171,0.38450311,0.06124733,0.06408655,0.00037612,0.01332614,0.02374942,0.20967133,0.00013030,0.08734895
-4.81740870,0.33689301,0.05373670,0.05595660,0.00033070,0.01156861,0.02045139,0.18444205,0.00011337,0.07572430
-4.81140570,0.29331177,0.04684881,0.04854859,0.00028891,0.00998044,0.01750301,0.16120814,0.00009803,0.06524017
-4.80540270,0.25374755,0.04058434,0.04185384,0.00025077,0.00855669,0.01488759,0.13999354,0.00008424,0.05585915
-4.79939970,0.21812187,0.03493335,0.03585265,0.00021627,0.00729033,0.01258521,0.12078445,0.00007194,0.04753042
-4.79339670,0.18629989,0.02987686,0.03051623,0.00018530,0.00617269,0.01057365,0.10353427,0.00006106,0.04019290
-4.78739370,0.15810110,0.02538845,0.02580865,0.00015774,0.00519390,0.00882928,0.08816892,0.00005150,0.03377810
-4.78139070,0.13330975,0.02143590,0.02168869,0.00013340,0.00434327,0.00732781,0.07459225,0.00004316,0.02821290
-4.77538769,0.11168494,0.01798278,0.01811161,0.00011207,0.00360973,0.00604500,0.06269132,0.00003595,0.02342195
-4.76938469,0.09296992,0.01498989,0.01503074,0.00009353,0.00298210,0.00495715,0.05234146,0.00002975,0.01932980
-4.76338169,0.07690052,0.01241660,0.01239894,0.00007755,0.00244939,0.00404163,0.04341088,0.00002447,0.01586275
-4.75737869,0.06321246,0.01022209,0.01016981,0.00006386,0.00200103,0.00327715,0.03576484,0.00002000,0.01295032
-4.75137569,0.05164762,0.00836629,0.00829873,0.00005225,0.00162706,0.00264403,0.02926917,0.00001624,0.01052643
-4.74537269,0.04195906,0.00681078,0.00674368,0.00004246,0.00131827,0.00212442,0.02379328,0.00001310,0.00853029
-4.73936968,0.03391501,0.00551941,0.00546590,0.00003427,0.00106630,0.00170229,0.01921252,0.00001050,0.00690704
-4.73336668,0.02730177,0.00445886,0.00443033,0.00002747,0.00086370,0.00136355,0.01540994,0.00000836,0.00560817
-4.72736368,0.02192567,0.00359894,0.00360594,0.00002188,0.00070400,0.00109598,0.01227756,0.00000662,0.00459173
-4.72136068,0.01761419,0.00291282,0.00296590,0.00001730,0.00058167,0.00088920,0.00971711,0.00000520,0.00382241
-4.71535768,0.01421638,0.00237716,0.00248766,0.00001359,0.00049216,0.00073456,0.00764038,0.00000406,0.00327147
-4.70935468,0.01160270,0.00197211,0.00215289,0.00001061,0.00043185,0.00062510,0.00596921,0.00000315,0.00291661
-4.70335168,0.00966437,0.00168123,0.00194744,0.00000822,0.00039805,0.00055536,0.00463518,0.00000243,0.00274175
-4.69734867,0.00831242,0.00149137,0.00186115,0.00000632,0.00038892,0.00052133,0.00357911,0.00000186,0.00273674
-4.69134567,0.00747637,0.00139249,0.00188766,0.00000483,0.00040343,0.00052029,0.00275040,0.00000142,0.00289704
-4.68534267,0.00710285,0.00137746,0.00202415,0.00000367,0.00044131,0.00055071,0.00210627,0.00000107,0.00322338
-4.67933967,0.00715400,0.00144180,0.00227110,0.00000277,0.00050302,0.00061212,0.00161094,0.00000080,0.00372131
-4.67333667,0.00760578,0.00158340,0.00263196,0.00000207,0.00058960,0.00070496,0.00123482,0.00000060,0.00440076
-4.66733367,0.00844628,0.00180228,0.00311276,0.00000154,0.00070268,0.00083052,0.00095370,0.00000044,0.00527553
-4.66133067,0.00967388,0.00210023,0.00372177,0.00000114,0.00084435,0.00099072,0.00074798,0.00000033,0.00636262
-4.65532766,0.01129543,0.00248050,0.00446901,0.00000083,0.00101705,0.00118806,0.00060199,0.00000024,0.00768162
-4.64932466,0.01332434,0.00294747,0.00536577,0.00000061,0.00122350,0.00142539,0.00050331,0.00000017,0.00925384
-4.64332166,0.01577860,0.00350623,0.00642404,0.00000044,0.00146653,0.00170579,0.00044221,0.00000012,0.01110145
