energy_ev,total_up,N_s_up,N_p_up,Ni_p_up,Ni_d_up,Se_s_up,Se_p_up,Y_p_up,Y_d_up
-5.86793397,1.60094230,0.00632893,0.05748682,0.76645701,0.58130135,0.00967924,1.04337896,0.27392831,0.13632962
-5.86193097,1.64070624,0.00644507,0.05822795,0.77439714,0.60970628,0.00977685,1.06557200,0.27907226,0.13861626
-5.85592796,1.67829381,0.00652726,0.05884076,0.77967154,0.63936341,0.00982860,1.08583244,0.28304789,0.14075005
-5.84992496,1.71409850,0.00657466,0.05933574,0.78243610,0.67047450,0.00983372,1.10441419,0.28588586,0.14276736
-5.84392196,1.74865553,0.00658767,0.05972597,0.78292895,0.70327715,0.00979291,1.12166997,0.28765965,0.14471099
-5.83791896,1.78262625,0.00656793,0.06002672,0.78146560,0.73803569,0.00970831,1.13804184,0.28848394,0.14662889
-5.83191596,1.81677682,0.00651831,0.06025489,0.77843109,0.77503018,0.00958344,1.15404799,0.28851149,0.14857259
-5.82591296,1.85195195,0.00644277,0.06042848,0.77426943,0.81454375,0.00942306,1.17026597,0.28792847,0.15059544
-5.81990995,1.88904448,0.00634626,0.06056591,0.76947068,0.85684867,0.00923304,1.18731312,0.28694847,0.15275072
-5.81390695,1.92896203,0.00623458,0.06068537,0.76455616,0.90219187,0.00902016,1.20582496,0.28580542,0.15508972
-5.80790395,1.97259213,0.00611415,0.06080413,0.76006240,0.95078030,0.00879186,1.22643223,0.28474564,0.15765975
-5.80190095,2.02076731,0.00599184,0.06093801,0.75652447,1.00276688,0.00855608,1.24973783,0.28401940,0.16050244
-5.79589795,2.07423166,0.00587469,0.06110077,0.75445939,1.05823764,0.00832097,1.27629441,0.28387236,0.16365219
-5.78989495,2.13361050,0.00576972,0.06130369,0.75435044,1.11720074,0.00809468,1.30658391,0.28453708,0.16713489
-5.78389195,2.19938446,0.00568366,0.06155533,0.75663276,1.17957798,0.00788514,1.34099959,0.28622523,0.17096711
-5.77788894,2.27186921,0.00562271,0.06186128,0.76168117,1.24519915,0.00769986,1.37983176,0.28912046,0.17515566
-5.77188594,2.35120177,0.00559235,0.06222424,0.76980035,1.31379978,0.00754577,1.42325746,0.29337257,0.17969766
-5.76588294,2.43733393,0.00559713,0.06264409,0.78121789,1.38502243,0.00742910,1.47133482,0.29909288,0.18458103
-5.75987994,2.53003314,0.00564052,0.06311820,0.79608042,1.45842155,0.00735525,1.52400200,0.30635118,0.18978540
-5.75387694,2.62889055,0.00572479,0.06364180,0.81445271,1.53347188,0.00732875,1.58108083,0.31517416,0.19528344
-5.74787394,2.73333574,0.00585088,0.06420847,0.83631966,1.60958005,0.00735326,1.64228479,0.32554548,0.20104246
-5.74187094,2.84265732,0.00601844,0.06481070,0.86159099,1.68609898,0.00743154,1.70723074,0.33740731,0.20702619
-5.73586793,2.95602812,0.00622576,0.06544038,0.89010819,1.76234437,0.00756550,1.77545380,0.35066322,0.21319665
-5.72986493,3.07253360,0.00646987,0.06608940,0.92165311,1.83761263,0.00775629,1.84642440,0.36518227,0.21951602
-5.72386193,3.19120192,0.00674658,0.06675012,0.95595790,1.91119953,0.00800433,1.91956655,0.38080409,0.22594825
-5.71785893,3.31103410,0.00705070,0.06741577,0.99271546,1.98241846,0.00830943,1.99427644,0.39734449,0.23246053
-5.71185593,3.43103255,0.00737611,0.06808072,1.03159003,2.05061778,0.00867083,2.06994019,0.41460167,0.23902422
-5.70585293,3.55022677,0.00771603,0.06874070,1.07222718,2.11519613,0.00908731,2.14595001,0.43236235,0.24561554
-5.69984992,3.66769468,0.00806318,0.06939281,1.11426291,2.17561537,0.00955724,2.22171792,0.45040784,0.25221557
-5.69384692,3.78257889,0.00841006,0.07003540,1.15733135,2.23141030,0.01007862,2.29668640,0.46851967,0.25880988
-5.68784392,3.89409724,0.00874915,0.07066786,1.20107090,2.28219492,0.01064910,2.37033566,0.48648458,0.26538764
-5.68184092,4.00154733,0.00907317,0.07129030,1.24512847,2.32766510,0.01126601,2.44218731,0.50409873,0.27194028
-5.67583792,4.10430532,0.00937524,0.07190313,1.28916213,2.36759759,0.01192631,2.51180456,0.52117100,0.27845989
-5.66983492,4.20181954,0.00964913,0.07250660,1.33284195,2.40184573,0.01262657,2.57878921,0.53752542,0.28493726
-5.66383192,4.29359979,0.00988937,0.07310033,1.37584947,2.43033218,0.01336294,2.64277608,0.55300254,0.29135998
-5.65782891,4.37920344,0.01009141,0.07368289,1.41787600,2.45303937,0.01413107,2.70342545,0.56746003,0.29771048
-5.65182591,4.45821987,0.01025169,0.07425139,1.45862020,2.46999838,0.01492606,2.76041436,0.58077248,0.30396427
-5.64582291,4.53025454,0.01036767,0.07480117,1.49778535,2.48127698,0.01574241,2.81342773,0.59283059,0.31008858
-5.63981991,4.59491413,0.01043789,0.07532569,1.53507674,2.48696774,0.01657398,2.86215005,0.60353990,0.31604132
-5.63381691,4.65179428,0.01046184,0.07581639,1.57019947,2.48717687,0.01741393,2.90625861,0.61281932,0.32177069
-5.62781391,4.70047085,0.01044000,0.07626282,1.60285728,2.48201475,0.01825476,2.94541873,0.62059951,0.32721532
-5.62181091,4.74049563,0.01037365,0.07665283,1.63275233,2.47158829,0.01908830,2.97928178,0.62682147,0.33230502
-5.61580790,4.77139707,0.01026480,0.07697293,1.65958640,2.45599599,0.01990578,3.00748612,0.63143527,0.33696213
-5.60980490,4.79268605,0.01011605,0.07720869,1.68306340,2.43532557,0.02069791,3.02966105,0.63439923,0.34110345
-5.60380190,4.80386651,0.00993043,0.07734529,1.70289310,2.40965431,0.02145498,3.04543374,0.63567948,0.34464257
-5.59779890,4.80445037,0.00971130,0.07736799,1.71879618,2.37905193,0.02216706,3.05443865,0.63524994,0.34749254
-5.59179590,4.79397575,0.00946218,0.07726278,1.73050997,2.34358566,0.02282411,3.05632899,0.63309283,0.34956879
-5.58579290,4.77202739,0.00918665,0.07701684,1.73779491,2.30332692,0.02341625,3.05078950,0.62919938,0.35079201
-5.57978989,4.73825808,0.00888826,0.07661902,1.74044114,2.25835911,0.02393392,3.03754971,0.62357100,0.35109103
-5.57378689,4.69240959,0.00857044,0.07606028,1.73827498,2.20878585,0.02436814,3.01639700,0.61622042,0.35040535
-5.56778389,4.63433198,0.00823645,0.07533392,1.73116487,2.15473896,0.02471074,2.98718863,0.60717296,0.34868740
-5.56178089,4.56400001,0.00788936,0.07443583,1.71902646,2.09638563,0.02495456,2.94986199,0.59646762,0.34590430
-5.55577789,4.48152585,0.00753201,0.07336452,1.70182662,2.03393422,0.02509369,2.90444259,0.58415798,0.34203903
-5.54977489,4.38716721,0.00716702,0.07212109,1.67958618,1.96763827,0.02512360,2.85104936,0.57031271,0.33709116
-5.54377189,4.28133069,0.00679683,0.07070913,1.65238126,1.89779846,0.02504135,2.78989702,0.55501570,0.33107689
-5.53776888,4.16457020,0.00642367,0.06913451,1.62034322,1.82476240,0.02484566,2.72129542,0.53836570,0.32402860
-5.53176588,4.03758049,0.00604966,0.06740512,1.58365729,1.74892215,0.02453701,2.64564617,0.52047549,0.31599393
-5.52576288,3.90118655,0.00567676,0.06553058,1.54255997,1.67070986,0.02411762,2.56343648,0.50147062,0.30703444
-5.51975988,3.75632918,0.00530685,0.06352194,1.49733540,1.59059146,0.02359148,2.47523097,0.48148771,0.29722391
-5.51375688,3.60404775,0.00494171,0.06139142,1.44831082,1.50905910,0.02296422,2.38166163,0.46067243,0.28664648
-5.50775388,3.44546085,0.00458306,0.05915213,1.39585152,1.42662242,0.02224304,2.28341653,0.43917725,0.27539466
-5.50175088,3.28174576,0.00423255,0.05681788,1.34035520,1.34379931,0.02143652,2.18122773,0.41715899,0.26356723
-5.49574787,3.11411752,0.00389176,0.05440296,1.28224611,1.26110655,0.02055444,2.07585891,0.39477637,0.25126726
-5.48974487,2.94380833,0.00356216,0.05192208,1.22196910,1.17905058,0.01960753,1.96809303,0.37218754,0.23860020
-5.48374187,2.77204787,0.00324514,0.04939024,1.15998361,1.09811898,0.01860725,1.85872040,0.34954773,0.22567215
-5.47773887,2.60004502,0.00294195,0.04682270,1.09675768,1.01877273,0.01756551,1.74852742,0.32700709,0.21258825
-5.47173587,2.42897129,0.00265369,0.04423496,1.03276223,0.94143967,0.01649442,1.63828612,0.30470876,0.19945131
-5.46573287,2.25994622,0.00238130,0.04164274,0.96846531,0.86650904,0.01540601,1.52874462,0.28278711,0.18636064
-5.45972986,2.09402483,0.00212551,0.03906197,0.90432667,0.79432748,0.01431199,1.42061863,0.26136639,0.17341107
-5.45372686,1.93218709,0.00188686,0.03650879,0.84079248,0.72519624,0.01322354,1.31458391,0.24055951,0.16069211
-5.44772386,1.77532947,0.00166567,0.03399948,0.77829033,0.65936971,0.01215107,1.21126979,0.22046720,0.14828728
-5.44172086,1.62425847,0.00146205,0.03155043,0.71722455,0.59705504,0.01110408,1.11125370,0.20117736,0.13627362
-5.43571786,1.47968594,0.00127589,0.02917803,0.65797184,0.53841294,0.01009100,1.01505666,0.18276468,0.12472130
-5.42971486,1.34222630,0.00110689,0.02689855,0.60087745,0.48355931,0.00911911,0.92313989,0.16529053,0.11369332
-5.42371186,1.21239536,0.00095457,0.02472807,0.54625184,0.43256773,0.00819447,0.83590235,0.14880298,0.10324531
-5.41770885,1.09061086,0.00081826,0.02268224,0.49436802,0.38547249,0.00732190,0.75367939,0.13333707,0.09342551
-5.41170585,0.97719444,0.00069718,0.02077619,0.44545963,0.34227226,0.00650497,0.67674250,0.11891526,0.08427469
-5.40570285,0.87237512,0.00059043,0.01902437,0.39971979,0.30293395,0.00574608,0.60530003,0.10554808,0.07582634
-5.39969985,0.77629406,0.00049704,0.01744035,0.35730085,0.26739695,0.00504647,0.53949906,0.09323484,0.06810674
-5.39369685,0.68901057,0.00041599,0.01603672,0.31831492,0.23557741,0.00440639,0.47942823,0.08196462,0.06113529
-5.38769385,0.61050905,0.00034622,0.01482493,0.28283539,0.20737251,0.00382513,0.42512149,0.07171726,0.05492474
-5.38169085,0.54070676,0.00028669,0.01381517,0.25089902,0.18266464,0.00330117,0.37656265,0.06246455,0.04948165
-5.37568784,0.47946218,0.00023639,0.01301628,0.22250889,0.16132540,0.00283235,0.33369055,0.05417142,0.04480670
-5.36968484,0.42658362,0.00019434,0.01243561,0.19763777,0.14321926,0.00241593,0.29640469,0.04679726,0.04089516
-5.36368184,0.38183782,0.00015967,0.01207898,0.17623191,0.12820690,0.00204877,0.26457109,0.04029723,0.03773729
-5.35767884,0.34495834,0.00013153,0.01195055,0.15821507,0.11614805,0.00172741,0.23802820,0.03462353,0.03531878
-5.35167584,0.31565331,0.00010921,0.01205276,0.14349248,0.10690387,0.00144824,0.21659250,0.02972668,0.03362111
-5.34567284,0.29361239,0.00009208,0.01238622,0.13195475,0.10033883,0.00120755,0.20006379,0.02555670,0.03262190
-5.33966983,0.27851279,0.00007962,0.01294967,0.12348144,0.09632193,0.00100166,0.18822981,0.02206418,0.03229521
-5.33366683,0.27002404,0.00007140,0.01373985,0.11794415,0.09472750,0.00082694,0.18087020,0.01920120,0.03261177
-5.32766383,0.26781156,0.00006711,0.01475148,0.11520914,0.09543531,0.00067996,0.17775953,0.01692218,0.03353923
-5.32166083,0.27153903,0.00006654,0.01597717,0.11513929,0.09833028,0.00055746,0.17866952,0.01518440,0.03504228
-5.31565783,0.28086945,0.00006957,0.01740741,0.11759542,0.10330166,0.00045642,0.18337037,0.01394848,0.03708286
-5.30965483,0.29546521,0.00007618,0.01903058,0.12243705,0.11024189,0.00037406,0.19163124,0.01317861,0.03962031
-5.30365183,0.31498716,0.00008643,0.02083299,0.12952251,0.11904508,0.00030792,0.20322001,0.01284259,0.04261155
-5.29764882,0.33909307,0.00010045,0.02279901,0.13870857,0.12960533,0.00025576,0.21790246,0.01291168,0.04601131
-5.29164582,0.36743552,0.00011844,0.02491121,0.14984968,0.14181496,0.00021564,0.23544103,0.01336032,0.04977246
-5.28564282,0.39965963,0.00014063,0.02715062,0.16279695,0.15556265,0.00018588,0.25559327,0.01416570,0.05384633
-5.27963982,0.43540087,0.00016730,0.02949703,0.17739685,0.17073179,0.00016504,0.27811024,0.01530719,0.05818322
-5.27363682,0.47428312,0.00019873,0.03192936,0.19349008,0.18719892,0.00015189,0.30273508,0.01676570,0.06273291
-5.26763382,0.51591720,0.00023522,0.03442612,0.21091036,0.20483248,0.00014543,0.32920177,0.01852296,0.06744530
-5.26163082,0.55990021,0.00027701,0.03696582,0.22948358,0.22349195,0.00014482,0.35723439,0.02056076,0.07227110
-5.25562781,0.60581551,0.00032433,0.03952756,0.24902718,0.24302732,0.00014939,0.38654689,0.02286028,0.07716257
-5.24962481,0.65323381,0.00037731,0.04209152,0.26935001,0.26327907,0.00015860,0.41684350,0.02540135,0.08207427
-5.24362181,0.70171504,0.00043603,0.04463943,0.29025264,0.28407857,0.00017200,0.44781988,0.02816183,0.08696379
-5.23761881,0.75081126,0.00050042,0.04715513,0.31152817,0.30524900,0.00018926,0.47916492,0.03111709,0.09179248
-5.23161581,0.80007044,0.00057031,0.04962493,0.33296367,0.32660671,0.00021011,0.51056332,0.03423961,0.09652604
-5.22561281,0.84904098,0.00064536,0.05203797,0.35434200,0.34796303,0.00023432,0.54169875,0.03749873,0.10113505
-5.21960980,0.89727694,0.00072510,0.05438644,0.37544426,0.36912644,0.00026169,0.57225763,0.04086057,0.10559531
-5.21360680,0.94434373,0.00080887,0.05666572,0.39605259,0.38990513,0.00029206,0.60193335,0.04428808,0.10988809
-5.20760380,0.98982417,0.00089587,0.05887436,0.41595340,0.41010979,0.00032523,0.63043088,0.04774136,0.11400016
-5.20160080,1.03332454,0.00098512,0.06101393,0.43494083,0.42955660,0.00036105,0.65747145,0.05117810,0.11792361
-5.19559780,1.07448069,0.00107549,0.06308878,0.45282034,0.44807033,0.00039929,0.68279740,0.05455416,0.12165560
-5.18959480,1.11296378,0.00116573,0.06510557,0.46941240,0.46548743,0.00043975,0.70617681,0.05782442,0.12519783
-5.18359180,1.14848548,0.00125447,0.06707286,0.48455606,0.48165908,0.00048214,0.72740778,0.06094363,0.12855593
-5.17758879,1.18080264,0.00134027,0.06900045,0.49811226,0.49645401,0.00052619,0.74632231,0.06386748,0.13173875
-5.17158579,1.20972097,0.00142167,0.07089874,0.50996682,0.50976110,0.00057154,0.76278947,0.06655364,0.13475747
-5.16558279,1.23509788,0.00149717,0.07277807,0.52003293,0.52149163,0.00061783,0.77671790,0.06896293,0.13762475
-5.15957979,1.25684416,0.00156537,0.07464804,0.52825308,0.53158106,0.00066463,0.78805727,0.07106041,0.14035384
-5.15357679,1.27492456,0.00162491,0.07651688,0.53460030,0.53999038,0.00071150,0.79679898,0.07281640,0.14295770
-5.14757379,1.28935728,0.00167461,0.07839087,0.53907864,0.54670688,0.00075796,0.80297568,0.07420751,0.14544818
-5.14157079,1.30021219,0.00171344,0.08027386,0.54172290,0.55174440,0.00080351,0.80665989,0.07521740,0.14783532
-5.13556778,1.30760811,0.00174058,0.08216701,0.54259760,0.55514299,0.00084767,0.80796162,0.07583748,0.15012680
-5.12956478,1.31170906,0.00175545,0.08406848,0.54179515,0.55696799,0.00088992,0.80702510,0.07606734,0.15232744
-5.12356178,1.31271971,0.00175773,0.08597351,0.53943339,0.55730862,0.00092980,0.80402474,0.07591497,0.15443902
-5.11755878,1.31088021,0.00174738,0.08787447,0.53565249,0.55627605,0.00096687,0.79916049,0.07539677,0.15646015
-5.11155578,1.30646050,0.00172461,0.08976117,0.53061136,0.55400105,0.00100074,0.79265271,0.07453732,0.15838643
-5.10555278,1.29975444,0.00168992,0.09162126,0.52448376,0.55063134,0.00103112,0.78473684,0.07336884,0.16021069
-5.09954977,1.29107384,0.00164403,0.09344078,0.51745415,0.54632860,0.00105779,0.77565797,0.07193054,0.16192348
-5.09354677,1.28074262,0.00158790,0.09520480,0.50971348,0.54126539,0.00108064,0.76566556,0.07026768,0.16351363
-5.08754377,1.26909127,0.00152268,0.09689808,0.50145518,0.53562189,0.00109971,0.75500852,0.06843050,0.16496896
-5.08154077,1.25645174,0.00144965,0.09850574,0.49287118,0.52958272,0.00111516,0.74393063,0.06647301,0.16627703
-5.07553777,1.24315272,0.00137021,0.10001399,0.48414845,0.52333376,0.00112732,0.73266666,0.06445165,0.16742595
-5.06953477,1.22951560,0.00128582,0.10141066,0.47546582,0.51705911,0.00113668,0.72143905,0.06242397,0.16840511
-5.06353177,1.21585079,0.00119796,0.10268574,0.46699138,0.51093823,0.00114389,0.71045529,0.06044719,0.16920588
-5.05752876,1.20245472,0.00110810,0.10383175,0.45888031,0.50514331,0.00114978,0.69990599,0.05857686,0.16982224
-5.05152576,1.18960706,0.00101761,0.10484395,0.45127332,0.49983684,0.00115531,0.68996356,0.05686560,0.17025120
-5.04552276,1.17756852,0.00092780,0.10572037,0.44429546,0.49516946,0.00116161,0.68078145,0.05536184,0.17049309
-5.03951976,1.16657880,0.00083985,0.10646174,0.43805554,0.49127812,0.00116989,0.67249384,0.05410885,0.17055164
-5.03351676,1.15685477,0.00075477,0.10707121,0.43264581,0.48828444,0.00118148,0.66521580,0.05314375,0.17043391
-5.02751376,1.14858891,0.00067344,0.10755395,0.42814210,0.48629344,0.00119776,0.65904358,0.05249684,0.17014999
-5.02151076,1.14194786,0.00059655,0.10791666,0.42460418,0.48539255,0.00122011,0.65405524,0.05219108,0.16971257
-5.01550775,1.13707112,0.00052465,0.10816700,0.42207634,0.48565091,0.00124987,0.65031131,0.05224171,0.16913638
-5.00950475,1.13407002,0.00045811,0.10831305,0.42058819,0.48711903,0.00128832,0.64785553,0.05265621,0.16843751
-5.00350175,1.13302693,0.00039713,0.10836269,0.42015550,0.48982871,0.00133658,0.64671560,0.05343430,0.16763276
-4.99749875,1.13399483,0.00034179,0.10832320,0.42078121,0.49379339,0.00139561,0.64690402,0.05456828,0.16673892
-4.99149575,1.13699731,0.00029206,0.10820083,0.42245636,0.49900864,0.00146612,0.64841877,0.05604342,0.16577216
-4.98549275,1.14202897,0.00024777,0.10800061,0.42516111,0.50545313,0.00154854,0.65124410,0.05783864,0.16474755
-4.97948974,1.14905644,0.00020868,0.10772628,0.42886570,0.51308964,0.00164300,0.65535122,0.05992722,0.16367863
-4.97348674,1.15801977,0.00017450,0.10738041,0.43353133,0.52186645,0.00174927,0.66069896,0.06227768,0.16257724
-4.96748374,1.16883436,0.00014487,0.10696474,0.43911097,0.53171865,0.00186677,0.66723441,0.06485474,0.16145349
-4.96148074,1.18139318,0.00011941,0.10648060,0.44554995,0.54256965,0.00199458,0.67489335,0.06762032,0.16031586
-4.95547774,1.19556927,0.00009771,0.10592959,0.45278644,0.55433250,0.00213141,0.68360067,0.07053456,0.15917154
-4.94947474,1.21121828,0.00007939,0.10531427,0.46075172,0.56691116,0.00227565,0.69327049,0.07355688,0.15802686
-4.94347174,1.22818095,0.00006403,0.10463899,0.46937014,0.58020149,0.00242544,0.70380609,0.07664698,0.15688776
-4.93746873,1.24628534,0.00005128,0.10391070,0.47855890,0.59409196,0.00257868,0.71509961,0.07976573,0.15576042
-4.93146573,1.26534874,0.00004077,0.10313979,0.48822755,0.60846411,0.00273313,0.72703145,0.08287612,0.15465179
-4.92546273,1.28517899,0.00003218,0.10234074,0.49827731,0.62319262,0.00288651,0.73946943,0.08594397,0.15357011
-4.91945973,1.30557550,0.00002522,0.10153279,0.50860024,0.63814515,0.00303652,0.75226784,0.08893861,0.15252536
-4.91345673,1.32632962,0.00001962,0.10074031,0.51907838,0.65318194,0.00318104,0.76526637,0.09183342,0.15152957
-4.90745373,1.34722476,0.00001516,0.09999302,0.52958292,0.66815539,0.00331810,0.77828915,0.09460628,0.15059696
-4.90145073,1.36803623,0.00001163,0.09932597,0.53997360,0.68290957,0.00344610,0.79114404,0.09723982,0.14974393
-4.89544772,1.38853102,0.00000885,0.09877924,0.55009849,0.69728002,0.00356375,0.80362240,0.09972163,0.14898889
-4.88944472,1.40846782,0.00000669,0.09839735,0.55979421,0.71109387,0.00367026,0.81549947,0.10204429,0.14835186
-4.88344172,1.42759744,0.00000502,0.09822843,0.56888683,0.72417042,0.00376528,0.82653563,0.10420530,0.14785399
-4.87743872,1.44566382,0.00000374,0.09832308,0.57719355,0.73632244,0.00384901,0.83647864,0.10620691,0.14751685
-4.87143572,1.46240583,0.00000277,0.09873302,0.58452515,0.74735810,0.00392212,0.84506699,0.10805580,0.14736166
-4.86543272,1.47756001,0.00000203,0.09950947,0.59068932,0.75708369,0.00398579,0.85203438,0.10976270,0.14740841
-4.85942971,1.49086415,0.00000148,0.10070137,0.59549479,0.76530712,0.00404160,0.85711530,0.11134188,0.14767490
-4.85342671,1.50206182,0.00000107,0.10235350,0.59875625,0.77184207,0.00409149,0.86005160,0.11281055,0.14817581
-4.84742371,1.51090751,0.00000077,0.10450445,0.60029976,0.77651265,0.00413766,0.86059978,0.11418820,0.14892171
-4.84142071,1.51717241,0.00000055,0.10718468,0.59996857,0.77915847,0.00418241,0.85853883,0.11549581,0.14991815
-4.83541771,1.52065028,0.00000039,0.11041459,0.59762901,0.77963979,0.00422810,0.85367814,0.11675503,0.15116483
-4.82941471,1.52116332,0.00000028,0.11420276,0.59317625,0.77784255,0.00427692,0.84586514,0.11798735,0.15265485
-4.82341171,1.51856759,0.00000019,0.11854446,0.58653950,0.77368301,0.00433082,0.83499234,0.11921319,0.15437415
-4.81740870,1.51275767,0.00000013,0.12342044,0.57768650,0.76711172,0.00439139,0.82100325,0.12045103,0.15630104
-4.81140570,1.50367029,0.00000009,0.12879615,0.56662684,0.75811656,0.00445971,0.80389687,0.12171658,0.15840607
-4.80540270,1.49128674,0.00000006,0.13462145,0.55341409,0.74672468,0.00453631,0.78373050,0.12302203,0.16065201
-4.79939970,1.47563385,0.00000005,0.14083076,0.53814639,0.73300325,0.00462105,0.76062055,0.12437542,0.16299420
-4.79339670,1.45678352,0.00000003,0.14734393,0.52096543,0.71705879,0.00471318,0.73474134,0.12578007,0.16538105
-4.78739370,1.43485076,0.00000002,0.15406746,0.50205390,0.69903522,0.00481123,0.70632182,0.12723432,0.16775494
-4.78139070,1.40999053,0.00000002,0.16089651,0.48163134,0.67911063,0.00491315,0.67564029,0.12873133,0.17005337
-4.77538769,1.38239324,0.00000001,0.16771723,0.45994856,0.65749286,0.00501630,0.64301746,0.13025918,0.17221033
-4.76938469,1.35227955,0.00000001,0.17440966,0.43728092,0.63441420,0.00511759,0.60880792,0.13180107,0.17415793
-4.76338169,1.31989433,0.00000001,0.18085093,0.41392064,0.61012519,0.00521356,0.57339064,0.13333584,0.17582823
-4.75737869,1.28550042,0.00000001,0.18691866,0.39016853,0.58488818,0.00530059,0.53715875,0.13483856,0.17715515
-4.75137569,1.24937225,0.00000001,0.19249454,0.36632540,0.55897044,0.00537497,0.50050907,0.13628133,0.17807650
-4.74537269,1.21178962,0.00000001,0.19746777,0.34268372,0.53263753,0.00543313,0.46383190,0.13763412,0.17853593
-4.73936968,1.17303201,0.00000001,0.20173838,0.31951952,0.50614690,0.00547175,0.42750141,0.13886577,0.17848477
-4.73336668,1.13337340,0.00000001,0.20522016,0.29708529,0.47974213,0.00548792,0.39186704,0.13994496,0.17788375
-4.72736368,1.09307785,0.00000002,0.20784319,0.27560370,0.45364786,0.00547930,0.35724614,0.14084110,0.17670436
-4.72136068,1.05239592,0.00000002,0.20955581,0.25526282,0.42806566,0.00544417,0.32391813,0.14152534,0.17492998
-4.71535768,1.01156197,0.00000003,0.21032596,0.23621254,0.40317097,0.00538157,0.29212035,0.14197130,0.17255658
-4.70935468,0.97079233,0.00000004,0.21014184,0.21856271,0.37911098,0.00529133,0.26204547,0.14215586,0.16959303
-4.70335168,0.93028433,0.00000005,0.20901200,0.20238262,0.35600367,0.00517410,0.23384064,0.14205975,0.16606099
-4.69734867,0.89021614,0.00000006,0.20696476,0.18770214,0.33393785,0.00503131,0.20760813,0.14166808,0.16199447
-4.69134567,0.85074742,0.00000008,0.20404707,0.17451404,0.31297411,0.00486520,0.18340733,0.14097075,0.15743895
-4.68534267,0.81202054,0.00000011,0.20032290,0.16277766,0.29314664,0.00467867,0.16125788,0.13996285,0.15245025
-4.67933967,0.77416250,0.00000014,0.19587133,0.15242345,0.27446577,0.00447529,0.14114376,0.13864487,0.14709312
-4.67333667,0.73728729,0.00000018,0.19078432,0.14335831,0.25692094,0.00425914,0.12301800,0.13702301,0.14143972
-4.66733367,0.70149862,0.00000023,0.18516440,0.13547138,0.24048427,0.00403469,0.10680772,0.13510937,0.13556792
-4.66133067,0.66689296,0.00000030,0.17912229,0.12864009,0.22511413,0.00380674,0.09241945,0.13292211,0.12955969
-4.65532766,0.63356262,0.00000037,0.17277463,0.12273607,0.21075899,0.00358026,0.07974424,0.13048567,0.12349941
-4.64932466,0.60159882,0.00000047,0.16624180,0.11763086,0.19736104,0.00336028,0.06866263,0.12783080,0.11747241
-4.64332166,0.57109456,0.00000059,0.15964591,0.11320110,0.18485974,0.00315176,0.05904913,0.12499465,0.11156346
