energy_ev,total_up,N_s_up,N_p_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up,V_p_up,V_d_up
-5.67583792,1.79339622,0.00161773,0.61409962,0.00453556,0.54760222,0.23366739,0.06959298,1.01754949,0.49397200
-5.66983492,1.68293688,0.00136478,0.58059901,0.00404183,0.50921482,0.21814773,0.06440943,0.95799549,0.46717923
-5.66383192,1.57525745,0.00114492,0.54699121,0.00359546,0.47284729,0.20355650,0.05948752,0.89906472,0.44096746
-5.65782891,1.47180383,0.00095515,0.51387026,0.00319417,0.43883911,0.19004982,0.05486667,0.84168440,0.41576215
-5.65182591,1.37389385,0.00079246,0.48179219,0.00283556,0.40748239,0.17776049,0.05058064,0.78670887,0.39195652
-5.64582291,1.28267842,0.00065393,0.45125849,0.00251716,0.37901368,0.16679424,0.04665663,0.73489526,0.36989862
-5.63981991,1.19910966,0.00053676,0.42270229,0.00223644,0.35360758,0.15722686,0.04311459,0.68688358,0.34988042
-5.63381691,1.12391693,0.00043831,0.39647755,0.00199084,0.33137248,0.14910219,0.03996680,0.64318169,0.33212913
-5.62781391,1.05759144,0.00035613,0.37285158,0.00177779,0.31234843,0.14243116,0.03721764,0.60415544,0.31680128
-5.62181091,1.00037941,0.00028800,0.35200096,0.00159471,0.29650721,0.13719185,0.03486371,0.57002409,0.30397929
-5.61580790,0.95228389,0.00023191,0.33401074,0.00143902,0.28375461,0.13333049,0.03289414,0.54086090,0.29367083
-5.60980490,0.91307464,0.00018608,0.31887685,0.00130816,0.27393470,0.13076340,0.03129109,0.51659851,0.28581081
-5.60380190,0.88230546,0.00014895,0.30651131,0.00119961,0.26683612,0.12937989,0.03003056,0.49703870,0.28026572
-5.59779890,0.85933807,0.00011919,0.29675009,0.00111091,0.26219993,0.12904584,0.02908335,0.48186606,0.27684021
-5.59179590,0.84337150,0.00009568,0.28936291,0.00103965,0.25972898,0.12960805,0.02841610,0.47066474,0.27528559
-5.58579290,0.83347576,0.00007750,0.28406483,0.00098351,0.25909842,0.13089905,0.02799259,0.46293763,0.27530978
-5.57978989,0.82862867,0.00006394,0.28052886,0.00094029,0.25996700,0.13274243,0.02777501,0.45812735,0.27658845
-5.57378689,0.82775442,0.00005445,0.27839935,0.00090794,0.26198891,0.13495827,0.02772533,0.45563808,0.27877691
-5.56778389,0.82976268,0.00004870,0.27730546,0.00088457,0.26482576,0.13736880,0.02780669,0.45485760,0.28152232
-5.56178089,0.83358704,0.00004654,0.27687440,0.00086850,0.26815840,0.13980386,0.02798472,0.45517884,0.28447572
-5.55577789,0.83822143,0.00004801,0.27674397,0.00085826,0.27169813,0.14210616,0.02822884,0.45602023,0.28730368
-5.54977489,0.84275361,0.00005336,0.27657399,0.00085268,0.27519708,0.14413615,0.02851347,0.45684422,0.28969896
-5.54377189,0.84639460,0.00006305,0.27605636,0.00085086,0.27845736,0.14577620,0.02881904,0.45717351,0.29139000
-5.53776888,0.84850329,0.00007781,0.27492341,0.00085224,0.28133875,0.14693421,0.02913296,0.45660450,0.29214888
-5.53176588,0.84860554,0.00009861,0.27295442,0.00085660,0.28376458,0.14754624,0.02945025,0.45481772,0.29179756
-5.52576288,0.84640720,0.00012673,0.26998011,0.00086412,0.28572568,0.14757835,0.02977410,0.45158477,0.29021213
-5.51975988,0.84180085,0.00016378,0.26588516,0.00087538,0.28728223,0.14702732,0.03011611,0.44677205,0.28732510
-5.51375688,0.83486610,0.00021177,0.26060865,0.00089137,0.28856332,0.14592046,0.03049635,0.44034087,0.28312569
-5.50775388,0.82586355,0.00027310,0.25414267,0.00091355,0.28976431,0.14431437,0.03094306,0.43234439,0.27765804
-5.50175088,0.81522282,0.00035062,0.24652913,0.00094382,0.29114190,0.14229271,0.03149224,0.42292140,0.27101766
-5.49574787,0.80352498,0.00044770,0.23785508,0.00098456,0.29300711,0.13996316,0.03218687,0.41228746,0.26334620
-5.48974487,0.79148018,0.00056822,0.22824678,0.00103863,0.29571618,0.13745353,0.03307588,0.40072360,0.25482485
-5.48374187,0.77990127,0.00071660,0.21786279,0.00110933,0.29965983,0.13490729,0.03421302,0.38856328,0.24566657
-5.47773887,0.76967420,0.00089783,0.20688653,0.00120044,0.30525094,0.13247857,0.03565530,0.37617798,0.23610760
-5.47173587,0.76172632,0.00111745,0.19551842,0.00131614,0.31291103,0.13032692,0.03746147,0.36396204,0.22639853
-5.46573287,0.75699352,0.00138151,0.18396810,0.00146105,0.32305602,0.12861186,0.03969012,0.35231728,0.21679528
-5.45972986,0.75638725,0.00169655,0.17244694,0.00164009,0.33608150,0.12748753,0.04239785,0.34163797,0.20755025
-5.45372686,0.76076240,0.00206949,0.16116109,0.00185845,0.35234807,0.12709757,0.04563724,0.33229660,0.19890409
-5.44772386,0.77088702,0.00250753,0.15030529,0.00212154,0.37216705,0.12757028,0.04945480,0.32463090,0.19107816
-5.44172086,0.78741466,0.00301802,0.14005757,0.00243480,0.39578714,0.12901448,0.05388902,0.31893251,0.18426802
-5.43571786,0.81086017,0.00360823,0.13057495,0.00280362,0.42338232,0.13151585,0.05896838,0.31543759,0.17863808
-5.42971486,0.84157959,0.00428521,0.12199025,0.00323318,0.45504158,0.13513411,0.06470961,0.31431956,0.17431745
-5.42371186,0.87975462,0.00505549,0.11440986,0.00372825,0.49076062,0.13990103,0.07111606,0.31568417,0.17139716
-5.41770885,0.92538203,0.00592482,0.10791257,0.00429299,0.53043609,0.14581923,0.07817642,0.31956685,0.16992861
-5.41170585,0.97826849,0.00689792,0.10254931,0.00493076,0.57386252,0.15286202,0.08586366,0.32593244,0.16992333
-5.40570285,1.03803064,0.00797810,0.09834365,0.00564387,0.62073220,0.16097399,0.09413446,0.33467718,0.17135395
-5.39969985,1.10410063,0.00916703,0.09529310,0.00643338,0.67063812,0.17007254,0.10292900,0.34563271,0.17415619
-5.39369685,1.17573692,0.01046441,0.09337080,0.00729881,0.72308001,0.18005022,0.11217124,0.35857203,0.17823186
-5.38769385,1.25204001,0.01186770,0.09252781,0.00823804,0.77747349,0.19077775,0.12176972,0.37321704,0.18345264
-5.38169085,1.33197283,0.01337191,0.09269556,0.00924701,0.83316205,0.20210775,0.13161883,0.38924749,0.18966452
-5.37568784,1.41438514,0.01496937,0.09378859,0.01031970,0.88943172,0.21387893,0.14160061,0.40631095,0.19669277
-5.36968484,1.49804138,0.01664970,0.09570730,0.01144796,0.94552799,0.22592072,0.15158705,0.42403344,0.20434724
-5.36368184,1.58165128,0.01839968,0.09834084,0.01262153,1.00067454,0.23805813,0.16144277,0.44203056,0.21242784
-5.35767884,1.66390229,0.02020337,0.10156984,0.01382808,1.05409329,0.25011672,0.17102816,0.45991860,0.22073013
-5.35167584,1.74349309,0.02204221,0.10526919,0.01505336,1.10502510,0.26192760,0.18020268,0.47732537,0.22905077
-5.34567284,1.81916717,0.02389530,0.10931064,0.01628140,1.15275051,0.27333218,0.18882854,0.49390049,0.23719283
-5.33966983,1.88974558,0.02573969,0.11356533,0.01749482,1.19660988,0.28418665,0.19677424,0.50932487,0.24497073
-5.33366683,1.95415789,0.02755086,0.11790624,0.01867523,1.23602224,0.29436602,0.20391826,0.52331899,0.25221484
-5.32766383,2.01147048,0.02930321,0.12221041,0.01980366,1.27050223,0.30376759,0.21015248,0.53565002,0.25877549
-5.32166083,2.06091136,0.03097061,0.12636119,0.02086110,1.29967452,0.31231380,0.21538533,0.54613740,0.26452650
-5.31565783,2.10189077,0.03252711,0.13025024,0.02182905,1.32328525,0.31995433,0.21954455,0.55465688,0.26936798
-5.30965483,2.13401687,0.03394751,0.13377945,0.02269009,1.34121009,0.32666741,0.22257942,0.56114301,0.27322854
-5.30365183,2.15710614,0.03520812,0.13686272,0.02342844,1.35345854,0.33246033,0.22446240,0.56558987,0.27606672
-5.29764882,2.17118815,0.03628733,0.13942756,0.02403054,1.36017439,0.33736907,0.22519011,0.56805034,0.27787167
-5.29164582,2.17650451,0.03716630,0.14141646,0.02448555,1.36163222,0.34145716,0.22478358,0.56863382,0.27866318
-5.28564282,2.17350208,0.03782946,0.14278813,0.02478572,1.35823009,0.34481372,0.22328779,0.56750252,0.27849093
-5.27963982,2.16282058,0.03826496,0.14351840,0.02492678,1.35047861,0.34755072,0.22077053,0.56486662,0.27743306
-5.27363682,2.14527520,0.03846509,0.14360086,0.02490809,1.33898675,0.34979968,0.21732053,0.56097840,0.27559413
-5.26763382,2.12183446,0.03842642,0.14304728,0.02473280,1.32444490,0.35170768,0.21304506,0.55612549,0.27310252
-5.26163082,2.09359437,0.03815001,0.14188761,0.02440778,1.30760564,0.35343309,0.20806701,0.55062367,0.27010732
-5.25562781,2.06174956,0.03764129,0.14016968,0.02394344,1.28926300,0.35514082,0.20252154,0.54480922,0.26677483
-5.24962481,2.02756229,0.03690995,0.13795856,0.02335345,1.27023088,0.35699758,0.19655251,0.53903131,0.26328482
-5.24362181,1.99233054,0.03596963,0.13533564,0.02265437,1.25132121,0.35916706,0.19030871,0.53364440,0.25982653
-5.23761881,1.95735602,0.03483751,0.13239725,0.02186509,1.23332287,0.36180527,0.18394021,0.52900108,0.25659464
-5.23161581,1.92391312,0.03353384,0.12925311,0.02100632,1.21698179,0.36505627,0.17759463,0.52544535,0.25378523
-5.22561281,1.89321985,0.03208133,0.12602440,0.02009991,1.20298302,0.36904834,0.17141387,0.52330664,0.25159189
-5.21960980,1.86641142,0.03050449,0.12284162,0.01916823,1.19193515,0.37389070,0.16553098,0.52289447,0.25020195
-5.21360680,1.84451715,0.02882902,0.11984223,0.01823349,1.18435773,0.37967101,0.16006758,0.52449400,0.24979296
-5.20760380,1.82844118,0.02708109,0.11716803,0.01731711,1.18067167,0.38645358,0.15513165,0.52836229,0.25052951
-5.20160080,1.81894727,0.02528670,0.11496244,0.01643911,1.18119292,0.39427830,0.15081586,0.53472525,0.25256022
-5.19559780,1.81664755,0.02347107,0.11336762,0.01561759,1.18612928,0.40316046,0.14719637,0.54377525,0.25601513
-5.18959480,1.82199531,0.02165805,0.11252146,0.01486824,1.19558025,0.41309106,0.14433210,0.55566914,0.26100320
-5.18359180,1.83528122,0.01986968,0.11255457,0.01420400,1.20953945,0.42403793,0.14226446,0.57052648,0.26761019
-5.17758879,1.85663270,0.01812577,0.11358709,0.01363474,1.22789928,0.43594705,0.14101736,0.58842789,0.27589659
-5.17158579,1.88601573,0.01644361,0.11572562,0.01316715,1.25045724,0.44874436,0.14059765,0.60941332,0.28589576
-5.16558279,1.92323857,0.01483779,0.11906015,0.01280456,1.27692349,0.46233759,0.14099571,0.63348001,0.29761218
-5.15957979,1.96795682,0.01332006,0.12366099,0.01254708,1.30692897,0.47661807,0.14218622,0.66058015,0.31101977
-5.15357679,2.01967927,0.01189935,0.12957600,0.01239161,1.34003377,0.49146240,0.14412910,0.69061816,0.32606046
-5.14757379,2.07777427,0.01058182,0.13682791,0.01233210,1.37573532,0.50673382,0.14677043,0.72344763,0.34264283
-5.14157079,2.14147651,0.00937105,0.14541205,0.01235984,1.41347616,0.52228331,0.15004349,0.75886822,0.36064111
-5.13556778,2.20989413,0.00826821,0.15529447,0.01246375,1.45265118,0.53795033,0.15386981,0.79662253,0.37989455
-5.12956478,2.28201649,0.00727233,0.16641057,0.01263084,1.49261454,0.55356338,0.15816025,0.83639349,0.40020736
-5.12356178,2.35672306,0.00638058,0.17866440,0.01284660,1.53268615,0.56894035,0.16281612,0.87780255,0.42134935
-5.11755878,2.43279384,0.00558859,0.19192868,0.01309552,1.57215836,0.58388892,0.16773045,0.92040914,0.44305737
-5.11155578,2.50892203,0.00489076,0.20604572,0.01336156,1.61030292,0.59820722,0.17278939,0.96371180,0.46503789
-5.10555278,2.58372952,0.00428053,0.22082919,0.01362861,1.64637881,0.61168480,0.17787373,1.00715148,0.48697057
-5.09954977,2.65578568,0.00375075,0.23606688,0.01388101,1.67964126,0.62410431,0.18286070,1.05011727,0.50851313
-5.09354677,2.72362979,0.00329384,0.25152450,0.01410400,1.70935207,0.63524384,0.18762596,1.09195474,0.52930744
-5.08754377,2.78579723,0.00290214,0.26695033,0.01428407,1.73479171,0.64488015,0.19204584,1.13197714,0.54898667
-5.08154077,2.84084912,0.00256803,0.28208078,0.01440941,1.75527292,0.65279288,0.19599982,1.16947920,0.56718364
-5.07553777,2.88740499,0.00228415,0.29664674,0.01447012,1.77015567,0.65876950,0.19937308,1.20375332,0.58353984
-5.06953477,2.92417758,0.00204351,0.31038041,0.01445850,1.77886329,0.66261107,0.20205931,1.23410777,0.59771508
-5.06353177,2.95000852,0.00183963,0.32302254,0.01436918,1.78089897,0.66413856,0.20396337,1.25988620,0.60939731
-5.05752876,2.96390362,0.00166658,0.33432972,0.01419916,1.77586207,0.66319940,0.20500399,1.28048767,0.61831225
-5.05152576,2.96506616,0.00151904,0.34408161,0.01394786,1.76346336,0.65967398,0.20511614,1.29538648,0.62423238
-5.04552276,2.95292648,0.00139230,0.35208753,0.01361698,1.74353846,0.65348168,0.20425322,1.30415074,0.62698500
-5.03951976,2.92716636,0.00128232,0.35819251,0.01321037,1.71605847,0.64458622,0.20238867,1.30645888,0.62645871
-5.03351676,2.88773680,0.00118562,0.36228222,0.01273381,1.68113719,0.63299974,0.19951713,1.30211317,0.62260831
-5.02751376,2.83486790,0.00109933,0.36428676,0.01219471,1.63903421,0.61878549,0.19565495,1.29104954,0.61545756
-5.02151076,2.76907016,0.00102110,0.36418299,0.01160183,1.59015352,0.60205883,0.19084008,1.27334317,0.60509971
-5.01550775,2.69112667,0.00094907,0.36199541,0.01096491,1.53503740,0.58298641,0.18513126,1.24920939,0.59169585
-5.00950475,2.60207633,0.00088179,0.35779540,0.01029435,1.47435566,0.56178341,0.17860650,1.21899982,0.57547084
-5.00350175,2.50318848,0.00081822,0.35169898,0.00960083,1.40889057,0.53870900,0.17136107,1.18319376,0.55670725
-4.99749875,2.39592992,0.00075761,0.34386298,0.00889500,1.33951790,0.51406006,0.16350483,1.14238520,0.53573732
-4.99149575,2.28192559,0.00069946,0.33448000,0.00818719,1.26718497,0.48816358,0.15515924,1.09726596,0.51293334
-4.98549275,2.16291441,0.00064352,0.32377207,0.00748711,1.19288642,0.46136778,0.14645400,1.04860564,0.48869687
-4.97948974,2.04070217,0.00058966,0.31198356,0.00680364,1.11763883,0.43403265,0.13752357,0.99722925,0.46344720
-4.97348674,1.91711323,0.00053789,0.29937337,0.00614466,1.04245515,0.40652004,0.12850364,0.94399343,0.43760951
-4.96748374,1.79394292,0.00048830,0.28620689,0.00551695,0.96831983,0.37918393,0.11952771,0.88976221,0.41160318
-4.96148074,1.67291244,0.00044101,0.27274790,0.00492608,0.89616580,0.35236112,0.11072393,0.83538331,0.38583069
-4.95547774,1.55562777,0.00039619,0.25925078,0.00437639,0.82685385,0.32636281,0.10221221,0.78166583,0.36066752
-4.94947474,1.44354387,0.00035399,0.24595331,0.00387106,0.76115518,0.30146732,0.09410179,0.72936009,0.33645338
-4.94347174,1.33793532,0.00031455,0.23307033,0.00341207,0.69973751,0.27791423,0.08648930,0.67914034,0.31348492
-4.93746873,1.23987376,0.00027796,0.22078834,0.00300039,0.64315505,0.25590005,0.07945722,0.63159072,0.29201030
-4.93146573,1.15021286,0.00024431,0.20926142,0.00263599,0.59184228,0.23557556,0.07307294,0.58719495,0.27222550
-4.92546273,1.06958045,0.00021363,0.19860837,0.00231803,0.54611160,0.21704483,0.06738826,0.54632971,0.25427257
-4.91945973,0.99837776,0.00018590,0.18891118,0.00204492,0.50615451,0.20036584,0.06243933,0.50926183,0.23823966
-4.91345673,0.93678525,0.00016109,0.18021491,0.00181453,0.47204594,0.18555247,0.05824706,0.47614909,0.22416272
-4.90745373,0.88477414,0.00013910,0.17252882,0.00162424,0.44375132,0.17257797,0.05481773,0.44704437,0.21202873
-4.90145073,0.84212306,0.00011983,0.16582864,0.00147107,0.42113594,0.16137932,0.05214407,0.42190263,0.20178024
-4.89544772,0.80843857,0.00010315,0.16005994,0.00135181,0.40397604,0.15186261,0.05020641,0.40059042,0.19332095
-4.88944472,0.78317897,0.00008890,0.15514234,0.00126311,0.39197111,0.14390887,0.04897407,0.38289735,0.18652205
-4.88344172,0.76568006,0.00007694,0.15097428,0.00120151,0.38475711,0.13738035,0.04840684,0.36854891,0.18122916
-4.87743872,0.75518225,0.00006710,0.14743841,0.00116356,0.38191993,0.13212684,0.04845654,0.35722020,0.17726943
-4.87143572,0.75085798,0.00005922,0.14440699,0.00114586,0.38300900,0.12799187,0.04906859,0.34854998,0.17445868
-4.86543272,0.75183876,0.00005318,0.14174743,0.00114506,0.38755053,0.12481862,0.05018358,0.34215464,0.17260833
-4.85942971,0.75724121,0.00004884,0.13932759,0.00115796,0.39506031,0.12245528,0.05173890,0.33764160,0.17153187
-4.85342671,0.76619142,0.00004611,0.13702065,0.00118148,0.40505562,0.12075983,0.05367018,0.33462176,0.17105069
-4.84742371,0.77784726,0.00004492,0.13470950,0.00121273,0.41706640,0.11960403,0.05591279,0.33272081,0.17099918
-4.84142071,0.79141812,0.00004524,0.13229043,0.00124898,0.43064521,0.11887661,0.05840326,0.33158901,0.17122898
-4.83541771,0.80618195,0.00004705,0.12967609,0.00128772,0.44537601,0.11848563,0.06108052,0.33090942,0.17161222
-4.82941471,0.82149922,0.00005042,0.12679762,0.00132665,0.46088173,0.11835990,0.06388715,0.33040431,0.17204389
-4.82341171,0.83682368,0.00005540,0.12360605,0.00136370,0.47683028,0.11844969,0.06677042,0.32983996,0.17244319
-4.81740870,0.85170992,0.00006213,0.12007283,0.00139707,0.49293915,0.11872654,0.06968325,0.32902962,0.17275388
-4.81140570,0.86581767,0.00007078,0.11618972,0.00142520,0.50897845,0.11918239,0.07258493,0.32783484,0.17294390
-4.80540270,0.87891288,0.00008155,0.11196798,0.00144679,0.52477227,0.11982809,0.07544173,0.32616530,0.17300408
-4.79939970,0.89086580,0.00009469,0.10743709,0.00146086,0.54019851,0.12069138,0.07822726,0.32397724,0.17294626
-4.79339670,0.90164628,0.00011049,0.10264303,0.00146670,0.55518702,0.12181450,0.08092268,0.32127070,0.17280078
-4.78739370,0.91131642,0.00012925,0.09764624,0.00146390,0.56971634,0.12325141,0.08351663,0.31808580,0.17261369
-4.78139070,0.92002127,0.00015130,0.09251951,0.00145233,0.58380901,0.12506500,0.08600501,0.31449833,0.17244355
-4.77538769,0.92797764,0.00017699,0.08734578,0.00143218,0.59752568,0.12732411,0.08839052,0.31061468,0.17235829
-4.76938469,0.93546172,0.00020667,0.08221597,0.00140391,0.61095834,0.13010074,0.09068210,0.30656671,0.17243193
-4.76338169,0.94279602,0.00024065,0.07722698,0.00136825,0.62422289,0.13346730,0.09289414,0.30250631,0.17274157
-4.75737869,0.95033600,0.00027924,0.07247994,0.00132619,0.63745133,0.13749426,0.09504567,0.29860031,0.17336461
-4.75137569,0.95845709,0.00032270,0.06807862,0.00127898,0.65078413,0.14224801,0.09715945,0.29502549,0.17437634
-4.74537269,0.96754246,0.00037121,0.06412812,0.00122808,0.66436290,0.14778913,0.09926110,0.29196414,0.17584797
-4.73936968,0.97797209,0.00042489,0.06073376,0.00117518,0.67832382,0.15417105,0.10137817,0.28960011,0.17784514
-4.73336668,0.99011337,0.00048377,0.05800021,0.00112214,0.69279225,0.16143916,0.10353942,0.28811537,0.18042690
-4.72736368,1.00431366,0.00054774,0.05603066,0.00107104,0.70787856,0.16963024,0.10577409,0.28768721,0.18364523
-4.72136068,1.02089477,0.00061659,0.05492611,0.00102413,0.72367558,0.17877230,0.10811142,0.28848597,0.18754498
-4.71535768,1.04014967,0.00068999,0.05478459,0.00098382,0.74025773,0.18888471,0.11058026,0.29067325,0.19216425
-4.70935468,1.06234105,0.00076744,0.05570030,0.00095273,0.75768176,0.19997861,0.11320889,0.29440053,0.19753504
-4.70335168,1.08770180,0.00084834,0.05776256,0.00093365,0.77598918,0.21205744,0.11602496,0.29980804,0.20368419
-4.69734867,1.11643701,0.00093192,0.06105452,0.00092958,0.79521011,0.22511762,0.11905560,0.30702381,0.21063441
-4.69134567,1.14872703,0.00101732,0.06565162,0.00094371,0.81536824,0.23914921,0.12232762,0.31616280,0.21840543
-4.68534267,1.18473138,0.00110355,0.07161975,0.00097948,0.83648677,0.25413654,0.12586780,0.32732588,0.22701494
-4.67933967,1.22459276,0.00118956,0.07901319,0.00104053,0.85859463,0.27005876,0.12970314,0.34059876,0.23647951
-4.67333667,1.26844097,0.00127422,0.08787231,0.00113076,0.88173278,0.28689018,0.13386115,0.35605067,0.24681514
-4.66733367,1.31639607,0.00135637,0.09822119,0.00125428,0.90595998,0.30460042,0.13837002,0.37373287,0.25803762
-4.66133067,1.36857053,0.00143487,0.11006525,0.00141541,0.93135763,0.32315449,0.14325867,0.39367696,0.27016246
-4.65532766,1.42507003,0.00150860,0.12338903,0.00161861,0.95803325,0.34251252,0.14855665,0.41589315,0.28320446
-4.64932466,1.48599264,0.00157654,0.13815430,0.00186848,0.98612222,0.36262954,0.15429380,0.44036852,0.29717695
-4.64332166,1.55142642,0.00163776,0.15429861,0.00216960,1.01578744,0.38345503,0.16049971,0.46706548,0.31209071
