energy_ev,total_up,Ag_p_up,Ag_d_up,Fe_p_up,Fe_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-5.81990995,5.09780696,1.65192360,2.43928669,1.05362216,0.56680163,0.00491159,0.49790750,0.01319701,1.35352860
-5.81390695,5.11449266,1.66395851,2.44703211,1.07208001,0.56877239,0.00497339,0.49101827,0.01303146,1.37017076
-5.80790395,5.13056874,1.67507121,2.45563448,1.08935695,0.57022821,0.00501681,0.48447972,0.01284171,1.38530634
-5.80190095,5.14459978,1.68458722,2.46447961,1.10495715,0.57102690,0.00504062,0.47823037,0.01263080,1.39838332
-5.79589795,5.15512593,1.69181453,2.47291233,1.11840792,0.57104422,0.00504391,0.47219310,0.01240152,1.40888318
-5.78989495,5.16071797,1.69607139,2.48026283,1.12927438,0.57017687,0.00502607,0.46628015,0.01215645,1.41633636
-5.78389195,5.16003308,1.69671484,2.48587438,1.13717320,0.56834486,0.00498685,0.46039875,0.01189779,1.42033653
-5.77788894,5.15186956,1.69316844,2.48913150,1.14178485,0.56549332,0.00492635,0.45445709,0.01162742,1.42055295
-5.77188594,5.13521774,1.68494820,2.48948716,1.14286385,0.56159344,0.00484505,0.44837048,0.01134685,1.41674066
-5.76588294,5.10930522,1.67168535,2.48648797,1.14024676,0.55664292,0.00474374,0.44206732,0.01105730,1.40874806
-5.75987994,5.07363430,1.65314488,2.47979609,1.13385758,0.55066556,0.00462357,0.43549466,0.01075974,1.39652158
-5.75387694,5.02800990,1.62923913,2.46920693,1.12371026,0.54371028,0.00448596,0.42862297,0.01045497,1.38010734
-5.74787394,4.97255660,1.60003562,2.45466184,1.10990841,0.53584943,0.00433261,0.42145007,0.01014375,1.35964968
-5.74187094,4.90772395,1.56575888,2.43625501,1.09264207,0.52717648,0.00416545,0.41400379,0.00982685,1.33538660
-5.73586793,4.83427961,1.52678622,2.41423438,1.07218171,0.51780322,0.00398656,0.40634344,0.00950520,1.30764230
-5.72986493,4.75329051,1.48363758,2.38899638,1.04886978,0.50785638,0.00379816,0.39855975,0.00917993,1.27681711
-5.72386193,4.66609258,1.43696001,2.36107462,1.02311000,0.49747393,0.00360254,0.39077344,0.00885250,1.24337514
-5.71785893,4.57425013,1.38750742,2.33112299,0.99535495,0.48680102,0.00340200,0.38313230,0.00852471,1.20783013
-5.71185593,4.47950651,1.33611663,2.29989387,0.96609223,0.47598583,0.00319884,0.37580698,0.00819875,1.17073008
-5.70585293,4.38372784,1.28368046,2.26821207,0.93582996,0.46517527,0.00299525,0.36898546,0.00787721,1.13264113
-5.69984992,4.28884184,1.23111935,2.23694583,0.90508192,0.45451081,0.00279331,0.36286654,0.00756305,1.09413131
-5.69384692,4.19677412,1.17935222,2.20697555,0.87435299,0.44412454,0.00259496,0.35765248,0.00725954,1.05575479
-5.68784392,4.10938426,1.12926796,2.17916187,0.84412527,0.43413556,0.00240193,0.35354114,0.00697022,1.01803705
-5.68184092,4.02840381,1.08169836,2.15431385,0.81484550,0.42464687,0.00221576,0.35071773,0.00669879,0.98146154
-5.67583792,3.95537855,1.03739353,2.13315868,0.78691388,0.41574283,0.00203776,0.34934671,0.00644899,0.94645821
-5.66983492,3.89161680,0.99700037,2.11631386,0.76067488,0.40748731,0.00186898,0.34956397,0.00622449,0.91339419
-5.66383192,3.83814568,0.96104492,2.10426293,0.73641010,0.39992258,0.00171026,0.35146966,0.00602879,0.88256684
-5.65782891,3.79567659,0.92991883,2.09733549,0.71433327,0.39306899,0.00156217,0.35512196,0.00586504,0.85419932
-5.65182591,3.76458106,0.90387036,2.09569237,0.69458759,0.38692540,0.00142507,0.36053206,0.00573596,0.82843866
-5.64582291,3.74487779,0.88299998,2.09931645,0.67724528,0.38147039,0.00129911,0.36766064,0.00564369,0.80535623
-5.63981991,3.73623120,0.86726057,2.10800944,0.66230922,0.37666411,0.00118422,0.37641590,0.00558970,0.78495054
-5.63381691,3.73796157,0.85646209,2.12139496,0.64971658,0.37245081,0.00108016,0.38665345,0.00557470,0.76715203
-5.62781391,3.74906640,0.85028045,2.13892782,0.63934431,0.36876176,0.00098655,0.39817806,0.00559857,0.75182965
-5.62181091,3.76825245,0.84827020,2.15990933,0.63101602,0.36551859,0.00090285,0.41074725,0.00566031,0.73879889
-5.61580790,3.79397723,0.84988060,2.18350813,0.62451021,0.36263682,0.00082846,0.42407671,0.00575803,0.72783091
-5.60980490,3.82449882,0.85447454,2.20878604,0.61956949,0.36002944,0.00076266,0.43784749,0.00588891,0.71866246
-5.60380190,3.85793219,0.86134960,2.23472803,0.61591036,0.35761044,0.00070469,0.45171450,0.00604929,0.71100618
-5.59779890,3.89231028,0.86976076,2.26027524,0.61323348,0.35529802,0.00065376,0.46531636,0.00623471,0.70456096
-5.59179590,3.92564755,0.87894384,2.28435996,0.61123389,0.35301757,0.00060908,0.47828604,0.00643995,0.69902212
-5.58579290,3.95600394,0.88813902,2.30594118,0.60961100,0.35070406,0.00056984,0.49026189,0.00665922,0.69409092
-5.57978989,3.98154667,0.89661372,2.32403946,0.60807797,0.34830394,0.00053529,0.50089882,0.00688622,0.68948336
-5.57378689,4.00060779,0.90368401,2.33776957,0.60637031,0.34577634,0.00050469,0.50987896,0.00711433,0.68493784
-5.56778389,4.01173513,0.90873387,2.34636967,0.60425327,0.34309371,0.00047737,0.51692155,0.00733678,0.68022156
-5.56178089,4.01373472,0.91123172,2.34922577,0.60152793,0.34024171,0.00045271,0.52179155,0.00754682,0.67513555
-5.55577789,4.00570301,0.91074362,2.34589041,0.59803578,0.33721843,0.00043016,0.52430658,0.00773787,0.66951813
-5.54977489,3.98704772,0.90694278,2.33609477,0.59366149,0.33403314,0.00040923,0.52434208,0.00790376,0.66324676
-5.54377189,3.95749646,0.89961504,2.31975367,0.58833413,0.33070435,0.00038952,0.52183427,0.00803887,0.65623840
-5.53776888,3.91709303,0.88866034,2.29696330,0.58202645,0.32725761,0.00037069,0.51678095,0.00813828,0.64844825
-5.53176588,3.86618176,0.87409008,2.26799193,0.57475261,0.32372292,0.00035246,0.50924006,0.00819791,0.63986718
-5.52576288,3.80538078,0.85602076,2.23326390,0.56656429,0.32013204,0.00033464,0.49932620,0.00821465,0.63051791
-5.51975988,3.73554576,0.83466416,2.19333797,0.55754554,0.31651585,0.00031709,0.48720519,0.00818641,0.62045019
-5.51375688,3.65772607,0.81031467,2.14888104,0.54780655,0.31290176,0.00029972,0.47308702,0.00811222,0.60973542
-5.50775388,3.57311554,0.78333444,2.10063857,0.53747673,0.30931158,0.00028248,0.45721755,0.00799214,0.59846073
-5.50175088,3.48300042,0.75413697,2.04940319,0.52669750,0.30575978,0.00026539,0.43986936,0.00782737,0.58672313
-5.49574787,3.38870707,0.72316999,1.99598306,0.51561503,0.30225232,0.00024847,0.42133216,0.00762006,0.57462392
-5.48974487,3.29155188,0.69089834,1.94117146,0.50437348,0.29878621,0.00023179,0.40190321,0.00737330,0.56226369
-5.48374187,3.19279575,0.65778770,1.88571897,0.49310896,0.29534971,0.00021543,0.38187811,0.00709099,0.54973816
-5.47773887,3.09360499,0.62428957,1.83030951,0.48194458,0.29192341,0.00019949,0.36154246,0.00677767,0.53713510
-5.47173587,2.99502030,0.59082831,1.77554100,0.47098667,0.28848183,0.00018404,0.34116447,0.00643838,0.52453251
-5.46573287,2.89793462,0.55779045,1.72191145,0.46032251,0.28499584,0.00016920,0.32098903,0.00607850,0.51199794
-5.45972986,2.80308039,0.52551667,1.66981073,0.45001947,0.28143542,0.00015504,0.30123308,0.00570359,0.49958914
-5.45372686,2.71102604,0.49429643,1.61951784,0.44012550,0.27777289,0.00014166,0.28208264,0.00531917,0.48735574
-5.44772386,2.62218106,0.46436537,1.57120365,0.43067093,0.27398620,0.00012910,0.26369123,0.00493065,0.47534183
-5.44172086,2.53680847,0.43590508,1.52493826,0.42167131,0.27006220,0.00011742,0.24617975,0.00454314,0.46358922
-5.43571786,2.45504326,0.40904526,1.48070230,0.41313095,0.26599963,0.00010665,0.22963763,0.00416133,0.45214090
-5.42971486,2.37691504,0.38386764,1.43840123,0.40504693,0.26181153,0.00009681,0.21412493,0.00378942,0.44104455
-5.42371186,2.30237300,0.36041128,1.39788148,0.39741323,0.25752707,0.00008788,0.19967535,0.00343105,0.43035559
-5.41770885,2.23131144,0.33867892,1.35894762,0.39022452,0.25319236,0.00007986,0.18629972,0.00308924,0.42013954
-5.41170585,2.16359398,0.31864374,1.32137923,0.38347950,0.24887034,0.00007271,0.17398975,0.00276638,0.41047339
-5.40570285,2.09907503,0.30025620,1.28494696,0.37718328,0.24463962,0.00006638,0.16272197,0.00246424,0.40144567
-5.39969985,2.03761734,0.28345052,1.24942665,0.37134888,0.24059219,0.00006081,0.15246134,0.00218400,0.39315531
-5.39369685,1.97910472,0.26815052,1.21461126,0.36599748,0.23683012,0.00005593,0.14316468,0.00192627,0.38570896
-5.38769385,1.92344946,0.25427455,1.18032004,0.36115755,0.23346140,0.00005168,0.13478353,0.00169115,0.37921708
-5.38169085,1.87059457,0.24173938,1.14640479,0.35686280,0.23059497,0.00004799,0.12726653,0.00147831,0.37378888
-5.37568784,1.82051092,0.23046294,1.11275333,0.35314925,0.22833539,0.00004476,0.12056119,0.00128707,0.36952629
-5.36968484,1.77319011,0.22036603,1.07929016,0.35005138,0.22677715,0.00004194,0.11461513,0.00111642,0.36651739
-5.36368184,1.72863399,0.21137292,1.04597478,0.34759794,0.22599912,0.00003945,0.10937670,0.00096514,0.36482969
-5.35767884,1.68684180,0.20341120,1.01279803,0.34580739,0.22605938,0.00003723,0.10479524,0.00083186,0.36450353
-5.35167584,1.64779633,0.19641085,0.97977693,0.34468363,0.22699073,0.00003522,0.10082093,0.00071511,0.36554631
-5.34567284,1.61145023,0.19030297,0.94694852,0.34421207,0.22879708,0.00003336,0.09740441,0.00061336,0.36792763
-5.33966983,1.57771375,0.18501820,0.91436336,0.34435655,0.23145113,0.00003162,0.09449624,0.00052511,0.37157598
-5.33366683,1.54644497,0.18048518,0.88207897,0.34505729,0.23489331,0.00002995,0.09204641,0.00044888,0.37637714
-5.32766383,1.51744331,0.17662924,0.85015392,0.34623001,0.23903224,0.00002833,0.09000385,0.00038327,0.38217453
-5.32166083,1.49044716,0.17337145,0.81864276,0.34776655,0.24374671,0.00002675,0.08831616,0.00032698,0.38877167
-5.31565783,1.46513582,0.17062814,0.78759216,0.34953684,0.24888914,0.00002519,0.08692954,0.00027880,0.39593664
-5.30965483,1.44113598,0.16831111,0.75703848,0.35139229,0.25429032,0.00002363,0.08578903,0.00023766,0.40340860
-5.30365183,1.41803240,0.16632840,0.72700681,0.35317052,0.25976548,0.00002210,0.08483901,0.00020258,0.41090589
-5.29764882,1.39538256,0.16458564,0.69751159,0.35470109,0.26512111,0.00002058,0.08402395,0.00017272,0.41813569
-5.29164582,1.37273431,0.16298805,0.66855859,0.35581220,0.27016252,0.00001909,0.08328947,0.00014735,0.42480454
-5.28564282,1.34964583,0.16144281,0.64014820,0.35633772,0.27470157,0.00001764,0.08258349,0.00012583,0.43062940
-5.27963982,1.32570680,0.15986174,0.61227975,0.35612459,0.27856443,0.00001625,0.08185764,0.00010763,0.43534875
-5.27363682,1.30055964,0.15816421,0.58495661,0.35503983,0.28159878,0.00001494,0.08106856,0.00009233,0.43873313
-5.26763382,1.27391982,0.15627992,0.55819167,0.35297708,0.28368024,0.00001372,0.08017929,0.00007956,0.44059459
-5.26163082,1.24559402,0.15415162,0.53201304,0.34986226,0.28471774,0.00001263,0.07916044,0.00006905,0.44079472
-5.25562781,1.21549529,0.15173737,0.50646948,0.34565795,0.28465746,0.00001167,0.07799128,0.00006059,0.43925074
-5.24962481,1.18365441,0.14901243,0.48163531,0.34036641,0.28348529,0.00001088,0.07666041,0.00005403,0.43593944
-5.24362181,1.15022678,0.14597045,0.45761464,0.33403102,0.28122754,0.00001028,0.07516627,0.00004929,0.43089873
-5.23761881,1.11549455,0.14262406,0.43454449,0.32673608,0.27795007,0.00000990,0.07351723,0.00004635,0.42422675
-5.23161581,1.07986381,0.13900465,0.41259677,0.31860490,0.27375568,0.00000977,0.07173131,0.00004523,0.41607857
-5.22561281,1.04385696,0.13516151,0.39197898,0.30979648,0.26878006,0.00000993,0.06983554,0.00004601,0.40666072
-5.21960980,1.00810059,0.13116020,0.37293344,0.30050071,0.26318639,0.00001041,0.06786503,0.00004885,0.39622368
-5.21360680,0.97330931,0.12708029,0.35573517,0.29093244,0.25715894,0.00001124,0.06586170,0.00005393,0.38505284
-5.20760380,0.94026629,0.12301260,0.34068831,0.28132474,0.25089585,0.00001249,0.06387276,0.00006151,0.37345823
-5.20160080,0.90980122,0.11905593,0.32812121,0.27192150,0.24460163,0.00001418,0.06194901,0.00007189,0.36176356
-5.19559780,0.88276647,0.11531357,0.31838018,0.26296989,0.23847947,0.00001636,0.06014305,0.00008545,0.35029497
-5.18959480,0.86001237,0.11188963,0.31182213,0.25471280,0.23272385,0.00001910,0.05850743,0.00010260,0.33937008
-5.18359180,0.84236230,0.10888534,0.30880598,0.24738163,0.22751375,0.00002243,0.05709280,0.00012382,0.32928763
-5.17758879,0.83058847,0.10639546,0.30968333,0.24118974,0.22300665,0.00002641,0.05594623,0.00014964,0.32031815
-5.17158579,0.82538889,0.10450501,0.31478813,0.23632663,0.21933357,0.00003109,0.05510961,0.00018062,0.31269604
-5.16558279,0.82736616,0.10328626,0.32442590,0.23295305,0.21659530,0.00003651,0.05461826,0.00021737,0.30661311
-5.15957979,0.83700851,0.10279623,0.33886246,0.23119720,0.21485996,0.00004272,0.05449983,0.00026050,0.30221391
-5.15357679,0.85467345,0.10307467,0.35831256,0.23115188,0.21416175,0.00004974,0.05477340,0.00031064,0.29959277
-5.14757379,0.88057421,0.10414258,0.38292856,0.23287278,0.21450108,0.00005759,0.05544892,0.00036839,0.29879259
-5.14157079,0.91476929,0.10600132,0.41278967,0.23637764,0.21584579,0.00006628,0.05652683,0.00043434,0.29980524
-5.13556778,0.95715509,0.10863232,0.44789197,0.24164638,0.21813340,0.00007581,0.05799805,0.00050901,0.30257343
-5.12956478,1.00746193,0.11199728,0.48813967,0.24862190,0.22127430,0.00008613,0.05984414,0.00059282,0.30699391
-5.12356178,1.06525338,0.11603896,0.53333808,0.25721164,0.22515550,0.00009721,0.06203776,0.00068611,0.31292165
-5.11755878,1.12992910,0.12068246,0.58318873,0.26728962,0.22964490,0.00010899,0.06454323,0.00078904,0.32017492
-5.11155578,1.20073120,0.12583694,0.63728698,0.27869889,0.23459584,0.00012137,0.06731742,0.00090164,0.32854088
-5.10555278,1.27675427,0.13139766,0.69512275,0.29125445,0.23985174,0.00013426,0.07031058,0.00102372,0.33778166
-5.09954977,1.35695904,0.13724848,0.75608434,0.30474638,0.24525059,0.00014754,0.07346750,0.00115490,0.34764055
-5.09354677,1.44018970,0.14326452,0.81946594,0.31894331,0.25062929,0.00016107,0.07672864,0.00129455,0.35784824
-5.08754377,1.52519474,0.14931509,0.88447861,0.33359619,0.25582771,0.00017471,0.08003132,0.00144180,0.36812907
-5.08154077,1.61065120,0.15526675,0.95026488,0.34844227,0.26069226,0.00018832,0.08331110,0.00159555,0.37820694
-5.07553777,1.69519193,0.16098640,1.01591667,0.36320950,0.26507911,0.00020176,0.08650303,0.00175445,0.38781117
-5.06953477,1.77743545,0.16634450,1.08049608,0.37762115,0.26885699,0.00021489,0.08954305,0.00191694,0.39668190
-5.06353177,1.85601780,0.17121815,1.14305862,0.39140083,0.27190948,0.00022760,0.09236932,0.00208124,0.40457532
-5.05752876,1.92962556,0.17549407,1.20267795,0.40427777,0.27413700,0.00023979,0.09492359,0.00224545,0.41126847
-5.05152576,1.99702931,0.17907143,1.25847159,0.41599242,0.27545834,0.00025139,0.09715253,0.00240755,0.41656369
-5.04552276,2.05711638,0.18186440,1.30962634,0.42630221,0.27581199,0.00026239,0.09900896,0.00256545,0.42029270
-5.03951976,2.10892198,0.18380444,1.35542272,0.43498740,0.27515704,0.00027278,0.10045307,0.00271712,0.42232019
-5.03351676,2.15165758,0.18484212,1.39525735,0.44185682,0.27347392,0.00028263,0.10145351,0.00286058,0.42254696
-5.02751376,2.18473556,0.18494862,1.42866236,0.44675344,0.27076488,0.00029203,0.10198835,0.00299406,0.42091241
-5.02151076,2.20778916,0.18411672,1.45532120,0.44955941,0.26705424,0.00030114,0.10204591,0.00311601,0.41739648
-5.01550775,2.22068705,0.18236122,1.47508008,0.45020049,0.26238835,0.00031014,0.10162532,0.00322521,0.41202077
-5.00950475,2.22354173,0.17971895,1.48795466,0.44864955,0.25683538,0.00031926,0.10073696,0.00332084,0.40484895
-5.00350175,2.21671162,0.17624808,1.49413180,0.44492912,0.25048478,0.00032876,0.09940259,0.00340256,0.39598616
-4.99749875,2.20079650,0.17202708,1.49396639,0.43911253,0.24344643,0.00033892,0.09765524,0.00347051,0.38557766
-4.99149575,2.17662652,0.16715294,1.48797328,0.43132385,0.23584953,0.00035001,0.09553880,0.00352539,0.37380642
-4.98549275,2.14524503,0.16173914,1.47681492,0.42173627,0.22784100,0.00036233,0.09310735,0.00356847,0.36088980
-4.97948974,2.10788582,0.15591301,1.46128505,0.41056905,0.21958368,0.00037613,0.09042418,0.00360159,0.34707538
-4.97348674,2.06594547,0.14981279,1.44228920,0.39808306,0.21125397,0.00039165,0.08756049,0.00362713,0.33263591
-4.96748374,2.02095160,0.14358445,1.42082263,0.38457492,0.20303922,0.00040907,0.08459397,0.00364795,0.31786355
-4.96148074,1.97452801,0.13737822,1.39794650,0.37037000,0.19513470,0.00042852,0.08160697,0.00366736,0.30306354
-4.95547774,1.92835754,0.13134500,1.37476289,0.35581443,0.18774020,0.00045003,0.07868460,0.00368901,0.28854742
-4.94947474,1.88414378,0.12563280,1.35238949,0.34126630,0.18105643,0.00047359,0.07591263,0.00371680,0.27462594
-4.94347174,1.84357227,0.12038314,1.33193440,0.32708650,0.17528108,0.00049907,0.07337531,0.00375472,0.26160196
-4.93746873,1.80827225,0.11572767,1.31447154,0.31362924,0.17060479,0.00052627,0.07115310,0.00380677,0.24976341
-4.93146573,1.77977963,0.11178493,1.30101726,0.30123276,0.16720695,0.00055487,0.06932050,0.00387677,0.23937648
-4.92546273,1.75950177,0.10865747,1.29250816,0.29021039,0.16525151,0.00058448,0.06794389,0.00396824,0.23067938
-4.91945973,1.74868482,0.10642926,1.28978071,0.28084233,0.16488292,0.00061465,0.06707950,0.00408422,0.22387657
-4.91345673,1.74838408,0.10516356,1.29355265,0.27336824,0.16622222,0.00064483,0.06677164,0.00422718,0.21913392
-4.90745373,1.75943784,0.10490129,1.30440638,0.26798108,0.16936335,0.00067444,0.06705120,0.00439885,0.21657461
-4.90145073,1.78244530,0.10565987,1.32277465,0.26482219,0.17437000,0.00070286,0.06793439,0.00460012,0.21627614
-4.89544772,1.81774891,0.10743267,1.34892865,0.26397782,0.18127284,0.00072945,0.06942195,0.00483097,0.21826839
-4.88944472,1.86542166,0.11018904,1.38296870,0.26547729,0.19006740,0.00075359,0.07149874,0.00509037,0.22253280
-4.88344172,1.92525970,0.11387493,1.42481797,0.26929266,0.20071270,0.00077468,0.07413375,0.00537630,0.22900284
-4.87743872,1.99678078,0.11841420,1.47421932,0.27534005,0.21313057,0.00079217,0.07728068,0.00568571,0.23756556
-4.87143572,2.07922871,0.12371050,1.53073564,0.28348261,0.22720601,0.00080559,0.08087887,0.00601458,0.24806446
-4.86543272,2.17158422,0.12964968,1.59375408,0.29353482,0.24278825,0.00081456,0.08485482,0.00635802,0.26030340
-4.85942971,2.27258229,0.13610288,1.66249410,0.30526833,0.25969297,0.00081876,0.08912407,0.00671034,0.27405162
-4.85342671,2.38073594,0.14292994,1.73601983,0.31841885,0.27770528,0.00081804,0.09359350,0.00706520,0.28904970
-4.84742371,2.49436611,0.14998329,1.81325647,0.33269410,0.29658373,0.00081233,0.09816400,0.00741583,0.30501629
-4.84142071,2.61163736,0.15711209,1.89301081,0.34778247,0.31606510,0.00080168,0.10273332,0.00775519,0.32165548
-4.83541771,2.73059859,0.16416650,1.97399551,0.36336212,0.33586988,0.00078626,0.10719909,0.00807618,0.33866458
-4.82941471,2.84922773,0.17100193,2.05485669,0.37911033,0.35570846,0.00076637,0.11146197,0.00837189,0.35574202
-4.82341171,2.96547955,0.17748325,2.13420435,0.39471259,0.37528756,0.00074238,0.11542859,0.00863581,0.37259521
-4.81740870,3.07733500,0.18348858,2.21064463,0.40987145,0.39431713,0.00071478,0.11901444,0.00886207,0.38894808
-4.81140570,3.18285084,0.18891273,2.28281331,0.42431451,0.41251707,0.00068410,0.12214638,0.00904562,0.40454801
-4.80540270,3.28020796,0.19367005,2.34940937,0.43780160,0.42962395,0.00065097,0.12476481,0.00918243,0.41917202
-4.79939970,3.36775698,0.19769664,2.40922773,0.45013075,0.44539732,0.00061603,0.12682537,0.00926961,0.43263194
-4.79339670,3.44405967,0.20095176,2.46119013,0.46114280,0.45962542,0.00057997,0.12830006,0.00930559,0.44477840
-4.78739370,3.50792497,0.20341852,2.50437309,0.47072472,0.47213024,0.00054349,0.12917785,0.00929010,0.45550368
-4.78139070,3.55843843,0.20510368,2.53803222,0.47881132,0.48277168,0.00050731,0.12946462,0.00922428,0.46474309
-4.77538769,3.59498431,0.20603681,2.56162198,0.48538561,0.49145072,0.00047211,0.12918264,0.00911061,0.47247520
-4.76938469,3.61725965,0.20626860,2.57481037,0.49047766,0.49811156,0.00043858,0.12836937,0.00895290,0.47872062
-4.76338169,3.62527999,0.20586861,2.57748798,0.49416222,0.50274262,0.00040741,0.12707592,0.00875614,0.48353975
-4.75737869,3.61937671,0.20492250,2.56977121,0.49655515,0.50537641,0.00037924,0.12536500,0.00852638,0.48702928
-4.75137569,3.60018602,0.20352888,2.55199955,0.49780891,0.50608824,0.00035469,0.12330863,0.00827058,0.48931794
-4.74537269,3.56863007,0.20179583,2.52472682,0.49810711,0.50499396,0.00033440,0.12098562,0.00799638,0.49056132
-4.73936968,3.52589069,0.19983742,2.48870690,0.49765857,0.50224649,0.00031895,0.11847890,0.00771193,0.49093622
-4.73336668,3.47337656,0.19777012,2.44487394,0.49669078,0.49803160,0.00030893,0.11587286,0.00742563,0.49063444
-4.72736368,3.41268450,0.19570933,2.39431786,0.49544314,0.49256268,0.00030491,0.11325079,0.00714589,0.48985641
-4.72136068,3.34555609,0.19376616,2.33825562,0.49415998,0.48607487,0.00030746,0.11069242,0.00688096,0.48880464
-4.71535768,3.27383041,0.19204441,2.27799898,0.49308357,0.47881856,0.00031713,0.10827166,0.00663864,0.48767718
-4.70935468,3.19939428,0.19063789,2.21491963,0.49244720,0.47105243,0.00033445,0.10605467,0.00642614,0.48666123
-4.70335168,3.12413101,0.18962811,2.15041258,0.49246840,0.46303623,0.00035994,0.10409817,0.00624983,0.48592707
-4.69734867,3.04986918,0.18908227,2.08585882,0.49334252,0.45502344,0.00039406,0.10244805,0.00611512,0.48562230
-4.69134567,2.97833259,0.18905168,2.02258826,0.49523666,0.44725398,0.00043725,0.10113836,0.00602630,0.48586667
-4.68534267,2.91109295,0.18957054,1.96184404,0.49828415,0.43994732,0.00048987,0.10019066,0.00598646,0.48674756
-4.67933967,2.84952661,0.19065510,1.90474936,0.50257970,0.43329604,0.00055219,0.09961358,0.00599736,0.48831622
-4.67333667,2.79477690,0.19230319,1.85227791,0.50817541,0.42746017,0.00062437,0.09940289,0.00605943,0.49058504
-4.66733367,2.74772332,0.19449420,1.80522889,0.51507778,0.42256252,0.00070645,0.09954175,0.00617173,0.49352583
-4.66133067,2.70895890,0.19718940,1.76420762,0.52324594,0.41868516,0.00079831,0.10000135,0.00633200,0.49706941
-4.65532766,2.67877684,0.20033282,1.72961255,0.53259121,0.41586734,0.00089964,0.10074185,0.00653669,0.50110652
-4.64932466,2.65716719,0.20385243,1.70162927,0.54297822,0.41410482,0.00100995,0.10171357,0.00678106,0.50549016
-4.64332166,2.64382416,0.20766194,1.68023196,0.55422765,0.41335091,0.00112853,0.10285852,0.00705933,0.51003942
