energy_ev,total_up,N_s_up,N_p_up,S_s_up,S_p_up,W_p_up,W_d_up
-5.87993997,5.80033770,0.00736085,0.24160406,0.01911475,2.39076868,2.54181131,1.91534592
-5.87393697,5.56104668,0.00666686,0.24332906,0.01990378,2.28669863,2.41075012,1.83986375
-5.86793397,5.34692623,0.00601763,0.24606311,0.02080187,2.19301861,2.29038491,1.77279616
-5.86193097,5.15998418,0.00541761,0.24977647,0.02180132,2.11048860,2.18180820,1.71492031
-5.85592796,5.00129414,0.00487008,0.25440221,0.02289150,2.03948558,2.08570555,1.66670107
-5.84992496,4.87102228,0.00437718,0.25983920,0.02405918,1.98001934,2.00236550,1.62829337
-5.84392196,4.76848397,0.00393998,0.26595620,0.02528894,1.93176063,1.93170233,1.59955491
-5.83791896,4.69222700,0.00355865,0.27259714,0.02656370,1.89407969,1.87328992,1.58006806
-5.83191596,4.64013666,0.00323253,0.27958724,0.02786522,1.86609331,1.82640479,1.56916992
-5.82591296,4.60955789,0.00296029,0.28673970,0.02917479,1.84671808,1.79007622,1.56598892
-5.81990995,4.59742891,0.00274009,0.29386273,0.03047384,1.83472750,1.76314118,1.56948659
-5.81390695,4.60042100,0.00256969,0.30076667,0.03174452,1.82881057,1.74430161,1.57850256
-5.80790395,4.61507869,0.00244658,0.30727083,0.03297044,1.82762953,1.73218205,1.59180114
-5.80190095,4.63795546,0.00236812,0.31320990,0.03413712,1.82987450,1.72538534,1.60811794
-5.79589795,4.66574013,0.00233161,0.31843959,0.03523262,1.83431333,1.72254465,1.62620459
-5.78989495,4.69536980,0.00233439,0.32284141,0.03624792,1.83983475,1.72237018,1.64487052
-5.78389195,4.72412606,0.00237391,0.32632637,0.03717728,1.84548380,1.72368921,1.66302010
-5.77788894,4.74971183,0.00244776,0.32883748,0.03801848,1.85048842,1.72547866,1.67968446
-5.77188594,4.77030711,0.00255369,0.33035103,0.03877297,1.85427682,1.72688937,1.69404683
-5.76588294,4.78460262,0.00268963,0.33087659,0.03944582,1.85648529,1.72726190,1.70546104
-5.75987994,4.79181139,0.00285366,0.33045583,0.04004563,1.85695689,1.72613382,1.71346269
-5.75387694,4.79165888,0.00304399,0.32916010,0.04058429,1.85573128,1.72323876,1.71777305
-5.74787394,4.78435310,0.00325891,0.32708703,0.04107654,1.85302675,1.71849781,1.71829576
-5.74187094,4.77053675,0.00349676,0.32435615,0.04153957,1.84921541,1.71200409,1.71510676
-5.73586793,4.75122409,0.00375585,0.32110382,0.04199239,1.84479282,1.70400132,1.70843820
-5.72986493,4.72772546,0.00403438,0.31747757,0.04245516,1.84034362,1.69485777,1.69865695
-5.72386193,4.70156310,0.00433044,0.31363010,0.04294849,1.83650461,1.68503650,1.68623895
-5.71785893,4.67438161,0.00464191,0.30971314,0.04349263,1.83392681,1.67506354,1.67174044
-5.71185593,4.64785713,0.00496645,0.30587143,0.04410673,1.83323828,1.66549508,1.65576723
-5.70585293,4.62360865,0.00530144,0.30223692,0.04480803,1.83500899,1.65688512,1.63894356
-5.69984992,4.60311517,0.00564401,0.29892365,0.04561113,1.83971920,1.64975484,1.62188153
-5.69384692,4.58764193,0.00599101,0.29602318,0.04652735,1.84773264,1.64456482,1.60515264
-5.68784392,4.57817849,0.00633908,0.29360099,0.04756413,1.85927536,1.64169113,1.58926241
-5.68184092,4.57539105,0.00668467,0.29169393,0.04872459,1.87442111,1.64140619,1.57462917
-5.67583792,4.57959075,0.00702414,0.29030879,0.05000726,1.89308366,1.64386498,1.56156784
-5.66983492,4.59071877,0.00735383,0.28942202,0.05140588,1.91501633,1.64909711,1.55027922
-5.66383192,4.60834885,0.00767020,0.28898079,0.05290947,1.93981852,1.65700483,1.54084517
-5.65782891,4.63170641,0.00796990,0.28890512,0.05450255,1.96694897,1.66736699,1.53322971
-5.65182591,4.65970342,0.00824995,0.28909122,0.05616550,1.99574494,1.67984850,1.52728585
-5.64582291,4.69098700,0.00850786,0.28941572,0.05787512,2.02544657,1.69401497,1.52276758
-5.63981991,4.72399931,0.00874172,0.28974077,0.05960534,2.05522521,1.70935150,1.51934636
-5.63381691,4.75704603,0.00895035,0.28991971,0.06132809,2.08421445,1.72528488,1.51663121
-5.62781391,4.78836996,0.00913336,0.28980305,0.06301415,2.11154263,1.74120807,1.51419115
-5.62181091,4.81622657,0.00929127,0.28924458,0.06463420,2.13636535,1.75650577,1.51157907
-5.61580790,4.83895794,0.00942555,0.28810736,0.06615981,2.15789667,1.77058004,1.50835557
-5.60980490,4.85506191,0.00953860,0.28626913,0.06756446,2.17543771,1.78287462,1.50411181
-5.60380190,4.86325340,0.00963378,0.28362725,0.06882442,2.18840163,1.79289705,1.49849003
-5.59779890,4.86251538,0.00971537,0.28010270,0.06991961,2.19633389,1.80023753,1.49120104
-5.59179590,4.85213750,0.00978845,0.27564305,0.07083432,2.19892718,1.80458370,1.48203777
-5.58579290,4.83174088,0.00985885,0.27022438,0.07155771,2.19603049,1.80573088,1.47088431
-5.57978989,4.80128845,0.00993297,0.26385203,0.07208416,2.18765215,1.80358718,1.45772022
-5.57378689,4.76108060,0.01001763,0.25656017,0.07241341,2.17395674,1.79817354,1.44262005
-5.56778389,4.71173684,0.01011987,0.24841030,0.07255047,2.15525628,1.78961861,1.42574814
-5.56178089,4.65416462,0.01024679,0.23948875,0.07250536,2.13199611,1.77814900,1.40734923
-5.55577789,4.58951703,0.01040527,0.22990336,0.07229263,2.10473615,1.76407519,1.38773539
-5.54977489,4.51914150,0.01060182,0.21977943,0.07193065,2.07412852,1.74777414,1.36727010
-5.54377189,4.44452200,0.01084227,0.20925531,0.07144086,2.04089234,1.72966915,1.34635029
-5.53776888,4.36721749,0.01113165,0.19847760,0.07084681,2.00578686,1.71020824,1.32538718
-5.53176588,4.28879922,0.01147387,0.18759644,0.07017318,1.96958409,1.68984195,1.30478715
-5.52576288,4.21078977,0.01187164,0.17676083,0.06944476,1.93304184,1.66900170,1.28493317
-5.51975988,4.13460623,0.01232622,0.16611433,0.06868541,1.89687840,1.64807969,1.26616794
-5.51375688,4.06150984,0.01283731,0.15579127,0.06791717,1.86174971,1.62741130,1.24877930
-5.50775388,3.99256407,0.01340295,0.14591345,0.06715936,1.82822981,1.60726088,1.23298855
-5.50175088,3.92860252,0.01401948,0.13658768,0.06642790,1.79679529,1.58781138,1.21894216
-5.49574787,3.87020764,0.01468146,0.12790393,0.06573476,1.76781422,1.56915843,1.20670697
-5.48974487,3.81770094,0.01538176,0.11993427,0.06508764,1.74153974,1.55130898,1.19626918
-5.48374187,3.77114443,0.01611164,0.11273265,0.06448979,1.71810855,1.53418451,1.18753689
-5.47773887,3.73035307,0.01686084,0.10633524,0.06394007,1.69754401,1.51762849,1.18034601
-5.47173587,3.69491714,0.01761783,0.10076147,0.06343324,1.67976372,1.50141770,1.17446921
-5.46573287,3.66423329,0.01837001,0.09601565,0.06296037,1.66459101,1.48527673,1.16962736
-5.45972986,3.63754278,0.01910401,0.09208896,0.06250943,1.65176977,1.46889484,1.16550296
-5.45372686,3.61397486,0.01980605,0.08896179,0.06206606,1.64098191,1.45194424,1.16175495
-5.44772386,3.59259356,0.02046223,0.08660624,0.06161430,1.63186668,1.43409892,1.15803428
-5.44172086,3.57244581,0.02105897,0.08498876,0.06113753,1.62404102,1.41505302,1.15399954
-5.43571786,3.55260881,0.02158340,0.08407264,0.06061929,1.61712011,1.39453779,1.14933218
-5.42971486,3.53223496,0.02202370,0.08382038,0.06004411,1.61073723,1.37233640,1.14375069
-5.42371186,3.51059245,0.02236953,0.08419579,0.05939831,1.60456232,1.34829590,1.13702319
-5.41770885,3.48710014,0.02261234,0.08516569,0.05867061,1.59831835,1.32233574,1.12897812
-5.41170585,3.46135546,0.02274568,0.08670114,0.05785271,1.59179509,1.29445270,1.11951263
-5.40570285,3.43315425,0.02276541,0.08877825,0.05693961,1.58485963,1.26472189,1.10859838
-5.39969985,3.40250202,0.02266990,0.09137840,0.05592987,1.57746325,1.23329411,1.09628458
-5.39369685,3.36961623,0.02246014,0.09448791,0.05482563,1.56964457,1.20038966,1.08269816
-5.38769385,3.33491933,0.02213971,0.09809728,0.05363249,1.56152857,1.16628906,1.06804107
-5.38169085,3.29902318,0.02171473,0.10219986,0.05235929,1.55332169,1.13132136,1.05258466
-5.37568784,3.26270497,0.02119370,0.10679019,0.05101764,1.54530300,1.09585043,1.03666143
-5.36968484,3.22687576,0.02058728,0.11186200,0.04962146,1.53781182,1.06026024,1.02065422
-5.36368184,3.19254255,0.01990798,0.11740603,0.04818636,1.53123210,1.02493955,1.00498321
-5.35767884,3.16076527,0.01916978,0.12340777,0.04672904,1.52597407,0.99026706,0.99009105
-5.35167584,3.13261026,0.01838774,0.12984525,0.04526657,1.52245398,0.95659728,0.97642661
-5.34567284,3.10910186,0.01757753,0.13668714,0.04381576,1.52107244,0.92424812,0.96442786
-5.33966983,3.09117410,0.01675502,0.14389100,0.04239256,1.52219247,0.89349030,0.95450451
-5.33366683,3.07962433,0.01593576,0.15140224,0.04101145,1.52611793,0.86453919,0.94702088
-5.32766383,3.07507086,0.01513461,0.15915347,0.03968502,1.53307353,0.83754921,0.94227998
-5.32166083,3.07791643,0.01436531,0.16706464,0.03842359,1.54318719,0.81261084,0.94050911
-5.31565783,3.08831931,0.01364011,0.17504380,0.03723490,1.55647575,0.78975040,0.94184800
-5.30965483,3.10617368,0.01296954,0.18298874,0.03612401,1.57283488,0.76893220,0.94633981
-5.30365183,3.13110043,0.01236213,0.19078919,0.03509327,1.59203375,0.75006317,0.95392574
-5.29764882,3.16244922,0.01182430,0.19832978,0.03414239,1.61371518,0.73299933,0.96444346
-5.29164582,3.19931244,0.01136029,0.20549353,0.03326863,1.63740132,0.71755403,0.97762986
-5.28564282,3.24055065,0.01097218,0.21216575,0.03246711,1.66250515,0.70350746,0.99312798
-5.27963982,3.28482911,0.01065998,0.21823821,0.03173117,1.68834733,0.69061695,1.01049814
-5.27363682,3.33066415,0.01042176,0.22361332,0.03105279,1.71417811,0.67862784,1.02923293
-5.26763382,3.37647762,0.01025390,0.22820826,0.03042310,1.73920339,0.66728439,1.04877559
-5.26163082,3.42065737,0.01015130,0.23195864,0.02983284,1.76261391,0.65634042,1.06854097
-5.25562781,3.46162115,0.01010771,0.23482172,0.02927292,1.78361647,0.64556935,1.08793836
-5.24962481,3.49788118,0.01011602,0.23677883,0.02873487,1.80146571,0.63477336,1.10639511
-5.24362181,3.52810647,0.01016856,0.23783695,0.02821136,1.81549498,0.62379143,1.12337995
-5.23761881,3.55117991,0.01025740,0.23802932,0.02769662,1.82514495,0.61250595,1.13842506
-5.23161581,3.56624760,0.01037466,0.23741494,0.02718676,1.82998852,0.60084793,1.15114569
-5.22561281,3.57275769,0.01051271,0.23607709,0.02668015,1.82975081,0.58880045,1.16125647
-5.21960980,3.57048713,0.01066440,0.23412078,0.02617754,1.82432311,0.57640051,1.16858354
-5.21360680,3.55955465,0.01082319,0.23166935,0.02568227,1.81377029,0.56373897,1.17307194
-5.20760380,3.54041944,0.01098329,0.22886019,0.02520022,1.79833102,0.55095879,1.17478778
-5.20160080,3.51386532,0.01113970,0.22583996,0.02473981,1.77841080,0.53825151,1.17391517
-5.19559780,3.48097120,0.01128822,0.22275933,0.02431179,1.75456818,0.52585205,1.17074794
-5.18959480,3.44306893,0.01142542,0.21976763,0.02392898,1.72749453,0.51403193,1.16567655
-5.18359180,3.40169073,0.01154857,0.21700746,0.02360591,1.69798863,0.50309116,1.15917084
-5.17758879,3.35850823,0.01165556,0.21460974,0.02335844,1.66692681,0.49334885,1.15175940
-5.17158579,3.31526620,0.01174480,0.21268908,0.02320319,1.63523039,0.48513296,1.14400648
-5.16558279,3.27371369,0.01181509,0.21133997,0.02315701,1.60383155,0.47876937,1.13648767
-5.15957979,3.23553567,0.01186556,0.21063374,0.02323642,1.57363937,0.47457062,1.12976522
-5.15357679,3.20228823,0.01189551,0.21061647,0.02345693,1.54550726,0.47282469,1.12436430
-5.14757379,3.17533982,0.01190441,0.21130787,0.02383245,1.52020345,0.47378416,1.12075121
-5.14157079,3.15582127,0.01189180,0.21270121,0.02437475,1.49838536,0.47765626,1.11931437
-5.13556778,3.14458627,0.01185730,0.21476422,0.02509280,1.48057922,0.48459408,1.12034906
-5.12956478,3.14218407,0.01180059,0.21744100,0.02599241,1.46716539,0.49468940,1.12404636
-5.12356178,3.14884522,0.01172148,0.22065465,0.02707576,1.45837011,0.50796752,1.13048679
-5.11755878,3.16448103,0.01161991,0.22431073,0.02834119,1.45426380,0.52438443,1.13963899
-5.11155578,3.18869642,0.01149606,0.22830132,0.02978302,1.45476587,0.54382655,1.15136319
-5.10555278,3.22081586,0.01135041,0.23250943,0.03139161,1.45965588,0.56611327,1.16541962
-5.09954977,3.25992118,0.01118381,0.23681380,0.03315352,1.46859053,0.59100247,1.18148128
-5.09354677,3.30489996,0.01099757,0.24109377,0.03505190,1.48112561,0.61819882,1.19915061
-5.08754377,3.35450242,0.01079354,0.24523412,0.03706701,1.49674235,0.64736494,1.21797947
-5.08154077,3.40740485,0.01057414,0.24912980,0.03917690,1.51487679,0.67813497,1.23749147
-5.07553777,3.46227704,0.01034241,0.25269024,0.04135830,1.53495128,0.71013025,1.25720593
-5.06953477,3.51785087,0.01010203,0.25584323,0.04358751,1.55640660,0.74297641,1.27666229
-5.06353177,3.57298754,0.00985731,0.25853824,0.04584151,1.57873353,0.77632131,1.29544411
-5.05752876,3.62674008,0.00961317,0.26074897,0.04809899,1.60150245,0.80985283,1.31320147
-5.05152576,3.67840865,0.00937508,0.26247510,0.05034142,1.62438951,0.84331574,1.32967072
-5.04552276,3.72758546,0.00914903,0.26374315,0.05255402,1.64719812,0.87652657,1.34469072
-5.03951976,3.77418697,0.00894138,0.26460629,0.05472662,1.66987454,0.90938566,1.35821443
-5.03351676,3.81847094,0.00875883,0.26514320,0.05685429,1.69251650,0.94188526,1.37031534
-5.02751376,3.86103684,0.00860828,0.26545578,0.05893773,1.71537398,0.97411311,1.38118788
-5.02151076,3.90280820,0.00849671,0.26566589,0.06098342,1.73884172,1.00625078,1.39114167
-5.01550775,3.94499686,0.00843106,0.26591104,0.06300334,1.76344308,1.03856628,1.40058939
-5.00950475,3.98904931,0.00841812,0.26633920,0.06501444,1.78980570,1.07140113,1.41002853
-5.00350175,4.03657673,0.00846437,0.26710289,0.06703776,1.81862933,1.10515170,1.42001741
-4.99749875,4.08927097,0.00857586,0.26835261,0.06909718,1.85064714,1.14024580,1.43114649
-4.99149575,4.14880976,0.00875812,0.27023000,0.07121795,1.88658178,1.17711499,1.44400598
-4.98549275,4.21675516,0.00901603,0.27286089,0.07342502,1.92709834,1.21616422,1.45915113
-4.97948974,4.29445010,0.00935373,0.27634856,0.07574117,1.97275620,1.25773991,1.47706692
-4.97348674,4.38291813,0.00977453,0.28076759,0.07818526,2.02396239,1.30209840,1.49813390
-4.96748374,4.48277189,0.01028086,0.28615847,0.08077035,2.08092894,1.34937648,1.52259690
-4.96148074,4.59413559,0.01087425,0.29252349,0.08350222,2.14363680,1.39956582,1.55053861
-4.95547774,4.71658654,0.01155529,0.29982391,0.08637798,2.21180871,1.45249300,1.58185942
-4.94947474,4.84911982,0.01232364,0.30797893,0.08938520,2.28489291,1.50780672,1.61626522
-4.94347174,4.99013955,0.01317811,0.31686635,0.09250144,2.36205954,1.56497334,1.65326393
-4.93746873,5.13747845,0.01411666,0.32632515,0.09569425,2.44221036,1.62328162,1.69217157
-4.93146573,5.28844651,0.01513652,0.33615995,0.09892178,2.52400228,1.68185684,1.73212796
-4.92546273,5.43990736,0.01623424,0.34614718,0.10213385,2.60588419,1.73968432,1.77212176
-4.91945973,5.58838000,0.01740583,0.35604275,0.10527356,2.68614573,1.79564139,1.81102375
-4.91345673,5.73016155,0.01864682,0.36559104,0.10827928,2.76297618,1.84853658,1.84762727
-4.90745373,5.86146563,0.01995235,0.37453464,0.11108703,2.83453081,1.89715443,1.88069373
-4.90145073,5.97856982,0.02131723,0.38262449,0.11363299,2.89900151,1.94030364,1.90900132
-4.89544772,6.07796500,0.02273604,0.38963002,0.11585620,2.95468838,1.97686618,1.93139432
-4.88944472,6.15649909,0.02420307,0.39534858,0.11770109,3.00006852,2.00584502,1.94683073
-4.88344172,6.21150788,0.02571237,0.39961391,0.11911993,3.03385856,2.02640776,1.95442577
-4.87743872,6.24092605,0.02725770,0.40230305,0.12007487,3.05506773,2.03792393,1.95348913
-4.87143572,6.24337292,0.02883246,0.40334141,0.12053957,3.06303852,2.03999397,1.94355396
-4.86543272,6.21820810,0.03042958,0.40270569,0.12050030,3.05747290,2.03246822,1.92439637
-4.85942971,6.16555472,0.03204147,0.40042449,0.11995650,3.03844270,2.01545497,1.89604437
-4.85342671,6.08628877,0.03365987,0.39657659,0.11892065,3.00638369,1.98931694,1.85877600
-4.84742371,5.98199569,0.03527576,0.39128694,0.11741763,2.96207362,1.95465658,1.81310683
-4.84142071,5.85489660,0.03687926,0.38472064,0.11548347,2.90659562,1.91229085,1.75976772
-4.83541771,5.70774846,0.03845963,0.37707512,0.11316364,2.84128896,1.86321682,1.69967406
-4.82941471,5.54372359,0.04000514,0.36857101,0.11051098,2.76768972,1.80857004,1.63388826
-4.82341171,5.36627506,0.04150320,0.35944212,0.10758335,2.68746480,1.74957768,1.56357750
-4.81740870,5.17899506,0.04294036,0.34992512,0.10444117,2.60234244,1.68750915,1.48996899
-4.81140570,4.98547349,0.04430245,0.34024933,0.10114499,2.51404309,1.62362645,1.41430496
-4.80540270,4.78916362,0.04557477,0.33062724,0.09775314,2.42421384,1.55913685,1.33779950
-4.79939970,4.59326141,0.04674230,0.32124616,0.09431969,2.33436963,1.49515018,1.26159933
-4.79339670,4.40060351,0.04778997,0.31226137,0.09089274,2.24584386,1.43264253,1.18675011
-4.78739370,4.21358836,0.04870295,0.30379120,0.08751314,2.15975036,1.37242807,1.11416950
-4.78139070,4.03412279,0.04946700,0.29591397,0.08421368,2.07695819,1.31513981,1.04462794
-4.77538769,3.86359554,0.05006880,0.28866721,0.08101874,1.99807963,1.26121994,0.97873742
-4.76938469,3.70287724,0.05049631,0.28204882,0.07794447,1.92347141,1.21091976,0.91694825
-4.76338169,3.55234518,0.05073906,0.27602020,0.07499932,1.85324822,1.16430845,0.85955333
-4.75737869,3.41193004,0.05078854,0.27051108,0.07218502,1.78730703,1.12128999,0.80669910
-4.75137569,3.28118055,0.05063841,0.26542566,0.06949782,1.72536033,1.08162665,0.75840199
-4.74537269,3.15934161,0.05028480,0.26064980,0.06692993,1.66697600,1.04496755,0.71456910
-4.73936968,3.04544075,0.04972647,0.25605871,0.06447106,1.61162119,1.01088053,0.67502169
-4.73336668,2.93837791,0.04896495,0.25152484,0.06211001,1.55870782,0.97888537,0.63951989
-4.72736368,2.83701354,0.04800462,0.24692548,0.05983612,1.50763710,0.94848669,0.60778739
-4.72136068,2.74025062,0.04685273,0.24214973,0.05764064,1.45784087,0.91920475,0.57953467
-4.71535768,2.64710666,0.04551929,0.23710445,0.05551779,1.40881789,0.89060294,0.55447980
-4.70935468,2.55677285,0.04401697,0.23171903,0.05346563,1.36016354,0.86231050,0.53236587
-4.70335168,2.46865801,0.04236091,0.22594879,0.05148658,1.31159185,0.83404000,0.51297450
-4.69734867,2.38241663,0.04056839,0.21977678,0.04958768,1.26294940,0.80559890,0.49613513
-4.69134567,2.29796038,0.03865857,0.21321416,0.04778052,1.21422100,0.77689516,0.48172989
-4.68534267,2.21545425,0.03665208,0.20629914,0.04608091,1.16552750,0.74793715,0.46969445
-4.67933967,2.13529857,0.03457060,0.19909460,0.04450836,1.11711647,0.71882832,0.46001500
-4.67333667,2.05809917,0.03243641,0.19168462,0.04308532,1.06934697,0.68975741,0.45272212
-4.66733367,1.98462830,0.03027195,0.18417018,0.04183633,1.02266960,0.66098521,0.44788210
-4.66133067,1.91577906,0.02809934,0.17666430,0.04078714,0.97760329,0.63282866,0.44558650
-4.65532766,1.85251656,0.02593993,0.16928684,0.03996376,0.93471039,0.60564376,0.44594077
-4.64932466,1.79582838,0.02381392,0.16215927,0.03939158,0.89457142,0.57980792,0.44905258
-4.64332166,1.74667720,0.02173991,0.15539974,0.03909461,0.85776087,0.55570301,0.45502069
-4.63731866,1.70595771,0.01973467,0.14911847,0.03909477,0.82482506,0.53369985,0.46392474
-4.63131566,1.67445961,0.01781280,0.14341385,0.03941138,0.79626301,0.51414478,0.47581668
-4.62531266,1.65283797,0.01598662,0.13836925,0.04006078,0.77251098,0.49734874,0.49071390
-4.61930965,1.64159150,0.01426599,0.13405062,0.04105610,0.75393085,0.48357929,0.50859444
-4.61330665,1.64104911,0.01265832,0.13050491,0.04240715,0.74080261,0.47305540,0.52939412
-4.60730365,1.65136417,0.01116860,0.12775941,0.04412043,0.73332066,0.46594511,0.55300574
-4.60130065,1.67251594,0.00979949,0.12582167,0.04619922,0.73159357,0.46236565,0.57927991
-4.59529765,1.70431698,0.00855146,0.12468025,0.04864374,0.73564690,0.46238569,0.60802736
-4.58929465,1.74642549,0.00742305,0.12430593,0.05145131,0.74542838,0.46602922,0.63902251
-4.58329165,1.79836112,0.00641109,0.12465339,0.05461648,0.76081482,0.47328060,0.67200777
-4.57728864,1.85952312,0.00551097,0.12566318,0.05813115,0.78162025,0.48409025,0.70669839
-4.57128564,1.92920968,0.00471690,0.12726397,0.06198464,0.80760464,0.49838044,0.74278770
-4.56528264,2.00663757,0.00402228,0.12937477,0.06616369,0.83848287,0.51605095,0.77995229
-4.55927964,2.09096141,0.00341987,0.13190734,0.07065237,0.87393356,0.53698415,0.81785727
-4.55327664,2.18129231,0.00290214,0.13476846,0.07543203,0.91360756,0.56104933,0.85616141
-4.54727364,2.27671556,0.00246148,0.13786216,0.08048111,0.95713626,0.58810623,0.89452221
-4.54127064,2.37630779,0.00209040,0.14109191,0.08577506,1.00413947,0.61800774,0.93260113
-4.53526763,2.47915353,0.00178171,0.14436260,0.09128623,1.05423322,0.65060188,0.97006879
-4.52926463,2.58436185,0.00152868,0.14758259,0.09698388,1.10703761,0.68573315,1.00661063
-4.52326163,2.69108313,0.00132514,0.15066549,0.10283426,1.16218477,0.72324352,1.04193277
-4.51725863,2.79852632,0.00116557,0.15353200,0.10880083,1.21932717,0.76297321,1.07576840
-4.51125563,2.90597679,0.00104513,0.15611160,0.11484466,1.27814618,0.80476146,1.10788440
-4.50525263,3.01281432,0.00095967,0.15834406,0.12092497,1.33836086,0.84844736,1.13808827
-4.49924962,3.11853109,0.00090575,0.16018095,0.12699983,1.39973673,0.89387090,1.16623500
-4.49324662,3.22274854,0.00088060,0.16158683,0.13302699,1.46209401,0.94087417,1.19223359
-4.48724362,3.32523237,0.00088205,0.16254028,0.13896483,1.52531511,0.98930269,1.21605276
-4.48124062,3.42590432,0.00090850,0.16303457,0.14477334,1.58935047,1.03900659,1.23772545
-4.47523762,3.52484943,0.00095882,0.16307806,0.15041517,1.65422226,1.08984166,1.25735156
-4.46923462,3.62231756,0.00103227,0.16269404,0.15585651,1.72002523,1.14166983,1.27509842
-4.46323162,3.71871790,0.00112841,0.16192019,0.16106797,1.78692423,1.19435893,1.29119868
-4.45722861,3.81460573,0.00124701,0.16080750,0.16602518,1.85514768,1.24778153,1.30594525
-4.45122561,3.91066072,0.00138792,0.15941871,0.17070926,1.92497699,1.30181275,1.31968309
-4.44522261,4.00765700,0.00155100,0.15782617,0.17510693,1.99673173,1.35632685,1.33279809
-4.43921961,4.10642523,0.00173602,0.15610934,0.17921039,2.07075070,1.41119275,1.34570296
-4.43321661,4.20780805,0.00194256,0.15435184,0.18301686,2.14736964,1.46626871,1.35882087
-4.42721361,4.31261038,0.00216993,0.15263826,0.18652788,2.22689618,1.52139618,1.37256723
-4.42121061,4.42154676,0.00241711,0.15105082,0.18974835,2.30958314,1.57639355,1.38733056
-4.41520760,4.53518837,0.00268269,0.14966600,0.19268539,2.39560153,1.63105000,1.40345330
-4.40920460,4.65391247,0.00296483,0.14855128,0.19534704,2.48501466,1.68512015,1.42121354
-4.40320160,4.77785712,0.00326121,0.14776229,0.19774099,2.57775477,1.73831998,1.44080873
-4.39719860,4.90688414,0.00356908,0.14734019,0.19987330,2.67360379,1.79032455,1.46234226
-4.39119560,5.04055268,0.00388524,0.14730983,0.20174729,2.77217948,1.84076794,1.48581381
-4.38519260,5.17810546,0.00420610,0.14767837,0.20336258,2.87292820,1.88924585,1.51111406
-4.37918959,5.31846931,0.00452774,0.14843474,0.20471452,2.97512498,1.93532090,1.53802435
-4.37318659,5.46027043,0.00484596,0.14954985,0.20579382,3.07788148,1.97853068,1.56622126
-4.36718359,5.60186459,0.00515643,0.15097753,0.20658660,3.18016193,2.01839847,1.59528625
-4.36118059,5.74138106,0.00545478,0.15265618,0.20707485,3.28080651,2.05444611,1.62471986
-4.35517759,5.87677889,0.00573671,0.15451114,0.20723712,3.37856157,2.08620861,1.65395993
-4.34917459,6.00591284,0.00599812,0.15645753,0.20704966,3.47211527,2.11324974,1.68240296
-4.34317159,6.12660632,0.00623530,0.15840357,0.20648771,3.56013748,2.13517795,1.70942768
-4.33716858,6.23672790,0.00644497,0.16025411,0.20552702,3.64132187,2.15166168,1.73441966
-4.33116558,6.33426787,0.00662447,0.16191433,0.20414546,3.71442865,2.16244335,1.75679584
-4.32516258,6.41741159,0.00677187,0.16329340,0.20232468,3.77832585,2.16735126,1.77602786
-4.31915958,6.48460629,0.00688606,0.16430790,0.20005164,3.83202770,2.16630889,1.79166318
-4.31315658,6.53461867,0.00696682,0.16488500,0.19732006,3.87472825,2.15934093,1.80334302
-4.30715358,6.56658113,0.00701496,0.16496509,0.19413159,3.90582928,2.14657605,1.81081661
