energy_ev,total_up,Cd_p_up,Cd_d_up,S_s_up,S_p_up,Sn_p_up,Sn_d_up
-5.57978989,1.51960071,0.65145493,0.21335230,0.08977071,0.60036444,0.14249675,0.00026461
-5.57378689,1.53724576,0.64952618,0.21680518,0.09650701,0.61197305,0.14289318,0.00026081
-5.56778389,1.55163689,0.64596695,0.21967089,0.10345774,0.62229760,0.14314487,0.00025628
-5.56178089,1.56271866,0.64088399,0.22189330,0.11057441,0.63119715,0.14329494,0.00025110
-5.55577789,1.57043286,0.63438644,0.22341830,0.11780195,0.63852805,0.14338515,0.00024537
-5.54977489,1.57472244,0.62658477,0.22419608,0.12507971,0.64414904,0.14345494,0.00023918
-5.54377189,1.57553682,0.61759014,0.22418348,0.13234275,0.64792684,0.14354076,0.00023263
-5.53776888,1.57283822,0.60751439,0.22334628,0.13952341,0.64974197,0.14367542,0.00022581
-5.53176588,1.56660846,0.59647024,0.22166122,0.14655294,0.64949433,0.14388774,0.00021880
-5.52576288,1.55685587,0.58457176,0.21911778,0.15336342,0.64710846,0.14420218,0.00021168
-5.51975988,1.54362163,0.57193484,0.21571948,0.15988952,0.64253793,0.14463870,0.00020454
-5.51375688,1.52698527,0.55867753,0.21148472,0.16607048,0.63576893,0.14521266,0.00019745
-5.50775388,1.50706867,0.54492015,0.20644703,0.17185183,0.62682258,0.14593478,0.00019047
-5.50175088,1.48403855,0.53078498,0.20065472,0.17718697,0.61575610,0.14681112,0.00018367
-5.49574787,1.45810687,0.51639560,0.19417008,0.18203861,0.60266262,0.14784314,0.00017710
-5.48974487,1.42952937,0.50187564,0.18706789,0.18637975,0.58766970,0.14902767,0.00017081
-5.48374187,1.39860209,0.48734719,0.17943367,0.19019440,0.57093670,0.15035689,0.00016485
-5.47773887,1.36565596,0.47292876,0.17136140,0.19347787,0.55265104,0.15181830,0.00015926
-5.47173587,1.33104991,0.45873291,0.16295108,0.19623659,0.53302362,0.15339465,0.00015406
-5.46573287,1.29516262,0.44486376,0.15430617,0.19848760,0.51228356,0.15506384,0.00014927
-5.45972986,1.25838336,0.43141446,0.14553093,0.20025747,0.49067247,0.15679885,0.00014491
-5.45372686,1.22110248,0.41846475,0.13672787,0.20158102,0.46843868,0.15856778,0.00014098
-5.44772386,1.18370184,0.40607887,0.12799543,0.20249958,0.44583135,0.16033380,0.00013749
-5.44172086,1.14654567,0.39430389,0.11942589,0.20305908,0.42309497,0.16205543,0.00013441
-5.43571786,1.10997241,0.38316866,0.11110358,0.20330797,0.40046432,0.16368685,0.00013174
-5.42971486,1.07428763,0.37268340,0.10310355,0.20329509,0.37815999,0.16517839,0.00012943
-5.42371186,1.03975856,0.36284014,0.09549053,0.20306760,0.35638470,0.16647740,0.00012747
-5.41770885,1.00661028,0.35361390,0.08831839,0.20266897,0.33532047,0.16752916,0.00012580
-5.41170585,0.97502368,0.34496465,0.08162992,0.20213737,0.31512658,0.16827819,0.00012437
-5.40570285,0.94513525,0.33684002,0.07545698,0.20150420,0.29593847,0.16866971,0.00012315
-5.39969985,0.91703854,0.32917858,0.06982092,0.20079309,0.27786741,0.16865134,0.00012207
-5.39369685,0.89078712,0.32191365,0.06473335,0.20001931,0.26100101,0.16817487,0.00012109
-5.38769385,0.86639887,0.31497734,0.06019698,0.19918959,0.24540429,0.16719816,0.00012014
-5.38169085,0.84386111,0.30830471,0.05620668,0.19830236,0.23112142,0.16568703,0.00011919
-5.37568784,0.82313647,0.30183785,0.05275062,0.19734838,0.21817778,0.16361704,0.00011819
-5.36968484,0.80416898,0.29552956,0.04981137,0.19631175,0.20658241,0.16097506,0.00011711
-5.36368184,0.78689009,0.28934657,0.04736706,0.19517119,0.19633058,0.15776060,0.00011590
-5.35767884,0.77122440,0.28327210,0.04539246,0.19390151,0.18740637,0.15398676,0.00011456
-5.35167584,0.75709472,0.27730748,0.04385997,0.19247522,0.17978523,0.14968079,0.00011308
-5.34567284,0.74442640,0.27147298,0.04274052,0.19086418,0.17343633,0.14488418,0.00011145
-5.33966983,0.73315073,0.26580760,0.04200435,0.18904128,0.16832464,0.13965223,0.00010967
-5.33366683,0.72320742,0.26036788,0.04162165,0.18698191,0.16441269,0.13405320,0.00010778
-5.32766383,0.71454608,0.25522583,0.04156318,0.18466536,0.16166199,0.12816701,0.00010579
-5.32166083,0.70712696,0.25046599,0.04180063,0.18207596,0.16003399,0.12208350,0.00010373
-5.31565783,0.70092087,0.24618188,0.04230703,0.17920405,0.15949077,0.11590037,0.00010165
-5.30965483,0.69590854,0.24247188,0.04305696,0.17604661,0.15999525,0.10972092,0.00009959
-5.30365183,0.69207962,0.23943480,0.04402677,0.17260771,0.16151118,0.10365161,0.00009758
-5.29764882,0.68943134,0.23716536,0.04519466,0.16889865,0.16400278,0.09779951,0.00009568
-5.29164582,0.68796719,0.23574980,0.04654077,0.16493789,0.16743428,0.09226986,0.00009392
-5.28564282,0.68769556,0.23526177,0.04804723,0.16075078,0.17176924,0.08716372,0.00009235
-5.27963982,0.68862848,0.23575871,0.04969812,0.15636904,0.17696991,0.08257578,0.00009099
-5.27363682,0.69078062,0.23727902,0.05147944,0.15183019,0.18299659,0.07859247,0.00008988
-5.26763382,0.69416841,0.23983982,0.05337909,0.14717670,0.18980709,0.07529027,0.00008904
-5.26163082,0.69880933,0.24343584,0.05538679,0.14245514,0.19735638,0.07273441,0.00008849
-5.25562781,0.70472143,0.24803905,0.05749397,0.13771524,0.20559646,0.07097788,0.00008823
-5.24962481,0.71192272,0.25359936,0.05969368,0.13300882,0.21447642,0.07006068,0.00008828
-5.24362181,0.72043074,0.26004612,0.06198049,0.12838873,0.22394283,0.07000947,0.00008862
-5.23761881,0.73026185,0.26729055,0.06435027,0.12390777,0.23394027,0.07083741,0.00008925
-5.23161581,0.74143044,0.27522870,0.06680007,0.11961761,0.24441208,0.07254433,0.00009015
-5.22561281,0.75394773,0.28374504,0.06932788,0.11556767,0.25530121,0.07511701,0.00009133
-5.21960980,0.76782037,0.29271635,0.07193237,0.11180410,0.26655108,0.07852980,0.00009274
-5.21360680,0.78304850,0.30201570,0.07461263,0.10836876,0.27810639,0.08274528,0.00009439
-5.20760380,0.79962352,0.31151637,0.07736776,0.10529831,0.28991374,0.08771509,0.00009625
-5.20160080,0.81752538,0.32109550,0.08019654,0.10262331,0.30192194,0.09338093,0.00009830
-5.19559780,0.83671949,0.33063719,0.08309695,0.10036750,0.31408200,0.09967563,0.00010054
-5.18959480,0.85715337,0.34003501,0.08606570,0.09854716,0.32634665,0.10652424,0.00010293
-5.18359180,0.87875302,0.34919373,0.08909773,0.09717058,0.33866939,0.11384529,0.00010549
-5.17758879,0.90141932,0.35803024,0.09218564,0.09623777,0.35100316,0.12155200,0.00010818
-5.17158579,0.92502442,0.36647360,0.09531915,0.09574022,0.36329848,0.12955355,0.00011102
-5.16558279,0.94940849,0.37446429,0.09848465,0.09566092,0.37550142,0.13775633,0.00011397
-5.15957979,0.97437703,0.38195277,0.10166471,0.09597455,0.38755131,0.14606520,0.00011705
-5.15357679,0.99969889,0.38889745,0.10483771,0.09664784,0.39937853,0.15438463,0.00012022
-5.14757379,1.02510538,0.39526233,0.10797764,0.09764020,0.41090247,0.16261983,0.00012348
-5.14157079,1.05029064,0.40101442,0.11105402,0.09890444,0.42202992,0.17067781,0.00012681
-5.13556778,1.07491348,0.40612129,0.11403202,0.10038780,0.43265418,0.17846823,0.00013018
-5.12956478,1.09860094,0.41054890,0.11687281,0.10203304,0.44265486,0.18590431,0.00013356
-5.12356178,1.12095354,0.41425990,0.11953412,0.10377981,0.45189876,0.19290350,0.00013691
-5.11755878,1.14155245,0.41721263,0.12197104,0.10556607,0.46024174,0.19938813,0.00014018
-5.11155578,1.15996822,0.41936092,0.12413708,0.10732960,0.46753168,0.20528598,0.00014332
-5.10555278,1.17577122,0.42065469,0.12598540,0.10900962,0.47361248,0.21053082,0.00014628
-5.09954977,1.18854323,0.42104143,0.12747019,0.11054836,0.47832897,0.21506285,0.00014899
-5.09354677,1.19788994,0.42046839,0.12854823,0.11189254,0.48153243,0.21882927,0.00015138
-5.08754377,1.20345387,0.41888549,0.12918041,0.11299486,0.48308660,0.22178474,0.00015340
-5.08154077,1.20492708,0.41624855,0.12933332,0.11381518,0.48287385,0.22389201,0.00015498
-5.07553777,1.20206322,0.41252278,0.12898065,0.11432151,0.48080097,0.22512244,0.00015606
-5.06953477,1.19468818,0.40768628,0.12810452,0.11449080,0.47680458,0.22545675,0.00015659
-5.06353177,1.18270889,0.40173314,0.12669648,0.11430924,0.47085548,0.22488558,0.00015653
-5.05752876,1.16611969,0.39467609,0.12475827,0.11377245,0.46296190,0.22341018,0.00015585
-5.05152576,1.14500587,0.38654832,0.12230218,0.11288508,0.45317135,0.22104299,0.00015454
-5.04552276,1.11954418,0.37740444,0.11935105,0.11166022,0.44157086,0.21780806,0.00015260
-5.03951976,1.09000004,0.36732043,0.11593793,0.11011849,0.42828567,0.21374135,0.00015004
-5.03351676,1.05672162,0.35639250,0.11210523,0.10828676,0.41347629,0.20889076,0.00014689
-5.02751376,1.02013081,0.34473495,0.10790366,0.10619675,0.39733412,0.20331591,0.00014320
-5.02151076,0.98071166,0.33247711,0.10339077,0.10388348,0.38007582,0.19708755,0.00013903
-5.01550775,0.93899647,0.31975949,0.09862926,0.10138360,0.36193674,0.19028663,0.00013445
-5.00950475,0.89555037,0.30672937,0.09368516,0.09873385,0.34316358,0.18300301,0.00012954
-5.00350175,0.85095493,0.29353604,0.08862588,0.09596951,0.32400689,0.17533386,0.00012438
-4.99749875,0.80579150,0.28032597,0.08351827,0.09312315,0.30471350,0.16738163,0.00011907
-4.99149575,0.76062496,0.26723816,0.07842677,0.09022349,0.28551942,0.15925192,0.00011370
-4.98549275,0.71598868,0.25439980,0.07341170,0.08729471,0.26664342,0.15105101,0.00010835
-4.97948974,0.67237099,0.24192265,0.06852775,0.08435592,0.24828156,0.14288336,0.00010311
-4.97348674,0.63020395,0.22990009,0.06382281,0.08142104,0.23060289,0.13484908,0.00009804
-4.96748374,0.58985458,0.21840514,0.05933701,0.07849900,0.21374645,0.12704153,0.00009320
-4.96148074,0.55161878,0.20748934,0.05510217,0.07559420,0.19781956,0.11954500,0.00008865
-4.95547774,0.51571816,0.19718265,0.05114153,0.07270715,0.18289748,0.11243281,0.00008442
-4.94947474,0.48229960,0.18749426,0.04746982,0.06983542,0.16902422,0.10576562,0.00008052
-4.94347174,0.45143736,0.17841416,0.04409360,0.06697454,0.15621454,0.09959024,0.00007697
-4.93746873,0.42313766,0.16991548,0.04101186,0.06411905,0.14445679,0.09393890,0.00007375
-4.93146573,0.39734508,0.16195736,0.03821686,0.06126351,0.13371648,0.08882899,0.00007085
-4.92546273,0.37395070,0.15448814,0.03569507,0.05840339,0.12394037,0.08426324,0.00006824
-4.91945973,0.35280121,0.14744884,0.03342827,0.05553582,0.11506077,0.08023048,0.00006588
-4.91345673,0.33370888,0.14077660,0.03139470,0.05266021,0.10699990,0.07670675,0.00006373
-4.90745373,0.31646165,0.13440796,0.02957014,0.04977865,0.09967416,0.07365683,0.00006174
-4.90145073,0.30083323,0.12828196,0.02792906,0.04689610,0.09299808,0.07103612,0.00005987
-4.89544772,0.28659259,0.12234278,0.02644565,0.04402037,0.08688778,0.06879272,0.00005807
-4.88944472,0.27351280,0.11654192,0.02509471,0.04116198,0.08126407,0.06686974,0.00005629
-4.88344172,0.26137884,0.11083986,0.02385246,0.03833381,0.07605479,0.06520762,0.00005449
-4.87743872,0.24999422,0.10520722,0.02269721,0.03555067,0.07119673,0.06374650,0.00005266
-4.87143572,0.23918640,0.09962529,0.02160985,0.03282878,0.06663686,0.06242850,0.00005075
-4.86543272,0.22881093,0.09408617,0.02057425,0.03018525,0.06233310,0.06119981,0.00004876
-4.85942971,0.21875432,0.08859233,0.01957741,0.02763756,0.05825456,0.06001258,0.00004668
-4.85342671,0.20893561,0.08315593,0.01860965,0.02520306,0.05438138,0.05882647,0.00004450
-4.84742371,0.19930693,0.07779770,0.01766449,0.02289862,0.05070427,0.05760994,0.00004223
-4.84142071,0.18985299,0.07254569,0.01673862,0.02074026,0.04722375,0.05634104,0.00003990
-4.83541771,0.18058971,0.06743385,0.01583161,0.01874304,0.04394929,0.05500798,0.00003751
-4.82941471,0.17156207,0.06250054,0.01494570,0.01692091,0.04089830,0.05360913,0.00003509
-4.82341171,0.16284145,0.05778708,0.01408545,0.01528679,0.03809509,0.05215277,0.00003267
-4.81740870,0.15452247,0.05333630,0.01325741,0.01385267,0.03556987,0.05065638,0.00003027
-4.81140570,0.14671943,0.04919132,0.01246973,0.01262981,0.03335780,0.04914564,0.00002794
-4.80540270,0.13956262,0.04539432,0.01173182,0.01162902,0.03149800,0.04765315,0.00002570
-4.79939970,0.13319443,0.04198562,0.01105396,0.01086091,0.03003280,0.04621690,0.00002357
-4.79339670,0.12776540,0.03900279,0.01044694,0.01033617,0.02900687,0.04487853,0.00002160
-4.78739370,0.12343029,0.03648001,0.00992174,0.01006581,0.02846652,0.04368153,0.00001980
-4.78139070,0.12034406,0.03444752,0.00948920,0.01006139,0.02845887,0.04266938,0.00001820
-4.77538769,0.11865806,0.03293122,0.00915969,0.01033506,0.02903115,0.04188362,0.00001682
-4.76938469,0.11851614,0.03195228,0.00894288,0.01089961,0.03022979,0.04136212,0.00001567
-4.76338169,0.12005094,0.03152698,0.00884743,0.01176838,0.03209953,0.04113739,0.00001477
-4.75737869,0.12338017,0.03166636,0.00888076,0.01295499,0.03468234,0.04123508,0.00001412
-4.75137569,0.12860312,0.03237614,0.00904884,0.01447304,0.03801627,0.04167275,0.00001374
-4.74537269,0.13579726,0.03365644,0.00935593,0.01633562,0.04213418,0.04245887,0.00001363
-4.73936968,0.14501504,0.03550160,0.00980442,0.01855477,0.04706228,0.04359213,0.00001377
-4.73336668,0.15628096,0.03790001,0.01039465,0.02114082,0.05281871,0.04506111,0.00001417
-4.72736368,0.16958903,0.04083393,0.01112477,0.02410168,0.05941199,0.04684420,0.00001482
-4.72136068,0.18490056,0.04427927,0.01199060,0.02744210,0.06683954,0.04890997,0.00001571
-4.71535768,0.20214259,0.04820553,0.01298554,0.03116296,0.07508629,0.05121775,0.00001681
-4.70935468,0.22120692,0.05257571,0.01410059,0.03526052,0.08412344,0.05371866,0.00001812
-4.70335168,0.24194978,0.05734635,0.01532430,0.03972578,0.09390747,0.05635679,0.00001960
-4.69734867,0.26419246,0.06246766,0.01664286,0.04454395,0.10437945,0.05907074,0.00002123
-4.69134567,0.28772266,0.06788379,0.01804025,0.04969403,0.11546479,0.06179532,0.00002299
-4.68534267,0.31229687,0.07353326,0.01949843,0.05514852,0.12707337,0.06446334,0.00002484
-4.67933967,0.33764356,0.07934950,0.02099757,0.06087331,0.13910014,0.06700760,0.00002674
-4.67333667,0.36346725,0.08526161,0.02251643,0.06682780,0.15142629,0.06936281,0.00002867
-4.66733367,0.38945342,0.09119520,0.02403273,0.07296510,0.16392080,0.07146745,0.00003059
-4.66133067,0.41527401,0.09707343,0.02552355,0.07923247,0.17644253,0.07326555,0.00003246
-4.65532766,0.44059349,0.10281818,0.02696585,0.08557198,0.18884270,0.07470827,0.00003425
-4.64932466,0.46507527,0.10835125,0.02833693,0.09192123,0.20096766,0.07575524,0.00003591
-4.64332166,0.48838828,0.11359568,0.02961494,0.09821423,0.21266198,0.07637554,0.00003743
-4.63731866,0.51021344,0.11847710,0.03077937,0.10438245,0.22377164,0.07654848,0.00003877
-4.63131566,0.53025001,0.12292512,0.03181153,0.11035592,0.23414730,0.07626391,0.00003990
-4.62531266,0.54822137,0.12687458,0.03269495,0.11606433,0.24364747,0.07552225,0.00004080
-4.61930965,0.56388034,0.13026685,0.03341574,0.12143829,0.25214157,0.07433412,0.00004146
-4.61330665,0.57701371,0.13305097,0.03396289,0.12641050,0.25951272,0.07271970,0.00004186
-4.60730365,0.58744595,0.13518467,0.03432849,0.13091697,0.26566013,0.07070776,0.00004201
-4.60130065,0.59504209,0.13663525,0.03450783,0.13489816,0.27050123,0.06833453,0.00004189
-4.59529765,0.59970968,0.13738025,0.03449945,0.13830017,0.27397327,0.06564226,0.00004152
-4.58929465,0.60139977,0.13740797,0.03430510,0.14107571,0.27603443,0.06267784,0.00004090
-4.58329165,0.60010718,0.13671773,0.03392961,0.14318518,0.27666460,0.05949121,0.00004005
-4.57728864,0.59586982,0.13531999,0.03338070,0.14459749,0.27586556,0.05613391,0.00003899
-4.57128564,0.58876738,0.13323615,0.03266870,0.14529085,0.27366078,0.05265759,0.00003774
-4.56528264,0.57891934,0.13049818,0.03180630,0.14525344,0.27009484,0.04911275,0.00003632
-4.55927964,0.56648243,0.12714812,0.03080815,0.14448382,0.26523243,0.04554754,0.00003477
-4.55327664,0.55164760,0.12323720,0.02969054,0.14299131,0.25915706,0.04200681,0.00003311
-4.54727364,0.53463668,0.11882499,0.02847102,0.14079607,0.25196951,0.03853140,0.00003137
-4.54127064,0.51569863,0.11397825,0.02716805,0.13792900,0.24378602,0.03515754,0.00002958
-4.53526763,0.49510564,0.10876970,0.02580066,0.13443143,0.23473628,0.03191658,0.00002777
-4.52926463,0.47314901,0.10327675,0.02438810,0.13035455,0.22496136,0.02883486,0.00002597
-4.52326163,0.45013494,0.09758015,0.02294957,0.12575863,0.21461149,0.02593381,0.00002420
-4.51725863,0.42638030,0.09176255,0.02150398,0.12071203,0.20384375,0.02323013,0.00002249
-4.51125563,0.40220837,0.08590729,0.02006969,0.11528995,0.19281984,0.02073623,0.00002088
-4.50525263,0.37794473,0.08009702,0.01866438,0.10957305,0.18170379,0.01846064,0.00001937
-4.49924962,0.35391329,0.07441264,0.01730490,0.10364593,0.17065981,0.01640864,0.00001799
-4.49324662,0.33043248,0.06893229,0.01600718,0.09759548,0.15985017,0.01458276,0.00001678
-4.48724362,0.30781184,0.06373047,0.01478617,0.09150920,0.14943329,0.01298350,0.00001575
-4.48124062,0.28634891,0.05887748,0.01365582,0.08547354,0.13956188,0.01160989,0.00001492
-4.47523762,0.26632651,0.05443895,0.01262911,0.07957227,0.13038142,0.01046014,0.00001434
-4.46923462,0.24801058,0.05047562,0.01171808,0.07388500,0.12202871,0.00953220,0.00001401
-4.46323162,0.23164836,0.04704337,0.01093384,0.06848580,0.11463072,0.00882429,0.00001399
-4.45722861,0.21746721,0.04419334,0.01028674,0.06344209,0.10830364,0.00833544,0.00001429
-4.45122561,0.20567379,0.04197228,0.00978635,0.05881372,0.10315211,0.00806587,0.00001498
-4.44522261,0.19645373,0.04042304,0.00944160,0.05465225,0.09926867,0.00801740,0.00001608
-4.43921961,0.18997166,0.03958508,0.00926082,0.05100058,0.09673340,0.00819378,0.00001766
-4.43321661,0.18637154,0.03949507,0.00925180,0.04789277,0.09561365,0.00860090,0.00001976
-4.42721361,0.18577707,0.04018746,0.00942187,0.04535410,0.09596385,0.00924701,0.00002247
-4.42121061,0.18829227,0.04169502,0.00977780,0.04340133,0.09782542,0.01014281,0.00002583
-4.41520760,0.19400188,0.04404921,0.01032587,0.04204316,0.10122662,0.01130147,0.00002993
-4.40920460,0.20297158,0.04728042,0.01107171,0.04128085,0.10618241,0.01273852,0.00003486
-4.40320160,0.21524783,0.05141798,0.01202023,0.04110883,0.11269415,0.01447173,0.00004068
-4.39719860,0.23085727,0.05648990,0.01317540,0.04151548,0.12074928,0.01652075,0.00004750
-4.39119560,0.24980556,0.06252235,0.01454002,0.04248385,0.13032079,0.01890668,0.00005538
-4.38519260,0.27207562,0.06953878,0.01611547,0.04399237,0.14136656,0.02165154,0.00006443
-4.37918959,0.29762522,0.07755876,0.01790138,0.04601542,0.15382867,0.02477747,0.00007471
-4.37318659,0.32638402,0.08659645,0.01989528,0.04852392,0.16763252,0.02830593,0.00008630
-4.36718359,0.35825008,0.09665881,0.02209224,0.05148567,0.18268598,0.03225662,0.00009926
-4.36118059,0.39308610,0.10774360,0.02448448,0.05486566,0.19887862,0.03664634,0.00011362
-4.35517759,0.43071534,0.11983712,0.02706106,0.05862619,0.21608098,0.04148772,0.00012942
-4.34917459,0.47091787,0.13291192,0.02980756,0.06272688,0.23414423,0.04678789,0.00014665
-4.34317159,0.51342697,0.14692450,0.03270582,0.06712460,0.25290008,0.05254702,0.00016528
-4.33716858,0.55792647,0.16181317,0.03573381,0.07177328,0.27216123,0.05875700,0.00018525
-4.33116558,0.60404902,0.17749617,0.03886560,0.07662378,0.29172239,0.06540013,0.00020648
-4.32516258,0.65137579,0.19387022,0.04207143,0.08162368,0.31136202,0.07244793,0.00022884
-4.31915958,0.69943790,0.21080964,0.04531795,0.08671717,0.33084485,0.07986025,0.00025215
-4.31315658,0.74771987,0.22816616,0.04856868,0.09184506,0.34992516,0.08758459,0.00027622
-4.30715358,0.79566518,0.24576957,0.05178453,0.09694495,0.36835097,0.09555586,0.00030081
