energy_ev,total_up,C_s_up,C_p_up,Re_p_up,Re_d_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up
-5.69984992,4.43047125,0.05755007,0.38006782,2.11239678,1.65562122,0.04956819,2.08182611,0.22690713,0.22449610
-5.69384692,4.38262174,0.05854806,0.38524630,2.09604954,1.64720109,0.05004538,2.03733760,0.22194464,0.21932549
-5.68784392,4.34587985,0.05982097,0.39108397,2.08528317,1.64411435,0.05063903,1.99829499,0.21717081,0.21448054
-5.68184092,4.32113299,0.06138576,0.39763966,2.08042644,1.64673004,0.05135897,1.96526860,0.21264900,0.20999026
-5.67583792,4.30914520,0.06325306,0.40497501,2.08173047,1.65536491,0.05221386,1.93875901,0.20844075,0.20588063
-5.66983492,4.31052598,0.06542619,0.41315191,2.08936114,1.67026955,0.05321062,1.91918083,0.20460397,0.20217325
-5.66383192,4.32570016,0.06790038,0.42222949,2.10339290,1.69161480,0.05435390,1.90684783,0.20119110,0.19888391
-5.65782891,4.35488043,0.07066217,0.43226064,2.12380429,1.71947930,0.05564554,1.90195991,0.19824730,0.19602134
-5.65182591,4.39804422,0.07368915,0.44328837,2.15047532,1.75383889,0.05708413,1.90459291,0.19580870,0.19358602
-5.64582291,4.45491632,0.07694991,0.45534198,2.18318703,1.79455845,0.05866468,1.91469168,0.19390093,0.19156934
-5.63981991,4.52495867,0.08040441,0.46843338,2.22162318,1.84138702,0.06037830,1.93206697,0.19253795,0.18995308
-5.63381691,4.60736835,0.08400457,0.48255359,2.26537419,1.89395648,0.06221215,1.95639656,0.19172117,0.18870920
-5.62781391,4.70108425,0.08769527,0.49766973,2.31394330,1.95178414,0.06414945,1.98723051,0.19143907,0.18780014
-5.62181091,4.80480275,0.09141555,0.51372257,2.36675462,2.01427935,0.06616963,2.02400070,0.19166729,0.18717944
-5.61580790,4.91700195,0.09510020,0.53062484,2.42316306,2.08075399,0.06824872,2.06603411,0.19236907,0.18679286
-5.60980490,5.03597384,0.09868146,0.54826034,2.48246561,2.15043642,0.07035983,2.11256938,0.19349626,0.18657981
-5.60380190,5.15986303,0.10209090,0.56648410,2.54391375,2.22248845,0.07247372,2.16277606,0.19499062,0.18647513
-5.59779890,5.28671069,0.10526141,0.58512348,2.60672648,2.29602463,0.07455960,2.21577551,0.19678554,0.18641103
-5.59179590,5.41450176,0.10812920,0.60398026,2.67010371,2.37013294,0.07658587,2.27066274,0.19880787,0.18631927
-5.58579290,5.54121351,0.11063571,0.62283383,2.73323955,2.44389613,0.07852099,2.32652810,0.20098013,0.18613326
-5.57978989,5.66486358,0.11272939,0.64144525,2.79533525,2.51641272,0.08033437,2.38247813,0.20322256,0.18579019
-5.57378689,5.78355545,0.11436726,0.65956215,2.85561152,2.58681690,0.08199717,2.43765457,0.20545534,0.18523293
-5.56778389,5.89551983,0.11551621,0.67692436,2.91332004,2.65429648,0.08348309,2.49125098,0.20760061,0.18441173
-5.56178089,5.99915048,0.11615396,0.69327013,2.96775423,2.71810836,0.08476910,2.54252653,0.20958433,0.18328562
-5.55577789,6.09303347,0.11626963,0.70834268,3.01825898,2.77759102,0.08583596,2.59081656,0.21133800,0.18182337
-5.54977489,6.17596932,0.11586399,0.72189693,3.06423969,2.83217371,0.08666872,2.63553997,0.21279999,0.18000415
-5.54377189,6.24698765,0.11494924,0.73370619,3.10517042,2.88138244,0.08725701,2.67620337,0.21391669,0.17781774
-5.53776888,6.30535476,0.11354850,0.74356867,3.14060147,2.92484261,0.08759517,2.71240246,0.21464335,0.17526444
-5.53176588,6.35057439,0.11169483,0.75131340,3.17016622,2.96227883,0.08768229,2.74382089,0.21494462,0.17235450
-5.52576288,6.38238269,0.10943012,0.75680559,3.19358742,2.99351213,0.08752207,2.77022724,0.21479481,0.16910745
-5.51975988,6.40073831,0.10680356,0.75995109,3.21068284,3.01845513,0.08712256,2.79147055,0.21417804,0.16555100
-5.51375688,6.40580871,0.10387006,0.76069981,3.22137019,3.03710572,0.08649581,2.80747510,0.21308802,0.16171997
-5.50775388,6.39795387,0.10068847,0.75904810,3.22567108,3.04953984,0.08565739,2.81823480,0.21152785,0.15765498
-5.50175088,6.37770850,0.09731988,0.75503977,3.22371393,3.05590386,0.08462595,2.82380779,0.20950954,0.15340117
-5.49574787,6.34576369,0.09382580,0.74876592,3.21573547,3.05640701,0.08342263,2.82431145,0.20705354,0.14900699
-5.48974487,6.30294874,0.09026661,0.74036345,3.20208049,3.05131434,0.08207053,2.81991806,0.20418816,0.14452299
-5.48374187,6.25021389,0.08670007,0.73001233,3.18319976,3.04094037,0.08059415,2.81085126,0.20094893,0.14000077
-5.47773887,6.18861416,0.08318007,0.71793174,3.15964566,3.02564368,0.07901892,2.79738317,0.19737792,0.13549207
-5.47173587,6.11929459,0.07975563,0.70437518,3.13206556,3.00582240,0.07737066,2.77983206,0.19352307,0.13104797
-5.46573287,6.04347669,0.07647014,0.68962478,3.10119267,2.98191065,0.07567521,2.75856042,0.18943742,0.12671833
-5.45972986,5.96244605,0.07336095,0.67398488,3.06783465,2.95437559,0.07395805,2.73397300,0.18517839,0.12255121
-5.45372686,5.87754069,0.07045909,0.65777531,3.03285986,2.92371506,0.07224403,2.70651466,0.18080693,0.11859260
-5.44772386,5.79013980,0.06778938,0.64132441,2.99718183,2.89045532,0.07055710,2.67666765,0.17638676,0.11488611
-5.44172086,5.70165248,0.06537062,0.62496214,2.96174204,2.85514881,0.06892017,2.64494812,0.17198347,0.11147278
-5.43571786,5.61350605,0.06321608,0.60901344,2.92749173,2.81837137,0.06735500,2.61190168,0.16766369,0.10839094
-5.42971486,5.52713356,0.06133403,0.59379207,2.89537310,2.78071893,0.06588211,2.57809778,0.16349412,0.10567610
-5.42371186,5.44396025,0.05972840,0.57959504,2.86630055,2.74280325,0.06452077,2.54412304,0.15954063,0.10336083
-5.41770885,5.36538887,0.05839945,0.56669779,2.84114241,2.70524656,0.06328901,2.51057340,0.15586735,0.10147460
-5.41170585,5.29278353,0.05734449,0.55535018,2.82070379,2.66867513,0.06220359,2.47804537,0.15253568,0.10004363
-5.40570285,5.22745242,0.05655849,0.54577329,2.80571088,2.63371162,0.06128006,2.44712641,0.14960339,0.09909065
-5.39969985,5.17062932,0.05603471,0.53815705,2.79679708,2.60096632,0.06053274,2.41838482,0.14712369,0.09863468
-5.39369685,5.12345428,0.05576513,0.53265861,2.79449129,2.57102743,0.05997471,2.39235926,0.14514438,0.09869071
-5.38769385,5.08695370,0.05574091,0.52940137,2.79920838,2.54445059,0.05961780,2.36954831,0.14370699,0.09926936
-5.38169085,5.06202036,0.05595260,0.52847460,2.81124212,2.52174785,0.05947249,2.35040035,0.14284605,0.10037649
-5.37568784,5.04939391,0.05639038,0.52993355,2.83076033,2.50337651,0.05954786,2.33530402,0.14258835,0.10201286
-5.36968484,5.04964234,0.05704410,0.53379980,2.85780243,2.48972820,0.05985141,2.32457946,0.14295240,0.10417372
-5.36368184,5.06314507,0.05790335,0.54006205,2.89227910,2.48111840,0.06038897,2.31847084,0.14394785,0.10684845
-5.35767884,5.09007849,0.05895736,0.54867695,2.93397409,2.47777713,0.06116452,2.31714008,0.14557521,0.11002024
-5.35167584,5.13040436,0.06019498,0.55957020,2.98254797,2.47984087,0.06217999,2.32066221,0.14782554,0.11366586
-5.34567284,5.18386199,0.06160458,0.57263777,3.03754379,2.48734638,0.06343514,2.32902243,0.15068038,0.11775546
-5.33966983,5.24996456,0.06317399,0.58774727,3.09839442,2.50022649,0.06492738,2.34211500,0.15411184,0.12225257
-5.33366683,5.32800028,0.06489040,0.60473961,3.16443172,2.51830840,0.06665167,2.35974403,0.15808287,0.12711412
-5.32766383,5.41703863,0.06674040,0.62343079,3.23489709,2.54131453,0.06860042,2.38162628,0.16254765,0.13229074
-5.32166083,5.51594183,0.06870996,0.64361417,3.30895367,2.56886602,0.07076348,2.40739588,0.16745229,0.13772710
-5.31565783,5.62338172,0.07078448,0.66506297,3.38569972,2.60048900,0.07312813,2.43661090,0.17273560,0.14336249
-5.30965483,5.73786163,0.07294888,0.68753329,3.46418321,2.63562347,0.07567915,2.46876173,0.17833009,0.14913158
-5.30365183,5.85774290,0.07518769,0.71076746,3.54341716,2.67363457,0.07839899,2.50328094,0.18416317,0.15496527
-5.29764882,5.98127530,0.07748515,0.73449786,3.62239563,2.71382588,0.08126786,2.53955449,0.19015836,0.16079175
-5.29164582,6.10663054,0.07982534,0.75845098,3.70010986,2.75545445,0.08426398,2.57693389,0.19623675,0.16653768
-5.28564282,6.23193773,0.08219222,0.78235184,3.77556416,2.79774690,0.08736381,2.61474907,0.20231842,0.17212942
-5.27963982,6.35531978,0.08456972,0.80592847,3.84779119,2.83991625,0.09054225,2.65232141,0.20832391,0.17749435
-5.27363682,6.47492930,0.08694176,0.82891637,3.91586617,2.88117862,0.09377291,2.68897671,0.21417571,0.18256225
-5.26763382,6.58898304,0.08929225,0.85106290,3.97891959,2.92076951,0.09702831,2.72405764,0.21979960,0.18726657
-5.26163082,6.69579369,0.09160505,0.87213122,4.03614826,2.95795895,0.10028016,2.75693523,0.22512598,0.19154572
-5.25562781,6.79379797,0.09386391,0.89190394,4.08682426,2.99206515,0.10349951,2.78701930,0.23009092,0.19534420
-5.24962481,6.88158049,0.09605239,0.91018604,4.13030183,3.02246612,0.10665692,2.81376738,0.23463721,0.19861366
-5.24362181,6.95789274,0.09815386,0.92680728,4.16602219,3.04860927,0.10972272,2.83669209,0.23871501,0.20131372
-5.23761881,7.02166700,0.10015138,0.94162379,4.19351630,3.07001859,0.11266711,2.85536688,0.24228244,0.20341265
-5.23161581,7.07202529,0.10202777,0.95451902,4.21240598,3.08629947,0.11546037,2.86943006,0.24530590,0.20488781
-5.22561281,7.10828358,0.10376561,0.96540397,4.22240341,3.09714143,0.11807311,2.87858740,0.24776016,0.20572592
-5.21960980,7.12995173,0.10534739,0.97421685,4.22330978,3.10231859,0.12047646,2.88261321,0.24962828,0.20592304
-5.21360680,7.13672991,0.10675565,0.98092216,4.21501296,3.10168863,0.12264245,2.88135032,0.25090140,0.20548442
-5.20760380,7.12850207,0.10797327,0.98550944,4.19748505,3.09519005,0.12454428,2.87470898,0.25157829,0.20442409
-5.20160080,7.10532731,0.10898374,0.98799163,4.17077967,3.08283853,0.12615676,2.86266513,0.25166490,0.20276429
-5.19559780,7.06742978,0.10977153,0.98840339,4.13502945,3.06472239,0.12745679,2.84525793,0.25117375,0.20053478
-5.18959480,7.01518773,0.11032248,0.98679924,4.09044375,3.04099758,0.12842382,2.82258708,0.25012335,0.19777196
-5.18359180,6.94912202,0.11062420,0.98325176,4.03730654,3.01188240,0.12904037,2.79480965,0.24853748,0.19451787
-5.17758879,6.86988459,0.11066641,0.97784987,3.97597435,2.97765214,0.12929253,2.76213678,0.24644461,0.19081923
-5.17158579,6.77824673,0.11044136,0.97069715,3.90687409,2.93863362,0.12917044,2.72483004,0.24387722,0.18672626
-5.16558279,6.67508735,0.10994405,0.96191029,3.83050044,2.89519976,0.12866870,2.68319752,0.24087120,0.18229162
-5.15957979,6.56138086,0.10917249,0.95161751,3.74741251,2.84776411,0.12778671,2.63758943,0.23746524,0.17756925
-5.15357679,6.43818458,0.10812780,0.93995708,3.65822942,2.79677516,0.12652881,2.58839328,0.23370030,0.17261327
-5.14757379,6.30662543,0.10681429,0.92707571,3.56362472,2.74271046,0.12490443,2.53602838,0.22961900,0.16747697
-5.14157079,6.16788559,0.10523931,0.91312682,3.46431930,2.68607036,0.12292793,2.48093975,0.22526515,0.16221176
-5.13556778,6.02318710,0.10341318,0.89826871,3.36107284,2.62737136,0.12061839,2.42359129,0.22068315,0.15686634
-5.12956478,5.87377543,0.10134893,0.88266251,3.25467392,2.56713902,0.11799925,2.36445842,0.21591754,0.15148585
-5.12356178,5.72090202,0.09906201,0.86646994,3.14592890,2.50590048,0.11509767,2.30402012,0.21101245,0.14611126
-5.11755878,5.56580636,0.09656996,0.84985092,3.03564997,2.44417671,0.11194401,2.24275074,0.20601108,0.14077881
-5.11155578,5.40969779,0.09389206,0.83296113,2.92464271,2.38247464,0.10857096,2.18111174,0.20095528,0.13551967
-5.10555278,5.25373778,0.09104900,0.81594947,2.81369374,2.32127936,0.10501283,2.11954363,0.19588499,0.13035970
-5.09954977,5.09902322,0.08806250,0.79895568,2.70355876,2.26104674,0.10130473,2.05845848,0.19083795,0.12531940
-5.09354677,4.94657139,0.08495509,0.78210811,2.59495178,2.20219661,0.09748171,1.99823328,0.18584925,0.12041406
-5.08754377,4.79730717,0.08174977,0.76552178,2.48853556,2.14510683,0.09357812,1.93920447,0.18095110,0.11565403
-5.08154077,4.65205304,0.07846986,0.74929690,2.38491397,2.09010852,0.08962686,1.88166381,0.17617263,0.11104511
-5.07553777,4.51152218,0.07513881,0.73351777,2.28462621,2.03748246,0.08565893,1.82585582,0.17153977,0.10658911
-5.06953477,4.37631486,0.07178006,0.71825226,2.18814315,1.98745693,0.08170295,1.77197690,0.16707525,0.10228453
-5.06353177,4.24691803,0.06841696,0.70355184,2.09586568,1.94020694,0.07778490,1.72017599,0.16279871,0.09812725
-5.05752876,4.12370800,0.06507265,0.68945207,2.00812490,1.89585475,0.07392795,1.67055679,0.15872678,0.09411130
-5.05152576,4.00695580,0.06177002,0.67597360,1.92518400,1.85447166,0.07015244,1.62318133,0.15487336,0.09022966
-5.04552276,3.89683455,0.05853155,0.66312353,1.84724136,1.81608080,0.06647595,1.57807457,0.15124987,0.08647500
-5.03951976,3.79342850,0.05537923,0.65089707,1.77443464,1.78066070,0.06291343,1.53522984,0.14786551,0.08284038
-5.03351676,3.69674286,0.05233440,0.63927930,1.70684542,1.74814950,0.05947745,1.49461469,0.14472752,0.07931982
-5.02751376,3.60671399,0.04941752,0.62824706,1.64450408,1.71844943,0.05617840,1.45617690,0.14184146,0.07590883
-5.02151076,3.52321924,0.04664801,0.61777076,1.58739467,1.69143148,0.05302477,1.41985032,0.13921134,0.07260476
-5.01550775,3.44608630,0.04404395,0.60781595,1.53545956,1.66694004,0.05002343,1.38556028,0.13683981,0.06940698
-5.00950475,3.37510148,0.04162188,0.59834481,1.48860372,1.64479746,0.04717980,1.35322842,0.13472820,0.06631699
-5.00350175,3.31001715,0.03939646,0.58931731,1.44669866,1.62480846,0.04449808,1.32277670,0.13287650,0.06333833
-4.99749875,3.25055808,0.03738030,0.58069210,1.40958606,1.60676448,0.04198140,1.29413072,0.13128333,0.06047635
-4.99149575,3.19642719,0.03558368,0.57242721,1.37708120,1.59044799,0.03963192,1.26722209,0.12994583,0.05773795
-4.98549275,3.14731070,0.03401444,0.56448055,1.34897627,1.57563691,0.03745093,1.24199015,0.12885951,0.05513108
-4.97948974,3.10288316,0.03267780,0.55681024,1.32504387,1.56210922,0.03543887,1.21838292,0.12801815,0.05266436
-4.97348674,3.06281267,0.03157638,0.54937488,1.30504062,1.54964792,0.03359538,1.19635754,0.12741371,0.05034651
-4.96748374,3.02676641,0.03071016,0.54213387,1.28871106,1.53804632,0.03191934,1.17588019,0.12703620,0.04818588
-4.96148074,2.99441678,0.03007661,0.53504771,1.27579195,1.52711369,0.03040888,1.15692568,0.12687370,0.04618989
-4.95547774,2.96544801,0.02967083,0.52807840,1.26601673,1.51668120,0.02906142,1.13947667,0.12691239,0.04436465
-4.94947474,2.93956323,0.02948578,0.52118996,1.25912012,1.50660795,0.02787373,1.12352270,0.12713668,0.04271449
-4.94347174,2.91649157,0.02951249,0.51434903,1.25484273,1.49678680,0.02684200,1.10905891,0.12752932,0.04124169
-4.93746873,2.89599492,0.02974036,0.50752552,1.25293522,1.48714972,0.02596193,1.09608456,0.12807168,0.03994621
-4.93146573,2.87787393,0.03015741,0.50069331,1.25316205,1.47767228,0.02522885,1.08460117,0.12874392,0.03882554
-4.92546273,2.86197239,0.03075057,0.49383081,1.25530421,1.46837677,0.02463777,1.07461042,0.12952527,0.03787460
-4.91945973,2.84817978,0.03150591,0.48692157,1.25916101,1.45933362,0.02418358,1.06611165,0.13039429,0.03708584
-4.91345673,2.83643122,0.03240879,0.47995456,1.26455045,1.45066077,0.02386105,1.05909901,0.13132904,0.03644925
-4.90745373,2.82670461,0.03344407,0.47292436,1.27130832,1.44252061,0.02366495,1.05355829,0.13230727,0.03595255
-4.90145073,2.81901462,0.03459612,0.46583097,1.27928583,1.43511438,0.02359010,1.04946349,0.13330653,0.03558144
-4.89544772,2.81340373,0.03584894,0.45867949,1.28834593,1.42867401,0.02363135,1.04677323,0.13430425,0.03531985
-4.88944472,2.80993040,0.03718605,0.45147941,1.29835859,1.42345147,0.02378357,1.04542725,0.13527772,0.03515029
-4.88344172,2.80865485,0.03859052,0.44424380,1.30919521,1.41970597,0.02404160,1.04534298,0.13620412,0.03505419
-4.87743872,2.80962326,0.04004485,0.43698827,1.32072261,1.41768944,0.02440011,1.04641277,0.13706045,0.03501229
-4.87143572,2.81285114,0.04153090,0.42972982,1.33279705,1.41763094,0.02485352,1.04850161,0.13782355,0.03500504
-4.86543272,2.81830689,0.04302984,0.42248577,1.34525875,1.41972073,0.02539583,1.05144585,0.13847005,0.03501304
-4.85942971,2.82589663,0.04452209,0.41527268,1.35792731,1.42409477,0.02602051,1.05505311,0.13897652,0.03501742
-4.85342671,2.83545144,0.04598739,0.40810552,1.37059854,1.43082065,0.02672030,1.05910332,0.13931955,0.03500025
-4.84742371,2.84671788,0.04740482,0.40099702,1.38304302,1.43988569,0.02748713,1.06335138,0.13947607,0.03494499
-4.84142071,2.85935277,0.04875302,0.39395739,1.39500673,1.45118808,0.02831201,1.06753111,0.13942369,0.03483678
-4.83541771,2.87292293,0.05001044,0.38699434,1.40621386,1.46453177,0.02918500,1.07136076,0.13914117,0.03466285
-4.82941471,2.88691018,0.05115563,0.38011353,1.41637188,1.47962560,0.03009519,1.07454975,0.13860902,0.03441277
-4.82341171,2.90072200,0.05216772,0.37331928,1.42517877,1.49608703,0.03103077,1.07680667,0.13781016,0.03407869
-4.81740870,2.91370740,0.05302686,0.36661575,1.43233219,1.51345056,0.03197915,1.07784810,0.13673067,0.03365559
-4.81140570,2.92517784,0.05371479,0.36000831,1.43754035,1.53118073,0.03292715,1.07740811,0.13536056,0.03314131
-4.80540270,2.93443224,0.05421540,0.35350511,1.44053390,1.54868923,0.03386122,1.07524794,0.13369449,0.03253670
-4.79939970,2.94078525,0.05451529,0.34711883,1.44107865,1.56535548,0.03476775,1.07116559,0.13173254,0.03184552
-4.79339670,2.94359739,0.05460436,0.34086843,1.43898810,1.58055000,0.03563337,1.06500490,0.12948082,0.03107440
-4.78739370,2.94230578,0.05447630,0.33478080,1.43413562,1.59365919,0.03644537,1.05666367,0.12695197,0.03023271
-4.78139070,2.93645403,0.05412901,0.32889222,1.42646520,1.60411077,0.03719199,1.04610054,0.12416553,0.02933227
-4.77538769,2.92571968,0.05356491,0.32324962,1.41600050,1.61139838,0.03786285,1.03334027,0.12114809,0.02838715
-4.76938469,2.90993785,0.05279118,0.31791132,1.40285144,1.61510433,0.03844930,1.01847707,0.11793326,0.02741333
-4.76338169,2.88911981,0.05181975,0.31294750,1.38721796,1.61491923,0.03894470,1.00167587,0.11456141,0.02642831
-4.75737869,2.86346539,0.05066725,0.30843999,1.36939063,1.61065772,0.03934473,0.98317131,0.11107919,0.02545078
-4.75137569,2.83336841,0.04935475,0.30448166,1.34974779,1.60226937,0.03964759,0.96326438,0.10753881,0.02450017
-4.74537269,2.79941465,0.04790727,0.30117517,1.32874921,1.58984430,0.03985413,0.94231680,0.10399717,0.02359625
-4.73936968,2.76237221,0.04635333,0.29863122,1.30692638,1.57361323,0.03996791,0.92074311,0.10051477,0.02275873
-4.73336668,2.72317448,0.04472417,0.29696629,1.28486961,1.55394205,0.03999517,0.89900077,0.09715443,0.02200679
-4.72736368,2.68289628,0.04305302,0.29629989,1.26321236,1.53132118,0.03994469,0.87757841,0.09398001,0.02135873
-4.72136068,2.64272398,0.04137416,0.29675157,1.24261335,1.50635023,0.03982764,0.85698270,0.09105488,0.02083155
-4.71535768,2.60392085,0.03972209,0.29843750,1.22373699,1.47971887,0.03965719,0.83772408,0.08844052,0.02044058
-4.70935468,2.56778897,0.03813051,0.30146710,1.20723298,1.45218474,0.03944826,0.82030191,0.08619500,0.02019911
-4.70335168,2.53562913,0.03663146,0.30593948,1.19371579,1.42454945,0.03921698,0.80518940,0.08437153,0.02011810
-4.69734867,2.50870042,0.03525444,0.31194016,1.18374473,1.39763380,0.03898032,0.79281897,0.08301716,0.02020587
-4.69134567,2.48818091,0.03402561,0.31953787,1.17780563,1.37225319,0.03875547,0.78356833,0.08217151,0.02046783
-4.68534267,2.47513103,0.03296715,0.32878182,1.17629456,1.34919420,0.03855940,0.77774801,0.08186569,0.02090625
-4.67933967,2.47046078,0.03209666,0.33969936,1.17950442,1.32919315,0.03840825,0.77559056,0.08212146,0.02152015
-4.67333667,2.47490196,0.03142679,0.35229419,1.18761491,1.31291716,0.03831688,0.77724197,0.08295049,0.02230511
-4.66733367,2.48898616,0.03096495,0.36654513,1.20068609,1.30094835,0.03829833,0.78275555,0.08435396,0.02325328
-4.66133067,2.51302903,0.03071322,0.38240548,1.21865602,1.29377109,0.03836344,0.79208862,0.08632232,0.02435337
-4.65532766,2.54712106,0.03066840,0.39980300,1.24134227,1.29176262,0.03852044,0.80510204,0.08883536,0.02559077
-4.64932466,2.59112484,0.03082221,0.41864042,1.26844737,1.29518667,0.03877466,0.82156275,0.09186246,0.02694772
-4.64332166,2.64467846,0.03116161,0.43879649,1.29956788,1.30418994,0.03912834,0.84114917,0.09536309,0.02840360
