energy_ev,total_up,C_s_up,C_p_up,Co_p_up,Co_d_up,S_s_up,S_p_up,W_p_up,W_d_up
-5.88594297,5.52782044,0.00363474,0.93099563,1.28842506,0.98458382,0.01196946,2.39021332,2.75347377,1.07317686
-5.87993997,5.64554392,0.00377174,0.95148789,1.32496427,1.00429786,0.01180167,2.44615781,2.80675148,1.09623688
-5.87393697,5.75086101,0.00390768,0.97010539,1.35956172,1.02125953,0.01160780,2.49667309,2.85297935,1.11731301
-5.86793397,5.84222377,0.00404093,0.98651307,1.39182017,1.03526809,0.01139114,2.54115585,2.89117013,1.13605092
-5.86193097,5.91819689,0.00416975,1.00040529,1.42133078,1.04614505,0.01115497,2.57902540,2.92045776,1.15211980
-5.85592796,5.97748912,0.00429230,1.01151427,1.44767796,1.05373810,0.01090256,2.60973333,2.94012010,1.16522061
-5.84992496,6.01898327,0.00440662,1.01961731,1.47044597,1.05792502,0.01063703,2.63277447,2.94959695,1.17509350
-5.84392196,6.04176409,0.00451075,1.02454260,1.48922721,1.05861742,0.01036136,2.64769871,2.94850302,1.18152435
-5.83791896,6.04514305,0.00460265,1.02617345,1.50363189,1.05576428,0.01007828,2.65412360,2.93663548,1.18435016
-5.83191596,6.02867931,0.00468037,1.02445087,1.51329900,1.04935491,0.00979026,2.65174703,2.91397618,1.18346323
-5.82591296,5.99219618,0.00474202,1.01937437,1.51790813,1.03942137,0.00949953,2.64035974,2.88068877,1.17881393
-5.81990995,5.93579239,0.00478584,1.01100115,1.51719154,1.02604004,0.00920800,2.61985685,2.83711098,1.17041211
-5.81390695,5.85984765,0.00481029,0.99944359,1.51094611,1.00933234,0.00891731,2.59024803,2.78374265,1.15832692
-5.80790395,5.76502223,0.00481405,0.98486536,1.49904441,0.98946447,0.00862883,2.55166567,2.72123006,1.14268531
-5.80190095,5.65225013,0.00479613,0.96747619,1.48144442,0.96664614,0.00834366,2.50437045,2.65034732,1.12366910
-5.79589795,5.52272597,0.00475588,0.94752561,1.45819714,0.94112811,0.00806269,2.44875391,2.57197542,1.10151071
-5.78989495,5.37788564,0.00469303,0.92529589,1.42945180,0.91319884,0.00778662,2.38533758,2.48707982,1.07648779
-5.78389195,5.21938105,0.00460772,0.90109445,1.39545804,0.88317997,0.00751599,2.31476845,2.39668715,1.04891682
-5.77788894,5.04904951,0.00450053,0.87524599,1.35656488,0.85142098,0.00725125,2.23781063,2.30186187,1.01914590
-5.77188594,4.86887847,0.00437243,0.84808471,1.31321638,0.81829294,0.00699279,2.15533325,2.20368345,0.98754702
-5.76588294,4.68096656,0.00422480,0.81994671,1.26594393,0.78418162,0.00674099,2.06829486,2.10322465,0.95450787
-5.75987994,4.48748196,0.00405942,0.79116303,1.21535540,0.74948006,0.00649630,1.97772464,2.00153147,0.92042373
-5.75387694,4.29061928,0.00387836,0.76205330,1.16212154,0.71458082,0.00625923,1.88470101,1.89960525,0.88568939
-5.74787394,4.09255630,0.00368400,0.73292044,1.10696007,0.67986814,0.00603046,1.79032832,1.79838715,0.85069150
-5.74187094,3.89541175,0.00347889,0.70404623,1.05061814,0.64571018,0.00581086,1.69571238,1.69874538,0.81580164
-5.73586793,3.70120559,0.00326575,0.67568810,0.99385370,0.61245163,0.00560150,1.60193568,1.60146530,0.78137007
-5.72986493,3.51182268,0.00304737,0.64807693,0.93741673,0.58040689,0.00540371,1.51003323,1.50724244,0.74772055
-5.72386193,3.32898118,0.00282650,0.62141599,0.88203078,0.54985405,0.00521909,1.42096983,1.41667844,0.71514618
-5.71785893,3.15420624,0.00260584,0.59588082,0.82837575,0.52102989,0.00504948,1.33561964,1.33027961,0.68390633
-5.71185593,2.98880978,0.00238793,0.57161995,0.77707231,0.49412601,0.00489702,1.25474870,1.24845803,0.65422473
-5.70585293,2.83387651,0.00217513,0.54875630,0.72866867,0.46928626,0.00476406,1.17900100,1.17153478,0.62628855
-5.69984992,2.69025634,0.00196953,0.52738900,0.68362982,0.44660561,0.00465315,1.10888855,1.09974484,0.60024842
-5.69384692,2.55856294,0.00177294,0.50759547,0.64232977,0.42613030,0.00456701,1.04478558,1.03324326,0.57621921
-5.68784392,2.43917794,0.00158689,0.48943346,0.60504664,0.40785952,0.00450843,0.98692702,0.97211222,0.55428143
-5.68184092,2.33226009,0.00141255,0.47294298,0.57196080,0.39174829,0.00448019,0.93541106,0.91636829,0.53448297
-5.67583792,2.23775865,0.00125080,0.45814777,0.54315572,0.37771153,0.00448501,0.89020550,0.86596969,0.51684113
-5.66983492,2.15542992,0.00110220,0.44505634,0.51862141,0.36562915,0.00452537,0.85115740,0.82082307,0.50134461
-5.66383192,2.08485615,0.00096700,0.43366234,0.49826013,0.35535180,0.00460347,0.81800557,0.78078954,0.48795542
-5.65782891,2.02546575,0.00084521,0.42394444,0.48189395,0.34670729,0.00472109,0.79039516,0.74568976,0.47661057
-5.65182591,1.97655413,0.00073659,0.41586560,0.46927381,0.33950709,0.00487942,0.76789370,0.71530802,0.46722348
-5.64582291,1.93730436,0.00064069,0.40937189,0.46008966,0.33355301,0.00507902,0.75000791,0.68939543,0.45968520
-5.63981991,1.90680722,0.00055690,0.40439106,0.45398134,0.32864345,0.00531967,0.73620072,0.66767217,0.45386532
-5.63381691,1.88408033,0.00048447,0.40083107,0.45054981,0.32457931,0.00560027,0.72590775,0.64982921,0.44961287
-5.62781391,1.86808614,0.00042255,0.39857869,0.44936846,0.32116925,0.00591876,0.71855290,0.63552977,0.44675719
-5.62181091,1.85774888,0.00037025,0.39749863,0.44999420,0.31823403,0.00627211,0.71356265,0.62441069,0.44510903
-5.61580790,1.85197061,0.00032660,0.39743320,0.45197815,0.31561017,0.00665624,0.71037872,0.61608430,0.44446199
-5.60980490,1.84964656,0.00029066,0.39820294,0.45487577,0.31315257,0.00706606,0.70846892,0.61014088,0.44459448
-5.60380190,1.84968006,0.00026147,0.39960816,0.45825617,0.31073628,0.00749550,0.70733626,0.60615215,0.44527233
-5.59779890,1.85099744,0.00023812,0.40143162,0.46171071,0.30825744,0.00793761,0.70652611,0.60367588,0.44625205
-5.59179590,1.85256288,0.00021972,0.40344238,0.46486056,0.30563350,0.00838465,0.70563175,0.60226168,0.44728492
-5.58579290,1.85339350,0.00020546,0.40540065,0.46736333,0.30280277,0.00882830,0.70429823,0.60145804,0.44812173
-5.57978989,1.85257459,0.00019457,0.40706368,0.46891863,0.29972350,0.00925979,0.70222487,0.60082047,0.44851812
-5.57378689,1.84927474,0.00018636,0.40819228,0.46927252,0.29637265,0.00967016,0.69916650,0.59992036,0.44824044
-5.56778389,1.84276072,0.00018021,0.40855788,0.46822080,0.29274438,0.01005046,0.69493360,0.59835450,0.44707170
-5.56178089,1.83241140,0.00017556,0.40794973,0.46561107,0.28884848,0.01039206,0.68939165,0.59575451,0.44481766
-5.55577789,1.81773045,0.00017193,0.40618184,0.46134370,0.28470875,0.01068684,0.68245963,0.59179609,0.44131244
-5.54977489,1.79835695,0.00016891,0.40309951,0.45537143,0.28036146,0.01092751,0.67410783,0.58620732,0.43642371
-5.54377189,1.77407353,0.00016615,0.39858485,0.44769789,0.27585391,0.01110775,0.66435521,0.57877585,0.43005689
-5.53776888,1.74481121,0.00016338,0.39256119,0.43837492,0.27124302,0.01122248,0.65326607,0.56935430,0.42215827
-5.53176588,1.71065072,0.00016038,0.38499615,0.42749881,0.26659410,0.01126801,0.64094632,0.55786387,0.41271693
-5.52576288,1.67181972,0.00015697,0.37590300,0.41520563,0.26197958,0.01124213,0.62753919,0.54429564,0.40176511
-5.51975988,1.62868589,0.00015306,0.36534047,0.40166567,0.25747780,0.01114421,0.61322052,0.52870969,0.38937721
-5.51375688,1.58174582,0.00014856,0.35341087,0.38707728,0.25317164,0.01097520,0.59819351,0.51123188,0.37566730
-5.50775388,1.53161001,0.00014346,0.34025663,0.37166018,0.24914716,0.01073760,0.58268310,0.49204857,0.36078529
-5.50175088,1.47898423,0.00013777,0.32605545,0.35564863,0.24549192,0.01043536,0.56692996,0.47139937,0.34491188
-5.49574787,1.42464806,0.00013153,0.31101425,0.33928440,0.24229323,0.01007373,0.55118420,0.44956836,0.32825261
-5.48974487,1.36943112,0.00012479,0.29536228,0.32281003,0.23963610,0.00965910,0.53569878,0.42687408,0.31103115
-5.48374187,1.31418807,0.00011765,0.27934362,0.30646242,0.23760100,0.00919878,0.52072301,0.40365891,0.29348226
-5.47773887,1.25977319,0.00011020,0.26320954,0.29046694,0.23626147,0.00870074,0.50649594,0.38027807,0.27584461
-5.47173587,1.20701554,0.00010253,0.24721092,0.27503228,0.23568154,0.00817340,0.49324011,0.35708896,0.25835387
-5.46573287,1.15669562,0.00009476,0.23159118,0.26034608,0.23591326,0.00762532,0.48115564,0.33444108,0.24123624
-5.45972986,1.10952444,0.00008699,0.21657994,0.24657153,0.23699417,0.00706502,0.47041494,0.31266712,0.22470288
-5.45372686,1.06612574,0.00007931,0.20238768,0.23384487,0.23894502,0.00650068,0.46115808,0.29207533,0.20894509
-5.44772386,1.02702201,0.00007183,0.18920160,0.22227388,0.24176786,0.00594002,0.45348919,0.27294363,0.19413083
-5.44172086,0.99262476,0.00006462,0.17718280,0.21193732,0.24544452,0.00539006,0.44747382,0.25551549,0.18040223
-5.43571786,0.96322934,0.00005776,0.16646478,0.20288529,0.24993566,0.00485701,0.44313749,0.23999771,0.16787455
-5.42971486,0.93901445,0.00005130,0.15715338,0.19514035,0.25518061,0.00434620,0.44046548,0.22656001,0.15663616
-5.42371186,0.92004621,0.00004530,0.14932800,0.18869946,0.26109785,0.00386198,0.43940394,0.21533652,0.14674980
-5.41770885,0.90628659,0.00003978,0.14304401,0.18353643,0.26758636,0.00340775,0.43986220,0.20642875,0.13825481
-5.41170585,0.89760575,0.00003478,0.13833615,0.17960491,0.27452781,0.00298592,0.44171637,0.19990997,0.13117024
-5.40570285,0.89379774,0.00003030,0.13522282,0.17684178,0.28178953,0.00259800,0.44481406,0.19583073,0.12549865
-5.39969985,0.89459885,0.00002636,0.13371092,0.17517072,0.28922823,0.00224467,0.44898006,0.19422509,0.12123036
-5.39369685,0.89970784,0.00002295,0.13380099,0.17450591,0.29669428,0.00192582,0.45402285,0.19511735,0.11834807
-5.38769385,0.90880723,0.00002007,0.13549258,0.17475578,0.30403652,0.00164073,0.45974168,0.19852889,0.11683141
-5.38169085,0.92158465,0.00001771,0.13878928,0.17582657,0.31110731,0.00138811,0.46593390,0.20448472,0.11666145
-5.37568784,0.93775342,0.00001585,0.14370348,0.17762573,0.31776768,0.00116625,0.47240248,0.21301953,0.11782482
-5.36968484,0.95707160,0.00001449,0.15026043,0.18006507,0.32389226,0.00097311,0.47896314,0.22418293,0.12031727
-5.36368184,0.97935841,0.00001360,0.15850148,0.18306348,0.32937397,0.00080645,0.48545110,0.23804348,0.12414665
-5.35767884,1.00450756,0.00001318,0.16848628,0.18654927,0.33412803,0.00066388,0.49172698,0.25469152,0.12933494
-5.35167584,1.03249681,0.00001322,0.18029385,0.19046205,0.33809525,0.00054300,0.49768182,0.27424033,0.13591948
-5.34567284,1.06339320,0.00001370,0.19402235,0.19475415,0.34124445,0.00044142,0.50324086,0.29682584,0.14395308
-5.33966983,1.09735369,0.00001462,0.20978755,0.19939146,0.34357382,0.00035682,0.50836607,0.32260439,0.15350317
-5.33366683,1.13462116,0.00001598,0.22771989,0.20435386,0.34511120,0.00028703,0.51305726,0.35174895,0.16464988
-5.32766383,1.17551557,0.00001776,0.24796024,0.20963510,0.34591333,0.00023002,0.51735181,0.38444344,0.17748305
-5.32166083,1.22042070,0.00001995,0.27065440,0.21524216,0.34606394,0.00018395,0.52132299,0.42087547,0.19209832
-5.31565783,1.26976664,0.00002256,0.29594633,0.22119418,0.34567096,0.00014716,0.52507698,0.46122756,0.20859231
-5.30965483,1.32400870,0.00002558,0.32397055,0.22752090,0.34486276,0.00011818,0.52874856,0.50566704,0.22705713
-5.30365183,1.38360325,0.00002898,0.35484361,0.23426074,0.34378371,0.00009573,0.53249583,0.55433485,0.24757424
-5.29764882,1.44898131,0.00003276,0.38865504,0.24145836,0.34258917,0.00007869,0.53649389,0.60733361,0.27020799
-5.29164582,1.52052083,0.00003689,0.42545814,0.24916196,0.34144006,0.00006612,0.54092782,0.66471525,0.29499902
-5.28564282,1.59851846,0.00004135,0.46526073,0.25742023,0.34049717,0.00005724,0.54598498,0.72646875,0.32195777
-5.27963982,1.68316189,0.00004611,0.50801642,0.26627895,0.33991553,0.00005136,0.55184708,0.79250822,0.35105838
-5.27363682,1.77450386,0.00005112,0.55361668,0.27577749,0.33983874,0.00004794,0.55868189,0.86266208,0.38223318
-5.26763382,1.87243864,0.00005636,0.60188410,0.28594512,0.34039375,0.00004654,0.56663513,0.93666359,0.41536821
-5.26163082,1.97668233,0.00006177,0.65256727,0.29679728,0.34168590,0.00004678,0.57582257,1.01414348,0.45029984
-5.25562781,2.08675758,0.00006732,0.70533754,0.30833197,0.34379465,0.00004836,0.58632260,1.09462500,0.48681285
-5.24962481,2.20198389,0.00007294,0.75978812,0.32052642,0.34676992,0.00005104,0.59816961,1.17752199,0.52464011
-5.24362181,2.32147412,0.00007859,0.81543566,0.33333405,0.35062922,0.00005462,0.61134838,1.26214024,0.56346407
-5.23761881,2.44413778,0.00008423,0.87172460,0.34668211,0.35535576,0.00005894,0.62578973,1.34768262,0.60292001
-5.23161581,2.56869162,0.00008980,0.92803424,0.36047003,0.36089750,0.00006386,0.64136775,1.43325799,0.64260128
-5.22561281,2.69367760,0.00009529,0.98368876,0.37456871,0.36716725,0.00006926,0.65789882,1.51789409,0.68206624
-5.21960980,2.81748824,0.00010064,1.03796978,0.38882086,0.37404397,0.00007504,0.67514266,1.60055431,0.72084694
-5.21360680,2.93839887,0.00010585,1.09013151,0.40304256,0.38137516,0.00008110,0.69280550,1.68015791,0.75845922
-5.20760380,3.05460618,0.00011091,1.13941779,0.41702612,0.38898042,0.00008735,0.71054556,1.75560348,0.79441394
-5.20160080,3.16427212,0.00011580,1.18508088,0.43054416,0.39665617,0.00009371,0.72798074,1.82579484,0.82822901
-5.19559780,3.26557170,0.00012055,1.22640111,0.44335503,0.40418127,0.00010010,0.74469850,1.88966871,0.85944176
-5.18959480,3.35674332,0.00012516,1.26270685,0.45520927,0.41132366,0.00010643,0.76026757,1.94622310,0.88762120
-5.18359180,3.43613972,0.00012966,1.29339411,0.46585703,0.41784755,0.00011263,0.77425129,1.99454559,0.91237970
-5.17758879,3.50227773,0.00013409,1.31794487,0.47505615,0.42352114,0.00011861,0.78622204,2.03384021,0.93338359
-5.17158579,3.55388483,0.00013847,1.33594346,0.48258054,0.42812450,0.00012429,0.79577621,2.06345202,0.95036234
-5.16558279,3.58994045,0.00014284,1.34709028,0.48822862,0.43145735,0.00012961,0.80254912,2.08288820,0.96311572
-5.15957979,3.60971039,0.00014723,1.35121222,0.49183119,0.43334625,0.00013448,0.80622917,2.09183476,0.97151895
-5.15357679,3.61277258,0.00015166,1.34826927,0.49325861,0.43365123,0.00013885,0.80657062,2.09016805,0.97552526
-5.14757379,3.59903303,0.00015615,1.33835696,0.49242672,0.43227113,0.00014264,0.80340425,2.07796050,0.97516608
-5.14157079,3.56873107,0.00016070,1.32170440,0.48930124,0.42914777,0.00014581,0.79664547,2.05548019,0.97054864
-5.13556778,3.52243343,0.00016530,1.29866802,0.48390036,0.42426841,0.00014832,0.78629928,2.02318416,0.96185124
-5.12956478,3.46101743,0.00016992,1.26972110,0.47629544,0.41766667,0.00015011,0.77246186,1.98170556,0.94931632
-5.12356178,3.38564355,0.00017451,1.23543945,0.46660953,0.40942155,0.00015118,0.75531859,1.93183528,0.93324176
-5.11755878,3.29771891,0.00017902,1.19648393,0.45501399,0.39965477,0.00015151,0.73513858,1.87449842,0.91397072
-5.11155578,3.19885269,0.00018336,1.15358028,0.44172315,0.38852651,0.00015109,0.71226580,1.81072691,0.89188057
-5.10555278,3.09080579,0.00018745,1.10749732,0.42698727,0.37622957,0.00014995,0.68710735,1.74162900,0.86737134
-5.09954977,2.97543652,0.00019119,1.05902415,0.41108424,0.36298247,0.00014810,0.66011921,1.66835716,0.84085425
-5.09354677,2.85464480,0.00019448,1.00894743,0.39431017,0.34902158,0.00014559,0.63179028,1.59207535,0.81274072
-5.08754377,2.73031703,0.00019719,0.95802956,0.37696954,0.33459273,0.00014247,0.60262530,1.51392729,0.78343233
-5.08154077,2.60427391,0.00019924,0.90698858,0.35936520,0.31994266,0.00013882,0.57312754,1.43500656,0.75331207
-5.07553777,2.47822315,0.00020051,0.85648062,0.34178868,0.30531068,0.00013470,0.54378191,1.35633001,0.72273716
-5.06953477,2.35371880,0.00020093,0.80708534,0.32451132,0.29092088,0.00013020,0.51503933,1.27881502,0.69203359
-5.06353177,2.23212845,0.00020042,0.75929494,0.30777647,0.27697525,0.00012543,0.48730293,1.20326162,0.66149242
-5.05752876,2.11460934,0.00019892,0.71350700,0.29179313,0.26364787,0.00012049,0.46091670,1.13033977,0.63136783
-5.05152576,2.00209357,0.00019642,0.67002115,0.27673121,0.25108049,0.00011550,0.43615687,1.06058203,0.60187687
-5.04552276,1.89528271,0.00019291,0.62903954,0.26271861,0.23937958,0.00011056,0.41322642,0.99438161,0.57320058
-5.03951976,1.79465100,0.00018840,0.59067086,0.24984002,0.22861488,0.00010581,0.39225274,0.93199558,0.54548623
-5.03351676,1.70045672,0.00018295,0.55493748,0.23813755,0.21881949,0.00010134,0.37328834,0.87355257,0.51885053
-5.02751376,1.61276024,0.00017661,0.52178523,0.22761292,0.20999133,0.00009729,0.35631459,0.81906451,0.49338330
-5.02151076,1.53144764,0.00016948,0.49109512,0.21823109,0.20209591,0.00009376,0.34124793,0.76844149,0.46915141
-5.01550775,1.45625819,0.00016166,0.46269645,0.20992504,0.19507023,0.00009085,0.32794832,0.72150886,0.44620257
-5.00950475,1.38681434,0.00015327,0.43638061,0.20260142,0.18882748,0.00008866,0.31622936,0.67802566,0.42456891
-5.00350175,1.32265243,0.00014446,0.41191485,0.19614673,0.18326233,0.00008726,0.30586950,0.63770357,0.40426991
-4.99749875,1.26325286,0.00013534,0.38905549,0.19043373,0.17825664,0.00008672,0.29662386,0.60022532,0.38531467
-4.99149575,1.20806833,0.00012606,0.36756003,0.18532777,0.17368513,0.00008709,0.28823607,0.56526205,0.36770352
-4.98549275,1.15654924,0.00011676,0.34719775,0.18069279,0.16942104,0.00008838,0.28044958,0.53248876,0.35142872
-4.97948974,1.10816524,0.00010756,0.32775841,0.17639669,0.16534121,0.00009062,0.27301811,0.50159750,0.33647456
-4.97348674,1.06242261,0.00009857,0.30905892,0.17231598,0.16133074,0.00009379,0.26571471,0.47230799,0.32281683
-4.96748374,1.01887709,0.00008991,0.29094793,0.16833950,0.15728681,0.00009784,0.25833930,0.44437534,0.31042187
-4.96148074,0.97714225,0.00008166,0.27330827,0.16437115,0.15312176,0.00010272,0.25072432,0.41759499,0.29924532
-4.95547774,0.93689362,0.00007388,0.25605741,0.16033169,0.14876518,0.00010834,0.24273858,0.39180506,0.28923095
-4.94947474,0.89786901,0.00006664,0.23914628,0.15615955,0.14416516,0.00011460,0.23428923,0.36688605,0.28030952
-4.94347174,0.85986562,0.00005997,0.22255645,0.15181077,0.13928866,0.00012138,0.22532185,0.34275864,0.27239815
-4.93746873,0.82273472,0.00005388,0.20629629,0.14725816,0.13412104,0.00012852,0.21581899,0.31937965,0.26540006
-4.93146573,0.78637451,0.00004839,0.19039619,0.14248992,0.12866487,0.00013588,0.20579728,0.29673678,0.25920513
-4.92546273,0.75072197,0.00004348,0.17490343,0.13750774,0.12293818,0.00014328,0.19530336,0.27484255,0.25369110
-4.91945973,0.71574446,0.00003912,0.15987674,0.13232461,0.11697223,0.00015055,0.18440896,0.25372783,0.24872551
-4.91345673,0.68143146,0.00003530,0.14538111,0.12696250,0.11080900,0.00015751,0.17320553,0.23343545,0.24416842
-4.90745373,0.64778730,0.00003196,0.13148288,0.12145005,0.10449845,0.00016398,0.16179849,0.21401410,0.23987572
-4.90145073,0.61482480,0.00002906,0.11824547,0.11582034,0.09809585,0.00016980,0.15030160,0.19551293,0.23570293
-4.89544772,0.58256048,0.00002655,0.10572577,0.11010893,0.09165910,0.00017482,0.13883162,0.17797694,0.23150935
-4.88944472,0.55101109,0.00002438,0.09397133,0.10435215,0.08524636,0.00017889,0.12750338,0.16144336,0.22716225
-4.88344172,0.52019159,0.00002251,0.08301834,0.09858569,0.07891387,0.00018190,0.11642560,0.14593903,0.22254106
-4.87743872,0.49011439,0.00002089,0.07289047,0.09284357,0.07271418,0.00018377,0.10569740,0.13147875,0.21754110
-4.87143572,0.46078965,0.00001946,0.06359842,0.08715740,0.06669475,0.00018441,0.09540563,0.11806464,0.21207689
-4.86543272,0.43222631,0.00001820,0.05514009,0.08155596,0.06089689,0.00018381,0.08562305,0.10568617,0.20608477
-4.85942971,0.40443365,0.00001706,0.04750141,0.07606497,0.05535513,0.00018196,0.07640732,0.09432105,0.19952460
-4.85342671,0.37742294,0.00001602,0.04065750,0.07070712,0.05009696,0.00017889,0.06780065,0.08393646,0.19238065
-4.84742371,0.35120906,0.00001506,0.03457418,0.06550222,0.04514280,0.00017464,0.05983023,0.07449077,0.18466149
-4.84142071,0.32581187,0.00001414,0.02920973,0.06046740,0.04050633,0.00016930,0.05250901,0.06593541,0.17639899
-4.83541771,0.30125698,0.00001325,0.02451665,0.05561740,0.03619494,0.00016298,0.04583710,0.05821681,0.16764647
-4.82941471,0.27757612,0.00001240,0.02044344,0.05096485,0.03221042,0.00015580,0.03980328,0.05127828,0.15847612
-4.82341171,0.25480694,0.00001156,0.01693636,0.04652046,0.02854967,0.00014789,0.03438684,0.04506181,0.14897588
-4.81740870,0.23299221,0.00001074,0.01394095,0.04229330,0.02520553,0.00013942,0.02955941,0.03950962,0.13924594
-4.81140570,0.21217872,0.00000993,0.01140340,0.03829084,0.02216756,0.00013053,0.02528677,0.03456543,0.12939501
-4.80540270,0.19241584,0.00000913,0.00927176,0.03451915,0.01942283,0.00012138,0.02153067,0.03017559,0.11953667
-4.79939970,0.17375402,0.00000836,0.00749681,0.03098288,0.01695668,0.00011215,0.01825039,0.02628982,0.10978593
-4.79339670,0.15624336,0.00000761,0.00603288,0.02768532,0.01475336,0.00010297,0.01540416,0.02286182,0.10025608
-4.78739370,0.13993232,0.00000688,0.00483829,0.02462845,0.01279666,0.00009401,0.01295041,0.01984962,0.09105620
-4.78139070,0.12486693,0.00000619,0.00387573,0.02181292,0.01107041,0.00008539,0.01084876,0.01721580,0.08228920
-4.77538769,0.11109039,0.00000553,0.00311244,0.01923816,0.00955895,0.00007725,0.00906080,0.01492754,0.07405055
-4.76938469,0.09864322,0.00000491,0.00252023,0.01690245,0.00824749,0.00006971,0.00755071,0.01295662,0.06642782
-4.76338169,0.08756407,0.00000433,0.00207549,0.01480310,0.00712244,0.00006287,0.00628564,0.01127936,0.05950078
-4.75737869,0.07789095,0.00000379,0.00175898,0.01293662,0.00617163,0.00005684,0.00523600,0.00987649,0.05334224
-4.75137569,0.06966307,0.00000330,0.00155570,0.01129899,0.00538458,0.00005172,0.00437559,0.00873309,0.04801944
-4.74537269,0.06292297,0.00000286,0.00145464,0.00988591,0.00475262,0.00004758,0.00368158,0.00783844,0.04359578
-4.73936968,0.05771891,0.00000246,0.00144853,0.00869317,0.00426900,0.00004453,0.00313448,0.00718595,0.04013293
-4.73336668,0.05410732,0.00000210,0.00153356,0.00771690,0.00392902,0.00004265,0.00271800,0.00677301,0.03769299
-4.72736368,0.05215502,0.00000179,0.00170914,0.00695397,0.00373001,0.00004204,0.00241884,0.00660094,0.03634063
-4.72136068,0.05194122,0.00000152,0.00197757,0.00640220,0.00367136,0.00004279,0.00222651,0.00667476,0.03614501
-4.71535768,0.05355877,0.00000128,0.00234374,0.00606067,0.00375446,0.00004501,0.00213305,0.00700304,0.03718124
-4.70935468,0.05711475,0.00000109,0.00281484,0.00592985,0.00398256,0.00004880,0.00213278,0.00759761,0.03953134
-4.70335168,0.06273000,0.00000092,0.00339994,0.00601171,0.00436061,0.00005431,0.00222199,0.00847316,0.04328446
-4.69734867,0.07053753,0.00000079,0.00410966,0.00630969,0.00489499,0.00006163,0.00239868,0.00964675,0.04853623
-4.69134567,0.08067963,0.00000068,0.00495570,0.00682857,0.00559319,0.00007092,0.00266219,0.01113719,0.05538724
-4.68534267,0.09330369,0.00000060,0.00595033,0.00757426,0.00646342,0.00008229,0.00301289,0.01296420,0.06394050
-4.67933967,0.10855654,0.00000054,0.00710592,0.00855334,0.00751409,0.00009588,0.00345184,0.01514755,0.07429793
-4.67333667,0.12657758,0.00000050,0.00843424,0.00977266,0.00875329,0.00011179,0.00398040,0.01770590,0.08655589
-4.66733367,0.14749067,0.00000048,0.00994590,0.01123865,0.01018814,0.00013012,0.00459991,0.02065562,0.10079982
-4.66133067,0.17139506,0.00000047,0.01164962,0.01295665,0.01182414,0.00015095,0.00531125,0.02400949,0.11709819
-4.65532766,0.19835567,0.00000048,0.01355154,0.01493010,0.01366446,0.00017432,0.00611452,0.02777527,0.13549597
-4.64932466,0.22839300,0.00000050,0.01565449,0.01715975,0.01570926,0.00020022,0.00700867,0.03195436,0.15600782
-4.64332166,0.26147326,0.00000053,0.01795733,0.01964278,0.01795499,0.00022860,0.00799114,0.03654042,0.17861132
