energy_ev,total_up,Mo_p_up,Mo_d_up,S_s_up,S_p_up,Sb_p_up,Sb_d_up
-5.75987994,3.74227070,2.75662822,1.79037807,0.02086836,2.18999202,0.42442329,0.00593937
-5.75387694,3.99346811,2.94966151,1.91479071,0.02264776,2.34596206,0.45221730,0.00620036
-5.74787394,4.27728370,3.16182876,2.05601045,0.02474368,2.52205696,0.48337489,0.00649536
-5.74187094,4.59048689,3.39090409,2.21241567,0.02713861,2.71632751,0.51756483,0.00681956
-5.73586793,4.92935191,3.63436982,2.38210465,0.02980972,2.92649542,0.55441142,0.00716794
-5.72986493,5.28968486,3.88943616,2.56291456,0.03272860,3.14997579,0.59349234,0.00753530
-5.72386193,5.66686002,4.15306582,2.75244607,0.03586120,3.38390615,0.63433725,0.00791632
-5.71785893,6.05586699,4.42200468,2.94809420,0.03916784,3.62518297,0.67642759,0.00830555
-5.71185593,6.45137041,4.69281912,3.14708591,0.04260345,3.87050604,0.71919812,0.00869742
-5.70585293,6.84778299,4.96194067,3.34652425,0.04611807,4.11643067,0.76204053,0.00908628
-5.69984992,7.23935218,5.22571809,3.54343907,0.04965754,4.35942746,0.80430947,0.00946645
-5.69384692,7.62025965,5.48047647,3.73484327,0.05316449,4.59594862,0.84533108,0.00983224
-5.68784392,7.98473209,5.72258260,3.91779369,0.05657950,4.82249952,0.88441424,0.01017801
-5.68184092,8.32716088,5.94851529,4.08945488,0.05984252,5.03571365,0.92086411,0.01049826
-5.67583792,8.64222701,6.15493881,4.24716398,0.06289442,5.23242869,0.95399781,0.01078772
-5.66983492,8.92502745,6.33877730,4.38849456,0.06567861,5.40976130,0.98316170,0.01104145
-5.66383192,9.17119824,6.49728768,4.51131712,0.06814280,5.56517786,1.00774949,0.01125493
-5.65782891,9.37702943,6.62812835,4.61385393,0.07024057,5.69655858,1.02722048,0.01142421
-5.65182591,9.53956714,6.72942109,4.69472602,0.07193296,5.80225239,1.04111714,0.01154599
-5.64582291,9.65669803,6.79980348,4.75299046,0.07318981,5.88112032,1.04908091,0.01161775
-5.63981991,9.72721235,6.83846968,4.78816606,0.07399081,5.93256570,1.05086571,0.01163784
-5.63381691,9.75084231,6.84519759,4.80024665,0.07432629,5.95654958,1.04634814,0.01160554
-5.62781391,9.72827370,6.82036105,4.78970102,0.07419761,5.95359090,1.03553387,0.01152110
-5.62181091,9.66112974,6.76492637,4.75745952,0.07361721,5.92475116,1.01855989,0.01138581
-5.61580790,9.55192750,6.68043291,4.70488765,0.07260821,5.87160416,0.99569222,0.01120193
-5.60980490,9.40400828,6.56895839,4.63374784,0.07120370,5.79619199,0.96731933,0.01097268
-5.60380190,9.22144467,6.43306995,4.54615048,0.06944564,5.70096886,0.93394135,0.01070220
-5.59779890,9.00892781,6.27576257,4.44449636,0.06738349,5.58873498,0.89615565,0.01039539
-5.59179590,8.77163945,6.10038715,4.33141237,0.06507264,5.46256284,0.85463947,0.01005786
-5.58579290,8.51511349,5.91057052,4.20968291,0.06257265,5.32571857,0.81013035,0.00969575
-5.57978989,8.24509245,5.71013015,4.08217924,0.05994548,5.18158109,0.76340523,0.00931559
-5.57378689,7.96738405,5.50298626,3.95178914,0.05725367,5.03356157,0.71525924,0.00892419
-5.56778389,7.68772271,5.29307408,3.82134903,0.05455864,4.88502584,0.66648503,0.00852842
-5.56178089,7.41164063,5.08425871,3.69358051,0.05191915,4.73922182,0.61785347,0.00813514
-5.55577789,7.14435215,4.88025504,3.57103300,0.04938997,4.59921383,0.57009643,0.00775103
-5.54977489,6.89065433,4.68455465,3.45603383,0.04702079,4.46782535,0.52389217,0.00738249
-5.54377189,6.65484588,4.50036124,3.35064677,0.04485538,4.34759118,0.47985379,0.00703553
-5.53776888,6.44066562,4.33053603,3.25663970,0.04293108,4.24071963,0.43852072,0.00671570
-5.53176588,6.25125053,4.17755381,3.17546169,0.04127852,4.14906518,0.40035355,0.00642805
-5.52576288,6.08911307,4.04347021,3.10822949,0.03992162,4.07411117,0.36573170,0.00617707
-5.51975988,5.95613627,3.92990025,3.05572317,0.03887775,4.01696235,0.33495381,0.00596666
-5.51375688,5.85358472,3.83800797,3.01839037,0.03815812,3.97834642,0.30824036,0.00580014
-5.50775388,5.78212922,3.76850659,2.99635829,0.03776824,3.95862359,0.28573796,0.00568023
-5.50175088,5.74188228,3.72166848,2.98945259,0.03770850,3.95780317,0.26752492,0.00560906
-5.49574787,5.73244192,3.69734390,2.99722208,0.03797479,3.97556576,0.25361736,0.00558817
-5.48974487,5.75294076,3.69498730,3.01896795,0.03855901,4.01129000,0.24397560,0.00561851
-5.48374187,5.80209806,3.71369002,3.05377631,0.03944965,4.06408227,0.23851020,0.00570045
-5.47773887,5.87827208,3.75221789,3.10055277,0.04063226,4.13280837,0.23708754,0.00583377
-5.47173587,5.97951093,3.80905224,3.15805776,0.04208978,4.21612579,0.23953455,0.00601765
-5.46573287,6.10360022,3.88243315,3.22494130,0.04380287,4.31251556,0.24564262,0.00625067
-5.45972986,6.24810633,3.97040328,3.29977624,0.04575009,4.42031289,0.25517061,0.00653079
-5.45372686,6.41041474,4.07085122,3.38108882,0.04790801,4.53773577,0.26784719,0.00685535
-5.44772386,6.58776309,4.18155321,3.46738590,0.05025128,4.66291112,0.28337249,0.00722104
-5.44172086,6.77726939,4.30021236,3.55717813,0.05275266,4.79389836,0.30141961,0.00762392
-5.43571786,6.97595611,4.42449474,3.64899896,0.05538308,4.92871022,0.32163594,0.00805945
-5.42971486,7.18077102,4.55206186,3.74141922,0.05811161,5.06533138,0.34364493,0.00852247
-5.42371186,7.38860637,4.68059966,3.83305766,0.06090565,5.20173506,0.36704819,0.00900725
-5.41770885,7.59631778,4.80784395,3.92258788,0.06373103,5.33589862,0.39142860,0.00950761
-5.41170585,7.80074444,4.93160282,4.00874240,0.06655230,5.46581864,0.41635414,0.01001691
-5.40570285,7.99873218,5.04977663,4.09031482,0.06933310,5.58952663,0.44138297,0.01052820
-5.39969985,8.18716070,5.16037627,4.16616099,0.07203660,5.70510590,0.46606938,0.01103436
-5.39369685,8.36297595,5.26154042,4.23520038,0.07462615,5.81071067,0.48997086,0.01152816
-5.38769385,8.52322836,5.35155263,4.29641861,0.07706589,5.90458768,0.51265594,0.01200249
-5.38169085,8.66511700,5.42885887,4.34887203,0.07932156,5.98510084,0.53371258,0.01245046
-5.37568784,8.78603924,5.49208582,4.39169506,0.08136132,6.05075875,0.55275694,0.01286559
-5.36968484,8.88364499,5.54006034,4.42411063,0.08315660,6.10024487,0.56944204,0.01324196
-5.36368184,8.95589397,5.57182981,4.44544390,0.08468295,6.13244964,0.58346602,0.01357438
-5.35767884,9.00111398,5.58668307,4.45513883,0.08592086,6.14650338,0.59457972,0.01385853
-5.35167584,9.01805782,5.58417107,4.45277718,0.08685649,6.14180883,0.60259305,0.01409106
-5.34567284,9.00595616,5.56412650,4.43809874,0.08748226,6.11807164,0.60738004,0.01426974
-5.33966983,8.96456350,5.52668093,4.41102180,0.08779736,6.07532711,0.60888222,0.01439351
-5.33366683,8.89419455,5.47227830,4.37166227,0.08780800,6.01396143,0.60711017,0.01446254
-5.32766383,8.79574837,5.40168331,4.32035007,0.08752748,5.93472576,0.60214326,0.01447825
-5.32166083,8.67071808,5.31598343,4.25764116,0.08697605,5.83874161,0.59412732,0.01444328
-5.31565783,8.52118450,5.21658333,4.18432393,0.08618056,5.72749633,0.58327061,0.01436147
-5.30965483,8.34979258,5.10519084,4.10141872,0.08517381,5.60282785,0.56983805,0.01423776
-5.30365183,8.15971024,4.98379392,4.01016951,0.08399373,5.46689826,0.55414387,0.01407807
-5.29764882,7.95457006,4.85462840,3.91202747,0.08268243,5.32215644,0.53654321,0.01388919
-5.29164582,7.73839501,4.72013668,3.80862614,0.08128497,5.17129017,0.51742263,0.01367858
-5.28564282,7.51550992,4.58291828,3.70174868,0.07984808,5.01716909,0.49719012,0.01345423
-5.27963982,7.29044140,4.44567315,3.59328804,0.07841886,4.86277972,0.47626481,0.01322442
-5.27363682,7.06780914,4.31113932,3.48520119,0.07704332,4.71115486,0.45506675,0.01299752
-5.26763382,6.85221209,4.18202679,3.37945908,0.07576508,4.56529936,0.43400702,0.01278181
-5.26163082,6.64811315,4.06094957,3.27799415,0.07462409,4.42811478,0.41347851,0.01258520
-5.25562781,6.45972625,3.95035825,3.18264737,0.07365548,4.30232546,0.39384755,0.01241509
-5.24962481,6.29090944,3.85247534,3.09511691,0.07288863,4.19040858,0.37544660,0.01227814
-5.24362181,6.14506740,3.76923558,3.01691050,0.07234632,4.09453036,0.35856816,0.01218007
-5.23761881,6.02506668,3.70223343,2.94930342,0.07204429,4.01649073,0.34345997,0.01212555
-5.23161581,5.93316596,3.65267942,2.89330361,0.07199086,3.95767817,0.33032162,0.01211805
-5.22561281,5.87096365,3.62136728,2.84962550,0.07218693,3.91903609,0.31930249,0.01215971
-5.21960980,5.83936406,3.60865264,2.81867328,0.07262612,3.90104182,0.31050106,0.01225131
-5.21360680,5.83856295,3.61444448,2.80053430,0.07329518,3.90369869,0.30396557,0.01239222
-5.20760380,5.86805257,3.63820941,2.79498268,0.07417457,3.92654122,0.29969581,0.01258041
-5.20160080,5.92664555,3.67898889,2.80149275,0.07523923,3.96865312,0.29764616,0.01281249
-5.19559780,6.01251670,3.73542871,2.81926178,0.07645935,4.02869728,0.29772948,0.01308380
-5.18959480,6.12326090,3.80581994,2.84724070,0.07780137,4.10495665,0.29982190,0.01338852
-5.18359180,6.25596521,3.88814983,2.88417172,0.07922893,4.19538451,0.30376832,0.01371979
-5.17758879,6.40729268,3.98016120,2.92863108,0.08070380,4.29766257,0.30938838,0.01406997
-5.17158579,6.57357535,4.07941829,2.97907536,0.08218686,4.40926496,0.31648279,0.01443075
-5.16558279,6.75091354,4.18337691,3.03388955,0.08363893,4.52752624,0.32483977,0.01479346
-5.15957979,6.93527870,4.28945671,3.09143514,0.08502160,4.64971138,0.33424153,0.01514925
-5.15357679,7.12261677,4.39511316,3.15009658,0.08629793,4.77308587,0.34447047,0.01548937
-5.14757379,7.30894955,4.49790701,3.20832462,0.08743310,4.89498380,0.35531501,0.01580544
-5.14157079,7.49047108,4.59556897,3.26467523,0.08839493,5.01287241,0.36657482,0.01608961
-5.13556778,7.66363679,4.68605750,3.31784304,0.08915436,5.12441113,0.37806543,0.01633490
-5.12956478,7.82524310,4.76760805,3.36668838,0.08968589,5.22750380,0.38962188,0.01653530
-5.12356178,7.97249536,4.83877210,3.41025755,0.08996786,5.32034270,0.40110149,0.01668600
-5.11755878,8.10306263,4.89844477,3.44779588,0.08998282,5.40144324,0.41238561,0.01678354
-5.11155578,8.21511775,4.94588048,3.47875359,0.08971775,5.46966863,0.42338030,0.01682586
-5.10555278,8.30736201,4.98069597,3.50278477,0.08916431,5.52424373,0.43401594,0.01681239
-5.09954977,8.37903351,5.00286101,3.51973967,0.08831901,5.56475810,0.44424591,0.01674403
-5.09354677,8.42989958,5.01267733,3.52965119,0.08718336,5.59115799,0.45404426,0.01662313
-5.08754377,8.46023317,5.01074654,3.53271616,0.08576392,5.60372786,0.46340262,0.01645337
-5.08154077,8.47077454,4.99792877,3.52927238,0.08407233,5.60306201,0.47232650,0.01623965
-5.07553777,8.46267921,4.97529340,3.51977245,0.08212518,5.59002735,0.48083101,0.01598788
-5.06953477,8.43745430,4.94406422,3.50475537,0.07994381,5.56571858,0.48893646,0.01570476
-5.06353177,8.39688525,4.90556109,3.48481716,0.07755398,5.53140747,0.49666380,0.01539756
-5.05752876,8.34295570,4.86114048,3.46058132,0.07498543,5.48848782,0.50403023,0.01507386
-5.05152576,8.27776322,4.81213728,3.43267050,0.07227124,5.43841833,0.51104523,0.01474124
-5.04552276,8.20343408,4.75981026,3.40168006,0.06944713,5.38266517,0.51770705,0.01440704
-5.03951976,8.12203995,4.70529302,3.36815456,0.06655065,5.32264650,0.52399999,0.01407811
-5.03351676,8.03551967,4.64955259,3.33256779,0.06362018,5.25968073,0.52989244,0.01376052
-5.02751376,7.94560891,4.59335680,3.29530698,0.06069399,5.19494065,0.53533590,0.01345945
-5.02151076,7.85378015,4.53725176,3.25666163,0.05780920,5.12941465,0.54026494,0.01317893
-5.01550775,7.76119506,4.48154980,3.21681702,0.05500073,5.06387673,0.54459816,0.01292179
-5.00950475,7.66867106,4.42632817,3.17585260,0.05230041,4.99886598,0.54824002,0.01268956
-5.00350175,7.57666285,4.37143803,3.13374499,0.04973601,4.93467631,0.55108365,0.01248249
-4.99749875,7.48525959,4.31652300,3.09037538,0.04733056,4.87135644,0.55301427,0.01229955
-4.99149575,7.39419738,4.26104624,3.04554080,0.04510173,4.80872011,0.55391333,0.01213853
-4.98549275,7.30288642,4.20432437,2.99896862,0.04306144,4.74636580,0.55366298,0.01199621
-4.97948974,7.21045150,4.14556683,2.95033383,0.04121565,4.68370502,0.55215087,0.01186848
-4.97348674,7.11578406,4.08391865,2.89927801,0.03956439,4.61999796,0.54927495,0.01175056
-4.96748374,7.01760355,4.01850492,2.84542957,0.03810197,4.55439490,0.54494824,0.01163724
-4.96148074,6.91452563,3.94847502,2.78842423,0.03681743,4.48598179,0.53910311,0.01152310
-4.95547774,6.80513450,3.87304493,2.72792507,0.03569509,4.41382807,0.53169530,0.01140272
-4.94947474,6.68805634,3.79153612,2.66364153,0.03471537,4.33703487,0.52270716,0.01127096
-4.94347174,6.56203122,3.70340950,2.59534651,0.03385566,4.25478178,0.51215021,0.01112312
-4.93746873,6.42598046,3.60829361,2.52289121,0.03309125,4.16637028,0.50006688,0.01095514
-4.93146573,6.27906695,3.50600599,2.44621721,0.03239635,4.07126224,0.48653135,0.01076377
-4.92546273,6.12074619,3.39656743,2.36536529,0.03174509,3.96911197,0.47164948,0.01054665
-4.91945973,5.95080589,3.28020866,2.28048093,0.03111250,3.85979062,0.45555788,0.01030240
-4.91345673,5.76939285,3.15736978,2.19181627,0.03047533,3.74340195,0.43842208,0.01003067
-4.90745373,5.57702595,3.02869246,2.09972851,0.02981288,3.62028886,0.42043396,0.00973209
-4.90145073,5.37459477,2.89500560,2.00467482,0.02910763,3.49103040,0.40180847,0.00940829
-4.89544772,5.16334403,2.75730512,1.90720404,0.02834565,3.35642939,0.38277976,0.00906175
-4.88944472,4.94484434,2.61672874,1.80794548,0.02751697,3.21749099,0.36359689,0.00869573
-4.88344172,4.72095058,2.47452678,1.70759510,0.02661569,3.07539323,0.34451919,0.00831413
-4.87743872,4.49374943,2.33202994,1.60689968,0.02563993,2.93145044,0.32581144,0.00792130
-4.87143572,4.26549833,2.19061536,1.50663958,0.02459164,2.78707120,0.30773900,0.00752193
-4.86543272,4.03855814,2.05167197,1.40761049,0.02347628,2.64371241,0.29056300,0.00712084
-4.85942971,3.81532230,1.91656621,1.31060501,0.02230238,2.50283129,0.27453567,0.00672280
-4.85342671,3.59814524,1.78660921,1.21639455,0.02108096,2.36583742,0.25989600,0.00633240
-4.84742371,3.38927288,1.66302635,1.12571220,0.01982496,2.23404655,0.24686566,0.00595389
-4.84142071,3.19077776,1.54692996,1.03923710,0.01854861,2.10863826,0.23564537,0.00559105
-4.83541771,3.00450139,1.43929585,0.95758075,0.01726679,1.99061906,0.22641163,0.00524708
-4.82941471,2.83200567,1.34094416,0.88127574,0.01599442,1.88079243,0.21931400,0.00492454
-4.82341171,2.67453511,1.25252491,0.81076694,0.01474593,1.77973693,0.21447270,0.00462528
-4.81740870,2.53299087,1.17450828,0.74640551,0.01353472,1.68779324,0.21197679,0.00435045
-4.81140570,2.40791714,1.10717973,0.68844564,0.01237280,1.60506035,0.21188266,0.00410046
-4.80540270,2.29949988,1.05063980,0.63704390,0.01127048,1.53140105,0.21421303,0.00387506
-4.79939970,2.20757735,1.00480823,0.59226102,0.01023609,1.46645612,0.21895629,0.00367340
-4.79339670,2.13166145,0.96943214,0.55406582,0.00927593,1.40966655,0.22606632,0.00349405
-4.78739370,2.07096833,0.94409767,0.52234094,0.00839420,1.36030243,0.23546262,0.00333518
-4.78139070,2.02445673,0.92824471,0.49688994,0.00759308,1.31749734,0.24703090,0.00319460
-4.77538769,1.99087204,0.92118411,0.47744543,0.00687280,1.28028642,0.26062414,0.00306993
-4.76938469,1.96879401,0.92211684,0.46367784,0.00623190,1.24764652,0.27606407,0.00295867
-4.76338169,1.95668629,0.93015471,0.45520452,0.00566739,1.21853667,0.29314319,0.00285833
-4.75737869,1.95294589,0.94434192,0.45159885,0.00517505,1.19193724,0.31162743,0.00276656
-4.75137569,1.95595076,0.96367735,0.45239924,0.00474969,1.16688615,0.33125929,0.00268124
-4.74537269,1.96410436,0.98713689,0.45711784,0.00438543,1.14251105,0.35176179,0.00260051
-4.73936968,1.97587585,1.01369558,0.46524893,0.00407599,1.11805617,0.37284295,0.00252293
-4.73336668,1.98983534,1.04234930,0.47627697,0.00381494,1.09290324,0.39420107,0.00244745
-4.72736368,2.00468351,1.07213551,0.48968443,0.00359590,1.06658604,0.41553054,0.00237348
-4.72136068,2.01927553,1.10215282,0.50495938,0.00341280,1.03879827,0.43652826,0.00230090
-4.71535768,2.03263918,1.13157916,0.52160289,0.00326001,1.00939513,0.45690044,0.00223004
-4.70935468,2.04398738,1.15968797,0.53913646,0.00313249,0.97838881,0.47636967,0.00216169
-4.70335168,2.05272541,1.18586224,0.55710915,0.00302589,0.94593848,0.49468208,0.00209702
-4.69734867,2.05845307,1.20960594,0.57510464,0.00293658,0.91233578,0.51161414,0.00203756
-4.69134567,2.06096223,1.23055249,0.59274797,0.00286174,0.87798629,0.52697911,0.00198516
-4.68534267,2.06022992,1.24846979,0.60971161,0.00279928,0.84338827,0.54063255,0.00194185
-4.67933967,2.05640732,1.26326153,0.62572088,0.00274784,0.80910930,0.55247673,0.00190986
-4.67333667,2.04980476,1.27496461,0.64055816,0.00270675,0.77576181,0.56246365,0.00189147
-4.66733367,2.04087295,1.28374216,0.65406569,0.00267591,0.74397840,0.57059631,0.00188894
-4.66133067,2.03018058,1.28987244,0.66614662,0.00265569,0.71438744,0.57692816,0.00190445
-4.65532766,2.01838847,1.29373348,0.67676406,0.00264683,0.68758980,0.58156049,0.00193999
-4.64932466,2.00622061,1.29578381,0.68593791,0.00265034,0.66413717,0.58463782,0.00199728
-4.64332166,1.99443262,1.29653973,0.69373941,0.00266731,0.64451234,0.58634128,0.00207771
-4.63731866,1.98377798,1.29654981,0.70028352,0.00269882,0.62911197,0.58688027,0.00218222
-4.63131566,1.97497325,1.29636741,0.70571915,0.00274582,0.61823190,0.58648260,0.00231129
-4.62531266,1.96866301,1.29652235,0.71021785,0.00280901,0.61205563,0.58538353,0.00246484
-4.61930965,1.96538590,1.29749279,0.71396111,0.00288873,0.61064575,0.58381426,0.00264217
-4.61330665,1.96554316,1.29967872,0.71712722,0.00298485,0.61393893,0.58199032,0.00284198
-4.60730365,1.96937105,1.30337815,0.71987802,0.00309677,0.62174426,0.58010054,0.00306231
-4.60130065,1.97691878,1.30876734,0.72234657,0.00322333,0.63374530,0.57829709,0.00330053
-4.59529765,1.98803322,1.31588621,0.72462623,0.00336279,0.64950576,0.57668721,0.00355340
-4.58929465,2.00235158,1.32462974,0.72676193,0.00351286,0.66847887,0.57532714,0.00381710
-4.58329165,2.01930309,1.33474607,0.72874426,0.00367073,0.69002020,0.57421849,0.00408726
-4.57728864,2.03811997,1.34584176,0.73050663,0.00383311,0.71340396,0.57330752,0.00435912
-4.57128564,2.05785799,1.35739391,0.73192590,0.00399635,0.73784208,0.57248721,0.00462755
-4.56528264,2.07742598,1.36876921,0.73282653,0.00415650,0.76250601,0.57160232,0.00488727
-4.55927964,2.09562342,1.37924880,0.73298794,0.00430948,0.78655026,0.57045697,0.00513290
-4.55327664,2.11118471,1.38805813,0.73215501,0.00445116,0.80913725,0.56882457,0.00535919
-4.54727364,2.12282829,1.39440050,0.73005079,0.00457754,0.82946249,0.56645958,0.00556114
-4.54127064,2.12930844,1.39749256,0.72639114,0.00468487,0.84677931,0.56311043,0.00573416
-4.53526763,2.12946734,1.39660039,0.72090018,0.00476977,0.86042215,0.55853304,0.00587421
-4.52926463,2.12228519,1.39107432,0.71332592,0.00482940,0.86982772,0.55250419,0.00597796
-4.52326163,2.10692587,1.38038090,0.70345508,0.00486150,0.87455294,0.54483420,0.00604290
-4.51725863,2.08277610,1.36413070,0.69112640,0.00486454,0.87428930,0.53537810,0.00606741
-4.51125563,2.04947643,1.34210064,0.67624168,0.00483772,0.86887284,0.52404498,0.00605083
-4.50525263,2.00694273,1.31425001,0.65877411,0.00478106,0.85828965,0.51080505,0.00599353
-4.49924962,1.95537733,1.28072975,0.63877342,0.00469538,0.84267659,0.49569409,0.00589684
-4.49324662,1.89526974,1.24188465,0.61636767,0.00458229,0.82231741,0.47881526,0.00576309
-4.48724362,1.82738719,1.19824891,0.59176185,0.00444413,0.79763460,0.46033834,0.00559549
-4.48124062,1.75275591,1.15053533,0.56523328,0.00428394,0.76917745,0.44049640,0.00539807
-4.47523762,1.67263433,1.09961918,0.53712436,0.00410534,0.73760687,0.41958042,0.00517557
-4.46923462,1.58847984,1.04651758,0.50783300,0.00391245,0.70367792,0.39793205,0.00493330
-4.46323162,1.50191096,0.99236554,0.47780145,0.00370981,0.66822070,0.37593510,0.00467702
-4.45722861,1.41466662,0.93838981,0.44750405,0.00350220,0.63212038,0.35400602,0.00441277
-4.45122561,1.32856449,0.88588164,0.41743456,0.00329463,0.59629735,0.33258406,0.00414676
-4.44522261,1.24545991,0.83616932,0.38809368,0.00309214,0.56168782,0.31212132,0.00388520
-4.43921961,1.16720680,0.79059132,0.35997713,0.00289976,0.52922572,0.29307307,0.00363420
-4.43321661,1.09562145,0.75047064,0.33356490,0.00272243,0.49982599,0.27588872,0.00339964
-4.42721361,1.03245005,0.71709048,0.30931177,0.00256486,0.47436958,0.26100343,0.00318707
-4.42121061,0.97934003,0.69167157,0.28763938,0.00243156,0.45369031,0.24883057,0.00300166
-4.41520760,0.93781524,0.67535087,0.26892983,0.00232670,0.43856315,0.23975497,0.00284806
-4.40920460,0.90925466,0.66916149,0.25352078,0.00225414,0.42969410,0.23412691,0.00273042
-4.40320160,0.89487409,0.67401360,0.24170195,0.00221732,0.42771106,0.23225678,0.00265231
-4.39719860,0.89571020,0.69067581,0.23371266,0.00221931,0.43315555,0.23441018,0.00261668
-4.39119560,0.91260630,0.71975712,0.22974046,0.00226273,0.44647491,0.24080347,0.00262586
-4.38519260,0.94619934,0.76168910,0.22992029,0.00234975,0.46801474,0.25159958,0.00268153
-4.37918959,0.99690778,0.81670852,0.23433419,0.00248207,0.49801155,0.26690407,0.00278472
-4.37318659,1.06492013,0.88484087,0.24301136,0.00266088,0.53658539,0.28676145,0.00293577
-4.36718359,1.15018443,0.96588524,0.25592831,0.00288683,0.58373286,0.31115190,0.00313439
-4.36118059,1.25239891,1.05940138,0.27300922,0.00316007,0.63932051,0.33998844,0.00337957
-4.35517759,1.37100464,1.16470007,0.29412642,0.00348011,0.70307926,0.37311487,0.00366966
-4.34917459,1.50518086,1.28083770,0.31910111,0.00384592,0.77460008,0.41030462,0.00400238
-4.34317159,1.65384402,1.40661640,0.34770440,0.00425584,0.85333169,0.45126091,0.00437480
-4.33716858,1.81565143,1.54059058,0.37965878,0.00470756,0.93858076,0.49561832,0.00478340
-4.33116558,1.98901041,1.68108091,0.41464033,0.00519817,1.02951498,0.54294616,0.00522414
-4.32516258,2.17209375,1.82619628,0.45228152,0.00572416,1.12516976,0.59275361,0.00569248
-4.31915958,2.36286170,1.97386391,0.49217502,0.00628138,1.22445848,0.64449690,0.00618350
-4.31315658,2.55909080,2.12186752,0.53387832,0.00686516,1.32618671,0.69758822,0.00669195
-4.30715358,2.75840912,2.26789284,0.57691938,0.00747031,1.42907018,0.75140651,0.00721237
