energy_ev,total_up,Cr_p_up,Cr_d_up,N_s_up,N_p_up,Pt_p_up,Pt_d_up,Se_s_up,Se_p_up
-5.72386193,2.08972295,0.95084830,0.25545315,0.00076400,0.23508935,0.78634717,0.93669269,0.00436951,0.66471758
-5.71785893,2.00670724,0.92015186,0.24551166,0.00068751,0.22770589,0.75784692,0.89869379,0.00392909,0.63605974
-5.71185593,1.92814013,0.88993947,0.23626781,0.00062064,0.22049230,0.72977401,0.86327328,0.00353054,0.60851961
-5.70585293,1.85403465,0.86035649,0.22766392,0.00056275,0.21343630,0.70220116,0.83042058,0.00317308,0.58222691
-5.69984992,1.78428040,0.83150415,0.21962816,0.00051328,0.20651764,0.67516642,0.80006346,0.00285548,0.55726535
-5.69384692,1.71866395,0.80344449,0.21207867,0.00047183,0.19970989,0.64867724,0.77207875,0.00257623,0.53367526
-5.68784392,1.65689327,0.77620764,0.20492804,0.00043810,0.19298266,0.62271632,0.74630477,0.00233362,0.51145813
-5.68184092,1.59862468,0.74980088,0.19808772,0.00041187,0.18630422,0.59724881,0.72255456,0.00212592,0.49058265
-5.67583792,1.54349070,0.72421891,0.19147230,0.00039303,0.17964414,0.57223035,0.70062953,0.00195141,0.47099171
-5.66983492,1.49112740,0.69945447,0.18500341,0.00038153,0.17297604,0.54761541,0.68033239,0.00180852,0.45261011
-5.66383192,1.44119960,0.67550861,0.17861310,0.00037737,0.16628004,0.52336535,0.66147907,0.00169590,0.43535228
-5.65782891,1.39342278,0.65239998,0.17224656,0.00038059,0.15954491,0.49945575,0.64390882,0.00161243,0.41912975
-5.65182591,1.34758054,0.63017240,0.16586403,0.00039125,0.15276973,0.47588250,0.62749211,0.00155726,0.40385789
-5.64582291,1.30353698,0.60890038,0.15944193,0.00040942,0.14596499,0.45266640,0.61213611,0.00152985,0.38946160
-5.63981991,1.26124346,0.58869207,0.15297316,0.00043513,0.13915301,0.42985592,0.59778752,0.00152992,0.37587974
-5.63381691,1.22073964,0.56968959,0.14646655,0.00046839,0.13236775,0.40752808,0.58443282,0.00155743,0.36306818
-5.62781391,1.18214922,0.55206672,0.13994563,0.00050917,0.12565395,0.38578750,0.57209598,0.00161252,0.35100131
-5.62181091,1.14567062,0.53602405,0.13344668,0.00055735,0.11906568,0.36476356,0.56083411,0.00169546,0.33967221
-5.61580790,1.11156358,0.52178198,0.12701640,0.00061273,0.11266445,0.34460609,0.55073125,0.00180655,0.32909147
-5.60980490,1.08013254,0.50957186,0.12070913,0.00067503,0.10651681,0.32547979,0.54189082,0.00194607,0.31928484
-5.60380190,1.05170776,0.49962594,0.11458387,0.00074386,0.10069180,0.30755769,0.53442727,0.00211413,0.31029001
-5.59779890,1.02662549,0.49216661,0.10870130,0.00081869,0.09525820,0.29101407,0.52845735,0.00231061,0.30215275
-5.59179590,1.00520804,0.48739545,0.10312083,0.00089891,0.09028178,0.27601722,0.52409154,0.00253504,0.29492260
-5.58579290,0.98774486,0.48548283,0.09789797,0.00098379,0.08582271,0.26272238,0.52142607,0.00278654,0.28864844
-5.57978989,0.97447549,0.48655834,0.09308187,0.00107250,0.08193317,0.25126517,0.52053589,0.00306370,0.28337422
-5.57378689,0.96557513,0.49070277,0.08871344,0.00116410,0.07865530,0.24175587,0.52146886,0.00336457,0.27913491
-5.56778389,0.96114325,0.49794168,0.08482383,0.00125762,0.07601954,0.23427459,0.52424139,0.00368656,0.27595303
-5.56178089,0.96119562,0.50824107,0.08143341,0.00135201,0.07404351,0.22886768,0.52883566,0.00402645,0.27383579
-5.55577789,0.96566002,0.52150518,0.07855133,0.00144623,0.07273124,0.22554537,0.53519837,0.00438039,0.27277293
-5.54977489,0.97437538,0.53757642,0.07617543,0.00153921,0.07207299,0.22428060,0.54324098,0.00474393,0.27273534
-5.54377189,0.98709430,0.55623744,0.07429270,0.00162996,0.07204548,0.22500919,0.55284133,0.00511209,0.27367455
-5.53776888,1.00348863,0.57721511,0.07288003,0.00171753,0.07261266,0.22763112,0.56384649,0.00547943,0.27552290
-5.53176588,1.02315763,0.60018626,0.07190537,0.00180108,0.07372671,0.23201286,0.57607645,0.00584016,0.27819447
-5.52576288,1.04563821,0.62478484,0.07132904,0.00187991,0.07532958,0.23799068,0.58932865,0.00618831,0.28158673
-5.51975988,1.07041677,0.65061022,0.07110529,0.00195342,0.07735459,0.24537468,0.60338291,0.00651785,0.28558265
-5.51375688,1.09694209,0.67723631,0.07118388,0.00202121,0.07972844,0.25395340,0.61800657,0.00682285,0.29005336
-5.50775388,1.12463874,0.70422105,0.07151176,0.00208301,0.08237316,0.26349900,0.63295965,0.00709768,0.29486111
-5.50175088,1.15292049,0.73111617,0.07203464,0.00213876,0.08520825,0.27377249,0.64799989,0.00733714,0.29986252
-5.49574787,1.18120332,0.75747669,0.07269853,0.00218851,0.08815272,0.28452929,0.66288734,0.00753664,0.30491186
-5.48974487,1.20891765,0.78287001,0.07345112,0.00223250,0.09112712,0.29552452,0.67738858,0.00769235,0.30986446
-5.48374187,1.23551950,0.80688439,0.07424296,0.00227106,0.09405538,0.30651829,0.69128042,0.00780127,0.31457991
-5.47773887,1.26050024,0.82913656,0.07502847,0.00230466,0.09686646,0.31728047,0.70435298,0.00786139,0.31892509
-5.47173587,1.28339487,0.84927827,0.07576675,0.00233383,0.09949580,0.32759517,0.71641222,0.00787168,0.32277696
-5.46573287,1.30378866,0.86700188,0.07642209,0.00235913,0.10188648,0.33726453,0.72728192,0.00783216,0.32602491
-5.45972986,1.32132210,0.88204463,0.07696439,0.00238116,0.10399006,0.34611193,0.73680508,0.00774387,0.32857274
-5.45372686,1.33569415,0.89419177,0.07736923,0.00240048,0.10576718,0.35398451,0.74484487,0.00760883,0.33034013
-5.44772386,1.34666380,0.90327846,0.07761782,0.00241760,0.10718780,0.36075487,0.75128508,0.00742993,0.33126364
-5.44172086,1.35405015,0.90919044,0.07769678,0.00243298,0.10823114,0.36632203,0.75603023,0.00721089,0.33129717
-5.43571786,1.35773092,0.91186355,0.07759773,0.00244694,0.10888535,0.37061165,0.75900521,0.00695605,0.33041192
-5.42971486,1.35763977,0.91128212,0.07731679,0.00245972,0.10914696,0.37357540,0.76015479,0.00667030,0.32859591
-5.42371186,1.35376239,0.90747643,0.07685400,0.00247142,0.10902005,0.37518981,0.75944269,0.00635884,0.32585295
-5.41770885,1.34613181,0.90051925,0.07621263,0.00248200,0.10851529,0.37545432,0.75685053,0.00602712,0.32220139
-5.41170585,1.33482285,0.89052157,0.07539854,0.00249131,0.10764887,0.37438902,0.75237662,0.00568058,0.31767241
-5.40570285,1.31994634,0.87762785,0.07441950,0.00249904,0.10644132,0.37203186,0.74603459,0.00532458,0.31230818
-5.39969985,1.30164299,0.86201077,0.07328456,0.00250479,0.10491633,0.36843572,0.73785199,0.00496424,0.30615983
-5.39369685,1.28007743,0.84386583,0.07200348,0.00250805,0.10309968,0.36366533,0.72786889,0.00460432,0.29928539
-5.38769385,1.25543255,0.82340576,0.07058625,0.00250824,0.10101810,0.35779427,0.71613656,0.00424913,0.29174777
-5.38169085,1.22790439,0.80085530,0.06904272,0.00250471,0.09869844,0.35090207,0.70271624,0.00390248,0.28361289
-5.37568784,1.19769775,0.77644607,0.06738234,0.00249679,0.09616685,0.34307172,0.68767814,0.00356760,0.27494797
-5.36968484,1.16502272,0.75041213,0.06561397,0.00248380,0.09344822,0.33438750,0.67110067,0.00324715,0.26582010
-5.36368184,1.13009218,0.72298596,0.06374591,0.00246511,0.09056581,0.32493326,0.65306987,0.00294321,0.25629517
-5.35767884,1.09312026,0.69439526,0.06178594,0.00244012,0.08754104,0.31479122,0.63367917,0.00265730,0.24643702
-5.35167584,1.05432183,0.66486046,0.05974148,0.00240833,0.08439350,0.30404125,0.61302937,0.00239040,0.23630702
-5.34567284,1.01391281,0.63459292,0.05761988,0.00236932,0.08114107,0.29276066,0.59122888,0.00214301,0.22596391
-5.33966983,0.97211121,0.60379392,0.05542869,0.00232282,0.07780023,0.28102430,0.56839405,0.00191522,0.21546399
-5.33366683,0.92913870,0.57265419,0.05317603,0.00226869,0.07438643,0.26890511,0.54464965,0.00170674,0.20486140
-5.32766383,0.88522238,0.54135400,0.05087091,0.00220696,0.07091453,0.25647477,0.52012925,0.00151698,0.19420876
-5.32166083,0.84059668,0.51006361,0.04852358,0.00213781,0.06739920,0.24380459,0.49497559,0.00134512,0.18355773
-5.31565783,0.79550492,0.47894394,0.04614585,0.00206157,0.06385540,0.23096628,0.46934062,0.00119018,0.17295976
-5.30965483,0.75020056,0.44814733,0.04375128,0.00197875,0.06029875,0.21803273,0.44338536,0.00105103,0.16246667
-5.30365183,0.70494770,0.41781820,0.04135541,0.00189000,0.05674576,0.20507859,0.41727932,0.00092649,0.15213124
-5.29764882,0.66002096,0.38809364,0.03897584,0.00179610,0.05321407,0.19218056,0.39119953,0.00081535,0.14200763
-5.29164582,0.61570444,0.35910361,0.03663223,0.00169792,0.04972249,0.17941743,0.36532919,0.00071641,0.13215162
-5.28564282,0.57228996,0.33097096,0.03434628,0.00159646,0.04629096,0.16686985,0.33985590,0.00062850,0.12262068
-5.27963982,0.53007445,0.30381106,0.03214152,0.00149274,0.04294040,0.15461973,0.31496953,0.00055054,0.11347382
-5.27363682,0.48935681,0.27773115,0.03004316,0.00138784,0.03969247,0.14274947,0.29085987,0.00048147,0.10477131
-5.26763382,0.45043413,0.25282954,0.02807779,0.00128282,0.03656920,0.13134094,0.26771408,0.00042036,0.09657417
-5.26163082,0.41359772,0.22919447,0.02627304,0.00117872,0.03359266,0.12047426,0.24571404,0.00036634,0.08894353
-5.25562781,0.37912891,0.20690311,0.02465724,0.00107654,0.03078455,0.11022665,0.22503376,0.00031863,0.08193997
-5.24962481,0.34729499,0.18602047,0.02325899,0.00097719,0.02816573,0.10067110,0.20583696,0.00027654,0.07562262
-5.24362181,0.31834526,0.16659845,0.02210673,0.00088150,0.02575587,0.09187521,0.18827482,0.00023947,0.07004834
-5.23761881,0.29250752,0.14867516,0.02122834,0.00079016,0.02357306,0.08390014,0.17248405,0.00020686,0.06527080
-5.23161581,0.26998494,0.13227445,0.02065062,0.00070377,0.02163350,0.07679965,0.15858533,0.00017824,0.06133961
-5.22561281,0.25095349,0.11740586,0.02039884,0.00062279,0.01995124,0.07061939,0.14668211,0.00015320,0.05829940
-5.21960980,0.23555988,0.10406487,0.02049626,0.00054753,0.01853797,0.06539639,0.13685975,0.00013137,0.05618898
-5.21360680,0.22392010,0.09223344,0.02096366,0.00047822,0.01740294,0.06115869,0.12918514,0.00011245,0.05504048
-5.20760380,0.21611845,0.08188106,0.02181883,0.00041491,0.01655283,0.05792530,0.12370657,0.00009615,0.05487863
-5.20160080,0.21220711,0.07296586,0.02307614,0.00035759,0.01599180,0.05570626,0.12045396,0.00008224,0.05572001
-5.19559780,0.21220627,0.06543615,0.02474606,0.00030614,0.01572154,0.05450286,0.11943946,0.00007051,0.05757243
-5.18959480,0.21610462,0.05923200,0.02683478,0.00026033,0.01574136,0.05430815,0.12065821,0.00006080,0.06043445
-5.18359180,0.22386044,0.05428701,0.02934389,0.00021990,0.01604834,0.05510740,0.12408942,0.00005295,0.06429500
-5.17758879,0.23540313,0.05053005,0.03227010,0.00018451,0.01663756,0.05687886,0.12969766,0.00004685,0.06913320
-5.17158579,0.25063522,0.04788708,0.03560511,0.00015380,0.01750225,0.05959457,0.13743442,0.00004242,0.07491840
-5.16558279,0.26943494,0.04628276,0.03933556,0.00012737,0.01863413,0.06322118,0.14723979,0.00003958,0.08161042
-5.15957979,0.29165922,0.04564207,0.04344318,0.00010483,0.02002364,0.06772104,0.15904443,0.00003830,0.08916017
-5.15357679,0.31714727,0.04589170,0.04790501,0.00008578,0.02166023,0.07305316,0.17277164,0.00003855,0.09751042
-5.14757379,0.34572450,0.04696131,0.05269389,0.00006982,0.02353268,0.07917431,0.18833955,0.00004034,0.10659698
-5.14157079,0.37720677,0.04878450,0.05777897,0.00005659,0.02562940,0.08604016,0.20566342,0.00004369,0.11635009
-5.13556778,0.41140483,0.05129965,0.06312645,0.00004574,0.02793871,0.09360626,0.22465782,0.00004864,0.12669604
-5.12956478,0.44812863,0.05445043,0.06870032,0.00003696,0.03044910,0.10182901,0.24523869,0.00005523,0.13755895
-5.12356178,0.48719132,0.05818612,0.07446329,0.00002998,0.03314943,0.11066648,0.26732510,0.00006354,0.14886264
-5.11755878,0.52841275,0.06246164,0.08037758,0.00002453,0.03602905,0.12007899,0.29084057,0.00007362,0.16053245
-5.11155578,0.57162185,0.06723726,0.08640579,0.00002041,0.03907788,0.13002938,0.31571375,0.00008555,0.17249690
-5.10555278,0.61665802,0.07247816,0.09251156,0.00001744,0.04228631,0.14048301,0.34187846,0.00009939,0.18468910
-5.09954977,0.66337094,0.07815365,0.09866016,0.00001549,0.04564510,0.15140726,0.36927279,0.00011518,0.19704770
-5.09354677,0.71161880,0.08423612,0.10481884,0.00001445,0.04914500,0.16277077,0.39783732,0.00013297,0.20951748
-5.08754377,0.76126490,0.09069991,0.11095695,0.00001425,0.05277641,0.17454210,0.42751250,0.00015277,0.22204925
-5.08154077,0.81217252,0.09751986,0.11704585,0.00001485,0.05652883,0.18668814,0.45823505,0.00017458,0.23459924
-5.07553777,0.86419850,0.10466990,0.12305850,0.00001625,0.06039031,0.19917214,0.48993382,0.00019836,0.24712787
-5.06953477,0.91718569,0.11212152,0.12896895,0.00001848,0.06434672,0.21195156,0.52252501,0.00022404,0.25959801
-5.06353177,0.97095477,0.11984236,0.13475157,0.00002159,0.06838119,0.22497583,0.55590733,0.00025152,0.27197288
-5.05752876,1.02529623,0.12779489,0.14038024,0.00002570,0.07247348,0.23818431,0.58995728,0.00028069,0.28421357
-5.05152576,1.07996293,0.13593544,0.14582749,0.00003092,0.07659945,0.25150436,0.62452499,0.00031139,0.29627662
-5.04552276,1.13466420,0.14421348,0.15106375,0.00003743,0.08073079,0.26485010,0.65943102,0.00034343,0.30811168
-5.03951976,1.18906204,0.15257138,0.15605675,0.00004541,0.08483483,0.27812169,0.69446455,0.00037663,0.31965959
-5.03351676,1.24277010,0.16094471,0.16077117,0.00005511,0.08887475,0.29120549,0.72938319,0.00041078,0.33085098
-5.02751376,1.29535595,0.16926297,0.16516866,0.00006678,0.09280995,0.30397521,0.76391479,0.00044569,0.34160577
-5.02151076,1.34634691,0.17745103,0.16920818,0.00008072,0.09659686,0.31629405,0.79776121,0.00048115,0.35183349
-5.01550775,1.39523954,0.18543096,0.17284684,0.00009726,0.10018998,0.32801788,0.83060425,0.00051699,0.36143478
-5.00950475,1.44151262,0.19312439,0.17604103,0.00011672,0.10354321,0.33899948,0.86211346,0.00055307,0.37030380
-5.00350175,1.48464319,0.20045525,0.17874806,0.00013948,0.10661149,0.34909350,0.89195556,0.00058927,0.37833178
-4.99749875,1.52412485,0.20735272,0.18092798,0.00016588,0.10935255,0.35816221,0.91980517,0.00062554,0.38541133
-4.99149575,1.55948762,0.21375426,0.18254569,0.00019628,0.11172881,0.36608156,0.94535607,0.00066184,0.39144154
-4.98549275,1.59031810,0.21960858,0.18357306,0.00023101,0.11370922,0.37274737,0.96833267,0.00069821,0.39633336
-4.97948974,1.61627882,0.22487822,0.18399106,0.00027039,0.11527110,0.37808116,0.98850073,0.00073472,0.40001514
-4.97348674,1.63712558,0.22954184,0.18379166,0.00031466,0.11640162,0.38203551,1.00567696,0.00077147,0.40243790
-4.96748374,1.65272170,0.23359569,0.18297944,0.00036400,0.11709912,0.38459835,1.01973667,0.00080862,0.40357998
-4.96148074,1.66304808,0.23705445,0.18157267,0.00041852,0.11737393,0.38579603,1.03061905,0.00084630,0.40345067
-4.95547774,1.66820840,0.23995120,0.17960394,0.00047821,0.11724876,0.38569482,1.03832980,0.00088469,0.40209272
-4.94947474,1.66842891,0.24233642,0.17712006,0.00054296,0.11675854,0.38440079,1.04294067,0.00092392,0.39958331
-4.94347174,1.66405262,0.24427617,0.17418139,0.00061253,0.11594975,0.38205783,1.04458614,0.00096410,0.39603337
-4.93746873,1.65552807,0.24584940,0.17086049,0.00068651,0.11487918,0.37884393,1.04345731,0.00100529,0.39158528
-4.93146573,1.64339321,0.24714453,0.16724013,0.00076438,0.11361220,0.37496569,1.03979320,0.00104748,0.38640892
-4.92546273,1.62825501,0.24825551,0.16341083,0.00084545,0.11222059,0.37065146,1.03387024,0.00109057,0.38069616
-4.91945973,1.61076602,0.24927745,0.15946794,0.00092887,0.11078006,0.36614318,1.02599033,0.00113436,0.37465417
-4.91345673,1.59159897,0.25030212,0.15550845,0.00101369,0.10936742,0.36168736,1.01646823,0.00117857,0.36849766
-4.90745373,1.57142077,0.25141353,0.15162770,0.00109880,0.10805777,0.35752567,1.00561909,0.00122281,0.36244061
-4.90145073,1.55086718,0.25268382,0.14791605,0.00118303,0.10692161,0.35388546,0.99374666,0.00126658,0.35668773
-4.89544772,1.53051948,0.25416967,0.14445577,0.00126510,0.10602209,0.35097065,0.98113288,0.00130930,0.35142618
-4.88944472,1.51088422,0.25590935,0.14131828,0.00134370,0.10541259,0.34895357,0.96802937,0.00135032,0.34681787
-4.88344172,1.49237687,0.25792070,0.13856172,0.00141753,0.10513457,0.34796783,0.95465107,0.00138892,0.34299284
-4.87743872,1.47531014,0.26019998,0.13622917,0.00148531,0.10521597,0.34810291,0.94117234,0.00142436,0.34004387
-4.87143572,1.45988723,0.26272170,0.13434738,0.00154583,0.10567007,0.34940027,0.92772549,0.00145589,0.33802272
-4.86543272,1.44620005,0.26543945,0.13292621,0.00159799,0.10649497,0.35185161,0.91440145,0.00148279,0.33693810
-4.85942971,1.43423222,0.26828760,0.13195860,0.00164082,0.10767358,0.35539889,0.90125262,0.00150438,0.33675544
-4.85342671,1.42386642,0.27118381,0.13142128,0.00167353,0.10917426,0.35993642,0.88829709,0.00152004,0.33739846
-4.84742371,1.41489531,0.27403222,0.13127589,0.00169554,0.11095192,0.36531463,0.87552408,0.00152928,0.33875246
-4.84142071,1.40703532,0.27672711,0.13147072,0.00170648,0.11294964,0.37134562,0.86289991,0.00153170,0.34066904
-4.83541771,1.39994227,0.27915684,0.13194273,0.00170619,0.11510064,0.37780984,0.85037409,0.00152706,0.34297218
-4.82941471,1.39322816,0.28120797,0.13261991,0.00169477,0.11733059,0.38446396,0.83788502,0.00151522,0.34546516
-4.82341171,1.38647797,0.28276923,0.13342386,0.00167251,0.11956008,0.39104933,0.82536501,0.00149622,0.34793824
-4.81740870,1.37926596,0.28373536,0.13427237,0.00163993,0.12170724,0.39730078,0.81274428,0.00147024,0.35017644
-4.81140570,1.37117074,0.28401050,0.13508211,0.00159775,0.12369034,0.40295539,0.79995397,0.00143757,0.35196741
-4.80540270,1.36178855,0.28351114,0.13577110,0.00154685,0.12543026,0.40776090,0.78692788,0.00139864,0.35310882
-4.79939970,1.35074469,0.28216848,0.13626110,0.00148823,0.12685287,0.41148339,0.77360330,0.00135400,0.35341509
-4.79339670,1.33770263,0.27993021,0.13647973,0.00142301,0.12789108,0.41391416,0.75992101,0.00130427,0.35272324
-4.78739370,1.32237116,0.27676170,0.13636231,0.00135237,0.12848661,0.41487539,0.74582470,0.00125014,0.35089764
-4.78139070,1.30450936,0.27264647,0.13585339,0.00127752,0.12859147,0.41422459,0.73126010,0.00119235,0.34783356
-4.77538769,1.28392990,0.26758626,0.13490795,0.00119967,0.12816898,0.41185778,0.71617418,0.00113166,0.34345948
-4.76938469,1.26050070,0.26160044,0.13349225,0.00111999,0.12719448,0.40771124,0.70051467,0.00106885,0.33773812
-4.76338169,1.23414536,0.25472508,0.13158435,0.00103960,0.12565565,0.40176200,0.68423005,0.00100466,0.33066628
-4.75737869,1.20484263,0.24701165,0.12917426,0.00095953,0.12355242,0.39402706,0.66727030,0.00093981,0.32227360
-4.75137569,1.17262502,0.23852535,0.12626380,0.00088071,0.12089665,0.38456155,0.64958831,0.00087500,0.31262032
-4.74537269,1.13757695,0.22934338,0.12286618,0.00080395,0.11771136,0.37345583,0.63114205,0.00081083,0.30179425
-4.73936968,1.09983230,0.21955291,0.11900530,0.00072994,0.11402985,0.36083184,0.61189735,0.00074787,0.28990713
-4.73336668,1.05957167,0.20924914,0.11471483,0.00065925,0.10989449,0.34683879,0.59183107,0.00068662,0.27709051
-4.72736368,1.01701916,0.19853321,0.11003705,0.00059232,0.10535542,0.33164840,0.57093444,0.00062751,0.26349138
-4.72136068,0.97243881,0.18751024,0.10502163,0.00052947,0.10046908,0.31544986,0.54921638,0.00057088,0.24926770
-4.71535768,0.92613052,0.17628739,0.09972421,0.00047092,0.09529670,0.29844466,0.52670634,0.00051705,0.23458400
-4.70935468,0.87842553,0.16497203,0.09420498,0.00041678,0.08990271,0.28084156,0.50345663,0.00046622,0.21960719
-4.70335168,0.82968137,0.15367010,0.08852720,0.00036708,0.08435329,0.26285168,0.47954385,0.00041858,0.20450264
-4.69734867,0.78027631,0.14248455,0.08275574,0.00032176,0.07871485,0.24468393,0.45506929,0.00037424,0.18943076
-4.69134567,0.73060335,0.13151408,0.07695576,0.00028070,0.07305272,0.22654096,0.43015830,0.00033328,0.17454396
-4.68534267,0.68106395,0.12085198,0.07119138,0.00024375,0.06742994,0.20861553,0.40495852,0.00029575,0.15998424
-4.67933967,0.63206146,0.11058525,0.06552465,0.00021070,0.06190619,0.19108758,0.37963700,0.00026164,0.14588129
-4.67333667,0.58399461,0.10079399,0.06001456,0.00018131,0.05653698,0.17412188,0.35437650,0.00023094,0.13235119
-4.66733367,0.53725120,0.09155094,0.05471634,0.00015534,0.05137295,0.15786637,0.32937096,0.00020363,0.11949564
-4.66133067,0.49220223,0.08292139,0.04968095,0.00013253,0.04645953,0.14245117,0.30482053,0.00017968,0.10740178
-4.65532766,0.44919659,0.07496324,0.04495484,0.00011261,0.04183664,0.12798820,0.28092627,0.00015904,0.09614240
-4.64932466,0.40855667,0.06772738,0.04057986,0.00009532,0.03753869,0.11457144,0.25788490,0.00014170,0.08577673
-4.64332166,0.37057488,0.06125820,0.03659345,0.00008042,0.03359479,0.10227763,0.23588382,0.00012766,0.07635142
