energy_ev,total_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-5.83791896,1.15198097,0.00211444,0.38003907,0.01946517,0.17930561,0.35168916,0.14891694
-5.83191596,1.25055482,0.00230200,0.41330661,0.02113603,0.19377154,0.38306970,0.16181620
-5.82591296,1.34968102,0.00249383,0.44696770,0.02282111,0.20808115,0.41496522,0.17482959
-5.81990995,1.44836236,0.00268886,0.48071769,0.02450509,0.22205215,0.44710529,0.18783351
-5.81390695,1.54557637,0.00288603,0.51424143,0.02617243,0.23550086,0.47920636,0.20070095
-5.80790395,1.64029895,0.00308430,0.54721999,0.02780776,0.24824708,0.51097709,0.21330438
-5.80190095,1.73152814,0.00328273,0.57933744,0.02939624,0.26011894,0.54212375,0.22551866
-5.79589795,1.81830715,0.00348045,0.61028739,0.03092395,0.27095764,0.57235565,0.23722382
-5.78989495,1.89974563,0.00367669,0.63977912,0.03237818,0.28062177,0.60139014,0.24830765
-5.78389195,1.97503838,0.00387080,0.66754299,0.03374772,0.28899102,0.62895730,0.25866796
-5.77788894,2.04348094,0.00406221,0.69333501,0.03502307,0.29596924,0.65480410,0.26821444
-5.77188594,2.10448146,0.00425049,0.71694046,0.03619657,0.30148663,0.67869794,0.27687004
-5.76588294,2.15756865,0.00443527,0.73817650,0.03726247,0.30550091,0.70042953,0.28457194
-5.75987994,2.20239578,0.00461624,0.75689380,0.03821697,0.30799768,0.71981525,0.29127196
-5.75387694,2.23874090,0.00479314,0.77297723,0.03905811,0.30898970,0.73669888,0.29693660
-5.74787394,2.26650352,0.00496573,0.78634567,0.03978567,0.30851538,0.75095283,0.30154662
-5.74187094,2.28569844,0.00513375,0.79695122,0.04040101,0.30663650,0.76247895,0.30509628
-5.73586793,2.29644706,0.00529694,0.80477771,0.04090690,0.30343524,0.77120902,0.30759236
-5.72986493,2.29896713,0.00545495,0.80983899,0.04130724,0.29901081,0.77710489,0.30905298
-5.72386193,2.29356117,0.00560737,0.81217679,0.04160688,0.29347579,0.78015842,0.30950628
-5.71785893,2.28060459,0.00575374,0.81185856,0.04181139,0.28695229,0.78039122,0.30898913
-5.71185593,2.26053358,0.00589350,0.80897514,0.04192680,0.27956828,0.77785409,0.30754579
-5.70585293,2.23383351,0.00602601,0.80363849,0.04195944,0.27145400,0.77262632,0.30522672
-5.69984992,2.20102793,0.00615060,0.79597942,0.04191571,0.26273880,0.76481459,0.30208741
-5.69384692,2.16266837,0.00626652,0.78614526,0.04180196,0.25354833,0.75455155,0.29818734
-5.68784392,2.11932502,0.00637302,0.77429759,0.04162430,0.24400225,0.74199401,0.29358902
-5.68184092,2.07157825,0.00646931,0.76060979,0.04138850,0.23421244,0.72732071,0.28835720
-5.67583792,2.02001092,0.00655466,0.74526464,0.04109990,0.22428169,0.71072947,0.28255801
-5.66983492,1.96520130,0.00662837,0.72845165,0.04076326,0.21430290,0.69243410,0.27625829
-5.66383192,1.90771669,0.00668981,0.71036439,0.04038274,0.20435871,0.67266067,0.26952485
-5.65782891,1.84810741,0.00673843,0.69119766,0.03996181,0.19452152,0.65164361,0.26242386
-5.65182591,1.78690144,0.00677381,0.67114465,0.03950323,0.18485375,0.62962151,0.25502014
-5.64582291,1.72459954,0.00679563,0.65039417,0.03900898,0.17540846,0.60683281,0.24737658
-5.63981991,1.66167102,0.00680374,0.62912798,0.03848030,0.16623003,0.58351172,0.23955361
-5.63381691,1.59855030,0.00679811,0.60751842,0.03791766,0.15735503,0.55988424,0.23160865
-5.62781391,1.53563436,0.00677891,0.58572643,0.03732086,0.14881314,0.53616472,0.22359574
-5.62181091,1.47328127,0.00674645,0.56390001,0.03668907,0.14062808,0.51255296,0.21556527
-5.61580790,1.41180988,0.00670123,0.54217329,0.03602095,0.13281852,0.48923200,0.20756381
-5.60980490,1.35150072,0.00664394,0.52066617,0.03531483,0.12539895,0.46636665,0.19963416
-5.60380190,1.29259809,0.00657547,0.49948462,0.03456882,0.11838057,0.44410282,0.19181547
-5.59779890,1.23531325,0.00649691,0.47872152,0.03378109,0.11177192,0.42256762,0.18414356
-5.59179590,1.17982848,0.00640955,0.45845800,0.03295002,0.10557964,0.40187003,0.17665135
-5.58579290,1.12630174,0.00631488,0.43876513,0.03207448,0.09980891,0.38210221,0.16936928
-5.57978989,1.07487162,0.00621459,0.41970587,0.03115401,0.09446392,0.36334112,0.16232589
-5.57378689,1.02566206,0.00611057,0.40133702,0.03018907,0.08954817,0.34565027,0.15554828
-5.56778389,0.97878663,0.00600483,0.38371097,0.02918116,0.08506455,0.32908160,0.14906246
-5.56178089,0.93435185,0.00589954,0.36687725,0.02813298,0.08101538,0.31367702,0.14289365
-5.55577789,0.89245928,0.00579693,0.35088349,0.02704852,0.07740228,0.29946969,0.13706635
-5.54977489,0.85320617,0.00569928,0.33577591,0.02593307,0.07422582,0.28648483,0.13160419
-5.54377189,0.81668455,0.00560878,0.32159909,0.02479315,0.07148514,0.27473993,0.12652955
-5.53776888,0.78297886,0.00552756,0.30839519,0.02363644,0.06917742,0.26424445,0.12186305
-5.53176588,0.75216212,0.00545750,0.29620255,0.02247164,0.06729728,0.25499906,0.11762276
-5.52576288,0.72429115,0.00540023,0.28505386,0.02130820,0.06583614,0.24699442,0.11382334
-5.51975988,0.69940113,0.00535699,0.27497402,0.02015613,0.06478165,0.24020966,0.11047509
-5.51375688,0.67750001,0.00532858,0.26597789,0.01902570,0.06411711,0.23461095,0.10758301
-5.50775388,0.65856339,0.00531532,0.25806822,0.01792720,0.06382107,0.23015000,0.10514605
-5.50175088,0.64253038,0.00531695,0.25123391,0.01687066,0.06386708,0.22676312,0.10315642
-5.49574787,0.62930091,0.00533263,0.24544876,0.01586561,0.06422370,0.22437067,0.10159927
-5.48974487,0.61873512,0.00536096,0.24067112,0.01492086,0.06485469,0.22287736,0.10045269
-5.48374187,0.61065490,0.00539995,0.23684427,0.01404441,0.06571954,0.22217337,0.09968809
-5.47773887,0.60484794,0.00544712,0.23389785,0.01324327,0.06677428,0.22213644,0.09927094
-5.47173587,0.60107419,0.00549954,0.23175023,0.01252348,0.06797252,0.22263489,0.09916204
-5.46573287,0.59907463,0.00555397,0.23031175,0.01189006,0.06926675,0.22353159,0.09931900
-5.45972986,0.59858190,0.00560692,0.22948879,0.01134712,0.07060981,0.22468871,0.09969816
-5.45372686,0.59933236,0.00565487,0.22918839,0.01089791,0.07195653,0.22597307,0.10025661
-5.44772386,0.60107893,0.00569434,0.22932322,0.01054495,0.07326533,0.22726190,0.10095439
-5.44172086,0.60360400,0.00572208,0.22981660,0.01029017,0.07449987,0.22844868,0.10175669
-5.43571786,0.60673155,0.00573520,0.23060730,0.01013501,0.07563050,0.22944882,0.10263582
-5.42971486,0.61033797,0.00573132,0.23165382,0.01008053,0.07663553,0.23020480,0.10357300
-5.42371186,0.61436062,0.00570866,0.23293787,0.01012751,0.07750221,0.23069068,0.10455976
-5.41770885,0.61880374,0.00566616,0.23446681,0.01027643,0.07822738,0.23091536,0.10559883
-5.41170585,0.62374116,0.00560354,0.23627490,0.01052751,0.07881770,0.23092483,0.10670454
-5.40570285,0.62931564,0.00552131,0.23842320,0.01088063,0.07928948,0.23080278,0.10790259
-5.39969985,0.63573468,0.00542083,0.24099811,0.01133520,0.07966816,0.23066990,0.10922930
-5.39369685,0.64326296,0.00530423,0.24410853,0.01189005,0.07998734,0.23068143,0.11073022
-5.38769385,0.65221170,0.00517440,0.24788181,0.01254322,0.08028752,0.23102335,0.11245830
-5.38169085,0.66292545,0.00503489,0.25245861,0.01329178,0.08061462,0.23190705,0.11447166
-5.37568784,0.67576685,0.00488981,0.25798683,0.01413165,0.08101826,0.23356272,0.11683093
-5.36968484,0.69110010,0.00474375,0.26461500,0.01505739,0.08155002,0.23623176,0.11959656
-5.36368184,0.70927398,0.00460160,0.27248532,0.01606210,0.08226169,0.24015826,0.12282594
-5.35767884,0.73060501,0.00446849,0.28172663,0.01713726,0.08320366,0.24558001,0.12657066
-5.35167584,0.75536163,0.00434960,0.29244764,0.01827276,0.08442343,0.25271924,0.13087394
-5.34567284,0.78375009,0.00425007,0.30473074,0.01945689,0.08596448,0.26177344,0.13576836
-5.33966983,0.81590241,0.00417487,0.31862645,0.02067646,0.08786538,0.27290654,0.14127394
-5.33366683,0.85186707,0.00412871,0.33414892,0.02191698,0.09015921,0.28624077,0.14739673
-5.32766383,0.89160256,0.00411589,0.35127250,0.02316291,0.09287338,0.30184949,0.15412784
-5.32166083,0.93497400,0.00414029,0.36992947,0.02439798,0.09602969,0.31975120,0.16144297
-5.31565783,0.98175278,0.00420520,0.39000913,0.02560553,0.09964465,0.33990506,0.16930246
-5.30965483,1.03161909,0.00431336,0.41135805,0.02676890,0.10373002,0.36220804,0.17765174
-5.30365183,1.08416718,0.00446679,0.43378166,0.02787184,0.10829337,0.38649377,0.18642225
-5.29764882,1.13891284,0.00466682,0.45704699,0.02889890,0.11333880,0.41253345,0.19553264
-5.29164582,1.19530296,0.00491401,0.48088644,0.02983578,0.11886740,0.44003855,0.20489034
-5.28564282,1.25272654,0.00520811,0.50500265,0.03066966,0.12487767,0.46866554,0.21439327
-5.27963982,1.31052689,0.00554803,0.52907416,0.03138950,0.13136571,0.49802243,0.22393174
-5.27363682,1.36801454,0.00593181,0.55276175,0.03198619,0.13832502,0.52767712,0.23339042
-5.26763382,1.42448057,0.00635660,0.57571542,0.03245272,0.14574613,0.55716717,0.24265044
-5.26163082,1.47920998,0.00681865,0.59758176,0.03278426,0.15361582,0.58601090,0.25159141
-5.25562781,1.53149487,0.00731331,0.61801152,0.03297810,0.16191606,0.61371948,0.26009346
-5.24962481,1.58064723,0.00783506,0.63666737,0.03303366,0.17062285,0.63980956,0.26803931
-5.24362181,1.62601122,0.00837755,0.65323148,0.03295230,0.17970475,0.66381604,0.27531617
-5.23761881,1.66697460,0.00893365,0.66741287,0.03273725,0.18912156,0.68530473,0.28181776
-5.23161581,1.70297956,0.00949555,0.67895437,0.03239336,0.19882302,0.70388422,0.28744607
-5.22561281,1.73353253,0.01005490,0.68763891,0.03192693,0.20874780,0.71921674,0.29211323
-5.21960980,1.75821311,0.01060288,0.69329501,0.03134555,0.21882283,0.73102752,0.29574316
-5.21360680,1.77668191,0.01113045,0.69580144,0.03065785,0.22896317,0.73911237,0.29827318
-5.20760380,1.78868736,0.01162848,0.69509061,0.02987337,0.23907255,0.74334321,0.29965545
-5.20160080,1.79407115,0.01208797,0.69115086,0.02900240,0.24904447,0.74367131,0.29985823
-5.19559780,1.79277246,0.01250028,0.68402740,0.02805580,0.25876413,0.74012819,0.29886689
-5.18959480,1.78483066,0.01285734,0.67382181,0.02704490,0.26811106,0.73282422,0.29668475
-5.18359180,1.77038633,0.01315188,0.66069017,0.02598141,0.27696240,0.72194487,0.29333345
-5.17758879,1.74968070,0.01337761,0.64483978,0.02487726,0.28519672,0.70774489,0.28885310
-5.17158579,1.72305299,0.01352944,0.62652451,0.02374453,0.29269832,0.69054065,0.28330193
-5.16558279,1.69093603,0.01360361,0.60603898,0.02259537,0.29936172,0.67070089,0.27675556
-5.15957979,1.65384961,0.01359782,0.58371162,0.02144182,0.30509616,0.64863633,0.26930581
-5.15357679,1.61239198,0.01351131,0.55989682,0.02029574,0.30982991,0.62478841,0.26105907
-5.14757379,1.56722918,0.01334491,0.53496647,0.01916864,0.31351411,0.59961764,0.25213423
-5.14157079,1.51908265,0.01310099,0.50930107,0.01807156,0.31612596,0.57359191,0.24266024
-5.13556778,1.46871498,0.01278341,0.48328068,0.01701488,0.31767096,0.54717511,0.23277336
-5.12956478,1.41691443,0.01239745,0.45727601,0.01600817,0.31818420,0.52081642,0.22261408
-5.12356178,1.36447827,0.01194959,0.43163995,0.01506003,0.31773041,0.49494058,0.21232395
-5.11755878,1.31219559,0.01144737,0.40669971,0.01417790,0.31640284,0.46993930,0.20204231
-5.11155578,1.26083004,0.01089915,0.38274998,0.01336799,0.31432099,0.44616409,0.19190310
-5.10555278,1.21110301,0.01031389,0.36004709,0.01263509,0.31162710,0.42392064,0.18203178
-5.09954977,1.16367795,0.00970088,0.33880464,0.01198252,0.30848188,0.40346479,0.17254258
-5.09354677,1.11914639,0.00906952,0.31919047,0.01141211,0.30505927,0.38500025,0.16353611
-5.08754377,1.07801619,0.00842906,0.30132522,0.01092416,0.30154090,0.36867795,0.15509747
-5.08154077,1.04070276,0.00778840,0.28528248,0.01051752,0.29811016,0.35459706,0.14729490
-5.07553777,1.00752342,0.00715584,0.27109048,0.01018969,0.29494651,0.34280769,0.14017907
-5.06953477,0.97869548,0.00653901,0.25873534,0.00993699,0.29222010,0.33331494,0.13378298
-5.06353177,0.95433815,0.00594463,0.24816561,0.00975473,0.29008703,0.32608446,0.12812258
-5.05752876,0.93447826,0.00537849,0.23929809,0.00963752,0.28868561,0.32104901,0.12319797
-5.05152576,0.91905968,0.00484539,0.23202457,0.00957948,0.28813361,0.31811612,0.11899521
-5.04552276,0.90795617,0.00434908,0.22621936,0.00957462,0.28852679,0.31717639,0.11548863
-5.03951976,0.90098700,0.00389234,0.22174715,0.00961710,0.28993862,0.31811218,0.11264353
-5.03351676,0.89793480,0.00347696,0.21847114,0.00970164,0.29242123,0.32080648,0.11041922
-5.02751376,0.89856470,0.00310387,0.21626084,0.00982375,0.29600750,0.32515149,0.10877214
-5.02151076,0.90264397,0.00277323,0.21499944,0.00998008,0.30071396,0.33105669,0.10765909
-5.01550775,0.90996105,0.00248452,0.21459036,0.01016865,0.30654446,0.33845595,0.10704023
-5.00950475,0.92034311,0.00223666,0.21496275,0.01038905,0.31349415,0.34731345,0.10688187
-5.00350175,0.93367109,0.00202816,0.21607571,0.01064261,0.32155352,0.35762799,0.10715891
-4.99749875,0.94989147,0.00185721,0.21792101,0.01093245,0.33071225,0.36943559,0.10785670
-4.99149575,0.96902406,0.00172184,0.22052434,0.01126348,0.34096241,0.38281007,0.10897237
-4.98549275,0.99116527,0.00161995,0.22394486,0.01164238,0.35230091,0.39786162,0.11051552
-4.97948974,1.01648664,0.00154949,0.22827323,0.01207739,0.36473085,0.41473322,0.11250823
-4.97348674,1.04522857,0.00150846,0.23362819,0.01257814,0.37826174,0.43359505,0.11498438
-4.96748374,1.07768938,0.00149501,0.24015168,0.01315536,0.39290845,0.45463719,0.11798836
-4.96148074,1.11421033,0.00150744,0.24800294,0.01382054,0.40868898,0.47806062,0.12157317
-4.95547774,1.15515704,0.00154428,0.25735170,0.01458557,0.42562110,0.50406717,0.12579799
-4.94947474,1.20089835,0.00160422,0.26837069,0.01546232,0.44371815,0.53284867,0.13072538
-4.94347174,1.25178348,0.00168614,0.28122794,0.01646223,0.46298411,0.56457585,0.13641808
-4.93746873,1.30811861,0.00178908,0.29607892,0.01759587,0.48340849,0.59938751,0.14293576
-4.93146573,1.37014399,0.00191218,0.31305904,0.01887252,0.50496114,0.63738044,0.15033155
-4.92546273,1.43801257,0.00205465,0.33227662,0.02029976,0.52758756,0.67860068,0.15864872
-4.91945973,1.51177128,0.00221569,0.35380661,0.02188313,0.55120486,0.72303635,0.16791756
-4.91345673,1.59134569,0.00239445,0.37768522,0.02362577,0.57569887,0.77061266,0.17815242
-4.90745373,1.67652878,0.00258995,0.40390572,0.02552813,0.60092259,0.82118913,0.18934933
-4.90145073,1.76697443,0.00280103,0.43241535,0.02758779,0.62669603,0.87455935,0.20148388
-4.89544772,1.86219570,0.00302630,0.46311357,0.02979922,0.65280779,0.93045321,0.21450984
-4.88944472,1.96156824,0.00326407,0.49585160,0.03215376,0.67901818,0.98854151,0.22835828
-4.88344172,2.06433845,0.00351235,0.53043322,0.03463949,0.70506395,1.04844278,0.24293739
-4.87743872,2.16963631,0.00376880,0.56661685,0.03724133,0.73066430,1.10973204,0.25813294
-4.87143572,2.27649223,0.00403073,0.60411890,0.03994112,0.75552808,1.17195102,0.27380953
-4.86543272,2.38385742,0.00429513,0.64261814,0.04271779,0.77936183,1.23461949,0.28981241
-4.85942971,2.49062703,0.00455867,0.68176113,0.04554759,0.80187827,1.29724718,0.30597011
-4.85342671,2.59566526,0.00481776,0.72116859,0.04840443,0.82280493,1.35934579,0.32209756
-4.84742371,2.69783167,0.00506864,0.76044249,0.05126024,0.84189255,1.42044061,0.33799991
-4.84142071,2.79600790,0.00530740,0.79917373,0.05408545,0.85892284,1.48008142,0.35347672
-4.83541771,2.88912385,0.00553012,0.83695028,0.05684945,0.87371539,1.53785212,0.36832660
-4.82941471,2.97618265,0.00573298,0.87336557,0.05952119,0.88613337,1.59337888,0.38235208
-4.82341171,3.05628367,0.00591233,0.90802686,0.06206973,0.89608778,1.64633657,0.39536454
-4.81740870,3.12864287,0.00606483,0.94056341,0.06446488,0.90354029,1.69645328,0.40718916
-4.81140570,3.19260985,0.00618752,0.97063429,0.06667780,0.90850424,1.74351293,0.41766953
-4.80540270,3.24768122,0.00627799,0.99793543,0.06868162,0.91104418,1.78735589,0.42667198
-4.79939970,3.29350974,0.00633438,1.02220585,0.07045201,0.91127360,1.82787771,0.43408923
-4.79339670,3.32990904,0.00635552,1.04323271,0.07196772,0.90935123,1.86502625,0.43984334
-4.78739370,3.35685372,0.00634093,1.06085517,0.07321099,0.90547585,1.89879715,0.44388785
-4.78139070,3.37447482,0.00629088,1.07496677,0.07416796,0.89987995,1.92922814,0.44620886
-4.77538769,3.38305085,0.00620635,1.08551637,0.07482889,0.89282229,1.95639232,0.44682518
-4.76938469,3.38299468,0.00608904,1.09250754,0.07518835,0.88457975,1.98039081,0.44578740
-4.76338169,3.37483670,0.00594131,1.09599654,0.07524520,0.87543860,2.00134493,0.44317599
-4.75737869,3.35920497,0.00576607,1.09608890,0.07500257,0.86568563,2.01938852,0.43909840
-4.75137569,3.33680315,0.00556676,1.09293486,0.07446757,0.85559922,2.03466041,0.43368547
-4.74537269,3.30838689,0.00534715,1.08672390,0.07365108,0.84544089,2.04729758,0.42708710
-4.73936968,3.27473991,0.00511130,1.07767846,0.07256729,0.83544738,2.05742919,0.41946758
-4.73336668,3.23665049,0.00486338,1.06604744,0.07123328,0.82582369,2.06517169,0.41100056
-4.72736368,3.19488950,0.00460760,1.05209940,0.06966848,0.81673730,2.07062540,0.40186412
-4.72136068,3.15019071,0.00434802,1.03611610,0.06789417,0.80831366,2.07387234,0.39223591
-4.71535768,3.10323414,0.00408851,1.01838625,0.06593291,0.80063337,2.07497578,0.38228878
-4.70935468,3.05463310,0.00383263,0.99920000,0.06380803,0.79373091,2.07398115,0.37218677
-4.70335168,3.00492511,0.00358352,0.97884404,0.06154316,0.78759508,2.07091841,0.36208190
-4.69734867,2.95456697,0.00334392,0.95759748,0.05916176,0.78217124,2.06580554,0.35211156
-4.69134567,2.90393371,0.00311607,0.93572847,0.05668675,0.77736502,2.05865300,0.34239669
-4.68534267,2.85332116,0.00290172,0.91349156,0.05414023,0.77304754,2.04946866,0.33304061
-4.67933967,2.80295154,0.00270213,0.89112556,0.05154319,0.76906185,2.03826300,0.32412857
-4.67333667,2.75298130,0.00251812,0.86885183,0.04891538,0.76523019,2.02505386,0.31572781
-4.66733367,2.70351056,0.00235007,0.84687287,0.04627515,0.76136196,2.00987066,0.30788807
-4.66133067,2.65459296,0.00219799,0.82537090,0.04363943,0.75726176,1.99275739,0.30064244
-4.65532766,2.60624552,0.00206159,0.80450654,0.04102370,0.75273737,1.97377425,0.29400839
-4.64932466,2.55845735,0.00194033,0.78441719,0.03844203,0.74760711,1.95299762,0.28798889
-4.64332166,2.51119697,0.00183348,0.76521542,0.03590707,0.74170644,1.93051835,0.28257356
-4.63731866,2.46441766,0.00174021,0.74698713,0.03343017,0.73489339,1.90643827,0.27773970
-4.63131566,2.41806077,0.00165965,0.72978970,0.03102142,0.72705268,1.88086535,0.27345331
-4.62531266,2.37205715,0.00159091,0.71365027,0.02868968,0.71809847,1.85390762,0.26966996
-4.61930965,2.32632682,0.00153318,0.69856440,0.02644269,0.70797560,1.82566654,0.26633567
-4.61330665,2.28077769,0.00148574,0.68449524,0.02428709,0.69665958,1.79623016,0.26338778
-4.60730365,2.23530369,0.00144798,0.67137357,0.02222845,0.68415524,1.76566700,0.26075594
-4.60130065,2.18978331,0.00141947,0.65909888,0.02027131,0.67049447,1.73402098,0.25836329
-4.59529765,2.14407913,0.00139991,0.64754165,0.01841922,0.65573328,1.70130822,0.25612783
-4.58929465,2.09803902,0.00138918,0.63654708,0.01667472,0.63994829,1.66751613,0.25396423
-4.58329165,2.05149974,0.00138733,0.62594017,0.01503941,0.62323324,1.63260511,0.25178596
-4.57728864,2.00429304,0.00139455,0.61553225,0.01351396,0.60569555,1.59651310,0.24950777
-4.57128564,1.95625450,0.00141114,0.60512866,0.01209813,0.58745328,1.55916299,0.24704860
-4.56528264,1.90723511,0.00143753,0.59453758,0.01079084,0.56863262,1.52047246,0.24433478
-4.55927964,1.85711487,0.00147420,0.58357942,0.00959023,0.54936606,1.48036612,0.24130337
-4.55327664,1.80581808,0.00152167,0.57209660,0.00849373,0.52979120,1.43878897,0.23790571
-4.54727364,1.75332942,0.00158045,0.55996324,0.00749814,0.51005021,1.39572073,0.23411083
-4.54127064,1.69970981,0.00165098,0.54709421,0.00659977,0.49028980,1.35118994,0.22990865
-4.53526763,1.64511116,0.00173361,0.53345328,0.00579450,0.47066164,1.30528713,0.22531283
-4.52926463,1.58978889,0.00182854,0.51905979,0.00507794,0.45132288,1.25817605,0.22036313
-4.52326163,1.53411154,0.00193576,0.50399359,0.00444551,0.43243670,1.21010224,0.21512704
-4.51725863,1.47856642,0.00205501,0.48839807,0.00389261,0.41417271,1.16139835,0.20970068
-4.51125563,1.42376108,0.00218578,0.47248085,0.00341472,0.39670696,1.11248565,0.20420890
-4.50525263,1.37041997,0.00232722,0.45651238,0.00300749,0.38022142,1.06387149,0.19880448
-4.49924962,1.31937651,0.00247813,0.44082223,0.00266686,0.36490299,1.01614283,0.19366643
-4.49324662,1.27156044,0.00263698,0.42579329,0.00238914,0.35094180,0.96995567,0.18899751
-4.48724362,1.22798120,0.00280189,0.41185415,0.00217107,0.33852902,0.92602112,0.18502095
-4.48124062,1.18970756,0.00297065,0.39946976,0.00200988,0.32785411,0.88508838,0.18197652
-4.47523762,1.15784451,0.00314075,0.38913091,0.00190329,0.31910165,0.84792538,0.18011600
-4.46923462,1.13350805,0.00330942,0.38134270,0.00184955,0.31244788,0.81529790,0.17969826
-4.46323162,1.11779879,0.00347371,0.37661241,0.00184743,0.30805707,0.78794774,0.18098399
-4.45722861,1.11177517,0.00363056,0.37543722,0.00189612,0.30607790,0.76657105,0.18423028
-4.45122561,1.11642712,0.00377686,0.37829201,0.00199525,0.30663985,0.75179727,0.18968511
-4.44522261,1.13265076,0.00390957,0.38561758,0.00214479,0.30984983,0.74416961,0.19758195
-4.43921961,1.16122485,0.00402584,0.39780960,0.00234493,0.31578901,0.74412749,0.20813444
-4.43321661,1.20278938,0.00412302,0.41520853,0.00259599,0.32450995,0.75199159,0.22153140
-4.42721361,1.25782672,0.00419884,0.43809068,0.00289831,0.33603406,0.76795190,0.23793211
-4.42121061,1.32664559,0.00425143,0.46666060,0.00325211,0.35034928,0.79205891,0.25746202
-4.41520760,1.40936798,0.00427943,0.50104493,0.00365734,0.36740814,0.82421836,0.28020891
-4.40920460,1.50591937,0.00428200,0.54128784,0.00411355,0.38712596,0.86418943,0.30621962
-4.40320160,1.61602197,0.00425887,0.58734807,0.00461975,0.40937944,0.91158649,0.33549730
-4.39719860,1.73919144,0.00421033,0.63909762,0.00517426,0.43400544,0.96588433,0.36799931
-4.39119560,1.87473683,0.00413725,0.69632211,0.00577462,0.46080014,1.02642659,0.40363586
-4.38519260,2.02176390,0.00404103,0.75872278,0.00641745,0.48951854,1.09243731,0.44226924
-4.37918959,2.17918186,0.00392352,0.82591997,0.00709839,0.51987459,1.16303517,0.48371395
-4.37318659,2.34571335,0.00378699,0.89745807,0.00781204,0.55154187,1.23725015,0.52773742
-4.36718359,2.51990788,0.00363403,0.97281173,0.00855193,0.58415513,1.31404213,0.57406167
-4.36118059,2.70015841,0.00346747,1.05139308,0.00931056,0.61731287,1.39232100,0.62236560
-4.35517759,2.88472103,0.00329026,1.13255989,0.01007942,0.65058096,1.47096776,0.67228809
-4.34917459,3.07173753,0.00310540,1.21562429,0.01084916,0.68349767,1.54885600,0.72343177
-4.34317159,3.25926052,0.00291585,1.29986184,0.01160964,0.71557994,1.62487339,0.77536739
-4.33716858,3.44528078,0.00272444,1.38452075,0.01235023,0.74633120,1.69794236,0.82763879
-4.33116558,3.62775629,0.00253378,1.46883092,0.01305995,0.77525037,1.76703967,0.87976833
-4.32516258,3.80464253,0.00234624,1.55201276,0.01372778,0.80184222,1.83121420,0.93126271
-4.31915958,3.97392339,0.00216391,1.63328548,0.01434298,0.82562863,1.88960264,0.98161907
-4.31315658,4.13364210,0.00198852,1.71187488,0.01489533,0.84616055,1.94144266,1.03033131
-4.30715358,4.28193155,0.00182149,1.78702054,0.01537553,0.86303026,1.98608325,1.07689656
