energy_ev,total_up,N_s_up,N_p_up,Ni_p_up,Ni_d_up,S_s_up,S_p_up,Zn_p_up,Zn_d_up
-5.90995498,2.56050606,0.03310037,0.03249807,0.21335280,0.46044492,0.03334752,0.55611410,0.16357652,1.24167210
-5.90395198,2.43365005,0.03153644,0.03304291,0.20825584,0.43872962,0.03093006,0.53161325,0.16116276,1.17170726
-5.89794897,2.31062499,0.02993991,0.03379210,0.20356174,0.41636608,0.02853162,0.50737147,0.15926041,1.10458913
-5.89194597,2.19240627,0.02832316,0.03475702,0.19932784,0.39371294,0.02617985,0.48368031,0.15795266,1.04060004
-5.88594297,2.07988549,0.02669907,0.03594482,0.19560800,0.37111849,0.02390007,0.46081554,0.15731355,0.97998475
-5.87993997,1.97384940,0.02508087,0.03735803,0.19245043,0.34891167,0.02171472,0.43903032,0.15740521,0.92294561
-5.87393697,1.87496145,0.02348181,0.03899427,0.18989551,0.32739403,0.01964293,0.41854886,0.15827527,0.86963888
-5.86793397,1.78374665,0.02191487,0.04084598,0.18797363,0.30683286,0.01770026,0.39956102,0.15995432,0.82017180
-5.86193097,1.70057979,0.02039247,0.04290032,0.18670323,0.28745570,0.01589851,0.38221779,0.16245374,0.77460080
-5.85592796,1.62567769,0.01892613,0.04513913,0.18608916,0.26944635,0.01424574,0.36662799,0.16576386,0.73293071
-5.84992496,1.55909557,0.01752623,0.04753904,0.18612140,0.25294237,0.01274637,0.35285616,0.16985262,0.69511498
-5.84392196,1.50072784,0.01620174,0.05007166,0.18677433,0.23803415,0.01140137,0.34092181,0.17466494,0.66105713
-5.83791896,1.45031355,0.01496009,0.05270399,0.18800659,0.22476556,0.01020860,0.33080012,0.18012272,0.63061338
-5.83191596,1.40744642,0.01380698,0.05539890,0.18976164,0.21313594,0.00916316,0.32242401,0.18612575,0.60359643
-5.82591296,1.37158940,0.01274640,0.05811584,0.19196906,0.20310342,0.00825783,0.31568764,0.19255342,0.57978058
-5.81990995,1.34209357,0.01178064,0.06081169,0.19454654,0.19458946,0.00748349,0.31045119,0.19926735,0.55890795
-5.81390695,1.31822097,0.01091038,0.06344176,0.19740270,0.18748420,0.00682965,0.30654692,0.20611492,0.54069591
-5.80790395,1.29917075,0.01013491,0.06596095,0.20044047,0.18165269,0.00628486,0.30378612,0.21293354,0.52484542
-5.80190095,1.28410796,0.00945231,0.06832506,0.20356116,0.17694153,0.00583720,0.30196699,0.21955563,0.51105016
-5.79589795,1.27219400,0.00885977,0.07049214,0.20666881,0.17318580,0.00547467,0.30088292,0.22581416,0.49900617
-5.78989495,1.26261782,0.00835391,0.07242395,0.20967493,0.17021604,0.00518559,0.30033109,0.23154848,0.48842173
-5.78389195,1.25462658,0.00793109,0.07408736,0.21250315,0.16786497,0.00495894,0.30012093,0.23661024,0.47902701
-5.77788894,1.24755464,0.00758777,0.07545573,0.21509381,0.16597376,0.00478463,0.30008212,0.24086920,0.47058327
-5.77188594,1.24084967,0.00732086,0.07651014,0.21740799,0.16439770,0.00465375,0.30007186,0.24421857,0.46289104
-5.76588294,1.23409460,0.00712794,0.07724044,0.21943099,0.16301095,0.00455873,0.29998096,0.24657966,0.45579697
-5.75987994,1.22702446,0.00700760,0.07764601,0.22117481,0.16171041,0.00449349,0.29973865,0.24790570,0.44919906
-5.75387694,1.21953710,0.00695954,0.07773626,0.22267967,0.16041837,0.00445349,0.29931564,0.24818440,0.44304977
-5.74787394,1.21169721,0.00698478,0.07753075,0.22401416,0.15908414,0.00443574,0.29872548,0.24743930,0.43735695
-5.74187094,1.20373312,0.00708562,0.07705895,0.22527420,0.15768444,0.00443881,0.29802399,0.24572968,0.43218233
-5.73586793,1.19602632,0.00726566,0.07635951,0.22658050,0.15622269,0.00446269,0.29730670,0.24314908,0.42763753
-5.72986493,1.18909402,0.00752964,0.07547931,0.22807476,0.15472722,0.00450873,0.29670459,0.23982234,0.42387779
-5.72386193,1.18356518,0.00788326,0.07447196,0.22991458,0.15324866,0.00457944,0.29637806,0.23590139,0.42109332
-5.71785893,1.18015105,0.00833288,0.07339612,0.23226734,0.15185648,0.00467835,0.29650944,0.23155980,0.41949889
-5.71185593,1.17961125,0.00888517,0.07231347,0.23530320,0.15063506,0.00480974,0.29729452,0.22698647,0.41932184
-5.70585293,1.18271698,0.00954674,0.07128658,0.23918753,0.14967947,0.00497847,0.29893323,0.22237861,0.42078906
-5.69984992,1.19021296,0.01032368,0.07037658,0.24407315,0.14909107,0.00518973,0.30162010,0.21793431,0.42411354
-5.69384692,1.20277975,0.01122111,0.06964093,0.25009266,0.14897338,0.00544879,0.30553483,0.21384512,0.42948108
-5.68784392,1.22099823,0.01224274,0.06913125,0.25735129,0.14942827,0.00576078,0.31083354,0.21028882,0.43703771
-5.68184092,1.24531808,0.01339043,0.06889133,0.26592055,0.15055266,0.00613052,0.31764098,0.20742280,0.44687858
-5.67583792,1.27603156,0.01466385,0.06895542,0.27583314,0.15243605,0.00656226,0.32604420,0.20537822,0.45903868
-5.66983492,1.31325415,0.01606016,0.06934686,0.28707926,0.15515879,0.00705960,0.33608802,0.20425534,0.47348608
-5.66383192,1.35691281,0.01757379,0.07007720,0.29960464,0.15879121,0.00762535,0.34777240,0.20412003,0.49011796
-5.65782891,1.40674276,0.01919635,0.07114563,0.31331042,0.16339366,0.00826146,0.36105194,0.20500170,0.50875961
-5.65182591,1.46229276,0.02091664,0.07253899,0.32805495,0.16901736,0.00896897,0.37583763,0.20689269,0.52916677
-5.64582291,1.52293879,0.02272083,0.07423222,0.34365744,0.17570577,0.00974808,0.39200047,0.20974904,0.55103098
-5.63981991,1.58790558,0.02459268,0.07618920,0.35990337,0.18349666,0.01059817,0.40937713,0.21349275,0.57398793
-5.63381691,1.65629474,0.02651394,0.07836407,0.37655150,0.19242422,0.01151791,0.42777708,0.21801514,0.59762844
-5.62781391,1.72711823,0.02846491,0.08070284,0.39334203,0.20252133,0.01250536,0.44699085,0.22318142,0.62151152
-5.62181091,1.79933549,0.03042493,0.08314527,0.41000573,0.21382151,0.01355817,0.46679909,0.22883598,0.64517896
-5.61580790,1.87189218,0.03237309,0.08562695,0.42627344,0.22636036,0.01467365,0.48698177,0.23480838,0.66817086
-5.60980490,1.94375870,0.03428890,0.08808144,0.44188568,0.24017619,0.01584897,0.50732705,0.24091960,0.69004117
-5.60380190,2.01396637,0.03615289,0.09044251,0.45660175,0.25530980,0.01708125,0.52763941,0.24698840,0.71037268
-5.59779890,2.08163950,0.03794730,0.09264617,0.47020799,0.27180306,0.01836762,0.54774640,0.25283746,0.72879073
-5.59179590,2.14602166,0.03965659,0.09463261,0.48252476,0.28969633,0.01970528,0.56750378,0.25829907,0.74497488
-5.58579290,2.20649494,0.04126782,0.09634795,0.49341185,0.30902483,0.02109147,0.58679876,0.26322027,0.75866810
-5.57978989,2.26259128,0.04277101,0.09774563,0.50277205,0.32981385,0.02252339,0.60555104,0.26746704,0.76968309
-5.57378689,2.31399546,0.04415924,0.09878753,0.51055280,0.35207320,0.02399803,0.62371180,0.27092771,0.77790542
-5.56778389,2.36053995,0.04542857,0.09944478,0.51674578,0.37579113,0.02551200,0.64126066,0.27351529,0.78329346
-5.56178089,2.40219215,0.04657791,0.09969814,0.52138468,0.40092799,0.02706128,0.65820083,0.27516883,0.78587517
-5.55577789,2.43903514,0.04760862,0.09953816,0.52454116,0.42741029,0.02864094,0.67455290,0.27585376,0.78574205
-5.54977489,2.47124338,0.04852402,0.09896496,0.52631944,0.45512527,0.03024485,0.69034764,0.27556135,0.78304075
-5.54377189,2.49905508,0.04932884,0.09798774,0.52684975,0.48391679,0.03186546,0.70561842,0.27430733,0.77796260
-5.53776888,2.52274327,0.05002852,0.09662410,0.52628108,0.51358273,0.03349350,0.72039376,0.27212988,0.77073214
-5.53176588,2.54258745,0.05062860,0.09489918,0.52477368,0.54387435,0.03511787,0.73469049,0.26908698,0.76159484
-5.52576288,2.55884773,0.05113402,0.09284459,0.52249170,0.57449789,0.03672554,0.74850821,0.26525351,0.75080511
-5.51975988,2.57174316,0.05154858,0.09049738,0.51959636,0.60511856,0.03830157,0.76182530,0.26071805,0.73861497
-5.51375688,2.58143548,0.05187448,0.08789884,0.51623999,0.63536695,0.03982928,0.77459675,0.25557961,0.72526406
-5.50775388,2.58801942,0.05211198,0.08509338,0.51256118,0.66484772,0.04129050,0.78675419,0.24994441,0.71097143
-5.50175088,2.59151964,0.05225925,0.08212743,0.50868126,0.69315024,0.04266596,0.79820784,0.24392280,0.69592948
-5.49574787,2.59189456,0.05231238,0.07904833,0.50470207,0.71986089,0.04393580,0.80885048,0.23762640,0.68030008
-5.48974487,2.58904631,0.05226559,0.07590333,0.50070518,0.74457637,0.04508017,0.81856297,0.23116554,0.66421313
-5.48374187,2.58283582,0.05211156,0.07273870,0.49675213,0.76691730,0.04607990,0.82722100,0.22464697,0.64776717
-5.47773887,2.57310184,0.05184193,0.06959885,0.49288592,0.78654167,0.04691718,0.83470252,0.21817190,0.63103201
-5.47173587,2.55968201,0.05144792,0.06652558,0.48913303,0.80315715,0.04757628,0.84089530,0.21183434,0.61405294
-5.46573287,2.54243449,0.05092099,0.06355740,0.48550610,0.81653174,0.04804418,0.84570406,0.20571969,0.59685601
-5.45972986,2.52125836,0.05025354,0.06072896,0.48200669,0.82650213,0.04831117,0.84905660,0.19990365,0.57945407
-5.45372686,2.49611120,0.04943958,0.05807051,0.47862797,0.83297933,0.04837132,0.85090849,0.19445128,0.56185293
-5.44772386,2.46702249,0.04847533,0.05560752,0.47535710,0.83595109,0.04822278,0.85124594,0.18941630,0.54405733
-5.44172086,2.43410208,0.04735978,0.05336033,0.47217707,0.83548121,0.04786800,0.85008672,0.18484055,0.52607624
-5.43571786,2.39754297,0.04609503,0.05134393,0.46906795,0.83170562,0.04731366,0.84747894,0.18075371,0.50792716
-5.42971486,2.35761839,0.04468653,0.04956784,0.46600744,0.82482544,0.04657056,0.84349795,0.17717306,0.48963931
-5.42371186,2.31467365,0.04314314,0.04803609,0.46297088,0.81509759,0.04565324,0.83824154,0.17410359,0.47125542
-5.41770885,2.26911329,0.04147702,0.04674732,0.45993071,0.80282334,0.04457952,0.83182375,0.17153828,0.45283231
-5.41170585,2.22138481,0.03970339,0.04569501,0.45685564,0.78833559,0.04336991,0.82436798,0.16945856,0.43444014
-5.40570285,2.17196014,0.03784008,0.04486788,0.45370969,0.77198541,0.04204690,0.81599973,0.16783518,0.41616068
-5.39969985,2.12131637,0.03590704,0.04425031,0.45045135,0.75412888,0.04063422,0.80683968,0.16662926,0.39808458
-5.39369685,2.06991707,0.03392576,0.04382298,0.44703305,0.73511460,0.03915611,0.79699756,0.16579367,0.38030822
-5.38769385,2.01819558,0.03191853,0.04356357,0.44340117,0.71527270,0.03763660,0.78656726,0.16527474,0.36293006
-5.38169085,1.96654134,0.02990785,0.04344757,0.43949666,0.69490579,0.03609877,0.77562362,0.16501415,0.34604704
-5.37568784,1.91529005,0.02791574,0.04344912,0.43525645,0.67428218,0.03456426,0.76422101,0.16495115,0.32975115
-5.36968484,1.86471817,0.02596309,0.04354191,0.43061556,0.65363162,0.03305266,0.75239382,0.16502483,0.31412639
-5.36368184,1.81504195,0.02406919,0.04370011,0.42550996,0.63314343,0.03158125,0.74015881,0.16517648,0.29924624
-5.35767884,1.76642059,0.02225123,0.04389921,0.41987991,0.61296718,0.03016464,0.72751906,0.16535200,0.28517188
-5.35167584,1.71896321,0.02052399,0.04411681,0.41367376,0.59321532,0.02881471,0.71446924,0.16550409,0.27195095
-5.34567284,1.67273880,0.01889957,0.04433333,0.40685187,0.57396764,0.02754055,0.70100173,0.16559424,0.25961719
-5.33966983,1.62778820,0.01738731,0.04453260,0.39939045,0.55527701,0.02634853,0.68711317,0.16559437,0.24819054
-5.33366683,1.58413720,0.01599376,0.04470223,0.39128502,0.53717596,0.02524248,0.67281102,0.16548808,0.23767791
-5.32766383,1.54180966,0.01472277,0.04483390,0.38255340,0.51968357,0.02422390,0.65811955,0.16527137,0.22807436
-5.32166083,1.50083996,0.01357568,0.04492337,0.37323781,0.50281241,0.02329223,0.64308498,0.16495281,0.21936463
-5.31565783,1.46128380,0.01255153,0.04497041,0.36340616,0.48657489,0.02244516,0.62777948,0.16455314,0.21152492
-5.30965483,1.42322708,0.01164743,0.04497846,0.35315228,0.47098901,0.02167892,0.61230376,0.16410435,0.20452476
-5.30365183,1.38679229,0.01085882,0.04495423,0.34259515,0.45608318,0.02098864,0.59678817,0.16364819,0.19832897
-5.29764882,1.35214248,0.01017993,0.04490708,0.33187720,0.44189998,0.02036863,0.58139249,0.16323420,0.19289957
-5.29164582,1.31948287,0.00960408,0.04484839,0.32116163,0.42849890,0.01981266,0.56630422,0.16291746,0.18819759
-5.28564282,1.28906028,0.00912413,0.04479077,0.31062910,0.41595815,0.01931430,0.55173589,0.16275590,0.18418487
-5.27963982,1.26116084,0.00873278,0.04474728,0.30047378,0.40437550,0.01886711,0.53792136,0.16280765,0.18082560
-5.27363682,1.23610622,0.00842297,0.04473072,0.29089911,0.39386836,0.01846492,0.52511155,0.16312815,0.17808781
-5.26763382,1.21424901,0.00818815,0.04475281,0.28211328,0.38457325,0.01810201,0.51356970,0.16376750,0.17594462
-5.26163082,1.19596729,0.00802256,0.04482359,0.27432482,0.37664458,0.01777335,0.50356652,0.16476790,0.17437543
-5.25562781,1.18165886,0.00792146,0.04495082,0.26773823,0.37025311,0.01747470,0.49537531,0.16616147,0.17336673
-5.24962481,1.17173513,0.00788131,0.04513953,0.26254990,0.36558377,0.01720280,0.48926716,0.16796839,0.17291282
-5.24362181,1.16661465,0.00789986,0.04539172,0.25894440,0.36283310,0.01695546,0.48550634,0.17019554,0.17301620
-5.23761881,1.16671621,0.00797625,0.04570613,0.25709103,0.36220609,0.01673160,0.48434577,0.17283559,0.17368761
-5.23161581,1.17245124,0.00811095,0.04607825,0.25714074,0.36391246,0.01653135,0.48602263,0.17586667,0.17494571
-5.22561281,1.18421529,0.00830574,0.04650034,0.25922341,0.36816220,0.01635598,0.49075384,0.17925251,0.17681636
-5.21960980,1.20237839,0.00856358,0.04696174,0.26344530,0.37516026,0.01620784,0.49873148,0.18294316,0.17933142
-5.21360680,1.22727388,0.00888837,0.04744912,0.26988676,0.38510057,0.01609029,0.51011793,0.18687613,0.18252709
-5.20760380,1.25918595,0.00928475,0.04794692,0.27859996,0.39815907,0.01600750,0.52504069,0.19097798,0.18644183
-5.20160080,1.29833561,0.00975776,0.04843790,0.28960690,0.41448610,0.01596424,0.54358694,0.19516628,0.19111374
-5.19559780,1.34486555,0.01031254,0.04890365,0.30289731,0.43419814,0.01596564,0.56579783,0.19935186,0.19657773
-5.18959480,1.39882419,0.01095390,0.04932520,0.31842684,0.45736920,0.01601691,0.59166261,0.20344123,0.20286227
-5.18359180,1.46014955,0.01168596,0.04968363,0.33611536,0.48402223,0.01612298,0.62111293,0.20733917,0.20998610
-5.17758879,1.52865381,0.01251175,0.04996066,0.35584554,0.51412081,0.01628822,0.65401755,0.21095134,0.21795490
-5.17158579,1.60400944,0.01343281,0.05013920,0.37746196,0.54756178,0.01651609,0.69017781,0.21418680,0.22675812
-5.16558279,1.68573783,0.01444887,0.05020386,0.40077073,0.58416909,0.01680885,0.72932426,0.21696046,0.23636620
-5.15957979,1.77320169,0.01555753,0.05014142,0.42553998,0.62368955,0.01716729,0.77111492,0.21919525,0.24672826
-5.15357679,1.86560206,0.01675401,0.04994119,0.45150129,0.66579088,0.01759051,0.81513554,0.22082410,0.25777059
-5.14757379,1.96198097,0.01803108,0.04959525,0.47835227,0.71006243,0.01807578,0.86090221,0.22179155,0.26939589
-5.14157079,2.06123032,0.01937894,0.04909870,0.50576045,0.75601904,0.01861845,0.90786670,0.22205500,0.28148354
-5.13556778,2.16210766,0.02078533,0.04844970,0.53336845,0.80310809,0.01921198,0.95542457,0.22158565,0.29389097
-5.12956478,2.26325896,0.02223569,0.04764945,0.56080066,0.85071998,0.01984804,1.00292628,0.22036904,0.30645603
-5.12356178,2.36324811,0.02371351,0.04670215,0.58767119,0.89820173,0.02051672,1.04969107,0.21840520,0.31900057
-5.11755878,2.46059279,0.02520066,0.04561479,0.61359304,0.94487366,0.02120675,1.09502344,0.21570853,0.33133490
-5.11155578,2.55380575,0.02667800,0.04439693,0.63818830,0.99004856,0.02190596,1.13823190,0.21230733,0.34326327
-5.10555278,2.64144022,0.02812592,0.04306040,0.66109902,1.03305278,0.02260162,1.17864919,0.20824312,0.35458997
-5.09954977,2.72213785,0.02952502,0.04161898,0.68199856,1.07324860,0.02328094,1.21565365,0.20356977,0.36512598
-5.09354677,2.79467747,0.03085687,0.04008810,0.70060265,1.11005690,0.02393162,1.24869060,0.19835242,0.37469579
-5.08754377,2.85802260,0.03210469,0.03848446,0.71668017,1.14297923,0.02454231,1.27729312,0.19266632,0.38314419
-5.08154077,2.91136559,0.03325405,0.03682574,0.73006268,1.17161850,0.02510314,1.30110113,0.18659569,0.39034272
-5.07553777,2.95416633,0.03429355,0.03513032,0.74065261,1.19569703,0.02560619,1.31987808,0.18023242,0.39619540
-5.06953477,2.98618360,0.03521538,0.03341700,0.74842942,1.21507145,0.02604588,1.33352422,0.17367485,0.40064345
-5.06353177,3.00749719,0.03601572,0.03170481,0.75345339,1.22974326,0.02641930,1.34208578,0.16702654,0.40366893
-5.05752876,3.01851947,0.03669511,0.03001286,0.75586675,1.23986489,0.02672645,1.34575958,0.16039503,0.40529672
-5.05152576,3.01999524,0.03725849,0.02836020,0.75589192,1.24574034,0.02697031,1.34489240,0.15389065,0.40559506
-5.04552276,3.01298933,0.03771523,0.02676578,0.75382672,1.24782051,0.02715684,1.33997510,0.14762528,0.40467424
-5.03951976,2.99886189,0.03807881,0.02524838,0.75003662,1.24669306,0.02729484,1.33163137,0.14171112,0.40268364
-5.03351676,2.97923178,0.03836642,0.02382662,0.74494413,1.24306695,0.02739564,1.32060143,0.13625940,0.39980700
-5.02751376,2.95592904,0.03859831,0.02251894,0.73901572,1.23775227,0.02747271,1.30772098,0.13137906,0.39625617
-5.02151076,2.93093803,0.03879701,0.02134357,0.73274664,1.23163583,0.02754111,1.29389627,0.12717533,0.39226354
-5.01550775,2.90633307,0.03898641,0.02031855,0.72664414,1.22565347,0.02761694,1.28007596,0.12374830,0.38807332
-5.00950475,2.88420890,0.03919072,0.01946164,0.72120983,1.22075993,0.02771656,1.26722087,0.12119130,0.38393217
-5.00350175,2.86660874,0.03943341,0.01879022,0.71692173,1.21789747,0.02785595,1.25627271,0.11958936,0.38007943
-4.99749875,2.85545234,0.03973609,0.01832117,0.71421689,1.21796437,0.02804990,1.24812289,0.11901753,0.37673742
-4.99149575,2.85246727,0.04011749,0.01807060,0.71347514,1.22178435,0.02831133,1.24358273,0.11953918,0.37410228
-4.98549275,2.85912571,0.04059245,0.01805361,0.71500480,1.23007810,0.02865061,1.24335599,0.12120438,0.37233564
-4.97948974,2.87658961,0.04117114,0.01828393,0.71903088,1.24343798,0.02907497,1.24801497,0.12404827,0.37155759
-4.97348674,2.90566619,0.04185834,0.01877352,0.72568630,1.26230671,0.02958805,1.25798090,0.12808958,0.37184126
-4.96748374,2.94677564,0.04265308,0.01953207,0.73500651,1.28696088,0.03018956,1.27350944,0.13332928,0.37320929
-4.96148074,2.99993229,0.04354836,0.02056655,0.74692784,1.31749977,0.03087509,1.29468175,0.13974943,0.37563230
-4.95547774,3.06474001,0.04453122,0.02188061,0.76128941,1.35383994,0.03163615,1.32140151,0.14731235,0.37902951
-4.94947474,3.14040191,0.04558306,0.02347409,0.77783883,1.39571571,0.03246031,1.35339778,0.15596003,0.38327154
-4.94347174,3.22574409,0.04668017,0.02534249,0.79624121,1.44268546,0.03333153,1.39023370,0.16561394,0.38818516
-4.93746873,3.31925234,0.04779452,0.02747651,0.81609112,1.49414358,0.03423068,1.43132059,0.17617530,0.39355989
-4.93146573,3.41912039,0.04889470,0.02986166,0.83692710,1.54933757,0.03513615,1.47593682,0.18752573,0.39915616
-4.92546273,3.52330790,0.04994709,0.03247805,0.85824793,1.60738975,0.03602461,1.52325081,0.19952844,0.40471460
-4.91945973,3.62960588,0.05091704,0.03530019,0.87953009,1.66732283,0.03687184,1.57234726,0.21202989,0.40996613
-4.91345673,3.73570717,0.05177017,0.03829716,0.90024569,1.72808844,0.03765358,1.62225563,0.22486205,0.41464240
-4.90745373,3.83927942,0.05247364,0.04143275,0.91988008,1.78859785,0.03834644,1.67197997,0.23784509,0.41848612
-4.90145073,3.93803797,0.05299739,0.04466601,0.93794861,1.84775364,0.03892871,1.72052900,0.25079060,0.42126079
-4.89544772,4.02981621,0.05331522,0.04795193,0.95401178,1.90448161,0.03938122,1.76694559,0.26350525,0.42275954
-4.88944472,4.11263098,0.05340575,0.05124227,0.96768846,1.95776176,0.03968799,1.81033463,0.27579487,0.42281271
-4.88344172,4.18474112,0.05325321,0.05448677,0.97866666,2.00665739,0.03983682,1.84988852,0.28746879,0.42129372
-4.87743872,4.24469734,0.05284797,0.05763431,0.98671163,2.05034159,0.03981975,1.88490960,0.29834438,0.41812339
-4.87143572,4.29138205,0.05218685,0.06063442,0.99167118,2.08812014,0.03963333,1.91482889,0.30825163,0.41327218
-4.86543272,4.32403822,0.05127323,0.06343868,0.99347823,2.11945028,0.03927874,1.93922075,0.31703776,0.40676069
-4.85942971,4.34228671,0.05011690,0.06600231,0.99215052,2.14395477,0.03876178,1.95781302,0.32457142,0.39865823
-4.85342671,4.34613175,0.04873365,0.06828561,0.98778793,2.16143083,0.03809265,1.97049259,0.33074661,0.38907976
-4.84742371,4.33595499,0.04714478,0.07025537,0.98056740,2.17185369,0.03728564,1.97730634,0.33548604,0.37818131
-4.84142071,4.31249837,0.04537635,0.07188608,0.97073600,2.17537482,0.03635869,1.97845737,0.33874368,0.36615416
-4.83541771,4.27683687,0.04345834,0.07316091,0.95860223,2.17231470,0.03533278,1.97429693,0.34050654,0.35321811
-4.82941471,4.23034210,0.04142374,0.07407246,0.94452618,2.16315066,0.03423136,1.96531209,0.34079547,0.33961406
-4.82341171,4.17463796,0.03930760,0.07462309,0.92890861,2.14849993,0.03307962,1.95210980,0.33966488,0.32559627
-4.81740870,4.11154998,0.03714597,0.07482501,0.91217951,2.12909873,0.03190380,1.93539755,0.33720141,0.31142457
-4.81140570,4.04304971,0.03497501,0.07469988,0.89478632,2.10577781,0.03073043,1.91596140,0.33352153,0.29735684
-4.80540270,3.97119588,0.03283005,0.07427818,0.87718198,2.07943549,0.02958569,1.89464179,0.32876804,0.28364183
-4.79939970,3.89807402,0.03074475,0.07359813,0.85981335,2.05100885,0.02849466,1.87230793,0.32310576,0.27051273
-4.79339670,3.82573609,0.02875031,0.07270433,0.84310984,2.02144409,0.02748079,1.84983141,0.31671627,0.25818151
-4.78739370,3.75614176,0.02687490,0.07164616,0.82747271,1.99166703,0.02656529,1.82805969,0.30979217,0.24683409
-4.78139070,3.69110292,0.02514309,0.07047598,0.81326515,1.96255457,0.02576668,1.80779036,0.30253083,0.23662655
-4.77538769,3.63223284,0.02357540,0.06924720,0.80080320,1.93490804,0.02510039,1.78974662,0.29512800,0.22768225
-4.76938469,3.58090122,0.02218805,0.06801232,0.79034782,1.90942927,0.02457846,1.77455503,0.28777145,0.22009002
-4.76338169,3.53819639,0.02099277,0.06682097,0.78209814,1.88670015,0.02420933,1.76272584,0.28063494,0.21390314
-4.75737869,3.50489558,0.01999668,0.06571813,0.77618621,1.86716612,0.02399766,1.75463676,0.27387270,0.20913940
-4.75137569,3.48144404,0.01920233,0.06474248,0.77267315,1.85112421,0.02394434,1.75052044,0.26761464,0.20578182
-4.74537269,3.46794366,0.01860782,0.06392504,0.77154711,1.83871595,0.02404651,1.75045637,0.26196251,0.20378024
-4.73936968,3.46415133,0.01820699,0.06328813,0.77272293,1.82992517,0.02429762,1.75436718,0.25698712,0.20305353
-4.73336668,3.46948716,0.01798971,0.06284461,0.77604374,1.82458095,0.02468770,1.76201976,0.25272672,0.20349242
-4.72736368,3.48305241,0.01794221,0.06259762,0.78128442,1.82236527,0.02520353,1.77303121,0.24918663,0.20496287
-4.72136068,3.50365669,0.01804750,0.06254058,0.78815711,1.82282534,0.02582900,1.78687929,0.24634007,0.20730984
-4.71535768,3.52985364,0.01828585,0.06265762,0.79631843,1.82539006,0.02654547,1.80291751,0.24413016,0.21036146
-4.70935468,3.55998430,0.01863529,0.06292441,0.80537858,1.82938998,0.02733220,1.82039411,0.24247306,0.21393345
-4.70335168,3.59222675,0.01907219,0.06330920,0.81491195,1.83408030,0.02816680,1.83847457,0.24126196,0.21783374
-4.69734867,3.62465082,0.01957180,0.06377425,0.82446901,1.83866597,0.02902571,1.85626698,0.24037199,0.22186716
-4.69134567,3.65527609,0.02010889,0.06427735,0.83358924,1.84232818,0.02988475,1.87284951,0.23966553,0.22584020
-4.68534267,3.68213150,0.02065833,0.06477361,0.84181463,1.84425139,0.03071964,1.88729902,0.23899800,0.22956554
-4.67933967,3.70331484,0.02119567,0.06521720,0.84870342,1.84365005,0.03150653,1.89872005,0.23822370,0.23286647
-4.67333667,3.71705001,0.02169771,0.06556312,0.85384353,1.83979411,0.03222256,1.90627309,0.23720159,0.23558097
-4.66733367,3.72174046,0.02214305,0.06576899,0.85686529,1.83203257,0.03284630,1.90920129,0.23580062,0.23756531
-4.66133067,3.71601695,0.02251250,0.06579652,0.85745300,1.81981428,0.03335832,1.90685466,0.23390465,0.23869721
-4.65532766,3.69877798,0.02278951,0.06561297,0.85535490,1.80270539,0.03374152,1.89871085,0.23141657,0.23887833
-4.64932466,3.66922172,0.02296051,0.06519220,0.85039107,1.78040287,0.03398156,1.88439188,0.22826153,0.23803613
-4.64332166,3.62686817,0.02301510,0.06451553,0.84245904,1.75274362,0.03406716,1.86367610,0.22438925,0.23612494
