energy_ev,total_up,Cr_p_up,Cr_d_up,N_s_up,N_p_up,Pd_p_up,Pd_d_up,Se_s_up,Se_p_up
-0.13506753,4.18008203,0.63103190,1.80978921,0.04932524,0.84142273,1.98900446,1.05467668,0.09242297,0.25115488
-0.12906453,4.18384810,0.64238701,1.82203166,0.04900702,0.83870951,2.00491550,1.04536747,0.08916228,0.25564810
-0.12306153,4.18755371,0.65281248,1.83685298,0.04875737,0.83443684,2.01851661,1.03512590,0.08601800,0.26047138
-0.11705853,4.19064794,0.66210046,1.85384701,0.04856551,0.82859021,2.02947444,1.02391711,0.08300124,0.26555670
-0.11105553,4.19249628,0.67005778,1.87251376,0.04841792,0.82117390,2.03747422,1.01170228,0.08011655,0.27082722
-0.10505253,4.19240776,0.67651369,1.89227546,0.04829905,0.81221279,2.04223019,0.99844363,0.07736261,0.27619967
-0.09904952,4.18966132,0.68132650,1.91249384,0.04819198,0.80175343,2.04349436,0.98410876,0.07473299,0.28158679
-0.09304652,4.18353081,0.68438892,1.93248804,0.04807919,0.78986402,2.04106332,0.96867435,0.07221707,0.28689950
-0.08704352,4.17330781,0.68563177,1.95155281,0.04794314,0.77663359,2.03478324,0.95212896,0.06980100,0.29204895
-0.08104052,4.15832223,0.68502610,1.96897671,0.04776686,0.76217037,2.02455295,0.93447495,0.06746863,0.29694836
-0.07503752,4.13796041,0.68258348,1.98405982,0.04753445,0.74659943,2.01032541,0.91572970,0.06520253,0.30151460
-0.06903452,4.11168073,0.67835482,1.99613100,0.04723146,0.73005997,1.99210781,0.89592596,0.06298488,0.30566961
-0.06303152,4.07902700,0.67242753,2.00456415,0.04684519,0.71270217,1.96996046,0.87511169,0.06079837,0.30934167
-0.05702851,4.03963965,0.66492157,2.00879349,0.04636496,0.69468402,1.94399477,0.85334937,0.05862693,0.31246654
-0.05102551,3.99326505,0.65598447,2.00832739,0.04578218,0.67616818,1.91437062,0.83071502,0.05645648,0.31498851
-0.04502251,3.93976298,0.64578561,2.00276070,0.04509049,0.65731899,1.88129318,0.80729695,0.05427541,0.31686140
-0.03901951,3.87911242,0.63451026,1.99178523,0.04428573,0.63829988,1.84500938,0.78319446,0.05207510,0.31804953
-0.03301651,3.81141554,0.62235342,1.97519816,0.04336594,0.61927111,1.80580413,0.75851656,0.04985019,0.31852858
-0.02701351,3.73689997,0.60951404,1.95290805,0.04233132,0.60038793,1.76399631,0.73338068,0.04759879,0.31828646
-0.02101051,3.65591895,0.59618959,1.92493848,0.04118409,0.58179919,1.71993447,0.70791150,0.04532247,0.31732397
-0.01500750,3.56894935,0.58257129,1.89142886,0.03992846,0.56364627,1.67399225,0.68223979,0.04302626,0.31565531
-0.00900450,3.47658732,0.56884017,1.85263252,0.03857046,0.54606235,1.62656349,0.65650142,0.04071840,0.31330835
-0.00300150,3.37954124,0.55516394,1.80891195,0.03711783,0.52917194,1.57805698,0.63083628,0.03841009,0.31032456
0.00300150,3.27862201,0.54169470,1.76073125,0.03557990,0.51309042,1.52889082,0.60538722,0.03611511,0.30675858
0.00900450,3.17473051,0.52856751,1.70864594,0.03396737,0.49792375,1.47948642,0.58029895,0.03384935,0.30267732
0.01500750,3.06884238,0.51589966,1.65329045,0.03229223,0.48376806,1.43026221,0.55571685,0.03163037,0.29815865
0.02101051,2.96199030,0.50379058,1.59536342,0.03056747,0.47070916,1.38162717,0.53178555,0.02947684,0.29328957
0.02701351,2.85524412,0.49232228,1.53561147,0.02880696,0.45882192,1.33397425,0.50864755,0.02740805,0.28816399
0.03301651,2.74968931,0.48156010,1.47481167,0.02702518,0.44816941,1.28767399,0.48644161,0.02544338,0.28288012
0.03901951,2.64640434,0.47155378,1.41375354,0.02523700,0.43880202,1.24306835,0.46530100,0.02360187,0.27753754
0.04502251,2.54643770,0.46233857,1.35322076,0.02345744,0.43075631,1.20046516,0.44535180,0.02190170,0.27223418
0.05102551,2.45078529,0.45393651,1.29397361,0.02170146,0.42405395,1.16013321,0.42671104,0.02035992,0.26706313
0.05702851,2.36036897,0.44635760,1.23673231,0.01998369,0.41870057,1.12229831,0.40948500,0.01899204,0.26210971
0.06303152,2.27601702,0.43960093,1.18216199,0.01831824,0.41468477,1.08714037,0.39376747,0.01781186,0.25744864
0.06903452,2.19844733,0.43365582,1.13085982,0.01671853,0.41197729,1.05479167,0.37963823,0.01683121,0.25314172
0.07503752,2.12825379,0.42850286,1.08334445,0.01519713,0.41053047,1.02533643,0.36716173,0.01605990,0.24923602
0.08104052,2.06589656,0.42411497,1.04004834,0.01376565,0.41027814,0.99881160,0.35638601,0.01550563,0.24576262
0.08704352,2.01169641,0.42045854,1.00131295,0.01243469,0.41113581,0.97520888,0.34734189,0.01517400,0.24273611
0.09304652,1.96583351,0.41749459,0.96738708,0.01121381,0.41300142,0.95447790,0.34004252,0.01506854,0.24015485
0.09904952,1.92835050,0.41518009,0.93842816,0.01011158,0.41575660,0.93653039,0.33448331,0.01519079,0.23800185
0.10505253,1.89915988,0.41346940,0.91450641,0.00913565,0.41926837,0.92124521,0.33064214,0.01554044,0.23624639
0.11105553,1.87805514,0.41231597,0.89561172,0.00829289,0.42339134,0.90847394,0.32847996,0.01611542,0.23484628
0.11705853,1.86472540,0.41167404,0.88166268,0.00758947,0.42797032,0.89804684,0.32794178,0.01691207,0.23375049
0.12306153,1.85877271,0.41150054,0.87251759,0.00703112,0.43284330,0.88977905,0.32895790,0.01792530,0.23290227
0.12906453,1.85973139,0.41175707,0.86798671,0.00662322,0.43784466,0.88347657,0.33144546,0.01914874,0.23224232
0.13506753,1.86708867,0.41241178,0.86784541,0.00637101,0.44280853,0.87894208,0.33531020,0.02057496,0.23171214
0.14107054,1.88030553,0.41344122,0.87184751,0.00627970,0.44757228,0.87598011,0.34044840,0.02219558,0.23125712
0.14707354,1.89883726,0.41483190,0.87973833,0.00635463,0.45197983,0.87440166,0.34674897,0.02400145,0.23082950
0.15307654,1.92215265,0.41658167,0.89126686,0.00660129,0.45588488,0.87402803,0.35409555,0.02598289,0.23039082
0.15907954,1.94975115,0.41870057,0.90619664,0.00702535,0.45915386,0.87469377,0.36236864,0.02812976,0.22991392
0.16508254,1.98117741,0.42121131,0.92431471,0.00763260,0.46166853,0.87624880,0.37144767,0.03043166,0.22938436
0.17108554,2.01603265,0.42414917,0.94543856,0.00842884,0.46332817,0.87855962,0.38121289,0.03287807,0.22880125
0.17708854,2.05398240,0.42756130,0.96942056,0.00941965,0.46405129,0.88150971,0.39154714,0.03545842,0.22817735
0.18309155,2.09476042,0.43150550,0.99614978,0.01061017,0.46377687,0.88499921,0.40233729,0.03816221,0.22753867
0.18909455,2.13816864,0.43604836,1.02555123,0.01200471,0.46246507,0.88894389,0.41347550,0.04097903,0.22692338
0.19509755,2.18407321,0.44126283,1.05758234,0.01360641,0.46009745,0.89327368,0.42486007,0.04389856,0.22638032
0.20110055,2.23239682,0.44722543,1.09222707,0.01541676,0.45667667,0.89793062,0.43639593,0.04691047,0.22596697
0.20710355,2.28310759,0.45401289,1.12948766,0.01743515,0.45222569,0.90286666,0.44799485,0.05000432,0.22574716
0.21310655,2.33620498,0.46169866,1.16937459,0.01965840,0.44678663,0.90804118,0.45957517,0.05316935,0.22578845
0.21910955,2.39170337,0.47034911,1.21189491,0.02208025,0.44041912,0.91341838,0.47106121,0.05639424,0.22615946
0.22511256,2.44961387,0.48001980,1.25703972,0.02469097,0.43319836,0.91896476,0.48238241,0.05966676,0.22692707
0.23111556,2.50992522,0.49075174,1.30477115,0.02747696,0.42521288,0.92464666,0.49347215,0.06297346,0.22815366
0.23711856,2.57258455,0.50256798,1.35500955,0.03042047,0.41656208,0.93042785,0.50426633,0.06629929,0.22989454
0.24312156,2.63747905,0.51547055,1.40762152,0.03349943,0.40735352,0.93626754,0.51470197,0.06962720,0.23219549
0.24912456,2.70441924,0.52943792,1.46240947,0.03668738,0.39770019,0.94211857,0.52471564,0.07293782,0.23509061
0.25512756,2.77312506,0.54442317,1.51910323,0.03995362,0.38771766,0.94792601,0.53424212,0.07620918,0.23860048
0.26113057,2.84321536,0.56035285,1.57735443,0.04326347,0.37752138,0.95362620,0.54321326,0.07941652,0.24273069
0.26713357,2.91420189,0.57712690,1.63673408,0.04657874,0.36722393,0.95914629,0.55155714,0.08253226,0.24747079
0.27313657,2.98548825,0.59461931,1.69673389,0.04985835,0.35693264,0.96440440,0.55919773,0.08552606,0.25279371
0.27913957,3.05637447,0.61268005,1.75677147,0.05305916,0.34674734,0.96931026,0.56605510,0.08836513,0.25865569
0.28514257,3.12606750,0.63113779,1.81619968,0.05613694,0.33675855,0.97376662,0.57204624,0.09101467,0.26499662
0.29114557,3.19369764,0.64980387,1.87432008,0.05904750,0.32704598,0.97767123,0.57708654,0.09343852,0.27174107
0.29714857,3.25834075,0.66847705,1.93040028,0.06174787,0.31767763,0.98091940,0.58109194,0.09560000,0.27879972
0.30315158,3.31904584,0.68694917,1.98369474,0.06419764,0.30870922,0.98340723,0.58398166,0.09746291,0.28607138
0.30915458,3.37486717,0.70501155,2.03346856,0.06636025,0.30018421,0.98503518,0.58568153,0.09899260,0.29344541
0.31515758,3.42489988,0.72246184,2.07902334,0.06820430,0.29213434,0.98571208,0.58612766,0.10015723,0.30080475
0.32116058,3.46831784,0.73911120,2.11972441,0.06970475,0.28458059,0.98535933,0.58527046,0.10092891,0.30802909
0.32716358,3.50441232,0.75479146,2.15502818,0.07084404,0.27753454,0.98391507,0.58307861,0.10128495,0.31499855
0.33316658,3.53262982,0.76936208,2.18450868,0.07161299,0.27100015,0.98133824,0.57954300,0.10120895,0.32159734
0.33916958,3.55260724,0.78271658,2.20788206,0.07201150,0.26497572,0.97761230,0.57468023,0.10069172,0.32771763
0.34517259,3.56420296,0.79478810,2.22502787,0.07204899,0.25945601,0.97274832,0.56853558,0.09973207,0.33326323
0.35117559,3.56752186,0.80555398,2.23600617,0.07174452,0.25443444,0.96678745,0.56118517,0.09833733,0.33815309
0.35717859,3.56293315,0.81503886,2.24106928,0.07112662,0.24990518,0.95980240,0.55273721,0.09652353,0.34232438
0.36318159,3.55107938,0.82331638,2.24066755,0.07023281,0.24586498,0.95189804,0.54333208,0.09431538,0.34573505
0.36918459,3.53287590,0.83050906,2.23544833,0.06910870,0.24231482,0.94321077,0.53314126,0.09174587,0.34836577
0.37518759,3.50950002,0.83678637,2.22624781,0.06780693,0.23926105,0.93390684,0.52236500,0.08885562,0.35022100
0.38119060,3.48236947,0.84236096,2.21407542,0.06638572,0.23671611,0.92417942,0.51122866,0.08569194,0.35132928
0.38719360,3.45311036,0.84748297,2.20009102,0.06490718,0.23469866,0.91424460,0.49997795,0.08230764,0.35174252
0.39319660,3.42351514,0.85243249,2.18557505,0.06343550,0.23323320,0.90433618,0.48887293,0.07875966,0.35153434
0.39919960,3.39549130,0.85751045,2.17189240,0.06203491,0.23234905,0.89469959,0.47818118,0.07510754,0.35079751
0.40520260,3.37100237,0.86302802,2.16045074,0.06076767,0.23207877,0.88558483,0.46817006,0.07141187,0.34964048
0.41120560,3.35200260,0.86929485,2.15265456,0.05969192,0.23245613,0.87723873,0.45909858,0.06773259,0.34818309
0.41720860,3.34036758,0.87660650,2.14985622,0.05885978,0.23351348,0.86989673,0.45120887,0.06412747,0.34655173
0.42321161,3.33782289,0.88523154,2.15330562,0.05831539,0.23527898,0.86377428,0.44471779,0.06065052,0.34487401
0.42921461,3.34587353,0.89539867,2.16410016,0.05809335,0.23777340,0.85905824,0.43980878,0.05735073,0.34327316
0.43521761,3.36573653,0.90728441,2.18313692,0.05821731,0.24100700,0.85589855,0.43662441,0.05427075,0.34186249
0.44122061,3.39827976,0.92100197,2.21106894,0.05869893,0.24497640,0.85440043,0.43525982,0.05144600,0.34074008
0.44722361,3.44396943,0.93659169,2.24826739,0.05953723,0.24966175,0.85461741,0.43575749,0.04890391,0.33998391
0.45322661,3.50282906,0.95401371,2.29479161,0.06071834,0.25502428,0.85654566,0.43810339,0.04666340,0.33964789
0.45922961,3.57441194,0.97314319,2.35036848,0.06221573,0.26100452,0.86011984,0.44222499,0.04473466,0.33975867
0.46523262,3.65778926,0.99376869,2.41438255,0.06399078,0.26752116,0.86521076,0.44799111,0.04311922,0.34031374
0.47123562,3.75155514,1.01559375,2.48587800,0.06599392,0.27447088,0.87162523,0.45521373,0.04181018,0.34128072
0.47723862,3.85384942,1.03824208,2.56357298,0.06816604,0.28172909,0.87910822,0.46365202,0.04079276,0.34259810
0.48324162,3.96239833,1.06126623,2.64588645,0.07044037,0.28915174,0.88734745,0.47301816,0.04004507,0.34417728
0.48924462,4.07457224,1.08415971,2.73097723,0.07274459,0.29657813,0.89598047,0.48298526,0.03953896,0.34590598
0.49524762,4.18745923,1.10637213,2.81679420,0.07500319,0.30383472,0.90460417,0.49319681,0.03924120,0.34765284
0.50125063,4.29795209,1.12732701,2.90113618,0.07713998,0.31073985,0.91278647,0.50327758,0.03911460,0.34927304
0.50725363,4.40284587,1.14644148,2.98171959,0.07908061,0.31710919,0.92007980,0.51284549,0.03911936,0.35061473
0.51325663,4.49894244,1.16314720,3.05625138,0.08075511,0.32276178,0.92603610,0.52152410,0.03921438,0.35152590
0.51925963,4.58315803,1.17691154,3.12250446,0.08210019,0.32752630,0.93022255,0.52895522,0.03935860,0.35186146
0.52526263,4.65262933,1.18725810,3.17839267,0.08306140,0.33124750,0.93223769,0.53481104,0.03951227,0.35149016
0.53126563,4.70481397,1.19378561,3.22204223,0.08359486,0.33379232,0.93172694,0.53880556,0.03963818,0.35030096
0.53726863,4.73758091,1.19618435,3.25185664,0.08366870,0.33505553,0.92839709,0.54070449,0.03970275,0.34820871
0.54327164,4.74928697,1.19424918,3.26657227,0.08326396,0.33496457,0.92202895,0.54033348,0.03967695,0.34515863
0.54927464,4.73883612,1.18788855,3.26530230,0.08237513,0.33348338,0.91248756,0.53758423,0.03953709,0.34112955
0.55527764,4.70571903,1.17712909,3.24756714,0.08101006,0.33061499,0.89972957,0.53241822,0.03926534,0.33613575
0.56128064,4.65003109,1.16211541,3.21330997,0.07918949,0.32640271,0.88380720,0.52486790,0.03885012,0.33022722
0.56728364,4.57246838,1.14310512,3.16289697,0.07694615,0.32092987,0.86486872,0.51503532,0.03828617,0.32348839
0.57328664,4.47430173,1.12045934,3.09710226,0.07432337,0.31431807,0.84315526,0.50308828,0.03757449,0.31603546
0.57928964,4.35733034,1.09462912,3.01707844,0.07137345,0.30672392,0.81899418,0.48925419,0.03672202,0.30801238
0.58529265,4.22381726,1.06613840,2.92431420,0.06815577,0.29833453,0.79278906,0.47381186,0.03574118,0.29958581
0.59129565,4.07640951,1.03556439,2.82058101,0.06473471,0.28936169,0.76500693,0.45708171,0.03464917,0.29093912
0.59729865,3.91804685,1.00351628,2.70787149,0.06117752,0.28003522,0.73616314,0.43941469,0.03346723,0.28226597
0.60330165,3.75186295,0.97061328,2.58833207,0.05755223,0.27059552,0.70680456,0.42118055,0.03221973,0.27376358
0.60930465,3.58108346,0.93746307,2.46419313,0.05392561,0.26128579,0.67749181,0.40275576,0.03093325,0.26562599
0.61530765,3.40892497,0.90464149,2.33769928,0.05036136,0.25234406,0.64878127,0.38451175,0.02963562,0.25803782
0.62131066,3.23849904,0.87267450,2.21104277,0.04691849,0.24399545,0.62120758,0.36680377,0.02835494,0.25116840
0.62731366,3.07272474,0.84202295,2.08630245,0.04365002,0.23644498,0.59526732,0.34996085,0.02711877,0.24516690
0.63331666,2.91425269,0.81307087,1.96539034,0.04060192,0.22987100,0.57140448,0.33427724,0.02595323,0.24015822
0.63931966,2.76540289,0.78611745,1.85000744,0.03781242,0.22441981,0.54999832,0.32000538,0.02488236,0.23624005
0.64532266,2.62811782,0.76137303,1.74160991,0.03531163,0.22020124,0.53135386,0.30735086,0.02392750,0.23348094
0.65132566,2.50393162,0.73895882,1.64138607,0.03312142,0.21728579,0.51569546,0.29646917,0.02310685,0.23191949
0.65732866,2.39395531,0.71891034,1.55024434,0.03125560,0.21570303,0.50316348,0.28746441,0.02243518,0.23156451
0.66333167,2.29887722,0.70118394,1.46881148,0.02972031,0.21544155,0.49381414,0.28038982,0.02192361,0.23239610
0.66933467,2.21897750,0.68566602,1.39744039,0.02851464,0.21645030,0.48762229,0.27524996,0.02157959,0.23436756
0.67533767,2.15415478,0.67218435,1.33622615,0.02763133,0.21864132,0.48448701,0.27200428,0.02140696,0.23740786
0.68134067,2.10396281,0.66052062,1.28502871,0.02705759,0.22189371,0.48423955,0.27057192,0.02140607,0.24142461
0.68734367,2.06765467,0.65042383,1.24350084,0.02677600,0.22605861,0.48665326,0.27083738,0.02157405,0.24630737
0.69334667,2.04423220,0.64162367,1.21111941,0.02676538,0.23096511,0.49145489,0.27265675,0.02190505,0.25193108
0.69934967,2.03249795,0.63384331,1.18721841,0.02700165,0.23642670,0.49833684,0.27586423,0.02239058,0.25815952
0.70535268,2.03110764,0.62681122,1.17102233,0.02745863,0.24224813,0.50696969,0.28027864,0.02301980,0.26484871
0.71135568,2.03862077,0.62027147,1.16167832,0.02810875,0.24823225,0.51701460,0.28570963,0.02377986,0.27185011
0.71735868,2.05354793,0.61399230,1.15828623,0.02892367,0.25418681,0.52813483,0.29196341,0.02465618,0.27901357
0.72336168,2.07439321,0.60777266,1.15992549,0.02987481,0.25993062,0.54000626,0.29884777,0.02563275,0.28618999
0.72936468,2.09969090,0.60144677,1.16567843,0.03093378,0.26529922,0.55232621,0.30617636,0.02669234,0.29323368
0.73536768,2.12803576,0.59488663,1.17464962,0.03207266,0.27014947,0.56482045,0.31377200,0.02781673,0.30000446
0.74137069,2.15810679,0.58800261,1.18598122,0.03326426,0.27436323,0.57724819,0.32146915,0.02898693,0.30636937
0.74737369,2.18868458,0.58074232,1.19886461,0.03448230,0.27784979,0.58940496,0.32911543,0.03018330,0.31220421
0.75337669,2.21866272,0.57308793,1.21254844,0.03570143,0.28054713,0.60112335,0.33657249,0.03138580,0.31739485
0.75937969,2.24705397,0.56505234,1.22634389,0.03689740,0.28242191,0.61227187,0.34371597,0.03257410,0.32183827
0.76538269,2.27299208,0.55667439,1.23962745,0.03804704,0.28346828,0.62275201,0.35043513,0.03372788,0.32544357
0.77138569,2.29573018,0.54801345,1.25184208,0.03912835,0.28370566,0.63249393,0.35663193,0.03482698,0.32813275
0.77738869,2.31463678,0.53914378,1.26249715,0.04012055,0.28317555,0.64145104,0.36222000,0.03585176,0.32984148
0.78339170,2.32919037,0.53014880,1.27116782,0.04100422,0.28193763,0.64959399,0.36712345,0.03678341,0.33051975
0.78939470,2.33897338,0.52111563,1.27749433,0.04176138,0.28006531,0.65690431,0.37127587,0.03760431,0.33013244
0.79539770,2.34366641,0.51213011,1.28118139,0.04237576,0.27764110,0.66336833,0.37461949,0.03829848,0.32865988
0.80140070,2.34304305,0.50327241,1.28199809,0.04283293,0.27475180,0.66897163,0.37710462,0.03885201,0.32609822
0.80740370,2.33696592,0.49461347,1.27977816,0.04312067,0.27148401,0.67369436,0.37868958,0.03925355,0.32245980
0.81340670,2.32538381,0.48621227,1.27442075,0.04322915,0.26792006,0.67750777,0.37934089,0.03949478,0.31777330
0.81940970,2.30833018,0.47811401,1.26589134,0.04315131,0.26413448,0.68037211,0.37903397,0.03957083,0.31208381
0.82541271,2.28592255,0.47034917,1.25422275,0.04288310,0.26019135,0.68223608,0.37775407,0.03948074,0.30545258
0.83141571,2.25836274,0.46293349,1.23951574,0.04242376,0.25614242,0.68303773,0.37549757,0.03922771,0.29795668
0.83741871,2.22593722,0.45586873,1.22193902,0.04177601,0.25202631,0.68270690,0.37227337,0.03881943,0.28968832
0.84342171,2.18901750,0.44914405,1.20172827,0.04094622,0.24786855,0.68116899,0.36810437,0.03826814,0.28075391
0.84942471,2.14805966,0.44273812,1.17918394,0.03994449,0.24368264,0.67834994,0.36302886,0.03759069,0.27127286
0.85542771,2.10360295,0.43662158,1.15466758,0.03878460,0.23947187,0.67418198,0.35710174,0.03680839,0.26137606
0.86143072,2.05626683,0.43075980,1.12859670,0.03748390,0.23523191,0.66861007,0.35039538,0.03594675,0.25120415
0.86743372,2.00674628,0.42511596,1.10143793,0.03606309,0.23095393,0.66159854,0.34300018,0.03503509,0.24090546
0.87343672,1.95580523,0.41965397,1.07369880,0.03454592,0.22662809,0.65313766,0.33502451,0.03410599,0.23063378
0.87943972,1.90426796,0.41434151,1.04591814,0.03295872,0.22224718,0.64324978,0.32659423,0.03319467,0.22054596
0.88544272,1.85300861,0.40915274,1.01865543,0.03132996,0.21781027,0.63199468,0.31785158,0.03233825,0.21079934
0.89144572,1.80293892,0.40407072,0.99247943,0.02968964,0.21332612,0.61947391,0.30895352,0.03157490,0.20154914
0.89744872,1.75499448,0.39908957,0.96795647,0.02806873,0.20881608,0.60583380,0.30006949,0.03094301,0.19294585
0.90345173,1.71011978,0.39421598,0.94563865,0.02649843,0.20431655,0.59126704,0.29137872,0.03048028,0.18513261
0.90945473,1.66925246,0.38947034,0.92605262,0.02500961,0.19988064,0.57601255,0.28306702,0.03022282,0.17824270
0.91545773,1.63330708,0.38488724,0.90968889,0.02363205,0.19557903,0.56035369,0.27532329,0.03020427,0.17239724
0.92146073,1.60315886,0.38051542,0.89699240,0.02239385,0.19150002,0.54461476,0.26833568,0.03045496,0.16770294
0.92746373,1.57962771,0.37641702,0.88835416,0.02132081,0.18774859,0.52915579,0.26228763,0.03100117,0.16425022
0.93346673,1.56346282,0.37266629,0.88410455,0.02043584,0.18444472,0.51436574,0.25735377,0.03186441,0.16211150
0.93946973,1.55532818,0.36934770,0.88450794,0.01975846,0.18172078,0.50065430,0.25369591,0.03306083,0.16133976
0.94547274,1.55578918,0.36655337,0.88975902,0.01930432,0.17971823,0.48844249,0.25145913,0.03460073,0.16196744
0.95147574,1.56530045,0.36438008,0.89998048,0.01908488,0.17858366,0.47815215,0.25076803,0.03648818,0.16400558
0.95747874,1.58419511,0.36292576,0.91522210,0.01910704,0.17846435,0.47019488,0.25172335,0.03872073,0.16744333
0.96348174,1.61267551,0.36228563,0.93546097,0.01937295,0.17950345,0.46496039,0.25439892,0.04128926,0.17224772
0.96948474,1.65080545,0.36254804,0.96060276,0.01987988,0.18183489,0.46280481,0.25883905,0.04417795,0.17836378
0.97548774,1.69850410,0.36379027,0.99048368,0.02062018,0.18557835,0.46403922,0.26505649,0.04736438,0.18571495
0.98149075,1.75554157,0.36607421,1.02487311,0.02158131,0.19083421,0.46891867,0.27303083,0.05081968,0.19420381
0.98749375,1.82153620,0.36944240,1.06347656,0.02274607,0.19767880,0.47763212,0.28270765,0.05450890,0.20371320
0.99349675,1.89595387,0.37391432,1.10593896,0.02409280,0.20616014,0.49029359,0.29399815,0.05839138,0.21410756
0.99949975,1.97810931,0.37948326,1.15184821,0.02559580,0.21629413,0.50693481,0.30677963,0.06242133,0.22523470
1.00550275,2.06716967,0.38611400,1.20073879,0.02722584,0.22806152,0.52749974,0.32089653,0.06654844,0.23692784
1.01150575,2.16216066,0.39374126,1.25209579,0.02895070,0.24140577,0.55184116,0.33616229,0.07071867,0.24900798
1.01750875,2.26197535,0.40226929,1.30535920,0.03073594,0.25623176,0.57971962,0.35236184,0.07487503,0.26128664
1.02351176,2.36538599,0.41157258,1.35992868,0.03254562,0.27240564,0.61080492,0.36925494,0.07895855,0.27356878
1.02951476,2.47105895,0.42149773,1.41516910,0.03434317,0.28975582,0.64468020,0.38658004,0.08290927,0.28565609
1.03551776,2.57757299,0.43186660,1.47041688,0.03609233,0.30807508,0.68084872,0.40405896,0.08666729,0.29735040
1.04152076,2.68344079,0.44248057,1.52498745,0.03775798,0.32712392,0.71874328,0.42140208,0.09017391,0.30845727
1.04752376,2.78713375,0.45312593,1.57818383,0.03930712,0.34663506,0.75773811,0.43831404,0.09337276,0.31878970
1.05352676,2.88710964,0.46358018,1.62930661,0.04070970,0.36631897,0.79716299,0.45449983,0.09621091,0.32817177
1.05952976,2.98184284,0.47361901,1.67766506,0.04193941,0.38587040,0.83631923,0.46967117,0.09864002,0.33644221
1.06553277,3.06985639,0.48302376,1.72258955,0.04297436,0.40497570,0.87449716,0.48355298,0.10061738,0.34345783
1.07153577,3.14975514,0.49158905,1.76344482,0.04379764,0.42332069,0.91099435,0.49588973,0.10210689,0.34909656
1.07753877,3.22025896,0.49913027,1.79964403,0.04439771,0.44059880,0.94513427,0.50645160,0.10307993,0.35326018
1.08354177,3.28023499,0.50549063,1.83066291,0.04476859,0.45651929,0.97628440,0.51504003,0.10351607,0.35587654
1.08954477,3.32872768,0.51054741,1.85605370,0.04490992,0.47081520,1.00387345,0.52149277,0.10340363,0.35690119
1.09554777,3.36498541,0.51421723,1.87545821,0.04482679,0.48325066,1.02740671,0.52568788,0.10274002,0.35631841
1.10155078,3.38848264,0.51645997,1.88861942,0.04452940,0.49362733,1.04647917,0.52754685,0.10153191,0.35414155
1.10755378,3.39893628,0.51728126,1.89539101,0.04403259,0.50178972,1.06078572,0.52703641,0.09979509,0.35041268
1.11355678,3.39631574,0.51673332,1.89574431,0.04335516,0.50762904,1.07012819,0.52416918,0.09755424,0.34520151
1.11955978,3.38084567,0.51491414,1.88977211,0.04251918,0.51108559,1.07441869,0.51900295,0.09484232,0.33860372
1.12556278,3.35300128,0.51196499,1.87768905,0.04154914,0.51214944,1.07367944,0.51163863,0.09169987,0.33073852
1.13156578,3.31349601,0.50806637,1.85982840,0.04047109,0.51085936,1.06803886,0.50221697,0.08817403,0.32174585
1.13756878,3.26326209,0.50343247,1.83663506,0.03931177,0.50730024,1.05772435,0.49091412,0.08431750,0.31178295
1.14357179,3.20342425,0.49830444,1.80865510,0.03809785,0.50159885,1.04305197,0.47793622,0.08018722,0.30102071
1.14957479,3.13526790,0.49294269,1.77652193,0.03685510,0.49391845,1.02441351,0.46351324,0.07584316,0.28963976
1.15557779,3.06020264,0.48761849,1.74093974,0.03560776,0.48445220,1.00226173,0.44789219,0.07134685,0.27782637
1.16158079,2.97972275,0.48260521,1.70266467,0.03437800,0.47341593,0.97709415,0.43133021,0.06676011,0.26576851
1.16758379,2.89536589,0.47816958,1.66248453,0.03318550,0.46104045,0.94943639,0.41408753,0.06214367,0.25365186
1.17358679,2.80867178,0.47456309,1.62119769,0.03204713,0.44756388,0.91982553,0.39642076,0.05755596,0.24165621
1.17958979,2.72114234,0.47201414,1.57959201,0.03097683,0.43322415,0.88879426,0.37857664,0.05305199,0.22995203
1.18559280,2.63420452,0.47072083,1.53842454,0.02998557,0.41825219,0.85685637,0.36078655,0.04868244,0.21869747
1.19159580,2.54917725,0.47084493,1.49840269,0.02908138,0.40286596,0.82449409,0.34326186,0.04449281,0.20803579
1.19759880,2.46724344,0.47250700,1.46016751,0.02826953,0.38726555,0.79214757,0.32619035,0.04052288,0.19809326
1.20360180,2.38942762,0.47578282,1.42427952,0.02755273,0.37162949,0.76020682,0.30973360,0.03680632,0.18897743
1.20960480,2.31657992,0.48070126,1.39120751,0.02693141,0.35611236,0.72900620,0.29402564,0.03337050,0.18077602
1.21560780,2.24936629,0.48724357,1.36132054,0.02640398,0.34084374,0.69882130,0.27917250,0.03023649,0.17355617
1.22161081,2.18826508,0.49534396,1.33488323,0.02596710,0.32592834,0.66986829,0.26525286,0.02741927,0.16736417
1.22761381,2.13356952,0.50489166,1.31205428,0.02561594,0.31144725,0.64230538,0.25231953,0.02492803,0.16222567
1.23361681,2.08539560,0.51573413,1.29288812,0.02534447,0.29746014,0.61623608,0.24040168,0.02276669,0.15814623
1.23961981,2.04369470,0.52768139,1.27733958,0.02514562,0.28400820,0.59171398,0.22950762,0.02093448,0.15511235
1.24562281,2.00827024,0.54051144,1.26527096,0.02501149,0.27111750,0.56874872,0.21962800,0.01942657,0.15309281
