energy_ev,total_up,C_s_up,C_p_up,Li_s_up,Ru_p_up,Ru_d_up,S_s_up,S_p_up
-5.63981991,2.73875137,0.00324005,0.42301220,0.36129777,2.46129194,0.66580791,0.02865887,1.05656528
-5.63381691,2.64448623,0.00317821,0.40222411,0.35086367,2.40470833,0.62686943,0.02764248,1.03281858
-5.62781391,2.55104049,0.00313236,0.38197349,0.34037811,2.34634224,0.58942258,0.02664495,1.00846255
-5.62181091,2.45889089,0.00310578,0.36236166,0.32989105,2.28633836,0.55367701,0.02567865,0.98360687
-5.61580790,2.36842785,0.00310184,0.34346087,0.31944721,2.22479317,0.51979138,0.02475519,0.95835575
-5.60980490,2.27997462,0.00312395,0.32531773,0.30908850,2.16177487,0.48787889,0.02388549,0.93281456
-5.60380190,2.19380819,0.00317560,0.30795721,0.29885638,2.09734412,0.45801404,0.02307983,0.90709631
-5.59779890,2.11018022,0.00326022,0.29138709,0.28879401,2.03157380,0.43024020,0.02234790,0.88132757
-5.59179590,2.02933635,0.00338122,0.27560241,0.27894803,1.96456668,0.40457719,0.02169888,0.85565325
-5.58579290,1.95153258,0.00354182,0.26058979,0.26936972,1.89646984,0.38102866,0.02114149,0.83023986
-5.57978989,1.87704761,0.00374504,0.24633129,0.26011559,1.82748492,0.35958868,0.02068401,0.80527690
-5.57378689,1.80619041,0.00399351,0.23280769,0.25124731,1.75787383,0.34024725,0.02033422,0.78097636
-5.56778389,1.73930260,0.00428943,0.22000107,0.24283086,1.68795966,0.32299457,0.02009941,0.75757004
-5.56178089,1.67675577,0.00463437,0.20789663,0.23493516,1.61812296,0.30782387,0.01998624,0.73530508
-5.55577789,1.61894398,0.00502919,0.19648371,0.22763007,1.54879379,0.29473286,0.02000062,0.71443773
-5.54977489,1.56627216,0.00547388,0.18575615,0.22098399,1.48044022,0.28372386,0.02014751,0.69522581
-5.54377189,1.51914127,0.00596744,0.17571193,0.21506119,1.41355412,0.27480278,0.02043079,0.67792015
-5.53776888,1.47793134,0.00650782,0.16635237,0.20991895,1.34863519,0.26797706,0.02085298,0.66275565
-5.53176588,1.44298341,0.00709183,0.15768081,0.20560482,1.28617420,0.26325304,0.02141503,0.64994226
-5.52576288,1.41458171,0.00771506,0.14970118,0.20215394,1.22663648,0.26063279,0.02211614,0.63965650
-5.51975988,1.39293701,0.00837198,0.14241635,0.19958684,1.17044647,0.26011087,0.02295349,0.63203389
-5.51375688,1.37817228,0.00905587,0.13582652,0.19790757,1.11797413,0.26167111,0.02392217,0.62716275
-5.50775388,1.37031129,0.00975903,0.12992775,0.19710248,1.06952393,0.26528381,0.02501494,0.62507958
-5.50175088,1.36927111,0.01047285,0.12471070,0.19713956,1.02532664,0.27090337,0.02622227,0.62576636
-5.49574787,1.37485848,0.01118803,0.12015967,0.19796853,0.98553439,0.27846664,0.02753226,0.62914990
-5.48974487,1.38677065,0.01189481,0.11625199,0.19952151,0.95021892,0.28789195,0.02893073,0.63510314
-5.48374187,1.40460031,0.01258322,0.11295771,0.20171444,0.91937293,0.29907904,0.03040134,0.64344855
-5.47773887,1.42784463,0.01324339,0.11023978,0.20444904,0.89291434,0.31190963,0.03192583,0.65396326
-5.47173587,1.45591766,0.01386586,0.10805440,0.20761532,0.87069297,0.32624886,0.03348427,0.66638589
-5.46573287,1.48816578,0.01444184,0.10635183,0.21109449,0.85249924,0.34194721,0.03505541,0.68042458
-5.45972986,1.52388532,0.01496355,0.10507740,0.21476222,0.83807426,0.35884311,0.03661711,0.69576605
-5.45372686,1.56234146,0.01542444,0.10417269,0.21849201,0.82712084,0.37676579,0.03814674,0.71208509
-5.44772386,1.60278771,0.01581943,0.10357690,0.22215868,0.81931484,0.39553837,0.03962173,0.72905429
-5.44172086,1.64448509,0.01614510,0.10322829,0.22564167,0.81431617,0.41498103,0.04102000,0.74635341
-5.43571786,1.68672000,0.01639973,0.10306559,0.22882820,0.81177921,0.43491406,0.04232050,0.76367803
-5.42971486,1.72882031,0.01658342,0.10302946,0.23161606,0.81136211,0.45516060,0.04350369,0.78074719
-5.42371186,1.77016879,0.01669799,0.10306378,0.23391597,0.81273459,0.47554903,0.04455197,0.79730962
-5.41770885,1.81021364,0.01674691,0.10311679,0.23565344,0.81558433,0.49591495,0.04545010,0.81314841
-5.41170585,1.84847554,0.01673513,0.10314219,0.23677005,0.81962153,0.51610247,0.04618552,0.82808382
-5.40570285,1.88455138,0.01666883,0.10309988,0.23722419,0.82458197,0.53596508,0.04674862,0.84197439
-5.39969985,1.91811447,0.01655516,0.10295664,0.23699119,0.83022846,0.55536599,0.04713292,0.85471608
-5.39369685,1.94891181,0.01640192,0.10268658,0.23606290,0.83635124,0.57417794,0.04733514,0.86623992
-5.38769385,1.97675856,0.01621719,0.10227133,0.23444683,0.84276724,0.59228272,0.04735521,0.87650809
-5.38169085,2.00153054,0.01600903,0.10170017,0.23216482,0.84931902,0.60957055,0.04719619,0.88550893
-5.37568784,2.02315548,0.01578513,0.10096995,0.22925139,0.85587348,0.62593929,0.04686409,0.89325120
-5.36968484,2.04160369,0.01555249,0.10008494,0.22575197,0.86232091,0.64129400,0.04636762,0.89975799
-5.36368184,2.05687917,0.01531719,0.09905660,0.22172086,0.86857473,0.65554663,0.04571792,0.90506076
-5.35767884,2.06901185,0.01508417,0.09790325,0.21721930,0.87457232,0.66861639,0.04492819,0.90919394
-5.35167584,2.07805170,0.01485706,0.09664985,0.21231356,0.88027707,0.68043062,0.04401334,0.91219045
-5.34567284,2.08406525,0.01463815,0.09532771,0.20707324,0.88568183,0.69092642,0.04298961,0.91407856
-5.33966983,2.08713497,0.01442836,0.09397421,0.20156968,0.89081387,0.70005305,0.04187415,0.91488022
-5.33366683,2.08736152,0.01422734,0.09263264,0.19587476,0.89574090,0.70777489,0.04068471,0.91461106
-5.32766383,2.08486878,0.01403356,0.09135201,0.19005984,0.90057820,0.71407514,0.03943926,0.91328207
-5.32166083,2.07981127,0.01384456,0.09018687,0.18419501,0.90549601,0.71895971,0.03815568,0.91090284
-5.31565783,2.07238329,0.01365715,0.08919712,0.17834856,0.91072692,0.72246134,0.03685152,0.90748595
-5.30965483,2.06282892,0.01346769,0.08844774,0.17258657,0.91657226,0.72464346,0.03554372,0.90305246
-5.30365183,2.05145175,0.01327238,0.08800840,0.16697260,0.92340690,0.72560348,0.03424845,0.89763768
-5.29764882,2.03862331,0.01306754,0.08795291,0.16156751,0.93168143,0.72547519,0.03298089,0.89129696
-5.29164582,2.02478896,0.01284987,0.08835836,0.15642910,0.94192122,0.72442980,0.03175514,0.88411082
-5.28564282,2.01047014,0.01261670,0.08930406,0.15161175,0.95472128,0.72267543,0.03058409,0.87618894
-5.27963982,1.99626197,0.01236616,0.09087008,0.14716591,0.97073665,0.72045470,0.02947924,0.86767248
-5.27363682,1.98282568,0.01209734,0.09313539,0.14313736,0.99066779,0.71804027,0.02845070,0.85873442
-5.26763382,1.97087521,0.01181036,0.09617573,0.13956635,1.01524088,0.71572830,0.02750699,0.84957749
-5.26163082,1.96115817,0.01150636,0.10006100,0.13648661,1.04518320,0.71382987,0.02665502,0.84042984
-5.25562781,1.95443132,0.01118750,0.10485238,0.13392411,1.08119402,0.71266061,0.02589991,0.83153824
-5.24962481,1.95143155,0.01085683,0.11059923,0.13189598,1.12391195,0.71252877,0.02524499,0.82315921
-5.24362181,1.95284332,0.01051814,0.11733580,0.13040924,1.17387964,0.71372237,0.02469163,0.81554837
-5.23761881,1.95926421,0.01017575,0.12507796,0.12945985,1.23150748,0.71649577,0.02423924,0.80894860
-5.23161581,1.97117021,0.00983432,0.13382009,0.12903186,1.29703783,0.72105658,0.02388524,0.80357767
-5.22561281,1.98888273,0.00949860,0.14353226,0.12909695,1.37051163,0.72755328,0.02362503,0.79961598
-5.21960980,2.01253939,0.00917318,0.15415796,0.12961432,1.45173926,0.73606457,0.02345208,0.79719523
-5.21360680,2.04207030,0.00886231,0.16561246,0.13053110,1.54027760,0.74659087,0.02335807,0.79638878
-5.20760380,2.07718179,0.00856967,0.17778207,0.13178325,1.63541497,0.75904868,0.02333300,0.79720420
-5.20160080,2.11734873,0.00829820,0.19052437,0.13329699,1.73616546,0.77326818,0.02336549,0.79957879
-5.19559780,2.16181673,0.00805001,0.20366953,0.13499066,1.84127385,0.78899450,0.02344306,0.80337819
-5.18959480,2.20961440,0.00782628,0.21702275,0.13677711,1.94923168,0.80589261,0.02355246,0.80839852
-5.18359180,2.25957589,0.00762728,0.23036795,0.13856639,2.05830482,0.82355598,0.02368010,0.81437191
-5.17758879,2.31037288,0.00745233,0.24347248,0.14026863,2.16657198,0.84151853,0.02381242,0.82097521
-5.17158579,2.36055496,0.00729992,0.25609276,0.14179711,2.27197322,0.85926957,0.02393635,0.82784161
-5.16558279,2.40859670,0.00716780,0.26798087,0.14307120,2.37236696,0.87627105,0.02403971,0.83457441
-5.15957979,2.45294934,0.00705312,0.27889155,0.14401909,2.46559325,0.89197629,0.02411157,0.84076244
-5.15357679,2.49209466,0.00695259,0.28858961,0.14458025,2.54954101,0.90584947,0.02414261,0.84599613
-5.14757379,2.52459855,0.00686266,0.29685726,0.14470736,2.62221621,0.91738480,0.02412536,0.84988354
-5.14157079,2.54916177,0.00677966,0.30350114,0.14436762,2.68180820,0.92612461,0.02405437,0.85206546
-5.13556778,2.56466539,0.00670000,0.30835872,0.14354356,2.72675110,0.93167537,0.02392630,0.85222876
-5.12956478,2.57020883,0.00662033,0.31130372,0.14223302,2.75577756,0.93372102,0.02373992,0.85011750
-5.12356178,2.56513884,0.00653761,0.31225045,0.14044858,2.76796238,0.93203298,0.02349598,0.84554105
-5.11755878,2.54906814,0.00644928,0.31115664,0.13821633,2.76275394,0.92647639,0.02319701,0.83837917
-5.11155578,2.52188309,0.00635328,0.30802485,0.13557412,2.73999221,0.91701245,0.02284708,0.82858370
-5.10555278,2.48374045,0.00624813,0.30290229,0.13256937,2.69991243,0.90369688,0.02245142,0.81617708
-5.09954977,2.43505372,0.00613291,0.29587905,0.12925671,2.64313453,0.88667466,0.02201611,0.80124784
-5.09354677,2.37647019,0.00600727,0.28708493,0.12569533,2.57063904,0.86617154,0.02154766,0.78394366
-5.08754377,2.30884023,0.00587141,0.27668495,0.12194657,2.48373067,0.84248292,0.02105262,0.76446231
-5.08154077,2.23318089,0.00572598,0.26487384,0.11807150,2.38399166,0.81596072,0.02053727,0.74304142
-5.07553777,2.15063574,0.00557208,0.25186968,0.11412899,2.27322708,0.78699906,0.02000728,0.71994750
-5.06953477,2.06243332,0.00541114,0.23790711,0.11017415,2.15340491,0.75601958,0.01946752,0.69546503
-5.06353177,1.96984630,0.00524493,0.22323037,0.10625724,2.02659360,0.72345708,0.01892184,0.66988630
-5.05752876,1.87415338,0.00507544,0.20808640,0.10242327,1.89489990,0.68974623,0.01837304,0.64350242
-5.05152576,1.77660553,0.00490487,0.19271846,0.09871206,1.76040967,0.65530992,0.01782284,0.61659607
-5.04552276,1.67839788,0.00473559,0.17736037,0.09515892,1.62513385,0.62054967,0.01727196,0.58943615
-5.03951976,1.58064819,0.00457013,0.16223160,0.09179580,1.49096158,0.58583843,0.01672030,0.56227458
-5.03351676,1.48438226,0.00441117,0.14753335,0.08865285,1.35962185,0.55151576,0.01616708,0.53534514
-5.02751376,1.39052622,0.00426156,0.13344579,0.08576023,1.23265457,0.51788556,0.01561115,0.50886431
-5.02151076,1.29990525,0.00412433,0.12012634,0.08315011,1.11139132,0.48521596,0.01505117,0.48303370
-5.01550775,1.21324793,0.00400270,0.10770900,0.08085864,0.99694575,0.45374117,0.01448596,0.45804380
-5.00950475,1.13119524,0.00390012,0.09630468,0.07892784,0.89021289,0.42366490,0.01391465,0.43407854
-5.00350175,1.05431270,0.00382027,0.08600235,0.07740711,0.79187632,0.39516485,0.01333697,0.41132032
-4.99749875,0.98310464,0.00376704,0.07687089,0.07635443,0.70242205,0.36839784,0.01275338,0.38995483
-4.99149575,0.91802886,0.00374456,0.06896133,0.07583701,0.62215752,0.34350506,0.01216518,0.37017544
-4.98549275,0.85951082,0.00375713,0.06230948,0.07593129,0.55123410,0.32061710,0.01157461,0.35218663
-4.97948974,0.80795582,0.00380913,0.05693858,0.07672236,0.48967162,0.29985826,0.01098477,0.33620621
-4.97348674,0.76375856,0.00390498,0.05286185,0.07830259,0.43738337,0.28134989,0.01039964,0.32246602
-4.96748374,0.72730920,0.00404900,0.05008480,0.08076966,0.39420024,0.26521262,0.00982391,0.31121111
-4.96148074,0.69899554,0.00424521,0.04860719,0.08422382,0.35989294,0.25156721,0.00926282,0.30269721
-4.95547774,0.67920110,0.00449726,0.04842441,0.08876465,0.33419130,0.24053407,0.00872200,0.29718662
-4.94947474,0.66829925,0.00480815,0.04952834,0.09448729,0.31680019,0.23223147,0.00820721,0.29494256
-4.94347174,0.66664353,0.00518007,0.05190771,0.10147821,0.30741148,0.22677255,0.00772413,0.29622230
-4.93746873,0.67455483,0.00561420,0.05554776,0.10981089,0.30571224,0.22426131,0.00727815,0.30126920
-4.93146573,0.69230598,0.00611049,0.06042945,0.11954138,0.31138896,0.22478779,0.00687412,0.31030404
-4.92546273,0.72010460,0.00666752,0.06652829,0.13070393,0.32412836,0.22842271,0.00651621,0.32351590
-4.91945973,0.75807510,0.00728233,0.07381269,0.14330712,0.34361519,0.23521193,0.00620768,0.34105305
-4.91345673,0.80624078,0.00795029,0.08224224,0.15733037,0.36952757,0.24517084,0.00595083,0.36301414
-4.90745373,0.86450705,0.00866509,0.09176590,0.17272132,0.40153060,0.25827926,0.00574687,0.38944011
-4.90145073,0.93264671,0.00941873,0.10232021,0.18939406,0.43926898,0.27447690,0.00559591,0.42030707
-4.89544772,1.01028813,0.01020156,0.11382784,0.20722846,0.48235933,0.29365977,0.00549694,0.45552066
-4.88944472,1.09690725,0.01100246,0.12619646,0.22607079,0.53038290,0.31567776,0.00544788,0.49491206
-4.88344172,1.19182410,0.01180902,0.13931809,0.24573552,0.58287931,0.34033370,0.00544567,0.53823594
-4.87743872,1.29420429,0.01260785,0.15306918,0.26600855,0.63934185,0.36738387,0.00548638,0.58517056
-4.87143572,1.40306580,0.01338490,0.16731119,0.28665167,0.69921483,0.39654021,0.00556535,0.63532022
-4.86543272,1.51729145,0.01412585,0.18189201,0.30740829,0.76189319,0.42747434,0.00567735,0.68821998
-4.85942971,1.63564667,0.01481657,0.19664808,0.32801019,0.82672467,0.45982313,0.00581675,0.74334280
-4.85342671,1.75680251,0.01544354,0.21140713,0.34818511,0.89301443,0.49319607,0.00597774,0.80010899
-4.84742371,1.87936320,0.01599434,0.22599155,0.36766497,0.96003230,0.52718393,0.00615448,0.85789760
-4.84142071,2.00189758,0.01645807,0.24022228,0.38619432,1.02702209,0.56136877,0.00634131,0.91605976
-4.83541771,2.12297340,0.01682578,0.25392303,0.40353873,1.09321305,0.59533481,0.00653290,0.97393343
-4.82941471,2.24119344,0.01709081,0.26692463,0.41949281,1.15783277,0.62867986,0.00672443,1.03085910
-4.82341171,2.35523198,0.01724907,0.27906951,0.43388738,1.22012119,0.66102693,0.00691173,1.08619622
-4.81740870,2.46387056,0.01729927,0.29021585,0.44659556,1.27934524,0.69203549,0.00709135,1.13933939
-4.81140570,2.56603130,0.01724297,0.30024150,0.45753749,1.33481346,0.72141199,0.00726074,1.18973421
-4.80540270,2.66080672,0.01708463,0.30904731,0.46668335,1.38589020,0.74891907,0.00741818,1.23689178
-4.79939970,2.74748457,0.01683147,0.31655973,0.47405458,1.43200871,0.77438321,0.00756292,1.28040165
-4.79339670,2.82556657,0.01649329,0.32273269,0.47972308,1.47268290,0.79770009,0.00769509,1.31994237
-4.78739370,2.89478016,0.01608218,0.32754852,0.48380858,1.50751708,0.81883763,0.00781571,1.35528942
-4.78139070,2.95508246,0.01561211,0.33101794,0.48647398,1.53621357,0.83783631,0.00792656,1.38631995
-4.77538769,3.00665610,0.01509851,0.33317910,0.48791901,1.55857782,0.85480658,0.00803014,1.41301421
-4.76938469,3.04989670,0.01455777,0.33409568,0.48837230,1.57452082,0.86992343,0.00812948,1.43545329
-4.76338169,3.08539234,0.01400672,0.33385415,0.48808233,1.58405883,0.88341804,0.00822802,1.45381331
-4.75737869,3.11389550,0.01346206,0.33256027,0.48730730,1.58731044,0.89556695,0.00832942,1.46835616
-4.75137569,3.13628840,0.01293992,0.33033502,0.48630470,1.58449090,0.90667891,0.00843737,1.47941690
-4.74537269,3.15354297,0.01245525,0.32731003,0.48532070,1.57590413,0.91707994,0.00855544,1.48738839
-4.73936968,3.16667691,0.01202147,0.32362283,0.48457989,1.56193247,0.92709719,0.00868680,1.49270364
-4.73336668,3.17670759,0.01165000,0.31941197,0.48427586,1.54302468,0.93704231,0.00883411,1.49581641
-4.72736368,3.18460568,0.01134998,0.31481233,0.48456286,1.51968236,0.94719491,0.00899935,1.49718110
-4.72136068,3.19125048,0.01112800,0.30995068,0.48554907,1.49244551,0.95778710,0.00918360,1.49723248
-4.71535768,3.19738893,0.01098798,0.30494181,0.48729158,1.46187744,0.96898961,0.00938701,1.49636629
-4.70935468,3.20360025,0.01093103,0.29988525,0.48979350,1.42854971,0.98090042,0.00960867,1.49492156
-4.70335168,3.21026787,0.01095554,0.29486284,0.49300319,1.39302752,0.99353644,0.00984657,1.49316543
-4.69734867,3.21756019,0.01105725,0.28993705,0.49681574,1.35585608,1.00682871,0.01009763,1.49128130
-4.69134567,3.22542128,0.01122941,0.28515033,0.50107666,1.31754848,1.02062163,0.01035771,1.48936086
-4.68534267,3.23357219,0.01146307,0.28052539,0.50558764,1.27857543,1.03467633,0.01062175,1.48740049
-4.67933967,3.24152319,0.01174740,0.27606635,0.51011417,1.23935723,1.04867815,0.01088389,1.48530236
-4.67333667,3.24859666,0.01207004,0.27176085,0.51439475,1.20025836,1.06224818,0.01113764,1.48288023
-4.66733367,3.25395980,0.01241750,0.26758282,0.51815129,1.16158482,1.07495827,0.01137613,1.47986983
-4.66133067,3.25666615,0.01277567,0.26349605,0.52110028,1.12358424,1.08634918,0.01159232,1.47594347
-4.65532766,3.25570395,0.01313020,0.25945811,0.52296436,1.08644894,1.09595085,0.01177930,1.47072828
-4.64932466,3.25004958,0.01346699,0.25542469,0.52348369,1.05032157,1.10330416,0.01193053,1.46382727
-4.64332166,3.23872360,0.01377266,0.25135407,0.52242673,1.01530313,1.10798310,0.01204010,1.45484239
-4.63731866,3.22084691,0.01403491,0.24721154,0.51960003,0.98146316,1.10961636,0.01210303,1.44339843
-4.63131566,3.19569458,0.01424291,0.24297351,0.51485644,0.94885132,1.10790738,0.01211544,1.42916682
-4.62531266,3.16274489,0.01438766,0.23863133,0.50810175,0.91751008,1.10265193,0.01207475,1.41188807
-4.61930965,3.12172117,0.01446219,0.23419442,0.49929910,0.88748770,1.09375236,0.01197986,1.39139193
-4.61330665,3.07262469,0.01446180,0.22969271,0.48847136,0.85885100,1.08122792,0.01183122,1.36761426
-4.60730365,3.01575692,0.01438413,0.22517821,0.47570117,0.83169713,1.06522055,0.01163087,1.34060979
-4.60130065,2.95173001,0.01422924,0.22072574,0.46112886,0.80616381,1.04599599,0.01138244,1.31056020
-4.59529765,2.88146507,0.01399952,0.21643255,0.44494821,0.78243740,1.02394005,0.01109108,1.27777703
-4.58929465,2.80617810,0.01369962,0.21241703,0.42740038,0.76075824,0.99955015,0.01076335,1.24269933
-4.58329165,2.72735395,0.01333625,0.20881644,0.40876638,0.74142299,0.97342263,0.01040704,1.20588595
-4.57728864,2.64670951,0.01291792,0.20578365,0.38935813,0.72478355,0.94623623,0.01003099,1.16800285
-4.57128564,2.56614725,0.01245470,0.20348309,0.36950884,0.71124244,0.91873244,0.00964484,1.12980588
-4.56528264,2.48770105,0.01195782,0.20208593,0.34956286,0.70124461,0.89169364,0.00925879,1.09211957
-4.55927964,2.41347620,0.01143940,0.20176468,0.32986555,0.69526593,0.86591971,0.00888331,1.05581291
-4.55327664,2.34558583,0.01091204,0.20268727,0.31075334,0.69379837,0.84220419,0.00852894,1.02177273
-4.54727364,2.28608593,0.01038844,0.20501101,0.29254460,0.69733264,0.82131076,0.00820593,0.99087594
-4.54127064,2.23691133,0.00988111,0.20887631,0.27553128,0.70633851,0.80395094,0.00792410,0.96396143
-4.53526763,2.19981467,0.00940197,0.21440060,0.25997180,0.72124375,0.79076374,0.00769254,0.94180258
-4.52926463,2.17631040,0.00896213,0.22167259,0.24608522,0.74241224,0.78229787,0.00751945,0.92508145
-4.52326163,2.16762556,0.00857154,0.23074706,0.23404677,0.77012225,0.77899705,0.00741196,0.91436537
-4.51725863,2.17465870,0.00823883,0.24164033,0.22398491,0.80454563,0.78118880,0.00737600,0.91008675
-4.51125563,2.19794827,0.00797113,0.25432673,0.21597971,0.84572895,0.78907678,0.00741620,0.91252671
-4.50525263,2.23765120,0.00777390,0.26873615,0.21006266,0.89357736,0.80273690,0.00753583,0.92180307
-4.49924962,2.29353219,0.00765087,0.28475276,0.20621774,0.94784207,0.82211705,0.00773675,0.93786298
-4.49324662,2.36496383,0.00760398,0.30221522,0.20438358,1.00811209,0.84704010,0.00801937,0.96048056
