energy_ev,total_up,C_s_up,C_p_up,Na_s_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-5.78989495,3.90759149,0.05387322,0.67113246,0.30253736,0.07797495,1.39067251,0.88313724,0.91845075
-5.78389195,4.01693352,0.05509798,0.68110626,0.32122207,0.07912431,1.44302230,0.90082719,0.94656262
-5.77788894,4.13006489,0.05635342,0.68956365,0.34113945,0.08018088,1.50018539,0.91956519,0.97428683
-5.77188594,4.24685572,0.05763473,0.69649370,0.36226762,0.08115146,1.56210946,0.93944946,1.00153086
-5.76588294,4.36718159,0.05893815,0.70191639,0.38457131,0.08204252,1.62869899,0.96059486,1.02821789
-5.75987994,4.49091118,0.06026102,0.70588006,0.40799961,0.08285964,1.69981146,0.98312849,1.05428498
-5.75387694,4.61789201,0.06160169,0.70845792,0.43248360,0.08360702,1.77525382,1.00718397,1.07968055
-5.74787394,4.74793574,0.06295947,0.70974375,0.45793412,0.08428720,1.85477978,1.03289467,1.10436140
-5.74187094,4.88080466,0.06433446,0.70984713,0.48423987,0.08490088,1.93808870,1.06038628,1.12828959
-5.73586793,5.01620073,0.06572739,0.70888838,0.51126599,0.08544698,2.02482619,1.08976929,1.15142951
-5.72986493,5.15375859,0.06713952,0.70699364,0.53885345,0.08592283,2.11458718,1.12113156,1.17374546
-5.72386193,5.29304309,0.06857245,0.70429016,0.56681928,0.08632461,2.20692118,1.15453157,1.19519978
-5.71785893,5.43355200,0.07002807,0.70090228,0.59495790,0.08664783,2.30133993,1.18999255,1.21575200
-5.71185593,5.57472376,0.07150845,0.69694797,0.62304353,0.08688803,2.39732700,1.22749780,1.23535875
-5.70585293,5.71594958,0.07301580,0.69253630,0.65083372,0.08704144,2.49434888,1.26698738,1.25397466
-5.69984992,5.85658910,0.07455250,0.68776580,0.67807399,0.08710573,2.59186675,1.30835606,1.27155394
-5.69384692,5.99598806,0.07612103,0.68272362,0.70450328,0.08708061,2.68934825,1.35145284,1.28805263
-5.68784392,6.13349644,0.07772397,0.67748556,0.72986019,0.08696837,2.78627827,1.39608156,1.30343109
-5.68184092,6.26848532,0.07936395,0.67211671,0.75388959,0.08677430,2.88216787,1.44200272,1.31765646
-5.67583792,6.40036079,0.08104351,0.66667263,0.77634941,0.08650685,2.97656067,1.48893614,1.33070488
-5.66983492,6.52857349,0.08276494,0.66120078,0.79701716,0.08617757,3.06903602,1.53656438,1.34256294
-5.66383192,6.65262253,0.08452997,0.65574209,0.81569604,0.08580091,3.15920865,1.58453655,1.35322837
-5.65782891,6.77205335,0.08633946,0.65033231,0.83222009,0.08539365,3.24672472,1.63247257,1.36270945
-5.65182591,6.88644940,0.08819286,0.64500321,0.84645845,0.08497433,3.33125457,1.67996754,1.37102340
-5.64582291,6.99541810,0.09008775,0.63978323,0.85831822,0.08456230,3.41248274,1.72659639,1.37819340
-5.63981991,7.09857230,0.09201920,0.63469766,0.86774608,0.08417686,3.49009609,1.77191863,1.38424473
-5.63381691,7.19550897,0.09397920,0.62976825,0.87472848,0.08383627,3.56377118,1.81548352,1.38919994
-5.62781391,7.28578695,0.09595608,0.62501234,0.87929054,0.08355673,3.63316215,1.85683553,1.39307369
-5.62181091,7.36890628,0.09793404,0.62044148,0.88149377,0.08335156,3.69789035,1.89552040,1.39586746
-5.61580790,7.44429131,0.09989271,0.61605981,0.88143282,0.08323046,3.75753709,1.93109195,1.39756475
-5.60980490,7.51127993,0.10180706,0.61186230,0.87923151,0.08319896,3.81164047,1.96311954,1.39812713
-5.60380190,7.56912054,0.10364734,0.60783311,0.87503833,0.08325814,3.85969725,1.99119650,1.39749173
-5.59779890,7.61697841,0.10537939,0.60394412,0.86902184,0.08340460,3.90117012,2.01494916,1.39557031
-5.59179590,7.65395177,0.10696523,0.60015409,0.86136607,0.08363072,3.93550060,2.03404657,1.39225048
-5.58579290,7.67909791,0.10836380,0.59640830,0.85226614,0.08392513,3.96212704,2.04821044,1.38739887
-5.57978989,7.69146802,0.10953211,0.59263912,0.84192438,0.08427347,3.98050717,2.05722500,1.38086651
-5.57378689,7.69014958,0.11042653,0.58876725,0.83054688,0.08465928,3.99014377,2.06094637,1.37249601
-5.56778389,7.67431374,0.11100424,0.58470388,0.81834062,0.08506503,3.99061224,2.05931067,1.36213040
-5.56178089,7.64326507,0.11122487,0.58035366,0.80551107,0.08547326,3.98158823,2.05234072,1.34962299
-5.55577789,7.59649050,0.11105208,0.57561821,0.79226021,0.08586760,3.96287355,2.04015031,1.33484775
-5.54977489,7.53370447,0.11045518,0.57040028,0.77878480,0.08623381,3.93441861,2.02294609,1.31770964
-5.54377189,7.45488700,0.10941055,0.56460811,0.76527488,0.08656060,3.89633985,2.00102632,1.29815407
-5.53776888,7.36031220,0.10790290,0.55815993,0.75191215,0.08684029,3.84893075,1.97477656,1.27617501
-5.53176588,7.25056505,0.10592622,0.55098822,0.73886830,0.08706916,3.79266540,1.94466212,1.25182118
-5.52576288,7.12654503,0.10348442,0.54304372,0.72630307,0.08724760,3.72819436,1.91121753,1.22519978
-5.51975988,6.98945607,0.10059155,0.53429878,0.71436199,0.08737991,3.65633244,1.87503334,1.19647757
-5.51375688,6.84078301,0.09727171,0.52475005,0.70317395,0.08747387,3.57803919,1.83674084,1.16587924
-5.50775388,6.68225582,0.09355849,0.51442023,0.69284846,0.08754005,3.49439275,1.79699522,1.13368291
-5.50175088,6.51580332,0.08949410,0.50335909,0.68347281,0.08759095,3.40655858,1.75645815,1.10021323
-5.49574787,6.34349898,0.08512816,0.49164340,0.67510936,0.08763998,3.31575454,1.71578051,1.06583237
-5.48974487,6.16750166,0.08051623,0.47937607,0.66779301,0.08770042,3.22321425,1.67558606,1.03092939
-5.48374187,5.98999451,0.07571815,0.46668452,0.66152917,0.08778435,3.13015056,1.63645696,0.99590865
-5.47773887,5.81312520,0.07079631,0.45371831,0.65629236,0.08790171,3.03772103,1.59892175,0.96117787
-5.47173587,5.63895050,0.06581384,0.44064622,0.65202571,0.08805947,2.94699711,1.56344632,0.92713658
-5.46573287,5.46938786,0.06083289,0.42765297,0.64864138,0.08826107,2.85893839,1.53042832,0.89416545
-5.45972986,5.30617604,0.05591301,0.41493562,0.64602219,0.08850606,2.77437314,1.50019518,0.86261717
-5.45372686,5.15084641,0.05110977,0.40269994,0.64402424,0.08879002,2.69398571,1.47300562,0.83280925
-5.44772386,5.00470564,0.04647358,0.39115676,0.64248076,0.08910485,2.61831115,1.44905466,0.80501893
-5.44172086,4.86882980,0.04204877,0.38051851,0.64120684,0.08943923,2.54773684,1.42848156,0.77948061
-5.43571786,4.74406951,0.03787302,0.37099591,0.64000511,0.08977938,2.48251069,1.41138030,0.75638547
-5.42971486,4.63106477,0.03397701,0.36279512,0.63867194,0.09011003,2.42275503,1.39781194,0.73588339
-5.42371186,4.53026802,0.03038443,0.35611518,0.63700406,0.09041550,2.36848493,1.38781827,0.71808669
-5.41770885,4.44197337,0.02711215,0.35114582,0.63480528,0.09068086,2.31962995,1.38143594,0.70307553
-5.41170585,4.36634979,0.02417066,0.34806580,0.63189300,0.09089312,2.27605759,1.37871045,0.69090431
-5.40570285,4.30347616,0.02156472,0.34704160,0.62810421,0.09104234,2.23759732,1.37970938,0.68160864
-5.39969985,4.25337589,0.01929402,0.34822645,0.62330088,0.09112258,2.20406367,1.38453422,0.67521245
-5.39369685,4.21604913,0.01735405,0.35175979,0.61737433,0.09113271,2.17527735,1.39333038,0.67173467
-5.38769385,4.19150088,0.01573689,0.35776698,0.61024863,0.09107695,2.15108332,1.40629486,0.67119495
-5.38169085,4.17976353,0.01443206,0.36635921,0.60188271,0.09096515,2.13136498,1.42368136,0.67361830
-5.37568784,4.18091278,0.01342728,0.37763353,0.59227139,0.09081277,2.11605409,1.44580250,0.67903801
-5.36968484,4.19507626,0.01270917,0.39167292,0.58144515,0.09064059,2.10513605,1.47302899,0.68749695
-5.36368184,4.22243447,0.01226384,0.40854628,0.56946874,0.09047411,2.09865045,1.50578568,0.69904697
-5.35767884,4.26321407,0.01207731,0.42830816,0.55643886,0.09034272,2.09668710,1.54454427,0.71374647
-5.35167584,4.31767387,0.01213596,0.45099830,0.54248083,0.09027862,2.09937785,1.58981291,0.73165629
-5.34567284,4.38608407,0.01242663,0.47664069,0.52774466,0.09031559,2.10688475,1.64212242,0.75283405
-5.33966983,4.46869964,0.01293684,0.50524222,0.51240048,0.09048757,2.11938502,1.70200960,0.77732728
-5.33366683,4.56572894,0.01365472,0.53679079,0.49663354,0.09082726,2.13705378,1.76999743,0.80516567
-5.32766383,4.67729881,0.01456894,0.57125298,0.48063909,0.09136459,2.16004502,1.84657286,0.83635291
-5.32166083,4.80341769,0.01566860,0.60857122,0.46461703,0.09212536,2.18847200,1.93216224,0.87085854
-5.31565783,4.94393819,0.01694299,0.64866059,0.44876672,0.09312989,2.22238753,2.02710518,0.90861019
-5.30965483,5.09852102,0.01838141,0.69140547,0.43328184,0.09439183,2.26176536,2.13162754,0.94948682
-5.30365183,5.26660182,0.01997290,0.73665610,0.41834558,0.09591727,2.30648325,2.24581418,0.99331328
-5.29764882,5.44736278,0.02170609,0.78422534,0.40412615,0.09770395,2.35630863,2.36958287,1.03985653
-5.29164582,5.63971072,0.02356897,0.83388593,0.39077264,0.09974092,2.41088756,2.50266015,1.08882396
-5.28564282,5.84226311,0.02554878,0.88536842,0.37841150,0.10200839,2.46973769,2.64456049,1.13986384
-5.27963982,6.05334345,0.02763190,0.93836008,0.36714342,0.10447796,2.53224565,2.79457017,1.19256812
-5.27363682,6.27098705,0.02980382,0.99250511,0.35704092,0.10711322,2.59766930,2.95173684,1.24647748
-5.26763382,6.49295779,0.03204913,1.04740614,0.34814655,0.10987060,2.66514511,3.11486621,1.30108861
-5.26163082,6.71677624,0.03435160,1.10262744,0.34047185,0.11270061,2.73370062,3.28252661,1.35586328
-5.25562781,6.93975882,0.03669426,1.15769964,0.33399706,0.11554930,2.80227189,3.45306244,1.41023911
-5.24962481,7.15906726,0.03905950,1.21212624,0.32867157,0.11835996,2.86972541,3.62461667,1.46364138
-5.24362181,7.37176714,0.04142926,1.26539149,0.32441529,0.12107500,2.93488406,3.79516276,1.51549547
-5.23761881,7.57489391,0.04378512,1.31696985,0.32112073,0.12363792,2.99655625,3.96254548,1.56523956
-5.23161581,7.76552414,0.04610852,1.36633641,0.31865591,0.12599534,3.05356724,4.12452988,1.61233675
-5.22561281,7.94084971,0.04838083,1.41297827,0.31686799,0.12809890,3.10479171,4.27885742,1.65628648
-5.21960980,8.09825235,0.05058353,1.45640629,0.31558756,0.12990710,3.14918626,4.42330732,1.69663457
-5.21360680,8.23537571,0.05269830,1.49616691,0.31463347,0.13138690,3.18582081,4.55576143,1.73298163
-5.20760380,8.35019232,0.05470712,1.53185355,0.31381801,0.13251505,3.21390758,4.67427024,1.76498965
-5.20160080,8.44106306,0.05659238,1.56311725,0.31295244,0.13327902,3.23282668,4.77711738,1.79238651
-5.19559780,8.50678652,0.05833694,1.58967601,0.31185249,0.13367762,3.24214714,4.86288025,1.81496855
-5.18959480,8.54663665,0.05992422,1.61132258,0.31034380,0.13372113,3.24164280,4.93048393,1.83260121
-5.18359180,8.56038698,0.06133834,1.62793024,0.30826706,0.13343102,3.23130211,4.97924590,1.84521780
-5.17758879,8.54832041,0.06256421,1.63945644,0.30548263,0.13283922,3.21133166,5.00890937,1.85281691
-5.17158579,8.51122407,0.06358769,1.64594399,0.30187458,0.13198700,3.18215305,5.01966325,1.85545846
-5.16558279,8.45036918,0.06439579,1.64751976,0.29735387,0.13092343,3.14439328,5.01214727,1.85325891
-5.15957979,8.36747649,0.06497688,1.64439087,0.29186062,0.12970361,3.09886875,4.98744146,1.84638573
-5.15357679,8.26466815,0.06532096,1.63683837,0.28536549,0.12838651,3.04656338,4.94703960,1.83505158
-5.14757379,8.14440759,0.06541991,1.62520867,0.27786992,0.12703285,2.98860167,4.89280711,1.81950829
-5.14157079,8.00942917,0.06526779,1.60990289,0.26940545,0.12570271,2.92621718,4.82692446,1.80004090
-5.13556778,7.86265976,0.06486115,1.59136448,0.26003193,0.12445326,2.86071780,4.75181782,1.77696172
-5.12956478,7.70713482,0.06419928,1.57006554,0.24983502,0.12333662,2.79344862,4.67007925,1.75060470
-5.12356178,7.54591147,0.06328443,1.54649224,0.23892277,0.12239781,2.72575357,4.58437952,1.72131985
-5.11755878,7.38198147,0.06212206,1.52112994,0.22742158,0.12167310,2.65893726,4.49737653,1.68946791
-5.11155578,7.21818681,0.06072086,1.49444843,0.21547180,0.12118859,2.59422791,4.41162325,1.65541509
-5.10555278,7.05714066,0.05909287,1.46688796,0.20322296,0.12095926,2.53274278,4.32947859,1.61952785
-5.09954977,6.90115638,0.05725335,1.43884648,0.19082890,0.12098836,2.47545702,4.25302508,1.58216773
-5.09354677,6.75218668,0.05522062,1.41066862,0.17844307,0.12126734,2.42317710,4.18399659,1.54368619
-5.08754377,6.61177517,0.05301584,1.38263684,0.16621399,0.12177613,2.37651941,4.12371928,1.50441947
-5.08154077,6.48102176,0.05066257,1.35496517,0.15428116,0.12248392,2.33589496,4.07306816,1.46468355
-5.07553777,6.36056293,0.04818639,1.32779555,0.14277151,0.12335021,2.30150046,4.03244120,1.42476930
-5.06953477,6.25056759,0.04561430,1.30119724,0.13179644,0.12432635,2.27331606,4.00175193,1.38493796
-5.06353177,6.15074839,0.04297422,1.27516899,0.12144959,0.12535717,2.25110983,3.98044088,1.34541713
-5.05752876,6.06038792,0.04029430,1.24964405,0.11180526,0.12638296,2.23444874,3.96750523,1.30639734
-5.05152576,5.97837877,0.03760240,1.22449767,0.10291765,0.12734151,2.22271562,3.96154519,1.26802954
-5.04552276,5.90327563,0.03492540,1.19955679,0.09482075,0.12817012,2.21513170,3.96082508,1.23042357
-5.03951976,5.83335755,0.03228870,1.17461144,0.08752885,0.12880772,2.21078366,3.96334630,1.19364769
-5.03351676,5.76669788,0.02971572,1.14942728,0.08103770,0.12919673,2.20865442,3.96692882,1.15772947
-5.02751376,5.70123918,0.02722749,1.12375885,0.07532616,0.12928487,2.20765656,3.96929773,1.12265784
-5.02151076,5.63487052,0.02484231,1.09736275,0.07035816,0.12902664,2.20666724,3.96817117,1.08838651
-5.01550775,5.56550410,0.02257555,1.07001030,0.06608515,0.12838457,2.20456349,3.96134576,1.05483852
-5.00950475,5.49114898,0.02043956,1.04149911,0.06244857,0.12733022,2.20025680,3.94677633,1.02191198
-5.00350175,5.40997902,0.01844361,1.01166313,0.05938258,0.12584476,2.19272589,3.92264681,0.98948663
-4.99749875,5.32039328,0.01659408,0.98038072,0.05681670,0.12391935,2.18104675,3.88742970,0.95743117
-4.99149575,5.22106698,0.01489457,0.94758057,0.05467851,0.12155511,2.16441907,3.83993239,0.92561098
-4.98549275,5.11099179,0.01334621,0.91324528,0.05289607,0.11876289,2.14218849,3.77932899,0.89389593
-4.97948974,4.98950454,0.01194800,0.87741248,0.05140027,0.11556274,2.11386403,3.70517733,0.86216812
-4.97348674,4.85630412,0.01069715,0.84017382,0.05012689,0.11198320,2.07913036,3.61742117,0.83032905
-4.96748374,4.71145641,0.00958955,0.80167166,0.04901832,0.10806035,2.03785490,3.51637868,0.79830604
-4.96148074,4.55538798,0.00862013,0.76209402,0.04802501,0.10383679,1.99008948,3.40271841,0.76605764
-4.95547774,4.38886914,0.00778331,0.72166803,0.04710659,0.09936051,1.93606692,3.27742468,0.73357773
-4.94947474,4.21298760,0.00707339,0.68065216,0.04623260,0.09468369,1.87619271,3.14175448,0.70089821
-4.94347174,4.02911390,0.00648486,0.63932784,0.04538285,0.08986150,1.81103214,2.99718827,0.66809013
-4.93746873,3.83886035,0.00601275,0.59799062,0.04454750,0.08495089,1.74129361,2.84537699,0.63526317
-4.93146573,3.64403469,0.00565285,0.55694150,0.04372671,0.08000948,1.66780837,2.68808759,0.60256360
-4.92546273,3.44659038,0.00540189,0.51647855,0.04293003,0.07509446,1.59150765,2.52714922,0.57017062
-4.91945973,3.24857486,0.00525765,0.47688927,0.04217551,0.07026158,1.51339771,2.36440196,0.53829138
-4.91345673,3.05207737,0.00521900,0.43844385,0.04148847,0.06556430,1.43453350,2.20164959,0.50715474
-4.90745373,2.85917775,0.00528585,0.40138950,0.04090011,0.06105292,1.35599185,2.04061766,0.47700412
-4.90145073,2.67189742,0.00545905,0.36594594,0.04044594,0.05677399,1.27884461,1.88291778,0.44808965
-4.89544772,2.49215373,0.00574024,0.33230214,0.04016402,0.05276967,1.20413275,1.73001846,0.42065991
-4.88944472,2.32171866,0.00613161,0.30061427,0.04009313,0.04907735,1.13284186,1.58322287,0.39495361
-4.88344172,2.16218274,0.00663563,0.27100478,0.04027096,0.04572925,1.06587975,1.44365339,0.37119152
-4.87743872,2.01492487,0.00725479,0.24356252,0.04073219,0.04275229,1.00405670,1.31224256,0.34956892
-4.87143572,1.88108857,0.00799123,0.21834386,0.04150681,0.04016795,0.94806889,1.18973008,0.33024893
-4.86543272,1.76156506,0.00884646,0.19537450,0.04261844,0.03799231,0.89848530,1.07666505,0.31335685
-4.85942971,1.65698351,0.00982100,0.17465200,0.04408290,0.03623618,0.85573855,0.97341296,0.29897587
-4.85342671,1.56770831,0.01091414,0.15614873,0.04590707,0.03490540,0.82011976,0.88016644,0.28714421
-4.84742371,1.49384363,0.01212366,0.13981522,0.04808797,0.03400113,0.79177763,0.79695923,0.27785390
-4.84142071,1.43524465,0.01344562,0.12558368,0.05061227,0.03352035,0.77072169,0.72368240,0.27105110
-4.83541771,1.39153541,0.01487427,0.11337156,0.05345612,0.03345641,0.75682962,0.66010237,0.26663821
-4.82941471,1.36213239,0.01640190,0.10308512,0.05658546,0.03379963,0.74985825,0.60587977,0.26447743
-4.82341171,1.34627328,0.01801896,0.09462284,0.05995671,0.03453800,0.74945814,0.56058876,0.26439584
-4.81740870,1.34304990,0.01971404,0.08787860,0.06351787,0.03565794,0.75519086,0.52373618,0.26619183
-4.81140570,1.35144425,0.02147414,0.08274459,0.06721008,0.03714497,0.76654869,0.49477999,0.26964243
-4.80540270,1.37036644,0.02328481,0.07911386,0.07096949,0.03898454,0.78297580,0.47314673,0.27451154
-4.79939970,1.39869321,0.02513054,0.07688248,0.07472943,0.04116268,0.80389027,0.45824740,0.28055857
-4.79339670,1.43530566,0.02699504,0.07595133,0.07842279,0.04366665,0.82870593,0.44949176,0.28754713
-4.78739370,1.47912485,0.02886164,0.07622738,0.08198459,0.04648547,0.85685337,0.44630054,0.29525359
-4.78139070,1.52914378,0.03071370,0.07762464,0.08535443,0.04961035,0.88779911,0.44811557,0.30347489
-4.77538769,1.58445464,0.03253496,0.08006458,0.08847899,0.05303493,0.92106218,0.45440764,0.31203555
-4.76938469,1.64427014,0.03430991,0.08347625,0.09131420,0.05675534,0.95622744,0.46468212,0.32079325
-4.76338169,1.70793808,0.03602412,0.08779587,0.09382715,0.06077010,0.99295496,0.47848224,0.32964307
-4.75737869,1.77494839,0.03766450,0.09296621,0.09599747,0.06507974,1.03098512,0.49539030,0.33851986
-4.75137569,1.84493256,0.03921947,0.09893559,0.09781827,0.06968626,1.07013915,0.51502683,0.34739886
-4.74537269,1.91765522,0.04067911,0.10565665,0.09929645,0.07459236,1.11031505,0.53704794,0.35629439
-4.73936968,1.99299837,0.04203517,0.11308492,0.10045234,0.07980046,1.15147903,0.56114123,0.36525677
-4.73336668,2.07093904,0.04328108,0.12117729,0.10131877,0.08531159,1.19365306,0.58702040,0.37436746
-4.72736368,2.15152125,0.04441180,0.12989045,0.10193943,0.09112410,1.23689874,0.61441908,0.38373284
-4.72136068,2.23482395,0.04542371,0.13917931,0.10236678,0.09723236,1.28129875,0.64308422,0.39347675
-4.71535768,2.32092624,0.04631434,0.14899563,0.10265937,0.10362536,1.32693646,0.67276931,0.40373236
-4.70935468,2.40987202,0.04708223,0.15928680,0.10287892,0.11028540,1.37387490,0.70322806,0.41463365
-4.70335168,2.50163579,0.04772661,0.16999491,0.10308713,0.11718692,1.42213626,0.73420871,0.42630701
-4.69734867,2.59609169,0.04824720,0.18105623,0.10334244,0.12429543,1.47168308,0.76544945,0.43886347
-4.69134567,2.69298766,0.04864398,0.19240114,0.10369690,0.13156680,1.52240214,0.79667529,0.45239196
-4.68534267,2.79192643,0.04891705,0.20395444,0.10419339,0.13894683,1.57409223,0.82759659,0.46695405
-4.67933967,2.89235481,0.04906646,0.21563637,0.10486312,0.14637118,1.62645655,0.85790948,0.48258046
-4.67333667,2.99356238,0.04909216,0.22736407,0.10572386,0.15376585,1.67910056,0.88729840,0.49926962
-4.66733367,3.09469022,0.04899397,0.23905358,0.10677868,0.16104798,1.73153556,0.91544070,0.51698838
-4.66133067,3.19474990,0.04877166,0.25062240,0.10801557,0.16812727,1.78318822,0.94201332,0.53567499
-4.65532766,3.29265222,0.04842504,0.26199248,0.10940773,0.17490779,1.83341595,0.96670141,0.55524404
-4.64932466,3.38724490,0.04795410,0.27309346,0.11091467,0.18129027,1.88152749,0.98920868,0.57559325
-4.64332166,3.47735758,0.04735926,0.28386619,0.11248407,0.18717474,1.92680813,1.00926909,0.59661166
-4.63731866,3.56185227,0.04664157,0.29426616,0.11405422,0.19246345,1.96854831,1.02665944,0.61818874
-4.63131566,3.63967666,0.04580296,0.30426686,0.11555704,0.19706405,2.00607441,1.04121242,0.64022383
-4.62531266,3.70991779,0.04484651,0.31386261,0.11692143,0.20089272,2.03878025,1.05282938,0.66263520
-4.61930965,3.77185295,0.04377668,0.32307087,0.11807683,0.20387733,2.06615757,1.06149227,0.68536820
-4.61330665,3.82499491,0.04259949,0.33193362,0.11895689,0.20596026,2.08782406,1.06727402,0.70840173
-4.60730365,3.86912886,0.04132273,0.34051776,0.11950285,0.20710094,2.10354717,1.07034671,0.73175250
-4.60130065,3.90433819,0.03995604,0.34891429,0.11966670,0.20727786,2.11326239,1.07098680,0.75547658
-4.59529765,3.93101752,0.03851094,0.35723619,0.11941385,0.20648996,2.11708482,1.06957693,0.77966797
-4.58929465,3.94987112,0.03700082,0.36561493,0.11872511,0.20475728,2.11531301,1.06660374,0.80445398
-4.58329165,3.96189632,0.03544080,0.37419567,0.11759802,0.20212092,2.10842476,1.06265139,0.82998750
-4.57728864,3.96835188,0.03384752,0.38313124,0.11604739,0.19864212,2.09706450,1.05839058,0.85643633
-4.57128564,3.97071219,0.03223891,0.39257514,0.11410502,0.19440063,2.08202286,1.05456315,0.88397025
-4.56528264,3.97060901,0.03063380,0.40267371,0.11181864,0.18949234,2.06420887,1.05196230,0.91274618
-4.55927964,3.96976336,0.02905148,0.41355800,0.10925007,0.18402626,2.04461605,1.05140903,0.94289251
-4.55327664,3.96991028,0.02751130,0.42533556,0.10647282,0.17812102,2.02428393,1.05372532,0.97449338
-4.54727364,3.97272037,0.02603211,0.43808272,0.10356910,0.17190103,2.00425638,1.05970495,1.00757398
-4.54127064,3.97972163,0.02463178,0.45183772,0.10062641,0.16549239,1.98553904,1.07008283,1.04208776
-4.53526763,3.99222561,0.02332665,0.46659521,0.09773403,0.15901880,1.96905747,1.08550418,1.07790670
-4.52926463,4.01126165,0.02213108,0.48230248,0.09497926,0.15259768,1.95561809,1.10649467,1.11481528
-4.52326163,4.03752268,0.02105695,0.49885771,0.09244397,0.14633655,1.94587385,1.13343290,1.15250888
-4.51725863,4.07132538,0.02011332,0.51611065,0.09020125,0.14032989,1.94029592,1.16652650,1.19059711
-4.51125563,4.11258727,0.01930608,0.53386569,0.08831256,0.13465657,1.93915315,1.20579316,1.22861221
-4.50525263,4.16082195,0.01863778,0.55188755,0.08682542,0.12937803,1.94249988,1.25104774,1.26602249
-4.49924962,4.21515342,0.01810748,0.56990928,0.08577165,0.12453709,1.95017311,1.30189644,1.30225044
-4.49324662,4.27434913,0.01771079,0.58764254,0.08516644,0.12015758,1.96179889,1.35773871,1.33669489
