energy_ev,total_up,N_s_up,N_p_up,Os_p_up,Os_d_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up
-5.65182591,1.89069874,0.00807836,0.24728323,0.75729939,0.56913564,0.53069767,0.21108722,0.00635612,0.91345291
-5.64582291,1.98189935,0.00837250,0.26118379,0.79541814,0.58714545,0.56174752,0.22165138,0.00678758,0.96504318
-5.63981991,2.07881143,0.00870688,0.27558068,0.83476849,0.60761026,0.59400248,0.23271124,0.00722304,1.01909507
-5.63381691,2.17981037,0.00908571,0.29024453,0.87470981,0.63006037,0.62702317,0.24410196,0.00765580,1.07472309
-5.62781391,2.28316917,0.00951219,0.30493345,0.91456589,0.65400010,0.66033992,0.25564525,0.00807904,1.13099179
-5.62181091,2.38708748,0.00998834,0.31939713,0.95363775,0.67891582,0.69346075,0.26715240,0.00848594,1.18693259
-5.61580790,2.48972503,0.01051480,0.33338163,0.99121810,0.70428480,0.72588087,0.27842808,0.00886991,1.24156287
-5.60980490,2.58923856,0.01109074,0.34663476,1.02660734,0.72958474,0.75709307,0.28927449,0.00922469,1.29390655
-5.60380190,2.68382104,0.01171371,0.35891177,1.05913027,0.75430365,0.78659897,0.29949606,0.00954457,1.34301576
-5.59779890,2.77174187,0.01237962,0.36998125,1.08815296,0.77794994,0.81392044,0.30890424,0.00982450,1.38799267
-5.59179590,2.85138644,0.01308277,0.37963085,1.11309908,0.80006216,0.83861083,0.31732233,0.01006025,1.42801068
-5.58579290,2.92129354,0.01381588,0.38767266,1.13346500,0.82021823,0.86026562,0.32459013,0.01024850,1.46233418
-5.57978989,2.98018902,0.01457018,0.39394806,1.14883292,0.83804361,0.87853185,0.33056816,0.01038688,1.49033603
-5.57378689,3.02701440,0.01533563,0.39833166,1.15888162,0.85321831,0.89311612,0.33514126,0.01047408,1.51151214
-5.56778389,3.06094930,0.01610108,0.40073434,1.16339417,0.86548224,0.90379081,0.33822155,0.01050979,1.52549252
-5.56178089,3.08142681,0.01685451,0.40110513,1.16226251,0.87463895,0.91039816,0.33975046,0.01049466,1.53204841
-5.55577789,3.08814154,0.01758335,0.39943196,1.15548859,0.88055750,0.91285235,0.33969988,0.01043030,1.53109532
-5.54977489,3.08105009,0.01827478,0.39574114,1.14318219,0.88317259,0.91113935,0.33807241,0.01031911,1.52269201
-5.54377189,3.06036442,0.01891602,0.39009582,1.12555562,0.88248306,0.90531475,0.33490070,0.01016421,1.50703551
-5.53776888,3.02653865,0.01949474,0.38259329,1.10291557,0.87854882,0.89549978,0.33024594,0.00996928,1.48445259
-5.53176588,2.98025030,0.01999929,0.37336147,1.07565259,0.87148666,0.88187571,0.32419574,0.00973843,1.45538818
-5.52576288,2.92237699,0.02041911,0.36255462,1.04422876,0.86146507,0.86467704,0.31686132,0.00947605,1.42039135
-5.51975988,2.85396987,0.02074497,0.35034859,1.00916405,0.84869849,0.84418380,0.30837438,0.00918667,1.38009950
-5.51375688,2.77622507,0.02096923,0.33693572,0.97102210,0.83344125,0.82071331,0.29888367,0.00887485,1.33522143
-5.50775388,2.69045427,0.02108604,0.32251967,0.93039580,0.81598148,0.79461180,0.28855146,0.00854504,1.28651998
-5.50175088,2.59805551,0.02109154,0.30731034,0.88789334,0.79663517,0.76624618,0.27755001,0.00820151,1.23479482
-5.49574787,2.50048512,0.02098392,0.29151910,0.84412512,0.77574064,0.73599621,0.26605822,0.00784829,1.18086598
-5.48974487,2.39923146,0.02076347,0.27535440,0.79969176,0.75365339,0.70424730,0.25425846,0.00748912,1.12555839
-5.48374187,2.29579084,0.02043256,0.25901790,0.75517364,0.73074139,0.67138413,0.24233371,0.00712741,1.06968780
-5.47773887,2.19164580,0.01999556,0.24270126,0.71112199,0.70738075,0.63778507,0.23046494,0.00676629,1.01404834
-5.47173587,2.08824592,0.01945870,0.22658354,0.66805147,0.68395168,0.60381748,0.21882883,0.00640856,0.95940162
-5.46573287,1.98699071,0.01882991,0.21082918,0.62643453,0.66083457,0.56983392,0.20759574,0.00605678,0.90646742
-5.45972986,1.88921456,0.01811854,0.19558669,0.58669702,0.63840604,0.53616901,0.19692789,0.00571326,0.85591590
-5.45372686,1.79617318,0.01733511,0.18098785,0.54921527,0.61703483,0.50313705,0.18697772,0.00538011,0.80836113
-5.44772386,1.70903129,0.01649108,0.16714737,0.51431420,0.59707736,0.47103020,0.17788633,0.00505931,0.76435576
-5.44172086,1.62885118,0.01559845,0.15416305,0.48226642,0.57887296,0.44011698,0.16978204,0.00475270,0.72438668
-5.43571786,1.55658190,0.01466955,0.14211621,0.45329213,0.56273864,0.41064123,0.16277896,0.00446201,0.68887146
-5.42971486,1.49304891,0.01371668,0.13107236,0.42755955,0.54896352,0.38282123,0.15697549,0.00418891,0.65815549
-5.42371186,1.43894431,0.01275186,0.12108209,0.40518591,0.53780306,0.35684895,0.15245300,0.00393497,0.63250977
-5.41770885,1.39481766,0.01178657,0.11218203,0.38623884,0.52947308,0.33288953,0.14927433,0.00370169,0.61212918
-5.41170585,1.36106774,0.01083153,0.10439590,0.37073812,0.52414404,0.31108074,0.14748257,0.00349044,0.59713145
-5.40570285,1.33793560,0.00989651,0.09773553,0.35865777,0.52193564,0.29153261,0.14709979,0.00330249,0.58755676
-5.39969985,1.32549937,0.00899018,0.09220186,0.34992856,0.52291216,0.27432721,0.14812614,0.00313891,0.58336817
-5.39369685,1.32367137,0.00812001,0.08778598,0.34444091,0.52707873,0.25951857,0.15053913,0.00300059,0.58445287
-5.38769385,1.33219790,0.00729222,0.08447001,0.34204823,0.53437887,0.24713283,0.15429336,0.00288819,0.59062462
-5.38169085,1.35066221,0.00651174,0.08222807,0.34257078,0.54469348,0.23716872,0.15932069,0.00280205,0.60162727
-5.37568784,1.37849102,0.00578222,0.08102707,0.34580008,0.55784152,0.22959824,0.16553094,0.00274224,0.61713954
-5.36968484,1.41496472,0.00510612,0.08082756,0.35150374,0.57358238,0.22436782,0.17281320,0.00270846,0.63678115
-5.36368184,1.45923126,0.00448473,0.08158455,0.35943090,0.59162013,0.22139973,0.18103769,0.00270007,0.66012024
-5.35767884,1.51032368,0.00391833,0.08324822,0.36931792,0.61160939,0.22059391,0.19005832,0.00271605,0.68668194
-5.35167584,1.56718084,0.00340624,0.08576470,0.38089449,0.63316292,0.22183009,0.19971567,0.00275502,0.71595807
-5.34567284,1.62867090,0.00294703,0.08907674,0.39388977,0.65586045,0.22497019,0.20984056,0.00281524,0.74741762
-5.33966983,1.69361672,0.00253858,0.09312435,0.40803845,0.67925875,0.22986096,0.22025800,0.00289465,0.78051781
-5.33366683,1.76082253,0.00217828,0.09784543,0.42308664,0.70290231,0.23633675,0.23079126,0.00299089,0.81471535
-5.32766383,1.82910079,0.00186311,0.10317624,0.43879712,0.72633446,0.24422239,0.24126618,0.00310134,0.84947752
-5.32166083,1.89729838,0.00158984,0.10905182,0.45495392,0.74910851,0.25333595,0.25151531,0.00322320,0.88429280
-5.31565783,1.96432103,0.00135505,0.11540637,0.47136601,0.77079833,0.26349156,0.26138180,0.00335350,0.91868045
-5.30965483,2.02915526,0.00115533,0.12217339,0.48786979,0.79100827,0.27450192,0.27072292,0.00348923,0.95219900
-5.30365183,2.09088693,0.00098731,0.12928581,0.50433047,0.80938185,0.28618072,0.27941293,0.00362732,0.98445310
-5.29764882,2.14871584,0.00084776,0.13667605,0.52064209,0.82560905,0.29834470,0.28734539,0.00376478,1.01509865
-5.29164582,2.20196592,0.00073365,0.14427585,0.53672630,0.83943196,0.31081558,0.29443458,0.00389872,1.04384609
-5.28564282,2.25009090,0.00064218,0.15201624,0.55252996,0.85064868,0.32342157,0.30061619,0.00402645,1.07046176
-5.27963982,2.29267553,0.00057084,0.15982734,0.56802162,0.85911535,0.33599876,0.30584717,0.00414548,1.09476744
-5.27363682,2.32943244,0.00051741,0.16763825,0.58318730,0.86474640,0.34839223,0.31010488,0.00425360,1.11663824
-5.26763382,2.36019541,0.00047996,0.17537707,0.59802563,0.86751312,0.36045701,0.31338550,0.00434896,1.13599907
-5.26163082,2.38490954,0.00045684,0.18297091,0.61254276,0.86744068,0.37205895,0.31570192,0.00443001,1.15282005
-5.25562781,2.40361907,0.00044669,0.19034618,0.62674736,0.86460383,0.38307541,0.31708132,0.00449561,1.16711116
-5.24962481,2.41645391,0.00044842,0.19742902,0.64064610,0.85912162,0.39339604,0.31756240,0.00454500,1.17891657
-5.24362181,2.42361544,0.00046113,0.20414597,0.65423978,0.85115131,0.40292346,0.31719263,0.00457779,1.18830898
-5.23761881,2.42536276,0.00048414,0.21042490,0.66752046,0.84088183,0.41157393,0.31602563,0.00459401,1.19538428
-5.23161581,2.42199965,0.00051691,0.21619612,0.68046976,0.82852710,0.41927804,0.31411872,0.00459402,1.20025690
-5.22561281,2.41386317,0.00055901,0.22139371,0.69305842,0.81431930,0.42598136,0.31153092,0.00457852,1.20305589
-5.21960980,2.40131405,0.00061010,0.22595703,0.70524710,0.79850255,0.43164494,0.30832130,0.00454853,1.20392189
-5.21360680,2.38472897,0.00066984,0.22983228,0.71698838,0.78132691,0.43624575,0.30454788,0.00450528,1.20300497
-5.20760380,2.36449489,0.00073790,0.23297412,0.72822970,0.76304300,0.43977687,0.30026695,0.00445024,1.20046326
-5.20160080,2.34100495,0.00081389,0.23534722,0.73891703,0.74389718,0.44224738,0.29553282,0.00438500,1.19646205
-5.19559780,2.31465573,0.00089733,0.23692756,0.74899887,0.72412737,0.44368204,0.29039795,0.00431126,1.19117326
-5.18959480,2.28584530,0.00098764,0.23770365,0.75843025,0.70395958,0.44412044,0.28491329,0.00423071,1.18477484
-5.18359180,2.25497154,0.00108408,0.23767725,0.76717632,0.68360488,0.44361591,0.27912875,0.00414504,1.17744996
-5.17758879,2.22243023,0.00118576,0.23686377,0.77521512,0.66325698,0.44223397,0.27309378,0.00405584,1.16938550
-5.17158579,2.18861240,0.00129161,0.23529221,0.78253935,0.64309028,0.44005039,0.26685770,0.00396457,1.16076981
-5.16558279,2.15390072,0.00140040,0.23300458,0.78915670,0.62325829,0.43714901,0.26047002,0.00387249,1.15178954
-5.15957979,2.11866460,0.00151072,0.23005488,0.79508879,0.60389249,0.43361932,0.25398038,0.00378067,1.14262545
-5.15357679,2.08325415,0.00162103,0.22650757,0.80036869,0.58510148,0.42955386,0.24743826,0.00368995,1.13344741
-5.14757379,2.04799310,0.00172965,0.22243568,0.80503693,0.56697055,0.42504570,0.24089244,0.00360093,1.12440864
-5.14157079,2.01317104,0.00183481,0.21791859,0.80913662,0.54956157,0.42018598,0.23439010,0.00351396,1.11563962
-5.13556778,1.97903547,0.00193470,0.21303949,0.81270756,0.53291337,0.41506172,0.22797580,0.00342918,1.10724197
-5.12956478,1.94578432,0.00202750,0.20788286,0.81578018,0.51704248,0.40975390,0.22169033,0.00334652,1.09928276
-5.12356178,1.91355950,0.00211143,0.20253189,0.81836957,0.50194437,0.40433613,0.21556948,0.00326576,1.09178976
-5.11755878,1.88244203,0.00218485,0.19706596,0.82047002,0.48759518,0.39887357,0.20964298,0.00318655,1.08474792
-5.11155578,1.85244950,0.00224622,0.19155850,0.82205083,0.47395394,0.39342260,0.20393347,0.00310846,1.07809770
-5.10555278,1.82353602,0.00229424,0.18607507,0.82305351,0.46096524,0.38803074,0.19845590,0.00303105,1.07173531
-5.09954977,1.79559505,0.00232785,0.18067189,0.82339078,0.44856230,0.38273722,0.19321713,0.00295387,1.06551510
-5.09354677,1.76846507,0.00234627,0.17539490,0.82294766,0.43667029,0.37757376,0.18821594,0.00287655,1.05925425
-5.08754377,1.74193797,0.00234904,0.17027922,0.82158456,0.42520989,0.37256562,0.18344342,0.00279884,1.05273940
-5.08154077,1.71576971,0.00233605,0.16534918,0.81914229,0.41410087,0.36773282,0.17888373,0.00272057,1.04573520
-5.07553777,1.68969278,0.00230749,0.16061875,0.81544891,0.40326556,0.36309129,0.17451517,0.00264176,1.03799415
-5.06953477,1.66342968,0.00226392,0.15609240,0.81032779,0.39263199,0.35865387,0.17031152,0.00256258,1.02926742
-5.06353177,1.63670674,0.00220619,0.15176629,0.80360665,0.38213674,0.35443116,0.16624352,0.00248333,1.01931595
-5.05752876,1.60926741,0.00213545,0.14762967,0.79512694,0.37172712,0.35043188,0.16228045,0.00240447,1.00792129
-5.05152576,1.58088435,0.00205311,0.14366644,0.78475293,0.36136281,0.34666304,0.15839171,0.00232657,0.99489550
-5.04552276,1.55136957,0.00196075,0.13985670,0.77238017,0.35101676,0.34312961,0.15454827,0.00225028,0.98008975
-5.03951976,1.52058221,0.00186013,0.13617835,0.75794251,0.34067546,0.33983395,0.15072389,0.00217630,0.96340098
-5.03351676,1.48843358,0.00175310,0.13260844,0.74141761,0.33033844,0.33677489,0.14689620,0.00210535,0.94477644
-5.02751376,1.45488936,0.00164154,0.12912444,0.72283034,0.32001729,0.33394681,0.14304738,0.00203809,0.92421585
-5.02151076,1.41996896,0.00152736,0.12570520,0.70225406,0.30973415,0.33133860,0.13916462,0.00197515,0.90177126
-5.01550775,1.38374253,0.00141235,0.12233177,0.67980971,0.29951984,0.32893287,0.13524024,0.00191701,0.87754460
-5.00950475,1.34632570,0.00129825,0.11898787,0.65566281,0.28941185,0.32670542,0.13127154,0.00186406,0.85168326
-5.00350175,1.30787297,0.00118664,0.11566021,0.63001860,0.27945225,0.32462517,0.12726048,0.00181653,0.82437405
-4.99749875,1.26857010,0.00107891,0.11233859,0.60311558,0.26968571,0.32265455,0.12321310,0.00177450,0.79583600
-4.99149575,1.22862614,0.00097630,0.10901587,0.57521797,0.26015780,0.32075064,0.11913893,0.00173790,0.76631235
-4.98549275,1.18826582,0.00087982,0.10568781,0.54660746,0.25091355,0.31886672,0.11505027,0.00170652,0.73606243
-4.97948974,1.14772259,0.00079031,0.10235287,0.51757468,0.24199645,0.31695452,0.11096154,0.00168004,0.70535367
-4.97348674,1.10723280,0.00070837,0.09901196,0.48841081,0.23344782,0.31496681,0.10688867,0.00165804,0.67445419
-4.96748374,1.06703112,0.00063445,0.09566824,0.45939985,0.22530657,0.31286037,0.10284851,0.00164006,0.64362631
-4.96148074,1.02734731,0.00056880,0.09232689,0.43081165,0.21760922,0.31059894,0.09885847,0.00162562,0.61312113
-4.95547774,0.98840413,0.00051154,0.08899496,0.40289604,0.21039024,0.30815615,0.09493614,0.00161424,0.58317421
-4.94947474,0.95041635,0.00046264,0.08568119,0.37587825,0.20368238,0.30551800,0.09109909,0.00160550,0.55400248
-4.94347174,0.91359020,0.00042198,0.08239591,0.34995549,0.19751707,0.30268476,0.08736469,0.00159907,0.52580210
-4.93746873,0.87812325,0.00038932,0.07915088,0.32529490,0.19192462,0.29967215,0.08375000,0.00159473,0.49874723
-4.93146573,0.84420402,0.00036438,0.07595913,0.30203248,0.18693426,0.29651144,0.08027165,0.00159238,0.47298948
-4.92546273,0.81201114,0.00034681,0.07283474,0.28027316,0.18257375,0.29324861,0.07694571,0.00159206,0.44865772
-4.91945973,0.78171174,0.00033623,0.06979258,0.26009157,0.17886877,0.28994245,0.07378753,0.00159395,0.42585823
-4.91345673,0.75345890,0.00033225,0.06684793,0.24153349,0.17584182,0.28666151,0.07081146,0.00159837,0.40467477
-4.90745373,0.72738820,0.00033443,0.06401604,0.22461770,0.17351091,0.28348035,0.06803057,0.00160579,0.38516861
-4.90145073,0.70361336,0.00034237,0.06131165,0.20933814,0.17188797,0.28047492,0.06545623,0.00161679,0.36737848
-4.89544772,0.68222141,0.00035563,0.05874841,0.19566616,0.17097714,0.27771758,0.06309771,0.00163203,0.35132022
-4.88944472,0.66326756,0.00037379,0.05633832,0.18355288,0.17077312,0.27527202,0.06096174,0.00165230,0.33698649
-4.88344172,0.64677037,0.00039646,0.05409114,0.17293148,0.17125968,0.27318825,0.05905203,0.00167843,0.32434642
-4.87743872,0.63270765,0.00042324,0.05201388,0.16371949,0.17240858,0.27149817,0.05736898,0.00171137,0.31334551
-4.87143572,0.62101357,0.00045375,0.05011039,0.15582101,0.17417896,0.27021197,0.05590933,0.00175207,0.30390585
-4.86543272,0.61157738,0.00048766,0.04838098,0.14912898,0.17651738,0.26931552,0.05466607,0.00180162,0.29592686
-4.85942971,0.60424423,0.00052465,0.04682234,0.14352744,0.17935856,0.26876911,0.05362846,0.00186114,0.28928679
-4.85342671,0.59881810,0.00056445,0.04542749,0.13889386,0.18262689,0.26850755,0.05278223,0.00193187,0.28384487
-4.84742371,0.59506706,0.00060686,0.04418603,0.13510153,0.18623869,0.26844170,0.05211001,0.00201516,0.27944442
-4.84142071,0.59273063,0.00065173,0.04308445,0.13202206,0.19010516,0.26846141,0.05159193,0.00211251,0.27591665
-4.83541771,0.59152906,0.00069900,0.04210670,0.12952797,0.19413572,0.26843974,0.05120631,0.00222559,0.27308526
-4.82941471,0.59117400,0.00074868,0.04123488,0.12749526,0.19824192,0.26823815,0.05093060,0.00235623,0.27077151
-4.82341171,0.59138001,0.00080088,0.04044998,0.12580598,0.20234125,0.26771249,0.05074228,0.00250646,0.26879970
-4.81740870,0.59187632,0.00085581,0.03973272,0.12435066,0.20636099,0.26671946,0.05061984,0.00267850,0.26700269
-4.81140570,0.59241796,0.00091376,0.03906438,0.12303056,0.21024159,0.26512309,0.05054369,0.00287472,0.26522720
-4.80540270,0.59279575,0.00097513,0.03842761,0.12175954,0.21393945,0.26280099,0.05049695,0.00309764,0.26333860
-4.79939970,0.59284434,0.00104036,0.03780709,0.12046562,0.21742887,0.25964999,0.05046616,0.00334981,0.26122494
-4.79339670,0.59244781,0.00110999,0.03719014,0.11909191,0.22070292,0.25559085,0.05044166,0.00363375,0.25879998
-4.78739370,0.59154243,0.00118455,0.03656709,0.11759711,0.22377321,0.25057186,0.05041781,0.00395186,0.25600491
-4.78139070,0.59011630,0.00126457,0.03593152,0.11595535,0.22666846,0.24457109,0.05039294,0.00430622,0.25280890
-4.77538769,0.58820590,0.00135057,0.03528027,0.11415539,0.22943189,0.23759732,0.05036901,0.00469853,0.24920815
-4.76938469,0.58588968,0.00144293,0.03461324,0.11219939,0.23211758,0.22968944,0.05035105,0.00512986,0.24522378
-4.76338169,0.58327899,0.00154195,0.03393307,0.11010096,0.23478592,0.22091462,0.05034633,0.00560052,0.24089839
-4.75737869,0.58050706,0.00164773,0.03324462,0.10788301,0.23749845,0.21136525,0.05036346,0.00610990,0.23629176
-4.75137569,0.57771653,0.00176014,0.03255434,0.10557515,0.24031240,0.20115485,0.05041126,0.00665631,0.23147575
-4.74537269,0.57504634,0.00187884,0.03186959,0.10321101,0.24327515,0.19041330,0.05049769,0.00723685,0.22652882
-4.73936968,0.57261893,0.00200315,0.03119789,0.10082546,0.24641911,0.17928160,0.05062877,0.00784734,0.22153041
-4.73336668,0.57052837,0.00213213,0.03054625,0.09845207,0.24975723,0.16790637,0.05080758,0.00848223,0.21655557
-4.72736368,0.56883031,0.00226451,0.02992050,0.09612071,0.25327954,0.15643453,0.05103348,0.00913466,0.21167010
-4.72136068,0.56753431,0.00239872,0.02932476,0.09385560,0.25695083,0.14500830,0.05130153,0.00979646,0.20692648
-4.71535768,0.56659911,0.00253292,0.02876105,0.09167382,0.26070980,0.13376072,0.05160214,0.01045833,0.20236081
-4.70935468,0.56593107,0.00266502,0.02822903,0.08958433,0.26446977,0.12281196,0.05192108,0.01110999,0.19799091
-4.70335168,0.56538597,0.00279271,0.02772590,0.08758762,0.26812076,0.11226644,0.05223972,0.01174043,0.19381555
-4.69734867,0.56477398,0.00291359,0.02724652,0.08567579,0.27153316,0.10221084,0.05253563,0.01233819,0.18981504
-4.69134567,0.56386764,0.00302518,0.02678366,0.08383334,0.27456259,0.09271304,0.05278335,0.01289172,0.18595285
-4.68534267,0.56241217,0.00312503,0.02632833,0.08203826,0.27705575,0.08382196,0.05295546,0.01338970,0.18217825
-4.67933967,0.56013777,0.00321078,0.02587032,0.08026356,0.27885711,0.07556814,0.05302372,0.01382142,0.17842975
-4.67333667,0.55677296,0.00328029,0.02539877,0.07847910,0.27981579,0.06796500,0.05296039,0.01417718,0.17463914
-4.66733367,0.55205831,0.00333167,0.02490274,0.07665347,0.27979260,0.06101066,0.05273949,0.01444857,0.17073580
-4.66133067,0.54575978,0.00336338,0.02437189,0.07475604,0.27866659,0.05469012,0.05233802,0.01462884,0.16665108
-4.65532766,0.53768094,0.00337429,0.02379701,0.07275874,0.27634095,0.04897775,0.05173712,0.01471311,0.16232241
-4.64932466,0.52767338,0.00336371,0.02317057,0.07063785,0.27274785,0.04383975,0.05092294,0.01469859,0.15769713
-4.64332166,0.51564487,0.00333143,0.02248715,0.06837537,0.26785208,0.03923669,0.04988741,0.01458469,0.15273551
