energy_ev,total_up,Pt_p_up,Pt_d_up,Se_s_up,Se_p_up,Si_p_up,Si_d_up
-5.50175088,9.01014108,2.00876235,6.80210048,0.09242812,0.90427338,2.12465365,0.00000000
-5.49574787,8.86112462,1.96003347,6.70367352,0.08749307,0.88787276,2.11065639,0.00000000
-5.48974487,8.72782746,1.91392856,6.61724829,0.08269030,0.87394151,2.09864262,0.00000000
-5.48374187,8.61411176,1.87142456,6.54574474,0.07807912,0.86282536,2.08947800,0.00000000
-5.47773887,8.52317386,1.83340417,6.49153498,0.07371274,0.85481170,2.08390279,0.00000000
-5.47173587,8.45744849,1.80062404,6.45637283,0.06963742,0.85012153,2.08250107,0.00000000
-5.46573287,8.41854166,1.77368723,6.44134726,0.06589180,0.84890347,2.08567678,0.00000000
-5.45972986,8.40719482,1.75302135,6.44686120,0.06250650,0.85123013,2.09363778,0.00000000
-5.45372686,8.42328095,1.73886295,6.47263641,0.05950387,0.85709680,2.10638867,0.00000000
-5.44772386,8.46583211,1.73124885,6.51774356,0.05689799,0.86642228,2.12373263,0.00000000
-5.44172086,8.53309650,1.73001477,6.58065571,0.05469485,0.87905168,2.14528211,0.00000000
-5.43571786,8.62262149,1.73480107,6.65932214,0.05289262,0.89476103,2.17047777,0.00000000
-5.42971486,8.73135828,1.74506540,6.75125877,0.05148212,0.91326322,2.19861449,0.00000000
-5.42371186,8.85578266,1.76010160,6.85365033,0.05044737,0.93421510,2.22887309,0.00000000
-5.41770885,8.99202599,1.77906390,6.96345930,0.04976623,0.95722530,2.26035602,0.00000000
-5.41170585,9.13600997,1.80099550,7.07753617,0.04941106,0.98186261,2.29212492,0.00000000
-5.40570285,9.28357913,1.82486011,7.19272600,0.04934951,1.00766451,2.32323827,0.00000000
-5.39969985,9.43062524,1.84957522,7.30596625,0.04954525,1.03414579,2.35278698,0.00000000
-5.39369685,9.57319871,1.87404569,7.41437196,0.04995880,1.06080709,2.37992612,0.00000000
-5.38769385,9.70760304,1.89719641,7.51530504,0.05054828,1.08714323,2.40390146,0.00000000
-5.38169085,9.83046956,1.91800281,7.60642547,0.05127026,1.11265137,2.42406941,0.00000000
-5.37568784,9.93881119,1.93551813,7.68572372,0.05208057,1.13683908,2.43990981,0.00000000
-5.36968484,10.03005523,1.94889676,7.75153447,0.05293504,1.15923225,2.45103137,0.00000000
-5.36368184,10.10205648,1.95741297,7.80253333,0.05379038,1.17938307,2.45716986,0.00000000
-5.35767884,10.15309322,1.96047480,7.83771887,0.05460488,1.19687790,2.45817991,0.00000000
-5.35167584,10.18184940,1.95763294,7.85638335,0.05533921,1.21134539,2.45402142,0.00000000
-5.34567284,10.18738716,1.94858495,7.85807596,0.05595712,1.22246446,2.44474207,0.00000000
-5.33966983,10.16911377,1.93317500,7.84256271,0.05642613,1.22997244,2.43045748,0.00000000
-5.33366683,10.12674743,1.91138977,7.80978681,0.05671813,1.23367282,2.41133067,0.00000000
-5.32766383,10.06028557,1.88335122,7.75983346,0.05680993,1.23344283,2.38755262,0.00000000
-5.32166083,9.96997894,1.84930667,7.69290182,0.05668371,1.22924024,2.35932515,0.00000000
-5.31565783,9.85631348,1.80961724,7.60928640,0.05632739,1.22110925,2.32684745,0.00000000
-5.30965483,9.72000138,1.76474492,7.50936909,0.05573483,1.20918507,2.29030718,0.00000000
-5.30365183,9.56198096,1.71523912,7.39362181,0.05490597,1.19369685,2.24987630,0.00000000
-5.29764882,9.38342454,1.66172300,7.26261891,0.05384679,1.17496856,2.20571195,0.00000000
-5.29164582,9.18575195,1.60487989,7.11705734,0.05256912,1.15341759,2.15796170,0.00000000
-5.28564282,8.97064688,1.54544008,6.95778196,0.05109038,1.12955071,2.10677255,0.00000000
-5.27963982,8.74007247,1.48416797,6.78581275,0.04943315,1.10395738,2.05230257,0.00000000
-5.27363682,8.49628262,1.42184959,6.60237034,0.04762458,1.07730004,1.99473389,0.00000000
-5.26763382,8.24182517,1.35928044,6.40889640,0.04569578,1.05030179,1.93428561,0.00000000
-5.26163082,7.97953399,1.29725347,6.20706562,0.04368108,1.02373124,1.87122548,0.00000000
-5.25562781,7.71250723,1.23654709,5.99878673,0.04161722,0.99838506,1.80587878,0.00000000
-5.24962481,7.44407032,1.17791325,5.78619045,0.03954252,0.97506848,1.73863377,0.00000000
-5.24362181,7.17772303,1.12206536,5.57160355,0.03749601,0.95457429,1.66994268,0.00000000
-5.23761881,6.91707129,1.06966631,5.35750896,0.03551658,0.93766088,1.60031798,0.00000000
-5.23161581,6.66574558,1.02131667,5.14649298,0.03364217,0.92503011,1.53032396,0.00000000
-5.22561281,6.42730866,0.97754322,4.94118150,0.03190896,0.91730557,1.46056386,0.00000000
-5.21960980,6.20515642,0.93878829,4.74416811,0.03035064,0.91501212,1.39166319,0.00000000
-5.21360680,6.00241631,0.90540025,4.55793744,0.02899780,0.91855743,1.32425040,0.00000000
-5.20760380,5.82184817,0.87762543,4.38478772,0.02787733,0.92821621,1.25893567,0.00000000
-5.20160080,5.66575242,0.85560216,4.22675633,0.02701194,0.94411784,1.19628940,0.00000000
-5.19559780,5.53589046,0.83935715,4.08555249,0.02641982,0.96623808,1.13682147,0.00000000
-5.18959480,5.43342141,0.82880457,3.96250056,0.02611438,0.99439511,1.08096257,0.00000000
-5.18359180,5.35885907,0.82374823,3.85849700,0.02610403,1.02825050,1.02904865,0.00000000
-5.17758879,5.31205149,0.82388690,3.77398340,0.02639219,1.06731510,0.98130931,0.00000000
-5.17158579,5.29218483,0.82882283,3.70893694,0.02697731,1.11095999,0.93786083,0.00000000
-5.16558279,5.29781203,0.83807342,3.66287902,0.02785304,1.15843218,0.89870415,0.00000000
-5.15957979,5.32690523,0.85108563,3.63490160,0.02900853,1.20887484,0.86372779,0.00000000
-5.15357679,5.37693030,0.86725295,3.62371004,0.03042875,1.26135142,0.83271550,0.00000000
-5.14757379,5.44494038,0.88593421,3.62768044,0.03209500,1.31487301,0.80535824,0.00000000
-5.14157079,5.52768448,0.90647377,3.64492879,0.03398552,1.36842800,0.78126958,0.00000000
-5.13556778,5.62172691,0.92822218,3.67338865,0.03607608,1.42101322,0.76000388,0.00000000
-5.12956478,5.72357221,0.95055680,3.71089384,0.03834079,1.47166524,0.74107615,0.00000000
-5.12356178,5.82979066,0.97290138,3.75526252,0.04075285,1.51949107,0.72398260,0.00000000
-5.11755878,5.93713907,0.99474401,3.80437889,0.04328546,1.56369675,0.70822085,0.00000000
-5.11155578,6.04267210,1.01565262,3.85626914,0.04591261,1.60361317,0.69330904,0.00000000
-5.10555278,6.14383964,1.03528755,3.90916869,0.04861003,1.63871779,0.67880276,0.00000000
-5.09954977,6.23856660,1.05341058,3.96157794,0.05135593,1.66865169,0.66430940,0.00000000
-5.09354677,6.32531235,1.06989013,4.01230492,0.05413183,1.69323110,0.64949929,0.00000000
-5.08754377,6.40310774,1.08470245,4.06049329,0.05692318,1.71245303,0.63411340,0.00000000
-5.08154077,6.47156900,1.09792869,4.10563532,0.05971990,1.72649476,0.61796749,0.00000000
-5.07553777,6.53088844,1.10974811,4.14756993,0.06251676,1.73570714,0.60095282,0.00000000
-5.06953477,6.58180318,1.12042766,4.18646652,0.06531355,1.74060194,0.58303359,0.00000000
-5.06353177,6.62554374,1.13030837,4.22279612,0.06811509,1.74183382,0.56424165,0.00000000
-5.05752876,6.66376536,1.13978917,4.25729155,0.07093105,1.74017740,0.54466883,0.00000000
-5.05152576,6.69846532,1.14930884,4.29089898,0.07377548,1.73650052,0.52445747,0.00000000
-5.04552276,6.73189007,1.15932674,4.32472323,0.07666626,1.73173444,0.50378985,0.00000000
-5.03951976,6.76643629,1.17030335,4.35996958,0.07962431,1.72684239,0.48287702,0.00000000
-5.03351676,6.80454989,1.18268104,4.39788457,0.08267274,1.72278724,0.46194753,0.00000000
-5.02751376,6.84862699,1.19686622,4.43969821,0.08583582,1.72049986,0.44123677,0.00000000
-5.02151076,6.90092066,1.21321334,4.48656996,0.08913796,1.72084890,0.42097708,0.00000000
-5.01550775,6.96345655,1.23201133,4.53954026,0.09260274,1.72461334,0.40138910,0.00000000
-5.00950475,7.03796012,1.25347313,4.59948909,0.09625185,1.73245839,0.38267464,0.00000000
-5.00350175,7.12579763,1.27772838,4.66710274,0.10010435,1.74491579,0.36501093,0.00000000
-4.99749875,7.22793208,1.30481975,4.74284915,0.10417584,1.76236876,0.34854665,0.00000000
-4.99149575,7.34489483,1.33470271,4.82696231,0.10847804,1.78504224,0.33339932,0.00000000
-4.98549275,7.47677284,1.36724862,4.91943513,0.11301839,1.81299827,0.31965418,0.00000000
-4.97948974,7.62321081,1.40225109,5.02002047,0.11780000,1.84613681,0.30736428,0.00000000
-4.97348674,7.78342704,1.43943489,5.12823930,0.12282168,1.88420140,0.29655160,0.00000000
-4.96748374,7.95624134,1.47846710,5.24339486,0.12807832,1.92678965,0.28720903,0.00000000
-4.96148074,8.14011305,1.51896996,5.36459178,0.13356125,1.97336767,0.27930288,0.00000000
-4.95547774,8.33318694,1.56053459,5.49075880,0.13925886,2.02328807,0.27277593,0.00000000
-4.94947474,8.53334488,1.60273517,5.62067393,0.14515724,2.07581063,0.26755062,0.00000000
-4.94347174,8.73826099,1.64514277,5.75299098,0.15124083,2.13012496,0.26353244,0.00000000
-4.93746873,8.94545837,1.68733846,5.88626659,0.15749305,2.18537426,0.26061333,0.00000000
-4.93146573,9.15236557,1.72892507,6.01898697,0.16389682,2.24067953,0.25867494,0.00000000
-4.92546273,9.35637146,1.76953736,6.14959400,0.17043501,2.29516325,0.25759191,0.00000000
-4.91945973,9.55487713,1.80885020,6.27651027,0.17709070,2.34797213,0.25723491,0.00000000
-4.91345673,9.74534432,1.84658488,6.39816315,0.18384724,2.39829806,0.25747358,0.00000000
-4.90745373,9.92533968,1.88251327,6.51300788,0.19068824,2.44539687,0.25817932,0.00000000
-4.90145073,10.09257488,1.91646026,6.61954989,0.19759727,2.48860447,0.25922786,0.00000000
-4.89544772,10.24494240,1.94830450,6.71636666,0.20455753,2.52735013,0.26050170,0.00000000
-4.88944472,10.38054744,1.97797785,6.80212935,0.21155143,2.56116655,0.26189232,0.00000000
-4.88344172,10.49773609,2.00546391,6.87562429,0.21856006,2.58969697,0.26330213,0.00000000
-4.87743872,10.59512019,2.03079602,6.93577457,0.22556275,2.61269896,0.26464620,0.00000000
-4.87143572,10.67159898,2.05405490,6.98166141,0.23253667,2.63004544,0.26585362,0.00000000
-4.86543272,10.72637777,2.07536651,7.01254522,0.23945660,2.64172288,0.26686852,0.00000000
-4.85942971,10.75898357,2.09489999,7.02788571,0.24629482,2.64782699,0.26765066,0.00000000
-4.85342671,10.76927731,2.11286605,7.02736052,0.25302123,2.64855638,0.26817568,0.00000000
-4.84742371,10.75746223,2.12951544,7.01088130,0.25960368,2.64420431,0.26843474,0.00000000
-4.84142071,10.72408783,2.14513756,6.97860662,0.26600851,2.63514901,0.26843390,0.00000000
-4.83541771,10.67004842,2.16005873,6.93095037,0.27220131,2.62184278,0.26819285,0.00000000
-4.82941471,10.59657550,2.17463977,6.86858485,0.27814776,2.60480023,0.26774345,0.00000000
-4.82341171,10.50522297,2.18927237,6.79243757,0.28381463,2.58458583,0.26712773,0.00000000
-4.81740870,10.39784435,2.20437388,6.70368108,0.28917075,2.56180089,0.26639571,0.00000000
-4.81140570,10.27656151,2.22037999,6.60371517,0.29418796,2.53707033,0.26560299,0.00000000
-4.80540270,10.14372451,2.23773500,6.49414155,0.29884192,2.51102911,0.26480817,0.00000000
-4.79939970,10.00186263,2.25687967,6.37673083,0.30311270,2.48430860,0.26407031,0.00000000
-4.79339670,9.85362730,2.27823647,6.25338269,0.30698514,2.45752291,0.26344640,0.00000000
-4.78739370,9.70172789,2.30219280,6.12607996,0.31044889,2.43125538,0.26298897,0.00000000
-4.78139070,9.54886208,2.32908250,5.99683811,0.31349817,2.40604542,0.26274396,0.00000000
-4.77538769,9.39764294,2.35916661,5.86765184,0.31613116,2.38237588,0.26274889,0.00000000
-4.76938469,9.25052528,2.39261424,5.74044059,0.31834916,2.36066131,0.26303138,0.00000000
-4.76338169,9.10973426,2.42948482,5.61699530,0.32015551,2.34123743,0.26360805,0.00000000
-4.75737869,8.97719930,2.46971288,5.49892862,0.32155435,2.32435225,0.26448387,0.00000000
-4.75137569,8.85449639,2.51309650,5.38763059,0.32254936,2.31015922,0.26565200,0.00000000
-4.74537269,8.74280186,2.55929073,5.28423217,0.32314250,2.29871281,0.26709400,0.00000000
-4.73936968,8.64286005,2.60780661,5.18957800,0.32333295,2.28996690,0.26878049,0.00000000
-4.73336668,8.55496697,2.65801650,5.10421016,0.32311627,2.28377631,0.27067228,0.00000000
-4.72736368,8.47897138,2.70916608,5.02836356,0.32248390,2.27990150,0.27272171,0.00000000
-4.72136068,8.41429361,2.76039256,4.96197353,0.32142306,2.27801669,0.27487445,0.00000000
-4.71535768,8.35996196,2.81074881,4.90469541,0.31991710,2.27772101,0.27707140,0.00000000
-4.70935468,8.31466540,2.85923226,4.85593540,0.31794626,2.27855270,0.27925082,0.00000000
-4.70335168,8.27682041,2.90481739,4.81489144,0.31548888,2.28000559,0.28135053,0.00000000
-4.69734867,8.24464935,2.94649018,4.78060233,0.31252298,2.28154758,0.28331012,0.00000000
-4.69134567,8.21626672,2.98328280,4.75200304,0.30902806,2.28264018,0.28507309,0.00000000
-4.68534267,8.18976980,3.01430697,4.72798371,0.30498721,2.28275857,0.28658887,0.00000000
-4.67933967,8.16332945,3.03878413,4.70744976,0.30038914,2.28141119,0.28781465,0.00000000
-4.67333667,8.13527728,3.05607118,4.68938054,0.29523023,2.27815833,0.28871692,0.00000000
-4.66733367,8.10418534,3.06568054,4.67288383,0.28951645,2.27262880,0.28927284,0.00000000
-4.66133067,8.06893506,3.06729389,4.65724391,0.28326482,2.26453427,0.28947115,0.00000000
-4.65532766,8.02877269,3.06076912,4.64196104,0.27650462,2.25368074,0.28931291,0.00000000
-4.64932466,7.98334916,3.04614078,4.62678076,0.26927810,2.23997683,0.28881180,0.00000000
-4.64332166,7.93274287,3.02361428,4.61171160,0.26164054,2.22343877,0.28799413,0.00000000
-4.63731866,7.87746513,2.99355485,4.59703066,0.25365995,2.20419203,0.28689860,0.00000000
-4.63131566,7.81844800,2.95647224,4.58327659,0.24541606,2.18246973,0.28557567,0.00000000
-4.62531266,7.75701578,2.91300239,4.57123044,0.23699892,2.15860796,0.28408668,0.00000000
-4.61930965,7.69484128,2.86388721,4.56188510,0.22850695,2.13303846,0.28250277,0.00000000
-4.61330665,7.63388891,2.80995387,4.55640456,0.22004469,2.10627874,0.28090341,0.00000000
-4.60730365,7.57634705,2.75209433,4.55607469,0.21172027,2.07892018,0.27937481,0.00000000
-4.60130065,7.52455197,2.69124611,4.56224755,0.20364266,2.05161427,0.27800805,0.00000000
-4.59529765,7.48090649,2.62837469,4.57628149,0.19591889,2.02505743,0.27689693,0.00000000
-4.58929465,7.44779574,2.56445772,4.59947941,0.18865132,1.99997459,0.27613567,0.00000000
-4.58329165,7.42750320,2.50047108,4.63302788,0.18193504,1.97710182,0.27581640,0.00000000
-4.57728864,7.42212948,2.43737646,4.67793937,0.17585550,1.95716828,0.27602643,0.00000000
-4.57128564,7.43351635,2.37610992,4.73500016,0.17048639,1.94087771,0.27684548,0.00000000
-4.56528264,7.46317852,2.31757106,4.80472593,0.16588801,1.92888971,0.27834271,0.00000000
-4.55927964,7.51224476,2.26261208,4.88732685,0.16210588,1.92180118,0.28057391,0.00000000
-4.55327664,7.58141052,2.21202646,4.98268363,0.15916988,1.92012823,0.28357862,0.00000000
-4.54727364,7.67090286,2.16653683,5.09033535,0.15709373,1.92428903,0.28737760,0.00000000
-4.54127064,7.78045901,2.12678201,5.20947956,0.15587495,1.93458797,0.29197054,0.00000000
-4.53526763,7.90931882,2.09330331,5.33898447,0.15549517,1.95120175,0.29733421,0.00000000
-4.52926463,8.05623111,2.06653050,5.47741252,0.15592073,1.97416791,0.30342125,0.00000000
-4.52326163,8.21947384,2.04676811,5.62305432,0.15710368,2.00337631,0.31015952,0.00000000
-4.51725863,8.39688694,2.03418263,5.77397118,0.15898296,2.03856409,0.31745240,0.00000000
-4.51125563,8.58591689,2.02879171,5.92804441,0.16148576,2.07931450,0.32517973,0.00000000
-4.50525263,8.78367138,2.03045608,6.08302921,0.16452911,2.12506006,0.33319982,0.00000000
-4.49924962,8.98698230,2.03887515,6.23661081,0.16802150,2.17509004,0.34135221,0.00000000
-4.49324662,9.19247505,2.05358700,6.38646067,0.17186453,2.22856245,0.34946132,0.00000000
-4.48724362,9.39664190,2.07397323,6.53029053,0.17595468,2.28452037,0.35734079,0.00000000
-4.48124062,9.59591745,2.09926906,6.66590243,0.18018499,2.34191216,0.36479849,0.00000000
-4.47523762,9.78675378,2.12857860,6.79123327,0.18444675,2.39961515,0.37164190,0.00000000
-4.46923462,9.96569352,2.16089508,6.90439258,0.18863116,2.45646214,0.37768378,0.00000000
-4.46323162,10.12943887,2.19512542,7.00369295,0.19263095,2.51126977,0.38274780,0.00000000
-4.45722861,10.27491517,2.23011838,7.08767283,0.19634194,2.56286787,0.38667404,0.00000000
-4.45122561,10.39932762,2.26469522,7.15511189,0.19966460,2.61012888,0.38932397,0.00000000
-4.44522261,10.50021038,2.29768174,7.20503942,0.20250555,2.65199628,0.39058485,0.00000000
-4.43921961,10.57546733,2.32794050,7.23673673,0.20477905,2.68751099,0.39037329,0.00000000
-4.43321661,10.62340420,2.35440191,7.24973440,0.20640836,2.71583503,0.38863785,0.00000000
-4.42721361,10.64275202,2.37609310,7.24380576,0.20732715,2.73627149,0.38536057,0.00000000
-4.42121061,10.63268202,2.39216349,7.21895743,0.20748074,2.74828035,0.38055738,0.00000000
-4.41520760,10.59281239,2.40190624,7.17541828,0.20682720,2.75148960,0.37427742,0.00000000
-4.40920460,10.52320724,2.40477481,7.11362739,0.20533840,2.74570147,0.36660128,0.00000000
-4.40320160,10.42436839,2.40039436,7.03422196,0.20300071,2.73089379,0.35763827,0.00000000
-4.39719860,10.29722049,2.38856765,6.93802534,0.19981555,2.70721640,0.34752285,0.00000000
-4.39119560,10.14309019,2.36927554,6.82603557,0.19579959,2.67498325,0.33641041,0.00000000
-4.38519260,9.96367974,2.34267228,6.69941430,0.19098465,2.63466031,0.32447257,0.00000000
-4.37918959,9.76103586,2.30907600,6.55947588,0.18541722,2.58685011,0.31189213,0.00000000
-4.37318659,9.53751428,2.26895490,6.40767630,0.17915762,2.53227348,0.29885803,0.00000000
-4.36718359,9.29574069,2.22290981,6.24560154,0.17227877,2.47174925,0.28556025,0.00000000
-4.36118059,9.03856869,2.17165384,6.07495501,0.16486463,2.40617260,0.27218514,0.00000000
-4.35517759,8.76903548,2.11598981,5.89754360,0.15700834,2.33649295,0.25891097,0.00000000
-4.34917459,8.49031608,2.05678631,5.71526225,0.14881008,2.26369196,0.24590413,0.00000000
-4.34317159,8.20567675,1.99495310,5.53007675,0.14037477,2.18876234,0.23331588,0.00000000
-4.33716858,7.91842876,1.93141660,5.34400505,0.13180968,2.11268820,0.22127973,0.00000000
-4.33116558,7.63188314,1.86709618,5.15909708,0.12322202,2.03642726,0.20990954,0.00000000
-4.32516258,7.34930749,1.80288196,4.97741344,0.11471664,1.96089544,0.19929834,0.00000000
-4.31915958,7.07388572,1.73961471,4.80100353,0.10639391,1.88695412,0.18951773,0.00000000
-4.31315658,6.80868141,1.67806830,4.63188336,0.09834784,1.81540028,0.18061803,0.00000000
-4.30715358,6.55660553,1.61893537,4.47201372,0.09066458,1.74695958,0.17262887,0.00000000
