energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Hf_p_up,Hf_d_up,Te_p_up,Te_d_up
-5.51975988,1.27181270,0.22589441,0.24458242,0.00495782,0.38586668,0.51142017,0.52022600,0.16409983,0.00000000
-5.51375688,1.24942389,0.24741323,0.24803227,0.00470340,0.37059355,0.51211396,0.49327472,0.16263781,0.00000000
-5.50775388,1.23064282,0.27143328,0.25254215,0.00445629,0.35583551,0.51463152,0.46690136,0.16208260,0.00000000
-5.50175088,1.21615154,0.29805041,0.25818243,0.00421994,0.34183007,0.51914425,0.44151323,0.16259080,0.00000000
-5.49574787,1.20645903,0.32733605,0.26498646,0.00399709,0.32876314,0.52574771,0.41745349,0.16430246,0.00000000
-5.48974487,1.20189243,0.35933494,0.27294996,0.00378972,0.31676598,0.53445949,0.39499563,0.16733889,0.00000000
-5.48374187,1.20259616,0.39406334,0.28203184,0.00359903,0.30591452,0.54522046,0.37434114,0.17180091,0.00000000
-5.47773887,1.20853838,0.43150767,0.29215668,0.00342548,0.29623117,0.55789916,0.35562002,0.17776780,0.00000000
-5.47173587,1.21952416,0.47162318,0.30321837,0.00326883,0.28768870,0.57229907,0.33889407,0.18529650,0.00000000
-5.46573287,1.23521433,0.51433274,0.31508493,0.00312822,0.28021610,0.58816829,0.32416258,0.19442124,0.00000000
-5.45972986,1.25514861,0.55952542,0.32760413,0.00300227,0.27370593,0.60521100,0.31136986,0.20515322,0.00000000
-5.45372686,1.27877173,0.60705476,0.34060956,0.00288920,0.26802279,0.62310017,0.30041423,0.21748051,0.00000000
-5.44772386,1.30546110,0.65673676,0.35392689,0.00278693,0.26301249,0.64149065,0.29115793,0.23136782,0.00000000
-5.44172086,1.33455441,0.70834746,0.36737997,0.00269321,0.25851132,0.66003227,0.28343733,0.24675633,0.00000000
-5.43571786,1.36537603,0.76162031,0.38079644,0.00260576,0.25435512,0.67838199,0.27707309,0.26356341,0.00000000
-5.42971486,1.39726089,0.81624351,0.39401269,0.00252233,0.25038775,0.69621481,0.27187969,0.28168238,0.00000000
-5.42371186,1.42957505,0.87185760,0.40687792,0.00244085,0.24646841,0.71323297,0.26767404,0.30098234,0.00000000
-5.41770885,1.46173229,0.92805366,0.41925713,0.00235949,0.24247779,0.72917299,0.26428290,0.32130821,0.00000000
-5.41170585,1.49320642,0.98437267,0.43103315,0.00227670,0.23832263,0.74381064,0.26154885,0.34248116,0.00000000
-5.40570285,1.52353914,1.04030628,0.44210755,0.00219128,0.23393874,0.75696362,0.25933468,0.36429948,0.00000000
-5.39969985,1.55234396,1.09529968,0.45240065,0.00210240,0.22929230,0.76849219,0.25752634,0.38654021,0.00000000
-5.39369685,1.57930631,1.14875677,0.46185073,0.00200959,0.22437964,0.77829801,0.25603435,0.40896155,0.00000000
-5.38769385,1.60418078,1.20004800,0.47041263,0.00191274,0.21922546,0.78632138,0.25479381,0.43130618,0.00000000
-5.38169085,1.62678601,1.24852105,0.47805594,0.00181208,0.21387987,0.79253753,0.25376333,0.45330555,0.00000000
-5.37568784,1.64699819,1.29351425,0.48476306,0.00170811,0.20841427,0.79695206,0.25292290,0.47468515,0.00000000
-5.36968484,1.66474380,1.33437255,0.49052722,0.00160158,0.20291653,0.79959622,0.25227108,0.49517057,0.00000000
-5.36368184,1.67999236,1.37046564,0.49535074,0.00149344,0.19748563,0.80052230,0.25182165,0.51449436,0.00000000
-5.35767884,1.69274977,1.40120745,0.49924364,0.00138476,0.19222608,0.79979937,0.25160006,0.53240327,0.00000000
-5.35167584,1.70305254,1.42607644,0.50222265,0.00127668,0.18724240,0.79750968,0.25163969,0.54866573,0.00000000
-5.34567284,1.71096314,1.44463546,0.50431062,0.00117039,0.18263391,0.79374588,0.25197836,0.56307917,0.00000000
-5.33966983,1.71656666,1.45655044,0.50553646,0.00106702,0.17849007,0.78860900,0.25265495,0.57547677,0.00000000
-5.33366683,1.71996849,1.46160662,0.50593526,0.00096767,0.17488641,0.78220716,0.25370647,0.58573340,0.00000000
-5.32766383,1.72129276,1.45972156,0.50554880,0.00087331,0.17188143,0.77465493,0.25516552,0.59377033,0.00000000
-5.32166083,1.72068141,1.45095379,0.50442603,0.00078482,0.16951427,0.76607306,0.25705816,0.59955836,0.00000000
-5.31565783,1.71829325,1.43550674,0.50262351,0.00070291,0.16780337,0.75658843,0.25940232,0.60311926,0.00000000
-5.30965483,1.71430271,1.41372716,0.50020560,0.00062814,0.16674610,0.74633393,0.26220657,0.60452527,0.00000000
-5.30365183,1.70889797,1.38609809,0.49724429,0.00056093,0.16631916,0.73544803,0.26546934,0.60389667,0.00000000
-5.29764882,1.70227810,1.35322641,0.49381857,0.00050153,0.16647994,0.72407389,0.26917849,0.60139742,0.00000000
-5.29164582,1.69464914,1.31582531,0.49001317,0.00045006,0.16716839,0.71235786,0.27331116,0.59722897,0.00000000
-5.28564282,1.68621886,1.27469241,0.48591681,0.00040649,0.16830965,0.70044728,0.27783393,0.59162266,0.00000000
-5.27963982,1.67719057,1.23068450,0.48161982,0.00037068,0.16981693,0.68848755,0.28270311,0.58483078,0.00000000
-5.27363682,1.66775593,1.18468983,0.47721130,0.00034236,0.17159485,0.67661865,0.28786527,0.57711692,0.00000000
-5.26763382,1.65808716,1.13759939,0.47277593,0.00032119,0.17354278,0.66497114,0.29325786,0.56874578,0.00000000
-5.26163082,1.64832919,1.09027823,0.46839056,0.00030673,0.17555829,0.65366188,0.29881002,0.55997321,0.00000000
-5.25562781,1.63859199,1.04353834,0.46412079,0.00029848,0.17754046,0.64278975,0.30444344,0.55103662,0.00000000
-5.24962481,1.62894386,0.99811408,0.46001769,0.00029590,0.17939293,0.63243160,0.31007342,0.54214642,0.00000000
-5.24362181,1.61940602,0.95464127,0.45611501,0.00029838,0.18102677,0.62263872,0.31561009,0.53347872,0.00000000
-5.23761881,1.60994913,0.91364087,0.45242691,0.00030531,0.18236284,0.61343419,0.32095976,0.52516977,0.00000000
-5.23161581,1.60049203,0.87550782,0.44894656,0.00031603,0.18333387,0.60481116,0.32602655,0.51731224,0.00000000
-5.22561281,1.59090322,0.84050536,0.44564560,0.00032989,0.18388602,0.59673254,0.33071418,0.50995353,0.00000000
-5.21960980,1.58100511,0.80876506,0.44247470,0.00034623,0.18398008,0.58913196,0.33492813,0.50309632,0.00000000
-5.21360680,1.57058128,0.78029226,0.43936521,0.00036442,0.18359223,0.58191624,0.33857790,0.49670108,0.00000000
-5.20760380,1.55938655,0.75497669,0.43623194,0.00038382,0.18271445,0.57496934,0.34157970,0.49069063,0.00000000
-5.20160080,1.54715957,0.73260746,0.43297689,0.00040385,0.18135452,0.56815762,0.34385917,0.48495638,0.00000000
-5.19559780,1.53363766,0.71289175,0.42949393,0.00042399,0.17953577,0.56133629,0.34535436,0.47936607,0.00000000
-5.18959480,1.51857318,0.69547619,0.42567422,0.00044376,0.17729658,0.55435677,0.34601871,0.47377256,0.00000000
-5.18359180,1.50175073,0.67996997,0.42141206,0.00046278,0.17468955,0.54707466,0.34582403,0.46802325,0.00000000
-5.17758879,1.48300442,0.66596846,0.41661090,0.00048077,0.17178061,0.53935793,0.34476315,0.46196983,0.00000000
-5.17158579,1.46223421,0.65307651,0.41118936,0.00049757,0.16864775,0.53109493,0.34285236,0.45547764,0.00000000
-5.16558279,1.43942052,0.64093017,0.40508671,0.00051315,0.16537973,0.52220186,0.34013326,0.44843453,0.00000000
-5.15957979,1.41463615,0.62921608,0.39826775,0.00052766,0.16207450,0.51262922,0.33667390,0.44075845,0.00000000
-5.15357679,1.38805466,0.61768774,0.39072657,0.00054138,0.15883742,0.50236699,0.33256914,0.43240375,0.00000000
-5.14757379,1.35995469,0.60617801,0.38248925,0.00055484,0.15577932,0.49144810,0.32794000,0.42336566,0.00000000
-5.14157079,1.33071961,0.59460741,0.37361506,0.00056872,0.15301426,0.47995017,0.32293203,0.41368279,0.00000000
-5.13556778,1.30083218,0.58298801,0.36419619,0.00058394,0.15065710,0.46799520,0.31771248,0.40343767,0.00000000
-5.12956478,1.27086440,0.57142291,0.35435603,0.00060164,0.14882089,0.45574733,0.31246647,0.39275511,0.00000000
-5.12356178,1.24146256,0.56010139,0.34424592,0.00062320,0.14761396,0.44340866,0.30739212,0.38179861,0.00000000
-5.11755878,1.21332815,0.54929008,0.33404064,0.00065020,0.14713703,0.43121338,0.30269474,0.37076495,0.00000000
-5.11155578,1.18719527,0.53932073,0.32393275,0.00068445,0.14748012,0.41942051,0.29858038,0.35987722,0.00000000
-5.10555278,1.16380556,0.53057504,0.31412608,0.00072797,0.14871959,0.40830550,0.29524889,0.34937659,0.00000000
-5.09954977,1.14388170,0.52346738,0.30482866,0.00078297,0.15091529,0.39815127,0.29288681,0.33951321,0.00000000
-5.09354677,1.12810075,0.51842607,0.29624546,0.00085179,0.15410799,0.38923907,0.29166043,0.33053680,0.00000000
-5.08754377,1.11706853,0.51587415,0.28857119,0.00093691,0.15831732,0.38183954,0.29170927,0.32268705,0.00000000
-5.08154077,1.11129634,0.51621030,0.28198360,0.00104088,0.16354021,0.37620467,0.29314041,0.31618459,0.00000000
-5.07553777,1.11118109,0.51979076,0.27663745,0.00116627,0.16975006,0.37256076,0.29602394,0.31122265,0.00000000
-5.06953477,1.11698995,0.52691288,0.27265950,0.00131558,0.17689681,0.37110299,0.30038974,0.30795990,0.00000000
-5.06353177,1.12885007,0.53780097,0.27014467,0.00149122,0.18490790,0.37199165,0.30622597,0.30651477,0.00000000
-5.05752876,1.14674414,0.55259492,0.26915342,0.00169537,0.19369018,0.37535034,0.31347919,0.30696125,0.00000000
-5.05152576,1.17051187,0.57134200,0.26971062,0.00192995,0.20313293,0.38126600,0.32205643,0.30932665,0.00000000
-5.04552276,1.19985739,0.59399203,0.27180563,0.00219647,0.21311171,0.38979090,0.33182899,0.31359100,0.00000000
-5.03951976,1.23436221,0.62039613,0.27539373,0.00249598,0.22349317,0.40094625,0.34263797,0.31968835,0.00000000
-5.03351676,1.27350312,0.65030901,0.28039863,0.00282899,0.23414049,0.41472711,0.35430130,0.32750967,0.00000000
-5.02751376,1.31667421,0.68339459,0.28671597,0.00319534,0.24491942,0.43110840,0.36662205,0.33690729,0.00000000
-5.02151076,1.36321179,0.71923479,0.29421757,0.00359418,0.25570450,0.45005140,0.37939757,0.34770057,0.00000000
-5.01550775,1.41242117,0.75734103,0.30275617,0.00402388,0.26638529,0.47151027,0.39242913,0.35968257,0.00000000
-5.00950475,1.46360398,0.79716803,0.31217049,0.00448202,0.27687232,0.49543822,0.40553162,0.37262737,0.00000000
-5.00350175,1.51608449,0.83812925,0.32229026,0.00496539,0.28710231,0.52179268,0.41854273,0.38629773,0.00000000
-4.99749875,1.56923400,0.87961353,0.33294121,0.00546999,0.29704258,0.55053909,0.43133136,0.40045269,0.00000000
-4.99149575,1.62249182,0.92100205,0.34394954,0.00599111,0.30669407,0.58165303,0.44380461,0.41485491,0.00000000
-4.98549275,1.67538201,0.96168523,0.35514602,0.00652340,0.31609312,0.61512028,0.45591301,0.42927734,0.00000000
-4.97948974,1.72752509,1.00107860,0.36636939,0.00706101,0.32531139,0.65093472,0.46765379,0.44350895,0.00000000
-4.97348674,1.77864408,1.03863744,0.37746903,0.00759775,0.33445417,0.68909407,0.47907178,0.45735938,0.00000000
-4.96748374,1.82856470,1.07386928,0.38830694,0.00812730,0.34365686,0.72959357,0.49025788,0.47066236,0.00000000
-4.96148074,1.87720982,1.10634412,0.39875896,0.00864339,0.35307968,0.77241782,0.50134508,0.48327770,0.00000000
-4.95547774,1.92458837,1.13570196,0.40871526,0.00914004,0.36290084,0.81753130,0.51250208,0.49509195,0.00000000
-4.94947474,1.97077949,1.16165743,0.41808025,0.00961185,0.37330828,0.86486788,0.52392472,0.50601773,0.00000000
-4.94347174,2.01591265,1.18400158,0.42677192,0.01005417,0.38449038,0.91432014,0.53582560,0.51599185,0.00000000
-4.93746873,2.06014494,1.20260082,0.43472081,0.01046337,0.39662593,0.96572905,0.54842214,0.52497244,0.00000000
-4.93146573,2.10363667,1.21739335,0.44186866,0.01083706,0.40987385,1.01887473,0.56192383,0.53293520,0.00000000
-4.92546273,2.14652671,1.22838334,0.44816690,0.01117419,0.42436309,1.07346898,0.57651896,0.53986926,0.00000000
-4.91945973,2.18890881,1.23563344,0.45357518,0.01147522,0.44018317,1.12915022,0.59236167,0.54577266,0.00000000
-4.91345673,2.23081032,1.23925586,0.45805988,0.01174217,0.45737585,1.18548136,0.60955981,0.55064801,0.00000000
-4.90745373,2.27217444,1.23940291,0.46159295,0.01197859,0.47592835,1.24195099,0.62816426,0.55449841,0.00000000
-4.90145073,2.31284700,1.23625723,0.46415091,0.01218950,0.49576844,1.29797822,0.64816027,0.55732403,0.00000000
-4.89544772,2.35256861,1.23002234,0.46571422,0.01238121,0.51676189,1.35292107,0.66946130,0.55911946,0.00000000
-4.88944472,2.39097270,1.22091401,0.46626699,0.01256113,0.53871219,1.40608844,0.69190574,0.55987206,0.00000000
-4.88344172,2.42758953,1.20915258,0.46579707,0.01273747,0.56136297,1.45675518,0.71525682,0.55956132,0.00000000
-4.87743872,2.46185625,1.19495675,0.46429642,0.01291887,0.58440287,1.50417985,0.73920582,0.55815929,0.00000000
-4.87143572,2.49313239,1.17853872,0.46176173,0.01311405,0.60747287,1.54762450,0.76337847,0.55563211,0.00000000
-4.86543272,2.52072031,1.16010085,0.45819529,0.01333133,0.63017581,1.58637555,0.78734455,0.55194229,0.00000000
-4.85942971,2.54388944,1.13983372,0.45360592,0.01357828,0.65208776,1.61976509,0.81063023,0.54705186,0.00000000
-4.85342671,2.56190336,1.11791541,0.44800994,0.01386121,0.67277082,1.64719156,0.83273271,0.54092589,0.00000000
-4.84742371,2.57404836,1.09451178,0.44143203,0.01418487,0.69178686,1.66813898,0.85313662,0.53353639,0.00000000
-4.84142071,2.57966227,1.06977756,0.43390598,0.01455201,0.70871168,1.68219398,0.87133160,0.52486609,0.00000000
-4.83541771,2.57816216,1.04385784,0.42547520,0.01496320,0.72314898,1.68905983,0.88683012,0.51491211,0.00000000
-4.82941471,2.56906984,1.01688994,0.41619292,0.01541657,0.73474369,1.68856716,0.89918506,0.50368905,0.00000000
-4.82341171,2.55203402,0.98900520,0.40612215,0.01590778,0.74319405,1.68068075,0.90800620,0.49123150,0.00000000
-4.81740870,2.52684837,0.96033072,0.39533532,0.01642996,0.74826200,1.66550246,0.91297493,0.47759575,0.00000000
-4.81140570,2.49346477,0.93099093,0.38391358,0.01697394,0.74978162,1.64327027,0.91385666,0.46286059,0.00000000
-4.80540270,2.45200148,0.90110882,0.37194599,0.01752839,0.74766517,1.61435364,0.91051042,0.44712732,0.00000000
-4.79939970,2.40274608,0.87080701,0.35952836,0.01808022,0.74190665,1.57924554,0.90289538,0.43051875,0.00000000
-4.79339670,2.34615332,0.84020865,0.34676215,0.01861500,0.73258291,1.53855172,0.89107392,0.41317756,0.00000000
-4.78739370,2.28283819,0.80943814,0.33375313,0.01911744,0.71985210,1.49297771,0.87521147,0.39526389,0.00000000
-4.78139070,2.21356474,0.77862194,0.32061023,0.01957197,0.70394988,1.44331417,0.85557293,0.37695243,0.00000000
-4.77538769,2.13923124,0.74788931,0.30744430,0.01996330,0.68518346,1.39042119,0.83251612,0.35842913,0.00000000
-4.76938469,2.06085240,0.71737325,0.29436710,0.02027704,0.66392373,1.33521197,0.80648254,0.33988767,0.00000000
-4.76338169,1.97953924,0.68721140,0.28149028,0.02050019,0.64059595,1.27863649,0.77798573,0.32152585,0.00000000
-4.75737869,1.89647748,0.65754708,0.26892462,0.02062171,0.61566929,1.22166537,0.74759801,0.30354204,0.00000000
-4.75137569,1.81290480,0.62853024,0.25677923,0.02063293,0.58964554,1.16527412,0.71593576,0.28613171,0.00000000
-4.74537269,1.73008771,0.60031820,0.24516091,0.02052788,0.56304744,1.11042806,0.68364406,0.26948425,0.00000000
-4.73936968,1.64929832,0.57307606,0.23417350,0.02030353,0.53640688,1.05806775,0.65138101,0.25377999,0.00000000
-4.73336668,1.57179143,0.54697668,0.22391715,0.01995989,0.51025328,1.00909494,0.61980217,0.23918744,0.00000000
-4.72736368,1.49878213,0.52219988,0.21448757,0.01950005,0.48510243,0.96435895,0.58954574,0.22586088,0.00000000
-4.72136068,1.43142409,0.49893096,0.20597508,0.01893000,0.46144591,0.92464337,0.56121839,0.21393809,0.00000000
-4.71535768,1.37078879,0.47735826,0.19846355,0.01825848,0.43974135,0.89065294,0.53538252,0.20353841,0.00000000
-4.70935468,1.31784573,0.45766982,0.19202915,0.01749660,0.42040347,0.86300074,0.51254467,0.19476087,0.00000000
-4.70335168,1.27344390,0.44004925,0.18673892,0.01665745,0.40379624,0.84219561,0.49314556,0.18768262,0.00000000
-4.69734867,1.23829465,0.42467068,0.18264923,0.01575573,0.39022599,0.82863004,0.47755172,0.18235749,0.00000000
-4.69134567,1.21295631,0.41169324,0.17980422,0.01480718,0.37993566,0.82256897,0.46604878,0.17881480,0.00000000
-4.68534267,1.19782099,0.40125516,0.17823418,0.01382815,0.37310026,0.82413969,0.45883657,0.17705840,0.00000000
-4.67933967,1.19310378,0.39346776,0.17795408,0.01283512,0.36982353,0.83332354,0.45602589,0.17706611,0.00000000
-4.67333667,1.19883512,0.38840977,0.17896235,0.01184425,0.37013596,0.84994994,0.45763721,0.17878952,0.00000000
-4.66733367,1.21485655,0.38612216,0.18123991,0.01087100,0.37399414,0.87369329,0.46360109,0.18215424,0.00000000
-4.66133067,1.24082053,0.38660400,0.18474966,0.00992977,0.38128165,0.90407348,0.47376057,0.18706080,0.00000000
-4.65532766,1.27619463,0.38980947,0.18943646,0.00903369,0.39181147,0.94046036,0.48787529,0.19338607,0.00000000
-4.64932466,1.32027043,0.39564635,0.19522767,0.00819435,0.40532997,0.98208274,0.50562756,0.20098551,0.00000000
-4.64332166,1.37217734,0.40397624,0.20203424,0.00742174,0.42152253,1.02804194,0.52663015,0.20969595,0.00000000
