energy_ev,total_up,N_s_up,N_p_up,Ru_p_up,Ru_d_up,Te_p_up,Te_d_up,V_p_up,V_d_up
-5.71785893,2.61239504,0.00683491,0.44122719,0.79273336,0.97126430,1.03988430,0.00000000,0.62412392,0.38159005
-5.71185593,2.59310645,0.00697956,0.44322990,0.78869068,0.95682212,1.03345367,0.00000000,0.62272686,0.38264842
-5.70585293,2.57493693,0.00715241,0.44449063,0.78661075,0.94236886,1.02880705,0.00000000,0.62246161,0.38411216
-5.69984992,2.55885205,0.00735337,0.44504289,0.78690025,0.92835709,1.02633119,0.00000000,0.62359395,0.38607987
-5.69384692,2.54576130,0.00758140,0.44492240,0.78993090,0.91522188,1.02637400,0.00000000,0.62637006,0.38863974
-5.68784392,2.53648695,0.00783451,0.44416569,0.79602534,0.90336853,1.02922912,0.00000000,0.63100489,0.39186561
-5.68184092,2.53173640,0.00810973,0.44280903,0.80544465,0.89316156,1.03512210,0.00000000,0.63767151,0.39581350
-5.67583792,2.53207913,0.00840324,0.44088783,0.81837793,0.88491536,1.04419895,0.00000000,0.64649192,0.40051882
-5.66983492,2.53792881,0.00871040,0.43843645,0.83493441,0.87888675,1.05651755,0.00000000,0.65752972,0.40599416
-5.66383192,2.54953134,0.00902593,0.43548837,0.85513825,0.87526951,1.07204233,0.00000000,0.67078499,0.41222804
-5.65782891,2.56695876,0.00934403,0.43207674,0.87892610,0.87419095,1.09064246,0.00000000,0.68619167,0.41918437
-5.65182591,2.59010908,0.00965860,0.42823522,0.90614755,0.87571039,1.11209353,0.00000000,0.70361741,0.42680286
-5.64582291,2.61871169,0.00996342,0.42399886,0.93656819,0.87981944,1.13608282,0.00000000,0.72286596,0.43500016
-5.63981991,2.65233764,0.01025239,0.41940514,0.96987509,0.88644390,1.16221764,0.00000000,0.74368201,0.44367175
-5.63381691,2.69041422,0.01051969,0.41449482,1.00568442,0.89544694,1.19003656,0.00000000,0.76575803,0.45269448
-5.62781391,2.73224295,0.01076001,0.40931261,1.04355078,0.90663347,1.21902286,0.00000000,0.78874302,0.46192957
-5.62181091,2.77701996,0.01096873,0.40390756,1.08297779,0.91975537,1.24861969,0.00000000,0.81225264,0.47122608
-5.61580790,2.82385816,0.01114207,0.39833302,1.12342953,0.93451743,1.27824630,0.00000000,0.83588019,0.48042457
-5.60980490,2.87181007,0.01127720,0.39264627,1.16434247,0.95058382,1.30731449,0.00000000,0.85920817,0.48936089
-5.60380190,2.91989075,0.01137233,0.38690762,1.20513725,0.96758498,1.33524488,0.00000000,0.88181981,0.49787011
-5.59779890,2.96710018,0.01142672,0.38117916,1.24523029,0.98512485,1.36148222,0.00000000,0.90331007,0.50579025
-5.59179590,3.01244459,0.01144072,0.37552324,1.28404459,1.00278840,1.38550917,0.00000000,0.92329594,0.51296593
-5.58579290,3.05495637,0.01141567,0.37000054,1.32101979,1.02014943,1.40685832,0.00000000,0.94142543,0.51925191
-5.57978989,3.09371235,0.01135384,0.36466817,1.35562114,1.03677856,1.42512185,0.00000000,0.95738521,0.52451621
-5.57378689,3.12785030,0.01125825,0.35957759,1.38734733,1.05225153,1.43995895,0.00000000,0.97090660,0.52864314
-5.56778389,3.15658364,0.01113259,0.35477271,1.41573734,1.06615753,1.45110056,0.00000000,0.98176985,0.53153591
-5.56178089,3.17921426,0.01098094,0.35028819,1.44037605,1.07810767,1.45835180,0.00000000,0.98980672,0.53311899
-5.55577789,3.19514359,0.01080765,0.34614800,1.46089893,1.08774334,1.46159209,0.00000000,0.99490143,0.53334004
-5.54977489,3.20388176,0.01061713,0.34236446,1.47699585,1.09474423,1.46077308,0.00000000,0.99699009,0.53217154
-5.54377189,3.20505501,0.01041362,0.33893767,1.48841402,1.09883595,1.45591495,0.00000000,0.99605877,0.52961187
-5.53776888,3.19841111,0.01020106,0.33585541,1.49496029,1.09979684,1.44710117,0.00000000,0.99214051,0.52568601
-5.53176588,3.18382284,0.00998293,0.33309359,1.49650285,1.09746372,1.43447222,0.00000000,0.98531142,0.52044563
-5.52576288,3.16128941,0.00976212,0.33061710,1.49297234,1.09173636,1.41821855,0.00000000,0.97568618,0.51396860
-5.51975988,3.13093554,0.00954088,0.32838107,1.48436248,1.08258043,1.39857314,0.00000000,0.96341306,0.50635783
-5.51375688,3.09300827,0.00932075,0.32633247,1.47073012,1.07002862,1.37580395,0.00000000,0.94866885,0.49773947
-5.50775388,3.04787138,0.00910258,0.32441198,1.45219472,1.05418000,1.35020649,0.00000000,0.93165367,0.48826035
-5.50175088,2.99599731,0.00888656,0.32255597,1.42893718,1.03519741,1.32209676,0.00000000,0.91258602,0.47808480
-5.49574787,2.93795680,0.00867229,0.32069859,1.40119796,1.01330296,1.29180460,0.00000000,0.89169795,0.46739078
-5.48974487,2.87440633,0.00845889,0.31877380,1.36927437,0.98877193,1.25966766,0.00000000,0.86923069,0.45636544
-5.48374187,2.80607376,0.00824510,0.31671739,1.33351702,0.96192516,1.22602604,0.00000000,0.84543052,0.44520029
-5.47773887,2.73374248,0.00802943,0.31446875,1.29432536,0.93312031,1.19121750,0.00000000,0.82054517,0.43408598
-5.47173587,2.65823472,0.00781034,0.31197255,1.25214228,0.90274251,1.15557345,0.00000000,0.79482050,0.42320705
-5.46573287,2.58039450,0.00758629,0.30918013,1.20744795,0.87119467,1.11941559,0.00000000,0.76849775,0.41273671
-5.45972986,2.50107099,0.00735595,0.30605073,1.16075275,0.83888807,1.08305318,0.00000000,0.74181103,0.40283186
-5.45372686,2.42110290,0.00711830,0.30255245,1.11258973,0.80623355,1.04678105,0.00000000,0.71498529,0.39362873
-5.44772386,2.34130455,0.00687271,0.29866308,1.06350652,0.77363383,1.01087824,0.00000000,0.68823470,0.38523907
-5.44172086,2.26245427,0.00661899,0.29437064,1.01405709,0.74147725,0.97560731,0.00000000,0.66176134,0.37774732
-5.43571786,2.18528553,0.00635751,0.28967390,0.96479348,0.71013309,0.94121433,0.00000000,0.63575431,0.37120878
-5.42971486,2.11048119,0.00608913,0.28458261,0.91625784,0.67994881,0.90792951,0.00000000,0.61038917,0.36564886
-5.42371186,2.03867094,0.00581525,0.27911771,0.86897493,0.65124902,0.87596840,0.00000000,0.58582776,0.36106356
-5.41770885,1.97043210,0.00553778,0.27331140,0.82344537,0.62433626,0.84553381,0.00000000,0.56221832,0.35742111
-5.41170585,1.90629325,0.00525904,0.26720702,0.78013969,0.59949320,0.81681802,0.00000000,0.53969588,0.35466471
-5.40570285,1.84674057,0.00498175,0.26085886,0.73949344,0.57698619,0.79000554,0.00000000,0.51838294,0.35271635
-5.39969985,1.79222604,0.00470892,0.25433176,0.70190327,0.55706949,0.76527600,0.00000000,0.49839028,0.35148140
-5.39369685,1.74317692,0.00444378,0.24770060,0.66772405,0.53998994,0.74280709,0.00000000,0.47981786,0.35085392
-5.38769385,1.70000561,0.00418967,0.24104948,0.63726686,0.52599151,0.72277736,0.00000000,0.46275575,0.35072229
-5.38169085,1.66311886,0.00394995,0.23447071,0.61079792,0.51531919,0.70536858,0.00000000,0.44728501,0.35097509
-5.37568784,1.63292565,0.00372797,0.22806353,0.58853796,0.50822181,0.69076744,0.00000000,0.43347831,0.35150673
-5.36968484,1.60984264,0.00352689,0.22193258,0.57066222,0.50495346,0.67916635,0.00000000,0.42140034,0.35222276
-5.36368184,1.59429648,0.00334970,0.21618600,0.55730052,0.50577290,0.67076313,0.00000000,0.41110790,0.35304444
-5.35767884,1.58672256,0.00319912,0.21093338,0.54853749,0.51094115,0.66575940,0.00000000,0.40264959,0.35391244
-5.35167584,1.58755942,0.00307753,0.20628337,0.54441259,0.52071669,0.66435750,0.00000000,0.39606514,0.35478941
-5.34567284,1.59723910,0.00298697,0.20234114,0.54492004,0.53534867,0.66675601,0.00000000,0.39138426,0.35566138
-5.33966983,1.61617317,0.00292905,0.19920571,0.55000838,0.55506806,0.67314376,0.00000000,0.38862530,0.35653776
-5.33366683,1.64473510,0.00290499,0.19696718,0.55957988,0.58007708,0.68369252,0.00000000,0.38779355,0.35745010
-5.32766383,1.68323948,0.00291554,0.19570402,0.57348979,0.61053746,0.69854864,0.00000000,0.38887942,0.35844956
-5.32166083,1.73191909,0.00296100,0.19548050,0.59154565,0.64655784,0.71782387,0.00000000,0.39185671,0.35960321
-5.31565783,1.79090099,0.00304122,0.19634431,0.61350688,0.68818118,0.74158580,0.00000000,0.39668088,0.36098946
-5.30965483,1.86018297,0.00315556,0.19832456,0.63908489,0.73537278,0.76984838,0.00000000,0.40328783,0.36269270
-5.30365183,1.93961174,0.00330292,0.20143018,0.66794396,0.78800962,0.80256308,0.00000000,0.41159299,0.36479761
-5.29764882,2.02886446,0.00348174,0.20564889,0.69970330,0.84587186,0.83961118,0.00000000,0.42149119,0.36738329
-5.29164582,2.12743486,0.00369000,0.21094670,0.73394027,0.90863717,0.88079771,0.00000000,0.43285714,0.37051767
-5.28564282,2.23462550,0.00392522,0.21726817,0.77019523,0.97587848,0.92584766,0.00000000,0.44554682,0.37425245
-5.27963982,2.34954689,0.00418450,0.22453721,0.80797786,1.04706568,0.97440473,0.00000000,0.45939970,0.37861879
-5.27363682,2.47112462,0.00446452,0.23265872,0.84677515,1.12157161,1.02603302,0.00000000,0.47424173,0.38362417
-5.26763382,2.59811454,0.00476155,0.24152075,0.88606075,1.19868249,1.08022193,0.00000000,0.48988917,0.38925046
-5.26163082,2.72912616,0.00507151,0.25099730,0.92530565,1.27761266,1.13639410,0.00000000,0.50615293,0.39545335
-5.25562781,2.86265384,0.00539002,0.26095161,0.96398975,1.35752343,1.19391658,0.00000000,0.52284343,0.40216323
-5.24962481,2.99711457,0.00571238,0.27123980,1.00161383,1.43754537,1.25211463,0.00000000,0.53977560,0.40928744
-5.24362181,3.13089138,0.00603373,0.28171475,1.03771166,1.51680336,1.31028794,0.00000000,0.55677394,0.41671372
-5.23761881,3.26238029,0.00634902,0.29223000,1.07186139,1.59444344,1.36772857,0.00000000,0.57367715,0.42431477
-5.23161581,3.39003904,0.00665318,0.30264356,1.10369600,1.66966027,1.42373990,0.00000000,0.59034231,0.43195363
-5.22561281,3.51243525,0.00694112,0.31282145,1.13291198,1.74172402,1.47765577,0.00000000,0.60664822,0.43948948
-5.21960980,3.62829178,0.00720791,0.32264077,1.15927597,1.81000543,1.52885911,0.00000000,0.62249772,0.44678371
-5.21360680,3.73652700,0.00744884,0.33199214,1.18262892,1.87399772,1.57679893,0.00000000,0.63781888,0.45370572
-5.20760380,3.83628795,0.00765951,0.34078158,1.20288745,1.93333418,1.62100524,0.00000000,0.65256492,0.46013837
-5.20160080,3.92697454,0.00783599,0.34893145,1.22004241,1.98780052,1.66110085,0.00000000,0.66671288,0.46598247
-5.19559780,4.00825360,0.00797487,0.35638076,1.23415456,2.03734100,1.69680980,0.00000000,0.68026104,0.47116046
-5.18959480,4.08006166,0.00807339,0.36308459,1.24534758,2.08205806,1.72796175,0.00000000,0.69322528,0.47561868
-5.18359180,4.14259644,0.00812950,0.36901287,1.25379884,2.12220495,1.75449246,0.00000000,0.70563456,0.47932850
-5.17758879,4.19629715,0.00814192,0.37414856,1.25972828,2.15817177,1.77644005,0.00000000,0.71752573,0.48228606
-5.17158579,4.24181455,0.00811020,0.37848532,1.26338602,2.19046515,1.79393756,0.00000000,0.72893804,0.48451073
-5.16558279,4.27997211,0.00803475,0.38202497,1.26503936,2.21968253,1.80720202,0.00000000,0.73990767,0.48604244
-5.15957979,4.31172022,0.00791680,0.38477484,1.26495981,2.24648199,1.81652081,0.00000000,0.75046250,0.48693806
-5.15357679,4.33808556,0.00775840,0.38674514,1.26341079,2.27154904,1.82223585,0.00000000,0.76061766,0.48726710
-5.14757379,4.36011815,0.00756236,0.38794671,1.26063667,2.29556179,1.82472654,0.00000000,0.77037184,0.48710688
-5.14157079,4.37883854,0.00733215,0.38838909,1.25685357,2.31915615,1.82439227,0.00000000,0.77970489,0.48653762
-5.13556778,4.39518768,0.00707182,0.38807920,1.25224232,2.34289258,1.82163528,0.00000000,0.78857658,0.48563764
-5.12956478,4.40998179,0.00678588,0.38702054,1.24694395,2.36722609,1.81684466,0.00000000,0.79692685,0.48447892
-5.12356178,4.42387409,0.00647914,0.38521316,1.24105756,2.39248060,1.81038211,0.00000000,0.80467724,0.48312333
-5.11755878,4.43732512,0.00615663,0.38265404,1.23464067,2.41882918,1.80257007,0.00000000,0.81173364,0.48161955
-5.11155578,4.45058277,0.00582339,0.37933823,1.22771184,2.44628080,1.79368242,0.00000000,0.81799011,0.48000097
-5.10555278,4.46367250,0.00548439,0.37526024,1.22025503,2.47467428,1.78393812,0.00000000,0.82333340,0.47828456
-5.09954977,4.47639799,0.00514434,0.37041580,1.21222553,2.50367979,1.77349768,0.00000000,0.82764802,0.47647063
-5.09354677,4.48835179,0.00480765,0.36480378,1.20355674,2.53280761,1.76246246,0.00000000,0.83082153,0.47454358
-5.08754377,4.49893504,0.00447829,0.35842803,1.19416742,2.56142396,1.75087654,0.00000000,0.83274959,0.47247341
-5.08154077,4.50738522,0.00415969,0.35129906,1.18396890,2.58877294,1.73873075,0.00000000,0.83334067,0.47021792
-5.07553777,4.51281024,0.00385474,0.34343545,1.17287178,2.61400385,1.72596862,0.00000000,0.83252001,0.46772539
-5.06953477,4.51422732,0.00356574,0.33486478,1.16079171,2.63620246,1.71249364,0.00000000,0.83023268,0.46493765
-5.06353177,4.51060480,0.00329437,0.32562417,1.14765425,2.65442509,1.69817761,0.00000000,0.82644562,0.46179317
-5.05752876,4.50090507,0.00304174,0.31576017,1.13339826,2.66773398,1.68286945,0.00000000,0.82114858,0.45823032
-5.05152576,4.48412689,0.00280840,0.30532835,1.11797819,2.67523243,1.66640425,0.00000000,0.81435404,0.45419026
-5.04552276,4.45934554,0.00259439,0.29439224,1.10136510,2.67609856,1.64861223,0.00000000,0.80609610,0.44961965
-5.03951976,4.42574924,0.00239931,0.28302204,1.08354658,2.66961608,1.62932721,0.00000000,0.79642856,0.44447297
-5.03351676,4.38267086,0.00222241,0.27129297,1.06452596,2.65520123,1.60839450,0.00000000,0.78542240,0.43871429
-5.02751376,4.32961385,0.00206263,0.25928348,1.04432081,2.63242467,1.58567802,0.00000000,0.77316278,0.43231861
-5.02151076,4.26627168,0.00191870,0.24707344,1.02296123,2.60102780,1.56106644,0.00000000,0.75974589,0.42527271
-5.01550775,4.19254057,0.00178920,0.23474230,1.00048801,2.56093291,1.53447837,0.00000000,0.74527583,0.41757543
-5.00950475,4.10852518,0.00167266,0.22236748,0.97695094,2.51224701,1.50586643,0.00000000,0.72986162,0.40923758
-5.00350175,4.01453743,0.00156760,0.21002293,0.95240745,2.45525930,1.47522017,0.00000000,0.71361464,0.40028142
-4.99749875,3.91108883,0.00147260,0.19777800,0.92692164,2.39043260,1.44256788,0.00000000,0.69664648,0.39073983
-4.99149575,3.79887673,0.00138632,0.18569653,0.90056371,2.31838931,1.40797721,0.00000000,0.67906730,0.38065515
-4.98549275,3.67876531,0.00130756,0.17383635,0.87340980,2.23989238,1.37155460,0.00000000,0.66098469,0.37007796
-4.97948974,3.55176203,0.00123527,0.16224897,0.84554224,2.15582250,1.33344367,0.00000000,0.64250305,0.35906560
-4.97348674,3.41899070,0.00116857,0.15097956,0.81704992,2.06715211,1.29382244,0.00000000,0.62372329,0.34768074
-4.96748374,3.28166197,0.00110672,0.14006714,0.78802879,1.97491758,1.25289972,0.00000000,0.60474291,0.33598989
-4.96148074,3.14104247,0.00104916,0.12954487,0.75858237,1.88019055,1.21091050,0.00000000,0.58565623,0.32406202
-4.95547774,2.99842374,0.00099548,0.11944054,0.72882203,1.78404940,1.16811083,0.00000000,0.56655479,0.31196718
-4.94947474,2.85509186,0.00094535,0.10977700,0.69886700,1.68755211,1.12477206,0.00000000,0.54752768,0.29977537
-4.94347174,2.71229885,0.00089860,0.10057267,0.66884403,1.59171112,1.08117487,0.00000000,0.52866184,0.28755541
-4.93746873,2.57123667,0.00085510,0.09184200,0.63888672,1.49747124,1.03760323,0.00000000,0.51004226,0.27537407
-4.93146573,2.43301464,0.00081476,0.08359591,0.60913433,1.40569101,0.99433840,0.00000000,0.49175196,0.26329527
-4.92546273,2.29864070,0.00077755,0.07584210,0.57973030,1.31712810,0.95165343,0.00000000,0.47387188,0.25137955
-4.91945973,2.16900694,0.00074342,0.06858542,0.55082039,1.23242888,0.90980805,0.00000000,0.45648059,0.23968349
-4.91345673,2.04487961,0.00071231,0.06182803,0.52255059,1.15212229,0.86904427,0.00000000,0.43965388,0.22825945
-4.90745373,1.92689349,0.00068412,0.05556961,0.49506478,1.07661777,0.82958274,0.00000000,0.42346433,0.21715527
-4.90145073,1.81555049,0.00065873,0.04980753,0.46850235,1.00620710,0.79161986,0.00000000,0.40798072,0.20641411
-4.89544772,1.71122199,0.00063596,0.04453689,0.44299572,0.94106957,0.75532582,0.00000000,0.39326754,0.19607435
-4.88944472,1.61415446,0.00061558,0.03975067,0.41866796,0.88128001,0.72084323,0.00000000,0.37938444,0.18616952
-4.88344172,1.52447769,0.00059733,0.03543978,0.39563049,0.82681901,0.68828656,0.00000000,0.36638571,0.17672820
-4.87743872,1.44221496,0.00058088,0.03159315,0.37398088,0.77758472,0.65774207,0.00000000,0.35431975,0.16777401
-4.87143572,1.36729436,0.00056589,0.02819780,0.35380091,0.73340548,0.62926821,0.00000000,0.34322854,0.15932554
-4.86543272,1.29956070,0.00055202,0.02523894,0.33515481,0.69405276,0.60289630,0.00000000,0.33314706,0.15139626
-4.85942971,1.23878717,0.00053889,0.02270003,0.31808778,0.65925366,0.57863140,0.00000000,0.32410256,0.14399441
-4.85342671,1.18468645,0.00052615,0.02056288,0.30262470,0.62870267,0.55645330,0.00000000,0.31611381,0.13712292
-4.84742371,1.13692073,0.00051346,0.01880770,0.28876924,0.60207221,0.53631749,0.00000000,0.30919013,0.13077932
-4.84142071,1.09511038,0.00050053,0.01741322,0.27650328,0.57902166,0.51815614,0.00000000,0.30333033,0.12495561
-4.83541771,1.05884121,0.00048708,0.01635668,0.26578662,0.55920483,0.50187911,0.00000000,0.29852147,0.11963827
-4.82941471,1.02767034,0.00047292,0.01561395,0.25655721,0.54227575,0.48737493,0.00000000,0.29473765,0.11480823
-4.82341171,1.00113085,0.00045788,0.01515960,0.24873171,0.52789294,0.47451198,0.00000000,0.29193864,0.11044098
-4.81740870,0.97873545,0.00044188,0.01496688,0.24220663,0.51572229,0.46313983,0.00000000,0.29006874,0.10650679
-4.81140570,0.95997958,0.00042488,0.01500790,0.23685987,0.50543884,0.45309087,0.00000000,0.28905580,0.10297102
-4.80540270,0.94434428,0.00040689,0.01525369,0.23255283,0.49672773,0.44418236,0.00000000,0.28881055,0.09979460
-4.79939970,0.93129927,0.00038801,0.01567433,0.22913299,0.48928457,0.43621895,0.00000000,0.28922646,0.09693459
-4.79339670,0.92030659,0.00036833,0.01623916,0.22643701,0.48281575,0.42899570,0.00000000,0.29018015,0.09434503
-4.78739370,0.91082504,0.00034801,0.01691702,0.22429414,0.47703864,0.42230164,0.00000000,0.29153252,0.09197771
-4.78139070,0.90231569,0.00032724,0.01767652,0.22253010,0.47168224,0.41592382,0.00000000,0.29313061,0.08978327
-4.77538769,0.89424851,0.00030622,0.01848641,0.22097108,0.46648826,0.40965171,0.00000000,0.29481030,0.08771225
-4.76938469,0.88611002,0.00028514,0.01931600,0.21944791,0.46121271,0.40328202,0.00000000,0.29639966,0.08571622
-4.76338169,0.87741188,0.00026422,0.02013555,0.21780018,0.45562811,0.39662348,0.00000000,0.29772311,0.08374898
-4.75737869,0.86770004,0.00024365,0.02091684,0.21588019,0.44952616,0.38950163,0.00000000,0.29860607,0.08176767
-4.75137569,0.85656410,0.00022362,0.02163359,0.21355655,0.44272081,0.38176339,0.00000000,0.29887994,0.07973384
-4.74537269,0.84364646,0.00020429,0.02226198,0.21071734,0.43505148,0.37328100,0.00000000,0.29838735,0.07761437
-4.73936968,0.82865075,0.00018580,0.02278116,0.20727262,0.42638620,0.36395546,0.00000000,0.29698722,0.07538225
-4.73336668,0.81134895,0.00016826,0.02317359,0.20315635,0.41662452,0.35371898,0.00000000,0.29455959,0.07301717
-4.72736368,0.79158697,0.00015175,0.02342547,0.19832744,0.40569982,0.34253653,0.00000000,0.29100979,0.07050590
-4.72136068,0.76928817,0.00013634,0.02352695,0.19277001,0.39358091,0.33040628,0.00000000,0.28627192,0.06784237
-4.71535768,0.74445451,0.00012204,0.02347232,0.18649294,0.38027266,0.31735899,0.00000000,0.28031126,0.06502762
-4.70935468,0.71716533,0.00010887,0.02326004,0.17952850,0.36581561,0.30345630,0.00000000,0.27312559,0.06206944
-4.70335168,0.68757362,0.00009681,0.02289270,0.17193041,0.35028445,0.28878800,0.00000000,0.26474533,0.05898180
-4.69734867,0.65589995,0.00008583,0.02237679,0.16377126,0.33378546,0.27346849,0.00000000,0.25523251,0.05578415
-4.69134567,0.62242427,0.00007588,0.02172244,0.15513944,0.31645282,0.25763249,0.00000000,0.24467847,0.05250052
-4.68534267,0.58747599,0.00006692,0.02094303,0.14613577,0.29844417,0.24143029,0.00000000,0.23320064,0.04915855
-4.67933967,0.55142270,0.00005887,0.02005470,0.13687000,0.27993538,0.22502268,0.00000000,0.22093835,0.04578842
-4.67333667,0.51465817,0.00005167,0.01907584,0.12745719,0.26111493,0.20857584,0.00000000,0.20804804,0.04242183
-4.66733367,0.47759002,0.00004525,0.01802653,0.11801431,0.24217802,0.19225640,0.00000000,0.19469800,0.03909093
-4.66133067,0.44062761,0.00003954,0.01692800,0.10865709,0.22332077,0.17622684,0.00000000,0.18106287,0.03582743
-4.65532766,0.40417077,0.00003447,0.01580204,0.09949720,0.20473471,0.16064143,0.00000000,0.16731834,0.03266169
-4.64932466,0.36859965,0.00002998,0.01467054,0.09063993,0.18660172,0.14564276,0.00000000,0.15363598,0.02962204
-4.64332166,0.33426604,0.00002601,0.01355501,0.08218234,0.16908973,0.13135913,0.00000000,0.14017868,0.02673423
