energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Cu_p_up,Cu_p_down,Cu_d_up,Cu_d_down,Fe_p_up,Fe_p_down,Fe_d_up,Fe_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-5.75387694,3.22258556,-3.35444333,0.00378923,-0.00408401,0.42703070,-0.39810804,0.48227803,-0.54473494,1.48938298,-1.59971256,0.63681677,-0.65362992,0.71209243,-0.64886290,0.62662266,-0.71630003,0.00000000,-0.00000000
-5.74787394,3.16582424,-3.29584869,0.00367439,-0.00398431,0.42990230,-0.39916336,0.46783832,-0.52958900,1.45477446,-1.57059133,0.62846279,-0.64442071,0.71499456,-0.64722667,0.59993370,-0.68732933,0.00000000,-0.00000000
-5.74187094,3.10846003,-3.23719999,0.00355282,-0.00387620,0.43219827,-0.40003251,0.45340140,-0.51441996,1.42016660,-1.54122607,0.61933171,-0.63489016,0.71750205,-0.64575080,0.57398943,-0.65905023,0.00000000,-0.00000000
-5.73586793,3.05059663,-3.17877897,0.00342583,-0.00376082,0.43383213,-0.40069187,0.43895928,-0.49927534,1.38585508,-1.51184290,0.60933455,-0.62499125,0.71947753,-0.64444006,0.54882940,-0.63157343,0.00000000,-0.00000000
-5.72986493,2.99233256,-3.12080479,0.00329474,-0.00363936,0.43472660,-0.40111644,0.42450273,-0.48418531,1.35212487,-1.48263868,0.59840026,-0.61467297,0.72078488,-0.64328647,0.52447750,-0.60498027,0.00000000,-0.00000000
-5.72386193,2.93377215,-3.06344006,0.00316086,-0.00351307,0.43481576,-0.40128165,0.41002527,-0.46916536,1.31925223,-1.45378150,0.58648015,-0.60388472,0.72129242,-0.64227100,0.50094551,-0.57932423,0.00000000,-0.00000000
-5.71785893,2.87503838,-3.00679973,0.00302541,-0.00338320,0.43404706,-0.40116508,0.39552705,-0.45421953,1.28750847,-1.42541327,0.57355169,-0.59258071,0.72087648,-0.64136539,0.47823697,-0.55463344,0.00000000,-0.00000000
-5.71185593,2.81628743,-2.95096239,0.00288955,-0.00325096,0.43238318,-0.40074780,0.38101850,-0.43934417,1.25716570,-1.39765438,0.55962150,-0.58072410,0.71942517,-0.64053400,0.45635121,-0.53091417,0.00000000,-0.00000000
-5.70585293,2.75772446,-2.89598386,0.00275433,-0.00311752,0.42980375,-0.40001560,0.36652356,-0.42453198,1.22850412,-1.37061046,0.54472760,-0.56829079,0.71684235,-0.63973556,0.43528752,-0.50815505,0.00000000,-0.00000000
-5.69984992,2.69962009,-2.84191246,0.00262064,-0.00298395,0.42630697,-0.39895982,0.35208253,-0.40977620,1.20182070,-1.34438102,0.52894055,-0.55527272,0.71305187,-0.63892483,0.41504891,-0.48633182,0.00000000,-0.00000000
-5.69384692,2.64232696,-2.78880570,0.00248928,-0.00285121,0.42191095,-0.39757784,0.33775423,-0.39507476,1.17743882,-1.31906983,0.51236382,-0.54168036,0.70800174,-0.63805419,0.39564562,-0.46541234,0.00000000,-0.00000000
-5.68784392,2.58629541,-2.73674765,0.00236088,-0.00272012,0.41665491,-0.39587339,0.32361766,-0.38043424,1.15571828,-1.29479664,0.49513301,-0.52754460,0.70166825,-0.63707512,0.37709787,-0.44536175,0.00000000,-0.00000000
-5.68184092,2.53208760,-2.68586667,0.00223596,-0.00259140,0.41060000,-0.39385656,0.30977303,-0.36587347,1.13706514,-1.27170978,0.47741424,-0.51291771,0.69405971,-0.63593962,0.35943801,-0.42614728,0.00000000,-0.00000000
-5.67583792,2.48038892,-2.63635275,0.00211492,-0.00246561,0.40382974,-0.39154367,0.29634213,-0.35142673,1.12194077,-1.24999922,0.45940161,-0.49787361,0.68521966,-0.63460170,0.34271170,-0.40774271,0.00000000,-0.00000000
-5.66983492,2.43201596,-2.58847402,0.00199806,-0.00234320,0.39644996,-0.38895712,0.28346819,-0.33714640,1.11086932,-1.22990945,0.44131380,-0.48250731,0.67522923,-0.63301890,0.32697824,-0.39013221,0.00000000,-0.00000000
-5.66383192,2.38792005,-2.54259174,0.00188559,-0.00222447,0.38858821,-0.38612517,0.27131521,-0.32310497,1.10444313,-1.21175160,0.42339001,-0.46693369,0.66420845,-0.63115397,0.31230996,-0.37331331,0.00000000,-0.00000000
-5.65782891,2.34918569,-2.49917325,0.00177768,-0.00210964,0.38039242,-0.38308186,0.26006676,-0.30939658,1.10332518,-1.19591414,0.40588529,-0.45128577,0.65231630,-0.62897671,0.29879075,-0.35729905,0.00000000,-0.00000000
-5.65182591,2.31702317,-2.45880222,0.00167447,-0.00199885,0.37202894,-0.37986706,0.24992446,-0.29613779,1.10824841,-1.18287145,0.38906538,-0.43571246,0.63974927,-0.62646599,0.28651369,-0.34211905,0.00000000,-0.00000000
-5.64582291,2.29275517,-2.42218570,0.00157608,-0.00189218,0.36367984,-0.37652659,0.24110606,-0.28346794,1.12001112,-1.17318985,0.37320128,-0.42037602,0.62673842,-0.62361195,0.27557810,-0.32781970,0.00000000,-0.00000000
-5.63981991,2.27779708,-2.39015738,0.00148266,-0.00178967,0.35553941,-0.37311262,0.23384316,-0.27154881,1.13946844,-1.16753026,0.35856363,-0.40544935,0.61354487,-0.62041819,0.26608586,-0.31446333,0.00000000,-0.00000000
-5.63381691,2.27363125,-2.36367659,0.00139439,-0.00169135,0.34781008,-0.36968406,0.22837872,-0.26056391,1.16751961,-1.16664727,0.34541701,-0.39111316,0.60045382,-0.61690399,0.25813745,-0.30212648,0.00000000,-0.00000000
-5.62781391,2.28177558,-2.34382253,0.00131149,-0.00159727,0.34069772,-0.36630707,0.22496429,-0.25071721,1.20509129,-1.17138405,0.33401445,-0.37755322,0.58776713,-0.61310632,0.25182771,-0.29089739,0.00000000,-0.00000000
-5.62181091,2.30374723,-2.33178351,0.00123425,-0.00150754,0.33440645,-0.36305545,0.22385688,-0.24223151,1.25311698,-1.18266305,0.32459205,-0.36495758,0.57579497,-0.60908146,0.24724150,-0.28087287,0.00000000,-0.00000000
-5.61580790,2.34102233,-2.32884088,0.00116304,-0.00142228,0.32913325,-0.36001089,0.22531567,-0.23534638,1.31251323,-1.20147232,0.31736411,-0.35351395,0.56484648,-0.60490606,0.24444958,-0.27215458,0.00000000,-0.00000000
-5.60980490,2.39499308,-2.33634761,0.00109828,-0.00134173,0.32506238,-0.35726295,0.22959833,-0.23031573,1.38415313,-1.22884752,0.31251857,-0.34340719,0.55522019,-0.60067743,0.24350468,-0.26484499,0.00000000,-0.00000000
-5.60380190,2.46692345,-2.35570173,0.00104045,-0.00126617,0.32236001,-0.35490851,0.23695711,-0.22740497,1.46883793,-1.26585001,0.31021308,-0.33481681,0.54719434,-0.59651298,0.24443811,-0.25904314,0.00000000,-0.00000000
-5.59779890,2.55790509,-2.38831490,0.00099013,-0.00119599,0.32116904,-0.35305088,0.24763448,-0.22688779,1.56726770,-1.31354140,0.31057172,-0.32791459,0.54101759,-0.59254850,0.24725693,-0.25484033,0.00000000,-0.00000000
-5.59179590,2.66881505,-2.43557666,0.00094789,-0.00113167,0.32160463,-0.35179815,0.26185851,-0.22904250,1.68001206,-1.37295517,0.31368228,-0.32286209,0.53690064,-0.58893542,0.25194178,-0.25231596,0.00000000,-0.00000000
-5.58579290,2.80027672,-2.49881527,0.00091437,-0.00107375,0.32375027,-0.35126101,0.27983792,-0.23414794,1.80748193,-1.44506623,0.31959438,-0.31980820,0.53500891,-0.58583687,0.25844555,-0.25153356,0.00000000,-0.00000000
-5.57978989,2.95262562,-2.57925605,0.00089019,-0.00102284,0.32765487,-0.35154991,0.30175676,-0.24247885,1.94990350,-1.53075917,0.32831822,-0.31888657,0.53545687,-0.58342279,0.26669286,-0.25253725,0.00000000,-0.00000000
-5.57378689,3.12588113,-2.67797851,0.00087597,-0.00097961,0.33333074,-0.35277174,0.32776890,-0.25430087,2.10729518,-1.63079636,0.33982419,-0.32021288,0.53830396,-0.58186406,0.27658036,-0.25534869,0.00000000,-0.00000000
-5.56778389,3.31972551,-2.79587367,0.00087227,-0.00094478,0.34075281,-0.35502596,0.35799236,-0.26986486,2.27944864,-1.74578686,0.35404307,-0.32388206,0.54355255,-0.58132600,0.28797792,-0.25996462,0.00000000,-0.00000000
-5.56178089,3.53349075,-2.93360293,0.00087960,-0.00091904,0.34985881,-0.35840052,0.39250355,-0.28940098,2.46591464,-1.87615715,0.37086710,-0.32996550,0.55114782,-0.58196151,0.30073056,-0.26635505,0.00000000,-0.00000000
-5.55577789,3.76615409,-3.09156022,0.00089837,-0.00090311,0.36055069,-0.36296768,0.43133171,-0.31311218,2.66599422,-2.02212490,0.39015164,-0.33850820,0.56097957,-0.58390408,0.31466112,-0.27446226,0.00000000,-0.00000000
-5.54977489,4.01634232,-3.26983874,0.00092887,-0.00089763,0.37269707,-0.36877994,0.47445359,-0.34116748,2.87873574,-2.18367646,0.41171756,-0.34952609,0.57288587,-0.58726128,0.32957360,-0.28420050,0.00000000,-0.00000000
-5.54377189,4.28234492,-3.46820378,0.00097125,-0.00090319,0.38613668,-0.37586635,0.52178866,-0.37369502,3.10293814,-2.36054916,0.43535425,-0.36300362,0.58665843,-0.59210872,0.34525693,-0.29545654,0.00000000,-0.00000000
-5.53776888,4.56213577,-3.68607296,0.00102548,-0.00092029,0.40068260,-0.38422934,0.57319510,-0.41077519,3.33716028,-2.55221899,0.46082315,-0.37889172,0.60204929,-0.59848517,0.36148919,-0.30809097,0.00000000,-0.00000000
-5.53176588,4.85340284,-3.92250464,0.00109137,-0.00094927,0.41612725,-0.39384243,0.62846674,-0.45243387,3.57973658,-2.75789422,0.48786187,-0.39710629,0.61877862,-0.60638897,0.37804206,-0.32194032,0.00000000,-0.00000000
-5.52576288,5.15358521,-4.17619561,0.00116851,-0.00099036,0.43224791,-0.40464885,0.68733124,-0.49863620,3.82879836,-2.97651530,0.51618875,-0.41752752,0.63654337,-0.61577591,0.39468536,-0.33681975,0.00000000,-0.00000000
-5.51975988,5.45991647,-4.44548818,0.00125630,-0.00104358,0.44881254,-0.41656127,0.74944980,-0.54928108,4.08230081,-3.20676118,0.54550782,-0.43999987,0.65502626,-0.62655887,0.41119156,-0.35252650,0.00000000,-0.00000000
-5.51375688,5.76947342,-4.72838697,0.00135392,-0.00110879,0.46558576,-0.42946270,0.81441843,-0.60419671,4.33805475,-3.44706213,0.57551406,-0.46433316,0.67390493,-0.63860919,0.42734017,-0.36884375,0.00000000,-0.00000000
-5.50775388,6.07922902,-5.02258513,0.00146034,-0.00118560,0.48233484,-0.44320858,0.88177109,-0.66313743,4.59376271,-3.69561865,0.60589894,-0.49030461,0.69286091,-0.65175979,0.44292181,-0.38554491,0.00000000,-0.00000000
-5.50175088,6.38610817,-5.32549951,0.00157435,-0.00127344,0.49883547,-0.45763004,0.95098483,-0.72578221,4.84705848,-3.95042631,0.63635608,-0.51766197,0.71158800,-0.66580982,0.45774195,-0.40239818,0.00000000,-0.00000000
-5.49574787,6.68704525,-5.63431385,0.00169452,-0.00137149,0.51487715,-0.47253815,1.02148671,-0.79173496,5.09554930,-4.20930588,0.66658692,-0.54612769,0.72980005,-0.68053079,0.47162418,-0.41917121,0.00000000,-0.00000000
-5.48974487,6.97904205,-5.94602908,0.00181929,-0.00147873,0.53026812,-0.48772911,1.09266283,-0.86052700,5.33685972,-4.46993814,0.69630634,-0.57540411,0.74723767,-0.69567380,0.48441296,-0.43563576,0.00000000,-0.00000000
-5.48374187,7.25922466,-6.25751929,0.00194696,-0.00159391,0.54483961,-0.50299010,1.16386891,-0.93162165,5.56867618,-4.72990272,0.72524800,-0.60517947,0.76367398,-0.71097751,0.49597585,-0.45157222,0.00000000,-0.00000000
-5.47773887,7.52489822,-6.56559207,0.00207572,-0.00171560,0.55844942,-0.51810557,1.23444259,-1.00442113,5.78879128,-4.98671994,0.75316940,-0.63513466,0.77891903,-0.72617671,0.50620519,-0.46677385,0.00000000,-0.00000000
-5.47173587,7.77359813,-6.86705143,0.00220369,-0.00184218,0.57098466,-0.53286378,1.30371679,-1.07827578,5.99514656,-5.23789507,0.77985635,-0.66495047,0.79282314,-0.74101077,0.51501916,-0.48105061,0.00000000,-0.00000000
-5.46573287,8.00313647,-7.15876200,0.00232900,-0.00197189,0.58236363,-0.54706316,1.37103395,-1.15249525,6.18587287,-5.48096375,0.80512684,-0.69431506,0.80527880,-0.75523199,0.52236233,-0.49423258,0.00000000,-0.00000000
-5.45972986,8.21164259,-7.43771243,0.00244977,-0.00210289,0.59253677,-0.56051848,1.43576062,-1.22636170,6.35932711,-5.71353780,0.82883410,-0.72293145,0.81622141,-0.76861327,0.52820573,-0.50617277,0.00000000,-0.00000000
-5.45372686,8.39759657,-7.70107672,0.00256421,-0.00223323,0.60148677,-0.57306631,1.49730184,-1.29914444,6.51412438,-5.93335036,0.85086873,-0.75052466,0.82562880,-0.78095488,0.53254636,-0.51674942,0.00000000,-0.00000000
-5.44772386,8.55985484,-7.94627159,0.00267064,-0.00236096,0.60922764,-0.58456986,1.55511493,-1.37011577,6.64916452,-6.13829925,0.87115984,-0.77684840,0.83351953,-0.79209014,0.53540634,-0.52586758,0.00000000,-0.00000000
-5.44172086,8.69766699,-8.17100860,0.00276753,-0.00248414,0.61580296,-0.59492269,1.60872195,-1.43856728,6.76365226,-6.32648758,0.88967505,-0.80169076,0.83995021,-0.80188976,0.53683164,-0.53346023,0.00000000,-0.00000000
-5.43571786,8.81068320,-8.37333949,0.00285356,-0.00260090,0.62128328,-0.60405145,1.65772058,-1.50382633,6.85711021,-6.49626063,0.90641938,-0.82487896,0.84501181,-0.81026480,0.53689046,-0.53948863,0.00000000,-0.00000000
-5.42971486,8.89895199,-8.55169361,0.00292762,-0.00270950,0.62576269,-0.61191740,1.70179283,-1.56527188,6.92938423,-6.64623793,0.92143296,-0.84628275,0.84882511,-0.81716815,0.53567138,-0.54394225,0.00000000,-0.00000000
-5.42371186,8.96290818,-8.70490634,0.00298886,-0.00280833,0.62935470,-0.61851671,1.74071133,-1.62234920,6.98064084,-6.77533968,0.93478763,-0.86581648,0.85153550,-0.82259459,0.53328126,-0.54683807,0.00000000,-0.00000000
-5.41770885,9.00335125,-8.83223784,0.00303672,-0.00289602,0.63218755,-0.62387953,1.77434300,-1.67458289,7.01135679,-6.88280673,0.94658256,-0.88343960,0.85330708,-0.82657942,0.52984288,-0.54821946,0.00000000,-0.00000000
-5.41170585,9.02141474,-8.93338139,0.00307091,-0.00297141,0.63439898,-0.62806796,1.80264985,-1.72158770,7.02230083,-6.96821338,0.95693886,-0.89915564,0.85431647,-0.82919584,0.52549253,-0.54815461,0.00000000,-0.00000000
-5.40570285,9.01852751,-9.00846121,0.00309144,-0.00303360,0.63613071,-0.63117284,1.82568716,-1.76307675,7.01450847,-7.03147266,0.96599358,-0.91300973,0.85474621,-0.83055118,0.52037743,-0.54673464,0.00000000,-0.00000000
-5.39969985,8.99636797,-9.05801979,0.00309860,-0.00308198,0.63752277,-0.63330969,1.84359899,-1.79886688,6.98925035,-7.07283361,0.97389304,-0.92508471,0.85477816,-0.83078219,0.51465303,-0.54407129,0.00000000,-0.00000000
-5.39369685,8.95681304,-9.08299495,0.00309295,-0.00311625,0.63870772,-0.63461383,1.85661140,-1.82888096,6.94799537,-7.09287073,0.98078600,-0.93549595,0.85458690,-0.83004949,0.50848039,-0.54029452,0.00000000,-0.00000000
-5.38769385,8.90188314,-9.08468743,0.00307531,-0.00313641,0.63980517,-0.63523478,1.86502368,-1.85314711,6.89236985,-7.09246560,0.98681671,-0.94438523,0.85433341,-0.82853147,0.50202334,-0.53554973,0.00000000,-0.00000000
-5.38169085,8.83368546,-9.06471989,0.00304671,-0.00314273,0.64091661,-0.63533034,1.86919803,-1.87179498,6.82411410,-7.07278140,0.99211818,-0.95191368,0.85415930,-0.82641783,0.49544585,-0.52999490,0.00000000,-0.00000000
-5.37568784,8.75435717,-9.02498863,0.00300838,-0.00313581,0.64212083,-0.63506038,1.86954821,-1.88504927,6.74503788,-7.03523079,0.99680598,-0.95825433,0.85418152,-0.82390280,0.48890925,-0.52379762,0.00000000,-0.00000000
-5.36968484,8.66601073,-8.96760939,0.00296172,-0.00311646,0.64347005,-0.63458056,1.86652755,-1.89322093,6.65697637,-6.98143832,1.00097282,-0.96358429,0.85448812,-0.82117851,0.48256960,-0.51713199,0.00000000,-0.00000000
-5.36368184,8.57068303,-8.89485901,0.00290822,-0.00308577,0.64498707,-0.63403622,1.86061689,-1.89669629,6.56174786,-6.91319837,1.00468410,-0.96807708,0.85513488,-0.81842844,0.47657514,-0.51017545,0.00000000,-0.00000000
-5.35767884,8.47029001,-8.80911468,0.00284946,-0.00304502,0.64666341,-0.63355665,1.85231282,-1.89592479,6.46111477,-6.83243004,1.00797466,-0.97189521,0.85614326,-0.81582127,0.47106377,-0.50310566,0.00000000,-0.00000000
-5.35167584,8.36658832,-8.71279270,0.00278707,-0.00299564,0.64845870,-0.63324990,1.84211653,-1.89140569,6.35674886,-6.74113031,1.01084696,-0.97518338,0.85749958,-0.81350521,0.46616073,-0.49609729,0.00000000,-0.00000000
-5.34567284,8.26114492,-8.60828856,0.00272267,-0.00293922,0.65030142,-0.63319822,1.83052369,-1.88367428,6.25020168,-6.64132697,1.01327074,-0.97806254,0.85915568,-0.81160315,0.46197645,-0.48931894,0.00000000,-0.00000000
