energy_ev,total_up,C_s_up,C_p_up,Os_p_up,Os_d_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up
-5.81390695,2.46847442,0.01650533,0.12057880,1.00830216,0.96653314,0.32629618,0.15718766,0.00895966,1.24963594
-5.80790395,2.43684338,0.01613102,0.11911726,0.99990478,0.95350123,0.32548591,0.15433865,0.00904734,1.23386399
-5.80190095,2.40383226,0.01585259,0.11709572,0.98786207,0.94069717,0.32463660,0.15170043,0.00914344,1.21767650
-5.79589795,2.37053507,0.01568189,0.11457141,0.97260171,0.92852317,0.32392233,0.14935045,0.00924687,1.20165157
-5.78989495,2.33802661,0.01562913,0.11161084,0.95461675,0.91735601,0.32351600,0.14736017,0.00935577,1.18634953
-5.78389195,2.30734092,0.01570280,0.10828808,0.93445108,0.90754249,0.32358399,0.14579412,0.00946752,1.17230007
-5.77788894,2.27945069,0.01590947,0.10468280,0.91268326,0.89939586,0.32428096,0.14470896,0.00957884,1.15998990
-5.77188594,2.25524814,0.01625372,0.10087829,0.88990927,0.89319307,0.32574486,0.14415276,0.00968589,1.14985130
-5.76588294,2.23552773,0.01673805,0.09695961,0.86672481,0.88917283,0.32809243,0.14416431,0.00978437,1.14225188
-5.75987994,2.22097128,0.01736288,0.09301178,0.84370804,0.88753441,0.33141533,0.14477261,0.00986975,1.13748583
-5.75387694,2.21213585,0.01812657,0.08911817,0.82140334,0.88843697,0.33577721,0.14599646,0.00993739,1.13576700
-5.74787394,2.20944483,0.01902545,0.08535918,0.80030685,0.89199944,0.34121164,0.14784426,0.00998278,1.13722416
-5.74187094,2.21318254,0.02005399,0.08181112,0.78085442,0.89830086,0.34772135,0.15031392,0.01000171,1.14189852
-5.73586793,2.22349258,0.02120490,0.07854544,0.76341236,0.90738105,0.35527856,0.15339304,0.00999048,1.14974393
-5.72986493,2.24038005,0.02246938,0.07562825,0.74827140,0.91924161,0.36382660,0.15705928,0.00994607,1.16062959
-5.72386193,2.26371747,0.02383732,0.07312011,0.73564411,0.93384716,0.37328281,0.16128093,0.00986632,1.17434557
-5.71785893,2.29325444,0.02529762,0.07107607,0.72566561,0.95112673,0.38354253,0.16601774,0.00975002,1.19061073
-5.71185593,2.32863044,0.02683842,0.06954598,0.71839767,0.97097530,0.39448414,0.17122197,0.00959703,1.20908305
-5.70585293,2.36939054,0.02844746,0.06857492,0.71383569,0.99325548,0.40597484,0.17683969,0.00940832,1.22937193
-5.69984992,2.41500306,0.03011233,0.06820377,0.71191815,1.01779918,0.41787705,0.18281215,0.00918598,1.25105210
-5.69384692,2.46487884,0.03182079,0.06846987,0.71253795,1.04440938,0.43005501,0.18907745,0.00893317,1.27367840
-5.68784392,2.51839094,0.03356099,0.06940758,0.71555501,1.07286196,0.44238127,0.19557215,0.00865405,1.29680119
-5.68184092,2.57489421,0.03532171,0.07104889,0.72080924,1.10290751,0.45474285,0.20223305,0.00835366,1.31998133
-5.67583792,2.63374375,0.03709251,0.07342381,0.72813324,1.13427336,0.46704654,0.20899882,0.00803780,1.34280444
-5.66983492,2.69431151,0.03886379,0.07656066,0.73736392,1.16666565,0.47922320,0.21581161,0.00771279,1.36489349
-5.66383192,2.75600035,0.04062688,0.08048611,0.74835246,1.19977171,0.49123068,0.22261840,0.00738532,1.38591939
-5.65782891,2.81825509,0.04237395,0.08522496,0.76097189,1.23326272,0.50305518,0.22937226,0.00706226,1.40560895
-5.65182591,2.88057009,0.04409791,0.09079969,0.77512194,1.26679675,0.51471094,0.23603308,0.00675041,1.42374989
-5.64582291,2.94249316,0.04579227,0.09722976,0.79073093,1.30002229,0.52623819,0.24256819,0.00645631,1.44019274
-5.63981991,3.00362599,0.04745085,0.10453060,0.80775451,1.33258236,0.53769937,0.24895244,0.00618605,1.45484945
-5.63381691,3.06362110,0.04906757,0.11271247,0.82617140,1.36411912,0.54917385,0.25516795,0.00594511,1.46768904
-5.62781391,3.12217600,0.05063612,0.12177910,0.84597643,1.39427918,0.56075135,0.26120348,0.00573819,1.47873037
-5.62181091,3.17902491,0.05214971,0.13172619,0.86717136,1.42271936,0.57252429,0.26705342,0.00556908,1.48803265
-5.61580790,3.23392893,0.05360078,0.14254003,0.88975405,1.44911290,0.58457973,0.27271655,0.00544059,1.49568422
-5.60980490,3.28666548,0.05498075,0.15419600,0.91370673,1.47315608,0.59699105,0.27819447,0.00535447,1.50179029
-5.60380190,3.33701775,0.05627988,0.16665744,0.93898435,1.49457481,0.60981004,0.28348997,0.00531139,1.50646038
-5.59779890,3.38476523,0.05748717,0.17987461,0.96550352,1.51313117,0.62305990,0.28860535,0.00531094,1.50979629
-5.59179590,3.42967599,0.05859036,0.19378420,0.99313329,1.52862957,0.63672943,0.29354078,0.00535167,1.51188129
-5.58579290,3.47150132,0.05957604,0.20830915,1.02168815,1.54092223,0.65076903,0.29829286,0.00543114,1.51277124
-5.57978989,3.50997356,0.06042987,0.22335913,1.05092412,1.54991370,0.66508865,0.30285346,0.00554605,1.51248813
-5.57378689,3.54480714,0.06113690,0.23883153,1.08053830,1.55556427,0.67955795,0.30720893,0.00569232,1.51101653
-5.56778389,3.57570318,0.06168200,0.25461317,1.11017211,1.55789197,0.69400888,0.31133976,0.00586526,1.50830315
-5.56178089,3.60235748,0.06205035,0.27058244,1.13941833,1.55697305,0.70824038,0.31522067,0.00605972,1.50425943
-5.55577789,3.62447158,0.06222801,0.28661223,1.16783166,1.55294094,0.72202528,0.31882129,0.00627023,1.49876725
-5.54977489,3.64176643,0.06220250,0.30257313,1.19494244,1.54598361,0.73511889,0.32210728,0.00649122,1.49168708
-5.54377189,3.65399782,0.06196342,0.31833714,1.22027279,1.53633949,0.74726906,0.32504188,0.00671715,1.48286841
-5.53776888,3.66097292,0.06150300,0.33378148,1.24335451,1.52429205,0.75822697,0.32758786,0.00694274,1.47216154
-5.53176588,3.66256679,0.06081661,0.34879253,1.26374763,1.51016335,0.76775828,0.32970975,0.00716305,1.45943015
-5.52576288,3.65873796,0.05990319,0.36326959,1.28105875,1.49430673,0.77565397,0.33137624,0.00737368,1.44456383
-5.51975988,3.64954214,0.05876552,0.37712823,1.29495810,1.47709909,0.78174027,0.33256248,0.00757090,1.42748981
-5.51375688,3.63514303,0.05741040,0.39030326,1.30519434,1.45893285,0.78588713,0.33325249,0.00775167,1.40818315
-5.50775388,3.61581958,0.05584867,0.40275082,1.31160632,1.44020805,0.78801493,0.33344110,0.00791377,1.38667480
-5.50175088,3.59196902,0.05409506,0.41444979,1.31413114,1.42132475,0.78809876,0.33313571,0.00805582,1.36305706
-5.49574787,3.56410523,0.05216792,0.42540216,1.31280791,1.40267600,0.78617043,0.33235745,0.00817724,1.33748603
-5.48974487,3.53285241,0.05008877,0.43563242,1.30777726,1.38464133,0.78231778,0.33114190,0.00827825,1.31018105
-5.48374187,3.49893386,0.04788181,0.44518599,1.29927631,1.36758116,0.77668164,0.32953920,0.00835978,1.28142099
-5.47773887,3.46315651,0.04557323,0.45412666,1.28762965,1.35183171,0.76945037,0.32761358,0.00842337,1.25153777
-5.47173587,3.42639140,0.04319056,0.46253320,1.27323662,1.33770079,0.76085252,0.32544224,0.00847105,1.22090739
-5.46573287,3.38955100,0.04076196,0.47049529,1.25655569,1.32546401,0.75114786,0.32311384,0.00850523,1.18993894
-5.45972986,3.35356419,0.03831545,0.47810891,1.23808674,1.31536159,0.74061745,0.32072640,0.00852849,1.15906222
-5.45372686,3.31934987,0.03587826,0.48547151,1.21835211,1.30759534,0.72955302,0.31838486,0.00854350,1.12871463
-5.44772386,3.28779010,0.03347618,0.49267712,1.19787740,1.30232607,0.71824646,0.31619845,0.00855281,1.09932787
-5.44172086,3.25970396,0.03113301,0.49981157,1.17717291,1.29967091,0.70697971,0.31427771,0.00855874,1.07131510
-5.43571786,3.23582288,0.02887013,0.50694832,1.15671657,1.29970091,0.69601562,0.31273159,0.00856326,1.04505919
-5.42971486,3.21676852,0.02670613,0.51414472,1.13693907,1.30243860,0.68559011,0.31166446,0.00856790,1.02090232
-5.42371186,3.20303365,0.02465657,0.52143927,1.11821169,1.30785576,0.67590583,0.31117329,0.00857369,0.99913740
-5.41770885,3.19496696,0.02273386,0.52884960,1.10083720,1.31587150,0.66712764,0.31134485,0.00858107,0.98000147
-5.41170585,3.19276179,0.02094723,0.53637162,1.08504415,1.32635072,0.65937973,0.31225329,0.00858996,0.96367114
-5.40570285,3.19644942,0.01930279,0.54397958,1.07098424,1.33910325,0.65274462,0.31395778,0.00859973,0.95026006
-5.39969985,3.20589668,0.01780368,0.55162709,1.05873293,1.35388388,0.64726366,0.31650052,0.00860929,0.93981828
-5.39369685,3.22080796,0.01645025,0.55924908,1.04829271,1.37039347,0.64293893,0.31990502,0.00861713,0.93233327
-5.38769385,3.24073134,0.01524036,0.56676440,1.03959876,1.38828135,0.63973634,0.32417460,0.00862144,0.92773239
-5.38169085,3.26506854,0.01416959,0.57407911,1.03252643,1.40714919,0.63758955,0.32929135,0.00862019,0.92588648
-5.37568784,3.29308838,0.01323162,0.58109002,1.02690001,1.42655647,0.63640451,0.33521527,0.00861130,0.92661438
-5.36968484,3.32394309,0.01241846,0.58768856,1.02250234,1.44602751,0.63606430,0.34188393,0.00859269,0.92968807
-5.36368184,3.35668727,0.01172084,0.59376452,1.01908468,1.46506008,0.63643408,0.34921244,0.00856243,0.93483817
-5.35767884,3.39029883,0.01112847,0.59920975,1.01637649,1.48313542,0.63736590,0.35709398,0.00851881,0.94175985
-5.35167584,3.42370151,0.01063034,0.60392142,1.01409475,1.49972944,0.63870331,0.36540078,0.00846044,0.95011887
-5.34567284,3.45578850,0.01021497,0.60780499,1.01195257,1.51432481,0.64028555,0.37398566,0.00838630,0.95955770
-5.33966983,3.48544672,0.00987074,0.61077656,1.00966697,1.52642356,0.64195143,0.38268426,0.00829579,0.96970190
-5.33366683,3.51158133,0.00958605,0.61276482,1.00696571,1.53555983,0.64354274,0.39131776,0.00818874,0.98016657
-5.32766383,3.53313999,0.00934958,0.61371241,1.00359319,1.54131217,0.64490727,0.39969634,0.00806538,0.99056304
-5.32166083,3.54913655,0.00915053,0.61357681,0.99931547,1.54331516,0.64590153,0.40762314,0.00792638,1.00050574
-5.31565783,3.55867364,0.00897873,0.61233093,0.99392455,1.54126977,0.64639313,0.41489884,0.00777272,1.00961926
-5.30965483,3.56096382,0.00882486,0.60996321,0.98724187,1.53495213,0.64626292,0.42132651,0.00760573,1.01754571
-5.30365183,3.55534887,0.00868057,0.60647769,0.97912137,1.52422042,0.64540693,0.42671696,0.00742697,1.02395202
-5.29764882,3.54131685,0.00853862,0.60189383,0.96945197,1.50901964,0.64373811,0.43089404,0.00723817,1.02853733
-5.29164582,3.51851649,0.00839296,0.59624633,0.95815971,1.48938413,0.64118789,0.43369993,0.00704118,1.03104020
-5.28564282,3.48676868,0.00823881,0.58958508,0.94520950,1.46543782,0.63770759,0.43500025,0.00683789,1.03124538
-5.27963982,3.44607482,0.00807269,0.58197506,0.93060645,1.43739226,0.63326965,0.43468858,0.00663019,1.02899011
-5.27363682,3.39662165,0.00789247,0.57349651,0.91439697,1.40554262,0.62786854,0.43269040,0.00641994,1.02416945
-5.26763382,3.33878270,0.00769736,0.56424516,0.89666927,1.37026187,0.62152159,0.42896614,0.00620889,1.01674077
-5.26163082,3.27311607,0.00748782,0.55433261,0.87755354,1.33199346,0.61426938,0.42351330,0.00599869,1.00672695
-5.25562781,3.20035882,0.00726560,0.54388672,0.85722146,1.29124276,0.60617592,0.41636743,0.00579090,0.99421815
-5.24962481,3.12141781,0.00703359,0.53305209,0.83588517,1.24856771,0.59732849,0.40760199,0.00558695,0.97937230
-5.24362181,3.03735747,0.00679576,0.52199030,0.81379559,1.20456889,0.58783706,0.39732704,0.00538819,0.96241388
-5.23761881,2.94938439,0.00655700,0.51088001,0.79123992,1.15987935,0.57783349,0.38568687,0.00519590,0.94363127
-5.23161581,2.85882927,0.00632308,0.49991665,0.76853853,1.11515442,0.56747016,0.37285650,0.00501129,0.92337256
-5.22561281,2.76712619,0.00610041,0.48931165,0.74604091,1.07106159,0.55691842,0.35903742,0.00483556,0.90203991
-5.21960980,2.67578964,0.00589597,0.47929092,0.72412094,1.02827071,0.54636642,0.34445248,0.00466991,0.88008260
-5.21360680,2.58638938,0.00571710,0.47009272,0.70317128,0.98744430,0.53601668,0.32934032,0.00451556,0.85798881
-5.20760380,2.50052335,0.00557136,0.46196448,0.68359697,0.94922814,0.52608306,0.31394940,0.00437374,0.83627635
-5.20160080,2.41978880,0.00546637,0.45515870,0.66580821,0.91424184,0.51678727,0.29853193,0.00424574,0.81548234
-5.19559780,2.34575189,0.00540959,0.44992785,0.65021245,0.88306952,0.50835490,0.28333773,0.00413284,0.79615214
-5.18959480,2.27991580,0.00540819,0.44651820,0.63720563,0.85625023,0.50101078,0.26860844,0.00403632,0.77882756
-5.18359180,2.22368787,0.00546881,0.44516275,0.62716289,0.83426825,0.49497386,0.25457202,0.00395744,0.76403446
-5.17758879,2.17834607,0.00559742,0.44607322,0.62042870,0.81754321,0.49045157,0.24143770,0.00389735,0.75227015
-5.17158579,2.14500527,0.00579906,0.44943158,0.61730661,0.80641994,0.48763363,0.22939160,0.00385707,0.74399045
-5.16558279,2.12458422,0.00607770,0.45538113,0.61804894,0.80115854,0.48668563,0.21859300,0.00383740,0.73959698
-5.15957979,2.11777400,0.00643603,0.46401760,0.62284655,0.80192458,0.48774237,0.20917129,0.00383888,0.73942480
-5.15357679,2.12500907,0.00687526,0.47538072,0.63181907,0.80878015,0.49090128,0.20122374,0.00386172,0.74373075
-5.14757379,2.14644216,0.00739496,0.48944663,0.64500619,0.82167596,0.49621626,0.19481403,0.00390570,0.75268299
-5.14157079,2.18192430,0.00799296,0.50612162,0.66236009,0.84044520,0.50369208,0.18997154,0.00397017,0.76635206
-5.13556778,2.23099144,0.00866518,0.52523772,0.68373988,0.86479965,0.51327998,0.18669147,0.00405397,0.78470399
-5.12956478,2.29285884,0.00940560,0.54655054,0.70890822,0.89432860,0.52487450,0.18493572,0.00415543,0.80759587
-5.12356178,2.36642454,0.01020626,0.56973966,0.73753073,0.92850113,0.53831223,0.18463453,0.00427234,0.83477444
-5.11755878,2.45028280,0.01105726,0.59441201,0.76917851,0.96667205,0.55337253,0.18568885,0.00440199,0.86587783
-5.11155578,2.54274802,0.01194691,0.62010822,0.80333400,1.00809194,0.56978054,0.18797340,0.00454117,0.90044093
-5.10555278,2.64188927,0.01286189,0.64631206,0.83940039,1.05192118,0.58721264,0.19134040,0.00468631,0.93790453
-5.09954977,2.74557523,0.01378751,0.67246275,0.87671448,1.09724787,0.60530430,0.19562379,0.00483346,0.97762802
-5.09354677,2.85152832,0.01470800,0.69796982,0.91456281,1.14310945,0.62366026,0.20064403,0.00497848,1.01890564
-5.08754377,2.95738681,0.01560692,0.72223015,0.95220054,1.18851724,0.64186671,0.20621316,0.00511712,1.06098589
-5.08154077,3.06077282,0.01646755,0.74464634,0.98887269,1.23248321,0.65950511,0.21214016,0.00524518,1.10309336
-5.07553777,3.15936366,0.01727335,0.76464590,1.02383674,1.27404803,0.67616703,0.21823637,0.00535861,1.14445242
-5.06953477,3.25096395,0.01800847,0.78170035,1.05638583,1.31230925,0.69146946,0.22432077,0.00545367,1.18431173
-5.06353177,3.33357520,0.01865819,0.79534328,1.08587146,1.34644850,0.70506985,0.23022507,0.00552706,1.22196871
-5.05752876,3.40546013,0.01920939,0.80518668,1.11172474,1.37575653,0.71668003,0.23579826,0.00557607,1.25679268
-5.05152576,3.46519846,0.01965098,0.81093464,1.13347506,1.39965485,0.72607841,0.24091060,0.00559860,1.28824586
-5.04552276,3.51173167,0.01997421,0.81239378,1.15076533,1.41771313,0.73311962,0.24545680,0.00559335,1.31590100
-5.03951976,3.54439452,0.02017301,0.80947987,1.16336289,1.42966134,0.73774121,0.24935824,0.00555976,1.33945485
-5.03351676,3.56293153,0.02024410,0.80222031,1.17116558,1.43539620,0.73996667,0.25256420,0.00549812,1.35873672
-5.02751376,3.56749758,0.02018716,0.79075229,1.17420252,1.43498140,0.73990474,0.25505200,0.00540949,1.37371159
-5.02151076,3.55864234,0.02000470,0.77531673,1.17262951,1.42864168,0.73774480,0.25682605,0.00529570,1.38447752
-5.01550775,3.53727913,0.01970205,0.75624826,1.16671921,1.41675095,0.73374845,0.25791578,0.00515927,1.39125744
-5.00950475,3.50463953,0.01928703,0.73396179,1.15684664,1.39981493,0.72823768,0.25837264,0.00500331,1.39438544
-5.00350175,3.46221568,0.01876969,0.70893626,1.14347049,1.37844905,0.72158005,0.25826623,0.00483138,1.39428842
-4.99749875,3.41169300,0.01816192,0.68169627,1.12711137,1.35335266,0.71417157,0.25767976,0.00464740,1.39146358
-4.99149575,3.35487630,0.01747699,0.65279270,1.10832794,1.32528068,0.70641820,0.25670500,0.00445546,1.38645302
-4.98549275,3.29361265,0.01672906,0.62278298,1.08769214,1.29501376,0.69871672,0.25543709,0.00425967,1.37981661
-4.97948974,3.22971464,0.01593275,0.59221193,1.06576472,1.26332854,0.69143596,0.25396925,0.00406408,1.37210430
-4.97348674,3.16488725,0.01510260,0.56159422,1.04307229,1.23096894,0.68489941,0.25238781,0.00387245,1.36382927
-4.96748374,3.10066173,0.01425270,0.53139884,1.02008694,1.19861991,0.67936989,0.25076772,0.00368818,1.35544322
-4.96148074,3.03833929,0.01339621,0.50203639,0.99720933,1.16688456,0.67503725,0.24916878,0.00351421,1.34731501
-4.95547774,2.97894689,0.01254511,0.47384955,0.97475607,1.13626562,0.67200953,0.24763270,0.00335292,1.33971350
-4.94947474,2.92320693,0.01170990,0.44710696,0.95295176,1.10715183,0.67030819,0.24618122,0.00320608,1.33279572
-4.94347174,2.87152172,0.01089947,0.42200055,0.93192603,1.07980969,0.66986739,0.24481529,0.00307483,1.32660058
-4.93746873,2.82397324,0.01012093,0.39864624,0.91171547,1.05438079,0.67053770,0.24351537,0.00295966,1.32104862
-4.93146573,2.78033757,0.00937971,0.37708778,0.89227010,1.03088460,0.67209363,0.24224286,0.00286048,1.31594779
-4.92546273,2.74011301,0.00867950,0.35730320,0.87346405,1.00922646,0.67424493,0.24094244,0.00277662,1.31100469
-4.91945973,2.70256012,0.00802247,0.33921351,0.85510950,0.98921006,0.67665086,0.23954534,0.00270691,1.30584103
-4.91345673,2.66675142,0.00740936,0.32269300,0.83697314,0.97055399,0.67893686,0.23797334,0.00264980,1.30001414
-4.90745373,2.63162823,0.00683975,0.30758051,0.81879426,0.95291115,0.68071262,0.23614314,0.00260340,1.29304066
-4.90145073,2.59606154,0.00631224,0.29369119,0.80030328,0.93589025,0.68159082,0.23397103,0.00256563,1.28442223
-4.89544772,2.55891410,0.00582471,0.28082799,0.78123989,0.91907829,0.68120557,0.23137764,0.00253433,1.27367171
-4.88944472,2.51910070,0.00537453,0.26879251,0.76136986,0.90206296,0.67922953,0.22829230,0.00250730,1.26033891
-4.88344172,2.47564380,0.00495879,0.25739470,0.74049969,0.88445387,0.67538918,0.22465713,0.00248248,1.24403428
-4.87743872,2.42772206,0.00457450,0.24646109,0.71848849,0.86590185,0.66947727,0.22043033,0.00245797,1.22444969
-4.87143572,2.37470985,0.00421872,0.23584127,0.69525659,0.84611536,0.66136203,0.21558878,0.00243215,1.20137516
-4.86543272,2.31620594,0.00388870,0.22541258,0.67079069,0.82487334,0.65099282,0.21012967,0.00240370,1.17471090
-4.85942971,2.25205076,0.00358198,0.21508289,0.64514530,0.80203431,0.63840184,0.20407117,0.00237164,1.14447415
-4.85342671,2.18233161,0.00329642,0.20479152,0.61844086,0.77754106,0.62370213,0.19745214,0.00233536,1.11080056
-4.84742371,2.10737624,0.00303026,0.19450853,0.59085860,0.75142129,0.60708194,0.19033085,0.00229462,1.07394030
-4.84142071,2.02773554,0.00278209,0.18423261,0.56263265,0.72378415,0.58879576,0.18278292,0.00224953,1.03424916
-4.83541771,1.94415671,0.00255081,0.17398768,0.53404005,0.69481307,0.56915270,0.17489846,0.00220049,0.99217522
-4.82941471,1.85754869,0.00233563,0.16381866,0.50538919,0.66475545,0.54850278,0.16677868,0.00214816,0.94824196
-4.82341171,1.76894183,0.00213596,0.15378671,0.47700738,0.63390990,0.52722172,0.15853214,0.00209344,0.90302870
-4.81740870,1.67944403,0.00195140,0.14396405,0.44922826,0.60261166,0.50569523,0.15027078,0.00203732,0.85714947
-4.81140570,1.59019577,0.00178163,0.13442898,0.42237973,0.57121716,0.48430334,0.14210599,0.00198088,0.81123126
-4.80540270,1.50232610,0.00162638,0.12526106,0.39677286,0.54008841,0.46340571,0.13414486,0.00192520,0.76589291
-4.79939970,1.41691181,0.00148537,0.11653677,0.37269238,0.50957802,0.44332833,0.12648686,0.00187131,0.72172549
-4.79339670,1.33494138,0.00135825,0.10832588,0.35038906,0.48001558,0.42435238,0.11922094,0.00182009,0.67927505
-4.78739370,1.25728529,0.00124458,0.10068856,0.33007425,0.45169593,0.40670563,0.11242331,0.00177227,0.63902837
-4.78139070,1.18467367,0.00114383,0.09367330,0.31191669,0.42486981,0.39055654,0.10615591,0.00172837,0.60140231
-4.77538769,1.11768178,0.00105531,0.08731571,0.29604154,0.39973713,0.37601143,0.10046555,0.00168869,0.56673690
-4.76938469,1.05672349,0.00097823,0.08163809,0.28253152,0.37644309,0.36311442,0.09538383,0.00165327,0.53529231
-4.76338169,1.00205246,0.00091169,0.07664974,0.27142996,0.35507707,0.35185031,0.09092763,0.00162194,0.50724940
-4.75737869,0.95377037,0.00085467,0.07234794,0.26274528,0.33567408,0.34214982,0.08710030,0.00159429,0.48271370
-4.75137569,0.91184102,0.00080609,0.06871938,0.25645665,0.31821866,0.33389699,0.08389320,0.00156972,0.46172209
-4.74537269,0.87610927,0.00076482,0.06574205,0.25252039,0.30265060,0.32693817,0.08128769,0.00154749,0.44425172
-4.73936968,0.84632314,0.00072972,0.06338719,0.25087646,0.28887227,0.32109208,0.07925731,0.00152674,0.43023033
-4.73336668,0.82215782,0.00069967,0.06162155,0.25145488,0.27675685,0.31616044,0.07777003,0.00150654,0.41954733
-4.72736368,0.80323993,0.00067357,0.06040939,0.25418147,0.26615706,0.31193850,0.07679049,0.00148597,0.41206485
-4.72136068,0.78917069,0.00065042,0.05971444,0.25898266,0.25691386,0.30822511,0.07628201,0.00146414,0.40762815
-4.71535768,0.77954691,0.00062928,0.05950158,0.26578905,0.24886464,0.30483167,0.07620837,0.00144025,0.40607473
-4.70935468,0.77397857,0.00060937,0.05973816,0.27453763,0.24185064,0.30158977,0.07653524,0.00141366,0.40724176
-4.70335168,0.77210262,0.00059000,0.06039499,0.28517242,0.23572304,0.29835713,0.07723120,0.00138388,0.41097150
-4.69734867,0.77359227,0.00057064,0.06144693,0.29764373,0.23034785,0.29502165,0.07826831,0.00135066,0.41711453
-4.69134567,0.77816191,0.00055090,0.06287306,0.31190605,0.22560920,0.29150356,0.07962229,0.00131398,0.42553086
-4.68534267,0.78556773,0.00053054,0.06465654,0.32791476,0.22141120,0.28775570,0.08127228,0.00127407,0.43608892
-4.67933967,0.79560450,0.00050945,0.06678416,0.34562199,0.21767836,0.28376201,0.08320032,0.00123145,0.44866295
-4.67333667,0.80809916,0.00048768,0.06924560,0.36497192,0.21435477,0.27953453,0.08539051,0.00118692,0.46312897
-4.66733367,0.82290217,0.00046539,0.07203253,0.38589593,0.21140226,0.27510914,0.08782805,0.00114155,0.47935983
-4.66133067,0.83987731,0.00044286,0.07513762,0.40830789,0.20879777,0.27054039,0.09049813,0.00109670,0.49722003
-4.65532766,0.85889106,0.00042049,0.07855352,0.43210001,0.20653023,0.26589590,0.09338495,0.00105400,0.51656052
-4.64932466,0.87980240,0.00039875,0.08227182,0.45713954,0.20459727,0.26125039,0.09647073,0.00101536,0.53721421
-4.64332166,0.90245383,0.00037821,0.08628215,0.48326656,0.20300197,0.25668007,0.09973498,0.00098294,0.55899254
