energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Mg_p_up,Mg_p_down,Mg_d_up,Mg_d_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.89794897,2.58988191,-2.58988040,0.03313627,-0.03313627,0.38262524,-0.38262487,0.66762624,-0.66762605,0.00000000,-0.00000000,0.87341951,-0.87341904,1.08847104,-1.08847006,0.05682731,-0.05682730,0.99445022,-0.99444988
-5.89194597,2.48534710,-2.48534549,0.03228082,-0.03228081,0.36299586,-0.36299546,0.64621524,-0.64621505,0.00000000,-0.00000000,0.83233288,-0.83233240,1.04054968,-1.04054862,0.05506771,-0.05506769,0.96012863,-0.96012827
-5.88594297,2.37678897,-2.37678730,0.03124563,-0.03124562,0.34251098,-0.34251056,0.62432520,-0.62432500,0.00000000,-0.00000000,0.79195908,-0.79195860,0.98997043,-0.98996932,0.05307001,-0.05306999,0.92472619,-0.92472583
-5.87993997,2.26587992,-2.26587821,0.03004977,-0.03004975,0.32153494,-0.32153451,0.60225659,-0.60225639,0.00000000,-0.00000000,0.75284160,-0.75284112,0.93762235,-0.93762120,0.05087012,-0.05087010,0.88870794,-0.88870756
-5.87393697,2.15425880,-2.15425707,0.02871500,-0.02871499,0.30043168,-0.30043124,0.58028559,-0.58028540,0.00000000,-0.00000000,0.71545973,-0.71545927,0.88439700,-0.88439583,0.04850750,-0.04850748,0.85251555,-0.85251518
-5.86793397,2.04349181,-2.04349010,0.02726520,-0.02726519,0.27955620,-0.27955576,0.55865814,-0.55865795,0.00000000,-0.00000000,0.68021932,-0.68021888,0.83116705,-0.83116589,0.04602416,-0.04602414,0.81655623,-0.81655586
-5.86193097,1.93503960,-1.93503794,0.02572562,-0.02572561,0.25924716,-0.25924674,0.53758571,-0.53758552,0.00000000,-0.00000000,0.64744673,-0.64744631,0.77876777,-0.77876663,0.04346347,-0.04346345,0.78119367,-0.78119331
-5.85592796,1.83023125,-1.83022965,0.02412220,-0.02412218,0.23982069,-0.23982028,0.51724280,-0.51724263,0.00000000,-0.00000000,0.61738618,-0.61738579,0.72798179,-0.72798070,0.04086916,-0.04086914,0.74674146,-0.74674111
-5.84992496,1.73024558,-1.73024408,0.02248086,-0.02248085,0.22156553,-0.22156515,0.49776624,-0.49776608,0.00000000,-0.00000000,0.59020031,-0.59019996,0.67952754,-0.67952650,0.03828426,-0.03828424,0.71345896,-0.71345863
-5.84392196,1.63609982,-1.63609842,0.02082689,-0.02082687,0.20473960,-0.20473924,0.47925591,-0.47925575,0.00000000,-0.00000000,0.56597372,-0.56597341,0.63405117,-0.63405021,0.03575018,-0.03575016,0.68154968,-0.68154937
-5.83791896,1.54864506,-1.54864379,0.01918431,-0.01918430,0.18956780,-0.18956748,0.46177699,-0.46177685,0.00000000,-0.00000000,0.54471905,-0.54471877,0.59212190,-0.59212102,0.03330588,-0.03330587,0.65116201,-0.65116171
-5.83191596,1.46856788,-1.46856675,0.01757540,-0.01757539,0.17624107,-0.17624080,0.44536333,-0.44536320,0.00000000,-0.00000000,0.52638517,-0.52638493,0.55423022,-0.55422944,0.03098720,-0.03098718,0.62239203,-0.62239175
-5.82591296,1.39639701,-1.39639603,0.01602026,-0.01602024,0.16491642,-0.16491619,0.43002163,-0.43002152,0.00000000,-0.00000000,0.51086703,-0.51086683,0.52078857,-0.52078789,0.02882623,-0.02882622,0.59528819,-0.59528794
-5.81990995,1.33251386,-1.33251304,0.01453646,-0.01453645,0.15571768,-0.15571750,0.41573626,-0.41573616,0.00000000,-0.00000000,0.49801637,-0.49801622,0.49213373,-0.49213317,0.02685091,-0.02685090,0.56985735,-0.56985712
-5.81390695,1.27716560,-1.27716494,0.01313887,-0.01313886,0.14873687,-0.14873673,0.40247424,-0.40247415,0.00000000,-0.00000000,0.48765292,-0.48765281,0.46853031,-0.46852987,0.02508468,-0.02508467,0.54607179,-0.54607159
-5.80790395,1.23047945,-1.23047896,0.01183947,-0.01183946,0.14403580,-0.14403572,0.39019019,-0.39019011,0.00000000,-0.00000000,0.47957537,-0.47957530,0.45017467,-0.45017436,0.02354626,-0.02354625,0.52387677,-0.52387659
-5.80190095,1.19247699,-1.19247668,0.01064735,-0.01064734,0.14164780,-0.14164776,0.37883093,-0.37883087,0.00000000,-0.00000000,0.47357165,-0.47357162,0.43719868,-0.43719850,0.02224955,-0.02224955,0.50319816,-0.50319801
-5.79589795,1.16308744,-1.16308731,0.00956872,-0.00956872,0.14157926,-0.14157928,0.36833953,-0.36833948,0.00000000,-0.00000000,0.46942813,-0.46942815,0.42967290,-0.42967284,0.02120362,-0.02120362,0.48394973,-0.48394960
-5.78989495,1.14215899,-1.14215903,0.00860707,-0.00860706,0.14381107,-0.14381113,0.35865856,-0.35865852,0.00000000,-0.00000000,0.46693729,-0.46693734,0.42760876,-0.42760882,0.02041270,-0.02041271,0.46603975,-0.46603965
-5.78389195,1.12946782,-1.12946803,0.00776328,-0.00776327,0.14829957,-0.14829969,0.34973250,-0.34973248,0.00000000,-0.00000000,0.46590366,-0.46590375,0.43095971,-0.43095990,0.01987636,-0.01987637,0.44937661,-0.44937653
-5.77788894,1.12472443,-1.12472481,0.00703590,-0.00703590,0.15497738,-0.15497754,0.34150929,-0.34150928,0.00000000,-0.00000000,0.46614807,-0.46614819,0.43962130,-0.43962161,0.01958960,-0.01958961,0.43387327,-0.43387321
-5.77188594,1.12757748,-1.12757802,0.00642137,-0.00642137,0.16375380,-0.16375401,0.33394088,-0.33394088,0.00000000,-0.00000000,0.46750992,-0.46751008,0.45343037,-0.45343079,0.01954308,-0.01954309,0.41945036,-0.41945032
-5.76588294,1.13761550,-1.13761619,0.00591429,-0.00591429,0.17451517,-0.17451542,0.32698313,-0.32698314,0.00000000,-0.00000000,0.46984797,-0.46984817,0.47216375,-0.47216428,0.01972335,-0.01972337,0.40603802,-0.40603801
-5.75987994,1.15436705,-1.15436789,0.00550773,-0.00550772,0.18712517,-0.18712546,0.32059492,-0.32059494,0.00000000,-0.00000000,0.47303953,-0.47303976,0.49553697,-0.49553760,0.02011316,-0.02011318,0.39357650,-0.39357651
-5.75387694,1.17730033,-1.17730130,0.00519347,-0.00519347,0.20142538,-0.20142571,0.31473687,-0.31473691,0.00000000,-0.00000000,0.47697863,-0.47697888,0.52320344,-0.52320417,0.02069172,-0.02069175,0.38201559,-0.38201561
-5.74787394,1.20582301,-1.20582409,0.00496235,-0.00496235,0.21723615,-0.21723651,0.30936977,-0.30936982,0.00000000,-0.00000000,0.48157341,-0.48157369,0.55475476,-0.55475558,0.02143514,-0.02143516,0.37131326,-0.37131331
-5.74187094,1.23928331,-1.23928449,0.00480449,-0.00480449,0.23435816,-0.23435855,0.30445295,-0.30445300,0.00000000,-0.00000000,0.48674316,-0.48674346,0.58972275,-0.58972363,0.02231679,-0.02231682,0.36143367,-0.36143373
-5.73586793,1.27697339,-1.27697465,0.00470957,-0.00470957,0.25257464,-0.25257505,0.29994282,-0.29994288,0.00000000,-0.00000000,0.49241538,-0.49241570,0.62758357,-0.62758451,0.02330787,-0.02330790,0.35234478,-0.35234485
-5.72986493,1.31813551,-1.31813684,0.00466708,-0.00466708,0.27165455,-0.27165498,0.29579179,-0.29579186,0.00000000,-0.00000000,0.49852329,-0.49852362,0.66776446,-0.66776545,0.02437788,-0.02437791,0.34401597,-0.34401606
-5.72386193,1.36197184,-1.36197321,0.00466654,-0.00466655,0.29135665,-0.29135709,0.29194766,-0.29194773,0.00000000,-0.00000000,0.50500400,-0.50500435,0.70965323,-0.70965424,0.02549529,-0.02549532,0.33641590,-0.33641600
-5.71785893,1.40765786,-1.40765926,0.00469774,-0.00469774,0.31143451,-0.31143495,0.28835362,-0.28835369,0.00000000,-0.00000000,0.51179760,-0.51179796,0.75261047,-0.75261150,0.02662819,-0.02662822,0.32951074,-0.32951084
-5.71185593,1.45435953,-1.45436093,0.00475088,-0.00475088,0.33164240,-0.33164285,0.28494890,-0.28494897,0.00000000,-0.00000000,0.51884727,-0.51884762,0.79598443,-0.79598546,0.02774502,-0.02774505,0.32326304,-0.32326315
-5.70585293,1.50125363,-1.50125502,0.00481678,-0.00481678,0.35174178,-0.35174223,0.28167004,-0.28167011,0.00000000,-0.00000000,0.52610038,-0.52610073,0.83912802,-0.83912903,0.02881533,-0.02881536,0.31763139,-0.31763150
-5.69984992,1.54755070,-1.54755205,0.00488704,-0.00488704,0.37150828,-0.37150872,0.27845275,-0.27845282,0.00000000,-0.00000000,0.53351055,-0.53351090,0.88141742,-0.88141840,0.02981057,-0.02981059,0.31257071,-0.31257083
-5.69384692,1.59251939,-1.59252070,0.00495413,-0.00495413,0.39073874,-0.39073917,0.27523417,-0.27523423,0.00000000,-0.00000000,0.54104036,-0.54104071,0.92227155,-0.92227250,0.03070484,-0.03070486,0.30803339,-0.30803351
-5.68784392,1.63551121,-1.63551245,0.00501155,-0.00501156,0.40925808,-0.40925849,0.27195540,-0.27195545,0.00000000,-0.00000000,0.54866445,-0.54866480,0.96117143,-0.96117233,0.03147566,-0.03147568,0.30397097,-0.30397108
-5.68184092,1.67598404,-1.67598521,0.00505388,-0.00505389,0.42692549,-0.42692588,0.26856413,-0.26856418,0.00000000,-0.00000000,0.55637274,-0.55637309,0.99767849,-0.99767933,0.03210463,-0.03210464,0.30033631,-0.30033642
-5.67583792,1.71352328,-1.71352436,0.00507685,-0.00507685,0.44363974,-0.44364011,0.26501721,-0.26501725,0.00000000,-0.00000000,0.56417327,-0.56417361,1.03145094,-1.03145172,0.03257804,-0.03257805,0.29708609,-0.29708619
-5.66983492,1.74785903,-1.74786003,0.00507737,-0.00507737,0.45934307,-0.45934342,0.26128278,-0.26128281,0.00000000,-0.00000000,0.57209435,-0.57209468,1.06225710,-1.06225780,0.03288732,-0.03288733,0.29418333,-0.29418343
-5.66383192,1.77887828,-1.77887919,0.00505353,-0.00505353,0.47402354,-0.47402386,0.25734206,-0.25734207,0.00000000,-0.00000000,0.58018579,-0.58018611,1.08998499,-1.08998563,0.03302944,-0.03302944,0.29159984,-0.29159992
-5.65782891,1.80663101,-1.80663184,0.00500461,-0.00500461,0.48771554,-0.48771585,0.25319044,-0.25319044,0.00000000,-0.00000000,0.58851871,-0.58851904,1.11464758,-1.11464815,0.03300701,-0.03300701,0.28931820,-0.28931828
-5.65182591,1.83132974,-1.83133050,0.00493098,-0.00493098,0.50049835,-0.50049864,0.24883793,-0.24883792,0.00000000,-0.00000000,0.59718405,-0.59718437,1.13638300,-1.13638351,0.03282838,-0.03282838,0.28733343,-0.28733350
-5.64582291,1.85334202,-1.85334271,0.00483406,-0.00483406,0.51249271,-0.51249299,0.24430879,-0.24430878,0.00000000,-0.00000000,0.60628941,-0.60628974,1.15544981,-1.15545027,0.03250746,-0.03250746,0.28565379,-0.28565385
-5.63981991,1.87317612,-1.87317676,0.00471622,-0.00471622,0.52385554,-0.52385581,0.23964051,-0.23964049,0.00000000,-0.00000000,0.61595455,-0.61595489,1.17221714,-1.17221756,0.03206336,-0.03206335,0.28430101,-0.28430107
-5.63381691,1.89146041,-1.89146101,0.00458064,-0.00458064,0.53477289,-0.53477316,0.23488205,-0.23488203,0.00000000,-0.00000000,0.62630550,-0.62630584,1.18715017,-1.18715055,0.03151994,-0.03151993,0.28330972,-0.28330977
-5.62781391,1.90891706,-1.90891764,0.00443121,-0.00443120,0.54545156,-0.54545182,0.23009155,-0.23009152,0.00000000,-0.00000000,0.63746759,-0.63746795,1.20079130,-1.20079167,0.03090514,-0.03090513,0.28272606,-0.28272610
-5.62181091,1.92633138,-1.92633196,0.00427232,-0.00427232,0.55610951,-0.55610978,0.22533364,-0.22533361,0.00000000,-0.00000000,0.64955783,-0.64955820,1.21373801,-1.21373837,0.03025024,-0.03025023,0.28260569,-0.28260573
-5.61580790,1.94451798,-1.94451858,0.00410877,-0.00410877,0.56696572,-0.56696600,0.22067644,-0.22067640,0.00000000,-0.00000000,0.66267689,-0.66267728,1.22661798,-1.22661835,0.02958893,-0.02958892,0.28301120,-0.28301125
-5.60980490,1.96428527,-1.96428590,0.00394557,-0.00394557,0.57822973,-0.57823002,0.21618853,-0.21618849,0.00000000,-0.00000000,0.67690121,-0.67690163,1.24006281,-1.24006321,0.02895638,-0.02895637,0.28400902,-0.28400907
-5.60380190,1.98639972,-1.98640040,0.00378779,-0.00378779,0.59009143,-0.59009175,0.21193597,-0.21193593,0.00000000,-0.00000000,0.69227563,-0.69227607,1.25468120,-1.25468163,0.02838820,-0.02838818,0.28566607,-0.28566612
-5.59779890,2.01155145,-2.01155220,0.00364039,-0.00364039,0.60271147,-0.60271181,0.20797957,-0.20797953,0.00000000,-0.00000000,0.70880693,-0.70880739,1.27103263,-1.27103312,0.02791939,-0.02791938,0.28804618,-0.28804624
-5.59179590,2.04032239,-2.04032322,0.00350810,-0.00350810,0.61621264,-0.61621300,0.20437250,-0.20437246,0.00000000,-0.00000000,0.72645859,-0.72645908,1.28960281,-1.28960335,0.02758335,-0.02758334,0.29120662,-0.29120668
-5.58579290,2.07315820,-2.07315911,0.00339526,-0.00339526,0.63067267,-0.63067306,0.20115837,-0.20115834,0.00000000,-0.00000000,0.74514718,-0.74514769,1.31078142,-1.31078203,0.02741076,-0.02741075,0.29519457,-0.29519464
-5.57978989,2.11034498,-2.11034599,0.00330572,-0.00330572,0.64611858,-0.64611900,0.19836983,-0.19836980,0.00000000,-0.00000000,0.76474035,-0.76474087,1.33484336,-1.33484405,0.02742872,-0.02742872,0.30004396,-0.30004405
-5.57378689,2.15199142,-2.15199252,0.00324273,-0.00324272,0.66252286,-0.66252330,0.19602761,-0.19602759,0.00000000,-0.00000000,0.78505674,-0.78505728,1.36193381,-1.36193458,0.02765983,-0.02765983,0.30577263,-0.30577273
-5.56778389,2.19801686,-2.19801804,0.00320884,-0.00320884,0.67980148,-0.67980193,0.19414017,-0.19414015,0.00000000,-0.00000000,0.80586768,-0.80586822,1.39205776,-1.39205860,0.02812140,-0.02812140,0.31237982,-0.31237992
-5.56178089,2.24814562,-2.24814687,0.00320590,-0.00320590,0.69781393,-0.69781441,0.19270376,-0.19270375,0.00000000,-0.00000000,0.82690064,-0.82690119,1.42507427,-1.42507517,0.02882481,-0.02882482,0.31984423,-0.31984434
-5.55577789,2.30190755,-2.30190887,0.00323497,-0.00323497,0.71636515,-0.71636563,0.19170284,-0.19170284,0.00000000,-0.00000000,0.84784436,-0.84784489,1.46069560,-1.46069655,0.02977502,-0.02977503,0.32812259,-0.32812272
-5.54977489,2.35864477,-2.35864613,0.00329630,-0.00329630,0.73520920,-0.73520968,0.19111093,-0.19111092,0.00000000,-0.00000000,0.86835532,-0.86835584,1.49849126,-1.49849226,0.03097019,-0.03097020,0.33714885,-0.33714899
-5.54377189,2.41752421,-2.41752559,0.00338941,-0.00338941,0.75405472,-0.75405521,0.19089156,-0.19089156,0.00000000,-0.00000000,0.88806550,-0.88806600,1.53789676,-1.53789779,0.03240154,-0.03240156,0.34683393,-0.34683407
-5.53776888,2.47755573,-2.47755711,0.00351304,-0.00351304,0.77257187,-0.77257234,0.19099958,-0.19099959,0.00000000,-0.00000000,0.90659105,-0.90659151,1.57822681,-1.57822785,0.03405337,-0.03405339,0.35706623,-0.35706638
-5.53176588,2.53761521,-2.53761656,0.00366526,-0.00366526,0.79040050,-0.79040095,0.19138241,-0.19138242,0.00000000,-0.00000000,0.92354155,-0.92354197,1.61869263,-1.61869366,0.03590329,-0.03590331,0.36771283,-0.36771298
-5.52576288,2.59647212,-2.59647341,0.00384354,-0.00384354,0.80715950,-0.80715992,0.19198149,-0.19198150,0.00000000,-0.00000000,0.93852981,-0.93853017,1.65842287,-1.65842386,0.03792267,-0.03792269,0.37862141,-0.37862156
-5.51975988,2.65282086,-2.65282206,0.00404485,-0.00404485,0.82245687,-0.82245725,0.19273374,-0.19273374,0.00000000,-0.00000000,0.95118165,-0.95118195,1.69648746,-1.69648840,0.04007727,-0.04007730,0.38962298,-0.38962313
-5.51375688,2.70531522,-2.70531631,0.00426577,-0.00426577,0.83590040,-0.83590073,0.19357301,-0.19357302,0.00000000,-0.00000000,0.96114570,-0.96114592,1.73192388,-1.73192474,0.04232813,-0.04232816,0.40053539,-0.40053553
-5.50775388,2.75260512,-2.75260605,0.00450264,-0.00450264,0.84710859,-0.84710885,0.19443169,-0.19443169,0.00000000,-0.00000000,0.96810268,-0.96810282,1.76376501,-1.76376577,0.04463257,-0.04463260,0.41116750,-0.41116763
-5.50175088,2.79337461,-2.79337537,0.00475169,-0.00475169,0.85572150,-0.85572170,0.19524219,-0.19524218,0.00000000,-0.00000000,0.97177420,-0.97177426,1.79106774,-1.79106837,0.04694541,-0.04694544,0.42132415,-0.42132427
-5.49574787,2.82638038,-2.82638093,0.00500920,-0.00500920,0.86141136,-0.86141148,0.19593857,-0.19593856,0.00000000,-0.00000000,0.97193070,-0.97193067,1.81294151,-1.81294200,0.04922033,-0.04922036,0.43081161,-0.43081170
-5.48974487,2.85048928,-2.85048960,0.00527166,-0.00527166,0.86389246,-0.86389250,0.19645822,-0.19645821,0.00000000,-0.00000000,0.96839831,-0.96839818,1.82857593,-1.82857625,0.05141123,-0.05141126,0.43944348,-0.43944355
-5.48374187,2.86471412,-2.86471419,0.00553591,-0.00553591,0.86293010,-0.86293005,0.19674345,-0.19674343,0.00000000,-0.00000000,0.96106452,-0.96106429,1.83726642,-1.83726656,0.05347375,-0.05347378,0.44704686,-0.44704691
-5.47773887,2.86824612,-2.86824593,0.00579928,-0.00579928,0.85834835,-0.85834821,0.19674316,-0.19674313,0.00000000,-0.00000000,0.94988245,-0.94988213,1.83843718,-1.83843714,0.05536667,-0.05536669,0.45346844,-0.45346846
-5.47173587,2.86048311,-2.86048265,0.00605970,-0.00605970,0.85003624,-0.85003601,0.19641444,-0.19641441,0.00000000,-0.00000000,0.93487351,-0.93487309,1.83166050,-1.83166026,0.05705328,-0.05705329,0.45858031,-0.45858030
-5.46573287,2.84105207,-2.84105133,0.00631579,-0.00631579,0.83795223,-0.83795191,0.19572401,-0.19572396,0.00000000,-0.00000000,0.91612841,-0.91612790,1.81667173,-1.81667129,0.05850258,-0.05850259,0.46228526,-0.46228522
-5.45972986,2.80982514,-2.80982412,0.00656692,-0.00656692,0.82212675,-0.82212633,0.19464945,-0.19464939,0.00000000,-0.00000000,0.89380631,-0.89380571,1.79337930,-1.79337866,0.05969034,-0.05969035,0.46452109,-0.46452101
-5.45372686,2.76692817,-2.76692690,0.00681321,-0.00681321,0.80266262,-0.80266212,0.19318023,-0.19318016,0.00000000,-0.00000000,0.86813225,-0.86813157,1.76186934,-1.76186851,0.06059982,-0.06059983,0.46526386,-0.46526375
-5.44772386,2.71274132,-2.71273978,0.00705554,-0.00705554,0.77973344,-0.77973287,0.19131828,-0.19131820,0.00000000,-0.00000000,0.83939270,-0.83939195,1.72240473,-1.72240370,0.06122229,-0.06122230,0.46452971,-0.46452957
-5.44172086,2.64789122,-2.64788945,0.00729545,-0.00729545,0.75357982,-0.75357917,0.18907818,-0.18907809,0.00000000,-0.00000000,0.80792948,-0.80792866,1.67541840,-1.67541720,0.06155716,-0.06155716,0.46237508,-0.46237491
-5.43571786,2.57323513,-2.57323315,0.00753505,-0.00753505,0.72450361,-0.72450289,0.18648686,-0.18648677,0.00000000,-0.00000000,0.77413205,-0.77413118,1.62150132,-1.62149996,0.06161180,-0.06161179,0.45889530,-0.45889511
-5.42971486,2.48983722,-2.48983505,0.00777685,-0.00777686,0.69286043,-0.69285966,0.18358276,-0.18358266,0.00000000,-0.00000000,0.73842860,-0.73842769,1.56138551,-1.56138401,0.06140104,-0.06140103,0.45422151,-0.45422128
-5.42371186,2.39893806,-2.39893573,0.00802361,-0.00802361,0.65905062,-0.65904980,0.18041448,-0.18041436,0.00000000,-0.00000000,0.70127604,-0.70127509,1.49592273,-1.49592112,0.06094636,-0.06094635,0.44851587,-0.44851562
-5.41770885,2.30191840,-2.30191595,0.00827806,-0.00827806,0.62350905,-0.62350820,0.17703895,-0.17703883,0.00000000,-0.00000000,0.66314934,-0.66314837,1.42605989,-1.42605819,0.06027477,-0.06027476,0.44196553,-0.44196527
-5.41170585,2.20025883,-2.20025630,0.00854276,-0.00854276,0.58669414,-0.58669326,0.17351921,-0.17351909,0.00000000,-0.00000000,0.62453065,-0.62452968,1.35281198,-1.35281021,0.05941752,-0.05941750,0.43477535,-0.43477507
-5.40570285,2.09549695,-2.09549436,0.00881980,-0.00881980,0.54907655,-0.54907566,0.16992187,-0.16992174,0.00000000,-0.00000000,0.58589849,-0.58589753,1.27723382,-1.27723201,0.05840862,-0.05840860,0.42715988,-0.42715959
-5.39969985,1.98918393,-1.98918132,0.00911060,-0.00911060,0.51112796,-0.51112707,0.16631433,-0.16631420,0.00000000,-0.00000000,0.54771754,-0.54771659,1.20039174,-1.20038992,0.05728326,-0.05728324,0.41933505,-0.41933476
-5.39369685,1.88284243,-1.88283984,0.00941570,-0.00941570,0.47331031,-0.47330943,0.16276210,-0.16276197,0.00000000,-0.00000000,0.51042928,-0.51042835,1.12333629,-1.12333447,0.05607634,-0.05607631,0.41150992,-0.41150962
-5.38769385,1.77792751,-1.77792497,0.00973462,-0.00973462,0.43606596,-0.43606510,0.15932615,-0.15932602,0.00000000,-0.00000000,0.47444395,-0.47444307,1.04707700,-1.04707521,0.05482089,-0.05482086,0.40387899,-0.40387870
-5.38169085,1.67579233,-1.67578986,0.01006568,-0.01006568,0.39980906,-0.39980824,0.15606054,-0.15606041,0.00000000,-0.00000000,0.44013404,-0.44013320,0.97256027,-0.97255853,0.05354681,-0.05354679,0.39661562,-0.39661533
-5.37568784,1.57765972,-1.57765736,0.01040597,-0.01040597,0.36491834,-0.36491755,0.15301056,-0.15301044,0.00000000,-0.00000000,0.40782943,-0.40782864,0.90065087,-0.90064920,0.05227976,-0.05227973,0.38986668,-0.38986640
-5.36968484,1.48460091,-1.48459868,0.01075134,-0.01075134,0.33173152,-0.33173078,0.15021137,-0.15021125,0.00000000,-0.00000000,0.37781439,-0.37781366,0.83211772,-0.83211615,0.05104027,-0.05104025,0.38374902,-0.38374876
-5.36368184,1.39752159,-1.39751951,0.01109646,-0.01109646,0.30054149,-0.30054080,0.14768723,-0.14768712,0.00000000,-0.00000000,0.35032636,-0.35032569,0.76762414,-0.76762267,0.04984323,-0.04984321,0.37834773,-0.37834749
-5.35767884,1.31715578,-1.31715386,0.01143492,-0.01143492,0.27159402,-0.27159339,0.14545151,-0.14545141,0.00000000,-0.00000000,0.32555637,-0.32555577,0.70772255,-0.70772120,0.04869766,-0.04869763,0.37371636,-0.37371614
-5.35167584,1.24406689,-1.24406515,0.01175945,-0.01175945,0.24508721,-0.24508664,0.14350728,-0.14350719,0.00000000,-0.00000000,0.30365105,-0.30365053,0.65285347,-0.65285224,0.04760678,-0.04760676,0.36987903,-0.36987883
-5.34567284,1.17865547,-1.17865392,0.01206214,-0.01206214,0.22117220,-0.22117169,0.14184861,-0.14184852,0.00000000,-0.00000000,0.28471572,-0.28471527,0.60334825,-0.60334715,0.04656845,-0.04656843,0.36683424,-0.36683405
