energy_ev,total_up,C_s_up,C_p_up,Pd_p_up,Pd_d_up,S_s_up,S_p_up,V_p_up,V_d_up
-5.46573287,4.85248771,0.01173075,0.33183588,2.60422340,1.92583479,0.00456222,2.09639695,1.26570746,0.69103559
-5.45972986,4.79689778,0.01141881,0.33454238,2.54289308,1.92032693,0.00435757,2.05526301,1.23740792,0.68244849
-5.45372686,4.73622933,0.01104787,0.33792353,2.47911349,1.91505986,0.00415318,2.00924466,1.20602232,0.67214746
-5.44772386,4.67240229,0.01062570,0.34216500,2.41450027,1.91069356,0.00395105,1.95920193,1.17212858,0.66035633
-5.44172086,4.60735376,0.01016076,0.34744646,2.35064902,1.90787532,0.00375349,1.90602507,1.13631646,0.64731194
-5.43571786,4.54297048,0.00966196,0.35393388,2.28908175,1.90721449,0.00356305,1.85060728,1.09916973,0.63325666
-5.42971486,4.48102426,0.00913835,0.36177181,2.23119738,1.90925803,0.00338245,1.79381883,1.06124983,0.61843112
-5.42371186,4.42311260,0.00859888,0.37107612,2.17822802,1.91446785,0.00321451,1.73648354,1.02308147,0.60306741
-5.41770885,4.37060656,0.00805212,0.38192733,2.13120236,1.92320070,0.00306205,1.67935826,0.98514077,0.58738296
-5.41170585,4.32460762,0.00750607,0.39436486,2.09091725,1.93569143,0.00292785,1.62311585,0.94784595,0.57157529
-5.40570285,4.28591484,0.00696795,0.40838256,2.05791820,1.95204042,0.00281457,1.56833213,0.91155102,0.55581773
-5.39969985,4.25500334,0.00644411,0.42392550,2.03248903,1.97220554,0.00272467,1.51547685,0.87654213,0.54025625
-5.39369685,4.23201462,0.00593987,0.44088845,2.01465082,1.99599920,0.00266036,1.46490885,0.84303686,0.52500736
-5.38769385,4.21675889,0.00545954,0.45911603,2.00416961,2.02309060,0.00262355,1.41687516,0.81118582,0.51015726
-5.38169085,4.20872897,0.00500639,0.47840456,2.00057242,2.05301324,0.00261578,1.37151380,0.78107654,0.49576199
-5.37568784,4.20712515,0.00458265,0.49850573,2.00317060,2.08517750,0.00263819,1.32886001,0.75273924,0.48184866
-5.36968484,4.21088993,0.00418964,0.51913193,2.01108943,2.11888782,0.00269143,1.28885529,0.72615386,0.46841764
-5.36368184,4.21875108,0.00382781,0.53996311,2.02330268,2.15336403,0.00277567,1.25135888,0.70125821,0.45544550
-5.35767884,4.22927137,0.00349687,0.56065497,2.03867088,2.18776593,0.00289053,1.21616099,0.67795664,0.44288863
-5.35167584,4.24090300,0.00319592,0.58084811,2.05598173,2.22122029,0.00303506,1.18299731,0.65612884,0.43068734
-5.34567284,4.25204466,0.00292356,0.60017806,2.07399123,2.25284921,0.00320770,1.15156410,0.63563842,0.41877026
-5.33966983,4.26109895,0.00267803,0.61828547,2.09146417,2.28179868,0.00340631,1.12153340,0.61634106,0.40705887
-5.33366683,4.26652809,0.00245734,0.63482638,2.10721252,2.30726627,0.00362812,1.09256782,0.59809173,0.39547197
-5.32766383,4.26690580,0.00225936,0.64948204,2.12013066,2.32852686,0.00386980,1.06433434,0.58075098,0.38392995
-5.32166083,4.26096342,0.00208192,0.66196783,2.12922605,2.34495524,0.00412745,1.03651684,0.56419012,0.37235863
-5.31565783,4.24762864,0.00192290,0.67204114,2.13364488,2.35604480,0.00439668,1.00882694,0.54829508,0.36069273
-5.30965483,4.22605560,0.00178028,0.67950769,2.13269157,2.36142140,0.00467267,0.98101296,0.53296912,0.34887857
-5.30365183,4.19564518,0.00165221,0.68422618,2.12584203,2.36085207,0.00495025,0.95286666,0.51813425,0.33687625
-5.29764882,4.15605525,0.00153700,0.68611112,2.11275034,2.35424802,0.00522405,0.92422792,0.50373150,0.32466098
-5.29164582,4.10720049,0.00143317,0.68513366,2.09324882,2.34166195,0.00548858,0.89498713,0.48972016,0.31222378
-5.28564282,4.04924234,0.00133944,0.68132057,2.06734207,2.32327997,0.00573838,0.86508549,0.47607609,0.29957140
-5.27963982,3.98256966,0.00125472,0.67475133,2.03519525,2.29940836,0.00596815,0.83451332,0.46278931,0.28672558
-5.27363682,3.90777148,0.00117811,0.66555366,1.99711744,2.27045598,0.00617294,0.80330660,0.44986098,0.27372175
-5.26763382,3.82560301,0.00110884,0.65389758,1.95354114,2.23691314,0.00634821,0.77154204,0.43730005,0.26060715
-5.26163082,3.73694696,0.00104629,0.63998838,1.90499873,2.19932799,0.00649004,0.73933094,0.42511969,0.24743871
-5.25562781,3.64277188,0.00098994,0.62405888,1.85209711,2.15828153,0.00659518,0.70681222,0.41333376,0.23428047
-5.24962481,3.54408949,0.00093933,0.60636119,1.79549172,2.11436241,0.00666118,0.67414491,0.40195341,0.22120101
-5.24362181,3.44191319,0.00089408,0.58715854,1.73586099,2.06814274,0.00668645,0.64150058,0.39098409,0.20827083
-5.23761881,3.33721927,0.00085380,0.56671729,1.67388226,2.02015609,0.00667029,0.60905584,0.38042302,0.19555975
-5.23161581,3.23091288,0.00081814,0.54529961,1.61021011,1.97087847,0.00661289,0.57698540,0.37025725,0.18313463
-5.22561281,3.12379976,0.00078671,0.52315700,1.54545783,1.92071336,0.00651535,0.54545580,0.36046248,0.17105732
-5.21960980,3.01656503,0.00075913,0.50052485,1.48018268,1.86998120,0.00637956,0.51462016,0.35100260,0.15938292
-5.21360680,2.90975965,0.00073499,0.47761820,1.41487507,1.81891393,0.00620818,0.48461395,0.34182999,0.14815857
-5.20760380,2.80379472,0.00071383,0.45462882,1.34995209,1.76765441,0.00600453,0.45555197,0.33288659,0.13742253
-5.20160080,2.69894352,0.00069521,0.43172347,1.28575503,1.71626078,0.00577242,0.42752656,0.32410566,0.12720378
-5.19559780,2.59535073,0.00067862,0.40904340,1.22255072,1.66471538,0.00551608,0.40060695,0.31541421,0.11752195
-5.18959480,2.49304792,0.00066358,0.38670497,1.16053635,1.61293736,0.00524000,0.37483977,0.30673577,0.10838771
-5.18359180,2.39197416,0.00064960,0.36480114,1.09984688,1.56079839,0.00494877,0.35025042,0.29799368,0.09980340
-5.17758879,2.29200021,0.00063620,0.34340373,1.04056466,1.50814045,0.00464697,0.32684541,0.28911439,0.09176392
-5.17158579,2.19295495,0.00062292,0.32256626,0.98273033,1.45479458,0.00433905,0.30461514,0.28003087,0.08425788
-5.16558279,2.09465224,0.00060935,0.30232696,0.92635426,1.40059961,0.00402922,0.28353725,0.27068575,0.07726881
-5.15957979,1.99691689,0.00059512,0.28271204,0.87142792,1.34541981,0.00372134,0.26358003,0.26103418,0.07077640
-5.15357679,1.89960815,0.00057993,0.26373878,0.81793443,1.28916048,0.00341889,0.24470596,0.25104618,0.06475781
-5.14757379,1.80263974,0.00056354,0.24541841,0.76585775,1.23178080,0.00312487,0.22687503,0.24070833,0.05918886
-5.14157079,1.70599528,0.00054576,0.22775857,0.71519025,1.17330322,0.00284183,0.21004770,0.23002478,0.05404509
-5.13556778,1.60973862,0.00052652,0.21076533,0.66593817,1.11381910,0.00257183,0.19418747,0.21901755,0.04930271
-5.12956478,1.51401883,0.00050578,0.19444471,0.61812506,1.05349040,0.00231643,0.17926293,0.20772602,0.04493939
-5.12356178,1.41906978,0.00048359,0.17880359,0.57179309,0.99254747,0.00207677,0.16524914,0.19620569,0.04093482
-5.11755878,1.32520465,0.00046006,0.16385022,0.52700248,0.93128331,0.00185353,0.15212854,0.18452636,0.03727114
-5.11155578,1.23280615,0.00043536,0.14959412,0.48382918,0.87004469,0.00164705,0.13989118,0.17276964,0.03393315
-5.10555278,1.14231302,0.00040970,0.13604576,0.44236132,0.80922078,0.00145733,0.12853455,0.16102615,0.03090842
-5.09954977,1.05420402,0.00038332,0.12321583,0.40269461,0.74923010,0.00128407,0.11806286,0.14939240,0.02818720
-5.09354677,0.96898030,0.00035650,0.11111436,0.36492737,0.69050638,0.00112679,0.10848602,0.13796757,0.02576230
-5.08754377,0.88714731,0.00032953,0.09974976,0.32915526,0.63348434,0.00098479,0.09981840,0.12685027,0.02362881
-5.08154077,0.80919726,0.00030269,0.08912785,0.29546644,0.57858597,0.00085727,0.09207742,0.11613556,0.02178387
-5.07553777,0.73559299,0.00027626,0.07925098,0.26393720,0.52620809,0.00074334,0.08528210,0.10591224,0.02022635
-5.06953477,0.66675417,0.00025051,0.07011729,0.23462848,0.47671164,0.00064203,0.07945168,0.09626052,0.01895660
-5.06353177,0.60304618,0.00022566,0.06172022,0.20758337,0.43041328,0.00055239,0.07460442,0.08725022,0.01797613
-5.05752876,0.54477237,0.00020193,0.05404819,0.18282578,0.38757930,0.00047344,0.07075658,0.07893949,0.01728753
-5.05152576,0.49216953,0.00017949,0.04708458,0.16036017,0.34842234,0.00040424,0.06792171,0.07137407,0.01689425
-5.04552276,0.44540691,0.00015846,0.04080794,0.14017240,0.31310045,0.00034389,0.06611020,0.06458708,0.01680061
-5.03951976,0.40458837,0.00013896,0.03519240,0.12223150,0.28171880,0.00029152,0.06532921,0.05859936,0.01701182
-5.03351676,0.36975735,0.00012102,0.03020826,0.10649227,0.25433334,0.00024636,0.06558289,0.05342021,0.01753411
-5.02751376,0.34090434,0.00010470,0.02582274,0.09289844,0.23095636,0.00020767,0.06687290,0.04904851,0.01837488
-5.02151076,0.31797606,0.00008996,0.02200083,0.08138626,0.21156342,0.00017480,0.06919916,0.04547418,0.01954295
-5.01550775,0.30088596,0.00007679,0.01870620,0.07188812,0.19610108,0.00014717,0.07256088,0.04267978,0.02104887
-5.00950475,0.28952523,0.00006512,0.01590204,0.06433625,0.18449523,0.00012427,0.07695759,0.04064227,0.02290512
-5.00350175,0.28377374,0.00005489,0.01355197,0.05866601,0.17665922,0.00010566,0.08239031,0.03933477,0.02512644
-4.99749875,0.28351035,0.00004600,0.01162078,0.05481883,0.17250161,0.00009101,0.08886259,0.03872821,0.02773000
-4.99149575,0.28862184,0.00003835,0.01007511,0.05274449,0.17193303,0.00008004,0.09638144,0.03879297,0.03073555
-4.98549275,0.29901024,0.00003186,0.00888402,0.05240270,0.17487175,0.00007256,0.10495795,0.03950013,0.03416538
-4.97948974,0.31459784,0.00002641,0.00801937,0.05376388,0.18124782,0.00006848,0.11460758,0.04082264,0.03804421
-4.97348674,0.33532983,0.00002190,0.00745610,0.05680915,0.19100544,0.00006776,0.12534999,0.04273608,0.04239882
-4.96748374,0.36117414,0.00001825,0.00717235,0.06152947,0.20410344,0.00007047,0.13720834,0.04521907,0.04725758
-4.96148074,0.39211861,0.00001536,0.00714943,0.06792393,0.22051397,0.00007675,0.15020803,0.04825348,0.05264965
-4.95547774,0.42816530,0.00001317,0.00737169,0.07599742,0.24021917,0.00008684,0.16437489,0.05182411,0.05860403
-4.94947474,0.46932235,0.00001159,0.00782623,0.08575752,0.26320621,0.00010105,0.17973274,0.05591822,0.06514842
-4.94347174,0.51559340,0.00001057,0.00850258,0.09721101,0.28946065,0.00011974,0.19630050,0.06052463,0.07230787
-4.93746873,0.56696531,0.00001007,0.00939226,0.11035986,0.31895865,0.00014336,0.21408883,0.06563268,0.08010324
-4.93146573,0.62339439,0.00001005,0.01048827,0.12519715,0.35165816,0.00017242,0.23309651,0.07123091,0.08854968
-4.92546273,0.68479201,0.00001047,0.01178455,0.14170279,0.38748957,0.00020746,0.25330668,0.07730562,0.09765495
-4.91945973,0.75101011,0.00001131,0.01327547,0.15983946,0.42634642,0.00024903,0.27468315,0.08383945,0.10741782
-4.91345673,0.82182755,0.00001257,0.01495526,0.17954883,0.46807641,0.00029771,0.29716693,0.09080988,0.11782663
-4.90745373,0.89693777,0.00001423,0.01681743,0.20074827,0.51247337,0.00035404,0.32067329,0.09818786,0.12885791
-4.90145073,0.97593884,0.00001628,0.01885435,0.22332814,0.55927070,0.00041852,0.34508946,0.10593665,0.14047537
-4.89544772,1.05832630,0.00001872,0.02105672,0.24715001,0.60813662,0.00049158,0.37027321,0.11401090,0.15262911
-4.88944472,1.14348950,0.00002155,0.02341324,0.27204562,0.65867167,0.00057353,0.39605245,0.12235598,0.16525526
-4.88344172,1.23071192,0.00002475,0.02591028,0.29781705,0.71040883,0.00066454,0.42222596,0.13090780,0.17827606
-4.87743872,1.31917573,0.00002833,0.02853165,0.32423781,0.76281639,0.00076462,0.44856531,0.13959294,0.19160025
-4.87143572,1.40797066,0.00003225,0.03125851,0.35105520,0.81530373,0.00087356,0.47481804,0.14832928,0.20512407
-4.86543272,1.49610727,0.00003650,0.03406940,0.37799375,0.86722993,0.00099095,0.50071195,0.15702705,0.21873258
-4.85942971,1.58253423,0.00004105,0.03694028,0.40475969,0.91791506,0.00111611,0.52596046,0.16559033,0.23230141
-4.85342671,1.66615927,0.00004586,0.03984488,0.43104657,0.96665389,0.00124811,0.55026899,0.17391895,0.24569892
-4.84742371,1.74587307,0.00005089,0.04275499,0.45654171,1.01273162,0.00138576,0.57334189,0.18191071,0.25878862
-4.84142071,1.82057550,0.00005607,0.04564104,0.48093340,1.05544100,0.00152761,0.59488999,0.18946402,0.27143188
-4.83541771,1.88920327,0.00006135,0.04847265,0.50391872,1.09410048,0.00167197,0.61463837,0.19648060,0.28349075
-4.82941471,1.95075798,0.00006664,0.05121941,0.52521170,1.12807245,0.00181693,0.63233410,0.20286845,0.29483099
-4.82341171,2.00433375,0.00007188,0.05385168,0.54455162,1.15678116,0.00196043,0.64775367,0.20854476,0.30532500
-4.81740870,2.04914337,0.00007698,0.05634148,0.56171114,1.17972948,0.00210026,0.66070993,0.21343887,0.31485480
-4.81140570,2.08454201,0.00008185,0.05866339,0.57650407,1.19651392,0.00223416,0.67105828,0.21749491,0.32331480
-4.80540270,2.11004774,0.00008641,0.06079553,0.58879234,1.20683739,0.00235988,0.67870181,0.22067431,0.33061449
-4.79939970,2.12535800,0.00009057,0.06272043,0.59849210,1.21051905,0.00247524,0.68359534,0.22295785,0.33668074
-4.79339670,2.13036149,0.00009426,0.06442584,0.60557841,1.20750106,0.00257822,0.68574816,0.22434727,0.34145987
-4.78739370,2.12514495,0.00009740,0.06590550,0.61008856,1.19785187,0.00266703,0.68522532,0.22486626,0.34491928
-4.78139070,2.10999455,0.00009992,0.06715962,0.61212346,1.18176587,0.00274017,0.68214744,0.22456095,0.34704865
-4.77538769,2.08539177,0.00010179,0.06819532,0.61184723,1.15955960,0.00279653,0.67668898,0.22349953,0.34786065
-4.76938469,2.05200375,0.00010296,0.06902667,0.60948461,1.13166438,0.00283541,0.66907497,0.22177133,0.34739106
-4.76338169,2.01066843,0.00010342,0.06967462,0.60531629,1.09861594,0.00285657,0.65957624,0.21948500,0.34569838
-4.75737869,1.96237464,0.00010315,0.07016655,0.59967208,1.06104108,0.00286027,0.64850313,0.21676605,0.34286272
-4.75137569,1.90823795,0.00010217,0.07053556,0.59292204,1.01964211,0.00284728,0.63619801,0.21375367,0.33898415
-4.74537269,1.84947267,0.00010052,0.07081954,0.58546576,0.97517940,0.00281885,0.62302643,0.21059691,0.33418036
-4.73936968,1.78736093,0.00009822,0.07105983,0.57772012,0.92845272,0.00277673,0.60936746,0.20745034,0.32858375
-4.73336668,1.72321970,0.00009535,0.07129983,0.57010568,0.88028189,0.00272309,0.59560315,0.20446929,0.32233795
-4.72736368,1.65836671,0.00009196,0.07158332,0.56303246,0.83148734,0.00266048,0.58210760,0.20180479,0.31559391
-4.72136068,1.59408616,0.00008814,0.07195265,0.55688536,0.78287122,0.00259177,0.56923581,0.19959851,0.30850557
-4.71535768,1.53159550,0.00008398,0.07244697,0.55200981,0.73519943,0.00252003,0.55731285,0.19797768,0.30122536
-4.70935468,1.47201401,0.00007957,0.07310041,0.54869838,0.68918520,0.00244849,0.54662346,0.19705033,0.29389957
-4.70335168,1.41633435,0.00007499,0.07394043,0.54717877,0.64547453,0.00238043,0.53740275,0.19690107,0.28666386
-4.69734867,1.36539792,0.00007035,0.07498626,0.54760376,0.60463378,0.00231904,0.52982818,0.19758742,0.27963903
-4.69134567,1.31987482,0.00006573,0.07624777,0.55004368,0.56713972,0.00226737,0.52401321,0.19913710,0.27292729
-4.68534267,1.28024904,0.00006121,0.07772456,0.55448176,0.53337217,0.00222822,0.52000303,0.20154624,0.26660909
-4.67933967,1.24680939,0.00005687,0.07940545,0.56081268,0.50360930,0.00220406,0.51777249,0.20477875,0.26074082
-4.67333667,1.21964658,0.00005277,0.08126848,0.56884449,0.47802556,0.00219691,0.51722652,0.20876677,0.25535342
-4.66733367,1.19865637,0.00004897,0.08328129,0.57830391,0.45669230,0.00220835,0.51820299,0.21341245,0.25045191
-4.66133067,1.18354882,0.00004551,0.08540201,0.58884497,0.43958084,0.00223939,0.52047816,0.21859085,0.24601614
-4.65532766,1.17386333,0.00004242,0.08758052,0.60006055,0.42656793,0.00229050,0.52377438,0.22415393,0.24200234
-4.64932466,1.16898896,0.00003972,0.08976020,0.61149663,0.41744327,0.00236156,0.52776997,0.22993555,0.23834592
-4.64332166,1.16818922,0.00003741,0.09187989,0.62266843,0.41191904,0.00245184,0.53211086,0.23575731,0.23496490
