energy_ev,total_up,Au_p_up,Au_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up,Zn_p_up,Zn_d_up
-5.82591296,1.77870494,0.35105056,1.04679926,0.00400006,0.05603130,0.39100188,0.00000000,0.52775540,0.04747519
-5.81990995,1.85328000,0.36588687,1.10200091,0.00436794,0.05807222,0.40303228,0.00000000,0.54247711,0.04843120
-5.81390695,1.92597958,0.38003025,1.15838612,0.00475381,0.06016294,0.41348878,0.00000000,0.55474279,0.04911471
-5.80790395,1.99628514,0.39337099,1.21561515,0.00515580,0.06227949,0.42227945,0.00000000,0.56442355,0.04951518
-5.80190095,2.06379995,0.40583024,1.27337812,0.00557160,0.06440289,0.42935731,0.00000000,0.57145731,0.04962866
-5.79589795,2.12825297,0.41736098,1.33139616,0.00599847,0.06651957,0.43472162,0.00000000,0.57585091,0.04945788
-5.78989495,2.18949815,0.42794802,1.38942126,0.00643331,0.06862159,0.43841743,0.00000000,0.57768003,0.04901213
-5.78389195,2.24750954,0.43760706,1.44723488,0.00687268,0.07070673,0.44053376,0.00000000,0.57708693,0.04830686
-5.77788894,2.30237245,0.44638298,1.50464550,0.00731296,0.07277836,0.44120033,0.00000000,0.57427610,0.04736313
-5.77188594,2.35427119,0.45434734,1.56148532,0.00775045,0.07484521,0.44058316,0.00000000,0.56950825,0.04620687
-5.76588294,2.40347400,0.46159534,1.61760622,0.00818157,0.07692091,0.43887915,0.00000000,0.56309268,0.04486799
-5.75987994,2.45031594,0.46824237,1.67287532,0.00860301,0.07902339,0.43630997,0.00000000,0.55537859,0.04337944
-5.75387694,2.49518041,0.47442029,1.72717012,0.00901202,0.08117417,0.43311555,0.00000000,0.54674567,0.04177614
-5.74787394,2.53847993,0.48027355,1.78037357,0.00940660,0.08339748,0.42954734,0.00000000,0.53759420,0.04009397
-5.74187094,2.58063697,0.48595535,1.83236907,0.00978575,0.08571932,0.42586177,0.00000000,0.52833521,0.03836879
-5.73586793,2.62206529,0.49162383,1.88303553,0.01014971,0.08816642,0.42231391,0.00000000,0.51938081,0.03663548
-5.72986493,2.66315224,0.49743842,1.93224258,0.01050019,0.09076516,0.41915166,0.00000000,0.51113508,0.03492709
-5.72386193,2.70424242,0.50355624,1.97984596,0.01084053,0.09354040,0.41661052,0.00000000,0.50398552,0.03327420
-5.71785893,2.74562298,0.51012870,2.02568326,0.01117582,0.09651441,0.41490902,0.00000000,0.49829531,0.03170427
-5.71185593,2.78751073,0.51729814,2.06957004,0.01151302,0.09970575,0.41424478,0.00000000,0.49439638,0.03024127
-5.70585293,2.83004125,0.52519447,2.11129646,0.01186092,0.10312817,0.41479127,0.00000000,0.49258314,0.02890533
-5.69984992,2.87326011,0.53393179,2.15062475,0.01223004,0.10678966,0.41669504,0.00000000,0.49310708,0.02771268
-5.69384692,2.91711629,0.54360500,2.18728757,0.01263250,0.11069156,0.42007350,0.00000000,0.49617194,0.02667550
-5.68784392,2.96145802,0.55428622,2.22098757,0.01308172,0.11482778,0.42501304,0.00000000,0.50192944,0.02580210
-5.68184092,3.00603101,0.56602132,2.25139852,0.01359206,0.11918421,0.43156747,0.00000000,0.51047565,0.02509701
-5.67583792,3.05047936,0.57882632,2.27816810,0.01417835,0.12373833,0.43975673,0.00000000,0.52184783,0.02456119
-5.66983492,3.09434919,0.59268406,2.30092262,0.01485538,0.12845894,0.44956567,0.00000000,0.53602178,0.02419236
-5.66383192,3.13709510,0.60754109,2.31927381,0.01563729,0.13330624,0.46094321,0.00000000,0.55290999,0.02398519
-5.65782891,3.17808959,0.62330510,2.33282770,0.01653690,0.13823208,0.47380162,0.00000000,0.57236033,0.02393171
-5.65182591,3.21663529,0.63984312,2.34119542,0.01756507,0.14318049,0.48801617,0.00000000,0.59415589,0.02402150
-5.64582291,3.25198006,0.65698060,2.34400583,0.01872997,0.14808851,0.50342524,0.00000000,0.61801582,0.02424207
-5.63981991,3.28333461,0.67450176,2.34091937,0.02003650,0.15288723,0.51983100,0.00000000,0.64359753,0.02457910
-5.63381691,3.30989239,0.69215130,2.33164282,0.02148564,0.15750314,0.53700083,0.00000000,0.67050053,0.02501673
-5.62781391,3.33085135,0.70963770,2.31594430,0.02307401,0.16185968,0.55466960,0.00000000,0.69827182,0.02553780
-5.62181091,3.34543682,0.72663808,2.29366769,0.02479345,0.16587900,0.57254307,0.00000000,0.72641323,0.02612419
-5.61580790,3.35292519,0.74280485,2.26474592,0.02663082,0.16948384,0.59030222,0.00000000,0.75439057,0.02675700
-5.60980490,3.35266735,0.75777380,2.22921233,0.02856793,0.17259958,0.60760893,0.00000000,0.78164457,0.02741690
-5.60380190,3.34411137,0.77117370,2.18720943,0.03058169,0.17515626,0.62411267,0.00000000,0.80760348,0.02808439
-5.59779890,3.32682363,0.78263698,2.13899460,0.03264443,0.17709061,0.63945828,0.00000000,0.83169703,0.02874014
-5.59179590,3.30050756,0.79181124,2.08494226,0.03472442,0.17834795,0.65329471,0.00000000,0.85337134,0.02936532
-5.58579290,3.26501954,0.79837109,2.02554233,0.03678663,0.17888392,0.66528430,0.00000000,0.87210444,0.02994194
-5.57978989,3.22038111,0.80202988,1.96139493,0.03879359,0.17866599,0.67511257,0.00000000,0.88742165,0.03045327
-5.57378689,3.16678730,0.80255085,1.89320153,0.04070645,0.17767464,0.68249795,0.00000000,0.89891043,0.03088415
-5.56778389,3.10461052,0.79975713,1.82175269,0.04248613,0.17590417,0.68720117,0.00000000,0.90623388,0.03122142
-5.56178089,3.03439984,0.79354012,1.74791311,0.04409455,0.17336313,0.68903382,0.00000000,0.90914243,0.03145425
-5.55577789,2.95687566,0.78386587,1.67260440,0.04549585,0.17007427,0.68786586,0.00000000,0.90748311,0.03157446
-5.54977489,2.87291968,0.77077907,1.59678626,0.04665759,0.16607414,0.68363139,0.00000000,0.90120591,0.03157677
-5.54377189,2.78356046,0.75440437,1.52143683,0.04755191,0.16141215,0.67633271,0.00000000,0.89036681,0.03145903
-5.53776888,2.68995485,0.73494506,1.44753279,0.04815644,0.15614932,0.66604209,0.00000000,0.87512745,0.03122232
-5.53176588,2.59336560,0.71267884,1.37602997,0.04845514,0.15035665,0.65290138,0.00000000,0.85575109,0.03087098
-5.52576288,2.49513594,0.68795110,1.30784488,0.04843886,0.14411317,0.63711911,0.00000000,0.83259519,0.03041251
-5.51975988,2.39666146,0.66116571,1.24383771,0.04810568,0.13750380,0.61896534,0.00000000,0.80610067,0.02985741
-5.51375688,2.29936015,0.63277383,1.18479723,0.04746096,0.13061708,0.59876439,0.00000000,0.77677845,0.02921888
-5.50775388,2.20464138,0.60326114,1.13142762,0.04651714,0.12354283,0.57688555,0.00000000,0.74519363,0.02851241
-5.50175088,2.11387464,0.57313399,1.08433757,0.04529333,0.11636991,0.55373234,0.00000000,0.71194801,0.02775531
-5.49574787,2.02835874,0.54290505,1.04403162,0.04381459,0.10918405,0.52973064,0.00000000,0.67766173,0.02696614
-5.48974487,1.94929265,0.51307907,1.01090369,0.04211109,0.10206593,0.50531621,0.00000000,0.64295462,0.02616412
-5.48374187,1.87774849,0.48413923,0.98523286,0.04021709,0.09508953,0.48092207,0.00000000,0.60842823,0.02536850
-5.47773887,1.81464781,0.45653468,0.96718110,0.03816980,0.08832080,0.45696637,0.00000000,0.57464903,0.02459788
-5.47173587,1.76074175,0.43066969,0.95679319,0.03600824,0.08181669,0.43384116,0.00000000,0.54213353,0.02386966
-5.46573287,1.71659578,0.40689479,0.95399833,0.03377206,0.07562458,0.41190255,0.00000000,0.51133590,0.02319943
-5.45972986,1.68257970,0.38550024,0.95861386,0.03150043,0.06978204,0.39146269,0.00000000,0.48263842,0.02260054
-5.45372686,1.65886324,0.36671182,0.97035060,0.02923106,0.06431699,0.37278376,0.00000000,0.45634506,0.02208369
-5.44772386,1.64541764,0.35068933,0.98882017,0.02699930,0.05924819,0.35607428,0.00000000,0.43267840,0.02165669
-5.44172086,1.64202314,0.33752740,1.01354407,0.02483745,0.05458593,0.34148773,0.00000000,0.41177979,0.02132434
-5.43571786,1.64828243,0.32725866,1.04396457,0.02277425,0.05033306,0.32912356,0.00000000,0.39371266,0.02108840
-5.42971486,1.66363967,0.31985907,1.07945741,0.02083452,0.04648607,0.31903031,0.00000000,0.37846861,0.02094776
-5.42371186,1.68740441,0.31525484,1.11934611,0.01903902,0.04303639,0.31121068,0.00000000,0.36597600,0.02089870
-5.41770885,1.71877984,0.31333087,1.16291787,0.01740446,0.03997160,0.30562820,0.00000000,0.35611046,0.02093525
-5.41170585,1.75689412,0.31393997,1.20944061,0.01594369,0.03727671,0.30221507,0.00000000,0.34870677,0.02104965
-5.40570285,1.80083388,0.31691253,1.25818102,0.01466596,0.03493538,0.30088068,0.00000000,0.34357149,0.02123288
-5.39969985,1.84967831,0.32206619,1.30842285,0.01357728,0.03293092,0.30152037,0.00000000,0.34049584,0.02147520
-5.39369685,1.90253254,0.32921495,1.35948517,0.01268089,0.03124725,0.30402389,0.00000000,0.33926794,0.02176673
-5.38769385,1.95855888,0.33817725,1.41073976,0.01197767,0.02986962,0.30828304,0.00000000,0.33968417,0.02209797
-5.38169085,2.01700431,0.34878279,1.46162697,0.01146658,0.02878513,0.31419816,0.00000000,0.34155887,0.02246024
-5.37568784,2.07722309,0.36087760,1.51166929,0.01114505,0.02798306,0.32168298,0.00000000,0.34473211,0.02284614
-5.36968484,2.13869308,0.37432725,1.56048205,0.01100933,0.02745495,0.33066762,0.00000000,0.34907505,0.02324974
-5.36368184,2.20102513,0.38901796,1.60778046,0.01105471,0.02719457,0.34109963,0.00000000,0.35449290,0.02366683
-5.35767884,2.26396473,0.40485574,1.65338260,0.01127572,0.02719755,0.35294281,0.00000000,0.36092514,0.02409490
-5.35167584,2.32738577,0.42176352,1.69720801,0.01166620,0.02746102,0.36617419,0.00000000,0.36834326,0.02453302
-5.34567284,2.39127666,0.43967653,1.73927172,0.01221927,0.02798296,0.38077905,0.00000000,0.37674609,0.02498171
-5.33966983,2.45571933,0.45853627,1.77967388,0.01292727,0.02876155,0.39674452,0.00000000,0.38615306,0.02544250
-5.33366683,2.52086219,0.47828346,1.81858525,0.01378165,0.02979437,0.41405204,0.00000000,0.39659578,0.02591761
-5.32766383,2.58688841,0.49885038,1.85622931,0.01477275,0.03107763,0.43266921,0.00000000,0.40810844,0.02640941
-5.32166083,2.65398130,0.52015327,1.89286162,0.01588964,0.03260539,0.45254158,0.00000000,0.42071771,0.02691996
-5.31565783,2.72228854,0.54208511,1.92874753,0.01711995,0.03436875,0.47358489,0.00000000,0.43443249,0.02745048
-5.30965483,2.79188761,0.56450960,1.96413944,0.01844972,0.03635530,0.49567835,0.00000000,0.44923438,0.02800094
-5.30365183,2.86275417,0.58725646,1.99925466,0.01986332,0.03854849,0.51865950,0.00000000,0.46506936,0.02856960
-5.29764882,2.93473553,0.61011878,2.03425520,0.02134345,0.04092730,0.54232095,0.00000000,0.48184106,0.02915275
-5.29164582,3.00753090,0.63285252,2.06923057,0.02287117,0.04346603,0.56640948,0.00000000,0.49940631,0.02974455
-5.28564282,3.08067961,0.65517833,2.10418457,0.02442613,0.04613430,0.59062760,0.00000000,0.51757304,0.03033693
-5.27963982,3.15355853,0.67678586,2.13902693,0.02598680,0.04889723,0.61463771,0.00000000,0.53610099,0.03091969
-5.27363682,3.22538882,0.69734031,2.17357019,0.02753083,0.05171593,0.63806866,0.00000000,0.55470494,0.03148076
-5.26763382,3.29525212,0.71649097,2.20753223,0.02903551,0.05454808,0.66052465,0.00000000,0.57306069,0.03200650
-5.26163082,3.36211551,0.73388146,2.24054414,0.03047829,0.05734872,0.68159595,0.00000000,0.59081338,0.03248214
-5.25562781,3.42486414,0.74916114,2.27216340,0.03183732,0.06007129,0.70087108,0.00000000,0.60758776,0.03289239
-5.24962481,3.48233993,0.76199704,2.30189137,0.03309208,0.06266869,0.71794980,0.00000000,0.62300008,0.03322194
-5.24362181,3.53338463,0.77208584,2.32919450,0.03422396,0.06509446,0.73245643,0.00000000,0.63667083,0.03345616
-5.23761881,3.57688500,0.77916524,2.35352801,0.03521685,0.06730401,0.74405268,0.00000000,0.64823797,0.03358164
-5.23161581,3.61181804,0.78302405,2.37436099,0.03605767,0.06925584,0.75244960,0.00000000,0.65736979,0.03358681
-5.22561281,3.63729406,0.78351066,2.39120170,0.03673682,0.07091266,0.75741789,0.00000000,0.66377695,0.03346239
-5.21960980,3.65259563,0.78053936,2.40362177,0.03724861,0.07224246,0.75879622,0.00000000,0.66722308,0.03320184
-5.21360680,3.65721067,0.77409417,2.41127841,0.03759147,0.07321936,0.75649720,0.00000000,0.66753340,0.03280162
-5.20760380,3.65085831,0.76423023,2.41393354,0.03776815,0.07382438,0.75051060,0.00000000,0.66460118,0.03226139
-5.20160080,3.63350648,0.75107245,2.41146909,0.03778574,0.07404586,0.74090402,0.00000000,0.65839156,0.03158400
-5.19559780,3.60538084,0.73481184,2.40389804,0.03765556,0.07387979,0.72782072,0.00000000,0.64894277,0.03077547
-5.18959480,3.56696471,0.71569943,2.39137083,0.03739297,0.07332980,0.71147504,0.00000000,0.63636468,0.02984473
-5.18359180,3.51899064,0.69403852,2.37417698,0.03701701,0.07240700,0.69214552,0.00000000,0.62083494,0.02880333
-5.17758879,3.46242398,0.67017523,2.35274219,0.03654999,0.07112958,0.67016617,0.00000000,0.60259277,0.02766508
-5.17158579,3.39843964,0.64448831,2.32762105,0.03601689,0.06952219,0.64591644,0.00000000,0.58193103,0.02644551
-5.16558279,3.32839309,0.61737826,2.29948588,0.03544480,0.06761522,0.61981005,0.00000000,0.55918671,0.02516148
-5.15957979,3.25378694,0.58925652,2.26911212,0.03486222,0.06544391,0.59228361,0.00000000,0.53473056,0.02383058
-5.15357679,3.17623444,0.56053509,2.23736096,0.03429828,0.06304741,0.56378510,0.00000000,0.50895613,0.02247065
-5.14757379,3.09742109,0.53161695,2.20515957,0.03378205,0.06046779,0.53476285,0.00000000,0.48226886,0.02109934
-5.14157079,3.01906561,0.50288750,2.17347971,0.03334174,0.05774902,0.50565543,0.00000000,0.45507554,0.01973361
-5.13556778,2.94288128,0.47470746,2.14331507,0.03300393,0.05493599,0.47688247,0.00000000,0.42777455,0.01838940
-5.12956478,2.87053852,0.44740707,2.11565792,0.03279286,0.05207366,0.44883698,0.00000000,0.40074720,0.01708131
-5.12356178,2.80362923,0.42128183,2.09147537,0.03272976,0.04920613,0.42187893,0.00000000,0.37435032,0.01582232
-5.11755878,2.74363361,0.39658971,2.07168586,0.03283223,0.04637598,0.39633041,0.00000000,0.34891032,0.01462368
-5.11155578,2.69188971,0.37354956,2.05713590,0.03311369,0.04362359,0.37247213,0.00000000,0.32471868,0.01349477
-5.10555278,2.64956596,0.35234083,2.04857781,0.03358301,0.04098661,0.35054130,0.00000000,0.30202887,0.01244306
-5.09954977,2.61763693,0.33310415,2.04664854,0.03424419,0.03849958,0.33073070,0.00000000,0.28105464,0.01147416
-5.09354677,2.59686255,0.31594272,2.05185012,0.03509617,0.03619353,0.31318870,0.00000000,0.26196948,0.01059186
-5.08754377,2.58777086,0.30092431,2.06453217,0.03613281,0.03409576,0.29802025,0.00000000,0.24490711,0.00979823
-5.08154077,2.59064473,0.28808348,2.08487694,0.03734307,0.03222966,0.28528838,0.00000000,0.22996280,0.00909379
-5.07553777,2.60551258,0.27742415,2.11288736,0.03871119,0.03061453,0.27501631,0.00000000,0.21719527,0.00847759
-5.06953477,2.63214369,0.26892212,2.14837874,0.04021722,0.02926548,0.26718986,0.00000000,0.20662911,0.00794746
-5.06353177,2.67004820,0.26252753,2.19097444,0.04183749,0.02819340,0.26176008,0.00000000,0.19825741,0.00750010
-5.05752876,2.71848230,0.25816723,2.24010621,0.04354536,0.02740483,0.25864601,0.00000000,0.19204455,0.00713131
-5.05152576,2.77645879,0.25574700,2.29501935,0.04531197,0.02690192,0.25773759,0.00000000,0.18792905,0.00683611
-5.04552276,2.84276322,0.25515350,2.35478307,0.04710712,0.02668243,0.25889853,0.00000000,0.18582635,0.00660891
-5.03951976,2.91597565,0.25625621,2.41830606,0.04890016,0.02673967,0.26196920,0.00000000,0.18563160,0.00644368
-5.03351676,2.99449792,0.25890914,2.48435721,0.05066089,0.02706253,0.26676964,0.00000000,0.18722225,0.00633404
-5.02751376,3.07658594,0.26295255,2.55159108,0.05236043,0.02763553,0.27310250,0.00000000,0.19046071,0.00627344
-5.02151076,3.16038667,0.26821471,2.61857770,0.05397204,0.02843891,0.28075613,0.00000000,0.19519687,0.00625526
-5.01550775,3.24397875,0.27451361,2.68383583,0.05547181,0.02944884,0.28950763,0.00000000,0.20127069,0.00627289
-5.00950475,3.32541594,0.28165893,2.74586873,0.05683922,0.03063769,0.29912605,0.00000000,0.20851471,0.00631989
-5.00350175,3.40277209,0.28945409,2.80320153,0.05805754,0.03197435,0.30937560,0.00000000,0.21675672,0.00639002
-4.99749875,3.47418642,0.29769857,2.85441872,0.05911412,0.03342480,0.32001896,0.00000000,0.22582242,0.00647735
-4.99149575,3.53790764,0.30619042,2.89820075,0.06000038,0.03495263,0.33082055,0.00000000,0.23553813,0.00657632
-4.98549275,3.59233563,0.31472900,2.93335838,0.06071174,0.03651980,0.34154984,0.00000000,0.24573355,0.00668181
-4.97948974,3.63605924,0.32311791,2.95886358,0.06124735,0.03808746,0.35198459,0.00000000,0.25624452,0.00678915
-4.97348674,3.66788913,0.33116818,2.97387603,0.06160965,0.03961681,0.36191401,0.00000000,0.26691571,0.00689421
-4.96748374,3.68688455,0.33870145,2.97776426,0.06180385,0.04107013,0.37114168,0.00000000,0.27760313,0.00699338
-4.96148074,3.69237335,0.34555329,2.97012083,0.06183736,0.04241176,0.37948845,0.00000000,0.28817656,0.00708358
-4.95547774,3.68396466,0.35157642,2.95077109,0.06171913,0.04360912,0.38679489,0.00000000,0.29852154,0.00716231
-4.94947474,3.66155405,0.35664387,2.91977544,0.06145905,0.04463367,0.39292358,0.00000000,0.30854114,0.00722757
-4.94347174,3.62532117,0.36065183,2.87742514,0.06106735,0.04546184,0.39776105,0.00000000,0.31815720,0.00727791
-4.93746873,3.57572030,0.36352223,2.82423202,0.06055410,0.04607578,0.40121931,0.00000000,0.32731117,0.00731238
-4.93146573,3.51346419,0.36520482,2.76091270,0.05992884,0.04646403,0.40323705,0.00000000,0.33596436,0.00733050
-4.92546273,3.43950226,0.36567881,2.68836798,0.05920030,0.04662190,0.40378041,0.00000000,0.34409765,0.00733223
-4.91945973,3.35499367,0.36495383,2.60765828,0.05837628,0.04655179,0.40284337,0.00000000,0.35171075,0.00731795
-4.91345673,3.26127671,0.36307022,2.51997616,0.05746364,0.04626313,0.40044765,0.00000000,0.35882082,0.00728840
-4.90745373,3.15983525,0.36009865,2.42661675,0.05646848,0.04577218,0.39664222,0.00000000,0.36546074,0.00724469
-4.90145073,3.05226339,0.35613889,2.32894709,0.05539642,0.04510157,0.39150240,0.00000000,0.37167685,0.00718822
-4.89544772,2.94022944,0.35131791,2.22837538,0.05425287,0.04427960,0.38512848,0.00000000,0.37752652,0.00712068
-4.88944472,2.82543988,0.34578714,2.12632080,0.05304353,0.04333935,0.37764390,0.00000000,0.38307534,0.00704402
-4.88344172,2.70960434,0.33971907,2.02418461,0.05177476,0.04231767,0.36919304,0.00000000,0.38839426,0.00696038
-4.87743872,2.59440201,0.33330316,1.92332321,0.05045400,0.04125392,0.35993853,0.00000000,0.39355665,0.00687212
-4.87143572,2.48145022,0.32674114,1.82502343,0.04909013,0.04018874,0.35005816,0.00000000,0.39863543,0.00678170
-4.86543272,2.37227531,0.32024188,1.73048044,0.04769377,0.03916272,0.33974140,0.00000000,0.40370023,0.00669172
-4.85942971,2.26828630,0.31401579,1.64077837,0.04627735,0.03821504,0.32918550,0.00000000,0.40881484,0.00660480
-4.85342671,2.17075130,0.30826901,1.55687392,0.04485521,0.03738218,0.31859131,0.00000000,0.41403479,0.00652359
-4.84742371,2.08077689,0.30319755,1.47958261,0.04344343,0.03669680,0.30815878,0.00000000,0.41940519,0.00645065
-4.84142071,1.99929053,0.29898129,1.40956808,0.04205953,0.03618657,0.29808226,0.00000000,0.42495891,0.00638842
-4.83541771,1.92702597,0.29577837,1.34733397,0.04072204,0.03587333,0.28854571,0.00000000,0.43071493,0.00633914
-4.82941471,1.86451177,0.29371981,1.29321862,0.03944994,0.03577237,0.27971792,0.00000000,0.43667705,0.00630475
-4.82341171,1.81206309,0.29290473,1.24739232,0.03826200,0.03589190,0.27174779,0.00000000,0.44283280,0.00628685
-4.81740870,1.76977680,0.29339621,1.20985724,0.03717601,0.03623279,0.26476001,0.00000000,0.44915271,0.00628656
-4.81140570,1.73753018,0.29521809,1.18045002,0.03620799,0.03678848,0.25885108,0.00000000,0.45558973,0.00630454
-4.80540270,1.71498340,0.29835269,1.15884698,0.03537145,0.03754523,0.25408600,0.00000000,0.46207913,0.00634083
-4.79939970,1.70158600,0.30273970,1.14457206,0.03467665,0.03848244,0.25049564,0.00000000,0.46853857,0.00639489
-4.79339670,1.69658759,0.30827637,1.13700753,0.03412993,0.03957331,0.24807512,0.00000000,0.47486867,0.00646549
-4.78739370,1.69905294,0.31481890,1.13540750,0.03373325,0.04078561,0.24678313,0.00000000,0.48095395,0.00655076
-4.78139070,1.70788154,0.32218524,1.13891411,0.03348379,0.04208265,0.24654243,0.00000000,0.48666432,0.00664819
-4.77538769,1.72183147,0.33015922,1.14657643,0.03337386,0.04342436,0.24724151,0.00000000,0.49185702,0.00675462
-4.76938469,1.73954754,0.33849589,1.15737177,0.03339086,0.04476848,0.24873741,0.00000000,0.49637923,0.00686640
-4.76338169,1.75959306,0.34692801,1.17022908,0.03351761,0.04607179,0.25085980,0.00000000,0.50007122,0.00697937
-4.75737869,1.78048474,0.35517350,1.18405408,0.03373275,0.04729142,0.25341593,0.00000000,0.50277009,0.00708905
-4.75137569,1.80072995,0.36294362,1.19775544,0.03401142,0.04838608,0.25619667,0.00000000,0.50431404,0.00719076
-4.74537269,1.81886517,0.36995164,1.21027145,0.03432605,0.04931724,0.25898314,0.00000000,0.50454708,0.00727973
-4.73936968,1.83349461,0.37592159,1.22059635,0.03464734,0.05005027,0.26155379,0.00000000,0.50332399,0.00735129
-4.73336668,1.84332760,0.38059694,1.22780552,0.03494523,0.05055538,0.26369180,0.00000000,0.50051549,0.00740100
-4.72736368,1.84721354,0.38374874,1.23107856,0.03519001,0.05080845,0.26519225,0.00000000,0.49601326,0.00742484
-4.72136068,1.84417300,0.38518294,1.22971967,0.03535339,0.05079164,0.26586895,0.00000000,0.48973471,0.00741933
-4.71535768,1.83342379,0.38474663,1.22317427,0.03540949,0.05049384,0.26556065,0.00000000,0.48162717,0.00738164
-4.70935468,1.81440092,0.38233292,1.21104145,0.03533578,0.04991085,0.26413626,0.00000000,0.47167139,0.00730973
-4.70335168,1.78676968,0.37788423,1.19308156,0.03511380,0.04904540,0.26149894,0.00000000,0.45988400,0.00720239
-4.69734867,1.75043114,0.37139398,1.16921870,0.03472984,0.04790690,0.25758897,0.00000000,0.44631893,0.00705931
-4.69134567,1.70552007,0.36290646,1.13953811,0.03417526,0.04651106,0.25238516,0.00000000,0.43106751,0.00688107
-4.68534267,1.65239515,0.35251512,1.10427835,0.03344674,0.04487927,0.24590485,0.00000000,0.41425736,0.00666912
-4.67933967,1.59162215,0.34035916,1.06381886,0.03254622,0.04303788,0.23820257,0.00000000,0.39604999,0.00642573
-4.67333667,1.52395070,0.32661881,1.01866326,0.03148071,0.04101733,0.22936743,0.00000000,0.37663714,0.00615391
-4.66733367,1.45028582,0.31150938,0.96941928,0.03026185,0.03885127,0.21951932,0.00000000,0.35623618,0.00585730
-4.66133067,1.37165538,0.29527449,0.91677610,0.02890534,0.03657553,0.20880431,0.00000000,0.33508465,0.00554003
-4.65532766,1.28917511,0.27817868,0.86148010,0.02743025,0.03422722,0.19738937,0.00000000,0.31343412,0.00520658
-4.64932466,1.20401246,0.26049986,0.80431003,0.02585820,0.03184378,0.18545665,0.00000000,0.29154385,0.00486167
-4.64332166,1.11735084,0.24252181,0.74605260,0.02421257,0.02946213,0.17319769,0.00000000,0.26967433,0.00451006
