energy_ev,total_up,S_s_up,S_p_up,Sn_p_up,Sn_d_up,Zn_p_up,Zn_d_up
-5.84992496,1.24974281,0.10438839,0.24655697,0.21442590,0.00024329,0.37978423,0.18613862
-5.84392196,1.36043666,0.11487712,0.27803320,0.22544666,0.00026509,0.42180268,0.20336741
-5.83791896,1.47384227,0.12565804,0.31144843,0.23588577,0.00028752,0.46616304,0.22103451
-5.83191596,1.58899916,0.13661724,0.34656764,0.24564108,0.00031040,0.51260858,0.23897495
-5.82591296,1.70482722,0.14762672,0.38309521,0.25461828,0.00033354,0.56081323,0.25700352
-5.81990995,1.82013929,0.15854682,0.42067700,0.26273183,0.00035672,0.61038177,0.27491747
-5.81390695,1.93365867,0.16922916,0.45890479,0.26990549,0.00037967,0.66085252,0.29250012
-5.80790395,2.04404175,0.17952030,0.49732310,0.27607262,0.00040215,0.71170274,0.30952528
-5.80190095,2.14990516,0.18926577,0.53543832,0.28117639,0.00042386,0.76235684,0.32576248
-5.79589795,2.24985712,0.19831450,0.57272998,0.28516975,0.00044454,0.81219733,0.34098271
-5.78989495,2.34253178,0.20652336,0.60866368,0.28801544,0.00046388,0.86057827,0.35496463
-5.78389195,2.42662567,0.21376166,0.64270547,0.28968603,0.00048160,0.90684101,0.36750091
-5.77788894,2.50093471,0.21991546,0.67433698,0.29016399,0.00049745,0.95033151,0.37840447
-5.77188594,2.56439031,0.22489127,0.70307074,0.28944192,0.00051117,0.99041883,0.38751429
-5.76588294,2.61609308,0.22861930,0.72846504,0.28752292,0.00052254,1.02651387,0.39470070
-5.75987994,2.65534237,0.23105571,0.75013775,0.28442108,0.00053137,1.05808780,0.39986958
-5.75387694,2.68166044,0.23218405,0.76777840,0.28016205,0.00053754,1.08468923,0.40296556
-5.74787394,2.69480986,0.23201556,0.78115805,0.27478365,0.00054093,1.10595943,0.40397389
-5.74187094,2.69480344,0.23058853,0.79013655,0.26833648,0.00054152,1.12164496,0.40292089
-5.73586793,2.68190598,0.22796655,0.79466683,0.26088443,0.00053930,1.13160718,0.39987297
-5.72986493,2.65662786,0.22423588,0.79479616,0.25250496,0.00053434,1.13582823,0.39493431
-5.72386193,2.61971091,0.21950202,0.79066434,0.24328918,0.00052675,1.13441328,0.38824322
-5.71785893,2.57210712,0.21388561,0.78249910,0.23334164,0.00051669,1.12758920,0.37996747
-5.71185593,2.51495166,0.20751799,0.77060894,0.22277970,0.00050438,1.11569970,0.37029874
-5.70585293,2.44953138,0.20053656,0.75537397,0.21173264,0.00049005,1.09919748,0.35944662
-5.69984992,2.37725070,0.19308019,0.73723516,0.20034040,0.00047399,1.07863379,0.34763227
-5.69384692,2.29959655,0.18528490,0.71668274,0.18875196,0.00045648,1.05464616,0.33508227
-5.68784392,2.21810405,0.17728007,0.69424420,0.17712355,0.00043786,1.02794489,0.32202273
-5.68184092,2.13432458,0.16918521,0.67047254,0.16561663,0.00041844,0.99929904,0.30867418
-5.67583792,2.04979736,0.16110756,0.64593517,0.15439574,0.00039856,0.96952248,0.29524711
-5.66983492,1.96602568,0.15314041,0.62120391,0.14362633,0.00037854,0.93946045,0.28193865
-5.66383192,1.88445801,0.14536236,0.59684627,0.13347264,0.00035868,0.90997713,0.26893016
-5.65782891,1.80647423,0.13783725,0.57341806,0.12409558,0.00033929,0.88194411,0.25638590
-5.65182591,1.73337648,0.13061491,0.55145741,0.11565080,0.00032065,0.85623004,0.24445259
-5.64582291,1.66638382,0.12373236,0.53147983,0.10828678,0.00030300,0.83369094,0.23325982
-5.63981991,1.60662963,0.11721553,0.51397418,0.10214314,0.00028658,0.81516109,0.22292093
-5.63381691,1.55516034,0.11108124,0.49939910,0.09734892,0.00027160,0.80144381,0.21353443
-5.62781391,1.51293414,0.10533920,0.48817945,0.09402094,0.00025824,0.79330179,0.20518535
-5.62181091,1.48081823,0.09999404,0.48070242,0.09226214,0.00024665,0.79144628,0.19794669
-5.61580790,1.45958340,0.09504707,0.47731300,0.09215983,0.00023698,0.79652496,0.19188037
-5.60980490,1.44989504,0.09049775,0.47830842,0.09378385,0.00022931,0.80910796,0.18703782
-5.60380190,1.45230004,0.08634477,0.48393152,0.09718457,0.00022375,0.82967209,0.18345993
-5.59779890,1.46720953,0.08258668,0.49436301,0.10239078,0.00022034,0.85858343,0.18117643
-5.59179590,1.49487788,0.07922209,0.50971294,0.10940746,0.00021911,0.89607867,0.18020451
-5.58579290,1.53537888,0.07624942,0.53001149,0.11821356,0.00022007,0.94224591,0.18054706
-5.57978989,1.58858060,0.07366634,0.55519977,0.12875982,0.00022317,0.99700586,0.18219043
-5.57378689,1.65412049,0.07146889,0.58512124,0.14096682,0.00022837,1.06009459,0.18510201
-5.56778389,1.73138308,0.06965049,0.61951429,0.15472339,0.00023556,1.13104913,0.18922785
-5.56178089,1.81948209,0.06820085,0.65800703,0.16988559,0.00024461,1.20919726,0.19449056
-5.55577789,1.91724939,0.06710491,0.70011470,0.18627640,0.00025536,1.29365277,0.20078774
-5.54977489,2.02323264,0.06634204,0.74524058,0.20368632,0.00026759,1.38331736,0.20799115
-5.54377189,2.13570318,0.06588535,0.79268093,0.22187502,0.00028107,1.47689026,0.21594688
-5.53776888,2.25267546,0.06570144,0.84163418,0.24057415,0.00029552,1.57288590,0.22447660
-5.53176588,2.37193834,0.06575043,0.89121462,0.25949134,0.00031064,1.66966008,0.23337995
-5.52576288,2.49109830,0.06598647,0.94047046,0.27831546,0.00032611,1.76544431,0.24243818
-5.51975988,2.60763363,0.06635851,0.98840583,0.29672291,0.00034158,1.85838750,0.25141890
-5.51375688,2.71895797,0.06681155,1.03400620,0.31438508,0.00035669,1.94660395,0.26008178
-5.50775388,2.82249110,0.06728811,1.07626626,0.33097636,0.00037108,2.02822590,0.26818505
-5.50175088,2.91573421,0.06772991,1.11421911,0.34618288,0.00038441,2.10145865,0.27549255
-5.49574787,2.99634648,0.06807976,1.14696589,0.35971132,0.00039635,2.16463607,0.28178090
-5.48974487,3.06221963,0.06828341,1.17370410,0.37129760,0.00040659,2.21627404,0.28684665
-5.48374187,3.11154698,0.06829141,1.19375374,0.38071499,0.00041486,2.25511944,0.29051287
-5.47773887,3.14288387,0.06806073,1.20657983,0.38778146,0.00042095,2.28019241,0.29263508
-5.47173587,3.15519654,0.06755626,1.21181022,0.39236572,0.00042468,2.29081996,0.29310600
-5.46573287,3.14789707,0.06675191,1.20924803,0.39439174,0.00042594,2.28665914,0.29185914
-5.45972986,3.12086277,0.06563138,1.19887788,0.39384166,0.00042468,2.26770896,0.28887077
-5.45372686,3.07443909,0.06418856,1.18086574,0.39075676,0.00042092,2.23431008,0.28416051
-5.44772386,3.00942585,0.06242752,1.15555240,0.38523652,0.00041473,2.18713268,0.27779020
-5.44172086,2.92704777,0.06036209,1.12344085,0.37743582,0.00040624,2.12715285,0.26986135
-5.43571786,2.82891040,0.05801513,1.08517817,0.36756032,0.00039565,2.05561869,0.26051117
-5.42971486,2.71694394,0.05541742,1.04153284,0.35586036,0.00038318,1.97400782,0.24990747
-5.42371186,2.59333738,0.05260642,0.99336847,0.34262340,0.00036911,1.88397812,0.23824261
-5.41770885,2.46046611,0.04962472,0.94161523,0.32816560,0.00035375,1.78731405,0.22572681
-5.41170585,2.32081614,0.04651850,0.88724016,0.31282268,0.00033741,1.68587082,0.21258116
-5.40570285,2.17690824,0.04333589,0.83121766,0.29694044,0.00032045,1.58151881,0.19903060
-5.39969985,2.03122499,0.04012545,0.77450137,0.28086541,0.00030318,1.47609039,0.18529714
-5.39369685,1.88614355,0.03693469,0.71799846,0.26493584,0.00028592,1.37133110,0.17159365
-5.38769385,1.74387642,0.03380881,0.66254724,0.24947335,0.00026899,1.26885700,0.15811841
-5.38169085,1.60642199,0.03078959,0.60889883,0.23477552,0.00025265,1.17011923,0.14505051
-5.37568784,1.47552617,0.02791459,0.55770316,0.22110957,0.00023715,1.07637676,0.13254636
-5.36968484,1.35265559,0.02521650,0.50949982,0.20870725,0.00022268,0.98867776,0.12073730
-5.36368184,1.23898254,0.02272278,0.46471344,0.19776100,0.00020940,0.90784958,0.10972824
-5.35767884,1.13538120,0.02045555,0.42365360,0.18842152,0.00019742,0.83449689,0.09959739
-5.35167584,1.04243418,0.01843158,0.38651882,0.18079643,0.00018683,0.76900742,0.09039702
-5.34567284,0.96044810,0.01666261,0.35340409,0.17495026,0.00017764,0.71156435,0.08215494
-5.33966983,0.88947683,0.01515566,0.32431126,0.17090544,0.00016986,0.66216415,0.07487678
-5.33366683,0.82935053,0.01391353,0.29916177,0.16864427,0.00016345,0.62063868,0.06854876
-5.32766383,0.77970885,0.01293533,0.27781069,0.16811167,0.00015833,0.58668029,0.06314081
-5.32166083,0.74003647,0.01221703,0.26006163,0.16921864,0.00015442,0.55986861,0.05860991
-5.31565783,0.70969943,0.01175207,0.24568166,0.17184617,0.00015163,0.53969786,0.05490345
-5.30965483,0.68798067,0.01153183,0.23441565,0.17584962,0.00014983,0.52560355,0.05196248
-5.30365183,0.67411353,0.01154616,0.22599949,0.18106330,0.00014892,0.51698769,0.04972475
-5.29764882,0.66731204,0.01178375,0.22017167,0.18730522,0.00014879,0.51324155,0.04812735
-5.29164582,0.66679734,0.01223254,0.21668300,0.19438195,0.00014933,0.51376561,0.04710899
-5.28564282,0.67181939,0.01287991,0.21530404,0.20209336,0.00015047,0.51798596,0.04661181
-5.27963982,0.68167389,0.01371288,0.21583027,0.21023725,0.00015212,0.52536714,0.04658265
-5.27363682,0.69571412,0.01471820,0.21808491,0.21861390,0.00015424,0.53542117,0.04697386
-5.26763382,0.71335796,0.01588244,0.22191948,0.22703019,0.00015678,0.54771298,0.04774364
-5.26163082,0.73409029,0.01719185,0.22721228,0.23530354,0.00015974,0.56186231,0.04885586
-5.25562781,0.75746145,0.01863242,0.23386519,0.24326540,0.00016310,0.57754263,0.05027963
-5.24962481,0.78308229,0.02018967,0.24179891,0.25076434,0.00016687,0.59447742,0.05198843
-5.24362181,0.81061672,0.02184860,0.25094732,0.25766867,0.00017108,0.61243446,0.05395913
-5.23761881,0.83977250,0.02359359,0.26125127,0.26386858,0.00017575,0.63121875,0.05617079
-5.23161581,0.87029138,0.02540825,0.27265223,0.26927775,0.00018092,0.65066473,0.05860353
-5.22561281,0.90193931,0.02727546,0.28508645,0.27383449,0.00018661,0.67062848,0.06123735
-5.21960980,0.93449767,0.02917730,0.29847988,0.27750227,0.00019286,0.69098057,0.06405116
-5.21360680,0.96775631,0.03109518,0.31274436,0.28026992,0.00019969,0.71160007,0.06702207
-5.20760380,1.00150898,0.03300995,0.32777528,0.28215123,0.00020711,0.73237033,0.07012488
-5.20160080,1.03555148,0.03490217,0.34345098,0.28318423,0.00021514,0.75317662,0.07333194
-5.19559780,1.06968296,0.03675235,0.35963399,0.28343005,0.00022378,0.77390616,0.07661338
-5.18959480,1.10371001,0.03854141,0.37617397,0.28297144,0.00023301,0.79445018,0.07993766
-5.18359180,1.13745355,0.04025105,0.39291227,0.28191106,0.00024285,0.81470810,0.08327238
-5.17758879,1.17075773,0.04186428,0.40968787,0.28036941,0.00025327,0.83459334,0.08658539
-5.17158579,1.20350025,0.04336593,0.42634410,0.27848258,0.00026427,0.85404025,0.08984613
-5.16558279,1.23560300,0.04474311,0.44273596,0.27639971,0.00027584,0.87301152,0.09302694
-5.15957979,1.26704212,0.04598570,0.45873720,0.27428021,0.00028800,0.89150534,0.09610443
-5.15357679,1.29785617,0.04708676,0.47424684,0.27229068,0.00030074,0.90956142,0.09906074
-5.14757379,1.32815153,0.04804280,0.48919447,0.27060155,0.00031410,0.92726526,0.10188451
-5.14157079,1.35810396,0.04885396,0.50354392,0.26938339,0.00032811,0.94474972,0.10457157
-5.13556778,1.38795553,0.04952403,0.51729479,0.26880288,0.00034280,0.96219358,0.10712524
-5.12956478,1.41800650,0.05006034,0.53048172,0.26901848,0.00035823,0.97981643,0.10955616
-5.12356178,1.44860201,0.05047343,0.54317121,0.27017577,0.00037445,0.99787001,0.11188159
-5.11755878,1.48011366,0.05077658,0.55545601,0.27240264,0.00039151,1.01662585,0.11412436
-5.11155578,1.51291678,0.05098523,0.56744733,0.27580435,0.00040943,1.03635972,0.11631126
-5.10555278,1.54736409,0.05111624,0.57926530,0.28045860,0.00042824,1.05733351,0.11847113
-5.09954977,1.58375738,0.05118702,0.59102806,0.28641093,0.00044794,1.07977536,0.12063271
-5.09354677,1.62231839,0.05121474,0.60284028,0.29367049,0.00046848,1.10385922,0.12282224
-5.08754377,1.66316099,0.05121539,0.61478166,0.30220654,0.00048980,1.12968490,0.12506121
-5.08154077,1.70626612,0.05120300,0.62689629,0.31194592,0.00051176,1.15726004,0.12736407
-5.07553777,1.75146145,0.05118888,0.63918350,0.32277168,0.00053420,1.18648508,0.12973637
-5.06953477,1.79840728,0.05118099,0.65159085,0.33452305,0.00055691,1.21714256,0.13217318
-5.06353177,1.84658985,0.05118357,0.66400987,0.34699709,0.00057961,1.24889147,0.13465810
-5.05752876,1.89532312,0.05119681,0.67627484,0.35995184,0.00060201,1.28126760,0.13716287
-5.05152576,1.94375939,0.05121688,0.68816492,0.37311128,0.00062374,1.31369006,0.13964752
-5.04552276,1.99090862,0.05123602,0.69940956,0.38617181,0.00064444,1.34547413,0.14206127
-5.03951976,2.03566614,0.05124298,0.70969701,0.39881022,0.00066369,1.37585002,0.14434401
-5.03351676,2.07684738,0.05122348,0.71868562,0.41069287,0.00068109,1.40398693,0.14642835
-5.02751376,2.11322833,0.05116099,0.72601726,0.42148579,0.00069624,1.42902132,0.14824210
-5.02151076,2.14358986,0.05103743,0.73133232,0.43086522,0.00070874,1.45008814,0.14971113
-5.01550775,2.16676364,0.05083414,0.73428534,0.43852823,0.00071826,1.46635356,0.15076237
-5.00950475,2.18167773,0.05053268,0.73456059,0.44420298,0.00072448,1.47704755,0.15132692
-5.00350175,2.18739926,0.05011578,0.73188671,0.44765804,0.00072716,1.48149480,0.15134295
-4.99749875,2.18317247,0.04956807,0.72604966,0.44871052,0.00072611,1.47914241,0.15075843
-4.99149575,2.16844999,0.04887687,0.71690333,0.44723238,0.00072123,1.46958294,0.14953343
-4.98549275,2.14291617,0.04803271,0.70437727,0.44315499,0.00071249,1.45257189,0.14764190
-4.97948974,2.10650117,0.04702976,0.68848119,0.43647133,0.00069994,1.42803866,0.14507291
-4.97348674,2.05938553,0.04586612,0.66930611,0.42723603,0.00068371,1.39609057,0.14183125
-4.96748374,2.00199504,0.04454391,0.64702203,0.41556323,0.00066401,1.35701000,0.13793738
-4.96148074,1.93498636,0.04306919,0.62187254,0.40162217,0.00064111,1.31124472,0.13342679
-4.95547774,1.85922443,0.04145175,0.59416652,0.38563113,0.00061536,1.25939226,0.12834879
-4.94947474,1.77575285,0.03970474,0.56426753,0.36784964,0.00058712,1.20217901,0.12276480
-4.94347174,1.68575883,0.03784427,0.53258143,0.34856962,0.00055682,1.14043539,0.11674624
-4.93746873,1.59053451,0.03588878,0.49954294,0.32810577,0.00052490,1.07506813,0.11037217
-4.93146573,1.49143642,0.03385851,0.46560175,0.30678565,0.00049181,1.00703126,0.10372675
-4.92546273,1.38984503,0.03177484,0.43120877,0.28493997,0.00045801,0.93729695,0.09689662
-4.91945973,1.28712589,0.02965968,0.39680331,0.26289331,0.00042394,0.86682750,0.08996839
-4.91345673,1.18459406,0.02753483,0.36280140,0.24095586,0.00039000,0.79654968,0.08302627
-4.90745373,1.08348287,0.02542148,0.32958597,0.21941626,0.00035659,0.72733221,0.07614996
-4.90145073,0.98491810,0.02333966,0.29749885,0.19853587,0.00032405,0.65996713,0.06941283
-4.89544772,0.88989794,0.02130782,0.26683506,0.17854451,0.00029267,0.59515547,0.06288048
-4.88944472,0.79927922,0.01934253,0.23783918,0.15963769,0.00026272,0.53349738,0.05660966
-4.88344172,0.71376957,0.01745819,0.21070384,0.14197542,0.00023438,0.47548671,0.05064762
-4.87743872,0.63392545,0.01566686,0.18557015,0.12568228,0.00020783,0.42150977,0.04503177
-4.87143572,0.56015521,0.01397823,0.16252983,0.11084873,0.00018316,0.37184775,0.03978975
-4.86543272,0.49272660,0.01239958,0.14162873,0.09753342,0.00016044,0.32668236,0.03493977
-4.85942971,0.43177782,0.01093586,0.12287136,0.08576616,0.00013969,0.28610388,0.03049122
-4.85342671,0.37733110,0.00958988,0.10622628,0.07555147,0.00012090,0.25012109,0.02644549
-4.84742371,0.32930811,0.00836244,0.09163172,0.06687235,0.00010402,0.21867225,0.02279693
-4.84142071,0.28754608,0.00725261,0.07900147,0.05969407,0.00008899,0.19163655,0.01953391
-4.83541771,0.25181404,0.00625799,0.06823045,0.05396786,0.00007572,0.16884542,0.01663991
-4.82941471,0.22182844,0.00537499,0.05920009,0.04963422,0.00006412,0.15009325,0.01409466
-4.82341171,0.19726776,0.00459913,0.05178300,0.04662593,0.00005407,0.13514714,0.01187519
-4.81740870,0.17778553,0.00392534,0.04584716,0.04487049,0.00004547,0.12375540,0.00995682
-4.81140570,0.16302185,0.00334827,0.04125932,0.04429214,0.00003822,0.11565471,0.00831411
-4.80540270,0.15261308,0.00286252,0.03788780,0.04481339,0.00003221,0.11057590,0.00692163
-4.79939970,0.14619995,0.00246297,0.03560457,0.04635618,0.00002736,0.10824841,0.00575470
-4.79339670,0.14343411,0.00214495,0.03428682,0.04884261,0.00002360,0.10840364,0.00478992
-4.78739370,0.14398347,0.00190449,0.03381798,0.05219557,0.00002087,0.11077723,0.00400571
-4.78139070,0.14753652,0.00173851,0.03408846,0.05633911,0.00001915,0.11511081,0.00338265
-4.77538769,0.15380593,0.00164495,0.03499600,0.06119892,0.00001841,0.12115319,0.00290379
-4.76938469,0.16253180,0.00162295,0.03644601,0.06670273,0.00001869,0.12866135,0.00255482
-4.76338169,0.17348455,0.00167291,0.03835172,0.07278100,0.00002003,0.13740156,0.00232425
-4.75737869,0.18646796,0.00179661,0.04063446,0.07936762,0.00002251,0.14715061,0.00220345
-4.75137569,0.20132215,0.00199727,0.04322398,0.08640099,0.00002623,0.15769739,0.00218671
-4.74537269,0.21792661,0.00227956,0.04605891,0.09382514,0.00003133,0.16884491,0.00227119
-4.73936968,0.23620321,0.00264966,0.04908727,0.10159110,0.00003800,0.18041263,0.00245689
-4.73336668,0.25611897,0.00311522,0.05226725,0.10965820,0.00004644,0.19223915,0.00274654
-4.72736368,0.27768827,0.00368534,0.05556786,0.11799546,0.00005688,0.20418500,0.00314547
-4.72136068,0.30097428,0.00437054,0.05896973,0.12658274,0.00006958,0.21613549,0.00366143
-4.71535768,0.32608912,0.00518262,0.06246579,0.13541152,0.00008483,0.22800325,0.00430434
-4.70935468,0.35319244,0.00613460,0.06606173,0.14448542,0.00010293,0.23973033,0.00508607
-4.70335168,0.38248811,0.00724055,0.06977629,0.15381998,0.00012419,0.25128957,0.00601999
-4.69734867,0.41421861,0.00851536,0.07364110,0.16344191,0.00014893,0.26268505,0.00712066
-4.69134567,0.44865704,0.00997451,0.07770019,0.17338759,0.00017743,0.27395143,0.00840330
-4.68534267,0.48609657,0.01163376,0.08200890,0.18370082,0.00020999,0.28515208,0.00988323
-4.67933967,0.52683747,0.01350876,0.08663237,0.19442989,0.00024685,0.29637592,0.01157531
-4.67333667,0.57117201,0.01561464,0.09164342,0.20562400,0.00028819,0.30773302,0.01349317
-4.66733367,0.61936743,0.01796545,0.09711990,0.21732918,0.00033416,0.31934912,0.01564861
-4.66133067,0.67164779,0.02057360,0.10314167,0.22958395,0.00038479,0.33135913,0.01805073
-4.65532766,0.72817536,0.02344921,0.10978716,0.24241478,0.00044005,0.34390008,0.02070530
-4.64932466,0.78903232,0.02659940,0.11712972,0.25583183,0.00049979,0.35710369,0.02361392
-4.64332166,0.85420385,0.03002752,0.12523389,0.26982499,0.00056375,0.37108903,0.02677345
-4.63731866,0.92356362,0.03373240,0.13415183,0.28436067,0.00063155,0.38595563,0.03017538
-4.63131566,0.99686253,0.03770760,0.14392002,0.29937960,0.00070268,0.40177755,0.03380543
-4.62531266,1.07372175,0.04194068,0.15455650,0.31479564,0.00077650,0.41859867,0.03764322
-4.61930965,1.15363089,0.04641256,0.16605879,0.33049605,0.00085228,0.43642963,0.04166222
-4.61330665,1.23595170,0.05109703,0.17840273,0.34634318,0.00092916,0.45524666,0.04582989
-4.60730365,1.31992788,0.05596042,0.19154227,0.36217759,0.00100620,0.47499249,0.05010804
-4.60130065,1.40470092,0.06096145,0.20541048,0.37782264,0.00108241,0.49557939,0.05445346
-4.59529765,1.48933187,0.06605140,0.21992158,0.39309035,0.00115672,0.51689434,0.05881882
-4.58929465,1.57282823,0.07117452,0.23497422,0.40778839,0.00122809,0.53880599,0.06315373
-4.58329165,1.65417534,0.07626872,0.25045574,0.42172778,0.00129549,0.56117335,0.06740610
-4.57728864,1.73237089,0.08126666,0.26624725,0.43473109,0.00135794,0.58385553,0.07152355
-4.57128564,1.80646112,0.08609708,0.28222945,0.44664066,0.00141456,0.60672220,0.07545503
-4.56528264,1.87557712,0.09068641,0.29828873,0.45732647,0.00146457,0.62966399,0.07915243
-4.55927964,1.93896940,0.09496066,0.31432328,0.46669311,0.00150739,0.65260234,0.08257218
-4.55327664,1.99603895,0.09884745,0.33024883,0.47468561,0.00154256,0.67549793,0.08567671
-4.54727364,2.04636310,0.10227814,0.34600366,0.48129363,0.00156985,0.69835722,0.08843581
-4.54127064,2.08971456,0.10519001,0.36155245,0.48655376,0.00158923,0.72123641,0.09082770
-4.53526763,2.12607243,0.10752832,0.37688867,0.49054968,0.00160088,0.74424224,0.09283977
-4.52926463,2.15562417,0.10924821,0.39203525,0.49341011,0.00160516,0.76752948,0.09446901
-4.52326163,2.17875805,0.11031630,0.40704329,0.49530451,0.00160267,0.79129478,0.09572200
-4.51725863,2.19604610,0.11071200,0.42198876,0.49643657,0.00159413,0.81576686,0.09661454
-4.51125563,2.20821801,0.11042831,0.43696723,0.49703590,0.00158042,0.84119349,0.09717086
-4.50525263,2.21612685,0.10947223,0.45208677,0.49734808,0.00156253,0.86782540,0.09742241
-4.49924962,2.22070835,0.10786460,0.46745926,0.49762355,0.00154152,0.89589813,0.09740643
-4.49324662,2.22293524,0.10563949,0.48319066,0.49810595,0.00151846,0.92561240,0.09716410
-4.48724362,2.22376920,0.10284309,0.49937063,0.49902032,0.00149443,0.95711417,0.09673869
-4.48124062,2.22411257,0.09953221,0.51606207,0.50056188,0.00147041,0.99047551,0.09617349
-4.47523762,2.22476252,0.09577237,0.53329137,0.50288591,0.00144734,1.02567742,0.09550982
-4.46923462,2.22636994,0.09163570,0.55103984,0.50609930,0.00142598,1.06259576,0.09478517
-4.46323162,2.22940544,0.08719863,0.56923704,0.51025422,0.00140698,1.10099139,0.09403152
-4.45722861,2.23413435,0.08253955,0.58775647,0.51534431,0.00139078,1.14050535,0.09327398
-4.45122561,2.24060210,0.07773646,0.60641415,0.52130364,0.00137767,1.18065989,0.09252984
-4.44522261,2.24863098,0.07286491,0.62497025,0.52800853,0.00136774,1.22086558,0.09180800
-4.43921961,2.25782857,0.06799597,0.64313397,0.53528219,0.00136091,1.26043463,0.09110889
-4.43321661,2.26760746,0.06319470,0.66057148,0.54290199,0.00135693,1.29860012,0.09042482
-4.42721361,2.27721527,0.05851882,0.67691685,0.55060905,0.00135541,1.33454056,0.08974079
-4.42121061,2.28577345,0.05401786,0.69178529,0.55811960,0.00135586,1.36740866,0.08903568
-4.41520760,2.29232277,0.04973262,0.70478828,0.56513754,0.00135770,1.39636315,0.08828372
-4.40920460,2.29587309,0.04569504,0.71554979,0.57136768,0.00136029,1.42060220,0.08745620
-4.40320160,2.29545468,0.04192840,0.72372282,0.57652875,0.00136300,1.43939674,0.08652340
-4.39719860,2.29016845,0.03844778,0.72900535,0.58036573,0.00136519,1.45212209,0.08545638
-4.39119560,2.27923238,0.03526079,0.73115495,0.58266071,0.00136628,1.45828625,0.08422885
-4.38519260,2.26202178,0.03236844,0.73000131,0.58324182,0.00136576,1.45755340,0.08281876
-4.37918959,2.23810142,0.02976612,0.72545597,0.58198973,0.00136319,1.44976147,0.08120970
-4.37318659,2.20724798,0.02744463,0.71751876,0.57884155,0.00135824,1.43493274,0.07939198
-4.36718359,2.16946198,0.02539122,0.70628075,0.57379187,0.00135069,1.41327702,0.07736327
-4.36118059,2.12496886,0.02359051,0.69192338,0.56689111,0.00134040,1.38518727,0.07512894
-4.35517759,2.07420963,0.02202542,0.67471410,0.55824122,0.00132735,1.35122784,0.07270197
-4.34917459,2.01782180,0.02067788,0.65499853,0.54798926,0.00131160,1.31211603,0.07010252
-4.34317159,1.95661231,0.01952948,0.63318969,0.53631915,0.00129328,1.26869785,0.06735711
-4.33716858,1.89152391,0.01856200,0.60975494,0.52344215,0.00127256,1.22191925,0.06449764
-4.33116558,1.82359732,0.01775774,0.58520110,0.50958679,0.00124966,1.17279428,0.06156009
-4.32516258,1.75393117,0.01709982,0.56005863,0.49498860,0.00122481,1.12237158,0.05858321
-4.31915958,1.68364198,0.01657236,0.53486560,0.47988042,0.00119825,1.07170082,0.05560709
-4.31315658,1.61382607,0.01616058,0.51015210,0.46448361,0.00117021,1.02180051,0.05267178
-4.30715358,1.54552535,0.01585088,0.48642575,0.44900071,0.00114088,0.97362864,0.04981599
