energy_ev,total_up,Mo_p_up,Mo_d_up,N_s_up,N_p_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up
-5.81390695,2.10786468,0.78652122,0.45007191,0.00944835,0.17406998,0.00438519,1.30258102,0.63856181,0.14812211
-5.80790395,2.12880159,0.79556388,0.45329175,0.00955877,0.17849728,0.00409381,1.31445327,0.64908069,0.14854979
-5.80190095,2.14663550,0.80423342,0.45620342,0.00964755,0.18379142,0.00381713,1.32306264,0.65758386,0.14871674
-5.79589795,2.16061192,0.81238187,0.45865930,0.00970973,0.18995059,0.00355669,1.32785412,0.66376471,0.14856603
-5.78989495,2.17008762,0.81989712,0.46052932,0.00974112,0.19697137,0.00331354,1.32835649,0.66736913,0.14805078
-5.78389195,2.17456966,0.82671400,0.46170983,0.00973847,0.20485140,0.00308837,1.32420736,0.66820775,0.14713725
-5.77788894,2.17374865,0.83282323,0.46213134,0.00969960,0.21359191,0.00288147,1.31517420,0.66616578,0.14580736
-5.77188594,2.16752440,0.83827740,0.46176472,0.00962347,0.22319967,0.00269290,1.30117044,0.66121004,0.14406061
-5.76588294,2.15602294,0.84319393,0.46062565,0.00951030,0.23368850,0.00252252,1.28226582,0.65339287,0.14191534
-5.75987994,2.13960373,0.84775449,0.45877704,0.00936157,0.24508006,0.00237007,1.25869052,0.64285264,0.13940921
-5.75387694,2.11885721,0.85220116,0.45632931,0.00918006,0.25740399,0.00223529,1.23083297,0.62981096,0.13659894
-5.74787394,2.09459248,0.85682931,0.45343869,0.00896976,0.27069733,0.00211792,1.19923145,0.61456672,0.13355927
-5.74187094,2.06781627,0.86197776,0.45030350,0.00873582,0.28500327,0.00201783,1.16456012,0.59748721,0.13038132
-5.73586793,2.03970396,0.86801654,0.44715873,0.00848441,0.30036933,0.00193505,1.12761006,0.57899684,0.12717029
-5.72986493,2.01156442,0.87533313,0.44426920,0.00822253,0.31684507,0.00186979,1.08926638,0.55956392,0.12404270
-5.72386193,1.98480034,0.88431776,0.44192163,0.00795784,0.33447941,0.00182251,1.05048249,0.53968618,0.12112331
-5.71785893,1.96086575,0.89534848,0.44041606,0.00769842,0.35331775,0.00179393,1.01225281,0.51987567,0.11854174
-5.71185593,1.94122295,0.90877692,0.44005691,0.00745253,0.37339905,0.00178504,0.97558488,0.50064361,0.11642908
-5.70585293,1.92730034,0.92491521,0.44114421,0.00722836,0.39475296,0.00179710,0.94147235,0.48248586,0.11491444
-5.69984992,1.92045296,0.94402487,0.44396520,0.00703377,0.41739714,0.00183167,0.91086952,0.46586959,0.11412170
-5.69384692,1.92192705,0.96630791,0.44878666,0.00687606,0.44133499,0.00189057,0.88466862,0.45122154,0.11416649
-5.68784392,1.93282976,0.99190060,0.45584829,0.00676169,0.46655366,0.00197584,0.86368023,0.43891824,0.11515350
-5.68184092,1.95410456,1.02087002,0.46535712,0.00669614,0.49302270,0.00208979,0.84861745,0.42927850,0.11717413
-5.67583792,1.98651295,1.05321340,0.47748318,0.00668369,0.52069300,0.00223486,0.84008401,0.42255815,0.12030462
-5.66983492,2.03062232,1.08886006,0.49235640,0.00672727,0.54949645,0.00241365,0.83856624,0.41894728,0.12460454
-5.66383192,2.08679979,1.12767564,0.51006478,0.00682835,0.57934591,0.00262880,0.84442891,0.41856957,0.13011579
-5.65782891,2.15521139,1.16946827,0.53065350,0.00698690,0.61013576,0.00288294,0.85791439,0.42148377,0.13686202
-5.65182591,2.23582607,1.21399618,0.55412521,0.00720134,0.64174270,0.00317862,0.87914486,0.42768705,0.14484836
-5.64582291,2.32842353,1.26097613,0.58044093,0.00746859,0.67402704,0.00351815,0.90812682,0.43711967,0.15406167
-5.63981991,2.43260497,1.31009219,0.60952171,0.00778410,0.70683404,0.00390351,0.94475761,0.44967100,0.16447099
-5.63381691,2.54780605,1.36100443,0.64125068,0.00814197,0.73999568,0.00433623,0.98883296,0.46518614,0.17602833
-5.62781391,2.67331105,1.41335681,0.67547543,0.00853514,0.77333235,0.00481725,1.04005548,0.48347307,0.18866974
-5.62181091,2.80826767,1.46678419,0.71201051,0.00895549,0.80665475,0.00534674,1.09804320,0.50430981,0.20231649
-5.61580790,2.95170177,1.52091795,0.75064000,0.00939414,0.83976583,0.00592403,1.16233809,0.52745142,0.21687647
-5.60980490,3.10253179,1.57539019,0.79112003,0.00984164,0.87246271,0.00654741,1.23241412,0.55263641,0.23224573
-5.60380190,3.25958245,1.62983648,0.83318131,0.01028825,0.90453863,0.00721405,1.30768471,0.57959254,0.24831004
-5.59779890,3.42159778,1.68389712,0.87653143,0.01072418,0.93578493,0.00791993,1.38750953,0.60804172,0.26494656
-5.59179590,3.58725348,1.73721725,0.92085731,0.01113988,0.96599296,0.00865973,1.47120076,0.63770397,0.28202550
-5.58579290,3.75516873,1.78944607,0.96582747,0.01152631,0.99495600,0.00942688,1.55802876,0.66830038,0.29941179
-5.57978989,3.92391776,1.84023534,1.01109447,0.01187515,1.02247117,0.01021351,1.64722753,0.69955517,0.31696673
-5.57378689,4.09204143,1.88923786,1.05629746,0.01217903,1.04834132,0.01101058,1.73800006,0.73119682,0.33454959
-5.56778389,4.25805911,1.93610603,1.10106492,0.01243173,1.07237683,0.01180802,1.82952391,0.76295843,0.35201915
-5.56178089,4.42048122,1.98049108,1.14501773,0.01262833,1.09439739,0.01259485,1.92095716,0.79457757,0.36923516
-5.55577789,4.57782249,2.02204314,1.18777251,0.01276529,1.11423369,0.01335946,2.01144512,0.82579566,0.38605977
-5.54977489,4.72861639,2.06041270,1.22894543,0.01284057,1.13172905,0.01408986,2.10012781,0.85635719,0.40235878
-5.54377189,4.87143051,2.09525327,1.26815634,0.01285359,1.14674094,0.01477401,2.18614844,0.88600906,0.41800294
-5.53776888,5.00488313,2.12622580,1.30503333,0.01280524,1.15914238,0.01540010,2.26866294,0.91450008,0.43286907
-5.53176588,5.12766082,2.15300446,1.33921764,0.01269780,1.16882332,0.01595695,2.34685045,0.94158105,0.44684117
-5.52576288,5.23853683,2.17528398,1.37036888,0.01253488,1.17569193,0.01643433,2.41992472,0.96700550,0.45981146
-5.51975988,5.33639009,2.19278821,1.39817039,0.01232122,1.17967578,0.01682326,2.48714625,0.99053118,0.47168140
-5.51375688,5.42022444,2.20527966,1.42233484,0.01206258,1.18072314,0.01711632,2.54783483,1.01192252,0.48236262
-5.50775388,5.48918754,2.21256971,1.44260957,0.01176558,1.17880420,0.01730791,2.60138225,1.03095403,0.49177793
-5.50175088,5.54258924,2.21452905,1.45878196,0.01143745,1.17391234,0.01739442,2.64726478,1.04741451,0.49986225
-5.49574787,5.57991857,2.21109779,1.47068427,0.01108594,1.16606549,0.01737437,2.68505490,1.06111216,0.50656354
-5.48974487,5.60085895,2.20229495,1.47819805,0.01071903,1.15530748,0.01724847,2.71443207,1.07188022,0.51184367
-5.48374187,5.60530100,2.18822670,1.48125777,0.01034484,1.14170939,0.01701961,2.73519189,1.07958310,0.51567935
-5.47773887,5.59335230,2.16909288,1.47985366,0.00997139,1.12537083,0.01669277,2.74725332,1.08412244,0.51806287
-5.47173587,5.56534362,2.14519138,1.47403347,0.00960649,1.10642107,0.01627489,2.75066372,1.08544312,0.51900286
-5.46573287,5.52183103,2.11692002,1.46390314,0.00925755,1.08501980,0.01577464,2.74560110,1.08353857,0.51852479
-5.45972986,5.46359360,2.08477556,1.44962623,0.00893148,1.06135757,0.01520217,2.73237373,1.07845516,0.51667137
-5.45372686,5.39162616,2.04934961,1.43142211,0.00863456,1.03565552,0.01456884,2.71141664,1.07029540,0.51350272
-5.44772386,5.30712729,2.01132137,1.40956288,0.00837232,1.00816444,0.01388687,2.68328513,1.05921958,0.50909618
-5.44172086,5.21148211,1.97144718,1.38436903,0.00814944,0.97916300,0.01316905,2.64864544,1.04544561,0.50354591
-5.43571786,5.10624048,1.93054691,1.35620399,0.00796969,0.94895490,0.01242838,2.60826251,1.02924707,0.49696204
-5.42971486,4.99309059,1.88948762,1.32546771,0.00783581,0.91786517,0.01167776,2.56298540,1.01094919,0.48946951
-5.42371186,4.87382871,1.84916467,1.29258942,0.00774949,0.88623527,0.01092973,2.51373051,0.99092308,0.48120652
-5.41770885,4.75032572,1.81048099,1.25801974,0.00771129,0.85441738,0.01019619,2.46146318,0.96957810,0.47232255
-5.41170585,4.62449134,1.77432488,1.22222246,0.00772062,0.82276777,0.00948818,2.40717823,0.94735278,0.46297613
-5.40570285,4.49823691,1.74154729,1.18566622,0.00777572,0.79163958,0.00881573,2.35187982,0.92470450,0.45333216
-5.39969985,4.37343801,1.71293919,1.14881620,0.00787367,0.76137519,0.00818770,2.29656133,0.90209847,0.44355909
-5.39369685,4.25189781,1.68920982,1.11212631,0.00801045,0.73229845,0.00761172,2.24218590,0.87999619,0.43382584
-5.38769385,4.13531228,1.67096673,1.07603185,0.00818097,0.70470717,0.00709410,2.18966793,0.85884403,0.42429861
-5.38169085,4.02523847,1.65869835,1.04094286,0.00837920,0.67886611,0.00663988,2.13985626,0.83906236,0.41513770
-5.37568784,3.92306648,1.65275971,1.00723849,0.00859825,0.65500084,0.00625280,2.09351931,0.82103552,0.40649432
-5.36968484,3.82999619,1.65336206,0.97526223,0.00883061,0.63329271,0.00593538,2.05133263,0.80510311,0.39850763
-5.36368184,3.74701919,1.66056679,0.94531814,0.00906827,0.61387526,0.00568897,2.01386899,0.79155285,0.39130193
-5.35767884,3.67490634,1.67428399,0.91766823,0.00930296,0.59683212,0.00551384,1.98159126,0.78061526,0.38498425
-5.35167584,3.61420119,1.69427580,0.89253067,0.00952638,0.58219664,0.00540927,1.95484816,0.77246027,0.37964229
-5.34567284,3.56521926,1.72016451,0.87007908,0.00973043,0.56995315,0.00537364,1.93387276,0.76719580,0.37534282
-5.33966983,3.52805284,1.75144520,0.85044250,0.00990746,0.56003991,0.00540455,1.91878373,0.76486824,0.37213052
-5.33366683,3.50258109,1.78750239,0.83370623,0.01005053,0.55235351,0.00549887,1.90958904,0.76546482,0.37002748
-5.32766383,3.48848464,1.82763022,0.81991311,0.01015357,0.54675455,0.00565287,1.90619197,0.76891744,0.36903310
-5.32166083,3.48526413,1.87105529,0.80906538,0.01021160,0.54307434,0.00586225,1.90839907,0.77510799,0.36912463
-5.31565783,3.49226184,1.91696125,0.80112688,0.01022089,0.54112226,0.00612229,1.91592967,0.78387455,0.37025817
-5.30965483,3.50868541,1.96451423,0.79602540,0.01017906,0.54069351,0.00642781,1.92842661,0.79501842,0.37237018
-5.30365183,3.53363294,2.01288794,0.79365529,0.01008513,0.54157672,0.00677333,1.94546786,0.80831142,0.37537948
-5.29764882,3.56611832,2.06128755,0.79388009,0.00993955,0.54356129,0.00715304,1.96657847,0.82350333,0.37918951
-5.29164582,3.60509614,2.10897116,0.79653515,0.00974415,0.54644397,0.00756089,1.99124259,0.84032895,0.38369104
-5.28564282,3.64948524,2.15526814,0.80143027,0.00950208,0.55003446,0.00799063,2.01891516,0.85851476,0.38876495
-5.27963982,3.69819037,2.19959342,0.80835231,0.00921762,0.55415985,0.00843587,2.04903295,0.87778475,0.39428524
-5.27363682,3.75012119,2.24145737,0.81706774,0.00889608,0.55866763,0.00889006,2.08102465,0.89786535,0.40012204
-5.26763382,3.80420856,2.28047071,0.82732523,0.00854356,0.56342734,0.00934661,2.11431976,0.91848940,0.40614455
-5.26163082,3.85941756,2.31634447,0.83885823,0.00816675,0.56833075,0.00979891,2.14835634,0.93939906,0.41222383
-5.25562781,3.91475742,2.34888517,0.85138767,0.00777267,0.57329073,0.01024040,2.18258719,0.96034762,0.41823539
-5.24962481,3.96928845,2.37798553,0.86462476,0.00736848,0.57823891,0.01066459,2.21648482,0.98110051,0.42406142
-5.24362181,4.02212616,2.40361145,0.87827402,0.00696124,0.58312236,0.01106520,2.24954511,1.00143533,0.42959274
-5.23761881,4.07244309,2.42578601,0.89203645,0.00655768,0.58789952,0.01143617,2.28128980,1.02114136,0.43473027
-5.23161581,4.11946889,2.44457151,0.90561306,0.00616403,0.59253583,0.01177178,2.31126815,1.04001853,0.43938617
-5.22561281,4.16248910,2.46005072,0.91870863,0.00578588,0.59699907,0.01206672,2.33905786,1.05787622,0.44348453
-5.21960980,4.20084346,2.47230829,0.93103571,0.00542802,0.60125503,0.01231616,2.36426562,1.07453191,0.44696166
-5.21360680,4.23392415,2.48141358,0.94231892,0.00509436,0.60526364,0.01251589,2.38652761,1.08981017,0.44976606
-5.20760380,4.26117463,2.48740591,0.95229932,0.00478790,0.60897573,0.01266232,2.40551001,1.10354186,0.45185806
-5.20160080,4.28208938,2.49028294,0.96073894,0.00451068,0.61233083,0.01275262,2.42090995,1.11556388,0.45320921
-5.19559780,4.29621493,2.48999309,0.96742511,0.00426380,0.61525596,0.01278478,2.43245678,1.12571949,0.45380152
-5.18959480,4.30315213,2.48643209,0.97217464,0.00404745,0.61766550,0.01275763,2.43991395,1.13385926,0.45362650
-5.18359180,4.30255980,2.47944415,0.97483756,0.00386099,0.61946229,0.01267089,2.44308129,1.13984263,0.45268424
-5.17758879,4.29415927,2.46882739,0.97530020,0.00370304,0.62053963,0.01252521,2.44179764,1.14354002,0.45098237
-5.17158579,4.27773963,2.45434320,0.97348754,0.00357155,0.62078429,0.01232213,2.43594357,1.14483537,0.44853507
-5.16558279,4.25316302,2.43572904,0.96936451,0.00346396,0.62008014,0.01206407,2.42544401,1.14362893,0.44536215
-5.15957979,4.22036950,2.41271371,0.96293621,0.00337727,0.61831237,0.01175431,2.41027044,1.13984025,0.44148815
-5.15357679,4.17938084,2.38503426,0.95424694,0.00330820,0.61537187,0.01139686,2.39044226,1.13341093,0.43694151
-5.14757379,4.13030273,2.35245354,0.94337796,0.00325330,0.61115967,0.01099642,2.36602726,1.12430725,0.43175379
-5.14157079,4.07332488,2.31477731,0.93044401,0.00320905,0.60559110,0.01055827,2.33714078,1.11252220,0.42595892
-5.13556778,4.00871884,2.27186996,0.91558876,0.00317199,0.59859949,0.01008810,2.30394355,1.09807702,0.41959252
-5.12956478,3.93683328,2.22366807,0.89897932,0.00313880,0.59013929,0.00959196,2.26663802,1.08102200,0.41269124
-5.12356178,3.85808696,2.17019100,0.88079994,0.00310641,0.58018833,0.00907605,2.22546355,1.06143650,0.40529210
-5.11755878,3.77295952,2.11154809,0.86124543,0.00307203,0.56874931,0.00854663,2.18069029,1.03942831,0.39743192
-5.11155578,3.68198062,2.04794217,0.84051436,0.00303324,0.55585040,0.00800986,2.13261241,1.01513219,0.38914678
-5.10555278,3.58571810,1.97966925,0.81880259,0.00298803,0.54154492,0.00747170,2.08154073,0.98870784,0.38047155
-5.09954977,3.48476576,1.90711464,0.79629730,0.00293480,0.52591034,0.00693781,2.02779548,0.96033743,0.37143957
-5.09354677,3.37973150,1.83074569,0.77317192,0.00287242,0.50904647,0.00641341,1.97169942,0.93022269,0.36208245
-5.08754377,3.27122660,1.75110184,0.74958223,0.00280017,0.49107316,0.00590325,1.91357185,0.89858181,0.35243000
-5.08154077,3.15985666,1.66878223,0.72566374,0.00271778,0.47212753,0.00541155,1.85372384,0.86564640,0.34251045
-5.07553777,3.04621477,1.58443193,0.70153045,0.00262536,0.45236094,0.00494195,1.79245500,0.83165830,0.33235072
-5.06953477,2.93087705,1.49872714,0.67727510,0.00252340,0.43193578,0.00449749,1.73005182,0.79686681,0.32197702
-5.06353177,2.81440069,1.41236020,0.65297071,0.00241268,0.41102223,0.00408064,1.66678775,0.76152587,0.31141551
-5.05752876,2.69732439,1.32602501,0.62867332,0.00229427,0.38979513,0.00369330,1.60292478,0.72589174,0.30069317
-5.05152576,2.58017071,1.24040328,0.60442562,0.00216944,0.36843092,0.00333683,1.53871632,0.69022066,0.28983868
-5.04552276,2.46344992,1.15615218,0.58026123,0.00203964,0.34710490,0.00301209,1.47441104,0.65476687,0.27888339
-5.03951976,2.34766462,1.07389358,0.55620926,0.00190639,0.32598860,0.00271949,1.41025720,0.61978058,0.26786212
-5.03351676,2.23331444,0.99420515,0.53229880,0.00177127,0.30524751,0.00245906,1.34650698,0.58550608,0.25681393
-5.02751376,2.12090009,0.91761341,0.50856309,0.00163583,0.28503898,0.00223045,1.28342046,0.55217960,0.24578265
-5.02151076,2.01092619,0.84458867,0.48504287,0.00150160,0.26551042,0.00203304,1.22126856,0.52002720,0.23481710
-5.01550775,1.90390218,0.77554182,0.46178902,0.00136998,0.24679767,0.00186593,1.16033490,0.48926236,0.22397108
-5.00950475,1.80034111,0.71082283,0.43886390,0.00124225,0.22902362,0.00172800,1.10091601,0.46008335,0.21330296
-5.00350175,1.70075602,0.65072071,0.41634176,0.00111955,0.21229701,0.00161796,1.04332000,0.43267044,0.20287494
-4.99749875,1.60565403,0.59546476,0.39430779,0.00100283,0.19671141,0.00153433,0.98786341,0.40718300,0.19275205
-4.99149575,1.51552829,0.54522688,0.37285628,0.00089285,0.18234443,0.00147549,0.93486672,0.38375650,0.18300079
-4.98549275,1.43084832,0.50012465,0.35208776,0.00079020,0.16925708,0.00143967,0.88464839,0.36249970,0.17368758
-4.97948974,1.35204918,0.46022509,0.33210549,0.00069525,0.15749340,0.00142499,0.83751801,0.34349203,0.16487713
-4.97348674,1.27952027,0.42554872,0.31301150,0.00060823,0.14708029,0.00142943,0.79376894,0.32678149,0.15663063
-4.96748374,1.21359443,0.39607392,0.29490249,0.00052919,0.13802760,0.00145084,0.75367072,0.31238306,0.14900413
-4.96148074,1.15453800,0.37174137,0.27786581,0.00045802,0.13032853,0.00148698,0.71746194,0.30027788,0.14204691
-4.95547774,1.10254255,0.35245839,0.26197585,0.00039450,0.12396020,0.00153548,0.68534382,0.29041340,0.13580019
-4.94947474,1.05771885,0.33810315,0.24729092,0.00033829,0.11888463,0.00159390,0.65747489,0.28270432,0.13029598
-4.94347174,1.02009339,0.32852863,0.23385106,0.00028898,0.11504992,0.00165973,0.63396704,0.27703470,0.12555640
-4.93746873,0.98960767,0.32356626,0.22167654,0.00024608,0.11239164,0.00173041,0.61488321,0.27326089,0.12159325
-4.93146573,0.96612041,0.32302915,0.21076742,0.00020906,0.11083451,0.00180337,0.60023656,0.27121548,0.11840800
-4.92546273,0.94941239,0.32671494,0.20110395,0.00017738,0.11029417,0.00187608,0.58999140,0.27071193,0.11599215
-4.91945973,0.93919367,0.33440818,0.19264783,0.00015047,0.11067913,0.00194607,0.58406531,0.27154987,0.11432783
-4.91345673,0.93511273,0.34588224,0.18534424,0.00012779,0.11189272,0.00201101,0.58233270,0.27352073,0.11338875
-4.90745373,0.93676697,0.36090078,0.17912433,0.00010880,0.11383508,0.00206873,0.58462910,0.27641356,0.11314132
-4.90145073,0.94371395,0.37921872,0.17390825,0.00009300,0.11640501,0.00211727,0.59075609,0.28002067,0.11354586
-4.89544772,0.95548267,0.40058286,0.16960824,0.00007993,0.11950179,0.00215495,0.60048646,0.28414299,0.11455790
-4.88944472,0.97158440,0.42473205,0.16613180,0.00006915,0.12302671,0.00218038,0.61356923,0.28859480,0.11612944
-4.88344172,0.99152238,0.45139710,0.16338468,0.00006028,0.12688447,0.00219251,0.62973432,0.29320764,0.11821008
-4.87743872,1.01480005,0.48030038,0.16127354,0.00005298,0.13098431,0.00219063,0.64869649,0.29783335,0.12074805
-4.87143572,1.04092745,0.51115532,0.15970820,0.00004695,0.13524083,0.00217441,0.67015860,0.30234594,0.12369100
-4.86543272,1.06942564,0.54366577,0.15860336,0.00004195,0.13957457,0.00214389,0.69381383,0.30664247,0.12698654
-4.85942971,1.09982908,0.57752541,0.15787979,0.00003775,0.14391235,0.00209944,0.71934715,0.31064272,0.13058262
-4.85342671,1.13168620,0.61241729,0.15746503,0.00003419,0.14818735,0.00204179,0.74643587,0.31428797,0.13442762
-4.84742371,1.16455834,0.64801358,0.15729353,0.00003111,0.15233895,0.00197196,0.77474963,0.31753871,0.13847026
-4.84142071,1.19801743,0.68397561,0.15730643,0.00002841,0.15631245,0.00189121,0.80394987,0.32037180,0.14265938
-4.83541771,1.23164301,0.71995443,0.15745104,0.00002599,0.16005867,0.00180103,0.83368926,0.32277698,0.14694360
-4.82941471,1.26501888,0.75559178,0.15768008,0.00002379,0.16353339,0.00170304,0.86361112,0.32475313,0.15127095
-4.82341171,1.29773013,0.79052172,0.15795086,0.00002176,0.16669689,0.00159899,0.89334938,0.32630446,0.15558853
-4.81740870,1.32936093,0.82437292,0.15822449,0.00001987,0.16951338,0.00149063,0.92252919,0.32743690,0.15984226
-4.81140570,1.35949355,0.85677169,0.15846521,0.00001809,0.17195062,0.00137972,0.95076852,0.32815485,0.16397681
-4.80540270,1.38770906,0.88734575,0.15864000,0.00001641,0.17397953,0.00126796,0.97768088,0.32845846,0.16793571
-4.79939970,1.41358980,0.91572876,0.15871836,0.00001482,0.17557396,0.00115694,1.00287931,0.32834173,0.17166172
-4.79339670,1.43672397,0.94156564,0.15867245,0.00001331,0.17671068,0.00104809,1.02598167,0.32779128,0.17509745
-4.78739370,1.45671213,0.96451850,0.15847759,0.00001190,0.17736939,0.00094268,1.04661721,0.32678612,0.17818628
-4.78139070,1.47317557,0.98427317,0.15811295,0.00001057,0.17753299,0.00084181,1.06443414,0.32529811,0.18087352
-4.77538769,1.48576622,1.00054614,0.15756251,0.00000934,0.17718793,0.00074635,1.07910821,0.32329338,0.18310774
-4.76938469,1.49417759,1.01309173,0.15681622,0.00000819,0.17632471,0.00065697,1.09035168,0.32073429,0.18484237
-4.76338169,1.49815644,1.02170915,0.15587121,0.00000714,0.17493845,0.00057415,1.09792253,0.31758200,0.18603726
-4.75737869,1.49751417,1.02624935,0.15473299,0.00000619,0.17302947,0.00049817,1.10163337,0.31379946,0.18666039
-4.75137569,1.49213771,1.02662111,0.15341650,0.00000533,0.17060391,0.00042915,1.10135950,0.30935445,0.18668933
-4.74537269,1.48199890,1.02279623,0.15194709,0.00000455,0.16767427,0.00036704,1.09704589,0.30422274,0.18611274
-4.73936968,1.46716185,1.01481346,0.15036105,0.00000387,0.16425984,0.00031166,1.08871229,0.29839092,0.18493136
-4.73336668,1.44778772,1.00278071,0.14870590,0.00000326,0.16038699,0.00026274,1.07645637,0.29185890,0.18315890
-4.72736368,1.42413640,0.98687553,0.14704026,0.00000274,0.15608925,0.00021992,1.06045447,0.28464184,0.18082228
-4.72136068,1.39656478,0.96734348,0.14543327,0.00000228,0.15140716,0.00018275,1.04095959,0.27677136,0.17796157
-4.71535768,1.36552146,0.94449436,0.14396360,0.00000189,0.14638788,0.00015078,1.01829686,0.26829604,0.17462937
-4.70935468,1.33153791,0.91869625,0.14271804,0.00000156,0.14108454,0.00012352,0.99285620,0.25928107,0.17088969
-4.70335168,1.29521628,0.89036754,0.14178973,0.00000129,0.13555528,0.00010047,0.96508258,0.24980715,0.16681634
-4.69734867,1.25721427,0.85996702,0.14127606,0.00000107,0.12986216,0.00008114,0.93546403,0.23996862,0.16249099
-4.69134567,1.21822759,0.82798257,0.14127631,0.00000088,0.12406980,0.00006507,0.90451806,0.22987092,0.15800074
-4.68534267,1.17897069,0.79491854,0.14188921,0.00000074,0.11824385,0.00005182,0.87277670,0.21962758,0.15343558
-4.67933967,1.14015658,0.76128268,0.14321029,0.00000063,0.11244946,0.00004099,0.84077117,0.20935679,0.14888563
-4.67333667,1.10247661,0.72757275,0.14532937,0.00000056,0.10674963,0.00003221,0.80901648,0.19917776,0.14443836
-4.66733367,1.06658087,0.69426374,0.14832803,0.00000050,0.10120368,0.00002516,0.77799685,0.18920713,0.14017594
-4.66133067,1.03306030,0.66179588,0.15227731,0.00000048,0.09586582,0.00001954,0.74815240,0.17955541,0.13617280
-4.65532766,1.00243091,0.63056418,0.15723551,0.00000047,0.09078384,0.00001511,0.71986780,0.17032381,0.13249348
-4.64932466,0.97512092,0.60090973,0.16324632,0.00000049,0.08599810,0.00001165,0.69346325,0.16160143,0.12919087
-4.64332166,0.95146108,0.57311320,0.17033719,0.00000052,0.08154076,0.00000897,0.66918801,0.15346304,0.12630500
