energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Mn_p_up,Mn_d_up,Te_p_up,Te_d_up
-5.76588294,4.60417307,0.03379528,0.45647419,1.65273702,2.16973195,0.51893551,0.41905058,1.49067197,0.00000000
-5.75987994,4.65208094,0.03306095,0.45238656,1.61787879,2.23457733,0.52596011,0.41710410,1.49128559,0.00000000
-5.75387694,4.70832790,0.03249436,0.45037960,1.59466175,2.30067426,0.53386003,0.41638884,1.49502042,0.00000000
-5.74787394,4.77313442,0.03209747,0.45045370,1.58365184,2.36736748,0.54280510,0.41707632,1.50235963,0.00000000
-5.74187094,4.84658657,0.03186894,0.45257669,1.58521108,2.43401112,0.55295777,0.41930767,1.51371333,0.00000000
-5.73586793,4.92863095,0.03180429,0.45668702,1.59949404,2.49998586,0.56446550,0.42318867,1.52940333,0.00000000
-5.72986493,5.01906783,0.03189617,0.46269674,1.62644488,2.56471272,0.57745277,0.42878563,1.54964911,0.00000000
-5.72386193,5.11754254,0.03213464,0.47049398,1.66579499,2.62766317,0.59201298,0.43612211,1.57455538,0.00000000
-5.71785893,5.22353534,0.03250738,0.47994492,1.71706148,2.68836478,0.60820057,0.44517658,1.60410175,0.00000000
-5.71185593,5.33635038,0.03300002,0.49089517,1.77954679,2.74640258,0.62602375,0.45588116,1.63813498,0.00000000
-5.70585293,5.45510485,0.03359634,0.50317065,1.85234016,2.80141618,0.64543829,0.46812145,1.67636419,0.00000000
-5.69984992,5.57871966,0.03427854,0.51657819,1.93432193,2.85309323,0.66634271,0.48173744,1.71835958,0.00000000
-5.69384692,5.70591303,0.03502753,0.53090587,2.02417129,2.90115997,0.68857514,0.49652563,1.76355487,0.00000000
-5.68784392,5.83519892,0.03582310,0.54592352,2.12037870,2.94536985,0.71191239,0.51224238,1.81125391,0.00000000
-5.68184092,5.96489171,0.03664425,0.56138349,2.22126345,2.98549146,0.73607113,0.52860828,1.86064144,0.00000000
-5.67583792,6.09311866,0.03746940,0.57702202,2.32499729,3.02129677,0.76071161,0.54531381,1.91079820,0.00000000
-5.66983492,6.21784139,0.03827676,0.59256141,2.42963411,3.05255119,0.78544377,0.56202593,1.96072008,0.00000000
-5.66383192,6.33688690,0.03904454,0.60771308,2.53314585,3.07900618,0.80983568,0.57839565,2.00934113,0.00000000
-5.65782891,6.44798838,0.03975138,0.62218173,2.63346401,3.10039547,0.83342421,0.59406641,2.05555978,0.00000000
-5.65182591,6.54883521,0.04037668,0.63567047,2.72852594,3.11643543,0.85572747,0.60868297,2.09826767,0.00000000
-5.64582291,6.63713105,0.04090101,0.64788696,2.81632465,3.12682983,0.87625869,0.62190069,2.13638018,0.00000000
-5.63981991,6.71065804,0.04130649,0.65855026,2.89496035,3.13127883,0.89454101,0.63339487,2.16886761,0.00000000
-5.63381691,6.76734481,0.04157721,0.66739832,2.96269198,3.12949192,0.91012259,0.64286984,2.19478601,0.00000000
-5.62781391,6.80533542,0.04169967,0.67419556,3.01798643,3.12120380,0.92259146,0.65006746,2.21330624,0.00000000
-5.62181091,6.82305598,0.04166307,0.67874039,3.05956357,3.10619237,0.93158940,0.65477477,2.22374043,0.00000000
-5.61580790,6.81927573,0.04145971,0.68087221,3.08643475,3.08429743,0.93682439,0.65683048,2.22556443,0.00000000
-5.60980490,6.79315950,0.04108525,0.68047748,3.09793314,3.05543892,0.93808093,0.65612988,2.21843542,0.00000000
-5.60380190,6.74430863,0.04053885,0.67749461,3.09373432,3.01963330,0.93522793,0.65262820,2.20220395,0.00000000
-5.59779890,6.67278812,0.03982334,0.67191737,3.07386621,2.97700683,0.92822375,0.64634204,2.17691972,0.00000000
-5.59179590,6.57913843,0.03894519,0.66379654,3.03870754,2.92780490,0.91711818,0.63734894,2.14283096,0.00000000
-5.58579290,6.46437113,0.03791442,0.65323986,2.98897524,2.87239655,0.90205133,0.62578495,2.10037741,0.00000000
-5.57978989,6.32994851,0.03674441,0.64041006,2.92570108,2.81127387,0.88324955,0.61184054,2.05017722,0.00000000
-5.57378689,6.17774812,0.03545163,0.62552130,2.85019878,2.74504625,0.86101860,0.59575471,1.99300842,0.00000000
-5.56778389,6.01001405,0.03405524,0.60883397,2.76402321,2.67442982,0.83573433,0.57780785,1.92978586,0.00000000
-5.56178089,5.82929742,0.03257664,0.59064827,2.66892350,2.60023270,0.80783162,0.55831348,1.86153466,0.00000000
-5.55577789,5.63838906,0.03103903,0.57129679,2.56679230,2.52333695,0.77779172,0.53760938,1.78936144,0.00000000
-5.54977489,5.44024772,0.02946686,0.55113655,2.45961350,2.44467839,0.74612900,0.51604835,1.71442457,0.00000000
-5.54377189,5.23792719,0.02788528,0.53054067,2.34941038,2.36522540,0.71337740,0.49398912,1.63790474,0.00000000
-5.53776888,5.03450552,0.02631966,0.50989018,2.23819656,2.28595788,0.68007726,0.47178769,1.56097704,0.00000000
-5.53176588,4.83301923,0.02479508,0.48956623,2.12793120,2.20784737,0.64676305,0.44978948,1.48478556,0.00000000
-5.52576288,4.63640496,0.02333592,0.46994283,2.02047992,2.13183938,0.61395242,0.42832251,1.41042129,0.00000000
-5.51975988,4.44744998,0.02196543,0.45138044,1.91758235,2.05883833,0.58213674,0.40769182,1.33890401,0.00000000
-5.51375688,4.26875269,0.02070545,0.43422043,1.82082673,1.98969563,0.55177353,0.38817522,1.27116830,0.00000000
-5.50775388,4.10269316,0.01957611,0.41878042,1.73163154,1.92520086,0.52328063,0.37002040,1.20805385,0.00000000
-5.50175088,3.95141312,0.01859569,0.40535046,1.65123371,1.86607581,0.49703229,0.35344337,1.15029969,0.00000000
-5.49574787,3.81680430,0.01778044,0.39418996,1.58068272,1.81297095,0.47335668,0.33862801,1.09854208,0.00000000
-5.48974487,3.70050337,0.01714450,0.38552519,1.52083938,1.76646362,0.45253502,0.32572665,1.05331517,0.00000000
-5.48374187,3.60389161,0.01669986,0.37954724,1.47237833,1.72705724,0.43480158,0.31486141,1.01505404,0.00000000
-5.47773887,3.52809723,0.01645632,0.37641018,1.43579282,1.69518068,0.42034460,0.30612603,0.98409895,0.00000000
-5.47173587,3.47399839,0.01642145,0.37622938,1.41140085,1.67118713,0.40930757,0.29958794,0.96070041,0.00000000
-5.46573287,3.44222525,0.01660058,0.37907980,1.39935145,1.65535183,0.40179067,0.29529043,0.94502402,0.00000000
-5.45972986,3.43315979,0.01699678,0.38499426,1.39963048,1.64786827,0.39785209,0.29325457,0.93715479,0.00000000
-5.45372686,3.44693260,0.01761082,0.39396162,1.41206545,1.64884280,0.39750907,0.29348082,0.93710029,0.00000000
-5.44772386,3.48341661,0.01844108,0.40592508,1.43632913,1.65828756,0.40073856,0.29595024,0.94479257,0.00000000
-5.44172086,3.54221795,0.01948352,0.42078053,1.47194217,1.67611237,0.40747747,0.30062513,0.96008867,0.00000000
-5.43571786,3.62266513,0.02073157,0.43837531,1.51827501,1.70211588,0.41762254,0.30744926,0.98276992,0.00000000
-5.42971486,3.72379777,0.02217607,0.45850746,1.57454983,1.73597699,0.43103003,0.31634759,1.01254030,0.00000000
-5.42371186,3.84435672,0.02380520,0.48092575,1.63984326,1.77724736,0.44751537,0.32722582,1.04902435,0.00000000
-5.41770885,3.98277740,0.02560447,0.50533072,1.71309066,1.82534596,0.46685301,0.33996955,1.09176508,0.00000000
-5.41170585,4.13718838,0.02755668,0.53137689,1.79309284,1.87955658,0.48877669,0.35444359,1.14022248,0.00000000
-5.40570285,4.30541692,0.02964203,0.55867630,1.87852604,1.93902918,0.51298043,0.37049132,1.19377331,0.00000000
-5.39969985,4.48500298,0.03183817,0.58680354,1.96795559,2.00278567,0.53912036,0.38793442,1.25171252,0.00000000
-5.39369685,4.67322279,0.03412046,0.61530217,2.05985375,2.06973058,0.56681765,0.40657305,1.31325700,0.00000000
-5.38769385,4.86712265,0.03646221,0.64369260,2.15262179,2.13866679,0.59566254,0.42618661,1.37755178,0.00000000
-5.38169085,5.06356268,0.03883501,0.67148125,2.24461601,2.20831614,0.62521972,0.44653527,1.44367901,0.00000000
-5.37568784,5.25927033,0.04120916,0.69817064,2.33417738,2.27734455,0.65503469,0.46736215,1.51066980,0.00000000
-5.36968484,5.45090208,0.04355420,0.72327043,2.41966396,2.34439092,0.68464136,0.48839641,1.57751864,0.00000000
-5.36368184,5.63511197,0.04583940,0.74630867,2.49948512,2.40809893,0.71357042,0.50935693,1.64320033,0.00000000
-5.35767884,5.80862457,0.04803439,0.76684321,2.57213648,2.46715053,0.74135845,0.52995682,1.70668879,0.00000000
-5.35167584,5.96831012,0.05010975,0.78447269,2.63623423,2.52029999,0.76755735,0.54990840,1.76697741,0.00000000
-5.34567284,6.11125909,0.05203765,0.79884672,2.69054763,2.56640712,0.79174377,0.56892862,1.82310002,0.00000000
-5.33966983,6.23485342,0.05379243,0.80967490,2.73402838,2.60446838,0.81352835,0.58674477,1.87415209,0.00000000
-5.33366683,6.33683179,0.05535116,0.81673435,2.76583572,2.63364464,0.83256426,0.60310022,1.91931104,0.00000000
-5.32766383,6.41534642,0.05669416,0.81987540,2.78535620,2.65328455,0.84855476,0.61776002,1.95785517,0.00000000
-5.32166083,6.46900923,0.05780543,0.81902525,2.79221750,2.66294252,0.86125961,0.63051619,1.98918040,0.00000000
-5.31565783,6.49692556,0.05867294,0.81418950,2.78629555,2.66239073,0.87049992,0.64119248,2.01281409,0.00000000
-5.30965483,6.49871418,0.05928887,0.80545145,2.76771485,2.65162457,0.87616139,0.64964832,2.02842549,0.00000000
-5.30365183,6.47451284,0.05964975,0.79296920,2.73684190,2.63086155,0.87819577,0.65578198,2.03583240,0.00000000
-5.29764882,6.42496913,0.05975638,0.77697075,2.69427208,2.60053368,0.87662050,0.65953270,2.03500365,0.00000000
-5.29164582,6.35121706,0.05961377,0.75774712,2.64081037,2.56127357,0.87151655,0.66088170,2.02605740,0.00000000
-5.28564282,6.25484022,0.05923086,0.73564397,2.57744687,2.51389510,0.86302460,0.65985203,2.00925522,0.00000000
-5.27963982,6.13782309,0.05862019,0.71105185,2.50532779,2.45936921,0.85133970,0.65650729,1.98499229,0.00000000
-5.27363682,6.00249208,0.05779747,0.68439552,2.42572321,2.39879598,0.83670463,0.65094919,1.95378393,0.00000000
-5.26763382,5.85144886,0.05678107,0.65612268,2.33999248,2.33337386,0.81940218,0.64331412,1.91624908,0.00000000
-5.26163082,5.68749817,0.05559148,0.62669257,2.24954870,2.26436745,0.79974680,0.63376877,1.87309139,0.00000000
-5.25562781,5.51357277,0.05425072,0.59656463,2.15582326,2.19307477,0.77807577,0.62250502,1.82507857,0.00000000
-5.24962481,5.33265833,0.05278174,0.56618784,2.06023167,2.12079533,0.75474029,0.60973428,1.77302083,0.00000000
-5.24362181,5.14772065,0.05120783,0.53599078,1.96414161,2.04879993,0.73009686,0.59568149,1.71774913,0.00000000
-5.23761881,4.96163766,0.04955206,0.50637296,1.86884422,1.97830318,0.70449911,0.58057896,1.66009423,0.00000000
-5.23161581,4.77713828,0.04783679,0.47769736,1.77552921,1.91043951,0.67829046,0.56466041,1.60086704,0.00000000
-5.22561281,4.59674991,0.04608317,0.45028458,1.68526454,1.84624326,0.65179772,0.54815527,1.54084100,0.00000000
-5.21960980,4.42275570,0.04431080,0.42440853,1.59898090,1.78663313,0.62532584,0.53128355,1.48073714,0.00000000
-5.21360680,4.25716262,0.04253739,0.40029382,1.51746129,1.73240134,0.59915388,0.51425137,1.42121203,0.00000000
-5.20760380,4.10168035,0.04077857,0.37811472,1.44133559,1.68420727,0.57353217,0.49724735,1.36284896,0.00000000
-5.20160080,3.95771106,0.03904775,0.35799559,1.37108011,1.64257541,0.54868075,0.48043993,1.30615249,0.00000000
-5.19559780,3.82634932,0.03735603,0.34001279,1.30702154,1.60789722,0.52478884,0.46397561,1.25154615,0.00000000
-5.18959480,3.70839108,0.03571232,0.32419769,1.24934502,1.58043629,0.50201538,0.44797815,1.19937323,0.00000000
-5.18359180,3.60435044,0.03412333,0.31054068,1.19810563,1.56033614,0.48049034,0.43254875,1.14990029,0.00000000
-5.17758879,3.51448258,0.03259383,0.29899590,1.15324254,1.54763000,0.46031666,0.41776695,1.10332293,0.00000000
-5.17158579,3.43881120,0.03112681,0.28948647,1.11459530,1.54225181,0.44157265,0.40369233,1.05977330,0.00000000
-5.16558279,3.37715869,0.02972376,0.28190988,1.08192117,1.54404766,0.42431466,0.39036668,1.01932901,0.00000000
-5.15957979,3.32917752,0.02838494,0.27614351,1.05491316,1.55278729,0.40857977,0.37781663,0.98202268,0.00000000
-5.15357679,3.29438139,0.02710970,0.27204974,1.03321770,1.56817491,0.39438846,0.36605655,0.94785183,0.00000000
-5.14757379,3.27217488,0.02589674,0.26948088,1.01645168,1.58985921,0.38174716,0.35509147,0.91678858,0.00000000
-5.14157079,3.26188096,0.02474443,0.26828340,1.00421810,1.61744215,0.37065047,0.34491999,0.88878886,0.00000000
-5.13556778,3.26276560,0.02365106,0.26830168,0.99612006,1.65048679,0.36108324,0.33553709,0.86380081,0.00000000
-5.12956478,3.27405949,0.02261511,0.26938102,0.99177293,1.68852399,0.35302231,0.32693655,0.84177225,0.00000000
-5.12356178,3.29497682,0.02163540,0.27137005,0.99081429,1.73105841,0.34643815,0.31911323,0.82265717,0.00000000
-5.11755878,3.32473170,0.02071131,0.27412258,0.99291197,1.77757412,0.34129627,0.31206487,0.80642108,0.00000000
-5.11155578,3.36255251,0.01984289,0.27749882,0.99776997,1.82754021,0.33755869,0.30579365,0.79304543,0.00000000
-5.10555278,3.40769502,0.01903092,0.28136631,1.00513263,1.88041678,0.33518531,0.30030734,0.78253118,0.00000000
-5.09954977,3.45945489,0.01827697,0.28560052,1.01478709,1.93566178,0.33413543,0.29562024,0.77490148,0.00000000
-5.09354677,3.51717994,0.01758335,0.29008526,1.02656444,1.99273885,0.33436941,0.29175375,0.77020373,0.00000000
-5.08754377,3.58028280,0.01695315,0.29471311,1.04033965,2.05112655,0.33585033,0.28873683,0.76851099,0.00000000
-5.08154077,3.64825395,0.01639007,0.29938585,1.05603063,2.11032870,0.33854592,0.28660620,0.76992280,0.00000000
-5.07553777,3.72067511,0.01589836,0.30401506,1.07359639,2.16988613,0.34243035,0.28540634,0.77456541,0.00000000
-5.06953477,3.79723258,0.01548264,0.30852290,1.09303473,2.22938908,0.34748601,0.28518943,0.78259126,0.00000000
-5.06353177,3.87772990,0.01514778,0.31284301,1.11437915,2.28849020,0.35370511,0.28601502,0.79417776,0.00000000
-5.05752876,3.96209902,0.01489868,0.31692160,1.13769537,2.34691728,0.36109082,0.28794951,0.80952502,0.00000000
-5.05152576,4.05040891,0.01474006,0.32071862,1.16307721,2.40448526,0.36965800,0.29106544,0.82885250,0.00000000
-5.04552276,4.14287066,0.01467630,0.32420886,1.19064182,2.46110656,0.37943320,0.29544047,0.85239450,0.00000000
-5.03951976,4.23983798,0.01471116,0.32738298,1.22052435,2.51679920,0.39045385,0.30115608,0.88039411,0.00000000
-5.03351676,4.34180218,0.01484759,0.33024824,1.25287190,2.57169189,0.40276669,0.30829587,0.91309595,0.00000000
-5.02751376,4.44938112,0.01508751,0.33282889,1.28783686,2.62602549,0.41642520,0.31694359,0.95073738,0.00000000
-5.02151076,4.56330153,0.01543163,0.33516606,1.32556962,2.68015044,0.43148617,0.32718070,0.99353859,0.00000000
-5.01550775,4.68437493,0.01587923,0.33731707,1.36621091,2.73451982,0.44800557,0.33908370,1.04169161,0.00000000
-5.00950475,4.81346728,0.01642802,0.33935416,1.40988385,2.78967795,0.46603369,0.35272115,1.09534872,0.00000000
-5.00350175,4.95146331,0.01707404,0.34136258,1.45668594,2.84624462,0.48560996,0.36815046,1.15461059,0.00000000
-4.99749875,5.09922658,0.01781156,0.34343800,1.50668142,2.90489542,0.50675751,0.38541462,1.21951476,0.00000000
-4.99149575,5.25755663,0.01863307,0.34568346,1.55989414,2.96633845,0.52947802,0.40453898,1.29002491,0.00000000
-4.98549275,5.42714494,0.01952931,0.34820580,1.61630134,3.03128834,0.55374680,0.42552809,1.36602151,0.00000000
-4.97948974,5.60853148,0.02048935,0.35111178,1.67582860,3.10043834,0.57950881,0.44836294,1.44729447,0.00000000
-4.97348674,5.80206361,0.02150077,0.35450399,1.73834615,3.17443140,0.60667555,0.47299855,1.53353807,0.00000000
-4.96748374,6.00785921,0.02254990,0.35847677,1.80366680,3.25383134,0.63512321,0.49936215,1.62434879,0.00000000
-4.96148074,6.22577545,0.02362204,0.36311229,1.87154543,3.33909510,0.66469220,0.52735196,1.71922608,0.00000000
-4.95547774,6.45538482,0.02470187,0.36847686,1.94168011,3.43054712,0.69518819,0.55683679,1.81757630,0.00000000
-4.94947474,6.69595919,0.02577378,0.37461774,2.01371482,3.52835674,0.72638455,0.58765626,1.91871980,0.00000000
-4.94347174,6.94646293,0.02682231,0.38156059,2.08724344,3.63251966,0.75802629,0.61962202,2.02190087,0.00000000
-4.93746873,7.20555523,0.02783255,0.38930749,2.16181492,3.74284402,0.78983510,0.65251958,2.12630029,0.00000000
-4.93146573,7.47160185,0.02879059,0.39783580,2.23693941,3.85894177,0.82151558,0.68611103,2.23105011,0.00000000
-4.92546273,7.74269582,0.02968393,0.40709785,2.31209492,3.98022591,0.85276211,0.72013841,2.33524993,0.00000000
-4.91945973,8.01668685,0.03050183,0.41702141,2.38673457,4.10591365,0.88326621,0.75432770,2.43798440,0.00000000
-4.91345673,8.29121827,0.03123565,0.42751098,2.46029398,4.23503573,0.91272406,0.78839343,2.53834104,0.00000000
-4.90745373,8.56377086,0.03187910,0.43844999,2.53219893,4.36645192,0.94084381,0.82204362,2.63542809,0.00000000
-4.90145073,8.83171237,0.03242845,0.44970355,2.60187300,4.49887213,0.96735248,0.85498514,2.72839164,0.00000000
-4.89544772,9.09235142,0.03288258,0.46112203,2.66874552,4.63088305,0.99200216,0.88692932,2.81643173,0.00000000
-4.88944472,9.34299473,0.03324308,0.47254513,2.73225959,4.76097947,1.01457535,0.91759759,2.89881708,0.00000000
-4.88344172,9.58100609,0.03351410,0.48380641,2.79188050,4.88759956,1.03488930,0.94672725,2.97489801,0.00000000
-4.87743872,9.80386606,0.03370223,0.49473815,2.84710451,5.00916323,1.05279926,0.97407701,3.04411762,0.00000000
-4.87143572,10.00923063,0.03381628,0.50517640,2.89746817,5.12411237,1.06820072,0.99943248,3.10602093,0.00000000
-4.86543272,10.19498772,0.03386697,0.51496607,2.94255808,5.23095190,1.08103050,1.02261113,3.16026212,0.00000000
-4.85942971,10.35930984,0.03386660,0.52396588,2.98202098,5.32829024,1.09126698,1.04346698,3.20660968,0.00000000
-4.85342671,10.50070146,0.03382859,0.53205298,3.01557409,5.41487788,1.09892939,1.06189453,3.24494973,0.00000000
-4.84742371,10.61803975,0.03376712,0.53912710,3.04301525,5.48964270,1.10407629,1.07783208,3.27528734,0.00000000
-4.84142071,10.71060694,0.03369661,0.54511412,3.06423235,5.55172078,1.10680346,1.09126416,3.29774597,0.00000000
-4.83541771,10.77811315,0.03363131,0.54996869,3.07921172,5.60048135,1.10724111,1.10222289,3.31256492,0.00000000
-4.82941471,10.82070854,0.03358479,0.55367599,3.08804458,5.63554505,1.10555062,1.11078834,3.32009492,0.00000000
-4.82341171,10.83898352,0.03356952,0.55625243,3.09093125,5.65679445,1.10192083,1.11708762,3.32079152,0.00000000
-4.81740870,10.83395680,0.03359645,0.55774510,3.08818215,5.66437647,1.09656391,1.12129271,3.31520658,0.00000000
-4.81140570,10.80705077,0.03367462,0.55823013,3.08021541,5.65869647,1.08971080,1.12361700,3.30397746,0.00000000
-4.80540270,10.76005468,0.03381080,0.55780980,3.06755052,5.64040402,1.08160641,1.12431055,3.28781424,0.00000000
-4.79939970,10.69507630,0.03400923,0.55660861,3.05079794,5.61037106,1.07250439,1.12365414,3.26748486,0.00000000
-4.79339670,10.61448365,0.03427141,0.55476827,3.03064468,5.56966324,1.06266180,1.12195225,3.24379844,0.00000000
-4.78739370,10.52083844,0.03459591,0.55244200,3.00783611,5.51950567,1.05233348,1.11952519,3.21758717,0.00000000
-4.78139070,10.41682398,0.03497835,0.54978811,2.98315463,5.46124463,1.04176652,1.11670056,3.18968696,0.00000000
-4.77538769,10.30516996,0.03541142,0.54696338,2.95739590,5.39630691,1.03119479,1.11380441,3.16091772,0.00000000
-4.76938469,10.18857756,0.03588500,0.54411637,2.93134353,5.32615873,1.02083373,1.11115228,3.13206363,0.00000000
-4.76338169,10.06964773,0.03638640,0.54138099,2.90574351,5.25226592,1.01087570,1.10904068,3.10385424,0.00000000
-4.75737869,9.95081591,0.03690067,0.53887068,2.88127932,5.17605731,1.00148598,1.10773909,3.07694716,0.00000000
-4.75137569,9.83429582,0.03741104,0.53667351,2.85854914,5.09889277,0.99279967,1.10748297,3.05191300,0.00000000
-4.74537269,9.72203487,0.03789939,0.53484830,2.83804608,5.02203725,0.98491966,1.10846802,3.02922326,0.00000000
-4.73936968,9.61568272,0.03834689,0.53342214,2.82014255,4.94664162,0.97791578,1.11084579,3.00924176,0.00000000
-4.73336668,9.51657415,0.03873456,0.53238932,2.80507940,4.87373094,0.97182523,1.11472095,2.99221987,0.00000000
-4.72736368,9.42572640,0.03904400,0.53171186,2.79296061,4.80419994,0.96665424,1.12015015,2.97829594,0.00000000
-4.72136068,9.34385038,0.03925801,0.53132140,2.78375345,4.73881555,0.96238101,1.12714252,2.96749871,0.00000000
-4.71535768,9.27137431,0.03936129,0.53112268,2.77729436,4.67822537,0.95895963,1.13566161,2.95975461,0.00000000
-4.70935468,9.20847781,0.03934101,0.53099817,2.77330011,4.62297108,0.95632494,1.14562877,2.95489842,0.00000000
-4.70335168,9.15513373,0.03918733,0.53081385,2.77138357,4.57350517,0.95439786,1.15692747,2.95268676,0.00000000
-4.69734867,9.11115461,0.03889386,0.53042560,2.77107338,4.53020942,0.95309108,1.16940851,2.95281347,0.00000000
-4.69134567,9.07624079,0.03845795,0.52968628,2.77183654,4.49341354,0.95231461,1.18289566,2.95492617,0.00000000
-4.68534267,9.05002680,0.03788084,0.52845277,2.77310266,4.46341222,0.95198097,1.19719151,2.95864299,0.00000000
-4.67933967,9.03212318,0.03716767,0.52659286,2.77428885,4.44047919,0.95200957,1.21208314,2.96356862,0.00000000
-4.67333667,9.02215137,0.03632740,0.52399171,2.77482403,4.42487725,0.95233014,1.22734750,2.96930884,0.00000000
-4.66733367,9.01976945,0.03537247,0.52055740,2.77417158,4.41686336,0.95288496,1.24275613,2.97548290,0.00000000
-4.66133067,9.02468789,0.03431840,0.51622549,2.77184939,4.41668828,0.95362973,1.25807925,2.98173320,0.00000000
-4.65532766,9.03667445,0.03318332,0.51096232,2.76744651,4.42459093,0.95453310,1.27308906,2.98773201,0.00000000
-4.64932466,9.05554875,0.03198727,0.50476698,2.76063578,4.44078765,0.95557484,1.28756227,2.99318509,0.00000000
-4.64332166,9.08116735,0.03075159,0.49767177,2.75118220,4.46545718,0.95674301,1.30128201,2.99783235,0.00000000
