energy_ev,total_up,C_s_up,C_p_up,Cr_p_up,Cr_d_up,Pt_p_up,Pt_d_up,Se_s_up,Se_p_up
-5.80190095,5.94705790,0.02524057,0.64768635,1.21098274,0.56793539,1.48246471,3.05286038,0.04418644,1.95137769
-5.79589795,5.95867649,0.02546975,0.66205293,1.19673398,0.56194775,1.48511275,3.07618667,0.04413070,1.93150093
-5.78989495,5.97301578,0.02573392,0.67625064,1.18413863,0.55663724,1.48846371,3.10035154,0.04413174,1.91324627
-5.78389195,5.98976281,0.02603458,0.69007141,1.17323475,0.55207772,1.49244101,3.12501296,0.04419867,1.89679023
-5.77788894,6.00852763,0.02637237,0.70330335,1.16404321,0.54833133,1.49693503,3.14979765,0.04433992,1.88227444
-5.77188594,6.02885127,0.02674683,0.71573582,1.15656736,0.54544730,1.50180342,3.17431019,0.04456311,1.86980122
-5.76588294,6.05021732,0.02715616,0.72716485,1.15079316,0.54346096,1.50687355,3.19814345,0.04487501,1.85943051
-5.75987994,6.07206650,0.02759710,0.73739876,1.14668957,0.54239315,1.51194710,3.22088994,0.04528139,1.85117836
-5.75387694,6.09381335,0.02806486,0.74626379,1.14420929,0.54224979,1.51680648,3.24215344,0.04578702,1.84501692
-5.74787394,6.11486431,0.02855315,0.75360925,1.14328972,0.54302187,1.52122270,3.26156038,0.04639552,1.84087592
-5.74187094,6.13463609,0.02905429,0.75931218,1.14385397,0.54468557,1.52496423,3.27877051,0.04710932,1.83864555
-5.73586793,6.15257347,0.02955943,0.76328110,1.14581205,0.54720273,1.52780635,3.29348623,0.04792954,1.83818050
-5.72986493,6.16816561,0.03005885,0.76545877,1.14906200,0.55052150,1.52954040,3.30546029,0.04885586,1.83930505
-5.72386193,6.18096003,0.03054227,0.76582372,1.15349104,0.55457712,1.52998253,3.31450139,0.04988644,1.84181882
-5.71785893,6.19057382,0.03099932,0.76439054,1.15897668,0.55929299,1.52898132,3.32047762,0.05101772,1.84550309
-5.71185593,6.19670146,0.03141988,0.76120882,1.16538779,0.56458177,1.52642408,3.32331752,0.05224435,1.85012726
-5.70585293,6.19911922,0.03179457,0.75636098,1.17258575,0.57034671,1.52224135,3.32300897,0.05355902,1.85545529
-5.69984992,6.19768628,0.03211512,0.74995882,1.18042557,0.57648299,1.51640965,3.31959605,0.05495234,1.86125196
-5.69384692,6.19234281,0.03237478,0.74213937,1.18875720,0.58287933,1.50895231,3.31317425,0.05641282,1.86728869
-5.68784392,6.18310573,0.03256853,0.73305989,1.19742716,0.58941964,1.49993849,3.30388450,0.05792680,1.87334889
-5.68184092,6.17006279,0.03269344,0.72289263,1.20628037,0.59598484,1.48948078,3.29190651,0.05947852,1.87923278
-5.67583792,6.15336594,0.03274867,0.71181937,1.21516254,0.60245493,1.47773135,3.27745211,0.06105022,1.88476176
-5.66983492,6.13322493,0.03273564,0.70002632,1.22392302,0.60871120,1.46487747,3.26075893,0.06262234,1.88978216
-5.66383192,6.10990195,0.03265790,0.68769941,1.23241829,0.61463870,1.45113628,3.24208527,0.06417384,1.89416879
-5.65782891,6.08370801,0.03252103,0.67502031,1.24051591,0.62012889,1.43674967,3.22170618,0.06568255,1.89782799
-5.65182591,6.05500176,0.03233240,0.66216341,1.24809918,0.62508259,1.42197932,3.19991139,0.06712569,1.90070055
-5.64582291,6.02419081,0.03210091,0.64929376,1.25507202,0.62941296,1.40710229,3.17700493,0.06848037,1.90276436
-5.63981991,5.99173566,0.03183666,0.63656610,1.26136430,0.63304872,1.39240734,3.15330658,0.06972423,1.90403679
-5.63381691,5.95815572,0.03155052,0.62412490,1.26693703,0.63593726,1.37819211,3.12915475,0.07083609,1.90457684
-5.62781391,5.92403689,0.03125382,0.61210526,1.27178741,0.63804766,1.36476104,3.10491056,0.07179659,1.90448677
-5.62181091,5.89003966,0.03095791,0.60063457,1.27595318,0.63937348,1.35242405,3.08096241,0.07258884,1.90391310
-5.61580790,5.85690653,0.03067383,0.58983466,1.27951615,0.63993499,1.34149562,3.05773053,0.07319903,1.90304687
-5.60980490,5.82546770,0.03041193,0.57982418,1.28260435,0.63978091,1.33229411,3.03567082,0.07361692,1.90212267
-5.60380190,5.79664354,0.03018167,0.57072086,1.28539266,0.63898926,1.32514100,3.01527721,0.07383630,1.90141643
-5.59779890,5.77144283,0.02999132,0.56264364,1.28810155,0.63766732,1.32035956,2.99708205,0.07385522,1.90124164
-5.59179590,5.75095580,0.02984783,0.55571402,1.29099378,0.63595042,1.31827294,2.98165394,0.07367621,1.90194384
-5.58579290,5.73634127,0.02975668,0.55005683,1.29436903,0.63399973,1.31920119,2.96959269,0.07330621,1.90389343
-5.57978989,5.72880762,0.02972191,0.54580002,1.29855637,0.63199868,1.32345716,2.96152121,0.07275645,1.90747657
-5.57378689,5.72958779,0.02974606,0.54307349,1.30390479,0.63014830,1.33134119,2.95807441,0.07204214,1.91308465
-5.56778389,5.73990873,0.02983029,0.54200697,1.31077208,0.62866152,1.34313466,2.95988540,0.07118201,1.92110223
-5.56178089,5.76095645,0.02997442,0.54272700,1.31951236,0.62775642,1.35909253,2.96756926,0.07019779,1.93189415
-5.55577789,5.79383794,0.03017712,0.54535311,1.33046279,0.62764888,1.37943518,2.98170529,0.06911354,1.94579198
-5.54977489,5.83954158,0.03043601,0.54999351,1.34393008,0.62854478,1.40433991,3.00281833,0.06795494,1.96308065
-5.54377189,5.89889804,0.03074786,0.55674041,1.36017719,0.63063202,1.43393251,3.03136003,0.06674861,1.98398562
-5.53776888,5.97254364,0.03110873,0.56566537,1.37941114,0.63407279,1.46827943,3.06769114,0.06552134,2.00866141
-5.53176588,6.06088796,0.03151412,0.57681482,1.40177225,0.63899639,1.50738101,3.11206554,0.06429946,2.03718197
-5.52576288,6.16408786,0.03195912,0.59020622,1.42732553,0.64549300,1.55116632,3.16461709,0.06310817,2.06953351
-5.51975988,6.28202921,0.03243850,0.60582492,1.45605462,0.65360854,1.59948996,3.22534982,0.06197105,2.10561029
-5.51375688,6.41431770,0.03294686,0.62362212,1.48785863,0.66334116,1.65213119,3.29413228,0.06090962,2.14521354
-5.50775388,6.56027955,0.03347865,0.64351397,1.52255210,0.67463927,1.70879568,3.37069623,0.05994305,2.18805402
-5.50175088,6.71897237,0.03402825,0.66538192,1.55986809,0.68740147,1.76911984,3.45464006,0.05908791,2.23375785
-5.49574787,6.88920600,0.03459003,0.68907438,1.59946444,0.70147833,1.83267783,3.54543672,0.05835817,2.28187581
-5.48974487,7.06957256,0.03515834,0.71440966,1.64093275,0.71667591,1.89899094,3.64244599,0.05776515,2.33189558
-5.48374187,7.25848446,0.03572759,0.74117996,1.68380989,0.73276110,1.96753905,3.74493051,0.05731767,2.38325652
-5.47773887,7.45421873,0.03629223,0.76915630,1.72759140,0.74946834,2.03777362,3.85207488,0.05702221,2.43536630
-5.47173587,7.65496549,0.03684682,0.79809414,1.77174623,0.76650762,2.10913169,3.96300698,0.05688314,2.48761872
-5.46573287,7.85887850,0.03738603,0.82773941,1.81573213,0.78357331,2.18105018,4.07682048,0.05690295,2.53941185
-5.45972986,8.06412504,0.03790472,0.85783450,1.85901106,0.80035356,2.25297972,4.19259745,0.05708252,2.59016563
-5.45372686,8.26893299,0.03839800,0.88812420,1.90106385,0.81653978,2.32439746,4.30943001,0.05742131,2.63933819
-5.44772386,8.47163264,0.03886130,0.91836096,1.94140361,0.83183583,2.39481803,4.42644005,0.05791759,2.68644002
-5.44172086,8.67069134,0.03929043,0.94830942,1.97958727,0.84596660,2.46380221,4.54279593,0.05856853,2.73104540
-5.43571786,8.86473942,0.03968170,0.97775001,2.01522482,0.85868566,2.53096278,4.65772559,0.05937027,2.77280060
-5.42971486,9.05258615,0.04003196,1.00648135,2.04798609,0.86978151,2.59596741,4.77052536,0.06031796,2.81142839
-5.42371186,9.23322553,0.04033869,1.03432153,2.07760473,0.87908256,2.65853842,4.88056437,0.06140568,2.84672899
-5.41770885,9.40583181,0.04060005,1.06110823,2.10387964,0.88646036,2.71844954,4.98728430,0.06262630,2.87857719
-5.41170585,9.56974558,0.04081492,1.08669784,2.12667380,0.89183130,2.77552017,5.09019502,0.06397138,2.90691630
-5.40570285,9.72445192,0.04098290,1.11096363,2.14591093,0.89515661,2.82960741,5.18886649,0.06543093,2.93174911
-5.39969985,9.86955230,0.04110431,1.13379344,2.16157033,0.89644092,2.88059675,5.28291777,0.06699327,2.95312675
-5.39369685,10.00473263,0.04118014,1.15508696,2.17368035,0.89572940,2.92839219,5.37200415,0.06864486,2.97113607
-5.38769385,10.12973004,0.04121199,1.17475302,2.18231109,0.89310389,2.97290647,5.45580356,0.07037016,2.98588640
-5.38169085,10.24430088,0.04120200,1.19270722,2.18756676,0.88867805,3.01405258,5.53400344,0.07215159,2.99749675
-5.37568784,10.34819262,0.04115271,1.20887009,2.18957832,0.88259203,3.05173703,5.60628919,0.07396954,3.00608402
-5.36968484,10.44112189,0.04106703,1.22316615,2.18849665,0.87500677,3.08585579,5.67233544,0.07580254,3.01175314
-5.36368184,10.52276043,0.04094810,1.23552394,2.18448686,0.86609832,3.11629330,5.73180079,0.07762745,3.01458980
-5.35767884,10.59273033,0.04079918,1.24587714,2.17772374,0.85605239,3.14292477,5.78432691,0.07941984,3.01465599
-5.35167584,10.65060910,0.04062364,1.25416683,2.16838859,0.84505924,3.16562194,5.82954211,0.08115445,3.01198877
-5.34567284,10.69594445,0.04042486,1.26034469,2.15666741,0.83330929,3.18426187,5.86706942,0.08280575,3.00660217
-5.33966983,10.72827780,0.04020624,1.26437702,2.14275033,0.82098923,3.19873836,5.89653892,0.08434858,2.99849193
-5.33366683,10.74717518,0.03997118,1.26624930,2.12683204,0.80827901,3.20897521,5.91760338,0.08575883,2.98764278
-5.32766383,10.75226305,0.03972312,1.26597090,2.10911284,0.79534940,3.21494040,5.92995641,0.08701417,2.97403749
-5.32166083,10.74326670,0.03946560,1.26357958,2.08980014,0.78236037,3.21666002,5.93335179,0.08809474,2.95766698
-5.31565783,10.72004820,0.03920229,1.25914538,2.06910979,0.76945986,3.21423095,5.92762262,0.08898381,2.93854073
-5.30965483,10.68264095,0.03893712,1.25277353,2.04726703,0.75678316,3.20783108,5.91269897,0.08966838,2.91669649
-5.30365183,10.63127819,0.03867425,1.24460598,2.02450670,0.74445248,3.19772609,5.88862251,0.09013960,2.89220866
-5.29764882,10.56641280,0.03841818,1.23482129,2.00107239,0.73257681,3.18427191,5.85555717,0.09039310,2.86519446
-5.29164582,10.48872675,0.03817377,1.22363278,1.97721444,0.72125182,3.16791239,5.81379466,0.09042916,2.83581751
-5.28564282,10.39912869,0.03794618,1.21128468,1.95318666,0.71055966,3.14917173,5.76375441,0.09025268,2.80428828
-5.27963982,10.29873948,0.03774083,1.19804653,1.92924187,0.70056880,3.12864177,5.70597761,0.08987300,2.77086150
-5.27363682,10.18886572,0.03756332,1.18420578,1.90562639,0.69133357,3.10696457,5.64111549,0.08930354,2.73583033
-5.26763382,10.07096267,0.03741928,1.17005909,1.88257376,0.68289370,3.08481080,5.56991224,0.08856128,2.69951783
-5.26163082,9.94658805,0.03731415,1.15590249,1.86029795,0.67527368,3.06285509,5.49318365,0.08766612,2.66226613
-5.25562781,9.81734947,0.03725300,1.14202094,1.83898656,0.66848206,3.04174938,5.41179229,0.08664018,2.62442387
-5.24962481,9.68484790,0.03724028,1.12867789,1.81879425,0.66251085,3.02209570,5.32662070,0.08550695,2.58633279
-5.24362181,9.55062053,0.03727954,1.11610516,1.79983697,0.65733500,3.00441978,5.23854399,0.08429052,2.54831414
-5.23761881,9.41608581,0.03737320,1.10449379,1.78218728,0.65291218,2.98914691,5.14840313,0.08301475,2.51065584
-5.23161581,9.28249375,0.03752231,1.09398640,1.76587097,0.64918285,2.97658132,5.05698040,0.08170252,2.47360107
-5.22561281,9.15088380,0.03772632,1.08467122,1.75086540,0.64607083,2.96689028,4.96497805,0.08037503,2.43733882
-5.21960980,9.02205256,0.03798297,1.07657842,1.73709957,0.64348432,2.96009380,4.87300117,0.07905125,2.40199718
-5.21360680,8.89653262,0.03828810,1.06967873,1.72445597,0.64131747,2.95606046,4.78154540,0.07774745,2.36763943
-5.20760380,8.77458351,0.03863570,1.06388452,1.71277420,0.63945254,2.95450981,4.69098978,0.07647690,2.33426322
-5.20160080,8.65619473,0.03901786,1.05905331,1.70185615,0.63776253,2.95502114,4.60159497,0.07524966,2.30180288
-5.19559780,8.54110060,0.03942495,1.05499362,1.69147262,0.63611434,2.95704834,4.51350647,0.07407256,2.27013453
-5.18959480,8.42880578,0.03984574,1.05147276,1.68137099,0.63437226,2.95994024,4.42676254,0.07294926,2.23908384
-5.18359180,8.31861999,0.04026766,1.04822637,1.67128371,0.63240174,2.96296538,4.34130604,0.07188047,2.20843586
-5.17758879,8.20970021,0.04067715,1.04496919,1.66093724,0.63007333,2.96534023,4.25699964,0.07086422,2.17794649
-5.17158579,8.10109809,0.04105997,1.04140662,1.65006106,0.62726660,2.96625956,4.17364332,0.06989624,2.14735507
-5.16558279,7.99181056,0.04140164,1.03724657,1.63839659,0.62387391,2.96492771,4.09099351,0.06897042,2.11639730
-5.15957979,7.88083143,0.04168787,1.03221105,1.62570547,0.61980389,2.96058937,4.00878285,0.06807923,2.08481828
-5.15357679,7.76720181,0.04190495,1.02604714,1.61177725,0.61498457,2.95255864,3.92673986,0.06721427,2.05238479
-5.14757379,7.65005757,0.04204022,1.01853677,1.59643599,0.60936586,2.94024528,3.84460787,0.06636674,2.01889658
-5.14157079,7.52867209,0.04208250,1.00950494,1.57954583,0.60292149,2.92317711,3.76216244,0.06552793,1.98419630
-5.13556778,7.40249293,0.04202237,0.99882621,1.56101529,0.59565026,2.90101779,3.67922693,0.06468968,1.94817755
-5.12956478,7.27117144,0.04185258,0.98642907,1.54080018,0.58757651,2.87357938,3.59568572,0.06384481,1.91079107
-5.12356178,7.13458437,0.04156825,0.97229821,1.51890530,0.57874985,2.84082939,3.51149480,0.06298750,1.87204886
-5.11755878,6.99284716,0.04116705,0.95647455,1.49538455,0.56924421,2.80289214,3.42668965,0.06211357,1.83202609
-5.11155578,6.84631874,0.04064934,0.93905318,1.47033991,0.55915609,2.76004464,3.34139005,0.06122078,1.79086093
-5.10555278,6.69559784,0.04001815,0.92017929,1.44391894,0.54860226,2.71270720,3.25580208,0.06030893,1.74875227
-5.09954977,6.54151141,0.03927912,0.90004238,1.41631116,0.53771692,2.66142944,3.17021707,0.05938004,1.70595564
-5.09354677,6.38509562,0.03844038,0.87886901,1.38774335,0.52664834,2.60687222,3.08500780,0.05843832,1.66277734
-5.08754377,6.22757029,0.03751229,0.85691447,1.35847380,0.51555524,2.54978643,3.00062202,0.05749011,1.61956710
-5.08154077,6.07030786,0.03650718,0.83445373,1.32878585,0.50460296,2.49098948,2.91757352,0.05654377,1.57670959
-5.07553777,5.91479797,0.03543902,0.81177206,1.29898084,0.49395950,2.43134046,2.83643101,0.05560946,1.53461497
-5.06953477,5.76260895,0.03432295,0.78915571,1.26937058,0.48379168,2.37171491,2.75780522,0.05469889,1.49370893
-5.06353177,5.61534756,0.03317497,0.76688315,1.24026980,0.47426145,2.31298015,2.68233449,0.05382498,1.45442240
-5.05752876,5.47461825,0.03201142,0.74521701,1.21198857,0.46552244,2.25597206,2.61066931,0.05300148,1.41718141
-5.05152576,5.34198326,0.03084857,0.72439714,1.18482513,0.45771692,2.20147396,2.54345632,0.05224265,1.38239730
-5.04552276,5.21892476,0.02970221,0.70463498,1.15905920,0.45097320,2.15019834,2.48132203,0.05156277,1.35045754
-5.03951976,5.10681009,0.02858728,0.68610942,1.13494608,0.44540351,2.10277183,2.42485695,0.05097580,1.32171749
-5.03351676,5.00686095,0.02751747,0.66896410,1.11271160,0.44110240,2.05972372,2.37460038,0.05049496,1.29649329
-5.02751376,4.92012728,0.02650503,0.65330626,1.09254815,0.43814570,2.02147819,2.33102634,0.05013240,1.27505589
-5.02151076,4.84746633,0.02556045,0.63920707,1.07461180,0.43658997,1.98835012,2.29453100,0.04989884,1.25762651
-5.01550775,4.78952715,0.02469243,0.62670308,1.05902058,0.43647240,1.96054446,2.26542196,0.04980338,1.24437332
-5.00950475,4.74674056,0.02390773,0.61579886,1.04585383,0.43781118,1.93815860,2.24390961,0.04985320,1.23540965
-5.00350175,4.71931466,0.02321123,0.60647040,1.03515277,0.44060623,1.92118759,2.23010076,0.05005353,1.23079330
-4.99749875,4.70723545,0.02260603,0.59866906,1.02692186,0.44484021,1.90953156,2.22399482,0.05040747,1.23052718
-4.99149575,4.71027240,0.02209358,0.59232582,1.02113117,0.45047976,1.90300484,2.22548248,0.05091608,1.23456101
-4.98549275,4.72798841,0.02167395,0.58735560,1.01771941,0.45747689,1.90134645,2.23434708,0.05157837,1.24279401
-4.97948974,4.75975386,0.02134607,0.58366134,1.01659757,0.46577055,1.90423129,2.25026856,0.05239147,1.25507838
-4.97348674,4.80476412,0.02110804,0.58113783,1.01765299,0.47528813,1.91128176,2.27283007,0.05335075,1.27122361
-4.96748374,4.86206022,0.02095747,0.57967495,1.02075368,0.48594706,1.92207947,2.30152694,0.05445013,1.29100129
-4.96148074,4.93055191,0.02089179,0.57916050,1.02575278,0.49765630,1.93617664,2.33577800,0.05568221,1.31415049
-4.95547774,5.00904290,0.02090860,0.57948232,1.03249309,0.51031788,1.95310719,2.37493887,0.05703867,1.34038346
-4.94947474,5.09625741,0.02100587,0.58053000,1.04081136,0.52382819,1.97239721,2.41831698,0.05851047,1.36939153
-4.94347174,5.19086757,0.02118224,0.58219597,1.05054239,0.53807934,1.99357472,2.46518783,0.06008816,1.40085117
-4.93746873,5.29152092,0.02143714,0.58437631,1.06152268,0.55296024,2.01617868,2.51481198,0.06176214,1.43442987
-4.93146573,5.39686728,0.02177089,0.58697111,1.07359356,0.56835761,2.03976715,2.56645228,0.06352289,1.46979181
-4.92546273,5.50558404,0.02218470,0.58988471,1.08660368,0.58415678,2.06392435,2.61939069,0.06536114,1.50660305
-4.91945973,5.61639904,0.02268057,0.59302574,1.10041068,0.60024231,2.08826667,2.67294398,0.06726800,1.54453601
-4.91345673,5.72811026,0.02326112,0.59630710,1.11488197,0.61649837,2.11244730,2.72647768,0.06923500,1.58327308
-4.90745373,5.83960133,0.02392935,0.59964586,1.12989458,0.63280889,2.13615950,2.77941778,0.07125404,1.62250915
-4.90145073,5.94985229,0.02468827,0.60296324,1.14533398,0.64905750,2.15913811,2.83125950,0.07331729,1.66195285
-4.89544772,6.05794498,0.02554051,0.60618443,1.16109184,0.66512722,2.18115939,2.88157280,0.07541702,1.70132657
-4.88944472,6.16306301,0.02648788,0.60923854,1.17706297,0.68089999,2.20203900,2.93000442,0.07754528,1.74036503
-4.88344172,6.26448616,0.02753092,0.61205837,1.19314136,0.69625604,2.22162812,2.97627631,0.07969363,1.77881268
-4.87743872,6.36157977,0.02866839,0.61458018,1.20921566,0.71107328,2.23980790,3.02018064,0.08185276,1.81641998
-4.87143572,6.45377989,0.02989688,0.61674334,1.22516442,0.72522661,2.25648238,3.06157179,0.08401212,1.85293896
-4.86543272,6.54057520,0.03121037,0.61848992,1.24085126,0.73858751,2.27157023,3.10035575,0.08615954,1.88811828
-4.85942971,6.62148717,0.03259998,0.61976417,1.25612048,0.75102383,2.28499586,3.13647771,0.08828094,1.92169839
-4.85342671,6.69604994,0.03405373,0.62051196,1.27079350,0.76240000,2.29668032,3.16990857,0.09036010,1.95340724
-4.84742371,6.76379165,0.03555647,0.62068028,1.28466645,0.77257773,2.30653273,3.20063140,0.09237850,1.98295697
-4.84142071,6.82421865,0.03708994,0.62021680,1.29750929,0.78141730,2.31444269,3.22862848,0.09431531,2.01004213
-4.83541771,6.87680430,0.03863299,0.61906948,1.30906675,0.78877948,2.32027449,3.25386992,0.09614757,2.03433983
-4.82941471,6.92098310,0.04016188,0.61718658,1.31906126,0.79452810,2.32386348,3.27630444,0.09785045,2.05551199
-4.82341171,6.95615136,0.04165085,0.61451680,1.32719790,0.79853319,2.32501508,3.29585280,0.09939769,2.07321002
-4.81740870,6.98167425,0.04307271,0.61100980,1.33317133,0.80067471,2.32350664,3.31240424,0.10076225,2.08708175
-4.81140570,6.99689940,0.04439957,0.60661710,1.33667456,0.80084652,2.31909233,3.32581595,0.10191699,2.09678053
-4.80540270,7.00117618,0.04560370,0.60129328,1.33740902,0.79896070,2.31151075,3.33591545,0.10283549,2.10197607
-4.79939970,6.99387950,0.04665837,0.59499756,1.33509571,0.79495169,2.30049515,3.34250548,0.10349296,2.10236656
-4.79339670,6.97443680,0.04753871,0.58769551,1.32948673,0.78878032,2.28578554,3.34537108,0.10386711,2.09769146
-4.78739370,6.94235640,0.04822262,0.57936112,1.32037669,0.78043720,2.26714227,3.34428791,0.10393904,2.08774420
-4.78139070,6.89725536,0.04869154,0.56997872,1.30761322,0.76994550,2.24436010,3.33903158,0.10369401,2.07238410
-4.77538769,6.83888511,0.04893110,0.55954498,1.29110623,0.75736272,2.21728212,3.32938692,0.10312215,2.05154674
-4.76938469,6.76715315,0.04893172,0.54807065,1.27083518,0.74278142,2.18581255,3.31515695,0.10221895,2.02525223
-4.76338169,6.68213946,0.04868898,0.53558203,1.24685394,0.72632874,2.14992777,3.29617080,0.10098566,1.99361067
-4.75737869,6.58410664,0.04820381,0.52212197,1.21929310,0.70816474,2.10968488,3.27229043,0.09942938,1.95682459
-4.75137569,6.47350326,0.04748252,0.50775036,1.18835930,0.68847947,2.06522715,3.24341593,0.09756304,1.91518804
-4.74537269,6.35096028,0.04653664,0.49254413,1.15433182,0.66748901,2.01678616,3.20948927,0.09540513,1.86908227
-4.73936968,6.21728090,0.04538252,0.47659652,1.11755631,0.64543054,1.96468036,3.17049690,0.09297921,1.81896832
-4.73336668,6.07342466,0.04404082,0.46001583,1.07843622,0.62255660,1.90931013,3.12647107,0.09031333,1.76537661
-4.72736368,5.92048678,0.04253585,0.44292355,1.03742214,0.59912899,1.85114951,3.07749057,0.08743925,1.70889422
-4.72136068,5.75967406,0.04089480,0.42545204,0.99499952,0.57541231,1.79073510,3.02368088,0.08439159,1.65015031
-4.71535768,5.59227872,0.03914683,0.40774170,0.95167559,0.55166762,1.72865254,2.96521430,0.08120690,1.58980040
-4.70935468,5.41965161,0.03732225,0.38993795,0.90796574,0.52814632,1.66552131,2.90231015,0.07792275,1.52851025
-4.70335168,5.24317599,0.03545163,0.37218791,0.86438019,0.50508467,1.60197854,2.83523519,0.07457680,1.46693983
-4.69734867,5.06424297,0.03356491,0.35463715,0.82141140,0.48269895,1.53866251,2.76430439,0.07120593,1.40572830
-4.69134567,4.88422958,0.03169069,0.33742645,0.77952263,0.46118159,1.47619662,2.68988173,0.06784548,1.34548033
-4.68534267,4.70447972,0.02985555,0.32068882,0.73913818,0.44069818,1.41517445,2.61238108,0.06452859,1.28675421
-4.67933967,4.52628847,0.02808354,0.30454685,0.70063547,0.42138562,1.35614643,2.53226654,0.06128561,1.23005218
-4.67333667,4.35088955,0.02639573,0.28911047,0.66433913,0.40335119,1.29960865,2.45005204,0.05814371,1.17581310
-4.66733367,4.17944565,0.02481004,0.27447525,0.63051721,0.38667269,1.24599406,2.36629971,0.05512658,1.12440739
-4.66133067,4.01304128,0.02334108,0.26072121,0.59937942,0.37139930,1.19566623,2.28161669,0.05225423,1.07613443
-4.65532766,3.85267726,0.02200020,0.24791226,0.57107719,0.35755324,1.14891576,2.19664991,0.04954296,1.03122195
-4.64932466,3.69926658,0.02079565,0.23609612,0.54570548,0.34513206,1.10595925,2.11207882,0.04700535,0.98982745
-4.64332166,3.55363083,0.01973283,0.22530485,0.52330590,0.33411124,1.06694062,2.02860585,0.04465041,0.95204108
