energy_ev,total_up,total_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,Pb_p_up,Pb_p_down,Pb_d_up,Pb_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.76588294,4.21896223,-5.00470460,1.67818975,-2.20226828,1.88898064,-2.03307053,0.11969844,-0.20287250,0.00546783,-0.00756481,0.01387425,-0.01372215,2.43099850,-2.87921255
-5.75987994,4.02394587,-5.05738367,1.58516772,-2.22129451,1.80940447,-2.06562855,0.11448552,-0.19890635,0.00517074,-0.00760842,0.01437773,-0.01346060,2.31568581,-2.91749488
-5.75387694,3.82372506,-5.10040302,1.49017674,-2.23510446,1.72700554,-2.09413948,0.10948752,-0.19486449,0.00487304,-0.00763554,0.01498756,-0.01318698,2.19713607,-2.94953256
-5.74787394,3.62095980,-5.13209718,1.39436160,-2.24299983,1.64298751,-2.11781681,0.10473898,-0.19075288,0.00457788,-0.00764388,0.01570561,-0.01290608,2.07694489,-2.97427101
-5.74187094,3.41826612,-5.15082431,1.29883597,-2.24431118,1.55854184,-2.13588566,0.10027054,-0.18657418,0.00428816,-0.00763131,0.01653109,-0.01262278,1.95667626,-2.99068311
-5.73586793,3.21814426,-5.15503775,1.20465412,-2.23842782,1.47481376,-2.14761479,0.09610791,-0.18232806,0.00400650,-0.00759587,0.01746024,-0.01234217,1.83782051,-2.99781314
-5.72986493,3.02291403,-5.14335871,1.11278625,-2.22482768,1.39287134,-2.15234891,0.09227072,-0.17801187,0.00373515,-0.00753596,0.01848609,-0.01206962,1.72175676,-2.99482086
-5.72386193,2.83465974,-5.11464604,1.02409820,-2.20310554,1.31367869,-2.14953963,0.08877172,-0.17362164,0.00347599,-0.00745040,0.01959824,-0.01181093,1.60972143,-2.98102317
-5.71785893,2.65518659,-5.06805901,0.93933612,-2.17299786,1.23807439,-2.13877320,0.08561604,-0.16915323,0.00323052,-0.00733848,0.02078291,-0.01157241,1.50278367,-2.95593107
-5.71185593,2.48598954,-5.00310957,0.85911636,-2.13440262,1.16675551,-2.11979366,0.08280082,-0.16460355,0.00299985,-0.00720007,0.02202296,-0.01136104,1.40182830,-2.91927976
-5.70585293,2.32823500,-4.91970092,0.78392060,-2.08739301,1.10026778,-2.09251994,0.08031505,-0.15997184,0.00278476,-0.00703563,0.02329821,-0.01118446,1.30754630,-2.87105008
-5.69984992,2.18275525,-4.81815023,0.71409592,-2.03222408,1.03900160,-2.05705600,0.07813976,-0.15526073,0.00258567,-0.00684622,0.02458576,-0.01105105,1.22043279,-2.81148011
-5.69384692,2.05005464,-4.69919414,0.64985931,-1.96933185,0.98319381,-2.01369361,0.07624853,-0.15047712,0.00240274,-0.00663351,0.02586057,-0.01096984,1.14079169,-2.74106618
-5.68784392,1.93032620,-4.56397681,0.59130593,-1.89932481,0.93293458,-1.96290726,0.07460829,-0.14563288,0.00223588,-0.00639973,0.02709610,-0.01095042,1.06874642,-2.66055327
-5.68184092,1.82347710,-4.41402093,0.53842043,-1.82296833,0.88817866,-1.90534183,0.07318038,-0.14074507,0.00208484,-0.00614756,0.02826504,-0.01100275,1.00425546,-2.57091521
-5.67583792,1.72916098,-4.25118361,0.49109042,-1.74116277,0.84876015,-1.84179351,0.07192183,-0.13583595,0.00194921,-0.00588015,0.02934015,-0.01113694,0.94713158,-2.47332574
-5.66983492,1.64681499,-4.07759918,0.44912131,-1.65491629,0.81440988,-1.77318495,0.07078690,-0.13093257,0.00182848,-0.00560089,0.03029512,-0.01136288,0.89706370,-2.36912213
-5.66383192,1.57569967,-3.89561220,0.41225165,-1.56531403,0.78477437,-1.70053597,0.06972858,-0.12606608,0.00172211,-0.00531341,0.03110547,-0.01168987,0.85363995,-2.25976296
-5.65782891,1.51493959,-3.70770381,0.38016844,-1.47348491,0.75943549,-1.62493133,0.06870025,-0.12127071,0.00162952,-0.00502139,0.03174931,-0.01212623,0.81637101,-2.14678241
-5.65182591,1.46356317,-3.51641521,0.35252161,-1.38056804,0.73792996,-1.54748699,0.06765725,-0.11658257,0.00155013,-0.00472847,0.03220816,-0.01267877,0.78471273,-2.03174317
-5.64582291,1.42054011,-3.32427181,0.32893737,-1.28767990,0.71976788,-1.46931649,0.06655836,-0.11203827,0.00148338,-0.00443816,0.03246756,-0.01335238,0.75808714,-1.91619015
-5.63981991,1.38481526,-3.13371130,0.30903003,-1.19588410,0.70444984,-1.39149887,0.06536711,-0.10767342,0.00142874,-0.00415370,0.03251761,-0.01414954,0.73590141,-1.80160711
-5.63381691,1.35533829,-2.94701866,0.29241210,-1.10616469,0.69148195,-1.31504944,0.06405288,-0.10352114,0.00138566,-0.00387800,0.03235326,-0.01506987,0.71756417,-1.68937775
-5.62781391,1.33108842,-2.76627052,0.27870264,-1.01940409,0.68038867,-1.24089450,0.06259174,-0.09961066,0.00135363,-0.00361359,0.03197452,-0.01610983,0.70249908,-1.58075289
-5.62181091,1.31109426,-2.59329053,0.26753382,-0.93636629,0.67072314,-1.16985071,0.06096700,-0.09596601,0.00133210,-0.00336256,0.03138643,-0.01726236,0.69015562,-1.47682464
-5.61580790,1.29444869,-2.42961686,0.25855586,-0.85768549,0.66207516,-1.10260976,0.05916947,-0.09260492,0.00132053,-0.00312653,0.03059885,-0.01851677,0.68001705,-1.37850807
-5.60980490,1.28031919,-2.27648223,0.25144059,-0.78386049,0.65407669,-1.03972848,0.05719748,-0.08953797,0.00131828,-0.00290668,0.02962610,-0.01985864,0.67160599,-1.28653069
-5.60380190,1.26795414,-2.13480618,0.24588364,-0.71525414,0.64640535,-0.98162431,0.05505653,-0.08676803,0.00132470,-0.00270374,0.02848645,-0.02126996,0.66448774,-1.20142925
-5.59779890,1.25668579,-2.00519873,0.24160584,-0.65209780,0.63878598,-0.92857601,0.05275881,-0.08429002,0.00133900,-0.00251805,0.02720147,-0.02272932,0.65827189,-1.12355364
-5.59179590,1.24593042,-1.88797420,0.23835373,-0.59449966,0.63099074,-0.88072883,0.05032248,-0.08209099,0.00136033,-0.00234958,0.02579534,-0.02421232,0.65261250,-1.05307656
-5.58579290,1.23518676,-1.78317342,0.23589970,-0.54245641,0.62283795,-0.83810370,0.04777078,-0.08015050,0.00138772,-0.00219802,0.02429404,-0.02569211,0.64720731,-0.99000833
-5.57978989,1.22403312,-1.69059261,0.23404176,-0.49586721,0.61419023,-0.80060952,0.04513113,-0.07844136,0.00142011,-0.00206280,0.02272457,-0.02714004,0.64179647,-0.93421531
-5.57378689,1.21212405,-1.60981673,0.23260331,-0.45454909,0.60495208,-0.76805773,0.04243410,-0.07693059,0.00145633,-0.00194322,0.02111419,-0.02852644,0.63616097,-0.88544091
-5.56778389,1.19918702,-1.54025560,0.23143285,-0.41825286,0.59506731,-0.74017842,0.03971249,-0.07558066,0.00149513,-0.00183842,0.01948969,-0.02982146,0.63012120,-0.84332781
-5.56178089,1.18501954,-1.48118064,0.23040388,-0.38667890,0.58451653,-0.71663689,0.03700040,-0.07435083,0.00153521,-0.00174751,0.01787678,-0.03099600,0.62353573,-0.80744044
-5.55577789,1.16948716,-1.43176088,0.22941495,-0.35949200,0.57331487,-0.69705025,0.03433244,-0.07319870,0.00157522,-0.00166959,0.01629950,-0.03202260,0.61630057,-0.77728652
-5.54977489,1.15252218,-1.39109660,0.22838987,-0.33633482,0.56151004,-0.68100311,0.03174311,-0.07208173,0.00161382,-0.00160379,0.01477985,-0.03287637,0.60834889,-0.75233708
-5.54377189,1.13412337,-1.35824964,0.22727813,-0.31683973,0.54918079,-0.66806207,0.02926628,-0.07095882,0.00164970,-0.00154928,0.01333746,-0.03353577,0.59965109,-0.73204415
-5.53776888,1.11435634,-1.33226971,0.22605531,-0.30063850,0.53643567,-0.65778846,0.02693490,-0.06979174,0.00168163,-0.00150531,0.01198942,-0.03398338,0.59021526,-0.71585582
-5.53176588,1.09335429,-1.31221610,0.22472351,-0.28737017,0.52341210,-0.64974916,0.02478081,-0.06854651,0.00170849,-0.00147119,0.01075022,-0.03420648,0.58008778,-0.70322852
-5.52576288,1.07131884,-1.29717482,0.22331163,-0.27668688,0.51027543,-0.64352541,0.02283479,-0.06719450,0.00172933,-0.00144630,0.00963178,-0.03419745,0.56935380,-0.69363637
-5.51975988,1.04852039,-1.28627130,0.22187533,-0.26825789,0.49721797,-0.63871954,0.02112670,-0.06571343,0.00174336,-0.00143008,0.00864358,-0.03395405,0.55813745,-0.68657784
-5.51375688,1.02529750,-1.27867908,0.22049668,-0.26177212,0.48445770,-0.63495986,0.01968574,-0.06408798,0.00175001,-0.00142196,0.00779285,-0.03347948,0.54660139,-0.68158006
-5.50775388,1.00205492,-1.27362504,0.21928312,-0.25693939,0.47223642,-0.63190386,0.01854081,-0.06231033,0.00174898,-0.00142142,0.00708483,-0.03278222,0.53494557,-0.67820107
-5.50175088,0.97925965,-1.27039197,0.21836586,-0.25349077,0.46081712,-0.62923995,0.01772085,-0.06038025,0.00174017,-0.00142790,0.00652299,-0.03187572,0.52340485,-0.67603056
-5.49574787,0.95743483,-1.26831914,0.21789749,-0.25117828,0.45048054,-0.62668820,0.01725522,-0.05830513,0.00172377,-0.00144077,0.00610928,-0.03077794,0.51224540,-0.67468949
-5.48974487,0.93715102,-1.26680174,0.21804878,-0.24977431,0.44152054,-0.62400030,0.01717402,-0.05609969,0.00170022,-0.00145937,0.00584443,-0.02951071,0.50175968,-0.67382918
-5.48374187,0.91901490,-1.26528995,0.21900461,-0.24907099,0.43423847,-0.62095910,0.01750828,-0.05378556,0.00167016,-0.00148293,0.00572809,-0.02809900,0.49226002,-0.67313022
-5.47773887,0.90365529,-1.26328826,0.22095907,-0.24887979,0.42893636,-0.61737806,0.01829002,-0.05139072,0.00163448,-0.00151058,0.00575901,-0.02657012,0.48407081,-0.67230165
-5.47173587,0.89170683,-1.26035544,0.22410983,-0.24903135,0.42590913,-0.61310077,0.01955212,-0.04894886,0.00159422,-0.00154138,0.00593514,-0.02495290,0.47751941,-0.67108062
-5.46573287,0.88379145,-1.25610575,0.22865178,-0.24937586,0.42543590,-0.60800086,0.02132794,-0.04649868,0.00155058,-0.00157428,0.00625365,-0.02327688,0.47292610,-0.66923286
-5.45972986,0.88049851,-1.25021137,0.23477021,-0.24978384,0.42777075,-0.60198225,0.02365080,-0.04408318,0.00150484,-0.00160814,0.00671096,-0.02157145,0.47059324,-0.66655386
-5.45372686,0.88236383,-1.24240615,0.24263369,-0.25014734,0.43313314,-0.59497995,0.02655301,-0.04174903,0.00145832,-0.00164180,0.00730260,-0.01986524,0.47079420,-0.66287099
-5.44772386,0.88984886,-1.23249051,0.25238681,-0.25038159,0.44169846,-0.58696125,0.03006485,-0.03954587,0.00141235,-0.00167403,0.00802316,-0.01818540,0.47376231,-0.65804625
-5.44172086,0.90332046,-1.22033705,0.26414318,-0.25042675,0.45358905,-0.57792716,0.03421315,-0.03752578,0.00136821,-0.00170365,0.00886611,-0.01655717,0.47968043,-0.65197958
-5.43571786,0.92303246,-1.20589667,0.27797888,-0.25024981,0.46886625,-0.56791419,0.03901973,-0.03574270,0.00132705,-0.00172950,0.00982361,-0.01500346,0.48867168,-0.64461242
-5.42971486,0.94910978,-1.18920433,0.29392670,-0.24984634,0.48752378,-0.55699587,0.04449961,-0.03425199,0.00128990,-0.00175051,0.01088642,-0.01354460,0.50079160,-0.63593128
-5.42371186,0.98153604,-1.17038412,0.31197142,-0.24924188,0.50948300,-0.54528417,0.05065918,-0.03310989,0.00125762,-0.00176572,0.01204367,-0.01219824,0.51602239,-0.62597081
-5.41770885,1.02014531,-1.14965285,0.33204645,-0.24849281,0.53459034,-0.53293023,0.05749426,-0.03237302,0.00123082,-0.00177436,0.01328281,-0.01097930,0.53426961,-0.61481626
-5.41170585,1.06461882,-1.12732163,0.35403202,-0.24768653,0.56261720,-0.52012443,0.06498828,-0.03209783,0.00120994,-0.00177582,0.01458950,-0.00990005,0.55536140,-0.60260485
-5.40570285,1.11448686,-1.10379483,0.37775518,-0.24694070,0.59326260,-0.50709532,0.07311059,-0.03233989,0.00119512,-0.00176973,0.01594766,-0.00897031,0.57905069,-0.58952577
-5.39969985,1.16913622,-1.07956607,0.40299165,-0.24640146,0.62615853,-0.49410744,0.08181506,-0.03315309,0.00118631,-0.00175594,0.01733948,-0.00819760,0.60502036,-0.57581860
-5.39369685,1.22782322,-1.05521093,0.42946965,-0.24624055,0.66087807,-0.48145772,0.09103897,-0.03458862,0.00118319,-0.00173455,0.01874565,-0.00758741,0.63289112,-0.56177004
-5.38769385,1.28969197,-1.03137603,0.45687567,-0.24665122,0.69694610,-0.46947047,0.10070256,-0.03669376,0.00118523,-0.00170590,0.02014552,-0.00714340,0.66223226,-0.54770868
-5.38169085,1.35379738,-1.00876480,0.48486200,-0.24784307,0.73385217,-0.45849094,0.11070893,-0.03951053,0.00119173,-0.00167058,0.02151752,-0.00686767,0.69257455,-0.53399806
-5.37568784,1.41913227,-0.98811985,0.51305603,-0.25003568,0.77106532,-0.44887744,0.12094478,-0.04307399,0.00120180,-0.00162938,0.02283947,-0.00676094,0.72342511,-0.52102790
-5.36968484,1.48465760,-0.97020247,0.54107069,-0.25345137,0.80805010,-0.44099223,0.13128169,-0.04741057,0.00121445,-0.00158328,0.02408909,-0.00682264,0.75428354,-0.50920379
-5.36368184,1.54933456,-0.95576980,0.56851611,-0.25830718,0.84428331,-0.43519144,0.14157820,-0.05253608,0.00122857,-0.00153342,0.02524453,-0.00705106,0.78465874,-0.49893560
-5.35767884,1.61215751,-0.94555024,0.59501164,-0.26480628,0.87927066,-0.43181409,0.15168256,-0.05845386,0.00124305,-0.00148106,0.02628489,-0.00744332,0.81408564,-0.49062489
-5.35167584,1.67218617,-0.94021807,0.62019810,-0.27312919,0.91256280,-0.43117087,0.16143603,-0.06515281,0.00125676,-0.00142751,0.02719078,-0.00799538,0.84214121,-0.48465186
-5.34567284,1.72857592,-0.94036821,0.64374954,-0.28342505,0.94376986,-0.43353278,0.17067689,-0.07260570,0.00126862,-0.00137412,0.02794487,-0.00870188,0.86845899,-0.48136218
-5.33966983,1.78060480,-0.94649194,0.66538416,-0.29580340,0.97257392,-0.43912026,0.17924465,-0.08076764,0.00127763,-0.00132221,0.02853241,-0.00955610,0.89274150,-0.48105420
-5.33366683,1.82769603,-0.95895491,0.68487375,-0.31032671,0.99873889,-0.44809319,0.18698469,-0.08957503,0.00128291,-0.00127301,0.02894165,-0.01054971,0.91476998,-0.48396718
-5.32766383,1.86943515,-0.97797816,0.70205132,-0.32700417,1.02211723,-0.46054223,0.19375284,-0.09894495,0.00128375,-0.00122767,0.02916422,-0.01167267,0.93441100,-0.49027087
-5.32166083,1.90558083,-1.00362327,0.71681659,-0.34578701,1.04265331,-0.47648195,0.19941993,-0.10877517,0.00127956,-0.00118715,0.02919539,-0.01291305,0.95161961,-0.50005707
-5.31565783,1.93606915,-1.03578244,0.72913882,-0.36656567,1.06038312,-0.49584613,0.20387592,-0.11894489,0.00127000,-0.00115225,0.02903421,-0.01425688,0.96643892,-0.51333349
-5.30965483,1.96101079,-1.07417414,0.73905716,-0.38916906,1.07543051,-0.51848564,0.20703356,-0.12931615,0.00125487,-0.00112355,0.02868357,-0.01568813,0.97899610,-0.53002033
-5.30365183,1.98068164,-1.11834482,0.74667813,-0.41336622,1.08799994,-0.54416900,0.20883138,-0.13973613,0.00123420,-0.00110140,0.02815008,-0.01718863,0.98949501,-0.54994981
-5.29764882,1.99550695,-1.16767708,0.75217051,-0.43887020,1.09836626,-0.57258604,0.20923575,-0.15004011,0.00120817,-0.00108592,0.02744390,-0.01873820,0.99820574,-0.57286887
-5.29164582,2.00604006,-1.22140395,0.75575785,-0.46534450,1.10686184,-0.60335438,0.20824206,-0.16005519,0.00117718,-0.00107698,0.02657834,-0.02031480,1.00545170,-0.59844501
-5.28564282,2.01293637,-1.27862947,0.75770868,-0.49241161,1.11386180,-0.63602894,0.20587492,-0.16960455,0.00114172,-0.00107425,0.02556954,-0.02189478,1.01159460,-0.62627519
-5.27963982,2.01692408,-1.33835453,0.75832519,-0.51966371,1.11976782,-0.67011406,0.20218725,-0.17851225,0.00110246,-0.00107716,0.02443587,-0.02345326,1.01701831,-0.65589770
-5.27363682,2.01877272,-1.39950750,0.75793052,-0.54667495,1.12499152,-0.70507792,0.19725845,-0.18660825,0.00106013,-0.00108499,0.02319744,-0.02496456,1.02211207,-0.68680638
-5.26763382,2.01926110,-1.46097836,0.75685557,-0.57301507,1.12993780,-0.74036883,0.19119171,-0.19373350,0.00101554,-0.00109682,0.02187550,-0.02640276,1.02725395,-0.71846693
-5.26163082,2.01914596,-1.52165518,0.75542555,-0.59826369,1.13498923,-0.77543276,0.18411049,-0.19974496,0.00096952,-0.00111166,0.02049178,-0.02774226,1.03279518,-0.75033465
-5.25562781,2.01913263,-1.58046133,0.75394717,-0.62202482,1.14049176,-0.80973137,0.17615443,-0.20452013,0.00092292,-0.00112839,0.01906796,-0.02895846,1.03904610,-0.78187282
-5.24962481,2.01984897,-1.63639205,0.75269684,-0.64394081,1.14674253,-0.84275986,0.16747484,-0.20796117,0.00087654,-0.00114588,0.01762511,-0.03002835,1.04626415,-0.81257116
-5.24362181,2.02182348,-1.68854874,0.75191041,-0.66370530,1.15398018,-0.87406386,0.15823004,-0.20999809,0.00083114,-0.00116300,0.01618315,-0.03093122,1.05464444,-0.84196335
-5.23761881,2.02546844,-1.73616939,0.75177488,-0.68107449,1.16237783,-0.90325462,0.14858061,-0.21059108,0.00078739,-0.00117865,0.01476046,-0.03164922,1.06431319,-0.86964307
-5.23161581,2.03106849,-1.77865393,0.75242239,-0.69587611,1.17203898,-0.93002170,0.13868489,-0.20973182,0.00074588,-0.00119180,0.01337351,-0.03216789,1.07532417,-0.89527767
-5.22561281,2.03877498,-1.81558317,0.75392666,-0.70801579,1.18299638,-0.95414264,0.12869482,-0.20744361,0.00070709,-0.00120155,0.01203660,-0.03247662,1.08765814,-0.91861894
-5.21960980,2.04860594,-1.84673052,0.75630198,-0.71748045,1.19521368,-0.97548920,0.11875230,-0.20378043,0.00067137,-0.00120714,0.01076172,-0.03256899,1.10122531,-0.93951037
-5.21360680,2.06045146,-1.87206589,0.75950465,-0.72433842,1.20858962,-0.99402960,0.10898616,-0.19882490,0.00063895,-0.00120796,0.00955845,-0.03244292,1.11587037,-0.95789061
-5.20760380,2.07408401,-1.89175156,0.76343686,-0.72873638,1.22296460,-1.00982694,0.09950986,-0.19268528,0.00060998,-0.00120358,0.00843396,-0.03210079,1.13138001,-0.97379290
-5.20160080,2.08917290,-1.90613028,0.76795255,-0.73089307,1.23812901,-1.02303356,0.09041988,-0.18549162,0.00058445,-0.00119376,0.00739312,-0.03154931,1.14749223,-0.98734053
-5.19559780,2.10530222,-1.91570595,0.77286510,-0.73109013,1.25383315,-1.03388180,0.08179487,-0.17739130,0.00056229,-0.00117846,0.00643861,-0.03079929,1.16390730,-0.99873845
-5.18959480,2.12199124,-1.92111802,0.77795634,-0.72966050,1.26979804,-1.04267155,0.07369546,-0.16854408,0.00054331,-0.00115781,0.00557117,-0.02986532,1.18029961,-1.00826149
-5.18359180,2.13871644,-1.92311073,0.78298651,-0.72697468,1.28572696,-1.04975505,0.06616473,-0.15911697,0.00052728,-0.00113211,0.00478978,-0.02876526,1.19633010,-1.01623970
-5.17758879,2.15493428,-1.92249854,0.78770471,-0.72342571,1.30131706,-1.05551990,0.05922918,-0.14927913,0.00051389,-0.00110182,0.00409194,-0.02751970,1.21165871,-1.02304158
-5.17158579,2.17010373,-1.92012964,0.79185941,-0.71941338,1.31627082,-1.06037090,0.05290018,-0.13919696,0.00050280,-0.00106750,0.00347396,-0.02615126,1.22595651,-1.02905590
-5.16558279,2.18370796,-1.91684892,0.79520855,-0.71532838,1.33030695,-1.06471170,0.04717572,-0.12902961,0.00049365,-0.00102985,0.00293120,-0.02468399,1.23891706,-1.03467312
