energy_ev,total_up,Hg_p_up,Hg_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-5.26763382,0.78443680,0.06809742,0.13886120,0.00980731,0.01723561,0.00555687,0.39445109,0.27033215,0.24316710
-5.26163082,0.80116584,0.06577735,0.14321207,0.00967377,0.01581348,0.00538956,0.40174250,0.27882959,0.25043226
-5.25562781,0.82397898,0.06425340,0.14849532,0.00966837,0.01462062,0.00526100,0.41216473,0.28919736,0.25964940
-5.24962481,0.85217292,0.06348773,0.15455286,0.00977057,0.01365570,0.00516821,0.42541136,0.30115595,0.27062456
-5.24362181,0.88493360,0.06343477,0.16120803,0.00995959,0.01291497,0.00510740,0.44111814,0.31439012,0.28312637
-5.23761881,0.92135984,0.06404337,0.16827009,0.01021477,0.01239280,0.00507405,0.45887459,0.32855756,0.29689304
-5.23161581,0.96049028,0.06525898,0.17553917,0.01051593,0.01208214,0.00506311,0.47823722,0.34329881,0.31164046
-5.22561281,1.00133272,0.06702582,0.18281182,0.01084380,0.01197499,0.00506914,0.49874391,0.35824796,0.32707104
-5.21960980,1.04289502,0.06928883,0.18988683,0.01118027,0.01206282,0.00508651,0.51992891,0.37304403,0.34288329
-5.21360680,1.08421666,0.07199549,0.19657122,0.01150884,0.01233689,0.00510959,0.54133814,0.38734247,0.35878171
-5.20760380,1.12439969,0.07509738,0.20268611,0.01181484,0.01278857,0.00513297,0.56254407,0.40082643,0.37448655
-5.20160080,1.16263820,0.07855146,0.20807242,0.01208580,0.01340955,0.00515165,0.58315975,0.41321751,0.38974329
-5.19559780,1.19824500,0.08232108,0.21259587,0.01231167,0.01419201,0.00516121,0.60285152,0.42428530,0.40433140
-5.18959480,1.23067462,0.08637663,0.21615150,0.01248504,0.01512865,0.00515796,0.62134972,0.43385568,0.41807190
-5.18359180,1.25954165,0.09069589,0.21866710,0.01260134,0.01621280,0.00513914,0.63845718,0.44181721,0.43083368
-5.17758879,1.28463378,0.09526405,0.22010574,0.01265892,0.01743834,0.00510294,0.65405510,0.44812560,0.44253806
-5.17158579,1.30591887,0.10007349,0.22046709,0.01265914,0.01879969,0.00504866,0.66810604,0.45280588,0.45316158
-5.16558279,1.32354598,0.10512325,0.21978758,0.01260633,0.02029168,0.00497671,0.68065402,0.45595235,0.46273674
-5.15957979,1.33784015,0.11041834,0.21813934,0.01250772,0.02190952,0.00488863,0.69182169,0.45772611,0.47135082
-5.15357679,1.34929126,0.11596886,0.21562799,0.01237329,0.02364864,0.00478710,0.70180480,0.45835044,0.47914264
-5.14757379,1.35853742,0.12178906,0.21238939,0.01221557,0.02550462,0.00467586,0.71086403,0.45810406,0.48629756
-5.14157079,1.36634352,0.12789628,0.20858549,0.01204934,0.02747312,0.00455969,0.71931483,0.45731261,0.49304076
-5.13556778,1.37357577,0.13430992,0.20439933,0.01189134,0.02954982,0.00444428,0.72751536,0.45633864,0.49962916
-5.12956478,1.38117319,0.14105041,0.20002961,0.01175983,0.03173037,0.00433615,0.73585330,0.45557032,0.50634219
-5.12356178,1.39011695,0.14813824,0.19568482,0.01167425,0.03401035,0.00424256,0.74473171,0.45540945,0.51347186
-5.11755878,1.40139869,0.15559296,0.19157719,0.01165472,0.03638530,0.00417132,0.75455468,0.45625897,0.52131236
-5.11155578,1.41598866,0.16343228,0.18791679,0.01172162,0.03885066,0.00413074,0.76571302,0.45851037,0.53014958
-5.10555278,1.43480465,0.17167116,0.18490571,0.01189508,0.04140175,0.00412944,0.77857053,0.46253133,0.54025089
-5.09954977,1.45868251,0.18032090,0.18273271,0.01219454,0.04403373,0.00417626,0.79345112,0.46865398,0.55185546
-5.09354677,1.48834893,0.18938815,0.18156830,0.01263827,0.04674154,0.00428009,0.81062707,0.47716395,0.56516540
-5.08754377,1.52439711,0.19887392,0.18156047,0.01324294,0.04951970,0.00444975,0.83030877,0.48829050,0.58033793
-5.08154077,1.56726580,0.20877248,0.18283106,0.01402317,0.05236221,0.00469386,0.85263603,0.50219798,0.59747883
-5.07553777,1.61722214,0.21907014,0.18547281,0.01499119,0.05526223,0.00502067,0.87767109,0.51897885,0.61663728
-5.06953477,1.67434854,0.22974407,0.18954723,0.01615646,0.05821185,0.00543791,0.90539357,0.53864830,0.63780216
-5.06353177,1.73853397,0.24076099,0.19508317,0.01752534,0.06120176,0.00595265,0.93569738,0.56114083,0.66090005
-5.05752876,1.80946982,0.25207598,0.20207613,0.01910090,0.06422085,0.00657108,0.96838957,0.58630875,0.68579476
-5.05152576,1.88665039,0.26363133,0.21048830,0.02088267,0.06725587,0.00729837,1.00319139,0.61392279,0.71228860
-5.04552276,1.96937822,0.27535569,0.22024931,0.02286650,0.07029111,0.00813847,1.03974135,0.64367494,0.74012523
-5.03951976,2.05677425,0.28716348,0.23125763,0.02504453,0.07330809,0.00909388,1.07760055,0.67518343,0.76899418
-5.03351676,2.14779257,0.29895467,0.24338264,0.02740512,0.07628537,0.01016549,1.11626003,0.70799993,0.79853679
-5.02751376,2.24123984,0.31061523,0.25646724,0.02993295,0.07919848,0.01135235,1.15515021,0.74161886,0.82835352
-5.02151076,2.33579886,0.32201797,0.27033101,0.03260916,0.08201990,0.01265151,1.19365231,0.77548858,0.85801257
-5.01550775,2.43005591,0.33302421,0.28477386,0.03541150,0.08471937,0.01405785,1.23111142,0.80902428,0.88705940
-5.00950475,2.52253133,0.34348599,0.29958006,0.03831466,0.08726419,0.01556395,1.26685117,0.84162221,0.91502703
-5.00350175,2.61171252,0.35324901,0.31452263,0.04129054,0.08961985,0.01716000,1.30018949,0.87267489,0.94144687
-4.99749875,2.69608849,0.36215606,0.32936788,0.04430869,0.09175070,0.01883375,1.33045512,0.90158666,0.96585970
-4.99149575,2.77418511,0.37005104,0.34388017,0.04733673,0.09362091,0.02057058,1.35700441,0.92778932,0.98782652
-4.98549275,2.84459989,0.37678330,0.35782667,0.05034082,0.09519544,0.02235353,1.37923795,0.95075707,1.00693894
-4.97948974,2.90603530,0.38221211,0.37098197,0.05328624,0.09644118,0.02416352,1.39661632,0.97002036,1.02282881
-4.97348674,2.95732953,0.38621126,0.38313257,0.05613786,0.09732811,0.02597959,1.40867466,0.98517801,1.03517676
-4.96748374,2.99748384,0.38867335,0.39408103,0.05886081,0.09783048,0.02777921,1.41503537,0.99590736,1.04371941
-4.96148074,3.02568546,0.38951379,0.40364972,0.06142098,0.09792792,0.02953871,1.41541862,1.00197180,1.04825512
-4.95547774,3.04132562,0.38867424,0.41168408,0.06378561,0.09760646,0.03123370,1.40965023,1.00322577,1.04864794
-4.94947474,3.04401192,0.38612530,0.41805534,0.06592392,0.09685947,0.03283967,1.39766659,0.99961675,1.04482991
-4.94347174,3.03357504,0.38186840,0.42266262,0.06780756,0.09568828,0.03433250,1.37951671,0.99118453,1.03680144
-4.93746873,3.01006956,0.37593681,0.42543439,0.06941120,0.09410275,0.03568904,1.35536100,0.97805774,1.02463008
-4.93146573,2.97376919,0.36839563,0.42632931,0.07071297,0.09212144,0.03688775,1.32546719,0.96044784,1.00844753
-4.92546273,2.92515667,0.35934088,0.42533639,0.07169486,0.08977166,0.03790924,1.29020339,0.93864109,0.98844534
-4.91945973,2.86490894,0.34889764,0.42247453,0.07234312,0.08708914,0.03873680,1.25002868,0.91298869,0.96486914
-4.91345673,2.79387835,0.33721741,0.41779152,0.07264851,0.08411755,0.03935691,1.20548154,0.88389579,0.93801208
-4.90745373,2.71307043,0.32447469,0.41136246,0.07260653,0.08090770,0.03975957,1.15716664,0.85180962,0.90820739
-4.90145073,2.62361935,0.31086298,0.40328773,0.07221750,0.07751655,0.03993866,1.10574044,0.81720740,0.87582045
-4.89544772,2.52676166,0.29659035,0.39369055,0.07148664,0.07400609,0.03989206,1.05189609,0.78058438,0.84124075
-4.88944472,2.42380924,0.28187476,0.38271414,0.07042396,0.07044197,0.03962179,0.99634804,0.74244246,0.80487376
-4.88344172,2.31612219,0.26693914,0.37051869,0.06904408,0.06689207,0.03913390,0.93981706,0.70327959,0.76713315
-4.87743872,2.20508224,0.25200656,0.35727801,0.06736599,0.06342504,0.03843832,0.88301573,0.66358041,0.72843343
-4.87143572,2.09206742,0.23729551,0.34317615,0.06541265,0.06010872,0.03754859,0.82663511,0.62380804,0.68918313
-4.86543272,1.97842820,0.22301545,0.32840382,0.06321055,0.05700861,0.03648142,0.77133262,0.58439733,0.64977880
-4.85942971,1.86546574,0.20936267,0.31315486,0.06078915,0.05418637,0.03525628,0.71772143,0.54574942,0.61059970
-4.85342671,1.75441234,0.19651664,0.29762275,0.05818028,0.05169844,0.03389481,0.66636166,0.50822767,0.57200337
-4.84742371,1.64641431,0.18463680,0.28199719,0.05541751,0.04959466,0.03242026,0.61775312,0.47215482,0.53432203
-4.84142071,1.54251740,0.17385989,0.26646087,0.05253542,0.04791712,0.03085683,0.57233008,0.43781130,0.49785976
-4.83541771,1.44365488,0.16429785,0.25118646,0.04956890,0.04669913,0.02922910,0.53045755,0.40543446,0.46289052
-4.82941471,1.35063820,0.15603630,0.23633384,0.04655249,0.04596438,0.02756136,0.49242943,0.37521876,0.42965677
-4.82341171,1.26415031,0.14913360,0.22204774,0.04351967,0.04572627,0.02587712,0.45846814,0.34731655,0.39836885
-4.81740870,1.18474158,0.14362049,0.20845569,0.04050229,0.04598749,0.02419854,0.42872570,0.32183954,0.36920479
-4.81140570,1.11282821,0.13950034,0.19566645,0.03752995,0.04673985,0.02254602,0.40328611,0.29886067,0.34231067
-4.80540270,1.04869317,0.13675000,0.18376887,0.03462961,0.04796436,0.02093784,0.38216890,0.27841646,0.31780137
-4.79939970,0.99248948,0.13532112,0.17283128,0.03182515,0.04963151,0.01938988,0.36533356,0.26050957,0.29576157
-4.79339670,0.94424577,0.13514213,0.16290139,0.02913715,0.05170192,0.01791550,0.35268484,0.24511170,0.27624704
-4.78739370,0.90387396,0.13612070,0.15400664,0.02658275,0.05412720,0.01652538,0.34407866,0.23216671,0.25928610
-4.78139070,0.87117887,0.13814656,0.14615514,0.02417556,0.05685101,0.01522761,0.33932845,0.22159384,0.24488119
-4.77538769,0.84586954,0.14109492,0.13933703,0.02192578,0.05981051,0.01402777,0.33821176,0.21329113,0.23301051
-4.76938469,0.82757205,0.14483008,0.13352626,0.01984037,0.06293788,0.01292907,0.34047708,0.20713889,0.22362971
-4.76338169,0.81584332,0.14920930,0.12868280,0.01792336,0.06616208,0.01193265,0.34585055,0.20300319,0.21667356
-4.75737869,0.81018591,0.15408694,0.12475508,0.01617614,0.06941074,0.01103781,0.35404250,0.20073935,0.21205762
-4.75137569,0.81006300,0.15931845,0.12168266,0.01459799,0.07261210,0.01024238,0.36475372,0.20019540,0.20967993
-4.74537269,0.81491357,0.16476438,0.11939908,0.01318652,0.07569700,0.00954304,0.37768122,0.20121528,0.20942263
-4.73936968,0.82416707,0.17029417,0.11783468,0.01193822,0.07860077,0.00893569,0.39252355,0.20364193,0.21115360
-4.73336668,0.83725739,0.17578951,0.11691944,0.01084897,0.08126505,0.00841580,0.40898534,0.20732012,0.21472810
-4.72736368,0.85363575,0.18114728,0.11658554,0.00991467,0.08363944,0.00797873,0.42678134,0.21209889,0.21999043
-4.72136068,0.87278216,0.18628192,0.11676986,0.00913168,0.08568283,0.00762003,0.44563961,0.21783373,0.22677573
-4.71535768,0.89421526,0.19112709,0.11741605,0.00849740,0.08736459,0.00733573,0.46530408,0.22438829,0.23491177
-4.70935468,0.91750046,0.19563672,0.11847633,0.00801063,0.08866530,0.00712252,0.48553646,0.23163578,0.24422094
-4.70335168,0.94225614,0.19978522,0.11991280,0.00767202,0.08957728,0.00697798,0.50611753,0.23945995,0.25452235
-4.69734867,0.96815808,0.20356704,0.12169842,0.00748429,0.09010468,0.00690065,0.52684792,0.24775573,0.26563410
-4.69134567,0.99494202,0.20699553,0.12381749,0.00745246,0.09026326,0.00689013,0.54754849,0.25642953,0.27737572
-4.68534267,1.02240463,0.21010121,0.12626568,0.00758392,0.09007999,0.00694711,0.56806047,0.26539931,0.28957073
-4.67933967,1.05040290,0.21292953,0.12904970,0.00788838,0.08959219,0.00707334,0.58824534,0.27459442,0.30204929
-4.67333667,1.07885224,0.21553829,0.13218651,0.00837768,0.08884662,0.00727160,0.60798470,0.28395526,0.31465096
-4.66733367,1.10772345,0.21799475,0.13570216,0.00906554,0.08789834,0.00754559,0.62718013,0.29343285,0.32722736
-4.66133067,1.13703863,0.22037272,0.13963033,0.00996705,0.08680948,0.00789982,0.64575306,0.30298835,0.33964476
-4.65532766,1.16686642,0.22274960,0.14401058,0.01109815,0.08564797,0.00833948,0.66364480,0.31259252,0.35178637
-4.64932466,1.19731643,0.22520365,0.14888636,0.01247490,0.08448625,0.00887028,0.68081661,0.32222520,0.36355441
-4.64332166,1.22853312,0.22781142,0.15430277,0.01411269,0.08340004,0.00949829,0.69724973,0.33187471,0.37487162
