energy_ev,total_up,C_s_up,C_p_up,Hf_p_up,Hf_d_up,Te_p_up,Te_d_up,Zn_p_up,Zn_d_up
-5.69984992,0.85806592,0.00010756,0.19745997,0.12469462,0.39247971,0.16710994,0.00000000,0.24566948,0.00514888
-5.69384692,0.89711666,0.00010508,0.19736045,0.13218963,0.40066059,0.18448293,0.00000000,0.26298279,0.00561506
-5.68784392,0.93698726,0.00010588,0.19702455,0.13990413,0.40883827,0.20337299,0.00000000,0.28016942,0.00610105
-5.68184092,0.97728341,0.00010992,0.19643731,0.14777778,0.41691561,0.22365923,0.00000000,0.29703138,0.00660250
-5.67583792,1.01755825,0.00011736,0.19557957,0.15574458,0.42477577,0.24517885,0.00000000,0.31337082,0.00711443
-5.66983492,1.05732109,0.00012859,0.19442994,0.16373487,0.43228595,0.26772758,0.00000000,0.32899361,0.00763134
-5.66383192,1.09604899,0.00014426,0.19296714,0.17167786,0.43930205,0.29106202,0.00000000,0.34371322,0.00814721
-5.65782891,1.13320081,0.00016527,0.19117245,0.17950473,0.44567412,0.31490405,0.00000000,0.35735481,0.00865564
-5.65182591,1.16823366,0.00019284,0.18903219,0.18715217,0.45125247,0.33894745,0.00000000,0.36975956,0.00914996
-5.64582291,1.20062114,0.00022848,0.18654017,0.19456646,0.45589408,0.36286636,0.00000000,0.38078904,0.00962340
-5.63981991,1.22987297,0.00027409,0.18369993,0.20170769,0.45946937,0.38632563,0.00000000,0.39032961,0.01006930
-5.63381691,1.25555544,0.00033192,0.18052681,0.20855437,0.46186882,0.40899256,0.00000000,0.39829672,0.01048124
-5.62781391,1.27731194,0.00040466,0.17704967,0.21510784,0.46300955,0.43054969,0.00000000,0.40463895,0.01085334
-5.62181091,1.29488283,0.00049539,0.17331232,0.22139668,0.46284132,0.45070802,0.00000000,0.40934164,0.01118041
-5.61580790,1.30812374,0.00060767,0.16937453,0.22748058,0.46135201,0.46922013,0.00000000,0.41243003,0.01145820
-5.60980490,1.31702164,0.00074546,0.16531271,0.23345360,0.45857222,0.48589259,0.00000000,0.41397164,0.01168357
-5.60380190,1.32170766,0.00091317,0.16122014,0.23944655,0.45457881,0.50059686,0.00000000,0.41407771,0.01185467
-5.59779890,1.32246578,0.00111559,0.15720677,0.24562809,0.44949729,0.51327822,0.00000000,0.41290361,0.01197107
-5.59179590,1.31973692,0.00135783,0.15339859,0.25220456,0.44350278,0.52396198,0.00000000,0.41064796,0.01203382
-5.58579290,1.31411746,0.00164524,0.14993658,0.25941807,0.43681944,0.53275668,0.00000000,0.40755031,0.01204551
-5.57978989,1.30635201,0.00198330,0.14697515,0.26754283,0.42971826,0.53985372,0.00000000,0.40388737,0.01201020
-5.57378689,1.29731996,0.00237747,0.14468010,0.27687956,0.42251326,0.54552330,0.00000000,0.39996759,0.01193338
-5.56778389,1.28801594,0.00283301,0.14322603,0.28774799,0.41555576,0.55010669,0.00000000,0.39612424,0.01182177
-5.56178089,1.27952428,0.00335479,0.14279336,0.30047737,0.40922721,0.55400483,0.00000000,0.39270688,0.01168312
-5.55577789,1.27298808,0.00394703,0.14356461,0.31539533,0.40393023,0.55766371,0.00000000,0.39007154,0.01152598
-5.54977489,1.26957361,0.00461311,0.14572040,0.33281523,0.40007832,0.56155686,0.00000000,0.38856968,0.01135934
-5.54377189,1.27043109,0.00535525,0.14943478,0.35302229,0.39808430,0.56616588,0.00000000,0.38853639,0.01119234
-5.53776888,1.27665314,0.00617429,0.15487024,0.37625921,0.39834787,0.57195939,0.00000000,0.39027801,0.01103391
-5.53176588,1.28923229,0.00706940,0.16217232,0.40271148,0.40124254,0.57937174,0.00000000,0.39405981,0.01089240
-5.52576288,1.30901933,0.00803792,0.17146409,0.43249336,0.40710235,0.58878196,0.00000000,0.40009405,0.01077523
-5.51975988,1.33668393,0.00907510,0.18284044,0.46563494,0.41620880,0.60049430,0.00000000,0.40852907,0.01068862
-5.51375688,1.37267943,0.01017399,0.19636262,0.50207101,0.42877856,0.61472095,0.00000000,0.41943978,0.01063730
-5.50775388,1.41721339,0.01132541,0.21205296,0.54163258,0.44495221,0.63156808,0.00000000,0.43282016,0.01062427
-5.50175088,1.47022520,0.01251786,0.22989027,0.58404136,0.46478469,0.65102567,0.00000000,0.44857827,0.01065072
-5.49574787,1.53137221,0.01373771,0.24980593,0.62890805,0.48823773,0.67296182,0.00000000,0.46653388,0.01071588
-5.48974487,1.60002526,0.01496932,0.27168107,0.67573450,0.51517481,0.69712200,0.00000000,0.48641942,0.01081711
-5.48374187,1.67527406,0.01619533,0.29534492,0.72392027,0.54535881,0.72313319,0.00000000,0.50788395,0.01094992
-5.47773887,1.75594288,0.01739701,0.32057464,0.77277337,0.57845273,0.75051303,0.00000000,0.53050057,0.01110817
-5.47173587,1.84061615,0.01855474,0.34709671,0.82152521,0.61402352,0.77868369,0.00000000,0.55377687,0.01128431
-5.46573287,1.92767329,0.01964848,0.37458999,0.86934926,0.65154918,0.80698983,0.00000000,0.57716829,0.01146963
-5.45972986,2.01533186,0.02065837,0.40269047,0.91538288,0.69042883,0.83472005,0.00000000,0.60009390,0.01165464
-5.45372686,2.10169739,0.02156529,0.43099770,0.95875159,0.72999579,0.86113093,0.00000000,0.62195409,0.01182942
-5.44772386,2.18481825,0.02235147,0.45908274,0.99859482,0.76953309,0.88547267,0.00000000,0.64214944,0.01198399
-5.44172086,2.26274337,0.02300109,0.48649753,1.03409210,0.80829117,0.90701523,0.00000000,0.66010012,0.01210873
-5.43571786,2.33358075,0.02350075,0.51278521,1.06448872,0.84550700,0.92507385,0.00000000,0.67526494,0.01219472
-5.42971486,2.39555449,0.02384000,0.53749133,1.08911960,0.88042419,0.93903293,0.00000000,0.68715931,0.01223406
-5.42371186,2.44705801,0.02401163,0.56017542,1.10743051,0.91231328,0.94836721,0.00000000,0.69537133,0.01222018
-5.41770885,2.48670154,0.02401200,0.58042246,1.11899558,0.94049150,0.95265939,0.00000000,0.69957528,0.01214804
-5.41170585,2.51335213,0.02384110,0.59785402,1.12353048,0.96434139,0.95161353,0.00000000,0.69954206,0.01201429
-5.40570285,2.52616450,0.02350258,0.61213848,1.12090065,0.98332747,0.94506378,0.00000000,0.69514606,0.01181739
-5.39969985,2.52460200,0.02300364,0.62300003,1.11112427,0.99701052,0.93297803,0.00000000,0.68636818,0.01155755
-5.39369685,2.50844690,0.02235472,0.63022610,1.09436996,1.00505884,0.91545666,0.00000000,0.67329503,0.01123676
-5.38769385,2.47779992,0.02156921,0.63367291,1.07094939,1.00725618,0.89272653,0.00000000,0.65611439,0.01085860
-5.38169085,2.43306949,0.02066291,0.63326896,1.04130519,1.00350609,0.86513059,0.00000000,0.63510713,0.01042809
-5.37568784,2.37495141,0.01965356,0.62901639,1.00599487,0.99383260,0.83311378,0.00000000,0.61063615,0.00995146
-5.36968484,2.30440011,0.01856026,0.62099007,0.96567152,0.97837726,0.79720608,0.00000000,0.58313293,0.00943592
-5.36368184,2.22259310,0.01740283,0.60933458,0.92106219,0.95739276,0.75800331,0.00000000,0.55308221,0.00888933
-5.35767884,2.13089020,0.01620128,0.59425922,0.87294500,0.93123345,0.71614692,0.00000000,0.52100574,0.00831997
-5.35167584,2.03078943,0.01497520,0.57603122,0.82212591,0.90034322,0.67230342,0.00000000,0.48744569,0.00773624
-5.34567284,1.92388142,0.01374327,0.55496752,0.76941614,0.86524123,0.62714443,0.00000000,0.45294849,0.00714640
-5.33966983,1.81180415,0.01252281,0.53142541,0.71561101,0.82650617,0.58132815,0.00000000,0.41804981,0.00655832
-5.33366683,1.69619961,0.01132943,0.50579234,0.66147112,0.78475952,0.53548274,0.00000000,0.38326117,0.00597934
-5.32766383,1.57867386,0.01017677,0.47847548,0.60770619,0.74064858,0.49019235,0.00000000,0.34905863,0.00541602
-5.32166083,1.46076171,0.00907626,0.44989114,0.55496207,0.69482981,0.44598591,0.00000000,0.31587395,0.00487411
-5.31565783,1.34389677,0.00803710,0.42045466,0.50381121,0.64795304,0.40332900,0.00000000,0.28408822,0.00435844
-5.30965483,1.22938753,0.00706624,0.39057095,0.45474645,0.60064695,0.36261879,0.00000000,0.25402825,0.00387285
-5.30365183,1.11839967,0.00616842,0.36062591,0.40817813,0.55350637,0.32418183,0.00000000,0.22596527,0.00342025
-5.29764882,1.01194465,0.00534633,0.33097918,0.36443421,0.50708157,0.28827460,0.00000000,0.20011608,0.00300265
-5.29164582,0.91087419,0.00460082,0.30195806,0.32376308,0.46186972,0.25508634,0.00000000,0.17664606,0.00262120
-5.28564282,0.81588012,0.00393109,0.27385299,0.28633851,0.41830875,0.22474385,0.00000000,0.15567377,0.00227627
-5.27963982,0.72749911,0.00333495,0.24691439,0.25226638,0.37677341,0.19731769,0.00000000,0.13727678,0.00196758
-5.27363682,0.64612121,0.00280909,0.22135099,0.22159255,0.33757358,0.17282943,0.00000000,0.12149808,0.00169432
-5.26763382,0.57200159,0.00234933,0.19732952,0.19431148,0.30095458,0.15125944,0.00000000,0.10835286,0.00145519
-5.26163082,0.50527444,0.00195086,0.17497558,0.17037503,0.26709929,0.13255477,0.00000000,0.09783512,0.00124859
-5.25562781,0.44596819,0.00160849,0.15437560,0.14970111,0.23613177,0.11663684,0.00000000,0.08992367,0.00107267
-5.24962481,0.39402136,0.00131683,0.13557974,0.13218171,0.20812204,0.10340847,0.00000000,0.08458744,0.00092545
-5.24362181,0.34929808,0.00107048,0.11860540,0.11769023,0.18309184,0.09276022,0.00000000,0.08178960,0.00080488
-5.23761881,0.31160297,0.00086414,0.10344125,0.10608764,0.16102084,0.08457561,0.00000000,0.08149052,0.00070890
-5.23161581,0.28069469,0.00069280,0.09005164,0.09722758,0.14185320,0.07873543,0.00000000,0.08364940,0.00063552
-5.22561281,0.25629788,0.00055174,0.07838100,0.09096025,0.12550413,0.07512073,0.00000000,0.08822458,0.00058283
-5.21960980,0.23811327,0.00043664,0.06835832,0.08713512,0.11186620,0.07361494,0.00000000,0.09517269,0.00054903
-5.21360680,0.22582597,0.00034361,0.05990137,0.08560256,0.10081528,0.07410485,0.00000000,0.10444665,0.00053242
-5.20760380,0.21911191,0.00026919,0.05292069,0.08621455,0.09221592,0.07648077,0.00000000,0.11599292,0.00053147
-5.20160080,0.21764255,0.00021039,0.04732321,0.08882461,0.08592611,0.08063605,0.00000000,0.12974817,0.00054472
-5.19559780,0.22108830,0.00016462,0.04301542,0.09328725,0.08180142,0.08646607,0.00000000,0.14563568,0.00057084
-5.18959480,0.22912079,0.00012974,0.03990618,0.09945714,0.07969838,0.09386694,0.00000000,0.16356186,0.00060857
-5.18359180,0.24141442,0.00010399,0.03790899,0.10718812,0.07947734,0.10273420,0.00000000,0.18341327,0.00065672
-5.17758879,0.25764763,0.00008598,0.03694387,0.11633260,0.08100465,0.11296161,0.00000000,0.20505437,0.00071418
-5.17158579,0.27750415,0.00007466,0.03693885,0.12674121,0.08415438,0.12444027,0.00000000,0.22832640,0.00077986
-5.16558279,0.30067464,0.00006930,0.03783104,0.13826315,0.08880962,0.13705830,0.00000000,0.25304764,0.00085269
-5.15957979,0.32685896,0.00006947,0.03956740,0.15074721,0.09486336,0.15070101,0.00000000,0.27901514,0.00093165
-5.15357679,0.35576920,0.00007502,0.04210515,0.16404368,0.10221919,0.16525186,0.00000000,0.30600813,0.00101574
-5.14757379,0.38713362,0.00008605,0.04541196,0.17800702,0.11079163,0.18059400,0.00000000,0.33379301,0.00110398
-5.14157079,0.42070138,0.00010291,0.04946584,0.19249935,0.12050641,0.19661252,0.00000000,0.36212995,0.00119547
-5.13556778,0.45624793,0.00012620,0.05425486,0.20739460,0.13130044,0.21319727,0.00000000,0.39078060,0.00128936
-5.12956478,0.49358084,0.00015673,0.05977656,0.22258314,0.14312172,0.23024603,0.00000000,0.41951693,0.00138487
-5.12356178,0.53254564,0.00019552,0.06603727,0.23797656,0.15592895,0.24766794,0.00000000,0.44813048,0.00148137
-5.11755878,0.57303122,0.00024381,0.07305105,0.25351245,0.16969099,0.26538701,0.00000000,0.47644175,0.00157833
-5.11155578,0.61497446,0.00030302,0.08083858,0.26915866,0.18438608,0.28334522,0.00000000,0.50430897,0.00167540
-5.10555278,0.65836337,0.00037473,0.08942573,0.28491692,0.20000073,0.30150536,0.00000000,0.53163594,0.00177241
-5.09954977,0.70323847,0.00046066,0.09884196,0.30082521,0.21652835,0.31985298,0.00000000,0.55837814,0.00186937
-5.09354677,0.74969198,0.00056267,0.10911853,0.31695880,0.23396761,0.33839755,0.00000000,0.58454676,0.00196650
-5.08754377,0.79786432,0.00068263,0.12028654,0.33342958,0.25232044,0.35717248,0.00000000,0.61021027,0.00206420
-5.08154077,0.84793808,0.00082247,0.13237480,0.35038353,0.27158989,0.37623392,0.00000000,0.63549308,0.00216307
-5.07553777,0.90012914,0.00098403,0.14540770,0.36799627,0.29177768,0.39565844,0.00000000,0.66057132,0.00226386
-5.06953477,0.95467520,0.00116904,0.15940299,0.38646665,0.31288172,0.41553932,0.00000000,0.68566556,0.00236745
-5.06353177,1.01182210,0.00137904,0.17436957,0.40600852,0.33489364,0.43598190,0.00000000,0.71103083,0.00247480
-5.05752876,1.07180823,0.00161524,0.19030555,0.42684106,0.35779628,0.45709787,0.00000000,0.73694414,0.00258691
-5.05152576,1.13484785,0.00187848,0.20719633,0.44917777,0.38156157,0.47899881,0.00000000,0.76369009,0.00270474
-5.04552276,1.20111390,0.00216914,0.22501311,0.47321480,0.40614858,0.50178943,0.00000000,0.79154516,0.00282919
-5.03951976,1.27072121,0.00248701,0.24371171,0.49911911,0.43150204,0.52556052,0.00000000,0.82076139,0.00296099
-5.03351676,1.34371091,0.00283122,0.26323178,0.52701686,0.45755142,0.55038220,0.00000000,0.85155036,0.00310067
-5.02751376,1.42003696,0.00320020,0.28349656,0.55698283,0.48421046,0.57629770,0.00000000,0.88406819,0.00324849
-5.02151076,1.49955550,0.00359159,0.30441318,0.58903142,0.51137742,0.60331803,0.00000000,0.91840239,0.00340441
-5.01550775,1.58201775,0.00400225,0.32587338,0.62310954,0.53893586,0.63141775,0.00000000,0.95456134,0.00356804
-5.00950475,1.66706699,0.00442820,0.34775492,0.65909219,0.56675601,0.66053220,0.00000000,0.99246691,0.00373866
-5.00350175,1.75423994,0.00486472,0.36992342,0.69678073,0.59469675,0.69055625,0.00000000,1.03195088,0.00391513
-4.99749875,1.84297269,0.00530633,0.39223463,0.73590428,0.62260789,0.72134471,0.00000000,1.07275518,0.00409599
-4.99149575,1.93261110,0.00574696,0.41453719,0.77612416,0.65033298,0.75271443,0.00000000,1.11453629,0.00427944
-4.98549275,2.02242532,0.00618000,0.43667563,0.81704137,0.67771227,0.78444798,0.00000000,1.15687354,0.00446341
-4.97948974,2.11162794,0.00659851,0.45849355,0.85820681,0.70458579,0.81629881,0.00000000,1.19928102,0.00464560
-4.97348674,2.19939502,0.00699536,0.47983701,0.89913383,0.73079652,0.84799763,0.00000000,1.24122263,0.00482355
-4.96748374,2.28488915,0.00736346,0.50055772,0.93931271,0.75619338,0.87925972,0.00000000,1.28212950,0.00499474
-4.96148074,2.36728355,0.00769594,0.52051626,0.97822628,0.78063406,0.90979297,0.00000000,1.32141915,0.00515666
-4.95547774,2.44578608,0.00798638,0.53958492,1.01536619,0.80398748,0.93930605,0.00000000,1.35851537,0.00530688
-4.94947474,2.51966231,0.00822899,0.55765025,1.05024912,0.82613593,0.96751667,0.00000000,1.39286792,0.00544318
-4.94347174,2.58825640,0.00841887,0.57461510,1.08243208,0.84697669,0.99415925,0.00000000,1.42397129,0.00556360
-4.93746873,2.65100910,0.00855208,0.59040017,1.11152644,0.86642319,1.01899198,0.00000000,1.45138156,0.00566649
-4.93146573,2.70747199,0.00862586,0.60494502,1.13720995,0.88440564,1.04180274,0.00000000,1.47473068,0.00575061
-4.92546273,2.75731752,0.00863869,0.61820836,1.15923632,0.90087109,1.06241379,0.00000000,1.49373762,0.00581511
-4.91945973,2.80034436,0.00859035,0.63016790,1.17744220,0.91578303,1.08068515,0.00000000,1.50821597,0.00585963
-4.91345673,2.83647813,0.00848193,0.64081945,1.19175112,0.92912043,1.09651636,0.00000000,1.51807770,0.00588422
-4.90745373,2.86576748,0.00831580,0.65017562,1.20217457,0.94087639,1.10984684,0.00000000,1.52333324,0.00588938
-4.90145073,2.88837586,0.00809552,0.65826399,1.20881013,0.95105640,1.12065483,0.00000000,1.52408775,0.00587602
-4.89544772,2.90456966,0.00782571,0.66512492,1.21183695,0.95967631,1.12895502,0.00000000,1.52053419,0.00584542
-4.88944472,2.91470314,0.00751194,0.67080908,1.21150869,0.96676009,1.13479511,0.00000000,1.51294337,0.00579915
-4.88344172,2.91920112,0.00716047,0.67537483,1.20814458,0.97233752,1.13825138,0.00000000,1.50165176,0.00573902
-4.87743872,2.91854018,0.00677812,0.67888558,1.20211861,0.97644187,1.13942378,0.00000000,1.48704754,0.00566703
-4.87143572,2.91322931,0.00637201,0.68140718,1.19384760,0.97910770,1.13843043,0.00000000,1.46955560,0.00558525
-4.86543272,2.90379067,0.00594936,0.68300552,1.18377846,0.98036890,1.13540212,0.00000000,1.44962213,0.00549577
-4.85942971,2.89074135,0.00551730,0.68374442,1.17237501,0.98025706,1.13047674,0.00000000,1.42769943,0.00540066
-4.85342671,2.87457679,0.00508265,0.68368383,1.16010483,0.97880021,1.12379406,0.00000000,1.40423145,0.00530184
-4.84742371,2.85575623,0.00465181,0.68287844,1.14742655,0.97602202,1.11549091,0.00000000,1.37964058,0.00520108
-4.84142071,2.83469071,0.00423055,0.68137680,1.13477774,0.97194150,1.10569687,0.00000000,1.35431609,0.00509992
-4.83541771,2.81173387,0.00382395,0.67922076,1.12256383,0.96657317,1.09453068,0.00000000,1.32860442,0.00499966
-4.82941471,2.78717554,0.00343631,0.67644542,1.11114825,0.95992773,1.08209738,0.00000000,1.30280164,0.00490132
-4.82341171,2.76123826,0.00307112,0.67307947,1.10084398,0.95201315,1.06848615,0.00000000,1.27714814,0.00480564
-4.81740870,2.73407662,0.00273102,0.66914581,1.09190672,0.94283607,1.05376909,0.00000000,1.25182552,0.00471306
-4.81140570,2.70577914,0.00241787,0.66466250,1.08452978,0.93240358,1.03800067,0.00000000,1.22695585,0.00462373
-4.80540270,2.67637261,0.00213272,0.65964386,1.07884086,0.92072505,1.02121815,0.00000000,1.20260298,0.00453758
-4.79939970,2.64582852,0.00187593,0.65410174,1.07490075,0.90781410,1.00344270,0.00000000,1.17877592,0.00445425
-4.79339670,2.61407139,0.00164722,0.64804686,1.07270404,0.89369055,0.98468134,0.00000000,1.15543415,0.00437322
-4.78739370,2.58098865,0.00144576,0.64149010,1.07218186,0.87838224,0.96492965,0.00000000,1.13249445,0.00429379
-4.78139070,2.54644176,0.00127029,0.63444384,1.07320657,0.86192661,0.94417512,0.00000000,1.10983926,0.00421515
-4.77538769,2.51027829,0.00111916,0.62692316,1.07559829,0.84437208,0.92240114,0.00000000,1.08732607,0.00413640
-4.76938469,2.47234462,0.00099046,0.61894701,1.07913331,0.82577910,0.89959139,0.00000000,1.06479761,0.00405661
-4.76338169,2.43249894,0.00088210,0.61053925,1.08355384,0.80622085,0.87573461,0.00000000,1.04209257,0.00397489
-4.75737869,2.39062414,0.00079191,0.60172957,1.08857915,0.78578367,0.85082954,0.00000000,1.01905627,0.00389037
-4.75137569,2.34664018,0.00071765,0.59255439,1.09391748,0.76456706,0.82488970,0.00000000,0.99555106,0.00380231
-4.74537269,2.30051561,0.00065715,0.58305750,1.09927846,0.74268346,0.79794802,0.00000000,0.97146602,0.00371009
-4.73936968,2.25227775,0.00060830,0.57329072,1.10438555,0.72025766,0.77006077,0.00000000,0.94672541,0.00361325
-4.73336668,2.20202103,0.00056909,0.56331428,1.10898791,0.69742596,0.74131091,0.00000000,0.92129575,0.00351152
-4.72736368,2.14991318,0.00053771,0.55319708,1.11287124,0.67433506,0.71181034,0.00000000,0.89519091,0.00340484
-4.72136068,2.09619878,0.00051247,0.54301662,1.11586712,0.65114070,0.68170105,0.00000000,0.86847526,0.00329337
-4.71535768,2.04119991,0.00049190,0.53285868,1.11786026,0.62800598,0.65115497,0.00000000,0.84126439,0.00317745
-4.70935468,1.98531356,0.00047471,0.52281657,1.11879333,0.60509954,0.62037249,0.00000000,0.81372355,0.00305766
-4.70335168,1.92900582,0.00045979,0.51298994,1.11866901,0.58259336,0.58957960,0.00000000,0.78606363,0.00293475
-4.69734867,1.87280275,0.00044623,0.50348309,1.11754906,0.56066042,0.55902375,0.00000000,0.75853507,0.00280964
-4.69134567,1.81727811,0.00043329,0.49440276,1.11555038,0.53947199,0.52896864,0.00000000,0.73141963,0.00268341
-4.68534267,1.76303838,0.00042041,0.48585541,1.11283805,0.51919482,0.49968800,0.00000000,0.70502067,0.00255722
-4.67933967,1.71070545,0.00040717,0.47794396,1.10961569,0.49998807,0.47145880,0.00000000,0.67965207,0.00243232
-4.67333667,1.66089773,0.00039331,0.47076421,1.10611358,0.48200018,0.44455408,0.00000000,0.65562665,0.00230997
-4.66733367,1.61421034,0.00037867,0.46440090,1.10257494,0.46536569,0.41923581,0.00000000,0.63324420,0.00219145
-4.66133067,1.57119534,0.00036322,0.45892376,1.09924120,0.45020214,0.39574805,0.00000000,0.61278014,0.00207796
-4.65532766,1.53234283,0.00034703,0.45438353,1.09633695,0.43660719,0.37431068,0.00000000,0.59447490,0.00197066
-4.64932466,1.49806381,0.00033023,0.45080843,1.09405542,0.42465604,0.35511413,0.00000000,0.57852483,0.00187055
-4.64332166,1.46867569,0.00031304,0.44820111,1.09254524,0.41439934,0.33831515,0.00000000,0.56507492,0.00177852
