energy_ev,total_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-5.35167584,2.29765461,2.08826227,0.39891139,0.00838858,0.39196944,0.02629564,0.80449103
-5.34567284,2.18784544,1.98986336,0.38104086,0.00794692,0.37328216,0.02509136,0.76579254
-5.33966983,2.07987795,1.88575832,0.36532137,0.00767077,0.35415604,0.02423020,0.72791070
-5.33366683,1.97585186,1.77802228,0.35213146,0.00756379,0.33496328,0.02373388,0.69156954
-5.32766383,1.87803389,1.66880903,0.34189885,0.00763160,0.31609497,0.02362928,0.65755588
-5.32166083,1.78879975,1.56029463,0.33509113,0.00788159,0.29795096,0.02394783,0.62669884
-5.31565783,1.71057317,1.45462359,0.33220462,0.00832272,0.28092977,0.02472464,0.59984841
-5.30965483,1.64576388,1.35385954,0.33375146,0.00896516,0.26541891,0.02599736,0.57785337
-5.30365183,1.59670561,1.25994126,0.34024529,0.00981984,0.25178572,0.02780479,0.56153929
-5.29764882,1.56559548,1.17464496,0.35218573,0.01089787,0.24036898,0.03018527,0.55168675
-5.29164582,1.55443542,1.09955314,0.37004180,0.01220989,0.23147138,0.03317489,0.54901032
-5.28564282,1.56497650,1.03602988,0.39423467,0.01376537,0.22535288,0.03680547,0.55413833
-5.27963982,1.59866651,0.98520223,0.42512010,0.01557184,0.22222498,0.04110256,0.56759381
-5.27363682,1.65660165,0.94794720,0.46297082,0.01763410,0.22224598,0.04608322,0.58977666
-5.26763382,1.73948281,0.92488355,0.50795948,0.01995342,0.22551703,0.05175401,0.62094753
-5.26163082,1.84757739,0.91636788,0.56014271,0.02252681,0.23207912,0.05810890,0.66121347
-5.25562781,1.98068781,0.92249427,0.61944688,0.02534635,0.24191096,0.06512757,0.71051608
-5.24962481,2.13812785,0.94309720,0.68565641,0.02839857,0.25492779,0.07277381,0.76862236
-5.24362181,2.31870859,0.97775741,0.75840524,0.03166405,0.27098116,0.08099449,0.83511917
-5.23761881,2.52073544,1.02581079,0.83717246,0.03511713,0.28985985,0.08971891,0.90941162
-5.23161581,2.74201787,1.08636045,0.92128252,0.03872586,0.31129197,0.09885880,0.99072624
-5.22561281,2.97989360,1.15829245,1.00991098,0.04245213,0.33494844,0.10830890,1.07811951
-5.21960980,3.23126811,1.24029545,1.10209595,0.04625211,0.36044788,0.11794834,1.17049201
-5.21360680,3.49267055,1.33088497,1.19675565,0.05007685,0.38736302,0.12764260,1.26660874
-5.20760380,3.76032576,1.42843246,1.29271199,0.05387320,0.41522875,0.13724633,1.36512544
-5.20160080,4.03024192,1.53119953,1.38871978,0.05758494,0.44355161,0.14660664,1.46462074
-5.19559780,4.29831204,1.63737707,1.48350096,0.06115404,0.47182070,0.15556712,1.56363345
-5.18959480,4.56042677,1.74512897,1.57578278,0.06452222,0.49951983,0.16397216,1.66070419
-5.18359180,4.81259507,1.85263958,1.66433854,0.06763244,0.52614052,0.17167162,1.75441981
-5.17758879,5.05106840,1.95816365,1.74802941,0.07043063,0.55119549,0.17852560,1.84345925
-5.17158579,5.27246351,2.06007717,1.82584540,0.07286726,0.57423220,0.18440905,1.92663877
-5.16558279,5.47387850,2.15692718,1.89694358,0.07489891,0.59484589,0.18921614,2.00295469
-5.15957979,5.65299661,2.24747854,1.96068169,0.07648965,0.61269159,0.19286408,2.07162151
-5.15357679,5.80817249,2.33075515,2.01664510,0.07761226,0.62749454,0.19529628,2.13210338
-5.14757379,5.93849608,2.40607370,2.06466575,0.07824915,0.63905852,0.19648463,2.18413714
-5.14157079,6.04383015,2.47306781,2.10483153,0.07839298,0.64727167,0.19643083,2.22774549
-5.13556778,6.12481857,2.53170077,2.13748541,0.07804694,0.65210938,0.19516668,2.26323903
-5.12956478,6.18286386,2.58226596,2.16321366,0.07722469,0.65363418,0.19275325,2.29120678
-5.12356178,6.22007380,2.62537398,2.18282370,0.07594995,0.65199242,0.18927906,2.31249500
-5.11755878,6.23917874,2.66192672,2.19731178,0.07425569,0.64740784,0.18485718,2.32817497
-5.11155578,6.24342255,2.69307906,2.20782220,0.07218310,0.64017239,0.17962154,2.33950085
-5.10555278,6.23643169,2.72018946,2.21559946,0.06978025,0.63063446,0.17372248,2.34785928
-5.09954977,6.22206797,2.74476155,2.22193557,0.06710051,0.61918528,0.16732178,2.35471290
-5.09354677,6.20427167,2.76837929,2.22811501,0.06420093,0.60624380,0.16058736,2.36154031
-5.08754377,6.18690203,2.79263846,2.23535980,0.06114041,0.59224104,0.15368787,2.36977507
-5.08154077,6.17358246,2.81907780,2.24477743,0.05797800,0.57760433,0.14678744,2.38074673
-5.07553777,6.16755758,2.84911295,2.25731397,0.05477114,0.56274227,0.14004066,2.39562639
-5.06953477,6.17156847,2.88397623,2.27371479,0.05157417,0.54803109,0.13358814,2.41537942
-5.06353177,6.18775182,2.92466511,2.29449456,0.04843689,0.53380283,0.12755271,2.44072742
-5.05752876,6.21756712,2.97190159,2.31991809,0.04540345,0.52033597,0.12203636,2.47212112
-5.05152576,6.26175484,3.02610435,2.34999262,0.04251144,0.50784868,0.11711812,2.50972523
-5.04552276,6.32032673,3.08737458,2.38447196,0.03979132,0.49649496,0.11285273,2.55341588
-5.03951976,6.39258801,3.15549598,2.42287194,0.03726611,0.48636372,0.10927036,2.60279037
-5.03351676,6.47718934,3.22994834,2.46449638,0.03495137,0.47748058,0.10637707,2.65718860
-5.02751376,6.57220541,3.30993390,2.50847198,0.03285546,0.46981228,0.10415621,2.71572492
-5.02151076,6.67523550,3.39441463,2.55379028,0.03098000,0.46327325,0.10257037,2.77732853
-5.01550775,6.78352064,3.48215837,2.59935467,0.02932063,0.45773389,0.10156409,2.84079055
-5.00950475,6.89407127,3.57179130,2.64402982,0.02786782,0.45303019,0.10106689,2.90481516
-5.00350175,7.00379930,3.66185422,2.68669141,0.02660783,0.44897397,0.10099670,2.96807264
-4.99749875,7.10964825,3.75085966,2.72627372,0.02552379,0.44536332,0.10126339,3.02925167
-4.99149575,7.20871591,3.83734751,2.76181303,0.02459673,0.44199280,0.10177237,3.08710882
-4.98549275,7.29836425,3.91993657,2.79248495,0.02380656,0.43866280,0.10242805,3.14051306
-4.97948974,7.37631270,3.99737013,2.81763453,0.02313305,0.43518778,0.10313706,3.18848382
-4.97348674,7.44071148,4.06855397,2.83679781,0.02255668,0.43140315,0.10381113,3.23022108
-4.96748374,7.49019315,4.13258566,2.84971470,0.02205928,0.42717047,0.10436960,3.26512696
-4.96148074,7.52390156,4.18877449,2.85633280,0.02162465,0.42238103,0.10474140,3.29281815
-4.95547774,7.54149840,4.23665193,2.85680273,0.02123886,0.41695766,0.10486654,3.31312948
-4.94947474,7.54314875,4.27597292,2.85146554,0.02089051,0.41085497,0.10469706,3.32610876
-4.94347174,7.52948750,4.30670848,2.84083330,0.02057078,0.40405811,0.10419754,3.33200403
-4.93746873,7.50156953,4.32903080,2.82556402,0.02027327,0.39658035,0.10334504,3.33124377
-4.93146573,7.46080667,4.34329183,2.80643225,0.01999382,0.38845953,0.10212871,3.32441165
-4.92546273,7.40889489,4.34999657,2.78429672,0.01973014,0.37975391,0.10054891,3.31221693
-4.91945973,7.34773505,4.34977265,2.76006640,0.01948142,0.37053755,0.09861619,3.29546181
-4.91345673,7.27935071,4.34333731,2.73466627,0.01924784,0.36089550,0.09634989,3.27500716
-4.90745373,7.20580596,4.33146310,2.70900391,0.01903013,0.35091903,0.09377670,3.25173785
-4.90145073,7.12912611,4.31494359,2.68393794,0.01882905,0.34070125,0.09092911,3.22652870
-4.89544772,7.05122372,4.29456005,2.66024921,0.01864505,0.33033308,0.08784385,3.20021234
-4.88944472,6.97383196,4.27105014,2.63861528,0.01847785,0.31989990,0.08456038,3.17354952
-4.88344172,6.89844699,4.24507941,2.61958895,0.01832621,0.30947885,0.08111953,3.14720304
-4.87743872,6.82628072,4.21721641,2.60358114,0.01818775,0.29913687,0.07756220,3.12171558
-4.87143572,6.75822480,4.18791200,2.59084840,0.01805886,0.28892947,0.07392831,3.09749227
-4.86543272,6.69482670,4.15748348,2.58148550,0.01793474,0.27890022,0.07025584,3.07478814
-4.85942971,6.63627811,4.12610402,2.57542291,0.01780953,0.26908087,0.06658019,3.05370109
-4.85342671,6.58241604,4.09379762,2.57242963,0.01767651,0.25949209,0.06293357,3.03417026
-4.84742371,6.53273630,4.06044010,2.57212109,0.01752840,0.25014467,0.05934469,3.01598013
-4.84142071,6.48641912,4.02576596,2.57397213,0.01735763,0.24104108,0.05583858,2.99877028
-4.83541771,6.44236631,3.98938127,2.57733486,0.01715676,0.23217734,0.05243647,2.98205047
-4.82941471,6.39924888,3.95078225,2.58146111,0.01691879,0.22354507,0.04915590,2.96522094
-4.82341171,6.35556403,3.90937903,2.58552894,0.01663753,0.21513361,0.04601087,2.94759722
-4.81740870,6.30969976,3.86452412,2.58867262,0.01630791,0.20693214,0.04301207,2.92843887
-4.81140570,6.26000537,3.81554439,2.59001537,0.01592622,0.19893169,0.04016716,2.90698123
-4.80540270,6.20486557,3.76177579,2.58870386,0.01549030,0.19112707,0.03748109,2.88246923
-4.79939970,6.14277586,3.70259934,2.58394350,0.01499967,0.18351851,0.03495645,2.85419203
-4.79339670,6.07241668,3.63747697,2.57503336,0.01445558,0.17611315,0.03259381,2.82151737
-4.78739370,5.99272359,3.56598610,2.56139958,0.01386094,0.16892621,0.03039207,2.78392427
-4.78139070,5.90295121,3.48785105,2.54262601,0.01322023,0.16198184,0.02834878,2.74103288
-4.77538769,5.80272830,3.40297047,2.51848099,0.01253932,0.15531378,0.02646046,2.69263038
-4.76938469,5.69210199,3.31143920,2.48893930,0.01182523,0.14896558,0.02472291,2.63869180
-4.76338169,5.57156954,3.21356393,2.45419824,0.01108588,0.14299064,0.02313142,2.57939500
-4.75737869,5.44209616,3.10987175,2.41468729,0.01032977,0.13745189,0.02168107,2.51512919
-4.75137569,5.30511825,3.00111143,2.37107085,0.00956570,0.13242119,0.02036687,2.44649665
-4.74537269,5.16253187,2.88824725,2.32424377,0.00880249,0.12797848,0.01918399,2.37430749
-4.73936968,5.01666651,2.77244566,2.27531972,0.00804866,0.12421066,0.01812786,2.29956775
-4.73336668,4.87024507,2.65505534,2.22561269,0.00731219,0.12121019,0.01719427,2.22346114
-4.72736368,4.72633115,2.53758137,2.17661202,0.00660037,0.11907349,0.01637950,2.14732510
-4.72136068,4.58826524,2.42165446,2.12995162,0.00591955,0.11789910,0.01568027,2.07262196
-4.71535768,4.45959145,2.30899633,2.08737423,0.00527512,0.11778557,0.01509380,2.00090604
-4.70935468,4.34397685,2.20138225,2.05069155,0.00467136,0.11882929,0.01461776,1.93378780
-4.70335168,4.24512547,2.10060186,2.02174127,0.00411149,0.12112199,0.01425021,1.87289587
-4.69734867,4.16668890,2.00841932,2.00234207,0.00359764,0.12474819,0.01398946,1.81983806
-4.69134567,4.11217567,1.92653372,1.99424754,0.00313096,0.12978256,0.01383404,1.77616229
-4.68534267,4.08486126,1.85654046,1.99910017,0.00271166,0.13628715,0.01378245,1.74331815
-4.67933967,4.08770071,1.79989447,2.01838631,0.00233917,0.14430874,0.01383311,1.72262009
-4.67333667,4.12324549,1.75787577,2.05339318,0.00201222,0.15387612,0.01398412,1.71521278
-4.66733367,4.19356649,1.73155781,2.10516891,0.00172901,0.16499772,0.01423313,1.72203938
-4.66133067,4.30018459,1.72177920,2.17448646,0.00148731,0.17765930,0.01457721,1.74381321
-4.65532766,4.44401065,1.72911917,2.26181246,0.00128462,0.19182223,0.01501271,1.78099347
-4.64932466,4.62529624,1.75387709,2.36728169,0.00111827,0.20742205,0.01553514,1.83376543
-4.64332166,4.84359688,1.79605674,2.49067831,0.00098553,0.22436772,0.01613916,1.90202559
-4.63731866,5.09774914,1.85535556,2.63142438,0.00088370,0.24254160,0.01681848,1.98537240
-4.63131566,5.38586311,1.93115951,2.78857664,0.00081017,0.26180015,0.01756595,2.08310277
-4.62531266,5.70533150,2.02254409,2.96083207,0.00076253,0.28197559,0.01837360,2.19421508
-4.61930965,6.05285628,2.12828194,3.14654274,0.00073855,0.30287844,0.01923273,2.31741878
-4.61330665,6.42449386,2.24685747,3.34374042,0.00073622,0.32430113,0.02013411,2.45115102
-4.60730365,6.81571877,2.37648880,3.55017074,0.00075382,0.34602250,0.02106814,2.59360027
-4.60130065,7.22150583,2.51515717,3.76333701,0.00078985,0.36781328,0.02202507,2.74273704
-4.59529765,7.63642983,2.66064362,3.98055295,0.00084308,0.38944239,0.02299526,2.89635117
-4.58929465,8.05478105,2.81057250,4.19900347,0.00091251,0.41068398,0.02396941,3.05209539
-4.58329165,8.47069450,2.96246117,4.41581228,0.00099733,0.43132494,0.02493880,3.20753416
-4.57728864,8.87828947,3.11377460,4.62811460,0.00109695,0.45117275,0.02589553,3.36019671
-4.57128564,9.27181593,3.26198370,4.83313301,0.00121092,0.47006331,0.02683270,3.50763301
-4.56528264,9.64580308,3.40462540,5.02825408,0.00133889,0.48786865,0.02774456,3.64747087
-4.55927964,9.99520553,3.53936277,5.21110345,0.00148064,0.50450392,0.02862666,3.77747261
-4.55327664,10.31554186,3.66404294,5.37961648,0.00163595,0.51993365,0.02947581,3.89558922
-4.54727364,10.60302056,3.77675083,5.53210220,0.00180462,0.53417692,0.03029015,4.00001029
-4.54127064,10.85464870,3.87585660,5.66729788,0.00198641,0.54731105,0.03106902,4.08920771
-4.53526763,11.06831895,3.96005501,5.78441219,0.00218097,0.55947383,0.03181283,4.16197162
-4.52926463,11.24287165,4.02839524,5.88315516,0.00238786,0.57086406,0.03252285,4.21743724
-4.52326163,11.37812937,4.08029999,5.96375379,0.00260645,0.58174029,0.03320097,4.25510158
-4.51725863,11.47490283,4.11557347,6.02695255,0.00283588,0.59241794,0.03384945,4.27482942
-4.51125563,11.53496799,4.13439798,6.07399887,0.00307509,0.60326474,0.03447056,4.27684851
-4.50525263,11.56101579,4.13731978,6.10661421,0.00332272,0.61469479,0.03506634,4.26173433
-4.49924962,11.55657672,4.12522520,6.12695199,0.00357713,0.62716147,0.03563828,4.23038529
-4.49324662,11.52592391,4.09930839,6.13754418,0.00383640,0.64114944,0.03618707,4.18398950
-4.48724362,11.47395894,4.06103263,6.14123862,0.00409829,0.65716614,0.03671244,4.12398479
-4.48124062,11.40608534,4.01208716,6.14112971,0.00436031,0.67573311,0.03721299,4.05201372
-4.47523762,11.32807473,3.95434170,6.14048491,0.00461968,0.69737739,0.03768615,3.96987550
-4.46923462,11.24593078,3.88980071,6.14266975,0.00487346,0.72262342,0.03812820,3.87947678
-4.46323162,11.16575562,3.82055936,6.15107357,0.00511850,0.75198547,0.03853443,3.78278317
-4.45722861,11.09362268,3.74876268,6.16903823,0.00535159,0.78596088,0.03889931,3.68177307
-4.45122561,11.03545917,3.67656920,6.19979122,0.00556950,0.82502416,0.03921676,3.57839530
-4.44522261,10.99694049,3.60611975,6.24638461,0.00576905,0.86962175,0.03948052,3.47453140
-4.43921961,10.98339762,3.53951170,6.31164027,0.00594720,0.92016747,0.03968454,3.37196351
-4.43321661,10.99973785,3.47877832,6.39810169,0.00610118,0.97703830,0.03982335,3.27234789
-4.42721361,11.05037807,3.42587277,6.50799221,0.00622851,1.04057032,0.03989253,3.17719434
-4.42121061,11.13918926,3.38265554,6.64317900,0.00632712,1.11105434,0.03988904,3.08785099
-4.41520760,11.26945025,3.35088421,6.80514221,0.00639538,1.18873106,0.03981159,3.00549409
-4.40920460,11.44380880,3.33220410,6.99494828,0.00643223,1.27378523,0.03966092,2.93112196
-4.40320160,11.66424770,3.32813835,7.21322677,0.00643710,1.36633884,0.03943993,2.86555258
-4.39719860,11.93205414,3.34007635,7.46015000,0.00641006,1.46644290,0.03915384,2.80942368
-4.39119560,12.24779108,3.36925919,7.73541522,0.00635173,1.57406803,0.03881007,2.76319500
-4.38519260,12.61126973,3.41676163,8.03822912,0.00626330,1.68909373,0.03841817,2.72715180
-4.37918959,13.02152327,3.48347012,8.36729524,0.00614650,1.81129677,0.03798954,2.70140934
-4.37318659,13.47678247,3.57005694,8.72080478,0.00600354,1.94033902,0.03753708,2.68591783
-4.36718359,13.97445487,3.67695112,9.09643197,0.00583704,2.07575527,0.03707476,2.68046797
-4.36118059,14.51110953,3.80430684,9.49133525,0.00564995,2.21694172,0.03661715,2.68469675
-4.35517759,15.08247008,3.95197103,9.90216576,0.00544550,2.36314606,0.03617881,2.69809388
-4.34917459,15.68341907,4.11945149,10.32508465,0.00522705,2.51345972,0.03577382,2.72000892
-4.34317159,16.30801655,4.30588772,10.75579077,0.00499804,2.66681347,0.03541517,2.74965946
-4.33716858,16.94953601,4.51002644,11.18955985,0.00476190,2.82197696,0.03511426,2.78614059
-4.33116558,17.60052003,4.73020392,11.62129632,0.00452193,2.97756310,0.03488045,2.82843592
-4.32516258,18.25285772,4.96433719,12.04559810,0.00428128,3.13203785,0.03472063,2.87543040
-4.31915958,18.89788509,5.20992602,12.45683456,0.00404280,3.28373587,0.03463898,2.92592512
-4.31315658,19.52650862,5.46406713,12.84923691,0.00380910,3.43088223,0.03463672,2.97865402
-4.30715358,20.12935114,5.72348185,13.21699978,0.00358241,3.57162014,0.03471208,3.03230267
