energy_ev,total_up,N_s_up,N_p_up,Sc_p_up,Sc_d_up,Te_p_up,Te_d_up,Zr_p_up,Zr_d_up
-5.79589795,2.87902134,0.01151269,0.41795678,0.87225317,0.50312595,1.59533897,0.00000000,1.46764322,0.51537126
-5.78989495,2.87692504,0.01177549,0.41746724,0.87867348,0.49557131,1.60170789,0.00000000,1.47434448,0.51387787
-5.78389195,2.87299829,0.01202525,0.41614536,0.88374383,0.48779437,1.60779752,0.00000000,1.47928143,0.51174382
-5.77788894,2.86730991,0.01226114,0.41401644,0.88737487,0.47993828,1.61352541,0.00000000,1.48233710,0.50903082
-5.77188594,2.85979141,0.01248241,0.41109798,0.88946166,0.47211750,1.61871793,0.00000000,1.48335590,0.50578102
-5.76588294,2.85023726,0.01268841,0.40739845,0.88988592,0.46441504,1.62311414,0.00000000,1.48214694,0.50201491
-5.75987994,2.83831319,0.01287845,0.40291704,0.88851968,0.45688123,1.62637416,0.00000000,1.47849037,0.49773057
-5.75387694,2.82357184,0.01305185,0.39764436,0.88523019,0.44953397,1.62809195,0.00000000,1.47214632,0.49290450
-5.74787394,2.80547519,0.01320778,0.39156417,0.87988573,0.44236043,1.62781160,0.00000000,1.46286598,0.48749375
-5.74187094,2.78342246,0.01334529,0.38465584,0.87236225,0.43531999,1.62504655,0.00000000,1.45040428,0.48143945
-5.73586793,2.75678202,0.01346323,0.37689746,0.86255019,0.42834829,1.61930076,0.00000000,1.43453328,0.47467128
-5.72986493,2.72492557,0.01356022,0.36826944,0.85036133,0.42136207,1.61009080,0.00000000,1.41505568,0.46711282
-5.72386193,2.68726292,0.01363463,0.35875823,0.83573525,0.41426463,1.59696776,0.00000000,1.39181755,0.45868735
-5.71785893,2.64327544,0.01368459,0.34835990,0.81864490,0.40695161,1.57953799,0.00000000,1.36471962,0.44932378
-5.71185593,2.59254662,0.01370802,0.33708350,0.79910115,0.39931676,1.55748172,0.00000000,1.33372659,0.43896236
-5.70585293,2.53478811,0.01370266,0.32495374,0.77715598,0.39125752,1.53056872,0.00000000,1.29887376,0.42755989
-5.69984992,2.46986021,0.01366615,0.31201293,0.75290408,0.38268017,1.49867025,0.00000000,1.26027092,0.41509409
-5.69384692,2.39778577,0.01359613,0.29832209,0.72648292,0.37350439,1.46176699,0.00000000,1.21810318,0.40156698
-5.68784392,2.31875700,0.01349033,0.28396105,0.69807109,0.36366690,1.41995256,0.00000000,1.17262869,0.38700696
-5.68184092,2.23313529,0.01334669,0.26902753,0.66788512,0.35312437,1.37343267,0.00000000,1.12417372,0.37146974
-5.67583792,2.14144392,0.01316348,0.25363545,0.63617491,0.34185533,1.32252007,0.00000000,1.07312508,0.35503792
-5.66983492,2.04435460,0.01293940,0.23791227,0.60321798,0.32986106,1.26762567,0.00000000,1.01992055,0.33781930
-5.66383192,1.94266856,0.01267373,0.22199578,0.56931279,0.31716568,1.20924631,0.00000000,0.96503781,0.31994420
-5.65782891,1.83729328,0.01236640,0.20603047,0.53477152,0.30381523,1.14795006,0.00000000,0.90898236,0.30156182
-5.65182591,1.72921620,0.01201803,0.19016355,0.49991251,0.28987611,1.08435945,0.00000000,0.85227509,0.28283591
-5.64582291,1.61947677,0.01163005,0.17454108,0.46505287,0.27543279,1.01913376,0.00000000,0.79544010,0.26394005
-5.63981991,1.50913799,0.01120464,0.15930414,0.43050133,0.26058508,0.95295099,0.00000000,0.73899320,0.24505274
-5.63381691,1.39925896,0.01074475,0.14458553,0.39655184,0.24544492,0.88649023,0.00000000,0.68343155,0.22635257
-5.62781391,1.29086931,0.01025408,0.13050685,0.36347795,0.23013309,0.82041529,0.00000000,0.62922479,0.20801369
-5.62181091,1.18494656,0.00973693,0.11717630,0.33152824,0.21477571,0.75535988,0.00000000,0.57680794,0.19020178
-5.61580790,1.08239712,0.00919819,0.10468713,0.30092290,0.19950094,0.69191501,0.00000000,0.52657610,0.17307067
-5.60980490,0.98404131,0.00864313,0.09311681,0.27185148,0.18443568,0.63061888,0.00000000,0.47888102,0.15675966
-5.60380190,0.89060266,0.00807733,0.08252692,0.24447178,0.16970272,0.57194927,0.00000000,0.43402948,0.14139170
-5.59779890,0.80270150,0.00750648,0.07296362,0.21890991,0.15541809,0.51631865,0.00000000,0.39228328,0.12707227
-5.59179590,0.72085251,0.00693629,0.06445865,0.19526128,0.14168894,0.46407177,0.00000000,0.35386053,0.11388908
-5.58579290,0.64546589,0.00637227,0.05703076,0.17359246,0.12861176,0.41548568,0.00000000,0.31893817,0.10191239
-5.57978989,0.57685161,0.00581967,0.05068737,0.15394371,0.11627114,0.37077166,0.00000000,0.28765507,0.09119584
-5.57378689,0.51522592,0.00528331,0.04542639,0.13633200,0.10473890,0.33007893,0.00000000,0.26011572,0.08177779
-5.56778389,0.46071965,0.00476751,0.04123796,0.12075425,0.09407370,0.29349959,0.00000000,0.23639388,0.07368277
-5.56178089,0.41338735,0.00427600,0.03810612,0.10719075,0.08432097,0.26107444,0.00000000,0.21653609,0.06692315
-5.55577789,0.37321670,0.00381189,0.03601017,0.09560842,0.07551320,0.23279925,0.00000000,0.20056462,0.06150075
-5.54977489,0.34013753,0.00337766,0.03492567,0.08596383,0.06767050,0.20863107,0.00000000,0.18847974,0.05740823
-5.54377189,0.31402993,0.00297511,0.03482513,0.07820585,0.06080127,0.18849428,0.00000000,0.18026112,0.05463032
-5.53776888,0.29473102,0.00260545,0.03567820,0.07227782,0.05490313,0.17228609,0.00000000,0.17586821,0.05314459
-5.53176588,0.28204011,0.00226932,0.03745145,0.06811911,0.04996382,0.15988123,0.00000000,0.17523972,0.05292196
-5.52576288,0.27572217,0.00196686,0.04010780,0.06566618,0.04596213,0.15113574,0.00000000,0.17829210,0.05392669
-5.51975988,0.27550961,0.00169779,0.04360559,0.06485295,0.04286885,0.14588980,0.00000000,0.18491728,0.05611613
-5.51375688,0.28110255,0.00146151,0.04789752,0.06561072,0.04064763,0.14396957,0.00000000,0.19497989,0.05944006
-5.50775388,0.29216781,0.00125720,0.05292931,0.06786760,0.03925576,0.14518820,0.00000000,0.20831412,0.06383984
-5.50175088,0.30833721,0.00108391,0.05863854,0.07154752,0.03864490,0.14934606,0.00000000,0.22472064,0.06924746
-5.49574787,0.32920539,0.00094069,0.06495352,0.07656903,0.03876172,0.15623055,0.00000000,0.24396394,0.07558454
-5.48974487,0.35432802,0.00082662,0.07179242,0.08284407,0.03954856,0.16561556,0.00000000,0.26577032,0.08276150
-5.48374187,0.38322056,0.00074100,0.07906285,0.09027667,0.04094396,0.17726098,0.00000000,0.28982708,0.09067702
-5.47773887,0.41535848,0.00068334,0.08666184,0.09876194,0.04288335,0.19091245,0.00000000,0.31578299,0.09921781
-5.47173587,0.45017906,0.00065346,0.09447644,0.10818540,0.04529969,0.20630159,0.00000000,0.34325054,0.10825900
-5.46573287,0.48708534,0.00065158,0.10238490,0.11842277,0.04812429,0.22314703,0.00000000,0.37180984,0.11766495
-5.45972986,0.52545237,0.00067832,0.11025842,0.12934036,0.05128766,0.24115626,0.00000000,0.40101457,0.12729083
-5.45372686,0.56463582,0.00073473,0.11796363,0.14079607,0.05472060,0.26002847,0.00000000,0.43039961,0.13698475
-5.44772386,0.60398285,0.00082232,0.12536546,0.15264107,0.05835533,0.27945845,0.00000000,0.45949044,0.14659051
-5.44172086,0.64284501,0.00094303,0.13233049,0.16472217,0.06212680,0.29914134,0.00000000,0.48781384,0.15595090
-5.43571786,0.68059277,0.00109921,0.13873069,0.17688468,0.06597410,0.31877832,0.00000000,0.51490961,0.16491138
-5.42971486,0.71663093,0.00129360,0.14444718,0.18897583,0.06984189,0.33808273,0.00000000,0.54034279,0.17332407
-5.42371186,0.75041444,0.00152920,0.14937406,0.20084841,0.07368182,0.35678670,0.00000000,0.56371581,0.18105182
-5.41770885,0.78146372,0.00180925,0.15342199,0.21236462,0.07745392,0.37464754,0.00000000,0.58468004,0.18797220
-5.41170585,0.80937870,0.00213710,0.15652143,0.22339984,0.08112771,0.39145400,0.00000000,0.60294611,0.19398122
-5.40570285,0.83385082,0.00251608,0.15862529,0.23384601,0.08468325,0.40703158,0.00000000,0.61829250,0.19899654
-5.39969985,0.85467229,0.00294937,0.15971090,0.24361465,0.08811167,0.42124692,0.00000000,0.63057190,0.20296005
-5.39369685,0.87174194,0.00343986,0.15978118,0.25263908,0.09141543,0.43401077,0.00000000,0.63971504,0.20583972
-5.38769385,0.88506741,0.00398996,0.15886494,0.26087587,0.09460814,0.44527938,0.00000000,0.64573173,0.20763047
-5.38169085,0.89476321,0.00460146,0.15701631,0.26830524,0.09771383,0.45505412,0.00000000,0.64870898,0.20835418
-5.37568784,0.90104480,0.00527538,0.15431315,0.27493055,0.10076578,0.46337936,0.00000000,0.64880643,0.20805870
-5.36968484,0.90421888,0.00601173,0.15085484,0.28077665,0.10380488,0.47033861,0.00000000,0.64624921,0.20681599
-5.36368184,0.90467026,0.00680944,0.14675913,0.28588738,0.10687751,0.47604907,0.00000000,0.64131855,0.20471942
-5.35767884,0.90284586,0.00766619,0.14215858,0.29032215,0.11003313,0.48065495,0.00000000,0.63434086,0.20188042
-5.35167584,0.89923680,0.00857828,0.13719648,0.29415193,0.11332155,0.48431978,0.00000000,0.62567555,0.19842461
-5.34567284,0.89435922,0.00954058,0.13202252,0.29745474,0.11679009,0.48721813,0.00000000,0.61570246,0.19448761
-5.33966983,0.88873496,0.01054647,0.12678844,0.30031099,0.12048069,0.48952734,0.00000000,0.60480932,0.19021075
-5.33366683,0.88287290,0.01158783,0.12164380,0.30279885,0.12442720,0.49141944,0.00000000,0.59337998,0.18573683
-5.32766383,0.87725191,0.01265510,0.11673199,0.30498997,0.12865289,0.49305399,0.00000000,0.58178380,0.18120621
-5.32166083,0.87230622,0.01373734,0.11218672,0.30694579,0.13316846,0.49457197,0.00000000,0.57036670,0.17675324
-5.31565783,0.86841367,0.01482242,0.10812902,0.30871452,0.13797044,0.49609124,0.00000000,0.55944406,0.17250331
-5.30965483,0.86588760,0.01589718,0.10466489,0.31032918,0.14304045,0.49770362,0.00000000,0.54929569,0.16857046
-5.30365183,0.86497229,0.01694767,0.10188361,0.31180661,0.14834495,0.49947394,0.00000000,0.54016290,0.16505579
-5.29764882,0.86584215,0.01795945,0.09985669,0.31314750,0.15383594,0.50144084,0.00000000,0.53224745,0.16204636
-5.29164582,0.86860458,0.01891792,0.09863751,0.31433759,0.15945228,0.50361941,0.00000000,0.52571225,0.15961487
-5.28564282,0.87330582,0.01980863,0.09826154,0.31534970,0.16512186,0.50600535,0.00000000,0.52068338,0.15781983
-5.27963982,0.87993959,0.02061770,0.09874709,0.31614671,0.17076434,0.50858047,0.00000000,0.51725320,0.15670616
-5.27363682,0.88845770,0.02133213,0.10009637,0.31668506,0.17629446,0.51131904,0.00000000,0.51548400,0.15630616
-5.26763382,0.89878177,0.02194023,0.10229705,0.31691873,0.18162576,0.51419472,0.00000000,0.51541185,0.15664066
-5.26163082,0.91081561,0.02243190,0.10532383,0.31680336,0.18667448,0.51718747,0.00000000,0.51705032,0.15772027
-5.25562781,0.92445710,0.02279900,0.10914022,0.31630028,0.19136361,0.52029012,0.00000000,0.52039368,0.15954657
-5.24962481,0.93960919,0.02303556,0.11370034,0.31538027,0.19562665,0.52351408,0.00000000,0.52541952,0.16211321
-5.24362181,0.95618914,0.02313801,0.11895060,0.31402671,0.19941114,0.52689388,0.00000000,0.53209047,0.16540681
-5.23761881,0.97413573,0.02310532,0.12483130,0.31223806,0.20268163,0.53049018,0.00000000,0.54035523,0.16940761
-5.23161581,0.99341395,0.02293904,0.13127817,0.31002947,0.20542198,0.53439104,0.00000000,0.55014874,0.17408995
-5.22561281,1.01401710,0.02264330,0.13822359,0.30743346,0.20763686,0.53871134,0.00000000,0.56139195,0.17942246
-5.21960980,1.03596627,0.02222468,0.14559791,0.30449961,0.20935242,0.54359032,0.00000000,0.57399110,0.18536816
-5.21360680,1.05930741,0.02169209,0.15333045,0.30129332,0.21061601,0.54918731,0.00000000,0.58783709,0.19188441
-5.20760380,1.08410629,0.02105647,0.16135063,0.29789372,0.21149504,0.55567587,0.00000000,0.60280498,0.19892286
-5.20160080,1.11044183,0.02033048,0.16958894,0.29439083,0.21207499,0.56323660,0.00000000,0.61875410,0.20642944
-5.19559780,1.13839834,0.01952820,0.17797803,0.29088216,0.21245664,0.57204901,0.00000000,0.63552885,0.21434457
-5.18959480,1.16805732,0.01866465,0.18645389,0.28746895,0.21275280,0.58228289,0.00000000,0.65296057,0.22260349
-5.18359180,1.19948938,0.01775543,0.19495702,0.28425228,0.21308446,0.59408962,0.00000000,0.67087042,0.23113693
-5.17758879,1.23274694,0.01681630,0.20343389,0.28132920,0.21357687,0.60759387,0.00000000,0.68907337,0.23987215
-5.17158579,1.26785821,0.01586276,0.21183832,0.27878919,0.21435536,0.62288628,0.00000000,0.70738331,0.24873414
-5.16558279,1.30482289,0.01490966,0.22013310,0.27671105,0.21554144,0.64001737,0.00000000,0.72561893,0.25764737
-5.15957979,1.34360995,0.01397092,0.22829153,0.27516049,0.21724909,0.65899323,0.00000000,0.74361032,0.26653756
-5.15357679,1.38415755,0.01305919,0.23629893,0.27418839,0.21958157,0.67977304,0.00000000,0.76120583,0.27533390
-5.14757379,1.42637522,0.01218571,0.24415410,0.27382994,0.22262870,0.70226883,0.00000000,0.77827886,0.28397115
-5.14157079,1.47014802,0.01136014,0.25187042,0.27410462,0.22646485,0.72634729,0.00000000,0.79473419,0.29239197
-5.13556778,1.51534245,0.01059047,0.25947673,0.27501701,0.23114751,0.75183377,0.00000000,0.81051338,0.30054895
-5.12956478,1.56181362,0.00988310,0.26701774,0.27655831,0.23671658,0.77851808,0.00000000,0.82559892,0.30840656
-5.12356178,1.60941314,0.00924285,0.27455388,0.27870848,0.24319421,0.80616195,0.00000000,0.84001672,0.31594263
-5.11755878,1.65799718,0.00867314,0.28216065,0.28143893,0.25058524,0.83450761,0.00000000,0.85383665,0.32314950
-5.11155578,1.70743398,0.00817612,0.28992727,0.28471538,0.25887804,0.86328715,0.00000000,0.86717110,0.33003453
-5.10555278,1.75761023,0.00775298,0.29795470,0.28850089,0.26804563,0.89223204,0.00000000,0.88017123,0.33662006
-5.09954977,1.80843590,0.00740408,0.30635304,0.29275876,0.27804716,0.92108237,0.00000000,0.89302119,0.34294271
-5.09354677,1.85984684,0.00712929,0.31523832,0.29745513,0.28882930,0.94959530,0.00000000,0.90593035,0.34905206
-5.08754377,1.91180518,0.00692818,0.32472886,0.30256120,0.30032775,0.97755219,0.00000000,0.91912379,0.35500869
-5.08154077,1.96429704,0.00680023,0.33494113,0.30805477,0.31246864,1.00476422,0.00000000,0.93283155,0.36088172
-5.07553777,2.01732798,0.00674506,0.34598555,0.31392121,0.32516976,1.03107606,0.00000000,0.94727697,0.36674581
-5.06953477,2.07091604,0.00676251,0.35796201,0.32015363,0.33834168,1.05636757,0.00000000,0.96266476,0.37267791
-5.06353177,2.12508304,0.00685274,0.37095568,0.32675249,0.35188863,1.08055352,0.00000000,0.97916931,0.37875379
-5.05752876,2.17984450,0.00701626,0.38503292,0.33372433,0.36570928,1.10358128,0.00000000,0.99692382,0.38504443
-5.05152576,2.23519878,0.00725388,0.40023777,0.34108017,0.37969741,1.12542696,0.00000000,1.01601089,0.39161268
-5.04552276,2.29111625,0.00756661,0.41658889,0.34883325,0.39374251,1.14609007,0.00000000,1.03645490,0.39851002
-5.03951976,2.34752900,0.00795550,0.43407731,0.35699658,0.40773036,1.16558726,0.00000000,1.05821677,0.40577380
-5.03351676,2.40432189,0.00842144,0.45266486,0.36558027,0.42154378,1.18394547,0.00000000,1.08119131,0.41342496
-5.02751376,2.46132545,0.00896487,0.47228354,0.37458898,0.43506341,1.20119501,0.00000000,1.10520737,0.42146641
-5.02151076,2.51831106,0.00958557,0.49283568,0.38401938,0.44816872,1.21736300,0.00000000,1.13003079,0.42988200
-5.01550775,2.57498892,0.01028233,0.51419499,0.39385809,0.46073924,1.23246748,0.00000000,1.15537015,0.43863629
-5.00950475,2.63100883,0.01105266,0.53620834,0.40407998,0.47265605,1.24651271,0.00000000,1.18088505,0.44767498
-5.00350175,2.68596395,0.01189258,0.55869832,0.41464706,0.48380342,1.25948577,0.00000000,1.20619649,0.45692603
-4.99749875,2.73939745,0.01279633,0.58146640,0.42550803,0.49407079,1.27135475,0.00000000,1.23089904,0.46630146
-4.99149575,2.79081180,0.01375628,0.60429657,0.43659844,0.50335489,1.28206857,0.00000000,1.25457426,0.47569966
-4.98549275,2.83968049,0.01476276,0.62695948,0.44784161,0.51156206,1.29155852,0.00000000,1.27680468,0.48500822
-4.97948974,2.88546174,0.01580410,0.64921678,0.45915026,0.51861060,1.29974131,0.00000000,1.29718796,0.49410715
-4.97348674,2.92761381,0.01686669,0.67082580,0.47042871,0.52443328,1.30652371,0.00000000,1.31535059,0.50287233
-4.96748374,2.96561141,0.01793515,0.69154430,0.48157579,0.52897978,1.31180835,0.00000000,1.33096059,0.51117922
-4.96148074,2.99896289,0.01899262,0.71113529,0.49248815,0.53221904,1.31550056,0.00000000,1.34373881,0.51890659
-4.95547774,3.02722745,0.02002106,0.72937190,0.50306411,0.53414143,1.31751590,0.00000000,1.35346851,0.52594027
-4.94947474,3.05003217,0.02100177,0.74604220,0.51320764,0.53476072,1.31778808,0.00000000,1.36000289,0.53217683
-4.94347174,3.06708817,0.02191582,0.76095389,0.52283263,0.53411566,1.31627682,0.00000000,1.36327036,0.53752698
-4.93746873,3.07820538,0.02274466,0.77393887,0.53186704,0.53227113,1.31297534,0.00000000,1.36327757,0.54191884
-4.93146573,3.08330555,0.02347064,0.78485752,0.54025691,0.52931871,1.30791709,0.00000000,1.36010996,0.54530072
-4.92546273,3.08243265,0.02407761,0.79360260,0.54796989,0.52537667,1.30118130,0.00000000,1.35393015,0.54764349
-4.91945973,3.07576042,0.02455144,0.80010279,0.55499831,0.52058915,1.29289696,0.00000000,1.34497394,0.54894243
-4.91345673,3.06359620,0.02488053,0.80432544,0.56136135,0.51512447,1.28324501,0.00000000,1.33354433,0.54921839
-4.90745373,3.04638081,0.02505620,0.80627870,0.56710635,0.50917265,1.27245825,0.00000000,1.32000347,0.54851827
-4.90145073,3.02468383,0.02507302,0.80601263,0.57230886,0.50294183,1.26081893,0.00000000,1.30476296,0.54691468
-4.89544772,2.99919403,0.02492901,0.80361924,0.57707163,0.49665385,1.24865386,0.00000000,1.28827252,0.54450469
-4.88944472,2.97070489,0.02462569,0.79923143,0.58152210,0.49053884,1.23632696,0.00000000,1.27100744,0.54140770
-4.88344172,2.94009521,0.02416809,0.79302051,0.58580868,0.48482901,1.22422937,0.00000000,1.25345499,0.53776249
-4.87743872,2.90830512,0.02356449,0.78519254,0.59009570,0.47975173,1.21276746,0.00000000,1.23610026,0.53372326
-4.87143572,2.87630820,0.02282621,0.77598343,0.59455725,0.47552223,1.20234898,0.00000000,1.21941168,0.52945498
-4.86543272,2.84508053,0.02196717,0.76565281,0.59937008,0.47233593,1.19336804,0.00000000,1.20382686,0.52512817
-4.85942971,2.81556785,0.02100342,0.75447706,0.60470585,0.47036103,1.18618940,0.00000000,1.18973906,0.52091310
-4.85342671,2.78865229,0.01995265,0.74274169,0.61072305,0.46973140,1.18113286,0.00000000,1.17748497,0.51697392
-4.84742371,2.76512003,0.01883352,0.73073327,0.61755909,0.47054029,1.17845856,0.00000000,1.16733428,0.51346271
-4.84142071,2.74563176,0.01766521,0.71873155,0.62532271,0.47283520,1.17835390,0.00000000,1.15948157,0.51051402
-4.83541771,2.73069736,0.01646674,0.70700182,0.63408749,0.47661409,1.18092291,0.00000000,1.15404105,0.50823984
-4.82941471,2.72065627,0.01525653,0.69578823,0.64388644,0.48182342,1.18617864,0.00000000,1.15104447,0.50672565
-4.82341171,2.71566484,0.01405188,0.68530809,0.65470834,0.48835803,1.19403913,0.00000000,1.15044257,0.50602742
-4.81740870,2.71569152,0.01286862,0.67574768,0.66649580,0.49606304,1.20432740,0.00000000,1.15211003,0.50616999
-4.81140570,2.72052028,0.01172080,0.66725962,0.67914539,0.50473787,1.21677537,0.00000000,1.15585408,0.50714683
-4.80540270,2.72976241,0.01062047,0.65996201,0.69250978,0.51414212,1.23103185,0.00000000,1.16142625,0.50892117
-4.79939970,2.74287608,0.00957756,0.65393917,0.70640185,0.52400327,1.24667422,0.00000000,1.16853693,0.51142857
-4.79339670,2.75919280,0.00859987,0.64924400,0.72060052,0.53402587,1.26322319,0.00000000,1.17687211,0.51458068
-4.78739370,2.77794938,0.00769312,0.64590173,0.73485820,0.54390170,1.28016007,0.00000000,1.18611134,0.51827002
-4.78139070,2.79832373,0.00686104,0.64391457,0.74890924,0.55332073,1.29694568,0.00000000,1.19594607,0.52237548
-4.77538769,2.81947250,0.00610561,0.64326714,0.76247920,0.56198213,1.31303995,0.00000000,1.20609737,0.52676834
-4.76938469,2.84056868,0.00542725,0.64393202,0.77529430,0.56960496,1.32792126,0.00000000,1.21633188,0.53131826
-4.76338169,2.86083697,0.00482505,0.64587517,0.78709079,0.57593807,1.34110467,0.00000000,1.22647519,0.53589912
-4.75737869,2.87958523,0.00429707,0.64906064,0.79762364,0.58076875,1.35215813,0.00000000,1.23642170,0.54039427
-4.75137569,2.89623037,0.00384059,0.65345440,0.80667433,0.58392970,1.36071608,0.00000000,1.24614037,0.54470090
-4.74537269,2.91031746,0.00345234,0.65902686,0.81405737,0.58530417,1.36648982,0.00000000,1.25567589,0.54873347
-4.73936968,2.92153145,0.00312874,0.66575404,0.81962539,0.58482894,1.36927447,0.00000000,1.26514513,0.55242587
-4.73336668,2.92970094,0.00286611,0.67361717,0.82327265,0.58249522,1.36895227,0.00000000,1.27472900,0.55573238
-4.72736368,2.93479449,0.00266077,0.68260087,0.82493699,0.57834736,1.36549244,0.00000000,1.28466011,0.55862739
-4.72136068,2.93690993,0.00250923,0.69269007,0.82460031,0.57247969,1.35894781,0.00000000,1.29520697,0.56110406
-4.71535768,2.93625766,0.00240825,0.70386587,0.82228763,0.56503150,1.34944869,0.00000000,1.30665554,0.56317193
-4.70935468,2.93313946,0.00235487,0.71610071,0.81806498,0.55618071,1.33719449,0.00000000,1.31928925,0.56485386
-4.70335168,2.92792415,0.00234643,0.72935323,0.81203639,0.54613634,1.32244373,0.00000000,1.33336868,0.56618243
-4.69734867,2.92102178,0.00238058,0.74356324,0.80434015,0.53513040,1.30550302,0.00000000,1.34911220,0.56719613
-4.69134567,2.91285804,0.00245524,0.75864725,0.79514455,0.52340938,1.28671571,0.00000000,1.36667862,0.56793558
-4.68534267,2.90385033,0.00256852,0.77449494,0.78464341,0.51122587,1.26645071,0.00000000,1.38615309,0.56844001
-4.67933967,2.89438686,0.00271869,0.79096688,0.77305159,0.49883058,1.24509197,0.00000000,1.40753710,0.56874424
-4.67333667,2.88480979,0.00290412,0.80789379,0.76060046,0.48646505,1.22302897,0.00000000,1.43074332,0.56887639
-4.66733367,2.87540319,0.00312318,0.82507759,0.74753369,0.47435531,1.20064861,0.00000000,1.45559564,0.56885623
-4.66133067,2.86638623,0.00337421,0.84229414,0.73410324,0.46270665,1.17832845,0.00000000,1.48183467,0.56869454
-4.65532766,2.85791166,0.00365545,0.85929778,0.72056564,0.45169964,1.15643153,0.00000000,1.50912833,0.56839322
-4.64932466,2.85006933,0.00396506,0.87582740,0.70717860,0.44148732,1.13530263,0.00000000,1.53708724,0.56794621
-4.64332166,2.84289416,0.00430104,0.89161396,0.69419785,0.43219379,1.11526581,0.00000000,1.56528400,0.56734115
