energy_ev,total_up,C_s_up,C_p_up,Co_p_up,Co_d_up,Pd_p_up,Pd_d_up,Te_p_up,Te_d_up
-5.71785893,8.20542456,0.02054372,0.75562016,0.74611991,0.64829606,5.19909883,4.43887964,2.26564111,0.00000000
-5.71185593,8.23231484,0.01958898,0.76017761,0.75296671,0.64570741,5.20137338,4.46430213,2.25965000,0.00000000
-5.70585293,8.25579370,0.01868521,0.76423974,0.76185630,0.64322925,5.20645821,4.48559240,2.25458991,0.00000000
-5.69984992,8.27630409,0.01784253,0.76775786,0.77255253,0.64100217,5.21383598,4.50314629,2.25056291,0.00000000
-5.69384692,8.29459354,0.01707064,0.77072128,0.78481673,0.63916030,5.22320810,4.51758259,2.24769130,0.00000000
-5.68784392,8.31170450,0.01637843,0.77315944,0.79841471,0.63782782,5.23449203,4.52973739,2.24611335,0.00000000
-5.68184092,8.32895306,0.01577387,0.77514229,0.81312324,0.63711580,5.24780857,4.54064990,2.24597867,0.00000000
-5.67583792,8.34789677,0.01526368,0.77677879,0.82873589,0.63711964,5.26346036,4.55154018,2.24744325,0.00000000
-5.66983492,8.37029251,0.01485329,0.77821366,0.84506779,0.63791719,5.28190285,4.56377936,2.25066443,0.00000000
-5.66383192,8.39804598,0.01454671,0.77962249,0.86195934,0.63956752,5.30370947,4.57885326,2.25579615,0.00000000
-5.65782891,8.43315448,0.01434648,0.78120539,0.87927855,0.64211038,5.32953291,4.59832070,2.26298446,0.00000000
-5.65182591,8.47764521,0.01425375,0.78317950,0.89692211,0.64556644,5.36006461,4.62376770,2.27236368,0.00000000
-5.64582291,8.53351100,0.01426831,0.78577074,0.91481509,0.64993814,5.39599442,4.65675923,2.28405322,0.00000000
-5.63981991,8.60264590,0.01438872,0.78920510,0.93290940,0.65521126,5.43797242,4.69878997,2.29815523,0.00000000
-5.63381691,8.68678272,0.01461246,0.79369995,0.95118117,0.66135706,5.48657482,4.75123562,2.31475313,0.00000000
-5.62781391,8.78743454,0.01493610,0.79945574,0.96962719,0.66833483,5.54227532,4.81530634,2.33391104,0.00000000
-5.62181091,8.90584204,0.01535549,0.80664846,0.98826074,0.67609493,5.60542314,4.89200359,2.35567414,0.00000000
-5.61580790,9.04292825,0.01586595,0.81542313,1.00710691,0.68458203,5.67622846,4.98208181,2.38006970,0.00000000
-5.60980490,9.19926205,0.01646242,0.82588867,1.02619784,0.69373848,5.75475560,5.08601601,2.40710888,0.00000000
-5.60380190,9.37503130,0.01713966,0.83811423,1.04556795,0.70350767,5.84092370,5.20397632,2.43678900,0.00000000
-5.59779890,9.57002646,0.01789236,0.85212718,1.06524953,0.71383725,5.93451424,5.33581029,2.46909608,0.00000000
-5.59179590,9.78363483,0.01871526,0.86791267,1.08526865,0.72468199,6.03518451,5.48103368,2.50400739,0.00000000
-5.58579290,10.01484559,0.01960319,0.88541477,1.10564176,0.73600626,6.14248545,5.63883009,2.54149393,0.00000000
-5.57978989,10.26226538,0.02055113,0.90453899,1.12637281,0.74778592,6.25588238,5.80805982,2.58152231,0.00000000
-5.57378689,10.52414367,0.02155417,0.92515594,1.14745111,0.76000953,6.37477673,5.98727784,2.62405613,0.00000000
-5.56778389,10.79840714,0.02260749,0.94710594,1.16884974,0.77267877,6.49852709,6.17476067,2.66905631,0.00000000
-5.56178089,11.08270193,0.02370630,0.97020413,1.19052468,0.78580807,6.62646769,6.36854159,2.71648048,0.00000000
-5.55577789,11.37444214,0.02484569,0.99424590,1.21241433,0.79942331,6.75792293,6.56645333,2.76628105,0.00000000
-5.54977489,11.67086306,0.02602059,1.01901208,1.23443958,0.81355968,6.89221670,6.76617702,2.81840212,0.00000000
-5.54377189,11.96907718,0.02722559,1.04427390,1.25650415,0.82825865,7.02867573,6.96529599,2.87277499,0.00000000
-5.53776888,12.26613102,0.02845482,1.06979714,1.27849531,0.84356409,7.16662654,7.16135258,2.92931246,0.00000000
-5.53176588,12.55906076,0.02970189,1.09534541,1.30028473,0.85951781,7.30538627,7.35190612,2.98790205,0.00000000
-5.52576288,12.84494472,0.03095971,1.12068248,1.32172956,0.87615439,7.44424806,7.53458991,3.04839828,0.00000000
-5.51975988,13.12095094,0.03222047,1.14557345,1.34267364,0.89349577,7.58246208,7.70716523,3.11061443,0.00000000
-5.51375688,13.38437837,0.03347554,1.16978502,1.36294882,0.91154556,7.71921386,7.86757025,3.17431406,0.00000000
-5.50775388,13.63269070,0.03471546,1.19308485,1.38237651,0.93028360,7.85360192,8.01396220,3.23920284,0.00000000
-5.50175088,13.86354205,0.03592997,1.21524024,1.40076932,0.94966085,7.98461669,8.14475121,3.30492118,0.00000000
-5.49574787,14.07479469,0.03710801,1.23601652,1.41793297,0.96959496,8.11112320,8.25862496,3.37103826,0.00000000
-5.48974487,14.26452917,0.03823781,1.25517545,1.43366838,0.98996700,8.23184944,8.35456339,3.43704804,0.00000000
-5.48374187,14.43104789,0.03930705,1.27247395,1.44777406,1.01061939,8.34538251,8.43184369,3.50236781,0.00000000
-5.47773887,14.57287369,0.04030298,1.28766358,1.46004871,1.03135550,8.45017407,8.49003595,3.56633982,0.00000000
-5.47173587,14.68874513,0.04121260,1.30049106,1.47029419,1.05194104,8.54455614,8.52899051,3.62823644,0.00000000
-5.46573287,14.77761048,0.04202295,1.31070012,1.47831862,1.07210743,8.62676763,8.54881849,3.68726904,0.00000000
-5.45972986,14.83862242,0.04272134,1.31803478,1.48393979,1.09155711,8.69499146,8.54986719,3.74260087,0.00000000
-5.45372686,14.87113515,0.04329565,1.32224420,1.48698858,1.10997088,8.74740124,8.53269225,3.79336363,0.00000000
-5.44772386,14.87470528,0.04373464,1.32308896,1.48731264,1.12701692,8.78221587,8.49802842,3.83867765,0.00000000
-5.44172086,14.84909745,0.04402834,1.32034857,1.48477981,1.14236137,8.79775985,8.44676081,3.87767499,0.00000000
-5.43571786,14.79429482,0.04416829,1.31382996,1.47928162,1.15567995,8.79252644,8.37989797,3.90952471,0.00000000
-5.42971486,14.71051401,0.04414794,1.30337636,1.47073638,1.16667018,8.76524074,8.29854820,3.93345952,0.00000000
-5.42371186,14.59822343,0.04396296,1.28887631,1.45909206,1.17506373,8.71491911,8.20389948,3.94880251,0.00000000
-5.41770885,14.45816329,0.04361145,1.27027197,1.44432859,1.18063812,8.64092206,8.09720354,3.95499293,0.00000000
-5.41170585,14.29136516,0.04309420,1.24756637,1.42645973,1.18322732,8.54299719,7.97976386,3.95160980,0.00000000
-5.40570285,14.09916866,0.04241487,1.22082904,1.40553424,1.18273071,8.42130994,7.85292687,3.93839215,0.00000000
-5.39969985,13.88323284,0.04157998,1.19019942,1.38163644,1.17911966,8.27645995,7.71807575,3.91525486,0.00000000
-5.39369685,13.64553994,0.04059897,1.15588797,1.35488604,1.17244173,8.10948177,7.57662554,3.88229925,0.00000000
-5.38769385,13.38838960,0.03948407,1.11817443,1.32543722,1.16282175,7.92182963,7.43001865,3.83981785,0.00000000
-5.38169085,13.11438210,0.03825007,1.07740354,1.29347706,1.15046015,7.71534646,7.27971960,3.78829282,0.00000000
-5.37568784,12.82639001,0.03691407,1.03397797,1.25922319,1.13562807,7.49221849,7.12720814,3.72838825,0.00000000
-5.36968484,12.52751822,0.03549505,0.98834896,1.22292090,1.11865993,7.25491737,6.97397010,3.66093625,0.00000000
-5.36368184,12.22105326,0.03401342,0.94100497,1.18483957,1.09994338,7.00613242,6.82148562,3.58691762,0.00000000
-5.35767884,11.91040342,0.03249053,0.89245883,1.14526861,1.07990729,6.74869594,6.67121480,3.50743773,0.00000000
-5.35167584,11.59903191,0.03094810,0.84323404,1.10451297,1.05900835,6.48550511,6.52458096,3.42369859,0.00000000
-5.34567284,11.29038565,0.02940761,0.79385076,1.06288826,1.03771672,6.21944371,6.38295230,3.33696823,0.00000000
-5.33966983,10.98782265,0.02788982,0.74481226,1.02071564,1.01650148,5.95330707,6.24762251,3.24854856,0.00000000
-5.33366683,10.69454089,0.02641414,0.69659227,0.97831654,0.99581643,5.68973323,6.11979142,3.15974289,0.00000000
-5.32766383,10.41351178,0.02499821,0.64962392,0.93600731,0.97608685,5.43114278,6.00054668,3.07182422,0.00000000
-5.32166083,10.14742044,0.02365747,0.60429051,0.89409395,0.95769759,5.17968960,5.89084724,2.98600541,0.00000000
-5.31565783,9.89861531,0.02240480,0.56091860,0.85286703,0.94098300,4.93722360,5.79150957,2.90341198,0.00000000
-5.30965483,9.66906825,0.02125030,0.51977348,0.81259688,0.92621895,4.70526635,5.70319711,2.82505850,0.00000000
-5.30365183,9.46034647,0.02020117,0.48105706,0.77352925,0.91361702,4.48499952,5.62641344,2.75182883,0.00000000
-5.29764882,9.27359638,0.01926163,0.44490817,0.73588143,0.90332108,4.27726568,5.56149915,2.68446078,0.00000000
-5.29164582,9.10953920,0.01843305,0.41140498,0.69983917,0.89540605,4.08258026,5.50863239,2.62353535,0.00000000
-5.28564282,8.96847767,0.01771405,0.38056928,0.66555420,0.88987889,3.90115336,5.46783276,2.56947047,0.00000000
-5.27963982,8.85031262,0.01710077,0.35237234,0.63314275,0.88668157,3.73291941,5.43896787,2.52251928,0.00000000
-5.27363682,8.75456802,0.01658717,0.32674177,0.60268488,0.88569579,3.57757306,5.42176222,2.48277264,0.00000000
-5.26763382,8.68042295,0.01616543,0.30356924,0.57422482,0.88674922,3.43460899,5.41580738,2.45016559,0.00000000
-5.26163082,8.62674883,0.01582632,0.28271838,0.54777223,0.88962311,3.30336407,5.42057310,2.42448742,0.00000000
-5.25562781,8.59215021,0.01555965,0.26403274,0.52330442,0.89406074,3.18305985,5.43541851,2.40539486,0.00000000
-5.24962481,8.57500791,0.01535472,0.24734333,0.50076934,0.89977683,3.07284409,5.45960304,2.39242799,0.00000000
-5.24362181,8.57352281,0.01520073,0.23247553,0.48008944,0.90646735,2.97182980,5.49229664,2.38502838,0.00000000
-5.23761881,8.58575961,0.01508720,0.21925531,0.46116595,0.91381959,2.87913098,5.53258919,2.38255880,0.00000000
-5.23161581,8.60968931,0.01500436,0.20751436,0.44388375,0.92152234,2.79389424,5.57949894,2.38432417,0.00000000
-5.22561281,8.64322986,0.01494344,0.19709434,0.42811639,0.92927580,2.71532577,5.63198036,2.38959299,0.00000000
-5.21960980,8.68428450,0.01489697,0.18785005,0.41373109,0.93680100,2.64271335,5.68893135,2.39761879,0.00000000
-5.21360680,8.73077718,0.01485896,0.17965165,0.40059368,0.94384855,2.57544336,5.74920055,2.40766089,0.00000000
-5.20760380,8.78068491,0.01482503,0.17238593,0.38857301,0.95020631,2.51301270,5.81159481,2.41900406,0.00000000
-5.20160080,8.83206677,0.01479249,0.16595679,0.37754494,0.95570589,2.45503582,5.87488762,2.43097632,0.00000000
-5.19559780,8.88308934,0.01476026,0.16028488,0.36739549,0.96022757,2.40124691,5.93782861,2.44296446,0.00000000
-5.18959480,8.93204838,0.01472884,0.15530679,0.35802329,0.96370350,2.35149761,5.99915466,2.45442685,0.00000000
-5.18359180,8.97738681,0.01470010,0.15097350,0.34934104,0.96611901,2.30575054,6.05760280,2.46490302,0.00000000
-5.17758879,9.01770860,0.01467705,0.14724868,0.34127614,0.96751185,2.26406882,6.11192492,2.47401990,0.00000000
-5.17158579,9.05178883,0.01466356,0.14410641,0.33377043,0.96796935,2.22660213,6.16090439,2.48149439,0.00000000
-5.16558279,9.07857980,0.01466404,0.14152896,0.32677908,0.96762348,2.19356969,6.20337426,2.48713245,0.00000000
-5.15957979,9.09721323,0.01468305,0.13950425,0.32026892,0.96664405,2.16524065,6.23823673,2.49082461,0.00000000
-5.15357679,9.10699894,0.01472499,0.13802339,0.31421607,0.96523017,2.14191254,6.26448337,2.49253841,0.00000000
-5.14757379,9.10742007,0.01479368,0.13707828,0.30860341,0.96360027,2.12388840,6.28121550,2.49230795,0.00000000
-5.14157079,9.09812534,0.01489207,0.13665926,0.30341767,0.96198125,2.11145333,6.28766398,2.49022126,0.00000000
-5.13556778,9.07891880,0.01502194,0.13675311,0.29864667,0.96059699,2.10485124,6.28320773,2.48640607,0.00000000
-5.12956478,9.04974754,0.01518361,0.13734119,0.29427673,0.95965697,2.10426268,6.26739009,2.48101459,0.00000000
-5.12356178,9.01068791,0.01537587,0.13839801,0.29029031,0.95934525,2.10978449,6.23993240,2.47420811,0.00000000
-5.11755878,8.96193091,0.01559578,0.13989020,0.28666429,0.95981064,2.12141206,6.20074412,2.46614215,0.00000000
-5.11155578,8.90376718,0.01583879,0.14177582,0.28336862,0.96115819,2.13902498,6.14992886,2.45695279,0.00000000
-5.10555278,8.83657226,0.01609872,0.14400424,0.28036577,0.96344269,2.16237663,6.08778601,2.44674479,0.00000000
-5.09954977,8.76079244,0.01636800,0.14651643,0.27761066,0.96666422,2.19108820,6.01480758,2.43558203,0.00000000
-5.09354677,8.67693163,0.01663792,0.14924569,0.27505129,0.97076621,2.22464747,5.93167041,2.42348070,0.00000000
-5.08754377,8.58553953,0.01689891,0.15211884,0.27262990,0.97563583,2.26241243,5.83922352,2.41040534,0.00000000
-5.08154077,8.48720124,0.01714097,0.15505773,0.27028466,0.98110683,2.30361969,5.73847134,2.39626802,0.00000000
-5.07553777,8.38252844,0.01735402,0.15798110,0.26795158,0.98696461,2.34739753,5.63055286,2.38093044,0.00000000
-5.06953477,8.27215203,0.01752835,0.16080665,0.26556690,0.99295327,2.39278291,5.51671764,2.36420887,0.00000000
-5.06353177,8.15671625,0.01765504,0.16345322,0.26306936,0.99878422,2.43874222,5.39829929,2.34588162,0.00000000
-5.05752876,8.03687396,0.01772629,0.16584301,0.26040267,1.00414607,2.48419467,5.27668724,2.32569853,0.00000000
-5.05152576,7.91328306,0.01773583,0.16790376,0.25751772,1.00871519,2.52803778,5.15329773,2.30339215,0.00000000
-5.04552276,7.78660365,0.01767911,0.16957073,0.25437459,1.01216663,2.56917400,5.02954487,2.27868997,0.00000000
-5.03951976,7.65749576,0.01755355,0.17078847,0.25094423,1.01418483,2.60653745,4.90681260,2.25132706,0.00000000
-5.03351676,7.52661732,0.01735862,0.17151230,0.24720976,1.01447375,2.63912010,4.78642833,2.22105883,0.00000000
-5.02751376,7.39462218,0.01709585,0.17170931,0.24316721,1.01276613,2.66599625,4.66963887,2.18767296,0.00000000
-5.02151076,7.26215785,0.01676880,0.17135910,0.23882582,1.00883142,2.68634481,4.55758923,2.15100042,0.00000000
-5.01550775,7.12986275,0.01638282,0.17045398,0.23420786,1.00248233,2.69946837,4.45130453,2.11092482,0.00000000
-5.00950475,6.99836275,0.01594491,0.16899883,0.22934783,0.99357975,2.70480881,4.35167537,2.06738990,0.00000000
-5.00350175,6.86826671,0.01546336,0.16701046,0.22429128,0.98203603,2.70195865,4.25944655,2.02040489,0.00000000
-4.99749875,6.74016103,0.01494742,0.16451673,0.21909313,0.96781649,2.69066809,4.17520910,1.97004746,0.00000000
-4.99149575,6.61460285,0.01440695,0.16155521,0.21381561,0.95093946,2.67084749,4.09939542,1.91646426,0.00000000
-4.98549275,6.49211199,0.01385202,0.15817168,0.20852590,0.93147461,2.64256524,4.03227714,1.85986909,0.00000000
-4.97948974,6.37316162,0.01329254,0.15441840,0.20329359,0.90954012,2.60604126,3.97396546,1.80053871,0.00000000
-4.97348674,6.25816768,0.01273787,0.15035222,0.19818791,0.88529842,2.56163627,3.92441338,1.73880656,0.00000000
-4.96748374,6.14747736,0.01219655,0.14603274,0.19327500,0.85895111,2.50983755,3.88341979,1.67505466,0.00000000
-4.96148074,6.04135697,0.01167602,0.14152031,0.18861523,0.83073292,2.45124141,3.85063483,1.60970399,0.00000000
-4.95547774,5.93997962,0.01118239,0.13687429,0.18426071,0.80090520,2.38653325,3.82556655,1.54320373,0.00000000
-4.94947474,5.84341337,0.01072028,0.13215134,0.18025303,0.76974886,2.31646599,3.80758865,1.47601983,0.00000000
-4.94347174,5.75161054,0.01029279,0.12740393,0.17662142,0.73755728,2.24183751,3.79594946,1.40862331,0.00000000
-4.93746873,5.66439904,0.00990145,0.12267907,0.17338131,0.70462916,2.16346802,3.78978214,1.34147873,0.00000000
-4.93146573,5.58147647,0.00954628,0.11801730,0.17053348,0.67126155,2.08217831,3.78811645,1.27503327,0.00000000
-4.92546273,5.50240782,0.00922591,0.11345202,0.16806365,0.63774336,1.99876938,3.78989230,1.20970677,0.00000000
-4.91945973,5.42662767,0.00893772,0.10900905,0.16594282,0.60434933,1.91400440,3.79397534,1.14588309,0.00000000
-4.91345673,5.35344729,0.00867804,0.10470651,0.16412809,0.57133486,1.82859345,3.79917478,1.08390306,0.00000000
-4.90745373,5.28206725,0.00844239,0.10055503,0.16256407,0.53893151,1.74318150,3.80426378,1.02405921,0.00000000
-4.90145073,5.21159551,0.00822573,0.09655816,0.16118487,0.50734358,1.65834002,3.80800206,0.96659234,0.00000000
-4.89544772,5.14107111,0.00802270,0.09271308,0.15991648,0.47674565,1.57456213,3.80916096,0.91169009,0.00000000
-4.88944472,5.06949270,0.00782787,0.08901151,0.15867950,0.44728118,1.49226143,3.80655037,0.85948727,0.00000000
-4.88344172,4.99585136,0.00763598,0.08544072,0.15739216,0.41906216,1.41177414,3.79904700,0.81006796,0.00000000
-4.87743872,4.91916658,0.00744216,0.08198474,0.15597341,0.39216977,1.33336429,3.78562336,0.76346918,0.00000000
-4.87143572,4.83852397,0.00724208,0.07862555,0.15434600,0.36665595,1.25723125,3.76537647,0.71968574,0.00000000
-4.86543272,4.75311330,0.00703214,0.07534430,0.15243941,0.34254583,1.18351928,3.73755531,0.67867618,0.00000000
-4.85942971,4.66226507,0.00680955,0.07212250,0.15019247,0.31984076,1.11232812,3.70158599,0.64036933,0.00000000
-4.85342671,4.56548411,0.00657239,0.06894305,0.14755566,0.29852195,1.04372420,3.65709335,0.60467120,0.00000000
-4.84742371,4.46247844,0.00631966,0.06579123,0.14449283,0.27855428,0.97775168,3.60391828,0.57147200,0.00000000
-4.84142071,4.35318211,0.00605125,0.06265541,0.14098245,0.25989040,0.91444272,3.54212954,0.54065287,0.00000000
-4.83541771,4.23777068,0.00576790,0.05952760,0.13701821,0.24247466,0.85382646,3.47202953,0.51209215,0.00000000
-4.82941471,4.11666854,0.00547112,0.05640382,0.13260904,0.22624688,0.79593645,3.39415349,0.48567091,0.00000000
-4.82341171,3.99054754,0.00516308,0.05328417,0.12777854,0.21114575,0.74081599,3.30926182,0.46127770,0.00000000
-4.81740870,3.86031669,0.00484652,0.05017280,0.12256388,0.19711167,0.68852148,3.21832557,0.43881222,0.00000000
-4.81140570,3.72710336,0.00452459,0.04707757,0.11701420,0.18408907,0.63912366,3.12250539,0.41818808,0.00000000
-4.80540270,3.59222628,0.00420076,0.04400959,0.11118866,0.17202806,0.59270680,3.02312453,0.39933434,0.00000000
-4.79939970,3.45716157,0.00387864,0.04098268,0.10515417,0.16088543,0.54936619,2.92163657,0.38219611,0.00000000
-4.79339670,3.32350267,0.00356193,0.03801264,0.09898300,0.15062495,0.50920406,2.81958888,0.36673410,0.00000000
-4.78739370,3.19291579,0.00325428,0.03511650,0.09275027,0.14121717,0.47232443,2.71858286,0.35292325,0.00000000
-4.78139070,3.06709224,0.00295922,0.03231175,0.08653158,0.13263856,0.43882712,2.62023228,0.34075053,0.00000000
-4.77538769,2.94769931,0.00268007,0.02961563,0.08040065,0.12487035,0.40880144,2.52612069,0.33021204,0.00000000
-4.76938469,2.83633121,0.00241997,0.02704436,0.07442732,0.11789696,0.38231979,2.43775931,0.32130955,0.00000000
-4.76338169,2.73446160,0.00218179,0.02461256,0.06867579,0.11170423,0.35943172,2.35654661,0.31404663,0.00000000
-4.75737869,2.64339927,0.00196816,0.02233275,0.06320315,0.10627759,0.34015845,2.28373048,0.30842454,0.00000000
-4.75137569,2.56424801,0.00178151,0.02021490,0.05805836,0.10160025,0.32448838,2.22037419,0.30443798,0.00000000
-4.74537269,2.49787213,0.00162407,0.01826616,0.05328155,0.09765150,0.31237352,2.16732702,0.30207099,0.00000000
-4.73936968,2.44486830,0.00149792,0.01649075,0.04890369,0.09440526,0.30372721,2.12520020,0.30129304,0.00000000
-4.73336668,2.40554463,0.00140503,0.01488986,0.04494658,0.09182895,0.29842293,2.09434893,0.30205564,0.00000000
-4.72736368,2.37990752,0.00134734,0.01346178,0.04142312,0.08988266,0.29629441,2.07486092,0.30428939,0.00000000
-4.72136068,2.36765666,0.00132672,0.01220206,0.03833790,0.08851879,0.29713688,2.06655174,0.30790187,0.00000000
-4.71535768,2.36818823,0.00134510,0.01110375,0.03568787,0.08768212,0.30070953,2.06896718,0.31277630,0.00000000
-4.70935468,2.38060645,0.00140436,0.01015773,0.03346319,0.08731018,0.30673887,2.08139265,0.31877121,0.00000000
-4.70335168,2.40374293,0.00150644,0.00935307,0.03164822,0.08733418,0.31492303,2.10286935,0.32572102,0.00000000
-4.69734867,2.43618362,0.00165322,0.00867746,0.03022242,0.08768022,0.32493688,2.13221705,0.33343775,0.00000000
-4.69134567,2.47630249,0.00184653,0.00811753,0.02916130,0.08827082,0.33643755,2.16806266,0.34171367,0.00000000
-4.68534267,2.52230116,0.00208802,0.00765932,0.02843738,0.08902670,0.34907060,2.20887424,0.35032495,0.00000000
-4.67933967,2.57225337,0.00237915,0.00728862,0.02802093,0.08986881,0.36247630,2.25299925,0.35903618,0.00000000
-4.67333667,2.62415315,0.00272099,0.00699135,0.02788073,0.09072040,0.37629606,2.29870628,0.36760557,0.00000000
-4.66733367,2.67596530,0.00311419,0.00675386,0.02798470,0.09150919,0.39017884,2.34422896,0.37579080,0.00000000
-4.66133067,2.72567676,0.00355880,0.00656318,0.02830037,0.09216942,0.40378730,2.38781088,0.38335517,0.00000000
-4.65532766,2.77134740,0.00405417,0.00640733,0.02879534,0.09264391,0.41680369,2.42775019,0.39007390,0.00000000
-4.64932466,2.81115882,0.00459886,0.00627541,0.02943761,0.09288589,0.42893520,2.46244259,0.39574044,0.00000000
-4.64332166,2.84345964,0.00519056,0.00615781,0.03019578,0.09286062,0.43991888,2.49042140,0.40017243,0.00000000
