energy_ev,total_up,total_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down,Ti_p_up,Ti_p_down,Ti_d_up,Ti_d_down
-5.92796398,1.07114105,-1.88965337,0.35984007,-0.94855350,0.21896223,-0.58888776,0.01361615,-0.00542044,0.08876523,-0.60491772,0.02979462,-0.00853020,0.57380114,-0.59455871,0.22123645,-0.27602622,0.09031538,-0.06289514
-5.92196098,1.06405764,-1.89140312,0.33999828,-0.92135720,0.20949819,-0.58713903,0.01394956,-0.00516228,0.07834940,-0.58609323,0.03157948,-0.00879802,0.58209643,-0.61603512,0.21959831,-0.28949638,0.09231228,-0.06465897
-5.91595798,1.05994078,-1.89720044,0.32253076,-0.89380810,0.20133731,-0.58626472,0.01426883,-0.00490281,0.06883493,-0.56692861,0.03326205,-0.00915972,0.59118923,-0.64046974,0.21884737,-0.30464210,0.09435593,-0.06676001
-5.90995498,1.05803209,-1.90758622,0.30736491,-0.86614346,0.19431364,-0.58654015,0.01456551,-0.00464909,0.06021943,-0.54778755,0.03481076,-0.00961374,0.60061914,-0.66782697,0.21882460,-0.32142837,0.09636849,-0.06921999
-5.90395198,1.05753664,-1.92311578,0.29438373,-0.83868206,0.18825047,-0.58822510,0.01483068,-0.00440834,0.05248474,-0.52905173,0.03619551,-0.01015802,0.60991964,-0.69806686,0.21936347,-0.33981698,0.09827127,-0.07206173
-5.89794897,1.05765284,-1.94432738,0.28343598,-0.81180537,0.18296635,-0.59155263,0.01505527,-0.00418778,0.04559924,-0.51110643,0.03738862,-0.01079017,0.61863421,-0.73113964,0.22029610,-0.35976280,0.09998725,-0.07530806
-5.89194597,1.05760220,-1.97171069,0.27434675,-0.78593709,0.17828109,-0.59671878,0.01523048,-0.00399451,0.03952046,-0.49432626,0.03836568,-0.01150768,0.62633223,-0.76697988,0.22145932,-0.38120992,0.10144375,-0.07898066
-5.88594297,1.05665740,-2.00567662,0.26692772,-0.76152204,0.17402144,-0.60387342,0.01534808,-0.00383534,0.03419765,-0.47906169,0.03910630,-0.01230809,0.63262375,-0.80550049,0.22270035,-0.40408771,0.10257482,-0.08309880
-5.87993997,1.05416764,-2.04652985,0.26098667,-0.73900560,0.17002628,-0.61311289,0.01540081,-0.00371670,0.02957430,-0.46562686,0.03959483,-0.01318915,0.63717261,-0.84658701,0.22388187,-0.42830724,0.10332346,-0.08767801
-5.87393697,1.04957996,-2.09444537,0.25633584,-0.71881440,0.16615093,-0.62447451,0.01538263,-0.00364449,0.02559047,-0.45428929,0.03982077,-0.01414890,0.63970715,-0.89009240,0.22488610,-0.45375805,0.10364347,-0.09272882
-5.86793397,1.04245568,-2.14944975,0.25279877,-0.70133916,0.16227078,-0.63793331,0.01528903,-0.00362399,0.02218495,-0.44526169,0.03977921,-0.01518570,0.64002823,-0.93583261,0.22561799,-0.48030563,0.10350091,-0.09825548
-5.86193097,1.03248144,-2.21140777,0.25021543,-0.68692007,0.15828373,-0.65340106,0.01511723,-0.00365975,0.01929703,-0.43869616,0.03947091,-0.01629819,0.63801390,-0.98358298,0.22600703,-0.50778968,0.10287502,-0.10425482
-5.85592796,1.01947426,-2.28001483,0.24844545,-0.67583517,0.15411173,-0.67072745,0.01486630,-0.00375550,0.01686798,-0.43468095,0.03890225,-0.01748517,0.63362086,-1.03307586,0.22600792,-0.53602325,0.10175865,-0.11071518
-5.84992496,1.00338091,-2.35479490,0.24736962,-0.66829177,0.14970122,-0.68970346,0.01453720,-0.00391402,0.01484227,-0.43323946,0.03808503,-0.01874544,0.62688245,-1.08399930,0.22559999,-0.56479295,0.10015812,-0.11761555
-5.84392196,0.98427154,-2.43510390,0.24688953,-0.66442108,0.14502256,-0.71006651,0.01413280,-0.00413710,0.01316837,-0.43433158,0.03703599,-0.02007752,0.61790355,-1.13599694,0.22478535,-0.59386011,0.09809265,-0.12492482
-5.83791896,0.96232839,-2.52013805,0.24692576,-0.66427561,0.14006863,-0.73150724,0.01365777,-0.00442542,0.01179935,-0.43785699,0.03577629,-0.02147935,0.60685250,-1.18866915,0.22358606,-0.62296298,0.09559321,-0.13260127
-5.83191596,0.93783021,-2.60894648,0.24741476,-0.66782932,0.13485262,-0.75367743,0.01311842,-0.00477846,0.01069317,-0.44366001,0.03433071,-0.02294791,0.59395075,-1.24157536,0.22204047,-0.65181980,0.09270100,-0.14059232
-5.82591296,0.91113351,-2.70044750,0.24830481,-0.67497995,0.12940528,-0.77619883,0.01252251,-0.00519446,0.00981276,-0.45153581,0.03272688,-0.02447885,0.57946059,-1.29423750,0.22019888,-0.68013284,0.08946560,-0.14883450
-5.81990995,0.88265166,-2.79344772,0.24955151,-0.68555325,0.12377169,-0.79867235,0.01187898,-0.00567036,0.00912603,-0.46123742,0.03099440,-0.02606611,0.56367191,-1.34614463,0.21811887,-0.70759307,0.08594292,-0.15725366
-5.81390695,0.85283318,-2.88666344,0.25111303,-0.69930865,0.11800791,-0.82068745,0.01119765,-0.00620172,0.00860563,-0.47248322,0.02916391,-0.02770153,0.54688850,-1.39675857,0.21586061,-0.73388546,0.08219295,-0.16576558
-5.80790395,0.82214022,-2.97874351,0.25294569,-0.71594594,0.11217753,-0.84183122,0.01048897,-0.00678278,0.00822874,-0.48496463,0.02726619,-0.02937460,0.52941468,-1.44552063,0.21348238,-0.75869476,0.07827759,-0.17427673
-5.80190095,0.79102857,-3.06829335,0.25500007,-0.73511261,0.10634838,-0.86169708,0.00976366,-0.00740641,0.00797681,-0.49835363,0.02533136,-0.03107218,0.51154296,-1.49185923,0.21103657,-0.78171149,0.07425846,-0.18268549
-5.79589795,0.75992998,-3.15389944,0.25721814,-0.75641171,0.10058958,-0.87989278,0.00903247,-0.00806420,0.00783530,-0.51230998,0.02338805,-0.03277842,0.49354332,-1.53519852,0.20856639,-0.80263809,0.07019497,-0.19088363
-5.78989495,0.72923774,-3.23415415,0.25953137,-0.77940974,0.09496897,-0.89604759,0.00830589,-0.00874655,0.00779345,-0.52648788,0.02146281,-0.03447476,0.47565456,-1.57496776,0.20610357,-0.82119500,0.06614264,-0.19875807
-5.78389195,0.69929602,-3.30768052,0.26186027,-0.80364466,0.08955112,-0.90981871,0.00759398,-0.00944282,0.00784411,-0.54054210,0.01957955,-0.03614008,0.45807807,-1.61061152,0.20366696,-0.83712654,0.06215170,-0.20619295
-5.77788894,0.67039332,-3.37315674,0.26411518,-0.82863386,0.08439585,-0.92089671,0.00690610,-0.01014149,0.00798366,-0.55413355,0.01775913,-0.03775104,0.44097429,-1.64160033,0.20126233,-0.85020642,0.05826609,-0.21307204
-5.77188594,0.64276000,-3.42934025,0.26619846,-0.85388205,0.07955737,-0.92901027,0.00625088,-0.01083039,0.00821191,-0.56693423,0.01601914,-0.03928252,0.42446174,-1.66744180,0.19888320,-0.86024270,0.05452282,-0.21928122
-5.76588294,0.61656995,-3.47509104,0.26800777,-0.87888899,0.07508402,-0.93392992,0.00563607,-0.01149699,0.00853215,-0.57863174,0.01437377,-0.04070821,0.40861863,-1.68769181,0.19651264,-0.86708221,0.05095175,-0.22471120
-5.75987994,0.59194559,-3.50939401,0.26944035,-0.90315725,0.07101841,-0.93547128,0.00506851,-0.01212867,0.00895117,-0.58893343,0.01283380,-0.04200135,0.39348672,-1.70196542,0.19412598,-0.87061400,0.04757562,-0.22926033
-5.75387694,0.56896602,-3.53137983,0.27039806,-0.92619987,0.06739816,-0.93349742,0.00455420,-0.01271304,0.00947936,-0.59757015,0.01140678,-0.04313554,0.37907702,-1.70994735,0.19169409,-0.87077212,0.04441053,-0.23283732
-5.74787394,0.54767719,-3.54034401,0.27079267,-0.94754792,0.06425675,-0.92792068,0.00409826,-0.01323832,0.01013068,-0.60429987,0.01009719,-0.04408561,0.36537694,-1.71140129,0.18918717,-0.86753719,0.04146655,-0.23536390
-5.74187094,0.52810341,-3.53576360,0.27055128,-0.96675798,0.06162473,-0.91870388,0.00370507,-0.01369359,0.01092274,-0.60891097,0.00890681,-0.04482847,0.35235823,-1.70617795,0.18657862,-0.86093710,0.03874862,-0.23677721
-5.73586793,0.51025931,-3.51731074,0.26962129,-0.98341936,0.05953090,-0.90586084,0.00337833,-0.01406920,0.01187667,-0.61122547,0.00783501,-0.04534406,0.33998520,-1.69422125,0.18384882,-0.85104645,0.03625750,-0.23703190
-5.72986493,0.49416122,-3.48486278,0.26797472,-0.99716105,0.05800340,-0.88945628,0.00312117,-0.01435700,0.01301697,-0.61110192,0.00687917,-0.04561603,0.32822275,-1.67557224,0.18098856,-0.83798493,0.03399084,-0.23610177
-5.72386193,0.47983727,-3.43850811,0.26561155,-1.00765807,0.05707068,-0.86960498,0.00293628,-0.01455060,0.01437118,-0.60843803,0.00603507,-0.04563250,0.31704358,-1.65037070,0.17800183,-0.82191460,0.03194415,-0.23398092
-5.71785893,0.46733542,-3.37854730,0.26256175,-1.01463724,0.05676206,-0.84647021,0.00282595,-0.01464561,0.01596937,-0.60317279,0.00529726,-0.04538653,0.30643411,-1.61885381,0.17490783,-0.80303604,0.03011181,-0.23068427
-5.71185593,0.45672893,-3.30548921,0.25888593,-1.01788200,0.05710799,-0.82026123,0.00279217,-0.01463971,0.01784346,-0.59528810,0.00465945,-0.04487654,0.29639907,-1.58135224,0.17174200,-0.78158364,0.02848784,-0.22624753
-5.70585293,0.44811879,-3.22004184,0.25467448,-1.01723618,0.05813978,-0.79123003,0.00283666,-0.01453280,0.02002638,-0.58480967,0.00411481,-0.04410640,0.28696407,-1.53828328,0.16855601,-0.75782004,0.02706661,-0.22072645
-5.69984992,0.44163307,-3.12309797,0.25004514,-1.01260649,0.05988890,-0.75966703,0.00296092,-0.01432692,0.02255090,-0.57180699,0.00365630,-0.04308543,0.27817652,-1.49014154,0.16541673,-0.73202993,0.02584329,-0.21419549
-5.69384692,0.43742309,-3.01571583,0.24513919,-1.00396368,0.06238577,-0.72589603,0.00316612,-0.01402620,0.02544848,-0.55639247,0.00327681,-0.04182814,0.27010455,-1.43748726,0.16240412,-0.70451346,0.02481420,-0.20674584
-5.68784392,0.43565677,-2.89909539,0.24011634,-0.99134226,0.06565816,-0.69026822,0.00345315,-0.01363677,0.02874772,-0.53871936,0.00296946,-0.04035378,0.26283430,-1.38093282,0.15960823,-0.67557944,0.02397686,-0.19848303
-5.68184092,0.43650949,-2.77455091,0.23514867,-0.97483868,0.06972919,-0.65315550,0.00382244,-0.01316646,0.03247292,-0.51897877,0.00272762,-0.03868576,0.25646572,-1.32112798,0.15712541,-0.64553861,0.02332997,-0.18952405
-5.67583792,0.44015312,-2.64348076,0.23041372,-0.95460820,0.07461514,-0.61494330,0.00427387,-0.01262462,0.03664236,-0.49739552,0.00254506,-0.03685086,0.25110724,-1.25874436,0.15505396,-0.61469725,0.02287324,-0.17999417
-5.66983492,0.44674391,-2.50733564,0.22608739,-0.93086039,0.08032307,-0.57602291,0.00480666,-0.01202179,0.04126677,-0.47422311,0.00241593,-0.03487845,0.24686964,-1.19445989,0.15348948,-0.58335129,0.02260705,-0.17002362
-5.66383192,0.45641000,-2.36758623,0.22233672,-0.90385352,0.08684857,-0.53678379,0.00541916,-0.01136940,0.04634771,-0.44973779,0.00233483,-0.03279954,0.24385970,-1.12894380,0.15252014,-0.55178115,0.02253215,-0.15974425
-5.65782891,0.46923957,-2.22569162,0.21931305,-0.87388805,0.09417365,-0.49760590,0.00610877,-0.01067942,0.05187626,-0.42423213,0.00229672,-0.03064586,0.24217393,-1.06284275,0.15222213,-0.52024749,0.02264927,-0.14928626
-5.65182591,0.48527017,-2.08306958,0.21714602,-0.84129943,0.10226501,-0.45885245,0.00687174,-0.00996403,0.05783184,-0.39800806,0.00229690,-0.02844898,0.24189282,-0.99676864,0.15265557,-0.48898800,0.02295879,-0.13877514
-5.64582291,0.50448037,-1.94106972,0.21593846,-0.80645053,0.11107289,-0.42086328,0.00770312,-0.00923533,0.06418146,-0.37136991,0.00233095,-0.02623946,0.24307618,-0.93128840,0.15386114,-0.45821520,0.02346049,-0.12832905
-5.63981991,0.52678412,-1.80095039,0.21576274,-0.76972389,0.12053058,-0.38394899,0.00859664,-0.00850507,0.07087935,-0.34461752,0.00239468,-0.02404610,0.24575964,-0.86691611,0.15585761,-0.42811535,0.02415337,-0.11805644
-5.63381691,0.55202853,-1.66385998,0.21665852,-0.73151414,0.13055465,-0.34838623,0.00954473,-0.00778436,0.07786705,-0.31803974,0.00248406,-0.02189529,0.24995273,-0.80410763,0.15864035,-0.39884839,0.02503565,-0.10805433
-5.62781391,0.57999533,-1.53082294,0.21863217,-0.69222065,0.14104617,-0.31441401,0.01053853,-0.00708353,0.08507414,-0.29190860,0.00259516,-0.01981054,0.25563871,-0.74325756,0.16218109,-0.37054871,0.02610486,-0.09840698
-5.62181091,0.61040626,-1.40273081,0.22165785,-0.65224084,0.15189273,-0.28223138,0.01156801,-0.00641195,0.09241939,-0.26647428,0.00272415,-0.01781210,0.26277606,-0.68469856,0.16642881,-0.34332680,0.02735810,-0.08918516
-5.61580790,0.64293205,-1.28033799,0.22568015,-0.61196396,0.16297140,-0.25199633,0.01262216,-0.00577799,0.09981260,-0.24196109,0.00286726,-0.01591676,0.27130165,-0.62870276,0.17131181,-0.31727142,0.02879243,-0.08044584
-5.60980490,0.67720506,-1.16426200,0.23061815,-0.57176576,0.17415245,-0.22382589,0.01368917,-0.00518890,0.10715692,-0.21856451,0.00302078,-0.01413777,0.28113545,-0.57548489,0.17674086,-0.29245220,0.03040539,-0.07223247
-5.60380190,0.71283452,-1.05498777,0.23637078,-0.53200382,0.18530375,-0.19779745,0.01475680,-0.00465090,0.11435160,-0.19644933,0.00318110,-0.01248491,0.29218633,-0.52520673,0.18261329,-0.26892246,0.03219553,-0.06457551
-5.59779890,0.74942406,-0.95287524,0.24282302,-0.49301381,0.19629567,-0.17395108,0.01581268,-0.00416920,0.12129518,-0.17574895,0.00334470,-0.01096464,0.30435879,-0.47798264,0.18881776,-0.24672204,0.03416305,-0.05749343
-5.59179590,0.78659020,-0.85816941,0.24985268,-0.45510633,0.20700622,-0.15229264,0.01684471,-0.00374804,0.12788886,-0.15656559,0.00350825,-0.00958036,0.31756001,-0.43388544,0.19523956,-0.22588000,0.03631034,-0.05099388
-5.58579290,0.82398099,-0.77101234,0.25733732,-0.41856462,0.21732618,-0.13279757,0.01784144,-0.00339085,0.13404004,-0.13897151,0.00366864,-0.00833274,0.33170675,-0.39295269,0.20176605,-0.20641700,0.03864250,-0.04507510
-5.57978989,0.86129346,-0.69145602,0.26516106,-0.38364284,0.22716396,-0.11541517,0.01879248,-0.00310034,0.13966568,-0.12301096,0.00382305,-0.00722008,0.34673167,-0.35519254,0.20829200,-0.18834735,0.04116760,-0.03972735
-5.57378689,0.89828883,-0.61947549,0.27322057,-0.35056482,0.23644985,-0.10007302,0.01968887,-0.00287860,0.14469556,-0.10870265,0.00396901,-0.00623873,0.36258848,-0.32058933,0.21472453,-0.17168057,0.04389691,-0.03493445
-5.56778389,0.93480433,-0.55498156,0.28143024,-0.31952342,0.24513949,-0.08668145,0.02052337,-0.00272725,0.14907507,-0.09604268,0.00410443,-0.00538344,0.37925549,-0.28910836,0.22098733,-0.15642237,0.04684466,-0.03067523
-5.56178089,0.97076079,-0.49783264,0.28972590,-0.29068017,0.25321615,-0.07513788,0.02129070,-0.00264748,0.15276740,-0.08500764,0.00422770,-0.00464778,0.39673717,-0.26069999,0.22702395,-0.14257531,0.05002771,-0.02692489
-5.55577789,1.00616513,-0.44784508,0.29806703,-0.26416524,0.26069184,-0.06533080,0.02198771,-0.00264017,0.15575512,-0.07555774,0.00433769,-0.00402451,0.41506354,-0.23530278,0.23279995,-0.13013877,0.05346477,-0.02365626
-5.54977489,1.04110748,-0.40480199,0.30643726,-0.24007763,0.26760690,-0.05714340,0.02261345,-0.00270591,0.15804093,-0.06763982,0.00443375,-0.00350581,0.43428711,-0.21284579,0.23830369,-0.11910869,0.05717535,-0.02084088
-5.54377189,1.07575258,-0.36846015,0.31484311,-0.21848566,0.27402822,-0.05045655,0.02316904,-0.00284501,0.15964755,-0.06119010,0.00451572,-0.00308365,0.45447748,-0.19325005,0.24354587,-0.10947686,0.06117843,-0.01844991
-5.53776888,1.11032597,-0.33855517,0.32331096,-0.19942749,0.28004594,-0.04515135,0.02365758,-0.00305752,0.16061675,-0.05613661,0.00458392,-0.00274993,0.47571376,-0.17642937,0.24855765,-0.10123001,0.06549082,-0.01645494
-5.53176588,1.14509526,-0.31480502,0.33188251,-0.18291191,0.28576890,-0.04111101,0.02408380,-0.00334314,0.16100753,-0.05240116,0.00463906,-0.00249667,0.49807520,-0.16229051,0.25338751,-0.09434868,0.07012542,-0.01482850
-5.52576288,1.18034761,-0.29691191,0.34060903,-0.16891919,0.29131896,-0.03822218,0.02445372,-0.00370117,0.16089357,-0.04990094,0.00468219,-0.00231614,0.52163037,-0.15073298,0.25809711,-0.08880613,0.07508931,-0.01354456
-5.51975988,1.21636452,-0.28456311,0.34954457,-0.15740218,0.29682437,-0.03637579,0.02477420,-0.00413044,0.16035996,-0.04854968,0.00471465,-0.00220089,0.54642571,-0.14164850,0.26275625,-0.08456717,0.08038184,-0.01257883
-5.51375688,1.25339542,-0.27743079,0.35873879,-0.14828748,0.30241277,-0.03546746,0.02505244,-0.00462922,0.15949947,-0.04825837,0.00473790,-0.00214382,0.57247403,-0.13492053,0.26743734,-0.08158720,0.08599291,-0.01190896
-5.50775388,1.29163177,-0.27517146,0.36822974,-0.14147693,0.30820394,-0.03539746,0.02529544,-0.00519508,0.15840855,-0.04893580,0.00475350,-0.00213818,0.59974382,-0.13042367,0.27220962,-0.07981148,0.09190142,-0.01151466
-5.50175088,1.33118317,-0.27742524,0.37803719,-0.13684929,0.31430285,-0.03607053,0.02550951,-0.00582485,0.15718314,-0.05048870,0.00476297,-0.00217752,0.62815006,-0.12802343,0.27713360,-0.07917455,0.09807415,-0.01137780
-5.49574787,1.37205723,-0.28381542,0.38815688,-0.13426216,0.32079328,-0.03739545,0.02569980,-0.00651455,0.15591459,-0.05282191,0.00476768,-0.00225567,0.65754746,-0.12757626,0.28225603,-0.07960015,0.10446508,-0.01148239
-5.48974487,1.41414467,-0.29394870,0.39855620,-0.13355433,0.32773259,-0.03928458,0.02586987,-0.00725931,0.15468594,-0.05583836,0.00476880,-0.00236671,0.68772659,-0.12893004,0.28760568,-0.08100143,0.11101526,-0.01181461
-5.48374187,1.45721089,-0.30741627,0.40917173,-0.13454833,0.33514771,-0.04165344,0.02602143,-0.00805340,0.15356857,-0.05943920,0.00476720,-0.00250493,0.71841358,-0.13192506,0.29319032,-0.08328160,0.11765343,-0.01236280
-5.47773887,1.50089487,-0.32379605,0.41990873,-0.13705341,0.34303276,-0.04442037,0.02615409,-0.00889025,0.15261956,-0.06352399,0.00476344,-0.00266476,0.74927363,-0.13639552,0.29899506,-0.08633501,0.12429718,-0.01311747
-5.47173587,1.54471585,-0.34265628,0.43064290,-0.14086886,0.35134844,-0.04750639,0.02626536,-0.00976251,0.15187979,-0.06799118,0.00475771,-0.00284081,0.77991856,-0.14217162,0.30498218,-0.09004867,0.13085491,-0.01407122
-5.46573287,1.58808800,-0.36356030,0.44122434,-0.14578762,0.36002327,-0.05083522,0.02635072,-0.01066220,0.15137280,-0.07273877,0.00474983,-0.00302780,0.80991818,-0.14908210,0.31109262,-0.09430412,0.13722838,-0.01521880
-5.45972986,1.63034235,-0.38607268,0.45148360,-0.15160018,0.36895661,-0.05433359,0.02640376,-0.01158084,0.15110465,-0.07766520,0.00473930,-0.00322063,0.83881524,-0.15695722,0.31724895,-0.09897968,0.14331583,-0.01655703
-5.45372686,1.67075542,-0.40976644,0.46123953,-0.15809869,0.37802340,-0.05793175,0.02641661,-0.01250966,0.15106450,-0.08267063,0.00472533,-0.00341435,0.86614328,-0.16563215,0.32335977,-0.10395302,0.14901554,-0.01808473
-5.44772386,1.70858290,-0.43423108,0.47030868,-0.16508115,0.38708036,-0.06156422,0.02638029,-0.01343980,0.15122607,-0.08765831,0.00470692,-0.00360425,0.89144674,-0.17495048,0.32932527,-0.10910388,0.15422974,-0.01980266
-5.44172086,1.74309697,-0.45908111,0.47851557,-0.17235562,0.39597333,-0.06517062,0.02628523,-0.01436255,0.15154981,-0.09253620,0.00468290,-0.00378591,0.91430225,-0.18476790,0.33504380,-0.11431694,0.15886859,-0.02171331
-5.43571786,1.77362523,-0.48396474,0.48570345,-0.17974428,0.40454547,-0.06869679,0.02612186,-0.01526957,0.15198555,-0.09721870,0.00465208,-0.00395525,0.93434006,-0.19495563,0.34041878,-0.11948468,0.16285411,-0.02382068
-5.42971486,1.79958910,-0.50857214,0.49174482,-0.18708720,0.41264575,-0.07209576,0.02588115,-0.01615311,0.15247576,-0.10162834,0.00461334,-0.00410865,0.95126457,-0.20540377,0.34536596,-0.12451010,0.16612387,-0.02612996
-5.42371186,1.82053974,-0.53264302,0.49655123,-0.19424562,0.42013747,-0.07532885,0.02555514,-0.01700620,0.15295886,-0.10569743,0.00456569,-0.00424296,0.96487266,-0.21602404,0.34982027,-0.12930925,0.16863419,-0.02864716
-5.41770885,1.83618930,-0.55597285,0.50008165,-0.20110476,0.42690616,-0.07836662,0.02513747,-0.01782280,0.15337275,-0.10936952,0.00450842,-0.00435565,0.97506899,-0.22675201,0.35374199,-0.13381340,0.17036270,-0.03137853
-5.41170585,1.84643578,-0.57841758,0.50234892,-0.20757580,0.43286669,-0.08118962,0.02462380,-0.01859785,0.15365822,-0.11260056,0.00444118,-0.00444482,0.98187707,-0.23754860,0.35712196,-0.13797077,0.17131012,-0.03433002
-5.40570285,1.85138004,-0.59989632,0.50342390,-0.21359717,0.43796890,-0.08378898,0.02401211,-0.01932737,0.15376210,-0.11535977,0.00436403,-0.00450929,0.98544565,-0.24840068,0.35998521,-0.14174766,0.17150118,-0.03750660
-5.39969985,1.85133359,-0.62039194,0.50343691,-0.21913486,0.44220177,-0.08616669,0.02330290,-0.02000839,0.15363999,-0.11763002,0.00427752,-0.00454860,0.98604958,-0.25932082,0.36239310,-0.14512912,0.17098446,-0.04091155
-5.39369685,1.84681688,-0.63994933,0.50257634,-0.22418186,0.44559560,-0.08833552,0.02249932,-0.02063886,0.15325851,-0.11940780,0.00418274,-0.00456304,0.98408524,-0.27034612,0.36444348,-0.14811888,0.16983137,-0.04454570
-5.38769385,1.83854758,-0.65867147,0.50108430,-0.22875672,0.44822226,-0.09031869,0.02160705,-0.02121755,0.15259697,-0.12070279,0.00408136,-0.00455368,0.98006027,-0.28153604,0.36626899,-0.15073867,0.16813400,-0.04840669
-5.38169085,1.82741935,-0.67671327,0.49924954,-0.23290122,0.45019337,-0.09214915,0.02063422,-0.02174380,0.15164830,-0.12153684,0.00397560,-0.00452225,0.97457804,-0.29296954,0.36803337,-0.15302695,0.16600222,-0.05248831
-5.37568784,1.81447198,-0.69427365,0.49739766,-0.23667730,0.45165648,-0.09386858,0.01959105,-0.02221734,0.15041939,-0.12194276,0.00386829,-0.00447116,0.96831747,-0.30474128,0.36992603,-0.15503707,0.16355989,-0.05677991
-5.36968484,1.80085402,-0.71158592,0.49587935,-0.24016334,0.45278945,-0.09552609,0.01848957,-0.02263804,0.14893070,-0.12196254,0.00376278,-0.00440340,0.96200886,-0.31695737,0.37215492,-0.15683493,0.16094054,-0.06126594
-5.36368184,1.78777968,-0.72890708,0.49505672,-0.24344997,0.45379320,-0.09717669,0.01734313,-0.02300568,0.14721529,-0.12164556,0.00366299,-0.00432242,0.95640697,-0.32973054,0.37493819,-0.15849624,0.15828256,-0.06592567
-5.35767884,1.77648189,-0.74650639,0.49528868,-0.24663557,0.45488334,-0.09887955,0.01616596,-0.02331974,0.14531724,-0.12104647,0.00357332,-0.00423205,0.95226233,-0.34317505,0.37849483,-0.16010354,0.15572423,-0.07073309
-5.35167584,1.76816372,-0.76465369,0.49691580,-0.24982160,0.45628078,-0.10069623,0.01497269,-0.02357924,0.14328965,-0.12022313,0.00349866,-0.00413636,0.95029213,-0.35740144,0.38303490,-0.16174302,0.15339871,-0.07565708
-5.34567284,1.76395035,-0.78360786,0.50024545,-0.25310798,0.45820211,-0.10268871,0.01377787,-0.02378258,0.14119229,-0.11923452,0.00344433,-0.00403951,0.95115202,-0.37251131,0.38874958,-0.16350128,0.15142929,-0.08066174
