energy_ev,total_up,C_s_up,C_p_up,Hf_p_up,Hf_d_up,Mg_p_up,Mg_d_up,Te_p_up,Te_d_up
-5.90395198,1.20416111,0.00238704,0.14372644,0.36900144,0.35001414,0.82787315,0.00000000,0.70422506,0.00000000
-5.89794897,1.18648067,0.00228390,0.14966902,0.35951683,0.35536162,0.78986997,0.00000000,0.68140196,0.00000000
-5.89194597,1.17049081,0.00220234,0.15497738,0.35140742,0.36006882,0.75301735,0.00000000,0.66106511,0.00000000
-5.88594297,1.15695749,0.00214450,0.15957433,0.34506826,0.36413703,0.71812880,0.00000000,0.64394985,0.00000000
-5.87993997,1.14665039,0.00211266,0.16339648,0.34088094,0.36758712,0.68599418,0.00000000,0.63076760,0.00000000
-5.87393697,1.14031836,0.00210917,0.16639646,0.33920125,0.37045920,0.65735639,0.00000000,0.62218308,0.00000000
-5.86793397,1.13866387,0.00213640,0.16854445,0.34034682,0.37281127,0.63288928,0.00000000,0.61879173,0.00000000
-5.86193097,1.14231701,0.00219669,0.16982912,0.34458529,0.37471693,0.61317734,0.00000000,0.62109811,0.00000000
-5.85592796,1.15180993,0.00229228,0.17025784,0.35212320,0.37626209,0.59869775,0.00000000,0.62949581,0.00000000
-5.84992496,1.16755209,0.00242527,0.16985606,0.36309590,0.37754086,0.58980522,0.00000000,0.64424939,0.00000000
-5.84392196,1.18980754,0.00259756,0.16866607,0.37755908,0.37865061,0.58671995,0.00000000,0.66547908,0.00000000
-5.83791896,1.21867478,0.00281083,0.16674498,0.39548190,0.37968645,0.58951900,0.00000000,0.69314864,0.00000000
-5.83191596,1.25407028,0.00306649,0.16416226,0.41674238,0.38073552,0.59813137,0.00000000,0.72705696,0.00000000
-5.82591296,1.29571643,0.00336568,0.16099676,0.44112503,0.38187118,0.61233686,0.00000000,0.76683391,0.00000000
-5.81990995,1.34313500,0.00370921,0.15733350,0.46832128,0.38314754,0.63176886,0.00000000,0.81194084,0.00000000
-5.81390695,1.39564660,0.00409760,0.15326034,0.49793267,0.38459477,0.65592115,0.00000000,0.86167599,0.00000000
-5.80790395,1.45237708,0.00453102,0.14886478,0.52947709,0.38621529,0.68415859,0.00000000,0.91518512,0.00000000
-5.80190095,1.51227105,0.00500934,0.14423095,0.56239790,0.38798133,0.71573171,0.00000000,0.97147732,0.00000000
-5.79589795,1.57411268,0.00553210,0.13943705,0.59607610,0.38983400,0.74979481,0.00000000,1.02944589,0.00000000
-5.78989495,1.63655368,0.00609849,0.13455325,0.62984509,0.39168405,0.78542734,0.00000000,1.08789395,0.00000000
-5.78389195,1.69814776,0.00670739,0.12964031,0.66300775,0.39341431,0.82165804,0.00000000,1.14556414,0.00000000
-5.77788894,1.75739072,0.00735729,0.12474867,0.69485537,0.39488388,0.85749116,0.00000000,1.20117159,0.00000000
-5.77188594,1.81276477,0.00804631,0.11991841,0.72468785,0.39593379,0.89193408,0.00000000,1.25343928,0.00000000
-5.76588294,1.86278564,0.00877214,0.11517972,0.75183423,0.39639396,0.92402546,0.00000000,1.30113435,0.00000000
-5.75987994,1.90605043,0.00953201,0.11055392,0.77567312,0.39609113,0.95286293,0.00000000,1.34310415,0.00000000
-5.75387694,1.94128435,0.01032260,0.10605504,0.79565190,0.39485732,0.97762932,0.00000000,1.37831066,0.00000000
-5.74787394,1.96738427,0.01113998,0.10169163,0.81130399,0.39253843,0.99761648,0.00000000,1.40586175,0.00000000
-5.74187094,1.98345706,0.01197956,0.09746890,0.82226349,0.38900249,1.01224572,0.00000000,1.42503800,0.00000000
-5.73586793,1.98885106,0.01283601,0.09339085,0.82827646,0.38414721,1.02108404,0.00000000,1.43531391,0.00000000
-5.72986493,1.98317907,0.01370317,0.08946237,0.82920834,0.37790637,1.02385539,0.00000000,1.43637267,0.00000000
-5.72386193,1.96633197,0.01457403,0.08569123,0.82504721,0.37025474,1.02044662,0.00000000,1.42811358,0.00000000
-5.71785893,1.93848222,0.01544071,0.08208975,0.81590273,0.36121142,1.01090771,0.00000000,1.41065209,0.00000000
-5.71185593,1.90007720,0.01629446,0.07867612,0.80200078,0.35084128,0.99544640,0.00000000,1.38431237,0.00000000
-5.70585293,1.85182280,0.01712572,0.07547547,0.78367421,0.33925466,0.97441740,0.00000000,1.34961282,0.00000000
-5.69984992,1.79465825,0.01792420,0.07252040,0.76134998,0.32660534,0.94830674,0.00000000,1.30724533,0.00000000
-5.69384692,1.72972324,0.01867905,0.06985123,0.73553345,0.31308686,0.91771195,0.00000000,1.25804919,0.00000000
-5.68784392,1.65831941,0.01937905,0.06751595,0.70679055,0.29892769,0.88331897,0.00000000,1.20298107,0.00000000
-5.68184092,1.58186766,0.02001283,0.06556971,0.67572859,0.28438526,0.84587696,0.00000000,1.14308237,0.00000000
-5.67583792,1.50186361,0.02056920,0.06407432,0.64297666,0.26973940,0.80617189,0.00000000,1.07944542,0.00000000
-5.66983492,1.41983314,0.02103742,0.06309735,0.60916633,0.25528550,0.76500026,0.00000000,1.01318002,0.00000000
-5.66383192,1.33728974,0.02140758,0.06271133,0.57491362,0.24132762,0.72314395,0.00000000,0.94538169,0.00000000
-5.65782891,1.25569556,0.02167092,0.06299276,0.54080269,0.22817202,0.68134717,0.00000000,0.87710273,0.00000000
-5.65182591,1.17642739,0.02182016,0.06402117,0.50737197,0.21612114,0.64029629,0.00000000,0.80932712,0.00000000
-5.64582291,1.10074849,0.02184980,0.06587819,0.47510303,0.20546840,0.60060339,0.00000000,0.74295002,0.00000000
-5.63981991,1.02978705,0.02175638,0.06864661,0.44441239,0.19649369,0.56279375,0.00000000,0.67876213,0.00000000
-5.63381691,0.96452123,0.02153868,0.07240943,0.41564638,0.18945975,0.52729759,0.00000000,0.61743921,0.00000000
-5.62781391,0.90577073,0.02119785,0.07724882,0.38907894,0.18460924,0.49444617,0.00000000,0.55953646,0.00000000
-5.62181091,0.85419432,0.02073740,0.08324500,0.36491208,0.18216237,0.46447187,0.00000000,0.50548764,0.00000000
-5.61580790,0.81029242,0.02016324,0.09047492,0.34327867,0.18231503,0.43751201,0.00000000,0.45560816,0.00000000
-5.60980490,0.77441381,0.01948345,0.09901063,0.32424723,0.18523696,0.41361583,0.00000000,0.41010154,0.00000000
-5.60380190,0.74676523,0.01870817,0.10891743,0.30782808,0.19107005,0.39275409,0.00000000,0.36906864,0.00000000
-5.59779890,0.72742286,0.01784922,0.12025154,0.29398051,0.19992629,0.37483046,0.00000000,0.33251855,0.00000000
-5.59179590,0.71634434,0.01691983,0.13305742,0.28262042,0.21188540,0.35969410,0.00000000,0.30038072,0.00000000
-5.58579290,0.71338054,0.01593420,0.14736470,0.27362802,0.22699191,0.34715266,0.00000000,0.27251745,0.00000000
-5.57978989,0.71828621,0.01490713,0.16318476,0.26685520,0.24525179,0.33698504,0.00000000,0.24873613,0.00000000
-5.57378689,0.73072894,0.01385357,0.18050707,0.26213232,0.26662853,0.32895338,0.00000000,0.22880083,0.00000000
-5.56778389,0.75029611,0.01278823,0.19929538,0.25927410,0.29103901,0.32281364,0.00000000,0.21244290,0.00000000
-5.56178089,0.77649985,0.01172516,0.21948405,0.25808468,0.31834922,0.31832459,0.00000000,0.19937025,0.00000000
-5.55577789,0.80878022,0.01067749,0.24097458,0.25836159,0.34837028,0.31525488,0.00000000,0.18927531,0.00000000
-5.54977489,0.84650696,0.00965705,0.26363273,0.25989882,0.38085501,0.31338799,0.00000000,0.18184166,0.00000000
-5.54377189,0.88898064,0.00867425,0.28728643,0.26248906,0.41549562,0.31252524,0.00000000,0.17674940,0.00000000
-5.53776888,0.93543374,0.00773783,0.31172472,0.26592531,0.45192275,0.31248689,0.00000000,0.17367949,0.00000000
-5.53176588,0.98503266,0.00685486,0.33669799,0.27000192,0.48970638,0.31311157,0.00000000,0.17231718,0.00000000
-5.52576288,1.03688129,0.00603065,0.36191969,0.27451550,0.52835892,0.31425444,0.00000000,0.17235482,0.00000000
-5.51975988,1.09002705,0.00526886,0.38706972,0.27926570,0.56734065,0.31578428,0.00000000,0.17349426,0.00000000
-5.51375688,1.14346979,0.00457154,0.41179942,0.28405616,0.60606778,0.31758015,0.00000000,0.17544896,0.00000000
-5.50775388,1.19617402,0.00393929,0.43573831,0.28869575,0.64392294,0.31952784,0.00000000,0.17794612,0.00000000
-5.50175088,1.24708461,0.00337144,0.45850229,0.29300028,0.68026808,0.32151654,0.00000000,0.18072874,0.00000000
-5.49574787,1.29514572,0.00286623,0.47970326,0.29679463,0.71445941,0.32343623,0.00000000,0.18355785,0.00000000
-5.48974487,1.33932267,0.00242102,0.49895969,0.29991534,0.74586387,0.32517576,0.00000000,0.18621478,0.00000000
-5.48374187,1.37862601,0.00203253,0.51590782,0.30221372,0.77387671,0.32662216,0.00000000,0.18850349,0.00000000
-5.47773887,1.41213683,0.00169698,0.53021309,0.30355914,0.79793921,0.32766102,0.00000000,0.19025290,0.00000000
-5.47173587,1.43903249,0.00141035,0.54158121,0.30384259,0.81755603,0.32817808,0.00000000,0.19131903,0.00000000
-5.46573287,1.45861121,0.00116852,0.54976842,0.30298013,0.83231137,0.32806191,0.00000000,0.19158686,0.00000000
-5.45972986,1.47031473,0.00096743,0.55459049,0.30091622,0.84188303,0.32720753,0.00000000,0.19097184,0.00000000
-5.45372686,1.47374753,0.00080322,0.55592991,0.29762648,0.84605386,0.32552063,0.00000000,0.18942082,0.00000000
-5.44772386,1.46869179,0.00067236,0.55374105,0.29312000,0.84472001,0.32292233,0.00000000,0.18691238,0.00000000
-5.44172086,1.45511711,0.00057168,0.54805289,0.28744072,0.83789544,0.31935380,0.00000000,0.18345641,0.00000000
-5.43571786,1.43318443,0.00049848,0.53896930,0.28066793,0.82571259,0.31478080,0.00000000,0.17909302,0.00000000
-5.42971486,1.40324378,0.00045057,0.52666668,0.27291581,0.80841898,0.30919746,0.00000000,0.17389065,0.00000000
-5.42371186,1.36582591,0.00042626,0.51138919,0.26433176,0.78637010,0.30262931,0.00000000,0.16794352,0.00000000
-5.41770885,1.32162791,0.00042439,0.49344173,0.25509387,0.76001866,0.29513510,0.00000000,0.16136840,0.00000000
-5.41170585,1.27149360,0.00044433,0.47318091,0.24540717,0.72990087,0.28680740,0.00000000,0.15430096,0.00000000
-5.40570285,1.21638930,0.00048591,0.45100455,0.23549912,0.69662024,0.27777174,0.00000000,0.14689157,0.00000000
-5.39969985,1.15737608,0.00054941,0.42734008,0.22561422,0.66082966,0.26818446,0.00000000,0.13930106,0.00000000
-5.39369685,1.09557958,0.00063550,0.40263228,0.21600799,0.62321252,0.25822912,0.00000000,0.13169616,0.00000000
-5.38769385,1.03215861,0.00074514,0.37733102,0.20694047,0.58446364,0.24811170,0.00000000,0.12424515,0.00000000
-5.38169085,0.96827374,0.00087954,0.35187921,0.19866943,0.54527068,0.23805482,0.00000000,0.11711361,0.00000000
-5.37568784,0.90505699,0.00104006,0.32670169,0.19144345,0.50629679,0.22829106,0.00000000,0.11046042,0.00000000
-5.36968484,0.84358360,0.00122808,0.30219519,0.18549507,0.46816502,0.21905581,0.00000000,0.10443428,0.00000000
-5.36368184,0.78484681,0.00144490,0.27871974,0.18103412,0.43144493,0.21057980,0.00000000,0.09917050,0.00000000
-5.35767884,0.72973631,0.00169166,0.25659165,0.17824148,0.39664174,0.20308169,0.00000000,0.09478843,0.00000000
-5.35167584,0.67902069,0.00196915,0.23607834,0.17726336,0.36418812,0.19676085,0.00000000,0.09138934,0.00000000
-5.34567284,0.63333441,0.00227774,0.21739488,0.17820630,0.33443884,0.19179082,0.00000000,0.08905482,0.00000000
-5.33966983,0.59316910,0.00261726,0.20070221,0.18113289,0.30766798,0.18831342,0.00000000,0.08784571,0.00000000
-5.33366683,0.55886935,0.00298687,0.18610706,0.18605855,0.28406866,0.18643392,0.00000000,0.08780148,0.00000000
-5.32766383,0.53063255,0.00338496,0.17366334,0.19294935,0.26375509,0.18621721,0.00000000,0.08894006,0.00000000
-5.32166083,0.50851259,0.00380913,0.16337473,0.20172095,0.24676641,0.18768536,0.00000000,0.09125811,0.00000000
-5.31565783,0.49242698,0.00425607,0.15519841,0.21223892,0.23307232,0.19081638,0.00000000,0.09473164,0.00000000
-5.30965483,0.48216686,0.00472159,0.14904970,0.22432032,0.22257978,0.19554430,0.00000000,0.09931697,0.00000000
-5.30365183,0.47740955,0.00520064,0.14480726,0.23773675,0.21514073,0.20176071,0.00000000,0.10495203,0.00000000
-5.29764882,0.47773295,0.00568732,0.14231879,0.25221876,0.21056040,0.20931742,0.00000000,0.11155793,0.00000000
-5.29164582,0.48263153,0.00617499,0.14140708,0.26746163,0.20860580,0.21803045,0.00000000,0.11904077,0.00000000
-5.28564282,0.49153331,0.00665642,0.14187604,0.28313246,0.20901445,0.22768497,0.00000000,0.12729374,0.00000000
-5.27963982,0.50381740,0.00712393,0.14351681,0.29887839,0.21150279,0.23804128,0.00000000,0.13619935,0.00000000
-5.27363682,0.51883170,0.00756957,0.14611371,0.31433571,0.21577432,0.24884137,0.00000000,0.14563188,0.00000000
-5.26763382,0.53591043,0.00798537,0.14944983,0.32913967,0.22152723,0.25981611,0.00000000,0.15545997,0.00000000
-5.26163082,0.55439092,0.00836354,0.15331237,0.34293463,0.22846152,0.27069269,0.00000000,0.16554924,0.00000000
-5.25562781,0.57362957,0.00869673,0.15749744,0.35538425,0.23628531,0.28120207,0.00000000,0.17576503,0.00000000
-5.24962481,0.59301646,0.00897828,0.16181446,0.36618125,0.24472058,0.29108626,0.00000000,0.18597502,0.00000000
-5.24362181,0.61198835,0.00920239,0.16608981,0.37505647,0.25350802,0.30010518,0.00000000,0.19605183,0.00000000
-5.23761881,0.63003989,0.00936438,0.17017000,0.38178684,0.26241114,0.30804285,0.00000000,0.20587549,0.00000000
-5.23161581,0.64673281,0.00946079,0.17392412,0.38620185,0.27121957,0.31471267,0.00000000,0.21533565,0.00000000
-5.22561281,0.66170288,0.00948956,0.17724556,0.38818835,0.27975155,0.31996181,0.00000000,0.22433359,0.00000000
-5.21960980,0.67466459,0.00945007,0.18005309,0.38769347,0.28785563,0.32367436,0.00000000,0.23278390,0.00000000
-5.21360680,0.68541363,0.00934316,0.18229129,0.38472547,0.29541166,0.32577331,0.00000000,0.24061582,0.00000000
-5.20760380,0.69382704,0.00917113,0.18393023,0.37935257,0.30233107,0.32622134,0.00000000,0.24777428,0.00000000
-5.20160080,0.69986137,0.00893762,0.18496464,0.37169987,0.30855649,0.32502038,0.00000000,0.25422051,0.00000000
-5.19559780,0.70354895,0.00864751,0.18541256,0.36194440,0.31406086,0.32221001,0.00000000,0.25993236,0.00000000
-5.18959480,0.70499250,0.00830673,0.18531352,0.35030868,0.31884603,0.31786496,0.00000000,0.26490425,0.00000000
-5.18359180,0.70435851,0.00792208,0.18472635,0.33705306,0.32294098,0.31209164,0.00000000,0.26914685,0.00000000
-5.17758879,0.70186960,0.00750099,0.18372681,0.32246719,0.32639978,0.30502411,0.00000000,0.27268650,0.00000000
-5.17158579,0.69779634,0.00705128,0.18240498,0.30686106,0.32929928,0.29681946,0.00000000,0.27556440,0.00000000
-5.16558279,0.69244865,0.00658092,0.18086268,0.29055588,0.33173675,0.28765296,0.00000000,0.27783567,0.00000000
-5.15957979,0.68616735,0.00609784,0.17921082,0.27387538,0.33382734,0.27771315,0.00000000,0.27956825,0.00000000
-5.15357679,0.67931586,0.00560964,0.17756688,0.25713763,0.33570155,0.26719690,0.00000000,0.28084169,0.00000000
-5.14757379,0.67227237,0.00512347,0.17605245,0.24064785,0.33750273,0.25630480,0.00000000,0.28174597,0.00000000
-5.14157079,0.66542256,0.00464583,0.17479097,0.22469225,0.33938441,0.24523686,0.00000000,0.28238015,0.00000000
-5.13556778,0.65915292,0.00418246,0.17390554,0.20953316,0.34150771,0.23418864,0.00000000,0.28285103,0.00000000
-5.12956478,0.65384459,0.00373827,0.17351685,0.19540548,0.34403852,0.22334788,0.00000000,0.28327177,0.00000000
-5.12356178,0.64986774,0.00331726,0.17374122,0.18251433,0.34714459,0.21289173,0.00000000,0.28376034,0.00000000
-5.11755878,0.64757625,0.00292253,0.17468859,0.17103396,0.35099235,0.20298438,0.00000000,0.28443798,0.00000000
-5.11155578,0.64730265,0.00255628,0.17646055,0.16110775,0.35574343,0.19377534,0.00000000,0.28542745,0.00000000
-5.10555278,0.64935313,0.00221987,0.17914831,0.15284904,0.36155089,0.18539813,0.00000000,0.28685116,0.00000000
-5.09954977,0.65400251,0.00191389,0.18283054,0.14634280,0.36855505,0.17796937,0.00000000,0.28882913,0.00000000
-5.09354677,0.66148910,0.00163823,0.18757121,0.14164769,0.37687914,0.17158834,0.00000000,0.29147685,0.00000000
-5.08754377,0.67200953,0.00139222,0.19341725,0.13879857,0.38662458,0.16633683,0.00000000,0.29490292,0.00000000
-5.08154077,0.68571346,0.00117465,0.20039634,0.13780917,0.39786627,0.16227926,0.00000000,0.29920672,0.00000000
-5.07553777,0.70269853,0.00098398,0.20851469,0.13867472,0.41064788,0.15946309,0.00000000,0.30447600,0.00000000
-5.06953477,0.72300562,0.00081835,0.21775507,0.14137463,0.42497751,0.15791948,0.00000000,0.31078456,0.00000000
-5.06353177,0.74661481,0.00067573,0.22807509,0.14587492,0.44082386,0.15766413,0.00000000,0.31819010,0.00000000
-5.05752876,0.77344229,0.00055399,0.23940610,0.15213045,0.45811316,0.15869827,0.00000000,0.32673247,0.00000000
-5.05152576,0.80333870,0.00045096,0.25165257,0.16008699,0.47672735,0.16100995,0.00000000,0.33643213,0.00000000
-5.04552276,0.83608905,0.00036451,0.26469231,0.16968295,0.49650343,0.16457539,0.00000000,0.34728932,0.00000000
-5.03951976,0.87141469,0.00029261,0.27837760,0.18085096,0.51723447,0.16936050,0.00000000,0.35928371,0.00000000
-5.03351676,0.90897735,0.00023332,0.29253720,0.19351915,0.53867230,0.17532255,0.00000000,0.37237470,0.00000000
-5.02751376,0.94838544,0.00018489,0.30697941,0.20761224,0.56053197,0.18241183,0.00000000,0.38650245,0.00000000
-5.02151076,0.98920251,0.00014572,0.32149609,0.22305236,0.58249789,0.19057344,0.00000000,0.40158944,0.00000000
-5.01550775,1.03095769,0.00011438,0.33586752,0.23975966,0.60423163,0.19974893,0.00000000,0.41754272,0.00000000
-5.00950475,1.07315778,0.00008963,0.34986809,0.25765268,0.62538104,0.20987792,0.00000000,0.43425654,0.00000000
-5.00350175,1.11530057,0.00007043,0.36327242,0.27664842,0.64559040,0.22089948,0.00000000,0.45161532,0.00000000
-4.99749875,1.15688875,0.00005590,0.37586182,0.29666218,0.66451120,0.23275335,0.00000000,0.46949684,0.00000000
-4.99149575,1.19744391,0.00004533,0.38743087,0.31760717,0.68181300,0.24538082,0.00000000,0.48777537,0.00000000
-4.98549275,1.23652003,0.00003819,0.39779355,0.33939383,0.69719401,0.25872535,0.00000000,0.50632468,0.00000000
-4.97948974,1.27371571,0.00003408,0.40678904,0.36192903,0.71039082,0.27273289,0.00000000,0.52502073,0.00000000
-4.97348674,1.30868488,0.00003277,0.41428657,0.38511526,0.72118680,0.28735194,0.00000000,0.54374404,0.00000000
-4.96748374,1.34114540,0.00003419,0.42018933,0.40884974,0.72941886,0.30253343,0.00000000,0.56238154,0.00000000
-4.96148074,1.37088541,0.00003839,0.42443717,0.43302382,0.73498231,0.31823051,0.00000000,0.58082803,0.00000000
-4.95547774,1.39776739,0.00004557,0.42700812,0.45752274,0.73783348,0.33439835,0.00000000,0.59898726,0.00000000
-4.94947474,1.42172989,0.00005611,0.42791852,0.48222588,0.73799030,0.35099419,0.00000000,0.61677274,0.00000000
-4.94347174,1.44278729,0.00007051,0.42722195,0.50700779,0.73553069,0.36797764,0.00000000,0.63410839,0.00000000
-4.93746873,1.46102792,0.00008945,0.42500713,0.53173999,0.73058910,0.38531149,0.00000000,0.65092926,0.00000000
-4.93146573,1.47661083,0.00011380,0.42139472,0.55629376,0.72335140,0.40296307,0.00000000,0.66718238,0.00000000
-4.92546273,1.48976184,0.00014459,0.41653351,0.58054386,0.71404854,0.42090620,0.00000000,0.68282797,0.00000000
-4.91945973,1.50076920,0.00018306,0.41059600,0.60437318,0.70294928,0.43912381,0.00000000,0.69784101,0.00000000
-4.91345673,1.50997909,0.00023067,0.40377381,0.62767807,0.69035259,0.45761102,0.00000000,0.71221329,0.00000000
-4.90745373,1.51779139,0.00028908,0.39627291,0.65037429,0.67657980,0.47637871,0.00000000,0.72595574,0.00000000
-4.90145073,1.52465550,0.00036020,0.38830902,0.67240307,0.66196712,0.49545720,0.00000000,0.73910108,0.00000000
-4.89544772,1.53106637,0.00044616,0.38010327,0.69373690,0.64685860,0.51489976,0.00000000,0.75170641,0.00000000
-4.88944472,1.53756018,0.00054932,0.37187817,0.71438471,0.63159980,0.53478572,0.00000000,0.76385558,0.00000000
-4.88344172,1.54470955,0.00067230,0.36385395,0.73439582,0.61653213,0.55522271,0.00000000,0.77566088,0.00000000
-4.87743872,1.55311759,0.00081789,0.35624527,0.75386219,0.60198798,0.57634760,0.00000000,0.78726388,0.00000000
-4.87143572,1.56341031,0.00098914,0.34925819,0.77291865,0.58828646,0.59832596,0.00000000,0.79883487,0.00000000
-4.86543272,1.57622700,0.00118921,0.34308741,0.79174066,0.57572962,0.62134956,0.00000000,0.81057075,0.00000000
-4.85942971,1.59220811,0.00142146,0.33791353,0.81053948,0.56459906,0.64563182,0.00000000,0.82269114,0.00000000
-4.85342671,1.61198047,0.00168929,0.33390038,0.82955457,0.55515259,0.67140112,0.00000000,0.83543259,0.00000000
-4.84742371,1.63613984,0.00199616,0.33119232,0.84904350,0.54762097,0.69889201,0.00000000,0.84904093,0.00000000
-4.84142071,1.66523116,0.00234548,0.32991136,0.86926962,0.54220449,0.72833455,0.00000000,0.86376196,0.00000000
-4.83541771,1.69972690,0.00274055,0.33015428,0.89048787,0.53906941,0.75994204,0.00000000,0.87983078,0.00000000
-4.82941471,1.74000449,0.00318448,0.33198966,0.91292957,0.53834422,0.79389789,0.00000000,0.89746027,0.00000000
-4.82341171,1.78632373,0.00368006,0.33545497,0.93678682,0.54011590,0.83034189,0.00000000,0.91682927,0.00000000
-4.81740870,1.83880543,0.00422967,0.34055394,0.96219740,0.54442630,0.86935689,0.00000000,0.93807099,0.00000000
-4.81140570,1.89741259,0.00483516,0.34725423,0.98923117,0.55126885,0.91095646,0.00000000,0.96126255,0.00000000
-4.80540270,1.96193528,0.00549774,0.35548576,1.01787859,0.56058586,0.95507433,0.00000000,0.98641605,0.00000000
-4.79939970,2.03198056,0.00621784,0.36513980,1.04804244,0.57226672,1.00155622,0.00000000,1.01347190,0.00000000
-4.79339670,2.10696826,0.00699500,0.37606908,1.07953310,0.58614718,1.05015474,0.00000000,1.04229488,0.00000000
-4.78739370,2.18613338,0.00782773,0.38808896,1.11206797,0.60201005,1.10052772,0.00000000,1.07267308,0.00000000
-4.78139070,2.26853555,0.00871345,0.40097993,1.14527522,0.61958732,1.15224034,0.00000000,1.10432015,0.00000000
-4.77538769,2.35307540,0.00964833,0.41449131,1.17870184,0.63856393,1.20477092,0.00000000,1.13688053,0.00000000
-4.76938469,2.43851752,0.01062726,0.42834623,1.21182565,0.65858312,1.25752057,0.00000000,1.16993763,0.00000000
-4.76338169,2.52351927,0.01164378,0.44224774,1.24407089,0.67925327,1.30982611,0.00000000,1.20302447,0.00000000
-4.75737869,2.60666426,0.01269006,0.45588593,1.27482649,0.70015610,1.36097585,0.00000000,1.23563630,0.00000000
-4.75137569,2.68649923,0.01375694,0.46894578,1.30346635,0.72085591,1.41022769,0.00000000,1.26724452,0.00000000
-4.74537269,2.76157274,0.01483395,0.48111548,1.32937058,0.74090967,1.45682866,0.00000000,1.29731132,0.00000000
-4.73936968,2.83047419,0.01590946,0.49209489,1.35194659,0.75987742,1.50003523,0.00000000,1.32530419,0.00000000
-4.73336668,2.89187145,0.01697078,0.50160388,1.37064933,0.77733282,1.53913351,0.00000000,1.35070991,0.00000000
-4.72736368,2.94454585,0.01800443,0.50939013,1.38499952,0.79287331,1.57345867,0.00000000,1.37304726,0.00000000
-4.72136068,2.98742314,0.01899632,0.51523620,1.39459932,0.80612970,1.60241280,0.00000000,1.39187812,0.00000000
-4.71535768,3.01959955,0.01993210,0.51896550,1.39914484,0.81677474,1.62548071,0.00000000,1.40681671,0.00000000
-4.70935468,3.04036233,0.02079746,0.52044708,1.39843511,0.82453050,1.64224330,0.00000000,1.41753683,0.00000000
-4.70335168,3.04920427,0.02157851,0.51959901,1.39237740,0.82917442,1.65238806,0.00000000,1.42377702,0.00000000
-4.69734867,3.04583247,0.02226218,0.51639031,1.38098907,0.83054384,1.65571676,0.00000000,1.42534392,0.00000000
-4.69134567,3.03017124,0.02283656,0.51084145,1.36439603,0.82853901,1.65215013,0.00000000,1.42211396,0.00000000
-4.68534267,3.00236005,0.02329135,0.50302341,1.34282839,0.82312457,1.64172979,0.00000000,1.41403375,0.00000000
-4.67933967,2.96274678,0.02361816,0.49305550,1.31661376,0.81432960,1.62461758,0.00000000,1.40111932,0.00000000
-4.67333667,2.91187727,0.02381088,0.48110208,1.28616881,0.80224632,1.60109251,0.00000000,1.38345483,0.00000000
-4.66733367,2.85048186,0.02386591,0.46736831,1.25198956,0.78702758,1.57154566,0.00000000,1.36119060,0.00000000
-4.66133067,2.77945958,0.02378240,0.45209521,1.21464119,0.76888325,1.53647332,0.00000000,1.33454098,0.00000000
-4.65532766,2.69986081,0.02356237,0.43555418,1.17474755,0.74807573,1.49646855,0.00000000,1.30378196,0.00000000
-4.64932466,2.61286869,0.02321074,0.41804129,1.13298096,0.72491466,1.45221155,0.00000000,1.26924864,0.00000000
-4.64332166,2.51977987,0.02273532,0.39987132,1.09005236,0.69975098,1.40445883,0.00000000,1.23133235,0.00000000
