energy_ev,total_up,Hg_p_up,Hg_d_up,N_s_up,N_p_up,Ni_p_up,Ni_d_up,S_s_up,S_p_up
-5.76588294,6.16417063,0.68409931,2.67498431,0.11411926,0.04553169,0.49579417,0.80746353,0.12929994,1.73737423
-5.75987994,6.39708886,0.70639496,2.80017321,0.11642639,0.04585837,0.52127647,0.81202798,0.13005036,1.79467465
-5.75387694,6.65689965,0.73217249,2.93636844,0.11918925,0.04641553,0.54987095,0.82054115,0.13129292,1.85985100
-5.74787394,6.93957116,0.76110491,3.08152534,0.12233812,0.04719123,0.58129411,0.83266331,0.13298500,1.93189920
-5.74187094,7.24039358,0.79276600,3.23334560,0.12579132,0.04816704,0.61518274,0.84795097,0.13507003,2.00960335
-5.73586793,7.55406535,0.82663687,3.38932197,0.12945695,0.04931836,0.65109845,0.86586498,0.13747862,2.09155636
-5.72986493,7.87479787,0.86211554,3.54678882,0.13323492,0.05061502,0.68853463,0.88578192,0.14013011,2.17618703
-5.72386193,8.19643680,0.89852944,3.70297721,0.13701932,0.05202196,0.72692571,0.90700857,0.14293462,2.26179317
-5.71785893,8.51259737,0.93515053,3.85507356,0.14070105,0.05350005,0.76565850,0.92879919,0.14579538,2.34657991
-5.71185593,8.81681048,0.97121258,4.00028046,0.14417054,0.05500720,0.80408552,0.95037499,0.14861142,2.42870251
-5.70585293,9.10267561,1.00593035,4.13587827,0.14732065,0.05649934,0.84153985,0.97094537,0.15128042,2.50631204
-5.69984992,9.36401603,1.03851977,4.25928577,0.15004953,0.05793168,0.87735112,0.98973003,0.15370165,2.57760286
-5.69384692,9.59503164,1.06821875,4.36811832,0.15226339,0.05925989,0.91086213,1.00598123,0.15577888,2.64086005
-5.68784392,9.79044430,1.09430773,4.46024183,0.15387908,0.06044131,0.94144554,1.01900543,0.15742325,2.69450522
-5.68184092,9.94563070,1.11612930,4.53382087,0.15482637,0.06143613,0.96851999,1.02818331,0.15855573,2.73713913
-5.67583792,10.05673816,1.13310626,4.58735927,0.15504984,0.06220848,0.99156519,1.03298763,0.15910945,2.76757923
-5.66983492,10.12077902,1.14475732,4.61973208,0.15451035,0.06272741,1.01013522,1.03299802,0.15903145,2.78489111
-5.66383192,10.13570012,1.15070998,4.63020752,0.15318598,0.06296770,1.02386970,1.02791228,0.15828401,2.78841218
-5.65782891,10.10042491,1.15071006,4.61845835,0.15107241,0.06291055,1.03250233,1.01755365,0.15684547,2.77776715
-5.65182591,10.01486650,1.14462759,4.58456201,0.14818281,0.06254401,1.03586650,1.00187393,0.15471046,2.75287432
-5.64582291,9.87991136,1.13245881,4.52898977,0.14454708,0.06186326,1.03389777,0.98095234,0.15188961,2.71394286
-5.63981991,9.69737452,1.11432430,4.45258510,0.14021065,0.06087065,1.02663318,0.95499011,0.14840872,2.66146104
-5.63381691,9.46992832,1.09046341,4.35653224,0.13523285,0.05957553,1.01420754,0.92430142,0.14430750,2.59617616
-5.62781391,9.20100777,1.06122518,4.24231618,0.12968479,0.05799389,0.99684679,0.88930077,0.13963786,2.51906706
-5.62181091,8.89469666,1.02705625,4.11167566,0.12364704,0.05614784,0.97485892,0.85048770,0.13446188,2.43131048
-5.61580790,8.55559926,0.98848632,3.96655103,0.11720708,0.05406495,0.94862279,0.80842933,0.12884964,2.33424273
-5.60980490,8.18870272,0.94611176,3.80902901,0.11045665,0.05177742,0.91857548,0.76374162,0.12287679,2.22931835
-5.60380190,7.79923592,0.90057800,3.64128650,0.10348912,0.04932128,0.88519860,0.71707006,0.11662222,2.11806741
-5.59779890,7.39253002,0.85256159,3.46553550,0.09639697,0.04673546,0.84900434,0.66907051,0.11016572,2.00205315
-5.59179590,6.97388588,0.80275238,3.28397104,0.08926947,0.04406089,0.81052161,0.62039111,0.10358583,1.88283157
-5.58579290,6.54845281,0.75183672,3.09872391,0.08219059,0.04133971,0.77028290,0.57165553,0.09695788,1.76191429
-5.57978989,6.12112239,0.70048197,2.91181951,0.07523730,0.03861447,0.72881244,0.52344849,0.09035240,1.64073596
-5.57378689,5.69644024,0.64932306,2.72514386,0.06847817,0.03592748,0.68661567,0.47630364,0.08383372,1.52062698
-5.56778389,5.27853730,0.59895126,2.54041739,0.06197240,0.03332027,0.64417065,0.43069414,0.07745905,1.40279218
-5.56178089,4.87108159,0.54990543,2.35917682,0.05576925,0.03083319,0.60192133,0.38702612,0.07127780,1.28829568
-5.55577789,4.47725005,0.50266584,2.18276474,0.04990773,0.02850516,0.56027277,0.34563501,0.06533132,1.17805191
-5.54977489,4.09971940,0.45765053,2.01232656,0.04441682,0.02637355,0.51958827,0.30678442,0.05965286,1.07282245
-5.54377189,3.74067403,0.41521407,1.84881404,0.03931580,0.02447416,0.48018827,0.27066765,0.05426786,0.97321814
-5.53776888,3.40182851,0.37564838,1.69299412,0.03461495,0.02284134,0.44235075,0.23741116,0.04919445,0.87970582
-5.53176588,3.08446187,0.33918542,1.54546223,0.03031641,0.02150812,0.40631294,0.20708000,0.04444411,0.79261861
-5.52576288,2.78946042,0.30600126,1.40665861,0.02641517,0.02050646,0.37227397,0.17968441,0.04002245,0.71216918
-5.51975988,2.51736623,0.27622120,1.27688654,0.02290016,0.01986746,0.34039821,0.15518753,0.03593006,0.63846468
-5.51375688,2.26842821,0.24992552,1.15633142,0.01975536,0.01962149,0.31081898,0.13351356,0.03216343,0.57152275
-5.50775388,2.04265322,0.22715539,1.04507958,0.01696093,0.01979842,0.28364238,0.11455612,0.02871575,0.51128761
-5.50175088,1.83985491,0.20791879,0.94313615,0.01449421,0.02042755,0.25895100,0.09818644,0.02557781,0.45764563
-5.49574787,1.65969859,0.19219593,0.85044133,0.01233076,0.02153762,0.23680726,0.08426111,0.02273872,0.41043974
-5.48974487,1.50174075,0.17994406,0.76688460,0.01044519,0.02315661,0.21725638,0.07262914,0.02018661,0.36948231
-5.48374187,1.36546255,0.17110157,0.69231674,0.00881193,0.02531136,0.20032874,0.06313822,0.01790919,0.33456619
-5.47773887,1.25029677,0.16559112,0.62655956,0.00740586,0.02802720,0.18604169,0.05564003,0.01589429,0.30547374
-5.47173587,1.15564845,0.16332202,0.56941331,0.00620285,0.03132736,0.17440078,0.04999452,0.01413025,0.28198388
-5.46573287,1.08090954,0.16419176,0.52066226,0.00518012,0.03523235,0.16540045,0.04607326,0.01260625,0.26387727
-5.45972986,1.02546818,0.16808680,0.48007844,0.00431656,0.03975922,0.15902427,0.04376181,0.01131258,0.25093973
-5.45372686,0.98871356,0.17488293,0.44742399,0.00359292,0.04492090,0.15524477,0.04296120,0.01024085,0.24296410
-5.44772386,0.97003728,0.18444515,0.42245252,0.00299193,0.05072545,0.15402317,0.04358861,0.00938411,0.23975101
-5.44172086,0.96883207,0.19662746,0.40490968,0.00249834,0.05717545,0.15530881,0.04557741,0.00873699,0.24110864
-5.43571786,0.98448901,0.21127264,0.39453331,0.00209894,0.06426746,0.15903872,0.04887659,0.00829574,0.24685187
-5.42971486,1.01639396,0.22821220,0.39105348,0.00178249,0.07199156,0.16513724,0.05344978,0.00805831,0.25680114
-5.42371186,1.06392398,0.24726663,0.39419252,0.00153965,0.08033116,0.17351597,0.05927388,0.00802431,0.27078110
-5.41770885,1.12644428,0.26824608,0.40366519,0.00136292,0.08926284,0.18407385,0.06633749,0.00819501,0.28861944
-5.41170585,1.20330603,0.29095147,0.41917918,0.00124647,0.09875650,0.19669782,0.07463917,0.00857327,0.31014589
-5.40570285,1.29384531,0.31517599,0.44043580,0.00118611,0.10877555,0.21126373,0.08418556,0.00916345,0.33519155
-5.39969985,1.39738307,0.34070708,0.46713097,0.00117908,0.11927736,0.22763773,0.09498950,0.00997120,0.36358846
-5.39369685,1.51322587,0.36732858,0.49895624,0.00122399,0.13021373,0.24567794,0.10706805,0.01100330,0.39516957
-5.38769385,1.64066724,0.39482313,0.53559992,0.00132065,0.14153152,0.26523651,0.12044059,0.01226734,0.42976878
-5.38169085,1.77898893,0.42297450,0.57674807,0.00146995,0.15317325,0.28616178,0.13512680,0.01377138,0.46722102
-5.37568784,1.92746171,0.45156982,0.62208507,0.00167372,0.16507776,0.30830055,0.15114457,0.01552351,0.50736226
-5.36968484,2.08534505,0.48040148,0.67129387,0.00193454,0.17718076,0.33150022,0.16850799,0.01753134,0.55002911
-5.36368184,2.25188523,0.50926861,0.72405555,0.00225560,0.18941537,0.35561079,0.18722501,0.01980140,0.59505796
-5.35767884,2.42631130,0.53797810,0.78004813,0.00264050,0.20171254,0.38048633,0.20729521,0.02233852,0.64228343
-5.35167584,2.60782885,0.56634503,0.83894463,0.00309300,0.21400136,0.40598603,0.22870727,0.02514511,0.69153604
-5.34567284,2.79561118,0.59419255,0.90041032,0.00361685,0.22620930,0.43197456,0.25143642,0.02822043,0.74263897
-5.33966983,2.98878836,0.62135137,0.96409921,0.00421552,0.23826235,0.45832167,0.27544176,0.03155981,0.79540407
-5.33366683,3.18643424,0.64765880,1.02964994,0.00489190,0.25008514,0.48490108,0.30066360,0.03515399,0.84962700
-5.32766383,3.38755232,0.67295763,1.09668130,0.00564808,0.26160106,0.51158861,0.32702079,0.03898841,0.90508190
-5.32166083,3.59106122,0.69709496,1.16478763,0.00648505,0.27273244,0.53825966,0.35440830,0.04304264,0.96151565
-5.31565783,3.79578090,0.71992122,1.23353448,0.00740243,0.28340081,0.56478616,0.38269509,0.04728996,1.01864231
-5.30965483,4.00042088,0.74128944,1.30245494,0.00839821,0.29352734,0.59103321,0.41172238,0.05169707,1.07613782
-5.30365183,4.20357177,0.76105508,1.37104696,0.00946854,0.30303345,0.61685566,0.44130269,0.05622403,1.13363579
-5.29764882,4.40370136,0.77907645,1.43877217,0.01060758,0.31184163,0.64209488,0.47121954,0.06082447,1.19072454
-5.29164582,4.59915653,0.79521579,1.50505663,0.01180730,0.31987647,0.66657606,0.50122818,0.06544595,1.24694593
-5.28564282,4.78817197,0.80934108,1.56929355,0.01305753,0.32706593,0.69010628,0.53105734,0.07003075,1.30179644
-5.27963982,4.96888624,0.82132840,1.63084856,0.01434591,0.33334270,0.71247367,0.56041221,0.07451676,1.35473074
-5.27363682,5.13936572,0.83106492,1.68906737,0.01565803,0.33864577,0.73344791,0.58897854,0.07883878,1.40516788
-5.26763382,5.29763607,0.83845216,1.74328580,0.01697767,0.34292200,0.75278219,0.61642794,0.08292998,1.45250026
-5.26163082,5.44172076,0.84340950,1.79284219,0.01828710,0.34612763,0.77021672,0.64242426,0.08672349,1.49610525
-5.25562781,5.56968558,0.84587751,1.83709155,0.01956745,0.34822979,0.78548385,0.66663094,0.09015427,1.53535906
-5.24962481,5.67968755,0.84582110,1.87542127,0.02079928,0.34920768,0.79831464,0.68871903,0.09316095,1.56965265
-5.24362181,5.77002652,0.84323206,1.90726755,0.02196309,0.34905359,0.80844666,0.70837566,0.09568768,1.59840888
-5.23761881,5.83919714,0.83813091,1.93213206,0.02303997,0.34777350,0.81563284,0.72531263,0.09768593,1.62110037
-5.23161581,5.88593902,0.83056789,1.94959787,0.02401225,0.34538737,0.81965081,0.73927485,0.09911614,1.63726723
-5.22561281,5.90928265,0.82062295,1.95934414,0.02486423,0.34192900,0.82031245,0.75004808,0.09994912,1.64653380
-5.21960980,5.90858894,0.80840479,1.96115867,0.02558277,0.33744542,0.81747312,0.75746588,0.10016720,1.64862370
-5.21360680,5.88358031,0.79404887,1.95494773,0.02615797,0.33199597,0.81104008,0.76141528,0.09976498,1.64337236
-5.20760380,5.83436176,0.77771459,1.94074269,0.02658373,0.32565100,0.80097960,0.76184097,0.09874971,1.63073638
-5.20160080,5.76143079,0.75958166,1.91870300,0.02685815,0.31849027,0.78732244,0.75874783,0.09714135,1.61079926
-5.19559780,5.66567549,0.73984604,1.88911542,0.02698395,0.31060119,0.77016723,0.75220172,0.09497209,1.58377319
-5.18959480,5.54836089,0.71871541,1.85238938,0.02696866,0.30207684,0.74968168,0.74232840,0.09228560,1.54999663
-5.18359180,5.41110405,0.69640465,1.80904882,0.02682467,0.29301412,0.72610127,0.72931081,0.08913581,1.50992800
-5.17758879,5.25583897,0.67313142,1.75972064,0.02656918,0.28351178,0.69972564,0.71338473,0.08558552,1.46413544
-5.17158579,5.08477289,0.64911202,1.70512050,0.02622390,0.27366873,0.67091254,0.69483310,0.08170463,1.41328343
-5.16558279,4.90033597,0.62455786,1.64603636,0.02581474,0.26358249,0.64006984,0.67397926,0.07756829,1.35811658
-5.15957979,4.70512632,0.59967252,1.58331059,0.02537120,0.25334790,0.60764572,0.65117952,0.07325494,1.29944148
-5.15357679,4.50185276,0.57464952,1.51782135,0.02492572,0.24305613,0.57411746,0.62681525,0.06884429,1.23810738
-5.14757379,4.29327751,0.54967093,1.45046381,0.02451295,0.23279399,0.53997945,0.60128494,0.06441541,1.17498644
-5.14157079,4.08216076,0.52490662,1.38213210,0.02416879,0.22264348,0.50573072,0.57499651,0.06004493,1.11095433
-5.13556778,3.87120899,0.50051418,1.31370224,0.02392956,0.21268166,0.47186257,0.54836015,0.05580542,1.04687201
-5.12956478,3.66302852,0.47663947,1.24601681,0.02383095,0.20298064,0.43884676,0.52178188,0.05176395,0.98356912
-5.12356178,3.46008523,0.45341745,1.17987149,0.02390705,0.19360780,0.40712468,0.49565796,0.04798104,0.92182958
-5.11755878,3.26467114,0.43097330,1.11600373,0.02418941,0.18462603,0.37709778,0.47037035,0.04450974,0.86237966
-5.11155578,3.07887822,0.40942364,1.05508368,0.02470606,0.17609402,0.34911967,0.44628310,0.04139510,0.80587879
-5.10555278,2.90457907,0.38887761,0.99770730,0.02548070,0.16806654,0.32348984,0.42373960,0.03867387,0.75291298
-5.09954977,2.74341432,0.36943778,0.94439164,0.02653189,0.16059453,0.30044942,0.40306078,0.03637444,0.70399086
-5.09354677,2.59678589,0.35120072,0.89557201,0.02787243,0.15372523,0.28017865,0.38454388,0.03451713,0.65954213
-5.08754377,2.46585544,0.33425719,0.85160089,0.02950885,0.14750198,0.26279624,0.36846169,0.03311452,0.61991806
-5.08154077,2.35154700,0.31869190,0.81274844,0.03144109,0.14196400,0.24836040,0.35506217,0.03217206,0.58539357
-5.07553777,2.25455300,0.30458285,0.77920423,0.03366232,0.13714594,0.23687133,0.34456804,0.03168880,0.55617078
-5.06953477,2.17534266,0.29200034,0.75108006,0.03615900,0.13307735,0.22827502,0.33717632,0.03165820,0.53238327
-5.06353177,2.11417202,0.28100561,0.72841372,0.03891110,0.12978199,0.22246809,0.33305758,0.03206896,0.51410087
-5.05752876,2.07109494,0.27164927,0.71117345,0.04189255,0.12727712,0.21930344,0.33235477,0.03290594,0.50133459
-5.05152576,2.04597427,0.26396969,0.69926290,0.04507186,0.12557278,0.21859644,0.33518155,0.03415105,0.49404128
-5.04552276,2.03849306,0.25799124,0.69252658,0.04841292,0.12467104,0.22013140,0.34162000,0.03578405,0.49212791
-5.03951976,2.04816510,0.25372268,0.69075560,0.05187599,0.12456531,0.22366823,0.35171789,0.03778334,0.49545520
-5.03351676,2.07434479,0.25115575,0.69369345,0.05541873,0.12523983,0.22894893,0.36548537,0.04012665,0.50384053
-5.02751376,2.11623615,0.25026390,0.70104199,0.05899739,0.12666917,0.23570384,0.38289133,0.04279161,0.51706014
-5.02151076,2.17290100,0.25100136,0.71246717,0.06256799,0.12881794,0.24365752,0.40385959,0.04575618,0.53485062
-5.01550775,2.24326631,0.25330255,0.72760468,0.06608753,0.13164067,0.25253406,0.42826509,0.04899898,0.55690980
-5.00950475,2.32613115,0.25708185,0.74606513,0.06951506,0.13508184,0.26206187,0.45593048,0.05249949,0.58289735
-5.00350175,2.42017337,0.26223368,0.76743900,0.07281274,0.13907611,0.27197779,0.48662324,0.05623804,0.61243513
-4.99749875,2.52395653,0.26863305,0.79130096,0.07594664,0.14354876,0.28203056,0.52005388,0.06019575,0.64510775
-4.99149575,2.63593769,0.27613640,0.81721380,0.07888746,0.14841632,0.29198362,0.55587536,0.06435434,0.68046351
-4.98549275,2.75447656,0.28458294,0.84473189,0.08161094,0.15358739,0.30161727,0.59368423,0.06869582,0.71801612
-4.97948974,2.87784664,0.29379625,0.87340426,0.08409807,0.15896373,0.31073035,0.63302354,0.07320216,0.75724747
-4.97348674,3.00424918,0.30358641,0.90277739,0.08633504,0.16444152,0.31914123,0.67338807,0.07785490,0.79761163
-4.96748374,3.13183023,0.31375241,0.93239791,0.08831303,0.16991289,0.32668859,0.71423167,0.08263478,0.83854050
-4.96148074,3.25870150,0.32408505,0.96181538,0.09002770,0.17526758,0.33323164,0.75497694,0.08752149,0.87945095
-4.95547774,3.38296518,0.33437018,0.99058530,0.09147859,0.18039495,0.33865026,0.79502720,0.09249336,0.91975377
-4.94947474,3.50274269,0.34439229,1.01827254,0.09266834,0.18518601,0.34284481,0.83378027,0.09752737,0.95886410
-4.94347174,3.61620725,0.35393843,1.04445540,0.09360186,0.18953573,0.34573592,0.87064403,0.10259916,0.99621337
-4.93746873,3.72161947,0.36280237,1.06873023,0.09428552,0.19334535,0.34726417,0.90505299,0.10768328,1.03126222
-4.93146573,3.81736519,0.37078890,1.09071676,0.09472627,0.19652477,0.34738976,0.93648542,0.11275366,1.06351413
-4.92546273,3.90199425,0.37771817,1.11006409,0.09493096,0.19899486,0.34609216,0.96448035,0.11778414,1.09252916
-4.91945973,3.97425873,0.38342989,1.12645702,0.09490573,0.20068965,0.34336975,0.98865359,0.12274928,1.11793711
-4.91345673,4.03314886,0.38778729,1.13962273,0.09465554,0.20155827,0.33923936,1.00871211,0.12762517,1.13944969
-4.90745373,4.07792484,0.39068068,1.14933732,0.09418395,0.20156658,0.33373582,1.02446599,0.13239038,1.15687071
-4.90145073,4.10814282,0.39203033,1.15543193,0.09349305,0.20069836,0.32691130,1.03583732,0.13702686,1.17010399
-4.89544772,4.12367311,0.39178869,1.15779812,0.09258360,0.19895600,0.31883455,1.04286551,0.14152078,1.17915821
-4.88944472,4.12470956,0.38994170,1.15639195,0.09145530,0.19636062,0.30958983,1.04570849,0.14586323,1.18414836
-4.88344172,4.11176859,0.38650910,1.15123664,0.09010730,0.19295164,0.29927568,1.04463985,0.15005068,1.18529354
-4.87743872,4.08567761,0.38154375,1.14242326,0.08853874,0.18878567,0.28800333,1.04004163,0.15408517,1.18291086
-4.87143572,4.04755253,0.37512991,1.13010944,0.08674939,0.18393489,0.27589494,1.03239321,0.15797422,1.17740572
-4.86543272,3.99876484,0.36738047,1.11451587,0.08474035,0.17848478,0.26308146,1.02225654,0.16173029,1.16925857
-4.85942971,3.94089931,0.35843332,1.09592063,0.08251464,0.17253151,0.24970033,1.01025844,0.16536994,1.15900870
-4.85342671,3.87570393,0.34844687,1.07465143,0.08007785,0.16617888,0.23589307,0.99707066,0.16891265,1.14723572
-4.84742371,3.80503395,0.33759505,1.05107611,0.07743861,0.15953508,0.22180264,0.98338860,0.17237928,1.13453942
-4.84142071,3.73079256,0.32606186,1.02559168,0.07460890,0.15270930,0.20757097,0.96990969,0.17579037,1.12151903
-4.83541771,3.65487074,0.31403574,0.99861232,0.07160431,0.14580842,0.19333639,0.95731231,0.17916426,1.10875273
-4.82941471,3.57908895,0.30170402,0.97055703,0.06844404,0.13893391,0.17923135,0.94623632,0.18251519,1.09677837
-4.82341171,3.50514345,0.28924774,0.94183725,0.06515075,0.13217898,0.16538038,0.93726588,0.18585152,1.08607632
-4.81740870,3.43455954,0.27683682,0.91284525,0.06175033,0.12562623,0.15189834,0.93091543,0.18917410,1.07705530
-4.81140570,3.36865384,0.26462612,0.88394366,0.05827139,0.11934579,0.13888904,0.92761934,0.19247512,1.07004175
-4.80540270,3.30850731,0.25275220,0.85545666,0.05474474,0.11339406,0.12644439,0.92772545,0.19573724,1.06527332
-4.79939970,3.25494997,0.24133115,0.82766328,0.05120277,0.10781308,0.11464388,0.93149285,0.19893334,1.06289670
-4.79339670,3.20855788,0.23045735,0.80079301,0.04767869,0.10263055,0.10355458,0.93909358,0.20202684,1.06296992
-4.78739370,3.16966207,0.22020328,0.77502386,0.04420589,0.09786040,0.09323163,0.95061819,0.20497263,1.06546876
-4.78139070,3.13836875,0.21062039,0.75048297,0.04081720,0.09350399,0.08371907,0.96608453,0.20771847,1.07029712
-4.77538769,3.11458941,0.20174070,0.72724960,0.03754421,0.08955172,0.07505110,0.98544920,0.21020707,1.07730063
-4.76938469,3.09807897,0.19357936,0.70536016,0.03441675,0.08598505,0.06725365,1.00862108,0.21237839,1.08628276
-4.76338169,3.08847986,0.18613767,0.68481519,0.03146237,0.08277877,0.06034629,1.03547600,0.21417241,1.09702266
-4.75737869,3.08536969,0.17940667,0.66558752,0.02870594,0.07990343,0.05434422,1.06587193,0.21553187,1.10929377
-4.75137569,3.08830993,0.17337085,0.64763146,0.02616940,0.07732780,0.04926054,1.09966394,0.21640511,1.12288236
-4.74537269,3.09689337,0.16801208,0.63089224,0.02387157,0.07502122,0.04510850,1.13671832,0.21674863,1.13760502
-4.73936968,3.11078809,0.16331328,0.61531534,0.02182813,0.07295581,0.04190381,1.17692530,0.21652935,1.15332446
-4.73336668,3.12977601,0.15926189,0.60085517,0.02005159,0.07110834,0.03966680,1.22021009,0.21572635,1.16996287
-4.72736368,3.15378463,0.15585289,0.58748272,0.01855146,0.06946185,0.03842453,1.26654186,0.21433201,1.18751235
-4.72136068,3.18291066,0.15309123,0.57519183,0.01733430,0.06800675,0.03821262,1.31594069,0.21235255,1.20604218
-4.71535768,3.21743507,0.15099368,0.56400373,0.01640400,0.06674157,0.03907680,1.36848233,0.20980781,1.22570254
-4.70935468,3.25782916,0.14958991,0.55396990,0.01576187,0.06567326,0.04107412,1.42430093,0.20673039,1.24672493
-4.70335168,3.30475179,0.14892286,0.54517292,0.01540689,0.06481701,0.04427367,1.48358979,0.20316419,1.26941915
-4.69734867,3.35903819,0.14904835,0.53772553,0.01533579,0.06419572,0.04875682,1.54660013,0.19916238,1.29416726
-4.69134567,3.42168091,0.15003395,0.53176791,0.01554322,0.06383906,0.05461686,1.61363817,0.19478505,1.32141462
-4.68534267,3.49380368,0.15195718,0.52746337,0.01602177,0.06378218,0.06195803,1.68506020,0.19009654,1.35165851
-4.67933967,3.57662895,0.15490304,0.52499258,0.01676201,0.06406426,0.07089374,1.76126581,0.18516274,1.38543450
-4.67333667,3.67144007,0.15896102,0.52454674,0.01775245,0.06472673,0.08154421,1.84268904,0.18004842,1.42330106
-4.66733367,3.77953873,0.16422160,0.52631974,0.01897951,0.06581150,0.09403323,1.92978722,0.17481475,1.46582255
-4.66133067,3.90219862,0.17077243,0.53049978,0.02042744,0.06735896,0.10848426,2.02302736,0.16951724,1.51355104
-4.65532766,4.04061612,0.17869422,0.53726053,0.02207823,0.06940617,0.12501575,2.12286987,0.16420402,1.56700716
-4.64932466,4.19585879,0.18805652,0.54675224,0.02391154,0.07198496,0.14373596,2.22974961,0.15891467,1.62666029
-4.64332166,4.36881273,0.19891352,0.55909306,0.02590469,0.07512026,0.16473721,2.34405416,0.15367965,1.69290841
