energy_ev,total_up,Pd_p_up,Pd_d_up,Se_s_up,Se_p_up,Sn_p_up,Sn_d_up
-5.80790395,0.73782587,0.08094409,0.19409526,0.00057523,0.66077453,0.05771184,0.00001666
-5.80190095,0.80470863,0.09465216,0.21224739,0.00068808,0.70992699,0.06910601,0.00001830
-5.79589795,0.87289930,0.11013223,0.23090984,0.00081717,0.75744455,0.08220591,0.00001999
-5.78989495,0.94187556,0.12749243,0.24997053,0.00096352,0.80255274,0.09714394,0.00002172
-5.78389195,1.01109660,0.14682115,0.26931320,0.00112793,0.84448469,0.11403677,0.00002346
-5.77788894,1.08001448,0.16818083,0.28881978,0.00131094,0.88250361,0.13297904,0.00002521
-5.77188594,1.14808497,0.19160155,0.30837256,0.00151271,0.91592541,0.15403692,0.00002694
-5.76588294,1.21477724,0.21707474,0.32785588,0.00173302,0.94414026,0.17724152,0.00002865
-5.75987994,1.27958215,0.24454721,0.34715743,0.00197119,0.96663224,0.20258254,0.00003030
-5.75387694,1.34201851,0.27391593,0.36616897,0.00222603,0.98299614,0.23000253,0.00003190
-5.74787394,1.40163735,0.30502384,0.38478636,0.00249580,0.99295062,0.25939194,0.00003341
-5.74187094,1.45802386,0.33765700,0.40290914,0.00277821,0.99634707,0.29058542,0.00003482
-5.73586793,1.51079745,0.37154348,0.42043951,0.00307043,0.99317381,0.32335963,0.00003611
-5.72986493,1.55960992,0.40635419,0.43728095,0.00336908,0.98355537,0.35743277,0.00003728
-5.72386193,1.60414239,0.44170585,0.45333659,0.00367030,0.96774698,0.39246619,0.00003830
-5.71785893,1.64410143,0.47716625,0.46850759,0.00396982,0.94612455,0.42806807,0.00003917
-5.71185593,1.67921501,0.51226172,0.48269160,0.00426305,0.91917064,0.46379935,0.00003987
-5.70585293,1.70922897,0.54648685,0.49578162,0.00454516,0.88745709,0.49918176,0.00004039
-5.69984992,1.73390443,0.57931604,0.50766549,0.00481127,0.85162532,0.53370783,0.00004073
-5.69384692,1.75301680,0.61021667,0.51822595,0.00505652,0.81236501,0.56685267,0.00004088
-5.68784392,1.76635664,0.63866344,0.52734163,0.00527626,0.77039234,0.59808704,0.00004084
-5.68184092,1.77373255,0.66415321,0.53488888,0.00546618,0.72642859,0.62689135,0.00004060
-5.67583792,1.77497611,0.68621998,0.54074444,0.00562244,0.68118011,0.65277006,0.00004018
-5.66983492,1.76994861,0.70444911,0.54478890,0.00574183,0.63532023,0.67526586,0.00003956
-5.66383192,1.75854930,0.71849041,0.54691079,0.00582185,0.58947390,0.69397319,0.00003876
-5.65782891,1.74072441,0.72806939,0.54701111,0.00586082,0.54420541,0.70855032,0.00003779
-5.65182591,1.71647656,0.73299613,0.54500806,0.00585792,0.50000929,0.71872977,0.00003666
-5.64582291,1.68587362,0.73317153,0.54084169,0.00581321,0.45730473,0.72432639,0.00003538
-5.63981991,1.64905644,0.72859042,0.53447820,0.00572768,0.41643310,0.72524284,0.00003396
-5.63381691,1.60624473,0.71934169,0.52591364,0.00560314,0.37765851,0.72147230,0.00003242
-5.62781391,1.55774056,0.70560512,0.51517674,0.00544222,0.34117092,0.71309829,0.00003079
-5.62181091,1.50392896,0.68764536,0.50233070,0.00524824,0.30709142,0.70029152,0.00002907
-5.61580790,1.44527554,0.66580321,0.48747380,0.00502511,0.27547912,0.68330411,0.00002730
-5.60980490,1.38232084,0.64048454,0.47073869,0.00477720,0.24633908,0.66246132,0.00002549
-5.60380190,1.31567170,0.61214760,0.45229052,0.00450919,0.21963098,0.63815129,0.00002366
-5.59779890,1.24598992,0.58128902,0.43232368,0.00422593,0.19527776,0.61081302,0.00002183
-5.59179590,1.17397858,0.54842927,0.41105764,0.00393230,0.17317419,0.58092343,0.00002002
-5.58579290,1.10036675,0.51409805,0.38873176,0.00363307,0.15319474,0.54898371,0.00001825
-5.57978989,1.02589310,0.47882033,0.36559946,0.00333276,0.13520070,0.51550569,0.00001653
-5.57378689,0.95128925,0.44310339,0.34192197,0.00303558,0.11904638,0.48099865,0.00001488
-5.56778389,0.87726352,0.40742531,0.31796189,0.00274528,0.10458422,0.44595706,0.00001331
-5.56178089,0.80448572,0.37222532,0.29397691,0.00246515,0.09166884,0.41084957,0.00001183
-5.55577789,0.73357356,0.33789615,0.27021380,0.00219793,0.08016021,0.37610963,0.00001045
-5.54977489,0.66508123,0.30477845,0.24690309,0.00194580,0.06992573,0.34212793,0.00000917
-5.54377189,0.59949038,0.27315742,0.22425441,0.00171043,0.06084165,0.30924668,0.00000799
-5.53776888,0.53720384,0.24326143,0.20245279,0.00149291,0.05279375,0.27775599,0.00000692
-5.53176588,0.47854204,0.21526256,0.18165593,0.00129387,0.04567753,0.24789197,0.00000595
-5.52576288,0.42374212,0.18927876,0.16199251,0.00111350,0.03939795,0.21983676,0.00000508
-5.51975988,0.37295957,0.16537740,0.14356148,0.00095156,0.03386898,0.19372009,0.00000431
-5.51375688,0.32627214,0.14357996,0.12643235,0.00080752,0.02901284,0.16962214,0.00000364
-5.50775388,0.28368560,0.12386740,0.11064629,0.00068057,0.02475932,0.14757766,0.00000304
-5.50175088,0.24514105,0.10618614,0.09621802,0.00056970,0.02104498,0.12758074,0.00000253
-5.49574787,0.21052329,0.09045413,0.08313828,0.00047378,0.01781240,0.10959027,0.00000209
-5.48974487,0.17966992,0.07656696,0.07137677,0.00039159,0.01500952,0.09353566,0.00000171
-5.48374187,0.15238070,0.06440370,0.06088531,0.00032188,0.01258906,0.07932262,0.00000139
-5.47773887,0.12842682,0.05383235,0.05160125,0.00026344,0.01050800,0.06683883,0.00000113
-5.47173587,0.10755983,0.04471475,0.04345085,0.00021512,0.00872719,0.05595923,0.00000091
-5.46573287,0.08951996,0.03691084,0.03635247,0.00017588,0.00721102,0.04655099,0.00000072
-5.45972986,0.07404354,0.03028235,0.03021973,0.00014482,0.00592714,0.03847781,0.00000057
-5.45372686,0.06086961,0.02469576,0.02496423,0.00012121,0.00484625,0.03160370,0.00000045
-5.44772386,0.04974547,0.02002466,0.02049805,0.00010453,0.00394195,0.02579614,0.00000035
-5.44172086,0.04043120,0.01615149,0.01673584,0.00009449,0.00319058,0.02092861,0.00000028
-5.43571786,0.03270333,0.01296878,0.01359664,0.00009106,0.00257112,0.01688252,0.00000021
-5.42971486,0.02635747,0.01037988,0.01100525,0.00009454,0.00206506,0.01354863,0.00000017
-5.42371186,0.02121026,0.00829937,0.00889339,0.00010555,0.00165633,0.01082799,0.00000013
-5.41770885,0.01710067,0.00665307,0.00720053,0.00012512,0.00133122,0.00863244,0.00000011
-5.41170585,0.01389070,0.00537791,0.00587453,0.00015475,0.00107828,0.00688483,0.00000009
-5.40570285,0.01146569,0.00442154,0.00487209,0.00019643,0.00088831,0.00551897,0.00000008
-5.39969985,0.00973448,0.00374192,0.00415909,0.00025277,0.00075426,0.00447933,0.00000008
-5.39369685,0.00862928,0.00330674,0.00371087,0.00032704,0.00067129,0.00372071,0.00000009
-5.38769385,0.00810555,0.00309294,0.00351246,0.00042327,0.00063671,0.00320777,0.00000011
-5.38169085,0.00814196,0.00308614,0.00355883,0.00054634,0.00065004,0.00291455,0.00000013
-5.37568784,0.00874039,0.00328013,0.00385521,0.00070208,0.00071308,0.00282407,0.00000017
-5.36968484,0.00992605,0.00367637,0.00441744,0.00089734,0.00083001,0.00292784,0.00000023
-5.36368184,0.01174777,0.00428360,0.00527241,0.00114005,0.00100749,0.00322557,0.00000030
-5.35767884,0.01427844,0.00511731,0.00645851,0.00143934,0.00125481,0.00372483,0.00000040
-5.35167584,0.01761541,0.00619943,0.00802619,0.00180549,0.00158405,0.00444084,0.00000053
-5.34567284,0.02188107,0.00755779,0.01003854,0.00225003,0.00201020,0.00539630,0.00000069
-5.33966983,0.02722319,0.00922574,0.01257175,0.00278561,0.00255137,0.00662123,0.00000091
-5.33366683,0.03381523,0.01124160,0.01571564,0.00342598,0.00322880,0.00815287,0.00000118
-5.32766383,0.04185630,0.01364809,0.01957392,0.00418581,0.00406700,0.01003557,0.00000153
-5.32166083,0.05157070,0.01649166,0.02426439,0.00508050,0.00509365,0.01232062,0.00000198
-5.31565783,0.06320701,0.01982178,0.02991878,0.00612593,0.00633954,0.01506608,0.00000254
-5.30965483,0.07703646,0.02369008,0.03668229,0.00733803,0.00783826,0.01833651,0.00000325
-5.30365183,0.09335063,0.02814944,0.04471282,0.00873243,0.00962582,0.02220257,0.00000412
-5.29764882,0.11245834,0.03325304,0.05417968,0.01032396,0.01174011,0.02674060,0.00000521
-5.29164582,0.13468168,0.03905330,0.06526186,0.01212606,0.01422009,0.03203198,0.00000656
-5.28564282,0.16035123,0.04560094,0.07814582,0.01415019,0.01710491,0.03816242,0.00000821
-5.27963982,0.18980042,0.05294395,0.09302283,0.01640521,0.02043277,0.04522113,0.00001022
-5.27363682,0.22335929,0.06112674,0.11008581,0.01889668,0.02423964,0.05329983,0.00001266
-5.26763382,0.26134758,0.07018941,0.12952579,0.02162629,0.02855781,0.06249173,0.00001561
-5.26163082,0.30406754,0.08016717,0.15152807,0.02459118,0.03341440,0.07289037,0.00001915
-5.25562781,0.35179658,0.09109007,0.17626822,0.02778349,0.03882976,0.08458845,0.00002338
-5.24962481,0.40478007,0.10298295,0.20390791,0.03118985,0.04481591,0.09767663,0.00002841
-5.24362181,0.46322463,0.11586570,0.23459095,0.03479116,0.05137512,0.11224238,0.00003436
-5.23761881,0.52729216,0.12975386,0.26843950,0.03856240,0.05849860,0.12836884,0.00004134
-5.23161581,0.59709498,0.14465951,0.30555078,0.04247271,0.06616550,0.14613379,0.00004951
-5.22561281,0.67269233,0.16059251,0.34599429,0.04648562,0.07434226,0.16560874,0.00005902
-5.21960980,0.75408856,0.17756199,0.38980987,0.05055955,0.08298240,0.18685818,0.00007001
-5.21360680,0.84123313,0.19557803,0.43700660,0.05464842,0.09202678,0.20993897,0.00008265
-5.20760380,0.93402256,0.21465362,0.48756268,0.05870260,0.10140441,0.23489994,0.00009712
-5.20160080,1.03230456,0.23480663,0.54142644,0.06266990,0.11103387,0.26178175,0.00011358
-5.19559780,1.13588408,0.25606193,0.59851839,0.06649686,0.12082523,0.29061686,0.00013221
-5.18959480,1.24453131,0.27845339,0.65873439,0.07012999,0.13068257,0.32142989,0.00015317
-5.18359180,1.35799147,0.30202592,0.72194980,0.07351728,0.14050692,0.35423806,0.00017665
-5.17758879,1.47599596,0.32683730,0.78802457,0.07660950,0.15019957,0.38905202,0.00020279
-5.17158579,1.59827462,0.35295980,0.85680910,0.07936170,0.15966565,0.42587679,0.00023175
-5.16558279,1.72456859,0.38048164,0.92815058,0.08173440,0.16881780,0.46471297,0.00026368
-5.15957979,1.85464326,0.40950812,1.00189965,0.08369482,0.17757974,0.50555814,0.00029870
-5.15357679,1.98830070,0.44016229,1.07791708,0.08521778,0.18588968,0.54840834,0.00033692
-5.14757379,2.12539103,0.47258541,1.15608005,0.08628645,0.19370318,0.59325956,0.00037844
-5.14157079,2.26582183,0.50693666,1.23628777,0.08689284,0.20099558,0.64010925,0.00042335
-5.13556778,2.40956525,0.54339247,1.31846602,0.08703797,0.20776359,0.68895746,0.00047172
-5.12956478,2.55666173,0.58214492,1.40257021,0.08673180,0.21402608,0.73980774,0.00052358
-5.12356178,2.70722004,0.62339949,1.48858655,0.08599289,0.21982394,0.79266732,0.00057897
-5.11755878,2.86141275,0.66737163,1.57653110,0.08484774,0.22521896,0.84754652,0.00063791
-5.11155578,3.01946686,0.71428237,1.66644618,0.08333002,0.23029173,0.90445716,0.00070038
-5.10555278,3.18164924,0.76435262,1.75839420,0.08147955,0.23513865,0.96340973,0.00076635
-5.09954977,3.34824667,0.81779619,1.85244852,0.07934110,0.23986808,1.02440918,0.00083577
-5.09354677,3.51954078,0.87481158,1.94868161,0.07696322,0.24459588,1.08744926,0.00090854
-5.08754377,3.69577840,0.93557253,2.04715058,0.07439692,0.24944036,1.15250540,0.00098453
-5.08154077,3.87713802,1.00021767,2.14788056,0.07169440,0.25451701,1.21952632,0.00106357
-5.07553777,4.06369379,1.06883939,2.25084649,0.06890787,0.25993321,1.28842452,0.00114544
-5.06953477,4.25537845,1.14147264,2.35595425,0.06608838,0.26578303,1.35906610,0.00122984
-5.06353177,4.45194730,1.21808399,2.46302199,0.06328485,0.27214259,1.43126058,0.00131641
-5.05752876,4.65294531,1.29856174,2.57176299,0.06054323,0.27906607,1.50475110,0.00140471
-5.05152576,4.85767966,1.38270779,2.68177116,0.05790576,0.28658256,1.57920603,0.00149421
-5.04552276,5.06520022,1.47023193,2.79251063,0.05541050,0.29469407,1.65421269,0.00158428
-5.03951976,5.27429005,1.56074939,2.90331052,0.05309091,0.30337465,1.72927391,0.00167421
-5.03351676,5.48346786,1.65378212,3.01336594,0.05097570,0.31257084,1.80380826,0.00176318
-5.02751376,5.69100380,1.74876425,3.12174618,0.04908875,0.32220335,1.87715454,0.00185032
-5.02151076,5.89494941,1.84505206,3.22741032,0.04744914,0.33216999,1.94858078,0.00193464
-5.01550775,6.09318139,1.94193822,3.32923042,0.04607137,0.34234965,2.01729809,0.00201513
-5.00950475,6.28345855,2.03867004,3.42602170,0.04496553,0.35260723,2.08247901,0.00209072
-5.00350175,6.46348973,2.13447100,3.51657892,0.04413764,0.36279921,2.14327997,0.00216037
-4.99749875,6.63101016,2.22856468,3.59971728,0.04358993,0.37277958,2.19886704,0.00222302
-4.99149575,6.78386258,2.32019968,3.67431612,0.04332121,0.38240587,2.24844387,0.00227769
-4.98549275,6.92007911,2.40867432,3.73936321,0.04332712,0.39154493,2.29128046,0.00232348
-4.97948974,7.03795929,2.49335952,3.79399715,0.04360046,0.40007811,2.32674129,0.00235961
-4.97348674,7.13614000,2.57371834,3.83754555,0.04413145,0.40790563,2.35431136,0.00238545
-4.96748374,7.21365280,2.64932093,3.86955652,0.04490790,0.41494980,2.37361833,0.00240055
-4.96148074,7.26996522,2.71985369,3.88982161,0.04591539,0.42115705,2.38444981,0.00240466
-4.95547774,7.30500313,2.78512193,3.89838857,0.04713746,0.42649857,2.38676423,0.00239771
-4.94947474,7.31915245,2.84504567,3.89556278,0.04855562,0.43096954,2.38069490,0.00237988
-4.94347174,7.31323983,2.89964870,3.88189732,0.05014952,0.43458712,2.36654663,0.00235155
-4.93746873,7.28849315,2.94904156,3.85817177,0.05189700,0.43738725,2.34478505,0.00231330
-4.93146573,7.24648399,2.99339956,3.82536102,0.05377417,0.43942060,2.31601914,0.00226589
-4.92546273,7.18905543,3.03293721,3.78459572,0.05575560,0.44074783,2.28097794,0.00221025
-4.91945973,7.11823953,3.06788111,3.73711672,0.05781447,0.44143463,2.24048261,0.00214743
-4.91345673,7.03616943,3.09844307,3.68422609,0.05992277,0.44154680,2.19541549,0.00207858
-4.90745373,6.94499136,3.12479565,3.62723763,0.06205168,0.44114579,2.14668789,0.00200493
-4.90145073,6.84678200,3.14705203,3.56742977,0.06417187,0.44028489,2.09520831,0.00192770
-4.89544772,6.74347581,3.16525177,3.50600346,0.06625401,0.43900652,2.04185287,0.00184815
-4.88944472,6.63680678,3.17935392,3.44404758,0.06826922,0.43734061,1.98743947,0.00176746
-4.88344172,6.52826747,3.18923811,3.38251347,0.07018969,0.43530436,1.93270688,0.00168676
-4.87743872,6.41908748,3.19471392,3.32219994,0.07198923,0.43290324,1.87829970,0.00160713
-4.87143572,6.31023170,3.19553813,3.26374917,0.07364395,0.43013323,1.82475963,0.00152952
-4.86543272,6.20241789,3.19143880,3.20765331,0.07513277,0.42698418,1.77252320,0.00145478
-4.85942971,6.09615123,3.18214488,3.15427083,0.07643810,0.42344389,1.72192551,0.00138368
-4.85342671,5.99177301,3.16741923,3.10385113,0.07754628,0.41950272,1.67320936,0.00131686
-4.84742371,5.88951925,3.14709310,3.05656531,0.07844803,0.41515840,1.62653867,0.00125490
-4.84142071,5.78958483,3.12109940,3.01254089,0.07913882,0.41042059,1.58201509,0.00119828
-4.83541771,5.69218829,3.08950280,2.97189772,0.07961903,0.40531492,1.53969624,0.00114741
-4.82941471,5.59763245,3.05252423,2.93478260,0.07989405,0.39988612,1.49961436,0.00110265
-4.82341171,5.50635670,3.01055801,2.90140026,0.07997423,0.39420010,1.46179401,0.00106432
-4.81740870,5.41897703,2.96418040,2.87203842,0.07987464,0.38834462,1.42626751,0.00103271
-4.81140570,5.33631118,2.91414838,2.84708526,0.07961477,0.38242865,1.39308730,0.00100805
-4.80540270,5.25938695,2.86138873,2.82703819,0.07921802,0.37658024,1.36233455,0.00099058
-4.79939970,5.18943306,2.80697749,2.81250317,0.07871109,0.37094304,1.33412344,0.00098050
-4.79339670,5.12785303,2.75211079,2.80418456,0.07812334,0.36567172,1.30860125,0.00097796
-4.78739370,5.07618346,2.69806850,2.80286613,0.07748597,0.36092639,1.28594434,0.00098309
-4.78139070,5.03603918,2.64617249,2.80938409,0.07683120,0.35686641,1.26635053,0.00099594
-4.77538769,5.00904853,2.59774153,2.82459384,0.07619137,0.35364392,1.25002860,0.00101649
-4.76938469,4.99678230,2.55404530,2.84933221,0.07559809,0.35139738,1.23718568,0.00104465
-4.76338169,5.00068049,2.51625972,2.88437719,0.07508139,0.35024562,1.22801367,0.00108021
-4.75737869,5.02198094,2.48542571,2.93040749,0.07466885,0.35028250,1.22267537,0.00112284
-4.75137569,5.06165363,2.46241353,2.98796401,0.07438487,0.35157261,1.22129155,0.00117209
-4.74537269,5.12034426,2.44789411,3.05741519,0.07425002,0.35414824,1.22392959,0.00122736
-4.73936968,5.19832986,2.44231862,3.13892814,0.07428046,0.35800755,1.23059448,0.00128792
-4.73336668,5.29548868,2.44590702,3.23244688,0.07448754,0.36311427,1.24122267,0.00135290
-4.72736368,5.41128560,2.45864556,3.33767871,0.07487747,0.36939865,1.25567894,0.00142129
-4.72136068,5.54477362,2.48029321,3.45408934,0.07545123,0.37675978,1.27375666,0.00149199
-4.71535768,5.69461081,2.51039592,3.58090678,0.07620458,0.38506887,1.29518092,0.00156379
-4.70935468,5.85909166,2.54830778,3.71713371,0.07712823,0.39417349,1.31961457,0.00163543
-4.70335168,6.03619083,2.59321752,3.86156746,0.07820816,0.40390241,1.34666646,0.00170560
-4.69734867,6.22361677,2.64417873,4.01282661,0.07942609,0.41407070,1.37590139,0.00177301
-4.69134567,6.41887252,2.70014205,4.16938260,0.08076009,0.42448504,1.40685112,0.00183638
-4.68534267,6.61932037,2.75998772,4.32959505,0.08218519,0.43494869,1.43902582,0.00189452
-4.67933967,6.82224769,2.82255680,4.49174887,0.08367423,0.44526624,1.47192514,0.00194635
-4.67333667,7.02493073,2.88667989,4.65409170,0.08519856,0.45524767,1.50504864,0.00199091
-4.66733367,7.22469409,2.95120227,4.81487024,0.08672893,0.46471187,1.53790490,0.00202742
-4.66133067,7.41896377,3.01500477,4.97236396,0.08823623,0.47348938,1.57001914,0.00205529
-4.65532766,7.60531221,3.07702008,5.12491538,0.08969226,0.48142453,1.60093905,0.00207410
-4.64932466,7.78149458,3.13624453,5.27095608,0.09107039,0.48837680,1.63023907,0.00208370
-4.64332166,7.94547585,3.19174575,5.40902802,0.09234613,0.49422182,1.65752294,0.00208411
-4.63731866,8.09544906,3.24266669,5.53780014,0.09349761,0.49885175,1.68242501,0.00207557
-4.63131566,8.22984539,3.28822701,5.65608033,0.09450586,0.50217552,1.70461047,0.00205853
-4.62531266,8.34733720,3.32772255,5.76282320,0.09535506,0.50411873,1.72377493,0.00203360
-4.61930965,8.44683544,3.36052398,5.85713430,0.09603259,0.50462364,1.73964375,0.00200156
-4.61330665,8.52748285,3.38607537,5.93827138,0.09652894,0.50364901,1.75197142,0.00196333
-4.60730365,8.58864446,3.40389359,6.00564349,0.09683757,0.50117007,1.76054133,0.00191989
-4.60130065,8.62989687,3.41356886,6.05880865,0.09695462,0.49717855,1.76516613,0.00187235
-4.59529765,8.65101728,3.41476702,6.09747074,0.09687861,0.49168276,1.76568878,0.00182180
-4.58929465,8.65197350,3.40723351,6.12147609,0.09661004,0.48470762,1.76198446,0.00176939
-4.58329165,8.63291533,3.39079879,6.13081030,0.09615100,0.47629475,1.75396298,0.00171621
-4.57728864,8.59416774,3.36538501,6.12559548,0.09550480,0.46650229,1.74157193,0.00166334
-4.57128564,8.53622588,3.33101330,6.10608796,0.09467563,0.45540462,1.72479993,0.00161178
-4.56528264,8.45975173,3.28781088,6.07267660,0.09366824,0.44309181,1.70367998,0.00156246
-4.55927964,8.36557189,3.23601746,6.02588145,0.09248778,0.42966869,1.67829259,0.00151621
-4.55327664,8.25467609,3.17598988,5.96635250,0.09113966,0.41525370,1.64876815,0.00147378
-4.54727364,8.12821562,3.10820459,5.89486838,0.08962948,0.39997735,1.61528859,0.00143578
-4.54127064,7.98750119,3.03325701,5.81233451,0.08796318,0.38398039,1.57808780,0.00140277
-4.53526763,7.83399950,2.95185765,5.71978058,0.08614713,0.36741181,1.53745083,0.00137517
-4.52926463,7.66932806,2.86482448,5.61835690,0.08418838,0.35042665,1.49371160,0.00135333
-4.52326163,7.49524784,2.77307161,5.50932957,0.08209495,0.33318371,1.44724921,0.00133754
-4.51725863,7.31365343,2.67759441,5.39407408,0.07987615,0.31584340,1.39848278,0.00132798
-4.51125563,7.12656075,2.57945140,5.27406745,0.07754292,0.29856553,1.34786496,0.00132482
-4.50525263,6.93609206,2.47974361,5.15087869,0.07510817,0.28150747,1.29587437,0.00132816
-4.49924962,6.74445870,2.37959193,5.02615765,0.07258707,0.26482244,1.24300707,0.00133810
-4.49324662,6.55394155,2.28011343,4.90162230,0.06999729,0.24865813,1.18976741,0.00135471
-4.48724362,6.36686970,2.18239750,4.77904455,0.06735922,0.23315562,1.13665861,0.00137808
-4.48124062,6.18559747,2.08748277,4.66023463,0.06469597,0.21844860,1.08417334,0.00140831
-4.47523762,6.01248039,1.99633569,4.54702418,0.06203346,0.20466291,1.03278462,0.00144552
-4.46923462,5.84985020,1.90983152,4.44124813,0.05940028,0.19191624,0.98293750,0.00148986
-4.46323162,5.69998931,1.82873860,4.34472542,0.05682748,0.18031805,0.93504155,0.00154151
-4.45722861,5.56510498,1.75370618,4.25923872,0.05434832,0.16996967,0.88946468,0.00160070
-4.45122561,5.44730333,1.68525641,4.18651302,0.05199786,0.16096433,0.84652829,0.00166768
-4.44522261,5.34856342,1.62378037,4.12819345,0.04981252,0.15338738,0.80650392,0.00174273
-4.43921961,5.27071157,1.56953840,4.08582226,0.04782957,0.14731628,0.76961157,0.00182614
-4.43321661,5.21539599,1.52266410,4.06081528,0.04608655,0.14282067,0.73601940,0.00191820
-4.42721361,5.18406211,1.48317189,4.05443799,0.04462067,0.13996220,0.70584507,0.00201919
-4.42121061,5.17792871,1.45096742,4.06778186,0.04346815,0.13879436,0.67915823,0.00212937
-4.41520760,5.19796542,1.42586014,4.10174121,0.04266354,0.13936213,0.65598420,0.00224891
-4.40920460,5.24487194,1.40757740,4.15699141,0.04223906,0.14170152,0.63630846,0.00237794
-4.40320160,5.31905965,1.39577923,4.23396905,0.04222384,0.14583904,0.62008169,0.00251648
-4.39719860,5.42063632,1.39007313,4.33285498,0.04264328,0.15179116,0.60722505,0.00266441
-4.39119560,5.54939458,1.39002830,4.45356104,0.04351829,0.15956365,0.59763550,0.00282151
-4.38519260,5.70480493,1.39518856,4.59572120,0.04486463,0.16915103,0.59119078,0.00298740
-4.37918959,5.88601392,1.40508376,4.75868797,0.04669223,0.18053599,0.58775391,0.00316152
-4.37318659,6.09184811,1.41923920,4.94153447,0.04900459,0.19368892,0.58717695,0.00334317
-4.36718359,6.32082403,1.43718300,5.14306261,0.05179825,0.20856751,0.58930397,0.00353147
-4.36118059,6.57116431,1.45845138,5.36181730,0.05506229,0.22511651,0.59397312,0.00372540
-4.35517759,6.84081975,1.48259192,5.59610650,0.05877801,0.24326759,0.60101780,0.00392377
-4.34917459,7.12749690,1.50916502,5.84402651,0.06291878,0.26293935,0.61026698,0.00412527
-4.34317159,7.42869025,1.53774388,6.10349161,0.06745000,0.28403755,0.62154479,0.00432847
-4.33716858,7.74171826,1.56791331,6.37226708,0.07232933,0.30645548,0.63466950,0.00453187
-4.33116558,8.06376184,1.59926777,6.64800424,0.07750710,0.33007453,0.64945209,0.00473388
-4.32516258,8.39190430,1.63140903,6.92827642,0.08292701,0.35476507,0.66569466,0.00493290
-4.31915958,8.72317157,1.66394400,7.21061443,0.08852711,0.38038754,0.68318872,0.00512729
-4.31315658,9.05457157,1.69648283,7.49254077,0.09424091,0.40679381,0.70171387,0.00531544
-4.30715358,9.38313216,1.72863802,7.77160158,0.09999888,0.43382896,0.72103672,0.00549576
