energy_ev,total_up,C_s_up,C_p_up,Pd_p_up,Pd_d_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-5.83191596,9.63508942,0.02145482,1.03722329,6.13779264,3.85206118,0.09301053,3.41563780,2.29049412,0.95884143
-5.82591296,9.64462727,0.02133135,1.03725683,6.19797315,3.87777843,0.09104771,3.40519703,2.28105609,0.96075756
-5.81990995,9.64662326,0.02119386,1.03673757,6.24714863,3.90090217,0.08889662,3.39307964,2.26859217,0.96438882
-5.81390695,9.64049434,0.02104449,1.03542568,6.28389040,3.92068864,0.08657845,3.37963987,2.25345674,0.96985456
-5.80790395,9.62586552,0.02088586,1.03312140,6.30707893,3.93652624,0.08411759,3.36522226,2.23602884,0.97722263
-5.80190095,9.60259016,0.02072106,1.02967115,6.31594980,3.94795696,0.08154107,3.35015432,2.21670320,0.98650574
-5.79589795,9.57076036,0.02055364,1.02497175,6.31012663,3.95469148,0.07887788,3.33473930,2.19588089,0.99765915
-5.78989495,9.53070729,0.02038748,1.01897251,6.28963955,3.95661725,0.07615830,3.31924950,2.17395964,1.01057996
-5.78389195,9.48299163,0.02022676,1.01167542,6.25492864,3.95379963,0.07341307,3.30392014,2.15132448,1.02510796
-5.77788894,9.42838530,0.02007579,1.00313343,6.20683247,3.94647621,0.07067268,3.28894444,2.12833880,1.04102827
-5.77188594,9.36784549,0.01993893,0.99344710,6.14656236,3.93504495,0.06796661,3.27446990,2.10533637,1.05807576
-5.76588294,9.30248268,0.01982041,0.98275987,6.07566391,3.92004677,0.06532263,3.26059622,2.08261441,1.07594118
-5.75987994,9.23352448,0.01972424,0.97125223,5.99596752,3.90214370,0.06276625,3.24737480,2.06042809,1.09427886
-5.75387694,9.16227676,0.01965401,0.95913513,5.90953020,3.88209357,0.06032017,3.23481005,2.03898654,1.11271594
-5.74787394,9.09008418,0.01961284,0.94664300,5.81857115,3.86072239,0.05800392,3.22286230,2.01845038,1.13086250
-5.74187094,9.01829117,0.01960317,0.93402655,5.72540379,3.83889541,0.05583365,3.21145208,1.99893081,1.14832270
-5.73586793,8.94820506,0.01962675,0.92154576,5.63236672,3.81748815,0.05382194,3.20046567,1.98049010,1.16470604
-5.72986493,8.88106204,0.01968447,0.90946315,5.54175622,3.79735805,0.05197783,3.18976137,1.96314344,1.17963864
-5.72386193,8.81799680,0.01977641,0.89803765,5.45576251,3.77931782,0.05030691,3.17917614,1.94686167,1.19277396
-5.71785893,8.76001634,0.01990171,0.88751899,5.37641178,3.76411101,0.04881149,3.16853226,1.93157507,1.20380243
-5.71185593,8.70797818,0.02005863,0.87814285,5.30551561,3.75239053,0.04749087,3.15764358,1.91717754,1.21245977
-5.70585293,8.66257300,0.02024458,0.87012671,5.24462919,3.74470047,0.04634164,3.14632101,1.90353141,1.21853359
-5.69984992,8.62431202,0.02045614,0.86366641,5.19501912,3.74146167,0.04535803,3.13437717,1.89047238,1.22186795
-5.69384692,8.59351882,0.02068919,0.85893342,5.15764169,3.74296132,0.04453223,3.12162999,1.87781472,1.22236593
-5.68784392,8.57032605,0.02093897,0.85607274,5.13313153,3.74934684,0.04385479,3.10790535,1.86535660,1.21999011
-5.68184092,8.55467675,0.02120027,0.85520143,5.12180097,3.76062410,0.04331490,3.09303895,1.85288555,1.21476103
-5.67583792,8.54633078,0.02146758,0.85640773,5.12364944,3.77666025,0.04290074,3.07687766,1.84018411,1.20675389
-5.66983492,8.54487632,0.02173522,0.85975067,5.13838257,3.79719098,0.04259973,3.05928064,1.82703580,1.19609378
-5.66383192,8.54974661,0.02199760,0.86526030,5.16543992,3.82183217,0.04239884,3.04012064,1.81323132,1.18294976
-5.65782891,8.56024194,0.02224939,0.87293834,5.20403040,3.85009577,0.04228475,3.01928582,1.79857508,1.16752823
-5.65182591,8.57555669,0.02248572,0.88275946,5.25317388,3.88140943,0.04224412,2.99668233,1.78289209,1.15006589
-5.64582291,8.59481097,0.02270242,0.89467293,5.31174768,3.91513933,0.04226373,2.97223783,1.76603502,1.13082277
-5.63981991,8.61708607,0.02289614,0.90860490,5.37853602,3.95061555,0.04233071,2.94590595,1.74789121,1.11007552
-5.63381691,8.64146270,0.02306460,0.92446101,5.45228086,3.98715906,0.04243266,2.91767168,1.72838957,1.08811131
-5.62781391,8.66706047,0.02320665,0.94212950,5.53173202,4.02410914,0.04255784,2.88755724,1.70750677,1.06522244
-5.62181091,8.69307702,0.02332246,0.96148461,5.61569480,4.06085032,0.04269534,2.85562809,1.68527266,1.04170166
-5.61580790,8.71882484,0.02341351,0.98239024,5.70307328,4.09683737,0.04283520,2.82199859,1.66177417,1.01783840
-5.60980490,8.74376381,0.02348260,1.00470367,5.79290747,4.13161722,0.04296860,2.78683660,1.63715760,0.99391552
-5.60380190,8.76752739,0.02353389,1.02827935,5.88440293,4.16484667,0.04308795,2.75036653,1.61162881,0.97020668
-5.59779890,8.78994079,0.02357267,1.05297236,5.97695162,4.19630480,0.04318706,2.71287018,1.58545105,0.94697411
-5.59179590,8.81102969,0.02360534,1.07864166,6.07014315,4.22589940,0.04326116,2.67468499,1.55894031,0.92446638
-5.58579290,8.83101835,0.02363910,1.10515271,6.16376594,4.25366685,0.04330701,2.63619935,1.53245812,0.90291639
-5.57978989,8.85031684,0.02368178,1.13237948,6.25779845,4.27976527,0.04332290,2.59784483,1.50640200,0.88253904
-5.57378689,8.86949748,0.02374149,1.16020572,6.35239081,4.30446119,0.04330865,2.56008555,1.48119369,0.86352882
-5.56778389,8.88926135,0.02382638,1.18852524,6.44783776,4.32811017,0.04326551,2.52340492,1.45726578,0.84605712
-5.56178089,8.91039634,0.02394428,1.21724137,6.54454433,4.35113235,0.04319610,2.48829024,1.43504702,0.83026937
-5.55577789,8.93372868,0.02410237,1.24626551,6.64298571,4.37398411,0.04310425,2.45521602,1.41494716,0.81628219
-5.54977489,8.96007046,0.02430695,1.27551468,6.74366329,4.39712709,0.04299485,2.42462672,1.39734183,0.80418061
-5.54377189,8.99016583,0.02456310,1.30490850,6.84705889,4.42099640,0.04287365,2.39691986,1.38255827,0.79401567
-5.53776888,9.02463875,0.02487446,1.33436538,6.95358917,4.44596932,0.04274709,2.37243051,1.37086243,0.78580259
-5.53176588,9.06394509,0.02524312,1.36379836,7.06356228,4.47233642,0.04262207,2.35141783,1.36244819,0.77951975
-5.52576288,9.10833166,0.02566941,1.39311081,7.17713866,4.50027627,0.04250576,2.33405466,1.35742905,0.77510862
-5.51975988,9.15780433,0.02615191,1.42219202,7.29429752,4.52983531,0.04240546,2.32042053,1.35583270,0.77247495
-5.51375688,9.21210703,0.02668744,1.45091326,7.41481032,4.56091358,0.04232845,2.31049862,1.35759874,0.77149106
-5.50775388,9.27071257,0.02727111,1.47912431,7.53822238,4.59325729,0.04228186,2.30417674,1.36257947,0.77199949
-5.50175088,9.33282580,0.02789647,1.50665080,7.66384296,4.62645832,0.04227265,2.30125232,1.37054371,0.77381784
-5.49574787,9.39739890,0.02855569,1.53329262,7.79074437,4.65996087,0.04230753,2.30144100,1.38118353,0.77674451
-5.48974487,9.46315782,0.02923976,1.55882349,7.91776962,4.69307467,0.04239298,2.30438845,1.39412324,0.78056543
-5.48374187,9.52863855,0.02993873,1.58299179,8.04354855,4.72499428,0.04253533,2.30968455,1.40893056,0.78506115
-5.47773887,9.59223133,0.03064198,1.60552291,8.16652140,4.75482340,0.04274080,2.31687939,1.42512911,0.79001418
-5.47173587,9.65223055,0.03133848,1.62612285,8.28496916,4.78160324,0.04301555,2.32550001,1.44221191,0.79521617
-5.46573287,9.70688806,0.03201708,1.64448325,8.39704932,4.80434344,0.04336585,2.33506710,1.45965520,0.80047451
-5.45972986,9.75446731,0.03266669,1.66028756,8.50083615,4.82205445,0.04379811,2.34511087,1.47693217,0.80561807
-5.45372686,9.79329606,0.03327658,1.67321830,8.59436400,4.83377987,0.04431896,2.35518535,1.49352605,0.81050180
-5.44772386,9.82181555,0.03383652,1.68296508,8.67567240,4.83862757,0.04493531,2.36488043,1.50894222,0.81500989
-5.44172086,9.83862417,0.03433697,1.68923315,8.74285187,4.83579838,0.04565435,2.37383134,1.52271897,0.81905742
-5.43571786,9.84251428,0.03476925,1.69175213,8.79408903,4.82461140,0.04648352,2.38172525,1.53443676,0.82259040
-5.42971486,9.83250112,0.03512556,1.69028468,8.82771009,4.80452509,0.04743041,2.38830485,1.54372579,0.82558416
-5.42371186,9.80784315,0.03539916,1.68463463,8.84222153,4.77515357,0.04850263,2.39336914,1.55027177,0.82804039
-5.41770885,9.76805380,0.03558434,1.67465438,8.83634713,4.73627772,0.04970762,2.39677155,1.55382007,0.82998283
-5.41170585,9.71290468,0.03567652,1.66025122,8.80906045,4.68785099,0.05105242,2.39841589,1.55417813,0.83145199
-5.40570285,9.64242099,0.03567220,1.64139218,8.75961206,4.62999990,0.05254338,2.39825052,1.55121643,0.83249931
-5.39969985,9.55687001,0.03556903,1.61810749,8.68755081,4.56301946,0.05418582,2.39626139,1.54486792,0.83318086
-5.39369685,9.45674355,0.03536577,1.59049212,8.59273873,4.48736401,0.05598375,2.39246439,1.53512645,0.83355131
-5.38769385,9.34273578,0.03506227,1.55870562,8.47535910,4.40363388,0.05793950,2.38689760,1.52204390,0.83365820
-5.38169085,9.21571761,0.03465948,1.52297009,8.33591744,4.31255858,0.06005337,2.37961402,1.50572660,0.83353710
-5.37568784,9.07670869,0.03415942,1.48356626,8.17523533,4.21497724,0.06232333,2.37067503,1.48633084,0.83320768
-5.36968484,8.92684849,0.03356513,1.44082807,7.99443718,4.11181698,0.06474477,2.36014492,1.46405784,0.83267114
-5.36368184,8.76736712,0.03288066,1.39513562,7.79493002,4.00407007,0.06731025,2.34808682,1.43914812,0.83190891
-5.35767884,8.59955695,0.03211101,1.34690691,7.57837695,3.89277052,0.07000934,2.33455979,1.41187542,0.83088276
-5.35167584,8.42474565,0.03126207,1.29658868,7.34666463,3.77897094,0.07282852,2.31961735,1.38254023,0.82953620
-5.34567284,8.24427110,0.03034057,1.24464654,7.10186573,3.66372019,0.07575119,2.30330699,1.35146302,0.82779709
-5.33966983,8.05945852,0.02935396,1.19155481,6.84619719,3.54804257,0.07875767,2.28567065,1.31897722,0.82558115
-5.33366683,7.87160013,0.02831034,1.13778645,6.58197543,3.43291892,0.08182542,2.26674579,1.28542201,0.82279620
-5.32766383,7.68193717,0.02721834,1.08380328,6.31156970,3.31927020,0.08492915,2.24656671,1.25113506,0.81934679
-5.32166083,7.49164470,0.02608696,1.03004696,6.03735489,3.20794378,0.08804118,2.22516600,1.21644539,0.81513889
-5.31565783,7.30181886,0.02492547,0.97693083,5.76166516,3.09970276,0.09113174,2.20257573,1.18166633,0.81008446
-5.30965483,7.11346684,0.02374326,0.92483304,5.48674969,2.99521841,0.09416937,2.17882826,1.14708897,0.80410549
-5.30365183,6.92749950,0.02254967,0.87409098,5.21473198,2.89506593,0.09712137,2.15395670,1.11297618,0.79713744
-5.29764882,6.74472676,0.02135384,0.82499716,4.94757385,2.79972330,0.09995429,2.12799485,1.07955740,0.78913185
-5.29164582,6.56585588,0.02016460,0.77779676,4.68704524,2.70957327,0.10263445,2.10097687,1.04702448,0.78005817
-5.28564282,6.39149271,0.01899033,0.73268664,4.43470069,2.62490820,0.10512852,2.07293684,1.01552873,0.76990459
-5.27963982,6.22214607,0.01783880,0.68981587,4.19186320,2.54593748,0.10740405,2.04390834,0.98517937,0.75867824
-5.27363682,6.05823515,0.01671716,0.64928775,3.95961570,2.47279705,0.10943015,2.01392445,0.95604350,0.74640459
-5.26763382,5.90010001,0.01563180,0.61116297,3.73880042,2.40556071,0.11117803,1.98301829,0.92814771,0.73312640
-5.26163082,5.74801486,0.01458833,0.57546394,3.53002565,2.34425254,0.11262169,1.95122442,0.90148122,0.71890227
-5.25562781,5.60220364,0.01359159,0.54217988,3.33367960,2.28885996,0.11373848,1.91858112,0.87600058,0.70380507
-5.24962481,5.46285755,0.01264558,0.51127252,3.14995026,2.23934668,0.11450974,1.88513366,0.85163581,0.68792036
-5.24362181,5.33015339,0.01175359,0.48268220,2.97885036,2.19566503,0.11492135,1.85093850,0.82829751,0.67134484
-5.23761881,5.20427217,0.01091813,0.45633395,2.82024596,2.15776702,0.11496422,1.81606811,0.80588494,0.65418513
-5.23161581,5.08541651,0.01014112,0.43214345,2.67388722,2.12561349,0.11463472,1.78061628,0.78429435,0.63655668
-5.22561281,4.97382606,0.00942385,0.41002249,2.53943995,2.09918105,0.11393500,1.74470333,0.76342747,0.61858294
-5.21960980,4.86978950,0.00876715,0.38988391,2.41651618,2.07846617,0.11287319,1.70848091,0.74319949,0.60039465
-5.21360680,4.77365238,0.00817141,0.37164560,2.30470245,2.06348651,0.11146341,1.67213586,0.72354616,0.58212928
-5.20760380,4.68581971,0.00763672,0.35523361,2.20358448,2.05427908,0.10972569,1.63589256,0.70442963,0.56393025
-5.20160080,4.60675287,0.00716289,0.34058425,2.11276713,2.05089564,0.10768566,1.60001352,0.68584276,0.54594608
-5.19559780,4.53696046,0.00674955,0.32764505,2.03188896,2.05339530,0.10537403,1.56479769,0.66781141,0.52832920
-5.18959480,4.47698325,0.00639615,0.31637466,1.96063082,2.06183502,0.10282601,1.53057649,0.65039489,0.51123429
-5.18359180,4.42737365,0.00610205,0.30674177,1.89871848,2.07625832,0.10008043,1.49770732,0.63368418,0.49481620
-5.17758879,4.38867054,0.00586648,0.29872308,1.84591947,2.09668306,0.09717883,1.46656480,0.61779823,0.47922732
-5.17158579,4.36137060,0.00568854,0.29230052,1.80203473,2.12308896,0.09416440,1.43752994,0.60287843,0.46461452
-5.16558279,4.34589764,0.00556720,0.28745793,1.76688594,2.15540556,0.09108086,1.41097776,0.58908152,0.45111570
-5.15957979,4.34257142,0.00550124,0.28417723,1.74029961,2.19350150,0.08797137,1.38726376,0.57657135,0.43885605
-5.15357679,4.35157784,0.00548919,0.28243450,1.72208916,2.23717571,0.08487737,1.36671010,0.56550992,0.42794425
-5.14757379,4.37294209,0.00552932,0.28219614,1.71203632,2.28615117,0.08183761,1.34959200,0.55604817,0.41846877
-5.14157079,4.40650633,0.00561950,0.28341516,1.70987330,2.34007156,0.07888723,1.33612518,0.54831695,0.41049443
-5.13556778,4.45191338,0.00575724,0.28602801,1.71526682,2.39850125,0.07605702,1.32645503,0.54241887,0.40405953
-5.12956478,4.50859747,0.00593955,0.28995206,1.72780529,2.46092864,0.07337284,1.32064804,0.53842111,0.39917362
-5.12356178,4.57578275,0.00616298,0.29508379,1.74698999,2.52677279,0.07085533,1.31868603,0.53634987,0.39581617
-5.11755878,4.65249000,0.00642355,0.30129793,1.77223087,2.59539318,0.06851972,1.32046355,0.53618659,0.39393618
-5.11155578,4.73755137,0.00671675,0.30844753,1.80284755,2.66610205,0.06637591,1.32578854,0.53786619,0.39345278
-5.10555278,4.82963286,0.00703760,0.31636503,1.83807531,2.73817907,0.06442873,1.33438640,0.54127726,0.39425698
-5.09954977,4.92726354,0.00738067,0.32486430,1.87707620,2.81088743,0.06267842,1.34590720,0.54626446,0.39621432
-5.09354677,5.02887052,0.00774017,0.33374368,1.91895449,2.88349098,0.06112113,1.35993581,0.55263269,0.39916850
-5.08754377,5.13281817,0.00811001,0.34278969,1.96277595,2.95527144,0.05974965,1.37600442,0.56015296,0.40294573
-5.08154077,5.23745001,0.00848396,0.35178162,2.00758992,3.02554527,0.05855407,1.39360701,0.56856974,0.40735976
-5.07553777,5.34113161,0.00885579,0.36049647,2.05245319,3.09367926,0.05752260,1.41221499,0.57760919,0.41221717
-5.06953477,5.44229279,0.00921936,0.36871441,2.09645446,3.15910453,0.05664222,1.43129348,0.58698811,0.41732301
-5.06353177,5.53946733,0.00956885,0.37622419,2.13873831,3.22132822,0.05589936,1.45031740,0.59642309,0.42248622
-5.05752876,5.63132886,0.00989887,0.38282864,2.17852754,3.27994255,0.05528049,1.46878688,0.60563944,0.42752493
-5.05152576,5.71672142,0.01020462,0.38834979,2.21514283,3.33463094,0.05477258,1.48624117,0.61437956,0.43227121
-5.04552276,5.79468367,0.01048207,0.39263347,2.24801894,3.38517107,0.05436343,1.50227074,0.62241042,0.43657526
-5.03951976,5.86446598,0.01072801,0.39555330,2.27671675,3.43143474,0.05404193,1.51652709,0.62952982,0.44030883
-5.03351676,5.92553993,0.01094024,0.39701381,2.30093071,3.47338460,0.05379817,1.52872985,0.63557129,0.44336779
-5.02751376,5.97760011,0.01111756,0.39695258,2.32049148,3.51106808,0.05362341,1.53867128,0.64040744,0.44567378
-5.02151076,6.02055836,0.01125987,0.39534135,2.33536385,3.54460866,0.05351007,1.54621790,0.64395181,0.44717504
-5.01550775,6.05453119,0.01136813,0.39218606,2.34564015,3.57419501,0.05345156,1.55130950,0.64615906,0.44784624
-5.00950475,6.07982099,0.01144436,0.38752581,2.35152976,3.60006839,0.05344211,1.55395569,0.64702387,0.44768764
-5.00350175,6.09689236,0.01149158,0.38143080,2.35334515,3.62250899,0.05347657,1.55423035,0.64657842,0.44672342
-4.99749875,6.10634464,0.01151367,0.37399938,2.35148548,3.64182183,0.05355025,1.55226433,0.64488888,0.44499950
-4.99149575,6.10888228,0.01151528,0.36535426,2.34641848,3.65832278,0.05365874,1.54823694,0.64205107,0.44258081
-4.98549275,6.10528443,0.01150166,0.35563824,2.33866154,3.67232550,0.05379784,1.54236659,0.63818555,0.43954834
-4.97948974,6.09637521,0.01147850,0.34500935,2.32876304,3.68412985,0.05396344,1.53490119,0.63343241,0.43599588
-4.97348674,6.08299621,0.01145171,0.33363598,2.31728447,3.69401238,0.05415161,1.52610873,0.62794608,0.43202686
-4.96748374,6.06598233,0.01142726,0.32169182,2.30478443,3.70221949,0.05435857,1.51626843,0.62189035,0.42775110
-4.96148074,6.04614211,0.01141099,0.30935114,2.29180477,3.70896347,0.05458087,1.50566285,0.61543382,0.42328186
-4.95547774,6.02424318,0.01140837,0.29678433,2.27885952,3.71442185,0.05481554,1.49457122,0.60874596,0.41873308
-4.94947474,6.00100348,0.01142439,0.28415403,2.26642670,3.71874000,0.05506024,1.48326425,0.60199388,0.41421699
-4.94347174,5.97708808,0.01146339,0.27161187,2.25494318,3.72203702,0.05531350,1.47200034,0.59533991,0.40984201
-4.93746873,5.95311164,0.01152892,0.25929591,2.24480238,3.72441448,0.05557490,1.46102334,0.58893998,0.40571115
-4.93146573,5.92964570,0.01162365,0.24732884,2.23635447,3.72596766,0.05584526,1.45056168,0.58294272,0.40192070
-4.92546273,5.90723003,0.01174934,0.23581689,2.22990874,3.72679857,0.05612676,1.44082870,0.57748930,0.39855931
-4.91945973,5.88638682,0.01190677,0.22484955,2.22573749,3.72702999,0.05642302,1.43202387,0.57271378,0.39570742
-4.91345673,5.86763627,0.01209579,0.21449974,2.22408078,3.72681962,0.05673915,1.42433468,0.56874388,0.39343696
-4.90745373,5.85151219,0.01231536,0.20482472,2.22515149,3.72637333,0.05708166,1.41793870,0.56570192,0.39181129
-4.90145073,5.83857594,0.01256359,0.19586720,2.22913983,3.72595650,0.05745837,1.41300565,0.56370582,0.39088529
-4.89544772,5.82942723,0.01283790,0.18765697,2.23621692,3.72590247,0.05787818,1.40969888,0.56286991,0.39070555
-4.88944472,5.82471045,0.01313511,0.18021245,2.24653675,3.72661727,0.05835077,1.40817622,0.56330534,0.39131060
-4.88344172,5.82511525,0.01345159,0.17354251,2.26023620,3.72857985,0.05888628,1.40858969,0.56512001,0.39273112
-4.87743872,5.83137078,0.01378338,0.16764803,2.27743295,3.73233728,0.05949489,1.41108408,0.56841786,0.39499008
-4.87143572,5.84423294,0.01412639,0.16252339,2.29822114,3.73849473,0.06018632,1.41579418,0.57329735,0.39810274
-4.86543272,5.86446479,0.01447648,0.15815777,2.32266501,3.74770021,0.06096939,1.42284078,0.57984923,0.40207651
-4.85942971,5.89281058,0.01482962,0.15453602,2.35079074,3.76062449,0.06185151,1.43232549,0.58815356,0.40691066
-4.85342671,5.92996437,0.01518196,0.15163944,2.38257717,3.77793671,0.06283814,1.44432464,0.59827601,0.41259589
-4.84742371,5.97653457,0.01552991,0.14944609,2.41794582,3.80027690,0.06393235,1.45888256,0.61026366,0.41911372
-4.84142071,6.03300633,0.01587020,0.14793092,2.45675113,3.82822644,0.06513442,1.47600471,0.62414045,0.42643582
-4.83541771,6.09970374,0.01619987,0.14706569,2.49877166,3.86227805,0.06644142,1.49565106,0.63990250,0.43452334
-4.82941471,6.17675425,0.01651628,0.14681872,2.54370304,3.90280673,0.06784698,1.51773026,0.65751363,0.44332620
-4.82341171,6.26405751,0.01681704,0.14715448,2.59115355,3.95004358,0.06934111,1.54209507,0.67690132,0.45278256
-4.81740870,6.36126104,0.01709998,0.14803329,2.64064281,4.00405380,0.07091014,1.56853959,0.69795345,0.46281851
-4.81140570,6.46774464,0.01736308,0.14941096,2.69160435,4.06472049,0.07253682,1.59679866,0.72051606,0.47334796
-4.80540270,6.58261529,0.01760440,0.15123861,2.74339218,4.13173544,0.07420051,1.62654969,0.74439252,0.48427303
-4.79939970,6.70471362,0.01782196,0.15346263,2.79529159,4.20459778,0.07587756,1.65741720,0.76934419,0.49548484
-4.79339670,6.83263260,0.01801378,0.15602488,2.84653393,4.28262094,0.07754180,1.68898012,0.79509273,0.50686476
-4.78739370,6.96474819,0.01817776,0.15886310,2.89631518,4.36494804,0.07916511,1.72078162,0.82132430,0.51828622
-4.78139070,7.09926141,0.01831169,0.16191166,2.94381751,4.45057513,0.08071824,1.75234140,0.84769543,0.52961710
-4.77538769,7.23425002,0.01841331,0.16510243,2.98823307,4.53838158,0.08217155,1.78316978,0.87384060,0.54072251
-4.76938469,7.36772805,0.01848029,0.16836601,3.02878917,4.62716608,0.08349599,1.81278331,0.89938122,0.55146806
-4.76338169,7.49771026,0.01851037,0.17163305,3.06477358,4.71568668,0.08466394,1.84072097,0.92393585,0.56172347
-4.75737869,7.62227876,0.01850141,0.17483577,3.09555892,4.80270294,0.08565023,1.86656039,0.94713117,0.57136632
-4.75137569,7.73964849,0.01845158,0.17790957,3.12062511,4.88701802,0.08643303,1.88993332,0.96861331,0.58028596
-4.74537269,7.84822841,0.01835942,0.18079460,3.13957861,4.96751866,0.08699467,1.91053942,0.98805913,0.58838718
-4.73936968,7.94667522,0.01822405,0.18343735,3.15216791,5.04321097,0.08732242,1.92815783,1.00518686,0.59559375
-4.73336668,8.03393717,0.01804523,0.18579206,3.15829417,5.11325036,0.08740906,1.94265586,1.01976566,0.60185139
-4.72736368,8.10928558,0.01782354,0.18782205,3.15801684,5.17696414,0.08725339,1.95399426,1.03162365,0.60713024
-4.72136068,8.17233271,0.01756045,0.18950064,3.15155385,5.23386582,0.08686044,1.96222878,1.04065406,0.61142652
-4.71535768,8.22303521,0.01725836,0.19081201,3.13927641,5.28366065,0.08624155,1.96750792,1.04681910,0.61476345
-4.70935468,8.26168325,0.01692063,0.19175150,3.12169866,5.32624246,0.08541423,1.97006686,1.05015136,0.61719117
-4.70335168,8.28887606,0.01655156,0.19232579,3.09946273,5.36168244,0.08440181,1.97021792,1.05075282,0.61878577
-4.69734867,8.30548566,0.01615632,0.19255257,3.07331971,5.39021072,0.08323285,1.96833783,1.04879116,0.61964746
-4.69134567,8.31261072,0.01574086,0.19245993,3.04410757,5.41219247,0.08194041,1.96485255,1.04449384,0.61989777
-4.68534267,8.31152346,0.01531173,0.19208542,3.01272676,5.42810006,0.08056113,1.96022027,1.03814005,0.61967611
-4.67933967,8.30361248,0.01487592,0.19147483,2.98011460,5.43848323,0.07913421,1.95491335,1.03005088,0.61913559
-4.67333667,8.29032451,0.01444072,0.19068069,2.94721941,5.44393927,0.07770021,1.94940006,1.02057826,0.61843841
-4.66733367,8.27310832,0.01401343,0.18976063,2.91497533,5.44508501,0.07629995,1.94412701,1.01009297,0.61775093
-4.66133067,8.25336337,0.01360120,0.18877552,2.88427872,5.44253225,0.07497321,1.93950286,0.99897250,0.61723860
-4.65532766,8.23239561,0.01321085,0.18778768,2.85596691,5.43686802,0.07375761,1.93588423,0.98758911,0.61706100
-4.64932466,8.21138228,0.01284862,0.18685891,2.83079986,5.42864046,0.07268750,1.93356409,0.97629855,0.61736702
-4.64332166,8.19134684,0.01252009,0.18604878,2.80944529,5.41835092,0.07179293,1.93276333,0.96543012,0.61829051
