energy_ev,total_up,C_s_up,C_p_up,Se_s_up,Se_p_up,V_p_up,V_d_up,Y_p_up,Y_d_up
-5.18959480,1.30743805,0.07492629,0.01731243,0.01087684,0.90149861,0.57577396,0.39243175,0.50022121,0.07139873
-5.18359180,1.30240134,0.07114979,0.01773015,0.01025180,0.90350796,0.57860123,0.38889417,0.48639989,0.07371433
-5.17758879,1.29843695,0.06725361,0.01816609,0.00964321,0.90660897,0.58253424,0.38498000,0.47287704,0.07616760
-5.17158579,1.29620335,0.06328513,0.01862551,0.00905444,0.91121555,0.58773428,0.38098945,0.45989746,0.07878139
-5.16558279,1.29634260,0.05929172,0.01911366,0.00848872,0.91772710,0.59434379,0.37723041,0.44769398,0.08157937
-5.15957979,1.29945432,0.05531939,0.01963553,0.00794900,0.92651080,0.60247730,0.37400832,0.43647840,0.08458464
-5.15357679,1.30607060,0.05141158,0.02019556,0.00743790,0.93788448,0.61221252,0.37161634,0.42643283,0.08781837
-5.14757379,1.31663311,0.04760795,0.02079739,0.00695767,0.95210087,0.62358195,0.37032653,0.41770187,0.09129835
-5.14157079,1.33147348,0.04394354,0.02144362,0.00651004,0.96933411,0.63656576,0.37038210,0.41038610,0.09503770
-5.13556778,1.35079815,0.04044794,0.02213561,0.00609626,0.98966939,0.65108631,0.37199127,0.40453698,0.09904368
-5.12956478,1.37467851,0.03714485,0.02287330,0.00571695,1.01309613,0.66700487,0.37532293,0.40015384,0.10331678
-5.12356178,1.40304681,0.03405179,0.02365514,0.00537216,1.03950550,0.68412084,0.38050404,0.39718278,0.10785008
-5.11755878,1.43569823,0.03118008,0.02447805,0.00506131,1.06869215,0.70217379,0.38761897,0.39551786,0.11262897
-5.11155578,1.47229906,0.02853505,0.02533746,0.00478322,1.10036046,0.72084835,0.39671059,0.39500444,0.11763120
-5.10555278,1.51240039,0.02611643,0.02622742,0.00453614,1.13413479,0.73978192,0.40778296,0.39544461,0.12282729
-5.09954977,1.55545681,0.02391897,0.02714079,0.00431780,1.16957341,0.75857484,0.42080523,0.39660443,0.12818128
-5.09354677,1.60084893,0.02193312,0.02806944,0.00412551,1.20618525,0.77680286,0.43571660,0.39822278,0.13365175
-5.08754377,1.64790854,0.02014584,0.02900449,0.00395620,1.24344868,0.79403107,0.45243174,0.40002129,0.13919310
-5.08154077,1.69594497,0.01854146,0.02993663,0.00380657,1.28083125,0.80982882,0.47084643,0.40171501,0.14475689
-5.07553777,1.74427126,0.01710254,0.03085635,0.00367316,1.31780923,0.82378491,0.49084294,0.40302323,0.15029334
-5.06953477,1.79222864,0.01581070,0.03175421,0.00355252,1.35388611,0.83552220,0.51229481,0.40368005,0.15575271
-5.06353177,1.83920804,0.01464741,0.03262109,0.00344123,1.38860880,0.84471096,0.53507070,0.40344422,0.16108659
-5.05752876,1.88466763,0.01359463,0.03344836,0.00333609,1.42158096,0.85108038,0.55903719,0.40210773,0.16624909
-5.05152576,1.92814539,0.01263543,0.03422801,0.00323418,1.45247268,0.85442764,0.58406021,0.39950291,0.17119761
-5.04552276,1.96926654,0.01175440,0.03495273,0.00313290,1.48102613,0.85462406,0.61000531,0.39550774,0.17589351
-5.03951976,2.00774537,0.01093800,0.03561594,0.00303011,1.50705723,0.85161831,0.63673663,0.39004919,0.18030243
-5.03351676,2.04338205,0.01017479,0.03621178,0.00292410,1.53045326,0.84543645,0.66411490,0.38310448,0.18439430
-5.02751376,2.07605483,0.00945546,0.03673502,0.00281364,1.55116706,0.83617906,0.69199468,0.37470048,0.18814315
-5.02151076,2.10570854,0.00877288,0.03718103,0.00269800,1.56920836,0.82401562,0.72022116,0.36491115,0.19152680
-5.01550775,2.13234070,0.00812196,0.03754561,0.00257692,1.58463304,0.80917677,0.74862692,0.35385347,0.19452631
-5.00950475,2.15598620,0.00749955,0.03782501,0.00245058,1.59753131,0.79194485,0.77702906,0.34168206,0.19712550
-5.00350175,2.17670212,0.00690416,0.03801575,0.00231954,1.60801588,0.77264333,0.80522711,0.32858283,0.19931045
-4.99749875,2.19455393,0.00633579,0.03811469,0.00218474,1.61621077,0.75162591,0.83300192,0.31476611,0.20106918
-4.99149575,2.20960404,0.00579568,0.03811899,0.00204739,1.62224206,0.72926573,0.86011609,0.30045958,0.20239145
-4.98549275,2.22190379,0.00528605,0.03802618,0.00190895,1.62623086,0.70594538,0.88631577,0.28590140,0.20326875
-4.97948974,2.23148954,0.00480994,0.03783428,0.00177102,1.62828929,0.68204805,0.91133431,0.27133385,0.20369466
-4.97348674,2.23838293,0.00437100,0.03754193,0.00163534,1.62851957,0.65795032,0.93489737,0.25699772,0.20366529
-4.96748374,2.24259562,0.00397339,0.03714860,0.00150371,1.62701629,0.63401666,0.95672954,0.24312772,0.20318006
-4.96148074,2.24413790,0.00362165,0.03665478,0.00137794,1.62387166,0.61059579,0.97656228,0.22994898,0.20224256
-4.95547774,2.24303064,0.00332070,0.03606217,0.00125986,1.61918312,0.58801877,0.99414252,0.21767469,0.20086163
-4.94947474,2.23931956,0.00307581,0.03537395,0.00115125,1.61306285,0.56659877,1.00924188,0.20650486,0.19905233
-4.94347174,2.23309090,0.00289263,0.03459485,0.00105387,1.60564826,0.54663205,1.02166571,0.19662610,0.19683702
-4.93746873,2.22448701,0.00277723,0.03373134,0.00096943,1.59711257,0.52839999,1.03126166,0.18821225,0.19424614
-4.93146573,2.21372090,0.00273622,0.03279167,0.00089962,1.58767465,0.51217157,1.03792709,0.18142572,0.19131891
-4.92546273,2.20108832,0.00277675,0.03178586,0.00084614,1.57760721,0.49820604,1.04161514,0.17641914,0.18810365
-4.91945973,2.18697652,0.00290667,0.03072561,0.00081069,1.56724255,0.48675532,1.04233880,0.17333729,0.18465784
-4.91345673,2.17186861,0.00313447,0.02962417,0.00079499,1.55697530,0.47806570,1.04017287,0.17231886,0.18104773
-4.90745373,2.15634317,0.00346939,0.02849602,0.00080086,1.54726156,0.47237868,1.03525361,0.17349790,0.17734762
-4.90145073,2.14106850,0.00392135,0.02735667,0.00083019,1.53861444,0.46993058,1.02777594,0.17700471,0.17363872
-4.89544772,2.12679168,0.00450086,0.02622219,0.00088498,1.53159567,0.47095082,1.01798838,0.18296600,0.17000766
-4.88944472,2.11432260,0.00521892,0.02510890,0.00096733,1.52680374,0.47565899,1.00618583,0.19150423,0.16654471
-4.88344172,2.10451353,0.00608679,0.02403286,0.00107948,1.52485873,0.48426041,0.99270057,0.20273590,0.16334175
-4.87743872,2.09823490,0.00711575,0.02300949,0.00122379,1.52638460,0.49694073,0.97789175,0.21676902,0.16049006
-4.87143572,2.09634852,0.00831675,0.02205311,0.00140269,1.53198953,0.51385946,0.96213399,0.23369955,0.15807799
-4.86543272,2.09967901,0.00970004,0.02117660,0.00161871,1.54224509,0.53514285,0.94580551,0.25360710,0.15618870
-4.85942971,2.10898495,0.01127477,0.02039098,0.00187437,1.55766532,0.56087657,0.92927625,0.27654991,0.15489791
-4.85342671,2.12493079,0.01304847,0.01970519,0.00217220,1.57868637,0.59109825,0.91289662,0.30255942,0.15427177
-4.84742371,2.14806079,0.01502658,0.01912582,0.00251463,1.60564783,0.62579061,0.89698726,0.33163466,0.15436510
-4.84142071,2.17877612,0.01721199,0.01865702,0.00290397,1.63877636,0.66487533,0.88183026,0.36373662,0.15521971
-4.83541771,2.21731601,0.01960458,0.01830040,0.00334227,1.67817249,0.70820809,0.86766208,0.39878313,0.15686324
-4.82941471,2.26374379,0.02220073,0.01805510,0.00383133,1.72380102,0.75557517,0.85466855,0.43664436,0.15930821
-4.82341171,2.31793836,0.02499306,0.01791782,0.00437256,1.77548561,0.80669172,0.84298195,0.47713929,0.16255157
-4.81740870,2.37959148,0.02797007,0.01788308,0.00496694,1.83290764,0.86120206,0.83268020,0.52003350,0.16657454
-4.81140570,2.44821082,0.03111604,0.01794337,0.00561493,1.89560952,0.91868197,0.82378815,0.56503836,0.17134294
-4.80540270,2.52312880,0.03441091,0.01808952,0.00631644,1.96300222,0.97864309,0.81628075,0.61181191,0.17680778
-4.79939970,2.60351665,0.03783047,0.01831093,0.00707072,2.03437677,1.04053931,0.81008779,0.65996152,0.18290626
-4.79339670,2.68840311,0.04134647,0.01859600,0.00787638,2.10891925,1.10377494,0.80509997,0.70904823,0.18956306
-4.78739370,2.77669701,0.04492707,0.01893246,0.00873126,2.18572854,1.16771450,0.80117593,0.75859293,0.19669184
-4.78139070,2.86721277,0.04853731,0.01930771,0.00963251,2.26383636,1.23169371,0.79814973,0.80808398,0.20419700
-4.77538769,2.95869767,0.05213970,0.01970917,0.01057647,2.34222844,1.29503130,0.79583854,0.85698636,0.21197555
-4.76938469,3.04986008,0.05569500,0.02012462,0.01155871,2.41986637,1.35704129,0.79405014,0.90475170,0.21991908
-4.76338169,3.13939725,0.05916295,0.02054243,0.01257401,2.49570907,1.41704524,0.79258974,0.95082924,0.22791578
-4.75737869,3.22602201,0.06250322,0.02095181,0.01361638,2.56873321,1.47438402,0.79126613,0.99467700,0.23585239
-4.75137569,3.30848732,0.06567620,0.02134301,0.01467908,2.63795202,1.52842883,0.78989669,1.03577300,0.24361617
-4.74537269,3.38560803,0.06864393,0.02170738,0.01575460,2.70243177,1.57859103,0.78831128,1.07362606,0.25109667
-4.73936968,3.45627943,0.07137093,0.02203753,0.01683477,2.76130584,1.62433065,0.78635493,1.10778575,0.25818738
-4.73336668,3.51949225,0.07382497,0.02232726,0.01791077,2.81378594,1.66516325,0.78388938,1.13785130,0.26478729
-4.72736368,3.57434410,0.07597775,0.02257162,0.01897321,2.85917059,1.70066532,0.78079349,1.16347910,0.27080214
-4.72136068,3.62004740,0.07780551,0.02276676,0.02001220,2.89685096,1.73047799,0.77696282,1.18438862,0.27614557
-4.71535768,3.65593435,0.07928942,0.02290991,0.02101750,2.92631439,1.75430938,0.77230846,1.20036667,0.28074009
-4.70935468,3.68145910,0.08041597,0.02299922,0.02197858,2.94714591,1.77193556,0.76675545,1.21126988,0.28451780
-4.70335168,3.69619796,0.08117706,0.02303366,0.02288484,2.95902823,1.78320055,0.76024100,1.21702553,0.28742105
-4.69734867,3.69984804,0.08157009,0.02301286,0.02372570,2.96174063,1.78801545,0.75271268,1.21763070,0.28940288
-4.69134567,3.69222501,0.08159783,0.02293700,0.02449085,2.95515731,1.78635702,0.74412696,1.21315004,0.29042743
-4.68534267,3.67326044,0.08126823,0.02280673,0.02517043,2.93924540,1.77826581,0.73444810,1.20371222,0.29047012
-4.67933967,3.64299907,0.08059404,0.02262303,0.02575522,2.91406309,1.76384422,0.72364764,1.18950531,0.28951792
-4.67333667,3.60159638,0.07959241,0.02238719,0.02623689,2.87975789,1.74325439,0.71170446,1.17077141,0.28756935
-4.66733367,3.54931645,0.07828444,0.02210074,0.02660819,2.83656527,1.71671608,0.69860549,1.14780059,0.28463458
-4.66133067,3.48653014,0.07669454,0.02176546,0.02686316,2.78480742,1.68450446,0.68434691,1.12092450,0.28073531
-4.65532766,3.41371335,0.07484996,0.02138336,0.02699735,2.72489199,1.64694786,0.66893590,1.09050972,0.27590466
-4.64932466,3.33144508,0.07278012,0.02095673,0.02700792,2.65731064,1.60442516,0.65239255,1.05695111,0.27018692
-4.64332166,3.24040485,0.07051607,0.02048820,0.02689381,2.58263694,1.55736288,0.63475198,1.02066520,0.26363714
