energy_ev,total_up,C_s_up,C_p_up,Co_p_up,Co_d_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-5.54377189,4.19133974,0.03149212,0.23589435,1.03050117,0.46306979,0.04661572,2.33097883,1.00682418,0.25037938
-5.53776888,4.41686305,0.03264290,0.25315853,1.08940494,0.48353182,0.04786214,2.45047707,1.06334198,0.26884311
-5.53176588,4.64583990,0.03374777,0.27112732,1.14785985,0.50470265,0.04919626,2.57081345,1.12105142,0.28775412
-5.52576288,4.87543130,0.03477709,0.28965948,1.20499608,0.52630180,0.05059283,2.69034880,1.17938125,0.30690791
-5.51975988,5.10257726,0.03570314,0.30858722,1.25990683,0.54802750,0.05202692,2.80734633,1.23768220,0.32607932
-5.51375688,5.32404550,0.03650076,0.32771767,1.31166754,0.56956039,0.05347376,2.92000232,1.29523813,0.34502579
-5.50775388,5.53649242,0.03714779,0.34683550,1.35935766,0.59056838,0.05490869,3.02648276,1.35128104,0.36349168
-5.50175088,5.73653513,0.03762558,0.36570678,1.40208401,0.61071282,0.05630703,3.12496506,1.40500978,0.38121345
-5.49574787,5.92083206,0.03791935,0.38408384,1.43900514,0.62965558,0.05764412,3.21368329,1.45561154,0.39792559
-5.48974487,6.08616931,0.03801848,0.40171110,1.46935558,0.64706696,0.05889534,3.29097545,1.50228545,0.41336719
-5.48374187,6.22954930,0.03791668,0.41833159,1.49246913,0.66263404,0.06003624,3.35533063,1.54426716,0.42728881
-5.47773887,6.34827796,0.03761204,0.43369392,1.50780007,0.67606910,0.06104283,3.40543420,1.58085330,0.43945939
-5.47173587,6.44004658,0.03710701,0.44755939,1.51494144,0.68711777,0.06189182,3.44020896,1.61142470,0.44967298
-5.46573287,6.50300443,0.03640820,0.45970894,1.51363951,0.69556647,0.06256110,3.45885023,1.63546717,0.45775488
-5.45972986,6.53581901,0.03552611,0.46994963,1.50380379,0.70124884,0.06303014,3.46085344,1.65258894,0.46356709
-5.45372686,6.53772078,0.03447473,0.47812035,1.48551207,0.70405074,0.06328060,3.44603266,1.66253383,0.46701252
-5.44772386,6.50853042,0.03327107,0.48409640,1.45901029,0.70391376,0.06329681,3.41452935,1.66518956,0.46803815
-5.44172086,6.44866727,0.03193460,0.48779295,1.42470718,0.70083686,0.06306638,3.36681087,1.66059095,0.46663664
-5.43571786,6.35913867,0.03048672,0.48916700,1.38316389,0.69487625,0.06258073,3.30365878,1.64891777,0.46284651
-5.42971486,6.24151082,0.02895006,0.48821792,1.33507913,0.68614344,0.06183557,3.22614756,1.63048767,0.45675086
-5.42371186,6.09786259,0.02734793,0.48498654,1.28127042,0.67480167,0.06083133,3.13561485,1.60574453,0.44847460
-5.41770885,5.93072476,0.02570368,0.47955287,1.22265221,0.66106079,0.05957348,3.03362445,1.57524297,0.43818054
-5.41170585,5.74300755,0.02404020,0.47203260,1.16021187,0.64517109,0.05807269,2.92192402,1.53963006,0.42606424
-5.40570285,5.53791993,0.02237937,0.46257258,1.09498452,0.62741618,0.05634494,2.80239921,1.49962496,0.41234813
-5.39969985,5.31888427,0.02074166,0.45134558,1.02802759,0.60810542,0.05441145,2.67702628,1.45599786,0.39727508
-5.39369685,5.08945012,0.01914579,0.43854455,0.96039609,0.58756618,0.05229845,2.54782508,1.40954896,0.38110162
-5.38769385,4.85321048,0.01760850,0.42437672,0.89311944,0.56613635,0.05003690,2.41681417,1.36108855,0.36409126
-5.38169085,4.61372352,0.01614435,0.40905779,0.82718046,0.54415729,0.04766207,2.28596959,1.31141888,0.34650801
-5.37568784,4.37444239,0.01476568,0.39280637,0.76349713,0.52196746,0.04521297,2.15718833,1.26131843,0.32861048
-5.36968484,4.13865461,0.01348260,0.37583904,0.70290736,0.49989693,0.04273186,2.03225746,1.21152887,0.31064662
-5.36368184,3.90943239,0.01230308,0.35836607,0.64615710,0.47826287,0.04026357,1.91282909,1.16274479,0.29284933
-5.35767884,3.68959379,0.01123308,0.34058786,0.59389149,0.45736589,0.03785491,1.80040133,1.11560616,0.27543285
-5.35167584,3.48167468,0.01027671,0.32269227,0.54664922,0.43748727,0.03555401,1.69630479,1.07069314,0.25859023
-5.34567284,3.28791017,0.00943646,0.30485265,0.50485955,0.41888688,0.03340977,1.60169397,1.02852290,0.24249151
-5.33966983,3.11022438,0.00871341,0.28722669,0.46884175,0.40180174,0.03147121,1.51754280,0.98954780,0.22728279
-5.33366683,2.95022661,0.00810746,0.26995585,0.43880651,0.38644478,0.02978698,1.44464325,0.95415447,0.21308593
-5.32766383,2.80921222,0.00761750,0.25316528,0.41485888,0.37300387,0.02840477,1.38360612,0.92266327,0.19999885
-5.32166083,2.68816643,0.00724166,0.23696418,0.39700238,0.36164082,0.02737082,1.33486309,0.89532761,0.18809618
-5.31565783,2.58776960,0.00697738,0.22144631,0.38514392,0.35249015,0.02672935,1.29866928,0.87233295,0.17743030
-5.30965483,2.50840264,0.00682161,0.20669070,0.37909931,0.34565768,0.02652201,1.27510575,0.85379518,0.16803240
-5.30365183,2.45015201,0.00677083,0.19276230,0.37859905,0.34121883,0.02678725,1.26408168,0.83975859,0.15991373
-5.29764882,2.41281388,0.00682110,0.17971267,0.38329462,0.33921665,0.02755959,1.26533627,0.83019337,0.15306680
-5.29164582,2.39589777,0.00696811,0.16758042,0.39276492,0.33965975,0.02886891,1.27844039,0.82499321,0.14746655
-5.28564282,2.39863010,0.00720711,0.15639172,0.40652328,0.34252022,0.03073952,1.30279870,0.82397327,0.14307144
-5.27963982,2.41995882,0.00753290,0.14616051,0.42402495,0.34773174,0.03318923,1.33765261,0.82686910,0.13982457
-5.27363682,2.45856017,0.00793979,0.13688879,0.44467530,0.35518817,0.03622838,1.38208496,0.83333703,0.13765475
-5.26763382,2.51284883,0.00842152,0.12856682,0.46783887,0.36474268,0.03985881,1.43502710,0.84295648,0.13647765
-5.26163082,2.58099284,0.00897124,0.12117333,0.49284943,0.37620793,0.04407284,1.49526913,0.85523467,0.13619707
-5.25562781,2.66093426,0.00958149,0.11467590,0.51902091,0.38935713,0.04885242,1.56147383,0.86961383,0.13670631
-5.24962481,2.75041633,0.01024418,0.10903148,0.54565943,0.40392647,0.05416830,1.63219466,0.88548128,0.13788984
-5.24362181,2.84701775,0.01095065,0.10418701,0.57207598,0.41961880,0.05997960,1.70589806,0.90218201,0.13962511
-5.23761881,2.94819377,0.01169174,0.10008043,0.59759985,0.43610857,0.06623350,1.78098988,0.91903374,0.14178466
-5.23161581,3.05132382,0.01245787,0.09664184,0.62159217,0.45304820,0.07286541,1.85584551,0.93534384,0.14423844
-5.22561281,3.15376457,0.01323924,0.09379487,0.64345935,0.47007543,0.07979955,1.92884309,0.95042768,0.14685630
-5.21960980,3.25290699,0.01402596,0.09145835,0.66266599,0.48682173,0.08694989,1.99839884,0.96362748,0.14951063
-5.21360680,3.34623572,0.01480830,0.08954812,0.67874655,0.50292131,0.09422166,2.06300329,0.97433112,0.15207905
-5.20760380,3.43138851,0.01557690,0.08797888,0.69131559,0.51802056,0.10151326,2.12125724,0.98198987,0.15444710
-5.20160080,3.50621357,0.01632303,0.08666624,0.70007592,0.53178742,0.10871857,2.17190589,0.98613438,0.15651070
-5.19559780,3.56882256,0.01703881,0.08552860,0.70482434,0.54392039,0.11572963,2.21386999,0.98638819,0.15817849
-5.18959480,3.61763687,0.01771740,0.08448903,0.70545475,0.55415682,0.12243955,2.24627237,0.98247811,0.15937376
-5.18359180,3.65142527,0.01835327,0.08347700,0.70195838,0.56228005,0.12874553,2.26845897,0.97424106,0.16003601
-5.17758879,3.66933127,0.01894225,0.08242980,0.69442110,0.56812510,0.13455188,2.28001320,0.96162712,0.16012201
-5.17158579,3.67088872,0.01948167,0.08129376,0.68301792,0.57158273,0.13977290,2.28076301,0.94469863,0.15960630
-5.16558279,3.65602515,0.01997039,0.08002514,0.66800492,0.57260149,0.14433546,2.27078029,0.92362559,0.15848116
-5.15957979,3.62505238,0.02040873,0.07859068,0.64970885,0.57118794,0.14818110,2.25037250,0.89867743,0.15675603
-5.15357679,3.57864487,0.02079839,0.07696779,0.62851498,0.56740466,0.15126767,2.22006694,0.87021189,0.15445630
-5.14757379,3.51780672,0.02114223,0.07514438,0.60485354,0.56136648,0.15357025,2.18058812,0.83866134,0.15162175
-5.14157079,3.44382872,0.02144405,0.07311846,0.57918546,0.55323491,0.15508145,2.13282947,0.80451737,0.14830447
-5.13556778,3.35823742,0.02170831,0.07089734,0.55198794,0.54321103,0.15581096,2.07782030,0.76831436,0.14456649
-5.12956478,3.26273845,0.02193975,0.06849669,0.52374033,0.53152731,0.15578444,2.01668976,0.73061278,0.14047721
-5.12356178,3.15915675,0.02214312,0.06593935,0.49491106,0.51843864,0.15504183,1.95062920,0.69198295,0.13611075
-5.11755878,3.04937632,0.02232279,0.06325409,0.46594582,0.50421304,0.15363503,1.88085468,0.65299002,0.13154328
-5.11155578,2.93528227,0.02248242,0.06047427,0.43725765,0.48912256,0.15162537,1.80857127,0.61418070,0.12685060
-5.10555278,2.81870769,0.02262477,0.05763656,0.40921903,0.47343478,0.14908066,1.73494071,0.57607229,0.12210585
-5.09954977,2.70138779,0.02275139,0.05477967,0.38215629,0.45740533,0.14607230,1.66105378,0.53914428,0.11737777
-5.09354677,2.58492308,0.02286258,0.05194333,0.35634629,0.44127183,0.14267243,1.58790853,0.50383294,0.11272924
-5.08754377,2.47075318,0.02295735,0.04916731,0.33201556,0.42524951,0.13895127,1.51639523,0.47052873,0.10821644
-5.08154077,2.36014218,0.02303346,0.04649075,0.30934142,0.40952870,0.13497494,1.44728850,0.43957669,0.10388851
-5.07553777,2.25417572,0.02308765,0.04395171,0.28845531,0.39427437,0.13080366,1.38124676,0.41127946,0.09978781
-5.06953477,2.15376962,0.02311586,0.04158692,0.26944765,0.37962757,0.12649049,1.31881874,0.38590274,0.09595061
-5.06353177,2.05968910,0.02311364,0.03943179,0.25237416,0.36570881,0.12208075,1.26045645,0.36368266,0.09240838
-5.05752876,1.97257716,0.02307658,0.03752065,0.23726307,0.35262297,0.11761190,1.20653367,0.34483461,0.08918938
-5.05152576,1.89299015,0.02300076,0.03588713,0.22412300,0.34046561,0.11311397,1.15736876,0.32956296,0.08632064
-5.04552276,1.82143830,0.02288331,0.03456464,0.21295096,0.32933014,0.10861051,1.11325036,0.31807109,0.08383007
-5.03951976,1.75842862,0.02272287,0.03358703,0.20374016,0.31931545,0.10411981,1.07446439,0.31057106,0.08174871
-5.03351676,1.70450762,0.02252007,0.03298913,0.19648726,0.31053357,0.09965643,1.04132084,0.30729233,0.08011286
-5.02751376,1.66030102,0.02227798,0.03280737,0.19119879,0.30311679,0.09523281,1.01417854,0.30848904,0.07896607
-5.02151076,1.62654810,0.02200242,0.03308014,0.18789633,0.29722377,0.09086090,0.99346659,0.31444522,0.07836080
-5.01550775,1.60412833,0.02170217,0.03384809,0.18662045,0.29304430,0.08655363,0.97970101,0.32547752,0.07835963
-5.00950475,1.59407836,0.02138912,0.03515418,0.18743311,0.29080219,0.08232623,0.97349538,0.34193518,0.07903607
-5.00350175,1.59759798,0.02107821,0.03704335,0.19041845,0.29075611,0.07819718,0.97556479,0.36419691,0.08047455
-4.99749875,1.61604386,0.02078727,0.03956205,0.19568207,0.29319808,0.07418886,0.98672234,0.39266466,0.08276999
-4.99149575,1.65091079,0.02053671,0.04275724,0.20334864,0.29844953,0.07032774,1.00786800,0.42775407,0.08602652
-4.98549275,1.70380039,0.02034910,0.04667523,0.21355805,0.30685499,0.06664431,1.03996993,0.46988207,0.09035554
-4.97948974,1.77637796,0.02024856,0.05136008,0.22646029,0.31877333,0.06317248,1.08403859,0.51945159,0.09587317
-4.97348674,1.87031853,0.02026009,0.05685172,0.24220906,0.33456696,0.05994874,1.14109438,0.57683392,0.10269695
-4.96748374,1.98724385,0.02040882,0.06318392,0.26095442,0.35458916,0.05701105,1.21212976,0.64234935,0.11094217
-4.96148074,2.12865235,0.02071913,0.07038193,0.28283478,0.37917003,0.05439744,1.29806712,0.71624647,0.12071756
-4.95547774,2.29584444,0.02121380,0.07846015,0.30796833,0.40860141,0.05214455,1.39971385,0.79868121,0.13212079
-4.94947474,2.48984605,0.02191310,0.08741980,0.33644439,0.44312155,0.05028604,1.51771625,0.88969616,0.14523380
-4.94347174,2.71133324,0.02283386,0.09724663,0.36831475,0.48289986,0.04885104,1.65251394,0.98920134,0.16011805
-4.93746873,2.96056113,0.02398871,0.10790896,0.40358551,0.52802255,0.04786271,1.80429685,1.09695700,0.17681000
-4.93146573,3.23730006,0.02538522,0.11935606,0.44220959,0.57847976,0.04733686,1.97296622,1.21255972,0.19531698
-4.92546273,3.54078227,0.02702531,0.13151701,0.48408026,0.63415477,0.04728087,2.15810186,1.33543235,0.21561354
-4.91945973,3.86966166,0.02890468,0.14430015,0.52902599,0.69481581,0.04769280,2.35893691,1.46481870,0.23763863
-4.91345673,4.22198938,0.03101243,0.15759329,0.57680682,0.76011110,0.04856080,2.57434184,1.59978364,0.26129360
-4.90745373,4.59520703,0.03333092,0.17126463,0.62711265,0.82956737,0.04986279,2.80281883,1.73921890,0.28644130
-4.90145073,4.98615910,0.03583572,0.18516452,0.67956344,0.90259225,0.05156658,3.04250733,1.88185494,0.31290637
-4.89544772,5.39112547,0.03849589,0.19912811,0.73371166,0.97848058,0.05363018,3.29120143,2.02627886,0.34047673
-4.88944472,5.80587387,0.04127440,0.21297871,0.78904704,1.05642464,0.05600250,3.54637902,2.17095803,0.36890638
-4.88344172,6.22573171,0.04412882,0.22653201,0.84500350,1.13552815,0.05862441,3.80524247,2.31426902,0.39791945
-4.87743872,6.64567570,0.04701217,0.23960090,0.90096844,1.21482360,0.06142997,4.06476984,2.45453095,0.42721545
-4.87143572,7.06043684,0.04987406,0.25200071,0.95629407,1.29329253,0.06434801,4.32177548,2.59004237,0.45647556
-4.86543272,7.46461781,0.05266185,0.26355490,1.01031053,1.36988805,0.06730388,4.57297820,2.71912033,0.48536985
-4.85942971,7.85281906,0.05532209,0.27410074,1.06234064,1.44355877,0.07022133,4.81507497,2.84014042,0.51356514
-4.85342671,8.21976945,0.05780193,0.28349494,1.11171566,1.51327359,0.07302452,5.04481785,2.95157631,0.54073327
-4.84742371,8.56045696,0.06005065,0.29161886,1.15779173,1.57804622,0.07564006,5.25909147,3.05203730,0.56655950
-4.84142071,8.87025495,0.06202111,0.29838315,1.19996639,1.63695869,0.07799898,5.45498865,3.14030259,0.59075073
-4.83541771,9.14503956,0.06367116,0.30373153,1.23769458,1.68918319,0.08003859,5.62988145,3.21535089,0.61304324
-4.82941471,9.38129410,0.06496489,0.30764362,1.27050360,1.73400124,0.08170423,5.78148527,3.27638448,0.63320970
-4.82341171,9.57619668,0.06587376,0.31013646,1.29800645,1.77081988,0.08295073,5.90791393,3.32284666,0.65106509
-4.81740870,9.72768837,0.06637741,0.31126490,1.31991296,1.79918417,0.08374352,6.00772386,3.35443238,0.66647144
-4.81140570,9.83451946,0.06646429,0.31112054,1.33603835,1.81878594,0.08405954,6.07994613,3.37109153,0.67934109
-4.80540270,9.89627263,0.06613194,0.30982935,1.34630887,1.82946840,0.08388765,6.12410542,3.37302519,0.68963848
-4.79939970,9.91336273,0.06538703,0.30754806,1.35076418,1.83122680,0.08322872,6.14022555,3.36067518,0.69738029
-4.79339670,9.88701353,0.06424504,0.30445940,1.34955642,1.82420520,0.08209531,6.12882180,3.33470757,0.70263406
-4.78739370,9.81921293,0.06272965,0.30076637,1.34294611,1.80868969,0.08051100,6.09088048,3.29599112,0.70551528
-4.78139070,9.71264876,0.06087196,0.29668577,1.33129479,1.78509839,0.07850931,6.02782699,3.24557165,0.70618309
-4.77538769,9.57062794,0.05870939,0.29244139,1.31505499,1.75396876,0.07613242,5.94148369,3.18464355,0.70483487
-4.76938469,9.39698226,0.05628446,0.28825686,1.29475771,1.71594269,0.07342958,5.83401921,3.11451968,0.70169983
-4.76338169,9.19596444,0.05364343,0.28434879,1.27099807,1.67174988,0.07045537,5.70789126,3.03660080,0.69703194
-4.75737869,8.97213820,0.05083493,0.28092027,1.24441968,1.62219011,0.06726784,5.56578488,2.95234561,0.69110247
-4.75137569,8.73026618,0.04790849,0.27815509,1.21569833,1.56811492,0.06392668,5.41054818,2.86324245,0.68419241
-4.74537269,8.47519939,0.04491327,0.27621293,1.18552569,1.51040912,0.06049139,5.24512769,2.77078340,0.67658516
-4.73936968,8.21177162,0.04189678,0.27522570,1.15459365,1.44997267,0.05701952,5.07250519,2.67644130,0.66855964
-4.73336668,7.94470176,0.03890379,0.27529511,1.12357986,1.38770325,0.05356525,4.89563778,2.58165013,0.66038417
-4.72736368,7.67850668,0.03597546,0.27649170,1.09313495,1.32447995,0.05017798,4.71740276,2.48778892,0.65231132
-4.72136068,7.41742675,0.03314859,0.27885515,1.06387194,1.26114838,0.04690134,4.54054866,2.39616900,0.64457384
-4.71535768,7.16536521,0.03045521,0.28239593,1.03635794,1.19850742,0.04377243,4.36765331,2.30802445,0.63738185
-4.70935468,6.92584249,0.02792227,0.28709813,1.01110846,1.13729785,0.04082134,4.20108977,2.22450536,0.63092130
-4.70335168,6.70196540,0.02557157,0.29292329,0.98858416,1.07819307,0.03807099,4.04300048,2.14667325,0.62535368
-4.69734867,6.49641093,0.02341992,0.29981487,0.96919010,1.02179189,0.03553721,3.89527953,2.07549813,0.62081685
-4.69134567,6.31142351,0.02147942,0.30770333,0.95327705,0.96861363,0.03322908,3.75956302,2.01185655,0.61742695
-4.68534267,6.14882431,0.01975780,0.31651117,0.94114452,0.91909543,0.03114951,3.63722681,1.95653003,0.61528103
-4.67933967,6.01003050,0.01825898,0.32615793,0.93304517,0.87359167,0.02929590,3.52939080,1.91020310,0.61446020
-4.67333667,5.89608230,0.01698356,0.33656463,0.92918986,0.83237551,0.02766104,3.43692887,1.87346074,0.61503308
-4.66733367,5.80767523,0.01592937,0.34765747,0.92975306,0.79564229,0.02623396,3.36048307,1.84678460,0.61705912
-4.66133067,5.74519510,0.01509200,0.35937050,0.93487775,0.76351461,0.02500093,3.30048099,1.83054793,0.62059149
-4.65532766,5.70875322,0.01446530,0.37164712,0.94467974,0.73604874,0.02394634,3.25715478,1.82500914,0.62567942
-4.64932466,5.69821965,0.01404178,0.38444032,0.95925055,0.71324215,0.02305361,3.23056075,1.83030421,0.63236947
-4.64332166,5.71325263,0.01381293,0.39771157,0.97865896,0.69504173,0.02230595,3.22059834,1.84643828,0.64070583
