energy_ev,total_up,total_down,Cu_p_up,Cu_p_down,Cu_d_up,Cu_d_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,N_s_up,N_s_down,N_p_up,N_p_down,S_s_up,S_s_down,S_p_up,S_p_down
-5.91595798,1.62591855,-1.11044874,0.30612834,-0.43508102,0.35849899,-0.27203258,0.24200485,-0.36137978,0.40843576,-0.08334714,0.00022334,-0.00019941,0.11656541,-0.02865594,0.01588546,-0.00608006,0.67087573,-0.60667658
-5.90995498,1.72323704,-1.04790100,0.32036993,-0.41304379,0.38128978,-0.25518777,0.25588100,-0.34861497,0.43604905,-0.07741278,0.00026895,-0.00017975,0.12513207,-0.02846375,0.01691671,-0.00545107,0.70769926,-0.57252365
-5.90395198,1.83259511,-0.98820456,0.33743480,-0.39183661,0.40663007,-0.23899712,0.27214255,-0.33589234,0.46651812,-0.07183811,0.00032277,-0.00016130,0.13462536,-0.02825641,0.01800778,-0.00488525,0.74963120,-0.53992054
-5.89794897,1.95346784,-0.93187085,0.35725737,-0.37158434,0.43438143,-0.22365840,0.29069639,-0.32326225,0.49974677,-0.06667402,0.00038596,-0.00014406,0.14505144,-0.02803566,0.01914462,-0.00438546,0.79641863,-0.50912391
-5.89194597,2.08506941,-0.87934227,0.37971414,-0.35239049,0.46434465,-0.20934977,0.31141074,-0.31076555,0.53558561,-0.06196367,0.00045975,-0.00012800,0.15640919,-0.02780414,0.02031051,-0.00395374,0.84768483,-0.48035259
-5.88594297,2.22637181,-0.83099726,0.40462582,-0.33434039,0.49626405,-0.19622918,0.33411799,-0.29843694,0.57383654,-0.05774278,0.00054545,-0.00011314,0.16869137,-0.02756571,0.02148649,-0.00359137,0.90293674,-0.45379090
-5.87993997,2.37613092,-0.78715650,0.43176087,-0.31750451,0.52983363,-0.18443421,0.35861830,-0.28630839,0.61425860,-0.05404018,0.00064437,-0.00009947,0.18188569,-0.02732568,0.02265184,-0.00329902,0.96157595,-0.42959256
-5.87393697,2.53291887,-0.74808926,0.46084037,-0.30194166,0.56470471,-0.17408238,0.38468416,-0.27441219,0.65657504,-0.05087824,0.00075786,-0.00008697,0.19597596,-0.02709095,0.02378476,-0.00307685,1.02291297,-0.40788456
-5.86793397,2.69516125,-0.71401913,0.49154403,-0.28770170,0.60049483,-0.16527165,0.41206553,-0.26278362,0.70048113,-0.04827342,0.00088722,-0.00007563,0.21094299,-0.02687011,0.02486295,-0.00292456,1.08618414,-0.38877069
-5.86193097,2.86117756,-0.68512842,0.52351708,-0.27482761,0.63679743,-0.15808087,0.44049550,-0.25146272,0.74565232,-0.04623668,0.00103367,-0.00006540,0.22676519,-0.02667330,0.02586439,-0.00284154,1.15057064,-0.37233424
-5.85592796,3.02922313,-0.66156080,0.55637785,-0.26335656,0.67319187,-0.15257032,0.46969605,-0.24049531,0.79175244,-0.04477374,0.00119830,-0.00005624,0.24341891,-0.02651204,0.02676804,-0.00282690,1.21521873,-0.35863970
-5.84992496,3.19753071,-0.64342189,0.58972569,-0.25332023,0.70925358,-0.14878192,0.49938396,-0.22993300,0.83844143,-0.04388527,0.00138201,-0.00004811,0.26087824,-0.02639884,0.02755451,-0.00287955,1.27926064,-0.34773327
-5.84392196,3.36435014,-0.63077765,0.62314901,-0.24474403,0.74456358,-0.14673928,0.52927637,-0.21983237,0.88538229,-0.04356688,0.00158543,-0.00004095,0.27911443,-0.02634683,0.02820672,-0.00299817,1.34183517,-0.33964212
-5.83791896,3.52798451,-0.62365101,0.65623321,-0.23764553,0.77871738,-0.14644756,0.55909584,-0.21025326,0.93224704,-0.04380894,0.00180888,-0.00003468,0.29809481,-0.02636910,0.02871045,-0.00318131,1.40210731,-0.33437267
-5.83191596,3.68682146,-0.62201692,0.68856815,-0.23203221,0.81133264,-0.14789312,0.58857481,-0.20125638,0.97872131,-0.04459639,0.00205230,-0.00002925,0.31778128,-0.02647819,0.02905478,-0.00342729,1.45928625,-0.33190788
-5.82591296,3.83935894,-0.62579649,0.71975510,-0.22789874,0.84205561,-0.15104313,0.61745923,-0.19290048,1.02450767,-0.04590838,0.00231515,-0.00002457,0.33812852,-0.02668542,0.02923243,-0.00373429,1.51264118,-0.33220408
-5.81990995,3.98422470,-0.63485102,0.74941295,-0.22522409,0.87056604,-0.15584525,0.64551126,-0.18523921,1.06932748,-0.04771800,0.00259641,-0.00002059,0.35908193,-0.02700023,0.02923991,-0.00410023,1.56151444,-0.33518764
-5.81390695,4.12018945,-0.64897667,0.77718361,-0.22396877,0.89658067,-0.16222745,0.67251104,-0.17831804,1.11292147,-0.04999193,0.00289449,-0.00001722,0.38057549,-0.02742965,0.02907759,-0.00452283,1.60533178,-0.34075194
-5.80790395,4.24617414,-0.66790055,0.80273652,-0.22407249,0.91985526,-0.17009835,0.69825758,-0.17217142,1.15504932,-0.05269039,0.00320725,-0.00001441,0.40252978,-0.02797782,0.02874959,-0.00499955,1.64360963,-0.34875507
-5.80190095,4.36125183,-0.69127915,0.82577242,-0.22545263,0.94018535,-0.17934798,0.72256890,-0.16682038,1.19548832,-0.05576714,0.00353193,-0.00001208,0.42485028,-0.02864558,0.02826350,-0.00552761,1.67595942,-0.35901877
-5.79589795,4.46464528,-0.71869971,0.84602620,-0.22800360,0.95740598,-0.18984922,0.74528147,-0.16227088,1.23403167,-0.05916980,0.00386518,-0.00001017,0.44742619,-0.02943033,0.02763006,-0.00610398,1.70208908,-0.37132887
-5.78989495,4.55572143,-0.74968497,0.86326924,-0.23159746,0.97139061,-0.20146008,0.76624926,-0.15851296,1.27048668,-0.06284040,0.00420313,-0.00000862,0.47012984,-0.03032592,0.02686269,-0.00672542,1.72180214,-0.38543759
-5.78389195,4.63398410,-0.78370179,0.87731100,-0.23608588,0.98204956,-0.21402672,0.78534260,-0.15552086,1.30467325,-0.06671634,0.00454139,-0.00000739,0.49281706,-0.03132287,0.02597696,-0.00738850,1.73499483,-0.40106788
-5.77788894,4.69906615,-0.82017353,0.88800034,-0.24130341,0.98932818,-0.22738734,0.80244707,-0.15325408,1.33642304,-0.07073156,0.00487515,-0.00000643,0.51532842,-0.03240861,0.02499000,-0.00808966,1.74165148,-0.41791975
-5.77188594,4.75072240,-0.85849601,0.89522636,-0.24707212,0.99320512,-0.24137674,0.81746258,-0.15165942,1.36557960,-0.07481808,0.00519929,-0.00000570,0.53749152,-0.03356803,0.02391993,-0.00882527,1.74183891,-0.43567867
-5.76588294,4.78882421,-0.89805669,0.89891907,-0.25320747,0.99369082,-0.25583160,0.83030301,-0.15067392,1.39199957,-0.07890783,0.00550851,-0.00000516,0.55912423,-0.03478407,0.02278526,-0.00959166,1.73570006,-0.45402559
-5.75987994,4.81335638,-0.93825617,0.89904985,-0.25952507,0.99082635,-0.27059604,0.84089636,-0.15022848,1.41555522,-0.08293464,0.00579745,-0.00000478,0.58003905,-0.03603849,0.02160434,-0.01038525,1.72344735,-0.47264837
-5.75387694,4.82441680,-0.97853120,0.89563177,-0.26584826,0.98468275,-0.28552743,0.84918563,-0.15025201,1.43613806,-0.08683639,0.00606083,-0.00000454,0.60004814,-0.03731267,0.02039490,-0.01120251,1.70535606,-0.49125407
-5.74787394,4.82221862,-1.01837807,0.88871964,-0.27201595,0.97536075,-0.30050209,0.85513040,-0.15067597,1.45366364,-0.09055716,0.00629367,-0.00000441,0.61896912,-0.03858843,0.01917360,-0.01204006,1.68175786,-0.50958148
-5.74187094,4.80709470,-1.05737508,0.87840990,-0.27789044,0.96299081,-0.31542050,0.85870908,-0.15143894,1.46807694,-0.09404939,0.00649137,-0.00000439,0.63663127,-0.03984890,0.01795575,-0.01289465,1.65303474,-0.52741337
-5.73586793,4.77950346,-1.09520296,0.86484010,-0.28336480,0.94773336,-0.33021186,0.85992174,-0.15249094,1.47935827,-0.09727574,0.00664992,-0.00000447,0.65288186,-0.04107923,0.01675504,-0.01376314,1.61961320,-0.54458765
-5.72986493,4.74003521,-1.13166191,0.84818801,-0.28836942,0.92977899,-0.34483753,0.85879333,-0.15379742,1.48752904,-0.10021077,0.00676600,-0.00000464,0.66759237,-0.04226727,0.01558339,-0.01464248,1.58195871,-0.56100685
-5.72386193,4.68941779,-1.16668429,0.82867004,-0.29287720,0.90934835,-0.35929333,0.85537717,-0.15534249,1.49265703,-0.10284222,0.00683714,-0.00000491,0.68066421,-0.04340405,0.01445096,-0.01552958,1.54057033,-0.57664534
-5.71785893,4.62852035,-1.20034191,0.80653916,-0.29690725,0.88669160,-0.37361021,0.84975833,-0.15713128,1.49486048,-0.10517174,0.00686175,-0.00000528,0.69203374,-0.04448412,0.01336612,-0.01642126,1.49597522,-0.59155375
-5.71185593,4.55835409,-1.23284726,0.78208192,-0.30052669,0.86208712,-0.38785342,0.84205681,-0.15919130,1.49431086,-0.10721519,0.00683924,-0.00000578,0.70167620,-0.04550567,0.01233557,-0.01731410,1.44872304,-0.60586013
-5.70585293,4.48006900,-1.26454842,0.75561477,-0.30385035,0.83583940,-0.40211996,0.83243027,-0.16157257,1.49123357,-0.10900230,0.00676999,-0.00000644,0.70960845,-0.04647049,0.01136451,-0.01820427,1.39937986,-0.61976777
-5.69984992,4.39494592,-1.29591739,0.72747954,-0.30703831,0.80827592,-0.41653445,0.82107595,-0.16434657,1.48590656,-0.11057582,0.00665540,-0.00000730,0.71589032,-0.04738366,0.01045682,-0.01908744,1.34852172,-0.63354932
-5.69384692,4.30438338,-1.32753220,0.69803814,-0.31029127,0.77974309,-0.43124350,0.80823182,-0.16760396,1.47865658,-0.11199000,0.00649781,-0.00000839,0.72062438,-0.04825315,0.00961526,-0.01995862,1.29672761,-0.64753765
-5.68784392,4.20987930,-1.36005339,0.66766669,-0.31384387,0.75060122,-0.44640872,0.79417659,-0.17145113,1.46985312,-0.11330867,0.00630043,-0.00000981,0.72395427,-0.04908919,0.00884176,-0.02081206,1.24457201,-0.66211334
-5.68184092,4.11300772,-1.39419561,0.63674902,-0.31795605,0.72121865,-0.46219881,0.77922866,-0.17600574,1.45990013,-0.11460278,0.00606725,-0.00001162,0.72606156,-0.04990357,0.00813756,-0.02164117,1.19261698,-0.67768951
-5.67583792,4.01539133,-1.43069568,0.60566993,-0.32290292,0.69196522,-0.47878095,0.76374384,-0.18139129,1.44922581,-0.11594767,0.00580289,-0.00001393,0.72716116,-0.05070882,0.00750352,-0.02243852,1.14140410,-0.69469437
-5.66983492,3.91867054,-1.47027816,0.57480829,-0.32896336,0.66320539,-0.49631184,0.74811189,-0.18773118,1.43827093,-0.11742003,0.00551249,-0.00001688,0.72749575,-0.05151738,0.00694021,-0.02319587,1.09144633,-0.71355235
-5.66383192,3.82447041,-1.51362017,0.54453026,-0.33640792,0.63529115,-0.51492893,0.73275180,-0.19514221,1.42747613,-0.11909478,0.00520152,-0.00002063,0.72732908,-0.05234079,0.00644815,-0.02390429,1.04322026,-0.73466436
-5.65782891,3.73436669,-1.56131680,0.51518282,-0.34548636,0.60855508,-0.53474210,0.71810604,-0.20372807,1.41726881,-0.12104201,0.00487562,-0.00002537,0.72693879,-0.05318894,0.00602787,-0.02455431,0.99715878,-0.75838820
-5.65182591,3.64985223,-1.61384869,0.48708791,-0.35641558,0.58330389,-0.55582628,0.70463364,-0.21357289,1.40805025,-0.12332397,0.00454048,-0.00003134,0.72660871,-0.05406936,0.00568002,-0.02513618,0.95364461,-0.78501989
-5.64582291,3.57230521,-1.67155320,0.46053727,-0.36936813,0.55981259,-0.57821521,0.69280236,-0.22473530,1.40018351,-0.12599244,0.00420164,-0.00003880,0.72662116,-0.05498673,0.00540542,-0.02564013,0.91300502,-0.81477669
-5.63981991,3.50296025,-1.73460050,0.43578823,-0.38446218,0.53831954,-0.60189678,0.68307993,-0.23724318,1.39398267,-0.12908636,0.00386439,-0.00004809,0.72724932,-0.05594248,0.00520503,-0.02605675,0.87550766,-0.84778262
-5.63381691,3.44288352,-1.80297559,0.41306041,-0.40175306,0.51902267,-0.62681014,0.67592467,-0.25108938,1.38970400,-0.13263009,0.00353362,-0.00005957,0.72875010,-0.05693461,0.00507993,-0.02637735,0.84135801,-0.88405713
-5.62781391,3.39295247,-1.87646708,0.39253363,-0.42122703,0.50207678,-0.65284450,0.67177535,-0.26622867,1.38753922,-0.13663203,0.00321375,-0.00007367,0.73135752,-0.05795763,0.00503126,-0.02659428,0.81069829,-0.92350736
-5.62181091,3.35384087,-1.95466330,0.37434681,-0.44279740,0.48759214,-0.67984004,0.67104075,-0.28257596,1.38761131,-0.14108400,0.00290866,-0.00009087,0.73527689,-0.05900277,0.00506012,-0.02670138,0.78360792,-0.96592454
-5.61580790,3.32600916,-2.03695587,0.35859799,-0.46630334,0.47563436,-0.70759059,0.67408883,-0.30000605,1.38997276,-0.14596110,0.00262158,-0.00011170,0.74067986,-0.06005828,0.00516742,-0.02669421,0.76010556,-1.01098449
-5.60980490,3.30970030,-2.12255074,0.34534525,-0.49151141,0.46622535,-0.73584807,0.68123596,-0.31835484,1.39460640,-0.15122227,0.00235516,-0.00013675,0.74770029,-0.06110989,0.00535376,-0.02657043,0.74015251,-1.05825252
-5.60380190,3.30494059,-2.21048615,0.33460866,-0.51811986,0.45934544,-0.76432855,0.69273627,-0.33742207,1.40142845,-0.15681135,0.00211138,-0.00016665,0.75643114,-0.06214143,0.00561930,-0.02632992,0.72365730,-1.10719235
-5.59779890,3.31154531,-2.29965689,0.32637280,-0.54576547,0.45493637,-0.79271957,0.70877151,-0.35697542,1.41029365,-0.16265877,0.00189160,-0.00020206,0.76692217,-0.06313551,0.00596356,-0.02597496,0.71048137,-1.15717887
-5.59179590,3.32912830,-2.38884388,0.32059003,-0.57403281,0.45290508,-0.82068853,0.72944166,-0.37675589,1.42100197,-0.16868356,0.00169661,-0.00024368,0.77917859,-0.06407426,0.00638528,-0.02551023,0.70044551,-1.20751419
-5.58579290,3.35711504,-2.47674783,0.31718410,-0.60246552,0.45312811,-0.84789167,0.75475671,-0.39648427,1.43330653,-0.17479585,0.00152661,-0.00029221,0.79316044,-0.06494009,0.00688229,-0.02494275,0.69333678,-1.25744639
-5.57978989,3.39475852,-2.56202579,0.31605415,-0.63057912,0.45545635,-0.87398340,0.78463000,-0.41586839,1.44692224,-0.18089961,0.00138134,-0.00034834,0.80878278,-0.06571645,0.00745139,-0.02428172,0.68891579,-1.30619028
-5.57378689,3.44115713,-2.64332896,0.31707876,-0.65787496,0.45972009,-0.89862550,0.81887333,-0.43461094,1.46153469,-0.18689549,0.00126010,-0.00041272,0.82591653,-0.06638858,0.00808824,-0.02353827,0.68692394,-1.35294923
-5.56778389,3.49527428,-2.71934057,0.32012010,-0.68385471,0.46573410,-0.92149595,0.85719445,-0.45241749,1.47680890,-0.19268381,0.00116180,-0.00048594,0.84439001,-0.06694407,0.00878733,-0.02272513,0.68709052,-1.39693747
-5.56178089,3.55595895,-2.78881216,0.32502787,-0.70803478,0.47330267,-0.94229692,0.89919710,-0.46900452,1.49239762,-0.19816747,0.00108506,-0.00056852,0.86399119,-0.06737353,0.00954191,-0.02185624,0.68913947,-1.43740175
-5.55577789,3.62196715,-2.85059716,0.33164311,-0.72996024,0.48222443,-0.96076180,0.94438387,-0.48410699,1.50794884,-0.20325470,0.00102827,-0.00066084,0.88447050,-0.06767094,0.01034408,-0.02094633,0.69279549,-1.47364181
-5.54977489,3.69198374,-2.90368046,0.33980165,-0.74921758,0.49229686,-0.97666094,0.99216221,-0.49748532,1.52311238,-0.20786160,0.00098963,-0.00076310,0.90554441,-0.06783400,0.01118485,-0.02001046,0.69778969,-1.50502879
-5.54377189,3.76464459,-2.94720313,0.34933718,-0.76544590,0.50332049,-0.98980596,1.04185347,-0.50893151,1.53754550,-0.21191438,0.00096723,-0.00087535,0.92689967,-0.06786434,0.01205427,-0.01906357,0.70386430,-1.53102098
-5.53776888,3.83855888,-2.98048162,0.36008395,-0.77834624,0.51510247,-1.00005256,1.09270513,-0.51827414,1.55091761,-0.21535117,0.00095908,-0.00099741,0.94819826,-0.06776755,0.01294160,-0.01812006,0.71077667,-1.55117654
-5.53176588,3.91233144,-3.00302078,0.37187887,-0.78768860,0.52745977,-1.00730187,1.14390584,-0.52538217,1.56291399,-0.21812347,0.00096320,-0.00112883,0.96908314,-0.06755311,0.01383558,-0.01719339,0.71830244,-1.56516267
-5.52576288,3.98458492,-3.01452085,0.38456323,-0.79331656,0.54022172,-1.01150031,1.19460307,-0.53016741,1.57323887,-0.22019718,0.00097762,-0.00126892,0.98918458,-0.06723420,0.01472468,-0.01629571,0.72623779,-1.57276128
-5.51975988,4.05398167,-3.01487829,0.39798385,-0.79514943,0.55323194,-1.01263816,1.24392278,-0.53258566,1.58161797,-0.22155304,0.00100047,-0.00141668,1.00812727,-0.06682735,0.01559740,-0.01543764,0.73440082,-1.57387096
-5.51375688,4.11924501,-3.00418088,0.41199374,-0.79318198,0.56634966,-1.01074695,1.29099064,-0.53263654,1.58780058,-0.22218675,0.00102996,-0.00157085,1.02553786,-0.06635201,0.01644265,-0.01462800,0.74263219,-1.56850548
-5.50775388,4.17917961,-2.98269762,0.42645225,-0.78748177,0.57945033,-1.00589599,1.33495392,-0.53036208,1.59156150,-0.22210861,0.00106445,-0.00172986,1.04105295,-0.06583007,0.01725001,-0.01387375,0.75079480,-1.55678905
-5.50175088,4.23269049,-2.95086418,0.44122483,-0.77818452,0.59242561,-0.99818820,1.37500337,-0.52584411,1.59270292,-0.22134268,0.00110247,-0.00189188,1.05432732,-0.06528521,0.01801016,-0.01317988,0.75877289,-1.53894880
-5.49574787,4.27880014,-2.90926472,0.45618242,-0.76548761,0.60518270,-0.98775551,1.41039428,-0.51920083,1.59105620,-0.21992562,0.00114270,-0.00205483,1.06504203,-0.06474225,0.01871513,-0.01254944,0.76647031,-1.51530480
-5.48974487,4.31666341,-2.85861103,0.47120053,-0.74964214,0.61764311,-0.97475411,1.44046580,-0.51058239,1.58648375,-0.21790529,0.00118405,-0.00221644,1.07291231,-0.06422651,0.01935861,-0.01198365,0.77380829,-1.48625823
-5.48374187,4.34557955,-2.79971983,0.48615810,-0.73094404,0.62974079,-0.95935971,1.46465797,-0.50016605,1.57888086,-0.21533890,0.00122563,-0.00237427,1.07769483,-0.06376299,0.01993619,-0.01148199,0.78072269,-1.45227833
-5.47773887,4.36500099,-2.73348927,0.50093645,-0.70972436,0.64142000,-0.94176312,1.48252553,-0.48815081,1.56817736,-0.21229117,0.00126675,-0.00252579,1.07919415,-0.06337577,0.02044557,-0.01104242,0.78716096,-1.41388843
-5.47173587,4.37453860,-2.66087542,0.51541809,-0.68633945,0.65263268,-0.92216616,1.49374831,-0.47475189,1.55433915,-0.20883219,0.00130693,-0.00266844,1.07726804,-0.06308728,0.02088661,-0.01066159,0.79307877,-1.37165179
-5.46573287,4.37396321,-2.58286947,0.52948597,-0.66116109,0.66333577,-0.90077808,1.49813755,-0.46019518,1.53736931,-0.20503535,0.00134591,-0.00279971,1.07183139,-0.06291767,0.02126145,-0.01033503,0.79843684,-1.32615769
-5.45972986,4.36320338,-2.50047641,0.54302285,-0.63456713,0.67348850,-0.87781259,1.49563831,-0.44471184,1.51730867,-0.20097524,0.00138360,-0.00291719,1.06285874,-0.06288433,0.02157442,-0.01005746,0.80319769,-1.27800802
-5.45372686,4.34233960,-2.41469559,0.55591135,-0.60693278,0.68304985,-0.85348543,1.48632763,-0.42853329,1.49423582,-0.19672560,0.00142009,-0.00301869,1.05038507,-0.06300144,0.02183194,-0.00982298,0.80732298,-1.22780497
-5.44772386,4.31159529,-2.32650364,0.56803443,-0.57862279,0.69197635,-0.82801249,1.47040902,-0.41188648,1.46826633,-0.19235750,0.00145559,-0.00310225,1.03450497,-0.06327970,0.02204230,-0.00962534,0.81077122,-1.17613983
-5.44172086,4.27132512,-2.23684011,0.57927659,-0.54998473,0.70022045,-0.80160849,1.44820341,-0.39498998,1.43955125,-0.18793772,0.00149047,-0.00316628,1.01537013,-0.06372626,0.02221544,-0.00945814,0.81349631,-1.12358327
-5.43571786,4.22200120,-2.14659581,0.58952569,-0.52134346,0.70772958,-0.77448603,1.42013722,-0.37805045,1.40827479,-0.18352742,0.00152515,-0.00320952,0.99318544,-0.06434477,0.02236259,-0.00931501,0.81544687,-1.07067721
-5.42971486,4.16419807,-2.05660411,0.59867545,-0.49299687,0.71444592,-0.74685504,1.38672809,-0.36126008,1.37465134,-0.17918112,0.00156012,-0.00323119,0.96820354,-0.06513566,0.02249589,-0.00918985,0.81656660,-1.01792824
-5.42371186,4.09857700,-1.96763507,0.60662856,-0.46521279,0.72030720,-0.71892243,1.34856907,-0.34479454,1.33892179,-0.17494610,0.00159589,-0.00323091,0.94071847,-0.06609669,0.02262799,-0.00907691,0.81679558,-0.96580272
-5.41770885,4.02587049,-1.88039228,0.61330021,-0.43822717,0.72524823,-0.69089202,1.30631186,-0.32881192,1.30134943,-0.17086218,0.00163293,-0.00320879,0.91105828,-0.06722362,0.02277157,-0.00897093,0.81607260,-0.91472341
-5.41170585,3.94686756,-1.79551231,0.61862192,-0.41224343,0.72920341,-0.66296442,1.26064983,-0.31345220,1.26221549,-0.16696184,0.00167168,-0.00316540,0.87957722,-0.06851111,0.02293895,-0.00886728,0.81433845,-0.86506770
-5.40570285,3.86240029,-1.71356634,0.62254551,-0.38743272,0.73210994,-0.63533707,1.21230151,-0.29883752,1.22181450,-0.16327084,0.00171248,-0.00310172,0.84664756,-0.06995383,0.02314156,-0.00876197,0.81153985,-0.81716711
-5.39969985,3.77333208,-1.63506385,0.62504689,-0.36393519,0.73391169,-0.60820417,1.16199496,-0.28507305,1.18044969,-0.15980911,0.00175558,-0.00301916,0.81265145,-0.07154761,0.02338962,-0.00865176,0.80763417,-0.77130807
-5.39369685,3.68054768,-1.56045783,0.62612948,-0.34186188,0.73456345,-0.58175658,1.11045351,-0.27224834,1.13842858,-0.15659195,0.00180108,-0.00291947,0.77797311,-0.07329075,0.02369166,-0.00853418,0.80259426,-0.72773371
-5.38769385,3.58494509,-1.49015111,0.62582701,-0.32129732,0.73403546,-0.55618160,1.05838317,-0.26043905,1.09605879,-0.15363152,0.00184893,-0.00280469,0.74299141,-0.07518531,0.02405426,-0.00840752,0.79641354,-0.68664656
-5.38169085,3.48742920,-1.42450345,0.62420544,-0.30230237,0.73231783,-0.53166262,1.00646184,-0.24970899,1.05364433,-0.15093843,0.00189893,-0.00267711,0.70807319,-0.07723832,0.02448178,-0.00827090,0.78911066,-0.64821181
-5.37568784,3.38890681,-1.36383882,0.62136393,-0.28491737,0.72942475,-0.50837863,0.95533045,-0.24011220,1.01148233,-0.14852338,0.00195071,-0.00253915,0.67356738,-0.07946290,0.02497611,-0.00812422,0.78073372,-0.61256105
-5.36968484,3.29028281,-1.30845237,0.61743461,-0.26916540,0.72539811,-0.48650360,0.90558585,-0.23169501,0.96986030,-0.14639885,0.00200376,-0.00239334,0.63979998,-0.08187917,0.02553664,-0.00796813,0.77136374,-0.57979614
-5.36368184,3.19245707,-1.25861677,0.61258109,-0.25505529,0.72031049,-0.46620569,0.85777550,-0.22449790,0.92905389,-0.14458051,0.00205741,-0.00224220,0.60707007,-0.08451478,0.02616019,-0.00780407,0.76111693,-0.54999319
-5.35767884,3.09632171,-1.21458743,0.60699589,-0.24258462,0.71426720,-0.44764623,0.81239369,-0.21855703,0.88932521,-0.14308853,0.00211086,-0.00208820,0.57564668,-0.08740526,0.02684108,-0.00763416,0.75014595,-0.52320631
-5.35167584,3.00275841,-1.17660628,0.60089661,-0.23174219,0.70740740,-0.43097870,0.76987905,-0.21390529,0.85092161,-0.14194853,0.00216321,-0.00193371,0.54576664,-0.09059378,0.02757133,-0.00746118,0.73863976,-0.49947098
-5.34567284,2.91263552,-1.14490386,0.59452119,-0.22251031,0.69990413,-0.41634743,0.73061330,-0.21057293,0.81407494,-0.14119213,0.00221349,-0.00178091,0.51763337,-0.09413059,0.02834086,-0.00728851,0.72682218,-0.47880709
