energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Pt_p_up,Pt_d_up,Se_s_up,Se_p_up
-5.62181091,2.28443368,0.00026396,0.06449050,0.31237354,0.91570839,0.26480376,1.03092154,0.00274376,0.42330902
-5.61580790,2.32679938,0.00027398,0.06647617,0.32542733,0.92515950,0.26904062,1.05886083,0.00296899,0.42228806
-5.60980490,2.36468402,0.00028426,0.06838914,0.33867319,0.93337864,0.27265201,1.08412914,0.00320697,0.42013218
-5.60380190,2.39829617,0.00029507,0.07022361,0.35208601,0.94067594,0.27565202,1.10660310,0.00345806,0.41694810
-5.59779890,2.42789166,0.00030675,0.07197309,0.36563674,0.94738690,0.27805891,1.12618489,0.00372253,0.41284381
-5.59179590,2.45377031,0.00031965,0.07363057,0.37929609,0.95386862,0.27989539,1.14280265,0.00400051,0.40792582
-5.58579290,2.47627516,0.00033419,0.07518889,0.39303938,0.96049741,0.28118930,1.15641100,0.00429197,0.40229731
-5.57978989,2.49579427,0.00035083,0.07664115,0.40685228,0.96766815,0.28197475,1.16699172,0.00459667,0.39605705
-5.57378689,2.51276501,0.00037007,0.07798138,0.42073715,0.97579522,0.28229354,1.17455460,0.00491418,0.38929919
-5.56778389,2.52768049,0.00039242,0.07920512,0.43471982,0.98531477,0.28219675,1.17913850,0.00524386,0.38211374
-5.56178089,2.54109738,0.00041844,0.08031020,0.44885625,0.99668827,0.28174642,1.18081245,0.00558485,0.37458761
-5.55577789,2.55364443,0.00044868,0.08129741,0.46323885,1.01040656,0.28101703,1.17967681,0.00593610,0.36680605
-5.54977489,2.56603074,0.00048375,0.08217117,0.47800192,1.02699416,0.28009675,1.17586423,0.00629639,0.35885422
-5.54377189,2.57905257,0.00052421,0.08294004,0.49332578,1.04701301,0.27908812,1.16954042,0.00666438,0.35081868
-5.53776888,2.59359789,0.00057066,0.08361720,0.50943939,1.07106514,0.27810815,1.16090435,0.00703867,0.34278858
-5.53176588,2.61064737,0.00062369,0.08422056,0.52662083,1.09979349,0.27728766,1.15018795,0.00741785,0.33485644
-5.52576288,2.63127105,0.00068386,0.08477283,0.54519561,1.13388035,0.27676977,1.13765495,0.00780058,0.32711821
-5.51975988,2.65661985,0.00075171,0.08530125,0.56553250,1.17404280,0.27670747,1.12359876,0.00818567,0.31967278
-5.51375688,2.68791137,0.00082773,0.08583710,0.58803678,1.22102470,0.27726042,1.10833939,0.00857212,0.31262063
-5.50775388,2.72640957,0.00091237,0.08641498,0.61314104,1.27558495,0.27859082,1.09221916,0.00895922,0.30606186
-5.50175088,2.77339846,0.00100600,0.08707182,0.64129345,1.33848176,0.28085872,1.07559733,0.00934659,0.30009363
-5.49574787,2.83014985,0.00110891,0.08784578,0.67294391,1.41045305,0.28421667,1.05884354,0.00973422,0.29480708
-5.48974487,2.89788582,0.00122126,0.08877492,0.70852829,1.49219311,0.28880412,1.04233019,0.01012245,0.29028398
-5.48374187,2.97773686,0.00134310,0.08989573,0.74845131,1.58432599,0.29474161,1.02642401,0.01051202,0.28659328
-5.47773887,3.07069666,0.00147431,0.09124171,0.79306851,1.68737633,0.30212512,1.01147679,0.01090398,0.28378774
-5.47173587,3.17757519,0.00161458,0.09284178,0.84266789,1.80173842,0.31102067,0.99781573,0.01129964,0.28190091
-5.46573287,3.29895176,0.00176341,0.09471888,0.89745209,1.92764465,0.32145962,0.98573367,0.01170050,0.28094458
-5.45972986,3.43512982,0.00192009,0.09688860,0.95752153,2.06513466,0.33343464,0.97547951,0.01210811,0.28090690
-5.45372686,3.58609589,0.00208363,0.09935799,1.02285954,2.21402654,0.34689674,0.96724923,0.01252391,0.28175127
-5.44772386,3.75148433,0.00225285,0.10212458,1.09332004,2.37389177,0.36175344,0.96117799,0.01294917,0.28341612
-5.44172086,3.93055053,0.00242626,0.10517567,1.16861849,2.54403532,0.37786828,0.95733360,0.01338475,0.28581561
-5.43571786,4.12215415,0.00260218,0.10848792,1.24832686,2.72348258,0.39506165,0.95571185,0.01383099,0.28884122
-5.42971486,4.32475439,0.00277866,0.11202730,1.33187295,2.91097456,0.41311311,0.95623399,0.01428758,0.29236419
-5.42371186,4.53641866,0.00295357,0.11574939,1.41854466,3.10497242,0.43176514,0.95874672,0.01475347,0.29623880
-5.41770885,4.75484564,0.00312462,0.11960001,1.50749927,3.30367244,0.45072826,0.96302467,0.01522673,0.30030627
-5.41170585,4.97740317,0.00328939,0.12351632,1.59777791,3.50503178,0.46968747,0.96877581,0.01570460,0.30439914
-5.40570285,5.20118066,0.00344540,0.12742820,1.68832489,3.70680515,0.48830976,0.97564938,0.01618341,0.30834613
-5.39969985,5.42305528,0.00359019,0.13126001,1.77801156,3.90659186,0.50625261,0.98324646,0.01665869,0.31197706
-5.39369685,5.63977016,0.00372136,0.13493257,1.86566414,4.10189222,0.52317317,0.99113273,0.01712528,0.31512788
-5.38769385,5.84802231,0.00383668,0.13836548,1.95009438,4.29017167,0.53873778,0.99885307,0.01757741,0.31764543
-5.38169085,6.04455736,0.00393412,0.14147944,2.03013242,4.46893062,0.55263168,1.00594742,0.01800897,0.31939198
-5.37568784,6.22626750,0.00401196,0.14419879,2.10466017,4.63577725,0.56456842,1.01196737,0.01841369,0.32024923
-5.36968484,6.39028899,0.00406884,0.14645391,2.17264437,4.78850061,0.57429871,1.01649267,0.01878537,0.32012166
-5.36368184,6.53409485,0.00410381,0.14818360,2.23316756,4.92514073,0.58161837,1.01914708,0.01911815,0.31893927
-5.35767884,6.65557900,0.00411638,0.14933716,2.28545594,5.04405279,0.58637506,1.01961283,0.01940676,0.31665940
-5.35167584,6.75312781,0.00410657,0.14987619,2.32890279,5.14396226,0.58847352,1.01764303,0.01964675,0.31326776
-5.34567284,6.82567586,0.00407486,0.14977602,2.36308634,5.22400836,0.58787906,1.01307152,0.01983464,0.30877854
-5.33966983,6.87274315,0.00402225,0.14902667,2.38778136,5.28377373,0.58461921,1.00581977,0.01996816,0.30323369
-5.33366683,6.89445187,0.00395022,0.14763329,2.40296386,5.32329864,0.57878333,0.99590045,0.02004628,0.29670129
-5.32766383,6.89152194,0.00386065,0.14561604,2.40880874,5.34307899,0.57052027,0.98341770,0.02006929,0.28927325
-5.32166083,6.86524531,0.00375583,0.14300949,2.40568043,5.34404794,0.56003408,0.96856407,0.02003876,0.28106225
-5.31565783,6.81744034,0.00363834,0.13986149,2.39411697,5.32754206,0.54757793,0.95161439,0.01995748,0.27219817
-5.30965483,6.75038813,0.00351099,0.13623149,2.37480839,5.29525341,0.53344652,0.93291699,0.01982932,0.26282409
-5.30365183,6.66675416,0.00337673,0.13218858,2.34857022,5.24916973,0.51796713,0.91288265,0.01965904,0.25309205
-5.29764882,6.56949844,0.00323858,0.12780915,2.31631357,5.19150560,0.50148986,0.89197211,0.01945206,0.24315863
-5.29164582,6.46177870,0.00309948,0.12317435,2.27901305,5.12462768,0.48437730,0.87068244,0.01921421,0.23318073
-5.28564282,6.34685064,0.00296227,0.11836749,2.23767388,5.05097728,0.46699397,0.84953329,0.01895147,0.22331141
-5.27963982,6.22796972,0.00282960,0.11347140,2.19329992,4.97299378,0.44969615,0.82905334,0.01866970,0.21369614
-5.27363682,6.10829841,0.00270379,0.10856601,2.14686351,4.89304197,0.43282220,0.80976764,0.01837440,0.20446959
-5.26763382,5.99082245,0.00258686,0.10372608,2.09927880,4.81334622,0.41668397,0.79218621,0.01807048,0.19575284
-5.26163082,5.87827891,0.00248044,0.09901930,2.05137899,4.73593380,0.40155930,0.77679420,0.01776209,0.18765136
-5.25562781,5.77309820,0.00238573,0.09450475,2.00389870,4.66258909,0.38768610,0.76404378,0.01745253,0.18025354
-5.24962481,5.67736105,0.00230351,0.09023179,1.95746143,4.59481978,0.37525791,0.75434770,0.01714412,0.17362996
-5.24362181,5.59277090,0.00223413,0.08623942,1.91257259,4.53383552,0.36442121,0.74807447,0.01683824,0.16783320
-5.23761881,5.52064105,0.00217752,0.08255601,1.86961768,4.48053876,0.35527430,0.74554474,0.01653534,0.16289830
-5.23161581,5.46189548,0.00213321,0.07919951,1.82886545,4.43552696,0.34786777,0.74702881,0.01623504,0.15884361
-5.22561281,5.41708137,0.00210039,0.07617798,1.79047525,4.39910504,0.34220642,0.75274453,0.01593627,0.15567204
-5.21960980,5.38639132,0.00207795,0.07349047,1.75450797,4.37130621,0.33825245,0.76285554,0.01563743,0.15337260
-5.21360680,5.36969267,0.00206450,0.07112805,1.72093954,4.35191961,0.33592958,0.77746923,0.01533658,0.15192199
-5.20760380,5.36656168,0.00205850,0.06907509,1.68967624,4.34052267,0.33512813,0.79663430,0.01503163,0.15128632
-5.20160080,5.37632015,0.00205825,0.06731052,1.66057078,4.33651631,0.33571051,0.82033772,0.01472051,0.15142267
-5.19559780,5.39807259,0.00206200,0.06580922,1.63343840,4.33916134,0.33751713,0.84850098,0.01440139,0.15228060
-5.18959480,5.43074235,0.00206798,0.06454322,1.60807215,4.34761438,0.34037236,0.88097593,0.01407279,0.15380335
-5.18359180,5.47310551,0.00207449,0.06348293,1.58425680,4.36096222,0.34409041,0.91754027,0.01373370,0.15592891
-5.17758879,5.52382195,0.00207991,0.06259810,1.56178078,4.37825352,0.34848096,0.95789333,0.01338366,0.15859084
-5.17158579,5.58146331,0.00208277,0.06185878,1.54044602,4.39852736,0.35335436,1.00165242,0.01302282,0.16171884
-5.16558279,5.64453807,0.00208179,0.06123593,1.52007526,4.42083808,0.35852636,1.04835059,0.01265192,0.16523922
-5.15957979,5.71151416,0.00207590,0.06070204,1.50051710,4.44427649,0.36382223,1.09743623,0.01227226,0.16907524
-5.15357679,5.78083982,0.00206424,0.06023142,1.48164863,4.46798724,0.36908028,1.14827520,0.01188563,0.17314745
-5.14757379,5.85096331,0.00204620,0.05980057,1.46337602,4.49118279,0.37415469,1.20015595,0.01149420,0.17737404
-5.14157079,5.92035226,0.00202141,0.05938823,1.44563340,4.51315399,0.37891774,1.25229807,0.01110045,0.18167134
-5.13556778,5.98751307,0.00198971,0.05897551,1.42838018,4.53327763,0.38326128,1.30386432,0.01070702,0.18595447
-5.12956478,6.05101080,0.00195117,0.05854588,1.41159745,4.55102121,0.38709770,1.35397633,0.01031660,0.19013821
-5.12356178,6.10948948,0.00190607,0.05808516,1.39528362,4.56594514,0.39036013,1.40173349,0.00993178,0.19413811
-5.11755878,6.16169266,0.00185483,0.05758151,1.37944980,4.57770254,0.39300223,1.44623470,0.00955500,0.19787183
-5.11155578,6.20648374,0.00179804,0.05702537,1.36411521,4.58603676,0.39499725,1.48660218,0.00918844,0.20126065
-5.10555278,6.24286526,0.00173638,0.05640946,1.34930282,4.59077683,0.39633675,1.52200644,0.00883392,0.20423118
-5.09954977,6.26999644,0.00167064,0.05572870,1.33503550,4.59183095,0.39702881,1.55169144,0.00849289,0.20671713
-5.09354677,6.28720789,0.00160164,0.05498024,1.32133283,4.58917810,0.39709585,1.57499863,0.00816641,0.20866105
-5.08754377,6.29401272,0.00153024,0.05416338,1.30820859,4.58285819,0.39657218,1.59138892,0.00785509,0.21001600
-5.08154077,6.29011322,0.00145730,0.05327949,1.29566898,4.57296089,0.39550137,1.60046137,0.00755918,0.21074705
-5.07553777,6.27540242,0.00138366,0.05233197,1.28371156,4.55961354,0.39393340,1.60196757,0.00727855,0.21083243
-5.06953477,6.24996036,0.00131011,0.05132607,1.27232478,4.54296872,0.39192193,1.59582108,0.00701275,0.21026433
-5.06353177,6.21404491,0.00123740,0.05026877,1.26148814,4.52319176,0.38952156,1.58210125,0.00676108,0.20904932
-5.05752876,6.16807738,0.00116623,0.04916853,1.25117262,4.50044891,0.38678541,1.56105118,0.00652259,0.20720821
-5.05152576,6.11262351,0.00109723,0.04803502,1.24134151,4.47489662,0.38376288,1.53306985,0.00629623,0.20477546
-5.04552276,6.04837056,0.00103096,0.04687890,1.23195129,4.44667240,0.38049795,1.49869877,0.00608080,0.20179807
-5.03951976,5.97610155,0.00096793,0.04571142,1.22295265,4.41588764,0.37702788,1.45860360,0.00587512,0.19833402
-5.03351676,5.89666770,0.00090860,0.04454415,1.21429129,4.38262273,0.37338244,1.41355175,0.00567797,0.19445033
-5.02751376,5.81096026,0.00085336,0.04338858,1.20590867,4.34692456,0.36958368,1.36438686,0.00548823,0.19022074
-5.02151076,5.71988288,0.00080259,0.04225585,1.19774249,4.30880645,0.36564627,1.31200135,0.00530483,0.18572318
-5.01550775,5.62432550,0.00075664,0.04115638,1.18972693,4.26825025,0.36157831,1.25730821,0.00512686,0.18103718
-5.00950475,5.52514081,0.00071584,0.04009967,1.18179264,4.22521046,0.35738253,1.20121333,0.00495353,0.17624121
-5.00350175,5.42312391,0.00068052,0.03909400,1.17386648,4.17961982,0.35305782,1.14458945,0.00478422,0.17141014
-4.99749875,5.31899575,0.00065103,0.03814629,1.16587116,4.13139599,0.34860102,1.08825275,0.00461846,0.16661295
-4.99149575,5.21339079,0.00062771,0.03726194,1.15772476,4.08044886,0.34400870,1.03294300,0.00445598,0.16191078
-4.98549275,5.10684891,0.00061096,0.03644483,1.14934025,4.02668788,0.33927894,0.97930783,0.00429666,0.15735536
-4.97948974,4.99981174,0.00060117,0.03569722,1.14062521,3.97002920,0.33441294,0.92789163,0.00414057,0.15298791
-4.97348674,4.89262316,0.00059880,0.03501988,1.13148179,3.91040207,0.32941631,0.87912922,0.00398793,0.14883857
-4.96748374,4.78553379,0.00060433,0.03441211,1.12180707,3.84775459,0.32430008,0.83334429,0.00383910,0.14492642
-4.96148074,4.67870925,0.00061826,0.03387193,1.11149387,3.78205857,0.31908120,0.79075226,0.00369460,0.14125989
-4.95547774,4.57224161,0.00064113,0.03339623,1.10043225,3.71331353,0.31378270,0.75146739,0.00355507,0.13783783
-4.94947474,4.46616394,0.00067351,0.03298100,1.08851161,3.64155027,0.30843335,0.71551314,0.00342126,0.13465089
-4.94347174,4.36046716,0.00071595,0.03262153,1.07562340,3.56683395,0.30306704,0.68283555,0.00329400,0.13168332
-4.93746873,4.25511897,0.00076903,0.03231272,1.06166461,3.48926715,0.29772176,0.65331848,0.00317422,0.12891505
-4.93146573,4.15008420,0.00083329,0.03204927,1.04654171,3.40899319,0.29243845,0.62680012,0.00306290,0.12632392
-4.92546273,4.04534595,0.00090925,0.03182603,1.03017513,3.32619977,0.28725968,0.60308993,0.00296109,0.12388797
-4.91945973,3.94092691,0.00099736,0.03163822,1.01250394,3.24112314,0.28222838,0.58198513,0.00286988,0.12158774
-4.91345673,3.83691011,0.00109802,0.03148173,0.99349066,3.15405283,0.27738662,0.56328617,0.00279038,0.11940828
-4.90745373,3.73345819,0.00121152,0.03135332,0.97312584,3.06533662,0.27277461,0.54681045,0.00272375,0.11734109
-4.90145073,3.63083048,0.00133803,0.03125093,0.95143226,2.97538557,0.26842991,0.53240383,0.00267114,0.11538553
-4.89544772,3.52939682,0.00147764,0.03117380,0.92846835,2.88467854,0.26438699,0.51994947,0.00263374,0.11354997
-4.88944472,3.42964745,0.00163024,0.03112269,0.90433065,2.79376574,0.26067702,0.50937381,0.00261276,0.11185232
-4.88344172,3.33219783,0.00179560,0.03109997,0.87915519,2.70327050,0.25732798,0.50064941,0.00260941,0.11032018
-4.87743872,3.23778800,0.00197332,0.03110967,0.85311732,2.61388870,0.25436503,0.49379483,0.00262490,0.10899038
-4.87143572,3.14727562,0.00216284,0.03115752,0.82643015,2.52638523,0.25181099,0.48887141,0.00266043,0.10790809
-4.86543272,3.06162242,0.00236341,0.03125082,0.79934139,2.44158676,0.24968692,0.48597737,0.00271720,0.10712532
-4.85942971,2.98187403,0.00257415,0.03139834,0.77212864,2.36037055,0.24801272,0.48523951,0.00279635,0.10669916
-4.85342671,2.90913316,0.00279399,0.03161006,0.74509318,2.28364899,0.24680755,0.48680280,0.00289896,0.10668950
-4.84742371,2.84452684,0.00302174,0.03189687,0.71855247,2.21234994,0.24609010,0.49081856,0.00302601,0.10715656
-4.84142071,2.78916838,0.00325605,0.03227022,0.69283164,2.14739299,0.24587854,0.49743165,0.00317834,0.10815826
-4.83541771,2.74411539,0.00349547,0.03274164,0.66825415,2.08966238,0.24619015,0.50676724,0.00335659,0.10974744
-4.82941471,2.71032519,0.00373844,0.03332228,0.64513205,2.03997720,0.24704054,0.51891794,0.00356118,0.11196917
-4.82341171,2.68860946,0.00398330,0.03402234,0.62375633,1.99906007,0.24844263,0.53393173,0.00379220,0.11485831
-4.81740870,2.67959010,0.00422832,0.03485058,0.60438750,1.96750553,0.25040518,0.55180133,0.00404943,0.11843721
-4.81140570,2.68365831,0.00447169,0.03581377,0.58724718,1.94574957,0.25293121,0.57245569,0.00433222,0.12271394
-4.80540270,2.70093918,0.00471157,0.03691618,0.57251077,1.93404189,0.25601619,0.59575388,0.00463947,0.12768098
-4.79939970,2.73126370,0.00494604,0.03815923,0.56030175,1.93242247,0.25964635,0.62148188,0.00496962,0.13331450
-4.79339670,2.77415026,0.00517316,0.03954113,0.55068786,1.94070386,0.26379704,0.64935265,0.00532059,0.13957432
-4.78739370,2.82879707,0.00539094,0.04105674,0.54367943,1.95846071,0.26843147,0.67900937,0.00568983,0.14640460
-4.78139070,2.89408680,0.00559739,0.04269748,0.53922989,1.98502745,0.27349988,0.71003215,0.00607429,0.15373523
-4.77538769,2.96860419,0.00579047,0.04445154,0.53723860,2.01950509,0.27893930,0.74194786,0.00647051,0.16148392
-4.76938469,3.05066645,0.00596818,0.04630412,0.53755596,2.06077738,0.28467397,0.77424297,0.00687468,0.16955897
-4.76338169,3.13836633,0.00612849,0.04823795,0.53999042,2.10753634,0.29061653,0.80637879,0.00728271,0.17786262
-4.75737869,3.22962626,0.00626944,0.05023391,0.54431735,2.15831653,0.29666993,0.83780861,0.00769037,0.18629473
-4.75137569,3.32226190,0.00638914,0.05227179,0.55028916,2.21153718,0.30273007,0.86799612,0.00809343,0.19475689
-4.74537269,3.41405270,0.00648578,0.05433116,0.55764625,2.26555048,0.30868901,0.89643414,0.00848779,0.20315651
-4.73936968,3.50281632,0.00655772,0.05639228,0.56612834,2.31869424,0.31443869,0.92266296,0.00886960,0.21141083
-4.73336668,3.58648375,0.00660350,0.05843696,0.57548538,2.36934666,0.31987488,0.94628740,0.00923545,0.21945058
-4.72736368,3.66317156,0.00662190,0.06044945,0.58548759,2.41598083,0.32490121,0.96699164,0.00958249,0.22722314
-4.72136068,3.73124772,0.00661197,0.06241715,0.59593410,2.45721623,0.32943294,0.98455121,0.00990848,0.23469487
-4.71535768,3.78938763,0.00657312,0.06433113,0.60665945,2.49186496,0.33340041,0.99884128,0.01021197,0.24185260
-4.70935468,3.83661748,0.00650510,0.06618646,0.61753783,2.51897036,0.33675168,1.00984098,0.01049224,0.24870399
-4.70335168,3.87234237,0.00640809,0.06798230,0.62848457,2.53783597,0.33945441,1.01763316,0.01074937,0.25527676
-4.69734867,3.89635779,0.00628268,0.06972163,0.63945479,2.54804352,0.34149666,1.02239972,0.01098419,0.26161675
-4.69134567,3.90884348,0.00612991,0.07141081,0.65043935,2.54945888,0.34288660,1.02441241,0.01119815,0.26778486
-4.68534267,3.91033985,0.00595127,0.07305875,0.66145813,2.54222577,0.34365112,1.02401965,0.01139328,0.27385288
-4.67933967,3.90170820,0.00574865,0.07467596,0.67255123,2.52674763,0.34383332,1.02162976,0.01157194,0.27989854
-4.67333667,3.88407661,0.00552436,0.07627335,0.68376840,2.50365853,0.34348908,1.01769144,0.01173672,0.28599989
-4.66733367,3.85877436,0.00528105,0.07786091,0.69515758,2.47378486,0.34268293,1.01267242,0.01189017,0.29222936
-4.66133067,3.82725851,0.00502165,0.07944642,0.70675304,2.43809982,0.34148329,1.00703729,0.01203466,0.29864775
-4.65532766,3.79103635,0.00474935,0.08103413,0.71856419,2.39767319,0.33995769,1.00122561,0.01217214,0.30529862
-4.64932466,3.75158815,0.00446747,0.08262367,0.73056558,2.35361915,0.33816790,0.99563138,0.01230400,0.31220320
-4.64332166,3.71029409,0.00417945,0.08420910,0.74268892,2.30704479,0.33616561,0.99058494,0.01243092,0.31935640
