energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Fe_p_up,Fe_p_down,Fe_d_up,Fe_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.89794897,0.91484800,-0.68228189,0.00669768,-0.00292459,0.21387911,-0.15318083,0.24644848,-0.15154517,0.25971509,-0.17507351,0.02512434,-0.02270796,0.22020829,-0.18217483
-5.89194597,0.95351111,-0.72617964,0.00737909,-0.00332408,0.22624793,-0.16463685,0.26660915,-0.16724415,0.26994468,-0.18573926,0.02533255,-0.02348662,0.22653280,-0.19259666
-5.88594297,0.99209577,-0.77138443,0.00808362,-0.00377604,0.23890041,-0.17675206,0.28752838,-0.18421880,0.28006725,-0.19670695,0.02548781,-0.02422897,0.23255436,-0.20299692
-5.87993997,1.03043176,-0.81758027,0.00880424,-0.00427907,0.25176288,-0.18946115,0.30906250,-0.20240738,0.29003866,-0.20790202,0.02559487,-0.02492413,0.23826391,-0.21328535
-5.87393697,1.06833457,-0.86443894,0.00953341,-0.00483106,0.26475251,-0.20269039,0.33104544,-0.22172800,0.29981491,-0.21924758,0.02565985,-0.02556256,0.24365351,-0.22337369
-5.86793397,1.10560318,-0.91161965,0.01026332,-0.00542910,0.27777760,-0.21635670,0.35329010,-0.24207653,0.30935210,-0.23066440,0.02569002,-0.02613627,0.24871500,-0.23317637
-5.86193097,1.14201931,-0.95876907,0.01098600,-0.00606939,0.29073835,-0.23036703,0.37559073,-0.26332499,0.31860658,-0.24207108,0.02569349,-0.02663888,0.25343883,-0.24261122
-5.85592796,1.17734857,-1.00552171,0.01169362,-0.00674725,0.30352824,-0.24461806,0.39772627,-0.28532076,0.32753553,-0.25338429,0.02567902,-0.02706574,0.25781331,-0.25159996
-5.84992496,1.21134350,-1.05150109,0.01237863,-0.00745709,0.31603590,-0.25899633,0.41946455,-0.30788661,0.33609775,-0.26451916,0.02565569,-0.02741393,0.26182425,-0.26006864
-5.84392196,1.24374833,-1.09632174,0.01303402,-0.00819251,0.32814744,-0.27337889,0.44056716,-0.33082186,0.34425472,-0.27538997,0.02563271,-0.02768230,0.26545501,-0.26794804
-5.83791896,1.27430530,-1.13959227,0.01365349,-0.00894634,0.33974911,-0.28763445,0.46079496,-0.35390455,0.35197185,-0.28591102,0.02561924,-0.02787134,0.26868705,-0.27517398
-5.83191596,1.30276217,-1.18091977,0.01423160,-0.00971084,0.35073019,-0.30162519,0.47991366,-0.37689475,0.35921969,-0.29599776,0.02562414,-0.02798317,0.27150089,-0.28168777
-5.82591296,1.32888040,-1.21991534,0.01476392,-0.01047785,0.36098589,-0.31520904,0.49769966,-0.39953893,0.36597517,-0.30556828,0.02565592,-0.02802138,0.27387734,-0.28743665
-5.81990995,1.35244350,-1.25620106,0.01524707,-0.01123900,0.37042020,-0.32824257,0.51394543,-0.42157534,0.37222254,-0.31454491,0.02572253,-0.02799093,0.27579904,-0.29237441
-5.81390695,1.37326494,-1.28941797,0.01567876,-0.01198594,0.37894838,-0.34058422,0.52846459,-0.44274011,0.37795402,-0.32285618,0.02583131,-0.02789794,0.27725203,-0.29646211
-5.80790395,1.39119508,-1.31923505,0.01605778,-0.01271061,0.38649908,-0.35209795,0.54109617,-0.46277401,0.38317005,-0.33043875,0.02598885,-0.02774960,0.27822736,-0.29966901
-5.80190095,1.40612662,-1.34535874,0.01638386,-0.01340543,0.39301592,-0.36265695,0.55170802,-0.48142943,0.38787900,-0.33723950,0.02620095,-0.02755396,0.27872255,-0.30197358
-5.79589795,1.41799814,-1.36754265,0.01665764,-0.01406361,0.39845836,-0.37214748,0.56019921,-0.49847737,0.39209632,-0.34321749,0.02647247,-0.02731980,0.27874273,-0.30336470
-5.78989495,1.42679552,-1.38559685,0.01688044,-0.01467925,0.40280199,-0.38047235,0.56650138,-0.51371406,0.39584323,-0.34834572,0.02680723,-0.02705646,0.27830150,-0.30384278
-5.78389195,1.43255104,-1.39939633,0.01705411,-0.01524758,0.40603806,-0.38755412,0.57057898,-0.52696696,0.39914492,-0.35261253,0.02720789,-0.02677374,0.27742131,-0.30342103
-5.77788894,1.43534036,-1.40888799,0.01718085,-0.01576504,0.40817237,-0.39333768,0.57242852,-0.53809968,0.40202826,-0.35602263,0.02767583,-0.02648173,0.27613342,-0.30212648
-5.77188594,1.43527745,-1.41409568,0.01726303,-0.01622934,0.40922368,-0.39779205,0.57207695,-0.54701576,0.40451948,-0.35859745,0.02821098,-0.02619070,0.27447734,-0.30000092
-5.76588294,1.43250788,-1.41512296,0.01730301,-0.01663946,0.40922161,-0.40091142,0.56957929,-0.55366094,0.40664151,-0.36037499,0.02881164,-0.02591098,0.27250000,-0.29710144
-5.75987994,1.42720106,-1.41215308,0.01730302,-0.01699561,0.40820430,-0.40271508,0.56501571,-0.55802401,0.40841166,-0.36140885,0.02947440,-0.02565282,0.27025441,-0.29350077
-5.75387694,1.41954177,-1.40544622,0.01726509,-0.01729910,0.40621590,-0.40324652,0.55848835,-0.56013590,0.40983936,-0.36176672,0.03019395,-0.02542630,0.26779827,-0.28928702
-5.74787394,1.40972182,-1.39533381,0.01719098,-0.01755221,0.40330416,-0.40257148,0.55011795,-0.56006744,0.41092449,-0.36152812,0.03096297,-0.02524112,0.26519228,-0.28456315
-5.74187094,1.39793226,-1.38221023,0.01708218,-0.01775798,0.39951819,-0.40077516,0.54004060,-0.55792566,0.41165628,-0.36078164,0.03177214,-0.02510651,0.26249866,-0.27944577
-5.73586793,1.38435677,-1.36652211,0.01694000,-0.01792003,0.39490654,-0.39795872,0.52840473,-0.55384896,0.41201283,-0.35962173,0.03261004,-0.02503103,0.25977963,-0.27406366
-5.72986493,1.36916666,-1.34875573,0.01676568,-0.01804232,0.38951576,-0.39423519,0.51536844,-0.54800144,0.41196158,-0.35814522,0.03346331,-0.02502237,0.25709626,-0.26855573
-5.72386193,1.35251788,-1.32942305,0.01656046,-0.01812896,0.38338946,-0.38972503,0.50109727,-0.54056674,0.41146045,-0.35644770,0.03431672,-0.02508718,0.25450761,-0.26306867
-5.71785893,1.33455005,-1.30904706,0.01632586,-0.01818405,0.37656798,-0.38455161,0.48576246,-0.53174163,0.41045988,-0.35462000,0.03515343,-0.02523084,0.25207029,-0.25775432
-5.71185593,1.31538786,-1.28814710,0.01606375,-0.01821149,0.36908852,-0.37883673,0.46953965,-0.52172981,0.40890551,-0.35274492,0.03595531,-0.02545727,0.24983844,-0.25276679
-5.70585293,1.29514433,-1.26722469,0.01577660,-0.01821491,0.36098596,-0.37269657,0.45260793,-0.51073617,0.40674157,-0.35089433,0.03670333,-0.02576868,0.24786413,-0.24825950
-5.69984992,1.27392606,-1.24675064,0.01546763,-0.01819757,0.35229393,-0.36623804,0.43514926,-0.49896173,0.40391465,-0.34912689,0.03737799,-0.02616543,0.24619809,-0.24438224
-5.69384692,1.25183969,-1.22715382,0.01514092,-0.01816241,0.34304642,-0.35955589,0.41734804,-0.48659956,0.40037772,-0.34748634,0.03795991,-0.02664584,0.24489079,-0.24127824
-5.68784392,1.22899941,-1.20881194,0.01480154,-0.01811201,0.33327954,-0.35273054,0.39939074,-0.47383173,0.39609433,-0.34600056,0.03843034,-0.02720603,0.24399360,-0.23908141
-5.68184092,1.20553468,-1.19204471,0.01445555,-0.01804868,0.32303335,-0.34582683,0.38146547,-0.46082722,0.39104255,-0.34468134,0.03877181,-0.02783986,0.24355997,-0.23791379
-5.67583792,1.18159771,-1.17710931,0.01411004,-0.01797460,0.31235379,-0.33889354,0.36376139,-0.44774104,0.38521860,-0.34352489,0.03896866,-0.02853886,0.24364655,-0.23788324
-5.66983492,1.15737005,-1.16419838,0.01377302,-0.01789187,0.30129432,-0.33196383,0.34646789,-0.43471412,0.37864002,-0.34251297,0.03900763,-0.02929229,0.24431392,-0.23908137
-5.66383192,1.13306781,-1.15344011,0.01345329,-0.01780263,0.28991740,-0.32505632,0.32977339,-0.42187403,0.37134795,-0.34161463,0.03887839,-0.03008722,0.24562695,-0.24158181
-5.65782891,1.10894489,-1.14490044,0.01316025,-0.01770919,0.27829555,-0.31817690,0.31386383,-0.40933623,0.36340878,-0.34078845,0.03857394,-0.03090867,0.24765459,-0.24543874
-5.65182591,1.08529403,-1.13858694,0.01290372,-0.01761410,0.26651200,-0.31132102,0.29892085,-0.39720570,0.35491465,-0.33998504,0.03809097,-0.03173993,0.25046906,-0.25068569
-5.64582291,1.06244543,-1.13445411,0.01269357,-0.01752018,0.25466086,-0.30447631,0.28511963,-0.38557865,0.34598311,-0.33914989,0.03743009,-0.03256281,0.25414433,-0.25733466
-5.63981991,1.04076273,-1.13240969,0.01253953,-0.01743050,0.24284673,-0.29762552,0.27262652,-0.37454419,0.33675564,-0.33822620,0.03659595,-0.03335810,0.25875392,-0.26537553
-5.63381691,1.02063667,-1.13232179,0.01245079,-0.01734842,0.23118386,-0.29074941,0.26159658,-0.36418580,0.32739531,-0.33715785,0.03559720,-0.03410606,0.26436822,-0.27477576
-5.62781391,1.00247645,-1.13402645,0.01243578,-0.01727744,0.21979483,-0.28382975,0.25217111,-0.35458241,0.31808339,-0.33589219,0.03444637,-0.03478689,0.27105114,-0.28548042
-5.62181091,0.98669937,-1.13733553,0.01250178,-0.01722112,0.20880874,-0.27685203,0.24447533,-0.34580924,0.30901532,-0.33438265,0.03315961,-0.03538138,0.27885668,-0.29741263
-5.61580790,0.97371917,-1.14204459,0.01265475,-0.01718295,0.19835912,-0.26980801,0.23861633,-0.33793813,0.30039590,-0.33259120,0.03175634,-0.03587152,0.28782519,-0.31047432
-5.60980490,0.96393360,-1.14794092,0.01289903,-0.01716619,0.18858155,-0.26269799,0.23468148,-0.33103769,0.29243414,-0.33049045,0.03025880,-0.03624112,0.29797988,-0.32454752
-5.60380190,0.95771214,-1.15481134,0.01323722,-0.01717372,0.17961108,-0.25553266,0.23273741,-0.32517318,0.28533772,-0.32806553,0.02869152,-0.03647641,0.30932374,-0.33949615
-5.59779890,0.95538426,-1.16245010,0.01367002,-0.01720789,0.17157960,-0.24833464,0.23282958,-0.32040638,0.27930750,-0.32531557,0.02708084,-0.03656670,0.32183703,-0.35516831
-5.59179590,0.95722920,-1.17066649,0.01419620,-0.01727043,0.16461326,-0.24113960,0.23498276,-0.31679553,0.27453210,-0.32225491,0.02545431,-0.03650488,0.33547571,-0.37139924
-5.58579290,0.96346763,-1.17929246,0.01481259,-0.01736235,0.15883004,-0.23399702,0.23920212,-0.31439557,0.27118287,-0.31891397,0.02384017,-0.03628790,0.35017101,-0.38801481
-5.57978989,0.97425592,-1.18819010,0.01551415,-0.01748393,0.15433750,-0.22697054,0.24547539,-0.31325865,0.26940946,-0.31533966,0.02226685,-0.03591716,0.36583009,-0.40483568
-5.57378689,0.98968323,-1.19725881,0.01629415,-0.01763476,0.15123092,-0.22013797,0.25377556,-0.31343525,0.26933599,-0.31159563,0.02076253,-0.03539878,0.38233822,-0.42168194
-5.56778389,1.00977181,-1.20644227,0.01714430,-0.01781378,0.14959180,-0.21359092,0.26406451,-0.31497570,0.27105820,-0.30776193,0.01935472,-0.03474374,0.39956212,-0.43837829
-5.56178089,1.03448039,-1.21573483,0.01805503,-0.01801943,0.14948677,-0.20743410,0.27629710,-0.31793233,0.27464149,-0.30393448,0.01807004,-0.03396791,0.41735464,-0.45475953
-5.55577789,1.06371066,-1.22518727,0.01901579,-0.01824984,0.15096700,-0.20178421,0.29042574,-0.32236190,0.28012000,-0.30022398,0.01693389,-0.03309195,0.43556051,-0.47067626
-5.54977489,1.09731631,-1.23491151,0.02001533,-0.01850301,0.15406800,-0.19676862,0.30640513,-0.32832851,0.28749668,-0.29675457,0.01597040,-0.03214102,0.45402289,-0.48600057
-5.54377189,1.13511415,-1.24508405,0.02104207,-0.01877706,0.15880994,-0.19252357,0.32419691,-0.33590644,0.29674441,-0.29366191,0.01520225,-0.03114442,0.47259044,-0.50063146
-5.53776888,1.17689671,-1.25594777,0.02208445,-0.01907043,0.16519819,-0.18919213,0.34377399,-0.34518291,0.30780793,-0.29109095,0.01465064,-0.03013507,0.49112450,-0.51449979
-5.53176588,1.22244524,-1.26781174,0.02313123,-0.01938212,0.17322431,-0.18692178,0.36512416,-0.35626038,0.32060660,-0.28919330,0.01433528,-0.02914890,0.50950600,-0.52757245
-5.52576288,1.27154238,-1.28104856,0.02417183,-0.01971182,0.18286707,-0.18586169,0.38825275,-0.36925805,0.33503773,-0.28812408,0.01427435,-0.02822412,0.52764158,-0.53985542
-5.51975988,1.32398347,-1.29608923,0.02519661,-0.02006012,0.19409365,-0.18615971,0.41318389,-0.38431232,0.35098028,-0.28803856,0.01448440,-0.02740042,0.54546861,-0.55139562
-5.51375688,1.37958550,-1.31341494,0.02619708,-0.02042850,0.20686065,-0.18795899,0.43996030,-0.40157582,0.36829868,-0.28908844,0.01498032,-0.02671808,0.56295853,-0.56228113
-5.50775388,1.43819299,-1.33354594,0.02716610,-0.02081939,0.22111504,-0.19139438,0.46864122,-0.42121489,0.38684667,-0.29141784,0.01577509,-0.02621707,0.58011848,-0.57263975
-5.50175088,1.49967997,-1.35702726,0.02809796,-0.02123604,0.23679465,-0.19658869,0.49929839,-0.44340521,0.40647068,-0.29515921,0.01687958,-0.02593606,0.59699064,-0.58263567
-5.49574787,1.56394769,-1.38441152,0.02898841,-0.02168242,0.25382838,-0.20364866,0.53201013,-0.46832563,0.42701282,-0.30042913,0.01830217,-0.02591146,0.61364939,-0.59246436
-5.48974487,1.63091781,-1.41623908,0.02983465,-0.02216298,0.27213580,-0.21266094,0.56685342,-0.49615006,0.44831305,-0.30732426,0.02004839,-0.02617643,0.63019630,-0.60234553
-5.48374187,1.70052114,-1.45301592,0.03063514,-0.02268237,0.29162635,-0.22368809,0.60389430,-0.52703777,0.47021063,-0.31591732,0.02212032,-0.02675990,0.64675286,-0.61251452
-5.47773887,1.77268232,-1.49519002,0.03138948,-0.02324510,0.31219799,-0.23676466,0.64317694,-0.56112223,0.49254463,-0.32625358,0.02451612,-0.02768569,0.66345152,-0.62321223
-5.47173587,1.84730135,-1.54312691,0.03209810,-0.02385523,0.33373543,-0.25189362,0.68471176,-0.59849891,0.51515360,-0.33834761,0.02722940,-0.02897158,0.68042524,-0.63467396
-5.46573287,1.92423275,-1.59708533,0.03276199,-0.02451594,0.35610812,-0.26904312,0.72846318,-0.63921269,0.53787443,-0.35218078,0.03024865,-0.03062855,0.69779614,-0.64711762
-5.45972986,2.00326389,-1.65719421,0.03338237,-0.02522925,0.37916806,-0.28814385,0.77433782,-0.68324531,0.56054070,-0.36769931,0.03355668,-0.03266007,0.71566390,-0.66073180
-5.45372686,2.08409393,-1.72343184,0.03396028,-0.02599565,0.40274783,-0.30908710,0.82217374,-0.73050373,0.58298051,-0.38481327,0.03713023,-0.03506156,0.73409455,-0.67566426
-5.44772386,2.16631502,-1.79560862,0.03449635,-0.02681386,0.42665887,-0.33172371,0.87173159,-0.78081005,0.60501438,-0.40339636,0.04093965,-0.03781998,0.75311037,-0.69201141
-5.44172086,2.24939741,-1.87335441,0.03499037,-0.02768059,0.45069050,-0.35586394,0.92268848,-0.83389374,0.62645329,-0.42328668,0.04494883,-0.04091362,0.77268156,-0.70980934
-5.43571786,2.33268011,-1.95611138,0.03544113,-0.02859047,0.47460982,-0.38127861,0.97463513,-0.88938686,0.64709731,-0.44428848,0.04911528,-0.04431210,0.79272039,-0.72902701
-5.42971486,2.41536839,-2.04313343,0.03584615,-0.02953599,0.49816269,-0.40770123,1.02707703,-0.94682295,0.66673517,-0.46617492,0.05339057,-0.04797658,0.81307832,-0.74956202
-5.42371186,2.49653930,-2.13349262,0.03620163,-0.03050757,0.52107612,-0.43483153,1.07944003,-1.00563995,0.68514502,-0.48869166,0.05772099,-0.05186031,0.83354641,-0.77123939
-5.41770885,2.57515576,-2.22609304,0.03650242,-0.03149372,0.54306214,-0.46234019,1.13108046,-1.06518747,0.70209646,-0.51156144,0.06204851,-0.05590935,0.85385948,-0.79381358
-5.41170585,2.65008944,-2.31969211,0.03674214,-0.03248126,0.56382301,-0.48987467,1.18129980,-1.12473864,0.71735431,-0.53448934,0.06631204,-0.06006360,0.87370373,-0.81697388
-5.40570285,2.72015209,-2.41292914,0.03691335,-0.03345568,0.58305805,-0.51706624,1.22936372,-1.18350608,0.73068367,-0.55716872,0.07044891,-0.06425813,0.89272798,-0.84035322
-5.39969985,2.78413429,-2.50436024,0.03700788,-0.03440152,0.60047158,-0.54353782,1.27452476,-1.24066200,0.74185658,-0.57928759,0.07439659,-0.06842466,0.91055787,-0.86354000
-5.39369685,2.84085034,-2.59249883,0.03701720,-0.03530277,0.61578190,-0.56891260,1.31604793,-1.29536147,0.75065981,-0.60053543,0.07809452,-0.07249334,0.92681272,-0.88609280
-5.38769385,2.88918711,-2.67586029,0.03693291,-0.03614340,0.62873085,-0.59282304,1.35323813,-1.34676822,0.75690347,-0.62060996,0.08148607,-0.07639458,0.94112396,-0.90755725
-5.38169085,2.92815480,-2.75300925,0.03674721,-0.03690777,0.63909362,-0.61492011,1.38546829,-1.39408196,0.76043012,-0.63922409,0.08452038,-0.08006110,0.95315464,-0.92748456
-5.37568784,2.95693672,-2.82260768,0.03645340,-0.03758119,0.64668814,-0.63488231,1.41220673,-1.43656593,0.76112369,-0.65611251,0.08715425,-0.08342989,0.96261869,-0.94545086
-5.36968484,2.97493573,-2.88346194,0.03604647,-0.03815030,0.65138368,-0.65242427,1.43304246,-1.47357364,0.75891786,-0.67103796,0.08935369,-0.08644419,0.96929914,-0.96107647
-5.36368184,2.98181431,-2.93456689,0.03552347,-0.03860355,0.65310810,-0.66730454,1.44770708,-1.50457349,0.75380315,-0.68379698,0.09109528,-0.08905530,0.97306418,-0.97404439
-5.35767884,2.97752617,-2.97514510,0.03488396,-0.03893152,0.65185328,-0.67933233,1.45609201,-1.52917009,0.74583237,-0.69422497,0.09236719,-0.09122423,0.97388028,-0.98411697
-5.35167584,2.96233706,-3.00467950,0.03413029,-0.03912725,0.64767836,-0.68837293,1.45826001,-1.54712127,0.73512391,-0.70220044,0.09316969,-0.09292301,0.97182132,-0.99115008
-5.34567284,2.93683334,-3.02293800,0.03326780,-0.03918643,0.64071048,-0.69435151,1.45445029,-1.55834990,0.72186249,-0.70764835,0.09351533,-0.09413572,0.96707343,-0.99510404
-5.33966983,2.90191734,-3.02998884,0.03230487,-0.03910761,0.63114296,-0.69725533,1.44507661,-1.56294995,0.70629727,-0.71054241,0.09342854,-0.09485907,0.95993484,-0.99605067
-5.33366683,2.85878913,-3.02620582,0.03125284,-0.03889221,0.61923076,-0.69713407,1.43071838,-1.56118635,0.68873722,-0.71090632,0.09294485,-0.09510259,0.95081084,-0.99417614
-5.32766383,2.80891532,-3.01226312,0.03012579,-0.03854454,0.60528348,-0.69409842,1.41210490,-1.55348868,0.66954374,-0.70881382,0.09210961,-0.09488835,0.94020367,-0.98977928
-5.32166083,2.75398584,-2.98911948,0.02894018,-0.03807168,0.58965607,-0.68831677,1.39009335,-1.54043881,0.64912103,-0.70438751,0.09097635,-0.09425024,0.92869790,-0.98326540
-5.31565783,2.69586049,-2.95799239,0.02771445,-0.03748329,0.57273782,-0.68001041,1.36564147,-1.52275310,0.62790431,-0.69779653,0.08960484,-0.09323288,0.91694177,-0.97513563
-5.30965483,2.63650765,-2.92032290,0.02646842,-0.03679140,0.55493981,-0.66944706,1.33977592,-1.50125984,0.60634663,-0.68925285,0.08805892,-0.09189007,0.90562518,-0.96597232
-5.30365183,2.57793775,-2.87773238,0.02522266,-0.03601005,0.53668180,-0.65693322,1.31355797,-1.47687293,0.58490473,-0.67900652,0.08640418,-0.09028296,0.89545546,-0.95642077
-5.29764882,2.52213446,-2.83197261,0.02399788,-0.03515492,0.51837877,-0.64280546,1.28804774,-1.45056281,0.56402464,-0.66733968,0.08470567,-0.08847806,0.88713167,-0.94716817
-5.29164582,2.47098672,-2.78487109,0.02281423,-0.03424289,0.50042803,-0.62742103,1.26426864,-1.42332592,0.54412771,-0.65455955,0.08302570,-0.08654490,0.88131887,-0.93892039
-5.28564282,2.42622441,-2.73827329,0.02169065,-0.03329162,0.48319726,-0.61114798,1.24317351,-1.39615385,0.52559755,-0.64099055,0.08142175,-0.08455383,0.87862308,-0.93237747
-5.27963982,2.38936054,-2.69398405,0.02064426,-0.03231901,0.46701410,-0.59435522,1.22561379,-1.37000325,0.50876870,-0.62696564,0.07994479,-0.08257368,0.87956833,-0.92820889
-5.27363682,2.36164226,-2.65371013,0.01968986,-0.03134273,0.45215767,-0.57740284,1.21231294,-1.34576782,0.49391717,-0.61281730,0.07863785,-0.08066958,0.88457643,-0.92702929
-5.26763382,2.34401244,-2.61900576,0.01883944,-0.03037971,0.43885234,-0.56063289,1.20384501,-1.32425291,0.48125358,-0.59886813,0.07753499,-0.07890099,0.89395049,-0.92937578
-5.26163082,2.33708328,-2.59122331,0.01810189,-0.02944569,0.42726384,-0.54436093,1.20061903,-1.30615394,0.47091874,-0.58542166,0.07666076,-0.07731996,0.90786264,-0.93568746
-5.25562781,2.34112257,-2.57147056,0.01748275,-0.02855476,0.41749785,-0.52886872,1.20286969,-1.29203882,0.46298212,-0.57275354,0.07603006,-0.07596970,0.92634643,-0.94628808
-5.24962481,2.35605261,-2.56057601,0.01698416,-0.02771902,0.40960093,-0.51439800,1.21065415,-1.28233491,0.45744285,-0.56110340,0.07564838,-0.07488353,0.94929416,-0.96137227
-5.24362181,2.38146135,-2.55906348,0.01660481,-0.02694819,0.40356363,-0.50114581,1.22385503,-1.27732072,0.45423331,-0.55066781,0.07551246,-0.07408421,0.97645894,-0.98099601
-5.23761881,2.41662473,-2.56713664,0.01634018,-0.02624942,0.39932536,-0.48926113,1.24218883,-1.27712219,0.45322485,-0.54159463,0.07561127,-0.07358369,1.00746154,-1.00507152
-5.23161581,2.46053862,-2.58467401,0.01618270,-0.02562712,0.39678080,-0.47884326,1.26521933,-1.28171343,0.45423538,-0.53397888,0.07592719,-0.07338320,1.04180135,-1.03336681
-5.22561281,2.51195864,-2.61123441,0.01612214,-0.02508286,0.39578734,-0.46994159,1.29237502,-1.29092162,0.45703839,-0.52786054,0.07643738,-0.07347379,1.07887109,-1.06550986
-5.21960980,2.56944576,-2.64607263,0.01614599,-0.02461543,0.39617314,-0.46255699,1.32296955,-1.30443566,0.46137274,-0.52322416,0.07711525,-0.07383715,1.11797447,-1.10099728
-5.21360680,2.63141550,-2.68816461,0.01623992,-0.02422093,0.39774533,-0.45664451,1.35622443,-1.32181801,0.46695308,-0.52000054,0.07793194,-0.07444678,1.15834615,-1.13920712
-5.20760380,2.69618864,-2.73624112,0.01638833,-0.02389302,0.40029805,-0.45211745,1.39129274,-1.34251917,0.47348008,-0.51807034,0.07885760,-0.07526933,1.19917312,-1.17941536
-5.20160080,2.76204136,-2.78882876,0.01657478,-0.02362312,0.40361982,-0.44885242,1.42728323,-1.36589443,0.48065025,-0.51726944,0.07986272,-0.07626621,1.23961673,-1.22081549
-5.19559780,2.82725298,-2.84429659,0.01678258,-0.02340086,0.40750017,-0.44669536,1.46328379,-1.39122208,0.48816497,-0.51739595,0.08091906,-0.07739522,1.27883457,-1.26254057
-5.18959480,2.89014991,-2.90090691,0.01699523,-0.02321443,0.41173516,-0.44546812,1.49838371,-1.41772280,0.49573840,-0.51821844,0.08200047,-0.07861226,1.31600152,-1.30368690
-5.18359180,2.94914437,-2.95686815,0.01719690,-0.02305102,0.41613168,-0.44497548,1.53169425,-1.44457951,0.50310404,-0.51948514,0.08308339,-0.07987302,1.35032935,-1.34333858
-5.17758879,3.00276729,-3.01038823,0.01737282,-0.02289733,0.42051071,-0.44501228,1.56236705,-1.47095747,0.51001989,-0.52093364,0.08414705,-0.08113457,1.38108435,-1.38059214
-5.17158579,3.04969478,-3.05972641,0.01750965,-0.02274001,0.42470926,-0.44537041,1.58961026,-1.49602399,0.51627212,-0.52230070,0.08517351,-0.08235676,1.40760260,-1.41458044
-5.16558279,3.08876805,-3.10324196,0.01759574,-0.02256611,0.42858137,-0.44584551,1.61270217,-1.51896745,0.52167739,-0.52333172,0.08614741,-0.08350346,1.42930256,-1.44449506
