energy_ev,total_up,C_s_up,C_p_up,Ir_p_up,Ir_d_up,S_s_up,S_p_up,Zn_p_up,Zn_d_up
-5.18359180,3.41006591,0.01116069,0.37107380,0.86808986,1.59027068,0.01596631,0.85528251,0.55998255,0.07369805
-5.17758879,3.40688068,0.01106249,0.35240322,0.84677172,1.60305762,0.01726190,0.85485203,0.55595343,0.07643721
-5.17158579,3.41927846,0.01100293,0.33517311,0.82819405,1.62251753,0.01872680,0.85892765,0.55399912,0.07981712
-5.16558279,3.44824086,0.01098253,0.31958082,0.81269359,1.64912910,0.02036392,0.86770329,0.55424887,0.08384121
-5.15957979,3.49445721,0.01100100,0.30578689,0.80053268,1.68326125,0.02217317,0.88129080,0.55678767,0.08850102
-5.15357679,3.55831489,0.01105744,0.29391323,0.79189540,1.72516294,0.02415131,0.89972204,0.56165721,0.09377638
-5.14757379,3.63989655,0.01115043,0.28404254,0.78688625,1.77495523,0.02629175,0.92295275,0.56885774,0.09963571
-5.14157079,3.73898366,0.01127825,0.27621867,0.78553095,1.83262612,0.02858457,0.95086766,0.57835070,0.10603679
-5.13556778,3.85506621,0.01143895,0.27044790,0.78777919,1.89802849,0.03101654,0.98328650,0.59006184,0.11292753
-5.12956478,3.98735820,0.01163059,0.26670086,0.79350906,1.97088155,0.03357131,1.01997065,0.60388466,0.12024702
-5.12356178,4.13481853,0.01185127,0.26491506,0.80253277,2.05077616,0.03622957,1.06063004,0.61968404,0.12792674
-5.11755878,4.29617716,0.01209931,0.26499777,0.81460350,2.13718421,0.03896949,1.10493007,0.63729976,0.13589183
-5.11155578,4.46996591,0.01237328,0.26682929,0.82942304,2.22947225,0.04176706,1.15249847,0.65655000,0.14406242
-5.10555278,4.65455366,0.01267206,0.27026642,0.84665013,2.32691918,0.04459667,1.20293178,0.67723460,0.15235511
-5.09954977,4.84818517,0.01299489,0.27514604,0.86590907,2.42873781,0.04743166,1.25580160,0.69913801,0.16068437
-5.09354677,5.04902284,0.01334131,0.28128884,0.88679871,2.53409957,0.05024498,1.31066043,0.72203210,0.16896399
-5.08754377,5.25519029,0.01371116,0.28850314,0.90890148,2.64216179,0.05300980,1.36704704,0.74567862,0.17710854
-5.08154077,5.46481670,0.01410448,0.29658868,0.93179231,2.75209638,0.05570024,1.42449161,0.76983144,0.18503471
-5.07553777,5.67608042,0.01452142,0.30534046,0.95504743,2.86311868,0.05829197,1.48252031,0.79423857,0.19266265
-5.06953477,5.88725032,0.01496213,0.31455255,0.97825276,2.97451515,0.06076283,1.54065962,0.81864407,0.19991717
-5.06353177,6.09672330,0.01542660,0.32402176,1.00101180,3.08566850,0.06309333,1.59844025,0.84278979,0.20672887
-5.05752876,6.30305618,0.01591455,0.33355123,1.02295281,3.19607850,0.06526709,1.65540063,0.86641707,0.21303507
-5.05152576,6.50499050,0.01642526,0.34295379,1.04373516,3.30537745,0.06727110,1.71109004,0.88926845,0.21878061
-5.04552276,6.70146877,0.01695740,0.35205499,1.06305462,3.41333870,0.06909586,1.76507129,0.91108933,0.22391844
-5.03951976,6.89164113,0.01750896,0.36069581,1.08064743,3.51987751,0.07073543,1.81692301,0.93162978,0.22841006
-5.03351676,7.07486156,0.01807708,0.36873489,1.09629311,3.62504348,0.07218721,1.86624146,0.95064641,0.23222563
-5.02751376,7.25067364,0.01865800,0.37605016,1.10981574,3.72900432,0.07345168,1.91264194,0.96790433,0.23534400
-5.02151076,7.41878590,0.01924702,0.38254002,1.12108387,3.83202129,0.07453193,1.95575982,0.98317932,0.23775245
-5.01550775,7.57903784,0.01983846,0.38812374,1.13000889,3.93441686,0.07543314,1.99525128,0.99626011,0.23944625
-5.00950475,7.73135797,0.02042571,0.39274131,1.13654204,4.03653601,0.07616198,2.03079385,1.00695077,0.24042807
-5.00350175,7.87571596,0.02100129,0.39635260,1.14067030,4.13870261,0.07672586,2.06208676,1.01507331,0.24070723
-4.99749875,8.01207124,0.02155703,0.39893602,1.14241109,4.24117313,0.07713235,2.08885144,1.02047029,0.24029886
-4.99149575,8.14032093,0.02208416,0.40048659,1.14180646,4.34408992,0.07738852,2.11083211,1.02300749,0.23922303
-4.98549275,8.26025017,0.02257352,0.40101368,1.13891673,4.44743667,0.07750034,2.12779665,1.02257658,0.23750385
-4.97948974,8.37148783,0.02301583,0.40053844,1.13381418,4.55099867,0.07747227,2.13953795,1.01909768,0.23516858
-4.97348674,8.47347059,0.02340190,0.39909113,1.12657699,4.65433045,0.07730691,2.14587565,1.01252162,0.23224684
-4.96748374,8.56541812,0.02372288,0.39670843,1.11728391,4.75673309,0.07700486,2.14665849,1.00283202,0.22876994
-4.96148074,8.64632136,0.02397056,0.39343091,1.10600979,4.85724312,0.07656470,2.14176706,0.99004685,0.22477031
-4.95547774,8.71494566,0.02413756,0.38930081,1.09282243,4.95463457,0.07598317,2.13111718,0.97421946,0.22028104
-4.94947474,8.76984944,0.02421761,0.38436010,1.07778076,5.04743486,0.07525547,2.11466350,0.95543900,0.21533567
-4.94347174,8.80941856,0.02420573,0.37864915,1.06093447,5.13395479,0.07437574,2.09240339,0.93383014,0.20996802
-4.93746873,8.83191531,0.02409839,0.37220579,1.04232516,5.21233198,0.07333759,2.06438093,0.90955200,0.20421218
-4.93146573,8.83554063,0.02389363,0.36506498,1.02198885,5.28058648,0.07213476,2.03069064,0.88279631,0.19810264
-4.92546273,8.81850691,0.02359113,0.35725891,0.99995969,5.33668647,0.07076180,1.99148093,0.85378484,0.19167446
-4.91945973,8.77911833,0.02319224,0.34881768,0.97627465,5.37862141,0.06921468,1.94695694,0.82276609,0.18496352
-4.91345673,8.71585502,0.02269993,0.33977027,0.95097884,5.40447962,0.06749148,1.89738258,0.79001140,0.17800674
-4.90745373,8.62745723,0.02211877,0.33014588,0.92413109,5.41252660,0.06559288,1.84308166,0.75581060,0.17084238
-4.90145073,8.51300512,0.02145474,0.31997540,0.89580957,5.40128059,0.06352262,1.78443778,0.72046730,0.16351018
-4.89544772,8.37199036,0.02071512,0.30929305,0.86611685,5.36958180,0.06128779,1.72189309,0.68429402,0.15605155
-4.88944472,8.20437562,0.01990831,0.29813786,0.83518427,5.31665164,0.05889895,1.65594565,0.64760740,0.14850960
-4.88344172,8.01063873,0.01904359,0.28655508,0.80317523,5.24213926,0.05637017,1.58714544,0.61072348,0.14092908
-4.87743872,7.79179899,0.01813093,0.27459730,0.77028713,5.14615279,0.05371883,1.51608901,0.57395341,0.13335628
-4.87143572,7.54942363,0.01718075,0.26232525,0.73675187,5.02927361,0.05096534,1.44341281,0.53759950,0.12583870
-4.86543272,7.28561381,0.01620368,0.24980817,0.70283470,4.89255274,0.04813269,1.36978531,0.50195192,0.11842474
-4.85942971,7.00297011,0.01521036,0.23712381,0.66883154,4.73748941,0.04524596,1.29589802,0.46728582,0.11116319
-4.85342671,6.70453864,0.01421123,0.22435792,0.63506469,4.56599243,0.04233170,1.22245558,0.43385919,0.10410269
-4.84742371,6.39373980,0.01321634,0.21160334,0.60187715,4.38032628,0.03941727,1.15016515,0.40191118,0.09729107
-4.84142071,6.07428240,0.01223518,0.19895870,0.56962568,4.18304407,0.03653026,1.07972530,0.37166093,0.09077466
-4.83541771,5.75006690,0.01127655,0.18652672,0.53867291,3.97691055,0.03369781,1.01181477,0.34330686,0.08459759
-4.82941471,5.42508151,0.01034847,0.17441232,0.50937875,3.76481843,0.03094610,0.94708120,0.31702623,0.07880102
-4.82341171,5.10329565,0.00945805,0.16272049,0.48209141,3.54970191,0.02829979,0.88613040,0.29297495,0.07342242
-4.81740870,4.78855513,0.00861147,0.15155400,0.45713842,3.33445096,0.02578173,0.82951624,0.27128751,0.06849490
-4.81140570,4.48448339,0.00781394,0.14101125,0.43481782,3.12183016,0.02341257,0.77773166,0.25207698,0.06404658
-4.80540270,4.19439271,0.00706970,0.13118408,0.41539018,2.91440534,0.02121070,0.73120107,0.23543499,0.06010011
-4.79939970,3.92120891,0.00638204,0.12215578,0.39907130,2.71448084,0.01919220,0.69027442,0.22143170,0.05667220
-4.79339670,3.66741239,0.00575333,0.11399942,0.38602632,2.52404980,0.01737090,0.65522325,0.21011576,0.05377342
-4.78739370,3.43499753,0.00518509,0.10677642,0.37636512,2.34475891,0.01575866,0.62623899,0.20151434,0.05140809
-4.78139070,3.22545169,0.00467805,0.10053560,0.37013949,2.17788864,0.01436566,0.60343362,0.19563317,0.04957436
-4.77538769,3.03975425,0.00423229,0.09531254,0.36734197,2.02434895,0.01320085,0.58684283,0.19245692,0.04826446
-4.76938469,2.87839501,0.00384727,0.09112950,0.36790667,1.88468998,0.01227242,0.57643182,0.19194979,0.04746518
-4.76338169,2.74141090,0.00352198,0.08799574,0.37171193,1.75912642,0.01158838,0.57210349,0.19405656,0.04715851
-4.75737869,2.62843875,0.00325505,0.08590834,0.37858497,1.64757385,0.01115710,0.57370903,0.19870417,0.04732244
-4.75137569,2.53878151,0.00304489,0.08485334,0.38830819,1.54969474,0.01098797,0.58106062,0.20580393,0.04793197
-4.74537269,2.47148473,0.00288976,0.08480739,0.40062725,1.46495150,0.01109187,0.59394567,0.21525431,0.04896015
-4.73936968,2.42541975,0.00278794,0.08573963,0.41526041,1.39266399,0.01148174,0.61214246,0.22694452,0.05037931
-4.73336668,2.39936965,0.00273779,0.08761380,0.43190906,1.33206849,0.01217300,0.63543617,0.24075850,0.05216225
-4.72736368,2.39211429,0.00273790,0.09039056,0.45026891,1.28237546,0.01318382,0.66363494,0.25657953,0.05428346
-4.72136068,2.40251032,0.00278717,0.09402975,0.47004148,1.24282350,0.01453530,0.69658494,0.27429505,0.05672025
-4.71535768,2.42956273,0.00288485,0.09849264,0.49094541,1.21272720,0.01625148,0.73418379,0.29380153,0.05945379
-4.70935468,2.47248446,0.00303062,0.10374397,0.51272710,1.19151700,0.01835910,0.77639134,0.31500908,0.06246988
-4.70335168,2.53074132,0.00322463,0.10975363,0.53517017,1.17876936,0.02088714,0.82323718,0.33784551,0.06575953
-4.69734867,2.60407981,0.00346747,0.11649798,0.55810312,1.17422643,0.02386622,0.87482385,0.36225938,0.06931925
-4.69134567,2.69253635,0.00376017,0.12396059,0.58140498,1.17780439,0.02732762,0.93132550,0.38822185,0.07315096
-4.68534267,2.79642697,0.00410413,0.13213241,0.60500830,1.18959051,0.03130213,0.99298113,0.41572693,0.07726153
-4.67933967,2.91631740,0.00450102,0.14101130,0.62889927,1.20982924,0.03581868,1.06008259,0.44478985,0.08166197
-4.67333667,3.05297453,0.00495268,0.15060081,0.65311491,1.23889817,0.04090278,1.13295700,0.47544355,0.08636625
-4.66733367,3.20730065,0.00546092,0.16090845,0.67773709,1.27727504,0.04657470,1.21194419,0.50773302,0.09138974
-4.66133067,3.38025329,0.00602740,0.17194320,0.70288361,1.32549746,0.05284776,1.29736966,0.54170783,0.09674740
-4.65532766,3.57275369,0.00665338,0.18371268,0.72869671,1.38411704,0.05972632,1.38951392,0.57741279,0.10245174
-4.64932466,3.78558806,0.00733951,0.19621979,0.75532924,1.45365025,0.06720410,1.48857970,0.61487732,0.10851066
-4.64332166,4.01930602,0.00808564,0.20945930,0.78292932,1.53452790,0.07526242,1.59465818,0.65410390,0.11492525
