energy_ev,total_up,total_down,Fe_p_up,Fe_p_down,Fe_d_up,Fe_d_down,N_s_up,N_s_down,N_p_up,N_p_down,S_s_up,S_s_down,S_p_up,S_p_down,Zn_p_up,Zn_p_down,Zn_d_up,Zn_d_down
-5.71785893,2.10354175,-1.17327620,0.69164435,-0.43977110,0.47421464,-0.12175852,0.00383877,-0.00108086,0.28065706,-0.18882237,0.07417758,-0.01194185,0.58604930,-0.34310299,0.48703235,-0.32293605,0.16291950,-0.10251731
-5.71185593,1.97799691,-1.25218225,0.63950269,-0.46604855,0.44776887,-0.13245593,0.00368491,-0.00114845,0.26008538,-0.20467086,0.07117591,-0.01347783,0.55355603,-0.36330308,0.45655453,-0.34546345,0.15277576,-0.10784255
-5.70585293,1.85876670,-1.33244108,0.58878707,-0.49202346,0.42320931,-0.14396745,0.00354209,-0.00122036,0.24078401,-0.22133517,0.06857483,-0.01517745,0.52231128,-0.38339639,0.42667305,-0.36790279,0.14303289,-0.11305327
-5.69984992,1.74690317,-1.41357741,0.53989385,-0.51752101,0.40073405,-0.15632065,0.00341177,-0.00129601,0.22285996,-0.23882926,0.06639943,-0.01705358,0.49261958,-0.40316684,0.39774507,-0.38994681,0.13378037,-0.11809883
-5.69384692,1.64328325,-1.49515076,0.49316647,-0.54239807,0.38050740,-0.16954203,0.00329487,-0.00137491,0.20640046,-0.25717127,0.06466658,-0.01911924,0.46472891,-0.42241252,0.37008627,-0.41129457,0.12509477,-0.12293228
-5.68784392,1.54858925,-1.57677054,0.44889030,-0.56654909,0.36265450,-0.18365591,0.00319177,-0.00145667,0.19147072,-0.27638267,0.06338425,-0.02138718,0.43882627,-0.44095331,0.34396559,-0.43166171,0.11703818,-0.12751201
-5.68184092,1.46329542,-1.65810930,0.40728936,-0.58991100,0.34725683,-0.19868295,0.00310233,-0.00154109,0.17811221,-0.29648693,0.06255110,-0.02386958,0.41503539,-0.45863795,0.31960159,-0.45079052,0.10965716,-0.13180318
-5.67583792,1.38766078,-1.73891327,0.36852500,-0.61246678,0.33434923,-0.21463839,0.00302591,-0.00162819,0.16634163,-0.31750766,0.06215624,-0.02657752,0.39341657,-0.47535035,0.29716024,-0.46845936,0.10298209,-0.13577910
-5.66983492,1.32172841,-1.81900955,0.33269655,-0.63424740,0.32391810,-0.23153001,0.00296139,-0.00171819,0.15615065,-0.33946623,0.06217941,-0.02952057,0.37396854,-0.49101456,0.27675434,-0.48449110,0.09702703,-0.13942228
-5.66383192,1.26533115,-1.89830936,0.29984371,-0.65533216,0.31590116,-0.24935594,0.00290732,-0.00181157,0.14750615,-0.36237909,0.06259133,-0.03270624,0.35663237,-0.50559831,0.25844435,-0.49876003,0.09179000,-0.14272523
-5.65782891,1.21810315,-1.97680720,0.26995053,-0.67584717,0.31018858,-0.26810237,0.00286188,-0.00190905,0.14035122,-0.38625475,0.06335439,-0.03613948,0.34129707,-0.51911463,0.24224063,-0.51119690,0.08725375,-0.14569089
-5.65182591,1.17949686,-2.05457553,0.24295082,-0.69596198,0.30662552,-0.28774133,0.00282307,-0.00201160,0.13460678,-0.41109065,0.06442350,-0.03982222,0.32780669,-0.53162171,0.22810677,-0.52179189,0.08338691,-0.14833260
-5.64582291,1.14880457,-2.13175545,0.21873460,-0.71588457,0.30501589,-0.30822864,0.00278871,-0.00212038,0.13017362,-0.43687021,0.06574720,-0.04375288,0.31596861,-0.54322050,0.21596400,-0.53059520,0.08014548,-0.15067370
-5.63981991,1.12518370,-2.20854348,0.19715528,-0.73585461,0.30512727,-0.32950226,0.00275659,-0.00223675,0.12693496,-0.46356001,0.06726892,-0.04792607,0.30556259,-0.55405051,0.20569636,-0.53771518,0.07747466,-0.15274663
-5.63381691,1.10768478,-2.28517522,0.17803735,-0.75613540,0.30669680,-0.35148109,0.00272455,-0.00236216,0.12475934,-0.49110758,0.06892829,-0.05233226,0.29635024,-0.56428354,0.19715653,-0.54331407,0.07531086,-0.15459169
-5.62781391,1.09528122,-2.36190664,0.16118415,-0.77700474,0.30943777,-0.37406448,0.00269054,-0.00249814,0.12350376,-0.51943978,0.07066266,-0.05695762,0.28808457,-0.57411585,0.19017196,-0.54760148,0.07358384,-0.15625537
-5.62181091,1.08689984,-2.43899388,0.14638549,-0.79874484,0.31304688,-0.39713250,0.00265272,-0.00264615,0.12301703,-0.54846206,0.07240852,-0.06178401,0.28051916,-0.58375895,0.18455127,-0.55082578,0.07221899,-0.15778837
-5.61580790,1.08145117,-2.51667275,0.13342484,-0.82163185,0.31721173,-0.42054705,0.00260951,-0.00280757,0.12314312,-0.57805860,0.07410299,-0.06678906,0.27341674,-0.59342947,0.18009064,-0.55326381,0.07113958,-0.15924343
-5.60980490,1.07785875,-2.59513870,0.12208600,-0.84592518,0.32161858,-0.44415401,0.00255966,-0.00298355,0.12372462,-0.60809355,0.07568525,-0.07194636,0.26655682,-0.60333842,0.17658009,-0.55520936,0.07026891,-0.16067303
-5.60380190,1.07508663,-2.67452848,0.11215880,-0.87185694,0.32595993,-0.46778613,0.00250228,-0.00317497,0.12460604,-0.63841315,0.07709789,-0.07722582,0.25974217,-0.61368059,0.17380935,-0.55696079,0.06953242,-0.16212700
-5.59779890,1.07216441,-2.75490429,0.10344410,-0.89962192,0.32994200,-0.49126699,0.00243689,-0.00338229,0.12563706,-0.66884889,0.07828813,-0.08259408,0.25280404,-0.62462427,0.17157351,-0.55880847,0.06885953,-0.16365024
-5.59179590,1.06820934,-2.83624105,0.09575772,-0.92936819,0.33329158,-0.51441555,0.00236337,-0.00360554,0.12667545,-0.69922139,0.07920894,-0.08801508,0.24560597,-0.63630203,0.16967799,-0.56102247,0.06818536,-0.16528066
-5.58579290,1.06244505,-2.91841753,0.08893346,-0.96118887,0.33576250,-0.53705138,0.00228204,-0.00384418,0.12758990,-0.72934495,0.07981998,-0.09345058,0.23804621,-0.64880280,0.16794308,-0.56384104,0.06745212,-0.16704725
-5.57978989,1.05421667,-3.00121149,0.08282522,-0.99511496,0.33714116,-0.55900023,0.00219358,-0.00409713,0.12826241,-0.75903240,0.08008837,-0.09886075,0.23005885,-0.66216576,0.16620775,-0.56746046,0.06661023,-0.16896864
-5.57378689,1.04300230,-3.08429899,0.07730824,-1.03110977,0.33725128,-0.58009971,0.00209905,-0.00436269,0.12859039,-0.78810015,0.07998926,-0.10420481,0.22161360,-0.67637622,0.16433288,-0.57202654,0.06561920,-0.17105197
-5.56778389,1.02842054,-3.16725784,0.07227961,-1.06906489,0.33595767,-0.60020480,0.00199981,-0.00463855,0.12848839,-0.81637295,0.07950621,-0.10944152,0.21271464,-0.69136378,0.16220381,-0.57762826,0.06444818,-0.17329223
-5.56178089,1.01023450,-3.24957488,0.06765819,-1.10879799,0.33316891,-0.61919292,0.00189754,-0.00492181,0.12788935,-0.84368830,0.07863137,-0.11452974,0.20339842,-0.70700278,0.15973216,-0.58429372,0.06307618,-0.17567209
-5.55577789,0.98835220,-3.33065659,0.06338401,-1.15005265,0.32883894,-0.63696820,0.00179415,-0.00520903,0.12674550,-0.86990014,0.07736540,-0.11942882,0.19373088,-0.72311507,0.15685714,-0.59198865,0.06149209,-0.17816215
-5.54977489,0.96282372,-3.40984264,0.05941728,-1.19250017,0.32296750,-0.65346482,0.00169175,-0.00549632,0.12502872,-0.89488165,0.07571729,-0.12409898,0.18380418,-0.73947503,0.15354608,-0.60061738,0.05969439,-0.18072173
-5.54377189,0.93383541,-3.48642162,0.05573723,-1.23574362,0.31559954,-0.66864906,0.00159260,-0.00577939,0.12273049,-0.91852702,0.07370384,-0.12850158,0.17373316,-0.75581656,0.14979451,-0.61002643,0.05769065,-0.18329999
-5.53776888,0.90170160,-3.55964846,0.05234082,-1.27932416,0.30682351,-0.68252003,0.00149910,-0.00605370,0.11986139,-0.94075221,0.07134911,-0.13259933,0.16365179,-0.77184173,0.14562567,-0.62001036,0.05549679,-0.18583754
-5.53176588,0.86685404,-3.62876278,0.04924133,-1.32272950,0.29676876,-0.69510884,0.00141371,-0.00631458,0.11645013,-0.96149446,0.06868357,-0.13635652,0.15370970,-0.78723086,0.14108947,-0.63031971,0.05313626,-0.18826821
-5.52576288,0.82982970,-3.69300757,0.04646716,-1.36540462,0.28560196,-0.70647633,0.00133892,-0.00655735,0.11254230,-0.98071102,0.06574320,-0.13973910,0.14406901,-0.80165351,0.13626114,-0.64067068,0.05063901,-0.19052123
-5.51975988,0.79125727,-3.75164775,0.04406057,-1.40676444,0.27352300,-0.71670940,0.00127726,-0.00677749,0.10819865,-0.99837678,0.06256845,-0.14271489,0.13490153,-0.81477989,0.13123947,-0.65075616,0.04804046,-0.19252347
-5.51375688,0.75184278,-3.80398797,0.04207666,-1.44620834,0.26076013,-0.72591596,0.00123122,-0.00697078,0.10349315,-1.01448141,0.05920307,-0.14525379,0.12638631,-0.82629240,0.12614471,-0.66025760,0.04538030,-0.19420178
-5.50775388,0.71235475,-3.84938924,0.04058237,-1.48313594,0.24756481,-0.73421894,0.00120323,-0.00713342,0.09851086,-1.02902598,0.05569299,-0.14732798,0.11870767,-0.83589668,0.12111631,-0.66885715,0.04270144,-0.19548536
-5.50175088,0.67360918,-3.88728415,0.03965563,-1.51696406,0.23420630,-0.74174942,0.00119567,-0.00726215,0.09334560,-1.04201943,0.05208512,-0.14891228,0.11205355,-0.84333180,0.11631030,-0.67624981,0.04004886,-0.19630808
-5.49574787,0.63645465,-3.91719015,0.03938450,-1.54714396,0.22096610,-0.74863940,0.00121080,-0.00735437,0.08809754,-1.05347511,0.04842618,-0.14998458,0.10661418,-0.84837923,0.11189667,-0.68215473,0.03746855,-0.19661056
-5.48974487,0.60175769,-3.93872082,0.03986628,-1.57317845,0.20813249,-0.75501440,0.00125071,-0.00740823,0.08287084,-1.06340770,0.04476164,-0.15052632,0.10258085,-0.85087023,0.10805646,-0.68632556,0.03500654,-0.19634213
-5.48374187,0.57038858,-3.95159490,0.04120648,-1.59463814,0.19599517,-0.76098651,0.00131735,-0.00742266,0.07777131,-1.07183058,0.04113467,-0.15052308,0.10014476,-0.85069135,0.10497872,-0.68855910,0.03270796,-0.19546245
-5.47773887,0.54320746,-3.95564282,0.04351756,-1.61117619,0.18484012,-0.76664795,0.00141241,-0.00739744,0.07290416,-1.07875401,0.03758533,-0.14996524,0.09949562,-0.84778799,0.10285738,-0.68870221,0.03061624,-0.19394285
-5.47173587,0.52105085,-3.95081080,0.04691736,-1.62254074,0.17494470,-0.77206580,0.00153731,-0.00733319,0.06837189,-1.08418408,0.03414978,-0.14884861,0.10082006,-0.84216578,0.10188779,-0.68665647,0.02877238,-0.19176724
-5.46573287,0.50471829,-3.93716226,0.05152709,-1.62858463,0.16657304,-0.77727797,0.00169313,-0.00723133,0.06427244,-1.08812251,0.03085973,-0.14717512,0.10429936,-0.83388987,0.10226322,-0.68238065,0.02721427,-0.18893271
-5.45972986,0.49495904,-3.91487679,0.05746881,-1.62927160,0.15997172,-0.78229070,0.00188055,-0.00709413,0.06069740,-1.09056733,0.02774203,-0.14495341,0.11010673,-0.82308220,0.10417100,-0.67589082,0.02597616,-0.18544965
-5.45372686,0.49245860,-3.88424644,0.06486238,-1.62467887,0.15536557,-0.78707781,0.00209976,-0.00692454,0.05773048,-1.09151430,0.02481841,-0.14219929,0.11840369,-0.80991691,0.10778843,-0.66725815,0.02508812,-0.18134155
-5.44772386,0.49782491,-3.84566971,0.07382181,-1.61499557,0.15295373,-0.79158159,0.00235043,-0.00672620,0.05544616,-1.09095897,0.02210543,-0.13893616,0.12933578,-0.79461409,0.11327847,-0.65660467,0.02457554,-0.17664431
-5.44172086,0.51157422,-3.79964316,0.08445105,-1.60051721,0.15290584,-0.79571553,0.00263163,-0.00650332,0.05390848,-1.08889919,0.01961455,-0.13519512,0.14302744,-0.77743232,0.12078511,-0.64409718,0.02445875,-0.17140531
-5.43571786,0.53411653,-3.74675106,0.09683928,-1.58163609,0.15535827,-0.79936845,0.00294174,-0.00626060,0.05316994,-1.08533789,0.01735230,-0.13101498,0.15957614,-0.75866015,0.13042860,-0.62993963,0.02475255,-0.16568211
-5.42971486,0.56574077,-3.68765332,0.11105579,-1.55882824,0.16041053,-0.80241018,0.00327847,-0.00600312,0.05327059,-1.08028585,0.01532066,-0.12644195,0.17904600,-0.73860710,0.14230047,-0.61436447,0.02546584,-0.15954086
-5.42371186,0.60660009,-3.62307194,0.12714459,-1.53263715,0.16812175,-0.80469813,0.00363876,-0.00573625,0.05423716,-1.07376433,0.01351742,-0.12152913,0.20146105,-0.71759441,0.15645863,-0.59762327,0.02660123,-0.15305460
-5.41770885,0.65669764,-3.55377659,0.14511903,-1.50365515,0.17850737,-0.80608475,0.00401885,-0.00546557,0.05608234,-1.06580730,0.01193669,-0.11633580,0.22679847,-0.69594610,0.17292261,-0.57997720,0.02815473,-0.14630132
-5.41170585,0.71587343,-3.48056955,0.16495659,-1.47250314,0.19153618,-0.80642526,0.00441422,-0.00519675,0.05880411,-1.05646310,0.01056942,-0.11092641,0.25498213,-0.67398048,0.19166910,-0.56168770,0.03011537,-0.13936201
-5.40570285,0.78379315,-3.40427067,0.18659415,-1.43980964,0.20712773,-0.80558540,0.00481970,-0.00493548,0.06238525,-1.04579551,0.00940393,-0.10536951,0.28587685,-0.65200262,0.21262821,-0.54300792,0.03246506,-0.13231875
-5.39969985,0.85993967,-3.32570267,0.20992407,-1.40618999,0.22515054,-0.80344878,0.00522952,-0.00468740,0.06679299,-1.03388405,0.00842647,-0.09973639,0.31928381,-0.63029789,0.23568048,-0.52417505,0.03517838,-0.12525278
-5.39369685,0.94360824,-3.24567734,0.23479131,-1.37222678,0.24542108,-0.79992352,0.00563742,-0.00445800,0.07197884,-1.02082357,0.00762174,-0.09409977,0.35493760,-0.60912687,0.26065511,-0.50540405,0.03822262,-0.11824278
-5.38769385,1.03390626,-3.16498305,0.26099202,-1.33845228,0.26770394,-0.79494787,0.00603678,-0.00425257,0.07787864,-1.00672319,0.00697341,-0.08853237,0.39250517,-0.58872163,0.28732950,-0.48688284,0.04155794,-0.11136327
-5.38169085,1.12975851,-3.08437390,0.28827369,-1.30533361,0.29171327,-0.78849461,0.00642079,-0.00407616,0.08441303,-0.99170468,0.00646456,-0.08310545,0.43158723,-0.56928342,0.31543056,-0.46876919,0.04513770,-0.10468328
-5.37568784,1.22991849,-3.00456087,0.31633714,-1.27326143,0.31711579,-0.78057402,0.00678264,-0.00393344,0.09148809,-0.97590044,0.00607813,-0.07788753,0.47172217,-0.55098177,0.34463763,-0.45118914,0.04890908,-0.09826521
-5.36968484,1.33298632,-2.92620507,0.34484058,-1.24254249,0.34353548,-0.77123546,0.00711574,-0.00382873,0.09899657,-0.95945121,0.00579723,-0.07294306,0.51239282,-0.53395485,0.37458753,-0.43423709,0.05281386,-0.09216403
-5.36368184,1.43743343,-2.84991329,0.37340556,-1.21339628,0.37056001,-0.76056753,0.00741386,-0.00376583,0.10681944,-0.94250379,0.00560556,-0.06833130,0.55303601,-0.51831080,0.40488143,-0.41797728,0.05678952,-0.08642668
-5.35767884,1.54163388,-2.77623574,0.40162493,-1.18595590,0.39774888,-0.74869672,0.00767140,-0.00374805,0.11482789,-0.92520893,0.00548756,-0.06410535,0.59305472,-0.50412996,0.43509367,-0.40244642,0.06077054,-0.08109179
-5.35167584,1.64390167,-2.70566581,0.42907263,-1.16027296,0.42464318,-0.73578502,0.00788359,-0.00377807,0.12288586,-0.90771943,0.00542875,-0.06031133,0.63183274,-0.49146762,0.46478231,-0.38765735,0.06468992,-0.07618954
-5.34567284,1.74253314,-2.63864160,0.45531489,-1.13632608,0.45077681,-0.72202628,0.00804661,-0.00385787,0.13085289,-0.89018875,0.00541582,-0.05698771,0.66875117,-0.48035704,0.49350103,-0.37360325,0.06848090,-0.07174188
