energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Ca_p_up,Ca_p_down,Ca_d_up,Ca_d_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,S_s_up,S_s_down,S_p_up,S_p_down
-5.79589795,8.99904471,-7.68860585,0.10578640,-0.10374296,0.79579904,-0.80573423,0.01882781,-0.02174270,0.00000000,-0.00000000,4.85470043,-3.48483536,1.49778652,-1.16804753,0.09338185,-0.08421835,4.24291543,-3.63554295
-5.78989495,9.15428876,-7.91006583,0.10434799,-0.10504346,0.80286119,-0.83076761,0.01929458,-0.02220565,0.00000000,-0.00000000,4.99753036,-3.64540805,1.51262293,-1.19423694,0.09666229,-0.08577493,4.33078648,-3.74190820
-5.78389195,9.29921914,-8.12535251,0.10273572,-0.10635414,0.80911855,-0.85477862,0.01976454,-0.02264946,0.00000000,-0.00000000,5.13273725,-3.80826493,1.52681026,-1.21864007,0.09992000,-0.08717890,4.41332148,-3.84612200
-5.77788894,9.43158574,-8.33351790,0.10095016,-0.10769482,0.81454764,-0.87757738,0.02023016,-0.02307225,0.00000000,-0.00000000,5.25875751,-3.97215930,1.54009596,-1.24119185,0.10311629,-0.08844602,4.48918819,-3.94781824
-5.77188594,9.54931220,-8.53354009,0.09899479,-0.10908192,0.81915137,-0.89897442,0.02068424,-0.02347213,0.00000000,-0.00000000,5.37424031,-4.13572950,1.55222768,-1.26183357,0.10621334,-0.08959296,4.55713392,-4.04658074
-5.76588294,9.65056682,-8.72431909,0.09687626,-0.11052729,0.82295976,-0.91878372,0.02112018,-0.02384713,0.00000000,-0.00000000,5.47809631,-4.29752489,1.56296006,-1.28051084,0.10917536,-0.09063633,4.61602785,-4.14193784
-5.75987994,9.73382480,-8.90468090,0.09460455,-0.11203732,0.82602947,-0.93682653,0.02153219,-0.02419518,0.00000000,-0.00000000,5.56953737,-4.45603743,1.57206102,-1.29717237,0.11196971,-0.09159166,4.66489943,-4.23336120
-5.75387694,9.79791942,-9.07339085,0.09219289,-0.11361213,0.82844213,-0.95293582,0.02191551,-0.02451411,0.00000000,-0.00000000,5.64810543,-4.60973828,1.57931749,-1.31176936,0.11456790,-0.09247273,4.70297118,-4.32026954
-5.74787394,9.84207993,-9.22917622,0.08965760,-0.11524509,0.83030164,-0.96696123,0.02226653,-0.02480167,0.00000000,-0.00000000,5.71368869,-4.75711846,1.58454046,-1.32425577,0.11694636,-0.09329100,4.72968465,-4.40203743
-5.74187094,9.86595471,-9.37075818,0.08701776,-0.11692259,0.83173039,-0.97877439,0.02258291,-0.02505555,0.00000000,-0.00000000,5.76652411,-4.89673242,1.58756941,-1.33458934,0.11908700,-0.09405532,4.74471836,-4.47800944
-5.73586793,9.86961895,-9.49689177,0.08429481,-0.11862419,0.83286470,-0.98827436,0.02286361,-0.02527344,0.00000000,-0.00000000,5.80718558,-5.02724305,1.58827605,-1.34273340,0.12097756,-0.09477198,4.74799690,-4.54751901
-5.72986493,9.85356639,-9.60641257,0.08151205,-0.12032298,0.83384955,-0.99539295,0.02310888,-0.02545312,0.00000000,-0.00000000,5.83655779,-5.14746653,1.58656732,-1.34865927,0.12261163,-0.09544490,4.73969104,-4.60991150
-5.72386193,9.81868568,-9.69828793,0.07869404,-0.12198631,0.83483288,-1.00009969,0.02332014,-0.02559255,0.00000000,-0.00000000,5.85579652,-5.25641520,1.58238788,-1.35234930,0.12398849,-0.09607617,4.72020862,-4.66457039
-5.71785893,9.76622236,-9.77167010,0.07586606,-0.12357687,0.83595965,-1.00240631,0.02349992,-0.02569003,0.00000000,-0.00000000,5.86627668,-5.35333663,1.57572178,-1.35380014,0.12511266,-0.09666663,4.69017681,-4.71094515
-5.71185593,9.69772805,-9.82594851,0.07305349,-0.12505393,0.83736583,-1.00237026,0.02365158,-0.02574430,0.00000000,-0.00000000,5.86953006,-5.43774689,1.56659353,-1.35302631,0.12599327,-0.09721674,4.65041642,-4.74857954
-5.70585293,9.61499906,-9.86079808,0.07028130,-0.12637482,0.83917260,-1.00009728,0.02377919,-0.02575470,0.00000000,-0.00000000,5.86717535,-5.50945638,1.55506840,-1.35006366,0.12664320,-0.09772739,4.60190945,-4.77713844
-5.69984992,9.52000693,-9.87622046,0.06757349,-0.12749666,0.84148093,-0.99574265,0.02388717,-0.02572131,0.00000000,-0.00000000,5.86084331,-5.56858647,1.54125204,-1.34497250,0.12707812,-0.09820072,4.54576134,-4.79643174
-5.69384692,9.41482412,-9.87257543,0.06495269,-0.12837800,0.84436680,-0.98951106,0.02398011,-0.02564509,0.00000000,-0.00000000,5.85210076,-5.61557578,1.52528927,-1.33784033,0.12731539,-0.09864095,4.48315955,-4.80643361
-5.68784392,9.30154803,-9.85059986,0.06243979,-0.12898057,0.84787714,-0.98165486,0.02406245,-0.02552794,0.00000000,-0.00000000,5.84237666,-5.65117486,1.50736209,-1.32878370,0.12737295,-0.09905490,4.41533051,-4.80729582
-5.68184092,9.18222692,-9.81141225,0.06005372,-0.12927094,0.85202684,-0.97247069,0.02413824,-0.02537282,0.00000000,-0.00000000,5.83289439,-5.67642909,1.48768700,-1.31794916,0.12726821,-0.09945250,4.34349681,-4.79935399
-5.67583792,9.05879114,-9.75650161,0.05781119,-0.12922198,0.85679686,-0.96229438,0.02421091,-0.02518376,0.00000000,-0.00000000,5.82461341,-5.69264953,1.46651160,-1.30551309,0.12701699,-0.09984687,4.26883681,-4.78312596
-5.66983492,8.93299327,-9.68769999,0.05572671,-0.12881407,0.86213361,-0.95149421,0.02428309,-0.02496585,0.00000000,-0.00000000,5.81818397,-5.70137229,1.44411055,-1.29168013,0.12663264,-0.10025427,4.19244845,-4.75930208
-5.66383192,8.80635987,-9.60713907,0.05381254,-0.12803606,0.86794979,-0.94046259,0.02435650,-0.02472514,0.00000000,-0.00000000,5.81391749,-5.70430761,1.42078122,-1.27668042,0.12612524,-0.10069374,4.11531921,-4.72872737
-5.65782891,8.68015771,-9.51719187,0.05207878,-0.12688578,0.87412672,-0.92960625,0.02443183,-0.02446856,0.00000000,-0.00000000,5.81177474,-5.70328027,1.39683890,-1.26076525,0.12550108,-0.10118640,4.03830352,-4.69237627
-5.65182591,8.55537610,-9.42040165,0.05053350,-0.12537028,0.88051804,-0.91933531,0.02450880,-0.02420373,0.00000000,-0.00000000,5.81137326,-5.70016333,1.37261203,-1.24420159,0.12476241,-0.10175462,3.96210887,-4.65132089
-5.64582291,8.43272637,-9.31940060,0.04918298,-0.12350555,0.88695500,-0.91005140,0.02458620,-0.02393871,0.00000000,-0.00000000,5.81201422,-5.69680797,1.34843743,-1.22726527,0.12390733,-0.10242094,3.88729107,-4.60669419
-5.63981991,8.31265866,-9.21682190,0.04803188,-0.12131589,0.89325297,-0.90213523,0.02466203,-0.02368178,0.00000000,-0.00000000,5.81272802,-5.69497218,1.32465579,-1.21023327,0.12293016,-0.10320686,3.81425894,-4.55964984
-5.63381691,8.19539475,-9.11520873,0.04708352,-0.11883297,0.89921911,-0.89593409,0.02473371,-0.02344115,0.00000000,-0.00000000,5.81233689,-5.69625136,1.30160750,-1.19337532,0.12182184,-0.10413157,3.74328782,-4.51132062
-5.62781391,8.08097521,-9.01692463,0.04634005,-0.11609444,0.90466082,-0.89174952,0.02479834,-0.02322461,0.00000000,-0.00000000,5.80953159,-5.70201411,1.27962882,-1.17694519,0.12057080,-0.10521064,3.67454092,-4.46277750
-5.62181091,7.96931751,-8.92406922,0.04580273,-0.11314244,0.90939475,-0.88982597,0.02485294,-0.02303930,0.00000000,-0.00000000,5.80295836,-5.71334604,1.25904842,-1.16117197,0.11916385,-0.10645487,3.60809698,-4.41499134
-5.61580790,7.86028145,-8.83840341,0.04547203,-0.11002187,0.91325571,-0.89034058,0.02489479,-0.02289136,0.00000000,-0.00000000,5.79131165,-5.73100447,1.24018420,-1.14625196,0.11758737,-0.10786918,3.54398230,-4.36879927
-5.60980490,7.75373719,-8.76128776,0.04534774,-0.10677859,0.91610535,-0.89339481,0.02492174,-0.02278573,0.00000000,-0.00000000,5.77342745,-5.75538639,1.22334021,-1.13234138,0.11582851,-0.10945172,3.48220472,-4.32487738
-5.60380190,7.64963109,-8.69363718,0.04542902,-0.10345767,0.91783972,-0.89900826,0.02493242,-0.02272590,0.00000000,-0.00000000,5.74837179,-5.78651136,1.20880345,-1.11955053,0.11387643,-0.11119333,3.42278708,-4.28372111
-5.59779890,7.54804422,-8.63589424,0.04571434,-0.10010175,0.91839559,-0.90711496,0.02492654,-0.02271380,0.00000000,-0.00000000,5.71551905,-5.82402073,1.19684039,-1.10793956,0.11172347,-0.11307714,3.36579763,-4.24563441
-5.59179590,7.44923899,-8.58802267,0.04620136,-0.09674956,0.91775488,-0.91756262,0.02490501,-0.02274970,0.00000000,-0.00000000,5.67461518,-5.86719334,1.18769283,-1.09751635,0.10936627,-0.11507859,3.31137489,-4.21072809
-5.58579290,7.35368959,-8.54952166,0.04688666,-0.09343478,0.91594687,-0.93011486,0.02487003,-0.02283223,0.00000000,-0.00000000,5.62582139,-5.91497770,1.18157315,-1.08823645,0.10680663,-0.11716574,3.25974492,-4.17892758
-5.57978989,7.26209324,-8.51946030,0.04776551,-0.09018520,0.91304796,-0.94445648,0.02482514,-0.02295840,0.00000000,-0.00000000,5.56973499,-5.96603918,1.17865852,-1.08000552,0.10405208,-0.11929994,3.21122923,-4.14998948
-5.57378689,7.17536013,-8.49653090,0.04883148,-0.08702216,0.90917889,-0.96020187,0.02477505,-0.02312382,0.00000000,-0.00000000,5.50738528,-6.01882066,1.17908437,-1.07268387,0.10111626,-0.12143672,3.16624244,-4.12352621
-5.56778389,7.09458150,-8.47911867,0.05007604,-0.08396049,0.90449927,-0.97690611,0.02472552,-0.02332285,0.00000000,-0.00000000,5.44020379,-6.07161393,1.18293692,-1.06609324,0.09801889,-0.12352702,3.12527906,-4.09903720
-5.56178089,7.02097683,-8.46538446,0.05148818,-0.08100869,0.89919982,-0.99407860,0.02468302,-0.02354892,0.00000000,-0.00000000,5.36996943,-6.12263873,1.19024522,-1.06002537,0.09478544,-0.12551864,3.08889000,-4.07594521
-5.55577789,6.95582243,-8.45335680,0.05305397,-0.07816953,0.89349246,-1.01119867,0.02465443,-0.02379480,0.00000000,-0.00000000,5.29873104,-6.17012588,1.20097289,-1.05425210,0.09144647,-0.12735782,3.05764973,-4.05363560
-5.54977489,6.90036533,-8.44102862,0.05475623,-0.07544079,0.88759878,-1.02773265,0.02464661,-0.02405297,0.00000000,-0.00000000,5.22871070,-6.21240074,1.21501021,-1.04853637,0.08803665,-0.12899092,3.03211607,-4.03149661
-5.54377189,6.85572752,-8.42645405,0.05657425,-0.07281637,0.88173754,-1.04315165,0.02466594,-0.02431597,0.00000000,-0.00000000,5.16219285,-6.24796284,1.23216698,-1.04264380,0.08459360,-0.13036623,3.01278487,-4.00895842
-5.53776888,6.82280634,-8.40784052,0.05848360,-0.07028740,0.87611175,-1.05694944,0.02471791,-0.02457672,0.00000000,-0.00000000,5.10140487,-6.27555792,1.25216679,-1.03635398,0.08115648,-0.13143559,3.00004250,-3.98552879
-5.53176588,6.80217756,-8.38363149,0.06045613,-0.06784348,0.87089612,-1.06865964,0.02480661,-0.02482885,0.00000000,-0.00000000,5.04839564,-6.29423875,1.27464356,-1.02947114,0.07776454,-0.13215607,2.99411932,-3.96082341
-5.52576288,6.79400772,-8.35257586,0.06246009,-0.06547386,0.86622561,-1.07787146,0.02493441,-0.02506694,0.00000000,-0.00000000,5.00491881,-6.30341144,1.29914061,-1.02183350,0.07445559,-0.13249138,2.99504732,-3.93458925
-5.51975988,6.79798193,-8.31378034,0.06446043,-0.06316852,0.86218576,-1.08424344,0.02510158,-0.02528675,0.00000000,-0.00000000,4.97232723,-6.30286478,1.32511312,-1.01332086,0.07126454,-0.13241314,3.00262504,-3.90671947
-5.51375688,6.81325282,-8.26674223,0.06641928,-0.06091915,0.85880530,-1.08751445,0.02530613,-0.02548534,0.00000000,-0.00000000,4.95148490,-6.29278080,1.35193411,-1.00385990,0.06822212,-0.13190174,3.01639244,-3.87725906
-5.50775388,6.83841489,-8.21136097,0.06829665,-0.05871985,0.85605166,-1.08751160,0.02554362,-0.02566111,0.00000000,-0.00000000,4.94270136,-6.27372549,1.37890435,-0.99342720,0.06535376,-0.13094712,3.03561810,-3.84640073
-5.50175088,6.87150749,-8.14792786,0.07005124,-0.05656764,0.85382964,-1.08415471,0.02580723,-0.02581377,0.00000000,-0.00000000,4.94569284,-6.24661993,1.40526601,-0.98204947,0.06267876,-0.12954896,3.05930013,-3.81447117
-5.49574787,6.91004773,-8.07709449,0.07164144,-0.05446275,0.85198335,-1.07745716,0.02608786,-0.02594425,0.00000000,-0.00000000,4.95957268,-6.21269273,1.43022003,-0.96980130,0.06020975,-0.12771673,3.08618170,-3.78190833
-5.48974487,6.95109295,-7.99982184,0.07302637,-0.05240859,0.85030147,-1.06752308,0.02637442,-0.02605447,0.00000000,-0.00000000,4.98287212,-6.17341582,1.45294659,-0.95680040,0.05795247,-0.12546931,3.11478094,-3.74923080
-5.48374187,6.99133076,-7.91731259,0.07416708,-0.05041158,0.84852553,-1.05454122,0.02665419,-0.02614714,0.00000000,-0.00000000,5.01359093,-6.13042660,1.47262811,-0.94320079,0.05590597,-0.12283427,3.14343440,-3.71700109
-5.47773887,7.02719281,-7.83093077,0.07502769,-0.04848071,0.84636094,-1.03877561,0.02691333,-0.02622544,0.00000000,-0.00000000,5.04927555,-6.08544004,1.48847393,-0.92918419,0.05406299,-0.11984691,3.17035222,-3.68578458
-5.47173587,7.05498723,-7.74211304,0.07557655,-0.04662704,0.84349014,-1.02055382,0.02713743,-0.02629268,0.00000000,-0.00000000,5.08712126,-6.04015524,1.49974565,-0.91495032,0.05241079,-0.11654903,3.19368252,-3.65610670
-5.46573287,7.07104330,-7.65227676,0.07578727,-0.04486304,0.83958721,-1.00025302,0.02731210,-0.02635202,0.00000000,-0.00000000,5.12409308,-5.99616120,1.50578207,-0.90070661,0.05093208,-0.11298751,3.21158202,-3.62841076
-5.45972986,7.07186137,-7.56273023,0.07563966,-0.04320192,0.83433333,-0.97828496,0.02742363,-0.02640608,0.00000000,-0.00000000,5.15705971,-5.95484666,1.50602265,-0.88665796,0.04960628,-0.10921278,3.22228938,-3.60301895
-5.45372686,7.05426057,-7.47459024,0.07512049,-0.04165698,0.82743223,-0.95508030,0.02745964,-0.02645673,0.00000000,-0.00000000,5.18293353,-5.91731902,1.50002839,-0.87299718,0.04841079,-0.10527717,3.22419770,-3.58009892
-5.44772386,7.01551696,-7.38871184,0.07422400,-0.04024095,0.81862477,-0.93107316,0.02740959,-0.02650478,0.00000000,-0.00000000,5.19880979,-5.88433680,1.48749911,-0.85989669,0.04732237,-0.10123331,3.21592245,-3.55963827
-5.44172086,6.95348524,-7.30563446,0.07295224,-0.03896554,0.80770219,-0.90668665,0.02726536,-0.02654989,0.00000000,-0.00000000,5.20209812,-5.85625949,1.46828645,-0.84750193,0.04631854,-0.09713262,3.19636159,-3.54142854
-5.43571786,6.86669805,-7.22554769,0.07131507,-0.03784100,0.79451706,-0.88231984,0.02702163,-0.02659044,0.00000000,-0.00000000,5.19063963,-5.83301780,1.44240175,-0.83592682,0.04537876,-0.09302391,3.16474481,-3.52506012
-5.42971486,6.75443800,-7.14827874,0.06932999,-0.03687591,0.77899169,-0.85833692,0.02667620,-0.02662355,0.00000000,-0.00000000,5.16280425,-5.81410640,1.41001857,-0.82525155,0.04448564,-0.08895213,3.12066953,-3.50992874
-5.42371186,6.61677922,-7.07330233,0.06702168,-0.03607703,0.76112342,-0.83505874,0.02623011,-0.02664516,0.00000000,-0.00000000,5.11756344,-5.79859962,1.37146969,-0.81552265,0.04362582,-0.08495740,3.06412201,-3.49525334
-5.41770885,6.45459642,-6.99977249,0.06442129,-0.03544934,0.74098659,-0.81275702,0.02568773,-0.02665020,0.00000000,-0.00000000,5.05453519,-5.78518983,1.32723853,-0.80675529,0.04279064,-0.08107430,2.99548260,-3.48010496
-5.41170585,6.26954158,-6.92657428,0.06156558,-0.03499617,0.71873128,-0.79165139,0.02505661,-0.02663287,0.00000000,-0.00000000,4.97399947,-5.77224650,1.27794564,-0.79893754,0.04197657,-0.07733141,2.91551513,-3.46344504
-5.40570285,6.06398952,-6.85239224,0.05849586,-0.03471942,0.69457865,-0.77190892,0.02434720,-0.02658691,0.00000000,-0.00000000,4.87688384,-5.75789305,1.22433053,-0.79203618,0.04118533,-0.07375111,2.82534099,-3.44417123
-5.39969985,5.84095548,-6.77579137,0.05525685,-0.03461978,0.66881342,-0.75364621,0.02357257,-0.02650597,0.00000000,-0.00000000,4.76472057,-5.74009735,1.16722979,-0.78600348,0.04042375,-0.07034970,2.72639945,-3.42116842
-5.39369685,5.60398873,-6.69530578,0.05189546,-0.03469706,0.64177370,-0.73693334,0.02274784,-0.02638397,0.00000000,-0.00000000,4.63957781,-5.71677105,1.10755244,-0.78078457,0.03970334,-0.06713767,2.62039619,-3.39336209
-5.38769385,5.35704744,-6.60952939,0.04845953,-0.03495039,0.61383867,-0.72179942,0.02188971,-0.02621548,0.00000000,-0.00000000,4.50396876,-5.68587253,1.04625328,-0.77632455,0.03903961,-0.06412027,2.50924256,-3.35977111
-5.38169085,5.10436073,-6.51720335,0.04499665,-0.03537843,0.58541488,-0.70823912,0.02101578,-0.02599603,0.00000000,-0.00000000,4.36074364,-5.64550766,0.98430557,-0.77257493,0.03845123,-0.06129818,2.39498841,-3.31955715
-5.37568784,4.85028392,-6.41729489,0.04155301,-0.03597945,0.55692158,-0.69621963,0.02014396,-0.02572245,0.00000000,-0.00000000,4.21296990,-5.59402332,0.92267386,-0.76949887,0.03795898,-0.05866826,2.27975154,-3.27206780
-5.36968484,4.59915327,-6.30906300,0.03817237,-0.03675135,0.52877592,-0.68568756,0.01929184,-0.02539306,0.00000000,-0.00000000,4.06380666,-5.53008852,0.86228799,-0.76707472,0.03758458,-0.05622441,2.16564673,-3.21687137
-5.36368184,4.35514603,-6.19210722,0.03489520,-0.03769155,0.50137852,-0.67657519,0.01847603,-0.02500783,0.00000000,-0.00000000,3.91637907,-5.45275917,0.80401914,-0.76529763,0.03734954,-0.05395846,2.05471730,-3.15378123
-5.35767884,4.12215118,-6.06639709,0.03175796,-0.03879676,0.47510012,-0.66880580,0.01771166,-0.02456848,0.00000000,-0.00000000,3.77365842,-5.36152334,0.74865861,-0.76417912,0.03727388,-0.05186094,1.94887165,-3.08286876
-5.35167584,3.90365527,-5.93228081,0.02879255,-0.04006268,0.45026977,-0.66229780,0.01701185,-0.02407842,0.00000000,-0.00000000,3.63835286,-5.25632520,0.69689999,-0.76374458,0.03737502,-0.04992187,1.84982716,-3.00446433
-5.34567284,3.70264706,-5.79047353,0.02602596,-0.04148365,0.42716490,-0.65696739,0.01638730,-0.02354267,0.00000000,-0.00000000,3.51281331,-5.13756701,0.64932493,-0.76402896,0.03766670,-0.04813137,1.75906308,-2.91914652
