energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Na_s_up,Te_p_up,Te_d_up
-5.55577789,3.20715725,0.04128141,0.45777642,1.02261897,1.42836109,0.01919944,0.89237876,0.00000000
-5.54977489,3.42962429,0.04449730,0.48106837,1.07355458,1.53065471,0.02063523,0.96642722,0.00000000
-5.54377189,3.66686756,0.04790791,0.50651490,1.13344479,1.63742685,0.02217444,1.04556720,0.00000000
-5.53776888,3.91479402,0.05146149,0.53349306,1.20083903,1.74684483,0.02379173,1.12872136,0.00000000
-5.53176588,4.16901542,0.05510169,0.56135139,1.27416654,1.85696543,0.02546003,1.21469727,0.00000000
-5.52576288,4.42493823,0.05876856,0.58942426,1.35176302,1.96577943,0.02715094,1.30220799,0.00000000
-5.51975988,4.67786141,0.06239982,0.61704641,1.43189944,2.07125939,0.02883518,1.38989648,0.00000000
-5.51375688,4.92308021,0.06593216,0.64356758,1.51281289,2.17140953,0.03048321,1.47636314,0.00000000
-5.50775388,5.15599307,0.06930272,0.66836670,1.59273927,2.26431622,0.03206577,1.56019617,0.00000000
-5.50175088,5.37220907,0.07245049,0.69086550,1.66994722,2.34819743,0.03355449,1.64000375,0.00000000
-5.49574787,5.56765237,0.07531783,0.71054093,1.74277260,2.42144937,0.03492253,1.71444722,0.00000000
-5.48974487,5.73866044,0.07785188,0.72693630,1.80965283,2.48268871,0.03614524,1.78227413,0.00000000
-5.48374187,5.88207254,0.08000591,0.73967056,1.86915994,2.53078877,0.03720064,1.84235000,0.00000000
-5.47773887,5.99530547,0.08174044,0.74844567,1.92003143,2.56490812,0.03807006,1.89368759,0.00000000
-5.47173587,6.07641348,0.08302428,0.75305165,1.96119775,2.58451071,0.03873853,1.93547260,0.00000000
-5.46573287,6.12413028,0.08383530,0.75336932,1.99180547,2.58937642,0.03919520,1.96708459,0.00000000
-5.45972986,6.13789129,0.08416085,0.74937052,2.01123508,2.57960184,0.03943359,1.98811242,0.00000000
-5.45372686,6.11783536,0.08399808,0.74111598,2.01911285,2.55559115,0.03945185,1.99836334,0.00000000
-5.44772386,6.06478572,0.08335378,0.72875084,2.01531597,2.51803744,0.03925278,1.99786540,0.00000000
-5.44172086,5.98021111,0.08224403,0.71249808,1.99997091,2.46789543,0.03884386,1.98686296,0.00000000
-5.43571786,5.86616846,0.08069362,0.69265011,1.97344488,2.40634666,0.03823717,1.96580550,0.00000000
-5.42971486,5.72522952,0.07873508,0.66955894,1.93633064,2.33475859,0.03744921,1.93533007,0.00000000
-5.42371186,5.56039440,0.07640765,0.64362513,1.88942542,2.25463930,0.03650065,1.89623812,0.00000000
-5.41770885,5.37499533,0.07375599,0.61528613,1.83370463,2.16758976,0.03541609,1.84946774,0.00000000
-5.41170585,5.17259450,0.07082877,0.58500430,1.77029141,2.07525532,0.03422371,1.79606224,0.00000000
-5.40570285,4.95687979,0.06767727,0.55325510,1.70042337,1.97927850,0.03295498,1.73713658,0.00000000
-5.39969985,4.73156241,0.06435389,0.52051573,1.62541763,1.88125461,0.03164429,1.67384288,0.00000000
-5.39369685,4.50027994,0.06091072,0.48725466,1.54663564,1.78269191,0.03032869,1.60733637,0.00000000
-5.38769385,4.26650821,0.05739825,0.45392228,1.46544902,1.68497752,0.02904750,1.53874321,0.00000000
-5.38169085,4.03348480,0.05386415,0.42094292,1.38320752,1.58935003,0.02784209,1.46913129,0.00000000
-5.37568784,3.80414641,0.05035228,0.38870827,1.30121019,1.49687957,0.02675558,1.39948502,0.00000000
-5.36968484,3.58108155,0.04690183,0.35757251,1.22068060,1.40845558,0.02583255,1.33068508,0.00000000
-5.36368184,3.36649951,0.04354673,0.32784892,1.14274649,1.32478241,0.02511877,1.26349349,0.00000000
-5.35767884,3.16221556,0.04031529,0.29980809,1.06842430,1.24638224,0.02466087,1.19854445,0.00000000
-5.35167584,2.96965193,0.03722998,0.27367750,0.99860854,1.17360494,0.02450602,1.13634094,0.00000000
-5.34567284,2.78985322,0.03430753,0.24964241,0.93406582,1.10664391,0.02470146,1.07725673,0.00000000
-5.33966983,2.62351465,0.03155911,0.22784785,0.87543302,1.04555698,0.02529401,1.02154355,0.00000000
-5.33366683,2.47102088,0.02899078,0.20840145,0.82321919,0.99029116,0.02632943,0.96934241,0.00000000
-5.32766383,2.33249296,0.02660394,0.19137698,0.77781029,0.94071020,0.02785171,0.92069855,0.00000000
-5.32166083,2.20784093,0.02439606,0.17681831,0.73947602,0.89662353,0.02990217,0.87557885,0.00000000
-5.31565783,2.09681931,0.02236125,0.16474370,0.70837816,0.85781574,0.03251853,0.83389076,0.00000000
-5.30965483,1.99908314,0.02049108,0.15515006,0.68457949,0.82407519,0.03573382,0.79550182,0.00000000
-5.30365183,1.91424225,0.01877524,0.14801727,0.66805278,0.79522116,0.03957526,0.76025876,0.00000000
-5.29764882,1.84191186,0.01720222,0.14331226,0.65868941,0.77112849,0.04406310,0.72800537,0.00000000
-5.29164582,1.78175795,0.01575997,0.14099289,0.65630735,0.75174926,0.04920949,0.69859847,0.00000000
-5.28564282,1.73353634,0.01443640,0.14101145,0.66065833,0.73713104,0.05501747,0.67192155,0.00000000
-5.27963982,1.69712471,0.01321990,0.14331804,0.67143436,0.72743135,0.06148008,0.64789551,0.00000000
-5.27363682,1.67254720,0.01209964,0.14786342,0.68827367,0.72292826,0.06857974,0.62648658,0.00000000
-5.26763382,1.65999178,0.01106589,0.15460180,0.71076664,0.72402713,0.07628789,0.60771125,0.00000000
-5.26163082,1.65982037,0.01011015,0.16349326,0.73846194,0.73126334,0.08456500,0.59163843,0.00000000
-5.25562781,1.67257240,0.00922526,0.17450595,0.77087334,0.74530133,0.09336097,0.57838897,0.00000000
-5.24962481,1.69896210,0.00840538,0.18761812,0.80748767,0.76692984,0.10261594,0.56813291,0.00000000
-5.24362181,1.73987008,0.00764594,0.20281991,0.84777411,0.79705350,0.11226149,0.56108480,0.00000000
-5.23761881,1.79632964,0.00694353,0.22011480,0.89119503,0.83668084,0.12222223,0.55749730,0.00000000
-5.23161581,1.86950806,0.00629576,0.23952083,0.93721839,0.88690866,0.13241769,0.55765344,0.00000000
-5.22561281,1.96068299,0.00570107,0.26107133,0.98533147,0.94890282,0.14276447,0.56185777,0.00000000
-5.21960980,2.07121411,0.00515858,0.28481519,1.03505551,1.02387538,0.15317850,0.57042652,0.00000000
-5.21360680,2.20250998,0.00466789,0.31081651,1.08596080,1.11305826,0.16357725,0.58367696,0.00000000
-5.20760380,2.35599002,0.00422894,0.33915348,1.13768148,1.21767337,0.17388189,0.60191603,0.00000000
-5.20160080,2.53304193,0.00384185,0.36991658,1.18992924,1.33889970,0.18401914,0.62542829,0.00000000
-5.19559780,2.73497464,0.00350678,0.40320584,1.24250519,1.47783753,0.19392271,0.65446328,0.00000000
-5.18959480,2.96296751,0.00322385,0.43912734,1.29530908,1.63547082,0.20353434,0.68922249,0.00000000
-5.18359180,3.21801674,0.00299306,0.47778888,1.34834522,1.81262826,0.21280417,0.72984595,0.00000000
-5.17758879,3.50088032,0.00281421,0.51929491,1.40172458,2.00994445,0.22169065,0.77639901,0.00000000
-5.17158579,3.81202340,0.00268686,0.56374110,1.45566284,2.22782245,0.23015979,0.82885944,0.00000000
-5.16558279,4.15156616,0.00261033,0.61120838,1.51047419,2.46639922,0.23818394,0.88710556,0.00000000
-5.15957979,4.51923675,0.00258365,0.66175707,1.56656108,2.72551571,0.24574011,0.95090591,0.00000000
-5.15357679,4.91433183,0.00260556,0.71542118,1.62440051,3.00469321,0.25280808,1.01991113,0.00000000
-5.14757379,5.33568756,0.00267451,0.77220319,1.68452710,3.30311753,0.25936832,1.09364890,0.00000000
-5.14157079,5.78166319,0.00278865,0.83206957,1.74751407,3.61963254,0.26539997,1.17152237,0.00000000
-5.13556778,6.25013971,0.00294581,0.89494736,1.81395274,3.95274396,0.27087911,1.25281299,0.00000000
-5.12956478,6.73853471,0.00314351,0.96072184,1.88443159,4.30063430,0.27577736,1.33668799,0.00000000
-5.12356178,7.24383460,0.00337892,1.02923557,1.95951563,4.66118896,0.28006104,1.42221288,0.00000000
-5.11755878,7.76264374,0.00364889,1.10028865,2.03972693,5.03203331,0.28369104,1.50836896,0.00000000
-5.11155578,8.29124987,0.00394990,1.17364034,2.12552705,5.41057963,0.28662329,1.59407567,0.00000000
-5.10555278,8.82570362,0.00427808,1.24901177,2.21730154,5.79408273,0.28881002,1.67821717,0.00000000
-5.09954977,9.36190946,0.00462921,1.32608965,2.31534719,6.17970209,0.29020162,1.75967234,0.00000000
-5.09354677,9.89572462,0.00499869,1.40453074,2.41986189,6.56456819,0.29074910,1.83734715,0.00000000
-5.08754377,10.42306177,0.00538164,1.48396673,2.53093712,6.94585060,0.29040694,1.91020813,0.00000000
-5.08154077,10.93999113,0.00577287,1.56400937,2.64855300,7.32082479,0.28913617,1.97731540,0.00000000
-5.07553777,11.44283756,0.00616698,1.64425557,2.77257555,7.68693509,0.28690748,2.03785381,0.00000000
-5.06953477,11.92826818,0.00655840,1.72429217,2.90275594,8.04185109,0.28370415,2.09116078,0.00000000
-5.06353177,12.39336676,0.00694153,1.80370035,3.03873149,8.38351503,0.27952463,2.13674930,0.00000000
-5.05752876,12.83569153,0.00731079,1.88205941,3.18002815,8.71017852,0.27438456,2.17432500,0.00000000
-5.05152576,13.25331396,0.00766076,1.95894999,3.32606435,9.02042675,0.26831802,2.20379638,0.00000000
-5.04552276,13.64483695,0.00798634,2.03395671,3.47615603,9.31318969,0.26137816,2.22527752,0.00000000
-5.03951976,14.00939191,0.00828282,2.10667019,3.62952298,9.58773961,0.25363679,2.23908309,0.00000000
-5.03351676,14.34661506,0.00854608,2.17668869,3.78529638,9.84367543,0.24518331,2.24571582,0.00000000
-5.02751376,14.65660443,0.00877263,2.24361941,3.94252755,10.08089465,0.23612275,2.24584673,0.00000000
-5.02151076,14.93985951,0.00895979,2.30707952,4.10019808,10.29955417,0.22657319,2.24028926,0.00000000
-5.01550775,15.19720666,0.00910574,2.36669722,4.25723108,10.50002183,0.21666257,2.22996813,0.00000000
-5.00950475,15.42971351,0.00920958,2.42211270,4.41250354,10.68282083,0.20652520,2.21588437,0.00000000
-5.00350175,15.63859626,0.00927138,2.47297925,4.56485957,10.84856938,0.19629793,2.19907809,0.00000000
-4.99749875,15.82512389,0.00929216,2.51896457,4.71312418,10.99791833,0.18611644,2.18059033,0.00000000
-4.99149575,15.99052334,0.00927389,2.55975216,4.85611717,11.13148937,0.17611149,2.16142576,0.00000000
-4.98549275,16.13588984,0.00921939,2.59504300,4.99266675,11.24981665,0.16640563,2.14251764,0.00000000
-4.97948974,16.26210608,0.00913230,2.62455739,5.12162245,11.35329447,0.15711020,2.12469627,0.00000000
-4.97348674,16.36977394,0.00901691,2.64803702,5.24186682,11.44213346,0.14832293,2.10866232,0.00000000
-4.96748374,16.45916176,0.00887808,2.66524714,5.35232579,11.51632766,0.14012616,2.09496583,0.00000000
-4.96148074,16.53017001,0.00872109,2.67597911,5.45197744,11.57563424,0.13258565,2.08399162,0.00000000
-4.95547774,16.58231716,0.00855149,2.68005301,5.53985924,11.61956745,0.12575015,2.07595159,0.00000000
-4.94947474,16.61474726,0.00837501,2.67732061,5.61507408,11.64740774,0.11965153,2.07088407,0.00000000
-4.94347174,16.62625971,0.00819740,2.66766862,5.67679532,11.65822632,0.11430564,2.06866020,0.00000000
-4.93746873,16.61536100,0.00802439,2.65102215,5.72427168,11.65092492,0.10971368,2.06899688,0.00000000
-4.93146573,16.58033710,0.00786153,2.62734863,5.75683241,11.62428977,0.10586407,2.07147588,0.00000000
-4.92546273,16.51934453,0.00771425,2.59666183,5.77389358,11.57705796,0.10273477,2.07556827,0.00000000
-4.91945973,16.43051678,0.00758775,2.55902621,5.77496600,11.50799386,0.10029592,2.08066317,0.00000000
-4.91345673,16.31208231,0.00748707,2.51456122,5.75966532,11.41597240,0.09851266,2.08609977,0.00000000
-4.90745373,16.16248926,0.00741706,2.46344555,5.72772458,11.30006573,0.09734811,2.09120124,0.00000000
-4.90145073,15.98053139,0.00738247,2.40592097,5.67900898,11.15962922,0.09676635,2.09530933,0.00000000
-4.89544772,15.76546954,0.00738797,2.34229558,5.61353274,10.99438245,0.09673524,2.09781810,0.00000000
-4.88944472,15.51714241,0.00743821,2.27294606,5.53147712,10.80448118,0.09722908,2.09820550,0.00000000
-4.88344172,15.23606101,0.00753788,2.19831873,5.43320868,10.59057597,0.09823093,2.09606140,0.00000000
-4.87743872,14.92348102,0.00769170,2.11892901,5.31929640,10.35385412,0.09973451,2.09111081,0.00000000
-4.87143572,14.58144866,0.00790447,2.03535908,5.19052623,10.09606184,0.10174554,2.08323133,0.00000000
-4.86543272,14.21281625,0.00818104,1.94825354,5.04791158,9.81950450,0.10428260,2.07246397,0.00000000
-4.85942971,13.82122520,0.00852626,1.85831296,4.89269821,9.52702396,0.10737721,2.05901669,0.00000000
-4.85342671,13.41105562,0.00894489,1.76628524,4.72636216,9.22195285,0.11107338,2.04326060,0.00000000
-4.84742371,12.98734333,0.00944155,1.67295507,4.55060000,8.90804694,0.11542631,2.02571881,0.00000000
-4.84142071,12.55566667,0.01002053,1.57913145,4.36731046,8.58939785,0.12050056,2.00704843,0.00000000
-4.83541771,12.12200718,0.01068568,1.48563383,4.17856759,8.27032918,0.12636745,1.98801642,0.00000000
-4.82941471,11.69258935,0.01144024,1.39327709,3.98658569,7.95528022,0.13310195,1.96947050,0.00000000
-4.82341171,11.27370599,0.01228666,1.30285604,3.79367690,7.64868196,0.14077912,1.95230637,0.00000000
-4.81740870,10.87153641,0.01322648,1.21512978,3.60220277,7.35483043,0.14947009,1.93743265,0.00000000
-4.81140570,10.49196493,0.01426013,1.13080668,3.41452152,7.07776265,0.15923789,1.92573537,0.00000000
-4.80540270,10.14040734,0.01538682,1.05053031,3.23293300,6.82114025,0.17013319,1.91804331,0.00000000
-4.79939970,9.82165241,0.01660446,0.97486704,3.05962335,6.58814551,0.18219011,1.91509594,0.00000000
-4.79339670,9.53972473,0.01790955,0.90429557,2.89661176,6.38139372,0.19542229,1.91751529,0.00000000
-4.78739370,9.29777402,0.01929712,0.83919878,2.74570109,6.20286524,0.20981938,1.92578265,0.00000000
-4.78139070,9.09799489,0.02076077,0.77985825,2.60843457,6.05385925,0.22534412,1.94022132,0.00000000
-4.77538769,8.94157910,0.02229263,0.72645139,2.48605982,5.93497060,0.24193010,1.96098551,0.00000000
-4.76938469,8.82870134,0.02388344,0.67905136,2.37950162,5.84608975,0.25948037,1.98805584,0.00000000
-4.76338169,8.75853755,0.02552260,0.63762957,2.28934405,5.78642488,0.27786699,2.02124122,0.00000000
-4.75737869,8.72931380,0.02719827,0.60206065,2.21582250,5.75454456,0.29693155,2.06018653,0.00000000
-4.75137569,8.73838236,0.02889748,0.57212958,2.15882539,5.74843824,0.31648671,2.10438562,0.00000000
-4.74537269,8.78232083,0.03060621,0.54754070,2.11790531,5.76559164,0.33631884,2.15319856,0.00000000
-4.73936968,8.85704951,0.03230959,0.52792814,2.09229875,5.80307352,0.35619151,2.20587232,0.00000000
-4.73336668,8.95796196,0.03399198,0.51286743,2.08095357,5.85763026,0.37585005,2.26156366,0.00000000
-4.72736368,9.08006371,0.03563718,0.50188783,2.08256303,5.92578465,0.39502686,2.31936345,0.00000000
-4.72136068,9.21811424,0.03722857,0.49448492,2.09560506,6.00393558,0.41344739,2.37832132,0.00000000
-4.71535768,9.36676779,0.03874932,0.49013342,2.11838567,6.08845556,0.43083669,2.43746997,0.00000000
-4.70935468,9.52070942,0.04018261,0.48829954,2.14908502,6.17578350,0.44692631,2.49584843,0.00000000
-4.70335168,9.67478283,0.04151187,0.48845298,2.18580505,6.26251052,0.46146128,2.55252382,0.00000000
-4.69734867,9.82410780,0.04272104,0.49007807,2.22661735,6.34545733,0.47420710,2.60661132,0.00000000
-4.69134567,9.96418518,0.04379491,0.49268413,2.26961029,6.42174170,0.48495637,2.65729211,0.00000000
-4.68534267,10.09098811,0.04471937,0.49581465,2.31293427,6.48883551,0.49353490,2.70382916,0.00000000
-4.67933967,10.20103873,0.04548184,0.49905542,2.35484418,6.54461064,0.49980713,2.74558090,0.00000000
-4.67333667,10.29146956,0.04607153,0.50204132,2.39373816,6.58737370,0.50368059,2.78201271,0.00000000
-4.66733367,10.36006938,0.04647985,0.50446186,2.42819188,6.61588936,0.50510919,2.81270611,0.00000000
-4.66133067,10.40531311,0.04670072,0.50606527,2.45698751,6.62939245,0.50409537,2.83736567,0.00000000
-4.65532766,10.42637560,0.04673083,0.50666121,2.47913685,6.62758894,0.50069078,2.85582348,0.00000000
-4.64932466,10.42312908,0.04656990,0.50612199,2.49389786,6.61064594,0.49499560,2.86804085,0.00000000
-4.64332166,10.39612411,0.04622084,0.50438236,2.50078441,6.57917105,0.48715641,2.87410715,0.00000000
-4.63731866,10.34655415,0.04568982,0.50143775,2.49956865,6.53418128,0.47736263,2.87423552,0.00000000
-4.63131566,10.27620382,0.04498622,0.49734121,2.49027611,6.47706207,0.46584175,2.86875512,0.00000000
-4.62531266,10.18738162,0.04412255,0.49219884,2.47317358,6.40951711,0.45285328,2.85809993,0.00000000
-4.61930965,10.08283805,0.04311414,0.48616404,2.44874992,6.33350977,0.43868187,2.84279401,0.00000000
-4.61330665,9.96567075,0.04197885,0.47943060,2.41769061,6.25119736,0.42362960,2.82343341,0.00000000
-4.60730365,9.83921882,0.04073655,0.47222475,2.38084663,6.16485987,0.40800781,2.80066506,0.00000000
-4.60130065,9.70694926,0.03940865,0.46479649,2.33919880,6.07682492,0.39212884,2.77516329,0.00000000
-4.59529765,9.57233889,0.03801744,0.45741038,2.29381890,5.98939121,0.37629770,2.74760467,0.00000000
-4.58929465,9.43875575,0.03658552,0.45033601,2.24582879,5.90475288,0.36080432,2.71864230,0.00000000
-4.58329165,9.30934427,0.03513507,0.44383850,2.19635924,5.82492746,0.34591630,2.68888050,0.00000000
-4.57728864,9.18691875,0.03368729,0.43816923,2.14650994,5.75169006,0.33187265,2.65885131,0.00000000
-4.57128564,9.07386960,0.03226175,0.43355715,2.09731230,5.68651647,0.31887856,2.62899394,0.00000000
-4.56528264,8.97208645,0.03087592,0.43020097,2.04969639,5.63053759,0.30710150,2.59963832,0.00000000
-4.55927964,8.88290176,0.02954472,0.42826232,2.00446339,5.58450718,0.29666854,2.57099392,0.00000000
-4.55327664,8.80705766,0.02828019,0.42786029,1.96226449,5.54878466,0.28766517,2.54314444,0.00000000
-4.54727364,8.74469797,0.02709131,0.42906739,1.92358706,5.52333375,0.28013537,2.51604900,0.00000000
-4.54127064,8.69538591,0.02598396,0.43190711,1.88874830,5.50773737,0.27408310,2.48954992,0.00000000
-4.53526763,8.65814712,0.02496093,0.43635312,1.85789667,5.50122834,0.26947481,2.46338692,0.00000000
-4.52926463,8.63153618,0.02402211,0.44233017,1.83102055,5.50273469,0.26624308,2.43721703,0.00000000
-4.52326163,8.61372372,0.02316479,0.44971662,1.80796352,5.51093784,0.26429105,2.41063937,0.00000000
-4.51725863,8.60260035,0.02238402,0.45834852,1.78844540,5.52434115,0.26349743,2.38322346,0.00000000
-4.51125563,8.59589251,0.02167302,0.46802505,1.77208767,5.54134605,0.26372192,2.35453966,0.00000000
-4.50525263,8.59128521,0.02102370,0.47851526,1.75844202,5.56033237,0.26481088,2.32419004,0.00000000
-4.49924962,8.58654592,0.02042710,0.48956567,1.74702039,5.57973974,0.26660286,2.29183804,0.00000000
-4.49324662,8.57964420,0.01987393,0.50090863,1.73732506,5.59814640,0.26893399,2.25723537,0.00000000
