energy_ev,total_up,Sb_p_up,Sb_d_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-5.69384692,3.68270618,0.71366666,0.00629292,0.10745553,1.88871953,1.34582511,1.01643463
-5.68784392,3.63616444,0.72624204,0.00644777,0.10440571,1.84100176,1.32393419,0.98949246
-5.68184092,3.59370775,0.73888312,0.00661366,0.10119019,1.79616588,1.30627075,0.96350563
-5.67583792,3.55600610,0.75154736,0.00679001,0.09784990,1.75475703,1.29304327,0.93884878
-5.66983492,3.52365796,0.76419977,0.00697618,0.09442644,1.71725864,1.28439454,0.91586729
-5.66383192,3.49718543,0.77681397,0.00717149,0.09096131,1.68408742,1.28040127,0.89487235
-5.65782891,3.47702803,0.78937243,0.00737522,0.08749513,1.65558825,1.28107383,0.87613592
-5.65182591,3.46353501,0.80186586,0.00758659,0.08406688,1.63202899,1.28635615,0.85988583
-5.64582291,3.45695666,0.81429197,0.00780481,0.08071324,1.61359549,1.29612574,0.84630121
-5.63981991,3.45743531,0.82665352,0.00802901,0.07746786,1.60038708,1.31019425,0.83550829
-5.63381691,3.46499674,0.83895607,0.00825825,0.07436085,1.59241284,1.32830869,0.82757699
-5.62781391,3.47954285,0.85120547,0.00849153,0.07141827,1.58958928,1.35015356,0.82251850
-5.62181091,3.50084679,0.86340535,0.00872776,0.06866180,1.59173966,1.37535425,0.82028410
-5.61580790,3.52855108,0.87555480,0.00896576,0.06610850,1.59859561,1.40348180,0.82076557
-5.60980490,3.56216973,0.88764639,0.00920428,0.06377077,1.60980121,1.43405926,0.82379725
-5.60380190,3.60109483,0.89966467,0.00944198,0.06165636,1.62491991,1.46656971,0.82916000
-5.59779890,3.64460779,0.91158516,0.00967746,0.05976860,1.64344429,1.50046582,0.83658702
-5.59179590,3.69189538,0.92337400,0.00990928,0.05810669,1.66480870,1.53518092,0.84577154
-5.58579290,3.74207013,0.93498813,0.01013602,0.05666610,1.68840451,1.57014124,0.85637612
-5.57978989,3.79419455,0.94637595,0.01035627,0.05543912,1.71359751,1.60477901,0.86804346
-5.57378689,3.84730829,0.95747851,0.01056868,0.05441535,1.73974697,1.63854606,0.88040819
-5.56778389,3.90045727,0.96823097,0.01077204,0.05358231,1.76622572,1.67092738,0.89310928
-5.56178089,3.95272340,0.97856435,0.01096528,0.05292606,1.79244040,1.70145414,0.90580261
-5.55577789,4.00325388,0.98840738,0.01114750,0.05243174,1.81785104,1.72971581,0.91817317
-5.54977489,4.05128864,0.99768844,0.01131806,0.05208413,1.84198926,1.75537073,0.92994635
-5.54377189,4.09618478,1.00633740,0.01147656,0.05186813,1.86447423,1.77815498,0.94089773
-5.53776888,4.13743710,1.01428745,0.01162288,0.05176916,1.88502567,1.79788888,0.95086123
-5.53176588,4.17469365,1.02147669,0.01175719,0.05177354,1.90347336,1.81448126,0.95973480
-5.52576288,4.20776592,1.02784967,0.01187995,0.05186866,1.91976269,1.82793099,0.96748381
-5.51975988,4.23663294,1.03335867,0.01199193,0.05204323,1.93395597,1.83832592,0.97414166
-5.51375688,4.26143956,1.03796482,0.01209414,0.05228730,1.94622942,1.84583921,0.97980771
-5.50775388,4.28248851,1.04163904,0.01218786,0.05259232,1.95686590,1.85072309,0.98464248
-5.50175088,4.30022694,1.04436274,0.01227459,0.05295102,1.96624356,1.85330035,0.98886041
-5.49574787,4.31522759,1.04612836,0.01235599,0.05335733,1.97482094,1.85395367,0.99272031
-5.48974487,4.32816551,1.04693960,0.01243387,0.05380621,1.98311877,1.85311323,0.99651396
-5.48374187,4.33979087,1.04681143,0.01251012,0.05429343,1.99169940,1.85124286,1.00055315
-5.47773887,4.35089882,1.04576974,0.01258664,0.05481536,2.00114430,1.84882515,1.00515583
-5.47173587,4.36229749,1.04385078,0.01266531,0.05536870,2.01203051,1.84634591,1.01063173
-5.46573287,4.37477488,1.04110010,0.01274792,0.05595025,2.02490677,1.84427852,1.01726797
-5.45972986,4.38906595,1.03757129,0.01283611,0.05655667,2.04027019,1.84306842,1.02531537
-5.45372686,4.40582092,1.03332434,0.01293131,0.05718422,2.05854418,1.84311854,1.03497570
-5.44772386,4.42557576,1.02842372,0.01303466,0.05782858,2.08005848,1.84477574,1.04639072
-5.44172086,4.44872612,1.02293630,0.01314702,0.05848466,2.10503191,1.84831914,1.05963298
-5.43571786,4.47550565,1.01692918,0.01326885,0.05914643,2.13355871,1.85395050,1.07469928
-5.42971486,4.50596966,1.01046744,0.01340024,0.05980688,2.16559873,1.86178715,1.09150664
-5.42371186,4.53998500,1.00361220,0.01354084,0.06045793,2.20097233,1.87185789,1.10989131
-5.41770885,4.57722682,0.99641881,0.01368983,0.06109045,2.23936006,1.88410206,1.12961078
-5.41170585,4.61718276,0.98893557,0.01384598,0.06169438,2.28030743,1.89837190,1.15034894
-5.40570285,4.65916473,0.98120289,0.01400763,0.06225885,2.32323495,1.91443847,1.17172421
-5.39969985,4.70232831,0.97325312,0.01417271,0.06277237,2.36745307,1.93200067,1.19330042
-5.39369685,4.74569934,0.96511094,0.01433881,0.06322318,2.41218186,1.95069754,1.21460029
-5.38769385,4.78820697,0.95679447,0.01450324,0.06359954,2.45657485,1.97012301,1.23512090
-5.38169085,4.82872216,0.94831689,0.01466310,0.06389011,2.49974627,1.98984284,1.25435065
-5.37568784,4.86610006,0.93968857,0.01481541,0.06408444,2.54080069,2.00941288,1.27178724
-5.36968484,4.89922478,0.93091951,0.01495716,0.06417334,2.57886406,2.02839784,1.28695573
-5.36368184,4.92705442,0.92202186,0.01508547,0.06414935,2.61311486,2.04638972,1.29942620
-5.35767884,4.94866432,0.91301243,0.01519767,0.06400715,2.64281406,2.06302486,1.30883009
-5.35167584,4.96328646,0.90391478,0.01529138,0.06374392,2.66733245,2.07799875,1.31487455
-5.34567284,4.97034288,0.89476082,0.01536468,0.06335961,2.68617431,2.09107775,1.31735420
-5.33966983,4.96947136,0.88559166,0.01541609,0.06285716,2.69899596,2.10210689,1.31615965
-5.33366683,4.96054170,0.87645754,0.01544471,0.06224254,2.70561846,2.11101346,1.31128240
-5.32766383,4.94366164,0.86741675,0.01545020,0.06152475,2.70603365,2.11780574,1.30281577
-5.32166083,4.91917178,0.85853357,0.01543280,0.06071559,2.70040307,2.12256724,1.29095191
-5.31565783,4.88762956,0.84987514,0.01539330,0.05982936,2.68904992,2.12544631,1.27597475
-5.30965483,4.84978287,0.84150760,0.01533302,0.05888245,2.67244410,2.12664195,1.25824943
-5.30365183,4.80653460,0.83349152,0.01525368,0.05789275,2.65118120,2.12638650,1.23820844
-5.29764882,4.75889986,0.82587694,0.01515738,0.05687907,2.62595643,2.12492616,1.21633525
-5.29164582,4.70795816,0.81869850,0.01504642,0.05586036,2.59753465,2.12250067,1.19314615
-5.28564282,4.65480300,0.81197074,0.01492322,0.05485508,2.56671814,2.11932333,1.16917108
-5.27963982,4.60049189,0.80568420,0.01479019,0.05388045,2.53431372,2.11556270,1.14493448
-5.27363682,4.54599924,0.79980255,0.01464963,0.05295178,2.50110083,2.11132716,1.12093693
-5.26763382,4.49217500,0.79426095,0.01450362,0.05208188,2.46780230,2.10665341,1.09763852
-5.26163082,4.43971117,0.78896607,0.01435394,0.05128061,2.43505910,2.10149977,1.07544462
-5.25562781,4.38911810,0.78379772,0.01420199,0.05055453,2.40341044,2.09574479,1.05469475
-5.24962481,4.34071172,0.77861224,0.01404883,0.04990669,2.37328002,2.08919135,1.03565493
-5.24362181,4.29461220,0.77324742,0.01389507,0.04933661,2.34496897,2.08157616,1.01851374
-5.23761881,4.25075403,0.76752892,0.01374101,0.04884043,2.31865556,2.07258409,1.00338221
-5.23161581,4.20890654,0.76127770,0.01358659,0.04841118,2.29440156,2.06186654,0.99029733
-5.22561281,4.16870332,0.75431825,0.01343153,0.04803918,2.27216434,2.04906284,0.97922881
-5.21960980,4.12967875,0.74648695,0.01327536,0.04771261,2.25181403,2.03382316,0.97008862
-5.21360680,4.09130896,0.73764036,0.01311753,0.04741807,2.23315426,2.01583188,0.96274269
-5.20760380,4.05305480,0.72766263,0.01295753,0.04714128,2.21594527,1.99482969,0.95702397
-5.20160080,4.01440408,0.71647186,0.01279490,0.04686772,2.19992775,1.97063332,0.95274610
-5.19559780,3.97491047,0.70402491,0.01262937,0.04658330,2.18484614,1.94315160,0.94971699
-5.18959480,3.93422697,0.69032034,0.01246086,0.04627492,2.17046976,1.91239700,0.94775145
-5.18359180,3.89213191,0.67539939,0.01228957,0.04593102,2.15661091,1.87849204,0.94668237
-5.17758879,3.84854644,0.65934492,0.01211591,0.04554196,2.14313886,1.84167015,0.94636984
-5.17158579,3.80354264,0.64227840,0.01194055,0.04510035,2.12998906,1.80227119,0.94670786
-5.16558279,3.75734229,0.62435508,0.01176434,0.04460123,2.11716755,1.76073191,0.94762845
-5.15957979,3.71030681,0.60575784,0.01158831,0.04404209,2.10475029,1.71757205,0.94910308
-5.15357679,3.66291949,0.58668985,0.01141352,0.04342288,2.09287807,1.67337686,0.95114152
-5.14757379,3.61576144,0.56736676,0.01124109,0.04274583,2.08174739,1.62877736,0.95378835
-5.14157079,3.56948324,0.54800866,0.01107203,0.04201521,2.07159829,1.58442924,0.95711754
-5.13556778,3.52477415,0.52883247,0.01090725,0.04123708,2.06270003,1.54099163,0.96122552
-5.12956478,3.48233102,0.51004506,0.01074747,0.04041894,2.05533570,1.49910697,0.96622323
-5.12356178,3.44282881,0.49183746,0.01059318,0.03956939,2.04978680,1.45938268,0.97222772
-5.11755878,3.40689440,0.47438054,0.01044462,0.03869783,2.04631873,1.42237567,0.97935382
-5.11155578,3.37508510,0.45782220,0.01030180,0.03781405,2.04516815,1.38858002,0.98770631
-5.10555278,3.34787279,0.44228617,0.01016450,0.03692804,2.04653266,1.35841819,0.99737314
-5.09954977,3.32563414,0.42787239,0.01003232,0.03604966,2.05056345,1.33223587,1.00841981
-5.09354677,3.30864714,0.41465876,0.00990472,0.03518849,2.05736110,1.31030020,1.02088532
-5.08754377,3.29709332,0.40270404,0.00978114,0.03435360,2.06697434,1.29280103,1.03477968
-5.08154077,3.29106515,0.39205157,0.00966098,0.03355349,2.07940188,1.27985474,1.05008311
-5.07553777,3.29057730,0.38273346,0.00954377,0.03279595,2.09459657,1.27150983,1.06674659
-5.06953477,3.29558079,0.37477493,0.00942919,0.03208800,2.11247160,1.26775391,1.08469389
-5.06353177,3.30597829,0.36819825,0.00931713,0.03143588,2.13290794,1.26852113,1.10382450
-5.05752876,3.32163954,0.36302627,0.00920775,0.03084498,2.15576238,1.27369962,1.12401745
-5.05152576,3.34241529,0.35928484,0.00910150,0.03031981,2.18087556,1.28313842,1.14513543
-5.04552276,3.36814882,0.35700435,0.00899913,0.02986404,2.20807921,1.29665347,1.16702910
-5.03951976,3.39868410,0.35621990,0.00890167,0.02948036,2.23720225,1.31403250,1.18954114
-5.03351676,3.43387001,0.35697028,0.00881041,0.02917057,2.26807523,1.33503859,1.21250996
-5.02751376,3.47356043,0.35929572,0.00872683,0.02893544,2.30053290,1.35941258,1.23577266
-5.02151076,3.51761019,0.36323453,0.00865253,0.02877477,2.33441483,1.38687448,1.25916738
-5.01550775,3.56586740,0.36881888,0.00858915,0.02868729,2.36956426,1.41712394,1.28253483
-5.00950475,3.61816284,0.37606994,0.00853829,0.02867069,2.40582526,1.44984044,1.30571918
-5.00350175,3.67429730,0.38499276,0.00850141,0.02872159,2.44303867,1.48468318,1.32856831
-4.99749875,3.73402798,0.39557107,0.00847973,0.02883556,2.48103736,1.52129129,1.35093373
-4.99149575,3.79705533,0.40776254,0.00847418,0.02900716,2.51964127,1.55928462,1.37267033
-4.98549275,3.86301125,0.42149473,0.00848528,0.02923002,2.55865280,1.59826527,1.39363627
-4.97948974,3.93145020,0.43666202,0.00851311,0.02949690,2.59785329,1.63782023,1.41369311
-4.97348674,4.00184397,0.45312387,0.00855731,0.02979980,2.63700086,1.67752516,1.43270666
-4.96748374,4.07358117,0.47070452,0.00861699,0.03013014,2.67583030,1.71694940,1.45054855
-4.96148074,4.14597197,0.48919435,0.00869078,0.03047889,2.71405517,1.75566213,1.46709865
-4.95547774,4.21825847,0.50835297,0.00877688,0.03083678,2.75137241,1.79323968,1.48224850
-4.94947474,4.28963064,0.52791394,0.00887304,0.03119447,2.78746935,1.82927364,1.49590568
-4.94347174,4.35924763,0.54759107,0.00897671,0.03154276,2.82203319,1.86337974,1.50799888
-4.93746873,4.42626368,0.56708611,0.00908506,0.03187287,2.85476248,1.89520703,1.51848365
-4.93146573,4.48985776,0.58609761,0.00919511,0.03217656,2.88538020,1.92444722,1.52734835
-4.92546273,4.54926577,0.60433047,0.00930385,0.03244643,2.91364792,1.95084376,1.53462014
-4.91945973,4.60381365,0.62150597,0.00940831,0.03267606,2.93938029,1.97420029,1.54037042
-4.91345673,4.65295010,0.63737172,0.00950571,0.03286027,2.96245903,1.99438822,1.54471941
-4.90745373,4.69627696,0.65171111,0.00959358,0.03299523,2.98284573,2.01135295,1.54783940
-4.90145073,4.73357563,0.66435182,0.00966982,0.03307863,3.00059250,2.02511854,1.54995630
-4.89544772,4.76482797,0.67517292,0.00973284,0.03310982,3.01584976,2.03579042,1.55134912
-4.88944472,4.79023012,0.68411023,0.00978159,0.03308987,3.02887044,2.04355584,1.55234708
-4.88344172,4.81019806,0.69115945,0.00981564,0.03302160,3.04000997,2.04868197,1.55332426
-4.87743872,4.82536400,0.69637705,0.00983519,0.03290961,3.04972175,2.05151125,1.55469164
-4.87143572,4.83656312,0.69987856,0.00984109,0.03276019,3.05854779,2.05245417,1.55688670
-4.86543272,4.84481069,0.70183436,0.00983482,0.03258122,3.06710454,2.05197925,1.56036072
-4.85942971,4.85126977,0.70246300,0.00981842,0.03238202,3.07606429,2.05060045,1.56556414
-4.85342671,4.85721075,0.70202232,0.00979446,0.03217310,3.08613249,2.04886233,1.57293060
-4.84742371,4.86396388,0.70079866,0.00976589,0.03196593,3.09802189,2.04732312,1.58285997
-4.84142071,4.87286679,0.69909466,0.00973597,0.03177258,3.11242445,2.04653651,1.59570138
-4.83541771,4.88520918,0.69721613,0.00970813,0.03160541,3.12998220,2.04703252,1.61173684
-4.82941471,4.90217713,0.69545864,0.00968582,0.03147665,3.15125836,2.04929831,1.63116622
-4.82341171,4.92479981,0.69409446,0.00967241,0.03139804,3.17671016,2.05375988,1.65409449
-4.81740870,4.95390111,0.69336045,0.00967099,0.03138044,3.20666478,2.06076513,1.68052182
-4.81140570,4.99005883,0.69344753,0.00968431,0.03143345,3.24129964,2.07056961,1.71033734
-4.80540270,5.03357358,0.69449230,0.00971461,0.03156509,3.28062841,2.08332529,1.74331693
-4.79939970,5.08444938,0.69657118,0.00976359,0.03178148,3.32449351,2.09907338,1.77912548
-4.79339670,5.14238712,0.69969741,0.00983229,0.03208668,3.37256589,2.11774143,1.81732373
-4.78739370,5.20679161,0.70382106,0.00992107,0.03248246,3.42435238,2.13914524,1.85737967
-4.78139070,5.27679214,0.70883206,0.01002959,0.03296829,3.47921053,2.16299559,1.89868423
-4.77538769,5.35127591,0.71456608,0.01015686,0.03354130,3.53637047,2.18890954,1.94057065
-4.76938469,5.42893268,0.72081288,0.01030125,0.03419640,3.59496299,2.21642607,1.98233704
-4.76338169,5.50830880,0.72732683,0.01046057,0.03492640,3.65405264,2.24502525,2.02327099
-4.75737869,5.58786783,0.73383885,0.01063217,0.03572226,3.71267434,2.27415014,2.06267543
-4.75137569,5.66605489,0.74006921,0.01081303,0.03657334,3.76987182,2.30323036,2.09989449
-4.74537269,5.74136155,0.74574058,0.01099988,0.03746775,3.82473601,2.33170631,2.13433829
-4.73936968,5.81238799,0.75059048,0.01118933,0.03839263,3.87644168,2.35905269,2.16550549
-4.73336668,5.87789947,0.75438272,0.01137797,0.03933455,3.92428036,2.38480023,2.19300255
-4.72736368,5.93687429,0.75691704,0.01156248,0.04027982,3.96768809,2.40855468,2.21655883
-4.72136068,5.98854113,0.75803673,0.01173973,0.04121485,4.00626658,2.43001189,2.23603677
-4.71535768,6.03240401,0.75763382,0.01190684,0.04212645,4.03979693,2.44896854,2.25143661
-4.70935468,6.06825408,0.75565169,0.01206131,0.04300208,4.06824507,2.46532784,2.26289550
-4.70335168,6.09616785,0.75208518,0.01220095,0.04383018,4.09175903,2.47910010,2.27068084
-4.69734867,6.11649251,0.74697824,0.01232404,0.04460031,4.11065795,2.49039828,2.27517831
-4.69134567,6.12981938,0.74041955,0.01242923,0.04530340,4.12541381,2.49942863,2.27687494
-4.68534267,6.13694727,0.73253633,0.01251560,0.04593188,4.13662650,2.50647729,2.27633808
-4.67933967,6.13883781,0.72348695,0.01258264,0.04647983,4.14499377,2.51189335,2.27419107
-4.67333667,6.13656537,0.71345267,0.01263020,0.04694311,4.15127744,2.51606942,2.27108680
-4.66733367,6.13126388,0.70262916,0.01265850,0.04731946,4.15626742,2.51942063,2.26768023
-4.66133067,6.12407354,0.69121814,0.01266806,0.04760855,4.16074531,2.52236316,2.26460100
-4.65532766,6.11608942,0.67941963,0.01265971,0.04781208,4.16544911,2.52529324,2.26242736
-4.64932466,6.10831457,0.66742505,0.01263453,0.04793376,4.17104056,2.52856770,2.26166246
-4.64332166,6.10161919,0.65541146,0.01259385,0.04797939,4.17807652,2.53248668,2.26271389
-4.63731866,6.09670746,0.64353714,0.01253920,0.04795672,4.18698532,2.53727949,2.26587735
-4.63131566,6.09409292,0.63193836,0.01247229,0.04787548,4.19804906,2.54309389,2.27132499
-4.62531266,6.09408313,0.62072756,0.01239503,0.04774716,4.21139249,2.54998936,2.27909878
-4.61930965,6.09677351,0.60999256,0.01230944,0.04758487,4.22697846,2.55793437,2.28910924
-4.61330665,6.10205035,0.59979697,0.01221769,0.04740309,4.24461038,2.56680782,2.30113928
-4.60730365,6.10960223,0.59018125,0.01212206,0.04721734,4.26394101,2.57640445,2.31485306
-4.60130065,6.11893915,0.58116459,0.01202489,0.04704383,4.28448741,2.58644383,2.32980940
-4.59529765,6.12941825,0.57274715,0.01192859,0.04689907,4.30565125,2.59658285,2.34547909
-4.58929465,6.14027490,0.56491266,0.01183558,0.04679936,4.32674367,2.60643077,2.36126546
-4.58329165,6.15065800,0.55763116,0.01174829,0.04676034,4.34701359,2.61556671,2.37652727
-4.57728864,6.15966794,0.55086184,0.01166911,0.04679647,4.36567863,2.62355860,2.39060307
-4.57128564,6.16639604,0.54455582,0.01160037,0.04692059,4.38195726,2.62998314,2.40283609
-4.56528264,6.16996403,0.53865894,0.01154430,0.04714337,4.39510120,2.63444598,2.41259874
-4.55927964,6.16956227,0.53311438,0.01150300,0.04747299,4.40442685,2.63660146,2.41931574
-4.55327664,6.16448551,0.52786519,0.01147840,0.04791470,4.40934467,2.63617123,2.42248515
-4.54727364,6.15416499,0.52285667,0.01147230,0.04847059,4.40938547,2.63296117,2.42169661
-4.54127064,6.13819586,0.51803853,0.01148625,0.04913941,4.40422278,2.62687589,2.41664603
-4.53526763,6.11635904,0.51336687,0.01152160,0.04991647,4.39369049,2.61793044,2.40714655
-4.52926463,6.08863675,0.50880580,0.01157945,0.05079368,4.37779519,2.60625869,2.39313516
-4.52326163,6.05522124,0.50432879,0.01166064,0.05175970,4.35672277,2.59211818,2.37467524
-4.51725863,6.01651633,0.49991953,0.01176572,0.05280019,4.33083923,2.57589107,2.35195477
-4.51125563,5.97313174,0.49557231,0.01189492,0.05389813,4.30068548,2.55808126,2.32528054
-4.50525263,5.92587042,0.49129190,0.01204817,0.05503427,4.26696665,2.53930773,2.29506880
-4.49924962,5.87570923,0.48709284,0.01222501,0.05618760,4.23053606,2.52029422,2.26183263
-4.49324662,5.82377376,0.48299809,0.01242461,0.05733594,4.19237466,2.50185564,2.22616687
-4.48724362,5.77130822,0.47903727,0.01264576,0.05845648,4.15356665,2.48488171,2.18873096
-4.48124062,5.71964140,0.47524432,0.01288678,0.05952635,4.11527208,2.47031826,2.15023071
-4.47523762,5.67015019,0.47165489,0.01314559,0.06052324,4.07869763,2.45914690,2.11139944
-4.46923462,5.62422181,0.46830341,0.01341963,0.06142589,4.04506627,2.45236374,2.07297925
-4.46323162,5.58321636,0.46522025,0.01370593,0.06221463,4.01558720,2.45095775,2.03570311
-4.45722861,5.54843099,0.46242890,0.01400106,0.06287177,3.99142672,2.45588956,2.00027826
-4.45122561,5.52106696,0.45994354,0.01430123,0.06338197,3.97368115,2.46807109,1.96737140
-4.44522261,5.50220090,0.45776709,0.01460228,0.06373258,3.96335252,2.48834692,1.93759600
-4.43921961,5.49276103,0.45588989,0.01489979,0.06391375,3.96132775,2.51747741,1.91150205
-4.43321661,5.49350918,0.45428919,0.01518916,0.06391866,3.96836172,2.55612424,1.88956833
-4.42721361,5.50502905,0.45292944,0.01546569,0.06374349,3.98506471,2.60483853,1.87219716
-4.42121061,5.52772079,0.45176347,0.01572474,0.06338748,4.01189422,2.66405146,1.85971174
-4.41520760,5.56180181,0.45073444,0.01596181,0.06285282,4.04915129,2.73406768,1.85235565
-4.40920460,5.60731335,0.44977863,0.01617272,0.06214456,4.09698101,2.81506122,1.85029444
-4.40320160,5.66413231,0.44882873,0.01635370,0.06127044,4.15537697,2.90707373,1.85361891
-4.39719860,5.73198709,0.44781767,0.01650157,0.06024073,4.22418908,3.01001498,1.86234978
-4.39119560,5.81047688,0.44668256,0.01661382,0.05906798,4.30313430,3.12366517,1.87644326
-4.38519260,5.89909278,0.44536874,0.01668872,0.05776685,4.39180948,3.24767885,1.89579724
-4.37918959,5.99723981,0.44383359,0.01672543,0.05635383,4.48970567,3.38159018,1.92025770
-4.37318659,6.10425857,0.44204983,0.01672401,0.05484700,4.59622322,3.52481919,1.94962493
-4.36718359,6.21944529,0.44000824,0.01668547,0.05326578,4.71068675,3.67667892,1.98365937
-4.36118059,6.34206948,0.43771958,0.01661176,0.05163059,4.83235964,3.83638313,2.02208672
-4.35517759,6.47138812,0.43521549,0.01650570,0.04996263,4.96045719,4.00305445,2.06460225
-4.34917459,6.60665604,0.43254839,0.01637095,0.04828353,5.09415808,4.17573292,2.11087419
-4.34317159,6.74713193,0.42979042,0.01621187,0.04661499,5.23261390,4.35338475,2.16054607
-4.33716858,6.89208005,0.42703113,0.01603339,0.04497848,5.37495632,4.53491139,2.21323831
-4.33116558,7.04076777,0.42437444,0.01584086,0.04339487,5.52030214,4.71915876,2.26854888
-4.32516258,7.19245942,0.42193458,0.01563989,0.04188403,5.66775611,4.90492677,2.32605350
-4.31915958,7.34640714,0.41983149,0.01543616,0.04046451,5.81641192,5.09097916,2.38530547
-4.31315658,7.50183971,0.41818564,0.01523522,0.03915314,5.96535175,5.27605366,2.44583536
-4.30715358,7.65795031,0.41711270,0.01504234,0.03796473,6.11364485,5.45887254,2.50715101
