energy_ev,total_up,Hf_p_up,Hf_d_up,Se_s_up,Se_p_up,Si_p_up,Si_d_up
-5.23161581,5.92271914,2.38496433,2.53790004,0.06255470,4.18824522,0.33443608,0.00000000
-5.22561281,5.97327731,2.39691486,2.57779524,0.06266172,4.23654009,0.33608987,0.00000000
-5.21960980,6.02037106,2.40755536,2.61600464,0.06269809,4.28294015,0.33738566,0.00000000
-5.21360680,6.06332020,2.41667099,2.65218771,0.06265887,4.32696451,0.33826719,0.00000000
-5.20760380,6.10139307,2.42402723,2.68599610,0.06253966,4.36808706,0.33867648,0.00000000
-5.20160080,6.13384064,2.42938366,2.71708464,0.06233697,4.40575563,0.33855720,0.00000000
-5.19559780,6.15993188,2.43250797,2.74512211,0.06204857,4.43941244,0.33785806,0.00000000
-5.18959480,6.17898810,2.43318934,2.76980127,0.06167376,4.46851439,0.33653622,0.00000000
-5.18359180,6.19041402,2.43125030,2.79084729,0.06121355,4.49255201,0.33456028,0.00000000
-5.17758879,6.19372382,2.42655638,2.80802407,0.06067084,4.51106575,0.33191286,0.00000000
-5.17158579,6.18856059,2.41902318,2.82113832,0.06005037,4.52365895,0.32859254,0.00000000
-5.16558279,6.17470850,2.40862045,2.83004102,0.05935876,4.53000696,0.32461504,0.00000000
-5.15957979,6.15209729,2.39537328,2.83462658,0.05860431,4.52986214,0.32001366,0.00000000
-5.15357679,6.12079937,2.37936047,2.83483002,0.05779684,4.52305508,0.31483893,0.00000000
-5.14757379,6.08102048,2.36071053,2.83062259,0.05694744,4.50949258,0.30915746,0.00000000
-5.14157079,6.03308501,2.33959578,2.82200660,0.05606819,4.48915299,0.30305012,0.00000000
-5.13556778,5.97741774,2.31622525,2.80901007,0.05517188,4.46208014,0.29660963,0.00000000
-5.12956478,5.91452355,2.29083694,2.79168199,0.05427174,4.42837652,0.28993775,0.00000000
-5.12356178,5.84496711,2.26369016,2.77008874,0.05338116,4.38819700,0.28314216,0.00000000
-5.11755878,5.76935392,2.23505853,2.74431229,0.05251348,4.34174378,0.27633323,0.00000000
-5.11155578,5.68831433,2.20522403,2.71445039,0.05168181,4.28926319,0.26962082,0.00000000
-5.10555278,5.60249135,2.17447250,2.68061893,0.05089885,4.23104474,0.26311130,0.00000000
-5.09954977,5.51253292,2.14309061,2.64295636,0.05017680,4.16742255,0.25690484,0.00000000
-5.09354677,5.41908872,2.11136438,2.60162978,0.04952726,4.09877879,0.25109321,0.00000000
-5.08754377,5.32281112,2.07957892,2.55684213,0.04896121,4.02554867,0.24575792,0.00000000
-5.08154077,5.22435966,2.04801917,2.50884000,0.04848891,3.94822621,0.24096899,0.00000000
-5.07553777,5.12440780,2.01697119,2.45792097,0.04811992,3.86736996,0.23678421,0.00000000
-5.06953477,5.02365085,1.98672341,2.40443996,0.04786297,3.78360752,0.23324885,0.00000000
-5.06353177,4.92281350,1.95756757,2.34881361,0.04772600,3.69763808,0.23039583,0.00000000
-5.05752876,4.82265593,1.92979875,2.29152223,0.04771596,3.61023207,0.22824626,0.00000000
-5.05152576,4.72397697,1.90371421,2.23310863,0.04783881,3.52222725,0.22681023,0.00000000
-5.04552276,4.62761375,1.87961091,2.17417365,0.04809936,3.43452088,0.22608782,0.00000000
-5.03951976,4.53443699,1.85778147,2.11536835,0.04850115,3.34805794,0.22607018,0.00000000
-5.03351676,4.44534192,1.83850889,2.05738290,0.04904633,3.26381546,0.22674066,0.00000000
-5.02751376,4.36123494,1.82205997,2.00093272,0.04973558,3.18278367,0.22807589,0.00000000
-5.02151076,4.28301657,1.80867806,1.94674239,0.05056801,3.10594456,0.23004675,0.00000000
-5.01550775,4.21156164,1.79857536,1.89552805,0.05154115,3.03424905,0.23261933,0.00000000
-5.00950475,4.14769786,1.79192549,1.84797927,0.05265094,2.96859365,0.23575560,0.00000000
-5.00350175,4.09218386,1.78885660,1.80474109,0.05389187,2.90979797,0.23941416,0.00000000
-4.99749875,4.04568832,1.78944576,1.76639730,0.05525709,2.85858418,0.24355073,0.00000000
-4.99149575,4.00877120,1.79371488,1.73345569,0.05673862,2.81555942,0.24811870,0.00000000
-4.98549275,3.98186835,1.80162860,1.70633591,0.05832767,2.78120206,0.25306957,0.00000000
-4.97948974,3.96528029,1.81309425,1.68536055,0.06001491,2.75585245,0.25835344,0.00000000
-4.97348674,3.95916589,1.82796410,1.67074976,0.06179086,2.73970852,0.26391947,0.00000000
-4.96748374,3.96354107,1.84603966,1.66261950,0.06364623,2.73282636,0.26971644,0.00000000
-4.96148074,3.97828263,1.86707791,1.66098339,0.06557225,2.73512550,0.27569328,0.00000000
-4.95547774,4.00313669,1.89079913,1.66575798,0.06756099,2.74639861,0.28179970,0.00000000
-4.94947474,4.03773120,1.91689593,1.67677092,0.06960553,2.76632479,0.28798676,0.00000000
-4.94347174,4.08159163,1.94504285,1.69377152,0.07170012,2.79448577,0.29420745,0.00000000
-4.93746873,4.13415869,1.97490629,1.71644315,0.07384017,2.83038397,0.30041723,0.00000000
-4.93146573,4.19480718,2.00615401,1.74441663,0.07602215,2.87346149,0.30657443,0.00000000
-4.92546273,4.26286470,2.03846388,1.77728412,0.07824327,2.92311913,0.31264054,0.00000000
-4.91945973,4.33762927,2.07153149,1.81461255,0.08050120,2.97873433,0.31858035,0.00000000
-4.91345673,4.41838503,2.10507628,1.85595626,0.08279350,3.03967743,0.32436194,0.00000000
-4.90745373,4.50441527,2.13884607,1.90086810,0.08511707,3.10532553,0.32995647,0.00000000
-4.90145073,4.59501244,2.17261979,1.94890865,0.08746754,3.17507348,0.33533788,0.00000000
-4.89544772,4.68948487,2.20620867,1.99965331,0.08983863,3.24834172,0.34048246,0.00000000
-4.88944472,4.78716033,2.23945583,2.05269693,0.09222150,3.32458094,0.34536837,0.00000000
-4.88344172,4.88738663,2.27223456,2.10765619,0.09460431,3.40327369,0.34997517,0.00000000
-4.87743872,4.98952983,2.30444566,2.16416956,0.09697175,3.48393306,0.35428342,0.00000000
-4.87143572,5.09297055,2.33601406,2.22189527,0.09930484,3.56609912,0.35827437,0.00000000
-4.86543272,5.19709924,2.36688510,2.28050756,0.10158087,3.64933341,0.36192988,0.00000000
-4.85942971,5.30131097,2.39702080,2.33969150,0.10377362,3.73321225,0.36523248,0.00000000
-4.85342671,5.40500064,2.42639645,2.39913708,0.10585371,3.81731948,0.36816570,0.00000000
-4.84742371,5.50755911,2.45499766,2.45853288,0.10778926,3.90123924,0.37071458,0.00000000
-4.84142071,5.60837095,2.48281813,2.51755998,0.10954670,3.98454960,0.37286639,0.00000000
-4.83541771,5.70681415,2.50985821,2.57588664,0.11109174,4.06681738,0.37461144,0.00000000
-4.82941471,5.80226212,2.53612431,2.63316417,0.11239053,4.14759494,0.37594403,0.00000000
-4.82341171,5.89408814,2.56162911,2.68902457,0.11341080,4.22641913,0.37686333,0.00000000
-4.81740870,5.98167215,2.58639255,2.74308008,0.11412308,4.30281288,0.37737419,0.00000000
-4.81140570,6.06440989,2.61044343,2.79492527,0.11450185,4.37628946,0.37748783,0.00000000
-4.80540270,6.14172407,2.63382148,2.84414137,0.11452654,4.44635956,0.37722220,0.00000000
-4.79939970,6.21307718,2.65657986,2.89030329,0.11418249,4.51254105,0.37660219,0.00000000
-4.79339670,6.27798562,2.67878788,2.93298888,0.11346156,4.57437116,0.37565938,0.00000000
-4.78739370,6.33603461,2.70053375,2.97179048,0.11236260,4.63142083,0.37443158,0.00000000
-4.78139070,6.38689350,2.72192744,3.00632808,0.11089166,4.68331070,0.37296205,0.00000000
-4.77538769,6.43033075,2.74310337,3.03626384,0.10906186,4.72972809,0.37129842,0.00000000
-4.76938469,6.46622845,2.76422308,3.06131727,0.10689313,4.77044445,0.36949151,0.00000000
-4.76338169,6.49459545,2.78547758,3.08128035,0.10441161,4.80533252,0.36759397,0.00000000
-4.75737869,6.51557897,2.80708959,3.09603194,0.10164892,4.83438231,0.36565895,0.00000000
-4.75137569,6.52947401,2.82931545,3.10555074,0.09864126,4.85771528,0.36373884,0.00000000
-4.74537269,6.53673024,2.85244670,3.10992602,0.09542837,4.87559590,0.36188412,0.00000000
-4.73936968,6.53795591,2.87681121,3.10936553,0.09205249,4.88843982,0.36014255,0.00000000
-4.73336668,6.53391834,2.90277371,3.10420002,0.08855728,4.89681813,0.35855848,0.00000000
-4.72736368,6.52554073,2.93073567,3.09488389,0.08498679,4.90145704,0.35717254,0.00000000
-4.72136068,6.51389502,2.96113414,3.08199165,0.08138449,4.90323270,0.35602161,0.00000000
-4.71535768,6.50019046,2.99443943,3.06621023,0.07779248,4.90316085,0.35513905,0.00000000
-4.70935468,6.48575785,3.03115147,3.04832687,0.07425078,4.90238122,0.35455503,0.00000000
-4.70335168,6.47202937,3.07179438,3.02921321,0.07079682,4.90213693,0.35429713,0.00000000
-4.69734867,6.46051415,3.11690931,3.00980553,0.06746500,4.90374896,0.35439085,0.00000000
-4.69134567,6.45276976,3.16704527,2.99108215,0.06428656,4.90858645,0.35486014,0.00000000
-4.68534267,6.45036996,3.22274783,2.97403825,0.06128944,4.91803345,0.35572770,0.00000000
-4.67933967,6.45486952,3.28454598,2.95965919,0.05849831,4.93345285,0.35701520,0.00000000
-4.67333667,6.46776660,3.35293703,2.94889316,0.05593472,4.95614885,0.35874305,0.00000000
-4.66733367,6.49046380,3.42837019,2.94262394,0.05361729,4.98732879,0.36092998,0.00000000
-4.66133067,6.52422896,3.51122904,2.94164494,0.05156188,5.02806587,0.36359228,0.00000000
-4.65532766,6.57015688,3.60181374,2.94663522,0.04978185,5.07926385,0.36674273,0.00000000
-4.64932466,6.62913344,3.70032352,2.95813848,0.04828821,5.14162524,0.37038939,0.00000000
-4.64332166,6.70180333,3.80684039,2.97654578,0.04708978,5.21562396,0.37453412,0.00000000
-4.63731866,6.78854284,3.92131495,3.00208247,0.04619324,5.30148383,0.37917123,0.00000000
-4.63131566,6.88943895,4.04355499,3.03480006,0.04560312,5.39916370,0.38428612,0.00000000
-4.62531266,7.00427573,4.17321781,3.07457313,0.04532172,5.50834985,0.38985416,0.00000000
-4.61930965,7.13252894,4.30980681,3.12110142,0.04534896,5.62845634,0.39583995,0.00000000
-4.61330665,7.27336928,4.45267273,3.17391713,0.04568212,5.75863309,0.40219692,0.00000000
-4.60730365,7.42567446,4.60101984,3.23239702,0.04631555,5.89778176,0.40886759,0.00000000
-4.60130065,7.58804979,4.75391704,3.29577881,0.04724040,6.04457870,0.41578422,0.00000000
-4.59529765,7.75885663,4.91031329,3.36318130,0.04844433,6.19750419,0.42287015,0.00000000
-4.58929465,7.93624770,5.06905705,3.43362739,0.04991114,6.35487668,0.43004162,0.00000000
-4.58329165,8.11820778,5.22891868,3.50606897,0.05162068,6.51489089,0.43721002,0.00000000
-4.57728864,8.30259817,5.38861472,3.57941288,0.05354860,6.67565800,0.44428449,0.00000000
-4.57128564,8.48720311,5.54683307,3.65254678,0.05566638,6.83524640,0.45117479,0.00000000
-4.56528264,8.66977628,5.70225755,3.72436408,0.05794146,6.99172158,0.45779411,0.00000000
-4.55927964,8.84808543,5.85359099,3.79378699,0.06033744,7.14318349,0.46406185,0.00000000
-4.55327664,9.01995371,5.99957546,3.85978697,0.06281452,7.28780023,0.46990604,0.00000000
-4.54727364,9.18329608,6.13900917,3.92140209,0.06533008,7.42383717,0.47526540,0.00000000
-4.54127064,9.33614993,6.27075919,3.97775078,0.06783936,7.54968064,0.48009083,0.00000000
-4.53526763,9.47669936,6.39376993,4.02804195,0.07029636,7.66385619,0.48434626,0.00000000
-4.52926463,9.60329286,6.50706748,4.07158153,0.07265478,7.76504126,0.48800884,0.00000000
-4.52326163,9.71445480,6.60976030,4.10777562,0.07486908,7.85207288,0.49106854,0.00000000
-4.51725863,9.80889149,6.70103698,4.13613078,0.07689555,7.92395092,0.49352708,0.00000000
-4.51125563,9.88549279,6.78016215,4.15625207,0.07869347,7.97983811,0.49539638,0.00000000
-4.50525263,9.94333064,6.84647168,4.16783934,0.08022611,8.01905763,0.49669671,0.00000000
-4.49924962,9.98165591,6.89936845,4.17068275,0.08146179,8.04108962,0.49745457,0.00000000
-4.49324662,9.99989486,6.93831981,4.16465794,0.08237472,8.04556757,0.49770057,0.00000000
-4.48724362,9.99764669,6.96285786,4.14972157,0.08294576,8.03227555,0.49746742,0.00000000
-4.48124062,9.97468287,6.97258317,4.12590782,0.08316289,8.00114696,0.49678825,0.00000000
-4.47523762,9.93094915,6.96717248,4.09332589,0.08302165,7.95226521,0.49569523,0.00000000
-4.46923462,9.86657022,6.94639038,4.05215896,0.08252514,7.88586632,0.49421876,0.00000000
-4.46323162,9.78185693,6.91010453,4.00266428,0.08168400,7.80234329,0.49238715,0.00000000
-4.45722861,9.67731530,6.85830369,3.94517435,0.08051600,7.70225154,0.49022676,0.00000000
-4.45122561,9.55365623,6.79111727,3.88009867,0.07904549,7.58631457,0.48776265,0.00000000
-4.44522261,9.41180453,6.70883514,3.80792549,0.07730270,7.45542879,0.48501951,0.00000000
-4.43921961,9.25290574,6.61192580,3.72922315,0.07532276,7.31066631,0.48202285,0.00000000
-4.43321661,9.07832895,6.50105144,3.64464017,0.07314470,7.15327452,0.47880027,0.00000000
-4.42721361,8.88966430,6.37707806,3.55490349,0.07081032,6.98467139,0.47538260,0.00000000
-4.42121061,8.68871360,6.24107935,3.46081457,0.06836299,6.80643552,0.47180487,0.00000000
-4.41520760,8.47747340,6.09433311,3.36324262,0.06584647,6.62029043,0.46810690,0.00000000
-4.40920460,8.25810976,5.93830958,3.26311512,0.06330377,6.42808271,0.46433349,0.00000000
-4.40320160,8.03292500,5.77465138,3.16140521,0.06077607,6.23175437,0.46053412,0.00000000
-4.39719860,7.80431699,5.60514552,3.05911654,0.05830172,6.03330971,0.45676214,0.00000000
-4.39119560,7.57473206,5.43168811,2.95726560,0.05591544,5.83477784,0.45307361,0.00000000
-4.38519260,7.34661333,5.25624330,2.85686245,0.05364760,5.63817196,0.44952570,0.00000000
-4.37918959,7.12234642,5.08079796,2.75889013,0.05152372,5.44544716,0.44617492,0.00000000
-4.37318659,6.90420484,4.90731416,2.66428402,0.04956411,5.25845818,0.44307517,0.00000000
-4.36718359,6.69429752,4.73768172,2.57391159,0.04778375,5.07891911,0.44027591,0.00000000
-4.36118059,6.49452071,4.57367273,2.48855357,0.04619225,4.90836661,0.43782046,0.00000000
-4.35517759,6.30651648,4.41690036,2.40888730,0.04479400,4.74812832,0.43574460,0.00000000
-4.34917459,6.13163959,4.26878358,2.33547281,0.04358855,4.59929761,0.43407549,0.00000000
-4.34317159,5.97093392,4.13051930,2.26874228,0.04257095,4.46271569,0.43283117,0.00000000
-4.33716858,5.82511939,4.00306284,2.20899303,0.04173229,4.33896167,0.43202027,0.00000000
-4.33116558,5.69458950,3.88711739,2.15638433,0.04106033,4.22835066,0.43164235,0.00000000
-4.32516258,5.57941903,3.78313222,2.11093798,0.04054005,4.13093971,0.43168840,0.00000000
-4.31915958,5.47938121,3.69130947,2.07254235,0.04015437,4.04654092,0.43214168,0.00000000
-4.31315658,5.39397283,3.61161836,2.04095968,0.03988472,3.97474084,0.43297862,0.00000000
-4.30715358,5.32244587,3.54381579,2.01583610,0.03971171,3.91492499,0.43416974,0.00000000
