energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Fe_p_up,Fe_p_down,Fe_d_up,Fe_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down,V_p_up,V_p_down,V_d_up,V_d_down
-5.90395198,2.24921928,-1.74980150,0.00196900,-0.00112058,0.04293882,-0.05077695,0.90643414,-0.78926988,0.38499923,-0.22740087,0.01379048,-0.00532602,1.38696333,-1.10102033,0.73115514,-0.61297160,0.22297093,-0.17226193
-5.89794897,2.27258908,-1.78069487,0.00214413,-0.00115589,0.04191767,-0.05026868,0.90702500,-0.79520260,0.39161845,-0.23399765,0.01444858,-0.00590072,1.40280883,-1.12208379,0.73697044,-0.62251489,0.22782705,-0.17688317
-5.89194597,2.29160396,-1.81192772,0.00236449,-0.00120465,0.04082343,-0.04966493,0.90593116,-0.80052595,0.39724228,-0.24083919,0.01508574,-0.00653124,1.41599908,-1.14344467,0.74141419,-0.63181242,0.23243655,-0.18169549
-5.88594297,2.30610389,-1.84370697,0.00263728,-0.00127002,0.03967087,-0.04898114,0.90316408,-0.80541265,0.40178292,-0.24790908,0.01570306,-0.00721673,1.42641781,-1.16522570,0.74443444,-0.64095777,0.23676676,-0.18671413
-5.87993997,2.31593457,-1.87616935,0.00296988,-0.00135579,0.03847359,-0.04823210,0.89872028,-0.81000544,0.40515955,-0.25517846,0.01630369,-0.00795588,1.43395160,-1.18750331,0.74597197,-0.65002406,0.24078354,-0.19194461
-5.87393697,2.32096147,-1.90936236,0.00336973,-0.00146631,0.03724396,-0.04743129,0.89258603,-0.81440802,0.40730197,-0.26260386,0.01689276,-0.00874688,1.43849893,-1.21029573,0.74596494,-0.65905647,0.24445313,-0.19738131
-5.86793397,2.32108521,-1.94323026,0.00384410,-0.00160653,0.03599316,-0.04659047,0.88474371,-0.81867837,0.40815415,-0.27012588,0.01747732,-0.00958751,1.43998014,-1.23355430,0.74435456,-0.66806640,0.24774425,-0.20300669
-5.86193097,2.31625718,-1.97760640,0.00439986,-0.00178194,0.03473128,-0.04571934,0.87517898,-0.82282494,0.40767758,-0.27766862,0.01806611,-0.01047514,1.43834757,-1.25715876,0.74109127,-0.67702768,0.25063014,-0.20879115
-5.85592796,2.30649381,-2.01221231,0.00504324,-0.00199857,0.03346751,-0.04482543,0.86388852,-0.82680594,0.40585421,-0.28514015,0.01866923,-0.01140686,1.43359477,-1.28091690,0.73614099,-0.68587514,0.25309044,-0.21469363
-5.84992496,2.29188815,-2.04666388,0.00577954,-0.00226287,0.03221036,-0.04391406,0.85088738,-0.83053170,0.40268859,-0.29243398,0.01929771,-0.01237962,1.42576414,-1.30456875,0.72949097,-0.69450559,0.25511272,-0.22066289
-5.84392196,2.27261771,-2.08048443,0.00661282,-0.00258167,0.03096784,-0.04298861,0.83621557,-0.83387016,0.39820923,-0.29943153,0.01996295,-0.01339031,1.41495221,-1.32779512,0.72115471,-0.70278137,0.25669351,-0.22663934
-5.83791896,2.24894755,-2.11312386,0.00754561,-0.00296202,0.02974763,-0.04205076,0.81994326,-0.83665492,0.39246891,-0.30600552,0.02067612,-0.01443596,1.40131193,-1.35023007,0.71117564,-0.71053606,0.25783879,-0.23255748
-5.83191596,2.22122820,-2.14398279,0.00857856,-0.00341103,0.02855725,-0.04110097,0.80217423,-0.83869557,0.38554395,-0.31202409,0.02144751,-0.01551384,1.38505173,-1.37147652,0.69962924,-0.71758223,0.25856377,-0.23834860
-5.82591296,2.18988813,-2.17244031,0.00971019,-0.00393567,0.02740411,-0.04013897,0.78304718,-0.83978951,0.37753232,-0.31735548,0.02228579,-0.01662158,1.36643117,-1.39112417,0.68662336,-0.72372061,0.25889205,-0.24394372
-5.81990995,2.15542117,-2.19788339,0.01093656,-0.00454259,0.02629550,-0.03916429,0.76273497,-0.83973463,0.36855093,-0.32187304,0.02319739,-0.01775722,1.34575340,-1.40876862,0.67229682,-0.72875028,0.25885411,-0.24927651
-5.81390695,2.11836942,-2.21973640,0.01225111,-0.00523778,0.02523854,-0.03817679,0.74144160,-0.83834200,0.35873188,-0.32546022,0.02418584,-0.01891925,1.32335473,-1.42403036,0.65681619,-0.73247910,0.25848533,-0.25428600
-5.80790395,2.07930270,-2.23748863,0.01364450,-0.00602635,0.02424006,-0.03717713,0.71939731,-0.83544789,0.34821815,-0.32801529,0.02525122,-0.02010652,1.29959192,-1.43657264,0.64037101,-0.73473386,0.25782356,-0.25891894
-5.80190095,2.03879567,-2.25071818,0.01510447,-0.00691218,0.02330639,-0.03616718,0.69685187,-0.83092420,0.33715880,-0.32945561,0.02638976,-0.02131817,1.27482803,-1.44611699,0.62316779,-0.73536948,0.25690643,-0.26313168
-5.79589795,1.99740419,-2.25911084,0.01661595,-0.00789761,0.02244317,-0.03515029,0.67406669,-0.82468698,0.32570402,-0.32972104,0.02759352,-0.02255343,1.24941755,-1.45245548,0.60542300,-0.73427674,0.25576865,-0.26689128
-5.78989495,1.95564221,-2.26247257,0.01816113,-0.00898314,0.02165511,-0.03413143,0.65130611,-0.81670229,0.31400019,-0.32877647,0.02885035,-0.02381136,1.22369189,-1.45545901,0.58735559,-0.73138804,0.25443941,-0.27017603
-5.78389195,1.91396077,-2.26073524,0.01971974,-0.01016713,0.02094574,-0.03311716,0.62882832,-0.80698916,0.30218533,-0.32661316,0.03014391,-0.02509056,1.19794595,-1.45508106,0.56917939,-0.72668099,0.25294017,-0.27297516
-5.77788894,1.87273030,-2.25395500,0.02126936,-0.01144548,0.02031724,-0.03211557,0.60687655,-0.79561964,0.29038510,-0.32324900,0.03145401,-0.02638883,1.17242664,-1.45135688,0.55109581,-0.72017945,0.25128283,-0.27528788
-5.77188594,1.83222729,-2.24230384,0.02278594,-0.01281151,0.01977022,-0.03113589,0.58567082,-0.78271576,0.27870949,-0.31872757,0.03275704,-0.02770282,1.14732407,-1.44439815,0.53328729,-0.71195215,0.24946865,-0.27712176
-5.76588294,1.79262610,-2.22605480,0.02424435,-0.01425574,0.01930366,-0.03018819,0.56540086,-0.76844387,0.26725043,-0.31311610,0.03402667,-0.02902768,1.12276577,-1.43438360,0.51591170,-0.70210906,0.24748780,-0.27849058
-5.75987994,1.75399628,-2.20556211,0.02561903,-0.01576585,0.01891485,-0.02928281,0.54622032,-0.75300657,0.25608035,-0.30650244,0.03523464,-0.03035674,1.09881435,-1.42154623,0.49909807,-0.69079557,0.24531967,-0.27941195
-5.75387694,1.71630553,-2.18123753,0.02688473,-0.01732674,0.01859941,-0.02842986,0.52824263,-0.73663280,0.24525175,-0.29899131,0.03635172,-0.03168127,1.07546849,-1.40615808,0.48294365,-0.67818511,0.24293400,-0.27990463
-5.74787394,1.67942783,-2.15352456,0.02801723,-0.01892062,0.01835138,-0.02763865,0.51153854,-0.71956681,0.23479768,-0.29069993,0.03734871,-0.03299030,1.05266729,-1.38851346,0.46751260,-0.66447049,0.24029257,-0.27998596
-5.74187094,1.64315634,-2.12287227,0.02899415,-0.02052735,0.01816342,-0.02691711,0.49613544,-0.70205645,0.22473309,-0.28175341,0.03819749,-0.03427062,1.03029746,-1.36891195,0.45283596,-0.64985467,0.23735156,-0.27966956
-5.73586793,1.60722000,-2.08971036,0.02979566,-0.02212475,0.01802704,-0.02627130,0.48201839,-0.68434170,0.21505694,-0.27228001,0.03887212,-0.03550679,1.00820291,-1.34764206,0.43891319,-0.63454136,0.23406428,-0.27896338
-5.72986493,1.57130281,-2.05442712,0.03040517,-0.02368914,0.01793287,-0.02570500,0.46913260,-0.66664385,0.20575489,-0.26240669,0.03934978,-0.03668141,0.98619611,-1.32496655,0.42571478,-0.61872604,0.23038421,-0.27786832
-5.72386193,1.53506477,-2.01735141,0.03080988,-0.02519587,0.01787099,-0.02521935,0.45738733,-0.64915607,0.19680233,-0.25225493,0.03961165,-0.03777546,0.96407051,-1.30111051,0.41318591,-0.60258800,0.22626804,-0.27637753
-5.71785893,1.49816296,-1.97873986,0.03100128,-0.02662008,0.01783135,-0.02481270,0.44666083,-0.63203581,0.18816769,-0.24193732,0.03964367,-0.03876877,0.94161328,-1.27625251,0.40125087,-0.58628360,0.22167864,-0.27447643
-5.71185593,1.46027191,-1.93876977,0.03097549,-0.02793733,0.01780408,-0.02448053,0.43680615,-0.61539922,0.17981572,-0.23155475,0.03943705,-0.03964064,0.91861764,-1.25051950,0.38981795,-0.56994129,0.21658775,-0.27214341
-5.70585293,1.42110216,-1.89753791,0.03073337,-0.02912445,0.01777992,-0.02421553,0.42765745,-0.59931808,0.17171068,-0.22119447,0.03898865,-0.04037056,0.89489429,-1.22398551,0.37878461,-0.55365833,0.21097821,-0.26935132
-5.69984992,1.38041601,-1.85506516,0.03028057,-0.03016025,0.01775056,-0.02400786,0.41903661,-0.58381902,0.16381922,-0.21092900,0.03830106,-0.04093889,0.87028126,-1.19667405,0.36804262,-0.53749962,0.20484561,-0.26606942
-5.69384692,1.33804011,-1.81130629,0.02962736,-0.03102624,0.01770907,-0.02384545,0.41075990,-0.56888519,0.15611284,-0.20081587,0.03738250,-0.04132772,0.84465189,-1.16856395,0.35748298,-0.52149825,0.19819935,-0.26226585
-5.68784392,1.29387431,-1.76616401,0.02878831,-0.03170732,0.01765018,-0.02371447,0.40264441,-0.55446008,0.14856999,-0.19089813,0.03624653,-0.04152157,0.81792067,-1.13959801,0.34700047,-0.50565793,0.19106304,-0.25791040
-5.68184092,1.24789668,-1.71950632,0.02778181,-0.03219234,0.01757061,-0.02359986,0.39451413,-0.54045313,0.14117756,-0.18120546,0.03491151,-0.04150810,0.79004683,-1.10969390,0.33649771,-0.48995678,0.18347414,-0.25297733
-5.67583792,1.20016488,-1.67118577,0.02662950,-0.03247449,0.01746938,-0.02348593,0.38620550,-0.52674692,0.13393192,-0.17175589,0.03339991,-0.04127874,0.76103573,-1.07875633,0.32588854,-0.47435246,0.17548311,-0.24744816
-5.66983492,1.15081406,-1.62105923,0.02535561,-0.03255158,0.01734801,-0.02335692,0.37757225,-0.51320531,0.12683943,-0.16255777,0.03173752,-0.04082910,0.73093814,-1.04668984,0.31510073,-0.45878800,0.16715188,-0.24131415
-5.66383192,1.10005171,-1.56900712,0.02398619,-0.03242619,0.01721075,-0.02319768,0.36848949,-0.49968217,0.11991655,-0.15361210,0.02995257,-0.04015936,0.69984774,-1.01341122,0.30407803,-0.44319815,0.15855199,-0.23457834
-5.65782891,1.04815011,-1.51495059,0.02254839,-0.03210555,0.01706475,-0.02299415,0.35885697,-0.48603022,0.11318952,-0.14491471,0.02807474,-0.03927434,0.66789705,-0.97886093,0.29278146,-0.42751573,0.14976231,-0.22725708
-5.65182591,0.99543690,-1.45886587,0.02106963,-0.03160135,0.01692012,-0.02273396,0.34860140,-0.47210942,0.10669376,-0.13645857,0.02613425,-0.03818351,0.63525221,-0.94301269,0.28118994,-0.41167771,0.14086663,-0.21938082
-5.64582291,0.94228435,-1.40079496,0.01957692,-0.03092924,0.01679003,-0.02240679,0.33767794,-0.45779468,0.10047296,-0.12823566,0.02416093,-0.03690070,0.60210691,-0.90588087,0.26930033,-0.39563064,0.13195115,-0.21099424
-5.63981991,0.88909798,-1.34085205,0.01809615,-0.03010838,0.01669071,-0.02200474,0.32607069,-0.44298234,0.09457811,-0.12023873,0.02218343,-0.03544376,0.56867584,-0.86752527,0.25712682,-0.37933519,0.12310199,-0.20215562
-5.63381691,0.83630503,-1.27922562,0.01665152,-0.02916066,0.01664134,-0.02152257,0.31379233,-0.42759540,0.08906622,-0.11246256,0.02022843,-0.03383399,0.53518798,-0.82805310,0.24469987,-0.36276960,0.11440294,-0.19293553
-5.62781391,0.78434316,-1.21617612,0.01526498,-0.02810997,0.01666393,-0.02095776,0.30088288,-0.41158706,0.08399917,-0.10490488,0.01832012,-0.03209547,0.50188001,-0.78761823,0.23206467,-0.34593192,0.10593329,-0.18341493
-5.62181091,0.73364980,-1.15202969,0.01395586,-0.02698137,0.01678306,-0.02031059,0.28740770,-0.39494272,0.07944228,-0.09756684,0.01647966,-0.03025427,0.46898999,-0.74641774,0.21927929,-0.32884103,0.09776615,-0.17368275
-5.61580790,0.68465232,-1.08716835,0.01274057,-0.02580018,0.01702560,-0.01958395,0.27345474,-0.37768028,0.07546305,-0.09045315,0.01472492,-0.02833771,0.43675163,-0.70468629,0.20641250,-0.31153643,0.08996690,-0.16383307
-5.60980490,0.63775921,-1.02201739,0.01163241,-0.02459120,0.01742019,-0.01878320,0.25913117,-0.35984892,0.07212971,-0.08357182,0.01307030,-0.02637346,0.40538908,-0.66268857,0.19354139,-0.29407688,0.08259218,-0.15396218
-5.60380190,0.59335240,-0.95703085,0.01064147,-0.02337788,0.01799679,-0.01791588,0.24455963,-0.34152649,0.06950978,-0.07693363,0.01152668,-0.02438880,0.37511250,-0.62071035,0.18074892,-0.27653811,0.07568909,-0.14416546
-5.59779890,0.55178064,-0.89267588,0.00977462,-0.02218162,0.01878594,-0.01699133,0.22987399,-0.32281570,0.06766859,-0.07055147,0.01010157,-0.02240982,0.34611433,-0.57904877,0.16812135,-0.25900976,0.06929482,-0.13453447
-5.59179590,0.51335396,-0.82941693,0.00903560,-0.02102119,0.01981805,-0.01602032,0.21521504,-0.30383943,0.06666773,-0.06443942,0.00879924,-0.02046083,0.31856638,-0.53800232,0.15574580,-0.24159166,0.06343654,-0.12515420
-5.58579290,0.47833927,-0.76770052,0.00842520,-0.01991227,0.02112248,-0.01501462,0.20072610,-0.28473540,0.06656335,-0.05861187,0.00762105,-0.01856375,0.29261758,-0.49786111,0.14370785,-0.22438992,0.05813158,-0.11610068
-5.57978989,0.44695686,-0.70794148,0.00794140,-0.01886711,0.02272666,-0.01398659,0.18654879,-0.26565049,0.06740453,-0.05308258,0.00656577,-0.01673772,0.26839260,-0.45889788,0.13208943,-0.20751280,0.05338789,-0.10743915
-5.57378689,0.41937804,-0.65051102,0.00757965,-0.01789442,0.02465497,-0.01294876,0.17281906,-0.24673510,0.06923151,-0.04786389,0.00562999,-0.01499880,0.24599117,-0.42136011,0.12096694,-0.19106672,0.04920461,-0.09922260
-5.56778389,0.39572359,-0.59572737,0.00733314,-0.01699933,0.02692778,-0.01191344,0.15966372,-0.22813765,0.07207389,-0.04296597,0.00480851,-0.01335981,0.22548802,-0.38546359,0.11040963,-0.17515262,0.04557288,-0.09149098
-5.56178089,0.37606335,-0.54384908,0.00719307,-0.01618353,0.02956034,-0.01089240,0.14719748,-0.20999966,0.07594897,-0.03839628,0.00409477,-0.01183031,0.20693366,-0.35138769,0.10047852,-0.15986271,0.04247678,-0.08427093
-5.55577789,0.36041682,-0.49507114,0.00714900,-0.01544553,0.03256184,-0.00989659,0.13552065,-0.19245135,0.08086013,-0.03415919,0.00348118,-0.01041665,0.19035572,-0.31927235,0.09122559,-0.14527786,0.03989432,-0.07757606
-5.54977489,0.34875478,-0.44952404,0.00718911,-0.01478107,0.03593447,-0.00893589,0.12471760,-0.17560825,0.08679545,-0.03025577,0.00295959,-0.00912220,0.17576093,-0.28921681,0.08269345,-0.13146561,0.03779857,-0.07140772
-5.54377189,0.34100209,-0.40727539,0.00730055,-0.01418355,0.03967271,-0.00801902,0.11485599,-0.15956852,0.09372663,-0.02668382,0.00252152,-0.00794759,0.16313773,-0.26128014,0.07491549,-0.11847887,0.03615881,-0.06575619
-5.53776888,0.33704173,-0.36833398,0.00746977,-0.01364456,0.04376280,-0.00715343,0.10598668,-0.14441136,0.10160836,-0.02343806,0.00215850,-0.00689102,0.15245935,-0.23548318,0.06791634,-0.10635543,0.03494174,-0.06060222
-5.53176588,0.33671996,-0.33265589,0.00768278,-0.01315443,0.04818254,-0.00634530,0.09814452,-0.13019625,0.11037821,-0.02051043,0.00186231,-0.00594869,0.14368733,-0.21181191,0.06171277,-0.09511798,0.03411271,-0.05591880
-5.52576288,0.33985274,-0.30015217,0.00792549,-0.01270281,0.05290129,-0.00559963,0.09134961,-0.11696318,0.11995709,-0.01789061,0.00162517,-0.00511513,0.13677546,-0.19022186,0.05631489,-0.08477489,0.03363694,-0.05167311
-5.51975988,0.34623328,-0.27069772,0.00818402,-0.01227916,0.05788047,-0.00492036,0.08560932,-0.10473357,0.13025052,-0.01556661,0.00143988,-0.00438360,0.13167389,-0.17064332,0.05172754,-0.07532141,0.03348077,-0.04782846
-5.51375688,0.35564053,-0.24414080,0.00844495,-0.01187330,0.06307430,-0.00431059,0.08092057,-0.09351193,0.14115056,-0.01352545,0.00129993,-0.00374652,0.12833332,-0.15298707,0.04795190,-0.06674132,0.03361278,-0.04434634
-5.50775388,0.36784863,-0.22031294,0.00869564,-0.01147581,0.06843111,-0.00377278,0.07727257,-0.08328802,0.15253860,-0.01175394,0.00119958,-0.00319576,0.12670921,-0.13715039,0.04498708,-0.05900898,0.03400494,-0.04118817
-5.50175088,0.38263679,-0.19903863,0.00892442,-0.01107839,0.07389483,-0.00330907,0.07464959,-0.07403946,0.16428890,-0.01023943,0.00113390,-0.00272299,0.12676564,-0.12302307,0.04283175,-0.05209145,0.03463360,-0.03831705
-5.49574787,0.39979952,-0.18014462,0.00912088,-0.01067413,0.07940703,-0.00292163,0.07303384,-0.06573451,0.17627277,-0.00897069,0.00109873,-0.00231995,0.12847889,-0.11049315,0.04148559,-0.04595083,0.03548033,-0.03569920
-5.48974487,0.41915667,-0.16346854,0.00927601,-0.01025773,0.08490914,-0.00261296,0.07240817,-0.05833503,0.18836343,-0.00793867,0.00109073,-0.00197869,0.13184037,-0.09945238,0.04095052,-0.04054654,0.03653267,-0.03330517
-5.48374187,0.44056305,-0.14886652,0.00938240,-0.00982553,0.09034497,-0.00238633,0.07275844,-0.05179936,0.20044122,-0.00713735,0.00110726,-0.00169172,0.13685880,-0.08980105,0.04123163,-0.03583756,0.03778461,-0.03111079
-5.47773887,0.46391696,-0.13621988,0.00943433,-0.00937556,0.09566332,-0.00224613,0.07407558,-0.04608515,0.21239915,-0.00656452,0.00114636,-0.00145218,0.14356158,-0.08145220,0.04233775,-0.03178449,0.03923685,-0.02909785
-5.47173587,0.48916745,-0.12544055,0.00942784,-0.00890746,0.10082070,-0.00219828,0.07635714,-0.04115186,0.22414838,-0.00622250,0.00120667,-0.00125391,0.15199512,-0.07433525,0.04428163,-0.02835146,0.04089689,-0.02725449
-5.46573287,0.51631979,-0.11647548,0.00936078,-0.00842232,0.10578390,-0.00225059,0.07960820,-0.03696304,0.23562348,-0.00611889,0.00128733,-0.00109153,0.16222414,-0.06839873,0.04707966,-0.02550768,0.04277875,-0.02557541
-5.45972986,0.54543878,-0.10930978,0.00923275,-0.00792254,0.11053241,-0.00241318,0.08384180,-0.03348832,0.24678726,-0.00626718,0.00138787,-0.00096045,0.17432990,-0.06361246,0.05075116,-0.02322884,0.04490251,-0.02406177
-5.45372686,0.57664974,-0.10396874,0.00904502,-0.00741154,0.11506047,-0.00269876,0.08907863,-0.03070485,0.25763477,-0.00668729,0.00150814,-0.00085684,0.18840737,-0.05996885,0.05531732,-0.02149810,0.04729357,-0.02272103
-5.44772386,0.61013689,-0.10051880,0.00880041,-0.00689354,0.11937867,-0.00312298,0.09534626,-0.02859853,0.26819634,-0.00740608,0.00164818,-0.00077766,0.20456151,-0.05748364,0.06079976,-0.02030685,0.04998168,-0.02156652
-5.44172086,0.64613915,-0.09906740,0.00850315,-0.00637331,0.12351504,-0.00370460,0.10267769,-0.02716474,0.27853938,-0.00845760,0.00180813,-0.00072056,0.22290266,-0.05619588,0.06721879,-0.01965512,0.05299979,-0.02061694
-5.43571786,0.68494336,-0.09976182,0.00815862,-0.00585587,0.12751545,-0.00446571,0.11110956,-0.02640865,0.28876883,-0.00988336,0.00198808,-0.00068383,0.24354135,-0.05616731,0.07459156,-0.01955164,0.05638271,-0.01989577
-5.42971486,0.72687512,-0.10278696,0.00777317,-0.00534630,0.13144331,-0.00543173,0.12067992,-0.02634517,0.29902606,-0.01173225,0.00218805,-0.00066637,0.26658275,-0.05748112,0.08293007,-0.02001368,0.06016570,-0.01943057
-5.42371186,0.77228747,-0.10836216,0.00735384,-0.00484946,0.13537852,-0.00663135,0.13142576,-0.02699853,0.30948623,-0.01406032,0.00240783,-0.00066758,0.29212091,-0.06024009,0.09223931,-0.02106647,0.06438304,-0.01925229
-5.41770885,0.82154788,-0.11673691,0.00690814,-0.00436988,0.13941569,-0.00809639,0.14338047,-0.02840142,0.32035402,-0.01693031,0.00264694,-0.00068729,0.32023319,-0.06456417,0.10251546,-0.02274242,0.06906656,-0.01939445
-5.41170585,0.87502384,-0.12818556,0.00644375,-0.00391156,0.14366155,-0.00986136,0.15657121,-0.03059390,0.33185793,-0.02041085,0.00290455,-0.00072565,0.35097503,-0.07058748,0.11374444,-0.02508002,0.07424430,-0.01989239
-5.40570285,0.93306771,-0.14300100,0.00596831,-0.00347787,0.14823178,-0.01196298,0.17101641,-0.03362184,0.34424307,-0.02457537,0.00317945,-0.00078313,0.38437541,-0.07845478,0.12590082,-0.02812243,0.07993926,-0.02078238
-5.39969985,0.99600117,-0.16148728,0.00548920,-0.00307152,0.15324716,-0.01443942,0.18672359,-0.03753519,0.35776292,-0.02950062,0.00347000,-0.00086034,0.42043305,-0.08831744,0.13894716,-0.03191595,0.08616837,-0.02210083
-5.39369685,1.06409985,-0.18395132,0.00501335,-0.00269447,0.15882925,-0.01732947,0.20368731,-0.04238594,0.37266994,-0.03526493,0.00377418,-0.00095801,0.45911360,-0.10032896,0.15283379,-0.03650812,0.09294160,-0.02388335
-5.38769385,1.13757855,-0.21069378,0.00454704,-0.00234798,0.16509571,-0.02067135,0.22188762,-0.04822587,0.38920563,-0.04194603,0.00408951,-0.00107690,0.50034791,-0.11464013,0.16749924,-0.04194579,0.10026133,-0.02616397
-5.38169085,1.21657746,-0.24199916,0.00409584,-0.00203265,0.17215545,-0.02450153,0.24128887,-0.05510423,0.40759021,-0.04961863,0.00441318,-0.00121768,0.54403122,-0.13139395,0.18287098,-0.04827301,0.10812197,-0.02897418
-5.37568784,1.30114971,-0.27812558,0.00366447,-0.00174841,0.18010369,-0.02885329,0.26183887,-0.06306522,0.42801228,-0.05835166,0.00474205,-0.00138094,0.59002346,-0.15072038,0.19886670,-0.05552889,0.11650968,-0.03234212
-5.36968484,1.39125055,-0.31929434,0.00325678,-0.00149469,0.18901722,-0.03375523,0.28346855,-0.07214561,0.45061882,-0.06820539,0.00507273,-0.00156702,0.63815023,-0.17273120,0.21539595,-0.06374549,0.12540238,-0.03629177
-5.36368184,1.48672829,-0.36567969,0.00287572,-0.00127041,0.19894992,-0.03922967,0.30609189,-0.08237241,0.47550592,-0.07922840,0.00540167,-0.00177602,0.68820456,-0.19751510,0.23236193,-0.07294586,0.13476986,-0.04084218
-5.35767884,1.58731727,-0.41739924,0.00252336,-0.00107414,0.20992888,-0.04529109,0.32960623,-0.09376074,0.50271067,-0.09145452,0.00572523,-0.00200772,0.73994902,-0.22513313,0.24966344,-0.08314219,0.14457396,-0.04600681
-5.35167584,1.69263290,-0.47450544,0.00220096,-0.00090416,0.22195108,-0.05194469,0.35389280,-0.10631200,0.53220444,-0.10490002,0.00603982,-0.00226153,0.79311815,-0.25561491,0.26719684,-0.09433440,0.15476886,-0.05179298
-5.34567284,1.80216900,-0.53697845,0.00190901,-0.00075854,0.23498108,-0.05918497,0.37881756,-0.12001247,0.56388790,-0.11956093,0.00634193,-0.00253645,0.84742084,-0.28895560,0.28485776,-0.10650895,0.16530137,-0.05820146
