energy_ev,total_up,C_s_up,C_p_up,Mn_p_up,Mn_d_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-5.86193097,3.21472275,0.02818328,0.33903774,0.42380305,0.38498485,0.11678350,1.48640750,0.77624909,0.31002914
-5.85592796,3.38003672,0.02848122,0.36458789,0.44223205,0.40119603,0.11933827,1.55087140,0.84052890,0.32964604
-5.84992496,3.54974173,0.02885684,0.39108359,0.46172360,0.41755839,0.12151269,1.61685026,0.90904167,0.34990566
-5.84392196,3.72456695,0.02934401,0.41850763,0.48253722,0.43417531,0.12331639,1.68485588,0.98192670,0.37084162
-5.83791896,3.90529096,0.02997582,0.44683877,0.50494071,0.45116005,0.12476818,1.75543458,1.05926884,0.39249175
-5.83191596,4.09269525,0.03078335,0.47604834,0.52920045,0.46862980,0.12589547,1.82914237,1.14108209,0.41489463
-5.82591296,4.28751082,0.03179443,0.50609625,0.55557063,0.48669885,0.12673339,1.90651702,1.22729314,0.43808508
-5.81990995,4.49035960,0.03303245,0.53692641,0.58428188,0.50547113,0.12732342,1.98804763,1.31772543,0.46208920
-5.81390695,4.70169283,0.03451528,0.56846198,0.61552959,0.52503231,0.12771188,2.07414292,1.41208488,0.48691872
-5.80790395,4.92172932,0.03625434,0.60060051,0.64946228,0.54544196,0.12794803,2.16509953,1.50994801,0.51256520
-5.80190095,5.15039629,0.03825375,0.63320950,0.68617046,0.56672597,0.12808205,2.26107165,1.61075348,0.53899422
-5.79589795,5.38727619,0.04050984,0.66612252,0.72567646,0.58886984,0.12816293,2.36204352,1.71379783,0.56613993
-5.78989495,5.63156254,0.04301079,0.69913641,0.76792568,0.61181307,0.12823630,2.46780622,1.81823604,0.59390025
-5.78389195,5.88202785,0.04573655,0.73200973,0.81277959,0.63544518,0.12834246,2.57794013,1.92308767,0.62213317
-5.77788894,6.13700615,0.04865910,0.76446280,0.86001107,0.65960350,0.12851447,2.69180433,2.02724851,0.65065434
-5.77188594,6.39439231,0.05174288,0.79617952,0.90930215,0.68407317,0.12877669,2.80853376,2.12950807,0.67923630
-5.76588294,6.65165936,0.05494562,0.82681114,0.96024471,0.70858943,0.12914359,2.92704501,2.22857246,0.70760949
-5.75987994,6.90589448,0.05821930,0.85598180,1.01234402,0.73284215,0.12961904,3.04605080,2.32309210,0.73546521
-5.75387694,7.15385313,0.06151137,0.88329601,1.06502540,0.75648275,0.13019610,3.16408311,2.41169345,0.76246055
-5.74787394,7.39203005,0.06476621,0.90834768,1.11764375,0.77913303,0.13085728,3.27952453,2.49301370,0.78822521
-5.74187094,7.61674493,0.06792665,0.93073049,1.16949594,0.80039581,0.13157531,3.39064662,2.56573704,0.81236996
-5.73586793,7.82423963,0.07093555,0.95004910,1.21983556,0.81986691,0.13231437,3.49565419,2.62863120,0.83449663
-5.72986493,8.01078333,0.07373746,0.96593100,1.26788981,0.83714784,0.13303165,3.59273375,2.68058272,0.85420907
-5.72386193,8.17278130,0.07628022,0.97803814,1.31287796,0.85185884,0.13367931,3.68010424,2.72062957,0.87112479
-5.71785893,8.30688301,0.07851636,0.98607817,1.35403067,0.86365149,0.13420652,3.75606817,2.74798976,0.88488673
-5.71185593,8.41008496,0.08040444,0.98981460,1.39060978,0.87222047,0.13456166,3.81906097,2.76208473,0.89517475
-5.70585293,8.47982405,0.08191015,0.98907544,1.42192764,0.87731383,0.13469453,3.86769671,2.76255665,0.90171619
-5.69984992,8.51405772,0.08300707,0.98376003,1.44736561,0.87874138,0.13455832,3.90080843,2.74927900,0.90429522
-5.69384692,8.51132763,0.08367727,0.97384362,1.46639073,0.87638078,0.13411145,3.91748147,2.72235998,0.90276044
-5.68784392,8.47080461,0.08391148,0.95937962,1.47857044,0.87018119,0.13331907,3.91707872,2.68213882,0.89703052
-5.68184092,8.39231325,0.08370911,0.94049937,1.48358435,0.86016429,0.13215423,3.89925700,2.62917532,0.88709749
-5.67583792,8.27633590,0.08307783,0.91740941,1.48123313,0.84642266,0.13059859,3.86397419,2.56423304,0.87302780
-5.66983492,8.12399618,0.08203301,0.89038650,1.47144394,0.82911590,0.12864279,3.81148718,2.48825715,0.85496086
-5.66383192,7.93702362,0.08059688,0.85977053,1.45427227,0.80846449,0.12628644,3.74234109,2.40234789,0.83310539
-5.65782891,7.71770135,0.07879757,0.82595563,1.42990043,0.78474197,0.12353773,3.65735059,2.30773076,0.80773361
-5.65182591,7.46879957,0.07666799,0.78937998,1.39863238,0.75826572,0.12041275,3.55757441,2.20572472,0.77917364
-5.64582291,7.19349806,0.07424468,0.75051455,1.36088554,0.72938704,0.11693459,3.44428422,2.09770973,0.74780043
-5.63981991,6.89530107,0.07156661,0.70985144,1.31717970,0.69848069,0.11313227,3.31892960,1.98509462,0.71402566
-5.63381691,6.57794819,0.06867411,0.66789212,1.26812345,0.66593468,0.10903958,3.18310030,1.86928662,0.67828690
-5.62781391,6.24532455,0.06560775,0.62513602,1.21439880,0.63214053,0.10469393,3.03848745,1.75166334,0.64103670
-5.62181091,5.90137357,0.06240749,0.58206989,1.15674445,0.59748441,0.10013514,2.88684500,1.63354807,0.60273173
-5.61580790,5.55001498,0.05911185,0.53915830,1.09593828,0.56233943,0.09540441,2.72995271,1.51618891,0.56382263
-5.60980490,5.19507049,0.05575729,0.49683535,1.03277975,0.52705922,0.09054337,2.56958164,1.40074223,0.52474462
-5.60380190,4.84019877,0.05237777,0.45549809,0.96807266,0.49197302,0.08559322,2.40746303,1.28826043,0.48590938
-5.59779890,4.48884101,0.04900439,0.41550139,0.90260886,0.45738209,0.08059411,2.24526117,1.17968425,0.44769825
-5.59179590,4.14417770,0.04566522,0.37715468,0.83715341,0.42355752,0.07558455,2.08455059,1.07583909,0.41045683
-5.58579290,3.80909666,0.04238528,0.34072015,0.77243148,0.39073930,0.07060102,1.92679778,0.97743540,0.37449119
-5.57978989,3.48617203,0.03918652,0.30641260,0.70911724,0.35913638,0.06567767,1.77334734,0.88507219,0.34006548
-5.57378689,3.17765348,0.03608795,0.27440062,0.64782510,0.32892760,0.06084613,1.62541242,0.79924355,0.30740099
-5.56778389,2.88546446,0.03310582,0.24480894,0.58910314,0.30026329,0.05613531,1.48406911,0.72034711,0.27667650
-5.56178089,2.61120831,0.03025378,0.21772171,0.53342896,0.27326727,0.05157139,1.35025429,0.64869414,0.24802966
-5.55577789,2.35618062,0.02754308,0.19318655,0.48120758,0.24803902,0.04717767,1.22476639,0.58452020,0.22155933
-5.54977489,2.12138645,0.02498278,0.17121890,0.43277141,0.22465600,0.04297461,1.10826869,0.52799608,0.19732859
-5.54377189,1.90756070,0.02257990,0.15180669,0.38838187,0.20317582,0.03897975,1.00129424,0.47923804,0.17536826
-5.53776888,1.71519032,0.02033961,0.13491495,0.34823246,0.18363819,0.03520770,0.90425219,0.43831698,0.15568059
-5.53176588,1.54453686,0.01826533,0.12049008,0.31245288,0.16606663,0.03167018,0.81743469,0.40526602,0.13824314
-5.52576288,1.39565822,0.01635890,0.10846381,0.28111385,0.15046981,0.02837595,0.74102404,0.38008605,0.12301245
-5.51975988,1.26842865,0.01462063,0.09875661,0.25423229,0.13684253,0.02533091,0.67509956,0.36274906,0.10992757
-5.51375688,1.16255614,0.01304938,0.09128034,0.23177655,0.12516643,0.02253812,0.61964387,0.35319908,0.09891314
-5.50775388,1.07759681,0.01164270,0.08594038,0.21367147,0.11541028,0.01999788,0.57454835,0.35135074,0.08988211
-5.50175088,1.01296601,0.01039682,0.08263689,0.19980296,0.10753006,0.01770788,0.53961757,0.35708557,0.08273799
-5.49574787,0.96794616,0.00930679,0.08126558,0.19002201,0.10146881,0.01566331,0.51457274,0.37024644,0.07737656
-5.48974487,0.94169179,0.00836653,0.08171773,0.18414810,0.09715636,0.01385710,0.49905425,0.39063035,0.07368724
-5.48374187,0.93323207,0.00756893,0.08387989,0.18197196,0.09450901,0.01228009,0.49262338,0.41798039,0.07155395
-5.47773887,0.94147196,0.00690593,0.08763310,0.18325773,0.09342917,0.01092133,0.49476377,0.45197720,0.07085574
-5.47173587,0.96519260,0.00636867,0.09285203,0.18774471,0.09380526,0.00976833,0.50488271,0.49223093,0.07146718
-5.46573287,1.00305222,0.00594759,0.09940402,0.19514889,0.09551168,0.00880735,0.52231292,0.53827417,0.07325862
-5.45972986,1.05358865,0.00563255,0.10714831,0.20516434,0.09840918,0.00802370,0.54631530,0.58955677,0.07609647
-5.45372686,1.11522439,0.00541304,0.11593550,0.21746486,0.10234558,0.00740207,0.57608296,0.64544311,0.07984360
-5.44772386,1.18627537,0.00527829,0.12560752,0.23170597,0.10715693,0.00692681,0.61074720,0.70521245,0.08435996
-5.44172086,1.26496416,0.00521749,0.13599811,0.24752746,0.11266913,0.00658222,0.64938563,0.76806275,0.08950347
-5.43571786,1.34943812,0.00521995,0.14693387,0.26455671,0.11870019,0.00635288,0.69103270,0.83311827,0.09513134
-5.42971486,1.43779278,0.00527530,0.15823604,0.28241278,0.12506283,0.00622389,0.73469288,0.89944099,0.10110180
-5.42371186,1.52810039,0.00537376,0.16972290,0.30071133,0.13156769,0.00618118,0.77935616,0.96604565,0.10727615
-5.41770885,1.61844309,0.00550627,0.18121275,0.31907033,0.13802695,0.00621170,0.82401594,1.03191811,0.11352138
-5.41170585,1.70694999,0.00566477,0.19252747,0.33711646,0.14425821,0.00630375,0.86768862,1.09603639,0.11971296
-5.40570285,1.79183693,0.00584241,0.20349641,0.35449191,0.15008864,0.00644717,0.90943448,1.15739359,0.12573808
-5.39969985,1.87144760,0.00603374,0.21396052,0.37086155,0.15535918,0.00663359,0.94837912,1.21502187,0.13149887
-5.39369685,1.94429441,0.00623493,0.22377657,0.38591992,0.15992869,0.00685664,0.98373462,1.26801640,0.13691577
-5.38769385,2.00909735,0.00644396,0.23282119,0.39939800,0.16367771,0.00711221,1.01481959,1.31555835,0.14193078
-5.38169085,2.06481936,0.00666075,0.24099466,0.41106928,0.16651201,0.00739865,1.04107733,1.35693583,0.14651039
-5.37568784,2.11069641,0.00688727,0.24822414,0.42075495,0.16836537,0.00771695,1.06209125,1.39156192,0.15064813
-5.36968484,2.14626109,0.00712766,0.25446629,0.42832793,0.16920178,0.00807105,1.07759689,1.41898914,0.15436663
-5.36368184,2.17135858,0.00738818,0.25970910,0.43371561,0.16901679,0.00846791,1.08749008,1.43891959,0.15771895
-5.35767884,2.18615420,0.00767725,0.26397287,0.43690101,0.16783801,0.00891783,1.09183079,1.45121071,0.16078915
-5.35167584,2.19113236,0.00800526,0.26731027,0.43792262,0.16572472,0.00943449,1.09084262,1.45587632,0.16369202
-5.34567284,2.18708673,0.00838446,0.26980548,0.43687259,0.16276656,0.01003521,1.08490790,1.45308330,0.16657198
-5.33966983,2.17510221,0.00882869,0.27157243,0.43389362,0.15908144,0.01074095,1.07455870,1.44314406,0.16960097
-5.33366683,2.15652942,0.00935306,0.27275219,0.42917459,0.15481268,0.01157642,1.06046413,1.42650559,0.17297555
-5.32766383,2.13295260,0.00997356,0.27350964,0.42294518,0.15012560,0.01257000,1.04341449,1.40373556,0.17691312
-5.32166083,2.10615236,0.01070663,0.27402952,0.41546961,0.14520353,0.01375373,1.02430283,1.37550631,0.18164741
-5.31565783,2.07806438,0.01156863,0.27451197,0.40703991,0.14024363,0.01516297,1.00410476,1.34257757,0.18742328
-5.30965483,2.05073556,0.01257535,0.27516769,0.39796884,0.13545243,0.01683620,0.98385697,1.30577858,0.19449106
-5.30365183,2.02627893,0.01374139,0.27621297,0.38858268,0.13104144,0.01881445,0.96463534,1.26599033,0.20310039
-5.29764882,2.00682845,0.01507964,0.27786452,0.37921424,0.12722283,0.02114070,0.94753297,1.22412851,0.21349400
-5.29164582,1.99449482,0.01660068,0.28033450,0.37019609,0.12420537,0.02385911,0.93363892,1.18112757,0.22590125
-5.28564282,1.99132322,0.01831231,0.28382559,0.36185432,0.12219067,0.02701395,0.92401768,1.13792632,0.24053193
-5.27963982,1.99925362,0.02021904,0.28852650,0.35450274,0.12136980,0.03064849,0.91968998,1.09545499,0.25757027
-5.27363682,2.02008425,0.02232174,0.29460771,0.34843780,0.12192030,0.03480362,0.92161492,1.05462404,0.27716945
-5.26763382,2.05543857,0.02461732,0.30221783,0.34393408,0.12400361,0.03951634,0.93067360,1.01631447,0.29944668
-5.26163082,2.10673605,0.02709859,0.31148036,0.34124048,0.12776291,0.04481806,0.94765436,0.98136959,0.32447910
-5.25562781,2.17516696,0.02975414,0.32249121,0.34057708,0.13332121,0.05073292,0.97323955,0.95058801,0.35230054
-5.24962481,2.26167124,0.03256850,0.33531667,0.34213269,0.14077990,0.05727594,1.00799401,0.92471762,0.38289927
-5.24362181,2.36692169,0.03552228,0.34999223,0.34606296,0.15021746,0.06445129,1.05235519,0.90445041,0.41621686
-5.23761881,2.49131155,0.03859250,0.36652189,0.35248923,0.16168845,0.07225063,1.10662507,0.89041794,0.45214804
-5.23161581,2.63494658,0.04175309,0.38487829,0.36149797,0.17522270,0.08065161,1.17096406,0.88318731,0.49054183
-5.22561281,2.79764187,0.04497538,0.40500338,0.37314078,0.19082470,0.08961677,1.24538694,0.88325750,0.53120357
-5.21960980,2.97892356,0.04822876,0.42680966,0.38743510,0.20847320,0.09909264,1.32976110,0.89105611,0.57389812
-5.21360680,3.17803542,0.05148130,0.45018206,0.40436542,0.22812103,0.10900946,1.42380737,0.90693643,0.61835384
-5.20760380,3.39395063,0.05470050,0.47498011,0.42388505,0.24969517,0.11928134,1.52710343,0.93117476,0.66426741
-5.20160080,3.62538844,0.05785397,0.50104061,0.44591843,0.27309719,0.12980707,1.63909020,0.96396815,0.71130928
-5.19559780,3.87083585,0.06091004,0.52818046,0.47036390,0.29820396,0.14047151,1.75908105,1.00543238,0.75912952
-5.18959480,4.12857382,0.06383844,0.55619973,0.49709673,0.32486889,0.15114765,1.88627399,1.05560040,0.80736404
-5.18359180,4.39670770,0.06661076,0.58488475,0.52597257,0.35292358,0.16169931,2.01976659,1.11442099,0.85564082
-5.17758879,4.67320127,0.06920095,0.61401123,0.55683099,0.38217990,0.17198432,2.15857330,1.18175780,0.90358617
-5.17158579,4.95591345,0.07158561,0.64334729,0.58949901,0.41243272,0.18185823,2.30164501,1.25738872,0.95083078
-5.16558279,5.24263706,0.07374429,0.67265638,0.62379469,0.44346299,0.19117837,2.44788993,1.34100552,0.99701542
-5.15957979,5.53113835,0.07565959,0.70170004,0.65953040,0.47504129,0.19980804,2.59619551,1.43221389,1.04179631
-5.15357679,5.81919627,0.07731726,0.73024049,0.69651587,0.50693173,0.20762079,2.74545040,1.53053379,1.08484990
-5.14757379,6.10464040,0.07870620,0.75804311,0.73456080,0.53889609,0.21450446,2.89456576,1.63540040,1.12587720
-5.14157079,6.38538627,0.07981840,0.78487874,0.77347707,0.57069808,0.22036495,3.04249523,1.74616558,1.16460747
-5.13556778,6.65946717,0.08064882,0.81052593,0.81308041,0.60210748,0.22512938,3.18825262,1.86210020,1.20080139
-5.12956478,6.92506133,0.08119530,0.83477302,0.85319156,0.63290414,0.22874854,3.33092681,1.98239750,1.23425349
-5.12356178,7.18051381,0.08145843,0.85742030,0.89363694,0.66288157,0.23119859,3.46969323,2.10617764,1.26479408
-5.11755878,7.42435242,0.08144139,0.87828202,0.93424884,0.69185001,0.23248170,3.60382162,2.23249374,1.29229043
-5.11155578,7.65529747,0.08114986,0.89718835,0.97486518,0.71963884,0.23262577,3.73267981,2.36033969,1.31664734
-5.10555278,7.87226506,0.08059187,0.91398730,1.01532892,0.74609827,0.23168311,3.85573350,2.48865969,1.33780692
-5.09954977,8.07436423,0.07977769,0.92854645,1.05548717,0.77110019,0.22972823,3.97254235,2.61635976,1.35574774
-5.09354677,8.26088840,0.07871969,0.94075453,1.09519008,0.79453824,0.22685463,4.08275267,2.74232111,1.37048321
-5.08754377,8.43130170,0.07743218,0.95052271,1.13428962,0.81632711,0.22317106,4.18608734,2.86541532,1.38205914
-5.08154077,8.58522121,0.07593130,0.95778553,1.17263824,0.83640112,0.21879708,4.28233362,2.98452096,1.39055067
-5.07553777,8.72239608,0.07423473,0.96250143,1.21008753,0.85471232,0.21385837,4.37132973,3.09854130,1.39605850
-5.06953477,8.84268489,0.07236155,0.96465280,1.24648698,0.87122811,0.20848193,4.45295090,3.20642267,1.39870444
-5.06353177,8.94603233,0.07033189,0.96424555,1.28168278,0.88592871,0.20279140,4.52709597,3.30717279,1.39862664
-5.05752876,9.03244674,0.06816666,0.96130813,1.31551682,0.89880458,0.19690268,4.59367512,3.39987848,1.39597443
-5.05152576,9.10197951,0.06588720,0.95589016,1.34782593,0.90985406,0.19092023,4.65259961,3.48372207,1.39090307
-5.04552276,9.15470769,0.06351495,0.94806052,1.37844139,0.91908127,0.18493391,4.70377400,3.55799582,1.38356868
-5.03951976,9.19072051,0.06107104,0.93790524,1.40718883,0.92649457,0.17901677,4.74709137,3.62211383,1.37412355
-5.03351676,9.21011071,0.05857599,0.92552513,1.43388851,0.93210553,0.17322377,4.78243169,3.67562088,1.36271205
-5.02751376,9.21297105,0.05604939,0.91103332,1.45835619,0.93592855,0.16759134,4.80966353,3.71819785,1.34946742
-5.02151076,9.19939613,0.05350962,0.89455291,1.48040452,0.93798115,0.16213799,4.82864877,3.74966366,1.33450966
-5.01550775,9.16948935,0.05097363,0.87621474,1.49984508,0.93828472,0.15686565,4.83925025,3.76997352,1.31794451
-5.00950475,9.12337465,0.04845682,0.85615551,1.51649116,0.93686586,0.15176180,4.84134173,3.77921381,1.29986382
-5.00350175,9.06121215,0.04597297,0.83451624,1.53016116,0.93375799,0.14680220,4.83481970,3.77759391,1.28034715
-4.99749875,8.98321687,0.04353423,0.81144116,1.54068276,0.92900316,0.14195394,4.81961628,3.76543533,1.25946446
-4.99149575,8.88967927,0.04115119,0.78707700,1.54789762,0.92265387,0.13717880,4.79571270,3.74315900,1.23728001
-4.98549275,8.78098640,0.03883304,0.76157272,1.55166667,0.91477475,0.13243654,4.76315234,3.71127116,1.21385690
-4.97948974,8.65764219,0.03658770,0.73507948,1.55187576,0.90544388,0.12768816,4.72205295,3.67034860,1.18926216
-4.97348674,8.52028573,0.03442206,0.70775091,1.54844141,0.89475367,0.12289867,4.67261719,3.62102409,1.16357198
-4.96748374,8.36970610,0.03234213,0.67974338,1.54131650,0.88281114,0.11803959,4.61514098,3.56397240,1.13687678
-4.96148074,8.20685265,0.03035327,0.65121634,1.53049565,0.86973766,0.11309076,4.55001912,3.49989750,1.10928567
-4.95547774,8.03283987,0.02846033,0.62233237,1.51601985,0.85566789,0.10804157,4.47774790,3.42952138,1.08092998
-4.94947474,7.84894597,0.02666779,0.59325710,1.49798023,0.84074818,0.10289160,4.39892427,3.35357456,1.05196566
-4.94347174,7.65660478,0.02497978,0.56415863,1.47652049,0.82513425,0.09765055,4.31424152,3.27278848,1.02257420
-4.93746873,7.45739090,0.02340012,0.53520658,1.45183790,0.80898841,0.09233765,4.22448140,3.18788953,0.99296201
-4.93146573,7.25299798,0.02193227,0.50657073,1.42418262,0.79247630,0.08698052,4.13050267,3.09959456,0.96335812
-4.92546273,7.04521079,0.02057922,0.47841911,1.39385512,0.77576325,0.08161367,4.03322644,3.00860751,0.93401027
-4.91945973,6.83587162,0.01934331,0.45091584,1.36120179,0.75901050,0.07627663,3.93361842,2.91561667,0.90517957
-4.91345673,6.62684209,0.01822610,0.42421863,1.32660868,0.74237126,0.07101201,3.83266870,2.82129224,0.87713384
-4.90745373,6.41996154,0.01722816,0.39847603,1.29049355,0.72598690,0.06586345,3.73136950,2.72628362,0.85013997
-4.90145073,6.21700341,0.01634883,0.37382479,1.25329642,0.70998321,0.06087360,3.63069151,2.63121623,0.82445570
-4.89544772,6.01963123,0.01558613,0.35038713,1.21546898,0.69446702,0.05608232,3.53155975,2.53668744,0.80032104
-4.88944472,5.82935590,0.01493655,0.32826838,1.17746327,0.67952324,0.05152513,3.43482961,2.44326167,0.77795001
-4.88344172,5.64749583,0.01439499,0.30755493,1.13971992,0.66521238,0.04723191,3.34126403,2.35146446,0.75752284
-4.87743872,5.47514193,0.01395473,0.28831258,1.10265668,0.65156874,0.04322596,3.25151279,2.26177580,0.73917920
-4.87143572,5.31312861,0.01360744,0.27058555,1.06665750,0.63859930,0.03952350,3.16609472,2.17462304,0.72301274
-4.86543272,5.16201256,0.01334333,0.25439596,1.03206277,0.62628342,0.03613341,3.08538373,2.09037366,0.70906721
-4.85942971,5.02206019,0.01315126,0.23974405,0.99916109,0.61457337,0.03305739,3.00959942,2.00932848,0.69733444
-4.85342671,4.89324460,0.01301906,0.22660891,0.96818293,0.60339584,0.03029040,2.93880281,1.93171582,0.68775425
-4.84742371,4.77525250,0.01293376,0.21494986,0.93929646,0.59265426,0.02782134,2.87289755,1.85768707,0.68021630
-4.84142071,4.66750106,0.01288194,0.20470824,0.91260570,0.58223200,0.02563395,2.81163691,1.78731426,0.67456386
-4.83541771,4.56916416,0.01285009,0.19580970,0.88815108,0.57199649,0.02370777,2.75463622,1.72058981,0.67059934
-4.82941471,4.47920720,0.01282501,0.18816680,0.86591224,0.56180388,0.02201929,2.70139061,1.65742894,0.66809130
-4.82341171,4.39642907,0.01279415,0.18168176,0.84581302,0.55150440,0.02054303,2.65129716,1.59767460,0.66678261
-4.81740870,4.31950963,0.01274595,0.17624932,0.82772825,0.54094804,0.01925258,2.60368084,1.54110512,0.66639940
-4.81140570,4.24706066,0.01267019,0.17175965,0.81149196,0.52999034,0.01812161,2.55782291,1.48744408,0.66666048
-4.80540270,4.17767817,0.01255819,0.16810105,0.79690671,0.51849823,0.01712473,2.51299070,1.43637229,0.66728656
-4.79939970,4.10999383,0.01240308,0.16516249,0.78375339,0.50635550,0.01623819,2.46846735,1.38754118,0.66800915
-4.79339670,4.04272335,0.01219984,0.16283585,0.77180116,0.49346772,0.01544050,2.42358034,1.34058713,0.66857852
-4.78739370,3.97470988,0.01194545,0.16101784,0.76081697,0.47976643,0.01471275,2.37772740,1.29514611,0.66877055
-4.78139070,3.90496070,0.01163880,0.15961157,0.75057440,0.46521244,0.01403895,2.33039890,1.25086787,0.66839209
-4.77538769,3.83267595,0.01128067,0.15852767,0.74086131,0.44979799,0.01340602,2.28119575,1.20742925,0.66728478
-4.76938469,3.75726862,0.01087353,0.15768514,0.73148619,0.43354782,0.01280383,2.22984224,1.16454582,0.66532717
-4.76338169,3.67837549,0.01042138,0.15701175,0.72228305,0.41651904,0.01222499,2.17619357,1.12198171,0.66243519
-4.75737869,3.59585918,0.00992952,0.15644423,0.71311475,0.39879993,0.01166462,2.12023808,1.07955699,0.65856112
-4.75137569,3.50980214,0.00940422,0.15592815,0.70387493,0.38050766,0.01112005,2.06209447,1.03715270,0.65369124
-4.74537269,3.42049354,0.00885251,0.15541765,0.69448862,0.36178514,0.01059043,2.00200465,0.99471331,0.64784241
-4.73936968,3.32841065,0.00828187,0.15487499,0.68491182,0.34279724,0.01007642,1.94032300,0.95224679,0.64105799
-4.73336668,3.23419625,0.00769990,0.15427015,0.67513027,0.32372647,0.00957976,1.87750298,0.90982249,0.63340334
-4.72736368,3.13863396,0.00711415,0.15358035,0.66515771,0.30476847,0.00910298,1.81408218,0.86756714,0.62496127
-4.72136068,3.04262302,0.00653182,0.15278963,0.65503402,0.28612746,0.00864910,1.75066676,0.82565932,0.61582793
-4.71535768,2.94715426,0.00595959,0.15188862,0.64482343,0.26801189,0.00822132,1.68791627,0.78432284,0.60610911
-4.70935468,2.85328830,0.00540348,0.15087439,0.63461297,0.25063047,0.00782287,1.62652965,0.74381945,0.59591749
-4.70335168,2.76213708,0.00486868,0.14975037,0.62451145,0.23418862,0.00745688,1.56723293,0.70444124,0.58537070
-4.69734867,2.67484898,0.00435956,0.14852653,0.61464885,0.21888559,0.00712623,1.51076908,0.66650308,0.57459048
-4.69134567,2.59259776,0.00387956,0.14721956,0.60517629,0.20491210,0.00683355,1.45788996,0.63033535,0.56370261
-4.68534267,2.51657474,0.00343124,0.14585317,0.59626624,0.19244862,0.00658121,1.40935038,0.59627716,0.55283779
-4.67933967,2.44798351,0.00301628,0.14445836,0.58811291,0.18166412,0.00637138,1.36590363,0.56467017,0.54213295
-4.67333667,2.38803610,0.00263559,0.14307365,0.58093257,0.17271527,0.00620603,1.32829816,0.53585297,0.53173298
-4.66733367,2.33794925,0.00228932,0.14174515,0.57496340,0.16574591,0.00608707,1.29727448,0.51015604,0.52179237
-4.66133067,2.29893950,0.00197703,0.14052653,0.57046458,0.16088668,0.00601636,1.27356166,0.48789703,0.51247665
-4.65532766,2.27221570,0.00169771,0.13947861,0.56771445,0.15825470,0.00599579,1.25787254,0.46937644,0.50396311
-4.64932466,2.25896795,0.00144997,0.13866877,0.56700731,0.15795310,0.00602736,1.25089723,0.45487332,0.49644070
-4.64332166,2.26035209,0.00123208,0.13816995,0.56864879,0.16007037,0.00611316,1.25329413,0.44464094,0.49010891
