energy_ev,total_up,Fe_p_up,Fe_d_up,N_s_up,N_p_up,Os_p_up,Os_d_up,S_s_up,S_p_up
-5.58579290,1.17248199,0.24818229,0.34461370,0.00002164,0.02265458,0.08319194,0.25580361,0.00283092,0.69745989
-5.57978989,1.13752325,0.23554112,0.33672647,0.00002228,0.02055543,0.07540309,0.25470477,0.00250207,0.67132529
-5.57378689,1.10650864,0.22421428,0.32928873,0.00002320,0.01867451,0.06852325,0.25472983,0.00219821,0.64716328
-5.56778389,1.07912836,0.21410860,0.32222690,0.00002438,0.01701388,0.06254027,0.25578128,0.00192041,0.62479523
-5.56178089,1.05500080,0.20511684,0.31545707,0.00002582,0.01557261,0.05743199,0.25773548,0.00166908,0.60401240
-5.55577789,1.03369368,0.19712392,0.30889039,0.00002750,0.01434759,0.05316893,0.26044610,0.00144402,0.58458976
-5.54977489,1.01474645,0.19001312,0.30243868,0.00002940,0.01333426,0.04971699,0.26374836,0.00124453,0.56630000
-5.54377189,0.99769282,0.18367214,0.29601998,0.00003150,0.01252750,0.04704007,0.26746363,0.00106950,0.54892731
-5.53776888,0.98208276,0.17799858,0.28956379,0.00003376,0.01192229,0.04510238,0.27140456,0.00091746,0.53228009
-5.53176588,0.96750284,0.17290479,0.28301579,0.00003616,0.01151438,0.04387061,0.27538034,0.00078671,0.51620221
-5.52576288,0.95359430,0.16832185,0.27634171,0.00003866,0.01130082,0.04331568,0.27920214,0.00067541,0.50058226
-5.51975988,0.94006815,0.16420256,0.26953030,0.00004123,0.01128034,0.04341405,0.28268850,0.00058159,0.48536039
-5.51375688,0.92671684,0.16052326,0.26259520,0.00004382,0.01145360,0.04414873,0.28567050,0.00050330,0.47053256
-5.50775388,0.91342215,0.15728465,0.25557562,0.00004640,0.01182325,0.04550974,0.28799667,0.00043858,0.45615199
-5.50175088,0.90015925,0.15451138,0.24853594,0.00004896,0.01239392,0.04749417,0.28953742,0.00038557,0.44232793
-5.49574787,0.88699677,0.15225062,0.24156407,0.00005147,0.01317190,0.05010583,0.29018886,0.00034254,0.42922186
-5.48974487,0.87409320,0.15056963,0.23476892,0.00005392,0.01416490,0.05335449,0.28987607,0.00030787,0.41704123
-5.48374187,0.86168989,0.14955253,0.22827689,0.00005630,0.01538150,0.05725477,0.28855540,0.00028011,0.40603137
-5.47773887,0.85010100,0.14929629,0.22222767,0.00005864,0.01683061,0.06182471,0.28621608,0.00025797,0.39646569
-5.47173587,0.83970094,0.14990634,0.21676959,0.00006094,0.01852087,0.06708409,0.28288080,0.00024036,0.38863485
-5.46573287,0.83090991,0.15149172,0.21205458,0.00006327,0.02045994,0.07305260,0.27860538,0.00022631,0.38283536
-5.45972986,0.82417810,0.15416027,0.20823308,0.00006566,0.02265389,0.07974792,0.27347749,0.00021505,0.37935796
-5.45372686,0.81996902,0.15801372,0.20544912,0.00006820,0.02510651,0.08718374,0.26761433,0.00020595,0.37847645
-5.44772386,0.81874287,0.16314316,0.20383557,0.00007096,0.02781873,0.09536786,0.26115950,0.00019852,0.38043727
-5.44172086,0.82094011,0.16962485,0.20351002,0.00007404,0.03078817,0.10430046,0.25427900,0.00019241,0.38545026
-5.43571786,0.82696600,0.17751655,0.20457106,0.00007755,0.03400870,0.11397256,0.24715640,0.00018735,0.39368077
-5.42971486,0.83717643,0.18685452,0.20709539,0.00008161,0.03747020,0.12436477,0.23998756,0.00018319,0.40524347
-5.42371186,0.85186535,0.19765121,0.21113563,0.00008634,0.04115845,0.13544635,0.23297471,0.00017985,0.42019789
-5.41770885,0.87125413,0.20989364,0.21671877,0.00009185,0.04505509,0.14717470,0.22632037,0.00017732,0.43854574
-5.41170585,0.89548296,0.22354260,0.22384557,0.00009825,0.04913787,0.15949516,0.22022109,0.00017562,0.46022994
-5.40570285,0.92460440,0.23853250,0.23249046,0.00010567,0.05338085,0.17234127,0.21486123,0.00017481,0.48513524
-5.39969985,0.95857915,0.25477192,0.24260220,0.00011417,0.05775485,0.18563532,0.21040713,0.00017496,0.51309037
-5.39369685,0.99727389,0.27214473,0.25410499,0.00012384,0.06222793,0.19928928,0.20700159,0.00017617,0.54387126
-5.38769385,1.04046117,0.29051172,0.26690007,0.00013470,0.06676596,0.21320597,0.20475919,0.00017849,0.57720532
-5.38169085,1.08782126,0.30971269,0.28086765,0.00014679,0.07133318,0.22728050,0.20376224,0.00018199,0.61277643
-5.37568784,1.13894566,0.32956879,0.29586904,0.00016007,0.07589281,0.24140173,0.20405789,0.00018669,0.65023032
-5.36968484,1.19334231,0.34988517,0.31174894,0.00017448,0.08040763,0.25545394,0.20565617,0.00019258,0.68918035
-5.36368184,1.25044227,0.37045377,0.32833778,0.00018992,0.08484050,0.26931840,0.20852940,0.00019964,0.72921316
-5.35767884,1.30960772,0.39105619,0.34545413,0.00020626,0.08915483,0.28287496,0.21261270,0.00020779,0.76989446
-5.35167584,1.37014131,0.41146670,0.36290697,0.00022331,0.09331493,0.29600349,0.21780593,0.00021690,0.81077453
-5.34567284,1.43129669,0.43145524,0.38049803,0.00024088,0.09728642,0.30858527,0.22397678,0.00022682,0.85139365
-5.33966983,1.49229026,0.45079046,0.39802406,0.00025871,0.10103638,0.32050425,0.23096519,0.00023739,0.89128734
-5.33366683,1.55231413,0.46924287,0.41527916,0.00027653,0.10453363,0.33164823,0.23858878,0.00024837,0.92999154
-5.32766383,1.61055016,0.48658801,0.43205716,0.00029407,0.10774884,0.34190993,0.24664929,0.00025955,0.96704790
-5.32166083,1.66618521,0.50260975,0.44815407,0.00031103,0.11065470,0.35118813,0.25493989,0.00027069,1.00200915
-5.31565783,1.71842733,0.51710368,0.46337083,0.00032712,0.11322612,0.35938877,0.26325291,0.00028154,1.03444474
-5.30965483,1.76652287,0.52988061,0.47751613,0.00034207,0.11544039,0.36642612,0.27138803,0.00029189,1.06394691
-5.30365183,1.80977421,0.54077015,0.49040961,0.00035563,0.11727751,0.37222413,0.27916047,0.00030151,1.09013705
-5.29764882,1.84755773,0.54962439,0.50188517,0.00036758,0.11872047,0.37671783,0.28640891,0.00031022,1.11267256
-5.29164582,1.87934174,0.55632147,0.51179456,0.00037776,0.11975570,0.37985490,0.29300295,0.00031790,1.13125392
-5.28564282,1.90470353,0.56076909,0.52001101,0.00038604,0.12037353,0.38159728,0.29884964,0.00032444,1.14563188
-5.27963982,1.92334524,0.56290772,0.52643295,0.00039237,0.12056873,0.38192285,0.30389897,0.00032980,1.15561468
-5.27363682,1.93510755,0.56271339,0.53098740,0.00039676,0.12034106,0.38082710,0.30814796,0.00033401,1.16107464
-5.26763382,1.93998060,0.56019996,0.53363321,0.00039930,0.11969573,0.37832454,0.31164316,0.00033714,1.16195415
-5.26163082,1.93811134,0.55542055,0.53436359,0.00040012,0.11864395,0.37444992,0.31448140,0.00033933,1.15827040
-5.25562781,1.92980662,0.54846812,0.53320800,0.00039946,0.11720320,0.36925904,0.31680860,0.00034078,1.15011851
-5.24962481,1.91553139,0.53947502,0.53023296,0.00039757,0.11539742,0.36282901,0.31881673,0.00034173,1.13767277
-5.24362181,1.89590162,0.52861127,0.52554191,0.00039480,0.11325701,0.35525792,0.32073874,0.00034248,1.12118551
-5.23761881,1.87167161,0.51608172,0.51927360,0.00039152,0.11081856,0.34666374,0.32284168,0.00034335,1.10098356
-5.23161581,1.84371578,0.50212195,0.51159930,0.00038813,0.10812431,0.33718253,0.32541813,0.00034469,1.07746194
-5.22561281,1.81300497,0.48699296,0.50271857,0.00038505,0.10522138,0.32696580,0.32877608,0.00034686,1.05107502
-5.21960980,1.78057805,0.47097480,0.49285376,0.00038271,0.10216069,0.31617720,0.33322772,0.00035021,1.02232510
-5.21360680,1.74750941,0.45435930,0.48224339,0.00038152,0.09899569,0.30498852,0.33907725,0.00035507,0.99174884
-5.20760380,1.71487343,0.43744220,0.47113449,0.00038185,0.09578087,0.29357516,0.34660830,0.00036173,0.95990191
-5.20160080,1.68370726,0.42051475,0.45977438,0.00038405,0.09257012,0.28211125,0.35607134,0.00037045,0.92734246
-5.19559780,1.65497332,0.40385539,0.44840211,0.00038840,0.08941508,0.27076457,0.36767147,0.00038140,0.89461400
-5.18959480,1.62952299,0.38772158,0.43723988,0.00039510,0.08636342,0.25969161,0.38155716,0.00039470,0.86222850
-5.18359180,1.60806324,0.37234226,0.42648500,0.00040428,0.08345729,0.24903280,0.39781032,0.00041038,0.83065040
-5.17758879,1.59112753,0.35791123,0.41630266,0.00041599,0.08073184,0.23890831,0.41643826,0.00042837,0.80028229
-5.17158579,1.57905263,0.34458169,0.40681993,0.00043017,0.07821408,0.22941453,0.43736775,0.00044853,0.77145291
-5.16558279,1.57196235,0.33246223,0.39812122,0.00044668,0.07592202,0.22062145,0.46044175,0.00047061,0.74440807
-5.15957979,1.56975924,0.32161448,0.39024566,0.00046529,0.07386409,0.21257100,0.48541887,0.00049430,0.71930494
-5.15357679,1.57212478,0.31205240,0.38318626,0.00048568,0.07203904,0.20527656,0.51197586,0.00051918,0.69620997
-5.14757379,1.57852836,0.30374340,0.37689119,0.00050744,0.07043621,0.19872351,0.53971305,0.00054477,0.67510047
-5.14157079,1.58824477,0.29661115,0.37126702,0.00053012,0.06903615,0.19287096,0.56816286,0.00057055,0.65586998
-5.13556778,1.60037965,0.29053994,0.36618369,0.00055320,0.06781164,0.18765441,0.59680099,0.00059594,0.63833687
-5.12956478,1.61390190,0.28538050,0.36148122,0.00057610,0.06672901,0.18298936,0.62506015,0.00062035,0.62225598
-5.12356178,1.62768181,0.28095685,0.35697752,0.00059826,0.06574971,0.17877559,0.65234572,0.00064318,0.60733252
-5.11755878,1.64053314,0.27707406,0.35247721,0.00061909,0.06483201,0.17490198,0.67805299,0.00066383,0.59323773
-5.11155578,1.65125760,0.27352645,0.34778084,0.00063803,0.06393290,0.17125154,0.70158525,0.00068177,0.57962528
-5.10555278,1.65868953,0.27010594,0.34269404,0.00065453,0.06300988,0.16770656,0.72237205,0.00069648,0.56614793
-5.09954977,1.66173912,0.26661016,0.33703638,0.00066812,0.06202272,0.16415349,0.73988699,0.00070754,0.55247335
-5.09354677,1.65943214,0.26284999,0.33064920,0.00067836,0.06093506,0.16048749,0.75366429,0.00071460,0.53829864
-5.08754377,1.65094461,0.25865629,0.32340234,0.00068490,0.05971580,0.15661630,0.76331344,0.00071738,0.52336273
-5.08154077,1.63563105,0.25388551,0.31519937,0.00068750,0.05834018,0.15246349,0.76853145,0.00071574,0.50745637
-5.07553777,1.61304511,0.24842396,0.30598107,0.00068598,0.05679057,0.14797072,0.76911213,0.00070961,0.49042913
-5.06953477,1.58295210,0.24219076,0.29572720,0.00068028,0.05505686,0.14309921,0.76495198,0.00069905,0.47219343
-5.06353177,1.54533288,0.23513924,0.28445642,0.00067042,0.05313663,0.13783023,0.75605265,0.00068419,0.45272549
-5.05752876,1.50037955,0.22725696,0.27222453,0.00065652,0.05103487,0.13216475,0.74251971,0.00066529,0.43206338
-5.05152576,1.44848318,0.21856434,0.25912123,0.00063879,0.04876347,0.12612223,0.72455801,0.00064266,0.41030240
-5.04552276,1.39021462,0.20911210,0.24526550,0.00061754,0.04634041,0.11973874,0.70246377,0.00061670,0.38758823
-5.03951976,1.32629951,0.19897767,0.23080012,0.00059311,0.04378884,0.11306454,0.67661380,0.00058786,0.36410839
-5.03351676,1.25758875,0.18826077,0.21588540,0.00056593,0.04113590,0.10616124,0.64745246,0.00055665,0.34008245
-5.02751376,1.18502614,0.17707851,0.20069270,0.00053645,0.03841152,0.09909867,0.61547686,0.00052358,0.31575157
-5.02151076,1.10961449,0.16556014,0.18539782,0.00050515,0.03564723,0.09195175,0.58122093,0.00048919,0.29136800
-5.01550775,1.03238187,0.15384176,0.17017486,0.00047254,0.03287491,0.08479732,0.54523915,0.00045401,0.26718495
-5.00950475,0.95434937,0.14206124,0.15519048,0.00043911,0.03012573,0.07771132,0.50809052,0.00041854,0.24344731
-5.00350175,0.87650151,0.13035348,0.14059906,0.00040534,0.02742915,0.07076609,0.47032331,0.00038325,0.22038356
-4.99749875,0.79976037,0.11884629,0.12653869,0.00037167,0.02481213,0.06402822,0.43246125,0.00034860,0.19819912
-4.99149575,0.72496415,0.10765683,0.11312822,0.00033854,0.02229841,0.05755680,0.39499156,0.00031495,0.17707135
-4.98549275,0.65285066,0.09688889,0.10046537,0.00030631,0.01990815,0.05140210,0.35835502,0.00028265,0.15714615
-4.97948974,0.58404584,0.08663097,0.08862577,0.00027530,0.01765760,0.04560480,0.32293850,0.00025197,0.13853625
-4.97348674,0.51905739,0.07695503,0.07766306,0.00024577,0.01555902,0.04019565,0.28906978,0.00022312,0.12132096
-4.96748374,0.45827316,0.06791613,0.06760972,0.00021795,0.01362077,0.03519553,0.25701492,0.00019624,0.10554735
-4.96148074,0.40196376,0.05955260,0.05847868,0.00019198,0.01184749,0.03061593,0.22697771,0.00017146,0.09123253
-4.95547774,0.35028895,0.05188694,0.05026539,0.00016798,0.01024042,0.02645964,0.19910128,0.00014880,0.07836677
-4.94947474,0.30330702,0.04492707,0.04295036,0.00014599,0.00879785,0.02272176,0.17347141,0.00012827,0.06691736
-4.94347174,0.26098637,0.03866800,0.03650186,0.00012603,0.00751553,0.01939076,0.15012130,0.00010984,0.05683278
-4.93746873,0.22321862,0.03309374,0.03087874,0.00010807,0.00638716,0.01644976,0.12903731,0.00009343,0.04804706
-4.93146573,0.18983252,0.02817934,0.02603324,0.00009204,0.00540492,0.01387769,0.11016555,0.00007894,0.04048410
-4.92546273,0.16060797,0.02389297,0.02191352,0.00007787,0.00455995,0.01165050,0.09341877,0.00006625,0.03406167
-4.91945973,0.13528961,0.02019789,0.01846611,0.00006543,0.00384274,0.00974233,0.07868329,0.00005523,0.02869521
-4.91345673,0.11359951,0.01705437,0.01563793,0.00005461,0.00324359,0.00812644,0.06582579,0.00004573,0.02430098
-4.90745373,0.09524855,0.01442137,0.01337806,0.00004527,0.00275292,0.00677616,0.05469965,0.00003762,0.02079879
-4.90145073,0.07994634,0.01225796,0.01163903,0.00003727,0.00236158,0.00566555,0.04515070,0.00003074,0.01811408
-4.89544772,0.06740942,0.01052455,0.01037785,0.00003048,0.00206102,0.00477003,0.03702222,0.00002495,0.01617944
-4.88944472,0.05736765,0.00918380,0.00955656,0.00002476,0.00184346,0.00406677,0.03015927,0.00002011,0.01493553
-4.88344172,0.04956899,0.00820123,0.00914253,0.00001998,0.00170200,0.00353497,0.02441210,0.00001611,0.01433149
-4.87743872,0.04378251,0.00754567,0.00910837,0.00001601,0.00163060,0.00315598,0.01963881,0.00001281,0.01432474
-4.87143572,0.03979994,0.00718932,0.00943158,0.00001274,0.00162410,0.00291337,0.01570738,0.00001012,0.01488047
-4.86543272,0.03743582,0.00710773,0.01009392,0.00001007,0.00167812,0.00279279,0.01249682,0.00000795,0.01597060
-4.85942971,0.03652651,0.00727951,0.01108064,0.00000790,0.00178895,0.00278184,0.00989793,0.00000619,0.01757251
-4.85342671,0.03692821,0.00768586,0.01237945,0.00000616,0.00195342,0.00286982,0.00781347,0.00000480,0.01966744
-4.84742371,0.03851429,0.00831009,0.01397946,0.00000477,0.00216872,0.00304747,0.00615791,0.00000369,0.02223880
-4.84142071,0.04117210,0.00913693,0.01587004,0.00000367,0.00243224,0.00330663,0.00485694,0.00000282,0.02527027
-4.83541771,0.04479939,0.01015186,0.01803960,0.00000280,0.00274137,0.00363993,0.00384672,0.00000214,0.02874396
-4.82941471,0.04930074,0.01134044,0.02047448,0.00000213,0.00309332,0.00404049,0.00307293,0.00000161,0.03263859
-4.82341171,0.05458405,0.01268765,0.02315789,0.00000160,0.00348495,0.00450156,0.00248988,0.00000121,0.03692781
-4.81740870,0.06055721,0.01417725,0.02606899,0.00000120,0.00391263,0.00501630,0.00205939,0.00000090,0.04157873
-4.81140570,0.06712533,0.01579131,0.02918215,0.00000089,0.00437211,0.00557752,0.00174992,0.00000066,0.04655077
-4.80540270,0.07418844,0.01750981,0.03246642,0.00000066,0.00485840,0.00617749,0.00153551,0.00000049,0.05179482
-4.79939970,0.08163984,0.01931038,0.03588530,0.00000048,0.00536579,0.00680781,0.00139499,0.00000035,0.05725283
-4.79339670,0.08936524,0.02116826,0.03939673,0.00000035,0.00588775,0.00745937,0.00131115,0.00000026,0.06285787
-4.78739370,0.09724263,0.02305631,0.04295343,0.00000025,0.00641705,0.00812233,0.00127007,0.00000019,0.06853466
-4.78139070,0.10514300,0.02494536,0.04650355,0.00000018,0.00694581,0.00878619,0.00126051,0.00000013,0.07420056
-4.77538769,0.11293172,0.02680453,0.04999155,0.00000013,0.00746564,0.00943993,0.00127337,0.00000009,0.07976704
-4.76938469,0.12047075,0.02860191,0.05335942,0.00000009,0.00796778,0.01007217,0.00130133,0.00000007,0.08514159
-4.76338169,0.12762131,0.03030517,0.05654805,0.00000006,0.00844335,0.01067147,0.00133848,0.00000005,0.09022998
-4.75737869,0.13424710,0.03188243,0.05949885,0.00000004,0.00888355,0.01122653,0.00138005,0.00000004,0.09493873
-4.75137569,0.14021785,0.03330312,0.06215542,0.00000003,0.00927993,0.01172654,0.00142219,0.00000003,0.09917787
-4.74537269,0.14541287,0.03453883,0.06446525,0.00000002,0.00962463,0.01216147,0.00146183,0.00000002,0.10286366
-4.73936968,0.14972473,0.03556426,0.06638143,0.00000001,0.00991062,0.01252236,0.00149655,0.00000002,0.10592123
-4.73336668,0.15306255,0.03635795,0.06786418,0.00000001,0.01013197,0.01280165,0.00152451,0.00000003,0.10828710
-4.72736368,0.15535501,0.03690306,0.06888219,0.00000001,0.01028399,0.01299338,0.00154439,0.00000003,0.10991131
-4.72136068,0.15655264,0.03718793,0.06941373,0.00000000,0.01036346,0.01309341,0.00155534,0.00000005,0.11075915
-4.71535768,0.15662960,0.03720646,0.06944740,0.00000000,0.01036869,0.01309956,0.00155701,0.00000007,0.11081238
-4.70935468,0.15558452,0.03695838,0.06898252,0.00000000,0.01029959,0.01301166,0.00154947,0.00000010,0.11006989
-4.70335168,0.15344058,0.03644920,0.06802923,0.00000000,0.01015774,0.01283162,0.00153329,0.00000014,0.10854773
-4.69734867,0.15024481,0.03569011,0.06660804,0.00000000,0.00994623,0.01256327,0.00150952,0.00000020,0.10627853
-4.69134567,0.14606648,0.03469758,0.06474922,0.00000000,0.00966968,0.01221228,0.00147975,0.00000029,0.10331038
-4.68534267,0.14099489,0.03349280,0.06249168,0.00000000,0.00933400,0.01178596,0.00144615,0.00000041,0.09970517
-4.67933967,0.13513656,0.03210107,0.05988172,0.00000001,0.00894624,0.01129300,0.00141154,0.00000058,0.09553645
-4.67333667,0.12861193,0.03055096,0.05697150,0.00000001,0.00851438,0.01074318,0.00137950,0.00000083,0.09088701
-4.66733367,0.12155188,0.02887350,0.05381738,0.00000001,0.00804709,0.01014704,0.00135451,0.00000116,0.08584622
-4.66133067,0.11409413,0.02710134,0.05047821,0.00000002,0.00755349,0.00951560,0.00134215,0.00000161,0.08050729
-4.65532766,0.10637975,0.02526785,0.04701370,0.00000003,0.00704290,0.00885999,0.00134929,0.00000223,0.07496451
-4.64932466,0.09854996,0.02340641,0.04348277,0.00000004,0.00652468,0.00819119,0.00138441,0.00000306,0.06931067
-4.64332166,0.09074337,0.02154968,0.03994215,0.00000006,0.00600799,0.00751972,0.00145795,0.00000417,0.06363476
