energy_ev,total_up,C_s_up,C_p_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up,W_p_up,W_d_up
-5.72386193,8.70539820,0.01836444,0.96920331,0.02005943,4.31588282,1.80182807,0.46527844,3.66017073,1.89603878
-5.71785893,8.51207244,0.01832057,0.92509150,0.01902646,4.26933289,1.81016895,0.45977241,3.50500969,1.83162040
-5.71185593,8.32198649,0.01829739,0.88300907,0.01803764,4.22133278,1.81554517,0.45446666,3.35847908,1.76860972
-5.70585293,8.13500563,0.01828414,0.84295882,0.01709156,4.17161669,1.81761695,0.44932996,3.22037009,1.70718708
-5.69984992,7.95088273,0.01827118,0.80491312,0.01618699,4.11990390,1.81611485,0.44431629,3.09039285,1.64748287
-5.69384692,7.76931018,0.01825022,0.76882005,0.01532281,4.06592803,1.81085364,0.43936850,2.96820517,1.58958476
-5.68784392,7.58997126,0.01821445,0.73461040,0.01449811,4.00946460,1.80174275,0.43442238,2.85344114,1.53354595
-5.68184092,7.41258813,0.01815861,0.70220496,0.01371217,3.95035503,1.78879290,0.42941068,2.74573858,1.47939382
-5.67583792,7.23696376,0.01807902,0.67152206,0.01296442,3.88852591,1.77211835,0.42426711,2.64476459,1.42713845
-5.66983492,7.06301587,0.01797347,0.64248488,0.01225449,3.82400265,1.75193482,0.41892995,2.55023812,1.37678042
-5.66383192,6.89080150,0.01784112,0.61502823,0.01158215,3.75691684,1.72855304,0.41334533,2.46194911,1.32831765
-5.65782891,6.72053165,0.01768223,0.58910461,0.01094729,3.68750747,1.70236854,0.40746993,2.37977340,1.28175087
-5.65182591,6.55257616,0.01749802,0.56468921,0.01034989,3.61611638,1.67384801,0.40127313,2.30368320,1.23708768
-5.64582291,6.38745953,0.01729033,0.54178376,0.00978995,3.54317870,1.64351336,0.39473865,2.23375283,1.19434521
-5.63981991,6.22584915,0.01706146,0.52041903,0.00926751,3.46920944,1.61192411,0.38786548,2.17015966,1.15355147
-5.63381691,6.06853750,0.01681381,0.50065590,0.00878256,3.39478740,1.57965926,0.38066843,2.11318046,1.11474561
-5.62781391,5.91642033,0.01654979,0.48258509,0.00833503,3.32053775,1.54729946,0.37317811,2.06318332,1.07797738
-5.62181091,5.77047261,0.01627157,0.46632553,0.00792478,3.24711462,1.51541054,0.36544053,2.02061548,1.04330607
-5.61580790,5.63172403,0.01598096,0.45202139,0.00755155,3.17518459,1.48452895,0.35751633,1.98598767,1.01079920
-5.60980490,5.50123552,0.01567940,0.43983809,0.00721498,3.10541216,1.45514975,0.34947975,1.95985540,0.98053126
-5.60380190,5.38007771,0.01536789,0.42995728,0.00691462,3.03844756,1.42771758,0.34141725,1.94279778,0.95258262
-5.59779890,5.26931216,0.01504709,0.42257118,0.00664994,2.97491731,1.40262062,0.33342603,1.93539460,0.92703878
-5.59179590,5.16997535,0.01471737,0.41787631,0.00642038,2.91541738,1.38018762,0.32561227,1.93820230,0.90398997
-5.58579290,5.08306547,0.01437895,0.41606706,0.00622536,2.86050873,1.36068769,0.31808916,1.95172969,0.88353114
-5.57978989,5.00953146,0.01403206,0.41732916,0.00606437,2.81071467,1.34433246,0.31097489,1.97641396,0.86576213
-5.57378689,4.95026384,0.01367712,0.42183345,0.00593697,2.76651960,1.33128018,0.30439036,2.01259800,0.85078802
-5.56778389,4.90608659,0.01331487,0.42973011,0.00584292,2.72836830,1.32164126,0.29845684,2.06050973,0.83871949
-5.56178089,4.87774963,0.01294652,0.44114352,0.00578219,2.69666546,1.31548457,0.29329357,2.12024411,0.82967292
-5.55577789,4.86592135,0.01257392,0.45616804,0.00575503,2.67177482,1.31284419,0.28901525,2.19174881,0.82377036
-5.54977489,4.87118109,0.01219960,0.47486478,0.00576204,2.65401770,1.31372591,0.28572969,2.27481391,0.82113894
-5.54377189,4.89401148,0.01182683,0.49725946,0.00580424,2.64367082,1.31811342,0.28353546,2.36906638,0.82191001
-5.53776888,4.93479080,0.01145965,0.52334139,0.00588308,2.64096342,1.32597354,0.28251983,2.47396947,0.82621759
-5.53176588,4.99378571,0.01110284,0.55306358,0.00600054,2.64607394,1.33726061,0.28275698,2.58882738,0.83419654
-5.52576288,5.07114464,0.01076184,0.58634375,0.00615914,2.65912641,1.35191967,0.28430657,2.71279492,0.84598008
-5.51975988,5.16689233,0.01044266,0.62306629,0.00636199,2.68018718,1.36988854,0.28721277,2.84489184,0.86169693
-5.51375688,5.28092548,0.01015179,0.66308475,0.00661281,2.70926188,1.39109861,0.29150376,2.98402132,0.88146800
-5.50775388,5.41300978,0.00989601,0.70622467,0.00691598,2.74629333,1.41547451,0.29719172,3.12899144,0.90540262
-5.50175088,5.56277807,0.00968232,0.75228654,0.00727648,2.79116009,1.44293257,0.30427331,3.27853893,0.93359427
-5.49574787,5.72972907,0.00951774,0.80104835,0.00769995,2.84367602,1.47337815,0.31273052,3.43135358,0.96611587
-5.48974487,5.91322626,0.00940922,0.85226779,0.00819261,2.90359041,1.50670197,0.32253189,3.58610222,1.00301446
-5.48374187,6.11249602,0.00936348,0.90568350,0.00876119,2.97058857,1.54277539,0.33363394,3.74145101,1.04430535
-5.47773887,6.32662431,0.00938689,0.96101551,0.00941289,3.04429249,1.58144489,0.34598260,3.89608463,1.08996555
-5.47173587,6.55455118,0.00948542,1.01796456,0.01015519,3.12426107,1.62252589,0.35951469,4.04872175,1.13992680
-5.46573287,6.79506277,0.00966445,1.07621051,0.01099568,3.20998981,1.66579616,0.37415906,4.19812588,1.19406795
-5.45972986,7.04678058,0.00992879,1.13540987,0.01194189,3.30090933,1.71098904,0.38983748,4.34311147,1.25220725
-5.45372686,7.30814856,0.01028249,1.19519282,0.01300100,3.39638303,1.75778709,0.40646508,4.48254537,1.31409448
-5.44772386,7.57741875,0.01072882,1.25516008,0.01417954,3.49570364,1.80581643,0.42395034,4.61534425,1.37940368
-5.44172086,7.85263711,0.01127015,1.31488008,0.01548307,3.59808925,1.85464233,0.44219462,4.74046885,1.44772673
-5.43571786,8.13163125,0.01190787,1.37388698,0.01691582,3.70267926,1.90376675,0.46109124,4.85691647,1.51856848
-5.42971486,8.41200247,0.01264227,1.43168019,0.01848029,3.80853108,1.95262812,0.48052431,4.96371310,1.59134397
-5.42371186,8.69112458,0.01347244,1.48772578,0.02017695,3.91461848,2.00060410,0.50036746,5.05990687,1.66537858
-5.41770885,8.96615185,0.01439615,1.54146035,0.02200377,4.01983264,2.04701753,0.52048248,5.14456438,1.73991136
-5.41170585,9.23403855,0.01540977,1.59229760,0.02395601,4.12298689,2.09114583,0.54071841,5.21677139,1.81410236
-5.40570285,9.49157153,0.01650816,1.63963788,0.02602587,4.22282593,2.13223405,0.56091098,5.27563889,1.88704400
-5.39969985,9.73541712,0.01768457,1.68288063,0.02820237,4.31804034,2.16951122,0.58088282,5.32031523,1.95777677
-5.39369685,9.96218236,0.01893063,1.72143934,0.03047115,4.40728652,2.20220970,0.60044445,5.35000463,2.02530902
-5.38769385,10.16848963,0.02023629,1.75475886,0.03281457,4.48921222,2.22958692,0.61939633,5.36399143,2.08864038
-5.38169085,10.35106286,0.02158986,1.78233405,0.03521172,4.56248706,2.25094863,0.63753184,5.36166931,2.14678831
-5.37568784,10.50682204,0.02297808,1.80372910,0.03763874,4.62583717,2.26567267,0.65464134,5.34257398,2.19881652
-5.36968484,10.63298234,0.02438625,1.81859646,0.04006909,4.67808263,2.27323208,0.67051708,5.30641727,2.24386440
-5.36368184,10.72715298,0.02579837,1.82669430,0.04247407,4.71817616,2.27321640,0.68495881,5.25312057,2.28117583
-5.35767884,10.78743072,0.02719740,1.82790148,0.04482334,4.74524087,2.26534996,0.69777992,5.18284515,2.31012619
-5.35167584,10.81248281,0.02856550,1.82222891,0.04708560,4.75860537,2.24950601,0.70881366,5.09601692,2.33024595
-5.34567284,10.80161422,0.02988438,1.80982649,0.04922926,4.75783393,2.22571589,0.71791924,4.99334359,2.34123966
-5.33966983,10.75481481,0.03113561,1.79098499,0.05122325,4.74274989,2.19417239,0.72498742,4.87582218,2.34299909
-5.33366683,10.67278282,0.03230103,1.76613236,0.05303770,4.71345067,2.15522710,0.72994521,4.74473570,2.33560962
-5.32766383,10.55692225,0.03336313,1.73582443,0.05464477,4.67031317,2.10938145,0.73275940,4.60163820,2.31934951
-5.32166083,10.40931329,0.03430540,1.70073022,0.05601930,4.61398881,2.05727191,0.73343873,4.44832798,2.29468163
-5.31565783,10.23265617,0.03511276,1.66161226,0.05713946,4.54538810,1.99964980,0.73203448,4.28680977,2.26223812
-5.30965483,10.03019040,0.03577188,1.61930283,0.05798729,4.46565501,1.93735670,0.72863932,4.11924699,2.22279844
-5.30365183,9.80559292,0.03627150,1.57467711,0.05854915,4.37613239,1.87129650,0.72338458,3.94790599,2.17726198
-5.29764882,9.56285961,0.03660270,1.52862456,0.05881603,4.27831960,1.80240552,0.71643601,3.77509461,2.12661639
-5.29164582,9.30617572,0.03675915,1.48201966,0.05878371,4.17382465,1.73162199,0.70798801,3.60309776,2.07190323
-5.28564282,9.03978147,0.03673722,1.43569371,0.05845288,4.06431276,1.65985645,0.69825701,3.43411292,2.01418269
-5.27963982,8.76783891,0.03653614,1.39040876,0.05782899,3.95145401,1.58796433,0.68747385,3.27018834,1.95449891
-5.27363682,8.49430663,0.03615797,1.34683494,0.05692213,3.83687244,1.51672209,0.67587598,3.11316687,1.89384781
-5.26763382,8.22282773,0.03560762,1.30553241,0.05574668,3.72209888,1.44680761,0.66369948,2.96463771,1.83314857
-5.26163082,7.95663601,0.03489272,1.26693828,0.05432096,3.60852982,1.37878601,0.65117159,2.82589828,1.77322030
-5.25562781,7.69848439,0.03402348,1.23135951,0.05266673,3.49739378,1.31310089,0.63850388,2.69792758,1.71476463
-5.24962481,7.45059773,0.03301245,1.19897145,0.05080869,3.38972676,1.25007147,0.62588650,2.58137224,1.65835481
-5.24362181,7.21465149,0.03187432,1.16982230,0.04877392,3.28635739,1.18989517,0.61348372,2.47654525,1.60443147
-5.23761881,6.99177595,0.03062555,1.14384278,0.04659127,3.18790208,1.13265540,0.60143085,2.38343747,1.55330489
-5.23161581,6.78258422,0.02928409,1.12086055,0.04429086,3.09476989,1.07833365,0.58983276,2.30174081,1.50516322
-5.22561281,6.58722165,0.02786901,1.10061831,0.04190341,3.00717644,1.02682516,0.57876386,2.23088186,1.46008575
-5.21960980,6.40543262,0.02640013,1.08279463,0.03945980,2.92516545,0.97795700,0.56826958,2.17006423,1.41806020
-5.21360680,6.23664051,0.02489770,1.06702645,0.03699056,2.84863662,0.93150762,0.55836903,2.11831734,1.37900282
-5.20760380,6.08003588,0.02338198,1.05293193,0.03452539,2.77737780,0.88722673,0.54905880,2.07454955,1.34277997
-5.20160080,5.93466776,0.02187297,1.04013267,0.03209284,2.71109967,0.84485450,0.54031746,2.03760310,1.30922982
-5.19559780,5.79953341,0.02039008,1.02827430,0.02971998,2.64947081,0.80413929,0.53211055,2.00630851,1.27818310
-5.18959480,5.67366166,0.01895183,1.01704436,0.02743212,2.59215139,0.76485301,0.52439575,1.97953615,1.24948167
-5.18359180,5.55618618,0.01757568,1.00618713,0.02525267,2.53882358,0.72680376,0.51712780,1.95624302,1.22299409
-5.17758879,5.44640542,0.01627774,0.99551447,0.02320295,2.48921730,0.68984526,0.51026302,1.93551280,1.19862759
-5.17158579,5.34382679,0.01507271,0.98491288,0.02130219,2.44313019,0.65388300,0.50376315,1.91658804,1.17633590
-5.16558279,5.24819408,0.01397369,0.97434622,0.01956743,2.40044084,0.61887702,0.49759819,1.89889329,1.15612294
-5.15957979,5.15949737,0.01299212,0.96385466,0.01801354,2.36111517,0.58484171,0.49174834,1.88204872,1.13804243
-5.15357679,5.07796636,0.01213774,0.95354989,0.01665324,2.32520574,0.55184278,0.48620477,1.86587415,1.12219365
-5.14757379,5.00404827,0.01141858,0.94360714,0.01549715,2.29284464,0.51999195,0.48096936,1.85038374,1.10871398
-5.14157079,4.93837267,0.01084090,0.93425470,0.01455379,2.26423057,0.48943975,0.47605345,1.83577214,1.09776880
-5.13556778,4.88170577,0.01040926,0.92576138,0.01382964,2.23961137,0.46036714,0.47147578,1.82239296,1.08953951
-5.12956478,4.83489757,0.01012650,0.91842286,0.01332913,2.21926315,0.43297625,0.46725976,1.81073119,1.08421056
-5.12356178,4.79882495,0.00999379,0.91254741,0.01305464,2.20346769,0.40748097,0.46343041,1.80137084,1.08195612
-5.11755878,4.77433441,0.01001063,0.90844186,0.01300648,2.19248955,0.38409773,0.46001115,1.79495960,1.08292740
-5.11155578,4.76218754,0.01017488,0.90639833,0.01318282,2.18655439,0.36303685,0.45702070,1.79217232,1.08724122
-5.10555278,4.76301248,0.01048280,0.90668230,0.01357967,2.18583006,0.34449483,0.45447045,1.79367491,1.09497039
-5.09954977,4.77726378,0.01092904,0.90952254,0.01419079,2.19041158,0.32864777,0.45236236,1.80009033,1.10613663
-5.09354677,4.80519285,0.01150670,0.91510316,0.01500763,2.20031098,0.31564613,0.45068773,1.81196818,1.12070612
-5.08754377,4.84683055,0.01220735,0.92355820,0.01601933,2.21545280,0.30561086,0.44942681,1.82975915,1.13858811
-5.08154077,4.90198261,0.01302109,0.93496875,0.01721271,2.23567542,0.29863088,0.44854945,1.85379520,1.15963660
-5.07553777,4.97023813,0.01393662,0.94936279,0.01857233,2.26073824,0.29476194,0.44801665,1.88427637,1.18365501
-5.06953477,5.05099049,0.01494136,0.96671761,0.02008063,2.29033425,0.29402675,0.44778297,1.92126446,1.21040366
-5.06353177,5.14346956,0.01602155,0.98696467,0.02171811,2.32410736,0.29641614,0.44779969,1.96468372,1.23960970
-5.05752876,5.24678336,0.01716248,1.00999684,0.02346366,2.36167313,0.30189125,0.44801842,2.01432829,1.27097908
-5.05152576,5.35996678,0.01834861,1.03567732,0.02529487,2.40264191,0.31038641,0.44839508,2.06987580,1.30420996
-5.04552276,5.48203475,0.01956388,1.06385032,0.02718852,2.44664264,0.32181257,0.44889374,2.13090631,1.33900693
-5.03951976,5.61203660,0.02079194,1.09435252,0.02912106,2.49334576,0.33606103,0.44949028,2.19692548,1.37509540
-5.03351676,5.74910855,0.02201647,1.12702520,0.03106919,2.54248368,0.35300737,0.45017542,2.26739062,1.41223532
-5.02751376,5.89252100,0.02322143,1.16172607,0.03301038,2.59386722,0.37251508,0.45095698,2.34173824,1.45023359
-5.02151076,6.04171742,0.02439143,1.19834038,0.03492350,2.64739664,0.39443898,0.45186107,2.41941136,1.48895431
-5.01550775,6.19634212,0.02551201,1.23679046,0.03678927,2.70306621,0.41862804,0.45293216,2.49988513,1.52832630
-5.00950475,6.35625441,0.02656988,1.27704313,0.03859077,2.76096161,0.44492744,0.45423190,2.58268903,1.56834717
-5.00350175,6.52152736,0.02755321,1.31911425,0.04031377,2.82124970,0.47317980,0.45583661,2.66742436,1.60908359
-4.99749875,6.69243010,0.02845180,1.36306984,0.04194693,2.88416083,0.50322536,0.45783362,2.75377560,1.65066731
-4.99149575,6.86939342,0.02925721,1.40902331,0.04348189,2.94996430,0.53490120,0.46031659,2.84151478,1.69328689
-4.98549275,7.05295936,0.02996286,1.45712852,0.04491323,3.01893782,0.56803935,0.46337992,2.93049819,1.73717513
-4.97948974,7.24371655,0.03056398,1.50756849,0.04623816,3.09133272,0.60246406,0.46711265,3.02065522,1.78259255
-4.97348674,7.44222375,0.03105764,1.56053993,0.04745622,3.16733637,0.63798824,0.47159209,3.11196963,1.82980748
-4.96748374,7.64892531,0.03144255,1.61623393,0.04856872,3.24703424,0.67440940,0.47687754,3.20445391,1.87907355
-4.96148074,7.86406265,0.03171893,1.67481351,0.04957818,3.33037377,0.71150534,0.48300453,3.29811798,1.93060542
-4.95547774,8.08758681,0.03188829,1.73638889,0.05048767,3.41713233,0.74903005,0.48997983,3.39293397,1.98455421
-4.94947474,8.31907711,0.03195317,1.80099167,0.05130014,3.50689166,0.78671012,0.49777761,3.48879894,2.04098367
-4.94347174,8.55767138,0.03191691,1.86854929,0.05201782,3.59902084,0.82424217,0.50633705,3.58549798,2.09984855
-4.93746873,8.80201272,0.03178341,1.93886131,0.05264166,3.69266932,0.86129157,0.51556147,3.68267012,2.16097669
-4.93146573,9.05021734,0.03155688,2.01157894,0.05317091,3.78677147,0.89749308,0.52531935,3.77977959,2.22405576
-4.92546273,9.29986718,0.03124168,2.08618956,0.05360287,3.88006304,0.93245341,0.53544694,3.87609463,2.28862615
-4.91945973,9.54802973,0.03084216,2.16200748,0.05393283,3.97110972,0.96575605,0.54575274,3.97067609,2.35408053
-4.91345673,9.79130633,0.03036258,2.23817223,0.05415416,4.05834697,0.99696848,0.55602340,4.06237726,2.41967090
-4.90745373,10.02590856,0.02980711,2.31365511,0.05425862,4.14012983,1.02565158,0.56603103,4.14985601,2.48452307
-4.90145073,10.24776079,0.02917982,2.38727457,0.05423691,4.21479071,1.05137104,0.57554136,4.23159960,2.54765849
-4.89544772,10.45262539,0.02848478,2.45772036,0.05407924,4.28070265,1.07371052,0.58432262,4.30596170,2.60802278
-4.88944472,10.63624581,0.02772621,2.52358593,0.05377617,4.33634524,1.09228593,0.59215452,4.37121057,2.66451981
-4.88344172,10.79450135,0.02690862,2.58340810,0.05331942,4.38036990,1.10676022,0.59883698,4.42558640,2.71605017
-4.87743872,10.92356670,0.02603696,2.63571250,0.05270273,4.41166148,1.11685812,0.60419816,4.46736553,2.76155208
-4.87143572,11.02006878,0.02511685,2.67906297,0.05192271,4.42939301,1.12237993,0.60810147,4.49492828,2.80004317
-4.86543272,11.08123324,0.02415471,2.71211264,0.05097958,4.43307083,1.12321371,0.61045113,4.50682740,2.83066093
-4.85942971,11.10501341,0.02315788,2.73365446,0.04987779,4.42256773,1.11934516,0.61119602,4.50185340,2.85270003
-4.85342671,11.09019517,0.02213472,2.74266865,0.04862648,4.39814240,1.11086457,0.61033180,4.47909349,2.86564464
-4.84742371,11.03647221,0.02109466,2.73836478,0.04723971,4.36044393,1.09797027,0.60790100,4.43798103,2.86919405
-4.84142071,10.94448779,0.02004814,2.72021637,0.04573651,4.31050122,1.08096839,0.60399131,4.37833269,2.86328044
-4.83541771,10.81584047,0.01900656,2.68798620,0.04414066,4.24969739,1.06026862,0.59873204,4.30037137,2.84807782
-4.82941471,10.65305320,0.01798213,2.64174113,0.04248031,4.17973045,1.03637599,0.59228902,4.20473349,2.82400155
-4.82341171,10.45950681,0.01698765,2.58185555,0.04078732,4.10256173,1.00987904,0.58485821,4.09246015,2.79169857
-4.81740870,10.23934064,0.01603629,2.50900335,0.03909645,4.02035433,0.98143444,0.57665828,3.96497240,2.75202860
-4.81140570,9.99732451,0.01514132,2.42413870,0.03744444,3.93540415,0.95174898,0.56792259,3.82403194,2.70603710
-4.80540270,9.73870751,0.01431579,2.32846679,0.03586893,3.85006622,0.92155922,0.55889086,3.67168873,2.65492125
-4.79939970,9.46904997,0.01357223,2.22340568,0.03440727,3.76667931,0.89160984,0.54980089,3.51021840,2.59999029
-4.79339670,9.19404552,0.01292233,2.11054135,0.03309542,3.68749170,0.86263135,0.54088069,3.34205190,2.54262187
-4.78739370,8.91934039,0.01237667,1.99157797,0.03196679,3.61459064,0.83531812,0.53234123,3.16970097,2.48421622
-4.78139070,8.65035712,0.01194448,1.86828563,0.03105110,3.54983815,0.81030739,0.52437014,2.99568243,2.42614985
-4.77538769,8.39212903,0.01163335,1.74244789,0.03037340,3.49481510,0.78816025,0.51712639,2.82244460,2.36973060
-4.76938469,8.14915152,0.01144910,1.61581137,0.02995321,3.45077525,0.76934508,0.51073619,2.65229885,2.31615562
-4.76338169,7.92525517,0.01139563,1.49003925,0.02980374,3.41861051,0.75422410,0.50529014,2.48735871,2.26647370
-4.75737869,7.72350429,0.01147487,1.36667050,0.02993138,3.39882815,0.74304355,0.50084158,2.32948881,2.22155325
-4.75137569,7.54612396,0.01168669,1.24708605,0.03033532,3.39154039,0.73592767,0.49740615,2.18026498,2.18205685
-4.74537269,7.39445675,0.01202899,1.13248273,0.03100741,3.39646615,0.73287663,0.49496247,2.04094649,2.14842306
-4.73936968,7.26894971,0.01249774,1.02385554,0.03193218,3.41294458,0.73376856,0.49345392,1.91246085,2.12085600
-4.73336668,7.16917066,0.01308705,0.92198815,0.03308717,3.43995946,0.73836528,0.49279117,1.79540063,2.09932281
-4.72736368,7.09385216,0.01378941,0.82745134,0.03444337,3.47617348,0.74632162,0.49285569,1.69003182,2.08355882
-4.72136068,7.04096037,0.01459575,0.74060861,0.03596595,3.51997082,0.75719780,0.49350370,1.59631237,2.07308032
-4.71535768,7.00778557,0.01549570,0.66162808,0.03761508,3.56950673,0.77047448,0.49457075,1.51391929,2.06720409
-4.70935468,6.99105031,0.01647777,0.59049947,0.03934702,3.62276211,0.78556969,0.49587660,1.44228284,2.06507310
-4.70335168,6.98703097,0.01752952,0.52705503,0.04111525,3.67760157,0.80185720,0.49723030,1.38062562,2.06568748
-4.69734867,6.99168820,0.01863779,0.47099301,0.04287176,3.73183296,0.81868554,0.49843546,1.32800485,2.06793954
-4.69134567,7.00080168,0.01978886,0.42190257,0.04456838,3.78326671,0.83539710,0.49929536,1.28335594,2.07065175
-4.68534267,7.01010480,0.02096862,0.37928896,0.04615809,3.82977324,0.85134657,0.49961807,1.24553573,2.07261641
-4.67933967,7.01541492,0.02216269,0.34259802,0.04759640,3.86933691,0.86591830,0.49922115,1.21336384,2.07263569
-4.67333667,7.01275571,0.02335660,0.31123913,0.04884251,3.90010510,0.87854197,0.49793622,1.18566097,2.06956068
-4.66733367,6.99846785,0.02453586,0.28460613,0.04986050,3.92043143,0.88870625,0.49561293,1.16128314,2.06232828
-4.66133067,6.96930568,0.02568606,0.26209555,0.05062025,3.92891206,0.89597007,0.49212253,1.13915126,2.04999468
-4.65532766,6.92251756,0.02679299,0.24312220,0.05109818,3.92441463,0.89997144,0.48736094,1.11827547,2.03176443
-4.64932466,6.85590850,0.02784269,0.22713172,0.05127785,3.90609947,0.90043356,0.48125109,1.09777429,2.00701418
-4.64332166,6.76788429,0.02882160,0.21361041,0.05115019,3.87343306,0.89716845,0.47374480,1.07688842,1.97531055
