energy_ev,total_up,Hg_p_up,Hg_d_up,N_s_up,N_p_up,S_s_up,S_p_up,V_p_up,V_d_up
-5.87393697,7.88807419,0.68268748,3.42230431,0.15789124,0.14231993,0.21157805,2.68412148,1.28634544,1.39310382
-5.86793397,7.94985684,0.69059570,3.44079100,0.15858406,0.14300271,0.21380913,2.70897036,1.30560155,1.40425289
-5.86193097,7.99491443,0.69687917,3.45155507,0.15883345,0.14339291,0.21557371,2.72884437,1.32240331,1.41282404
-5.85592796,8.02232469,0.70142564,3.45434316,0.15863145,0.14347374,0.21685187,2.74336245,1.33658381,1.41852026
-5.84992496,8.03136292,0.70413902,3.44901108,0.15797609,0.14323076,0.21763004,2.75218625,1.34800250,1.42106357
-5.84392196,8.02152903,0.70494272,3.43552609,0.15687158,0.14265271,0.21790094,2.75503532,1.35654994,1.42020970
-5.83791896,7.99256893,0.70378247,3.41396601,0.15532837,0.14173206,0.21766340,2.75170107,1.36215162,1.41576207
-5.83191596,7.94448897,0.70062857,3.38451526,0.15336308,0.14046561,0.21692191,2.74205873,1.36477089,1.40758451
-5.82591296,7.87756266,0.69547750,3.34745792,0.15099815,0.13885490,0.21568608,2.72607676,1.36441060,1.39561185
-5.81990995,7.79232929,0.68835276,3.30316817,0.14826152,0.13690645,0.21396996,2.70382306,1.36111364,1.37985791
-5.81390695,7.68958464,0.67930489,3.25209862,0.14518595,0.13463194,0.21179136,2.67546786,1.35496225,1.36042026
-5.80790395,7.57036400,0.66841089,3.19476714,0.14180839,0.13204807,0.20917112,2.64128296,1.34607625,1.33748164
-5.80190095,7.43591869,0.65577287,3.13174264,0.13816913,0.12917646,0.20613238,2.60163750,1.33461027,1.31130772
-5.79589795,7.28768701,0.64151612,3.06363086,0.13431094,0.12604325,0.20270002,2.55699051,1.32075029,1.28224151
-5.78989495,7.12726128,0.62578673,2.99106035,0.13027809,0.12267865,0.19890011,2.50788066,1.30470968,1.25069448
-5.78389195,6.95635243,0.60874890,2.91466973,0.12611545,0.11911644,0.19475956,2.45491372,1.28672490,1.21713496
-5.77788894,6.77675379,0.59058201,2.83509636,0.12186751,0.11539331,0.19030589,2.39874839,1.26705125,1.18207434
-5.77188594,6.59030578,0.57147764,2.75296702,0.11757752,0.11154827,0.18556715,2.34008127,1.24595879,1.14605174
-5.76588294,6.39886263,0.55163665,2.66889081,0.11328670,0.10762194,0.18057198,2.27963152,1.22372866,1.10961796
-5.75987994,6.20426254,0.53126637,2.58345428,0.10903348,0.10365596,0.17534978,2.21812601,1.20064983,1.07331930
-5.75387694,6.00830198,0.51057805,2.49721880,0.10485298,0.09969238,0.16993100,2.15628541,1.17701653,1.03768217
-5.74787394,5.81271468,0.48978453,2.41071987,0.10077654,0.09577309,0.16434742,2.09481176,1.15312610,1.00319902
-5.74187094,5.61915534,0.46909818,2.32446811,0.09683135,0.09193935,0.15863248,2.03437784,1.12927748,0.97031621
-5.73586793,5.42918814,0.44872909,2.23895137,0.09304033,0.08823132,0.15282156,1.97561846,1.10576999,0.93942416
-5.72986493,5.24427923,0.42888344,2.15463760,0.08942205,0.08468772,0.14695217,1.91912380,1.08290239,0.91085022
-5.72386193,5.06579275,0.40976198,2.07197781,0.08599075,0.08134542,0.14106406,1.86543474,1.06097194,0.88485422
-5.71785893,4.89498937,0.39155862,1.99140874,0.08275655,0.07823921,0.13519915,1.81503982,1.04027337,0.86162684
-5.71185593,4.73302638,0.37445895,1.91335470,0.07972562,0.07540147,0.12940133,1.76837373,1.02109740,0.84129047
-5.70585293,4.58095847,0.35863869,1.83822830,0.07690054,0.07286190,0.12371608,1.72581684,1.00372883,0.82390245
-5.69984992,4.43973808,0.34426204,1.76642969,0.07428058,0.07064730,0.11818993,1.68769551,0.98844383,0.80946014
-5.69384692,4.31021473,0.33147972,1.69834435,0.07186206,0.06878123,0.11286978,1.65428266,0.97550659,0.79790754
-5.68784392,4.19313271,0.32042702,1.63433921,0.06963877,0.06728378,0.10780207,1.62579834,0.96516507,0.78914279
-5.68184092,4.08912662,0.31122152,1.57475742,0.06760231,0.06617124,0.10303189,1.60240998,0.95764594,0.78302622
-5.67583792,3.99871489,0.30396078,1.51991183,0.06574245,0.06545577,0.09860202,1.58423215,0.95314890,0.77938833
-5.66983492,3.92229112,0.29871993,1.47007760,0.06404749,0.06514516,0.09455192,1.57132556,0.95184036,0.77803745
-5.66383192,3.86011389,0.29554939,1.42548434,0.06250459,0.06524245,0.09091680,1.56369552,0.95384685,0.77876655
-5.65782891,3.81229542,0.29447262,1.38630807,0.06110008,0.06574569,0.08772670,1.56128971,0.95924833,0.78135912
-5.65182591,3.77878989,0.29548431,1.35266367,0.05981979,0.06664771,0.08500569,1.56399564,0.96807175,0.78559390
-5.64582291,3.75938244,0.29854886,1.32459805,0.05864927,0.06793588,0.08277117,1.57163799,0.98028522,0.79124838
-5.63981991,3.75367958,0.30359942,1.30208466,0.05757408,0.06959208,0.08103338,1.58397616,0.99579310,0.79810119
-5.63381691,3.76110221,0.31053757,1.28501945,0.05658005,0.07159261,0.07979499,1.60070255,1.01443242,0.80593356
-5.62781391,3.78088199,0.31923372,1.27321882,0.05565346,0.07390832,0.07905092,1.62144185,1.03597088,0.81452994
-5.62181091,3.81206216,0.32952825,1.26641960,0.05478127,0.07650478,0.07878831,1.64575189,1.06010683,0.82367817
-5.61580790,3.85350316,0.34123343,1.26428124,0.05395127,0.07934264,0.07898669,1.67312629,1.08647134,0.83316943
-5.60980490,3.90389392,0.35413618,1.26639027,0.05315224,0.08237805,0.07961830,1.70299928,1.11463259,0.84279828
-5.60380190,3.96176880,0.36800154,1.27226691,0.05237407,0.08556328,0.08064856,1.73475289,1.14410262,0.85236308
-5.59779890,4.02553037,0.38257679,1.28137380,0.05160784,0.08884738,0.08203673,1.76772657,1.17434639,0.86166688
-5.59179590,4.09347772,0.39759620,1.29312659,0.05084588,0.09217705,0.08373663,1.80122920,1.20479301,0.87051918
-5.58579290,4.16383988,0.41278616,1.30690610,0.05008179,0.09549752,0.08569752,1.83455331,1.23484890,0.87873832
-5.57978989,4.23481346,0.42787067,1.32207179,0.04931046,0.09875356,0.08786514,1.86699116,1.26391254,0.88615482
-5.57378689,4.30460371,0.44257695,1.33797622,0.04852800,0.10189053,0.09018268,1.89785226,1.29139038,0.89261529
-5.56778389,4.37146768,0.45664104,1.35397994,0.04773174,0.10485547,0.09259200,1.92648177,1.31671338,0.89798692
-5.56178089,4.43375826,0.46981325,1.36946665,0.04692015,0.10759818,0.09503478,1.95227913,1.33935368,0.90216231
-5.55577789,4.48996772,0.48186331,1.38385801,0.04609278,0.11007231,0.09745380,1.97471626,1.35884072,0.90506425
-5.54977489,4.53876924,0.49258502,1.39662782,0.04525020,0.11223636,0.09979413,1.99335455,1.37477644,0.90665024
-5.54377189,4.57905498,0.50180042,1.40731505,0.04439392,0.11405462,0.10200447,2.00786012,1.38684877,0.90691646
-5.53776888,4.60996952,0.50936320,1.41553552,0.04352636,0.11549800,0.10403830,2.01801648,1.39484307,0.90590079
-5.53176588,4.63093716,0.51516147,1.42099168,0.04265081,0.11654475,0.10585511,2.02373425,1.39865106,0.90368467
-5.52576288,4.64168231,0.51911964,1.42348035,0.04177138,0.11718095,0.10742147,2.02505736,1.39827691,0.90039366
-5.51975988,4.64224200,0.52119954,1.42289811,0.04089300,0.11740094,0.10871199,2.02216544,1.39384023,0.89619642
-5.51375688,4.63296987,0.52140070,1.41924413,0.04002137,0.11720748,0.10971013,2.01537231,1.38557590,0.89130217
-5.50775388,4.61453149,0.51975975,1.41262039,0.03916300,0.11661171,0.11040882,2.00512038,1.37383074,0.88595648
-5.50175088,4.58789086,0.51634904,1.40322910,0.03832515,0.11563295,0.11081084,1.99197122,1.35905701,0.88043574
-5.49574787,4.55428838,0.51127455,1.39136758,0.03751584,0.11429826,0.11092894,1.97659252,1.34180317,0.87504010
-5.48974487,4.51521085,0.50467306,1.37742043,0.03674376,0.11264184,0.11078570,1.95974174,1.32270194,0.87008550
-5.48374187,4.47235421,0.49670866,1.36184939,0.03601825,0.11070421,0.11041302,1.94224711,1.30245620,0.86589474
-5.47773887,4.42758006,0.48756882,1.34518103,0.03534919,0.10853122,0.10985140,1.92498633,1.28182308,0.86278804
-5.47173587,4.38286716,0.47745990,1.32799257,0.03474690,0.10617301,0.10914884,1.90886378,1.26159661,0.86107352
-5.46573287,4.34025921,0.46660245,1.31089632,0.03422196,0.10368270,0.10835946,1.89478682,1.24258950,0.86103765
-5.45972986,4.30181024,0.45522611,1.29452292,0.03378509,0.10111517,0.10754194,1.88364177,1.22561435,0.86293627
-5.45372686,4.26952918,0.44356458,1.27950406,0.03344688,0.09852567,0.10675762,1.87627035,1.21146487,0.86698639
-5.44772386,4.24532499,0.43185040,1.26645495,0.03321763,0.09596850,0.10606859,1.87344709,1.20089732,0.87335890
-5.44172086,4.23095373,0.42030999,1.25595700,0.03310709,0.09349567,0.10553559,1.87585824,1.19461269,0.88217261
-5.43571786,4.22796892,0.40915874,1.24854132,0.03312417,0.09115570,0.10521593,1.88408273,1.19323980,0.89348969
-5.42971486,4.23767643,0.39859652,1.24467314,0.03327675,0.08899243,0.10516146,1.89857557,1.19731979,0.90731258
-5.42371186,4.26109495,0.38880354,1.24473783,0.03357139,0.08704406,0.10541668,1.91965407,1.20729210,0.92358250
-5.41770885,4.29892299,0.37993668,1.24902872,0.03401309,0.08534225,0.10601709,1.94748706,1.22348226,0.94217963
-5.41170585,4.35151336,0.37212635,1.25773700,0.03460510,0.08391155,0.10698774,1.98208749,1.24609179,0.96292480
-5.40570285,4.41885562,0.36547399,1.27094413,0.03534869,0.08276884,0.10834224,2.02330847,1.27519032,0.98558270
-5.39969985,4.50056719,0.36005021,1.28861675,0.03624304,0.08192316,0.11008204,2.07084289,1.31071030,1.00986657
-5.39369685,4.59589352,0.35589361,1.31060452,0.03728509,0.08137567,0.11219619,2.12422681,1.35244441,1.03544417
-5.38769385,4.70371745,0.35301033,1.33664076,0.03846948,0.08111979,0.11466156,2.18284646,1.40004594,1.06194495
-5.38169085,4.82257798,0.35137432,1.36634622,0.03978857,0.08114163,0.11744344,2.24594899,1.45303230,1.08896823
-5.37568784,4.95069828,0.35092843,1.39923582,0.04123244,0.08142055,0.12049658,2.31265693,1.51079182,1.11609230
-5.36968484,5.08602269,0.35158609,1.43472828,0.04278900,0.08192994,0.12376664,2.38198600,1.57259390,1.14288419
-5.36368184,5.22626207,0.35323383,1.47215872,0.04444418,0.08263809,0.12719197,2.45286633,1.63760250,1.16890993
-5.35767884,5.36894681,0.35573444,1.51079373,0.04618209,0.08350927,0.13070563,2.52416651,1.70489283,1.19374511
-5.35167584,5.51148638,0.35893068,1.54984880,0.04798535,0.08450481,0.13423762,2.59472017,1.77347102,1.21698558
-5.34567284,5.65123388,0.36264959,1.58850763,0.04983532,0.08558429,0.13771728,2.66335444,1.84229639,1.23825784
-5.33966983,5.78555417,0.36670722,1.62594281,0.05171253,0.08670676,0.14107559,2.72891965,1.91030574,1.25722907
-5.33366683,5.91189333,0.37091362,1.66133726,0.05359700,0.08783195,0.14424754,2.79031929,1.97643901,1.27361633
-5.32766383,6.02784748,0.37507806,1.69390584,0.05546863,0.08892133,0.14717420,2.84653946,2.03966546,1.28719473
-5.32166083,6.13122847,0.37901423,1.72291632,0.05730761,0.08993924,0.14980470,2.89667667,2.09900963,1.29780422
-5.31565783,6.22012404,0.38254528,1.74770903,0.05909480,0.09085376,0.15209769,2.93996297,2.15357587,1.30535469
-5.30965483,6.29295017,0.38550858,1.76771446,0.06081204,0.09163753,0.15402264,2.97578735,2.20257066,1.30982906
-5.30365183,6.34849331,0.38775994,1.78246811,0.06244252,0.09226829,0.15556051,3.00371240,2.24532182,1.31128431
-5.29764882,6.38594068,0.38917718,1.79162192,0.06397099,0.09272931,0.15670409,3.02348549,2.28129354,1.30984996
-5.29164582,6.40489704,0.38966301,1.79495197,0.06538402,0.09300957,0.15745784,3.03504365,2.31009684,1.30572424
-5.28564282,6.40538716,0.38914696,1.79236198,0.06667009,0.09310375,0.15783724,3.03851187,2.33149484,1.29916773
-5.27963982,6.38784354,0.38758637,1.78388247,0.06781971,0.09301199,0.15786774,3.03419462,2.34540249,1.29049468
-5.27363682,6.35307975,0.38496642,1.76966569,0.06882540,0.09273948,0.15758339,3.02256081,2.35188108,1.28006218
-5.26763382,6.30225047,0.38129926,1.74997657,0.06968165,0.09229589,0.15702509,3.00422267,2.35112749,1.26825759
-5.26163082,6.23679989,0.37662221,1.72518000,0.07038482,0.09169467,0.15623866,2.97990939,2.34345892,1.25548462
-5.25562781,6.15840077,0.37099514,1.69572515,0.07093297,0.09095220,0.15527279,2.95043666,2.32929388,1.24214860
-5.24962481,6.06888687,0.36449728,1.66212757,0.07132567,0.09008695,0.15417694,2.91667342,2.30913030,1.22864151
-5.24362181,5.97018195,0.35722352,1.62494978,0.07156381,0.08911856,0.15299929,2.87950732,2.28352203,1.21532758
-5.23761881,5.86422847,0.34928039,1.58478140,0.07164937,0.08806701,0.15178487,2.83981054,2.25305477,1.20252980
-5.23161581,5.75291945,0.34078195,1.54221961,0.07158517,0.08695181,0.15057393,2.79840749,2.21832273,1.19051831
-5.22561281,5.63803632,0.33184580,1.49785076,0.07137474,0.08579127,0.14940054,2.75604604,2.17990710,1.17950098
-5.21960980,5.52119570,0.32258928,1.45223401,0.07102209,0.08460196,0.14829167,2.71337340,2.13835737,1.16961674
-5.21360680,5.40380721,0.31312614,1.40588748,0.07053160,0.08339825,0.14726649,2.67091803,2.09417618,1.16093204
-5.20760380,5.28704385,0.30356372,1.35927748,0.06990794,0.08219207,0.14633622,2.62907797,2.04780851,1.15344048
-5.20160080,5.17182606,0.29400074,1.31281107,0.06915601,0.08099282,0.14550429,2.58811643,1.99963530,1.14706591
-5.19559780,5.05881929,0.28452576,1.26683200,0.06828095,0.07980738,0.14476683,2.54816430,1.94997168,1.14166856
-5.18959480,4.94844474,0.27521635,1.22162006,0.06728821,0.07864037,0.14411356,2.50922950,1.89906963,1.13705411
-5.18359180,4.84090193,0.26613886,1.17739339,0.06618360,0.07749445,0.14352891,2.47121232,1.84712449,1.13298517
-5.17758879,4.73620121,0.25734878,1.13431362,0.06497344,0.07637078,0.14299327,2.43392580,1.79428477,1.12919462
-5.17158579,4.63420389,0.24889165,1.09249298,0.06366468,0.07526947,0.14248447,2.39711993,1.74066451,1.12540013
-5.16558279,4.53466747,0.24080423,1.05200309,0.06226506,0.07419017,0.14197917,2.36050813,1.68635706,1.12131914
-5.15957979,4.43729293,0.23311607,1.01288455,0.06078325,0.07313256,0.14145436,2.32379464,1.63144955,1.11668347
-5.15357679,4.34177157,0.22585111,0.97515686,0.05922897,0.07209686,0.14088864,2.28670113,1.57603702,1.11125304
-5.14757379,4.24782857,0.21902928,0.93882794,0.05761311,0.07108428,0.14026335,2.24899130,1.52023531,1.10482774
-5.14157079,4.15526106,0.21266809,0.90390281,0.05594773,0.07009736,0.13956356,2.21049202,1.46419201,1.09725720
-5.13556778,4.06396887,0.20678391,0.87039084,0.05424613,0.06914022,0.13877876,2.17111016,1.40809487,1.08844775
-5.12956478,3.97397656,0.20139299,0.83831154,0.05252278,0.06821867,0.13790325,2.13084423,1.35217725,1.07836657
-5.12356178,3.88544611,0.19651221,0.80769834,0.05079320,0.06734026,0.13693633,2.08979059,1.29672038,1.06704270
-5.11755878,3.79868001,0.19215944,0.77860062,0.04907383,0.06651411,0.13588224,2.04814399,1.24205247,1.05456506
-5.11155578,3.71411537,0.18835356,0.75108382,0.04738178,0.06575077,0.13474980,2.00619283,1.18854483,1.04107786
-5.10555278,3.63230996,0.18511421,0.72522799,0.04573464,0.06506187,0.13355196,1.96430974,1.13660530,1.02677353
-5.09954977,3.55392162,0.18246123,0.70112493,0.04415010,0.06445978,0.13230517,1.92293813,1.08666954,1.01188389
-5.09354677,3.47968288,0.18041400,0.67887435,0.04264576,0.06395722,0.13102870,1.88257589,1.03919074,0.99667004
-5.08754377,3.41037270,0.17899063,0.65857935,0.04123869,0.06356686,0.12974389,1.84375727,0.99462841,0.98141162
-5.08154077,3.34678733,0.17820711,0.64034166,0.03994522,0.06330095,0.12847354,1.80703421,0.95343690,0.96639619
-5.07553777,3.28971228,0.17807660,0.62425701,0.03878062,0.06317100,0.12724127,1.77295810,0.91605426,0.95190912
-5.06953477,3.23989707,0.17860880,0.61041101,0.03775885,0.06318754,0.12607110,1.74206313,0.88289204,0.93822471
-5.06353177,3.19803404,0.17980955,0.59887560,0.03689234,0.06335998,0.12498710,1.71485199,0.85432656,0.92559889
-5.05752876,3.16474240,0.18168064,0.58970661,0.03619185,0.06369654,0.12401325,1.69178451,0.83069182,0.91426372
-5.05152576,3.14055777,0.18421991,0.58294213,0.03566636,0.06420433,0.12317347,1.67326971,0.81227447,0.90442392
-5.04552276,3.12592744,0.18742156,0.57860205,0.03532299,0.06488948,0.12249166,1.65966112,0.79931072,0.89625536
-5.03951976,3.12121072,0.19127671,0.57668844,0.03516702,0.06575744,0.12199199,1.65125552,0.79198520,0.88990543
-5.03351676,3.12668374,0.19577411,0.57718680,0.03520191,0.06681321,0.12169910,1.64829425,0.79043159,0.88549484
-5.02751376,3.14254741,0.20090098,0.58006780,0.03542933,0.06806172,0.12163839,1.65096694,0.79473453,0.88312070
-5.02151076,3.16893728,0.20664386,0.58528953,0.03584930,0.06950818,0.12183611,1.65941656,0.80493263,0.88286027
-5.01550775,3.20593375,0.21298940,0.59279967,0.03646021,0.07115835,0.12231948,1.67374517,0.82102194,0.88477500
-5.00950475,3.25357136,0.21992502,0.60253767,0.03725896,0.07301883,0.12311649,1.69401953,0.84295955,0.88891436
-5.00350175,3.31184579,0.22743944,0.61443647,0.03824103,0.07509719,0.12425553,1.72027570,0.87066684,0.89531904
-4.99749875,3.38071766,0.23552281,0.62842372,0.03940051,0.07740199,0.12576481,1.75252227,0.90403203,0.90402322
-4.99149575,3.46011234,0.24416667,0.64442236,0.04073020,0.07994273,0.12767144,1.79074144,0.94291173,0.91505562
-4.98549275,3.54991561,0.25336352,0.66235052,0.04222161,0.08272956,0.13000038,1.83488798,0.98713138,0.92843923
-4.97948974,3.64996520,0.26310612,0.68212070,0.04386495,0.08577294,0.13277304,1.88488588,1.03648455,0.94418964
-4.97348674,3.76003873,0.27338650,0.70363841,0.04564917,0.08908308,0.13600589,1.94062291,1.09073107,0.96231219
-4.96748374,3.87983890,0.28419477,0.72680031,0.04756195,0.09266937,0.13970883,2.00194354,1.14959441,0.98279801
-4.96148074,4.00897702,0.29551771,0.75149213,0.04958969,0.09653963,0.14388362,2.06864066,1.21275847,1.00561928
-4.95547774,4.14695622,0.30733746,0.77758648,0.05171754,0.10069938,0.14852245,2.14044690,1.27986422,1.03072416
-4.94947474,4.29315562,0.31963005,0.80494080,0.05392943,0.10515106,0.15360656,2.21702610,1.35050668,1.05803153
-4.94347174,4.44681701,0.33236426,0.83339572,0.05620817,0.10989331,0.15910523,2.29796595,1.42423258,1.08742617
-4.93746873,4.60703506,0.34550053,0.86277386,0.05853550,0.11492029,0.16497508,2.38277218,1.50053930,1.11875463
-4.93146573,4.77275231,0.35899037,0.89287938,0.06089231,0.12022115,0.17115981,2.47086525,1.57887522,1.15182208
-4.92546273,4.94275955,0.37277593,0.92349828,0.06325876,0.12577961,0.17759040,2.56157971,1.65864196,1.18639043
-4.91945973,5.11570217,0.38679018,0.95439952,0.06561449,0.13157376,0.18418580,2.65416675,1.73919854,1.22217795
-4.91345673,5.29009249,0.40095744,0.98533699,0.06793893,0.13757594,0.19085419,2.74780005,1.81986752,1.25886044
-4.90745373,5.46432802,0.41519428,1.01605221,0.07021150,0.14375298,0.19749467,2.84158484,1.89994306,1.29607398
-4.90145073,5.63671495,0.42941099,1.04627772,0.07241189,0.15006651,0.20399945,2.93457001,1.97870053,1.33341922
-4.89544772,5.80549626,0.44351323,1.07574105,0.07452038,0.15647352,0.21025636,3.02576286,2.05540764,1.37046712
-4.88944472,5.96888341,0.45740405,1.10416907,0.07651808,0.16292711,0.21615174,3.11414616,2.12933629,1.40676598
-4.88344172,6.12509061,0.47098615,1.13129260,0.07838721,0.16937735,0.22157348,3.19869681,2.19977506,1.44184948
-4.87743872,6.27237037,0.48416413,1.15685108,0.08011134,0.17577231,0.22641408,3.27840556,2.26604164,1.47524558
-4.87143572,6.40904931,0.49684688,1.18059726,0.08167562,0.18205921,0.23057375,3.35229718,2.32749485,1.50648604
-4.86543272,6.53356308,0.50894985,1.20230162,0.08306692,0.18818551,0.23396329,3.41945046,2.38354584,1.53511618
-4.85942971,6.64448944,0.52039711,1.22175660,0.08427410,0.19410018,0.23650671,3.47901743,2.43366811,1.56070478
-4.85342671,6.74057852,0.53112327,1.23878035,0.08528805,0.19975488,0.23814336,3.53024134,2.47740611,1.58285375
-4.84742371,6.82077961,0.54107505,1.25322018,0.08610186,0.20510505,0.23882973,3.57247287,2.51438228,1.60120737
-4.84142071,6.88426391,0.55021250,1.26495537,0.08671091,0.21011103,0.23854052,3.60518425,2.54430246,1.61546089
-4.83541771,6.93044264,0.55850987,1.27389967,0.08711292,0.21473900,0.23726927,3.62798091,2.56695955,1.62536814
-4.82941471,6.95898036,0.56595610,1.28000308,0.08730806,0.21896183,0.23502827,3.64061042,2.58223569,1.63074809
-4.82341171,6.96980301,0.57255490,1.28325321,0.08729890,0.22275975,0.23184790,3.64296846,2.59010283,1.63149005
-4.81740870,6.96310072,0.57832440,1.28367599,0.08709050,0.22612091,0.22777539,3.63510181,2.59062196,1.62755733
-4.81140570,6.93932519,0.58329659,1.28133583,0.08669035,0.22904176,0.22287315,3.61720805,2.58394100,1.61898919
-4.80540270,6.89918162,0.58751620,1.27633506,0.08610835,0.23152716,0.21721654,3.58963203,2.57029155,1.60590106
-4.79939970,6.84361516,0.59103951,1.26881277,0.08535671,0.23359050,0.21089145,3.55285916,2.54998447,1.58848274
-4.79339670,6.77379217,0.59393265,1.25894282,0.08444981,0.23525341,0.20399158,3.50750538,2.52340438,1.56699473
-4.78739370,6.69107627,0.59626989,1.24693113,0.08340402,0.23654548,0.19661572,3.45430416,2.49100307,1.54176262
-4.78139070,6.59699954,0.59813153,1.23301209,0.08223748,0.23750363,0.18886487,3.39409058,2.45329184,1.51316960
-4.77538769,6.49322947,0.59960174,1.21744424,0.08096976,0.23817145,0.18083972,3.32778280,2.41083278,1.48164735
-4.76938469,6.38153189,0.60076623,1.20050498,0.07962149,0.23859820,0.17263814,3.25636144,2.36422894,1.44766551
-4.76338169,6.26373094,0.60170977,1.18248466,0.07821396,0.23883777,0.16435306,3.18084711,2.31411352,1.41171994
-4.75737869,6.14166670,0.60251375,1.16367988,0.07676863,0.23894736,0.15607073,3.10227692,2.26113814,1.37432029
-4.75137569,6.01715169,0.60325363,1.14438627,0.07530659,0.23898605,0.14786931,3.02168043,2.20596040,1.33597715
-4.74537269,5.89192731,0.60399646,1.12489094,0.07384804,0.23901319,0.13981787,2.94005589,2.14923089,1.29718936
-4.73936968,5.76762145,0.60479846,1.10546467,0.07241173,0.23908671,0.13197588,2.85834739,2.09158007,1.25843177
-4.73336668,5.64570881,0.60570282,1.08635434,0.07101447,0.23926125,0.12439298,2.77742378,2.03360532,1.22014408
-4.72736368,5.52747501,0.60673762,1.06777566,0.06967059,0.23958627,0.11710912,2.69806009,1.97585867,1.18272093
-4.72136068,5.41398596,0.60791412,1.04990661,0.06839156,0.24010421,0.11015505,2.62092204,1.91883553,1.14650390
-4.71535768,5.30606372,0.60922542,1.03288187,0.06718566,0.24084855,0.10355295,2.54655425,1.86296510,1.11177538
-4.70935468,5.20426972,0.61064552,1.01678856,0.06605777,0.24184211,0.09731733,2.47537260,1.80860267,1.07875472
-4.70335168,5.10889628,0.61212902,1.00166342,0.06500926,0.24309549,0.09145591,2.40766096,1.75602436,1.04759670
-4.69734867,5.01996689,0.61361131,0.98749181,0.06403802,0.24460579,0.08597067,2.34357253,1.70542454,1.01839223
-4.69134567,4.93724538,0.61500951,0.97420846,0.06313868,0.24635564,0.08085883,2.28313542,1.65691612,0.99117127
-4.68534267,4.86025397,0.61622406,0.96170023,0.06230288,0.24831275,0.07611380,2.22626255,1.61053378,0.96590768
-4.67933967,4.78829945,0.61714095,0.94981067,0.06151968,0.25042984,0.07172601,2.17276504,1.56624008,0.94252580
-4.67333667,4.72050676,0.61763472,0.93834640,0.06077614,0.25264522,0.06768370,2.12236875,1.52393415,0.92090821
-4.66733367,4.65585873,0.61757199,0.92708506,0.06005788,0.25488390,0.06397356,2.07473308,1.48346269,0.90090455
-4.66133067,4.59324036,0.61681554,0.91578447,0.05934974,0.25705932,0.06058119,2.02947113,1.44463277,0.88234065
-4.65532766,4.53148603,0.61522880,0.90419281,0.05863648,0.25907563,0.05749158,1.98617050,1.40722577,0.86502778
-4.64932466,4.46942783,0.61268053,0.89205924,0.05790342,0.26083052,0.05468930,1.94441364,1.37101185,0.84877154
-4.64332166,4.40594282,0.60904966,0.87914463,0.05713703,0.26221850,0.05215880,1.90379695,1.33576425,0.83337991
