energy_ev,total_up,P_s_up,P_p_up,Ru_p_up,Ru_d_up,Te_p_up,Te_d_up
-5.71785893,3.36245945,0.01057059,0.50062543,1.00569901,2.02602857,1.04735715,0.00000000
-5.71185593,3.60454387,0.01075037,0.54151550,1.05127852,2.18206621,1.12038825,0.00000000
-5.70585293,3.85758227,0.01102616,0.58359042,1.10463757,2.34180646,1.19980527,0.00000000
-5.69984992,4.11898880,0.01139035,0.62635321,1.16511232,2.50369721,1.28477416,0.00000000
-5.69384692,4.38605198,0.01183404,0.66927483,1.23194141,2.66615540,1.37437475,0.00000000
-5.68784392,4.65596835,0.01234727,0.71180368,1.30427364,2.82758857,1.46760884,0.00000000
-5.68184092,4.92587785,0.01291923,0.75337628,1.38117572,2.98641690,1.56340953,0.00000000
-5.67583792,5.19290046,0.01353844,0.79342867,1.46164028,3.14109545,1.66065220,0.00000000
-5.66983492,5.45417328,0.01419305,0.83140829,1.54459458,3.29013554,1.75816696,0.00000000
-5.66383192,5.70688773,0.01487095,0.86678587,1.62891044,3.43212509,1.85475269,0.00000000
-5.65782891,5.94832617,0.01556004,0.89906700,1.71341572,3.56574719,1.94919273,0.00000000
-5.65182591,6.17589763,0.01624842,0.92780291,1.79690784,3.68979653,2.04027201,0.00000000
-5.64582291,6.38717234,0.01692460,0.95260017,1.87816961,3.80319358,2.12679563,0.00000000
-5.63981991,6.57991489,0.01757767,0.97312898,1.95598761,3.90499633,2.20760858,0.00000000
-5.63381691,6.75211552,0.01819753,0.98912979,2.02917301,3.99440957,2.28161635,0.00000000
-5.62781391,6.90201969,0.01877510,1.00041811,2.09658470,4.07079202,2.34780608,0.00000000
-5.62181091,7.02815550,0.01930246,1.00688737,2.15715433,4.13366128,2.40526763,0.00000000
-5.61580790,7.12935865,0.01977309,1.00850985,2.20991246,4.18269715,2.45321417,0.00000000
-5.60980490,7.20479473,0.02018204,1.00533566,2.25401519,4.21774334,2.49100148,0.00000000
-5.60380190,7.25397822,0.02052602,0.99749007,2.28877014,4.23880803,2.51814543,0.00000000
-5.59779890,7.27678781,0.02080363,0.98516907,2.31366068,4.24606325,2.53433683,0.00000000
-5.59179590,7.27347713,0.02101535,0.96863366,2.32836730,4.23984336,2.53945306,0.00000000
-5.58579290,7.24468041,0.02116364,0.94820295,2.33278495,4.22064246,2.53356577,0.00000000
-5.57978989,7.19141213,0.02125295,0.92424627,2.32703518,4.18911070,2.51694409,0.00000000
-5.57378689,7.11505984,0.02128963,0.89717471,2.31147227,4.14604905,2.49005313,0.00000000
-5.56778389,7.01736970,0.02128183,0.86743219,2.28668260,4.09240248,2.45354717,0.00000000
-5.56178089,6.90042381,0.02123928,0.83548623,2.25347671,4.02925082,2.40825782,0.00000000
-5.55577789,6.76660927,0.02117310,0.80181877,2.21287404,3.95779710,2.35517698,0.00000000
-5.54977489,6.61857868,0.02109541,0.76691710,2.16608037,3.87935295,2.29543513,0.00000000
-5.54377189,6.45920225,0.02101903,0.73126496,2.11445856,3.79532054,2.23027525,0.00000000
-5.53776888,6.29151226,0.02095700,0.69533419,2.05949338,3.70717127,2.16102329,0.00000000
-5.53176588,6.11864051,0.02092215,0.65957674,2.00275150,3.61642069,2.08905588,0.00000000
-5.52576288,5.94375036,0.02092661,0.62441736,1.94583800,3.52460036,2.01576640,0.00000000
-5.51975988,5.76996475,0.02098132,0.59024693,1.89035101,3.43322662,1.94253035,0.00000000
-5.51375688,5.60029237,0.02109553,0.55741662,1.83783601,3.34376731,1.87067128,0.00000000
-5.50775388,5.43755413,0.02127640,0.52623291,1.78974144,3.25760701,1.80142828,0.00000000
-5.50175088,5.28431238,0.02152858,0.49695353,1.74737748,3.17601217,1.73592617,0.00000000
-5.49574787,5.14280524,0.02185388,0.46978454,1.71187917,3.10009723,1.67514934,0.00000000
-5.48974487,5.01488877,0.02225105,0.44487837,1.68417548,3.03079313,1.61992009,0.00000000
-5.48374187,4.90198893,0.02271567,0.42233318,1.66496522,2.96881973,1.57088207,0.00000000
-5.47773887,4.80506567,0.02324010,0.40219334,1.65470058,2.91466331,1.52848937,0.00000000
-5.47173587,4.72459057,0.02381362,0.38445109,1.65357882,2.86856068,1.49300149,0.00000000
-5.46573287,4.66053945,0.02442265,0.36904939,1.66154205,2.83049065,1.46448420,0.00000000
-5.45972986,4.61240036,0.02505112,0.35588592,1.67828491,2.80017395,1.44281608,0.00000000
-5.45372686,4.57919712,0.02568093,0.34481798,1.70326970,2.77708188,1.42770042,0.00000000
-5.44772386,4.55952788,0.02629251,0.33566829,1.73574778,2.76045383,1.41868184,0.00000000
-5.44172086,4.55161732,0.02686547,0.32823147,1.77478657,2.74932342,1.41516687,0.00000000
-5.43571786,4.55338088,0.02737929,0.32228094,1.81930059,2.74255247,1.41644773,0.00000000
-5.42971486,4.56249879,0.02781404,0.31757608,1.86808538,2.73887181,1.42172828,0.00000000
-5.42371186,4.57649700,0.02815106,0.31386945,1.91985286,2.73692748,1.43015121,0.00000000
-5.41770885,4.59283236,0.02837369,0.31091367,1.97326699,2.73533056,1.44082552,0.00000000
-5.41170585,4.60897882,0.02846780,0.30846802,2.02697834,2.73270889,1.45285344,0.00000000
-5.40570285,4.62251146,0.02842237,0.30630424,2.07965679,2.72775854,1.46535578,0.00000000
-5.39969985,4.63118562,0.02822988,0.30421173,2.13002131,2.71929308,1.47749530,0.00000000
-5.39369685,4.63300824,0.02788653,0.30200169,2.17686651,2.70628873,1.48849724,0.00000000
-5.38769385,4.62629906,0.02739243,0.29951032,2.21908531,2.68792356,1.49766687,0.00000000
-5.38169085,4.60973997,0.02675154,0.29660111,2.25568781,2.66360925,1.50440351,0.00000000
-5.37568784,4.58241082,0.02597150,0.29316596,2.28581623,2.63301423,1.50821112,0.00000000
-5.36968484,4.54381106,0.02506340,0.28912547,2.30875608,2.59607720,1.50870534,0.00000000
-5.36368184,4.49386672,0.02404129,0.28442836,2.32394393,2.55301066,1.50561709,0.00000000
-5.35767884,4.43292298,0.02292174,0.27905006,2.33097188,2.50429433,1.49879291,0.00000000
-5.35167584,4.36172288,0.02172324,0.27299074,2.32958914,2.45065864,1.48819229,0.00000000
-5.34567284,4.28137325,0.02046557,0.26627285,2.31970098,2.39305903,1.47388228,0.00000000
-5.33966983,4.19329927,0.01916920,0.25893821,2.30136510,2.33264193,1.45602954,0.00000000
-5.33366683,4.09918923,0.01785467,0.25104500,2.27478577,2.27070372,1.43489036,0.00000000
-5.32766383,4.00093162,0.01654196,0.24266453,2.24030561,2.20864398,1.41079870,0.00000000
-5.32166083,3.90054630,0.01525002,0.23387803,2.19839513,2.14791491,1.38415274,0.00000000
-5.31565783,3.80011225,0.01399629,0.22477354,2.14964008,2.08996840,1.35540022,0.00000000
-5.30965483,3.70169405,0.01279631,0.21544291,2.09472662,2.03620278,1.32502279,0.00000000
-5.30365183,3.60726935,0.01166347,0.20597901,2.03442439,1.98791092,1.29351999,0.00000000
-5.29764882,3.51865981,0.01060882,0.19647318,1.96956778,1.94623167,1.26139303,0.00000000
-5.29164582,3.43746759,0.00964096,0.18701293,1.90103567,1.91210625,1.22912901,0.00000000
-5.28564282,3.36501966,0.00876607,0.17768001,1.82973009,1.88624113,1.19718602,0.00000000
-5.27963982,3.30232202,0.00798793,0.16854869,1.75655450,1.86907896,1.16597962,0.00000000
-5.27363682,3.25002534,0.00730812,0.15968452,1.68239223,1.86077859,1.13587129,0.00000000
-5.26763382,3.20840379,0.00672618,0.15114334,1.60808607,1.86120516,1.10715941,0.00000000
-5.26163082,3.17734800,0.00623985,0.14297068,1.53441964,1.86993075,1.08007316,0.00000000
-5.25562781,3.15637282,0.00584536,0.13520160,1.46210149,1.88624586,1.05476982,0.00000000
-5.24962481,3.14463995,0.00553772,0.12786085,1.39175257,1.90918155,1.03133566,0.00000000
-5.24362181,3.14099513,0.00531101,0.12096342,1.32389762,1.93754160,1.00979061,0.00000000
-5.23761881,3.14401867,0.00515869,0.11451546,1.25896096,1.96994377,0.99009664,0.00000000
-5.23161581,3.15208769,0.00507391,0.10851549,1.19726684,2.00486872,0.97216951,0.00000000
-5.22561281,3.16344789,0.00504976,0.10295596,1.13904411,2.04071489,0.95589358,0.00000000
-5.21960980,3.17629207,0.00507957,0.09782494,1.08443513,2.07585745,0.94113891,0.00000000
-5.21360680,3.18884222,0.00515708,0.09310804,1.03350816,2.10870875,0.92777990,0.00000000
-5.20760380,3.19943168,0.00527669,0.08879036,0.98627246,2.13777827,0.91571451,0.00000000
-5.20160080,3.20658406,0.00543363,0.08485847,0.94269527,2.16172947,0.90488306,0.00000000
-5.19559780,3.20908501,0.00562402,0.08130226,0.90271950,2.17943116,0.89528552,0.00000000
-5.18959480,3.20604394,0.00584498,0.07811659,0.86628112,2.19000144,0.88699630,0.00000000
-5.18359180,3.19694249,0.00609467,0.07530272,0.83332516,2.19284229,0.88017552,0.00000000
-5.17758879,3.18166754,0.00637223,0.07286939,0.80381932,2.18766326,0.87507606,0.00000000
-5.17158579,3.16052705,0.00667776,0.07083349,0.77776448,2.17449344,0.87204567,0.00000000
-5.16558279,3.13424775,0.00701211,0.06922031,0.75520138,2.15368114,0.87152384,0.00000000
-5.15957979,3.10395467,0.00737679,0.06806334,0.73621316,2.12588131,0.87403325,0.00000000
-5.15357679,3.07113309,0.00777370,0.06740360,0.72092365,2.09203134,0.88016583,0.00000000
-5.14757379,3.03757469,0.00820493,0.06728851,0.70949146,2.05331635,0.89056410,0.00000000
-5.14157079,3.00530980,0.00867242,0.06777040,0.70210034,2.01112534,0.90589810,0.00000000
-5.13556778,2.97652897,0.00917771,0.06890458,0.69894634,1.96700031,0.92683902,0.00000000
-5.12956478,2.95349689,0.00972166,0.07074717,0.70022253,1.92258034,0.95403044,0.00000000
-5.12356178,2.93846244,0.01030413,0.07335264,0.70610228,1.87954299,0.98805849,0.00000000
-5.11755878,2.93356855,0.01092374,0.07677125,0.71672193,1.83954540,1.02942203,0.00000000
-5.11155578,2.94076567,0.01157767,0.08104636,0.73216401,1.80416739,1.07850428,0.00000000
-5.10555278,2.96173218,0.01226151,0.08621183,0.75244176,1.77485863,1.13554706,0.00000000
-5.09954977,2.99780500,0.01296917,0.09228949,0.77748616,1.75289188,1.20062883,0.00000000
-5.09354677,3.04992297,0.01369287,0.09928680,0.80713580,1.73932370,1.27364750,0.00000000
-5.08754377,3.11858494,0.01442323,0.10719484,0.84113056,1.73496399,1.35430884,0.00000000
-5.08154077,3.20382408,0.01514943,0.11598660,0.87910924,1.74035496,1.44212110,0.00000000
-5.07553777,3.30519895,0.01585945,0.12561580,0.92061132,1.75576006,1.53639611,0.00000000
-5.06953477,3.42180132,0.01654039,0.13601607,0.96508303,1.78116270,1.63625697,0.00000000
-5.06353177,3.55228006,0.01717891,0.14710085,1.01188714,1.81627444,1.74065213,0.00000000
-5.05752876,3.69487983,0.01776156,0.15876372,1.06031638,1.86055182,1.84837544,0.00000000
-5.05152576,3.84749269,0.01827535,0.17087945,1.10960963,1.91322097,1.95809144,0.00000000
-5.04552276,4.00772042,0.01870815,0.18330560,1.15897039,1.97330859,2.06836507,0.00000000
-5.03951976,4.17294521,0.01904916,0.19588476,1.20758656,2.03967807,2.17769482,0.00000000
-5.03351676,4.34040569,0.01928933,0.20844737,1.25465087,2.11106917,2.28454813,0.00000000
-5.02751376,4.50727599,0.01942174,0.22081501,1.29938102,2.18613998,2.38739798,0.00000000
-5.02151076,4.67074480,0.01944185,0.23280414,1.34103892,2.26350939,2.48475939,0.00000000
-5.01550775,4.82809207,0.01934770,0.24423025,1.37894820,2.34179907,2.57522484,0.00000000
-5.00950475,4.97676102,0.01914004,0.25491217,1.41250952,2.41967340,2.65749748,0.00000000
-5.00350175,5.11442354,0.01882227,0.26467653,1.44121328,2.49587643,2.73042118,0.00000000
-4.99749875,5.23903717,0.01840038,0.27336214,1.46464938,2.56926485,2.79300684,0.00000000
-4.99149575,5.34889253,0.01788273,0.28082431,1.48251390,2.63883622,2.84445406,0.00000000
-4.98549275,5.44265017,0.01727975,0.28693869,1.49461271,2.70375188,2.88416791,0.00000000
-4.97948974,5.51936631,0.01660359,0.29160478,1.50086209,2.76335420,2.91177039,0.00000000
-4.97348674,5.57850731,0.01586772,0.29474879,1.50128661,2.81717777,2.92710651,0.00000000
-4.96748374,5.61995275,0.01508647,0.29632582,1.49601443,2.86495469,2.93024483,0.00000000
-4.96148074,5.64398771,0.01427459,0.29632123,1.48527047,2.90661395,2.92147275,0.00000000
-4.95547774,5.65128461,0.01344677,0.29475116,1.46936771,2.94227502,2.90128662,0.00000000
-4.94947474,5.64287555,0.01261726,0.29166218,1.44869700,2.97223631,2.87037702,0.00000000
-4.94347174,5.62011606,0.01179946,0.28713005,1.42371571,2.99695873,2.82960968,0.00000000
-4.93746873,5.58464142,0.01100559,0.28125763,1.39493559,3.01704507,2.78000249,0.00000000
-4.93146573,5.53831680,0.01024643,0.27417199,1.36291007,3.03321592,2.72269911,0.00000000
-4.92546273,5.48318267,0.00953114,0.26602088,1.32822138,3.04628298,2.65894000,0.00000000
-4.91945973,5.42139694,0.00886710,0.25696862,1.29146764,3.05712048,2.59003139,0.00000000
-4.91345673,5.35517561,0.00825989,0.24719160,1.25325033,3.06663585,2.51731317,0.00000000
-4.90745373,5.28673348,0.00771328,0.23687349,1.21416227,3.07574054,2.44212645,0.00000000
-4.90145073,5.21822673,0.00722930,0.22620045,1.17477636,3.08532200,2.36578171,0.00000000
-4.89544772,5.15169924,0.00680838,0.21535635,1.13563545,3.09621781,2.28952859,0.00000000
-4.88944472,5.08903426,0.00644949,0.20451832,1.09724339,3.10919304,2.21452805,0.00000000
-4.88344172,5.03191309,0.00615037,0.19385268,1.06005771,3.12492152,2.14182798,0.00000000
-4.87743872,4.98178233,0.00590772,0.18351137,1.02448388,3.14397200,2.07234304,0.00000000
-4.87143572,4.93983073,0.00571744,0.17362913,0.99087159,3.16679956,2.00683935,0.00000000
-4.86543272,4.90697665,0.00557486,0.16432127,0.95951286,3.19374289,1.94592471,0.00000000
-4.85942971,4.88386652,0.00547498,0.15568230,0.93064232,3.22502742,1.89004451,0.00000000
-4.85342671,4.87088441,0.00541271,0.14778527,0.90443938,3.26077415,1.83948371,0.00000000
-4.84742371,4.86817200,0.00538301,0.14068189,0.88103226,3.30101388,1.79437442,0.00000000
-4.84142071,4.87565818,0.00538114,0.13440334,0.86050359,3.34570588,1.75470894,0.00000000
-4.83541771,4.89309639,0.00540275,0.12896167,0.84289733,3.39476016,1.72035740,0.00000000
-4.82941471,4.92010791,0.00544405,0.12435169,0.82822649,3.44806178,1.69108918,0.00000000
-4.82341171,4.95622839,0.00550183,0.12055330,0.81648119,3.50549578,1.66659690,0.00000000
-4.81740870,5.00095500,0.00557362,0.11753401,0.80763661,3.56697095,1.64652183,0.00000000
-4.81140570,5.05379104,0.00565758,0.11525157,0.80166019,3.63244057,1.63047916,0.00000000
-4.80540270,5.11428519,0.00575260,0.11365658,0.79851755,3.70191843,1.61808203,0.00000000
-4.79939970,5.18206245,0.00585816,0.11269496,0.79817688,3.77548834,1.60896267,0.00000000
-4.79339670,5.25684445,0.00597432,0.11231014,0.80061112,3.85330591,1.60278989,0.00000000
-4.78739370,5.33845711,0.00610158,0.11244487,0.80579801,3.93559144,1.59928165,0.00000000
-4.78139070,5.42682458,0.00624075,0.11304270,0.81371773,4.02261349,1.59821230,0.00000000
-4.77538769,5.52194909,0.00639284,0.11404891,0.82434832,4.11466315,1.59941408,0.00000000
-4.76938469,5.62387733,0.00655886,0.11541109,0.83765906,4.21201981,1.60277304,0.00000000
-4.76338169,5.73265506,0.00673971,0.11707927,0.85360239,4.31490967,1.60821973,0.00000000
-4.75737869,5.84827235,0.00693601,0.11900571,0.87210478,4.42345913,1.61571561,0.00000000
-4.75137569,5.97060316,0.00714798,0.12114435,0.89305736,4.53764562,1.62523616,0.00000000
-4.74537269,6.09934308,0.00737532,0.12345024,0.91630705,4.65724899,1.63675219,0.00000000
-4.73936968,6.23395017,0.00761710,0.12587869,0.94164901,4.78180677,1.65021082,0.00000000
-4.73336668,6.37359349,0.00787177,0.12838467,0.96882118,4.91057693,1.66551775,0.00000000
-4.72736368,6.51711410,0.00813709,0.13092224,0.99750165,5.04251142,1.68252251,0.00000000
-4.72136068,6.66300290,0.00841020,0.13344426,1.02730939,5.17624366,1.70100793,0.00000000
-4.71535768,6.80939869,0.00868768,0.13590243,1.05780878,5.31009226,1.72068516,0.00000000
-4.70935468,6.95410891,0.00896570,0.13824767,1.08851812,5.44208291,1.74119506,0.00000000
-4.70335168,7.09465440,0.00924014,0.14043097,1.11892201,5.56998884,1.76211631,0.00000000
-4.69734867,7.22833758,0.00950682,0.14240446,1.14848735,5.69138966,1.78298029,0.00000000
-4.69134567,7.35233243,0.00976170,0.14412297,1.17668242,5.80374692,1.80329223,0.00000000
-4.68534267,7.46379278,0.01000117,0.14554573,1.20299810,5.90449356,1.82255760,0.00000000
-4.67933967,7.55997409,0.01022224,0.14663829,1.22697041,5.99113375,1.84031242,0.00000000
-4.67333667,7.63836282,0.01042286,0.14737436,1.24820316,6.06134816,1.85615576,0.00000000
-4.66733367,7.69680656,0.01060211,0.14773769,1.26638945,6.11309961,1.86978239,0.00000000
-4.66133067,7.73363757,0.01076043,0.14772359,1.28133088,6.14473335,1.88101360,0.00000000
-4.65532766,7.74778239,0.01089982,0.14734016,1.29295319,6.15506640,1.88982394,0.00000000
-4.64932466,7.73885072,0.01102391,0.14660896,1.30131730,6.14346068,1.89636198,0.00000000
-4.64332166,7.70719724,0.01113808,0.14556519,1.30662487,6.10987515,1.90096332,0.00000000
-4.63731866,7.65395181,0.01124943,0.14425722,1.30921773,6.05489361,1.90415445,0.00000000
-4.63131566,7.58101464,0.01136672,0.14274541,1.30957087,5.97972547,1.90664658,0.00000000
-4.62531266,7.49101500,0.01150022,0.14110038,1.30827892,5.88617867,1.90931899,0.00000000
-4.61930965,7.38723403,0.01166149,0.13940061,1.30603635,5.77660512,1.91319208,0.00000000
-4.61330665,7.27349404,0.01186304,0.13772958,1.30361225,5.65382068,1.91939079,0.00000000
-4.60730365,7.15401867,0.01211802,0.13617252,1.30182023,5.52100309,1.92909981,0.00000000
-4.60130065,7.03326980,0.01243972,0.13481285,1.30148499,5.38157227,1.94351210,0.00000000
-4.59529765,6.91576849,0.01284115,0.13372860,1.30340672,5.23905876,1.96377311,0.00000000
-4.58929465,6.80590823,0.01333446,0.13298891,1.30832497,5.09696629,1.99092310,0.00000000
-4.58329165,6.70776906,0.01393042,0.13265067,1.31688353,4.95863510,2.02584012,0.00000000
-4.57728864,6.62494157,0.01463789,0.13275572,1.32959802,4.82711248,2.06918661,0.00000000
-4.57128564,6.56036891,0.01546329,0.13332848,1.34682766,4.70503655,2.12136211,0.00000000
-4.56528264,6.51621460,0.01641010,0.13437431,1.36875266,4.59453873,2.18246453,0.00000000
-4.55927964,6.49376229,0.01747848,0.13587863,1.39535829,4.49716922,2.25226230,0.00000000
-4.55327664,6.49335247,0.01866490,0.13780681,1.42642677,4.41384877,2.33017894,0.00000000
-4.54727364,6.51435908,0.01996197,0.14010496,1.46153724,4.34484860,2.41529130,0.00000000
-4.54127064,6.55520745,0.02135830,0.14270151,1.50007431,4.28979896,2.50634217,0.00000000
-4.53526763,6.61343271,0.02283857,0.14550955,1.54124491,4.24772549,2.60176705,0.00000000
-4.52926463,6.68577634,0.02438369,0.14842981,1.58410302,4.21711117,2.69973471,0.00000000
-4.52326163,6.76831644,0.02597118,0.15135429,1.62758130,4.19598050,2.79820001,0.00000000
-4.51725863,6.85662610,0.02757563,0.15417014,1.67052857,4.18200172,2.89496728,0.00000000
-4.51125563,6.94595288,0.02916931,0.15676396,1.71175168,4.17260193,2.98776185,0.00000000
-4.50525263,7.03141158,0.03072294,0.15902599,1.75006000,4.16508964,3.07430698,0.00000000
-4.49924962,7.10818188,0.03220650,0.16085434,1.78431081,4.15677922,3.15240314,0.00000000
-4.49324662,7.17170244,0.03359015,0.16215881,1.81345378,4.14511141,3.22000635,0.00000000
-4.48724362,7.21785322,0.03484516,0.16286443,1.83657244,4.12776493,3.27530246,0.00000000
-4.48124062,7.24311837,0.03594484,0.16291423,1.85292126,4.10275429,3.31677418,0.00000000
-4.47523762,7.24472320,0.03686543,0.16227149,1.86195639,4.06851014,3.34325805,0.00000000
-4.46923462,7.22073978,0.03758691,0.16092117,1.86335900,4.02393906,3.35398906,0.00000000
-4.46323162,7.17015727,0.03809369,0.15887045,1.85705015,3.96846098,3.34863091,0.00000000
-4.45722861,7.09291494,0.03837516,0.15614857,1.84319642,3.90202355,3.32729077,0.00000000
-4.45122561,6.98989722,0.03842608,0.15280580,1.82220635,3.82509358,3.29051797,0.00000000
-4.44522261,6.86289203,0.03824677,0.14891166,1.79471749,3.73862711,3.23928681,0.00000000
-4.43921961,6.71451534,0.03784310,0.14455250,1.76157499,3.64402037,3.17496430,0.00000000
-4.43321661,6.54810609,0.03722632,0.13982859,1.72380236,3.54304475,3.09926443,0.00000000
-4.42721361,6.36759708,0.03641265,0.13485067,1.68256586,3.43776946,3.01419100,0.00000000
-4.42121061,6.17736818,0.03542277,0.12973638,1.63913402,3.33047615,2.92197171,0.00000000
-4.41520760,5.98208872,0.03428112,0.12460646,1.59483392,3.22356963,2.82498615,0.00000000
-4.40920460,5.78655635,0.03301510,0.11958104,1.55100617,3.11948910,2.72569106,0.00000000
-4.40320160,5.59553923,0.03165422,0.11477606,1.50896036,3.02062376,2.62654567,0.00000000
-4.39719860,5.41362790,0.03022919,0.11030000,1.46993283,2.92923628,2.52994026,0.00000000
-4.39119560,5.24510257,0.02877098,0.10625103,1.43504827,2.84739717,2.43813040,0.00000000
-4.38519260,5.09382019,0.02730998,0.10271454,1.40528665,2.77693185,2.35317926,0.00000000
-4.37918959,4.96312448,0.02587518,0.09976131,1.38145650,2.71938186,2.27690963,0.00000000
-4.37318659,4.85578069,0.02449342,0.09744613,1.36417538,2.67598056,2.21086678,0.00000000
-4.36718359,4.77393552,0.02318882,0.09580709,1.35385779,2.64764259,2.15629274,0.00000000
-4.36118059,4.71910109,0.02198224,0.09486528,1.35071077,2.63496605,2.11411199,0.00000000
-4.35517759,4.69216069,0.02089093,0.09462505,1.35473671,2.63824534,2.08492773,0.00000000
-4.34917459,4.69339333,0.01992834,0.09507470,1.36574268,2.65749221,2.06902800,0.00000000
-4.34317159,4.72251278,0.01910394,0.09618750,1.38335565,2.69246227,2.06639983,0.00000000
-4.33716858,4.77871710,0.01842328,0.09792301,1.40704211,2.74268422,2.07674992,0.00000000
-4.33116558,4.86074395,0.01788808,0.10022858,1.43613125,2.80748897,2.09953007,0.00000000
-4.32516258,4.96692776,0.01749642,0.10304098,1.46984006,2.88603635,2.13396529,0.00000000
-4.31915958,5.09525484,0.01724300,0.10628813,1.50729939,2.97733749,2.17908322,0.00000000
-4.31315658,5.24341386,0.01711950,0.10989078,1.54757966,3.08027156,2.23374326,0.00000000
-4.30715358,5.40883961,0.01711490,0.11376416,1.58971526,3.19359642,2.29666435,0.00000000
