energy_ev,total_up,Li_s_up,N_s_up,N_p_up,Rh_p_up,Rh_d_up,Te_p_up,Te_d_up
-5.52576288,1.21028506,0.28972941,0.01876322,0.13347748,0.71157017,0.37872122,0.57663999,0.00000000
-5.51975988,1.19918438,0.29122530,0.01947641,0.13110906,0.69202730,0.37108618,0.57396148,0.00000000
-5.51375688,1.19503524,0.29180595,0.02010893,0.12950586,0.67479749,0.36692851,0.57409757,0.00000000
-5.50775388,1.19766926,0.29142757,0.02065379,0.12862147,0.65978893,0.36615929,0.57705359,0.00000000
-5.50175088,1.20689504,0.29008409,0.02110560,0.12841811,0.64690927,0.36868016,0.58280529,0.00000000
-5.49574787,1.22250230,0.28780816,0.02146059,0.12886788,0.63606854,0.37438562,0.59129930,0.00000000
-5.48974487,1.24426406,0.28467060,0.02171675,0.12995318,0.62718092,0.38316438,0.60245383,0.00000000
-5.48374187,1.27193727,0.28077833,0.02187374,0.13166623,0.62016538,0.39489979,0.61615987,0.00000000
-5.47773887,1.30526206,0.27627106,0.02193295,0.13400791,0.61494543,0.40946955,0.63228285,0.00000000
-5.47173587,1.34396037,0.27131659,0.02189732,0.13698587,0.61144823,0.42674488,0.65066486,0.00000000
-5.46573287,1.38773415,0.26610527,0.02177128,0.14061219,0.60960325,0.44658936,0.67112757,0.00000000
-5.45972986,1.43626361,0.26084349,0.02156059,0.14490075,0.60934077,0.46885753,0.69347561,0.00000000
-5.45372686,1.48920584,0.25574677,0.02127215,0.14986428,0.61059043,0.49339356,0.71750050,0.00000000
-5.44772386,1.54619393,0.25103250,0.02091381,0.15551151,0.61327997,0.52002992,0.74298485,0.00000000
-5.44172086,1.60683670,0.24691271,0.02049419,0.16184447,0.61733420,0.54858631,0.76970664,0.00000000
-5.43571786,1.67071905,0.24358703,0.02002243,0.16885593,0.62267442,0.57886878,0.79744338,0.00000000
-5.42971486,1.73740273,0.24123612,0.01950803,0.17652745,0.62921809,0.61066915,0.82597581,0.00000000
-5.42371186,1.80642736,0.24001576,0.01896059,0.18482771,0.63687880,0.64376463,0.85509087,0.00000000
-5.41770885,1.87731155,0.24005176,0.01838963,0.19371156,0.64556636,0.67791776,0.88458379,0.00000000
-5.41170585,1.94955386,0.24143571,0.01780442,0.20311958,0.65518698,0.71287646,0.91425896,0.00000000
-5.40570285,2.02263339,0.24422193,0.01721372,0.21297827,0.66564333,0.74837435,0.94392965,0.00000000
-5.39969985,2.09601007,0.24842533,0.01662570,0.22320082,0.67683441,0.78413134,0.97341645,0.00000000
-5.39369685,2.16912458,0.25402050,0.01604773,0.23368841,0.68865519,0.81985432,1.00254459,0.00000000
-5.38769385,2.24139810,0.26094191,0.01548625,0.24433201,0.70099593,0.85523824,1.03114038,0.00000000
-5.38169085,2.31223214,0.26908518,0.01494667,0.25501457,0.71374129,0.88996758,1.05902706,0.00000000
-5.37568784,2.38100895,0.27830951,0.01443328,0.26561350,0.72676927,0.92371823,1.08602048,0.00000000
-5.36968484,2.44709277,0.28844100,0.01394921,0.27600339,0.73995015,0.95615995,1.11192508,0.00000000
-5.36368184,2.50983260,0.29927700,0.01349638,0.28605887,0.75314559,0.98695956,1.13653069,0.00000000
-5.35767884,2.56856689,0.31059123,0.01307550,0.29565739,0.76620815,1.01578485,1.15961061,0.00000000
-5.35167584,2.62263049,0.32213962,0.01268618,0.30468207,0.77898140,1.04230933,1.18092134,0.00000000
-5.34567284,2.67136431,0.33366671,0.01232692,0.31302432,0.79130077,1.06621781,1.20020441,0.00000000
-5.33966983,2.71412760,0.34491243,0.01199530,0.32058623,0.80299546,1.08721281,1.21719040,0.00000000
-5.33366683,2.75031302,0.35561912,0.01168808,0.32728279,0.81389132,1.10502162,1.23160525,0.00000000
-5.32766383,2.77936403,0.36553857,0.01140138,0.33304376,0.82381478,1.11940395,1.24317874,0.00000000
-5.32166083,2.80079418,0.37443886,0.01113087,0.33781515,0.83259791,1.13015995,1.25165491,0.00000000
-5.31565783,2.81420762,0.38211090,0.01087200,0.34156054,0.84008425,1.13713817,1.25680384,0.00000000
-5.30965483,2.81932001,0.38837431,0.01062016,0.34426185,0.84613533,1.14024343,1.25843446,0.00000000
-5.30365183,2.81597872,0.39308262,0.01037093,0.34592002,0.85063757,1.13944402,1.25640745,0.00000000
-5.29764882,2.80418138,0.39612748,0.01012025,0.34655518,0.85350916,1.13477795,1.25064774,0.00000000
-5.29164582,2.78409173,0.39744195,0.00986463,0.34620663,0.85470663,1.12635798,1.24115569,0.00000000
-5.28564282,2.75605158,0.39700246,0.00960126,0.34493253,0.85423068,1.11437503,1.22801640,0.00000000
-5.27963982,2.72058822,0.39482972,0.00932815,0.34280930,0.85213086,1.09909968,1.21140636,0.00000000
-5.27363682,2.67841632,0.39098830,0.00904423,0.33993068,0.84850889,1.08088155,1.19159697,0.00000000
-5.26763382,2.63043382,0.38558502,0.00874935,0.33640662,0.84352025,1.06014639,1.16895461,0.00000000
-5.26163082,2.57771152,0.37876617,0.00844433,0.33236174,0.83737385,1.03739072,1.14393698,0.00000000
-5.25562781,2.52147626,0.37071369,0.00813089,0.32793360,0.83032975,1.01317409,1.11708558,0.00000000
-5.24962481,2.46308780,0.36164039,0.00781159,0.32327045,0.82269474,0.98810887,1.08901469,0.00000000
-5.24362181,2.40400990,0.35178437,0.00748972,0.31852876,0.81481607,0.96284786,1.06039684,0.00000000
-5.23761881,2.34577617,0.34140289,0.00716916,0.31387029,0.80707324,0.93806979,1.03194549,0.00000000
-5.23161581,2.28995152,0.33076568,0.00685422,0.30945874,0.79986816,0.91446310,1.00439533,0.00000000
-5.22561281,2.23809042,0.32014811,0.00654947,0.30545611,0.79361404,0.89270833,0.97848082,0.00000000
-5.21960980,2.19169282,0.30982424,0.00625955,0.30201865,0.78872314,0.87345957,0.95491394,0.00000000
-5.21360680,2.15215944,0.30005989,0.00598898,0.29929255,0.78559398,0.85732544,0.93436159,0.00000000
-5.20760380,2.12074748,0.29110611,0.00574202,0.29740952,0.78459813,0.84485021,0.91742369,0.00000000
-5.20160080,2.09852840,0.28319291,0.00552243,0.29648226,0.78606719,0.83649566,0.90461261,0.00000000
-5.19559780,2.08634911,0.27652359,0.00533338,0.29660005,0.79028033,0.83262422,0.89633475,0.00000000
-5.18959480,2.08479808,0.27126975,0.00517731,0.29782469,0.79745267,0.83348415,0.89287478,0.00000000
-5.18359180,2.09417770,0.26756700,0.00505581,0.30018683,0.80772506,0.83919734,0.89438332,0.00000000
-5.17758879,2.11448401,0.26551151,0.00496960,0.30368308,0.82115546,0.84975031,0.90086845,0.00000000
-5.17158579,2.14539518,0.26515758,0.00491842,0.30827395,0.83771249,0.86498891,0.91219142,0.00000000
-5.16558279,2.18626922,0.26651608,0.00490108,0.31388281,0.85727120,0.88461727,0.92806694,0.00000000
-5.15957979,2.23615178,0.26955404,0.00491549,0.32039615,0.87961158,0.90820121,0.94806805,0.00000000
-5.15357679,2.29379428,0.27419526,0.00495867,0.32766505,0.90441982,0.93517627,0.97163564,0.00000000
-5.14757379,2.35768216,0.28032208,0.00502689,0.33550802,0.93129256,0.96486047,0.99809248,0.00000000
-5.14157079,2.42607290,0.28777822,0.00511573,0.34371526,0.95974420,0.99647148,1.02666137,0.00000000
-5.13556778,2.49704303,0.29637272,0.00522027,0.35205407,0.98921708,1.02914787,1.05648693,0.00000000
-5.12956478,2.56854257,0.30588490,0.00533519,0.36027543,1.01909458,1.06197386,1.08666052,0.00000000
-5.12356178,2.63845561,0.31607028,0.00545494,0.36812152,1.04871664,1.09400679,1.11624739,0.00000000
-5.11755878,2.70466478,0.32666728,0.00557393,0.37533382,1.07739749,1.12430641,1.14431521,0.00000000
-5.11155578,2.76511752,0.33740461,0.00568666,0.38166157,1.10444499,1.15196485,1.16996309,0.00000000
-5.10555278,2.81789167,0.34800906,0.00578791,0.38687019,1.12918095,1.17613631,1.19234991,0.00000000
-5.09954977,2.86125789,0.35821354,0.00587284,0.39074937,1.15096184,1.19606513,1.21072106,0.00000000
-5.09354677,2.89373650,0.36776512,0.00593718,0.39312041,1.16919900,1.21111126,1.22443251,0.00000000
-5.08754377,2.91414645,0.37643263,0.00597731,0.39384249,1.18337780,1.22077199,1.23297130,0.00000000
-5.08154077,2.92164433,0.38401380,0.00599033,0.39281768,1.19307474,1.22469911,1.23597168,0.00000000
-5.07553777,2.91575205,0.39034140,0.00597418,0.38999431,1.19797205,1.22271070,1.23322621,0.00000000
-5.06953477,2.89637173,0.39528832,0.00592761,0.38536874,1.19786899,1.21479718,1.22469150,0.00000000
-5.06353177,2.86378757,0.39877124,0.00585024,0.37898523,1.19268954,1.20112130,1.21048833,0.00000000
-5.05752876,2.81865445,0.40075278,0.00574249,0.37093420,1.18248603,1.18201212,1.19089626,0.00000000
-5.05152576,2.76197400,0.40124198,0.00560560,0.36134874,1.16743867,1.15795335,1.16634292,0.00000000
-5.04552276,2.69505914,0.40029308,0.00544151,0.35039962,1.14785098,1.12956650,1.13738870,0.00000000
-5.03951976,2.61948897,0.39800264,0.00525283,0.33828917,1.12414135,1.09758969,1.10470735,0.00000000
-5.03351676,2.53705575,0.39450508,0.00504269,0.32524411,1.09683119,1.06285301,1.06906359,0.00000000
-5.02751376,2.44970657,0.38996683,0.00481466,0.31150786,1.06653018,1.02625155,1.03128851,0.00000000
-5.02151076,2.35948212,0.38457936,0.00457266,0.29733252,1.03391928,0.98871724,0.99225407,0.00000000
-5.01550775,2.26845509,0.37855137,0.00432079,0.28297103,0.99973235,0.95119051,0.95284756,0.00000000
-5.00950475,2.17867071,0.37210051,0.00406329,0.26866967,0.96473707,0.91459315,0.91394714,0.00000000
-5.00350175,2.09209172,0.36544502,0.00380437,0.25466132,0.92971603,0.87980307,0.87639937,0.00000000
-4.99749875,2.01054964,0.35879562,0.00354818,0.24115968,0.89544857,0.84763202,0.84099947,0.00000000
-4.99149575,1.93570381,0.35234805,0.00329869,0.22835464,0.86269422,0.81880689,0.80847489,0.00000000
-4.98549275,1.86900949,0.34627659,0.00305963,0.21640881,0.83217801,0.79395508,0.77947256,0.00000000
-4.97948974,1.81169529,0.34072883,0.00283447,0.20545550,0.80457804,0.77359416,0.75455000,0.00000000
-4.97348674,1.76475022,0.33582188,0.00262636,0.19559784,0.78051562,0.75812598,0.73417022,0.00000000
-4.96748374,1.72891982,0.33164015,0.00243812,0.18690911,0.76054774,0.74783496,0.71870014,0.00000000
-4.96148074,1.70471059,0.32823470,0.00227225,0.17943415,0.74516190,0.74289035,0.70841208,0.00000000
-4.95547774,1.69240152,0.32562425,0.00213092,0.17319162,0.73477285,0.74335182,0.70348786,0.00000000
-4.94947474,1.69206119,0.32379743,0.00201603,0.16817681,0.72972099,0.74917799,0.70402469,0.00000000
-4.94347174,1.70356898,0.32271636,0.00192919,0.16436502,0.73027182,0.76023702,0.71004224,0.00000000
-4.93746873,1.72663850,0.32232113,0.00187182,0.16171493,0.73661603,0.77631864,0.72149024,0.00000000
-4.93146573,1.76084183,0.32253483,0.00184512,0.16017211,0.74886977,0.79714695,0.73825577,0.00000000
-4.92546273,1.80563293,0.32326891,0.00185016,0.15967220,0.76707473,0.82239323,0.76016993,0.00000000
-4.91945973,1.86036907,0.32442849,0.00188786,0.16014370,0.79119775,0.85168821,0.78701331,0.00000000
-4.91345673,1.92432931,0.32591728,0.00195908,0.16151033,0.82112971,0.88463334,0.81852004,0.00000000
-4.90745373,1.99672946,0.32764190,0.00206459,0.16369278,0.85668403,0.92081070,0.85438032,0.00000000
-4.90145073,2.07673332,0.32951535,0.00220507,0.16660991,0.89759450,0.95979128,0.89424161,0.00000000
-4.89544772,2.16346031,0.33145957,0.00238111,0.17017938,0.94351326,1.00114167,0.93770865,0.00000000
-4.88944472,2.25599005,0.33340692,0.00259322,0.17431784,0.99400892,1.04442911,0.98434268,0.00000000
-4.88344172,2.35336460,0.33530069,0.00284171,0.17894075,1.04856571,1.08922516,1.03366056,0.00000000
-4.87743872,2.45458945,0.33709472,0.00312671,0.18396198,1.10658399,1.13510824,1.08513413,0.00000000
-4.87143572,2.55863416,0.33875225,0.00344810,0.18929331,1.16738282,1.18166537,1.13819058,0.00000000
-4.86543272,2.66443407,0.34024421,0.00380538,0.19484400,1.23020503,1.22849361,1.19221436,0.00000000
-4.85942971,2.77089374,0.34154717,0.00419768,0.20052055,1.29422513,1.27520136,1.24655101,0.00000000
-4.85342671,2.87689337,0.34264126,0.00462364,0.20622676,1.35856039,1.32141009,1.30051340,0.00000000
-4.84742371,2.98129845,0.34350809,0.00508134,0.21186417,1.42228501,1.36675658,1.35339046,0.00000000
-4.84142071,3.08297317,0.34412908,0.00556829,0.21733291,1.48444718,1.41089594,1.40445838,0.00000000
-4.83541771,3.18079732,0.34448426,0.00608139,0.22253300,1.54408879,1.45350538,1.45299422,0.00000000
-4.82941471,3.27368641,0.34455157,0.00661691,0.22736601,1.60026699,1.49428872,1.49829130,0.00000000
-4.82341171,3.36061412,0.34430681,0.00717051,0.23173706,1.65207685,1.53298137,1.53967598,0.00000000
-4.81740870,3.44063605,0.34372420,0.00773736,0.23555695,1.69867445,1.56935553,1.57652501,0.00000000
-4.81140570,3.51291355,0.34277735,0.00831216,0.23874450,1.73929901,1.60322514,1.60828271,0.00000000
-4.80540270,3.57673616,0.34144076,0.00888932,0.24122876,1.77329353,1.63445026,1.63447706,0.00000000
-4.79939970,3.63154135,0.33969143,0.00946313,0.24295098,1.80012262,1.66294027,1.65473395,0.00000000
-4.79339670,3.67693028,0.33751065,0.01002791,0.24386641,1.81938700,1.68865573,1.66878877,0.00000000
-4.78739370,3.71267838,0.33488563,0.01057828,0.24394556,1.83083383,1.71160820,1.67649475,0.00000000
-4.78139070,3.73874006,0.33181090,0.01110934,0.24317501,1.83436246,1.73185821,1.67782761,0.00000000
-4.77538769,3.75524713,0.32828931,0.01161693,0.24155765,1.83002553,1.74951097,1.67288619,0.00000000
-4.76938469,3.76250069,0.32433261,0.01209782,0.23911240,1.81802523,1.76471007,1.66188906,0.00000000
-4.76338169,3.76095705,0.31996141,0.01254991,0.23587333,1.79870509,1.77762930,1.64516731,0.00000000
-4.75737869,3.75120819,0.31520464,0.01297241,0.23188838,1.77253776,1.78846306,1.62315374,0.00000000
-4.75137569,3.73395785,0.31009853,0.01336588,0.22721755,1.74010932,1.79741585,1.59636916,0.00000000
-4.74537269,3.70999450,0.30468511,0.01373235,0.22193092,1.70210096,1.80469130,1.56540626,0.00000000
-4.73936968,3.68016258,0.29901043,0.01407524,0.21610630,1.65926875,1.81048162,1.53091186,0.00000000
-4.73336668,3.64533338,0.29312251,0.01439926,0.20982689,1.61242227,1.81495788,1.49356834,0.00000000
-4.72736368,3.60637700,0.28706930,0.01471029,0.20317890,1.56240305,1.81826193,1.45407492,0.00000000
-4.72136068,3.56413662,0.28089662,0.01501508,0.19624927,1.51006341,1.82050026,1.41312950,0.00000000
-4.71535768,3.51940608,0.27464638,0.01532097,0.18912354,1.45624624,1.82174025,1.37141168,0.00000000
-4.70935468,3.47291146,0.26835498,0.01563551,0.18188396,1.40176641,1.82200907,1.32956738,0.00000000
-4.70335168,3.42529720,0.26205218,0.01596607,0.17460787,1.34739403,1.82129510,1.28819553,0.00000000
-4.69734867,3.37711676,0.25576033,0.01631942,0.16736632,1.29383989,1.81955184,1.24783700,0.00000000
-4.69134567,3.32882785,0.24949403,0.01670128,0.16022309,1.24174314,1.81670397,1.20896585,0.00000000
-4.68534267,3.28079176,0.24326020,0.01711595,0.15323386,1.19166142,1.81265505,1.17198303,0.00000000
-4.67933967,3.23327613,0.23705861,0.01756593,0.14644574,1.14406333,1.80729632,1.13721236,0.00000000
-4.67333667,3.18646083,0.23088266,0.01805162,0.13989698,1.09932328,1.80051616,1.10489877,0.00000000
-4.66733367,3.14044590,0.22472046,0.01857109,0.13361695,1.05771866,1.79220929,1.07520857,0.00000000
-4.66133067,3.09526110,0.21855608,0.01911999,0.12762628,1.01942922,1.78228554,1.04823159,0.00000000
-4.65532766,3.05087636,0.21237092,0.01969150,0.12193718,0.98453867,1.77067733,1.02398505,0.00000000
-4.64932466,3.00721268,0.20614512,0.02027646,0.11655394,0.95303844,1.75734578,1.00241893,0.00000000
-4.64332166,2.96415308,0.19985891,0.02086357,0.11147353,0.92483342,1.74228507,0.98342267,0.00000000
-4.63731866,2.92155332,0.19349387,0.02143969,0.10668633,0.89974972,1.72552490,0.96683310,0.00000000
-4.63131566,2.87925225,0.18703408,0.02199031,0.10217703,0.87754416,1.70713120,0.95244326,0.00000000
-4.62531266,2.83708170,0.18046710,0.02249998,0.09792553,0.85791546,1.68720518,0.94001200,0.00000000
-4.61930965,2.79487587,0.17378468,0.02295295,0.09390804,0.84051669,1.66588085,0.92927416,0.00000000
-4.61330665,2.75248022,0.16698341,0.02333366,0.09009810,0.82496882,1.64332135,0.91995096,0.00000000
-4.60730365,2.70975962,0.16006505,0.02362743,0.08646776,0.81087486,1.61971448,0.91176034,0.00000000
-4.60130065,2.66660595,0.15303674,0.02382099,0.08298869,0.79783422,1.59526753,0.90442698,0.00000000
-4.59529765,2.62294468,0.14591100,0.02390301,0.07963328,0.78545669,1.57020183,0.89769155,0.00000000
-4.58929465,2.57874036,0.13870558,0.02386458,0.07637562,0.77337569,1.54474715,0.89131897,0.00000000
-4.58329165,2.53400073,0.13144316,0.02369954,0.07319248,0.76126009,1.51913622,0.88510518,0.00000000
-4.57728864,2.48877914,0.12415096,0.02340480,0.07006404,0.74882434,1.49359933,0.87888238,0.00000000
-4.57128564,2.44317508,0.11686019,0.02298040,0.06697451,0.73583632,1.46835921,0.87252226,0.00000000
-4.56528264,2.39733261,0.10960546,0.02242956,0.06391257,0.72212288,1.44362623,0.86593732,0.00000000
-4.55927964,2.35143669,0.10242413,0.02175861,0.06087157,0.70757261,1.41959391,0.85908017,0.00000000
-4.55327664,2.30570742,0.09535563,0.02097670,0.05784953,0.69213602,1.39643473,0.85194089,0.00000000
-4.54727364,2.26039248,0.08844070,0.02009551,0.05484902,0.67582327,1.37429655,0.84454274,0.00000000
-4.54127064,2.21575815,0.08172076,0.01912888,0.05187679,0.65869949,1.35329951,0.83693651,0.00000000
-4.53526763,2.17207949,0.07523717,0.01809229,0.04894327,0.64087824,1.33353362,0.82919391,0.00000000
-4.52926463,2.12963035,0.06903064,0.01700241,0.04606203,0.62251361,1.31505731,0.82140053,0.00000000
-4.52326163,2.08867388,0.06314065,0.01587657,0.04324908,0.60379127,1.29789710,0.81364893,0.00000000
-4.51725863,2.04945436,0.05760496,0.01473225,0.04052223,0.58491929,1.28204841,0.80603220,0.00000000
-4.51125563,2.01219106,0.05245919,0.01358665,0.03790040,0.56611912,1.26747799,0.79863865,0.00000000
-4.50525263,1.97707452,0.04773653,0.01245621,0.03540306,0.54761730,1.25412769,0.79154796,0.00000000
-4.49924962,1.94426591,0.04346748,0.01135632,0.03304969,0.52963829,1.24191993,0.78482901,0.00000000
-4.49324662,1.91389940,0.03967970,0.01030099,0.03085936,0.51239876,1.23076453,0.77853959,0.00000000
